0100000008	1 Mózes
2a022200b8	És megáldá őket Simeon, és monda Máriának, az ő anyjának: Ímé ez vettetett sokaknak elestére és feltámadására az Izráelben; és jegyül, a kinek sokan ellene mondanak;
2a02230066	Sőt a te lelkedet is általhatja az éles tőr; hogy sok szív gondolatai nyilvánvalókká legyenek.
2a022400ac	És vala egy prófétaasszony, Anna, a Fánuel leánya, az Áser nemzetségéből (ez sok időt élt, miután az ő szűzességétől fogva hét esztendeig élt férjével,
2a022500a9	És ez mintegy nyolczvannégy esztendős özvegy vala), a ki nem távozék el a templomból, hanem bőjtölésekkel és imádkozásokkal szolgál vala éjjel és nappal.
2a0226008f	Ez is ugyanazon órában oda állván, hálát adott az Úrnak, és szóla ő felőle mindeneknek, a kik Jeruzsálemben a váltságot várták.
2a02270073	És mikor mindent elvégeztek az Úr törvénye szerint, visszatérének Galileába, az ő városukba, Názáretbe.
2a0228007f	A kis gyermek pedig növekedék, és erősödék lélekben, teljesedve bölcsességgel; és az Istennek kegyelme vala ő rajta.
2a0229004e	Az ő szülei pedig évenként feljártak Jeruzsálembe a húsvét ünnepére.
2a022a005b	És mikor tizenkét esztendős lett, fölmenének Jeruzsálembe az ünnep szokása szerint;
2a022b009a	És mikor eltelének a napok, mikor ők visszatérének, a gyermek Jézus visszamarada Jeruzsálemben; és nem vevék észre sem József, sem az ő anyja;
2a022c008f	Hanem azt gondolván, hogy az úti társaságban van, egy napi járó földet menének, és keresék őt a rokonok és az ismerősök között;
2a022d004d	És mikor nem találák őt, visszamenének Jeruzsálembe, hogy megkeressék.
2a022e0085	És lőn, hogy harmadnapra megtalálták őt a templomban, a doktorok között ülve, a mint őket hallgatta, és kérdezgette őket.
2a022f0060	És mindnyájan, a kik őt hallgatták, elálmélkodának az ő értelmén és az ő feleletein.
2a023000a1	És meglátván őt, elcsodálkozának, és monda néki az ő anyja: Fiam, miért cselekedted ezt velünk? Ímé atyád és én nagy bánattal kerestünk téged.
2a023100a0	Ő pedig monda nékik: Mi dolog, hogy engem kerestetek? Avagy nem tudjátok-é, hogy nékem azokban kell foglalatosnak lennem, a melyek az én Atyámnak dolgai?
2a02320037	De ők nem érték e beszédet, a mit ő nékik szóla.
2a02330082	És aláméne velök, és méne Názáretbe; és engedelmes vala nékik. És az ő anyja szívében tartá mind ezeket a dolgokat.
2a0234007b	Jézus pedig gyarapodék bölcsességben és testének állapotjában, és az Isten és emberek előtt való kedvességben.
2a0301012f	Tibérius császár uralkodásának tizenötödik esztendejében pedig, mikor Júdeában Ponczius Pilátus volt a helytartó, és Galileának negyedes fejedelme Heródes, Iturea és Trakhónitis tartományának pedig negyedes fejedelme az ő testvére Filep, Abiléné negyedes fejedelme meg Lisániás,
2a03020069	Annás és Kajafás főpapsága alatt, lőn az Úrnak szava Jánoshoz, a Zakariás fiához, a pusztában,
2a0303007e	És méne a Jordán mellett lévő minden tartományba prédikálván a megtérés keresztségét a bűnöknek bocsánatjára;
2a030400b8	A mint meg van írva Ésaiás próféta beszédeinek könyvében, ki ezt mondja: Kiáltónak szava a pusztában: Készítsétek meg az Úrnak útját, egyengessétek az ő ösvényeit.
2a03050094	Minden völgy betöltetik, minden hegy és halom megalacsonyíttatik; és az egyenetlenek egyenesekké, és a göröngyös útak símákká lesznek;
2a03060036	És meglátja minden test az Istennek szabadítását.
2a030700b2	Monda azért a sokaságnak, a mely kiméne hozzá, hogy általa megkereszteltessék: Viperák fajzati, kicsoda intett meg titeket, hogy a bekövetkező harag elől meneküljetek?
2a030800cf	Teremjetek azért megtéréshez méltó gyümölcsöket, és ne mondogassátok magatokban: Ábrahám a mi atyánk! mert mondom néktek, hogy az Isten ezekből a kövekből is támaszthat fiakat Ábrahámnak.
2a03090094	Immár pedig a fejsze is rávettetett a fák gyökerére: minden fa azért, a mely jó gyümölcsöt nem terem, kivágattatik és a tűzre vettetik.
2a030a0042	És megkérdé őt a sokaság, mondván: Mit cselekedjünk tehát?
2a030b0094	Ő pedig felelvén, monda nékik: A kinek két köntöse van, egyiket adja annak, a kinek nincs; és a kinek van eledele, hasonlókép cselekedjék.
2a030c006c	És eljövének a vámszedők is, hogy megkeresztelkedjenek, és mondának néki: Mester, mit cselekedjünk?
2a030d0059	Ő pedig monda nékik: Semmi többet ne követeljetek, mint a mi előtökbe rendeltetett.
2a030e00ac	És megkérdék őt a vitézek is, mondván: Hát mi mit cselekedjünk? És monda nékik: Senkit se háborítsatok, se ne patvarkodjatok; és elégedjetek meg zsoldotokkal.
2a030f0070	Mikor pedig a nép várt és szívökben mind azon gondolkoztak János felől, hogy vajjon nem ő-é a Krisztus;
2a031000e9	Felele János mindeneknek, mondván: Én ugyan keresztellek titeket vízzel; de eljő, a ki nálamnál erősebb, a kinek nem vagyok méltó, hogy sarujának kötőjét megoldjam: az majd keresztel titeket Szent Lélekkel és tűzzel:
2a0311009a	Kinek szórólapátja kezében van, és megtisztítja szérűjét; és a gabonát az ő csűrébe takarja, a polyvát pedig megégeti olthatatlan tűzzel.
2a0312004e	És még sok egyebekre is intvén őket, hirdeté az evangyéliomot a népnek.
2a031300ba	Mikor pedig Heródes, a negyedes fejedelem, megfeddetett ő tőle Heródiásért, az ő testvérének, Filepnek feleségéért és mindama gonoszságokért, a miket Heródes cselekedett,
2a03140045	Ez még azzal tetézte mindezeket, hogy Jánost tömlöczbe vetteté.
2a03150084	Lőn pedig, hogy mikor az egész nép megkeresztelkedett, és Jézus is megkereszteltetett, és imádkozott, megnyilatkozék az ég,
2a031600af	És leszálla ő reá a Szent Lélek testi ábrázatban mint egy galamb, és szózat lőn mennyből, ezt mondván: Te vagy amaz én szerelmes Fiam, te benned gyönyörködöm!
2a03170091	Maga Jézus pedig mintegy harmincz esztendős volt, mikor tanítani kezdett, ki, a mint állítják vala, a József fia vala, ez pedig a Hélié,
2a03180040	Ez Mattáté, ez Lévié, ez Melkié, ez Jannáé, ez Józsefé,
2a03190040	Ez Matthatiásé, ez Ámosé, ez Naumé, ez Eslié, ez Naggaié,
2a031a0045	Ez Maáté, ez Matthatiásé, ez Sémeié, ez Józsefé, ez Júdáé,
2a031b0049	Ez Joannáé, ez Rhésáé, ez Zorobábelé, ez Saláthielé, ez Nérié,
2a031c003c	Ez Melkié, ez Addié, ez Hosámé, ez Elmodámé, ez Éré,
2a031d0042	Ez Jóséé, ez Eliézeré, ez Jórimé, ez Mattáté, ez Lévié,
2a031e0044	Ez Simeoné, ez Júdáé, ez Józsefé, ez Jónáné, ez Eliákimé,
2a031f0046	Ez Méleáé, ez Maináné, ez Mattátáé, ez Nátáné, ez Dávidé,
2a03200040	Ez Jesséé, ez Obedé, ez Boázé, ez Sálmoné, ez Naássoné,
2a03210042	Ez Aminádábé, ez Arámé, ez Esroné, ez Fáresé, ez Júdáé.
2a03220045	Ez Jákóbé, ez Izsáké, ez Ábrahámé, ez Táréé, ez Nákhoré,
2a0323003e	Ez Sárukhé, ez Ragávé, ez Fáleké, ez Eberé, ez Saláé,
2a03240040	Ez Kajnáné, ez Arfaksádé, ez Semé, ez Noéé, ez Lámekhé,
2a0325004c	Ez Mathuséláé, ez Énókhé, ez Járedé, ez Mahalaléelé, ez Kajnáné,
2a03260039	Ez Énósé, ez Sethé, ez Ádámé, ez pedig az Istené.
2a04010064	Jézus pedig Szent Lélekkel telve, visszatére a Jordántól, és viteték a Lélektől a pusztába
2a04020086	Negyven napig, kísértetvén az ördög által. És nem evék semmit azokban a napokban; de mikor azok elmúltak, végre megéhezék.
2a0403005b	És monda néki az ördög. Ha Isten Fia vagy, mondd e kőnek, hogy változzék kenyérré.
2a0404007f	Jézus pedig felele néki, mondván: Meg van írva, hogy nemcsak kenyérrel él az ember, hanem az Istennek minden ígéjével.
2a04050076	Majd felvivén őt az ördög egy nagy magas hegyre, megmutatá néki e föld minden országait egy szempillantásban,
2a0406008a	És monda néki az ördög: Néked adom mindezt a hatalmat és ezeknek dicsőségét; mert nékem adatott, és annak adom, a kinek akarom;
2a0407002f	Azért ha te engem imádsz, mindez a tied lesz.
2a0408008b	Felelvén pedig Jézus, monda néki: Távozz tőlem, Sátán; mert meg van írva: Az Urat, a te Istenedet imádd, és csak néki szolgálj.
2a0409007b	Azután Jeruzsálembe vivé őt, és a templom ormára állítván, monda néki: Ha Isten Fia vagy, vesd alá magad innét;
2a040a0056	Mert meg van írva: Az ő angyalinak parancsol te felőled, hogy megőrizzenek téged;
2a040b0050	És: Kezökben hordoznak téged, hogy valamikép meg ne üssed lábadat a kőbe.
2a040c0059	Felelvén pedig Jézus, monda néki: Megmondatott: Ne kísértsd az Urat, a te Istenedet.
2a040d004e	És elvégezvén minden kísértést az ördög, eltávozék tőle egy időre.
2a040e0064	Jézus pedig megtére a Léleknek erejével Galileába: és híre méne néki az egész környéken.
2a040f0046	És ő taníta azoknak zsinagógáiban, dicsőíttetvén mindenektől.
2a0410007f	És méne Názáretbe, a hol felneveltetett: és beméne, szokása szerint, szombatnapon a zsinagógába, és felálla olvasni.
2a04110076	És adák néki az Ésaiás próféta könyvét; és a könyvet feltárván, arra a helyre nyita, a hol ez vala írva:
2a0412011f	Az Úrnak lelke van én rajtam, mivelhogy felkent engem, hogy a szegényeknek az evangyéliomot hirdessem, elküldött, hogy a töredelmes szívűeket meggyógyítsam, hogy a foglyoknak szabadulást hirdessek és a vakok szemeinek megnyilását, hogy szabadon bocsássam a lesujtottakat,
2a0413002d	Hogy hirdessem az Úrnak kedves esztendejét.
2a0414007f	És behajtván a könyvet, átadá a szolgának, és leüle. És a zsinagógában mindenek szemei ő reá valának függesztve.
2a04150054	Ő pedig kezde hozzájuk szólani: Ma teljesedett be ez az Írás a ti hallástokra.
2a041600a5	És mindnyájan bizonyságot tőnek felőle, és elálmélkodának kedves beszédein, a melyek szájából származtak, és mondának: Avagy nem a József fia-é ez?
2a041700c4	És monda nékik: Bizonyára azt a példabeszédet mondjátok nékem: Orvos, gyógyítsd meg magadat! A miket hallottunk, hogy Kapernaumban történtek, itt a te hazádban is cselekedd meg azokat.
2a0418004f	Monda pedig: Bizony mondom néktek: Egy próféta sem kedves az ő hazájában.
2a041900cb	És igazán mondom néktek, hogy Illés idejében sok özvegy asszony volt Izráelben, mikor az ég három esztendeig és hat hónapig be volt zárva, úgy hogy az egész tartományban nagy éhség volt;
2a041a006c	Mégis azok közül senkihez nem küldetett Illés, hanem csak Sidonnak Sareptájába az özvegy asszonyhoz.
2a041b008a	És az Elizeus próféta idejében sok bélpoklos volt Izráelben; de azok közül egy sem tisztult meg, csak a Siriából való Naámán.
2a041c004e	És betelének mindnyájan haraggal a zsinagógában, mikor ezeket hallották.
2a041d0094	És felkelvén, kiűzék őt a városon kívül és vivék őt annak a hegynek szélére, a melyen az ő városuk épült, hogy onnan letaszítsák.
2a041e002d	Ő azonban közöttük átmenve, eltávozék.
2a041f0055	És leméne Kapernaumba, Galilea városába; és tanítja vala azokat szombatnapokon.
2a04200044	És csodálkozának az ő tudományán, mert beszéde hatalmas vala.
2a04210069	És a zsinagógában vala egy tisztátalan ördögi lélektől megszállt ember, a ki fennhangon kiálta,
2a04220088	Mondván: Ah, mi közünk hozzád názáreti Jézus? Jöttél, hogy elveszíts minket? Ismerlek téged ki vagy: az Istennek ama Szentje!
2a042300a1	És megdorgálá őt Jézus, mondván: Némulj meg és menj ki ez emberből! És az ördög azt a középre vetvén, kiméne belőle, és nem árta néki semmit.
2a042400be	És támada félelem mindenekben, és egymással szólnak és beszélnek vala, mondván: Mi dolog ez, hogy nagy méltósággal és hatalommal parancsol a tisztátalan lelkeknek és kimennek?
2a0425003b	És elterjede a hír ő felőle a környék minden helyén.
2a04260090	Azután a zsinagógából eltávozván, a Simon házába méne. A Simon napa pedig nagy hideglelésben feküdt, és könyörögtek neki érette.
2a0427007a	És Jézus mellé állván, megdorgálá a hideglelést, és az elhagyá őt; és ő azonnal felkelvén, szolgála nékik.
2a042800a9	A nap lementével pedig, mindenek, a kiknek különféle betegeik valának, ő hozzá vivék azokat; ő pedig mindegyikőjükre reávetvén kezeit, meggyógyítá őket.
2a042900c0	Sokakból pedig ördögök is mentek ki, kiáltozván és mondván: Te vagy ama Krisztus, az Isten Fia! De ő megdorgálván, nem engedé őket szólani, mivelhogy tudták, hogy ő a Krisztus.
2a042a009c	A nap fölkeltekor pedig kimenvén, puszta helyre méne; de a sokaság felkeresé őt, és hozzámenének, és tartóztaták őt, hogy ne menjen el tőlök.
2a042b0072	Ő pedig monda nékik: Egyéb városoknak is hirdetnem kell nékem az Istennek országát; mert azért küldettem.
2a042c002c	És prédikál vala Galilea zsinagógáiban.
2a05010078	És lőn, hogy mikor a sokaság hozzá tódult, hogy hallgassa az Isten beszédét, ő a Genezáret tavánál áll vala;
2a05020078	És láta két hajót állani a vizen: a halászok pedig, miután azokból kiszállottak, mossák vala az ő hálóikat.
2a050300a5	És ő bemenvén az egyik hajóba, a mely a Simoné vala, kéré őt, hogy vigye egy kissé beljebb a földtől: és mikor leült, a hajóból tanítá a sokaságot.
2a05040069	Mikor pedig megszünt beszélni, monda Simonnak: Evezz a mélyre, és vessétek ki hálóitokat fogásra.
2a050500a0	És felelvén Simon, monda néki: Mester, jóllehet az egész éjszaka fáradtunk, még sem fogtunk semmit: mindazáltal a te parancsolatodra levetem a hálót.
2a05060060	És ezt megtévén, halaknak nagy sokaságát keríték be; szakadoz vala pedig az ő hálójuk.
2a050700ba	Intének azért társaiknak, a kik a másik hajóban valának, hogy jőjjenek és segítsenek nékik. És eljövén, megtölték mind a két hajót, annyira, hogy csaknem elsülyedének.
2a05080081	Látván pedig ezt Simon Péter, Jézusnak lábai elé esék, mondván: Eredj el én tőlem, mert én bűnös ember vagyok, Uram!
2a0509006b	Mert félelem fogta körül őt és mindazokat, a kik ő vele valának, a halfogás miatt, a melyet fogtak;
2a050a00a0	Hasonlóképen Jakabot és Jánost is, a Zebedeus fiait, a kik Simonnak társai valának. És monda Simonnak Jézus: Ne félj; mostantól fogva embereket fogsz.
2a050b004c	És a hajókat a szárazra vonván, elhagyák mindenöket és követék őt.
2a050c00c7	És lőn, hogy mikor az egyik városban vala, ímé vala ott egy poklossággal teljes ember: és mikor meglátta Jézust, arczra borulva kéré őt, mondván: Uram, ha akarod, megtisztíthatsz engem!
2a050d007e	Jézus pedig kinyújtván kezét, illeté azt, mondván: Akarom, tisztulj meg. És azonnal eltávozék tőle a bélpoklosság.
2a050e00d3	És ő megparancsolá néki, hogy azt senkinek se mondja el; hanem eredj el, úgymond, mutasd meg magad a papnak, és vígy áldozatot a te megtisztulásodért, a mint Mózes parancsolta, bizonyságul ő nékik.
2a050f00a1	A hír azonban annál inkább terjedt ő felőle; és nagy sokaság gyűle egybe, hogy őt hallgassák, és hogy általa meggyógyuljanak az ő betegségeikből.
2a05100031	De ő félrevonula a pusztákba, és imádkozék.
2a051100ea	És lőn egy napon, hogy ő tanít vala: és ott ülének a farizeusok és a törvénynek tanítói, a kik jöttek Galileának és Júdeának minden faluiból és Jeruzsálemből: és az Úrnak hatalma vala ő vele, hogy gyógyítson.
2a0512007e	És ímé valami férfiak ágyon egy embert hozának, a ki gutaütött vala; és igyekezének azt bevinni és ő elébe tenni.
2a051300b6	De nem találván módot, hogy a sokaság miatt mikép vigyék őt be, felhágának a háztetőre, és a cseréphéjazaton át bocsáták őt alá ágyastól Jézus elé a középre.
2a05140050	És látván azoknak hitét, monda: Ember, megbocsáttattak néked a te bűneid.
2a051500a7	Az írástudók pedig és a farizeusok elkezdének tanakodni, mondván: Kicsoda ez, a ki ily káromlást szól? Ki bocsáthatja meg a bűnt, hanemha egyedül az Isten?
2a0516006b	Jézus pedig észrevévén az ő tanakodásukat, felelvén, monda nékik: Mit tanakodtok a ti szívetekben?
2a0517006a	Melyik könnyebb, azt mondani: Megbocsáttattak néked a te bűneid; vagy azt mondani: Kelj fel és járj?
2a051800be	Hogy pedig megtudjátok, hogy az ember Fiának van hatalma e földön megbocsátani a bűnöket, (monda a gutaütöttnek): Néked mondom, kelj fel, és fölvévén nyoszolyádat, eredj haza!
2a05190073	És az rögtön felkelvén azok szemeláttára, fölvevé a min feküdt, és elméne haza, dicsőítvén az Istent.
2a051a008f	És az álmélkodás elfogá mindnyájukat, és dicsőíték az Istent, és betelének félelemmel, mondván: Bizony csodadolgokat láttunk ma!
2a051b007a	Ezek után pedig kiméne, és láta egy Lévi nevű vámszedőt, a ki a vámnál ül vala, és monda néki: Kövess engem!
2a051c0037	És az mindeneket elhagyván, felkele és követé őt.
2a051d0099	És Lévi nagy lakomát készíte néki az ő házánál; és vala ott nagy sokasága a vámszedőknek és egyebeknek, a kik ő velök letelepedtek volt.
2a051e009e	És köztük az írástudók és farizeusok zúgolódának az ő tanítványai ellen, mondván: Miért esztek és isztok a vámszedőkkel és a bűnösökkel?
2a051f0068	És felelvén Jézus, monda nékik: Az egészségeseknek nincs szükségük orvosra, hanem a betegeknek.
2a05200052	Nem azért jöttem, hogy az igazakat hívjam, hanem a bűnösöket a megtérésre.
2a052100b2	Azok pedig mondának néki: Mi az oka, hogy a János tanítványai gyakorta bőjtölnek és imádkoznak, valamint a farizeusokéi is; a te tanítványaid pedig esznek és isznak?
2a05220075	Ő pedig monda nékik: Avagy mívelhetitek-é azt, hogy a lakodalmasok bőjtöljenek, a míg a vőlegény velök van?
2a0523006d	De eljőnek a napok, és mikor a vőlegény elvétetik ő tőlök, akkor majd bőjtölnek azokban a napokban.
2a052400bd	És monda nékik példabeszédet is: Senki nem toldja az új posztó foltot az ó posztóhoz; mert különben az újat is megszakasztja és az ó posztóhoz nem illik az újból való folt.
2a05250097	És senki sem tölti az új bort ó tömlőkbe; mert különben az új bor megszakasztja a tömlőket, és a bor kiömöl, és a tömlők is elvesznek.
2a0526004b	Hanem az új bort új tömlőkbe kell tölteni, és mind a kettő megmarad.
2a05270057	És senki, a ki ó bort iszik, mindjárt újat nem kiván, mert azt mondja: Jobb az ó.
2a060100c1	Lőn pedig a húsvét szombatját követő második szombaton, hogy a vetések között méne által és az ő tanítványai gabonafejeket szaggatván és azokat kezeikkel kimorzsolván, ettek.
2a0602007b	Némelyek pedig a farizeusok közül mondának nékik: Miért cselekszitek azt, a mit szombatnapokon nem szabad cselekedni?
2a0603007b	És felelvén Jézus, monda nékik: Nem olvastátok-é, mit cselekedett Dávid, mikor megéhezett ő és a kik vele voltak?
2a060400b6	Mi módon ment be az Úrnak házába és vette el a szent kenyereket és ette meg és adott azoknak is, a kik vele voltak, a melyeket pedig nem szabad megenni, hanem csak a papoknak?
2a06050036	És monda nékik: Az embernek Fia ura a szombatnak is.
2a06060083	Lőn pedig más szombaton is, hogy ő a zsinagógába méne és taníta, és vala ott egy ember, a kinek a jobb keze száradt volt.
2a06070086	Az írástudók és farizeusok pedig leselkedének ő utána, ha vajjon gyógyít-e majd szombatnapon, hogy vádat találjanak ellene.
2a0608007a	Ő pedig tudván azoknak gondolatait, monda a száradt kezű embernek: Kelj fel és állj elő! És felkelvén, előálla.
2a06090091	Monda azért nékik Jézus: Valamit kérdek tőletek: Szabad-é szombaton jót tenni, vagy rosszat tenni? az életet megtartani, vagy elveszteni?
2a060a0090	És körültekintve mindnyájokon, monda az embernek: Nyújtsd ki a kezedet! Az pedig úgy cselekedék, és keze oly éppé lőn, mint a másik.
2a060b006d	Azok pedig eltelének esztelenséggel és beszélgetnek vala egymás közt, hogy mit cselekedjenek Jézussal?
2a060c0078	És lőn azokban a napokban, kiméne a hegyre imádkozni, és az éjszakát az Istenhez való imádkozásban tölté el.
2a060d0084	És mikor megvirrada, előszólítá az ő tanítványait és kiválaszta azok közül tizenkettőt, a kiket apostoloknak is neveze:
2a060e006f	Simont, a kit Péternek is neveze, és Andrást, annak testvérét, Jakabot és Jánost, Filepet és Bertalant,
2a060f0057	Mátét és Tamást, Jakabot, az Alfeus fiát, és Simont, a ki Zelotesnek nevezteték,
2a06100049	Júdást, a Jakab fiát és Iskariotes Júdást, a ki árulóvá is lőn;
2a0611011f	És alámenvén ő velök, megálla a síkságon, és az ő tanítványainak serege és a népnek nagy sokasága egész Júdeából és Jeruzsálemből és Tírusnak és Sídonnak tengermelléki határából, a kik jöttek, hogy hallgassák őt és meggyógyíttassanak betegségeikből.
2a06120040	És a kik tisztátalan lelkektől gyötrettek, meggyógyulának.
2a0613006f	És az egész sokaság igyekezik vala őt illetni: mert erő származék belőle, és mindeneket meggyógyíta.
2a0614007a	Ő pedig felemelvén szemeit az ő tanítványaira, monda: Boldogok vagytok ti szegények: mert tiétek az Isten országa.
2a0615006b	Boldogok ti, kik most éheztek: mert megelégíttettek. Boldogok ti, kik most sírtok: mert nevetni fogtok.
2a061600a4	Boldogok lesztek, mikor titeket az emberek gyűlölnek, és kirekesztenek, és szidalmaznak titeket, és kivetik a ti neveteket, mint gonoszt, az embernek Fiáért.
2a0617009f	Örüljetek azon a napon és örvendezzetek; mert ímé a ti jutalmatok bőséges a mennyben; hiszen hasonlóképen cselekedtek a prófétákkal az ő atyáik.
2a06180045	De jaj néktek, gazdagoknak, mert elvettétek a ti vigasztalástokat.
2a06190072	Jaj néktek, kik beteltetek; mert éhezni fogtok. Jaj néktek, kik most nevettek; mert sírni és jajgatni fogtok.
2a061a0077	Jaj néktek, mikor minden ember jót mond felőletek; mert épen így cselekedtek a hamis prófétákkal az ő atyáik.
2a061b0079	De néktek mondom, kik engem hallgattok: Szeressétek ellenségeiteket, jól tegyetek azokkal, a kik titeket gyűlölnek,
2a061c0063	Áldjátok azokat, a kik titeket átkoznak, és imádkozzatok azokért, a kik titeket háborgatnak.
2a061d0084	A ki egyik arczodat megüti, fordítsd néki a másikat is; és attól, a ki felső ruhádat elveszi, ne vond meg alsó ruhádat se.
2a061e005c	Mindennek pedig, a ki tőled kér, adj; és attól, a ki elveszi a tiédet, ne kérd vissza.
2a061f0063	És a mint akarjátok, hogy az emberek veletek cselekedjenek, ti is akképen cselekedjetek azokkal.
2a06200089	Mert ha csak azokat szeretitek, a kik titeket szeretnek, mi jutalmatok van? Hiszen a bűnösök is szeretik azokat, a kik őket szeretik.
2a0621007c	És ha csak azokkal tesztek jól, a kik veletek jól tesznek, mi jutalmatok van? Hiszen a bűnösök is ugyanazt cselekszik.
2a062200c1	És ha csak azoknak adtok kölcsönt, a kiktől reménylitek, hogy visszakapjátok, mi jutalmatok van? Hiszen a bűnösök is adnak kölcsönt a bűnösöknek, hogy ugyanannyit kapjanak vissza.
2a062300eb	Hanem szeressétek ellenségeiteket, és jól tegyetek, és adjatok kölcsönt, semmit érte nem várván; és a ti jutalmatok sok lesz, és ama magasságos Istennek fiai lesztek: mert ő jóltévő a háládatlanokkal és gonoszokkal.
2a0624003b	Legyetek azért irgalmasok, mint a ti Atyátok is irgalmas.
2a0625007b	Ne ítéljetek és nem ítéltettek; ne kárhoztassatok és nem kárhoztattok; megbocsássatok, néktek is megbocsáttatik;
2a062600b0	Adjatok, néktek is adatik; jó mértéket, megnyomottat és megrázottat, színig teltet adnak a ti öletekbe. Mert azzal a mértékkel mérnek néktek, a melylyel ti mértek.
2a06270073	Példabeszédet is monda nékik: Vajjon a vak vezetheti-é a világtalant? avagy nem mindketten a verembe esnek-é?
2a06280076	Nem feljebb való a tanítvány az ő mesterénél; hanem mikor tökéletes lesz, mindenki olyan lesz, mint a mestere.
2a0629008b	Miért nézed pedig a szálkát, a mely a te atyádfia szemében van, a gerendát pedig, mely a te saját szemedben van, nem veszed észre?
2a062a0130	Avagy mi módon mondhatod a te atyádfiának: Atyámfia, hadd vessem ki a szálkát a te szemedből, holott te a te szemedben lévő gerendát nem látod. Te képmutató, vesd ki először a gerendát a te szemedből és azután gondolj arra, hogy kivesd a szálkát, a mely a te atyádfia szemében van.
2a062b0069	Nem jó fa az, a mely romlott gyümölcsöt terem; és nem romlott fa az, a mely jó gyümölcsöt terem.
2a062c0091	Mert minden fa az ő tulajdon gyümölcséről ismertetik meg; mert a tövisről nem szednek fügét, sem a szederindáról nem szednek szőlőt.
2a062d00b9	A jó ember az ő szívének jó kincséből hoz elő jót; és a gonosz ember az ő szívének gonosz kincséből hoz elő gonoszt: mert a szívnek teljességéből szól az ő szája.
2a062e004e	Miért mondjátok pedig nékem: Uram! Uram! ha nem mívelitek, a miket mondok?
2a062f0070	Valaki én hozzám jő és hallgatja az én beszédimet és azokat megtartja, megmondom néktek, mihez hasonló.
2a063000ef	Hasonló valamely házépítő emberhez, a ki leásott és mélyre hatolt, és kősziklára vetett fundamentomot: mikor aztán árvíz lett, beleütközött a folyóvíz abba a házba, de azt meg nem mozdíthatta: mert kősziklán épült.
2a063100e7	A ki pedig hallgatja, de nem tartja meg, hasonló ahhoz az emberhez, a ki csak a földön építette házát fundamentom nélkül: a melybe beleütközvén a folyóvíz, azonnal összeomlott; és nagy lett annak a háznak romlása.
2a07010053	Mikor pedig minden ő beszédeit a nép hallatára elvégezte, beméne Kapernaumba.
2a07020073	Egy századosnak szolgája pedig, a ki annál nagy becsületben volt, igen rosszul lévén, már halófélben vala.
2a0703008e	Az pedig, mikor hallott Jézus felől, hozzá küldé a zsidók véneit, kérvén őt, hogy jőjjön el és gyógyítsa meg az ő szolgáját.
2a07040056	Azok pedig Jézushoz menvén, igen kérék őt, mondván: Méltó, hogy megtedd néki;
2a0705004e	Mert szereti a mi nemzetünket, és a zsinagógát is ő építtette nékünk.
2a070600da	Jézus tehát elméne velök. Mikor azonban már nem messze volt a háztól, eléje küldé a százados néhány jó barátját, izenvén néki: Uram, ne fáraszd magad; mert nem vagyok méltó, hogy hajlékomba jőjj;
2a07070083	A miért is magamat sem tartottam érdemesnek arra, hogy hozzád menjek: hanem csak szóval mondd, és meggyógyul az én szolgám.
2a070800cd	Mert én is hatalom alá vetett ember vagyok, és vitézek vannak alattam; és ha az egyiknek azt mondom: Eredj el, elmegy; vagy a másiknak: Jövel, eljő; és ha szolgámnak szólok: Tedd ezt, azt teszi.
2a070900a5	Jézus pedig ezeket hallván, elcsudálkozék ő rajta; és hátrafordulván monda az őt követő sokaságnak: Mondom néktek, ilyen hitet Izráelben sem találtam!
2a070a005a	És a küldöttek visszatérvén a házhoz, a beteg szolgát már egészségben találák.
2a070b0074	És lőn másnap, hogy méne Nain nevű városba; és az ő tanítványai sokan menének ő vele, és nagy sokaság.
2a070c00bb	Mikor pedig a város kapujához közelített, ímé egy halottat hoznak vala ki, egyetlen egy fiát az anyjának, és az özvegy asszony vala; és a városból nagy sokaság volt ő vele.
2a070d004a	És látván őt az Úr, megkönyörüle rajta, és monda néki: Ne sírj.
2a070e006e	És oda menvén, illeté a koporsót; a vivők pedig megállának. És monda: Ifjú, néked mondom, kelj föl!
2a070f0041	És felüle a megholt, és kezde szólni; és adá őt anyjának.
2a07100099	És elfogá mind azokat a félelem, és dicsőíték az Istent, mondván: Nagy próféta támadt mi köztünk; és: Az Isten megtekintette az ő népét.
2a0711005b	És kiméne ő felőle e hír az egész Júdeába, és a körül való minden tartományba.
2a07120075	És Jánosnak mind ezeket elmondák a tanítványai. És János az ő tanítványai közül kettőt előszólítván,
2a07130059	Elküldé Jézushoz, mondván: Te vagy-é az, a ki eljövendő vala, vagy mást várjunk?
2a071400aa	Mikor azért azok a férfiak hozzámentek, mondának: Keresztelő János küldött minket te hozzád, mondván: Te vagy-é az, a ki eljövendő vala, vagy mást várjunk?
2a0715008c	Azon órában pedig sokakat gyógyíta meg betegségekből, csapásokból, tisztátalan lelkektől, és sok vaknak adá meg szeme világát.
2a0716011d	És felelvén Jézus, monda nékik: Elmenvén mondjátok meg Jánosnak, a miket láttatok és hallottatok: hogy a vakok szemeik világát veszik, a sánták járnak, a poklosok megtisztulnak, a siketek hallanak, a halottak feltámadnak, a szegényeknek az evangyéliom prédikáltatik.
2a07170033	És boldog, valaki én bennem meg nem botránkozik.
