2800000007	Matouš
3a03070047	Proto nás Duch svatý napomíná: „Když dnes zaslechnete jeho hlas,
3a0308004d	nezatvrzujte se ve vzdoru proti němu jako Izraelci při zkoušce na poušti,
3a0309003b	kde si vaši otcové žádali důkazy a tak mne pokoušeli.
3a030a005e	To pokolení se mi zošklivilo a řekl jsem: ‚Nerozumí sami sobě, ani nechápou mé cesty.
3a030b005d	Proto jsem v hněvu přísahal, že nedosáhnou odpočinku, který jsem jim připravil.‘“
3a030c0074	Dejte si tedy pozor, bratři, aby se ve vás neuhnízdilo zlo a nevěra, které by vás odváděly od živého Boha.
3a030d008d	Zkoumejte se každý den, dokud je k tomu příhodná chvíle, aby se někdo z vás nezatvrdil zaslepující a mámivou svůdností hříchu.
3a030e007a	Máme podíl na všem, co náleží Kristu, když setrváme do konce v počáteční důvěře. Ale vraťme se ke slovům:
3a030f004f	„Když dnes zaslechnete Boží hlas, nezatvrzujte se vzpurně proti němu.“
3a0310005f	Kdo se to vlastně vzbouřil, když zaslechl Boží hlas? Ti, které Mojžíš vyvedl z Egypta.
3a03110063	A koho měl Bůh v ošklivosti po čtyřicet let? Ty neposlušné, kteří pak zahynuli na poušti.
3a03120065	Přísahal jim, že nedosáhnou odpočinku, který jim připravil. Nemohli ho dosáhnout pro nevěru.
3a0401005f	Slib, že je možné dosáhnout u Boha odpočinku, dosud trvá. Ale je nebezpečí z prodlení.
3a0402007b	Izraelcům bylo stejně jako nám zvěstováno radostné poselství, ale nebylo jim to nic platné, protože mu nevěřili.
3a040300d3	Tedy jen když důvěřujeme Bohu, dosahujeme skutečného odpočinutí. Jinak i pro nás platí: „Přísahal jsem v hněvu: Nedosáhnou mého odpočinku.“ To se netýká Božího odpočinutí od stvoření.
3a04040085	O sedmém dni je přece v Písmu řečeno: „Sedmého dne Bůh odpočíval od svého díla,“ a to je hotové od založení světa.
3a04050184	Nevztahuje se to ani na Jozua a na usídlení Izraelců v zaslíbené zemi. To by Bůh v pozdější době nemluvil o jiném odpočinku. Tím, že znovu řekl: „Nedosáhnou mého odpočinku,“ ukázal, že dále zůstává možnost dosažení odpočinku. Proto později skrze Davida nabízí novou příležitost: „Jestliže uslyšíte dnes jeho hlas, nezatvrzujte se proti němu.“
3a04090034	Boží lid má tedy připraven svátek odpočinutí.
3a040a005d	Ten, kdo ho dosahuje, odpočine si od svého díla podobně, jako Bůh odpočíval od svého.
3a040b0074	Usilujeme o to, abychom měli podíl na tomto odpočinku, aby někdo po příkladu Izraele nepropadl neposlušnosti.
3a040c00c6	Boží slovo je živé, průbojné a ostré jako nabroušený dvojsečný meč. Proniká naši osobnost a ducha, naše pohnutky a okolnosti, ve kterých žijeme, rozebírá naše pocity a myšlení.
3a040d00ca	Žádná bytost před ním není zabezpečena. Bůh, před kterým se budeme ze všeho zodpovídat, vidí vše takové, jaké to ve skutečnosti je: propadlé Božímu soudu a odkázané na jeho milost.
3a040e0055	Máme však u Boha mocného prostředníka, jeho Syna Ježíše. Pevně se ho držme.
3a040f008f	Je schopen s námi spoluprožívat naše slabosti, protože procházel stejným pokušením jako my, ale nedal se jím nikdy svést k hříchu.
3a04100070	Proto směle přistupme k Bohu, který nás miluje, abychom dosáhli smilování a nalezli pomoc v čas tísně.
3a0501007f	Velekněz je člověk, který jménem ostatních předstupuje před Boha a přináší mu dary a oběti s prosbou o smíření.
3a05020086	Protože i on podléhá slabostem, musí přinášet oběti nejen za lid, ale i za sebe a je schopen chápat nevědomé a pobloudilé.
3a05040061	Toto postavení si nikdo nemůže svévolně přivlastnit, ale musí k němu být Bohem povolán.
3a0505007c	Ani Kristus se k němu sám nepovznesl. Ustanovil ho Bůh, když mu řekl: „Ty jsi můj syn, já jsem tě dnes zplodil.“
3a0506004b	A jindy prohlásil: „Jsi na věky knězem podle řádu Malkísedekova.“
3a050700aa	Když byl Kristus na zemi, přednášel hlasitě, úpěnlivě a s pláčem prosby Bohu, který ho jediný mohl zachránit před smrtí. Bůh ho v jeho úzkosti vyslyšel.
3a05080063	Ačkoliv byl Boží Syn, měl se ve škole utrpení naučit, co znamená bezvýhradná poslušnost.
3a0509005b	Když v té zkoušce obstál, stal se všem, kdo se mu podrobují, zdrojem trvalé ochrany.
3a050a0039	A Bůh ho nazval veleknězem podle řádu Malkísedekova.
3a050b0085	Rád bych vám o těchto věcech řekl mnohem víc, bylo by to pro vás nesnadno pochopitelné, protože je vaše vnímavost otupena.
3a050c0089	Už jste měli být dávno učiteli druhých, ale zůstali jste žáky. Opět potřebujete, aby vás někdo učil abecedě Boží řeči.
3a050d0089	Potřebujete mléko, ne hutný pokrm. Kdo se živí jenom mlékem Božího slova, dokazuje, že neproniká do hloubek Božího myšlení.
3a050e0076	Ti, kdo na základě zkušenosti dovedou smysly rozeznat dobré od zlého, jsou dospělí a pronikají k jádru věci.
3a060100ae	Přestaňme stále jenom ohledávat základy Kristova učení a usilujme postoupit dále. Nevracejme se pořád jenom k lítosti nad nesprávným jednáním, k víře v Boha,
3a06020065	k učení o křtu, ke vkládání rukou, k učení o vzkříšení mrtvých a o věčném odsouzení.
3a0603002f	Když Bůh dovolí, postupme k dalším věcem.
3a0604005c	Ten, kdo byl jednou osvícen, okusil Božího daru, získal podíl na Duchu svatém, poznal,
3a06050043	jak vážná je Boží věc, zakusil moc přicházejícího světa,
3a06060072	a potom od Boha odpadl, nemůže se vrátit zpátky, protože veřejně potupil a znovu ukřižoval Božího Syna.
3a06070082	Země, která je často skrápěna deštěm a vydává těm, kdo ji obdělávají, hojnou úrodu, přijímá od Boha požehnání.
3a0608006b	Plodí-li však bodláky a trní, není vhodná k obdělávání, bude vypálena a ponechána svému osudu.
3a060900a2	I když říkám takové věci, milovaní, nemyslím, že by se týkaly vás. Jsem přesvědčen, že přinášíte dobré plody a spočíváte v Boží ochraně.
3a060a00a8	Bůh je spravedlivý, nezapomíná na vaši práci a věrnost jeho věci, na vaši minulou i přítomnou službu, kterou prokazujete těm, kteří jsou mu cele oddáni.
3a060b0067	Napomínám každého z vás k horlivosti. Nebuďte leniví a zachovejte si až do konce plnou naději.
3a060c0070	Nebuďte tupí. Řiďte se příkladem těch, kteří vírou a trpělivostí dosáhli splnění Božích slibů.
3a060d00c9	Bůh dal Abrahamovi slib a chtěl ho potvrdit přísahou. A protože nemohl přísahat při nikom větším, přísahal při sobě, že bude Abrahama provázet svou přízní a že rozmnoží jeho rod.
3a060f0047	A Abraham svou trpělivostí skutečně dosáhl splnění tohoto slibu.
3a06100059	Když se lidé přísahou dovolávají někoho mocnějšího, ukončují tím svůj spor.
3a0611005c	Bůh dědicům zaslíbení svou přísahou nepochybně prokázal nezměnitelnost své vůle.
3a061200e4	Protože je vyloučeno, aby Bůh lhal, můžeme se tedy neochvějně opírat jak o jeho slib, tak o jeho přísahu. Když jsme se k němu uchýlili, smíme čerpat mocné potěšení z nabízené naděje, které jsme se chopili.
3a06130052	Je to bezpečná a pevná kotva celé naší bytosti, která nás spojuje s Bohem,
3a061400ab	k němuž nás předešel Ježíš, který se stal navždycky knězem podle řádu Malkísedekova. Malkísedek je předobrazem Božího Syna, který je knězem navždycky.
3a070100d2	Když se totiž Abraham vracel z vítězného válečného tažení, při kterém vysvobodil svého synovce Lota, vyšel mu vstříc král pokoje a spravedlnosti, kněz Nejvyššího – Malkísedek ze Sálemu.
3a07030195	Neznáme jeho rodiče ani rodokmen, nevíme, kdy se narodil, ani kdy zemřel. Abraham mu odevzdal desátky z kořisti a přijal od něho požehnání jako potvrzení slibů, kterých se mu od Boha dostalo. V Abrahamovi se před Malkísedekem sklonil a desátky mu odevzdal i praotec kněžského rodu Lévi, jehož potomci později podle ustanovení zákona konali kněžskou službu a vybírali desátek.
3a070b0104	Lévijská služba nebyla s to přivést Boží lid k dokonalosti. Proto bylo třeba jiné služby a jiného kněze – a to podle řádu Malkísedekova. Je zřejmé, že přenesením kněžství zaniká zákonité oprávnění pro trvání lévijské služby.
3a070e00ae	Náš Pán, jak všichni víme, pochází z Judova pokolení, jehož členy Mojžíš nikdy nepověřil kněžskou službou a žádný člen jeho rodu ji také nikdy nekonal.
3a070f0051	Je proto zřejmé, že v něm povstává nový kněz podle řádu Malkísedekova,
3a0710006c	který svou hodnost nedědí na základě lévijského zákona, ale ujímá se jí mocí své nesmrtelnosti.
3a07110062	To dosvědčuje žalmista, když říká: „Ty jsi kněz na věky podle řádu Malkísedekova.“
3a07120078	Předchozí zákonné ustanovení o kněžské službě bylo zrušeno, protože se ukázalo jako slabé a neužitečné.
3a0713008c	Vždyť samo o sobě nikoho nepřivedlo k dokonalosti. Vystřídala je lepší naděje, jejímž prostřednictvím se přibližujeme k Bohu.
3a071400a7	Toto přenesení kněžství se nestalo bez přísahy. Kněží bývali jmenováni bez přísahy, ale Ježíš byl ustanoven s přísahou, poněvadž mu bylo řečeno:
3a0715005f	„Pán přísahal a nebude toho litovat: Ty jsi kněz na věky podle řádu Malkísedekova.“
3a07160032	Proto se Ježíš stal ručitelem lepší smlouvy.
3a07170076	Kněží bylo mnoho. Protože byli smrtelní, nastupoval jeden za druhým. Žádný nemohl konat úřad do nekonečna.
3a07180056	Ježíš však nepotřebuje předávat úřad dalšímu, protože zůstává na věky.
3a07190093	Proto přináší dokonalé spasení těm, kteří jeho prostřednictvím přicházejí k Bohu. Je stále připraven zasáhnout v jejich prospěch.
3a071a008c	Takového velekněze jsme potřebovali: svatého, nevinného, neposkvrněného, odděleného od hříšníků a vyššího než sama nebesa,
3a071b0079	který není povinen přinášet každý den oběť napřed za své hříchy a pak za hříchy lidu. Obětoval sama sebe.
3a071c009c	Zákon dosazoval za velekněze lidi podrobené slabosti, ale slovo přísahy vynesené po vydání zákona ustanovilo na věky veleknězem Syna dokonalého.
3a080100b5	Náš velekněz koná svou službu v nebeském chrámu, který postavil Pán a ne člověk jako pravé místo bohoslužby. Koná ji od chvíle, kdy zaujal vysoké postavení u Boha.
3a08030146	Každý velekněz je ustanoven k tomu, aby obětoval dary a oběti. I Ježíš měl tuto povinnost. Ale nebyl z kněží, kteří přinášejí dary podle zákona a jejichž služba je jen stínem nebeské bohoslužby. Víme přece, že Mojžíš zhotovil na Boží příkaz svatyni přesně podle vzoru, který mu byl zjeven.
3a0806009f	Kristus je však prostředníkem lepší smlouvy, která je založena na dalekosáhlejších zaslíbeních, protože mu byla svěřena vznešenější služba.
3a08070040	Kdyby stará smlouva neměla vady, nebyla by nahrazována novou.
3a0808005d	Ale Bůh říká svému lidu: „Nastane den, kdy uzavřu s Izraelci a Judejci novou smlouvu.
3a0809008d	Bude se lišit od té, kterou jsem uzavřel s jejich otci v den, kdy jsem je vyvedl z Egypta. Nedodrželi ji a já jsem o ně přestal dbát.
3a080a012d	Toto je nová smlouva, kterou uzavřu s Izraelci, praví Pán. Napíšu své zákony do jejich myslí, takže budou vědět, co po nich žádám, aniž bych to musel říkat. A ty zákony budou vepsány v jejich srdci a oni budou toužit po tom, aby je plnili. A budu jejich Bůh a oni budou můj lid.
3a080b0099	A nebude třeba, aby někdo říkal svému příteli, sousedovi nebo bratrovi: Poznávej Pána, poněvadž mne už všichni, velcí i malí, budou znát.
3a080c0047	Odpustím jim jejich přestupky a na jejich hříchy ani nevzpomenu.“
3a080d006d	Tím Bůh ohlašuje nové sliby a novou smlouvu místo staré, která je už nevhodná a pozbývá platnosti.
3a09010039	Pravá smlouva měla svatostánek a pravidla bohoslužby.
3a090200d2	Svatostánek měl podobu stanu, který byl oponou rozdělen na dvě části. Přední části se říkalo svatyně. Byl tam sedmiramenný svícen a stůl, na který bylo každou sobotu kladeno dvanáct chlebů.
3a0903001e	Za závěsem byla velesvatyně
3a090400f9	Patřila k ní zlatá kadidelnice a zlatem kovaná truhla smlouvy, v ní byla zlatá nádoba s pokrmem, který Izraelci jedli na poušti, Áronův prut, kterým Bůh rozhodl o tom, kdo má vykonávat službu ve svatyni, a desky se zněním Desatera.
3a09050074	Přikrývalo ji zlaté víko zvané slitovnice. Nad víkem držely stráž okřídlené bytosti nazvané cherubové.
3a0906003f	Do svatyně denně vcházeli kněží pověření bohoslužbou.
3a09070084	Do velesvatyně směl vejít jenom jedenkrát za rok velekněz. Přinášel krev jako oběť za bezděčné přestupky svoje i lidu.
3a0908006f	Touto bohoslužbou Duch svatý naznačoval, že ještě nebyla otevřena cesta, která by vedla přímo k Bohu.
3a09090184	Všechno, co se ve svatyni dělo, bylo předobrazem budoucnosti. Dary a oběti nestačily uklidnit svědomí těch, kteří je přinášeli. Zachovávání předpisů o pokrmech, nápojích a všelijakém obmývání zajišťovalo vnější spravedlnost do chvíle, než přišel nový velekněz Ježíš Kristus. Ten vešel do větší a dokonalejší svatyně, kterou nepostavili lidé.
3a090c006f	Místo krve kozlů a býků obětoval jednou provždy svou vlastní krev. Tak nám vydobyl věčné vykoupení.
3a090d008c	Krví kozlů a býků a ve vodě rozmíchaným popelem z jalovice skrápěl poskvrněné lidi a tak posvěcoval a očišťoval jejich těla.
3a090e0086	Krev bezúhonného Krista, který se obětoval Bohu, očišťuje naše svědomí od neužitečných skutků ke službě živému Bohu.
3a090f00ec	Kristus zemřel a tak se stal prostředníkem nové smlouvy, která zajišťuje vykoupení ze všech přestupků spáchaných v době platnosti staré smlouvy uzavřené s Izraelem. Můžeme se tedy pevně chopit toho, co bylo slíbeno.
3a09100072	Ano, k závěti musí přistoupit smrt odkazujícího. Teprve potom je neměnná. Nelze ji vykonat, pokud je živ.
3a0912003e	Proto bylo zapotřebí krve i při uzavírání prvé smlouvy.
3a091300d0	Když Mojžíš přečetl shromážděnému lidu všechna přikázání zákona, smíchal krev býků a kozlů s vodou, vzal rudou vlnu a větvičku yzopu a pokropil tou vodou knihu i shromáždění a řekl:
3a09140039	„Toto je krev smlouvy, kterou s vámi uzavřel Bůh.“
3a0915004c	Podobně postříkal krví svatostánek a všechno bohoslužebné náčiní.
3a0916006a	Podle zákona je totiž téměř všechno očišťováno krví a bez prolití krve není odpuštění vin.
3a0917008c	Takovým způsobem se muselo očišťovat to, co nebeskou svatyni jen připomínalo. Nebeská svatyně však vyžaduje vzácnější oběť.
3a09180090	Kristus vešel do pravé nebeské svatyně, aby nás v ní před Bohem zastupoval; nevstoupil do její pozemské napodobeniny vytvořené lidmi.
3a09190084	Nepřinášel za nás svou oběť opakovaně, jako to každoročně dělával velekněz, který do svatyně vstupoval s krví cizí;
3a091a0079	vždyť by za ta tisíciletí musel často trpět. Ale přišel nyní, aby jednou provždy svou obětí odčinil hřích.
3a091b003c	Člověk umírá jen jednou, a pak bude postaven před soud.
3a091c009d	Proto se i Kristus jednou obětoval a vzal na sebe hříchy mnohých. Podruhé se ukáže bez oběti za hříchy, aby zachránil ty, kteří ho očekávají.
3a0a0100c6	Zákonné ustanovení o lévijské službě je jen stínem budoucího dobra. Oběti, které se každý rok opakují, nemohou nikoho z těch, kdo se jich účastní, přivést natrvalo k dokonalosti.
3a0a02009e	Kdyby skutečně jednou provždy očišťovaly ty, kteří je přinášejí, přestali by je už dávno obětovat, protože by je přestalo tížit svědomí.
3a0a030036	Každoroční oběti vlastně připomínají hříchy.
3a0a040042	Není totiž možné, aby krev býků a kozlů odčinila hříchy.
3a0a050075	Proto Kristus při vstupu na tento svět prohlásil: „Nepřál sis, Bože, oběť ani dar, ale dal jsi mi tělo.“
3a0a070057	A k tomu řekl: „Hle, jdu, abych vykonal, Bože, tvou vůli, jak je o mně psáno.“
3a0a080070	Písmo napřed říká, že Bůh si nepřál a neoblíbil oběti a dary, které byly přinášeny podle zákona,
3a0a09005f	a potom dodává: „Hle, jdu, abych vykonal tvou vůli.“ Ruší prvé, aby ustanovil druhé.
3a0a0a0085	Bůh si přeje, abychom byli očištěni a jemu navráceni obětí těla Ježíše Krista, která byla přinesena jednou provždycky.
3a0a0b005c	Kněží sloužili každodenně Bohu a přinášeli oběti, které nemohly odčinit hřích.
3a0a0c0060	Ježíš přinesl oběť za hříchy jednou, a pak natrvalo zaujal významné postavení u Boha.
3a0a0d003b	Od té chvíle čeká, až mu budou podrobeni nepřátelé.
3a0a0e0053	Jedinou obětí přivedl navždycky k dokonalosti ty, které odděluje od hříchu.
3a0a0f0028	I Duch svatý nám vydává svědectví.
3a0a100080	„Toto je smlouva, kterou uzavřu s nimi po oněch dnech: Vložím své zákony do jejich srdcí a vepíšu je do jejich myslí
3a0a110030	a na jejich hříchy a přestupky nevzpomenu.“
3a0a12004e	Takže kde je odpuštění hříchů, tam už není třeba oběti za hříchy.
3a0a130054	Krev Ježíše Krista nám, bratři, umožňuje přistupovat bezprostředně k Bohu.
3a0a140053	On svou obětí otevřel novou a živou cestu. Stal se tak naším prostředníkem.
3a0a150069	Přistupujeme tedy k němu obmyti, s opravdovým srdcem naplněným vírou, zbaveni špatného svědomí.
3a0a170047	Držme neochvějně vyznání naděje, protože Bůh plní svoje sliby.
3a0a180037	Podněcujme se navzájem k lásce a k dobrým skutkům.
3a0a1900c7	Neopouštějte svá shromáždění – jak si někteří navykli, ale vzájemně se potěšujte – tím horlivěji, čím jasněji vidíte, že se blíží den příchodu Pána Ježíše v slávě.
3a0a1a006f	Kdo z vás by znal pravdu, a přece by svévolně jednal proti ní, u toho pozbude oběť za hříchy platnosti
3a0a1b0066	a zůstane mu jen bázlivé očekávání soudu a hrozného trestu, který má stihnout přestupníky.
3a0a1c0087	Kdo překročil zákon vydaný Mojžíšem, byl bez milosrdenství popraven, jestliže jeho hřích dosvědčili dva nebo tři svědci.
3a0a1d00a5	Uvědomte si, oč horšího trestu zasluhuje ten, kdo pohrdá Božím Synem a znevažuje jeho krev smlouvy, kterou byl posvěcen, a uvádí v posměch Ducha milosti.
3a0a1e004d	Známe přece toho, který řekl: „Mně náleží pomsta, já odplatím.“
3a0a1f0064	Jinde Pán upozorňuje, že bude soudit svůj lid. Je proto hrozné upadnout do rukou živého Boha.
3a0a200071	Rozpomeňte se na dny, kdy jste uvěřili a vzápětí museli trpělivě a vytrvale zápasit s mnohým utrpením.
3a0a210078	Byli jste veřejně vystavováni urážkám a útisku, neboť jste podepírali ty, kteří byli uráženi a utiskováni.
3a0a22009d	Trpěli jste spolu s vězni, a když jste byli olupováni o majetek, snášeli jste to radostně s vědomím, že máte v nebi lepší a trvalejší jmění.
3a0a230046	Nezbavujte se své radostné důvěry, která přinese velkou odměnu.
3a0a240060	Vyzbrojte se trpělivostí, abyste vykonali Boží vůli a dosáhli toho, co vám bylo slíbeno.
3a0a25004d	„Ještě malou chvilku a ten, který se blíží, přijde a nebude otálet.
3a0a260056	Můj spravedlivý bude žít z víry. Nemám zalíbení v tom, kdo ode mne utíká.“
3a0a27006b	Ale my přece nepatříme k těm, kdo odpadají a zahynou, nýbrž k těm, kdo věří a dosáhnou života.
3a0b010075	Víra je naprostá důvěra, že se stane to, v co doufáme, a ona způsobuje, že nepochybujeme o tom, co nevidíme.
3a0b020060	K takové víře předků se Bůh přiznal a podal o ní svědectví prostřednictvím proroků.
3a0b030063	Vírou chápeme, že vesmír byl stvořen Božím slovem a nevznikl nějakým neznámým způsobem.
3a0b0400c9	Ve víře obětoval Adamův syn Ábel lepší oběť než jeho bratr Kain a pro víru byl prohlášen za bezhříšného. Kain ho po oběti zabil, ale Ábel navzdory smrti mluví skrze svou víru dál.
3a0b05008b	Pro svou víru byl Henoch ušetřen smrti, protože Bůh si ho vzal k sobě. Předtím o něm bylo vydáno svědectví, že se líbil Bohu.
3a0b06007c	To je bez víry nemožné. Ten, kdo přistupuje k Bohu, musí věřit, že Bůh je a že odměňuje ty, kteří ho hledají.
3a0b0700ee	Noe uvěřil Bohu, který mu předpověděl potopu, ačkoliv na ni v té době ještě nic neukazovalo. Poslušně začal stavět loď k záchraně své rodiny. Svou vírou vynesl soud nad světem a dosáhl dokonalosti, která je z víry.
3a0b0800ba	Vírou Abraham uposlechl, když byl vyzván, aby se vypravil do země, která měla být dědičně svěřena do užívání jeho rodu. Uvěřil a uposlechl, ačkoliv nechápal, kam jde.
3a0b0900a8	S důvěrou bydlel jako cizinec v zemi, která mu byla přislíbena. Žil se spoludědici zaslíbení – synem Izákem a vnukem Jákobem – ve stanech jako kočovník
3a0b0a0053	a toužil po pevně založeném městě, jehož stavitelem a tvůrcem je sám Bůh.
3a0b0b00a7	Také Abrahamova manželka Sára vírou přijala od Boha moc, aby se stala matkou, ačkoliv už překročila svůj čas. Pevně věřila tomu, kdo jí dal zaslíbení.
3a0b0c008b	Proto z jednoho muže – a to už starce – vzešlo „množství lidu jako hvězd na nebi a jako nespočetný písek na břehu moře.“
3a0b0d00c0	Ti všichni zemřeli ve víře, aniž se dočkali splnění všech zaslíbení. Víra je posilovala, byla jim útěchou a pomáhala jim k vyznání, že jsou na zemi jenom cizinci a poutníky.
3a0b0e003c	A kdo říká něco takového, naznačuje, že hledá vlast.
3a0b0f0066	Kdyby přitom měli na mysli vlast, kterou opustili, měli ještě dost času, aby se do ní vrátili.
3a0b10007e	Oni toužili po lepší – nebeské. Proto jim Bůh připravil město a nemusí se stydět, že ho vzývali jako svého Boha.
3a0b11014a	Bůh vznesl na Abrahama neuvěřitelný požadavek: Přál si, aby obětoval svého jednorozeného syna Izáka, se kterým bylo spojeno zaslíbení o rozmnožení rodu. Abraham se k tomu poslušně rozhodl v přesvědčení, že Bůh má moc vzkřísit i mrtvého. Proto mu Bůh Izáka vrátil jako obraz budoucího vzkříšení.
3a0b1401ac	Ve víře požehnal Izák svým synům Jákobovi a Ezauovi; on totiž věřil, že se uskuteční, co bylo zaslíbeno. Jákob měl pak dvanáct synů, z nichž nejznámější je Josef. Bratři se ho zbavili tím, že jej bez vědomí otce prodali do Egypta. Po počátečních nesnázích se tam nakonec stal místodržícím. V této vysoké funkci se dal bratřím poznat a v době hladu pozval svého otce k sobě do Egypta.
3a0b15004a	Než tam pak Jákob zemřel, ve víře požehnal dvěma Josefovým synům.
3a0b16017e	Když Josef umíral, ve víře připomněl svému lidu, že Bůh po staletích vyvede izraelské syny z Egypta, a vyslovil přání, aby ti, kdo se toho dočkají, přenesli jeho ostatky do Palestiny, Ta doba nastala, když se narodil Mojžíš. Jeho rodiče tehdy prožili těžké chvíle. Egyptský král totiž nařídil, aby izraelští chlapci byli hned po narození usmrceni.
3a0b17009b	Ale Mojžíšovi rodiče si svého chlapce zamilovali a ve víře jej navzdory královskému rozkazu ukrývali; věřili, že je to Bohem vyvolené dítě.
3a0b18003d	Když Mojžíš dospěl, zřekl se postavení králova vnuka.
3a0b190080	Rozhodl se raději trpět společně s Božím lidem, než prožívat svůj život v nevázaném veselí na královském dvoře.
3a0b1a0078	Byl si vědom, že Bůh odměňuje své věrné, a proto si vážil potupy pro Krista více než egyptského bohatství.
3a0b1b007e	Ve víře opustil Egypt a nebál se faraónova hněvu, neboť se pevně držel Toho, jenž je neviditelný, jako by ho viděl.
3a0b1c01ea	Po dlouhém pastýřském životě se na Boží rozkaz vrátil do Egypta, aby odtud vyvedl svůj lid. Nebylo to snadné. Na zarputilý Egypt dopadala za trest rána za ranou. Došlo to tak daleko, že měli zemřít prvorození ve všech domech, jejichž veřeje nebyly potřeny krví berana na znamení, že je to příbytek člena vyvoleného národa. Tak Mojžíš ve víře v Boží slovo ustanovil velikonoční hod s obětováním beránků, aby Zhoubce nezahubil prvorozené Izraele.
3a0b1d008e	Na útěku před Egypťany Boží lid ve víře překročil Rudé moře, jako by šel po souši. A když se o to pokusili Egyptští, utonuli.
3a0b1e00f5	Po letech putování pouští, které bylo zaviněno neposlušností lidu, se Izraelci pustili pod vedením Jozue do dobývání Palestiny. Výsměšně před nimi stálo pevné Jericho. Ve víře je sedm dní obcházeli a pak jeho hradby padly.
3a0b1f00b2	Z obyvatel Jericha byla zachráněna jedině rodina prostitutky Rachab, která nezahynula s ostatními, protože ve víře přijala před bojem do ochrany izraelské vyzvědače.
3a0b200092	Co k tomu mám ještě dodat? Nestačí mi čas na vyprávění o Gedeónovi, Barákovi, Samsonovi, Jiftáchovi, Davidovi, Samuelovi a prorocích,
3a0b210075	kteří ve víře dobývali království, uskutečňovali Boží spravedlnost, dosahovali toho, co jim bylo slíbeno,
3a0b2200ab	zavírali tlamy lvům, vzdorovali žáru ohně, unikali násilné smrti, v slabosti získávali novou sílu, nabývali převahu v boji a zaháněli nepřátelské armády.
3a0b2300be	Někteří mrtví byli vzkříšeni a vrátili se ke svým rodinám. Jiní byli mučeni, odmítli záchranu a dali přednost něčemu lepšímu – totiž vzkříšení k věčnému životu.
3a0b24012d	Byli kamenováni, rozřezáváni pilou a stínáni. Další se podrobili zkoušce posměchu a bičování, dokonce i pout a žaláře. V ovčích a kozích kůžích o hladu, v úzkostech a zubožení byli štváni po pustinách a horách, skrývali se v jeskyních a dírách. Svět jich nebyl hoden.
3a0b27005b	A ti všichni ačkoliv, osvědčili svou víru, nedočkali se splnění všech zaslíbení.
3a0b280075	Neměli totiž dospět k cíli bez nás, protože Bůh si přeje, abychom vstoupili do věčného života společně.
3a0c0100c6	To je ten velký zástup těch, kteří osvědčili svou víru. Odložme proto všechno, co nás tíží a zdržuje, i hřích, ve kterém můžeme snadno uvíznout, a vytrvale pospíchejme k cíli.
3a0c0200a3	Dívejme se přitom na Ježíše, který je zdrojem i obsahem naší víry, který se nebál hanby, opustil nebeskou radost, byl popraven a ujal se s Bohem vlády.
3a0c03007e	Uvažte, s jakým odporem ze strany hříšníků se setkal a jak trpělivě jej nesl. Neochabujte tedy a neklesejte na mysli.
3a0c040039	Zatím jste v zápase proti hříchu neprolili svou krev.
3a0c0500b0	Což jste zapomněli na slova, jimiž vás Bůh povzbuzuje jako své syny? „Neber, můj synu, na lehkou váhu, když tě Pán kárá. Neklesej na mysli, když tě napomíná.
3a0c06004f	Koho Pán miluje, toho kárá. A trestá každého, koho přijímá za syna.“
3a0c070079	Podvolujte se jeho výchově; Bůh s vámi jedná jako se svými syny. Byl by to vůbec syn, kdyby ho otec nevychovával?
3a0c080063	Jste-li bez takové výchovy, jaké se dostává všem synům, pak nejste synové, ale cizí děti.
3a0c090098	Naši tělesní otcové nás trestali, a přece jsme je měli v úctě; nemáme tedy být mnohem více poddáni tomu Otci, který dává Ducha a život?
3a0c0a00b6	A to nás naši tělesní otcové vychovávali podle svého uvážení a jen pro krátký čas, kdežto nebeský Otec nás vychovává k vyššímu cíli, k podílu na své svatosti.
3a0c0b0096	Přísná výchova nám nikdy nebývá po chuti a vyvolává v nás odpor. Později však přináší ovoce pokoje a dokonalost těm, kdo jí prošli.
3a0c0c0038	Posilněte proto své zemdlené ruce a podlomená kolena
3a0c0d005a	a vykročte jistým krokem, aby to, co kulhá, nezchromlo docela, ale naopak se uzdravilo.
3a0c0e005c	Snažte se žít se všemi v míru a zasvěcujte se Pánu – jinak nevejdete v jeho slávu.
3a0c0f00aa	Nevymykejte se svým otálením působení Boží milosti, aby se mezi vámi nezakořenila nějaká hořkost, která by se pro ostatní stala zdrojem nákazy a nesnází.
3a0c1000bf	Ať nikdo není nevěrný nebo lehkomyslný jako Ezau, který se vzdal práv prvorozeného za trochu jídla. Pak by byl rád dosáhl zvratu, ale na věci se už ani slzami nedalo nic změnit.
3a0c120066	Izraelci přistoupili k hmatatelné hoře Sínaji, obklopené plameny, mračny, temnotou a vichřicí,
3a0c13002d	kde se za zvukem polnice ozýval Boží hlas.
3a0c140054	Bůh požadoval usmrcení i každého zvířete, které by se přiblížilo k hoře.
3a0c15009d	Účinek tohoto projevu byl tak mocný, že sami Izraelci prosili o ukončení Boží řeči. Dokonce Mojžíš prohlásil: „Třesu se hrůzou a děsem.“
3a0c16008e	Vy jste však přistoupili k duchovní hoře – Sijónu, k městu živého Boha, k nebeskému Jeruzalému, k nesčetným zástupům andělů,
