2800000006	Umatta
3c030a00b0	Itsɛng Arherhu-Num igɔr igɛ, “Ubɛn unera aka abemi ibibɛk na anyã inum iyiki ize awu ufang unga aneke irherhi iyiki ibewe ra angwĩnga na aneke irhɛm iyi igbɛrangwĩ.
3c030b006a	Awu ufang unga aneke ikorhe iyiki ibewe na akorhi iyiki ize, awu ufang unga abee ididɔɔr na adɔsa ngge.
3c030c0089	Ubinkutsu asu Uteijee arhi abika arhika na akpe atonga ri ifɛn-Nummbɔ, bɔr asu Uteijee awe ri igamtsak nggu abika akorhe iki ibewe.”
3c030d005c	Bɔr umbi aba atsu amɛnmbi abee ikorhe iyiki irhika, ungaa awuri ikorhuwa umbi iyiki ibewe?
3c030e0084	Bɔr uko umbi aba ahwa ayetnum ri ikorhe abin aka arhika, umbi awu abi idorh. Nggee àka niba agũmbi ighong use agũmbi iwei umbɔ.
3c030f00bd	Bɔr ra amɛnmbi àka atsu Ukiristo awe Uteijee. Ubɛn ivang àka adzɛu idɛyiwe ubɛn unera aka irhusa ri itsi ifosayɛ umbi aka awerangge, bɔr àka akorhe nggu ididɔɔr nu idzowe imor.
3c03100073	Àka angwɛ̃ itɛnamɛn. Ngge ítsu abika arhena umbi ri ikorhi iyiki izembi ru Ukiristo agũ atsak ru urhenambɔ.
3c0311006f	Aba awu ibibee Unum, azea umbi ahwa ayetnum ri ikorhe iyiki ize nu umbi aka ihwa ayetnum ri ikorhe iyiki ibewe.
3c031200d0	Ukiristo akpe idikunga unying ri itsi arhimmɛn kishoo, uwuku urhurhika akpe ra abirabɛ aka asi irhikumbɔ, ngge itsú unga akũna umbi aba ru Unum. Atsu iyornga ra akpe nu Unum atsu urhɛnga uwe ru Ipfunga.
3c03130048	Ru ubokngge unga aka azĩ adzowe isarhe ru ípfuyɛ iki iwe ru ugborzĩ,
3c031400d3	umbɔ aka akpɛ̃mbɔ idɔsu Unum ishaisha ivang Unum aka adɔng amɛnnga adzɛu ri inum Unuhu ivangyɛ unga aka adɛ̃ɛ̃ igbishu ukhukhɔɔ. Ri ivang hã inera utɔrɔk ukpekũ ru kishoo, aka abɛk ra amɛ̃.
3c031500ba	Amɛ̃ hã awu utsar isorhu ubɔtisima uwuku ufɔrh umbi icɛrɛ, asi iwea isorhi iyor bɔr awu ibibemuwe iyi amɛn aka aze ra asu Unum. Ngge ifɔrha umbi ri isok ra akpe Uyesu Ukiristo,
3c0316007b	uwuruwi aka azĩã ra afã na awu ru ubok ugha Unum, nu ípfu itser-Num nu ípfu iyi iyɛrhe nu iyi ijee kishoo iwu iyinga.
3c040100a7	Ru nyaku Ukiristo aka ahwa ayetnum ri iyor, nggee àka abema ihwa ayetnum aki ikpũ hã, ubinkutsu ubɛn uwuku uhwa ayetnum ri iyor aka agau itsinga nukpɔ nggu arhim.
3c04020077	Ubinkutsu, ibibɛknga ru upfung isi iwengge iyiki ibewe iyi ikponi iyor ri inum iyiki ibɔr, bɔr iwu iyi ibibemu Unum.
3c040300df	Ubinkutsu umbi aka aghawukumbi ivangmbi ri iyi isha ri ikorha abinkɛ abika asheri ihwɛng Unum aka isaka ikorhe, awu ikorhe iyiki itãrhã, ikpona iyi iyor, nu afĩrhã, nu ikikɔng ihwa abin, nu idzowe itsi ra abin ishĩ.
3c04040094	Icɛrɛ abika ashe ihwɛng Unum ani idzeu idzeu umbi aka asi igbopumbi atsi nggu umbɔ ri ikorha abin aka abewe ha ru nyaki isha, umbɔ arhena umbi.
3c04050068	Bɔr umbɔ awuri ivarhukumbɔ abinkɛ umbɔ aka akorhe ru unga aka itsu uvau ra abi urhɛ nu abika akpe.
3c040600b0	Ubin hã ukpi uku utsu umbɔ adzowe Isarhe Iyiki Ize ra abika akpe, ngge itsú umbɔ atsu uvau ru umbɔ ri iyor ru nyaka anera, bɔr adɛ̃ɛ̃ abɛkmbɔ ru Unum ru nyaki ipfu.
3c04070073	Imimasha abina kishoo iki iyongge. Nggee àka angwɛ̃dzɛn na akpɔm atsimbi ngge itsú umbi adɛ̃ɛ̃ afɛn-Num.
3c04080079	Ubinkpi uku unang kishoo, àka atoma abema adɔka ra amɛnmbi kishoo, ubinkutsu ibibema iki isaki ifɔme arhim arhɛrhɛ.
3c0409002e	Àka ayɛi adɔka ra ayambi nggu ida ibvibvun.
3c040a0079	Ubɛn unera akũ izũwãyɛ unga aka ayɛi akũ ayike abɔɔ, ri idzidzɛrhe akũ atɔ̃ itser ra atsĩndĩ imimutu Unum.
3c040b0133	Unera aba adzowuka isarhe, unga akorha ngge ugɛ unerwi Unum aki irherha arherhe ra angwĩnga. Unera aba atɔ̃ɔ̃ itser, unga atɔ̃ ngge nggu ikeryɛ Unum aka adzowe unga. Ngge itsú abina kishoo awe aki ikpikpoi ru Unum ru ubok Uyesu Ukiristo. Ru unga ikpikpoi iwe nu ijee ugbagbaa nu ugbagbaa. Iwerimi.
3c040c0073	Umbi aze awɛrhamum, àka niba adzeumbi idzeu ra ayetnum akarhãrhã aki ivira umbi, ugɛɛ abin aka afa akpo umbi.
3c040d0093	Bɔr àka agɔm ugɛ umbi ahwambi ayetnum ru nyaka Ukiristo, ngge itsú umbi awu ra anggɔm arhɛrhɛ ri ivangyɛ unga aka ikũ ikpikpoinga adzeka.
3c040e006b	Umbɔ aba arhena umbi ri itsi Ukiristo, umbi awu abi idorh, ubinkutsu Ipfu-Num iyi ikpikpoi isei nggu umbi.
3c040f006f	Umbi aba ahwambi ayetnum, niba aweke aki ifɛr uner use ivɛu use iyiki ibewe iyɔɔ use uwuku ushɔng urherhe.
3c0410007a	Bɔr umbi aba ahwa ayetnum akika awe abi Ukiristo, àka niba agũmbi atsa, àka akpoi Unum, ugɛ ayisa umbi nggu itsok ha.
3c041100bf	Ubinkutsu ivanga iki iwengge umbɔ aka itirhi ivarha arherhe abi iya Unum. Umbɔ aba atirhi nggu umɛn, iwuri iwu uguse nggu abirabɛ aka akpɛ̃mbɔ igũ Isarhe Iyiki Izeyɛ iki idzeku Unum?
3c04120081	Nu, “Ngge iba ighongge uner uwuku urhurhika aka ifɔrh, iwuri iwu uguse ra abirabɛ aka asi igũmbɔ iwei Unum nu abi arhim?”
3c04130078	Nggee umbi aba ahwa ayetnum ri ibibemu Unum, àka atsu atsimbi ru Unum uwuku umuna umbi na akorhu iyiki ize ubɛn unuma.
3c05010095	Izĩ ra anggbaashi ru umbi, umum ishɔ̃rhã ru nyaku unggbaashi ikɛi uwu ideka ayetnum Ukiristo nu uwuruwi aka ikpo ugau ri ikpikpoiyɛ iki idzeka.
3c050200de	Àka adzɛu ukpui idɔi ukpu Unum umbɔ aka adzaa umbi ididen, àka atɔ̃ itser ru nyaka abi ughãwã, niba iwengge ri inggang, bɔr awu ubinkpi umbi aka abee ikikorhe, ashia iyi ikponu uhwɛk, bɔr aka abee itɔ̃ itser.
3c05030065	Niba awembi abi ijee ra anera Unum aka adzaa umbi, bɔr àka awe abinkɛ umbɔ aka imesa ru ukpui ha.
3c05040066	Ivangyɛ Unggbaashi abi Ughãwã hã aka idzeka, umbi awuri iyɛimbi ifur ikpikpoi iki isi ísatungge.
3c050500e7	Umbi awɛdzɛm, rimi hã àka adɔsa arherhe anggbaashi. Àka arhɛrhe atsimbi ra adɔka, ubinkutsu, itsɛng Arherhu-Num igɔr igɛ, “Unum awe ri igamtsak nggu abika aberi itsi, bɔr unga aka isaka amutuwe abika arhɛrhi itsi.”
3c05060069	Nggee, àka arhɛrhuwe atsimbi ru Unum uner ijee, ngge itsú unga aberuwa umbi ri ivangyɛ unga aka abee.
3c0507005e	Àka atsuke kishoo abinkɛ aka aghong umbi ru unga, ubinkutsu unga awu uner uwuku ukpɔm umbi.
3c0508007d	Àka akpɔm atsimbi na adzɛu. Unggamtsakmbi Undenggũ ani ayarhe ighau ru nyaku utɛ̃rhĩmi, abee uwuruwi unga aka itãiwe.
3c050900ae	Niba abɔrkumbi ugarh ru unga, àka idɛ̃ɛ̃ aker ri imangmangmbi, ubinkutsu umbi ahwɛngmbi angwɛ̃mbi abika adɔsa ru upfunga adɛ̃ɛ̃ izɛ̃rhã ri ikpũ ayetnum hã.
3c050a00b9	Nu Unum uwu umata kishoo, aka ayisa umbi atsĩ ri ikpikpoinga iyi ugbagbaa ru ubok Ukiristo, umbi aka imaa ayetnum ukunjiir, unga awuri ishɔɔrka umbi na afituwa umbi, adɛ̃ɛ̃ aker.
3c050b002e	Ijee iwu iyinga ugbagbaa nu ugbagbaa. Iwerimi.
3c050c00e8	Nggu iyiyike Usirha, uwuruwi umum iki inyanga unga awu ungwɛ̃mɛn uwu idzidzɛrhe, umum itsɛnga umbi ubvur uwirɛ uku utsɛɛu, ifituwa umbi ni idekuwa umbi ugɛ iyɛrɛ iwu idzidzɛrhe imimutu Unum. Àka adɛ̃ɛ̃ aker ru ngge.
3c050d006b	Ukpui abika adɔsa ri nggimi ru Ubabirha nu ungwɛ̃mum Umarku, umbɔ aka asɛng ru nyaka umbi, aghwe umbi.
3c050e006d	Àka aghwe adɔka nggu ibibema iyi abika adudɔsa. Ididɔɔr iwe nggu umbi kishoo umbi abika awu ru Ukiristo.
3d00000008	2 Ubitru
3d010100b0	Ubvur uwirɛ udzeku Usiman Ubitru, ugãrhã nu uner itser Uyesu Ukiristo, uzĩ ra abika ayɛi imangmang ru nyaka umɛn ru ubok irhirhika Uyesu Ukiristo Unum uwuku ufɔrh umɛn.
3d01020058	Umata nu ididɔɔr irhɛirhɛ ima iwe nggu umbi ri ihwihwɛng Unum nu Uyesu Uteijeemɛn.
3d010300d0	Nggu nggaa ijee Unum aka adzaa umɛn ubɛn ubin umɛn iki ibee ri ibibɛkmɛn iyi iwei Unum. Umɛn iyɛi akɛrɛ kishoo ri ihwihwɛngnga, unga aka ayisa umɛn izĩ ru unga ru ubok ikpikpoinga nu iyiki izenga.
3d010400c1	Ra akɛrɛ ha unga aka adzaanga nggaa uzeze ibibemuwenga, ngge itsú ru ubokngge umbi adɛ̃ɛ̃ awe ru nyaka unga, na ashɔɔte umbi ri ididakuwe iyi ikpona iyiki ibewe iki ikũ iba ru upfung.
3d01050072	Nggee, àka atsu amɛnmbi atoma ri imangmang atɔ̃ itser iyiki ize, itser iyiki izembi aka atoma nggu ihwihwɛng,
3d01060066	nu ihwihwɛng aka atomi ikpɔm atsi, ri ikpɔm atsi aka atomu ibibima, ri ibibima aka atoma iwei Unum.
3d01070050	Ri iwei Unum, aka atomu inna nggu adɔka, ri inna nggu adɔka aka atomu ibibema.
3d01080093	Umbi aba awembi ri ikpũ amɛn akɛrɛ ha irhɛirhɛ, ihwihwɛng Uteijeemɛn Uyesu Ukiristo iwuri itsu umbi ashimbi ri ighɛrha nu ida ighwighwɛr.
3d01090096	Bɔr ubɛn unera aka asi ikpoa ikpũ amɛn akɛrɛ ha, asi ikpang anyãã, awu uner ibvuta, na ayiruka ugɛ umbɔ aka asare unga ra arhimnga aka agbe.
3d010a00c7	Nggee, umbi aze angwɛ̃mɛn nu anapumɛn, awu ufang umbi akorhe ubɛn ubinkpi uku idɛyiwe ugɛ idzidzɛrhe Unum unga ayisa umbi na asɛng umbi. Umbi aba akorhumbi akɛrɛ ha umbi asi ígbambi igba.
3d010b0075	Nu umbi awuri iyɛimbi nggaa udɔrhi ri itsĩ Iyɛrhe iyi ugbagbaa iyi Uteijeemɛn Uyesu Ukiristo uwuku ufɔrh umɛn.
3d010c009f	Nggee ubɛn ivang umum iwuri iyituwa umbi abin akɛrɛ, umum ihwɛng umbi ahwɛngmbi ake. Umbi aka atar aseimbi icɛrɛ ra arherhe idzidzɛrhekɛ umbi aka awe.
3d010d0058	Umum inyã irhikungge umum iyituwa umbi ubɛn ivang utsɛku umum iki ineke iyor iyɛrɛ,
3d010e007a	ubinkutsu, umum ihwɛng isi índãrhũmum ni itsuke ngge ri ibanga, ru nyaka Uteijeemɛn Uyesu Ukiristo aka adɛyiwa umum.
3d010f008e	Nggee, ubɛn ubinkpi umum iki ikorhe, umum iwuri imina asumum ni ikorhe, ngge itsú umbi ayitu ake ri ivangyɛ umum iki ibɔre upfung ukpirɛ.
3d011000bc	Ubinkutsu, umɛn isi ĩdɔsumɛn atsĩndĩ atsutson itsoi aka atãrhã ivangyɛ umɛn iki isɔma umbi ijee nu ibiba Uteijeemɛn Uyesu Ukiristo, bɔr umɛn inyãmɛn ikpikpoinga ra asumɛn.
3d011100e3	Ivangyɛ unga aka ayɛi ikpikpoi nu imor idzeku Unum Utɛ ra anang hã, umɛn ĩgũmɛn irhak iki idzeku unga uner ikpikpoi igɔr igɛ, “Uwɛrɛ awu Ungwɛ̃mum, uwuruwi umum iki ibema. Amɛnmum agũibɛn unga akarhãrhã.”
3d01120069	Umɛn ĩgũmɛn irhak ha iki idzeka afã ri ivang hã umɛn iki iwu nggu unga ni itsi usarkasar igũ hã.
3d01130109	Akɛrɛ kishoo atsu umɛn itoma iwe ru ikeramɛn ra arherhe abika asɔm Arherhu-Num aka arherhe awu idzidzɛrhe. Imɛ̃ngge umbi akpeto ra arherha ha aka awe ru nyaki irhirhang iki irhange anang uzĩ, utsɛku ukpee iki isar nu idzɛɛr ukpee idɛ̃ɛ̃ ra amɛnmbi.
3d01140081	Ri kishoo, awu ufang umbi ahwɛng ugɛ abika asɔm Arherhu-Num hã umbɔ aka atsɛng ra abvur ha, asi isɔmmbɔ ake ri itsoimbɔ.
3d0115008b	Ubinkutsu, isɔm Arherhu-Num asi ibake ri ibibee unera, bɔr Ipfu Isarsatangge ngge itsĩ ra amɛn anera ngge itsu umbɔ asɔm Arherhu-Num.
3d0201012e	Bɔr abika asɔm Arherhu-Num igbɛrangwĩ ikɛi awembɔ ra anera, ru nyaka abi imesi igbɛrangwĩ aka idzeka ru umbi. Umbɔ awuri ighɔ̃rhã akũwã umbi imesa iyɔɔ ri iwɔk iyiki itsitsim, uko umbɔ atsɛyimbɔ ihwɛng Uteijee uwuku ugoi umbɔ. Ikorhe rimi hã iwuri iyar umbɔ ikũ izĩ itsitsime.
3d0202005c	Anera arhɛrhɛ aka idɔsa atsĩndĩ atsakmbɔ. Atsu abɔɔ akwɛɛte utsĩndĩ idzidzɛrhe.
3d020300b9	Ri ikponambɔ abi imesa ha awuri ikũ arherhe igbɛrangwĩ ha umbɔ aka akorhe akũ akpo ubin ru umbi. Ufaimbɔ uku udãrhũkpɔ uku uyurhi ra atsimbɔ nu itsitsimmbɔ iwuri iba ifetem.
3d02040090	Ubinkutsu, Unum asi inekuka arhim ípfu itser-Num ivangyɛ ngge iki igba, bɔr atsukuka ngge ru ughwee urha ru uzĩ, utsɛku unum uku utsu uvau.
3d020500c4	Unga asi inekuka arhim abi upfung ukpu isha, ivangyɛ unga aka akũ inai atsime anera ru upfung aka asi idɔsumbɔ Unum. Bɔr aganuwe Unuhu ukpekũ uner isarhe irhirhika, nu inera utɔɔva abɔɔ.
3d0206009b	Unga atsĩmka nggaa iteu Usɔdɔm nu Ugomora akpĩĩwe ukpɔ uwe atɔɔ, na atsu umbɔ awe ru nyaka abinkɛ aka ikorhe ra abirabɛ aka asi idɔsumbɔ Unum.
3d0207008f	Unga afɔrhuka Urhutu, uner uwuku urhurhika ha, aka agũ ighong akarhãrhã ri itser itoma-dak aner Usɔdɔm abirabɛ aka asi idɔsumbɔ ikpem.
3d02080096	Ubinkutsu uner uwuku urhurhika ha aka asei ra ateumbɔ ubɛn unuma, amɛn irhirhikanga aghong akarhãrhã unga aka anyã na agũ ida idɔsi ikpemmbɔ.
3d020900d1	Akɛrɛ ha aba awe rimi, mɔcɛ Uteijee ahwɛnga udĩkpi unga aka ishɔɔte abika arhurhika abi Unum ri iviviri na ahwɛnga udĩkpi unga aka itsu ufai ra abi amɛn aka abewe utsɛku unum ukpuku uvarha arherhe.
3d020a00db	Akɛrɛ awu undzumu idzidzɛrhe ri itsi abika adɔsi ikpona amɛn aki arhim na arheni iyɛrhe. Abɛrɛ abika amesuwe igbɛrangwĩ hã ashimbɔ ra atsak! Atsã itsi. Umbɔ asi igũmbɔ iwei umbɔ iki irhena abi ikpikpoi.
3d020b007a	Uko ípfu itser-Num iki iwe ikerketangge ni iwe ru ijee akarhãrhã, isi irhenungge urhena ra abi ikpikpoi ra asu Uteijee.
3d020c00d3	Bɔr aner abɛrɛ arhena abinkɛ umbɔ aka asi ihwɛngmbɔ. Awe ru nyaka íjuɛ arhum iki ishingge ri ifɛrhkɔ. Amar ngge ukpekũ umbɔ adzui na atsĩme ngge. Rimi hã awuri itsĩme umbɔ ru nyaka íjuɛ arhum.
3d020d0108	Awuri idzowe ugbɛtambɔ ukpu ayetnum, ri itsi ayetnumkɛ umbɔ aka adzowe abɔɔ. Anyanga ugɛ awu abin aka aze, umbɔ niba ikorhe iki ibewembɔ ra atenum. Isiseimbɔ ru umbi iwu ubin ishĩ. Agha na ahwa nggu umbi na akorha abin ibemi atsimbɔ aka abee ra asumbi.
3d020e00a7	Nggu asu aki itoma-dak, umbɔ asi inekukumbɔ ikorha arhim, umbɔ arhɛm abika asheri iker ri imangmang, awu abika ahwɛng atsĩndĩ ikpona, ikpũmbɔ asei ri ikponum.
3d020f0076	Umbɔ aka abɔrukumbɔ utsĩndĩ idzidzɛrhe, adɔsu utsĩndĩ Ubarha'am ungwɛ̃ Ubeyor, uwuku ubemu itosa iki ibewe.
3d021000b0	Bɔr uzhika atsɛrha unga ri iyiki ibewanga utsɛku uzhika uku urherha, ijuɛ irherha arherhe nggu unera ru urhɛm uner, itsu amɛn uwuku usɔm Arherhu-Num hã aneke izhɔ̃ma.
3d02110093	Abi ha awu ru nyaka akwiukɛ aka ashike ra amɛ̃ na awu ru nyaki iburyɛ ugba iki ikɛn. Aka agbishukumbɔ anang iseimbɔ ru uzĩ ukpuku ufĩrhã.
3d021200ea	Ubinkutsu aner abɛrɛ, ru ugbugbuwa uku atãrhã umbɔ iki idɛyiwe iberi itsimbɔ, umbɔ abee ikũ ikpũ amɛnmbɔ akika atãrhã aki ikponi iyor igbiir abirabɛ aka anasi idãrhũmbɔ ri ishishɔɔr ra abika abubɛk ra amɛn arhim.
3d021300cd	Umbɔ abemuwe umbɔ ififɔn, bɔr umbɔ abɛ awu agãrhã ri ikorhe iyiki itãrhã. Unera awu ugãrhã ra arhim nu iki itãrhã iki idzur amɛnnga. Ubinkutsu umbi awu agãrhã ru ubɛn ubin uku udarh umbi.
3d0214013b	Umbɔ aba ashɔɔrmbɔ ri itser iki itãrhã iyi upfung ri ihwɛng Uteijee Uyesu Ukiristo Uwuku Ufɔrh umɛn, bɔr adzeka ri itser aner abika adakuwe upfung ukpirɛ, unga abvui ikɛi atsĩã ra abin aka abewe ha, utsɛku ake aka ahwawe itsinga, idzidzɛrhe uner ha asei iseinga iyi inggbaashia izengge iyi imaataka.
3d021500cc	Azea anera abɛrɛ aba asi ihwɛngmbɔ utsĩndĩ uwuku urhurhika ri inggbaashia, nu umbɔ aka ihwɛng utsĩndĩ hã na abvui azĩ ra andzing anekukumbɔ idɔsa asarkasar arherhe ha umbɔ aka adzowe umbɔ.
3d021600bf	Ru umbɔ nyaka arherhe ha iwu idzidzɛrhe, ugɛ, “Ijui igoi ugoi ni ibvui irhɛne ugoi ha.” Nu aki umbɔ iki igɔr agɛ, “Arhede umbɔ aka asorhuwe iyorke abvui atsĩ ru ughɛ̃ɛ̃.”
3d0301008e	Ubvurmum uwu uvaa uwi, uba ru umbi aze awɛrhamum. Ra abvur ha ikivarhake umum itsɛng iyituwa umbi abinkɛ umbi aka ikaifɛrhkɔ idzidzɛrhe.
3d0302009a	Umum ibee umbi ayitu irhɛm asarkasar abika asɔm Arherhu-Num abi isha aka arherhe ra arherhu Uteijee Uwuku Ufufɔrh aka atsuka ra angwĩ abi itser Uyesu.
3d03030096	Undzumu ubinkpi umum iki ibee iyituwa umbi ĩgɛ ri imimasha upfung anera abika ayɛɛi idzidzɛrhe awuri idzeka, awuri idɔsi ikponi iyiki ibewambɔ.
3d030400cf	Umbɔ awuri igɔr agɛ, “Ibiba ha iwuri iwu ukang, Uyesu aka abemuwa? Uko rimɔ̃ɔ̃ atokamɛn aka akpembɔ, bɔr abina awu ru nyaka ake aka awe asi ifaruke udzur ri inggbaashia umbɔ aka amunu upfung.”
3d0305008e	Bɔr umbɔ adzum ayiruwe ugɛ isha rimɔ̃ɔ̃ awu ri irhɛm Unum aka akũ amuna afã nu abĩ ake adzek ra amɛ̃ na adziirte ake nggu amɛ̃.
3d03060051	Mɔcɛ akũ amɛ̃ akɛrɛ ha ikɛi adɛke na atsĩme upfung hã nggu nggaa inai.
3d03070098	Awe ri irhɛm hã afã nu abĩkɛ umɛn iki inyã icɛrɛ aka adɛ̃ɛ̃ idzɛu urha, ru unum ukpuku utsu uvau umbɔ aka itsĩme abika asheri iwei Unum.
3d030800a7	Bɔr ubina unying àka niba ayirukumbi, aze awɛrhamum, nggu Uteijee unuma unying uwe ru nyaki imɛka unaku ugɔnga, nu imɛka unaku ugɔnga iwe ru nyaku unuma unying.
3d030900b0	Uteijee asi idɔ̃rhũnga ri itsuifɛr ubinkpi unga aka abemuwe, ru nyaka abɔɔ aka akaifɛrhkɔ. Unga adɔngamɛn nggu umbi, asi ibeenga unera atsim, bɔr ubɛn unera adzipa.
3d030a00b4	Bɔr unum ukpu Uteijee uwuri iba ru nyaku uvɛu. Afã awuri igwirke ru nggaa ubvun, abin afã nggu abĩ awuri ikpikpĩĩ atsim, nu abĩ nu ubɛn ubin uku uwe ru ake awuri igwigwir.
3d030b009e	Ngge iki iwe ugɛ ubɛn abinkɛ aka adziira umɛn awuri itsĩme riminɛ, imɛ̃ngge umbi anera awu agusembi? Imɛ̃ngge umbi asei asasar ri ibibɛk iwei Unum.
3d030c00a2	Umbi àka isei na afosi ibiba unum ukpu Unum na abee ukpɔ uba ifetem. Unum hã afã awuri ikpĩĩ ru urha, na abin afã nu abĩ awuri ititɛ̃ɛ̃ ri imani urha.
3d030d0067	Bɔr ri idɔsi ibibemuwenga, umɛn ifosa afã aka afa nu abĩ aka afa, anangkɛ irhirhika iki iwe umɔ.
3d030e0086	Nggee, aze awɛrhamum, àka adzɛu akɛrɛ ha, àka atsu asumbi na asei iseimbi ra asu Unum iyiki isheru uvau, àka adɔɔr nggu unga.
3d030f00aa	Àka ayita ra amɛnmbi ugɛ idɔngamɛn Uteijee ri ibiba ugɛ ra anera akpo ififɔrh. Ru nyaku uze ungwɛ̃mɛn Uburhu aka atsɛnga umbi ri itsoiyɛ Unum aka adzowe unga.
3d03100112	Atsɛng ikpũ arherhe unying ra abvurnga kishoo. Abvurnga hã awe ra abina akɔɔ aka aghong ihwihwɛng, abika asheri ihwihwɛng ashimbɔ ri imangmang iyiki iker, umbɔ iki idzipuwe agbenke ru nyaka umbɔ aki idzipuwe abvur Arherhu-Num akɔɔ, rimi hã ikowe umbɔ itsitsim.
3d031100ed	Nggee, aze awɛrhamum, ngge iki iwe ugɛ umbi aka ahwɛngmbi akɛrɛ ha, àka angwɛ̃dzɛn nggu ikpũ anerabɛ aka abɔrukumbɔ idɔsu Unum, utsur imesambɔ iyi igbɛrangwĩ idarhngge amɛnmbi, itsu umbi agbambi igba ri ididɛ̃ɛ̃mbi.
3d0312008b	Bɔr àka aseng ri imimutu nu ihwihwɛng Uteijeemɛn Uyesu Ukiristo uwuku ufɔrh umɛn. Ikpikpoi iwu iyi unga icɛrɛ nu ugbagbaa. Iwerimi.
3e00000009	1 Uyohana
3e010100ba	Umɛn ĩdũwũwa umbi Urhɛm ukpuku udzowe urhɛ, uwu ha aka awe ri inggbaashia, uwu ha umɛn iki igũ, uwu ha umɛn iki inyã ra asumɛn, uwu ha umɛn iki inyã ni ibanga nggu abokmɛn.
3e0102008f	Urhɛ ha udzeka. Umɛn inyãmɛn umgbɔ ni idzowe ideka umgbɔ. Umɛn ĩdũwũwa umbi urhɛ uwu ugbagbaa, uku uwe nggu Utɛ nu udzeka ru umɛn.
3e010300a7	Umɛn ĩdũwũwa umbi ubinkpi umɛn iki inyã ni igũ, ngge ima itsu umbi awe ri ikikɔng iwɛrhɛ nggu umɛn. Iwɛrhamɛn iwu nggu Utɛ nu Ungwɛ̃nga Uyesu Ukiristo.
3e01040037	Umɛn itsɛng akɛrɛ ngge itsú anggɔmmɛn atsuafɛr.
3e01050071	Isarhe ha iyɛ umɛn iki igũ ru unga ni ĩdũwũwa umbi, Unum awu irhirhang. Ru unga uzĩ ushikpɔ uko ukunjiir.
3e01060088	Umɛn ĩba ĩgɔr ugɛ umɛn iwemɛn ri iwɛrhɛ nggu unga bɔr ni izɛ̃rhã ru uzĩ, umɛn igbɛrangwĩ ni isi ikorhumɛn idzidzɛrhe.
3e010700b2	Bɔr umɛn ĩba izɛ̃rhã ri irhirhang, ru nyaka unga aka awe ri irhirhang, umɛn iwemɛn ri iwɛrhɛ nggu adɔka, nu adzirh Uyesu, Ungwɛ̃nga, asorh umɛn ra arhimmɛn kishoo.
3e01080067	Umɛn ĩba ĩgɔr ugɛ umɛn ishimɛn ra arhim, umɛn irhɛm atsimɛn nu idzidzɛrhe ishingge ru umɛn.
3e01090093	Bɔr umɛn ĩba isɔmmɛn arhimmɛn, Unum awu uner idzidzɛrhe na arhika, awuri itsũwũka arhimmɛn na asorhuwa umɛn ri kishoo ida irhirhikamɛn.
3e010a007a	Umɛn ĩba igɔr ugɛ umɛn isi ikorhumɛn arhim, umɛn itsu unga awu uner igbɛrangwĩ nu arherhanga ashike ra amɛnmɛn.
3e020100cf	A aze angwɛ̃mum, umum itsɛnga umbi akɛrɛ utsur umbi agbambi ra arhim. Bɔr unera aba agba ra arhim, umɛn iwemɛn ru uwuku urherha arherhe nggu Utɛ, uwuku ukaa umɛn, Uyesu Ukiristo uwuku urhurhika ha.
3e0202006a	Unga awu idɛm-Num iyiki itsũwe arhimmɛn, asi iwea akimɛn ukpekũ nu aki anera kishoo ru upfunga ikɛi.
3e02030058	Umɛn ĩba ĩdɔsumɛn ikpem Unum, mɔcɛ umɛn ihwɛngmɛn ugɛ umɛn ihwɛngmɛn unga.
3e02040093	Unera aba agɔr agɛ, “Umum ihwɛng unga,” bɔr asi ikorhunga ubinkpi ikpemnga iki irherhe, unga agbɛrangwĩ, nu idzidzɛrhe ishingge ru unga.
3e02050094	Bɔr unera aba adɔsunga urhɛm Unum, idzidzɛrhe ibibemu Unum ighwɛrngge ikpũrhã ru unga. Akɛrɛ atsu umɛn ihwɛng ugɛ umɛn iwemɛn ru unga.
3e02060063	Ubɛn unera aka agɔr agɛ unga abɛk ru unga, awu ufang unga azɛ̃rhã ru nyaka Uyesu aka akorhe.
3e020700b5	A aze awɛrhamum, umum isi itsɛngamum umbi ikpem iyiki ifa bɔr iyiki igbe, iyi ha umbi aka ayɛi ri inggbaashia. Ikpem iki igbe ha iwu isarhayɛ umbi aka agũ ri nyaku iki ifa ha.
3e0208008f	Ikpem hã ikɛi iwu iyiki ifa. Idzidzɛrhangge anyã ngge ru unga nu umbi, ubinkutsu uzĩ uni ititɔng nu irhirhang idzidzɛrhe iki ini irhang.
3e02090077	Ubɛn unera aka agɔr agɛ unga awe ru irhirhang hã bɔr unga akpɛ̃ɛ̃ ungwɛ̃mbɔ use unapumbɔ, ana awe ru uzĩ.
3e020a0070	Uwuruwi aka abemu ungwɛ̃mbɔ use unapumbɔ awu ri irhirhang hã, nu utarh ukpuku ukwɛr itok ushikpɔ ru unga.
3e020b00a7	Bɔr uwuruwi aka akpɛ̃ɛ̃ ungwɛ̃mbɔ use unapumbɔ awe ru uzĩ, azɛ̃rhã akɔn ru uzĩ. Asi ihwɛnga anangkɛ unga aka izĩ, ubinkutsu uzĩ uku utsu unga itapa.
3e020c0051	Umum itsɛnga umbi, aze awɛkaci, ubinkutsu aka atsũwãmbɔ arhimmbi ri itsinga.
