010000000a	Буття
1b031b0194	І зібралися сатра́пи, заступники, і підсатрапи, і цареві радники, та й побачили тих мужів, що огонь не мав сили над їхнім тілом, і не опали́вся во́лос їхньої голови, і їхні плащі́ не змінилися, і за́пах огню́ не ввійшов у них.
1b031c0217	Навуходоно́сор заговорив та й сказав: „Благослове́нний Бог Шадраха, Мешаха та Авед-Неґо, що послав Свого Ангола, і врятував Своїх рабів, які наді́ялися на Нього. І вони не послу́халися царсько́го слова, і дали свої тіла́ на огонь, аби не служити й не кла́нятися іншому бо́гові, крім Бога свого́.
1b031d01c2	А тепер від мене видається нака́з, що кожен з наро́ду, люду та язи́ка, який скаже що згірдли́ве на Бога Шадраха, Мешаха та Авед-Неґо, буде почетверто́ваний, а дім його обе́рнений буде на сміття́, бо немає іншого Бога, що міг би так урятувати, як оце“.
1b031e00b5	Того ча́су цар зробив, щоб добре вело́ся Шадрахові, Мешахові та Авед-Неґові в вавилонській окру́зі.
1b040100d0	„Цар Навуходоно́сор, до всіх наро́дів, племен та язи́ків, що ме́шкають на всій землі: Нехай вам примно́житься мир!
1b04020092	Зна́ки та чу́да, які зробив зо мною Всевишній Бог, уважаю за відповідне об'явити.
1b040300e6	Які великі Його зна́ки, й які поту́жні Його чу́да! Царство Його — царство вічне, а Його панува́ння — з покоління в покоління!“
1b0404008a	„Я, Навуходоно́сор, був спокійний в своєму домі, і щасливий у пала́ті своїй.
1b040500ae	Я бачив сон, і він настра́шив мене, а думки́ на моєму ложі та виді́ння моєї голови налякали мене.
1b040600d5	І був виданий від мене нака́з привести перед мене всіх вавилонських мудреці́в, щоб вони об'явили мені ро́зв'язку сна.
1b040700f9	Того ча́су поприхо́дили чарівники́, заклиначі́, халде́ї та віщуни́, і я розповів перед ними сон, та вони не об'явили мені його ро́зв'язки.
1b04080107	І аж останній прийшов перед мене Даниїл, якому ім'я́ Валтаса́р, як ім'я́ мого бога, і що в ньому дух Святого Бога. І я розповів йому сон та й сказав:
1b0409011e	„Валтаса́ре, начальнику чарівників, я знаю, що в тобі дух Святого Бога, і всяка таємниця не тяжка́ тобі. Скажи видіння мого сну, що я бачив, та його ро́зв'язку.
1b040a00b2	А видіння моєї голови на моєму ложі такі. Я бачив, аж ось дерево серед землі, а вишина́ його велика.
1b040b00bb	Це дерево стало велике та си́льне, і вишина́ його сяга́ла до Неба, а його о́бвід — до кінця всієї землі.
1b040c0159	Ві́ття його гарне, плід його великий, а в ньому пожи́ва — для всіх. Під ним знахо́дила собі тінь польова звірина́, а на його галу́ззях ме́шкали пта́хи небесні, і з нього живи́лося кожне тіло.
1b040d00a5	Бачив я у виді́ннях своєї голови на моєму ложі, аж ось зійшов з неба Сторож Божий та Святий.
1b040e0183	І він кликнув із силою, і так проказав: „Зруба́йте це дерево, і повідру́буйте галу́ззя його, позривайте ві́ття його, і порозсипа́йте його плід. Нехай розі́йдеться з-під нього звірина́, а пта́хи — з галу́ззя його́!
1b040f015d	Та позоставте в землі пня його ко́реня, але в пу́тах залізних та мідяни́х, на зеленій польові́й траві. І небесною росою нехай він зро́шується, а його ча́стка — зо звірино́ю на польові́й траві.
1b041000ae	Його лю́дське серце змі́нять, і буде да́не йому серце звіри́не, і сім часі́в пере́йдуть над ним.
1b04110186	Через постанову Сторожів Божих це слово, а пові́дженням Святих — ця річ, аж при́йде до того, що пізна́ють живі, що над лю́дським царством панує Всевишній, і кому схоче, дає його, і низько́го з людей ставить над ним“.
1b04120145	Оцей сон бачив я, цар Навуходоно́сор, а ти, Валтаса́ре, скажи його ро́зв'язку, бо всі мудреці мого царства не можуть сказати мені ро́зв'язки, а ти можеш, бо в тобі Дух Святого Бога“.
1b0413022c	Тоді Даниїл, що ім'я́ йому Валтаса́р, остовпі́в на одну годину, і думки́ його перестра́шили його. Цар заговорив та й сказав: „Валтаса́ре, нехай не страши́ть тебе цей сон та його ро́зв'язка!“ Валтаса́р відповів та й сказав: „Мій пане, на ворогів би твоїх цей сон, а його ро́зв'язка — на твоїх би не́приятелів!
1b041400bf	Дерево, яке ти бачив, що було велике та міцне́, і вишина́ його сягала до неба, а о́бвід його — на всю землю,
1b0415011a	а ві́ття його гарне, і плід його великий, і в ньому пожи́ва — для всіх, під ним ме́шкала польова́ звірина́, а на його галу́ззях перебували пта́хи небесні, —
1b041600f7	ти, ца́рю, той, що став великий та поту́жний, і твоя великість побільшилася, і сягнула аж до небе́с, а панува́ння твоє — до кі́нців землі.
1b0417025a	А що цар бачив Божого Сто́рожа та Святого, який схо́див із небе́с, і сказав: Зрубайте це дерево, і знищте його, та позоставте в землі пня його ко́реня, але в пу́тах залізних та мідяни́х, на зеленій польові́й траві; і небесною росо́ю нехай він зро́шується, а його частка — з польово́ю звірино́ю, аж по́ки пере́йдуть над ним сім часі́в,
1b04180090	то ось ро́зв'язка, ца́рю, і це постанова Всевишнього, що сягає на мого пана царя:
1b041901e1	І тебе ви́женуть від людей, і з польово́ю звірино́ю буде пробува́ння твоє, і дадуть тобі їсти траву, як волам, і з небесної роси тебе зро́сять, і сім часі́в пере́йдуть над тобою, аж поки пізна́єш, що над лю́дським царством панує Всевишній, і дає його тому́, кому хоче.
1b041a00ce	А що сказали позоставити пня ко́реня дерева, — твоє царство позоста́неться тобі, якщо ти пі́знаєш, що панує небо.
1b041b0125	Тому́, царю, нехай буде до вподо́би моя рада тобі, — зламай же свої гріхи́ справедливістю, а свої провини — милістю для вбогих, щоб твій мир був довготрива́лий“.
1b041c004e	Усе це сталося над царем Навуходоно́сором.
1b041d0097	На кінці дванадцяти́ місяців прохо́джувався він по царсько́му пала́цу в Вавилоні.
1b041e00fe	Цар заговорив та й сказав: „Чи ж це не вели́чний Вавилон, що я збудував його на дім царства мі́ццю поту́ги своєї та на славу моєї пишноти́?“
1b041f00f2	Ще це слово було в у́стах царськи́х, коли з неба впав голос: „Тобі гово́рять, ца́рю Навуходоно́соре: Оце царство відхо́дить від тебе!
1b042001b6	І від людей тебе відлу́чать, і з польово́ю звірино́ю буде пробува́ння твоє, тобі дадуть на ї́жу траву, як волам, і сім часі́в пере́йдуть над тобою, — аж поки не пізна́єш, що над лю́дським царством панує Всевишній, і дає його тому́, кому хоче.“
1b0421019b	Тієї хвилини ви́коналося це слово над Навуходоно́сором, і він був відлу́чений від людей, і їв траву, як воли, і його тіло зро́шувалося з небесної роси, аж його во́лос став великий, як пір'я орли́не, а його пазурі́ — як у пта́хів.
1b042201b7	„А на кінці́ тих днів я, Навуходоно́сор, звів свої очі до неба, і мій розум вернувся до мене, й я поблагословив Всевишнього, і вічно Живого хвали́в я та сла́вив, що Його панува́ння — панува́ння вічне, а царство Його — з поколі́ння в покоління.
1b04230167	А всі ме́шканці землі порахо́вані за ніщо́, і Він чинить за Своєю Волею серед небесного ві́йська та ме́шканців землі, і немає ніко́го, хто спроти́вився б Його руці та й сказав би Йому́: Що́ Ти робиш?
1b042401be	Того ча́су верну́вся мій розум до мене, і я вернувся до слави царства свого, і ясність моя верну́лася на ме́не. І шукали мене мої радники та вельможі мої, і над царством своїм я був поста́влений зно́ву, і мені була до́дана дуже велика вели́чність.
1b04250142	Тепер я, Навуходоно́сор, хвалю́ й звели́чую та сла́влю Небесного Царя, що всі чини Його — правда, а дорога Його — правосу́ддя, а тих, хто ходить у го́рдощах, Він може пони́зити“.
1b050100b7	Цар Валтаса́р спра́вив велике прийняття́ для тисячі своїх вельмо́ж, і на оча́х тієї тисячі пив вино.
1b05020194	Коли вино опанувало розум, Валтаса́р наказав прине́сти золотий та срібний по́суд, який виніс був його батько Навуходоно́сор із храму, що в Єрусалимі, щоб із нього пили́ цар та вельможі його, його жінки́ та його нало́жниці.
1b05030108	Тоді прине́сли золотий по́суд, що винесли з храму божого дому, що в Єрусалимі, і пили́ з них цар та вельмо́жі його, жінки́ його та його нало́жниці.
1b050400b4	Пили́ вони вино й сла́вили богі́в золотих та срібних, мідяни́х, залізних, дерев'я́них та камі́нних.
1b05050113	Аж ось тієї хвилини вийшли пальці людсько́ї руки́, і писали навпро́ти свічника́ на вапні́ стіни царсько́го пала́цу, і цар бачив за́рис руки, що писала.
1b050600ed	Тоді зміни́лася ясність царя, і думки́ його настра́шили його, ослабі́ли сугло́би кри́жів його, і билися коліна його одне об о́дне.
1b050701f3	Цар сильно закричав приве́сти заклиначі́в, халде́їв та віщуні́в. Цар заговорив та й сказав вавилонським мудреця́м: „Кожен муж, що прочитає це писа́ння й об'явить мені його ро́зв'язку, той зодя́гне пурпу́ру й золотого ланцюга́ на свою шию, і буде панувати третім у царстві“.
1b050800c4	Тоді поприхо́дили всі царські́ мудреці́, та не могли прочитати писа́ння й об'явити царе́ві його ро́зв'язку.
1b050900ca	Тоді цар Валтаса́р сильно перестра́шився, а його ясність зміни́лася на ньому, і його вельмо́жі були безра́дні.
1b050a015d	На слова́ царя та вельмо́ж його ввійшла до дому прийняття́ цариця. Цариця заговорила та й сказала: „Ца́рю, живи навіки! Нехай не страша́ть тебе думки́ твої, а ясність твоя нехай не міня́ється!
1b050b01f4	Є в твоєму царстві муж, що в ньому дух святих богі́в, а за днів твого батька в ньому знахо́дилась ясність і розум та мудрість, рівна мудрості богі́в. І цар Навуходоно́сор, твій батько, настановив його начальником чарівникі́в, заклиначі́в, халде́їв, віщуні́в, ба́тько твій цар,
1b050c01b8	бо в ньо́му, в Даниїлові, якому цар дав ім'я́ Валтаса́р, знахо́дився надмірний дух, і знання́ та розум розв'я́зувати сни, і висло́влювати за́гадки та розплу́тувати вузли́. Нехай буде покликаний тепер Даниїл, і нехай він оголосить ро́зв'язку!“
1b050d012d	Того ча́су Даниїл був приве́дений перед царя. Цар заговорив та й сказав до Даниїла: „Чи ти той Даниїл, що з Юдиних синів вигна́ння, яких вивів цар, мій ба́тько, з Юдеї?
1b050e00b8	І чув я про тебе, що в тобі дух богі́в, і що в тобі знахо́диться ясність, і розум та надмі́рна мудрість.
1b050f0135	А тепер були́ приве́дені перед мене мудреці́, заклиначі́, щоб прочитали оце писа́ння, і розповіли́ мені його ро́зв'язку, та не могли вони ви́словити ро́зв'язки цієї речі.
1b051001d0	А я чув про тебе, що ти можеш розв'я́зувати недовідо́ме, і розплу́тувати вузли́. Тож тепер, якщо можеш прочитати це писа́ння, і розповісти́ мені його ро́зв'язку, то зодя́гнеш пурпу́ру, а золотий ланцю́г — на твою шию, і ти бу́деш панувати третім у царстві“.
1b05110134	Тоді Даниїл відповів та й сказав перед царем: „Твої да́ри нехай бу́дуть тобі, а дару́нки свої давай іншим. Це писа́ння я прочитаю цареві, і розповім тобі його ро́зв'язку.
1b051200bd	Ти, ца́рю, — Всевишній Бог дав твоєму ба́тькові Навуходоносорові царство, і ве́лич, і славу та пишноту́.
1b05130182	А через ве́лич, яку Він дав був йому, всі наро́ди, племе́на та язи́ки тремті́ли та лякалися перед ним, бо кого він хотів — забивав, а кого хотів — лишав при житті, і кого хотів — підіймав, а кого хотів — пони́жував.
1b051400fe	А коли загорди́лося його серце, а дух його ще більше запишні́в, він був ски́нений з тро́ну свого царства, і його слава була взя́та від нього.
1b05150228	І він був ви́гнаний з-поміж лю́дських синів, і серце його було зрі́вняне зо звіри́ним, а пробува́ння його було з дикими ослами. Годували його травою, як волів, а небесною росою зро́шувалося його тіло, аж поки він не пізнав, що в людсько́му царстві панує Всевишній Бог, і Він ставить над ним того, кого хоче.
1b0516007a	А ти, сину його́ Валтаса́ре, не смири́в свого серця, хоч усе це знав.
1b05170276	І ти піднісся понад Небесного Господа, і по́суд храму Його прине́сли перед тебе, а ти та вельмо́жі твої, жінки́ твої та нало́жниці твої пили́ з них вино, і ти хвалив богів срібних та золотих, мідяни́х, залізних, дерев'яних та камі́нних, що не бачать, і не чують та не знають, а Бога, що в руці Його душа твоя й що Його всі дороги твої, ти не прославля́в.
1b0518007c	Того ча́су від Нього по́сланий за́рис руки, і написане оце писа́ння.
1b05190069	А оце писа́ння, що написане: Мене́, мене́, теке́л упарсі́н.
1b051a0093	Ось розв'язка цієї речі: „Мене́“ — порахував Бог царство твоє, і покінчи́в його.
1b051b006b	„Теке́л“ — ти зва́жений на вазі́, і знайдений леге́ньким.
1b051c007f	„Пере́с“ — поді́лене царство твоє, і ві́ддане мі́дянам та пе́рсам“.
1b051d011b	Тоді наказав Валтаса́р, і надягли́ на Даниїла пурпу́ру, а золотого ланцюга́ — на шию його, і розголоси́ли про нього, що він бу́де третім пануючим у царстві.
1b051e005d	Тієї ж ночі був забитий Валтаса́р, цар халдейський.
1b051f007f	А мі́дянин Да́рій оде́ржав царство в віці шостидесяти́ й двох ро́ків.
1b060100bc	Сподо́балося Дарієві, і він поставив над царством сто й двадцять сатра́пів, щоб були над усім царством.
1b060200e7	А вище від них — три найвищі урядники, що одним із них був Даниїл, яким ці сатра́пи здавали звіт, а цар щоб не був пошкодо́ваний.
1b06030101	Тоді цей Даниїл блищав над найвищими урядниками та сатра́пами, бо в ньому був високий дух, і цар заду́мував поставити його над усім царством.
1b0604017c	Тоді найвищі урядники та сатра́пи стали шукати причини оска́ржити Даниїла в справі царства, але жодної причини чи ва́ди знайти не могли́, бо той був вірний, і жодна по́милка чи вада не була зна́йдена на нього.
1b060500e1	Тоді ці люди сказали: „Ми не зна́йдемо на цього Даниїла жодної причини, якщо не зна́йдемо проти нього в зако́ні його Бога“.
1b060600bd	Тоді найвищі урядники та ті сатра́пи поспішили до царя, і так йому говорили: „Ца́рю Да́ріє, живи навіки!
1b0607020b	Нара́дилися всі найвищі урядники царства, заступники та сатра́пи, радники та підсатрапи встановити царську́ постанову та видати заборо́ну, щоб аж до тридцяти день кожен, хто буде просити яке проха́ння від якогобудь бога чи люди́ни, крім від тебе, о ца́рю, був уки́нений до ле́в'ячої ями.
1b0608010a	Тепер, ца́рю, затверди́ цю заборону, і напиши це писа́ння, яке не могло б бути змінене за зако́ном мі́дян та персів, що не міг би бути відмі́нений“.
1b0609005a	Тому́ цар Дарій написав це писа́ння та заборо́ну.
1b060a01d4	А Даниїл, коли довідався, що було написане те писа́ння, пішов до свого дому, — а ві́кна його в його го́рниці були відчинені навпроти Єрусалиму, і в три уста́лені порі́ на день він па́дав на свої коліна, і молився та сла́вив свого Бога, бо робив так і перед тим.
1b060b009c	Тоді ці мужі поспішили до нього, і знайшли Даниїла, що він просив та благав свого Бога.
1b060c025d	Тоді вони підійшли й розповіли́ перед царем про царську́ заборону: „Чи ж не написав ти заборони, що кожна люди́на, яка буде просити аж до тридцяти день від якогобудь бога чи люди́ни, окрім від тебе, ца́рю, буде вкинена до ле́в'ячої ями?“ Цар відповів та й сказав: „Це слово певне, як право мі́дян та персів, що не може бути відмінене“.
1b060d0176	Тоді вони відповіли́ та й сказали перед царем: „Даниїл, що з вигна́ння Юдиних синів, не звернув уваги на тебе, о ца́рю, та на заборону, яку написав ти, і в три уста́лені порі́ на день приносить свою молитву“.
1b060e010e	Тоді цар, як почув це слово, сильно засмути́вся, і звернув свою думку на Даниїла, щоб його врятувати, і аж до за́ходу сонця силувався ви́зволити його.
1b060f013b	Того ча́су ці мужі поспішили до царя, і говорили цареві: „Знай, ца́рю, що за правом мі́дян та персів усяка заборона та постанова, яку цар устано́вить, не може бути змі́нена“.
1b06100118	Тоді цар звелів, і привели́ Даниїла, та й кинули до ле́в'ячої ями. Цар заговорив і сказав Даниїлові: „Твій Бог, що ти Йому служиш, Він за́вжди врятує тебе!“
1b06110128	І прине́сений був один камінь, і був покладений на о́твір ями, а цар запеча́тав її своєю печаткою та печаткою своїх вельмо́ж, що не бу́де змінена Даниїлова справа.
1b061200e6	Тоді цар пішов до свого пала́цу, і провів ніч у по́сті, і до нього не впроваджено нало́жниці, а сон його помандрува́в від нього.
1b06130095	Того ча́су цар устав за зірни́ці на світа́нку, і в по́спіху пішов до ле́в'ячої ями.
1b0614016f	А як цар наближа́вся до ями, до Даниїла, то кликнув сумним голосом. Цар заговорив та й сказав до Даниїла: „Даниїле, ра́бе Бога Живого, чи твій Бог, Якому ти за́вжди служиш, міг урятувати тебе від ле́вів?“
1b0615005f	Тоді Даниїл заговорив із царем: „Ца́рю, навіки живи!
1b06160135	Мій Бог послав Свого Ангола, і позамикав па́щі ле́вів, і вони не пошко́дили мені, бо перед Ним зна́йдено було мене невинним, а також перед тобою, ца́рю, я не зробив шкоди“.
1b06170113	Тоді цар сильно зрадів, і сказав вивести Даниїла з ями. І Даниїл був ви́ведений з ями, і жодної шкоди не зна́йдено на ньому, бо він вірував у Бога свого́.
1b06180176	І сказав цар, і привели́ тих мужів, що доне́сли на Даниїла, і повкида́ли до ле́в'ячої ями їх, їхніх дітей та їхніх жіно́к. І вони не сягнули ще до дна ями, як леви вже похапа́ли їх, і поторо́щили всі їхні кості.
1b061900e0	Того ча́су цар Дарій написав до всіх наро́дів, племе́н та язи́ків, що ме́шкали по всій землі: „Нехай мир вам примно́житься!
1b061a0177	Від мене виданий нака́з, щоб у всьому панува́нні мого царства тремтіли та боялися перед Даниїловим Богом, бо Він Бог Живий і існує повіки, і царство Його не буде зруйно́ване, а панува́ння Його — аж до кінця.
1b061b00c8	Він рятує та визволя́є, і чинить зна́ки та чу́да на небі та на землі, Він урятував Даниїла від ле́в'ячої сили“.
1b061c0097	І той Даниїл мав пово́дження за царюва́ння Да́рія та за царюва́ння Кіра перського.
1b07010138	За першого року Валтаса́ра, царя вавилонського, бачив Даниїл сон та пророцьке видіння голови́ своєї на своєму ложі. Того ча́су записав він сон, сказавши з ньо́го головне́.
1b070200d1	Даниїл заговорив та й сказав: „Бачив я в своєму видінні вночі, аж ось чотири небесні вітри́ вдарили на Велике море.
1b07030076	І чотири великі зві́рі підняли́ся з моря, різні один від о́дного.
1b07040153	Передній був, як лев, а крила в нього орли́ні. Я бачив, аж ось були́ ви́рвані йому кри́ла, і він був пі́днятий від землі, і поста́влений на ноги, як люди́на, і серце лю́дське було йому да́не.
1b07050144	А ось звір інший, другий, подібний до ведме́дя, і був поста́влений на одно́му боці, і було три ребра в його па́щі між зуба́ми його. І йому сказали так: „Уставай, — їж багато м'яса!“
1b07060104	Пото́му я бачив, аж ось звір інший, мов панте́ра, а в нього на спи́ні чотири пташи́ні крила. Цей звір мав чотири голови, і була йому да́на вла́да.
1b070701d3	Пото́му я бачив у видіннях тієї ночі, аж ось четвертий звір, страшни́й і грізни́й, та надмірно міцни́й, і в нього великі залізні зуби. Він жер та торо́щив, а решту нога́ми своїми топта́в, і він різни́вся від усіх зві́рів, що були перед ним, і мав десять ро́гів.
1b0708017c	Я приглядався до тих ро́гів, аж ось поміж ними підні́сся ріг інший, мали́й, а три з тих передніх ро́гів були вирвані з коренем перед ним. І ось у того рога очі, як очі лю́дські, і уста, що говорили про великі речі.
1b0709016d	Я бачив, аж ось поставили престоли, і всівся Стари́й днями. Одежа Його — біла, як сніг, а воло́сся голови Його — немов чиста во́вна, а престол Його — огняне по́лум'я, коле́са Його — палахкотю́чий огонь.
1b070a0123	Огне́нна річка пливла́ й вихо́дила з-перед Нього; тисяча тисяч служили Йому́, і десять тисяч десятків тисяч стояли перед Ним; суд усівся, і розгорну́лися книги.
1b070b0134	Я бачив того ча́су, що від голосу великих слів, які цей ріг говорив, я бачив, аж ось був забитий той звір, і було́ погу́блене тіло його, і було́ ві́ддане на спа́лення огню́.
1b070c00cf	А решті тих зві́рів відняли́ їхнє панува́ння, а довгота́ в житті була́ їм да́на аж до уста́леного ча́су та години.
1b070d0105	Я бачив у видіннях но́чі, аж ось ра́зом з небесними хмарами йшов ніби Син Лю́дський, і прийшов аж до Старо́го днями, і Його підвели́ перед Нього.
1b070e015e	І Йому було дане панува́ння й слава та царство, і всі наро́ди, племе́на та язи́ки будуть служити Йому. Панува́ння Його — панува́ння вічне, яке не спи́ниться, а царство Його не буде зруйно́ване.
1b070f009a	Дух мій, Даниїлів, був засумо́ваний через це, і видіння голови моєї стурбува́ли мене.
1b07100116	Я набли́зився до одно́го з тих, що стояли, і поспита́вся від нього про істо́ту всього того. І він сказав мені, і познайо́мив мене з ро́зв'язкою цих рече́й.
1b07110076	Ці великі зві́рі, що їх чотири, — це чотири царі встануть з землі.
1b071200bd	І при́ймуть царство святі Всевишнього, і бу́дуть міцно держати царюва́ння аж навіки, і аж на віки віків.
1b0713015f	Тоді хотів я знати певне про четвертого зві́ра, що різни́вся від їх усіх, — він страшни́й, надмірний, зуби його залізні, а пазурі́ його мідяні́, він жер та торо́щив, а решту ногами своїми топтав,
1b07140156	і про десять ро́гів, що на його голові, і про іншого, що підні́сся, а три через нього випали, і про цього рога, що мав очі, а у́ста говорили про великі речі, а вид його більший від його дру́зів.
1b07150066	Я бачив, що цей ріг учинив бій зо святими, — і переміг їх.
1b071600d8	Аж ось прийшов Стари́й днями, і да́ний був суд святим Всевишнього, і надійшов умо́влений час, — і царство взяли́ святі.
1b07170123	Він так сказав: „Четвертий звір — четверте царство буде на землі, яке буде різни́тися від усіх царств, і пожере́ всю землю, і ви́молотить її та розторо́щить її.
1b07180103	А десять рогів визначають, що з того царства встане десять царів, а по них встане інший, що буде різни́тися від попередніх, і скине трьох царів.
1b07190174	І він буде говорити слова́ проти Всевишнього, і пригно́бить святих Всевишнього, і буде ду́мати позмінювати свята та права, і вони ві́ддані будуть у його руку аж до одно́го ча́су, і часі́в і половини ча́су.
1b071a0095	Та засяде суд, і скинуть його панування, щоб його знищити та ви́губити аж до кінця.
1b071b015a	А царство, і панува́ння, і ве́лич царств під усім небом буде да́не наро́дові святих Всевишнього. Його царство буде царство вічне, а всі панува́ння — Йому будуть служити й будуть слухня́ні“.
1b071c00ee	Аж по́ти кінець цього слова. Мене, Даниїла, сильно лякали думки́ мої, і зміни́лася ясність моя, але це слово я заховав у своїм серці.
1b080100cd	За третього року царюва́ння царя Валтаса́ра з'явилося мені, Даниїлові, видіння по то́му, що з'явилося мені перше.
1b08020102	І бачив я в видінні, — і сталося в моєму видінні, а я був у тверди́ні Шушані, що в окрузі Еламі, і бачив я в видінні, ніби я був над потоком Ула́й.
1b08030134	І звів я очі свої та й побачив, аж ось один бара́н стоїть перед потоком, і в нього два ро́ги. А оби́два ці роги високі, і один вищий від другого, а той вищий виріс наостанку.
1b0804016a	Я бачив барана́, що колов на за́хід, і на пі́вніч, і на пі́вдень, і жоден звір не міг стати проти нього, і не було ніко́го, хто б урятував від його руки. І він робив за своїм уподо́банням, і став величний.
1b08050116	І я придивлявся, аж ось козел з кіз прихо́дить із за́ходу по поверхні всієї землі, і не дотикається до землі. А той козел мав подобу рога між своїми очима.
1b080600e8	І прийшов він до того барана́, що мав ті два ро́ги, якого я бачив, що стояв перед потоком, і помча́в на нього в лютості своєї сили.
1b080701d8	І я бачив його, що він добіг аж до барана́, і роз'яри́вся на нього, та й ударив того барана́, і зламав йому ті два ро́ги, а в барана́ не було сили стати проти нього. І той кинув його на землю, і потоптав його, і не було ніко́го, хто б ви́рятував барана́ від його руки.
1b08080120	А козел з кіз став аж надто великий. А коли він зміцни́вся, то був зла́маний той великий ріг, а замість нього виросли чотири подо́би рога на чотири вітри́ неба.
1b080900c6	А з одно́го з них вийшов один мали́й ріг, і з мало́го став ду́же великий до пі́вдня, і до схо́ду, і до Пишно́ти.
1b080a00bc	І він побільши́вся аж до ві́йська небесного, і скинув на землю декого з ві́йська, із зір, і потопта́в їх.
1b080b00d4	І він побільши́вся аж до Вождя́ того ві́йська, і від Нього була́ віднята стала жертва, і покинене місце святині Його.
1b080c00df	І буде ві́ддане йому ві́йсько враз із щоденною службою через гріхи́, і він кине правду на землю, і зробить, і матиме у́спіх.
1b080d015c	І почув я одно́го святого, що говорив. А інший святий сказав до того́, що говорив: „Аж до́ки це видіння про сталу жертву та про нищівни́й гріх, до́ки святиня й ві́йсько ві́ддані на топта́ння?“
1b080e00ca	І відказав він мені: „Аж до двох тисяч і трьох сотень вечорі-вранків, — тоді буде ви́знана очи́щеною святиня“.
1b080f00af	І сталося, коли я, Даниїл, бачив те видіння, і шукав зна́чення його, ось став передо мною ніби муж.
1b081000c0	І почув я поміж берегами Ула́ю лю́дський голос, що кликнув і сказав: „Гавриїле, виясни йому це виді́ння!“
1b08110126	І він прийшов туди, де я стояв, а коли він прийшов, я настра́шився й упав на обличчя своє. І сказав він мені: „Зрозумій, сину лю́дський, бо на час кінця це видіння!“
1b081200e9	А коли він говорив зо мною, я зомлів, і припав своїм обличчям до землі, але він діткну́вся до мене, і поставив мене на моєму місці,
1b081300ba	та й сказав: „Ось я об'являю тобі, що́ буде в кінці́ гніву, бо на кінець призна́ченого ча́су це видіння.
1b08140086	Той баран, якого ти бачив, що мав ті два ро́ги, — це царі мі́дян та пе́рсів.
1b081500a1	А козел, той волоха́тий, це цар Греції, а той великий ріг, що між очима його, це перший цар.
1b081600df	А той зла́маний ріг, і що стали на його місці чотири, — це чотири царства постануть із цього наро́ду, але вже не в його силі.
1b081700c5	А в кінці їхнього царства, коли покінча́ть своє ті грішники, постане цар наха́бний та вправний у пі́дступах.
1b081800fd	І зміцніє його сила, але не його власною силою, і дивно ви́нищить він, і буде мати у́спіх, і ді́ятиме. І винищить він сильних і наро́д святих.
1b08190171	А через свою мудрість буде мати у́спіх, ома́на буде в його руці, і він звели́читься в своє́му серці. І в часі миру він понищить багатьо́х, і повстане на Влади́ку над владиками, але без руки буде зла́маний.
1b081a00dc	А видіння вечора та ра́нку, про яке було сказано, це правда, та ти сховай це видіння, бо воно відно́ситься на далекі часи́.
1b081b00f5	А я, Даниїл, знемігся й заслаб на кілька днів. І встав я, і робив царе́ву працю, і остовпі́в з того видіння, але ніхто того не завва́жив.“
1b090100b9	За першого року Дарія, Ахашверо́шового сина, з насіння мі́дян, що зацарював над халдейським царством,
1b09020142	за першого року його царюва́ння я, Даниїл, бачив у книгах число тих ро́ків, про які було́ Господнє слово до пророка Єремії, — що спо́вниться для руїн Єрусалиму сімдеся́т ро́ків.
