0100000008	Génesis
29070b008c	Pero ustedes dicen: Si un hombre dice al padre o a la madre: Cualquier cosa mía que te fuera beneficiosa es corbán, es decir, una ofrenda,
29070c003b	ya nada le dejan hacer para ayudar a su padre o a su madre.
29070d0070	Así invalidan la Palabra de Dios con su tradición que transmitieron, y hacen muchas cosas semejantes a éstas.
29070e004a	Al llamar otra vez a la multitud, les dijo: Escúchenme y entiendan todos:
29070f006d	Nada de lo que viene de afuera puede contaminar al hombre, pero las cosas que salen del hombre lo contaminan.
2907110062	Cuando entró en una casa lejos de la multitud, sus discípulos le preguntaron sobre la parábola.
2907120083	Y les preguntó: ¿Así que ustedes tampoco lo entienden? ¿No entienden que todo lo que entra en el hombre no lo puede contaminar,
2907130073	pues no entra en su corazón, sino en el estómago, y sale a la letrina? [Así] reconoció como puro todo alimento.
290714002e	Y decía: Lo que sale del hombre lo contamina.
290715007a	Porque de adentro, del corazón de los hombres, salen los malos [pensamientos]: inmoralidades sexuales, robos, homicidios,
290716006a	adulterios, avaricias, perversidades, engaño, sensualidad, envidia, maledicencia, arrogancia, insensatez.
290717003d	Todas estas maldades salen de adentro y contaminan al hombre.
2907180077	De allí Él fue a la región de Tiro y entró en una casa. Quería que nadie [lo] supiera, pero no pudo quedar oculto.
2907190076	Una mujer cuya hijita tenía un espíritu impuro supo con respecto a Él. De inmediato llegó y se postró a sus pies.
29071a0062	La mujer era griega, de nacimiento sirofenicio. Le rogó que echara fuera el demonio de su hijita.
29071b0084	Pero [Jesús] le dijo: Deja que los hijos se sacien primero, porque no es bueno tomar el pan de los hijos y echarlo a los perrillos.
29071c0070	Pero ella contestó: Señor, también los perrillos comen las migajas [que caen] debajo de la mesa de los hijos.
29071d0049	Él le respondió: Por lo que dijiste, vé. El demonio salió de tu hija.
29071e0056	Al llegar a su casa, halló a la niña acostada en la cama y el demonio había salido.
29071f0079	Al salir otra vez de la región de Tiro, fue por Sidón hacia el mar de Galilea, a través de las regiones de Decápolis.
2907200048	Le llevaron un sordo y tartamudo, y le rogaban que le impusiera la mano.
290721006c	Lo tomó a solas, aparte de la multitud, le metió los dedos en las orejas y al escupir, le tocó la lengua.
2907220060	Y al mirar al cielo, suspiró profundamente y le ordenó: Effatha, lo cual traduce, sé abierto.
2907230052	Entonces los oídos del sordo se abrieron, se le desató la lengua y hablaba bien.
2907240064	Les ordenó que a ninguno se lo dijeran, pero cuanto más les ordenaba, mucho más [lo] proclamaban.
2907250067	Estaban muy maravillados y decían: ¡Todo lo hizo bien! ¡Hace oír a los sordos y hablar a los mudos!
290801007e	En aquellos días, cuando de nuevo estaba presente una gran multitud que no tenían qué comer, Jesús dijo a sus discípulos:
2908020057	Tengo compasión de la multitud. Hace tres días están conmigo y no tienen qué comer.
290803005f	Si los envío en ayunas a su casa, se desmayarán en el camino, y algunos vinieron desde lejos.
2908040075	Sus discípulos le preguntaron: ¿De dónde podrá alguno satisfacer de pan a éstos aquí en una región despoblada?
290805003f	Y les preguntó: ¿Cuántos panes tienen? Ellos dijeron: Siete.
29080600a4	Mandó a la multitud que [se] recostara en la tierra. Tomó los siete panes, dio gracias, los partió y daba a sus discípulos para que los sirvieran a la multitud.
290807005f	[También] tenían unos pececillos. Después de dar gracias, mandó que también los sirvieran.
290808005c	Comieron y se saciaron. Recogieron siete canastas de la abundancia de trozos [que sobraron].
290809002f	[Comieron] como 4.000 [hombres]. Los despidió.
29080a0055	De inmediato subió a la barca con sus discípulos y fue a las regiones de Dalmanuta.
29080b0067	Entonces llegaron unos fariseos que discutían con Él y le pedían una señal del cielo para probarlo.
29080c008f	Después de un profundo suspiro, dijo: ¿Por qué esta generación pide señal? En verdad les digo: Ninguna señal se dará a esta generación.
29080d003b	Los dejó, embarcó otra vez y salió hacia la otra orilla.
29080e0047	[Los discípulos] olvidaron llevar pan, y en la barca solo tenían uno.
29080f005b	Y [Jesús] dijo: Les advierto, cuídense de la levadura de los fariseos y de la de Herodes.
290810003a	Discutían entre ellos: [Dice esto] porque no tenemos pan.
290811008e	Al entenderlo, les preguntó: ¿Por qué piensan ustedes que no tienen pan? ¿Aún no perciben ni comprenden? ¿Tienen endurecido su corazón?
2908120049	Tienen ojos, ¿y no miran? Tienen oídos, ¿y no escuchan? ¿No recuerdan
290813006f	cuántos cestos llenos de trozos recogieron cuando partí los cinco panes entre los 5.000? Le respondieron: 12.
290814007b	Cuando [repartí] los siete [panes] entre los 4.000, ¿cuántas canastas llenas de trozos recogieron? Y contestaron: Siete.
2908150023	Les preguntó: ¿Aún no entienden?
290816004c	Cuando llegaron a Betsaida, le llevaron un ciego y le rogaban que lo tocara.
2908170090	Él tomó al ciego de la mano y lo llevó a las afueras de la aldea. Escupió en los ojos de él, le puso las manos y le preguntaba: ¿Ves algo?
290818003a	Al mirar, dijo: Veo a los hombres como árboles que andan.
290819007a	Le puso otra vez las manos sobre los ojos. [El ciego] miró fijamente y se restableció. Vio todas las cosas con claridad.
29081a003e	[Jesús] lo envió a su casa y le dijo: No entres en la aldea.
29081b0099	Jesús salió con sus discípulos hacia las aldeas de Cesarea de Filipo. En el camino preguntó a sus discípulos: ¿Quién dicen los hombres que soy Yo?
29081c0069	Ellos le respondieron: [Unos dicen que eres] Juan el Bautista. Otros, Elías. Otros, uno de los profetas.
29081d0060	Él les preguntó: ¿Y ustedes, quién dicen que soy Yo? Pedro respondió: ¡Tú eres el Cristo!
29081e0036	Les ordenó con severidad que a nadie hablaran de Él.
29081f00d3	Comenzó a enseñarles: El Hijo del Hombre tiene que padecer muchas cosas. Será desechado por los ancianos, los principales sacerdotes y los escribas. Será ejecutado, y después de tres días será resucitado.
2908200048	Con claridad les habló. Pedro lo tomó aparte y comenzó a reprenderlo.
29082100b5	Entonces Él, al dar la vuelta y mirar a sus discípulos, reprendió a Pedro: ¡Colócate detrás de Mí, Satanás, pues no piensas en las cosas de Dios, sino en las de los hombres!
2908220089	Después de llamar a la gente y a sus discípulos, les dijo: Si alguno quiere seguirme, niéguese a sí mismo, levante su cruz y sígame.
290823008c	Porque el que quiera salvar su vida, la perderá, pero cualquiera que pierda su vida por causa de Mí y de las Buenas Noticias, la salvará.
290824004c	Porque, ¿qué aprovecha a un hombre si gana todo el mundo y pierde su alma?
2908250031	¿O qué puede dar un hombre a cambio de su alma?
29082600ca	El que se avergüence de Mí y de mis Palabras en esta generación adúltera y pecadora, también el Hijo del Hombre se avergonzará de él cuando venga en la gloria de su Padre con los santos ángeles.
29090100a7	También les habló: En verdad les digo que hay algunos de los que están aquí que de ningún modo padezcan muerte hasta que vean que el reino de Dios vino con poder.
2909020084	Seis días después, Jesús tomó con Él a Pedro, Jacobo y Juan y los llevó a una montaña alta. Se transfiguró delante de ellos.
290903006a	Sus ropas se volvieron resplandecientes y tan blancas como ningún blanqueador en la tierra puede hacerlo.
290904003b	Les apareció Elías con Moisés, y conversaban con Jesús.
2909050098	Pedro intervino y dijo a Jesús: Maestro, es bueno que nosotros estemos aquí. Hagamos tres cobertizos: uno para Ti, uno para Moisés y uno para Elías.
2909060038	Porque no sabía qué decir, pues estaban aterrorizados.
290907006b	Apareció una nube que los cubrió, y una voz desde la nube dijo: Éste es mi Hijo amado. ¡Escuchen a Él!
2909080054	Súbitamente, cuando miraron alrededor, a nadie vieron sino a Jesús solo con ellos.
2909090094	Al bajar ellos de la montaña, les mandó que a nadie dijeran lo que vieron, sino cuando el Hijo del Hombre fuera resucitado de entre [los] muertos.
29090a005b	Guardaron la Palabra para ellos, y discutían qué sería resucitar de entre [los] muertos.
29090b004c	Le preguntaron: ¿Por qué dicen los escribas que Elías debe venir primero?
29090c00b7	Él les respondió: Elías en verdad, al venir primero, restauraría todas las cosas. ¿Por qué está escrito con respecto al Hijo del Hombre que padecería mucho y sería desechado?
29090d0061	Pero les digo que Elías ya vino, y le hicieron todo lo que quisieron, como está escrito de él.
29090e0088	Cuando llegaron a donde estaban los discípulos, vieron una gran multitud alrededor de ellos y a unos escribas que discutían con ellos.
29090f0057	De inmediato, al verlo, toda la multitud se asombró y corrió hacia Él. Lo saludaron.
2909100029	Les preguntó: ¿Qué discuten con ellos?
290911005a	Uno de la multitud le respondió: Maestro, te traje a mi hijo que tiene un espíritu mudo.
2909120096	Lo derriba dondequiera que lo ataca, echa espumarajos, cruje los dientes y se pone rígido. Rogué a tus discípulos que lo echaran, pero no pudieron.
2909130088	Él respondió: ¡Oh generación incrédula! ¿Hasta cuándo estaré con ustedes? ¿Hasta cuándo tendré que soportarlos? Tráiganmelo.
2909140086	Lo llevaron ante Él. Cuando el espíritu lo vio, en seguida lo convulsionó. Al caer en la tierra, se revolcaba y echaba espumarajos.
2909150054	Preguntó a su padre: ¿Desde cuándo le sucede esto? Y él respondió: Desde niño.
2909160088	Muchas veces también lo echaba al fuego y al agua para destruirlo. Pero, si algo puedes [hacer], ayúdanos. Ten compasión de nosotros.
2909170052	Jesús le preguntó: ¿Si puedes? ¡Todas las cosas son posibles para el que cree!
290918004a	De inmediato el padre del muchacho clamó: ¡Creo! ¡Ayuda mi falta de fe!
29091900b3	Entonces Jesús, cuando vio que una multitud se reunía de golpe, reprendió al espíritu impuro y dijo: Espíritu mudo y sordo. Yo te mando: ¡Sal de él y no entres más en él!
29091a0073	Después de gritar y convulsionar mucho, salió. Y éste quedó como muerto, de manera que decían: ¡Está muerto!
29091b0041	Pero Jesús, lo tomó de la mano, [lo] enderezó y [lo] levantó.
29091c007b	Cuando Él entró en una casa, sus discípulos le preguntaron en privado: ¿Por qué nosotros no fuimos capaces de echarlo?
29091d0052	Y les contestó: Este género con nada puede salir sino en conversación con Dios.
29091e0048	Al salir de allí, iban por Galilea, y no quería que alguno lo supiera.
29091f009c	Enseñaba a sus discípulos: El Hijo del Hombre será entregado en manos de hombres y lo matarán. Pero tres días después de ser asesinado, se levantará.
2909200041	Pero ellos no entendían lo que les decía y temían preguntarle.
2909210062	Llegaron a Cafarnaúm, y cuando estaban en la casa les preguntaba: ¿Qué discutían en el camino?
2909220059	Pero ellos callaban, porque en el camino discutieron unos con otros cuál era [el] mayor.
2909230074	Se sentó, llamó a los 12 y les dijo: Si alguno quiere ser el primero tiene que ser el último y servidor de todos.
2909240052	Tomó a un niño, lo puso en medio de ellos, y al tomarlo en sus brazos, les dijo:
2909250090	Cualquiera que reciba a un niño como éste en mi Nombre, a Mí me recibe. Cualquiera que me reciba, no me recibe a Mí, sino a Quien me envió.
2909260071	Juan le dijo: Maestro, vimos a uno que echaba fuera demonios en tu Nombre y le prohibimos, porque no nos seguía.
2909270075	Pero Jesús respondió: No le prohíban, porque nadie hay que haga un milagro en mi Nombre y pronto hable mal de Mí.
2909280042	Porque el que no está contra nosotros, está a favor de nosotros.
2909290082	Cualquiera, pues, que les dé un vaso de agua, porque son de Cristo, en verdad les digo: Que de ningún modo pierda su recompensa.
29092a00a2	Cualquiera que haga tropezar a uno de estos pequeños que creen, bueno es más bien que le sea colgada una piedra de molino de asno al cuello y sea echado al mar.
29092b008a	Si tu mano te causa tropiezo, córtala. Mejor te es entrar manco en la vida, que con las dos manos ir al infierno, al fuego inextinguible.
29092d0079	Y si tu pie te causa tropiezo, córtalo. Más te vale entrar cojo en la vida que con los dos pies ser echado al infierno.
29092f0081	Si tu ojo te causa tropiezo, sácalo. Mejor te es entrar tuerto en el reino de Dios, que con los dos ojos ser echado al infierno,
2909300039	donde el gusano de ellos no muere y el fuego no se apaga.
2909310023	Porque todo será salado con fuego.
290932008d	Buena es la sal, pero si la sal se vuelve insípida, ¿con qué la sazonarán? Tengan sal en ustedes mismos, y [vivan] en paz unos con otros.
290a010097	Cuando salió de allí fue a las regiones de Judea, al otro lado del Jordán. Otra vez la multitud se reunió con Él. Les enseñaba como de costumbre.
290a02006b	Los fariseos se acercaron para tentarlo y le preguntaban si es lícito que un hombre repudie a [su] esposa.
290a03002d	Él les preguntó: ¿Qué les mandó Moisés?
290a040052	Ellos respondieron: Moisés permitió escribir certificado de divorcio y repudiar.
290a05005b	Pero Jesús les dijo: Por la dureza del corazón de ustedes les escribió este mandamiento,
290a06004b	pero desde [el] principio de [la] creación [Dios] los hizo hombre y mujer.
290a07004b	Por esto dejará [el] hombre a su padre y a su madre, se unirá a su esposa
290a08004d	y los dos serán un solo cuerpo. Así que ya no son dos, sino un solo cuerpo.
290a090035	Por tanto lo que Dios unió no [lo] separe un hombre.
290a0a003e	En la casa sus discípulos volvieron a preguntarle sobre esto.
290a0b0055	Y les dijo: Cualquiera que repudie a su esposa y se case con otra, adultera con ella.
290a0c0039	Si ella repudia a su esposo y se casa con otro, adultera.
290a0d0062	Le llevaban niños para que los tocara, pero los discípulos reprendían a [los que los llevaban].
290a0e007c	Jesús vio esto, se indignó y dijo: Dejen que los niños vengan a Mí. No les impidan, porque de ellos es el reino de Dios.
290a0f0069	En verdad les digo que el que no recibe el reino de Dios como un niño, que de ningún modo entre en él.
290a10004a	Al tomarlos en sus brazos, los bendecía y colocaba las manos sobre ellos.
290a11008a	Cuando Él salió al camino, uno llegó de prisa, se postró ante Él y le preguntó: Maestro bueno, ¿qué hago para heredar vida eterna?
290a120052	Jesús le contestó: ¿Por qué me llamas bueno? Ninguno es bueno, sino Uno: Dios.
290a130083	Sabes los Mandamientos: No asesines, no adulteres, no robes, no des falso testimonio, no defraudes y honra a tu padre y a tu madre.
290a140045	Él le dijo: Maestro, todas esas cosas he guardado desde mi juventud.
290a1500b1	Entonces Jesús fijó su mirada en él, lo amó y le dijo: Una cosa te falta. Vé, vende todo lo que tienes, da a [los] pobres, y tendrás tesoro en [el] cielo. Y ven, sígueme.
290a16005f	Pero él se entristeció por estas palabras y salió afligido, porque tenía muchas posesiones.
290a170082	Jesús miró a su alrededor y dijo a sus discípulos: ¡Cuán difícilmente entrarán en el reino de Dios los que tienen riquezas!
290a180080	Los discípulos se asombraron por sus palabras. Entonces Jesús replicó: Hijos, ¡cuán difícil es entrar en el reino de Dios!
290a19005b	Es más fácil pasar un camello por un ojo de aguja que un rico entrar en el reino de Dios.
290a1a0053	Pero ellos se asombraron aún más y [se] decían: ¿Quién, pues, puede ser salvo?
290a1b0079	Jesús los miró y dijo: Para los hombres es imposible, pero para Dios no. Porque todas las cosas son posibles para Dios.
290a1c004d	Pedro tomó la palabra: Mira, nosotros dejamos todas las cosas y te seguimos.
290a1d009e	Jesús respondió: En verdad les digo: Nadie hay quien deje casa, hermanos, hermanas, madre, padre, hijos o granjas por causa de Mí y de las Buenas Noticias,
290a1e00a8	que no reciba 100 veces más en este tiempo: casa, hermanos, hermanas, madre, padre, hijos o granjas, aunque con persecuciones, y en la era que viene, [la] vida eterna.
290a1f003b	Pero muchos primeros serán últimos, y últimos, primeros.
290a2000cf	Iban por el camino que sube a Jerusalén, y Jesús iba adelante. Los que lo seguían estaban asombrados y atemorizados. Al tomar otra vez a los 12 con Él, comenzó a decirles las cosas que iban a sucederle:
290a2100a9	Miren, subimos a Jerusalén, y el Hijo del Hombre será entregado a los principales sacerdotes y a los escribas. Lo condenarán a muerte y lo entregarán a los gentiles.
290a22005f	Lo ridiculizarán, escupirán, azotarán y matarán. Pero después de tres días se levantará.
290a230074	Jacobo y Juan, hijos de Zebedeo, se acercaron a Él y le dijeron: Maestro, queremos que nos hagas lo que te pidamos.
290a240031	Y Él les preguntó: ¿Qué quieren que les haga?
290a250069	Ellos le respondieron: Concédenos que en tu gloria nos sentemos uno a tu derecha, y otro a tu izquierda.
290a26009f	Pero Jesús les respondió: No saben [ustedes lo] que piden. ¿Pueden beber la copa que Yo bebo, o ser bautizados con el bautismo con el cual Yo soy bautizado?
290a270096	Y ellos le dijeron: Podemos. Entonces Jesús les dijo: La copa que Yo bebo beberán, y con el bautismo con el cual Yo soy bautizado serán bautizados,
290a28006f	pero sentarse a mi derecha o a mi izquierda, no me corresponde dar, sino a aquellos para quienes fue preparado.
290a290047	Cuando los otros 10 oyeron a Jacobo y a Juan, se enojaron contra ellos.
290a2a009f	Jesús los llamó y les dijo: Ustedes saben que los que suponen gobernar las naciones ejercen dominio sobre ellas, y los grandes les hacen sentir su autoridad.
290a2b0058	Pero entre ustedes no es así. El que quiera ser grande entre ustedes será su servidor,
290a2c0041	y el que quiera ser primero entre ustedes será esclavo de todos.
290a2d0067	Porque aun el Hijo del Hombre no vino a ser servido, sino a servir y dar su vida en rescate por muchos.
290a2e00aa	Llegaron a Jericó. Cuando Él salía de Jericó con sus discípulos y una gran multitud, un mendigo ciego llamado Bartimeo, hijo de Timeo estaba sentado junto al camino.
290a2f0068	Al oír que era Jesús el nazareno, comenzó a clamar: ¡Jesús, Hijo de David, ten misericordia de mí!
290a30006e	Muchos lo reprendían para que callara, pero él clamaba mucho más: ¡Hijo de David, ten misericordia de mí!
290a310067	Jesús se detuvo y dijo: Llámenlo. Llamaron al ciego y le dijeron: No temas. Levántate. Él te llama.
290a32003e	Entonces él tiró su ropa externa, saltó y fue hacia Jesús.
290a33005b	Jesús le preguntó: ¿Qué quieres que te haga? Y el ciego le contestó: Maestro, que vea.
290a340067	Jesús le dijo: Ve. Tu fe te sanó. Y al instante recobró la vista, y seguía [a Jesús] en el camino.
290b01007f	Cuando llegaron cerca de Jerusalén por Betfagé y Betania, frente a la Montaña de Los Olivos, envió a dos de sus discípulos
290b020088	y les dijo: Vayan a la aldea de en frente, y al entrar, hallarán un pollino atado en el cual nadie ha montado. Desátenlo y tráiganlo.
290b030068	Si alguien les pregunta: ¿Por qué hacen esto? Digan: El Señor lo necesita, y enseguida lo devolverá.
290b04004c	Fueron y hallaron un pollino en la calle atado a una puerta, y lo desataron.
290b050054	Pero algunos de los que estaban allí les preguntaron: ¿Porqué desatan el pollino?
290b060034	Ellos contestaron lo que Jesús dijo, y los dejaron.
290b07004c	Llevaron el pollino a Jesús, sobre el cual echaron sus ropas, y Él montó.
290b08005f	Muchos también extendieron sus ropas por el camino, y otros, ramas que cortaron de los campos.
290b090070	Los que iban adelante y los que [lo] seguían aclamaban: ¡Hosanna! ¡Bendito el que viene en Nombre del Señor!
290b0a0053	¡Bendito el reino de nuestro antepasado David que viene! ¡Hosanna en las alturas!
290b0b0085	[Jesús] entró al Santuario en Jerusalén y echó una mirada a su alrededor. Como la hora era avanzada, salió a Betania con los 12.
290b0c0044	Al día siguiente, cuando salieron de Betania, [Jesús] tuvo hambre.
290b0d008d	Al ver de lejos una higuera que tenía hojas, se acercó a ver si hallaba algún fruto, pero solo halló hojas porque no era tiempo de higos.
290b0e007f	Entonces Jesús dijo [a la higuera]: ¡De ahora en adelante para siempre, nadie coma fruto de ti! Y sus discípulos escuchaban.
290b0f00aa	Volvieron a Jerusalén. Entró en el Santuario y echó a los que vendían y compraban allí. Volcó las mesas de los cambistas y los asientos de los que vendían palomas.
290b100037	No permitía que llevaran objetos a través del Templo.
290b1100a7	Les enseñaba: ¿No está escrito: Mi Casa será llamada Casa de conversación con Dios para todas las naciones? Pero ustedes la convirtieron en una cueva de ladrones.
290b1200a0	Los sumos sacerdotes y los escribas oyeron a Jesús, y buscaban la manera de matarlo, pero tenían miedo porque la multitud estaba maravillada de su enseñanza.
290b130023	Al atardecer salieron de la ciudad.
290b140052	Cuando pasaron por la mañana, vieron que la higuera se secó desde [las] raíces.
290b15004c	Pedro recordó y le dijo: Maestro, mira, la higuera que maldijiste se secó.
290b160025	Jesús respondió: Tengan fe en Dios.
290b1700a5	En verdad les digo: Cualquiera que diga a esta montaña: Quítate de ahí y pásate al mar, y no dude en su corazón, sino crea que lo que habla sucede, se le hará.
290b180069	Por tanto les digo: Hablen con Dios todas las cosas y pidan. Crean que [las] recibieron, y se les harán.
290b19009d	Cuando perseveren en la conversación con Dios, si tienen algo contra alguien, perdonen, para que también su Padre celestial les perdone sus transgresiones.
290b1b0089	Volvieron a Jerusalén. Cuando [Jesús] caminaba en el Santuario se le acercaron los principales sacerdotes, los escribas y los ancianos.
290b1c0064	Le preguntaron: ¿Con cuál autoridad haces estas cosas? ¿Quién te dio la autoridad para hacerlas?
290b1d007f	Entonces Jesús les respondió: Les pregunto un asunto. Respóndanme y también les diré con cuál autoridad hago estas cosas:
290b1e0044	El bautismo de Juan, ¿era del cielo o de los hombres? Contéstenme.
290b1f0056	Consultaban entre ellos: Si decimos del cielo, [Él] dirá: ¿Por qué no le creyeron?
290b200071	Pero, ¿si decimos: De hombres...? Temían a la multitud, porque todos creían que Juan era realmente un profeta.
290b210066	Respondieron: No sabemos. Y Jesús les dijo: Tampoco Yo les digo con cuál autoridad hago estas cosas.
290c0100ad	Les habló en parábolas: Un hombre plantó una viña. La cercó, excavó un estanque debajo del lagar y edificó una torre. La arrendó a unos labradores y salió de viaje.
290c020066	A su debido tiempo envió un esclavo a los labradores para que le entregaran [su parte] de la cosecha.
290c03003c	Pero ellos lo golpearon y lo enviaron con las manos vacías.
290c04005b	De nuevo les envió otro esclavo, al cual golpearon en la cabeza y trataron con vergüenza.
290c050060	Envió otro y lo asesinaron. Y a muchos otros [atacaron:] golpearon a unos y asesinaron a otros.
290c060051	Tenía un hijo amado. Lo envió a ellos de último y dijo: Respetarán a mi hijo.
290c07005c	Pero los labradores se dijeron: Éste es el heredero. Matémoslo y la heredad será nuestra.
290c08003b	Lo atraparon, lo asesinaron y lo echaron fuera de la viña.
290c090063	¿Qué hará el señor de la viña? Vendrá y destruirá a los labradores y dará la viña a otros.
290c0a007d	¿Ni siquiera leyeron ustedes esta Escritura? Una piedra que los constructores desecharon Fue erigida como cabeza de ángulo.
290c0b004f	Ésta fue hecha de parte del Señor, Y es maravilloso ante los ojos de ustedes.
290c0c0093	Procuraban arrestarlo, porque comprendieron que dijo la parábola con referencia a ellos, pero tuvieron miedo a la multitud. Lo dejaron y salieron.
290c0d004e	Le enviaron algunos fariseos y herodianos para sorprenderlo en alguna palabra.
290c0e00f6	Llegaron y le dijeron: Maestro, sabemos que eres veraz y que no te inclinas a favor de nadie, pues no miras apariencia de hombres, sino enseñas en verdad el camino de Dios. ¿Es lícito pagar tributo a César, o no? ¿Que paguemos o no paguemos?
290c0f007c	Pero al entender la hipocresía de ellos, Él les preguntó: ¿Por qué me tientan? Tráiganme un denario para que [lo] vea.
290c10007e	Entonces ellos [lo] llevaron. Y les preguntó: ¿De quién es esta imagen y la inscripción? Ellos le respondieron: De César.
290c110071	Entonces Jesús les dijo: Paguen a César lo de César, y a Dios lo de Dios. Y [se] admiraron grandemente de Él.
290c12005b	Unos saduceos, quienes dicen que no hay resurrección, se acercaron a Él y le preguntaron:
290c130093	Maestro, Moisés nos escribió: Si un hombre muere y deja viuda sin hijos, que su hermano se case con la viuda y levante descendencia a su hermano.
290c14004f	Había siete hermanos. El primero tomó esposa, murió y no dejó descendencia.
290c150053	El segundo la tomó, y murió sin dejar descendencia. Lo mismo sucedió al tercero.
290c160066	Igual pasó con los siete: No dejaron descendencia. Después de morir todos, la mujer también murió.
290c170060	En la resurrección, ¿de cuál de ellos será esposa? Porque los siete la tuvieron como esposa.
290c180077	Jesús les preguntó: ¿Por el hecho de no entender las Escrituras y el poder de Dios, no están [ustedes] equivocados?
290c19007c	Porque cuando resuciten de entre los muertos, no se casan, ni son dados en matrimonio, sino son como ángeles en los cielos.
290c1a00b9	Pero en cuanto a que los muertos resucitan, ¿no leyeron [ustedes] en el rollo de Moisés lo de la zarza, cómo Dios le habló? Yo soy el Dios de Abraham, Dios de Isaac y Dios de Jacob.
290c1b004b	Él no es Dios de muertos, sino de vivos. [Ustedes] están muy equivocados.
290c1c0084	Uno de los escribas que los oyó discutir y oyó que les respondió bien, le preguntó: ¿Cuál es [el] primer Mandamiento de todos?
290c1d0058	Jesús respondió: El primero es: Oye, Israel, el Señor nuestro Dios, el Señor es Uno.
290c1e0069	Amarás al Señor tu Dios con todo tu corazón, con toda tu alma, con toda tu mente y con toda tu fuerza.
290c1f005c	[El] segundo es: Amarás a tu prójimo como a ti mismo. No hay Mandamiento mayor que éstos.
290c200062	El escriba le dijo: Bien, Maestro, con verdad dijiste que Él es Uno solo, y no hay otro sino Él;
290c2100a2	y amarlo con todo el corazón, con todo el entendimiento, con toda la fuerza y amar al prójimo como a él mismo, es más que todos los holocaustos y sacrificios.
290c220085	Jesús, al entender que respondió sabiamente, le dijo: No estás lejos del reino de Dios. Y ya nadie se atrevía a preguntarle algo.
290c23007b	Mientras Jesús enseñaba la Palabra en el Santuario, preguntó: ¿Cómo dicen los escribas que el Cristo es Hijo de David?
290c2400a0	El mismo David dijo por medio del Espíritu Santo: Dijo [el] Señor a mi Señor: Siéntate a mi mano derecha, hasta que ponga a tus enemigos debajo de tus pies.
290c25006c	Si el mismo David lo llama Señor, ¿en qué sentido es su Hijo? Y una gran multitud lo escuchaba con gusto.
290c260071	En su enseñanza, decía: Guárdense de los escribas, que anhelan andar con largas ropas y saludos en las plazas,
290c27005b	y ocupar [los] primeros asientos en las congregaciones y puestos de honor en los banquetes,
290c280088	que devoran las casas de las viudas y como excusa [hacen] largas conversaciones con Dios. Éstos recibirán una sentencia más rigurosa.
290c290084	Cuando se sentó al frente del arca de las ofrendas, observaba cómo la gente echaba cobre en el arca. Y muchos ricos echaban mucho.
290c2a004a	Al llegar una viuda pobre, echó dos blancas, equivalentes a un cuadrante.
290c2b0067	Llamó a sus discípulos y les dijo: En verdad les digo que esta pobre viuda echó más que los demás.
290c2c0070	Porque todos echaron de su abundancia, pero ella, de su pobreza, depositó todo lo que tenía, todo su sustento.
290d01007d	Cuando Él salió del Templo uno de sus discípulos le dijo: Maestro, ¡mira cuán grandes piedras y cuán grandes edificios!
290d02007d	Jesús le contestó: ¿Ves estos grandes edificios? Que de ningún modo quede aquí piedra sobre piedra que no sea derribada.
290d030085	Cuando Él estaba sentado en la Montaña de Los Olivos, frente al Santuario, Pedro, Jacobo, Juan y Andrés le preguntaban en privado:
290d04006d	Dinos, ¿cuándo sucederá esto? ¿Y cuál será la señal que indica que todas estas cosas se van a cumplir?
290d05003e	Entonces Jesús les respondió: Cuidado que nadie los engañe.
290d060044	Vendrán muchos en mi Nombre y dirán: Yo soy. Engañarán a muchos.
290d07006d	Cuando oigan de guerras y rumores de guerras, no se turben. Es necesario que sucedan, pero aún no es el fin.
290d0800ae	Porque se levantará nación contra nación, y reino contra reino. Habrá terremotos en diversas regiones. Habrá hambrunas. Estas cosas serán principio de dolores de parto.
290d0900ca	Pero ustedes tengan cuidado. Los entregarán a los tribunales supremos, los azotarán en congregaciones y serán puestos en pie delante de gobernadores y reyes por causa de Mí, para testimonio a ellos.
290d0a0048	Primero tienen que proclamarse las Buenas Noticias a todas las naciones.
290d0b00bf	Cuando los conduzcan para entregarlos, no se preocupen por lo que deben hablar, sino hablen lo que les sea dado en aquella hora. Porque no son ustedes los que hablan, sino el Espíritu Santo.
290d0c008f	[El] hermano entregará a su hermano a [la] muerte, y [el] padre al hijo, y [los] hijos se rebelarán contra [sus] progenitores y los matarán.
290d0d006e	[Ustedes] serán aborrecidos por todos a causa de mi Nombre, pero el que persevere hasta [el] fin será salvo.
290d0e0092	Pero cuando vean la [repugnancia] devastadora en pie donde no debe (el que lee, entienda), entonces los que estén en Judea huyan a las montañas.
290d0f0045	Quien esté en la azotea, no baje ni entre a recoger algo de su casa,
290d100037	y el que esté en el campo, no regrese a tomar su ropa.
290d110052	Pero, ¡ay de las que estén embarazadas y de las que amamanten en aquellos días!
290d12002c	Hablen con Dios para que no sea en invierno.
290d13009f	Porque aquellos días serán una tribulación como no hubo desde [el] principio de [la] creación que Dios hizo, hasta ahora y que de ningún modo haya jamás.
290d140069	Si el Señor no acortara aquellos días, nadie sería salvo, pero por causa de los escogidos los acortó.
290d150061	Entonces, si alguien les dice: ¡Mira, aquí está el Cristo! ¡Mira, está allí! No [lo] crean.
