2800000008	מתיו
3a021200c8	כִּי כַאֲשֶׁר הָיָה אִישׁ מַכְאֹבוֹת וִידוּעַ מַסָּה בְּנַפְשׁוֹ כֵּן יוּכַל לְהוֹשִׁיעַ בְּחוּנֵי מַסָּה׃
3a0301014b	עַל־כֵּן אַחַי אַנְשֵׁי קֹדֶשׁ חֲבֵרִים מַקְשִׁיבִים לִקְרִיאַת מָרוֹם הַבִּיטוּ פְנֵי מַלְאָכוֹ הַכֹּהֵן הַגָּדוֹל אֲשֶׁר לוֹ תִשָּׁבַע לְשׁוֹנֵנוּ הוּא הַמָּשִׁיחַ יֵשׁוּעַ׃
3a03020069	אֲשֶׁר נֶאֱמָן הוּא לְעֹשֵׂהוּ בְּכָל־בֵּיתוֹ כְּמשֶׁה׃
3a030300ac	כִּי־יָאֲתָה לּוֹ יֶתֶר שְׂאֵת עַל־משֶׁה כַּאֲשֶׁר בֹּנֵה בַיִת רַב כְּבוֹדוֹ מִן־הַבָּיִת׃
3a03040079	כִּי כָל־בַּיִת בָּנוּי בִּידֵי בֹנֶה וּבֹנֵה־כֹל הוּא אֱלֹהִים׃
3a030500ad	אָמְנָם משֶׁה כְּעֶבֶד נֶאֱמָן הָיָה בְכָל־בֵּיתוֹ לְעֵדוּת עַל־אֲמָרָיו אֲשֶׁק יֵאָמֵרוּן׃
3a030600e1	אַךְ הַמָּשִׁיחַ נֶאֱמָן כְּבֵן בְּבֵיתוֹ וּבֵיתוֹ אֲנָחְנוּ אִם רַק נֹאחֵז בְּמִבְטַחֵנוּ וְעֹז תִּקְוָתוֹ עַד־הַקֵּץ׃
3a030700a2	עַל־כֵּן כְּמוֹ שֶׁנֶּאֱמַר עַל־פִּי רוּחַ הַקֹּדֶשׁ הַיּוֹם אִם־בְּקֹלוֹ תִשְׁמָעוּ׃
3a0308007b	אַל־תַּקְשׁוּ לְבַבְכֶם כִּמְרִיבָה כְּיוֹם מַסָּה בַּמִּדְבָּר׃
3a03090097	אֲשֶׁר נִסּוּנִי אֲבוֹתֵיכֶם בְּחָנוּנִי גַּם־רָאוּ פָעֳלַי אַרְבָּעִים שָׁנָה׃
3a030a00a5	לָכֵן אָקוּט בַּדּוֹר הַהוּא וָאֹמַר תָּמִיד תֹּעֵי לֵבָב הֵם וְהֵם לֹא־יָדְעוּ דְרָכָי׃
3a030b0073	אֲשֶׁר־נִשְׁבַּעְתִּי בְאַפִּי אִם־יְבֹאוּן אֶל־מְנוּחָתִי׃
3a030c00c0	רְאוּ־נָא אַחַי גַּם־אַתֶּם פֶּן־יֵשׁ בָּכֶם לֵב רָע חֲסַר אֱמוּנָה לָסוּר מֵאַחֲרֵי אֱלֹהִים חַיִּים׃
3a030d0100	אַךְ הוֹכִיחוּ אִישׁ אֶת־רֵעֵהוּ יוֹם בְּיוֹם כָּל־עוֹד אֲשֶׁר יִקָּרֵא הַיּוֹם לְבִלְתִּי יִקֶשׁ לֵב אִישׁ מִכֶּם בְּנִכְלֵי חַטָּאתוֹ׃
3a030e00a5	כִּי חֲבֵרִים אֲנַחְנוּ לַמָּשִׁיח אִם רַק נֹאחֵז בְּמִבְטַחֵנוּ מֵהָחֵל וְעַד־כַּלֵּה׃
3a030f00a7	וְכַאֲשֶׁר נֶאֱמַר הַיּוֹם אִם־בְּקֹלוֹ תִשְׁמָעוּ אַל־תַּקְשׁוּ לְבַבְכֶם כִּמְרִיבָה׃
3a031000b4	וּמִי הָיוּ הַשֹּׁמְעִים בַּעֲלֵי הַמְּרִיבָה הֲלֹא כָל־הַיֹּצְאִים מִמִּצְרַיִם בְּיַד־משֶׁה׃
3a031100b5	וּבְמִי הִתְקוֹטֵט אַרְבָּעִים שָׁנָה הֲלֹא בַחַטָּאִים אֲשֶׁר פִּגְרֵיהֶם נָפְלוּ בַמִּדְבָּר׃
3a031200a6	וְעַל־מִי נִשְׁבַּע אִם־יְבֹאוּן אֶל־מְנוּחָתוֹ הֲלֹא עַל־אֵלֶּה אֲשֶׁר לֹא הֶאֱמִינוּ׃
3a03130080	וַאֲנַחְנוּ רֹאִים כִּי לֹא יָכְלוּ לָבֹא מִפְּנֵי חֹסֶר אֱמוּנָתָם׃
3a040100fd	עַל־כֵּן בְּהִוָּתֵר לָנוּ הַהַבְטָחָה לָבֹא אֶל־מְנוּחָתוֹ נִדְאַג לְנַפְשֵׁנוּ פֶּן־יֵחָשֵׁב אִישׁ מִכֶּם כִּמְאַחֵר לָבֹא שָׁמָּה׃
3a04020111	כִּי בְשׂרָה טוֹבָה בָּאָה גַּם־אֵלֵינוּ גַּם־אֲלֵיהֶם אַךְ הַדָּבָר אֲשֶׁר שָׁמְעוּ הֵם לֹא־הוֹעִיל לָהֶם כִּי לֹא הִתְעָרַב בֶּאֱמוּנַת לִבָּם׃
3a04030193	כִּי אֲנַחְנוּ הַמַּאֲמִינִים בָּאִים אֶל־מְנוּחָתוֹ כַּאֲשֶׁר אָמָר אֲשֶׁר־נִשְׁבַּעְתִּי בְאַפִּי אִם־יְבֹאוּן אֶל־מְנוּחָתִי וּמְנוּחָה זוּ הִיא מִן־הַמְּלָאכָה אֲשֶׁר נֶעֶשְׂתָה בְּהִוָּסֵד אֶרֶץ וְשָׁמָיִם׃
3a040400d6	כִּי עַל־יוֹם הַשְּׁבִיעִי אֹמֵר בְּמָקוֹם אַחֵר וַיִּשְׁבֹּת אֱלֹהִים בַּיּוֹם הַשְּׁבִיעִי מִכָּל־מְלַאכְתּוֹ׃
3a04050071	וּבַמָּקוֹם הַזֶּה יֹאמַר עוֹד אִם־יְבֹאוּן אֶל־מְנוּחָתִי׃
3a04060108	הַיֹּצֵא לָנוּ מִכָּל־זֶה כִּי יֵשׁ בָּאִים אֶל־הַמְּנוּחָה וְהַשֹּׁמְעִים אֶת־בְּשׂרָה טוֹבָה מֵרֹאשׁ לֹא־בָאוּ מִפְּנֵי חֹסֶר אֱמוּנָתָם׃
3a0407012d	וּלְקֵץ יָמִים רַבִּים הוֹסִיף וְיָעַד יוֹם אַחֵר בְּאָמְרוֹ עַל־פִּי דָוִד הַיּוֹם כְּמוֹ שֶׁנֶּאֱמַר הַיּוֹם אִם־בְּקֹלוֹ תִשְׁמָעוּ אַל־תַּקְשׁוּ לְבַבְכֶם׃
3a040800c9	כִּי אִלּוּ הֵבִיאָם יְהוֹשֻׁעַ אֶל־הַמְּנוּחָה הַנְּכוֹנָה לֹא הָיָה מְדַבֵּר אַחֲרֵי־כֵן עַל־יוֹם אַחֵר׃
3a04090064	וְלָכֵן עוֹד נִשְׁאַר יוֹם שַׁבָּתוֹן לְעַם אֱלֹהִים׃
3a040a00cb	כִּי הַבָּא אֶל־מְנוּחָתוֹ יִשְׁבֹּת מִמְּלַאכְתּוֹ כַּאֲשֶׁר גַּם־שָׁבַת אֱלֹהִים מִמְּלַאכְתּוֹ שֶׁלּוֹ׃
3a040b00c9	לָכֵן נִתְאַמְּצָה לָבֹא אֶל־הַמְּנוּחָה הַהִיא פֶּן־יִכָּשֶׁל אִישׁ בְּלֶכְתּוֹ בְּעִקְּבוֹת הַמַמְרִים׃
3a040c0116	כִּי־חַי דְּבַר אֱלֹהִים חָזָק וְחַד מִכָּל־חֶרֶב פִּיפִיּוֹת חֹצֵב וּבֹקֵעַ נֶפֶשׁ וָרוּחַ גַּם־מֹחַ וַעֲצָמוֹת וּבֹחֵן מַחְשְׁבוֹת לֵב וְיִצְרוֹ׃
3a040d00da	וְאֵין יְצוּר נֶעְלָם מִלְּפָנָיו אַךְ הַכֹּל חָשׂוּף וְגָלוּי לְעֵינֵי הַהוּא אֲשֶׁר עָלֵינוּ לָתֵת דִּין לְפָנָיו׃
3a040e0135	וְעַתָּה בִּהְיוֹת־לָנוּ כֹהֵן גָּדוֹל נַעֲלֶה עַד־מְאֹד אֲשֶׁר צָלַח אֶת־הַשָּׁמַיִם יֵשׁוּעַ בֶּן־אֱלֹהִים נִשְׁמְרָה אֶת־הַשְּׁבוּעָה אֲשֶׁר נִשְׁבַּעְנוּ לוֹ׃
3a040f0113	כִּי אֵין לָנוּ כֹהֵן גָּדוֹל אֲשֶׁר לֹא־יוּכַל לָחוּשׁ לְשִׁבְרֵנוּ אַחֲרֵי אֲשֶׁר גַּם־הוּא נִבְחַן בְּמַסּוֹת כָּמֹנוּ וְחֵטְא לֹא נִמְצָא־בוֹ׃
3a041000e8	עַל־כֵּן נִגְּשָׁה בְּפֶה מָלֵא אֶל־כִּסֵּא הָרַחֲמִים לָקַחַת חֶסֶד וְלִמְצֹא חֲנִינָה לַעֲזָר־לָנוּ לְעִתּוֹת בַּצָּרָה׃
3a0501010c	כִּי כָל־כֹּהֵן גָּדוֹל הַמּוּרָם מִבְּנֵי אָדָם נוֹעַד לַעֲמֹד לִפְנֵי אֱלֹהִים בְּעַד בְּנֵי אָדָם לְהַקְרִיב מִנְחָה וָזֶבַח עַל־חַטֹּאתָם׃
3a050200f7	וְהוּא מוּכָן לְהַרְגִּיעַ רִגְשַׁת נַפְשׁוֹ לְשֹׁגְגִים וּלְתֹעִים כִּי גַם־הוּא אֵין מְתֹם בִּבְשָׂרוֹ מִכַּף־רֶגֶל וְעַד־רֹאשׁ׃
3a05030098	בַּעֲבוּר זֹאת הָיָה עלָיו לְהַקְרִיב בְּעַד חַטַּאת נַפְשׁוֹ כְּמוֹ בְעַד הָעָם׃
3a050400ca	וְלֹא יִקַּח אִישׁ אֶת־הַכָּבוֹד הַזֶּה לְנַפְשׁוֹ כִּי אִם־אֶת־אֲשֶׁר יִבְחַר־בּוֹ הָאֱלֹהִים כְּאַהֲרֹן׃
3a05050118	כֵּן גַּם־הַמָּשִׁיחַ לֹא הִתְנַשֵּׂא מִנַּפְשׁוֹ לִהְיוֹת כֹּהֵן גָּדוֹל כִּי אִם־עַל־פִּי הָאֹמֵר אֵלָיו בְּנִי אַתָּה אֲנִי הַיּוֹם יְלִדְתִּיךָ׃
3a050600ad	וְכַאֲשֶׁר אָמַר גַּם־בְּמָקוֹם אַחֵר אַתָּה־כֹהֵן לְעוֹלָם עַל־דִּבְרָתִי מַלְכִּי־צֶדֶק׃
3a05070155	אֲשֶׁר בִּימֵי מְגּוּרָיו בִּבְשָׂרוֹ הִקְרִיב תְּפִלּוֹת וְתַחֲנוּנִים בְּקוֹל שַׁוְעָתוֹ וְדִמְעָתוֹ לִפְנֵי שַׂגִּיא כֹחַ יְחַלְּצֶנּוּ מִמָּוֶת וַיֵּעָתֵר־לוֹ עֵקֶב יִרְאָתוֹ׃
3a05080085	וְאַף בִּהְיוֹתוֹ בֵן לֻמַּד בְּסִבְלֹתָיו לִשְׁמֹעַ בְּקוֹל מְצַוֶּה׃
3a0509008e	וּבְהִמָּצְאוֹ שָׁלֵם הָיָה לְכָל־שֹׁמְעָיו לִמְקוֹר תְּשׁוּעַת עוֹלָמִים׃
3a050a008a	וּפִי אֱלֹהִים יִקֳּבֶנּוּ כֹּהֵן גָּדוֹל עַל־דִּבְרָתִי מַלְכִּי־צֶדֶק׃
3a050b00b4	עַל־זֶה יֶשׁ־לָנוּ הַרְבֵּה לְדַבֵּר וְדֵי־בָאֵר כָּבֵד מִמֶּנּוּ בִּהְיוֹתְכֶם עַרְלֵי־אֹזֶן׃
3a050c018d	כִּי תַחַת אֲשֶׁר הָיָה עֲלֵיכֶם לִהְיוֹת מוֹרִים בְּרֹב הַיָּמִים נָחוּץ הַדָּבָר עַתָּה לָשׁוּב לְחַוֹּת דַּעַת לָכֶם מָה הֵמָּה אַבְנֵי פִנָּה בְּתוֹרַת אֱלֹהִים וּנְכֹנִים אַתֶּם לְחָלָב וְלֹא לְלֶחֶם שָׁמֵן׃
3a050d009a	כִּי כָל־מִי אֲשֶׁר חָלָב מְזוֹנוֹ אֵין לוֹ דֵעָה בְדִבְרֵי צֶדֶק כִּי עוֹלֵל הוּא׃
3a050e00ca	וְלֶחֶם שָׁמֵן לִשְׁלֵמִים אֲשֶׁר הַסְכֵּן הִסְכִּינוּ בִּבְחִינַת לִבּוֹתָם לְהַבְדִּיל בֵּין־טוֹב לָרָע׃
3a06010162	עַל־כֵּן נֶרֶף כָּעֵת מֵאַבְנֵי פִנָּה בְּתוֹרַת הַמָשִׁיחַ וְנַעֲלֶה עַד־תַכְלִיתָהּ וְלֹא נָשׁוּב לִירוֹת אֶת־הַיְסוֹד לִתְשׁוּבָה מִן־מַעֲשִׂים אֲשֶׁר מָוֶת בָּם אוֹ אֱמוּנַת אֱלֹהִים׃
3a0602009a	אוֹ דִין הַטְּבִילוֹת וּסְמִיכַת יָדָיִם וּתְקוּמַת הַמֵּתִים וּמִשְׁפַּט עוֹלָם׃
3a06030052	וַאֲנַחְנוּ נַעֲשֶׂה זֹּאת בִּרְצוֹת הָאֵל׃
3a060400dd	כִּי אֵלֶּה אֲשֶׁר כְּבָר אֹרוּ עֵינֵיהֶם וַיִּטְעֲמוּ אֶת־מַתַּת שָׁמַיִם וְרוּחַ הַקֹּדֶשׁ הָיְתָה לִמְנָת חֶלְקָם׃
3a06050092	וַיִּטְעֲמוּ אֶת־דְּבַר אֱלֹהִים הַטּוֹב וְאֶת־נִפְלְאוֹת הָעוֹלָם הֶעָתִיד׃
3a0606011f	וְאַחֲרֵי־כֵן סֹרֲרוּ לֹא יִתָּכֵן לָהֶם עוֹד לְהִתְחַדֵּשׁ וְלָשׁוּב כִּי הִצְלִיבוּ לָהֶם מֵחָדָשׁ אֶת־בֶּן־הָאֱלֹהִים וַיּשִׂימוּ אוֹתוֹ לְחֶרְפָּה׃
3a06070108	כִּי הָאָרֶץ הַשֹּׁתָה אֶת־הַגֶּשֶׁם אֲשֶׁר הִרְוָה אֹתָהּ כְּפַעַם בְּפַעַם וְתֵלֵד זֶרַע טוֹב לַזֹּרֵעַ תִּשָּׂא בְרָכָה מֵאֵת הָאֱלֹהִים׃
3a060800bc	וְכִי־תַצְמִיחַ קוֹץ וְדַרְדַּר אֵין חֵפֶץ בָּהּ צְפוּיָה הִיא אֱלֵי־מְאֵרָה וְאַחֲרִיתָהּ לְבָעֵר׃
3a06090106	אָמֵן הוֹחַלְנוּ יְדִידִים כִּי דְבָרִים טוֹבִים מֵאֵלֶּ נִמְצָאִים בָּכֶם דְּבָרִים צְפוּיִם אֱלֵי־יְשׁוּעָה אַף כִּי־כָזֹאת דִּבַּרְנוּ׃
3a060a0134	כִּי לֹא יְעַוֵּל הָאֱלֹהִים וְלֹא יִשְׁכַּח אֶת־מַעֲשֵׂיכֶם וְאֶת־הָאַהֲבָה אֲשֶׁר הֶרְאֵיתֶם לִשְׁמוֹ סֹמְכִים הֱיִיתֶם לִקְדשָׁיו וְעוֹדְכֶם כֵּן גַּם־הַיּוֹם׃
3a060b00bf	וְחֶפְצֵנוּ כִּי אִישׁ אִישׁ מִכֶּם יִוָּדַע מִמְּגַמַּת עֲמָלוֹ כִּי תִקְוָתוֹ נֶאֱמָנָה עַד־הַקֵּץ׃
3a060c00ee	וְלֹא תִהְיוּ עֲצֵלִים כִּי אִם־תֵּלְכוּן בְּעִקְּבוֹת אֵלֶּה אֲשֶׁר בֶּאֱמוּנָתָם וְאֹרֶךְ רוּחָם יָרְשׁוּ אֶת־הַהַבְטָחוֹת׃
3a060d00d3	כִּי כַאֲשֶׁר הִבְטִיחַ אֱלֹהִים אֶת־אַבְרָהָם וְאֵין גָּדוֹל מִמֶּנּוּ לְהִשָּׁבַע בּוֹ נִשְׁבַּע בְּנַפְשׁוֹ׃
3a060e0075	וַיֹּאמַר כִּי־בָרֵךְ אֲבָרֶכְךָ וְהַרְבָּה אַרְבֶּה אוֹתָךְ׃
3a060f0073	וּבְכֵן הוֹחִיל בְּאֹרֶךְ רוּחוֹ וַיִּנְחַל אֶת־הַהַבְטָחָה׃
3a061000c9	כִּי אָמְנָם אֲנָשִׁים נִשְׁבָּעִים בְּגָדוֹל מֵהֶם וְתֹקֶף הַשְּׁבוּעָה יָבִיא קֵץ לְכָל־רִיב בֵּינֵיהֶם׃
3a06110112	וְכֵן כַּאֲשֶׁר חָפֵץ הָאֱלֹהִים בְּכָל־תֹּקֶף לְהַרְאוֹת אֶת־יוֹרְשֵׁי הַהַבְטָחָה כִּי עֲצָתוֹ אֵין לְהָשִׁיב עָרַב לִפְנֵיהֶם בִּשְׁבוּעָתוֹ׃
3a06120171	וּבִשְׁתֵּי אֲמָרוֹת אֵלֶּה אֲשֶׁר אֵין חֲלִיפוֹת לָהֵן מִבִּלְתִּי יְכֹלֶת הָאֱלֹהִים לְכַזֵּב נִמְצָא לָנוּ נֹחַם־עֹז הַמְמַלְּטִים אֶת־נַפְשֵׁנוּ לְהַחֲזִיק בַּתִּקְוָה הָעֲרוּכָה לְפָנֵינוּ׃
3a061300aa	אֲשֶׁר־הָיְתָה לָּנוּ עוֹגִין לְנֶפֶשׁ נֶאֱמָן וְחָזָק וּמַגִּיעַ אֶל־מִבֵּית לַפָּרֹכֶת׃
3a061400d4	אֲשֶׁר־שָׁם בָּא יֵשׁוּעַ הָרָץ לְפָנֵינוּ אֲשֶׁר־הָיָה לְכֹהֵן גָּדוֹל לְעוֹלָם עַל־דִּבְרָתִי מַלְכִּי־צֶדֶק׃
3a07010118	כִּי זֶה מַלְכִּי־צֶדֶק מֶלֶךְ שָׁלֵם כֹּהֵן לְאֵל עֶלְיוֹן אֲשֶׁר יָצָא לִקְרַאת אַבְרָהָם אַחֲרֵי שׁוּבוּ מֵהַכּוֹת אֶת־הַמְּלָכִים וַיְבָרְכֵהוּ׃
3a070200f7	וַאֲשֶׁר חָלַק־לוֹ אַבְרָהָם מַעֲשֵׂר מִכֹּל וּפֵשֶׁר שְׁמוֹ בְּרֹאשׁ מֶלֶךְ צֶדֶק וְגַם־כֵּן מֶלֶךְ שָׁלֵם הוּא מֶלֶךְ הַשָּׁלוֹם׃
3a0703010f	בְּלֹא־אָב בְּלֹא־אֵם בְּלֹא יַחַשׂ וְאֵין לוֹ תְּחִלַּת הַיָּמִים וְאַף לֹא קֵץ הַחַיִּים וְדוֹמֶה לְבֶן־הָאֱלֹהִים הוּא עֹמֵד כֹּהֵן לְעוֹלָם׃
3a070400c4	וּרְאוּ־נָא מַה־נִּכְבָּד הוּא אֲשֶׁר אַבְרָהָם רֹאשׁ הָאָבוֹת נָתַן־לוֹ מַעֲשֵׂר מֵרֵאשִׁית הַשָּׁלָל׃
3a07050137	וְאָמֵן יוֹרְשֵׁי הַכְּהֻנָּה מִבְּנֵי לֵוִי לָהֶם הַמִּשְׁפָּט לָקַחַת מַעֲשֵׂר עַל־פִּי הַתּוֹרָה מֵאֵת הָעָם מֵאֵת אֲחֵיהֶם אַף כִּי־יֹצְאֵי יֶרֶךְ אַבְרָהָם הֵם׃
3a070600f4	וְזֶה אֲשֶׁר לֹא הִתְיַחֵשׂ לְמִשְׁפְּחֹתָם לָקַח מַעֲשֵׂר מֵאַבְרָהָם וְגַם־בֵּרַךְ אֹתוֹ אֲשֶׁר הַהַבְטָחָה נְתוּנָה לוֹ מֵאָז׃
3a0707008f	וְדָבָר יָדוּעַ הוּא מֵאֵין פֹּצֶה פֶה כִּי הַקָּטֹן יְבֹרַךְ מִן־הַגָּדוֹל׃
3a070800b6	וּפֹה לֹקְחִים מַעֲשֵׂר אֲנָשִׁים בְּנֵי תְמוּתָה וְשָׁם זֶה הוּא אֲשֶׁר עֵדוּת לוֹ כִּי הוּא חָי׃
3a070900b2	וְאִם תִּשְׂאוּ נִיב שְׂפָתָי גַּם־לֵוִי הַלֹּקֵחַ מַעֲשֵׂר נָתַן מַעֲשֵׂר בְּתוֹךְ אַבְרָהָם׃
3a070a0076	כִּי בְּיֶרֶךְ אָבִיו הָיָה בְּצֵאת מַלְכִּי־צֶדֶק לִקְרָאתוֹ׃
3a070b0183	וְאִם תַּכְלִית כָּל־חֵפֶץ נִמְצְאָה בִּכְהֻנַּת בְּנֵי לֵוִי אֲשֶׁר בְּיָמֶיהָ נִתְּנָה הַתּוֹרָה לָעָם מַה־לְּכֹהֵן אַחֵר כִּי יָקוּם עַל־דִּבְרָתִי מַלְכִּי־צֶדֶק וְלֹא יִקָּרֵא עַל־דִּבְרָתִי אַהֲרֹן׃
3a070c0099	כִּי בְהִשְׁתַּנּוֹת הַכְּהֻנָּה גַּם־חֲלִיפַת הַתּוֹרָה בֹּא תָבוֹא אֶל־נָכוֹן׃
3a070d00da	וְהִנֵּה־זֶה אֲשֶׁר־יְדֻבַּר בּוֹ כָזֹאת בֶּן־שֵׁבֶט אַחֵר הוּא אֲשֶׁר אֵין אִישׁ מִמֶּנּוּ קָרֵב אֶל־הַמִּזְבֵּחַ׃
3a070e00dd	כִּי מוּדַעַת זֹאת כִּי מִיהוּדָה צָמַח אֲדֹנֵינוּ וְעַל־שֵׁבֶט זֶה לֹא־דִבֶּר משֶׁה מְאוּמָה עַל־אֹדוֹת הַכְּהֻנָּה׃
3a070f00a3	וְגַם־זֹאת מוּדַעַת בְּיֶתֶר מִדָּה כִּי יָקוּם כֹּהֵן אַחֵר בִּדְמוּת מַלְכִּי־צֶדֶק׃
3a071000c9	אֲשֶׁר אֵינֶנּוּ לְפִי מִצְוַת הַתּוֹרָה לְחַיֵּי בְשָׂרִים כִּי אִם־לְפִי הַגְּבוּרָה לְחַיֵּי אֵין־סוֹף׃
3a07110088	כִּי־הֵעִיד לֵאמֹר אַתָּה כֹהֵן לְעוֹלָם עַל־דִּבְרַתִי מַלְכִּי־צֶדֶק׃
3a071200c3	כִּי אָמְנָם יֵשׁ תְּנוּאָה לַדָּת הַנְּתוּנָה מִקֶּדֶם אֲשֶׁר הָיְתָה מִבְּלִי־כֹחַ וְלִבְלִי הוֹעִיל׃
3a07130115	כִּי הַתּוֹרָה לֹא בִצְּעָה דָּבָר לְתַכְלִיתוֹ כִּי אִם־אֵת אֲשֶׁר עַל־יָדָהּ בָּאָה תִקְוָה טוֹבָה מִמֶּנָּה אֲשֶׁר בָּהּ נִקְרַב אֶל־הָאֱלֹהִים׃
3a0714006c	וּבַאֲשֶׁר יֵשׁוּעַ לֹא הָיָה לְכֹהֵן מִבְּלִי שְׁבוּעָה׃
3a0715014e	כִּי הֵמָּה הָיוּ לְכֹהֲנִים מִבְּלִי שְׁבוּעָה וְזֶה בִּשְׁבוּעָה עַל־פִּי הָאֹמֵר אֵלָיו נִשְׁבַּע יְהוָֹה וְלֹא יִנָּחֵם אַתָּה־כֹהֵן לְעוֹלָם עַל־דִּבְרָתִי מַלְכִּי־צֶדֶק׃
3a0716008f	אֲשֶׁר לָזֹאת יֵשׁוּעַ הוּא הָעֵרָבוֹן לַבְּרִית הַטּוֹבָה מִן־הָרִאשֹׁנָה׃
3a0717009a	וְרַבִּים הָיוּ כֹהֲנֶיהָ הָהֵם כִּי לֹא יָכְלוּ לָשֶׁבֶת לָעַד מִפְּנֵי הַמָּוֶת׃
3a07180088	וְזֶה יַעַן כִּי יֵשֵׁב לְעוֹלָם גַּם־כְּהֻנָּתוֹ לֹא תַעֲבֹר מִמֶּנּוּ׃
3a071900fd	וּבַעֲבוּר זֹאת רַב הוּא לְהוֹשִׁיעַ תְּשׁוּעַת נֶצַח לְכָל־הַבָּאִים עַל־יָדוֹ לֵאלֹהִים כִּי הוּא חַי לָנֶצַח לְהַפְגִּיעַ בַּעֲדָם׃
3a071a00e9	כִּי טוֹב לָנוּ כֹהֵן גָּדוֹל קָדוֹשׁ כָּמוֹהוּ נְקִי כַפַּיִם וּבַר לְבָב נִבְדָּל מֵחַטָּאִים וְנִשָּׂא מֵעַל הַשָּׁמָיִם׃
3a071b017d	אֲשֶׁר אֵין־לוֹ חֹק יוֹם יוֹם כַּכֹּהֲנִים הַגְּדוֹלִים לְהַקְרִיב קָרְבָּן בַּתְּחִלָּה עַל־חַטַּאת נַפְשׁוֹ וְאַחֲרֵי־כֵן בְּעַד הָעָם כִּי הִשְׁלִים אֶת־זֹאת בְּפַעַם אַחַת בְּהַקְרִיב אֶת־נַפְשׁוֹ׃
3a071c0153	כִּי הַתּוֹרָה הֵקִימָה אֲנָשִׁים לְכֹהֲנִים גְּדוֹלִים אֲשֶׁר רִפְיוֹנָם בָּם אַךְ דְּבַר־הַשְּׁבוּעָה אַחֲרֵי הַתּוֹרָה הֵקִים אֶת־הַבֵּן אֲשֶׁר נַעֲלֶה הוּא בִּשְׁלֵמוּת נֶצַח׃
3a080100c1	סוֹף דָּבָר הַכֹּל נִשְׁמָע יֶשׁ־לָנוּ כֹהֵן גָּדוֹל הַיֹּשֵׁב לִימִין כִּסֵּא הַכָּבוֹד בַּשָּׁמָיִם׃
3a08020090	מְשָׁרֵת בַּקֹּדֶשׁ וּבְמִשְׁכָּן אֱמֶת אֲשֶׁר הֶאֱהִיל יְהוָֹה וְלֹא אָדָם׃
3a080300de	וְכָל־כֹּהֵן גָּדוֹל יָעֳמַד לְהַקְרִיב מִנְחָה וָזָבַח וְעַל־כֵּן נָכוֹן לִהְיוֹת גַּם־לוֹ קָרְבָּן אֲשֶׁר יַקְרִיב׃
3a080400be	וְאִלּוּ הָיָה בָאָרֶץ לֹא הָיָה כֹהֵן מִפְּנֵי הַכֹּהֲנִים הַמַּקְרִיבִים כָּל־קָרְבָּן כַּתּוֹרָה׃
3a08050192	הַמְכַהֲנִים בַּמִּקְדָּשׁ אֲשֶׁר הוּא דְמוּת וְצֵל לַאֲשֶׁר בַּמָּרוֹם כַּאֲשֶׁר צֻוָּה משֶׁה מִפִּי אֱלֹהִים בַּעֲשׁתוֹ וְאֶת־הַמִּשְׁכָּן כִּי אָמַר רְאֵה וַעֲשֵׂה כֹל כַּתַּבְנִית אֲשֶׁר אַתָּה מָרְאֶה בָּהָר׃
3a08060161	וְעַתָּה הוּא לָקַח־לוֹ כְהֻנָּה נִשְׂגָּבָה מִזֹּאת כַּאֲשֶׁר גַּם־הַבְּרִית אֲשֶׁר הוּא לְמֵלִיץ לָהּ נִשְׂגָּבָה מִן־הָרִאשֹׁנָה וּנְתוּנָה עֲלֵי־הַבְטָחוֹת טוֹבוֹת מִן־הָרִאשֹׁנוֹת׃
3a080700b0	כִּי לוּ הָיְתָה הַבְּרִית הָרִאשֹׁנָה בְלִי חֶסְרוֹן הֲלֹא לֹא־יְבֻקַּשׁ מָקוֹם לִשְׁנִיָּה׃
3a08080111	אַךְ בִּמְצֹא חֶסְרוֹן אָמַר אֲלֵיהֶם הִנֵּה יָמִים בָּאִים נְאֻם־יְהוָֹה וְכָרַתִּי אֶת־בֵּית יִשְׂרָאֵל וְאֶת־בֵּית יְהוּדָה בְּרִית חֲדָשָׁה׃
3a08090151	לֹא כַבְּרִית אֲשֶׁר כָּרַתִּי אֶת־אֲבוֹתָם בְּיוֹם הֶחֱזִיקִי בְיָדָם לְהוֹצִיאָם מֵאֶרֶץ מִצְרָיִם אֲשֶׁר־הֵמָּה הֵפֵרוּ אֶת־בְּרִיתִי וְאָנֹכִי בָּחַלְתִּי בָם נְאֻם־יְהוָֹה׃
3a080a018f	כִּי זֹאת הַבְּרִית אֲשֶׁר אֶכְרֹת אֶת־בֵּית יִשְׂרָאֵל אַחֲרֵי הַיָּמִים הָהֵם נְאֻם־יְהוָֹה נָתַתִּי אֶת־תּוֹרָתִי בְּקִרְבָּם וְעַל־לִבָּם אֶכְתֳּבֶנָּה וְהָיִיתִי לָהֶם לֵאלֹהִים וְהֵמָּה יִהְיוּ־לִי לְעָם׃
3a080b010d	וְלֹא יְלַמְּדוּ עוֹד אִישׁ אֶת־רֵעֵהוּ וְאִישׁ אֶת־אָחִיו לֵאמֹר דְּעוּ אֶת־יְהוָֹה כִּי כוּלָּם יֵדְעוּ אֹתִי לְמִקְּטַנָּם וְעַד־גְּדוֹלָם׃
