0100000008	Génesis
2b0e06006c	Jesús le contestó: ―Yo soy el camino, la verdad y la vida. Nadie puede llegar al Padre si no es por mí.
2b0e070070	Si ustedes me conocieran, conocerían también a mi Padre. Y ya desde este momento lo conocen pues lo han visto.
2b0e080045	Felipe le dijo: ―Señor, déjanos ver al Padre y con eso nos basta.
2b0e0900cc	Jesús le contestó: ―¡Felipe! ¿Ya llevo mucho tiempo entre ustedes y todavía no me conoces? El que me ha visto a mí, también ha visto al Padre. ¿Cómo puedes decirme: “Déjanos ver al Padre”?
2b0e0a00ba	¿No crees que yo estoy en el Padre y que el Padre está en mí? Las cosas que yo les digo, no las digo por mi propia cuenta. El Padre que está en mí, es el que hace sus propias obras.
2b0e0b007f	Créanme cuando les digo que yo estoy en el Padre y que el Padre está en mí. Y si no, al menos créanme por las obras mismas.
2b0e0c0083	» Les aseguro que el que cree en mí hará las mismas obras que yo hago, y hará obras todavía mayores porque yo vuelvo al Padre.
2b0e0d0060	Todo lo que ustedes pidan en mi nombre, yo lo haré; así el Padre será glorificado en el Hijo.
2b0e0e002b	Yo haré lo que ustedes pidan en mi nombre.
2b0e0f0034	» Si ustedes me aman, obedecerán mis mandamientos.
2b0e100060	Y yo le pediré al Padre, y él les enviará otro Consolador para que siempre esté con ustedes.
2b0e1100a4	Él es el Espíritu de verdad; el mundo no lo puede recibir porque no lo ve ni lo conoce. Pero ustedes sí lo conocen, porque vive con ustedes y estará en ustedes.
2b0e12003c	No los voy a dejar huérfanos; volveré a estar con ustedes.
2b0e130070	Dentro de poco el mundo ya no me verá, pero ustedes sí me verán. Y porque yo vivo, también ustedes vivirán.
2b0e140071	En aquel día ustedes se darán cuenta de que yo estoy en mi Padre, y que ustedes están en mí, y yo en ustedes.
2b0e15009c	El que hace suyos mis mandamientos y los obedece, ese es el que me ama. Y al que me ama, mi Padre lo amará, y yo también lo amaré y me mostraré a él».
2b0e16005f	Judas, (no el Iscariote) le dijo: ―Señor, ¿por qué te mostrarás a nosotros y no al mundo?
2b0e17006f	Jesús le contestó: ―El que me ama, obedece mi palabra. Por eso, Dios lo amará y vendremos a vivir con él.
2b0e180075	El que no me ama, no obedece mi palabra. Estas palabras que ustedes oyen no son mías, sino del Padre, que me envió.
2b0e19003b	» Les digo todo esto ahora que todavía estoy con ustedes.
2b0e1a00a7	Pero el Consolador, el Espíritu Santo, vendrá en mi nombre porque el Padre lo enviará. Él les enseñará todas las cosas y les recordará todo lo que les he dicho.
2b0e1b0075	» Les dejo la paz, les doy mi paz; pero no se la doy a ustedes como la da el mundo. No se angustien ni tengan miedo.
2b0e1c0094	Ya me oyeron decirles que me voy, pero regreso a ustedes. Si me amaran, estarían alegres de que voy al Padre porque el Padre es más grande que yo.
2b0e1d003e	Les digo esto antes que suceda, para que cuando suceda, crean.
2b0e1e0068	Ya no hablaré mucho con ustedes, porque viene el príncipe de este mundo. Él no tiene poder sobre mí,
2b0e1f006f	pero todos tienen que saber que amo al Padre y que hago lo que él me ordena. ¡Levántense, vámonos de aquí!
2b0f01003c	» Yo soy la vid verdadera, y mi Padre es el que la cultiva.
2b0f02007d	Si alguna de mis ramas no da uvas, la corta; pero a todas las ramas que dan fruto, las poda para que den todavía más fruto.
2b0f030043	» Ustedes ya están limpios a causa de la palabra que les he dado.
2b0f0400bd	Sigan unidos a mí, y yo seguiré unido a ustedes. Así como una rama no puede dar fruto por sí misma, separada de la vid, así tampoco ustedes pueden dar fruto si están separados de mí.
2b0f0500a2	» Yo soy la vid y ustedes son las ramas. El que está unido a mí, como yo estoy unido a él, dará mucho fruto. Si están separados de mí no pueden hacer nada.
2b0f060082	El que no está unido a mí lo echan fuera y se seca. Así como le pasa a las ramas que se recogen, se echan al fuego y se queman.
2b0f070070	Si ustedes siguen unidos a mí y mis palabras permanecen en ustedes, pueden pedir lo que quieran y se les dará.
2b0f080068	Mi Padre es glorificado cuando ustedes dan mucho fruto y de esa manera muestran que son mis discípulos.
2b0f090061	» Así como el Padre me ama a mí, así también yo los amo a ustedes. No se aparten de mi amor.
2b0f0a008c	Si obedecen mis mandamientos, no se apartarán de mi amor, así como yo obedezco los mandamientos de mi Padre y su amor no se aparta de mí.
2b0f0b0053	Les digo esto para que también tengan mi alegría y así su alegría sea completa.
2b0f0c0043	Y mi mandamiento es este: que se amen unos a otros como yo los amo.
2b0f0d003b	Nadie tiene más amor que el que da la vida por sus amigos.
2b0f0e0034	Ustedes son mis amigos si hacen lo que yo les mando.
2b0f0f00a2	Ya no les llamo sirvientes, porque el sirviente no sabe lo que hace su amo. Ahora los llamo amigos, porque les he enseñado todo lo que he oído decir a mi Padre.
2b0f1000ca	Ustedes no me escogieron a mí, sino que yo los escogí a ustedes, y los he mandado para que vayan y den fruto, un fruto que dure para siempre. Así el Padre les dará todo lo que le pidan en mi nombre.
2b0f110033	Esto es lo que les mando: que se amen unos a otros.
2b0f120051	» No se les olvide que si el mundo los odia, a mí me odió antes que a ustedes.
2b0f1300c3	Si ustedes fueran del mundo, el mundo los querría como quiere a los que son suyos. Pero ustedes no son del mundo, porque yo los escogí de entre los que son del mundo. Por eso el mundo los odia.
2b0f1400d7	Recuerden lo que les dije: “Ningún sirviente es más que su amo”. Así que, si a mí me han perseguido, también a ustedes los perseguirán. Y si han obedecido mis palabras, también obedecerán las de ustedes.
2b0f150056	Les harán todo esto por causa de mi nombre, porque ellos no conocen al que me envió.
2b0f160082	Ellos no serían culpables de pecado, si yo no hubiera venido ni les hubiera hablado. Pero ahora no tienen disculpa por su pecado.
2b0f17002f	El que me odia a mí, también odia a mi Padre.
2b0f1800b3	Ellos no serían culpables de pecado, si yo no hubiera hecho entre ellos las cosas que ningún otro ha hecho. Pero ya las han visto, y a pesar de eso, me odian a mí y a mi Padre.
2b0f19006d	Pero esto pasa así, para que se cumpla lo que está escrito en la ley de ellos: “Me odiaron sin motivo”.
2b0f1a0080	» Yo les enviaré de parte del Padre al Consolador, el Espíritu de verdad que viene del Padre, él les hablará acerca de mí.
2b0f1b0058	Y ustedes también hablarán acerca de mí porque han estado conmigo desde el principio.
2b1001003a	» Les digo todas estas cosas para que no disminuya su fe.
2b10020094	A ustedes los echarán fuera de las sinagogas; y llegará el día en que cualquiera que los mate pensará que le está prestando un servicio a Dios.
2b10030043	Harán estas cosas porque no nos han conocido ni al Padre ni a mí.
2b10040090	Y les digo esto, para que cuando suceda se acuerden que ya se lo había dicho. No les dije esto desde el principio porque yo estaba con ustedes.
2b10050056	» Pero ahora regreso al que me envió, y ninguno de ustedes me pregunta a dónde voy.
2b1006003d	Al contrario, se han llenado de tristeza por lo que les dije.
2b1007009f	Pero les digo la verdad: A ustedes les conviene que me vaya, porque si no lo hago, el Consolador no vendrá a ustedes; en cambio, si me voy, yo se lo enviaré.
2b10080064	Y cuando él venga, convencerá al mundo de su error en cuanto al pecado, a la justicia y al juicio.
2b1009003c	Los convencerá en cuanto al pecado, porque no creen en mí.
2b100a005b	Los convencerá en cuanto a la justicia, porque voy al Padre y ustedes ya no podrán verme.
2b100b0059	Los convencerá en cuanto a juicio, porque el príncipe de este mundo ya ha sido juzgado.
2b100c004c	» Tengo muchas cosas más que decirles, que por ahora no podrían soportar.
2b100d00c8	Pero cuando venga el Espíritu de la verdad, él los guiará a toda la verdad, porque él no hablará por su propia cuenta, sino que dirá sólo lo que oiga y les anunciará las cosas que van a pasar.
2b100e0050	Él me glorificará porque tomará de lo mío y se lo dará a conocer a ustedes.
2b100f007b	Todo lo que tiene el Padre es mío. Por eso les dije que el Espíritu tomará de lo mío y se lo dará a conocer a ustedes.
2b10100056	» Dentro de poco, ustedes ya no me verán. Pero un poco después volverán a verme».
2b101100d8	Algunos de sus discípulos se preguntaban unos a otros: «¿Qué quiere decir con eso de que: “dentro de poco, ustedes ya no me verán”, y “un poco después volverán a verme”, y “porque voy al Padre”?».
2b1012006a	Y seguían diciendo: «¿Qué quiere decir con eso de “dentro de poco”? No entendemos de qué habla».
2b101300c6	Jesús se dio cuenta de que querían hacerle preguntas. Por eso les dijo: ―¿Se están preguntando qué significa: “Dentro de poco ya no me verán”, y “un poco después volverán a verme”?
2b101400b2	La verdad es que ustedes llorarán y se llenarán de tristeza, mientras que el mundo se alegrará. Ustedes se pondrán tristes, pero luego su tristeza se convertirá en alegría.
2b101500b3	La mujer que va a dar a luz siente dolores porque le ha llegado su hora, pero después que nace la criatura se olvida del dolor por la alegría de haber traído un niño al mundo.
2b10160084	Eso mismo les pasa a ustedes, ahora están tristes, pero cuando vuelva a verlos se alegrarán y nadie podrá quitarles esa alegría.
2b10170078	Cuando llegue ese día ya no me preguntarán nada. Les aseguro que mi Padre les dará todo lo que le pidan en mi nombre.
2b10180063	Hasta ahora no han pedido nada en mi nombre. Pidan y recibirán, para que su alegría sea completa.
2b101900a5	» Les he dicho todo esto por medio de comparaciones, pero viene la hora en que ya no usaré más comparaciones, sino que les hablaré claramente acerca de mi Padre.
2b101a005c	En aquel día ustedes pedirán en mi nombre. Y no digo que voy a rogar por ustedes al Padre,
2b101b0066	porque el Padre mismo los ama. Él los ama porque me aman y han creído que yo vengo de parte de Dios.
2b101c004c	Salí del Padre y vine al mundo. Ahora dejo el mundo para volver al Padre».
2b101d005c	Sus discípulos le dijeron: ―Ahora sí estás hablando claramente, sin usar comparaciones.
2b101e0092	» Ya nos damos cuenta de que sabes todas las cosas, y que no hay necesidad de que nadie te haga preguntas. Por eso creemos que saliste de Dios».
2b101f002d	Jesús respondió: ―¿Hasta ahora me creen?
2b1020009d	Ya se acerca la hora, ya ha llegado, en que ustedes huirán cada uno por su lado y a mí me dejarán solo. Pero no estoy solo, porque el Padre está conmigo.
2b1021007f	Yo les he dicho estas cosas para que en mí encuentren paz. En este mundo van a sufrir, pero anímense, yo he vencido al mundo.
2b1101009f	Al terminar de decir estas cosas, Jesús miró al cielo y dijo: «Padre, la hora ha llegado. Glorifica a tu Hijo, para que también tu Hijo te glorifique a ti.
2b11020072	Pues tú le has dado autoridad sobre todas las personas para que él les dé vida eterna a todos los que le diste.
2b1103006f	Y esta es la vida eterna: que te conozcan a ti, el único Dios verdadero, y a Jesucristo, a quien tú enviaste.
2b11040055	Yo te he glorificado en la tierra, y he cumplido con la obra que me diste para hacer.
2b11050080	Y ahora, Padre, glorifícame en tu presencia con la misma gloria que tenía cuando estaba contigo, antes que el mundo existiera.
2b11060082	» A los que me diste del mundo les he mostrado quién eres. Ellos eran tuyos y tú me los diste y ellos han obedecido tu palabra.
2b11070034	Ahora saben que todo lo que me has dado viene de ti,
2b11080089	porque les he dado el mensaje que me diste, y ellos lo aceptaron. Ellos están seguros que vine de ti, y han creído que tú me enviaste.
2b11090054	Ruego por ellos. No ruego por el mundo, sino por los que me diste, porque son tuyos.
2b110a006a	Todo lo que yo tengo es tuyo, y todo lo que tú tienes es mío; y por medio de ellos se muestra mi gloria.
2b110b00dd	Voy a estar por muy poco tiempo en el mundo, pero ellos están todavía en el mundo, y yo vuelvo a ti.» Padre santo, cuídalos con el poder de tu nombre, el nombre que me diste, para que estén unidos así como tú y yo.
2b110c00b8	Mientras estaba con ellos, los protegía y los cuidaba con el poder de tu nombre. Y ninguno se perdió, excepto aquel que nació para perderse, para que así se cumpliera la Escritura.
2b110d0081	» Ahora regreso a ti. Pero digo estas cosas mientras todavía estoy en el mundo, para que tengan la misma alegría que yo tengo.
2b110e0066	Yo les he dado tu palabra, y el mundo los odia porque no son del mundo, como yo tampoco soy del mundo.
2b110f0047	No te pido que los saques del mundo, sino que los protejas del maligno.
2b11100036	Ellos no son del mundo, como tampoco yo soy del mundo.
2b1111002d	Santifícalos en tu palabra que es la verdad.
2b1112003b	Yo los envío al mundo, así como tú me enviaste al mundo.
2b11130060	Y por ellos yo me santifico a mí mismo, para que también ellos sean santificados en la verdad.
2b11140069	» No ruego sólo por estos, sino también por los que van a creer en mí por medio del mensaje de ellos.
2b111500ae	Te ruego que todos estén unidos. Padre, así como tú estás en mí y yo en ti, permite que ellos también estén en nosotros, para que el mundo crea que tú me has enviado.
2b11160061	Yo les he dado la gloria que me diste, para que estén unidos, así como nosotros estamos unidos,
2b111700ba	yo unido a ellos y tú unido a mí. Permite que ellos lleguen a la perfección en la unidad, así el mundo reconocerá que tú me enviaste, y que los amas a ellos tal como me amas a mí.
2b111800c0	» Padre, quiero que los que tú me has dado, estén conmigo donde yo estoy. Así, ellos verán mi gloria, la gloria que me has dado porque tú me amaste desde antes que el mundo fuera creado.
2b11190065	» Padre justo, el mundo no te conoce, pero yo sí te conozco, y estos reconocen que tú me enviaste.
2b111a0083	Yo les he mostrado quién eres, y lo seguiré haciendo, para que el amor que me tienes esté en ellos, y yo mismo esté en ellos».
2b12010085	Al terminar de orar, Jesús salió con sus discípulos y cruzó el arroyo de Cedrón. Al otro lado había un huerto al cual entraron.
2b12020085	Judas, el que lo traicionaba, también conocía el lugar, porque Jesús había estado reunido allí muchas veces con sus discípulos.
2b120300af	Así que Judas llegó al huerto, al frente de una tropa de soldados y guardias de los jefes de los sacerdotes y de los fariseos. Iban armados y llevaban antorchas y lámparas.
2b1204006a	Jesús, que ya sabía lo que le iba a pasar, les salió al encuentro. Les preguntó: ―¿A quién buscan?
2b12050065	Ellos contestaron: ―A Jesús de Nazaret. ―Yo soy. Judas, el que lo traicionaba, estaba con ellos.
2b12060041	Cuando Jesús les dijo: «Yo soy», cayeron de espaldas al suelo.
2b1207005f	Jesús volvió a preguntarles: ―¿A quién buscan? Ellos contestaron: ―A Jesús de Nazaret.
2b12080055	Jesús dijo: ―Ya les dije que soy yo. Si me buscan a mí, dejen que estos se vayan.
2b12090068	Esto sucedió para que se cumpliera lo que él había dicho: «Ninguno de los que me diste se perdió».
2b120a0071	Simón Pedro sacó una espada que traía y le cortó la oreja derecha a Malco, que era criado del sumo sacerdote.
2b120b0084	Jesús le ordenó a Pedro: ―¡Guarda esa espada en su funda! Si mi Padre me da a beber un trago amargo, ¿acaso no lo voy a beber?
2b120c0069	Entonces los soldados, con su comandante, y los guardias de los judíos, arrestaron a Jesús y lo ataron.
2b120d0056	Lo llevaron primero ante Anás, que era suegro de Caifás, el sumo sacerdote ese año.
2b120e006a	Caifás era el que había aconsejado a los judíos que era mejor que muriera un solo hombre por el pueblo.
2b120f009a	Simón Pedro y otro discípulo seguían a Jesús. Como al otro discípulo lo conocía el sumo sacerdote, entró con Jesús en el patio del sumo sacerdote.
2b121000a7	Pero Pedro tuvo que quedarse afuera, junto a la puerta. El discípulo al que conocía el sumo sacerdote, salió y habló con la portera y consiguió que Pedro entrara.
2b1211006e	La portera le preguntó: ―¿No eres tú uno de los discípulos de ese hombre? Pedro contestó: ―No lo soy.
2b121200b5	Como hacía frío, los criados y los guardias habían hecho una fogata para calentarse. Todos estaban de pie alrededor de la fogata, y Pedro también estaba con ellos calentándose.
2b12130070	Mientras tanto, el sumo sacerdote empezó a preguntarle a Jesús acerca de sus discípulos y de sus enseñanzas.
2b121400b7	Jesús le respondió: ―Yo he hablado delante de todo el mundo. Siempre he enseñado en las sinagogas o en el templo, donde se reúnen todos los judíos. No he dicho nada en secreto.
2b1215005f	¿Por qué me preguntas a mí? Pregunta a los que me han oído hablar. Ellos saben lo que dije.
2b1216008c	Cuando Jesús dijo esto, uno de los guardias que estaba allí cerca le dio una bofetada y le dijo: ―¿Así le contestas al sumo sacerdote?
2b12170070	Jesús respondió: ―Si he dicho algo malo, dime qué fue. Pero si lo que dije está bien, ¿por qué me pegas?
2b1218003e	Entonces Anás lo envió atado ante el sumo sacerdote Caifás.
2b1219009b	Mientras tanto, Simón Pedro seguía de pie, calentándose. Le preguntaron: ―¿No eres tú uno de sus discípulos? Pedro, negándolo, dijo: ―No lo soy.
2b121a009b	Uno de los criados del sumo sacerdote, que era pariente de aquel al que Pedro le había cortado la oreja, le preguntó: ―¿No te vi con él en el huerto?
2b121b003d	Pedro lo negó una vez más y en ese momento el gallo cantó.
2b121c00ef	Luego los judíos llevaron a Jesús de la casa de Caifás al palacio del gobernador romano. Como ya amanecía, los judíos no entraron al palacio, pues si lo hacían se contaminarían de acuerdo con sus ritos y no podrían comer la Pascua.
2b121d0048	Por eso Pilato salió a preguntarles: ―¿De qué acusan a este hombre?
2b121e004b	Ellos contestaron: ―Si no fuera un criminal, no te lo habríamos traído.
2b121f00b6	Pilato les dijo: ―Pues llévenselo ustedes y júzguenlo de acuerdo con su propia ley. Los judíos le respondieron: ―Nosotros no tenemos ninguna autoridad para dar muerte a nadie.
2b12200068	Esto sucedió para que se cumpliera lo que Jesús había dicho, en cuanto a la forma en que iba a morir.
2b12210068	Pilato volvió a entrar al palacio y llamó a Jesús. Le preguntó: ―¿Eres tú el rey de los judíos?
2b1222005f	Jesús le respondió: ―¿Dices eso por tu propia cuenta o es que otros te han hablado de mí?
2b1223008b	Pilato le contestó: ―¿Acaso soy judío? Fue tu propio pueblo y los jefes de los sacerdotes los que te entregaron a mí. ¿Qué hiciste?
2b122400a5	Jesús contestó: ―Mi reino no es de este mundo. Si lo fuera, mis servidores pelearían para que no me entregaran a los judíos. Pero mi reino no es de este mundo.
2b122500d4	Pilato le dijo: ―Entonces eres rey. Jesús le respondió: ―Tú eres el que dices que soy rey. Yo para esto nací y vine al mundo: para hablar de la verdad. Todo el que está de parte de la verdad, me escucha.
2b1226009b	Pilato preguntó: ―¿Y qué es la verdad? Luego de decir esto, salió otra vez a ver a los judíos. Él dijo: ―Yo no encuentro a este culpable de nada.
2b12270086	Pero como ustedes tienen la costumbre de que yo libere a un preso durante la Pascua, ¿quieren que libere al “rey de los judíos”?
2b12280067	Ellos volvieron a gritar: ―¡No! ¡No sueltes a este, suelta a Barrabás! Y Barrabás era un bandido.
2b13010038	Entonces Pilato tomó a Jesús y mandó que lo azotaran.
2b13020087	Los soldados hicieron una corona de espinas, se la pusieron a Jesús en la cabeza y también le pusieron un manto de color rojo oscuro.
2b13030059	Mientras se acercaban a pegarle en la cara, le gritaban: ―¡Viva el rey de los judíos!
2b1304007f	Pilato volvió a salir y les dijo a los judíos: ―Aquí está. Lo saqué para que sepan que no creo que sea culpable de nada.
2b13050084	Cuando sacaron a Jesús, llevaba puestos la corona de espinas y el manto de color rojo. Pilato les dijo: ―¡Aquí está el hombre!
2b130600c6	Al verlo, los jefes de los sacerdotes y los guardias gritaron: ―¡Crucifícalo! ¡Crucifícalo! Pilato les respondió: ―Llévenselo y crucifíquenlo ustedes. Yo no creo que sea culpable de nada.
2b13070082	Los judíos le dijeron: ―Nosotros tenemos una ley, y según esa ley tiene que morir, pues se ha hecho pasar por el Hijo de Dios.
2b13080027	Cuando Pilato oyó esto, sintió miedo.
2b13090071	Entró una vez más en el palacio y le preguntó a Jesús: ―¿De dónde eres tú? Pero Jesús no le respondió.
2b130a0089	Pilato le dijo: ―¿No me vas a hablar? ¿No te das cuenta de que tengo poder para ponerte en libertad o para mandar que te crucifiquen?
2b130b00a7	Jesús le contestó: ―No tendrías ningún poder sobre mí si no se te hubiera dado de arriba. Por eso el que me entregó a ti, es culpable de un pecado más grande.
2b130c00d5	Desde ese momento Pilato trató de poner en libertad a Jesús, pero los judíos gritaban: ―Si dejas en libertad a ese hombre, no eres amigo del emperador. Cualquiera que quiera ser rey, es enemigo del emperador.
2b130d0089	Al oír esto, Pilato llevó afuera a Jesús y se sentó en el tribunal, en un lugar llamado Gabatá que en arameo significa el Empedrado.
2b130e006d	Era cerca del mediodía, un día antes de la Pascua. Pilato les dijo a los judíos: ―Aquí tienen a su rey.
2b130f00cc	Ellos gritaron: ―¡Fuera! ¡Fuera! ¡Crucifícalo! Pilato les respondió: ―¿Creen que voy a crucificar a su rey? Los jefes de los sacerdotes contestaron: ―Nuestro único rey es el emperador romano.
2b13100057	Entonces Pilato se lo entregó para que lo crucificaran, y los soldados se lo llevaron.
2b13110065	Jesús salió cargando su propia cruz, iba hacia el Gólgota, que en arameo significa de la Calavera.
2b1312004c	Allí lo crucificaron junto a otros dos, uno a cada lado, y Jesús en medio.
2b13130077	Pilato mandó que pusieran un letrero sobre la cruz. En este estaba escrito: «jesús de nazaret, rey de los judíos».
2b1314009e	Muchos de los judíos lo leyeron, porque el lugar donde crucificaron a Jesús estaba cerca de la ciudad. El letrero estaba escrito en arameo, latín y griego.
2b13150090	Los jefes de los sacerdotes judíos le dijeron a Pilato: ―No escribas “Rey de los judíos”, sino “Él dice que es rey de los judíos”.
2b1316003e	Pilato les respondió: ―Lo que he escrito, escrito se queda.
2b131700df	Después de que los soldados crucificaron a Jesús, tomaron su manto y lo partieron en cuatro pedazos, uno para cada uno de ellos. Tomaron también su túnica, que era de una sola pieza, sin costura, tejida de arriba abajo.
2b131800f2	Los soldados se dijeron unos a otros: ―No la dividamos. Mejor echemos suertes para ver a quién le toca. Y así lo hicieron, y de esta forma se cumplió la Escritura que dice: «Se repartieron mi manto, y sobre mi túnica echaron suertes».
2b13190074	Junto a la cruz de Jesús estaban su madre, la hermana de su madre, María la esposa de Cleofas, y María Magdalena.
2b131a0087	Cuando Jesús vio a su madre, y junto a ella al discípulo a quien él quería mucho, dijo a su madre: ―Mujer, ahí tienes a tu hijo.
2b131b0072	Luego, le dijo al discípulo: ―Ahí tienes a tu madre. Desde ese momento, ese discípulo la recibió en su casa.
2b131c007c	Después de esto, como Jesús sabía que ya todo había terminado, y para que se cumpliera la Escritura, dijo: ―Tengo sed.
2b131d008b	Había allí un jarro lleno de vinagre; así que empaparon una esponja en el vinagre, la pusieron en una caña y se la acercaron a la boca.
2b131e006c	Al probar Jesús el vinagre, dijo: ―Todo está cumplido. Luego inclinó la cabeza y entregó el espíritu.
2b131f0103	Era un día antes de la Pascua. Los judíos no querían que los cuerpos siguieran colgados en la cruz en sábado, porque este era un día muy solemne. Por eso le pidieron a Pilato ordenar que les quebraran las piernas a los crucificados y bajaran sus cuerpos.
2b13200074	Los soldados fueron y le quebraron las piernas al primer hombre que habían crucificado con Jesús, y luego al otro.
2b1321006e	Y cuando se acercaron a Jesús, se dieron cuenta de que ya estaba muerto, por eso no le quebraron las piernas.
2b13220069	Pero uno de los soldados le atravesó el costado con una lanza, y en ese momento le salió sangre y agua.
2b13230079	El que dice esto es el que lo vio, y lo que dice es verdad. Él sabe que dice la verdad, para que también ustedes crean.
2b1324005c	Estas cosas sucedieron para que se cumpliera la Escritura: «No le quebraron ningún hueso»
2b1325004c	y, como dice en otra parte de la Escritura: «Mirarán al que traspasaron».
2b132600d4	Después de esto, José de Arimatea le pidió a Pilato el cuerpo de Jesús. José era discípulo de Jesús, aunque en secreto porque le tenía miedo a los judíos. Pilato le dio permiso y él se llevó el cuerpo.
2b13270083	También Nicodemo, el que había visitado a Jesús de noche, llegó con unos treinta y cuatro kilos de una mezcla de mirra y áloe.
2b13280097	Entre los dos envolvieron el cuerpo de Jesús con vendas empapadas en las especias aromáticas. Así era la costumbre judía de sepultar a los muertos.
2b1329008b	En el lugar donde crucificaron a Jesús había un huerto, y en el huerto un sepulcro nuevo en el que todavía no habían sepultado a nadie.
2b132a0058	Como estaba por empezar el sábado, y el sepulcro estaba cerca, pusieron allí a Jesús.
2b140100a7	El primer día de la semana, muy de mañana, cuando todavía estaba oscuro, María Magdalena fue al sepulcro y vio que habían movido la piedra que cerraba la entrada.
2b140200bb	Así que fue corriendo a donde estaban Simón Pedro y el discípulo al que Jesús quería mucho, y les dijo: ―¡Se han llevado del sepulcro al Señor, y no sabemos dónde lo han puesto!
2b14030036	Pedro y el otro discípulo salieron hacia el sepulcro.
2b14040070	Los dos iban corriendo, pero como el otro discípulo corría más rápido que Pedro, llegó primero al sepulcro.
2b14050039	Se inclinó para mirar, y vio las vendas, pero no entró.
2b1406004c	Tras él llegó Simón Pedro, y entró en el sepulcro. Vio allí las vendas,
2b14070078	y la tela que había cubierto la cabeza de Jesús. Pero la tela no estaba con las vendas sino enrollada en lugar aparte.
2b14080067	Entonces entró también el otro discípulo, el que había llegado primero al sepulcro; y vio y creyó.
2b1409005d	Hasta ese momento no habían entendido la Escritura que dice que Jesús tenía que resucitar.
2b140a0025	Los discípulos regresaron a su casa,
2b140b0070	pero María se quedó afuera del sepulcro llorando. Mientras lloraba, se inclinó para mirar dentro del sepulcro
2b140c007f	y vio a dos ángeles vestidos de blanco, sentados donde había estado el cuerpo de Jesús; uno a la cabecera y otro a los pies.
2b140d0093	Le preguntaron los ángeles: ―¿Por qué lloras, mujer? Ella les respondió: ―Porque se han llevado a mi Señor, y no sé dónde lo han puesto.
2b140e0069	Acabando de decir esto, volvió la mirada y vio allí a Jesús de pie, aunque ella no sabía que era él.
2b140f00c7	Jesús le dijo: ―¿Por qué lloras? ¿A quién buscas? Ella creyó que era el que cuidaba el huerto, y le dijo: ―Señor, si usted se lo ha llevado, dígame dónde lo ha puesto, y yo iré por él.
2b14100066	Jesús le dijo: ―María. Ella se volvió y le dijo: ―¡Raboni! (que en arameo significa: Maestro).
2b141100d7	Jesús le dijo: ―Suéltame, porque todavía no he ido a reunirme con mi Padre. Pero ve a mis hermanos y diles: “Voy a reunirme con mi Padre, que es el Padre de ustedes; con mi Dios, que es el Dios de ustedes”.
2b14120080	María Magdalena fue a darles la noticia a los discípulos: «¡He visto al Señor!», y les contaba lo que él le había dicho.
2b141300db	El primer día de la semana por la tarde, mientras los discípulos estaban reunidos a puerta cerrada por temor a los judíos, entró Jesús. Se puso en medio de ellos y los saludó diciendo: ―¡La paz sea con ustedes!
2b1414006a	Después de decir esto, les mostró las manos y el costado. Los discípulos se alegraron de ver al Señor.
2b1415006b	Jesús volvió a decir: ―¡La paz sea con ustedes! Como mi Padre me envió, así yo los envío a ustedes.
2b14160043	Luego sopló sobre ellos y les dijo: ―Reciban el Espíritu Santo.
2b14170082	A los que ustedes les perdonen sus pecados, les serán perdonados; a los que ustedes no se los perdonen, no les serán perdonados.
2b14180070	Tomás, uno de los doce, al que le decían el Gemelo, no había estado con los discípulos cuando Jesús llegó.
2b141900d2	Así que los otros discípulos le dijeron: ―¡Hemos visto al Señor! Tomás les respondió: ―Si no veo las heridas de los clavos en sus manos y meto en ellas mi dedo, y mi mano en su costado, no lo creeré.
2b141a00e6	Ocho días después, estaban los discípulos reunidos otra vez en la casa, y Tomás estaba con ellos. Las puertas estaban cerradas, pero Jesús entró, se puso en medio de ellos y los saludó diciendo: ―¡La paz sea con ustedes!
2b141b008f	Luego le dijo a Tomás: ―Pon aquí tu dedo y mira mis manos. Trae tu mano y métela en mi costado, y no seas incrédulo sino que debes creer.
2b141c002a	Tomás dijo: ―¡Señor mío y Dios mío!
2b141d0067	Jesús le dijo: ―Tú has creído porque me has visto; dichosos los que no han visto y aun así creen.
2b141e006d	Jesús hizo muchas otras señales milagrosas delante de sus discípulos que no están escritas en este libro.
2b141f0088	Pero estas se han escrito para que ustedes crean que Jesús es el Cristo, el Hijo de Dios, y para que al creer en su nombre tengan vida.
2b1501007a	Después de esto, Jesús se apareció una vez más a sus discípulos junto al lago de Tiberíades. Así fue como sucedió:
2b1502008f	Estaban juntos Simón Pedro, Tomás al que llamaban el Gemelo, Natanael, el de Caná de Galilea, los hijos de Zebedeo, y otros dos discípulos.
2b150300a4	Simón Pedro dijo: ―Me voy a pescar. Ellos le contestaron: ―Nosotros vamos contigo. Salieron de allí y se subieron a la barca, pero esa noche no pescaron nada.
2b15040065	En la madrugada, Jesús estaba en la orilla, pero los discípulos no se dieron cuenta de que era él.
2b15050057	Jesús les preguntó: ―Muchachos, ¿tienen algo de comer? ―No —contestaron ellos.
2b150600a4	Jesús les dijo: ―Echen la red a la derecha de la barca, y pescarán algo. Así lo hicieron, y ya no podían sacar la red del agua por tantos pescados que tenía.
