0100000009	創世記
171909011a	その日、人は言う、「見よ、これはわれわれの神である。わたしたちは彼を待ち望んだ。彼はわたしたちを救われる。これは主である。わたしたちは彼を待ち望んだ。わたしたちはその救を喜び楽しもう」と。
17190a0090	主の手はこの山にとどまり、モアブは肥だめの中に踏まれるわらのように、おのれの所で踏みにじられる。
17190b00bd	彼はその中で泳ぐ物が泳ごうとして手を伸ばすように、その手を伸ばす。しかし主はその高ぶりを、その手の巧みなわざと共に低くされる。
17190c0069	その石がきの高い城郭を主は傾け倒し、地に投げうって、ちりにかえされる。
171a01009f	その日ユダの国で、この歌をうたう、「われわれは堅固な町をもつ。主は救をその石がきとし、またとりでとされる。
171a02003f	門を開いて、信仰を守る正しい国民を入れよ。
171a03008d	あなたは全き平安をもってこころざしの堅固なものを守られる。彼はあなたに信頼しているからである。
171a04005a	とこしえに主に信頼せよ、主なる神はとこしえの岩だからである。
171a050093	主は高き所、そびえたつ町に住む者をひきおろし、これを伏させ、これを地に伏させて、ちりにかえされる。
171a060066	こうして足で踏まれ、貧しい者の足で踏まれ、乏しい者はその上を歩む」。
171a070063	正しい者の道は平らである。あなたは正しい者の道をなめらかにされる。
171a0800a8	主よ、あなたがさばきをなさる道で、われわれはあなたを待ち望む。われわれの魂の慕うものは、あなたの記念の名である。
171a0900c6	わが魂は夜あなたを慕い、わがうちなる霊は、せつにあなたを求める。あなたのさばきが地に行われるとき、世に住む者は正義を学ぶからである。
171a0a0093	悪しき者は恵まれても、なお正義を学ばず、正しい地にあっても不義を行い、主の威光を仰ぐことをしない。
171a0b010e	主よ、あなたのみ手が高くあがるけれども、彼らはそれを顧みない。どうか、あなたの、おのが民を救われる熱心を彼らに見させて、大いに恥じさせ、火をもってあなたの敵を焼き滅ぼしてください。
171a0c00a8	主よ、あなたはわれわれのために平和を設けられる。あなたはわれわれのためにわれわれのすべてのわざをなし遂げられた。
171a0d00ab	われわれの神、主よ、あなた以外のもろもろの主がわれわれを治めた。しかし、われわれはただ、あなたの名のみをあがめる。
171a0e00b1	死んだ者はまた生きない。亡霊は生き返らない。それで、あなたは彼らを罰して滅ぼし、彼らの思い出をことごとく消し去られた。
171a0f00cc	主よ、あなたはこの国民を増し加えられた。あなたはこの国民を増し加えられた。あなたは栄光をあらわされた。あなたは地の境を四方に広げられた。
171a100084	主よ、彼らは悩みのとき、あなたに求めた。彼らがあなたの懲しめにあったとき、祈をささげた。
171a1100ae	主よ、はらめる女の産むときが近づいて苦しみ、その痛みによって叫ぶように、われわれはあなたのゆえに、そのようであった。
171a1200e1	われわれは、はらみ、苦しんだ。しかしわれわれの産んだものは風にすぎなかった。われわれは救を地に施すこともせず、また世に住む者を滅ぼすこともしなかった。
171a1300de	あなたの死者は生き、彼らのなきがらは起きる。ちりに伏す者よ、さめて喜びうたえ。あなたの露は光の露であって、それを亡霊の国の上に降らされるからである。
171a140099	さあ、わが民よ、あなたのへやにはいり、あなたのうしろの戸を閉じて、憤りの過ぎ去るまで、しばらく隠れよ。
171a1500cc	見よ、主はそのおられる所を出て、地に住む者の不義を罰せられる。地はその上に流された血をあらわして、殺された者を、もはやおおうことがない。
171b0100ae	その日、主は堅く大いなる強いつるぎで逃げるへびレビヤタン、曲りくねるへびレビヤタンを罰し、また海におる龍を殺される。
171b02003f	その日「麗しきぶどう畑よ、このことを歌え。
171b030081	主なるわたしはこれを守り、常に水をそそぎ、夜も昼も守って、そこなう者のないようにする。
171b040099	わたしは憤らない。いばら、おどろがわたしと戦うなら、わたしは進んでこれを攻め、皆もろともに焼きつくす。
171b050087	それを望まないなら、わたしの保護にたよって、わたしと和らぎをなせ、わたしと和らぎをなせ」。
171b06007e	後になれば、ヤコブは根をはり、イスラエルは芽を出して花咲き、その実を全世界に満たす。
171b0700a2	主は彼らを撃った者を撃たれたように彼らを撃たれたか。あるいは彼らを殺した者が殺されたように彼らは殺されたか。
171b080090	あなたは彼らと争って、彼らを追放された。主は東風の日に、その激しい風をもって彼らを移しやられた。
171b090114	それゆえ、ヤコブの不義はこれによって、あがなわれる。これによって結ぶ実は彼の罪を除く。すなわち彼が祭壇のすべての石を砕けた白堊のようにし、アシラ像と香の祭壇とを再び建てないことである。
171b0a00b1	堅固な町は荒れてさびしく、捨て去られたすまいは荒野のようだ。子牛はそこに草を食い、そこに伏して、その木の枝を裸にする。
171b0b00ff	その枝が枯れると、折り取られ、女が来てそれを燃やす。これは無知の民だからである。それゆえ、彼らを造られた主は彼らをあわれまれない。彼らを形造られた主は、彼らを恵まれない。
171b0c00cf	イスラエルの人々よ、その日、主はユフラテ川からエジプトの川にいたるまで穀物の穂を打ち落される。そしてあなたがたは、ひとりびとり集められる。
171b0d00c9	その日大いなるラッパが鳴りひびき、アッスリヤの地にある失われた者と、エジプトの地に追いやられた者とがきて、エルサレムの聖山で主を拝む。
171c0100a5	エフライムの酔いどれの誇る冠と、酒におぼれた者の肥えた谷のかしらにあるしぼみゆく花の美しい飾りは、わざわいだ。
171c020105	見よ、主はひとりの力ある強い者を持っておられる。これはひょうをまじえた暴風のように、破り、そこなう暴風雨のように、大水のあふれみなぎる暴風のように、それを激しく地に投げうつ。
171c03004b	エフライムの酔いどれの誇る冠は足で踏みにじられる。
171c0400c9	肥えた谷のかしらにあるしぼみゆく花の美しい飾りは、夏前に熟した初なりのいちじくのようだ。人がこれを見ると、取るやいなや、食べてしまう。
171c050078	その日、万軍の主はその民の残った者のために、栄えの冠となり、麗しい冠となられる。
171c060084	また、さばきの席に座する者にはさばきの霊となり、戦いを門まで追い返す者には力となられる。
171c07012f	しかし、これらもまた酒のゆえによろめき、濃き酒のゆえによろける。祭司と預言者とは濃き酒のゆえによろめき、酒のゆえに心みだれ、濃き酒のゆえによろける。彼らは幻を見るときに誤り、さばきを行うときにつまづく。
171c080042	すべての食卓は吐いた物で満ち、清い所はない。
171c0900b7	「彼はだれに知識を教えようとするのか。だれにおとずれを説きあかそうとするのか。乳をやめ、乳ぶさを離れた者にするのだろうか。
171c0a008d	それは教訓に教訓、教訓に教訓、規則に規則、規則に規則。ここにも少し、そこにも少し教えるのだ」。
171c0b0066	否、むしろ主は異国のくちびると、異国の舌とをもってこの民に語られる。
171c0c00b1	主はさきに彼らに言われた、「これが安息だ、疲れた者に安息を与えよ。これが休息だ」と。しかし彼らは聞こうとはしなかった。
171c0d011d	それゆえ、主の言葉は彼らに、教訓に教訓、教訓に教訓、規則に規則、規則に規則、ここにも少し、そこにも少しとなる。これは彼らが行って、うしろに倒れ、破られ、わなにかけられ、捕えられるためである。
171c0e006c	それゆえ、エルサレムにあるこの民を治めるあざける人々よ、主の言葉を聞け。
171c0f0123	あなたがたは言った、「われわれは死と契約をなし、陰府と協定を結んだ。みなぎりあふれる災の過ぎる時にも、それはわれわれに来ない。われわれはうそを避け所となし、偽りをもって身をかくしたからである」。
171c1000f9	それゆえ、主なる神はこう言われる、「見よ、わたしはシオンに一つの石をすえて基とした。これは試みを経た石、堅くすえた尊い隅の石である。『信ずる者はあわてることはない』。
171c1100a2	わたしは公平を、測りなわとし、正義を、下げ振りとする。ひょうは偽りの避け所を滅ぼし、水は隠れ場を押し倒す」。
171c1200db	その時あなたがたが死とたてた契約は取り消され、陰府と結んだ協定は行われない。みなぎりあふれる災の過ぎるとき、あなたがたはこれによって打ち倒される。
171c1300cc	それが過ぎるごとに、あなたがたを捕える。それは朝な朝な過ぎ、昼も夜も過ぎるからだ。このおとずれを聞きわきまえることは、全くの恐れである。
171c14007e	床が短くて身を伸べることができず、かける夜具が狭くて身をおおうことができないからだ。
171c150114	主はペラジム山で立たれたように立ちあがり、ギベオンの谷で憤られたように憤られて、その行いをなされる。その行いは類のないものである。またそのわざをなされる。そのわざは異なったものである。
171c1600f3	それゆえ、あなたがたはあざけってはならない。さもないと、あなたがたのなわめは、きびしくなる。わたしは主なる万軍の神から全地の上に臨む滅びの宣言を聞いたからである。
171c17006c	あなたがたは耳を傾けて、わが声を聞くがよい。心してわが言葉を聞くがよい。
171c180099	種をまくために耕す者は絶えず耕すだろうか。彼は絶えずその地をひらき、まぐわをもって土をならすだろうか。
171c1900cf	地のおもてを平らにしたならば、いのんどをまき、クミンをまき、小麦をうねに植え、大麦を定めた所に植え、スペルト麦をその境に植えないだろうか。
171c1a004e	これは彼の神が正しく、彼を導き教えられるからである。
171c1b00ba	いのんどは麦こき板でこかない、クミンはその上に車輪をころがさない。いのんどを打つには棒を用い、クミンを打つにはさおを用いる。
171c1c00de	人はパン用の麦を打つとき砕くだろうか、否、それが砕けるまでいつまでも打つことをしない。馬をもってその上に車輪を引かせるとき、それを砕くことをしない。
171c1d0081	これもまた万軍の主から出ることである。その計りごとは驚くべく、その知恵はすぐれている。
171d010087	ああ、アリエルよ、アリエルよ、ダビデが営をかまえた町よ、年に年を加え、祭をめぐりこさせよ。
171d02008a	その時わたしはアリエルを悩ます。そこには悲しみと嘆きとがあって、アリエルのようなものとなる。
171d030084	わたしはあなたのまわりに営を構え、やぐらをもってあなたを囲み、塁を築いてあなたを攻める。
171d0400e1	その時あなたは深い地の中から物言い、低いちりの中から言葉を出す。あなたの声は亡霊の声のように地から出、あなたの言葉はちりの中から、さえずるようである。
171d0500db	しかしあなたのあだの群れは細かなちりのようになり、あらぶる者の群れは吹き去られるもみがらのようになる。また、にわかに、またたくまに、この事がある。
171d060090	すなわち万軍の主は雷、地震、大いなる叫び、つむじ風、暴風および焼きつくす火の炎をもって臨まれる。
171d0700c0	そしてアリエルを攻めて戦う国々の群れ、すなわちアリエルとその城を攻めて戦い、これを悩ます者はみな夢のように、夜の幻のようになる。
171d080135	飢えた者が食べることを夢みても、さめると、その飢えがいえないように、あるいは、かわいた者が飲むことを夢みても、さめると、疲れてそのかわきがとまらないように、シオンの山を攻めて戦う国々の群れもそのようになる。
171d0900db	あなたがたは知覚を失って気が遠くなれ、目がくらんで盲となれ。あなたがたは酔っていよ、しかし酒のゆえではない、よろめけ、しかし濃き酒のゆえではない。
171d0a00c3	主が深い眠りの霊をあなたがたの上にそそぎ、あなたがたの目である預言者を閉じこめ、あなたがたの頭である先見者をおおわれたからである。
171d0b012f	それゆえ、このすべての幻は、あなたがたには封じた書物の言葉のようになり、人々はこれを読むことのできる者にわたして、「これを読んでください」と言えば、「これは封じてあるから読むことができない」と彼は言う。
171d0c00ab	またその書物を読むことのできない者にわたして、「これを読んでください」と言えば、「読むことはできない」と彼は言う。
171d0d0117	主は言われた、「この民は口をもってわたしに近づき、くちびるをもってわたしを敬うけれども、その心はわたしから遠く離れ、彼らのわたしをかしこみ恐れるのは、そらで覚えた人の戒めによるのである。
171d0e00e4	それゆえ、見よ、わたしはこの民に、再び驚くべきわざを行う、それは不思議な驚くべきわざである。彼らのうちの賢い人の知恵は滅び、さとい人の知識は隠される」。
171d0f00d2	わざわいなるかな、おのが計りごとを主に深く隠す者。彼らは暗い中でわざを行い、「だれがわれわれを見るか、だれがわれわれのことを知るか」と言う。
171d10014d	あなたがたは転倒して考えている。陶器師は粘土と同じものに思われるだろうか。造られた物はそれを造った者について、「彼はわたしを造らなかった」と言い、形造られた物は形造った者について、「彼は知恵がない」と言うことができようか。
171d11008a	しばらくしてレバノンは変って肥えた畑となり、肥えた畑は林のように思われる時が来るではないか。
171d120078	その日、耳しいは書物の言葉を聞き、目しいの目はその暗やみから、見ることができる。
171d130090	柔和な者は主によって新たなる喜びを得、人のなかの貧しい者はイスラエルの聖者によって楽しみを得る。
171d14009f	あらぶる者は絶え、あざける者はうせ、悪を行おうと、おりをうかがう者は、ことごとく断ち滅ぼされるからである。
171d1500ab	彼らは言葉によって人を罪に定め、町の門でいさめる者をわなにおとしいれ、むなしい言葉をかまえて正しい者をしりぞける。
171d1600de	それゆえ、昔アブラハムをあがなわれた主は、ヤコブの家についてこう言われる、「ヤコブは、もはやはずかしめを受けず、その顔は、もはや色を失うことはない。
171d1700ab	彼の子孫が、その中にわが手のわざを見るとき、彼らはわが名を聖とし、ヤコブの聖者を聖として、イスラエルの神を恐れる。
171d180054	心のあやまれる者も、悟りを得、つぶやく者も教をうける」。
171e0100fc	主は言われる、「そむける子らはわざわいだ、彼らは計りごとを行うけれども、わたしによってではない。彼らは同盟を結ぶけれども、わが霊によってではない、罪に罪を加えるためだ。
171e020093	彼らはわが言葉を求めず、エジプトへ下っていって、パロの保護にたより、エジプトの陰に隠れようとする。
171e0300a2	それゆえ、パロの保護はかえってあなたがたの恥となり、エジプトの陰に隠れることはあなたがたのはずかしめとなる。
171e040060	たとい、彼の君たちがゾアンにあり、彼の使者たちがハネスに来ても、
171e0500de	彼らは皆おのれを益することのできない民により、すなわち助けとならず、益とならず、かえって恥となり、はずかしめとなる民によって、恥をかくからである」。
171e060132	ネゲブの獣についての託宣。彼らはその富を若いろばの背に負わせ、その宝をらくだの背に負わせて、雌じし、雄じし、まむしおよび飛びかけるへびの出る悩みと苦しみの国を通って、おのれを益することのできない民に行く。
171e070093	そのエジプトの助けは無益であって、むなしい。それゆえ、わたしはこれを「休んでいるラハブ」と呼んだ。
171e08008a	いま行って、これを彼らの前で札にしるし、書物に載せ、後の世に伝えて、とこしえにあかしとせよ。
171e090060	彼らはそむける民、偽りを言う子ら、主の教を聞こうとしない子らだ。
171e0a00cf	彼らは先見者にむかって「見るな」と言い、預言者にむかっては「正しい事をわれわれに預言するな、耳に聞きよいことを語れ、迷わしごとを預言せよ。
171e0b006c	大路を去り、小路をはなれ、イスラエルの聖者について語り聞かすな」と言う。
171e0c00ba	それゆえ、イスラエルの聖者はこう言われる、「あなたがたはこの言葉を侮り、しえたげと、よこしまとを頼み、これにたよるがゆえに、
171e0d00ba	この不義はあなたがたには突き出て、くずれ落ちようとする高い石がきの破れのようであって、その倒壊はにわかに、またたくまに来る。
171e0e00e7	その破れることは陶器師の器を破るように惜しむことなく打ち砕き、その砕けのなかには、炉から火を取り、池から水をくめるほどの、ひとかけらさえ見いだされない」。
171e0f010e	主なる神、イスラエルの聖者はこう言われた、「あなたがたは立ち返って、落ち着いているならば救われ、穏やかにして信頼しているならば力を得る」。しかし、あなたがたはこの事を好まなかった。
171e10011a	かえって、あなたがたは言った、「否、われわれは馬に乗って、とんで行こう」と。それゆえ、あなたがたはとんで帰る。また言った、「われらは速い馬に乗ろう」と。それゆえ、あなたがたを追う者は速い。
171e1100db	ひとりの威嚇によって千人は逃げ、五人の威嚇によってあなたがたは逃げて、その残る者はわずかに山の頂にある旗ざおのように、丘の上にある旗のようになる。
171e120102	それゆえ、主は待っていて、あなたがたに恵を施される。それゆえ、主は立ちあがって、あなたがたをあわれまれる。主は公平の神でいらせられる。すべて主を待ち望む者はさいわいである。
171e1300fc	シオンにおり、エルサレムに住む民よ、あなたはもはや泣くことはない。主はあなたの呼ばわる声に応じて、必ずあなたに恵みを施される。主がそれを聞かれるとき、直ちに答えられる。
171e1400ba	たとい主はあなたがたに悩みのパンと苦しみの水を与えられても、あなたの師は再び隠れることはなく、あなたの目はあなたの師を見る。
171e15009c	また、あなたが右に行き、あるいは左に行く時、そのうしろで「これは道だ、これに歩め」と言う言葉を耳に聞く。
171e1600d2	その時、あなたがたはしろがねをおおった刻んだ像と、こがねを張った鋳た像とを汚し、これをきたない物のようにまき散らして、これに「去れ」と言う。
171e1700cf	主はあなたが地にまく種に雨を与え、地の産物なる穀物をくださる。それはおびただしく、かつ豊かである。その日あなたの家畜は広い牧場で草を食べ、
171e180072	地を耕す牛と、ろばは、シャベルと、くまででより分けて塩を加えた飼料を食べる。
171e190090	大いなる虐殺の日、やぐらの倒れる時、すべてのそびえたつ山と、すべての高い丘に水の流れる川がある。
171e1a00cf	さらに主がその民の傷を包み、その打たれた傷をいやされる日には、月の光は日の光のようになり、日の光は七倍となり、七つの日の光のようにになる。
171e1b00ba	見よ、主の名は遠い所から燃える怒りと、立ちあがる濃い煙をもって来る。そのくちびるは憤りで満ち、その舌は焼きつくす火のごとく、
171e1c00db	その息はあふれて首にまで達する流れのようであって、滅びのふるいをもってもろもろの国をふるい、また惑わす手綱をもろもろの民のあごにつけるために来る。
171e1d00c6	あなたがたは、聖なる祭を守る夜のように歌をうたう。また笛をならして主の山にきたり、イスラエルの岩なる主にまみえる時のように心に喜ぶ。
171e1e00b7	主はその威厳ある声を聞かせ、激しい怒りと、焼きつくす火の炎と、豪雨と、暴風と、ひょうとをもってその腕の下ることを示される。
171e1f0075	主がそのむちをもって打たれる時、アッスリヤの人々は主の声によって恐れおののく。
171e20009c	主が懲しめのつえを彼らの上に加えられるごとに鼓を鳴らし、琴をひく。主は腕を振りかざして、彼らと戦われる。
171e2100c6	焼き場はすでに設けられた。しかも王のために深く広く備えられ、火と多くのたきぎが積まれてある。主の息はこれを硫黄の流れのように燃やす。
171f010123	助けを得るためにエジプトに下り、馬にたよる者はわざわいだ。彼らは戦車が多いので、これに信頼し、騎兵がはなはだ強いので、これに信頼する。しかしイスラエルの聖者を仰がず、また主にはかることをしない。
171f0200ea	それにもかかわらず、主もまた賢くいらせられ、必ず災をくだし、その言葉を取り消すことなく、立って悪をなす者の家を攻め、また不義を行う者を助ける者を攻められる。
171f0300ed	かのエジプトびとは人であって、神ではない。その馬は肉であって、霊ではない。主がみ手を伸ばされるとき、助ける者はつまずき、助けられる者も倒れて、皆ともに滅びる。
171f040162	主はわたしにこう言われた、「ししまたは若いししが獲物をつかんで、ほえたけるとき、あまたの羊飼が呼び出されて、これにむかっても、その声によって驚かず、その叫びによって恐れないように、万軍の主は下ってきて、シオンの山およびその丘で戦われる。
171f050090	鳥がひなを守るように、万軍の主はエルサレムを守り、これを守って救い、これを惜しんで助けられる」。
171f060069	イスラエルの人々よ、主に帰れ。あなたがたは、はなはだしく主にそむいた。
171f070093	その日、あなたがたは自分の手で造って罪を犯したしろがねの偶像と、こがねの偶像をめいめい投げすてる。
171f0800fc	「アッスリヤびとはつるぎによって倒れる、人のつるぎではない。つるぎが彼らを滅ぼす、人のつるぎではない。彼らはつるぎの前から逃げ去り、その若い者は奴隷の働きをしいられる。
171f0900d8	彼らの岩は恐れによって過ぎ去り、その君たちはあわて、旗をすてて逃げ去る」。これは主の言葉である。主の火はシオンにあり、その炉はエルサレムにある。
172001006c	見よ、ひとりの王が正義をもって統べ治め、君たちは公平をもってつかさどり、
17200200c0	おのおの風をさける所、暴風雨をのがれる所のようになり、かわいた所にある水の流れのように、疲れた地にある大きな岩の陰のようになる。
172003004e	こうして、見る者の目は開かれ、聞く者の耳はよく聞き、
1720040075	気短な者の心は悟る知識を得、どもりの舌はたやすく、あざやかに語ることができる。
1720050087	愚かな者は、もはや尊い人と呼ばれることなく、悪人はもはや、りっぱな人と言われることはない。
17200600fc	それは愚かな者は愚かなことを語り、その心は不義をたくらみ、よこしまを行い、主について誤ったことを語り、飢えた者の望みを満たさず、かわいた者の飲み物を奪い取るからである。
17200700d8	悪人の行いは悪い。彼は悪い計りごとをめぐらし、偽りの言葉をもって貧しい者をおとしいれ、乏しい者が正しいことを語っても、なお、これをおとしいれる。
172008004e	しかし尊い人は尊いことを語り、つねに尊いことを行う。
1720090084	安んじている女たちよ、起きて、わが声を聞け。思い煩いなき娘たちよ、わが言葉に耳を傾けよ。
17200a00c0	思い煩いなき女たちよ、一年あまりの日をすぎて、あなたがたは震えおののく。ぶどうの収穫がむなしく、実を取り入れる時が来ないからだ。
17200b00a2	安んじている女たちよ、震え恐れよ。思い煩いなき女たちよ、震えおののけ。衣を脱ぎ、裸になって腰に荒布をまとえ。
17200c004e	良き畑のため、実り豊かなぶどうの木のために胸を打て。
17200d0099	いばら、おどろの生えているわが民の地のため、喜びに満ちている町にあるすべての喜びの家のために胸を打て。
17200e00cc	宮殿は捨てられ、にぎわった町は荒れすたれ、丘と、やぐらとは、とこしえにほら穴となり、野のろばの楽しむ所、羊の群れの牧場となるからである。
17200f00a5	しかし、ついには霊が上からわれわれの上にそそがれて、荒野は良き畑となり、良き畑は林のごとく見られるようになる。
1720100048	その時、公平は荒野に住み、正義は良き畑にやどる。
172011005a	正義は平和を生じ、正義の結ぶ実はとこしえの平安と信頼である。
1720120063	わが民は平和の家におり、安らかなすみかにおり、静かな休み所におる。
1720130054	しかし林はことごとく切り倒され、町もことごとく倒される。
1720140084	すべての水のほとりに種をまき、牛およびろばを自由に放ちおくあなたがたは、さいわいである。
172101011a	わざわいなるかな、おのれ自ら滅ぼされないのに、人を滅ぼし、だれも欺かないのに人を欺く者よ。あなたが滅ぼすことをやめたとき、あなたは滅ぼされ、あなたが欺くことを終えたとき、あなたは欺かれる。
17210200b7	主よ、われわれをお恵みください、われわれはあなたを待ち望む。朝ごとに、われわれの腕となり、悩みの時に、救となってください。
1721030096	鳴りとどろく声によって、もろもろの民は逃げ去り、あなたが立ちあがられると、もろもろの国は散らされる。
1721040090	青虫が物を集めるようにぶんどり品は集められ、いなごのとびつどうように、人々はその上にとびつどう。
1721050075	主は高くいらせられ、高い所に住まわれる。主はシオンに公平と正義とを満たされる。
172106008d	また主は救と知恵と知識を豊かにして、あなたの代を堅く立てられる。主を恐れることはその宝である。
1721070054	見よ、勇士たちは外にあって叫び、平和の使者はいたく嘆く。
1721080084	大路は荒れすたれて、旅びとは絶え、契約は破られ、証人は軽んぜられ、人を顧みることがない。
1721090093	地は嘆き衰え、レバノンは恥じて枯れ、シャロンは荒野のようになり、バシャンとカルメルはその葉を落す。
17210a0072	主は言われる、「今わたしは起きよう、いま立ちあがろう、いま自らを高くしよう。
17210b0090	あなたがたは、もみがらをはらみ、わらを産む。あなたがたの息は火となって、あなたがたを食いつくす。
17210c007e	もろもろの民は焼かれて石灰のようになり、いばらが切られて火に燃やされたようになる」。
17210d0093	あなたがた遠くにいる者よ、わたしがおこなったことを聞け。あなたがた近くにいる者よ、わが大能を知れ。
17210e0126	シオンの罪びとは恐れに満たされ、おののきは神を恐れない者を捕えた。「われわれのうち、だれが焼きつくす火の中におることができよう。われわれのうち、だれがとこしえの燃える火の中におることができよう」。
17210f00ea	正しく歩む者、正直に語る者、しえたげて得た利をいやしめる者、手を振って、まいないを取らない者、耳をふさいで血を流す謀略を聞かない者、目を閉じて悪を見ない者、
1721100096	このような人は高い所に住み、堅い岩はそのとりでとなり、そのパンは与えられ、その水は絶えることがない。
172111004b	あなたの目は麗しく飾った王を見、遠く広い国を見る。
17211200cf	あなたの心はかの恐ろしかった事を思い出す。「数を調べた者はどこにいるか。みつぎを量った者はどこにいるか。やぐらを数えた者はどこにいるか」。
172113009c	あなたはもはや高慢な民を見ない。かの民の言葉はあいまいで、聞きとりがたく、その舌はどもって、悟りがたい。
17211400f0	定めの祭の町シオンを見よ。あなたの目は平和なすまい、移されることのない幕屋エルサレムを見る。その杭はとこしえに抜かれず、その綱は、ひとすじも断たれることはない。
17211500c6	主は威厳をもってかしこにいまし、われわれのために広い川と流れのある所となり、その中には、こぐ舟も入らず、大きな船も過ぎることはない。
172116008a	主はわれわれのさばき主、主はわれわれのつかさ、主はわれわれの王であって、われわれを救われる。
17211700de	あなたの船綱は解けて、帆柱のもとを結びかためることができず、帆を張ることもできない。その時多くの獲物とぶんどり品は分けられ、足なえまでも獲物を取る。
172118008a	そこに住む者のうちには、「わたしは病気だ」と言う者はなく、そこに住む民はその罪がゆるされる。
17220100b4	もろもろの国よ、近づいて聞け。もろもろの民よ、耳を傾けよ。地とそれに満ちるもの、世界とそれから出るすべてのものよ、聞け。
17220200b1	主はすべての国にむかって怒り、そのすべての軍勢にむかって憤り、彼らをことごとく滅ぼし、彼らをわたして、ほふらせられた。
172203007e	彼らは殺されて投げすてられ、その死体の悪臭は立ちのぼり、山々はその血で溶けて流れる。
17220400c6	天の万象は衰え、もろもろの天は巻物のように巻かれ、その万象はぶどうの木から葉の落ちるように、いちじくの木から葉の落ちるように落ちる。
17220500c3	わたしのつるぎは天において憤りをもって酔った。見よ、これはエドムの上にくだり、わたしが滅びに定めた民の上にくだって、これをさばく。
17220600de	主のつるぎは血で満ち、脂肪で肥え、小羊とやぎの血、雄羊の腎臓の脂肪で肥えている。主がボズラで犠牲の獣をほふり、エドムの地で大いに殺されたからである。
17220700a2	野牛は彼らと共にほふり場にくだり、子牛は力ある雄牛と共にくだる。その国は血で酔い、その土は脂肪で肥やされる。
1722080078	主はあだをかえす日をもち、シオンの訴えのために報いられる年をもたれるからである。
1722090096	エドムのもろもろの川は変って樹脂となり、その土は変って硫黄となり、その地は変って燃える樹脂となって、
17220a009f	夜も昼も消えず、その煙は、とこしえに立ちのぼる。これは世々荒れすたれて、とこしえまでもそこを通る者はない。
17220b00f3	たかと、やまあらしとがそこをすみかとし、ふくろうと、からすがそこに住む。主はその上に荒廃をきたらせる測りなわを張り、尊い人々の上に混乱を起す下げ振りをさげられる。
17220c0069	人々はこれを名づけて「国なき所」といい、その君たちは皆うせてなくなる。
17220d00a8	そのとりでの上には、いばらが生え、その城には、いらくさと、あざみとが生え、山犬のすみか、だちょうのおる所となる。
17220e0084	野の獣はハイエナと出会い、鬼神はその友を呼び、夜の魔女もそこに降りてきて、休み所を得る。
17220f00c9	ふくろうはそこに巣をつくって卵を産み、それをかえして、そのひなを翼の陰に集める。とびもまた、おのおのその連れ合いと共に、そこに集まる。
1722100120	あなたがたは主の書をつまびらかにたずねて、これを読め。これらのものは一つも欠けることなく、また一つもその連れ合いを欠くものはない。これは主の口がこれを命じ、その霊が彼らを集められたからである。
17221100b1	主は彼らのためにくじを引き、手ずから測りなわをもって、この地を分け与え、長く彼らに所有させ、世々ここに住まわせられる。
1723010069	荒野と、かわいた地とは楽しみ、さばくは喜びて花咲き、さふらんのように、
17230200f9	さかんに花咲き、かつ喜び楽しみ、かつ歌う。これにレバノンの栄えが与えられ、カルメルおよびシャロンの麗しさが与えられる。彼らは主の栄光を見、われわれの神の麗しさを見る。
1723030057	あなたがたは弱った手を強くし、よろめくひざを健やかにせよ。
17230400e4	心おののく者に言え、「強くあれ、恐れてはならない。見よ、あなたがたの神は報復をもって臨み、神の報いをもってこられる。神は来て、あなたがたを救われる」と。
172305004e	その時、目しいの目は開かれ、耳しいの耳はあけられる。
17230600ae	その時、足なえは、しかのように飛び走り、おしの舌は喜び歌う。それは荒野に水がわきいで、さばくに川が流れるからである。
1723070090	焼けた砂は池となり、かわいた地は水の源となり、山犬の伏したすみかは、葦、よしの茂りあう所となる。
17230800c3	そこに大路があり、その道は聖なる道ととなえられる。汚れた者はこれを通り過ぎることはできない、愚かなる者はそこに迷い入ることはない。
17230900c3	そこには、ししはおらず、飢えた獣も、その道にのぼることはなく、その所でこれに会うことはない。ただ、あがなわれた者のみ、そこを歩む。
17230a00de	主にあがなわれた者は帰ってきて、その頭に、とこしえの喜びをいただき、歌うたいつつ、シオンに来る。彼らは楽しみと喜びとを得、悲しみと嘆きとは逃げ去る。
1724010096	ヒゼキヤ王の第十四年に、アッスリヤの王セナケリブが上ってきて、ユダのすべての堅固な町々を攻め取った。
1724020105	アッスリヤの王はラキシからラブシャケをエルサレムにつかわし、大軍を率いてヒゼキヤ王のもとへ行かせた。ラブシャケは布さらしの野へ行く大路に沿う、上の池の水道のかたわらに立った。
172403009c	この時ヒルキヤの子である宮内卿エリアキム、書記官セブナおよびアサフの子である史官ヨアが彼の所に出てきた。
17240400ae	ラブシャケは彼らに言った、「ヒゼキヤに言いなさい、『大王アッスリヤの王はこう仰せられる、あなたが頼みとする者は何か。
1724050090	口先だけの言葉が戦争をする計略と力だと考えるのか。あなたは今だれを頼んで、わたしにそむいたのか。
1724060102	見よ、あなたはかの折れかけている葦のつえエジプトを頼みとしているが、それは人が寄りかかるとき、その人の手を刺し通す。エジプトの王パロはすべて寄り頼む者にそのようにするのだ。
