010000000b	1 Mooseksen
2d081d009b	Sillä ne, jotka hän on edeltätuntenut, hän on myös edeltämäärännyt Poikansa kuvan kaltaisiksi, että hän olisi esikoinen monien veljien joukossa;
2d081e00c5	mutta jotka hän on edeltämäärännyt, ne hän on myös kutsunut; ja jotka hän on kutsunut, ne hän on myös vanhurskauttanut; mutta jotka hän on vanhurskauttanut, ne hän on myös kirkastanut.
2d081f005f	Mitä me siis tähän sanomme? Jos Jumala on meidän puolellamme, kuka voi olla meitä vastaan?
2d082000ad	Hän, joka ei säästänyt omaa Poikaansakaan, vaan antoi hänet alttiiksi kaikkien meidän edestämme, kuinka hän ei lahjoittaisi meille kaikkea muutakin hänen kanssansa?
2d08210048	Kuka voi syyttää Jumalan valittuja? Jumala on se, joka vanhurskauttaa.
2d082200b0	Kuka voi tuomita kadotukseen? Kristus Jeesus on se, joka on kuollut, onpa vielä herätettykin, ja hän on Jumalan oikealla puolella, ja hän myös rukoilee meidän edestämme.
2d08230086	Kuka voi meidät erottaa Kristuksen rakkaudesta? Tuskako, vai ahdistus, vai vaino, vai nälkä, vai alastomuus, vai vaara, vai miekka?
2d0824006e	Niinkuin kirjoitettu on: "Sinun tähtesi meitä surmataan kaiken päivää; meitä pidetään teuraslampaina".
2d0825005b	Mutta näissä kaikissa me saamme jalon voiton hänen kauttansa, joka meitä on rakastanut.
2d08260083	Sillä minä olen varma siitä, ettei kuolema eikä elämä, ei enkelit eikä henkivallat, ei nykyiset eikä tulevaiset, ei voimat,
2d08270090	ei korkeus eikä syvyys, eikä mikään muu luotu voi meitä erottaa Jumalan rakkaudesta, joka on Kristuksessa Jeesuksessa, meidän Herrassamme.
2d09010065	Minä sanon totuuden Kristuksessa, en valhettele-sen todistaa minulle omatuntoni Pyhässä Hengessä-
2d0902003c	että minulla on suuri murhe ja ainainen kipu sydämessäni.
2d0903007b	Sillä minä soisin itse olevani kirottu pois Kristuksesta veljieni hyväksi, jotka ovat minun sukulaisiani lihan puolesta,
2d0904006f	ovat israelilaisia: heidän on lapseus ja kirkkaus ja liitot ja lain antaminen ja jumalanpalvelus ja lupaukset;
2d0905007b	heidän ovat isät, ja heistä on Kristus lihan puolesta, hän, joka on yli kaiken, Jumala, ylistetty iankaikkisesti, amen!
2d09060079	Mutta ei niin, että Jumalan sana olisi harhaan mennyt. Sillä eivät kaikki ne, jotka ovat Israelista, ole silti Israel,
2d0907007b	eivät kaikki ole lapsia sentähden, että ovat Aabrahamin siementä, vaan: "Iisakista sinä saat nimellesi jälkeläiset";
2d09080075	se on: eivät ne, jotka lihan puolesta ovat lapsia, ole Jumalan lapsia, vaan lupauksen lapset, ne luetaan siemeneksi.
2d09090074	Sillä lupauksen sana oli tämä: "Minä palaan tulevana vuonna tähän aikaan, ja silloin Saaralla on oleva poika".
2d090a008b	Eikä ainoastaan hänelle näin käynyt, vaan samoin kävi Rebekallekin, joka oli tullut raskaaksi yhdestä, meidän isästämme Iisakista;
2d090b00c7	ja ennenkuin kaksoset olivat syntyneetkään ja ennenkuin olivat tehneet mitään, hyvää tai pahaa, niin-että Jumalan valinnan mukainen aivoitus pysyisi, ei tekojen tähden, vaan kutsujan tähden-
2d090c0036	sanottiin hänelle: "Vanhempi on palveleva nuorempaa",
2d090d0050	niinkuin kirjoitettu on: "Jaakobia minä rakastin, mutta Eesauta minä vihasin".
2d090e0043	Mitä siis sanomme? Ei kaiketi Jumalassa ole vääryyttä? Pois se!
2d090f006d	Sillä Moosekselle hän sanoo: "Minä olen armollinen, kenelle olen armollinen, ja armahdan, ketä armahdan".
2d09100069	Niin se ei siis ole sen vallassa, joka tahtoo, eikä sen, joka juoksee, vaan Jumalan, joka on armollinen.
2d091100ae	Sillä Raamattu sanoo faraolle: "Juuri sitä varten minä nostin sinut esiin, että näyttäisin sinussa voimani ja että minun nimeni julistettaisiin kaiken maan päällä".
2d09120049	Niin hän siis on armollinen, kenelle tahtoo, ja paaduttaa, kenen tahtoo.
2d0913006b	Sinä kaiketi sanot minulle: "Miksi hän sitten vielä soimaa? Sillä kuka voi vastustaa hänen tahtoansa?"
2d09140094	Niinpä niin, oi ihminen, mutta mikä sinä olet riitelemään Jumalaa vastaan? Ei kaiketi tehty sano tekijälleen: "Miksi minusta tällaisen teit?"
2d09150078	Vai eikö savenvalajalla ole valta tehdä samasta savensa seoksesta toinen astia jaloa, toinen halpaa käyttöä varten?
2d091600b5	Entä jos Jumala, vaikka hän tahtoo näyttää vihansa ja tehdä voimansa tiettäväksi, on suurella pitkämielisyydellä kärsinyt vihan astioita, jotka olivat valmiit häviöön,
2d0917007c	ja on tehnyt sen saattaakseen kirkkautensa runsauden ilmi laupeuden astioissa, jotka hän on edeltävalmistanut kirkkauteen?
2d09180062	Ja sellaisiksi hän myös on kutsunut meidät, ei ainoastaan juutalaisista, vaan myös pakanoista,
2d0919009e	niinkuin hän myös Hoosean kirjassa sanoo: "Minä olen kutsuva kansakseni sen, joka ei ollut minun kansani, ja rakkaakseni sen, joka ei ollut minun rakkaani.
2d091a0091	Ja on tapahtuva, että siinä paikassa, jossa heille on sanottu: 'Te ette ole minun kansani', siinä heitä kutsutaan elävän Jumalan lapsiksi."
2d091b0087	Mutta Esaias huudahtaa Israelista: "Vaikka Israelin lapset olisivat luvultaan kuin meren hiekka, niin pelastuu heistä vain jäännös.
2d091c004b	Sillä sanansa on Herra toteuttava maan päällä lopullisesti ja rutosti."
2d091d00b6	Niinkuin Esaias myös on ennustanut: "Ellei Herra Sebaot olisi jättänyt meille siementä, niin meidän olisi käynyt niinkuin Sodoman, ja me olisimme tulleet Gomorran kaltaisiksi".
2d091e009c	Mitä me siis sanomme? Että pakanat, jotka eivät tavoitelleet vanhurskautta, ovat saavuttaneet vanhurskauden, mutta sen vanhurskauden, joka tulee uskosta;
2d091f0052	mutta Israel, joka tavoitteli vanhurskauden lakia, ei ole sitä lakia saavuttanut.
2d09200079	Minkätähden? Sentähden, ettei se tapahtunut uskosta, vaan ikäänkuin teoista; sillä he loukkautuivat loukkauskiveen,
2d0921008c	niinkuin kirjoitettu on: "Katso, minä panen Siioniin loukkauskiven ja kompastuksen kallion, ja joka häneen uskoo, se ei häpeään joudu".
2d0a010063	Veljet, minä toivon sydämestäni ja rukoilen Jumalaa heidän edestänsä, että he pelastuisivat.
2d0a020061	Sillä minä todistan heistä, että heillä on kiivaus Jumalan puolesta, mutta ei taidon mukaan;
2d0a030097	sillä kun he eivät tunne Jumalan vanhurskautta, vaan koettavat pystyttää omaa vanhurskauttaan, eivät he ole alistuneet Jumalan vanhurskauden alle.
2d0a040045	Sillä Kristus on lain loppu, vanhurskaudeksi jokaiselle, joka uskoo.
2d0a050076	Kirjoittaahan Mooses siitä vanhurskaudesta, joka laista tulee, että ihminen, joka sen täyttää, on siitä elävä.
2d0a060089	Mutta se vanhurskaus, joka uskosta tulee, sanoo näin: "Älä sano sydämessäsi: Kuka nousee taivaaseen?" se on: tuomaan Kristusta alas,
2d0a070049	tahi: "Kuka astuu alas syvyyteen?" se on: nostamaan Kristusta kuolleista.
2d0a080080	Mutta mitä se sanoo? "Sana on sinua lähellä, sinun suussasi ja sinun sydämessäsi"; se on se uskon sana, jota me saarnaamme.
2d0a090093	Sillä jos sinä tunnustat suullasi Jeesuksen Herraksi ja uskot sydämessäsi, että Jumala on hänet kuolleista herättänyt, niin sinä pelastut;
2d0a0a0051	sillä sydämen uskolla tullaan vanhurskaaksi ja suun tunnustuksella pelastutaan.
2d0a0b0049	Sanoohan Raamattu: "Ei yksikään, joka häneen uskoo, joudu häpeään".
2d0a0c009f	Tässä ei ole erotusta juutalaisen eikä kreikkalaisen välillä; sillä yksi ja sama on kaikkien Herra, rikas antaja kaikille, jotka häntä avuksi huutavat.
2d0a0d003e	Sillä "jokainen, joka huutaa avuksi Herran nimeä, pelastuu".
2d0a0e00ab	Mutta kuinka he huutavat avuksensa sitä, johon eivät usko? Ja kuinka he voivat uskoa siihen, josta eivät ole kuulleet? Ja kuinka he voivat kuulla, ellei ole julistajaa?
2d0a0f0099	Ja kuinka kukaan voi julistaa, ellei ketään lähetetä? Niinkuin kirjoitettu on: "Kuinka suloiset ovat niiden jalat, jotka hyvää sanomaa julistavat!"
2d0a100075	Mutta eivät kaikki ole olleet kuuliaisia evankeliumille. Sillä Esaias sanoo: "Herra, kuka uskoo meidän saarnamme?"
2d0a110047	Usko tulee siis kuulemisesta, mutta kuuleminen Kristuksen sanan kautta.
2d0a120095	Mutta minä kysyn: eivätkö he ole kuulleet? Kyllä ovat: "Heidän äänensä on kulkenut kaikkiin maihin, ja heidän sanansa maan piirin ääriin".
2d0a1300d2	Minä kysyn: eikö Israelilla ole ollut siitä tietoa? Ensiksi jo Mooses sanoo: "Minä herätän teidän kiivautenne kansan kautta, joka ei ole kansa, ymmärtämättömän kansan kautta minä teitä kiihoitan".
2d0a140092	Ja Esaias on rohkea ja sanoo: "Minut ovat löytäneet ne, jotka eivät minua etsineet; minä olen ilmestynyt niille, jotka eivät minua kysyneet".
2d0a15007a	Mutta Israelista hän sanoo: "Koko päivän minä olen ojentanut käsiäni tottelematonta ja uppiniskaista kansaa kohden".
2d0b01009a	Minä sanon siis: ei kaiketi Jumala ole hyljännyt kansaansa? Pois se! Sillä olenhan minäkin israelilainen, Aabrahamin siementä, Benjaminin sukukuntaa.
2d0b0200b3	Ei Jumala ole hyljännyt kansaansa, jonka hän on edeltätuntenut. Vai ettekö tiedä, mitä Raamattu sanoo kertomuksessa Eliaasta, kuinka hän Jumalan edessä syyttää Israelia:
2d0b030096	"Herra, he ovat tappaneet sinun profeettasi ja hajottaneet sinun alttarisi, ja minä yksin olen jäänyt jäljelle, ja he väijyvät minun henkeäni"?
2d0b040097	Mutta mitä sanoo hänelle Jumalan vastaus? "Minä olen jättänyt itselleni seitsemäntuhatta miestä, jotka eivät ole notkistaneet polvea Baalille."
2d0b050049	Samoin on nyt tänäkin aikana olemassa jäännös armon valinnan mukaan.
2d0b06006a	Mutta jos valinta on armosta, niin se ei ole enää teoista, sillä silloin armo ei enää olisikaan armo.
2d0b07007f	Miten siis on? Mitä Israel tavoittelee, sitä se ei ole saavuttanut, mutta valitut ovat sen saavuttaneet; muut ovat paatuneet,
2d0b0800a2	niinkuin kirjoitettu on: "Jumala on antanut heille uneliaisuuden hengen, silmät, etteivät he näkisi, ja korvat, etteivät he kuulisi, tähän päivään asti".
2d0b090067	Ja Daavid sanoo: "Tulkoon heidän pöytänsä heille paulaksi ja ansaksi ja lankeemukseksi ja kostoksi,
2d0b0a0060	soetkoot heidän silmänsä, etteivät he näkisi; ja paina yhäti heidän selkänsä kumaraan".
2d0b0b00c3	Minä siis sanon: eivät kaiketi he ole sitä varten kompastuneet, että lankeaisivat? Pois se! Vaan heidän lankeemuksensa kautta tuli pelastus pakanoille, että he itse syttyisivät kiivauteen.
2d0b0c0096	Mutta jos heidän lankeemuksensa on maailmalle rikkaudeksi ja heidän vajautensa pakanoille rikkaudeksi, kuinka paljoa enemmän heidän täyteytensä!
2d0b0d005f	Teille, pakanoille, minä sanon: Koska olen pakanain apostoli, pidän minä virkaani kunniassa,
2d0b0e007c	sytyttääkseni, jos mahdollista, kiivauteen niitä, jotka ovat minun heimolaisiani, ja pelastaakseni edes muutamia heistä.
2d0b0f0084	Sillä jos heidän hylkäämisensä on maailmalle sovitukseksi, mitä heidän armoihin-ottamisensa on muuta kuin elämä kuolleista?
2d0b100069	Mutta jos uutisleipä on pyhä, niin on myös koko taikina, ja jos juuri on pyhä, niin ovat myös oksat.
2d0b1100c6	Mutta jos muutamat oksista ovat taitetut pois ja sinä, joka olet metsäöljypuu, olet oksastettu oikeiden oksien joukkoon ja olet päässyt niiden kanssa osalliseksi öljypuun mehevästä juuresta,
2d0b12007c	niin älä ylpeile oksien rinnalla; mutta jos ylpeilet, niin et sinä kuitenkaan kannata juurta, vaan juuri kannattaa sinua.
2d0b13004f	Sinä kaiketi sanonet: "Ne oksat taitettiin pois, että minut oksastettaisiin".
2d0b140071	Oikein; epäuskonsa tähden ne taitettiin pois, mutta sinä pysyt uskosi kautta. Älä ole ylpeä, vaan pelkää.
2d0b15005d	Sillä jos Jumala ei ole säästänyt luonnollisia oksia, ei hän ole säästävä sinuakaan.
2d0b1600bf	Katso siis Jumalan hyvyyttä ja ankaruutta: Jumalan ankaruutta langenneita kohtaan, mutta hänen hyvyyttänsä sinua kohtaan, jos hänen hyvyydessänsä pysyt; muutoin sinutkin hakataan pois.
2d0b170082	Mutta nuo toisetkin, jos eivät jää epäuskoonsa, tulevat oksastettaviksi, sillä Jumala on voimallinen oksastamaan ne jälleen.
2d0b1800ce	Sillä jos sinä olet leikattu luonnollisesta metsäöljypuusta ja vasten luontoa oksastettu jaloon öljypuuhun, kuinka paljoa ennemmin nämä luonnolliset oksat tulevat oksastettaviksi omaan öljypuuhunsa!
2d0b1900ed	Sillä minä en tahdo, veljet-ettette olisi oman viisautenne varassa-pitää teitä tietämättöminä tästä salaisuudesta, että Israelia on osaksi kohdannut paatumus-hamaan siihen asti, kunnes pakanain täysi luku on sisälle tullut,
2d0b1a0088	ja niin kaikki Israel on pelastuva, niinkuin kirjoitettu on: "Siionista on tuleva pelastaja, hän poistaa jumalattoman menon Jaakobista.
2d0b1b005b	Ja tämä on oleva minun liittoni heidän kanssaan, kun minä otan pois heidän syntinsä."
2d0b1c007e	Evankeliumin kannalta he kyllä ovat vihollisia teidän tähtenne, mutta valinnan kannalta he ovat rakastettuja isien tähden.
2d0b1d0036	Sillä ei Jumala armolahjojansa ja kutsumistansa kadu.
2d0b1e007c	Samoin kuin te ennen olitte Jumalalle tottelemattomia, mutta nyt olette saaneet laupeuden näiden tottelemattomuuden kautta,
2d0b1f007b	samoin nämäkin nyt ovat olleet tottelemattomia, että myös he teille tulleen armahtamisen kautta nyt saisivat laupeuden.
2d0b200054	Sillä Jumala on sulkenut kaikki tottelemattomuuteen, että hän kaikkia armahtaisi.
2d0b21008f	Oi sitä Jumalan rikkauden ja viisauden ja tiedon syvyyttä! Kuinka tutkimattomat ovat hänen tuomionsa ja käsittämättömät hänen tiensä!
2d0b220050	Sillä kuka on tuntenut Herran mielen? Tai kuka on ollut hänen neuvonantajansa?
2d0b230049	Tai kuka on ensin antanut hänelle jotakin, joka olisi tälle korvattava?
2d0b240060	Sillä hänestä ja hänen kauttansa ja häneen on kaikki; hänelle kunnia iankaikkisesti! Amen.
2d0c0100c4	Niin minä Jumalan armahtavan laupeuden kautta kehoitan teitä, veljet, antamaan ruumiinne eläväksi, pyhäksi, Jumalalle otolliseksi uhriksi; tämä on teidän järjellinen jumalanpalveluksenne.
2d0c0200b1	Älkääkä mukautuko tämän maailmanajan mukaan, vaan muuttukaa mielenne uudistuksen kautta, tutkiaksenne, mikä on Jumalan tahto, mikä hyvää ja otollista ja täydellistä.
2d0c0300ed	Sillä sen armon kautta, mikä minulle on annettu, minä sanon teille jokaiselle, ettei tule ajatella itsestänsä enempää, kuin ajatella sopii, vaan ajatella kohtuullisesti, sen uskonmäärän mukaan, minkä Jumala on kullekin suonut.
2d0c040070	Sillä niinkuin meillä yhdessä ruumiissa on monta jäsentä, mutta kaikilla jäsenillä ei ole sama tehtävä,
2d0c05006d	niin me, vaikka meitä on monta, olemme yksi ruumis Kristuksessa, mutta itsekukin olemme toistemme jäseniä;
2d0c0600ad	ja meillä on erilaisia armolahjoja sen armon mukaan, mikä meille on annettu; jos jollakin on profetoimisen lahja, käyttäköön sitä sen mukaan, kuin hänellä uskoa on;
2d0c07005d	Jos virka, pitäköön virastaan vaarin; jos joku opettaa, olkoon uskollinen opettamisessaan;
2d0c0800ad	jos kehoittaa, niin kehoittamisessaan; joka antaa, antakoon vakaasta sydämestä; joka on johtaja, johtakoon toimellisesti; joka laupeutta harjoittaa, tehköön sen iloiten.
2d0c090045	Olkoon rakkaus vilpitön, kammokaa pahaa, riippukaa hyvässä kiinni.
2d0c0a007e	Olkaa veljellisessä rakkaudessa helläsydämiset toisianne kohtaan; toinen toisenne kunnioittamisessa kilpailkaa keskenänne.
2d0c0b0052	Älkää harrastuksessanne olko veltot; olkaa hengessä palavat; palvelkaa Herraa.
2d0c0c004e	Olkaa toivossa iloiset, ahdistuksessa kärsivälliset, rukouksessa kestävät.
2d0c0d0043	Pitäkää pyhien tarpeet ominanne; harrastakaa vieraanvaraisuutta.
2d0c0e0037	Siunatkaa vainoojianne, siunatkaa, älkääkä kirotko.
2d0c0f0037	Iloitkaa iloitsevien kanssa, itkekää itkevien kanssa.
2d0c10008a	Olkaa keskenänne yksimieliset. Älkää korkeita mielitelkö, vaan tyytykää alhaisiin oloihin. Älkää olko itsemielestänne viisaita.
2d0c11006b	Älkää kenellekään pahaa pahalla kostako. Ahkeroikaa sitä, mikä on hyvää kaikkien ihmisten edessä.
2d0c12005b	Jos mahdollista on ja mikäli teistä riippuu, eläkää rauhassa kaikkien ihmisten kanssa.
2d0c13008e	Älkää itse kostako, rakkaani, vaan antakaa sijaa Jumalan vihalle, sillä kirjoitettu on: "Minun on kosto, minä olen maksava, sanoo Herra".
2d0c1400a7	Vaan "jos vihamiehelläsi on nälkä, ruoki häntä, jos hänellä on jano, juota häntä, sillä näin tehden sinä kokoat tulisia hiiliä hänen päänsä päälle".
2d0c150043	Älä anna pahan itseäsi voittaa, vaan voita sinä paha hyvällä.
2d0d01009f	Jokainen olkoon alamainen sille esivallalle, jonka vallan alla hän on. Sillä ei ole esivaltaa muutoin kuin Jumalalta; ne, jotka ovat, ovat Jumalan asettamat.
2d0d020092	Sentähden, joka asettuu esivaltaa vastaan, se nousee Jumalan säätämystä vastaan; mutta jotka nousevat vastaan, tuottavat itsellensä tuomion.
2d0d0300dd	Sillä hallitusmiehet eivät ole niiden pelkona, jotka tekevät hyvää, vaan niiden, jotka tekevät pahaa. Jos siis tahdot olla esivaltaa pelkäämättä, niin tee sitä, mikä hyvää on, ja sinä saat siltä kiitoksen;
2d0d0400c8	sillä se on Jumalan palvelija, sinulle hyväksi. Mutta jos pahaa teet, niin pelkää; sillä se ei miekkaa turhaan kanna, koska se on Jumalan palvelija, kostaja sen rankaisemiseksi, joka pahaa tekee.
2d0d05005f	Siksi tulee olla alamainen, ei ainoastaan rangaistuksen tähden, vaan myös omantunnon tähden.
2d0d060077	Sentähdenhän te verojakin maksatte. Sillä he ovat Jumalan palvelusmiehiä, ahkeroiden virassansa juuri sitä varten.
2d0d070095	Antakaa kaikille, mitä annettava on: kenelle vero, sille vero, kenelle tulli, sille tulli, kenelle pelko, sille pelko, kenelle kunnia, sille kunnia.
2d0d08008b	Älkää olko kenellekään mitään velkaa, muuta kuin että toisianne rakastatte; sillä joka toistansa rakastaa, se on lain täyttänyt.
2d0d0900bf	Sillä nämä: "Älä tee huorin, älä tapa, älä varasta, älä himoitse", ja mikä muu käsky tahansa, ne sisältyvät kaikki tähän sanaan: "Rakasta lähimmäistäsi niinkuin itseäsi".
2d0d0a0056	Rakkaus ei tee lähimmäiselle mitään pahaa. Sentähden on rakkaus lain täyttämys.
2d0d0b00a6	Ja tehkää tämä, koska tunnette tämän ajan, että jo on hetki teidän unesta nousta; sillä pelastus on nyt meitä lähempänä kuin silloin, kun uskoon tulimme.
2d0d0c0081	Yö on pitkälle kulunut, ja päivä on lähellä. Pankaamme sentähden pois pimeyden teot, ja pukeutukaamme valkeuden varuksiin.
2d0d0d0092	Vaeltakaamme säädyllisesti, niin kuin päivällä, ei mässäyksissä ja juomingeissa, ei haureudessa ja irstaudessa, ei riidassa ja kateudessa,
2d0d0e0074	vaan pukekaa päällenne Herra Jeesus Kristus, älkääkä niin pitäkö lihastanne huolta, että himot heräävät.
2d0e010044	Heikkouskoista hoivatkaa, rupeamatta väittelemään mielipiteistä.
2d0e020056	Toinen uskoo saavansa syödä kaikkea, mutta toinen, joka on heikko, syö vihanneksia.
2d0e030095	Joka syö, älköön halveksiko sitä, joka ei syö; ja joka ei syö, älköön tuomitko sitä, joka syö, sillä Jumala on ottanut hänet hoivaansa.
2d0e0400bd	Mikä sinä olet tuomitsemaan toisen palvelijaa? Oman isäntänsä edessä hän seisoo tai kaatuu; mutta hän on pysyvä pystyssä, sillä Herra on voimallinen hänet pystyssä pitämään.
2d0e05008d	Toinen pitää yhden päivän toista parempana, toinen pitää kaikki päivät yhtä hyvinä; kukin olkoon omassa mielessään täysin varma.
2d0e0600be	Joka valikoi päiviä, se valikoi Herran tähden; ja joka syö, se syö Herran tähden, sillä hän kiittää Jumalaa; ja joka ei syö, se on Herran tähden syömättä ja kiittää Jumalaa.
2d0e07004a	Sillä ei kukaan meistä elä itsellensä, eikä kukaan kuole itsellensä.
2d0e08008f	Jos me elämme, niin elämme Herralle, ja jos kuolemme, niin kuolemme Herralle. Sentähden, elimmepä tai kuolimme, niin me olemme Herran omat.
2d0e09006c	Sillä sitä varten Kristus kuoli ja heräsi eloon, että hän olisi sekä kuolleitten että elävien Herra.
2d0e0a00b1	Mutta sinä, minkätähden sinä tuomitset veljeäsi? Taikka sinä toinen, minkätähden sinä halveksit veljeäsi? Sillä kaikki meidät asetetaan Jumalan tuomioistuimen eteen.
2d0e0b009e	Sillä kirjoitettu on: "Niin totta kuin minä elän, sanoo Herra, minun edessäni pitää jokaisen polven notkistuman ja jokaisen kielen ylistämän Jumalaa".
2d0e0c0043	Niin on siis meidän jokaisen tehtävä Jumalalle tili itsestämme.
2d0e0d0085	Älkäämme siis enää toisiamme tuomitko, vaan päättäkää pikemmin olla panematta veljenne eteen loukkauskiveä tai langetusta.
2d0e0e00b0	Minä tiedän ja olen varma Herrassa Jeesuksessa, ettei mikään ole epäpyhää itsessään; vaan ainoastaan sille, joka pitää jotakin epäpyhänä, sille se on epäpyhää.
2d0e0f00ad	Mutta jos veljesi tulee murheelliseksi ruokasi tähden, niin sinä et enää vaella rakkauden mukaan. Älä saata ruuallasi turmioon sitä, jonka edestä Kristus on kuollut.
2d0e100048	Älkää siis antako sen hyvän, mikä teillä on, joutua herjattavaksi;
2d0e110072	sillä ei Jumalan valtakunta ole syömistä ja juomista, vaan vanhurskautta ja rauhaa ja iloa Pyhässä Hengessä.
2d0e12005b	Joka tässä kohden palvelee Kristusta, se on Jumalalle otollinen ja ihmisille kelvollinen.
2d0e130058	Niin tavoitelkaamme siis sitä, mikä edistää rauhaa ja keskinäistä rakentumistamme.
2d0e140088	Älä ruuan tähden turmele Jumalan työtä. Kaikki tosin on puhdasta, mutta sille ihmiselle, joka syö tuntoansa loukaten, se on pahaa.
2d0e15008d	Hyvä on olla lihaa syömättä ja viiniä juomatta ja karttaa sitä, mistä veljesi loukkaantuu tai joutuu lankeemukseen tai heikoksi tulee.
2d0e160096	Pidä sinä itselläsi Jumalan edessä se usko, mikä sinulla on. Onnellinen on se, joka ei tuomitse itseään siitä, minkä hän oikeaksi havaitsee;
2d0e170081	mutta joka epäröi ja kuitenkin syö, on tuomittu, koska se ei tapahdu uskosta; sillä kaikki, mikä ei ole uskosta, on syntiä.
2d0f010061	Mutta meidän, vahvojen, tulee kantaa heikkojen vajavaisuuksia, eikä elää itsellemme mieliksi.
2d0f02005b	Olkoon kukin meistä lähimmäiselleen mieliksi hänen parhaaksensa, että hän rakentuisi.
2d0f030094	Sillä ei Kristuskaan elänyt itsellensä mieliksi, vaan niinkuin kirjoitettu on: "Niiden herjaukset, jotka sinua herjaavat, ovat sattuneet minuun".
2d0f040095	Sillä kaikki, mikä ennen on kirjoitettu, on kirjoitettu meille opiksi, että meillä kärsivällisyyden ja Raamatun lohdutuksen kautta olisi toivo.
2d0f05008b	Mutta kärsivällisyyden ja lohdutuksen Jumala suokoon teille, että olisitte yksimieliset keskenänne, Kristuksen Jeesuksen mielen mukaan,
2d0f060076	niin että te yksimielisesti ja yhdestä suusta ylistäisitte Jumalaa ja meidän Herramme Jeesuksen Kristuksen isää.
2d0f07006a	Hoivatkaa sentähden toinen toistanne, niinkuin Kristuskin on teidät hoivaansa ottanut Jumalan kunniaksi.
2d0f08008f	Sillä minä sanon, että Kristus on tullut ympärileikattujen palvelijaksi Jumalan totuuden tähden, vahvistaaksensa isille annetut lupaukset,
2d0f0900af	mutta että pakanat laupeuden tähden ovat ylistäneet Jumalaa, niinkuin kirjoitettu on: "Sentähden minä ylistän sinua pakanain seassa ja veisaan kiitosta sinun nimellesi".
2d0f0a0047	Ja vielä on sanottu: "Riemuitkaa, te pakanat, hänen kansansa kanssa".
2d0f0b0057	Ja taas: "Kiittäkää Herraa, kaikki pakanat, ja ylistäkööt häntä kaikki kansat".
2d0f0c0080	Ja myös Esaias sanoo: "On tuleva Iisain juurivesa, hän, joka nousee hallitsemaan pakanoita; häneen pakanat panevat toivonsa".
2d0f0d0092	Mutta toivon Jumala täyttäköön teidät kaikella ilolla ja rauhalla uskossa, niin että teillä olisi runsas toivo Pyhän Hengen voiman kautta.
2d0f0e00a7	Veljeni, minä kyllä olen varma teistä, että te jo ilmankin olette täynnä hyvyyttä ja kaikkinaista tietoa, niin että myös kykenette neuvomaan toinen toistanne.
2d0f0f00a9	Kuitenkin olen paikka paikoin jotenkin rohkeasti teille kirjoittanut, uudestaan muistuttaakseni teille näitä asioita, sen armon kautta, jonka Jumala on minulle antanut
2d0f1000e5	sitä varten, että minä olisin Kristuksen Jeesuksen palvelija pakanain keskuudessa, papillisesti toimittaakseni Jumalan evankeliumin palvelusta, niin että pakanakansoista tulisi otollinen ja Pyhässä Hengessä pyhitetty uhri.
2d0f11004c	Minulla on siis kerskaukseni Kristuksessa Jeesuksessa palvellessani Jumalaa;
2d0f12009e	sillä minä en rohkene puhua mistään muusta kuin siitä, mitä Kristus, saattaakseen pakanat kuuliaisiksi, on minun kauttani vaikuttanut sanalla ja teolla,
2d0f1300c3	tunnustekojen ja ihmeiden voimalla, Pyhän Hengen voimalla, niin että minä Jerusalemista ja sen ympäristöstä alkaen Illyrikoniin saakka olen suorittanut Kristuksen evankeliumin julistamisen,
2d0f1400b1	ja sillä tavoin, että olen pitänyt kunnianani olla julistamatta evankeliumia siellä, missä Kristuksen nimi jo on mainittu, etten rakentaisi toisen laskemalle perustukselle,
2d0f15008e	vaan niinkuin kirjoitettu on: "Ne, joille ei ole julistettu hänestä, saavat hänet nähdä, ja jotka eivät ole kuulleet, ne ymmärtävät".
2d0f160047	Sentähden olenkin niin usein ollut estetty tulemasta teidän tykönne.
2d0f170080	Mutta koska minulla nyt ei enää ole tilaa näissä paikkakunnissa ja kun jo monta vuotta olen halunnut tulla teidän tykönne,
2d0f1800e9	niin minä, jos milloin Hispaniaan matkustan, tulen luoksenne, sillä minä toivon sieltä kautta matkustaessani näkeväni teidät ja teidän avullanne pääseväni sinne, kunhan ensin olen vähän saanut iloita teidän seurastanne.
2d0f190043	Mutta nyt minä matkustan Jerusalemiin viemään pyhille avustusta.
2d0f1a0077	Sillä Makedonia ja Akaia ovat halunneet kerätä yhteisen lahjan niille Jerusalemin pyhille, jotka ovat köyhyydessä.
2d0f1b00ca	Niin he ovat halunneet, ja he ovatkin sen heille velkaa; sillä jos pakanat ovat tulleet osallisiksi heidän hengellisistä aarteistaan, niin he puolestaan ovat velvolliset auttamaan heitä maallisilla.
2d0f1c0072	Kun olen tehtäväni suorittanut ja heille tämän hedelmän perille vienyt, lähden teidän kauttanne Hispaniaan;
2d0f1d0063	ja minä tiedän, että tullessani teidän tykönne tulen Kristuksen täydellinen siunaus mukanani.
2d0f1e00aa	Mutta minä kehoitan teitä, veljet, Herramme Jeesuksen Kristuksen kautta ja Hengen rakkauden kautta auttamaan minua taistelussani, rukoilemalla minun puolestani Jumalaa,
2d0f1f0083	että minä pelastuisin joutumasta Juudean uskottomien käsiin ja että Jerusalemia varten tuomani avustus olisi pyhille otollinen,
