2800000006	Matiɔ
3b050600ab	Mbɛiŋ bwaŋ gvu i bəni chɛiŋ bɔ liə i ŋgəkə wə. Mbɛiŋ wɔɔyi bəni bə̀ bɔ ka fə dəkə gia yidɔkɔ, a chu num bəni bɔ kɔbi i bwaŋ ŋga bəh mbɛiŋ.
3b05070159	Bwa bə nih bəŋ, yi kɔ a mbɛiŋ nûmki bəh ŋkaŋa wi shɔm i tsə̂ bûku jɔbi wə Bah bi fiəniki dzəki yɛiŋ. Mbɛiŋ yɛ̂iŋ si bəni bə̀ bɔ nɔmki khə si kaŋa shɔm i tsə buku jɔbi wə bɔ si kɔh biɛiŋ bindzɔŋni i khə wibɔ wə. Bɔ si wɔkɔli dzaŋ dzə ka bɔ gbɛli biɛiŋ, bɔ wɔkɔli bi kpɛiŋ i ŋkɔh wə.
3b05080068	Mbɛiŋ tə kâŋaki shɔm ayakadəiŋ. Mbɛiŋ nûmki bəh ŋga kɔm jɔbi wi Bah si num kɔmsi dzə.
3b050900b3	Bwa bə nih bəŋ, kiə mi ma shwîŋyiki waiŋnih wi. Mi wə wi shwiŋyiki waiŋnih wi bi kaŋaki lə nsaka. Mi wə wi bi təiŋki bənsaka wi si num lɔ i dzaka kifiəŋə wə.
3b050a00af	Bwa bə nih bəŋ, mbɛiŋ sîni dzɔ̂ i bəni bə ntum bə Nyɔ bə̀ bɔ si dzaka i bəni i yɛli wi Bah wə. Bɔ ni yɛiŋki lə bəŋgəkə, ka kaŋaki a shɔm wɔkɔli.
3b050b0166	Bukumbɛiŋ yɛiŋ a bəni bəchi bə̀ bɔ nì kɔ bɔ kaŋa shɔm tsə kaasi, kɔ num Bah nì lɔɔ kimbɔiŋsi i bɔ wə. Mbɛiŋ kɔ mbɛiŋ wɔkɔ lɔ kɔm Jɔb si wi nì kaŋa shɔm i tsə kaasi, chu wɔkɔ tə si Bah nì tsə beeŋsi ŋgəkə wi, wi fiəni chu bindzɔŋ. Bah nì fə yakadəiŋ, kɔm wi si cham lə i bəni, kwasi nshɛiŋ i bɔ.
3b050c015d	Bwa bə nih bəŋ, gia yə yi tsəki gia yichi kɔ a, mi ka dzaka gia kiə wi ki kaiŋ kə. Kɔŋ wi kaiŋki num i bɔɔli, nabə a wi kaiŋ i nshwaiŋ, nabə i yɛli winaiŋ fiɛŋ. Mi ka bum gia a, “Aaŋ”, yi ka numki asi yi kɔ. Wi ka nəiŋ a, “Aayi”, yi ka numki asi yi kɔ. Mbɛiŋ fəki yaka, ka Nyɔ bi ma chu jiə mi i ŋgəkə wə.
3b050d007a	Mi widɔkɔ i mbɛiŋ wə kabə yɛiŋ ŋgəkə, wi ka tsâki. Mi ka wɔkɔki ndzɔŋni, wi ka yə̂əŋki kɔ̂ksi Nyɔ.
3b050e00a4	Mi widɔkɔ i mbɛiŋ wə kabə gwɛiŋki, wi bɔ̂ɔŋ bətii kijuŋni ki bəni bə bumni, bɔ dzə̂ tsâ i wi bɛiŋ, fîaŋsi wi bəh miə i yɛli wi Bah wə,
3b050f00a7	ntsa wiwɔ wə bɔ tsa lə num bɔ jiə shɔm i Bah wə, ni gamti mi wiwɔ wi ni bɔnih, Nyɔ ni dzasi wi i bɛiŋ. A kabə num a mi wiwɔ fə chu, Nyɔ ni dalinya wi.
3b051000b3	Ayakadəiŋ, yi kɔ a, mi ka fə gia yichu, wi fûku i waiŋnih, bɔ wi tsâ i gwú yibɔ, ka Nyɔ ni chuku mbɛiŋ. Ntsa wi mi wi chəŋ kaŋaki lə ŋga nalə fə gia yiduli.
3b051100be	Mbɛiŋ sîni dzɔ̂ gia i Ɛlaja wə. Wi nì kɔ mi wiwɔm ka bukumbɛiŋ. Wi nì tsa jiə ŋga a dzaŋ ma dzə i fa kuku. Dzaŋ baaŋ i bɛiŋ yakadəiŋ i jía yitali wə bəh kiŋka.
3b0512004a	Wi bi fiəni tsa, Nyɔ faaŋ shi dzaŋ, biɛiŋ fiəni kɔ i nshwaiŋ wə.
3b05130078	Bwa bə nih bəŋ, mi widɔkɔ i mbɛiŋ ka bee dzəh yi ŋkɔŋ ka njəŋki, mi widɔkɔ fiəni dzə bəh wi i jum wə,
3b051400b8	mi wə wi dzə bəh wi i jum wə wi kîə a mi ka fiəni mi wə wi fəki gia yichu, wi bêe dzəh yi yi kilɔlɔ, yaka wi bwili wəmaka i kaŋ yi kpi wə, Nyɔ dalinya chu bi biduli.
3c00000006	1 Bita
3c010100f3	Kiŋwakti kələ nyaka mih Bita waiŋ ntum wi Jisɔs Klistus. Mih nyaka i bəni bə Nyɔ bə̀ wi sabibwili a akɔ mbu num bɔ waŋ tsə bɔ num bəni bə dzəni i bimbu bi Bɔntus bəh Galɛshia bəh Kafadɔsia bəh Ɛsia bəh ki Bitinia wə.
3c0102012f	Nyɔ Tii wibukumbɛiŋ nì sabibwili mbɛiŋ asi wi nì kiəki yi kɛiŋ i bi dzə num. Kiŋ'waka ki ka kɛiŋsi jiə mbɛiŋ chi chi ka mbɛiŋ bi wɔkɔ i Jisɔs Klistus, a bə mikə mbɛiŋ bəh mwa mu. Ma Nyɔ chûsi mbɛiŋ shɔm yi yindzɔŋni nalə, wi nyâ mbɛiŋ bəh shɔm yi dəli nalə.
3c01030123	Kiŋkɔksi nûm i Nyɔ wə wi kɔ Nyɔ chu num Ba wi Bah wibukumbɛiŋ Jisɔs Klistus. Wi bwɔ bukumbɛiŋ i mbwɔ wimfiaŋ wə asi Jisɔs Klistus nì dza i kpi wə num a fə ŋkwasi wi winshɛiŋ wimbum i bukumbɛiŋ. Gia yələ fə a bukumbɛiŋ numki i liə bə tsɛiŋ tsə a ninshiŋ,
3c0104008b	tsɛiŋ i dzi biɛiŋ num biə wi jiə i mbɛiŋ i tumi ki bɛiŋ wə. Biɛiŋ biələ kɔ bi kɔbi i fɔɔ, nabə i bəkə, nabə i jwiŋ.
3c010500a1	I tsə dzəh i shɔm yə mbɛiŋ jiə i Nyɔ wə, wi chəniki mbɛiŋ bəh ŋga bi i tsə buku i mbɔiŋ wə wi kɛiŋsi jiə a wi bi yəŋəki i kiŋgɔksi wə.
3c010600be	Si mbɛiŋ kiəki yakadəiŋ, mbɛiŋ wɔkɔki ndzɔŋni. Ayakalə, mbɛiŋ kaŋa i ni wɔkɔ lɔli i jɔbi wi twɛsi wə kɔm bə bəmɔmsi bə̀ bɔ dzəki i mbɛiŋ i dzə́h dzə́h wə.
3c010701c0	Bɔ dzəki i mɔmsi a shɔm yə mbɛiŋ jiə i Nyɔ a, akɔ yi ŋkɔŋ. Namana yaka chwaka ki kpɔ ki bɔkɔli si num num bə mɔm bəh gbuku, ayaka chwaka kiwɔ num fiɛŋ fi num i bi bəkə. Si yi kɔ yakadəiŋ, yaka kɔ a bə kɔlə i mɔm tə shɔm yə mbɛiŋ jiə i Nyɔ, kɔm yi kɔ fiɛŋ fi tsə chwaka ki kpɔ ki bɔkɔli. Ayakadəiŋ, jɔbi wə Jisɔs Klistus bi buku dzə, bə bi kɔksiki mbɛiŋ, tumyi bikum bimbɛiŋ, yaksi mbɛiŋ.
3c010800ca	Mbɛiŋ kɔŋki Jisɔs Klistus maka mbɛiŋ num yɛiŋ i wi wə, num mbɛiŋ bum i wi, na yaka si mbɛiŋ yɛiŋki kə i wi wə i liə. Mbɛiŋ bə́ wɔkɔ ndzɔŋni nalə a num biə mi kɔkə i dzaka,
3c0109007d	kɔm mbɛiŋ kiəki a, si mbɛiŋ jiə shɔm i wi wə, gia yə yi dzəki i yɛiŋ chɛiŋ kɔ mbɔiŋ wi biŋ'waka bimbɛiŋ.
3c010a00a8	Bəni bə ntum bə Nyɔ bə̀ bɔ nì dzakaki kɔm kinduksi ki Nyɔ kə wi nì kɔ i duksi mbɛiŋ yɛiŋ, bɔ nì kɛiŋsi nəŋ, mɔmsi i kiə kɔm mbɔiŋ wələ.
3c010b00ef	Kiŋ'waka ki Klistus nì kɔ i bɔ wə si bɔ nì dzakaki a Klistus bi yɛiŋ lə ŋgəkə ayaka i yəmaka jum, wi bi ka kwati kiŋkɔkni. Ayaka bɔ ka nəŋki i kiə jɔbi wə gia yiwɔ bi numki, bəh dzəh yə yi bi tsəki ka yi numki.
3c010c0161	Nyɔ ka fə bɔ kiə a gia yələ bɔ nì dzakaki a bɔ nì dzakaki kə num i gwu yibɔ wə, yi nì kɔ, num i mbɛiŋ. Akɔ yi mbɛiŋ nì wɔkɔ i dzaka ki bəni bə̀ bɔ nì fukuki ntum wi ndzɔŋni kɔm Klistus i mbɛiŋ i ŋga bi Kiŋ'waka ki Baiŋni kə Nyɔ nì chiŋsi ki dzə i bɛiŋ. Yələ kɔ gia na bəchinda bə Nyɔ də i kiə yi.
3c010d010a	Si yi kɔ yakadəiŋ, mbɛiŋ lûmsi mfi bimbɛiŋ, mbɛiŋ kɛ̂iŋsi gwu yimbɛiŋ. Mbɛiŋ tɔ̂kni bəh gwu yimbɛiŋ, mbɛiŋ tsɛ̂iŋki ndzɔŋki tsəki a ninshiŋ i kinduksi ki Nyɔ kə ki bi dzə i mbɛiŋ jɔbi wə Jisɔs Klistus bi fiəni chusiki gwu yi.
3c010e00b1	Mbɛiŋ wɔ̂kɔki i Nyɔ ka bwa bu. Kiə mbɛiŋ ma chu fə̂ki gia bîəli si nyam yimbɛiŋ yi gwu nəŋki asi mbɛiŋ nì fəki jɔbi wə mbɛiŋ nì kɛiŋki i jisi wə.
3c010f0069	Asi wi wə wi nì bɔɔŋ mbɛiŋ wi kɔ wi baiŋni, mbɛiŋ tə bâiŋki i kimfə kimbɛiŋ kichi wə,
3c0110003e	asi bə nyaka a, “Mbɛiŋ bâiŋki kɔm mih baiŋki lə.”
3c011100de	Si mbɛiŋ bɔɔŋki Nyɔ a Ba wimbɛiŋ, akɔ wə wi sakaki mi wichi i kimfə ki wə chusi kə chi chi, mbɛiŋ kaŋa i nɔ̂ki nɔni kimbɛiŋ lwâ Nyɔ i jɔbi wichi wə mbɛiŋ kɔ i mbi wələ wə ka bəni bədzəni.
3c011200bd	Ntə mbɛiŋ kiəki lə a Nyɔ nì təiŋ lɔ mbɛiŋ i nɔni kiyəə kə bətii bəmbɛiŋ nì kuku yaka mbɛiŋ yɛiŋ, wi nì ka təiŋ dəkə num bəh fiɛŋ ka kpɔ wi num i bəkə.
3c011300ad	Wi nì təiŋ num bəh mwa mi Klistus mɔ kɔbi fiɛŋ fi kilɔlɔ, mə mɔ kɔ ka mi waiŋ jaka wi mfə gia wə wi kaŋaki kə chu bidɔkɔ nabə gia yi kiŋgbɔ yidɔkɔ.
3c01140063	Nyɔ nì saiŋbwili wi na ka mbi yisi, ka chusi wi i chɔkɔ bi gɔksini biələ wə kɔm mbɛiŋ.
3c011500bf	A fə Klistus na ka mbɛiŋ bum i Nyɔ wə wi nì dzasi wi i kpi wə nya wi bəh mbum. Si wi nì fə yakadəiŋ, shɔ́m yimbɛiŋ bəh kiŋkwaka kimbɛiŋ ka numki num mbɛiŋ jiə i Nyɔ.
3c011600da	Si mbɛiŋ kɔ mbɛiŋ wɔkɔ lɔ ŋkɔŋ, bi fə biŋ'waka bimbɛiŋ baiŋ ka mbɛiŋ kaŋaki kiŋkɔŋ i bwa bə nih bəmbɛiŋ a num kiŋkɔŋ ki ŋkɔŋ, mbɛiŋ kɔ̂ŋniki a yakadəiŋ bəh shɔm yimbɛiŋ yichi.
3c011700f6	Mbɛiŋ kîəki a bə fiəni bwɔ mbɛiŋ i mbwɔ wimfiaŋ wə. Wi wələ wi bwɔ mbɛiŋ lə a kɔkə wə wi kɔ i kpi. Ayaka a num Nyɔ mwi wə wi bi kpi kə. Wi bwɔ mbɛiŋ num a bəh ja yə yi nyaki nɔni. Ja yələ bi baaŋ a numki fɛiŋ.
3c011800ad	Yi kɔ asi bə nyaka i Kiŋwakti ki Nyɔ wə a, “Mi wiwɔm wichi kɔ aka mfwaŋ, ndzɔŋni bi kɔ aka bəfluwa bə chwa. Mfwaŋ si kpiyi lə, bəfluwa bə chwa tə səkyi,
3c0119007e	ayakalə ja yi Bah bi num a fɛiŋ jɔbi wichi.” Ja yələ num ntum wi ndzɔŋni kɔm Klistus wə bə nì fukuki i mbɛiŋ.
3c020100a2	Yi kɔ a, mbɛiŋ bêe shɔm yichu yichi, bəh mfwɔkyi wichi bəh i dzakaki bəndzaka bəfa, bəh kiŋghəkə bəh i dzakaki bəndzaka bəchu bəchi kɔm bəni.
3c020200e3	Mbɛiŋ kâŋaki kiŋkɔŋ nalə i mahki mbɛiŋŋ wi baiŋni wi kiŋ'waka a wi wi, a liŋ asi bwa bə bɔhli si kaŋa kiŋkɔŋ i mbɛiŋŋ wə, ka wi fəki mbɛiŋ kɔɔki tsəki a ninshiŋ i bi dzə kwati mbɔiŋ wimbɛiŋ.
3c02030054	Mbɛiŋ fə̂ki yakadəiŋ si mbɛiŋ mɔm wɔkɔ lɔ ka yɛiŋ a Bah ndzɔŋki lə.
3c020400a8	Mbɛiŋ dzəki i Klistus wə wi kɔ Təh wə wi kaŋaki nɔni, a num wə bəni nì nəiŋma a wi ndzɔŋki kə, ayakalə Nyɔ saiŋbwili n'yi a, akɔ shɔm yi ŋgaiŋ.
3c020500e9	Mbɛiŋ tə kɔ aka kitəh kə ki kaŋaki nɔni kə Nyɔ maaki juŋ yi kiŋ'waka yɛiŋ a mbɛiŋ ni nûmki mbaŋ wi bətii mfə gia bu bə baiŋni, i fəki bimfə gia biə wi kɔŋki i kiŋ'waka wə tsə dzəh i Jisɔs Klistus wə.
3c020600f5	Yi kɔ i Kiŋwakti ki Nyɔ wə a, “Mbɛiŋ tsɛ̂iŋ, mih jiəki təh i kwili wi Sayɔŋ wə, a num təh wi bu wi juŋ. A num təh wə mih saiŋbwili, a num shɔm yiŋ nalə. Təh wələ kɔ wə, mi ka jiə mfi bi i wi wə wi bi ma də gwu.”
3c02070114	I mbɛiŋ bə̀ mbɛiŋ bum i wi, təh wiwɔ kɔ shɔm yimbɛiŋ. Ayakalə, i bəni bə̀ bɔ ka jiə dəkə shɔm i wi, wi kɔ i bɔ asi bə nyaka i Kiŋwakti ki Nyɔ mə a, “Təh wə bəni bə maani nì nəiŋ, wi dza ka fiəni num, təh wə bə maa bu wi juŋ yɛiŋ.”
3c020800ee	Ayaka yi chu num bə nyaka a, “Təh wələ ni fəki bəni bənliki i wi wə. A num biaŋa wə wi ni fəki bəni gbɔyi.” Bɔ bənliki i yɛiŋ wə kɔm bɔ nəiŋ i bum gia yi Nyɔ, num asi Nyɔ nì sisi jiə a yi kaŋaki i bi numki.
3c02090158	Ayakalə, mbɛiŋ kɔ fimbɛiŋ ŋgɔkɔ wə a sabibwili Nyɔ mbɛiŋ. Mbɛiŋ num mbaŋ wi bətii mfə gia bə̀ bɔ nɔmki i ŋkuŋ. Mbɛiŋ num tumi ki baiŋni, mbɛiŋ num bəni bə̀ Nyɔ fə a bɔ numki mbu mwi i fukuki gia yindzɔŋni yə wi fəki. Akɔ wi wə wi bɔɔŋ mbɛiŋ mbɛiŋ buku i jisi mə, ka liə i baiŋni bi bimbum wə.
3c020a00cb	A nì kɔ i kikpu wə mbɛiŋ nì kɔkə bəni, ayakalə i liə mbɛiŋ si num lɔ bəni bə Nyɔ. I ninshiŋ mbɛiŋ nì ka dzɔ dəkə nshɛiŋ yi Nyɔ, ayakalə i liə mbɛiŋ dzɔ lɔ nshɛiŋ yi.
3c020b010f	Nsɛ́iŋ yiŋ yi shɔm, si mbɛiŋ kɔ bəni bə dzəni i mbi wələ wə num mbɛiŋ kwumi num kwumini i mbi wələ, mih bə́ kwuŋ kaŋ kwuŋni i mbɛiŋ a mbɛiŋ ma fə̂ki gia yichu yə nyam yimbɛiŋ yi gwu kɔŋki, kɔm gia yələ jwɔki bəh biŋ'waka bimbɛiŋ.
3c020c0109	Mbɛiŋ chûsiki nɔni kindzɔŋni i kintəəŋ ki bəni bə̀ bɔ kiəki kə Nyɔ ka jɔbi wə bɔ jiəki gia i mbɛiŋ fuŋ a mbɛiŋ kɔ bəni bəchu, bɔ ni yɛiŋki nɔni kimbɛiŋ kindzɔŋni, ka a bi numki chɔkɔ biə Nyɔ bi dzə, bɔ bi tumyiki bikum bi.
3c020d008e	Mbɛiŋ nyâ gwú yimbɛiŋ kɔm bə Bah i mi wichi wə wi sakaki bəni. Mbɛiŋ nyâ gwú yimbɛiŋ kɔŋ a numki i ŋkuŋ wi Lum wimbum,
3c020e0096	nabə i bəni bə̀ wi jiə a bɔ sakaki bimbu bi mbi, bɔ jiə bəni bə̀ bɔ fəki gia yichu i ŋgəkə wə kɔksi bə̀ bɔ fəki gia yindzɔŋni.
3c020f0088	Nyɔ nəŋki a mbɛiŋ fə̂ki gia yindzɔŋni, ayaka baŋ dzaka ki bəni bə kiyuŋ bə̀ bɔ dzakaki gia kiə kə gia yə bɔ dzakaki.
3c021000ae	Mbɛiŋ nɔ̂ki ka bəni bə̀ gia yidɔkɔ kaŋaki kə bɔ, ayakalə kiə mbɛiŋ ki dzɔ̂ kə yi i kəŋ i shi chɛiŋ i fə̂ki chu. Mbɛiŋ nɔ̂ki num ka mfá yi Nyɔ.
3c0211007c	Mbɛiŋ kɔ̂ksiki bəni bəchi, kɔ̂ŋ bwa bə nih bəmbɛiŋ bə bumni bəchi, lwâ Nyɔ, kɔ̂ksi ŋkuŋ wimbum wi Lum.
3c021200e3	Mfá, mbɛiŋ nyâki gwú yimbɛiŋ i bəni bə̀ mbɛiŋ kɔ i bɔ chɛiŋ, kɔ̂ksi bɔ na bindzɔŋ. Mbɛiŋ ma nyâki a bə̀ bɔ kaŋaki nɔni kindzɔŋni bɔ tɔkni i mbɛiŋ. Mbɛiŋ nyâki tə i bə̀ bɔ chəfiki.
3c021300af	Mih dzakaki lə kɔm Nyɔ si wɔkɔ lə ndzɔŋni i mi wə bə chəbsiki wi wi wɔkɔ lɔli maka wi gbɔ i gia yidɔkɔ wə, ayakalə kaŋa a shɔm kɔm wi jiə mfi bi i Nyɔ.
3c021400ee	Bə ka twɛiŋki mbɛiŋ num mbɛiŋ gbɔ i gia wə, mbɛiŋ kaŋa shɔm, mbee wiwɔ kɔ na nə? Ayakalə, mbɛiŋ ka yɛiŋki ŋgəkə num i gia yindzɔŋni yə mbɛiŋ fə, mbɛiŋ kaŋa a shɔm, Nyɔ ni wɔkɔki ndzɔŋni bəh mbɛiŋ.
3c02150098	Akɔ di bimbɛiŋ i yɛiŋki ŋgəkə yakadəiŋ, kɔm Klistus tə nì yɛiŋ ŋgəkə kɔm mbɛiŋ, chusi kinchəsi i mbɛiŋ a mbɛiŋ dzɔ̂ gvu yi.
3c02160056	Wi nì ka num fə dəkə chu nalə, já yifa nì ka num buku dəkə i dzaka ki wə.
3c021700e1	Jɔbi wə bə nì tɔyiki wi, wi nì ka chukuli dəkə bəh ntɔyi. Jɔbi wə bə nì njəŋsiki wi, wi nì ka fasi dəkə i nya ŋgəkə i bɔ, ayakalə wi nya gia yichi i Nyɔ kaŋ wə wi kiəki i saka ndzɔŋ bənsaka.
3c021800cb	Wi mwi nì giŋ chu bibukumbɛiŋ i gwu yi wə i kintasi wə. Wi nì fə yakadəiŋ, ka bukumbɛiŋ kpi i gaali bəh chu, i nɔ̂ki nɔni ki chəŋ. Bíəkə yə wi nì kaŋaki yi fə mbɛiŋ bɔnih.
3c0219008b	Mbɛiŋ nì kɔ aka shwáŋ njəŋ nnya, ayakalə i liə mbɛiŋ fiəni lɔ ka dzə i Nchəni, wi chu num Ntɔkni wi biŋ'waka bimbɛiŋ.
3c030100f8	Mbɛiŋ bəkaŋa bə bəni, mbɛiŋ tə nyâki gwú yimbɛiŋ i bənyuku bəmbɛiŋ. Mbɛiŋ kabə fəki yakadəiŋ, ma mi wimu i bɔ kintəəŋ wə wi nəiŋki i bum gia yi Nyɔ, ni dza bum maka mi chu dzaka gia i wi, num a fə nɔni ki kpə wi,
3c03020054	si bənyuku bəmbɛiŋ yɛiŋki si mbɛiŋ nɔki nɔni ki baiŋni, chusi kiŋkɔksi.
3c030300c0	Gia yə yi chusiki ndzɔŋni bimbɛiŋ ma nûmki biɛiŋ bi lɔɔni i gwu wə, ka i kɛiŋsiki juŋyifwu a yi ndzɔŋki, bəh i ləkəki misiŋ, bəh i kaŋa gwu bəh bəmbuŋ bəh ndzɔŋni.
3c030400e4	Gia yə yi ni chûsiki ndzɔŋni bi mi ni numki fiɛŋ fiə mi wiwɔ kɔ fi i shɔm yi mə. Ŋkaiŋni ndzɔŋni biələ si jwiŋ kə, a num bi shɔm yə yi bɔniki num lə nyiki. Biələ kɔ biə Nyɔ yɛiŋki akɔ bi shɔm yi.
3c030500a5	Akɔ lə si bəkaŋa bə baiŋni bə̀ i kikpu wə nì jiə mfi bibɔ i Nyɔ wə ní shiki chusiki ndzɔŋni bibɔ. Bɔ nì nya tə gwú yibɔ i bənyuku bəbɔ.
3c030600b1	Miŋkpaŋa ka Sɛla nì wɔkɔki lə i Ablaham bɔɔŋ wi a bah wi ŋgaiŋ. Mbɛiŋ tə kɔ i liə bwa bə Sɛla jɔbi wə mbɛiŋ fəki gia yi chəŋ chu lwa kə gia yidɔkɔ.
3c0307013a	Bənyuku, mbɛiŋ tə kîə dzəh yə mbɛiŋ kaŋaki i nɔ̂ki bəh bəkaŋa bəmbɛiŋ. Mbɛiŋ nyâki kiŋkɔksi i bɔ si bɔ kaŋaki kə ŋga ka mbɛiŋ, ayaka si Nyɔ kɔ wi duksi mbɛiŋ bɔ bəchi bəh nɔni kə ki bi tsə kaa kə. Mbɛiŋ nɔ̂ki yakadəiŋ, ka fiɛŋ fidɔkɔ ma kəŋki ntsa wimbɛiŋ.
3c030800c2	I gɔksiki, mih təfiki mbɛiŋ bəchi a, mbɛiŋ kâŋaki shɔm yimu, kâŋa nshɛiŋ yi kwasini, kâŋa kiŋkɔŋ ki bəni bə bumni, kâŋa shɔm yi bɔnini, shîsi gwu yimbɛiŋ i kuku.
3c030900fa	Mi ka fə chu i mi kiə wi ki chûkuli kə bəh chu. Mi ka tɔyi mi, kiə wi ki chûkuli kə bəh ntɔyi, wi lɔɔ num kimbɔiŋsi i wi wə. Yələ kɔ gia yə Nyɔ bɔɔŋ mbɛiŋ kɔm yi a mbɛiŋ fə̂ki ka wi bi lɔɔ kimbɔiŋsi i mbɛiŋ wə.
3c030a00c3	Akɔ yaka si bə nyaka a, “Mi ka kɔŋki i wɔkɔki ndzɔŋni i nɔni ki wə, bəh i yɛiŋ kaŋ yindzɔŋni, wi tɔ̂kniki bəh lɔm wi kɔm chu, ayaka ma já yifa ma bûkuki i dzaka ki wə.
3c030b0071	Wi kaŋaki i nyɔ̂kɔ jum yi i gia yichu wə, fə̂ num yindzɔŋni, yɔ̂kɔ i kimbɔiŋni chɛiŋ bîəli ki,
3c030c0077	kɔm Bah si yɛiŋ lə bəni bə chəŋ, wi wɔkɔ ntsa wibɔ. Ayakalə, wi nya kə shi i bəni bə̀ bɔ fəki chu.”
3c030d0085	Mbɛiŋ kabə kaŋa kiŋkɔŋ kimbum i fəki gia yindzɔŋni ka yəmaka, na mi wə wi kɔ i fə mbɛiŋ bəh gia yichu kɔ na ndə a?
3c030e00ac	Ayakalə, bəni kabə nya ŋgəkə i mbɛiŋ kɔm mbɛiŋ fəki gia yi chəŋ, ma Nyɔ ni bɔiŋsi mbɛiŋ. Kiə mbɛiŋ ma lwâki bɔ, nabə a shɔ́m nyûmyiki mbɛiŋ.
3c030f012b	Mbɛiŋ kɔksiki Klistus i shɔ́m yimbɛiŋ wə ka Bah wimbɛiŋ. Mbɛiŋ kɛiŋsi gwu yimbɛiŋ, jɔbi wichi i wɔkɔliki i chukuli mi wə wi ni bikə gia yə mbɛiŋ tsɛiŋki tsəki i ninshiŋ kɔm yi. Ayakalə, jɔbi wə mbɛiŋ chukuliki, mbɛiŋ chûkuliki i kimbɔiŋni wə bəh kiŋkɔksi.
3c031000ca	Mbɛiŋ ma fə̂ki gia yə yi kɔ i sakaki mbɛiŋ i shɔ́m mə, ka jɔbi wə bə tɔyiki mbɛiŋ, dzaka já yichu kɔm nɔni kimbɛiŋ kindzɔŋni kɔm mbɛiŋ kɔ bəni bə Klistus, bɔ ni gəmniki.
3c031100cd	Mbɛiŋ kîə a yi ndzɔŋki lə i yɛiŋ ŋgəkə kɔm gia yindzɔŋni yə mbɛiŋ fə yi, a kabə num a Nyɔ kɔŋki lə a yi nûmki yakadəiŋ, tsə i yɛiŋki ŋgəkə kɔm gia yichu yə mbɛiŋ fə.
3c0312013d	Yi kɔ asi Klistus nì yɛiŋ ŋgəkə ka kpi. Wi nì kpi kɔm chu bi bəni kpamu yi kaa yakadəiŋ. Wi wə wi nì kɔ mi wi chəŋ nì kpi i bəni bə̀ bɔ kɔkə bə chəŋ i dzə bəh bukumbɛiŋ i Nyɔ wə. Bə nì wɔɔ wi, wi kpi num i nyam yi gwu wə, ayakalə Nyɔ fə a wi numki wiwɔm i kiŋ'waka wə.
3c0313006c	Akɔ i kiŋ'waka kələ wə wi nì tsə fuku gia yi Nyɔ i biŋ'waka biə bi nì kɔ i juŋ yi nsəŋ mə.
3c0314010f	Biŋ'waka biələ kɔ biə bi nì nəiŋ i bum i Nyɔ i jɔbi wi Nɔa wə. Nyɔ nì kaŋa shɔm bəh bi, wɔkɔli jɔbi wə Nɔa nì kɛiŋsi kaasi ŋgwuki. Ŋgwuki wələ kɔ wə bəni nì liə yɛiŋ a bəni nyaŋ shəŋ, a num bɔ bə̀ bɔkɔ nì fə bɔ bɔiŋ.
3c0315013a	Bɔkɔ yələ kɔ ka bɔkɔ yə bə juliki mbɛiŋ yɛiŋ i liə yi bwili mbɛiŋ. Bə juliki kə mi i bɔkɔ yələ mə a bə wɔkɔki num chii i gwu yi wə. Akɔ i fə kiŋkaka i Nyɔ bəh kiŋkwaka kibaiŋni. Njuli wi bɔkɔ wələ bwiliki mbɛiŋ bəh ŋga bi Jisɔs Klistus biə wi nì buku yɛiŋ i kpi wə.
3c031600ce	Jisɔs Klistus wələ yaka lɔ i bɛiŋ ka shinum i tsɛiŋ yiləkəli yi Nyɔ wə, wi num fɛiŋ bəchinda bə Nyɔ bəh biŋ'waka biə bi kaŋaki ŋga bəh biŋ'waka bichi biə bi sakaki num i wi chɛiŋ.
3c040100eb	Si Klistus nì yɛiŋ ŋgəkə i nyam yi gwu wə, mbɛiŋ tə kaŋaki i kâŋaki ŋkaiŋni wi shɔm yə wi nì kaŋaki i yɛiŋ tə ŋgəkə, kîə a mi wə wi kɔ wi yɛiŋ lɔ ŋgəkə i nyam yi gwu wə kɔ wi gaali lɔ bəh chu,
3c04020085	ka wi ma chu nɔ̂ki nɔni ki fa mbi wələ wə biəli gia yichu yə nyam yi gwu nəŋki. Wi nɔ̂ki biəli num gia yə Nyɔ nəŋki.
3c04030171	Mbɛiŋ kiəki a jɔbi wə mbɛiŋ nì kɛiŋki mbɛiŋ fə gia yi bəni bə̀ bɔ kiəki kə Nyɔ si shi fə yi kpɛiŋ. Mbɛiŋ nì nɔki nɔni ki kinyɛŋ ki tɔkɔlini, biəli nyam yimbɛiŋ yi gwu yi shilini, mu mbih mɔ kwa mbɛiŋ, fə bini, dzi i kiyuŋ wə, mu fii fɛiŋ fə ka bíə. Ayaka mbɛiŋ chu tsa, kɔksi bənyɔ bə kilɔlɔ a num gia yi gumini.
3c040400a1	I liə dzaka wɔmki bəni bə̀ bɔ kiəki kə Nyɔ si mbɛiŋ chu chiŋniki kə i mbaŋ wibɔ wi nɔni kə ki kɔ ka ki nyám, bɔ ka fiəni gwu tɔyi mbɛiŋ.
3c04050072	Ayakalə, bɔ num i bi num i nɔmyi dzaka i Nyɔ nshiŋ wə wi kɔ wi kɛiŋsi gwu i sakaki bəŋkwu bəh bəwɔm.
