0100000006	1 Mose
2f0c100073	Nun gut! Ich bin euch nicht zur Last gefallen. Doch "da ich ein schlauer Mann sei, so hätte ich euch überlistet."
2f0c11005d	Habe ich vielleicht euch ausgebeutet durch irgendeinen, den ich dann und wann zu euch sandte?
2f0c12009e	Ich bat den Titus, und ich sandte noch den Bruder mit. Hat euch nun Titus übervorteilt? Sind wir nicht in demselben Geiste gewandelt, in den gleichen Spuren?
2f0c13009e	Schon lange denkt ihr wohl, daß wir uns vor euch verteidigen wollen. O nein! Wir reden nur vor Gott in Christus. Doch alles, Geliebte, nur zu eurer Erbauung.
2f0c14011c	Ich fürchte nur, ich möchte bei meiner Ankunft euch nicht so finden, wie ich es wünsche, und ihr könntet mich so finden, wie ihr es nicht wünscht; es könnten Zwistigkeiten herrschen und Eifersüchteleien, Zorn, Zwietracht, Verleumdungen, Ohrenbläserei, Anmaßung und Unordnung.
2f0c1500f3	Ich fürchte, Gott könnte bei meiner Wiederkehr mich bei euch verdemütigen; ich müsse nämlich über viele trauern, die früher gesündigt und nicht Buße getan haben der Unzucht, Unreinheit und Ausschweifungen wegen, die sie verübt haben.
2f0d01007b	Zum drittenmal komme ich jetzt zu euch: "Jede Streitsache soll durch Aussage zweier oder dreier Zeugen entschieden werden."
2f0d0200f8	Ich habe es früher schon gesagt und sage es jetzt wieder vorher, wie als ich zum zweitenmal anwesend war und jetzt abwesend bin, denen, die früher gesündigt haben, und auch zu allen anderen: Wenn ich komme, gibt es zum zweitenmal keine Schonung.
2f0d030073	Ihr verlangt den Beweis, daß Christus in mir redet, er, der in euch nicht schwach, vielmehr mächtig ist bei euch.
2f0d0400d5	Infolge seiner Schwachheit konnte er zwar gekreuzigt werden, durch die Allmacht Gottes aber lebt er wieder. Also sind auch wir zwar schwach in ihm; wir werden aber auch mit ihm aus Gottes Allmacht für euch leben.
2f0d0500a7	Prüft euch selbst, ob ihr im Glauben seid. Erprobt euch selbst! Oder erkennt ihr an euch nicht, daß Jesus Christus in euch ist? Wenn nicht, dann seid ihr unbewährt.
2f0d060042	Doch ich hoffe, ihr werdet finden, daß wir nicht unbewährt sind.
2f0d0700b1	Wir beten aber zu Gott, ihr möchtet nichts Böses tun, und nicht, daß wir bewährt erscheinen, sondern daß ihr das Gute tut, wenn auch wir selber nicht bewährt sein sollten.
2f0d08004d	Denn wir vermögen nichts gegen die Wahrheit, vielmehr nur für die Wahrheit.
2f0d090069	So freuen wir uns denn, wenn wir schwach sind, ihr aber stark seid; so beten wir auch um eure Vollendung.
2f0d0a00bc	Ich schreibe euch dieses aus der Ferne, um nicht, wenn ich dort bin, streng sein zu müssen in Kraft der Vollmacht, die mir der Herr zum Aufbauen und nicht zum Niederreißen verliehen hat.
2f0d0b00bf	Im übrigen, meine Brüder, freut euch, laßt euch wieder zurechtbringen, ermuntert euch und lebt in Einigkeit und haltet Frieden; der Gott der Liebe und des Friedens wird dann mit euch sein.
2f0d0c0024	Grüßt einander mit heiligem Kusse.
2f0d0d001f	Es grüßen euch alle Heiligen.
2f0d0e0074	Die Gnade des Herrn Jesus Christus, die Liebe Gottes und die Gemeinschaft des Heiligen Geistes seien mit euch allen.
3000000007	Galater
3001010095	Paulus, Apostel nicht von Menschen noch durch Menschen, vielmehr durch Jesus Christus und durch Gott den Vater, der ihn von den Toten auferweckt hat,
3001020041	und alle Brüder, die bei mir sind, an die Gemeinden in Galatien.
300103005d	Gnade werde euch zuteil und Friede von Gott, unserem Vater, und von dem Herrn Jesus Christus,
3001040093	der sich selbst für unsere Sünden hingegeben hat, um uns aus dieser bösen Welt -zeit zu retten. So ist auch der Wille unseres Gottes und Vaters,
300105002e	dem Ehre ist von Ewigkeit zu Ewigkeiten. Amen.
3001060091	Ich wundere mich, daß ihr so schnell euch abwendig machen laßt von dem, der euch in der Gnade Christi berufen hat, zu einem anderen Evangelium.
3001070068	Es gibt doch kein anderes. Allein, manche wollen euch verwirren und das Evangelium Christi verfälschen.
3001080092	Doch wenn wir selbst oder sogar ein Engel vom Himmel das Evangelium euch anders verkündeten, als wir es euch verkündet haben, der sei verflucht!
3001090079	Ich wiederhole, was ich eben sagte: Wer euch das Evangelium anders predigt, als ihr es empfangen habt, der sei verflucht!
30010a009e	Rede ich jetzt Menschen oder Gott zulieb? Suche ich etwa Menschen zu gefallen? Wenn ich noch Menschen zu gefallen suchte, dann wäre ich nicht Christi Knecht.
30010b005e	Liebe Brüder, ich versichere euch: Das Evangelium, das ich verkünde, ist nicht Menschenwerk.
30010c0083	Denn nicht von einem Menschen habe ich es übernommen, auch nicht durch Unterricht gelernt, sondern durch Offenbarung Jesu Christi.
30010d0094	Ihr habt von meinem früheren Wandel im Judentum gehört, wie ich die Gemeinde Gottes über die Maßen verfolgte und sie zugrunde zu richten suchte.
30010e00b2	Ich zeichnete mich an jüdischer Gesinnungstüchtigkeit vor vielen meiner Altersgenossen in meinem Volke aus und eiferte ganz übertrieben für die väterlichen Überlieferungen.
30010f0067	Doch da gefiel es dem, der mich vom Mutterschoß an ausersehen und mich kraft seiner Gnade berufen hat,
300110007f	in mir seinen Sohn zu offenbaren, damit ich ihn der Heidenwelt verkünde. Von Anfang an zog ich nicht Fleisch und Blut zu Rate,
300111008c	noch ging ich nach Jerusalem hinauf zu denen, die vor mir Apostel waren; nein, ich ging fort nach Arabien und kam dann wieder nach Damaskus.
300112008c	Erst dann, drei Jahre später, ging ich nach Jerusalem, um dort Kephas persönlich kennenzulernen. Ich hielt mich vierzehn Tage bei ihm auf.
3001130059	Sonst sah ich keinen der anderen Apostel, den Jakobus, den Bruder des Herrn, ausgenommen.
3001140041	Was ich da schreibe - ich bezeuge es vor Gott -, ist keine Lüge.
3001150037	Darauf kam ich in die Gegenden von Syrien und Cilizien.
3001160045	Den Christengemeinden in Judäa blieb ich also persönlich unbekannt.
3001170078	Sie hatten nur gehört: Der einstens uns verfolgt hat, verkündet jetzt den Glauben, den er vorher zu vernichten suchte.
3001180025	Und sie priesen Gott um meinetwillen.
3002010063	Vierzehn Jahre später ging ich wieder nach Jerusalem hinauf mit Barnabas; auch Titus nahm ich mit.
30020200e9	Ich unternahm die Reise auf eine Offenbarung hin. Ich legte ihnen das Evangelium vor, das ich bei den Heiden verkündige. Ganz besonders tat ich es vor den Maßgebenden; ich wollte nämlich nicht vergeblich laufen oder gelaufen sein.
3002030062	Doch nicht einmal mein Begleiter Titus, ein Grieche, ward zum Empfang der Beschneidung angehalten,
30020400b9	obwohl sich falsche Brüder eingeschlichen und eingedrängt hatten. Die lagen auf der Lauer gegen unsere Freiheit, die wir in Christus Jesus besitzen; sie wollten uns zu Sklaven machen.
3002050084	Doch gaben wir ihnen nicht einen Augenblick nach, daß wir uns etwa unterworfen hätten, damit bei euch das echte Evangelium bleibe.
30020600a8	Von den Maßgebenden - wie immer sie waren, ist mir gleichgültig; vor Gott gibt es kein Ansehen der Person -, die Maßgebenden also haben mir nichts weiter mitgeteilt.
3002070090	Im Gegenteil, sie haben eingesehen, daß ich mit dem Evangelium für die Unbeschnittenen betraut bin, wie Petrus mit dem für die Beschnittenen.
300208007f	Denn der dem Petrus seinen Beistand lieh zu dem Apostelwirken unter den Beschnittenen, stand auch mir zur Seite bei den Heiden.
3002090117	Als sie erkannten, daß mir eine ganz besondere Gnade verliehen ward, da gaben Jakobus, Kephas und Johannes, die doch als "Säulen" gelten, mir und dem Barnabas die rechte Hand zum Zeichen der Gemeinschaft. Wir sollten zu den Heiden, sie wollten darin zu den Beschnittenen gehen;
30020a0049	nur sollten wir der Armen gedenken. Das habe ich auch gewissenhaft getan.
30020b0060	Als Kephas nach Antiochien kam, trat ich ihm Aug' in Aug' entgegen; denn er war schon gerichtet.
30020c00f0	Bevor nämlich einige aus der Umgebung des Jakobus gekommen waren, pflog er Tischgemeinschaft mit den Heiden. Nach ihrer Ankunft aber zog er sich zurück und sonderte sich von ihnen ab, weil er sich vor den Beschneidungsmännern fürchtete.
30020d0076	Mit ihm verstellten sich dann auch die anderen Juden, ja, Barnabas sogar ließ sich durch ihre Verstellung mitreißen.
30020e0117	Als ich nun sah, daß ihre Handlungsweise dem echten Evangelium nicht entspräche, da sagte ich vor allen anderen zu Kephas: "Wenn du als Jude nach heidnischer und nicht nach jüdischer Gewohnheit lebst, wie magst dann du die Heiden zwingen, die jüdische Gewohnheit anzunehmen?"
30020f003f	Wir sind Juden von Geburt und nicht Sünder aus der Heidenwelt.
3002100148	Wir wissen aber, daß der Mensch gerecht wird nicht auf Grund von Werken des Gesetzes, sondern durch den Glauben an Jesus Christus. Wir haben ja den Glauben an Christus Jesus angenommen, damit wir gerecht wurden durch den Glauben an Christus und nicht durch Werke des Gesetzes; denn durch Gesetzeswerke wird kein Mensch gerecht.
300211009f	Doch würden wir bei unserem Streben, in Christus gerecht zu werden, doch also Sünder erfunden, wäre dann nicht Christus Diener der Sünde? Nein, nimmermehr!
3002120074	Denn wenn ich das, was ich eingerissen habe, von neuem wieder aufbaue, dann erweise ich mich selbst als Übertreter.
3002130078	Denn durch Gesetz bin ich dem Gesetz abgestorben, um nur für Gott zu leben; mit Christus bin ich an das Kreuz geheftet.
30021400c1	Ich lebe, aber nicht mehr ich, Christus lebt in mir. Soweit ich aber jetzt noch im Fleische lebe, lebe ich im Glauben an den Gottessohn, der mich geliebt und sich selbst für mich geopfert hat.
3002150080	Ich tue der Gnade Gottes keinen Eintrag; denn wenn Rechtfertigung durch das Gesetz käme, dann wäre Christus umsonst gestorben.
30030100a0	Ihr unverständigen Galater! Wer hat euch denn behext der Wahrheit nicht zu gehorchen, euch, denen Jesus Christus vor Augen gezeichnet ward als der Gekreuzigte?
3003020089	Nur dieses eine möchte ich von euch wissen: Habt ihr den Geist empfangen durch Werke des Gesetzes oder durch die Botschaft des Glaubens?
300303005d	Seid ihr denn so unverständig? Ihr habt im Geiste begonnen und wolltet nun im Fleisch enden?
300304002f	So Schweres wolltet ihr umsonst erduldet haben?
300305008e	Wahrlich, umsonst! Der euch den Geist verleiht und Wunder bei euch wirkt, tut er das der Gesetzeswerke wegen oder aus dem Hören des Glaubens?
300306005e	Es ist so wie bei Abraham: "Er glaubte Gott, und dies ward ihm als Gerechtigkeit angerechnet."
3003070042	So wisset denn: die aus dem Glauben stammen, sind Kinder Abrahams.
30030800c4	Da nun die Schrift vorausgesehen hat, daß Gott die Heiden rechtfertige aus dem Glauben, so verkündet sie von vornherein dem Abraham die frohe Kunde: "Alle Völker sollen in dir gesegnet werden."
3003090056	So werden also die, die aus dem Glauben kommen, mit Abraham, dem Glaubenden, gesegnet.
30030a00e0	Denn alle, die sich an Gesetzeswerke halten, stehen unter dem Fluche. Denn also steht geschrieben: "Verflucht sei jeder, der nicht alles treulich hält, was im Buche des Gesetzes vorgeschrieben ist, damit es gehalten werde."
30030b0074	Daß aber niemand durch das Gesetz vor Gott gerecht wird, ist klar, denn: "Der aus dem Glauben Gerechte wird leben."
30030c0067	Das Gesetz jedoch stammt nicht aus dem Glauben, denn also heißt es: "Wer das tut, wird dadurch leben."
30030d00b2	Von dem Fluche des Gesetzes hat uns Christus erlöst dadurch, daß er unseretwegen selbst zum Fluche ward, wie denn geschrieben steht: "Verflucht sei jeder, der am Holze hängt.'
30030e008e	So sollte denn der Segen Abrahams auf die Heiden übergehen in Christus Jesus: wir sollten durch den Glauben den verheißenen Geist empfangen.
30030f009a	Liebe Brüder, ich will ein Gleichnis aus dem Leben bringen: Ein Testament, das rechtsgültig ist, stößt niemand um, noch fügt man ihm einen Zusatz an.
30031000ca	Die Verheißungen wurden aber dem Abraham und seinem Nachkommen zugesagt. Nun heißt es nicht: "den Nachkommen" in der Mehrzahl, vielmehr in der Einzahl: "deinem Nachkommen"; damit ist Christus gemeint.
30031100e5	Ich denke nun, ein Testament, das früher schon durch Gott rechtskräftig ward, kann nicht durch das Gesetz, das erst vierhundertdreißig Jahre später kam, noch umgestoßen werden, so daß die Verheißung dadurch nichtig würde.
30031200a0	Denn würde das Erbe durch Gesetz erlangt, dann käme es nicht mehr durch die Verheißung; dem Abraham jedoch hat Gott es durch Verheißung in Gnaden geschenkt.
30031300c0	Welchen Zweck hat aber dann das Gesetz? Es kam der Sünden wegen dazu, bis der Nachkomme auftreten würde, dem die Verheißung gilt. Durch Engel angeordnet, kam es aus der Hand eines Mittlers.
300314004b	Ein Mittler ist aber nicht für einen allein da; Gott jedoch ist nur Einer.
30031500db	So stünde also das Gesetz im Widerspruch zu dem, was Gott verheißen hat? Gewiß nicht. Wenn ein Gesetz gegeben worden wäre, das Leben hätte schaffen können, dann käme in der Tat die Rechtfertigung aus dem Gesetze.
3003160096	Allein die Schrift hat alles unter Sünde eingeschlossen, damit die Verheißung den Gläubigen gegeben werde auf Grund des Glaubens an Jesus Christus.
3003170089	Denn bevor der Glaube kam, wurden wir unter dem Gesetz eingeschlossen, im Gewahrsam für den Glauben, der erst geoffenbart werden sollte.
300318005d	So ward uns das Gesetz ein Erzieher zu Christus, damit wir gerecht würden durch den Glauben.
3003190050	Da aber jetzt der Glaube gekommen ist, stehen wir nicht mehr unter dem Erzieher.
30031a0045	Denn ihr alle seid Kinder Gottes durch den Glauben an Christus Jesus.
30031b0045	Ihr alle, die ihr auf Christus getauft seid, habt Christus angezogen.
30031c0091	Jetzt gibt es nicht mehr Juden oder Heiden, nicht mehr Sklaven oder Freie, nicht mehr Mann noch Weib; denn ihr alle seid Einer in Christus Jesus.
30031d0066	Wenn ihr aber Christus angehört, dann seid ihr Nachkommen Abrahams und Erben, wie es verheißen ward.
3004010089	Ich sage nun: Solange der Erbe noch nicht mündig ist, unterscheidet er sich in nichts von einem Sklaven, obgleich er Herr von allem ist.
300402005b	Er steht vielmehr unter Vormündern und Verwaltern bis auf die vom Vater festgesetzte Zeit.
300403006b	So war es auch bei uns: Solange wir noch nicht mündig waren, lebten wir geknechtet unter den Weltgeistern.
300404006b	Da kam die Fülle der Zeit, und Gott sandte seinen Sohn, der, vom Weib geboren, dem Gesetz unterworfen war.
300405006e	Er sollte die, die unter dem Gesetze standen, loskaufen, und wir sollten die Annahme an Sohnes Statt erhalten.
3004060073	Weil ihr nun Söhne seid, so sandte Gott in unsere Herzen den Geist seines Sohnes, und dieser ruft:"Abba!" "Vater!"
3004070056	So bist du also nicht mehr Sklave, sondern Sohn; wenn aber Sohn, dann Erbe durch Gott.
3004080075	Damals freilich, als ihr Gott nicht kanntet, da dientet ihr den Göttern, die es in Wirklichkeit doch gar nicht gibt.
30040900bf	Jetzt aber erkennt ihr Gott, vielmehr, ihr seid von Gott erkannt. Wie könnt ihr euch wiederum den schwachen und armseligen Geistern zuwenden und ihnen noch einmal von neuem dienstbar werden?
30040a0035	Ihr beobachtet ja Tage, Monate, Festzeiten und Jahre.
30040b004f	Ich fürchte für euch, ob ich mich nicht vergeblich unter euch abgemüht habe.
30040c0073	Liebe Brüder, ich bitte euch, werdet wie ich! Auch ich bin euch gleich geworden, ihr habt mir nichts zuleid getan.
30040d005b	Ihr wißt, wie ich in körperlicher Schwachheit euch damals das Evangelium verkündet habe.
30040e00d2	Jedoch trotz der Prüfung, die für euch in meinem schwachen Zustande lag, habt ihr mich nicht verachtet noch vor mir ausgespuckt, vielmehr mich aufgenommen wie einen Engel Gottes, ja wie Christus Jesus selbst.
30040f0098	Wo ist jetzt eure freudige Begeisterung? Ich kann es euch bezeugen: Ihr hättet, wenn es möglich wäre, euch die Augen ausgerissen und sie mir gegeben.
300410004a	Bin ich denn nunmehr euer Feind geworden, weil ich euch die Wahrheit Sage?
300411006e	Jene werben um euch nicht in guter Absicht. Sie möchten euch abwendig machen, damit ihr sie alsdann umwerbet.
3004120085	Es ist ja schön, wenn man umworben wird, allerdings nur in einer guten Sache und allezeit und nicht bloß, solange ich bei euch bin.
300413005f	Liebe Kinder! Von neuem liege ich mit euch in Wehen, bis Christus in euch Gestalt gewonnen hat.
300414006e	Ich möchte jetzt bei euch sein und einen anderen Ton anschlagen können; in großer Sorge bin ich euretwegen.
300415005c	Sagt mir, ihr, die ihr so gern unter dem Gesetz stehen möchtet: Hört ihr das Gesetz nicht?
3004160065	Es steht geschrieben: "Abraham hatte zwei Söhne, den einen von der Magd, den anderen von der Freien.
300417005d	Der Sohn der Magd war natürlich geboren worden; der Sohn der Freien aber durch Verheißung."
300418009c	Das ist bildlich zu verstehen: Diese (Frauen) sind die beiden Testamente; das eine das Testament vom Berge Sinai, das nur Knechte gebiert, das ist die Agar.
3004190085	Agar bedeutet nämlich den Berg Sinai in Arabien. Es entspricht dem jetzigen Jerusalem, das samt den Kindern in der Knechtschaft ist.
30041a0041	Doch frei ist das Jerusalem dort oben, und das ist unsere Mutter.
30041b00c8	Es steht ja auch geschrieben: "Freu dich, du unfruchtbare, die du nicht geboren hast, o juble laut du, die du keine Wehen kennst! Zahlreicher sind die Kinder der Vereinsamten als die der Vermählten."
30041c0041	Ihr aber, liebe Brüder, seid, wie Isaak, Kinder der Verheißung.
30041d0088	Wie aber damals der natürlich Geborene den nach dem Geiste Geborenen verfolgte, so ist es auch heute noch. Was sagt jedoch die Schrift?
30041e0060	"Verstoße die Magd und ihren Sohn; der Sohn der Magd darf nicht mit dem Sohn der Freien erben!"
30041f0052	So sind wir also, meine lieben Brüder, nicht Kinder der Magd, sondern der Freien.
300501007d	Für die Freiheit hat Christus uns befreit. So steht denn fest und laßt euch nicht wieder das Joch der Sklaverei aufbürden.
3005020060	Seht! Ich, Paulus, sage euch: Wenn ihr euch beschneiden laßt, dann nützt euch Christus nichts.
3005030078	Und noch einmal versichere ich jedem, der sich beschneiden läßt: Er ist dann verpflichtet, das ganze Gesetz zu halten.
3005040089	Ihr seid von Christus losgetrennt, wenn ihr euch durch das Gesetz Rechtfertigung zu verschaffen sucht; ihr geht dann der Gnade verlustig.
3005050060	Denn wir erwarten die Rechtfertigung, auf die wir hoffen, durch den Geist in Kraft des Glaubens.
3005060077	In Christus Jesus nützt die Beschneidung nichts noch das Unbeschnittensein, sondern Glaube, der durch die Liebe wirkt.
3005070064	Ihr waret in so gutem Lauf. Wer hat euch aufgehalten, daß ihr der Wahrheit nicht mehr folgen wollt?
3005080039	Die Umstimmung kommt nicht von dem, der euch berufen hat.
3005090031	Ein wenig Sauerteig durchsäuert den ganzen Teig.
30050a00ae	Ich habe zu euch das Vertrauen im Herrn, daß ihr nicht anderen Sinnes werdet. Doch wird sein Urteil ertragen müssen, mag sein, wer es will, wer bei euch Verwirrung stiftet.
30050b009f	Wenn ich aber, liebe Brüder, noch die Beschneidung predigte, warum werde ich dann noch verfolgt? Dann ist ja das Ärgernis des Kreuzes aus der Welt geschafft.
30050c0044	Möchten doch die, die euch verwirren, sich gleich entmannen lassen.
30050d00ab	Zur Freiheit seid ihr berufen worden, liebe Brüder. Mißbraucht aber die Freiheit nicht als einen Vorwand für ein Leben nach dem Fleische; nein, dient einander in Liebe!
30050e006b	Denn das ganze Gesetz ist mit dem einen Wort erfüllt: "Du sollst deinen Nächsten lieben wie dich selbst!"
30050f0070	Wenn ihr jedoch einander beißt und auffreßt, seht dann nur zu, daß ihr nicht voneinander aufgefressen werdet.
300510005d	Ich sage: Wandelt im Geiste, dann werdet ihr die Lüste des Fleisches nicht mehr vollbringen.
30051100ab	Das Fleisch gelüstet es ja gegen den Geist, des Geistes Begehren widerspricht dem Fleische; sie liegen in Streit miteinander, so daß ihr das nicht tut, was ihr möchtet.
300512004e	Laßt ihr euch aber vom Geiste leiten, dann steht ihr nicht unter dem Gesetze.
3005130065	Offenkundig sind die Werke des Fleisches, zum Beispiel Unzucht, Unkeuschheit Schamlosigkeit, Wollust,
300514005f	Abgötterei, Zauberei, Feindschaft, Streit, Eifersucht, Zorn, Zwietracht, Spaltungen, Parteien,
30051500b2	Neid Mord, Trunkenheit, Schlemmerei und anderes dergleichen. Was ich euch früher schon gesagt habe, das wiederhole ich: Die solches treiben, werden das Reich Gottes nicht erben.
300516005d	Des Geistes Frucht dagegen ist: Liebe, Freude, Friede, Langmut, Wohlwollen, Güte, Vertrauen,
3005170056	Sanftmut Keuschheit und Enthaltsamkeit. Dem steht das Gesetz auf keinen Fall entgegen.
3005180076	Die aber Christus Jesus angehören, haben ihr Fleisch mitsamt den Leidenschaften und den Lüsten ans Kreuz geschlagen.
3005190054	Wenn wir nun durch den Geist das Leben haben, dann laßt uns auch im Geiste wandeln.
30051a0062	Laßt uns nicht nach eitlem Ruhme trachten und nicht einander reizen und gegenseitig uns beneiden!
30060100da	Liebe Brüder! Wenn einer in der Übereilung einen Fehltritt tut, dann weist ihn, die ihr Geistesmänner seid, im Geiste der Sanftmut zurecht. Doch achte dabei auf dich selbst, damit nicht auch du in Versuchung kommst.
300602004a	Der eine trage die Last des anderen. Also erfüllt ihr das Gesetz Christi.
3006030068	Denn wer sich schmeichelt, er habe etwas zu bedeuten, während er doch nichts ist, betrügt sich selbst.
300604006f	Jeder prüfe nur sein eigenes Handeln, dann wird er seinen Ruhm für sich behalten und andere damit verschonen.
3006050034	Hat doch ein jeder an seiner eigenen Last zu tragen.
3006060057	Wer in der Lehre Unterricht erhält, der soll dem Lehrer Teil an all seiner Habe geben.
300607005b	Täuscht euch nicht: Gott läßt seiner nicht spotten. Was der Mensch sät, wird er ernten.
3006080083	Wer auf sein Fleisch sät, wird vom Fleische Verderben ernten; wer aber auf den Geist sät, wird vom Geiste das ewige Leben ernten.
3006090075	Laßt uns im Gutestun nicht müde werden! Denn schließlich werden wir doch einmal ernten, wenn wir nicht nachlassen.
30060a0075	So lasset uns denn allen Gutes tun, solange wir noch Gelegenheit dazu haben, besonders aber unseren Glaubensgenossen.
30060b0045	Seht, mit was für großen Buchstaben ich euch eigenhändig schreibe.
30060c00a4	Alle, die bei den Menschen eine Rolle spielen möchten, wollen euch die Beschneidung aufnötigen, nur damit sie um des Kreuzes Christi willen nicht verfolgt werden.
30060d00a8	Und dabei halten sie, obwohl beschnitten, nicht einmal selber das Gesetz. Nur deshalb wollen sie euch ja beschneiden, damit sie sich mit eurem Fleische rühmen können.
30060e0092	Mir aber sei es ferne, mich zu rühmen, es sei denn im Kreuz unseres Herrn Jesus Christus. Durch ihn ist mir die Welt gekreuzigt und ich der Welt.
30060f0073	Denn in Christus Jesus weder die Beschneidung noch das Unbeschnittensein hat Wert, vielmehr nur eine Neuschöpfung.
3006100065	Über alle, die nach diesem Grundsatz wandeln, komme Friede und Erbarmen und über das Israel Gottes.
3006110065	In Zukunft mache mir keiner Unannehmlichkeiten; ich trage ja die Male des Herrn Jesu an meinem Leibe.
3006120051	Die Gnade unseres Herrn Jesus Christus sei mit eurem Geiste, liebe Brüder. Amen.
3100000007	Epheser
310101006f	Paulus, Apostel Jesu Christi durch den Willen Gottes, den Heiligen und Gläubigen in Christus Jesus in Ephesus.
310102005d	Gnade werde euch zuteil und Friede von Gott, unserem Vater, und von dem Herrn Jesus Christus!
310103008d	Gepriesen sei der Gott und Vater unseres Herrn Jesus Christus! Er, der uns im Himmel gesegnet hat in Christus mit aller Art von Geistessegen,
310104006b	So wie er uns in ihm vor Grundlegung der Welt erwählt hat, auf daß wir heilig seien vor ihm und tadellos.
3101050076	Er, der uns in Liebe zu seinen Kindern vorherbestimmte durch Jesus Christus, weil so sein Wohlgefallen es gewollt hat,
3101060067	damit wir jubeln ob der Herrlichkeit seiner Gnade, die er in seinem Liebling gnädig uns verliehen hat.
3101070068	In ihm besitzen wir Erlösung durch sein Blut, Vergebung unserer Sünden dank seiner überreichen Gnade,
3101080050	die er reichlich auf uns überströmen ließ samt aller Weisheit und Erkenntnis.
3101090065	Er tat uns kund, was er geheimnisvoll gewollt, wie er es sich in seiner Liebe in ihm vorgenommen hat:
31010a008c	Er wollte es in der Zeiten Fülle erreichen, daß alles wieder unter einem Haupte, unter Christus, stünde, was im Himmel und auf Erden ist.
31010b009e	In ihm sind wir als Erben gleichfalls reich bedacht, die wir vorausbestimmt gewesen nach dem Plane dessen, der alles nach dem Ratschluß seines Willens wirkt.
31010c0078	So sollten wir zum Lobe seiner Herrlichkeit gereichen, nachdem wir längst zuvor auf Christus unsere Hoffnung aufgebaut.
31010d00b5	Als ihr das Wort der Wahrheit, die frohe Botschaft eures Heils, vernommen und als ihr dann geglaubt habt, seid auch ihr in ihm mit dem verheißenen Heiligen Geiste besiegelt worden.
31010e0072	Ist er doch unseres Erbes Unterpfand, das uns den Loskauf seines Eigentums verbürgt zum Lobe seiner Herrlichkeit.
31010f0060	Seitdem ich von eurem Glauben an den Herrn Jesus hörte sowie von eurer Liebe zu allen Heiligen,
310110004a	sage ich um euretwillen unablässig Dank, bei meinem Beten euer eingedenk.
310111009d	Möge der Gott unseres Herrn Jesus Christus, der Vater der Verherrlichung, den Geist der Weisheit und der Offenbarung euch verleihen, damit ihr ihn erkennet.
310112009d	Möge er die Augen eures Herzens hell erleuchten, damit ihr so begreift, zu welcher Hoffnung ihr berufen seid, wie herrlich reich sein Erbe bei den Heiligen,
3101130075	wie überwältigend groß seine Macht an uns ist, die wir gläubig wurden auf Grund der großen Wirkung seiner Kraft,
310114007e	die er erwiesen hat an Christus, als er ihn von den Toten auferweckte und ihn in Himmelshöhen zu seiner Rechten sitzen hieß,
310115008f	hoch über alle Macht und Kraft und über Herrschaft und Gewalt, ja, über jedes Wesen, das es in dieser Welt und in der Welt der Zukunft gibt.
310116006d	Er legte ihm das ganze All zu Füßen, ihn aber machte er zum Haupte der Kirche, das alles überragen sollte,
3101170059	der Kirche, die sein Leib ist, die ganze Fülle dessen, der das All allüberall erfüllt.
3102010037	Ihr waret tot infolge eurer Übertretungen und Sünden,
31020200b0	in denen ihr einst nach dem Zeitgeist dieser Welt gewandelt seid, nach dem Fürsten der Gewalt der Luft, des Geistes, der noch immer in den Kindern des Ungehorsams wirksam ist.
31020300ba	Darunter wandelten auch wir einst alle mit unseren fleischlichen Gelüsten. Wir taten, was das Fleisch und Herz begehrte, und waren von Natur Kinder des Zornes, genau so wie die anderen.
310204006e	Gott aber, der reich ist an Erbarmen, hat auch uns in seiner großen Liebe, in der er uns so sehr geliebt hat,
3102050083	obwohl wir unserer Sünden wegen tot waren, dennoch mit Christus zusammen wieder auferweckt zum Leben. Aus Gnade seid ihr gerettet.
310206004e	Er hat in Christus Jesus uns auch miterweckt und mit ins Himmelreich versetzt,
3102070086	Um in den Zeiten, die da kommen werden, den übergroßen Reichtum der Gnade aufzuzeigen, aus lauter Güte gegen uns in Christus Jesus.
3102080070	Durch Gnade seid ihr kraft des Glaubens gerettet, und zwar nicht als euer eigenes Verdienst; Gottes Gabe ist es.
3102090033	Nicht aus Werken, damit sich keiner rühmen könne.
31020a008d	Wir sind ja sein Geschöpf, in Christus Jesus für gute Werke geschaffen, die Gott bereitet hat im voraus, damit wir eifrig in ihnen wandeln.
31020b00a0	Darum bedenkt, daß ehemals ihr, die Heiden von Geburt - die "Beschnittenen", die am Leibe von Menschenhänden beschnitten sind, heißen euch "Unbeschnittene" -
31020c009c	in jener Zeit ohne Christus gelebt habt, ausgeschlossen aus Israels Gemeinde, ohne Anteil am Bunde der Verheißung, ohne Hoffnung, ohne Gott in dieser Welt.
31020d0062	Doch jetzt seid ihr, die ihr einst ferne wart, in Christus Jesus nahe geworden durch Christi Blut.
31020e00b3	Denn er selbst ist unser Friede, der die beiden zu Einem gemacht hat und dadurch, daß er die Scheidewand, das heißt den Zaun, die Feindschaft in seinem Fleische abgebrochen hat,
31020f00a2	das Gesetz der Gebote in seinen Anordnungen außer Kraft gesetzt hat, damit er die beiden in sich zu einem einzigen, neuen Menschen schuf und so Frieden stiftete.
3102100073	Die beiden wollte er in einem Leibe durch das Kreuz mit Gott versöhnen, indem er die Feindschaft dort vernichtete.
310211004f	So trat er auf und verkündete Frieden euch, den Fernen, und Frieden den Nahen.
