0100000009	創世記
26070b006c	ところが、彼らは聞くことを拒み、肩をそびやかし、耳を鈍くして聞きいれず、
26070c0117	その心を金剛石のようにして、万軍の主がそのみたまにより、さきの預言者によって伝えられた、律法と言葉とに聞き従わなかった。それゆえ、大いなる怒りが、万軍の主から出て、彼らに臨んだのである。
26070d00c6	「わたしが呼ばわったけれども、彼らは聞こうとしなかった。そのとおりに、彼らが呼ばわっても、わたしは聞かない」と万軍の主は仰せられる。
26070e00ff	「わたしは、つむじ風をもって、彼らを未知のもろもろの国民の中に散らした。こうして彼らが去った後、この地は荒れて行き来する者もなく、この麗しい地は荒れ地となったのである」。
2608010030	万軍の主の言葉がわたしに臨んだ、
26080200bd	「万軍の主は、こう仰せられる、『わたしはシオンのために、大いなるねたみを起し、またこれがために、大いなる憤りをもってねたむ』。
26080300d8	主はこう仰せられる、『わたしはシオンに帰って、エルサレムの中に住む。エルサレムは忠信な町ととなえられ、万軍の主の山は聖なる山と、となえられる』。
26080400c9	万軍の主は、こう仰せられる、『エルサレムの街路には再び老いた男、老いた女が座するようになる。みな年寄の人々で、おのおのつえを手に持つ。
2608050063	またその町の街路には、男の子、女の子が満ちて、街路に遊び戯れる』。
26080600f3	万軍の主は、こう仰せられる、『その日には、たとい、この民の残れる者の目に、不思議な事であっても、それはわたしの目にも、不思議な事であろうか』と万軍の主は言われる。
2608070078	万軍の主は、こう仰せられる、『見よ、わが民を東の国から、また西の国から救い出し、
26080800b4	彼らを連れてきて、エルサレムに住まわせ、彼らはわが民となり、わたしは彼らの神となって、共に真実と正義とをもって立つ』」。
2608090108	万軍の主は、こう仰せられる、「万軍の主の家である宮を建てるために、その礎をすえた日からこのかた、預言者たちの口から出たこれらの言葉を、きょう聞く者よ、あなたがたの手を強くせよ。
26080a00e4	この日の以前には、人も働きの価を得ず、獣も働きの価を得ず、また出る者もはいる者も、あだのために安全ではなかった。わたしはまた人々を相たがいにそむかせた。
26080b0093	しかし今は、わたしのこの民の残れる者に対することは、さきの日のようではないと、万軍の主は言われる。
26080c00f3	そこには、平和と繁栄との種がまかれるからである。すなわちぶどうの木は実を結び、地は産物を出し、天は露を与える。わたしはこの民の残れる者に、これをことごとく与える。
26080d0102	ユダの家およびイスラエルの家よ、あなたがたが、国々の民の中に、のろいとなっていたように、わたしはあなたがたを救って祝福とする。恐れてはならない。あなたがたの手を強くせよ」。
26080e00cc	万軍の主は、こう仰せられる、「あなたがたの先祖が、わたしを怒らせた時に、災を下そうと思って、これをやめなかったように、万軍の主は言われる
26080f0081	そのように、わたしはまた今日、エルサレムとユダの家に恵みを与えよう。恐れてはならない。
26081000c6	あなたがたのなすべき事はこれである。あなたがたは互に真実を語り、またあなたがたの門で、真実と平和のさばきとを、行わなければならない。
26081100d5	あなたがたは、互に人を害することを、心に図ってはならない。偽りの誓いを好んではならない。わたしはこれらの事を憎むからであると、主は言われる」。
2608120030	万軍の主の言葉がわたしに臨んだ、
260813010e	「万軍の主は、こう仰せられる、四月の断食と、五月の断食と、七月の断食と、十月の断食とは、ユダの家の喜び楽しみの時となり、よき祝の時となる。ゆえにあなたがたは、真実と平和とを愛せよ。
26081400b1	万軍の主は、こう仰せられる、もろもろの民および多くの町の住民、すなわち、一つの町の住民は、他の町の人々のところに行き、
260815009f	『われわれは、ただちに行って、主の恵みを請い、万軍の主に呼び求めよう』と言うと、『わたしも行こう』と言う。
260816006f	多くの民および強い国民はエルサレムに来て、万軍の主を求め、主の恵みを請う。
2608170132	万軍の主は、こう仰せられる、その日には、もろもろの国ことばの民の中から十人の者が、ひとりのユダヤ人の衣のすそをつかまえて、『あなたがたと一緒に行こう。神があなたがたと共にいますことを聞いたから』と言う」。
26090100be	託宣 主の言葉はハデラクの地に臨み、ダマスコの上にとどまる。アラムの町々はイスラエルのすべての部族のように主に属するからである。
260902007b	これに境するハマテもまたそのとおりだ。非常に賢いが、ツロとシドンもまた同様である。
2609030081	ツロは自分のために、とりでを築き、銀をちりのように積み、金を道ばたの泥のように積んだ。
2609040087	しかし見よ、主はこれを攻め取り、その富を海の中に投げ入れられる。これは火で焼き滅ぼされる。
26090500f3	アシケロンはこれを見て恐れ、ガザもまた見てもだえ苦しみ、エクロンもまたその望む所のものがはずかしめられて苦しむ。ガザには王が絶え、アシケロンには住む者がなくなり、
260906005a	アシドドには混血の民が住む。わたしはペリシテびとの誇を断つ。
26090700f6	またその口から血を取り除き、その歯の間から憎むべき物を取り除く。これもまた残ってわれわれの神に帰し、ユダの一民族のようになる。またエクロンはエブスびとのようになる。
26090800f9	その時わたしは、わが家のために営を張って、見張りをし、行き来する者のないようにする。しえたげる者は、かさねて通ることがない。わたしが今、自分の目で見ているからである。
2609090111	シオンの娘よ、大いに喜べ、エルサレムの娘よ、呼ばわれ。見よ、あなたの王はあなたの所に来る。彼は義なる者であって勝利を得、柔和であって、ろばに乗る。すなわち、ろばの子である子馬に乗る。
26090a00f6	わたしはエフライムから戦車を断ち、エルサレムから軍馬を断つ。また、いくさ弓も断たれる。彼は国々の民に平和を告げ、その政治は海から海に及び、大川から地の果にまで及ぶ。
26090b009f	あなたについてはまた、あなたとの契約の血のゆえに、わたしはかの水のない穴から、あなたの捕われ人を解き放す。
26090c00a8	望みをいだく捕われ人よ、あなたの城に帰れ。わたしはきょうもなお告げて言う、必ず倍して、あなたをもとに返すことを。
26090d00fc	わたしはユダを張って、わが弓となし、エフライムをその矢とした。シオンよ、わたしはあなたの子らを呼び起して、ギリシヤの人々を攻めさせ、あなたを勇士のつるぎのようにさせる。
26090e00c0	その時、主は彼らの上に現れて、その矢をいなずまのように射られる。主なる神はラッパを吹きならし、南のつむじ風に乗って出てこられる。
26090f00f9	万軍の主は彼らを守られるので、彼らは石投げどもを食い尽し、踏みつける。彼らはまたぶどう酒のように彼らの血を飲み、鉢のようにそれで満たされ、祭壇のすみのように浸される。
2609100096	その日、彼らの神、主は、彼らを救い、その民を羊のように養われる。彼らは冠の玉のように、その地に輝く。
26091100a2	そのさいわい、その麗しさは、いかばかりであろう。穀物は若者を栄えさせ、新しいぶどう酒は、おとめを栄えさせる。
260a0100a8	あなたがたは春の雨の時に、雨を主に請い求めよ。主はいなずまを造り、大雨を人々に賜い、野の青草をおのおのに賜わる。
260a0200e4	テラピムは、たわごとを言い、占い師は偽りを見、夢見る者は偽りの夢を語り、むなしい慰めを与える。このゆえに、民は羊のようにさまよい、牧者がないために悩む。
260a0300db	「わが怒りは牧者にむかって燃え、わたしは雄やぎを罰する。万軍の主が、その群れの羊であるユダの家を顧み、これをみごとな軍馬のようにされるからである。
260a040087	隅石は彼らから出、天幕の杭も彼らから出、いくさ弓も彼らから出、支配者も皆彼らの中から出る。
260a0500c6	彼らが戦う時は勇士のようになって、道ばたの泥の中に敵を踏みにじる。主が彼らと共におられるゆえに彼らは戦い、馬に乗る者どもを困らせる。
260a060117	わたしはユダの家を強くし、ヨセフの家を救う。わたしは彼らをあわれんで、彼らを連れ帰る。彼らはわたしに捨てられたことのないようになる。わたしは彼らの神、主であって、彼らに答えるからである。
260a0700b1	エフライムびとは勇士のようになり、その心は酒を飲んだように喜ぶ。その子供らはこれを見て喜び、その心は主によって楽しむ。
260a0800a8	わたしは彼らに向かい、口笛を吹いて彼らを集める、わたしが彼らをあがなったからである。彼らは昔のように数多くなる。
260a0900ae	わたしは彼らを国々の民の中に散らした。しかし彼らは遠い国々でわたしを覚え、その子供らと共に生きながらえて帰ってくる。
260a0a00ea	わたしは彼らをエジプトの国から連れ帰り、アッスリヤから彼らを集める。わたしはギレアデの地およびレバノンに彼らを連れて行く。彼らはいる所もないほどに多くなる。
260a0b00c0	彼らはエジプトの海を通る。海の波は撃たれ、ナイルの淵はことごとくかれた。アッスリヤの高ぶりは低くされ、エジプトのつえは移り去る。
260a0c0069	わたしは彼らを主によって強くする。彼らは主の名を誇る」と主は言われる。
260b010060	レバノンよ、おまえの門を開き、おまえの香柏を火に焼き滅ぼさせよ。
260b0200c0	いとすぎよ、泣き叫べ。香柏は倒れ、みごとな木は、そこなわれたからである。バシャンのかしよ、泣き叫べ。茂った林は倒れたからである。
260b0300ba	聞け、牧者の泣き叫ぶ声を。彼らの栄えが消え去ったからである。聞け、ししのほえる声を。ヨルダンの草むらが荒れ果てたからである。
260b040060	わが神、主はこう仰せられた、「ほふらるべき羊の群れの牧者となれ。
260b0500d8	これを買う者は、これをほふっても罰せられない。これを売る者は言う、『主はほむべきかな、わたしは富んだ』と。そしてその牧者は、これをあわれまない。
260b06011d	わたしは、もはやこの地の住民をあわれまないと、主は言われる。見よ、わたしは人をおのおのその牧者の手に渡し、おのおのその王の手に渡す。彼らは地を荒す。わたしは彼らの手からこれを救い出さない」。
260b0700e1	わたしは羊の商人のために、ほふらるべき羊の群れの牧者となった。わたしは二本のつえを取り、その一本を恵みと名づけ、一本を結びと名づけて、その羊を牧した。
260b0800a8	わたしは一か月に牧者三人を滅ぼした。わたしは彼らに、がまんしきれなくなったが、彼らもまた、わたしを忌みきらった。
260b0900c9	それでわたしは言った、「わたしはあなたがたの牧者とならない。死ぬ者は死に、滅びる者は滅び、残った者はたがいにその肉を食いあうがよい」。
260b0a00a2	わたしは恵みというつえを取って、これを折った。これはわたしがもろもろの民と結んだ契約を、廃するためであった。
260b0b00a8	そしてこれは、その日に廃された。そこで、わたしに目を注いでいた羊の商人らは、これが主の言葉であったことを知った。
260b0c010e	わたしは彼らに向かって、「あなたがたがもし、よいと思うならば、わたしに賃銀を払いなさい。もし、いけなければやめなさい」と言ったので、彼らはわたしの賃銀として、銀三十シケルを量った。
260b0d00fc	主はわたしに言われた、「彼らによって、わたしが値積られたその尊い価を、宮のさいせん箱に投げ入れよ」。わたしは銀三十シケルを取って、これを主の宮のさいせん箱に投げ入れた。
260b0e009c	そしてわたしは結びという第二のつえを折った。これはユダとイスラエルの間の、兄弟関係を廃するためであった。
260b0f0057	主はわたしに言われた、「おまえはまた愚かな牧者の器を取れ。
260b100108	見よ、わたしは地にひとりの牧者を起す。彼は滅ぼされる者を顧みず、迷える者を尋ねず、傷ついた者をいやさず、健やかな者を養わず、肥えた者の肉を食らい、そのひずめをさえ裂く者である。
260b1100e7	その羊の群れを捨てる愚かな牧者はわざわいだ。どうか、つるぎがその腕を撃ち、その右の目を撃つように。その腕は全く衰え、その右の目は全く見えなくなるように」。
260c0100a9	託宣 イスラエルについての主の言葉。すなわち天をのべ、地の基をすえ、人の霊をその中に造られた主は、こう仰せられる、
260c0200cc	「見よ、わたしはエルサレムを、その周囲にあるすべての民をよろめかす杯にしようとしている。これはエルサレムの攻め囲まれる時、ユダにも及ぶ。
260c0300d5	その日には、わたしはエルサレムをすべての民に対して重い石とする。これを持ちあげる者はみな大傷を受ける。地の国々の民は皆集まって、これを攻める。
260c04011d	主は言われる、その日には、わたしはすべての馬を撃って驚かせ、その乗り手を撃って狂わせる。しかし、もろもろの民の馬を、ことごとく撃って、めくらとするとき、ユダの家に対しては、わたしの目を開く。
260c050096	その時ユダの諸族は、その心の中に『エルサレムの住民は、その神、万軍の主によって力強くなった』と言う。
260c060156	その日には、わたしはユダの諸族を、たきぎの中の火皿のようにし、麦束の中のたいまつのようにする。彼らは右に左に、その周囲にあるすべての民を、焼き滅ぼす。しかしエルサレムはなお、そのもとの所、すなわちエルサレムで、人の住む所となる。
260c0700c9	主はまずユダの幕屋を救われる。これはダビデの家の光栄と、エルサレムの住民の光栄とが、ユダの光栄にまさることのないようにするためである。
260c0800e4	その日、主はエルサレムの住民を守られる。彼らの中の弱い者も、その日には、ダビデのようになる。またダビデの家は神のように、彼らに先だつ主の使のようになる。
260c090075	その日には、わたしはエルサレムに攻めて来る国民を、ことごとく滅ぼそうと努める。
260c0a011a	わたしはダビデの家およびエルサレムの住民に、恵みと祈の霊とを注ぐ。彼らはその刺した者を見る時、ひとり子のために嘆くように彼のために嘆き、ういごのために悲しむように、彼のためにいたく悲しむ。
260c0b0090	その日には、エルサレムの嘆きは、メギドの平野にあったハダデ・リンモンのための嘆きのように大きい。
260c0c00e1	国じゅう、氏族おのおの別れて嘆く。すなわちダビデの家の氏族は別れて嘆き、その妻たちも別れて嘆く。ナタンの家の氏族は別れて嘆き、その妻たちも別れて嘆く。
260c0d0099	レビの家の氏族は別れて嘆き、その妻たちも別れて嘆く。シメイの氏族は別れて嘆き、その妻たちも別れて嘆く。
260c0e005a	その他の氏族も皆別れて嘆き、その妻たちも別れて嘆くのである。
260d010087	その日には、罪と汚れとを清める一つの泉が、ダビデの家とエルサレムの住民とのために開かれる。
260d0200f0	万軍の主は言われる、その日には、わたしは地から偶像の名を取り除き、重ねて人に覚えられることのないようにする。わたしはまた預言者および汚れの霊を、地から去らせる。
260d03011d	もし、人が今後預言するならば、その産みの父母はこれにむかって、『あなたは主の名をもって偽りを語るゆえ、生きていることができない』と言い、その産みの父母は彼が預言している時、彼を刺すであろう。
260d040087	その日には、預言者たちは皆預言する時、その幻を恥じる。また人を欺くための毛の上着を着ない。
260d05008a	そして『わたしは預言者ではない、わたしは土地を耕す者だ。若い時から土地を持っている』と言う。
260d0600b4	もし、人が彼に『あなたの背中の傷は何か』と尋ねるならば、『これはわたしの友だちの家で受けた傷だ』と、彼は言うであろう」。
260d0700f0	万軍の主は言われる、「つるぎよ、立ち上がってわが牧者を攻めよ。わたしの次に立つ人を攻めよ。牧者を撃て、その羊は散る。わたしは手をかえして、小さい者どもを攻める。
260d080066	主は言われる、全地の人の三分の二は断たれて死に、三分の一は生き残る。
260d090159	わたしはこの三分の一を火の中に入れ、銀をふき分けるように、これをふき分け、金を精錬するように、これを精錬する。彼らはわたしの名を呼び、わたしは彼らに答える。わたしは『彼らはわが民である』と言い、彼らは『主はわが神である』と言う」。
260e01006c	見よ、主の日が来る。その時あなたの奪われた物は、あなたの中で分かたれる。
260e0200f0	わたしは万国の民を集めて、エルサレムを攻め撃たせる。町は取られ、家はかすめられ、女は犯され、町の半ばは捕えられて行く。しかし残りの民は町から断たれることはない。
260e030084	その時、主は出てきて、いくさの日にみずから戦われる時のように、それらの国びとと戦われる。
260e0400ff	その日には彼の足が、東の方エルサレムの前にあるオリブ山の上に立つ。そしてオリブ山は、非常に広い一つの谷によって、東から西に二つに裂け、その山の半ばは北に、半ばは南に移り、
260e050147	わが山の谷はふさがれる。裂けた山の谷が、そのかたわらに接触するからである。そして、あなたがたはユダの王ウジヤの世に、地震を避けて逃げたように逃げる。こうして、あなたがたの神、主はこられる、もろもろの聖者と共にこられる。
260e06002a	その日には、寒さも霜もない。
260e0700ae	そこには長い連続した日がある（主はこれを知られる）。これには昼もなく、夜もない。夕暮になっても、光があるからである。
260e0800ab	その日には、生ける水がエルサレムから流れ出て、その半ばは東の海に、その半ばは西の海に流れ、夏も冬もやむことがない。
260e090066	主は全地の王となられる。その日には、主ひとり、その名一つのみとなる。
260e0a0144	全地はゲバからエルサレムの南リンモンまで、平地のように変る。しかしエルサレムは高くなって、そのもとの所にとどまり、ベニヤミンの門から、先にあった門の所に及び、隅の門に至り、ハナネルのやぐらから、王の酒ぶねにまで及ぶ。
260e0b0063	その中には人が住み、もはやのろいはなく、エルサレムは安らかに立つ。
260e0c00f0	エルサレムを攻撃したもろもろの民を、主は災をもって撃たれる。すなわち彼らはなお足で立っているうちに、その肉は腐れ、目はその穴の中で腐れ、舌はその口の中で腐れる。
260e0d00a8	その日には、主は彼らを大いにあわてさせられるので、彼らはおのおのその隣り人を捕え、手をあげてその隣り人を攻める。
260e0e00b1	ユダもまた、エルサレムに敵して戦う。その周囲のすべての国びとの財宝、すなわち金銀、衣服などが、はなはだ多く集められる。
260e0f0084	また馬、騾、らくだ、ろば、およびその陣営にあるすべての家畜にも、この災のような災が臨む。
260e1000b1	エルサレムに攻めて来たもろもろの国びとの残った者は、皆年々上って来て、王なる万軍の主を拝み、仮庵の祭を守るようになる。
260e110087	地の諸族のうち、王なる万軍の主を拝むために、エルサレムに上らない者の上には、雨が降らない。
260e1200c3	エジプトの人々が、もし上ってこない時には、主が仮庵の祭を守るために、上ってこないすべての国びとを撃たれるその災が、彼らの上に臨む。
260e130096	これが、エジプトびとの受ける罰、およびすべて仮庵の祭を守るために上ってこない国びとの受ける罰である。
260e1400b1	その日には、馬の鈴の上に「主に聖なる者」と、しるすのである。また主の宮のなべは、祭壇の前の鉢のように、聖なる物となる。
260e150123	エルサレムおよびユダのすべてのなべは、万軍の主に対して聖なる物となり、すべて犠牲をささげる者は来てこれを取り、その中で犠牲の肉を煮ることができる。その日には、万軍の主の宮に、もはや商人はいない。
270000000c	マラキ書
2701010048	マラキによってイスラエルに臨んだ主の言葉の託宣。
2701020126	主は言われる、「わたしはあなたがたを愛した」と。ところがあなたがたは言う、「あなたはどんなふうに、われわれを愛されたか」。主は言われる、「エサウはヤコブの兄ではないか。しかしわたしはヤコブを愛し、
2701030075	エサウを憎んだ。かつ、わたしは彼の山地を荒し、その嗣業を荒野の山犬に与えた」。
2701040156	もしエドムが「われわれは滅ぼされたけれども、荒れた所を再び建てる」と言うならば、万軍の主は「彼らは建てるかもしれない。しかしわたしはそれを倒す。人々は、彼らを悪しき国ととなえ、とこしえに主の怒りをうける民ととなえる」と言われる。
2701050087	あなたがたの目はこれを見て、「主はイスラエルの境を越えて大いなる神である」と言うであろう。
27010601e9	「子はその父を敬い、しもべはその主人を敬う。それでわたしがもし父であるならば、あなたがたのわたしを敬う事実が、どこにあるか。わたしがもし主人であるならば、わたしを恐れる事実が、どこにあるか。わたしの名を侮る祭司たちよ、と万軍の主はあなたがたに言われる。ところがあなたがたは『われわれはどんなふうにあなたの名を侮ったか』と言い、
27010700d8	汚れた食物をわたしの祭壇の上にささげる。またあなたがたは、主の台は卑しむべき物であると考えて、『われわれはどんなふうに、それを汚したか』と言う。
2701080159	あなたがたが盲目の獣を、犠牲にささげるのは悪い事ではないか。また足のなえたもの、病めるものをささげるのは悪い事ではないか。今これをあなたのつかさにささげてみよ。彼はあなたを喜び、あなたを受けいれるであろうかと、万軍の主は言われる。
270109010b	あなたがたは、神がわれわれをあわれまれるように、神の恵みを求めてみよ。このようなあなたがたの手のささげ物をもって、彼はあなたがたを受けいれられるであろうかと、万軍の主は言われる。
27010a0144	あなたがたがわが祭壇の上にいたずらに、火をたくことのないように戸を閉じる者があなたがたのうちに、ひとりあったらいいのだが。わたしはあなたがたを喜ばない、またあなたがたの手からささげ物を受けないと、万軍の主は言われる。
27010b0132	日の出る所から没する所まで、国々のうちにわが名はあがめられている。また、どこでも香と清いささげ物が、わが名のためにささげられる。これはわが名が国々のうちにあがめられているからであると、万軍の主は言われる。
27010c0093	ところがあなたがたは、主の台は汚れている、またこの食物は卑しむべき物であると言って、これを汚した。
27010d0171	あなたがたはまた『これはなんと煩わしい事か』と言って、わたしを鼻であしらうと、万軍の主は言われる。あなたがたはまた奪った物、足なえのもの、病めるものを、ささげ物として携えて来る。わたしはそれを、あなたがたの手から、受けるであろうかと主は言われる。
27010e0129	群れのうちに雄の獣があり、それをささげると誓いを立てているのに、傷のあるものを、主にささげる偽り者はのろわれる。わたしは大いなる王で、わが名は国々のうちに恐れられるべきであると、万軍の主は言われる。
2702010048	祭司たちよ、今この命令があなたがたに与えられる。
2702020171	万軍の主は言われる、あなたがたがもし聞き従わず、またこれを心に留めず、わが名に栄光を帰さないならば、わたしはあなたがたの上に、のろいを送り、またあなたがたの祝福をのろいに変える。あなたがたは、これを心に留めないので、わたしはすでにこれをのろった。
27020300c9	見よ、わたしはあなたがたの子孫を責める。またあなたがたの犠牲の糞を、あなたがたの顔の上にまき散らし、あなたがたをわたしの前から退ける。
27020400e4	こうしてわたしが、この命令をあなたがたに与えたのは、レビと結んだわが契約が、保たれるためであることを、あなたがたが知るためであると、万軍の主は言われる。
27020500f3	彼と結んだわが契約は、生命と平安との契約であって、わたしがこれを彼に与えたのは、彼にわたしを恐れさせるためである。彼はすでにわたしを恐れ、わが名の前におののいた。
27020600e4	彼の口には、まことの律法があり、そのくちびるには、不義が見られなかった。彼は平安と公義とをもって、わたしと共に歩み、また多くの人を不義から立ち返らせた。
2702070096	祭司のくちびるは知識を保ち、人々が彼の口から律法を尋ねるのが当然である。彼は万軍の主の使者だからだ。
2702080099	ところが、あなたがたは道を離れ、多くの人を教えてつまずかせ、レビの契約を破ったと、万軍の主は言われる。
27020900d2	あなたがたはわたしの道を守らず、律法を教えるに当って、人にかたよったがために、あなたがたをすべての民の前に侮られ、卑しめられるようにする」。
27020a00db	われわれの父は皆一つではないか。われわれを造った神は一つではないか。なにゆえ、われわれは先祖たちの契約を破って、おのおのその兄弟に偽りを行うのか。
27020b00de	ユダは偽りを行い、イスラエルおよびエルサレムの中には憎むべき事が行われた。すなわちユダは主が愛しておられる聖所を汚して、他の神に仕える女をめとった。
27020c00c6	どうか、主がこうした事を行う人をば、証言する者も、答弁する者も、また万軍の主にささげ物をする者をも、ヤコブの幕屋から断たれるように。
27020d0126	あなたがたはまたこのような事をする。すなわち神がもはやささげ物をかえりみず、またこれをあなたがたの手から、喜んで受けられないために、あなたがたは涙と、泣くことと、嘆きとをもって、主の祭壇をおおい、
27020e0126	「なぜ神は受けられないのか」と尋ねる。これは主があなたと、あなたの若い時の妻との間の、契約の証人だったからである。彼女は、あなたの連れ合い、契約によるあなたの妻であるのに、あなたは彼女を裏切った。
27020f010b	一つ神は、われわれのために命の霊を造り、これをささえられたではないか。彼は何を望まれるか。神を敬う子孫であるゆえ、あなたがたはみずから慎んで、その若い時の妻を裏切ってはならない。
270210010b	イスラエルの神、主は言われる、「わたしは離縁する者を憎み、また、しえたげをもってその衣をおおう人を憎むと、万軍の主は言われる。ゆえにみずから慎んで、裏切ることをしてはならない」。
270211016b	あなたがたは言葉をもって主を煩わした。しかしあなたがたは言う、「われわれはどんなふうに、彼を煩わしたか」。それはあなたがたが「すべて悪を行う者は主の目に良く見え、かつ彼に喜ばれる」と言い、また「さばきを行う神はどこにあるか」と言うからである。
270301010e	「見よ、わたしはわが使者をつかわす。彼はわたしの前に道を備える。またあなたがたが求める所の主は、たちまちその宮に来る。見よ、あなたがたの喜ぶ契約の使者が来ると、万軍の主が言われる。
27030200d2	その来る日には、だれが耐え得よう。そのあらわれる時には、だれが立ち得よう。彼は金をふきわける者の火のようであり、布さらしの灰汁のようである。
27030300c9	彼は銀をふきわけて清める者のように座して、レビの子孫を清め、金銀のように彼らを清める。そして彼らは義をもって、ささげ物を主にささげる。
2703040081	その時ユダとエルサレムとのささげ物は、昔の日のように、また先の年のように主に喜ばれる。
2703050183	そしてわたしはあなたがたに近づいて、さばきをなし、占い者、姦淫を行う者、偽りの誓いをなす者にむかい、雇人の賃銀をかすめ、やもめと、みなしごとをしえたげ、寄留の他国人を押しのけ、わたしを恐れない者どもにむかって、すみやかにあかしを立てると、万軍の主は言われる。
270306007b	主なるわたしは変ることがない。それゆえ、ヤコブの子らよ、あなたがたは滅ぼされない。
2703070126	あなたがたは、その先祖の日から、わが定めを離れて、これを守らなかった。わたしに帰れ、わたしはあなたがたに帰ろうと、万軍の主は言われる。ところが、あなたがたは『われわれはどうして帰ろうか』と尋ねる。
270308011d	人は神の物を盗むことをするだろうか。しかしあなたがたは、わたしの物を盗んでいる。あなたがたはまた『どうしてわれわれは、あなたの物を盗んでいるのか』と言う。十分の一と、ささげ物をもってである。
2703090099	あなたがたは、のろいをもって、のろわれる。あなたがたすべての国民は、わたしの物を盗んでいるからである。
27030a0123	わたしの宮に食物のあるように、十分の一全部をわたしの倉に携えてきなさい。これをもってわたしを試み、わたしが天の窓を開いて、あふるる恵みを、あなたがたに注ぐか否かを見なさいと、万軍の主は言われる。
27030b013b	わたしは食い滅ぼす者を、あなたがたのためにおさえて、あなたがたの地の産物を、滅ぼさないようにしよう。また、あなたがたのぶどうの木が、その熟する前に、その実を畑に落すことのないようにしようと、万軍の主は言われる。
27030c00ba	こうして万国の人は、あなたがたを祝福された者ととなえるであろう。あなたがたは楽しい地となるからであると、万軍の主は言われる。
27030d00cf	主は言われる、あなたがたは言葉を激しくして、わたしに逆らった。しかもあなたがたは『われわれはあなたに逆らって、どんな事を言ったか』と言う。
27030e00d2	あなたがたは言った、『神に仕える事はつまらない。われわれがその命令を守り、かつ万軍の主の前に、悲しんで歩いたからといって、なんの益があるか。
27030f009f	今われわれは高ぶる者を、祝福された者と思う。悪を行う者は栄えるばかりでなく、神を試みても罰せられない』」。
27031000f0	そのとき、主を恐れる者は互に語った。主は耳を傾けてこれを聞かれた。そして主を恐れる者、およびその名を心に留めている者のために、主の前に一つの覚え書がしるされた。
27031100f0	「万軍の主は言われる、彼らはわたしが手を下して事を行う日に、わたしの者となり、わたしの宝となる。また人が自分に仕える子をあわれむように、わたしは彼らをあわれむ。
2703120084	その時あなたがたは、再び義人と悪人、神に仕える者と、仕えない者との区別を知るようになる。
27040100f0	万軍の主は言われる、見よ、炉のように燃える日が来る。その時すべて高ぶる者と、悪を行う者とは、わらのようになる。その来る日は、彼らを焼き尽して、根も枝も残さない。
27040200db	しかしわが名を恐れるあなたがたには、義の太陽がのぼり、その翼には、いやす力を備えている。あなたがたは牛舎から出る子牛のように外に出て、とびはねる。
27040300c6	また、あなたがたは悪人を踏みつけ、わたしが事を行う日に、彼らはあなたがたの足の裏の下にあって、灰のようになると、万軍の主は言われる。
27040400b7	あなたがたは、わがしもべモーセの律法、すなわちわたしがホレブで、イスラエル全体のために、彼に命じた定めとおきてとを覚えよ。
270405007e	見よ、主の大いなる恐るべき日が来る前に、わたしは預言者エリヤをあなたがたにつかわす。
27040600e1	彼は父の心をその子供たちに向けさせ、子供たちの心をその父に向けさせる。これはわたしが来て、のろいをもってこの国を撃つことのないようにするためである」。
2800000015	マタイの福音書
2801010054	アブラハムの子であるダビデの子、イエス・キリストの系図。
280102007e	アブラハムはイサクの父であり、イサクはヤコブの父、ヤコブはユダとその兄弟たちとの父、
280103007b	ユダはタマルによるパレスとザラとの父、パレスはエスロンの父、エスロンはアラムの父、
280104006f	アラムはアミナダブの父、アミナダブはナアソンの父、ナアソンはサルモンの父、
2801050081	サルモンはラハブによるボアズの父、ボアズはルツによるオベデの父、オベデはエッサイの父、
2801060072	エッサイはダビデ王の父であった。ダビデはウリヤの妻によるソロモンの父であり、
2801070066	ソロモンはレハベアムの父、レハベアムはアビヤの父、アビヤはアサの父、
280108005d	アサはヨサパテの父、ヨサパテはヨラムの父、ヨラムはウジヤの父、
280109005d	ウジヤはヨタムの父、ヨタムはアハズの父、アハズはヒゼキヤの父、
28010a005d	ヒゼキヤはマナセの父、マナセはアモンの父、アモンはヨシヤの父、
28010b0069	ヨシヤはバビロンへ移されたころ、エコニヤとその兄弟たちとの父となった。
28010c007b	バビロンへ移されたのち、エコニヤはサラテルの父となった。サラテルはゾロバベルの父、
28010d0072	ゾロバベルはアビウデの父、アビウデはエリヤキムの父、エリヤキムはアゾルの父、
28010e005d	アゾルはサドクの父、サドクはアキムの父、アキムはエリウデの父、
28010f0069	エリウデはエレアザルの父、エレアザルはマタンの父、マタンはヤコブの父、
280110008d	ヤコブはマリヤの夫ヨセフの父であった。このマリヤからキリストといわれるイエスがお生れになった。
28011100e7	だから、アブラハムからダビデまでの代は合わせて十四代、ダビデからバビロンへ移されるまでは十四代、そして、バビロンへ移されてからキリストまでは十四代である。
28011200c0	イエス・キリストの誕生の次第はこうであった。母マリヤはヨセフと婚約していたが、まだ一緒にならない前に、聖霊によって身重になった。
2801130093	夫ヨセフは正しい人であったので、彼女のことが公けになることを好まず、ひそかに離縁しようと決心した。
2801140105	彼がこのことを思いめぐらしていたとき、主の使が夢に現れて言った、「ダビデの子ヨセフよ、心配しないでマリヤを妻として迎えるがよい。その胎内に宿っているものは聖霊によるのである。
