0100000007	Genèse
1a2f0b0058	Mais ses lagunes et ses mares ne seront pas assainies; elles seront abandonnées au sel.
1a2f0c0152	Près du torrent, sur ses bords de chaque côté, croîtront toutes sortes d’arbres fruitiers, dont le feuillage ne se flétrira point et dont les fruits ne cesseront point. Chaque mois, ils produiront des fruits nouveaux, parce que ses eaux sortent du sanctuaire; leur fruit sera bon à manger, et leurs feuilles bonnes pour guérir.»
1a2f0d00a6	Ainsi parle le Seigneur Yahweh: «Une vallée sera la frontière du pays dont vous entrerez en possession, selon les douze tribus d’Israël; Joseph aura deux parts.
1a2f0e00a2	Vous aurez chacun, l’un comme l’autre, une part de ce pays que j’ai promis, la main levée, de donner à vos pères, et ce pays vous échoira en possession.
1a2f0f0072	Voici la frontière du pays. Du côté du nord: depuis la grande mer, le chemin de Héthalon pour aller à Sédad.
1a2f100092	Le pays de Hamath, Berotha et Sabarim entre la frontière de Damas et la frontière de Hamath; Hatzer-Tichon, qui est sur la frontière du Hauran.
1a2f11009f	Voici donc la frontière depuis la mer: Hatzer-Enon, la frontière de Damas, et, en allant au nord, la frontière de Hamath. C’est là le côté du nord. —
1a2f120114	Et du côté de l’orient: À partir de la limite qui sépare le Hauran et Damas, la frontière passe entre Galaad et le pays d’Israël: c’est le Jourdain. Vous mesurerez à partir de la frontière du nord jusqu’à la mer orientale. C’est le côté de l’orient. —
1a2f1300cf	Le côté du midi se dirigera d’abord vers le sud, depuis Thamar, jusqu’aux eaux de Méribah de Cadès; puis ce sera le torrent qui se jette dans la grande mer. C’est le côté sud vers le négéb. —
1a2f140092	Le côté de l’occident sera la grande mer, de cette frontière jusque vis-à-vis de l’entrée de Hamath. C’est le côté de l’occident.»
1a2f15003c	«Vous vous partagerez ce pays selon les tribus d’Israël.
1a2f16012e	Vous tirerez le pays au sort pour le posséder entre vous et les étrangers qui séjourneront au milieu de vous, qui ont engendré des enfants parmi vous. Ils seront pour vous comme des indigènes parmi les enfants d’Israël; ils tireront au sort leur lot avec vous, au milieu des tribus d’Israël.
1a2f17007a	Dans la tribu où l’étranger est établi, là vous lui donnerez sa part d’héritage, — oracle du Seigneur Yahweh.»
1a3001011e	Voici les noms des tribus: À partir de l’extrémité septentrionale, le long du chemin de Héthalon pour aller à Hamath, Hatzer-Enon, la frontière de Damas vers le nord, le long de Hamath, il y aura pour chaque tribu: De la limite orientale à la limite occidentale: Dan, une part.
1a30020059	À la frontière de Dan, de la limite orientale à la limite occidentale: Aser, une part.
1a30030060	À la frontière d’Aser, de la limite orientale à la limite occidentale, Nephthali, une part.
1a30040063	À la frontière de Nephthali, de la limite orientale à la limite occidentale: Manassé, une part.
1a30050063	À la frontière de Manassé, de la limite orientale à la limite occidentale, Éphraïm, une part.
1a30060061	À la frontière d’Éphraïm, de la limite orientale à la limite occidentale, Ruben, une part.
1a3007005e	Et à la frontière de Ruben, de la limite orientale à la limite occidentale: Juda, une part.
1a30080113	À la frontière de Juda, de la limite orientale à la limite occidentale, sera la portion que vous prélèverez, large de vingt-cinq mille coudées et longue comme une des parts, de la limite orientale jusqu’à la limite occidentale: au milieu d’elle sera le sanctuaire.
1a30090070	La portion que vous prélèverez pour Yahweh aura vingt-cinq mille coudées de longueur et dix mille de largeur.
1a300a012b	Cette sainte portion prélevée appartiendra aux prêtres, savoir, au septentrion vingt-cinq mille coudées, à l’occident dix mille coudées en largeur, à l’orient dix mille coudées en largeur, et au midi vingt-cinq mille coudées en longueur: le sanctuaire de Yahweh sera au milieu d’elle.
1a300b00d2	Elle appartiendra aux prêtres consacrés, fils de Sadoc, qui se sont acquittés de mon service, qui ne se sont pas égarés lorsque s’égarèrent les enfants d’Israël, comme se sont égarés les lévites.
1a300c0071	Ce sera leur part prélevée sur la portion prélevée du pays, part très sainte, à la frontière des lévites.
1a300d00ca	Les lévites auront, le long du territoire des prêtres, vingt-cinq mille coudées en longueur et dix mille en largeur; chaque longueur sera de vingt-cinq mille coudées, et chaque largeur de dix mille.
1a300e008f	Ils n’en pourront rien vendre ni rien échanger, et les prémices du pays n’en seront point aliénées; car elles sont saintes pour Yahweh.
1a300f00b2	Les cinq mille qui resteront en largeur sur les vingt-cinq mille seront un terrain profane pour la ville, tant pour les habitations que pour la banlieue; la ville sera au milieu.
1a301000d3	En voici les dimensions: côté du nord, quatre mille cinq cents coudées; côté du midi, quatre mille cinq cents; côté de l’orient, quatre mille cinq cents; côté de l’occident, quatre mille cinq cents.
1a301100aa	La ville aura une banlieue de deux cent cinquante coudées au nord, deux cent cinquante au midi, deux cent cinquante à l’orient et deux cent cinquante à l’occident.
1a301200eb	Il restera en longueur, le long de la portion sainte, dix mille coudées à l’orient et dix mille à l’occident, le long de la portion sainte; les produits en seront pour la nourriture de ceux qui desservent la ville de territoire.
1a3013005d	Les desservants de la ville, pris dans toutes les tribus d’Israël, cultiveront ce terrain.
1a301400bf	Ainsi, toute la portion prélevée étant de vingt-cinq mille coudées sur vingt-cinq mille, vous aurez prélevé pour le domaine de la ville une portion égale au quart de la portion sainte.
1a301501a6	Le reste sera pour le prince; de chaque côté de la portion sainte et du domaine de la ville, à partir des vingt-cinq mille coudées de la portion prélevée, jusqu’à la frontière de l’orient, et, à l’occident, à partir des vingt-cinq mille coudées jusqu’à la frontière de l’occident, parallèlement aux parts — ce sera pour le prince; la portion sainte et le sanctuaire de la maison seront au milieu.
1a301600ce	Ainsi à partir du domaine des lévites et du domaine de la ville, qui se trouvent au milieu de la portion du prince, tout ce qui est entre la frontière de Juda et la frontière de Benjamin sera au prince.
1a3017005e	Part du reste des tribus: de la limite orientale à la limite occidentale, Benjamin, une part.
1a30180061	À la frontière de Benjamin, de la limite orientale à la limite occidentale, Siméon, une part.
1a30190061	À la frontière de Siméon, de la limite orientale à la limite occidentale, Issachar, une part.
1a301a0062	À la frontière d’Issachar, de la limite orientale à la limite occidentale, Zabulon, une part.
1a301b005c	À la frontière de Zabulon, de la limite orientale à la limite occidentale, Gad, une part.
1a301c009e	À la frontière de Gad, du côté du négéb, vers le sud, la frontière ira de Thamar aux eaux de Méribah à Cadès, et au torrent qui va à la grande mer.
1a301d0094	Tel est le pays que vous tirerez au sort pour le posséder, selon les tribus d’Israël; et telles sont leurs parts, — oracle du Seigneur Yahweh.
1a301e005d	Voici les sorties de la ville: Du côté du nord, quatre mille cinq cents coudées de mesure,
1a301f00a9	— les portes de la ville prendront les noms des tribus d’Israël, — et trois portes au nord: la porte de Ruben, une; la porte de Juda, une; la porte de Lévi, une.
1a30200094	Du côté de l’orient, quatre mille cinq cents coudées et trois portes: la porte de Joseph, une; la porte de Benjamin, une; la porte de Dan, une.
1a3021009e	Du côté du midi, quatre mille cinq cents coudées de mesure et trois portes: la porte de Siméon, une; la porte d’Issachar, une; la porte de Zabulon, une.
1a30220096	Du côté de l’occident, quatre mille cinq cents coudées et trois portes: la porte de Gad, une; la porte d’Aser, une; la porte de Nephthali, une.
1a30230057	Dix-huit mille coudées de tour. Et le nom de la ville sera désormais: Yahweh-est-là.
1b00000006	Daniel
1b01010080	La troisième année du règne de Joakim, roi de Juda, Nabuchodonosor, roi de Babylone, vint contre Jérusalem et l’assiégea.
1b010200db	Le Seigneur livra entre ses mains Joakim, roi de Juda, et une partie des vases de la maison de Dieu; et il les emporta au pays de Sennaar, dans la maison de son dieu, et il déposa les vases dans le trésor de son dieu.
1b01030080	Le roi dit à Asphenez, chef de ses eunuques, d’amener d’entre les enfants d’Israël, de la race royale ou de la noblesse,
1b010400fe	des jeunes gens sans aucun défaut, beaux de figure, doués de toutes sortes de talents, instruits et intelligents, pleins de vigueur, pour qu’ils se tinssent dans le palais du roi et qu’on leur enseignât la littérature et la langue des Chaldéens.
1b010500bf	Le roi leur assigna pour chaque jour une portion des mets royaux et du vin dont il buvait, afin que, ayant été élevés pendant trois ans, ils se tinssent au bout de ce temps devant le roi.
1b01060059	Il y avait parmi eux, d’entre les enfants de Juda, Daniel, Ananias, Misaël et Azarias.
1b0107007a	Le chef des eunuques leur donna des noms; il appela Daniel Baltassar, Ananias Sidrac, Misaël Misac, et Azarias Abdénago.
1b010800ad	Daniel résolut en son cœur de ne pas se souiller par les mets du roi et par le vin dont il buvait, et il demanda au chef des eunuques de ne pas l’obliger à se souiller.
1b0109004c	Et Dieu fit trouver à Daniel grâce et faveur auprès du chef des eunuques.
1b010a0100	Le chef des eunuques dit à Daniel: «Je crains le roi, mon maître, qui a fixé ce que vous devez manger et boire; car pourquoi verrait-il vos visages plus défaits que ceux des jeunes gens de votre âge? Vous mettriez en danger ma tête auprès du roi.»
1b010b0077	Alors Daniel dit au maître d’hôtel, que le chef des eunuques avait établi sur Daniel, Ananias, Misaël et Azarias:
1b010c0088	«Fais, je te prie, un essai avec tes serviteurs pendant dix jours, et qu’on nous donne des légumes à manger et de l’eau à boire.
1b010d009c	Après cela, tu regarderas nos visages et le visage des jeunes gens qui mangent les mets du roi, et, selon que tu auras vu, tu agiras avec tes serviteurs.»
1b010e003f	Il consentit à leur demande et les éprouva pendant dix jours.
1b010f008e	Au bout de dix jours, ils se trouvèrent avoir meilleur visage et plus d’embonpoint que tous les jeunes gens qui mangeaient les mets du roi.
1b0110006c	Et le maître d’hôtel emportait les mets et le vin qu’ils devaient boire, et leur donnait des légumes.
1b011100cb	À ces jeunes gens, à tous les quatre, Dieu donna du savoir et de l’habileté dans toute la littérature et en toute sagesse, et Daniel avait l’intelligence de toutes sortes de visions et de songes.
1b01120068	Au bout du temps fixé par le roi pour les amener, le chef des eunuques les amena devant Nabuchodonosor.
1b0113009d	Le roi s’entretint avec eux, et il ne se trouva personne parmi eux tous comme Daniel, Ananias, Misaël et Azarias; ils furent donc admis au service du roi.
1b011400dc	Sur tous les sujets qui réclamaient de la sagesse et de l’intelligence, et sur lesquels le roi les interrogeait, il les trouvait dix fois supérieurs à tous les lettrés et magiciens qui étaient en tout son royaume.
1b0115003d	Daniel fut ainsi jusqu’à la première année du roi Cyrus.
1b02010083	La seconde année du règne de Nabuchodonosor, Nabuchodonosor eut des songes, son esprit fut agité et le sommeil se retira de lui.
1b0202009d	Le roi fit appeler les lettrés, les magiciens, les enchanteurs et les Chaldéens pour lui expliquer ses songes; ils vinrent et ils se tinrent devant le roi.
1b02030066	Le roi leur dit: «J’ai fait un songe, et mon esprit est agité, cherchant à connaître ce songe.»
1b020400a7	Les Chaldéens répondirent au roi en langue araméenne: «Ô roi, vis éternellement! Dis le songe à tes serviteurs, et nous en ferons connaître la signification.»
1b020500d4	Le roi répondit aux Chaldéens, en disant: «C’est chose arrêtée par moi. Si vous ne me faites savoir le songe et sa signification, vous serez coupés en morceaux et vos maisons seront réduites en cloaques.
1b020600c2	Mais si vous me faites connaître le songe et sa signification, vous recevrez de moi des dons et des présents, et de grands honneurs; ainsi faites-moi connaître le songe et sa signification.»
1b02070091	Ils répondirent pour la deuxième fois en disant: «Que le roi dise le songe à ses serviteurs, et nous en ferons connaître la signification.»
1b0208008f	Le roi répondit et dit: «En vérité, je sais que vous cherchez à gagner du temps, parce que vous voyez que c’est chose arrêtée par moi.
1b02090145	Puisque vous ne me faites pas savoir le songe, c’est que vous n’avez qu’une pensée, celle de concerter un discours mensonger et trompeur, pour le tenir devant moi, en attendant que les temps soient changés; ainsi, dites-moi le songe et je saurai que vous pourrez m’en faire connaître la véritable signification.»
1b020a0116	Les Chaldéens répondirent devant le roi en disant: «Il n’y a pas d’homme sur la terre qui puisse faire connaître ce que le roi demande. Aussi jamais roi, si grand et si puissant qu’il ait été, n’a demandé pareille chose d’aucun lettré, astrologue ou Chaldéen.
1b020b00b1	La chose que le roi demande est difficile, et il n’y a personne qui puisse la faire connaître devant le roi, hormis les dieux dont la demeure n’est pas parmi les mortels.»
1b020c007c	Là-dessus le roi se mit en colère et en grande fureur, et il donna l’ordre de mettre à mort tous les sages de Babylone.
1b020d0079	La sentence ayant été publiée, les sages étaient mis à mort, et on cherchait Daniel et ses compagnons pour les tuer.
1b020e0090	Alors Daniel fit une réponse prudente et sensée à Arioch, chef des gardes du roi, qui était sorti pour mettre à mort les sages de Babylone.
1b020f0093	Il prit la parole et dit à Arioch, commandant du roi: «Pourquoi cette sentence sévère de la part du roi?» Et Arioch exposa la chose à Daniel.
1b0210007c	Alors Daniel entra dans le palais et pria le roi de lui accorder un délai afin de faire connaître au roi la signification.
1b0211006b	Aussitôt Daniel alla dans sa maison et informa de l’affaire Ananias, Misaël et Azarias, ses compagnons,
1b021200a9	les engageant à implorer la miséricorde du Dieu du ciel sur ce mystère, pour qu’on ne fit point périr Daniel et ses compagnons avec le reste des sages de Babylone.
1b0213006a	Alors le secret fut révélé à Daniel dans une vision pendant la nuit, et Daniel bénit le Dieu du ciel.
1b02140089	Daniel prit la parole et dit: «Béni soit le nom de Dieu, d’éternité en éternité, car à lui appartiennent la sagesse et la force.
1b0215009d	C’est lui qui change les moments et les temps, qui renverse les rois et qui élève les rois, qui donne la sagesse aux sages et le savoir aux intelligents.
1b02160084	C’est lui qui révèle les choses profondes et cachées, qui sait ce qui est dans les ténèbres, et la lumière demeure avec lui.
1b021700f8	C’est vous, Dieu de mes pères, que je célèbre et que je loue de ce que vous m’avez donné la sagesse et la force, et de ce que maintenant vous m’avez fait savoir ce que nous vous avons demandé, en nous faisant savoir l’affaire du roi.»
1b0218010e	C’est pourquoi Daniel se rendit auprès d’Arioch, que le roi avait chargé de mettre à mort les sages de Babylone; il alla et lui parla ainsi: «Ne fais pas périr les sages de Babylone; introduis-moi devant le roi, et je ferai connaître au roi la signification.»
1b021900ab	Arioch s’empressa de faire entrer Daniel devant le roi et lui parla ainsi: «J’ai trouvé parmi les captifs de Juda un homme qui fera savoir au roi la signification.»
1b021a0094	Le roi prit la parole et dit à Daniel, qui s’appelait Baltassar: «Es-tu capable de me faire savoir le songe que j’ai eu et sa signification?»
1b021b00b0	Daniel répondit en présence du roi et dit: «Le secret que le roi demande, ni sages, ni magiciens, ni lettrés, ni astrologues ne sont capables de le faire connaître au roi.
1b021c00dd	Mais il y a un Dieu dans le ciel qui révèle les secrets et qui a fait savoir au roi Nabuchodonosor ce qui doit arriver à la fin des jours. Ton songe et les visions de ton esprit que tu as eues sur ta couche, les voici:
1b021d00c3	Toi, ô roi, tes pensées s’élevaient en ton esprit sur ta couche au sujet de ce qui arriverait après ce temps-ci, et celui qui révèle les secrets t’a fait connaître ce qui doit arriver.
1b021e00fb	Et moi, ce n’est pas par une sagesse qui serait en moi, supérieure à celle de tous les vivants, que ce secret m’a été révélé, mais c’est afin qu’on en fasse savoir la signification au roi, et que tu connaisses les pensées de ton cœur.
1b021f00ae	Toi, ô roi, tu regardais, et voici une grande statue. Cette statue était immense et sa splendeur extraordinaire; elle se dressait devant toi, et son aspect était terrible.
1b02200070	Cette statue avait la tête d’or fin, la poitrine et les bras d’argent, le ventre et les cuisses d’airain,
1b02210046	les jambes de fer, les pieds en partie de fer et en partie d’argile.
1b02220092	Tu regardais, jusqu’à ce qu’une pierre fut détachée, non par une main, et frappa la statue à ses pieds de fer et d’argile, et les brisa.
1b0223013f	Alors furent brisés en même temps le fer, l’argile, l’airain, l’argent et l’or, et ils devinrent comme la balle qui s’élève de l’aire en été, et le vent les emporta sans qu’on en trouve plus aucune trace; et la pierre qui avait frappé la statue devint une grande montagne et remplit toute la terre.
1b02240045	Voilà le songe; sa signification, nous allons la dire devant le roi.
1b0225006b	Toi, ô roi, roi des rois, à qui le Dieu du ciel a donné l’empire, la puissance, la force et la gloire,
1b022600d8	entre les mains de qui il a livré, en quelque lieu qu’ils habitent, les enfants des hommes, les bêtes des champs, les oiseaux des cieux, et qu’il a fait dominer sur eux tous: c’est toi qui es la tête d’or.
1b02270087	Après toi, il s’élèvera un autre royaume, moindre que toi, puis un troisième royaume d’airain, qui dominera sur toute la terre.
1b022800ad	Un quatrième royaume sera fort comme le fer; de même que le fer écrase et brise tout, et comme le fer qui met en pièces, il écrasera et mettra en pièces tous ceux-là.
1b022900d9	Si tu as vu les pieds et les orteils en partie d’argile de potier et en partie de fer, c’est que ce sera un royaume divisé; il y aura en lui de la solidité du fer, selon que tu as vu du fer mêlé à l’argile.
1b022a0091	Mais comme les orteils des pieds étaient en partie de fer et en partie d’argile, ce royaume sera en partie fort, et il sera en partie fragile.
1b022b00c5	Si tu as vu le fer mêlé à l’argile, c’est qu’ils seront mêlés de semence d’homme; mais ils ne tiendront pas l’un à l’autre, de même que le fer ne peut s’allier avec l’argile.
1b022c00f3	Dans le temps de ces rois, le Dieu du ciel suscitera un royaume qui ne sera jamais détruit, et dont la domination ne sera point abandonnée à un autre peuple; il brisera et anéantira tous ces royaumes-là, et lui-même subsistera à jamais,
1b022d0121	selon que tu as vu qu’une pierre a été détachée de la montagne, non par une main, et qu’elle a brisé le fer, l’airain, l’argile, l’argent et l’or. Le grand Dieu a fait connaître au roi ce qui arrivera dans la suite; le songe est véritable et sa signification certaine.»
1b022e008b	Alors le roi Nabuchodonosor tomba sur sa face et se prosterna devant Daniel, et il ordonna qu’on lui offrit des oblations et des parfums.
1b022f00b0	Le roi parla ensuite à Daniel et dit: «Vraiment votre Dieu est le Dieu des dieux, le seigneur des rois et le révélateur des secrets, puisque tu as pu révéler ce secret.»
1b023000b4	Alors le roi éleva Daniel et lui fit de nombreux et riches présents; il l’établit gouverneur sur toute la province de Babylone et chef suprême sur tous les sages de Babylone.
1b02310088	À la prière de Daniel, le roi commit aux affaires de la province de Babylone Sidrac, Misac et Abdénago; et Daniel demeura à la cour.
1b030100ba	Le roi Nabuchodonosor fit une statue d’or, dont la hauteur était de soixante coudées et la largeur de six coudées; il la dressa dans la plaine de Dura, dans la province de Babylone.
1b0302011e	Et le roi Nabuchodonosor fit rassembler les satrapes, les intendants et les gouverneurs, les grands juges, les trésoriers, les légistes, les juges et tous les magistrats des provinces, pour qu’ils se rendissent à la dédicace de la statue qu’avait dressée le roi Nabuchodonosor.
1b03030139	Ainsi s’assemblèrent les satrapes, les intendants et les gouverneurs, les grands juges, les trésoriers, les légistes, les juges et tous les magistrats des provinces pour la dédicace de la statue que le roi Nabuchodonosor avait dressée; et ils se tinrent devant la statue qu’avait dressée Nabuchodonosor.
1b0304006e	Un héraut cria d’une voix forte: «Voici ce qu’on vous fait savoir, à vous, peuples, nations et langues:
1b03050100	Au moment où vous entendrez le son de la trompette, du chalumeau, de la cithare, de la sambuque, du psaltérion, de la cornemuse et de toutes sortes d’instruments, vous vous prosternerez pour adorer la statue d’or que le roi Nabuchodonosor a dressée.
1b03060082	Quiconque ne se prosternera pas et n’adorera pas la statue, sera jeté à l’instant au milieu de la fournaise de feu ardent.»
1b03070135	C’est pourquoi au montent où tous les peuples entendirent le son de la trompette, du chalumeau, de la cithare, de la sambuque, du psaltérion et de toutes les sortes d’instruments, tous les peuples, nations et langues se prosternèrent, adorant la statue d’or qu’avait dressée le roi Nabuchodonosor.
1b03080059	Là-dessus, au moment même, des Chaldéens s’approchèrent et dirent du mal des Juifs.
1b03090051	Ils prirent la parole et dirent au roi Nabuchodonosor: «Ô roi, vis à jamais!»
1b030a0105	Toi, ô roi, tu as porté un décret ordonnant que tout homme qui entendrait le son de la trompette, du chalumeau, de la cithare, de la sambuque, du psaltérion, de la cornemuse et de toutes les sortes d’instruments, se prosterne pour adorer la statue d’or,
1b030b006a	et que quiconque ne se prosternera pas pour l’adorer sera jeté au milieu de la fournaise de feu ardent.
1b030c010e	Or, il y a des juifs que tu as préposés aux affaires de la province de Babylone, Sidrac, Misac et Abdénago: ces hommes-là n’ont pas d’égard pour toi, ô roi; ils ne servent pas tes dieux et ils ne se prosternent pas devant la statue d’or que tu as dressée.»
1b030d0085	Alors Nabuchodonosor, irrité et furieux, ordonna d’amener Sidrac, Misac, et Abdénago; et ces hommes furent amenés devant le roi.
1b030e00bc	Nabuchodonosor prit la parole et leur dit: «Est-ce à dessein, Sidrac, Misac et Abdénago, que vous ne servez pas mon dieu et que vous n’adorez pas la statue d’or que j’ai dressée!
1b030f01ae	Maintenant si vous êtes prêts, au moment où vous entendrez le son de la trompette, du chalumeau, de la cithare, de la sambuque, du psaltérion, de la cornemuse et de toutes les sortes d’instruments, à vous prosterner pour adorer la statue que j’ai faite… Mais si vous ne l’adorez pas, vous serez jetés à l’instant même au milieu de la fournaise de feu ardent, et quel est le dieu qui vous délivrera de ma main?»
1b03100090	Sidrac, Misac et Abdénago répondirent au roi et dirent: «Nabuchodonosor, sur ce point nous n’avons pas besoin de t’adresser une réponse.
1b03110084	Si vraiment notre Dieu que nous servons peut nous délivrer, il nous délivrera de la fournaise de feu ardent et de ta main, ô roi.
1b031200a1	Sinon, qu’il soit connu de toi, ô roi, que nous ne servirons pas tes dieux et que nous ne nous prosternerons pas devant la statue d’or que tu as dressée.»
1b031300ee	Alors Nabuchodonosor fut rempli de fureur, et l’aspect de son visage fut changé envers Sidrac, Misac, et Abdénago. Reprenant la parole, il ordonna de chauffer la fournaise sept fois plus qu’on n’avait jugé convenable de le faire,
1b031400aa	et il commanda à quelques-uns des plus vigoureux soldats qui étaient dans son armée de lier Sidrac, Misac et Abdénago et de les jeter dans la fournaise de feu ardent.
1b03150096	Alors ces hommes, avec leurs tuniques, leurs robes, leurs manteaux et leurs autres vêtements, furent liés et jetés dans la fournaise de feu ardent.
1b031600a4	Comme l’ordre du roi était pressant et la fournaise extraordinairement chauffée, la flamme de feu tua ces hommes qui y avaient jeté Sidrac, Misac et Abdénago.
1b031700a9	Et ces trois hommes, Sidrac, Misac et Abdénago tombèrent au milieu de la fournaise ardente, tout liés. Ce qui suit, je ne l’ai pas trouvé dans les livres hébreux.
1b031800f7	Alors le roi Nabuchodonosor fut dans la stupeur et se leva précipitamment. Il prit la parole et dit à ses conseillers: «N’avons-nous pas jeté au milieu du feu trois hommes liés?» Ils répondirent et dirent au roi: «Certainement, ô roi!»
1b031900ba	Il reprit et dit: «Eh bien, moi, je vois quatre hommes sans liens, marchant au milieu du feu et n’ayant aucun mal; l’aspect du quatrième ressemble à celui d’un fils des dieux.»
1b031a00f2	Puis Nabuchodonosor s’approcha de la porte de la fournaise de feu ardent; il prit la parole et dit: «Sidrac, Misac et Abdénago, serviteurs du Dieu Très-Haut, sortez et venez!» Alors Sidrac, Misac et Abdénago sortirent du milieu du feu.
1b031b015c	Les satrapes, les intendants, les gouverneurs et les conseillers du roi, s’étant rassemblés, regardèrent ces hommes et virent que le feu n’avait eu aucun pouvoir sur leur corps, que les cheveux de leur tête n’avaient pas été brûlés, que leurs tuniques n’avaient pas subi de changement et qu’elles n’avaient pas l’odeur du feu.
1b031c0124	Nabuchodonosor prit la parole et dit: «Béni soit le Dieu de Sidrac, de Misac et d’Abdénago, lequel a envoyé son ange et délivré ses serviteurs qui se sont confiés en lui, qui ont transgressé l’ordre du roi et livré leur corps, pour ne servir et adorer aucun dieu sinon leur Dieu.
1b031d0128	Ordre est donné de ma part que tout homme, à quelque peuple, nation ou langue qu’il appartienne, qui parlera mal du Dieu de Sidrac, de Misac et d’Abdénago sera coupé en morceaux et sa maison sera réduite en cloaque, parce qu’il n’y a pas d’autre dieu qui puisse sauver de la sorte.
1b031e0055	Alors le roi fit prospérer Sidrac, Misac et Abdénago, dans la province de Babylone.
1b04010088	«Le roi Nabuchodonosor à tous les peuples, nations et langues qui habitent sur toute la terre: la paix vous soit donnée en abondance!
1b0402006e	Il m’a paru bon de faire connaître les signes et les prodiges que le Dieu Très-Haut a opérés envers moi.
1b0403008c	Que ses signes sont grands et que ses prodiges sont puissants! Son règne est un règne éternel et sa domination subsiste d’âge en âge.
1b04040058	Moi, Nabuchodonosor, j’étais tranquille dans ma maison et florissant dans mon palais.
1b0405006f	Je vis un songe qui m’épouvanta, et mes pensées sur ma couche et les visions de mon esprit me troublèrent.
1b04060083	Je publiai un décret pour qu’on fit venir devant moi tous les sages de Babylone, pour me faire savoir la signification du songe.
1b040700a0	Alors vinrent les lettrés, les magiciens, les Chaldéens et les astrologues; je dis le songe devant eux, mais ils ne m’en firent pas savoir la signification.
1b040800ab	Enfin se présenta devant moi Daniel, dont le nom est Baltassar, d’après le nom de mon dieu, et qui a en lui l’esprit des dieux saints, et je dis le songe devant lui:
1b040900ca	«Baltassar, chef des lettrés, comme je sais que l’esprit des dieux saints est en toi et qu’aucun mystère ne t’embarrasse, expose-moi les visions que j’ai vues en songe, et leur signification.
1b040a008e	Voici quelles étaient les visions de mon esprit sur ma couche: Je vis, et voici au milieu de la terre un arbre dont la hauteur était grande.
1b040b0071	L’arbre grandit et devint fort; sa cime atteignait le ciel, et on le voyait des extrémités de toute la terre.
1b040c00f2	Son feuillage était beau et ses fruits abondants, et il y avait sur lui de la nourriture pour tous; sous son ombre les bêtes des champs s’abritaient, dans ses branches demeuraient les oiseaux du ciel, et de lui toute chair se nourrissait.
1b040d006f	Je contemplai ces visions de mon esprit sur ma couche, et voici qu’un veillant, un saint, descendait du ciel.
1b040e00d2	Il cria avec force et parla ainsi: Abattez l’arbre et coupez ses branches; secouez son feuillage et dispersez ses fruits; que les animaux s’enfuient de dessous lui, et que les oiseaux quittent ses branches.
1b040f00e5	Toutefois laissez en terre la souche de ses racines, mais dans des chaînes de fer et d’airain, au milieu du gazon des champs. Qu’il soit trempé de la rosée du ciel et qu’il partage avec les animaux l’herbe de la terre.
1b0410007c	Que son cœur ne soit plus un cœur d’homme, et qu’un cœur de bête lui soit donné, et que sept temps passent sur lui.
1b041100fd	Cette sentence repose sur un décret des veillants, et cette affaire est un ordre des saints, afin que les vivants sachent que le Très-Haut domine sur la royauté humaine, qu’il la donne à qui il veut, et qu’il y élève le plus humble des hommes.
1b041200fe	Tel est le songe que j’ai vu, moi, le roi Nabuchodonosor; et toi, Baltassar, dis-en la signification, car tous les sages de mon royaume ne peuvent m’en faire savoir la signification; mais toi, tu le peux, car l’esprit des dieux saints est en toi.»
1b04130137	Alors Daniel, dont le nom est Baltassar, demeura quelque temps interdit, et ses pensées le troublaient. Le roi reprit et dit: «Que le songe et sa signification ne te troublent point!» Baltassar répondit en disant: «Mon seigneur, que le songe soit pour tes ennemis, et sa signification pour tes adversaires.
1b04140078	L’arbre que tu as vu, qui grandit et devint fort, dont la cime atteignait au ciel et qu’on voyait de toute la terre;
1b041500d1	dont le feuillage était beau et les fruits abondants; où il y avait de la nourriture pour tous; sous lequel s’abritaient les animaux des champs, et dans les branches duquel demeuraient les oiseaux du ciel,
1b041600b9	cet arbre, c’est toi, ô roi, qui es devenu grand et fort, dont la grandeur s’est accrue et a atteint au ciel, et dont la domination s’étend jusqu’aux extrémités de la terre.
1b0417019f	Si le roi a vu un veillant, un saint, descendant du ciel et disant: Abattez l’arbre et détruisez-le; toutefois laissez en terre la souche de ses racines, mais dans des chaînes de fer et d’airain, au milieu du gazon des champs; qu’il soit trempé de la rosée du ciel, et qu’il fasse sa part avec les animaux des champs, jusqu’à ce que sept temps aient passé sur lui: en voici la signification, ô roi!
1b0418004c	C’est un décret du Très-Haut qui s’accomplira sur mon seigneur le roi:
1b04190159	On te chassera du milieu des hommes, et ta demeure sera parmi les animaux des champs; on te donnera, comme aux bœufs, de l’herbe à manger et on te laissera tremper par la rosée du ciel, et sept temps passeront sur toi, jusqu’à ce que tu saches que le Très-Haut domine sur la royauté des hommes et qu’il la donne à qui il lui plaît.
1b041a009d	Et si on a ordonné de laisser la souche des racines de l’arbre, c’est que ta royauté te sera rendue quand tu auras reconnu que le ciel a la domination.
1b041b00d3	C’est pourquoi, ô roi, que mon conseil soit agréé devant toi: rachète tes péchés par la justice et tes iniquités par la miséricorde envers les malheureux, si ta prospérité doit se prolonger encore.»
1b041c0034	Toutes ces choses arrivèrent au roi Nabuchodonosor.
1b041d005b	Au bout de douze mois, comme il se promenait sur les terrasses du palais royal de Babylone,
