2800000005	Matyu
28181f00e3	Pati kaur mɨnzataya yavɨrɨmandɨ. Kamati kutɨkara nuŋandɨ haŋɨnɨŋ sɨmbɨti pɨrɨ nɨñɨ muvumuvu uta krunavundi yandɨ vata yɨhɨramami haŋɨnɨŋ yɨvuñɨbɨrɨmandɨyu. Kamata tɨmbuhavuta payɨmandɨyu, vami.
28182000bb	Jisas sɨhinda ambami, Narɨ ahu fikɨŋ ŋgamara. Maka nuŋandɨ haŋɨnɨŋ kuku naŋgandɨta mɨkɨ haŋɨnɨŋ muvirahi ambandara, Ina tɨwɨmi kɨrɨmɨndɨhi andɨ, vamba ambandara.
28182100b7	Sɨwɨmaña ŋandi, muhɨmɨmuhɨm vana kanɨŋɨnɨŋ yɨvurahɨti ŋgata indarɨramata nɨmavamba ambamara, Krundu Ñɨŋi hama pata kɨndɨŋari mɨkayɨ ha kɨyɨ, vamba ambamara.
2818220080	Yi narɨŋ kandɨ ambin, krunavundi tɨhu kuyu nɨŋɨnɨŋ maŋgwɨmɨtutu muhɨmɨmuhɨm vana kanɨŋɨnɨŋ yɨvurahɨmandɨ.
2818230068	Pɨrɨvɨsa naŋga ihumbɨsa nɨ siŋgundɨrɨmandɨ, hara yandɨ kuyu nɨ manziŋgundɨrɨmandɨ, vami.
281824011e	Jisas sɨhinda ambami, Hara kandɨ vana nɨŋɨnɨŋ yɨvurahɨmandɨ hɨvɨ ha naŋga pamata hɨrɨvɨyɨ vaha yɨvurahɨmandɨ ha kru mumɨŋga ndahara maŋgandi. Gotɨndu pɨhuyɨndu kutɨkara ndahara maŋgandu. Naŋga Krundu Ñɨŋi hama ndahara maŋgandi. Nɨŋuvandaya nu ŋgandi.
281825006a	Krundu Ñɨŋi hama parɨmɨti, muhɨmɨmuhɨm vana Noandu tɨwɨmiyɨ yɨvurahami maña yɨvurahɨmandɨ.
28182600a4	Kukuwɨrɨ aru ha mandaŋguhihi, ñaña kuvɨrarasɨmu. Naŋga kru, navundi urahihi, navundi kru yahurasɨmu. Kamatɨhuhu taya ututa Noa kupik aru hañɨ indɨhumi.
2818270109	Nurɨ muhɨmɨmuhɨm vana kandɨhaŋɨnɨŋ nurɨŋ yɨvuraharaha vana ha maŋgamu. Kamatataya kɨyɨhuhu ututa kukuwɨrɨ aru ha taŋguta krunavundi kandɨhaŋɨnɨŋ sɨhanaŋga mɨturamami. Kamataharɨm sɨwɨmaña vana Krundu Ñɨŋi hama pati yɨvurahɨmandɨ.
2818280072	Kru arɨkimbat kɨvayɨ sɨmbɨra mɨŋata kɨtuhɨtu, Got muhamaŋ mɨŋata, muhamaŋ tɨhɨmitɨti kɨyɨmandɨ.
2818290083	Navundi arɨkimbat mavatɨmbarɨm wit tarambɨruta kɨtuhɨtu, Got muhaŋambɨŋ mɨŋata muhaŋambɨŋ tɨhɨmitɨti kɨyɨmandɨ.
28182a006d	Kamataharɨm narɨ tamɨŋga naŋga kɨyɨmara. Narɨŋandɨ Aru hama payɨvayɨ hɨvɨ ha maŋgandarandɨhi.
28182b010f	Nɨmata vana nɨrɨm indarɨmitamara. Tavɨ nɨŋuva mɨŋga, kamata hɨrɨvɨyɨra kru kipa naŋga mɨŋga kɨvɨyɨ yandɨ tavɨ nɨñɨ kipa mɨŋɨrɨm payɨ vata nuŋandɨ tavɨ ha karatamahi. Kamati kipa naŋga hama nuŋandɨ tavɨ ha mɨŋavirɨhuta maŋindɨhuhi.
28182c0084	Kamataharɨm narɨndahara yɨvutɨmbumaŋgaramara. Krundu Ñɨŋi hama mambarɨmandɨ vɨrɨmandɨra hɨrɨvɨyɨ payɨmandɨ, vami.
28182d016e	Jisas sɨhinda nɨmavami, Aru miku mumɨŋga, nuŋandɨ sɨmbɨrasara saŋ hañɨndu mumɨŋgaŋ ŋgahi indarɨmit avi, naŋga sɨmbɨra avindaya mɨŋandi hamaŋ yɨhɨramandi. Kamata nuŋ sɨmbɨra ŋgundi. Kamatɨhi nuŋandɨ sɨmbɨrasara saŋ mu haŋɨnɨŋ karatamandi. Kamata aru hama nurɨŋ ñaña ŋguhurɨm yɨhɨramandi hɨrɨvɨyɨ ñaña tɨŋgɨrundi.
28182e00a1	Kru sɨmbɨra mɨŋahuhu karatamandi kandɨhamata hama sɨmbɨra kandɨha mɨŋɨtiti, nuŋandɨ aru miku hama aŋga pata ŋgɨti, kandɨhama kɨnzɨhɨnzɨtɨm.
28182f00a9	Narɨŋ yi kandɨ ambin, aru miku kandɨhama kru nuŋandɨ sɨmbɨra mɨŋahuhu karatamandi kandɨhamaŋ tamɨti nuŋandɨ muhɨmɨmuhɨm sɨhanaŋga karatamɨrɨmandɨ.
28183000ab	Hara kru sɨmbɨra mɨŋahuhu karatamandi kandɨhama kru ñamba mɨŋga. Harɨm indarɨmitata ambɨrɨmandɨ, Yandɨ aru hama mambayɨhavɨrɨmandɨ, vamba ambɨrɨmandɨ.
28183100bb	Kamavata aru hamandu sɨmbɨrasara saŋ haŋɨnɨŋ yɨvuvarɨmandɨ. Kamata nurɨ naŋga ñaña, kru kuku hapa kuvɨrata kwɨnɨkwɨnɨtɨndu haŋɨnɨŋ naŋga kuku hapa kuvɨrɨmandɨ.
28183200cc	Kamata kru sɨmbɨra mɨŋahuhu karatamandi hama nuŋandɨ aru hama payɨvayɨ hɨvɨ, naŋga pamata hɨrɨvɨyɨ vaha payɨmandɨ ha maŋgɨmandɨ. Kamata yɨvutɨmbɨmat kɨtihɨti aru hama payɨmandɨ.
28183300dd	Kamata aru hama kru sɨmbɨra mɨŋahuhu karatamandi kandɨhamaŋ pɨsiŋgarɨmandɨ. Kamata kru kuyusɨhɨrɨmbɨhapɨha haŋɨnɨŋ naŋga tamɨrɨmandɨ. Kamati kandɨhañɨ irɨharɨha mɨka satɨpɨrɨmandɨyu, vami.
281901018a	Kamavata Jisas sɨhinda ambami, Kandɨtɨwɨmi hañɨ Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha, navundi ñaŋɨra kumanzɨpi timutamu tɨŋgɨruramɨvatɨndu vana maña kɨyɨmandɨ. Kru mumɨŋga navundi urɨrɨm andɨmi mɨŋga parɨm andɨmi. Kamatɨhi navundi ñaŋɨra kandɨhaŋɨnɨŋ umbimbuŋgɨ nurɨŋandɨ haŋɨnɨŋ mɨŋata, kru kandɨhamaŋ kɨndɨñɨ ŋgata tɨmbuta payɨm vata umu.
2819020091	Navundi kandɨhañɨndu arɨkita arɨkita kwɨrɨ indarɨmit avi naŋga ŋɨnɨŋ, arɨkita arɨkita kwɨrɨ indarɨmit avi manɨmanɨ ŋɨnɨŋ.
28190300b1	Navundi indarɨmit avi manɨman naŋga haŋɨnɨŋ suñɨndamandu umbi nurɨŋandɨ haŋɨnɨŋ mɨŋamu. Hara kuku hapa muvɨra kuku vuŋgɨyɨ kavuŋgɨta mɨŋata mambayɨmu.
28190400a8	Hara navundi indarɨmit avi naŋga haŋɨnɨŋ nurɨŋandɨ suñɨndamandu umbi haŋɨnɨŋ mɨŋamu. Kamata kuku hapa muvɨra kuku vuŋgɨyɨ kavuŋgɨta mɨŋata umu.
2819050085	Hara kru, navundi urara hama mambayɨhavumi. Kamataharɨm navundi ñaŋɨra kandɨhaŋɨnɨŋ sɨhanaŋga akwɨmɨtandɨhi karɨhamu.
28190600a0	Kamata kɨvɨ itɨñɨ indarɨhu kru mumɨŋga kuyu kɨmbañɨ ambami, Indarɨmara. Kru, navundi urara hama payɨ. Harɨm patɨra uta nuŋ ŋgɨm, vamba ambami.
2819070070	Kamavahi navundi ñaŋɨra kandɨhaŋɨnɨŋ sɨhanaŋga yahamɨrata nurɨŋandɨ umbi haŋɨnɨŋ sɨwɨtamamu.
28190800e5	Kamatɨhu navundi indarɨmit avi manɨman haŋɨnɨŋ navundi indarɨmit avi naŋga haŋɨnɨŋ ambamu, Arɨŋ narɨŋandɨ kuku hapa hañɨndu muvɨra ŋgumara. Arɨŋandɨ umbi nɨŋɨnɨŋ kwɨmɨrɨm andɨtɨhi, vamba ambamu.
28190900ec	Kamavahura navundi indarɨmit avi naŋga haŋɨnɨŋ kɨmbɨ nɨmavamba ambamu. Kuku hapa nɨ narɨ naŋga arɨŋ kandɨ mandɨrɨmandɨ. Harɨm avinda uta kuku hapa mɨŋamɨŋa hañɨ narɨŋambirɨm mut mɨŋɨmandɨra, vamba ambamu.
28190a0145	Kamavahu navundi indarɨmit avi manɨman haŋɨnɨŋ kuku hapa mutɨmɨŋɨrɨm uhuhu, kru, navundi urɨrɨm andɨmi hama yɨvurahami. Kamatɨhi navundi indarɨmit avi naŋga kuku hapa sɨwɨtamamu haŋɨnɨŋ, nu naŋga tavɨ hañɨ navundi urarandu tɨmu hañɨ indɨhumu. Kamatɨhu sɨkwɨtaya kru kɨndɨŋariha yɨhɨmu.
28190b00bc	Kamata kɨyɨhandata, navundi ñaŋɨra kuku hapa mut mɨŋɨrɨm umu haŋɨnɨŋ aŋga pata ambamu, Aru mɨŋga, aru mɨŋga, pata arɨŋambirɨm kɨndɨŋari nɨ pɨhɨrɨ, vamba ambamu.
28190c0067	Kamavahura aru hama kɨmbɨ ambami, Yi narɨŋ kandɨ ambin, yi narɨŋ maŋgandin, vamba ambami, vami.
28190d00b6	Kamavata Jisas nurɨŋ ambami, Narɨ maŋgandara, pamata hɨvɨyɨ, naŋga pamata hɨrɨvɨyɨra vaha Krundu Ñɨŋi hama payɨmandɨ. Harɨm narɨ tamɨŋga naŋga kɨyɨmara, vami.
28190e0107	Jisas sɨhinda ambami, Gotɨndu tɨwɨyɨ kɨyɨhɨyɨha kru mumɨŋga pɨhu kutañɨ urɨm andɨndi maña. Nuŋandɨ sɨmbɨrasara saŋ haŋɨnɨŋ uraramahi payɨmu. Kamata nuŋandɨ muhɨmɨmuhɨm karatamɨrɨmandɨyu vata nurɨŋandɨ kumaŋgɨmbañɨ tamami.
28190f0115	Kamata sɨmbɨrasara saŋ haŋɨnɨŋ mɨnza vatɨvatɨndu vana naŋga tɨkatɨkarɨm indarɨramarama tɨmbahɨrɨs haŋɨnɨŋ tɨŋgɨrumi. Kru muhamaŋ 5,000 tɨmbahɨrɨs ŋgumi. Muhamaŋ 2,000 tɨmbahɨrɨs ŋgumi. Muhamaŋ 1,000 tɨmbahɨrɨs ŋgumi. Kamata kru hama umi.
281910009b	Kamatɨhi kru 5,000 tɨmbahɨrɨs mɨŋami hama 5,000 tɨmbahɨrɨs kandɨhañɨ tɨmbahɨrɨs sɨmbɨra mɨŋata sɨhinda 5,000 tɨmbahɨrɨs mu mɨŋami.
2819110094	Kru 2,000 tɨmbahɨrɨs mɨŋami hama ndahara, 2,000 tɨmbahɨrɨs hañɨ tɨmbahɨrɨs sɨmbɨra mɨŋata sɨhinda 2,000 tɨmbahɨrɨs mu mɨŋami.
2819120089	Hara sɨmbɨrasara saŋ 1,000 tɨmbahɨrɨs mɨŋami hama uta pɨrɨyɨ kumba kayɨvata nuŋandɨ aru hamandu tɨmbahɨrɨs ha sipɨrumi.
2819130095	Kamata kutaŋgɨvɨ uhi, nurɨŋandɨ aru hama aŋga payɨmi. Kamata nurɨŋ tɨmbahɨrɨs ŋgumi haŋɨnɨŋɨrɨm kuyu mɨŋasɨrɨvɨrɨm andɨmi.
2819140127	Kamatɨhi kru 5,000 tɨmbahɨrɨs mɨŋami hama sɨhinda 5,000 tɨmbahɨrɨs mu naŋga mɨŋata pata nɨmavamba ambami, Aru mɨŋga nɨŋga, yaŋ 5,000 tɨmbahɨrɨs ŋgumana. Hara tɨmbahɨrɨs kandɨnɨñɨ tɨmbahɨrɨs sɨmbɨra mɨŋata sɨhinda 5,000 tɨmbahɨrɨs mɨŋamin, vamba ambami.
281915013a	Kamavahi nuŋandɨ aru hama ambami, Na sɨmbɨrasara saŋ avi mɨŋga, na sɨmbɨra avi mɨŋamana. Na nandɨ sɨmbɨra ha avindamata karatamata, suksɨmbɨrɨ hɨm karatamamaŋgaramana. Harɨm na muhɨmɨmuhɨm sambɨ karatamɨrɨmana vata pirɨkɨnɨ. Kamataharɨm pata yi naŋga kɨnzɨhɨnzɨtɨ, vamba ambami.
2819160105	Kamata kru 2,000 tɨmbahɨrɨs mɨŋami hama ndahara payɨmi. Pata nɨmavamba ambami, Aru mɨŋga nɨŋga, yaŋ 2,000 tɨmbahɨrɨs ŋgumana. Hara tɨmbahɨrɨs kandɨnɨñɨ tɨmbahɨrɨs sɨmbɨra mɨŋata sɨhinda 2,000 tɨmbahɨrɨs mɨŋamin, vamba ambami.
281917013a	Kamavahi nuŋandɨ aru hama ambami, Na sɨmbɨrasara saŋ avi mɨŋga, na sɨmbɨra avi mɨŋamana. Na nandɨ sɨmbɨra ha avindamata karatamata, suksɨmbɨrɨ hɨm karatamamaŋgaramana. Harɨm na muhɨmɨmuhɨm sambɨ karatamɨrɨmana vata pirɨkɨnɨ. Kamataharɨm pata yi naŋga kɨnzɨhɨnzɨtɨ, vamba ambami.
2819180143	Kamavahi kru 1,000 tɨmbahɨrɨs mɨŋami hama ndahara payɨmi. Kamata nɨmavamba ambami, Aru mɨŋga yi naŋ ŋgandin, na paña mɨŋga. Na kɨva muŋɨnɨŋ kurɨnduyɨ ndahara kayɨvandana. Naŋga pɨrɨvɨsa muyɨ kru mumɨŋga ñaña kɨrɨs sisɨvahi kandɨ tamahi ndahara nurɨŋandɨ ñaña haŋɨnɨŋ mɨŋandana.
2819190081	Kamataharɨm yaŋ pɨŋitɨhi, uta nandɨ tɨmbahɨrɨs nɨ pɨrɨhumbañɨ sipɨrumin. Nandɨ tɨmbahɨrɨs hanɨ, vamba ambami.
28191a0140	Kamavahira nuŋandɨ aru hama kɨmbɨ nɨmavamba ambami, Na sɨmbɨrasara saŋ ñamba, na yakwɨrɨ mɨŋga. Na yaŋ ŋgamaŋgarandana. Yi kɨva muŋɨnɨŋ kurɨnduyɨ ndahara kayɨvandin. Naŋga pɨrɨvɨsa muyɨ kru mumɨŋga ñaña kɨrɨs sisɨvahi kandɨ tamandi ndahara nurɨŋandɨ ñaña haŋɨnɨŋ mɨŋandin.
28191b00c0	Hara mumɨndɨhi tɨmbahɨrɨs yandɨha uta tɨmbahɨrɨs tamatama tavɨyɨ mandamana. Kamatamandɨti aŋga pata yandɨ tɨmbahɨrɨs ha kañɨmbɨrɨti tɨmbahɨrɨs muvɨra naŋga mɨŋahin.
28191c006f	Kamataharɨm 1,000 tɨmbahɨrɨs nu naŋga kɨyɨnɨ mɨŋata kru 10,000 tɨmbahɨrɨs naŋga nɨmaŋ ŋgumara.
28191d00fc	Kru muhɨmɨmuhɨm naŋga haŋɨnɨŋ, nurɨŋ sɨhinda muvɨra ŋgurɨman. Kamatɨn nurɨŋandɨ muhɨmɨmuhɨm sambɨ kɨyɨmandɨ. Hara kru mumɨŋgandu muhɨmɨmuhɨm maŋgɨti, nuŋandɨ muhɨmɨmuhɨm kɨyɨmandɨ sɨmbɨrɨ ha, aŋga mɨŋɨman.
28191e00cb	Harɨm sɨmbɨrasara saŋ ñamba nɨmaŋ kavarɨtɨra tapɨra kɨvɨmɨŋgwɨ humba ndambu indɨhuta kɨyɨm. Pɨhu kɨvɨmɨŋgwɨ kandɨhañɨ irɨharɨha mɨka satɨpɨrɨmandɨyu, vamba ambami, vami.
28191f00bb	Jisas sɨhinda ambami, Krundu Ñɨŋi hama aru miku maña kutɨkara sɨhanaŋga naŋga payɨmandɨ. Kandɨhɨvɨ hañɨ nuŋandɨ mɨnzɨmɨnzɨ maka aru miku ndu hañɨ mɨnzɨrɨmandɨ.
28192000fb	Kamati krunavundi sɨhanaŋga pɨrɨvɨsa muvundumuvundu haŋɨnɨŋ pata nuŋandɨ kɨpumɨkayɨ tɨwɨrɨmandɨyu. Kamatu nurɨŋ tamarahata arɨkinziviyɨ tamɨrɨmandɨ. Kru sipsip karatamatama hama tamarahahi sipsip timu uhu meme tamu undu maña.
2819210075	Kamata sipsip haŋɨnɨŋ nuŋandɨ kuma kandɨ sambavu tamata, meme haŋɨnɨŋ kuma kakayɨ sambavu tamɨrɨmandɨ.
2819220132	Kamata aru miku hama krunavundi nuŋandɨ kuma kandɨ sambavu kɨyɨmandɨyu haŋɨnɨŋ nɨmavamba ambɨrɨmandɨ, Yavandak narɨŋ avindamandi. Yandɨ Yava pɨrɨ nɨŋandɨhin tamami hɨrɨvɨyɨ ambami, Yandɨ tɨwɨyɨ kɨyɨmandɨyu vamba ambami. Kamataharɨm pata Yavandu tɨwɨyɨ narɨ kɨyɨmara.
28192300aa	Nɨmata, kuha yi avɨharɨm kɨyɨhin yaŋ ñaña ŋgumara. Yaŋ kukumɨtandɨhi kuku ŋgumara. Yi pɨhu muyɨndu mɨŋga, hara yaŋ tɨmbuta narɨŋandɨ tavɨyɨ umara.
28192400be	Yandɨ mɨkwɨrɨ maŋgɨyɨhi, yaŋ mɨkwɨrɨ ŋgumara. Kandi kɨmuhin yaŋ karatamamara. Naŋga kru ñamba vana andɨhu tamandu upɨyɨ kɨyɨhin pata yaŋ ŋgamara, vamba ambɨrɨmandɨ.
28192500ec	Kamavɨti krunavundi tɨtɨtaya kɨndu haŋɨnɨŋ kɨmbɨ nɨmavamba ambɨrɨmandɨyu, Aru mɨŋga, na pamata hɨrɨvɨyɨ avɨharɨm kɨyɨhana naŋ ñaña ŋgumarɨŋ. Naŋga pamata hɨrɨvɨyɨ naŋ kukumɨtandɨhi kuku ŋgumarɨŋ.
28192600d9	Naŋga naŋ pamata hɨrɨvɨyɨ ŋgaharɨŋ na kru pɨhu muyɨndu mɨŋga kɨyɨhana naŋ tɨmbuta arɨŋandɨ tavɨyɨ umarɨŋ. Naŋga pamata hɨrɨvɨyɨ mɨkwɨrɨ manɨman kɨyɨhana, naŋ mɨkwɨrɨ ŋgumarɨŋ.
281927009b	Naŋga pamata hɨrɨvɨyɨ kandikɨmuta kɨyɨhana, naŋga kru ñamba vana andɨhu tamandu upɨyɨ kɨyɨhana uta naŋ ŋgamarɨŋ, vamba ambɨrɨmandɨyu.
28192800e8	Kamavɨtu aru miku hama kɨmbɨ krunavundiŋ nɨmavamba ambɨrɨmandɨ, Yi narɨŋ kandɨ ambin, muhɨmɨmuhɨm vana yaranava ñɨmbi manɨman haŋɨnɨŋɨndu muvatɨŋ andɨndara haŋɨnɨŋ, yaŋ andɨndara, vamba ambɨrɨmandɨ.
2819290138	Kamavata aru miku hama krunavundi nuŋandɨ kuma kakayɨ sambavu kɨyɨmandɨyu haŋɨnɨŋ nɨmavamba ambɨrɨmandɨ, Narɨ krunavundi siŋgundɨtɨŋɨnɨŋ, narɨ yaŋ mikiramata ahu tuvarata sɨhaŋgɨyɨhɨyɨ helɨyɨ umara. Ahu kandɨha Satan naŋga nuŋandɨ kutɨkara haŋɨnɨŋɨrɨm Got sɨwɨtamami.
28192a0065	Nɨmata, yi avɨharɨm kɨyɨhin yaŋ ñaña maŋgumara. Naŋga yaŋ kukumɨtandɨhi kuku maŋgumara.
28192b0108	Yi pɨhu muyɨndu mɨŋga, hara yaŋ tɨmbuta narɨŋandɨ tavɨyɨ maŋumara. Naŋga yandɨ mɨkwɨrɨ maŋgɨyɨhi, yaŋ mɨkwɨrɨ maŋgumara. Yi kandi kɨmuhin, naŋga kru ñamba vana andɨhu tamandu upɨyɨ kɨyɨhin uta yaŋ maŋgamara, vamba ambɨrɨmandɨ.
28192c025c	Kamavɨti nurɨndahara nuŋ kɨmbɨ nɨmavamba ambɨrɨmandɨyu, Aru mɨŋga, na pamata hɨrɨvɨyɨ avɨharɨm kɨyɨhana, naŋ ñaña maŋgumarɨŋ. Naŋga pamata hɨrɨvɨyɨ naŋ kukumɨtandɨhi kuku maŋgumarɨŋ. Naŋga naŋ pamata hɨrɨvɨyɨ ŋgaharɨŋ na kru pɨhu muyɨndu mɨŋga kɨyɨhana naŋ tɨmbuta arɨŋandɨ tavɨyɨ maŋumarɨŋ. Naŋga pamata hɨrɨvɨyɨ mɨkwɨrɨ manɨman kɨyɨhana, naŋ mɨkwɨrɨ maŋgumarɨŋ. Naŋga pamata hɨrɨvɨyɨ kandikɨmuta kɨyɨhana, naŋga kru ñamba vana andɨhu tamandu upɨyɨ kɨyɨhana uta naŋ maŋguramamarɨŋ, vamba ambɨrɨmandɨyu.
28192d00f3	Kamavɨtu nurɨŋ kɨmbɨ nɨmavamba ambɨrɨmandɨ, Yi narɨŋ kandɨ ambin, yaranava ñɨmbi manɨman nɨŋɨnɨŋɨndu muvatɨŋ kanɨmata vana nɨŋɨnɨŋ maŋandɨmara ha, kandɨ vana haŋɨnɨŋ yaŋ maŋandɨmara, vamba ambɨrɨmandɨ.
28192e00d3	Kamata kandɨhaŋɨnɨŋ ñamba hɨm mɨŋɨrɨm urɨmandɨyu. Ñamba hɨm kandɨha kañɨnda sɨhaŋgɨyɨhɨyɨ ŋandi. Hara krunavundi tɨtɨtaya kɨyɨhɨyɨ haŋɨnɨŋ avindaya sɨhaŋgɨyɨmandɨyu, vami.
281a01005c	Jisas kuyu kanɨŋɨnɨŋ ambavarata mɨtuta, nuŋandɨ sɨmbɨrasara haŋɨnɨŋ nɨmavami,
281a02010f	Narɨ ŋgandara, arɨkiŋgɨvɨ taya kɨyɨ. Kamati Got Israel Hatiŋ Mitahi Aviŋgɨyɨmu Hɨvɨ haŋandɨhinɨrɨm indarɨramarama ha yɨvurahɨmandɨ. Kamati Krundu Ñɨŋi hamaŋ miku ŋɨnɨŋɨndu kumaŋgɨmbañɨ tamɨtu ahuandɨñɨ yɨvuwɨrɨmbɨmandɨyu, vami.
281a030110	Kandɨtɨwɨmi hañɨ, Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋ, naŋga Israel hatindu aru miku haŋɨnɨŋ umu. Kamata Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋɨndu aru miku hamandu tavɨyɨ tɨhɨrumu. Nuŋandɨ ñɨmbi Kaiafas.
281a04005f	Kamata Jisasɨŋ kuyusɨhɨrata mɨŋahandata yɨvutatamɨrɨm kuyundavarata kɨndɨmbuhɨramu.
281a05008c	Hara nɨmavamu, Got naŋga kuyundavaravarandu aru hɨvɨyɨ maŋandɨm. Kamatɨrɨŋ krunavundi ŋgatanda saŋga yahamɨrɨtumandɨhi, vamu.
281a060061	Jisas pɨhu Betani Saimonɨndu tavɨyɨ kɨyɨmi. Kru kandɨhama kuha kandi lepra naŋga mɨŋga.
281a07011b	Kamatɨhi navundi muŋambɨ ambuŋguku vuŋgɨ, tɨmba aviyɨ musa mɨŋamu ha mɨŋata tavɨ kandɨhañɨ payɨmi. Ambuŋguku kandɨha tɨmbahɨrɨs aruyɨ mut mɨŋandu ŋandi. Kamata Jisas pina hañɨ mɨnzɨta kɨyɨhihi, navundi haŋambɨ Jisasɨndu miku hañɨ taŋgusiŋgɨmi.
281a08009f	Kamatɨhi Jisasɨndu sɨmbɨrasara haŋɨnɨŋ kandɨha ŋgahu, nurɨŋ mavɨwɨyatɨmi. Kamata ambamu, Mumɨndɨhi ambuŋguku nɨ saŋɨnaŋga mɨtuta kɨyɨ.
281a090096	Kanɨŋandɨhin mitɨrɨŋ kru muŋɨnɨŋ mut mɨŋɨtu, tɨmbahɨrɨs aru mɨŋata krunavundi muhɨmɨmuhɨm manɨman haŋɨnɨŋ ŋguharɨŋ, vamu.
281a0a008c	Jisas nurɨŋandɨ kuyu ha indarɨta nurɨŋ nɨmavamba ambami, Narɨ mumɨndɨhi navundi nɨmɨndiŋ pɨmɨ ŋgura. Nu yaŋ avi vana andɨ.
281a0b006e	Kru muhɨmɨmuhɨm manɨman haŋɨnɨŋ narɨ naŋga sɨhaŋgɨndu. Hara yi, narɨ naŋga sɨha maŋgɨyɨman.
281a0c0085	Navundi nɨmɨndi yandɨ kwɨrandɨ nɨñɨ ambuŋguku taŋgusiŋgɨ nɨ, yandɨ kwɨrandɨ nɨ tuŋgɨ humbañɨrɨm ikɨvata andɨ.
281a0d00b8	Yi narɨŋ kandɨ ambin, pɨrɨ nɨñɨ muvumuvu uta kuyu avi nɨŋandɨhin ambavarɨmandɨyu. Kamata navundi nɨŋambɨ yaŋ andɨ vana nɨrɨm indarɨmitata, ambavarɨmandɨyu, vami.
281a0e00b4	Kandɨtɨwɨmi hañɨ Jisasɨndu 12 sɨmbɨrasara hañɨndu muhama, nuŋandɨ ñɨmbi Judas Iskariot, Gotɨŋ kɨrañɨŋguhu haŋɨnɨŋɨndu aru miku haŋɨnɨŋ kɨyɨmuyɨ umi.
281a0f00af	Kamata nurɨŋ nɨmavamba kitɨhumi, Jisasɨŋ narɨŋandɨ kumaŋgɨmbañɨ tamɨtɨn yaŋ muhɨmɨyɨ mut mɨŋɨmandɨra, vami. Kamavahi nuŋ 30 tɨmbahɨrɨs silva ŋgumu.
281a100050	Kamatɨhu Judas Jisasɨŋ nurɨŋandɨ kumañɨ tamɨman vata kɨndɨmbuhɨrami.
281a110122	Mavatɨmba Yis Manɨmanɨndu Aru Hɨvɨ Haŋɨnɨŋɨndu kimaŋgima hɨvɨ hañɨ, Jisasɨndu sɨmbɨrasara haŋɨnɨŋ pata nuŋ ambamu, Upɨ paŋu umindaŋ. Kamata ñaña sɨwɨtamɨtɨrɨŋ Got Israel Hatiŋ Mitahi Aviŋgɨyɨmu Hɨvɨ haŋandɨhinɨrɨm indarɨramata ñɨrɨmana, vamu.
281a120178	Kamavahu Jisas nurɨŋ kru mumɨŋgarɨm ambata ambami, Pɨhu aru nɨñɨ indɨhuta kru kandɨhamaŋ ŋgata ambamara, Ahusɨki hama ambi, Yandɨ hɨvɨ ha arɨñɨ payɨ. Harɨm, yi naŋga yandɨ sɨmbɨrasara haŋɨnɨŋ naŋga pata nandɨ tavɨyɨ Got Israel Hatiŋ Mitahi Aviŋgɨyɨmu Hɨvɨ haŋandɨhinɨrɨm indarɨramata ñɨmɨndaŋ, vamba ambi, vamba ambamara, vami.
281a13005c	Kamavahi sɨmbɨrasara haŋɨnɨŋ Jisas ambami maña andɨta, ñaña kandɨha sɨwɨtamamu.
281a14007f	Kamata kɨvɨtiti Jisas naŋga nuŋandɨ 12 sɨmbɨrasara haŋɨnɨŋ ñaña tamatama pina hañɨ arɨndɨhuyɨvɨta mɨnzɨmu.
281a15009b	Kamata ñata kɨñɨŋgɨñɨ ambami, Yi narɨŋ kandɨ ambin, narɨŋandɨ muvatɨ mɨŋga, yaŋ yandɨ miku ŋɨnɨŋɨndu kumañɨ tamɨrɨmandɨ, vami.
281a1600d2	Kamavahi, nuŋandɨ sɨmbɨrasara haŋɨnɨŋ kuyu kandɨha indarɨhu nurɨŋandɨ mavɨ hambu pɨmɨtɨmaŋgarami. Kamatɨhi mɨnzavatɨvat nuŋ nɨmavamba kitɨhumu, Aru mɨŋga, yaŋɨrɨm vaha ambana, vamu.
281a1700b2	Kamavahu Jisas ambami, Kru yaŋ yandɨ miku ŋɨnɨŋɨndu kumañɨ tamɨrɨmandɨ hama, narɨŋandɨ muvatɨ mɨŋga. Yi naŋga maki isɨ nɨñɨ kɨhɨrɨ kumandamarɨŋ, vami.
281a1800fe	Krundu Ñɨŋi hama, Gotɨndu aŋgwɨmɨkɨyɨ ambami maña kwɨmɨrɨmandɨ. Hara Krundu Ñɨŋi hamaŋ nuŋandɨ miku ŋɨnɨŋɨndu kumaŋgɨmbañɨ tamɨrɨmandɨ hama, pɨmɨ aru kavɨrɨmandɨ. Kru kandɨhamaŋ nɨŋum maŋgavumiti avindɨhi, vami.
281a1900c2	Kamavahi Judas, kru nuŋandɨ miku ŋɨnɨŋɨndu kumaŋgɨmbañɨ tamatama hama, nuŋ kitɨhuta nɨmavami, Ahusɨki yambirɨm vaha ambana, vami. Kamavahi Jisas ambami, Nambi ambana maña, vami.
