2800000007	Matteus
2b0b1e0065	Jeesus ei olnud veel külasse jõudnud. Ta oli ikka veel selles kohas, kus Marta temaga oli kohtunud.
2b0b1f009c	Juudid, kes olid olnud Maarjat majas lohutamas, nägid, kuidas ta kiiresti tõusis ja lahkus. Nad järgnesid talle, arvates, et ta läheb haua juurde nutma.
2b0b2000aa	Kui Maarja jõudis paika, kus Jeesus oli, ja ta nägi Jeesust, langes ta tema jalge ette ja ütles: „Issand, kui sa siin oleksid olnud, siis mu vend ei oleks surnud.“
2b0b210062	Kui Jeesus nägi teda nutmas ja juute, kes tulid samuti temaga koos nutma, läks ta endast välja.
2b0b22004e	„Kuhu te ta panite?“ küsis ta. Nad vastasid: „Issand, tule ja vaata.“
2b0b230016	Siis nuttis ka Jeesus.
2b0b24003a	„Näete, kui väga ta teda armastas,“ ütlesid juudid.
2b0b25007b	Aga mõned neist ütlesid: „Kui ta suutis pimeda mehe silmad avada, kas ta ei oleks suutnud hoida Laatsarust suremast?“
2b0b260063	Endast väljas olles läks Jeesus haua juurde. See oli koobas, mille suu ette oli pandud suur kivi.
2b0b27009b	„Eemaldage kivi,“ käskis Jeesus. Kuid Marta, surnud mehe õde, ütles: „Issand, seal on nüüd kohutav hais, sest ta on neli päeva surnud olnud.“
2b0b28005f	„Kas ma ei öelnud sulle, et kui sa usuksid minusse, näeksid sa Jumala au?“ vastas Jeesus.
2b0b29006c	Niisiis eemaldasid nad kivi. Jeesus vaatas taeva poole ja ütles: „Isa, ma tänan sind, et sa mind kuuled.
2b0b2a0072	Ma tean, et sa kuuled mind alati. Ütlen seda siin seisva rahva pärast, et nad usuksid, et sina läkitasid mu.“
2b0b2b0041	Pärast neid sõnu hüüdis Jeesus: „Laatsarus, tule välja!“
2b0b2c0096	Surnud mees tuli välja, käed ja jalad linaste ribadega kinni seotud ning riie näo ümber. „Siduge ta lahti ja laske ta vabaks,“ käskis Jeesus.
2b0b2d0078	Selle tulemusena hakkasid Jeesusesse uskuma paljud juudid, kes olid tulnud Maarjat lohutama ja nägid, mida Jeesus tegi.
2b0b2e0052	Kuid teised läksid variseride juurde ja jutustasid neile, mida Jeesus oli teinud.
2b0b2f009f	Seejärel kutsusid ülempreestrid ja variserid kokku valitseva nõukogu koosoleku. „Mida me peame tegema?“ küsisid nad. „See mees teeb palju imetegusid.
2b0b300079	Kui me laseme tal jätkata, hakkavad kõik temasse uskuma ning siis hävitavad roomlased nii templi kui ka meie rahva.“
2b0b31004f	„Te ei saa millestki aru!“ ütles Kaifas, kes oli tol aastal ülempreester.
2b0b320071	„Kas te ei mõista, et teile on parem, et üks inimene sureb rahva eest, nii et kogu rahvast ei hävitataks?“
2b0b330076	Ta ei öelnud seda iseenesest, vaid tolle aasta ülempreestrina kuulutas ta prohvetlikult, et Jeesus sureb rahva eest.
2b0b340072	Ja mitte ainult juudi rahva eest, vaid kõigi hajutatud Jumala laste eest, et nad saaksid kokku kogutud ja üheks.
2b0b350047	Sellest ajast peale tegid nad plaane, kuidas nad saaksid Jeesust tappa.
2b0b360090	Seega ei rännanud Jeesus avalikult juutide hulgas, vaid läks kõrbelähedases piirkonnas asuvasse Efraimi linna ja jäi oma jüngritega sinna.
2b0b370070	Oli peaaegu juutide paasapüha aeg ja palju rahvast läks maalt Jeruusalemma, et end paasapüha jaoks puhastada.
2b0b380094	Inimesed otsisid Jeesust ja rääkisid temast, kui nad templis seisid. „Mida te arvate?“ küsisid nad üksteiselt. „Kas ta tuleb pühadele?“
2b0b39008e	Ülempreestrid ja variserid olid andnud korralduse, et igaüks, kes teab, kus Jeesus on, peab sellest teatama, et nad saaksid ta kinni võtta.
2b0c010069	Kuus päeva enne paasapüha läks Jeesus Betaaniasse Laatsaruse juurde, kes oli surnuist üles äratatud.
2b0c020090	Seal korraldati tema auks pidusöök. Marta aitas toitu serveerida, samal ajal istus Laatsarus koos Jeesuse ja teiste külalistega laua ääres.
2b0c030089	Maarja tõi umbes pool liitrit puhast nardiõli, võidis Jeesuse jalgu ja kuivatas neid oma juustega. Parfüümi lõhn täitis kogu maja.
2b0c04004d	Aga üks jüngritest, Juudas Iskariot, kes hiljem Jeesuse ära andis, küsis:
2b0c050066	„Miks ei müüdud seda parfüümi ära ega antud raha vaestele? See oli väärt kolmsada denaari.“
2b0c0600b0	Ta ei öelnud seda sellepärast, et ta hoolis vaestest, vaid sellepärast, et ta oli varas. Tema oli see, kes hoolitses jüngrite raha eest ja ta võttis sageli sellest endale.
2b0c07005b	„Ärge arvustage teda,“ vastas Jeesus. „Ta tegi seda minu matusepäevaks valmistudes.
2b0c08003d	Vaeseid on teie juures alati, kuid mind ei ole siin alati.“
2b0c0900b3	Suur hulk juute oli avastanud, et ta on seal. Nad tulid sinna mitte ainult Jeesust vaatama, vaid nad tahtsid näha ka Laatsarust, meest, kelle Jeesus oli surnuist üles äratanud.
2b0c0a0036	Niisiis kavatsesid ülempreestrid tappa ka Laatsaruse,
2b0c0b005c	kuna tema pärast ei järginud nii paljud enam juudi juhte, vaid hakkasid Jeesusesse uskuma.
2b0c0c005b	Järgmisel päeval kuulsid paasapühale tulnud rahvahulgad, et Jeesus on teel Jeruusalemma.
2b0c0d009a	Nad lõikasid palmioksi ja läksid teda tervitama, hüüdes: „Hosanna! Õnnistatud on see, kes tuleb Issanda nimel. Õnnistatud on Iisraeli kuningas.“
2b0c0e004f	Jeesus leidis noore eesli ja ratsutas selle seljas, nagu öeldakse Pühakirjas:
2b0c0f0056	„Ära karda, Siioni tütar. Vaata, su kuningas tuleb, ratsutab eeslisälu seljas.“
2b0c1000b7	Sel ajal Jeesuse jüngrid ei mõistnud, mida need asjad tähendavad. Alles pärast tema ülendamist nad mõistsid, et juhtunu oli prohvetite poolt ette kuulutatud ja käis tema kohta.
2b0c11008a	Paljud rahva seast olid näinud, kuidas Jeesus kutsus Laatsaruse hauast välja ja äratas ta surnuist üles ning nad jutustasid seda lugu.
2b0c120066	See oli põhjus, miks nii paljud läksid Jeesusega kohtuma − sest nad olid kuulnud sellest imeteost.
2b0c13005f	Variserid ütlesid üksteisele: „Vaadake, me ei jõua kuhugi. Kõik jooksevad tema järel.“
2b0c14003b	Ka mõned kreeklased olid tulnud pühadele Jumalat teenima.
2b0c15006a	Nad tulid Galilea Betsaidast pärit Filippuse juurde ja ütlesid: „Isand, me tahaksime Jeesust näha.“
2b0c160060	Filippus läks ja rääkis Andreasele. Siis läksid nad koos Jeesuse juurde ja rääkisid talle.
2b0c170044	Jeesus vastas: „Inimese Pojal on tulnud aeg, et ta saaks austatud.
2b0c180098	Ma räägin teile tõtt: kui nisutera ei külvata mulda ja ta ei sure, jääb ta lihtsalt üheks teraks. Aga kui ta sureb, annab ta veel palju nisuteri.
2b0c19007d	Kui te armastate oma elu, siis te kaotate selle, aga kui te ei armasta oma elu selles maailmas, siis hoiate oma elu igavesti.
2b0c1a007e	Kui tahate mind teenida, peate mind järgima. Minu teenijad on seal, kus olen mina, ja mu Isa austab igaüht, kes mind teenib.
2b0c1b00b5	Nüüd olen ma murelik. Mida peaksin ütlema? „Isa, säästa mind sellest tulevasest kannatuste ajast?“ Ei, sest sellepärast ma tulingi − et minna läbi selle kannatuste aja.
2b0c1c0084	Isa, näita mulle oma iseloomu au.“ Taevast kostis hääl, mis ütles: „Ma olen juba selle au näidanud ja näitan seda veel.“
2b0c1d0079	Rahvas, kes seal seisis, kuulis seda. Mõned ütlesid, et see oli kõuemürin, teised ütlesid, et ingel rääkis temaga.
2b0c1e0049	Jeesus ütles neile: „See hääl ei kõnelenud minu, vaid teie pärast.
2b0c1f004d	Nüüd on selle maailma kohus; nüüd heidetakse selle maailma vürst välja.
2b0c20004a	Aga kui mind maa pealt üles tõstetakse, tõmban ma kõik enda juurde.“
2b0c21003d	(Ta ütles seda, et viidata, missugust surma pidi ta surema.)
2b0c22009d	Rahvas vastas: „Seadus ütleb, et Messias elab igavesti, kuidas sa saad siis öelda, et inimese Poeg „tõstetakse üles“? Kes on „inimese Poeg“?“
2b0c2300b7	Jeesus vastas: „Valgus on siin teie juures veidi aega. Kõndige, kuni teil on valgus, et pimedus ei tabaks teid ootamatult. Need, kes kõnnivad pimeduses, ei tea, kuhu nad lähevad.
2b0c240093	Uskuge valgusesse, kuni see teil on, et te saaksite valguse lasteks.“ Kui Jeesus oli neile seda öelnud, siis ta lahkus ja peitis end nende eest.
2b0c250070	Aga hoolimata kõigist imetegudest, mida Jeesus oli nende juuresolekul teinud, ei uskunud nad ikkagi Jeesusesse.
2b0c260086	Nii läks täide prohvet Jesaja sõnum: „Issand, kes on uskunud seda, mida neile rääkisime? Kellele on Issanda vägi ilmutatud?“
2b0c270055	Nad ei suutnud temasse uskuda ja nii täitsid nad selle, mida Jesaja on veel öelnud:
2b0c2800c7	„Ta pimestas nende silmad ja tegi nende mõistuse nüriks, et nende silmad ei näeks ja mõistus ei mõtleks ja nad ei pöörduks minu poole, sest kui nad seda teeksid, siis ma tervendaksin nad.“
2b0c290037	Jesaja nägi Jeesuse au ja ütles seda temale viidates.
2b0c2a0087	Isegi palju juhte uskus temasse. Kuid nad ei tunnistanud seda avalikult, sest ei tahtnud, et variserid nad sünagoogist välja heidaks,
2b0c2b0043	sest nad armastasid inimeste imetlust rohkem kui Jumala heakskiitu.
2b0c2c006a	Jeesus hüüdis: „Kui te usute minusse, siis ei usu te ainult minusse, vaid ka temasse, kes mu läkitas.
2b0c2d0031	Kui te näete mind, näete teda, kes mu läkitas.
2b0c2e0062	Ma olen tulnud nagu valgus, mis paistab maailmas, nii et kui usute minusse, ei jää te pimedusse.
2b0c2f008d	Ma ei mõista kohut kellegi üle, kes kuuleb mu sõnu, kuid ei tee nende järgi. Ma tulin maailma päästma, mitte selle üle kohut mõistma.
2b0c30008c	Kes mu tagasi lükkab ja kes ei võta mu sõnu vastu, selle üle mõistetakse kohut lõpuaja kohtus vastavalt sellele, mida ma olen öelnud.
2b0c310075	Sest ma ei räägi enda nimel, vaid Isa nimel, kes mu läkitas. Tema on see, kes õpetab mind, mida ja kuidas öelda.
2b0c320080	Ma tean, et see, mida tema käsib mul öelda, toob igavese elu; nii et kõik, mida ma räägin, on see, mida Isa mind käsib.“
2b0d0100d9	Oli päev enne paasapüha; Jeesus teadis, et oli tulnud aeg lahkuda siit maailmast ja minna oma Isa juurde. Ta oli armastanud maailmas neid, kes olid tema omad, ning nüüd ilmutas ta täielikku armastust nende vastu.
2b0d020069	Oli õhtusöögi aeg ja kurat oli juba pannud Juuda, Siimon Iskarioti poja pähe mõtte Jeesus ära anda.
2b0d03007f	Jeesus teadis, et Isa oli andnud kõik tema võimusesse ja et ta oli tulnud Jumala juurest ja pidi Jumala juurde tagasi minema.
2b0d04006f	Niisiis tõusis Jeesus õhtusööki söömast üles, võttis ära oma kuue ja pani endale rätiku ümber vöö.
2b0d050068	Ta valas vett kaussi, hakkas pesema oma jüngrite jalgu ja kuivatas neid enda ümber mähitud rätikuga.
2b0d06005e	Ta tuli Siimon Peetruse juurde, kes küsis talt: „Issand, kas sa kavatsed mu jalgu pesta?“
2b0d070062	Jeesus vastas: „Praegu ei saa sa aru, mida ma sinu heaks teen, aga ühel päeval sa mõistad.“
2b0d08007d	„Ei!“ protestis Peetrus. „Sa ei pese iial mu jalgu!“ Jeesus kostis: „Kui ma sind ei pese, ei ole sul osa minuga.“
2b0d09005a	„Issand, siis pese ka mu käsi ja pead, mitte ainult jalgu!“ hüüatas Siimon Peetrus.
2b0d0a008e	Jeesus vastas: „Neil, kes on end pesnud, on vaja ainult jalgu pesta ja siis on nad üleni puhtad. Te olete puhtad, aga mitte kõik teist.“
2b0d0b005d	Sest ta teadis, kes ta ära annab. Sellepärast ta ütleski: „Kõik teist ei ole puhtad.“
2b0d0c0096	Pärast seda kui Jeesus oli nende jalad pesnud, pani ta uuesti kuue selga ja istus maha. „Kas te saate aru, mida ma teile tegin?“ küsis ta neilt.
2b0d0d0052	„Te nimetate mind õpetajaks ja Issandaks ning teete õigesti, sest see ma olen.
2b0d0e0063	Kui nüüd mina, teie Õpetaja ja Issand, pesin teie jalgu, peaksite teiegi üksteise jalgu pesema.
2b0d0f0047	Olen näidanud teile eeskuju, nii et te peaksite tegema sama mida mina.
2b0d10006d	Ma räägin teile tõtt: teenijad ei ole tähtsamad kui nende isand ja läkitatu ei ole suurem kui läkitaja.
2b0d110047	Nüüd, mil te seda mõistate, olete õnnistatud, kui te seda ka teete.
2b0d1200ab	Ma ei räägi teist kõigist; ma tean neid, kelle ma olen valinud. Aga see on selleks, et täituks Pühakiri: „See, kes jagab minuga toitu, on minu vastu pöördunud.“
2b0d13007e	Ma räägin seda teile praegu, enne kui see toimub, nii et kui see toimub, oleksite te veendunud, et ma olen see, kes ma olen.
2b0d1400a6	Ma räägin teile tõtt: kes iganes võtab vastu selle, kelle ma läkitan, võtab vastu minu, ja kes iganes võtab vastu minu, võtab vastu selle, kes mu läkitas.“
2b0d150077	Kui Jeesus seda oli öelnud, oli ta sügavalt mures ja teatas: „Ma räägin teile tõtt: üks teist annab mu ära.“
2b0d16004f	Jüngrid vaatasid üksteisele otsa ja nuputasid, kellest neist Jeesus räägib.
2b0d170056	Jünger, keda Jeesus armastas, istus lauas Jeesuse kõrval ja nõjatus tema lähedale.
2b0d180050	Siimon Peetrus andis talle märku, et ta küsiks Jeesuselt, kellest ta räägib.
2b0d190047	Siis ta kallutas end Jeesuse poole ja küsis: „Issand, kes see on?“
2b0d1a004c	Jeesus vastas: „See on tema, kellele ma annan sissekastetud leivatüki.“
2b0d1b00ce	Pärast leivatüki sissekastmist andis ta selle Juudale, Siimon Iskarioti pojale. Kui Juudas võttis leiva vastu, sisenes temasse Saatan. „Tee kiiresti seda, mida sa teha kavatsed,“ ütles Jeesus talle.
2b0d1c003c	Mitte keegi lauas ei mõistnud, mida Jeesus sellega mõtles.
2b0d1d0090	Kuna Juudas vastutas raha eest, arvasid mõned, et Jeesus käskis tal minna ja osta midagi paasapühaks vajalikku või annetada midagi vaestele.
2b0d1e0054	Juudas lahkus kohe pärast seda, kui oli leivatüki võtnud, ning läks välja öhe.
2b0d1f0069	Pärast tema lahkumist ütles Jeesus: „Nüüd on inimese Poeg austatud ja tema kaudu on austatud Jumal.
2b0d200058	Kui Jumal on tema kaudu austatud, siis austab Jumal Poega ennast ja ta austab teda kohe.
2b0d21009d	Mu lapsed, olen teiega ainult veidi aega veel. Te otsite mind, aga ma ütlen teile sama, mida ma ütlesin juutidele: te ei saa tulla sinna, kuhu mina lähen.
2b0d22006d	Ma annan teile uue käsu: armastage üksteist. Armastage üksteist samamoodi, naga mina olen teid armastanud.
2b0d23004a	Kui te armastate üksteist, tõestate kõigile, et olete minu jüngrid.“
2b0d240096	Siimon Peetrus küsis talt: „Kuhu sa lähed, Issand?“ Jeesus vastas: „Praegu ei saa sa tulla sinna, kuhu ma lähen. Sa järgned mulle hiljem.“
2b0d250067	„Issand, miks ma ei saa praegu sulle järgneda?“ küsis Peetrus. „Ma jätan oma elu sinu eest.“
2b0d26008d	„Kas sa tõesti oled valmis minu pärast surema? Ma räägin sulle tõtt: enne kui kukk kireb, salgad sa mind kolm korda,“ vastas Jeesus.
2b0e01004f	„Ärge laske oma meeltel ärevil olla. Uskuge Jumalasse ja uskuge ka minusse.
2b0e020077	Minu Isa majas on palju ruumi. Kui see nii ei oleks, siis oleksin teile öelnud. Ma lähen teile kohta ette valmistama.
2b0e03008a	Kui ma olen läinud ja teile koha valmistanud, tulen ma tagasi ja võtan teid endaga kaasa, nii et ka teie saaksite seal koos minuga olla.
2b0e040027	Te teate teed sinna, kuhu ma lähen.“
2b0e050059	Toomas ütles talle: „Issand, me ei tea, kuhu sa lähed. Kuidas me saame teada teed?“
2b0e060067	Jeesus vastas: „Mina olen tee ja tõde ja elu. Keegi ei tule Isa juurde muidu, kui ainult minu kaudu.
2b0e07006e	Kui te oleksite mind tundnud, tunneksite ka mu Isa. Nüüdsest peale te tunnete teda ja olete teda näinud.“
2b0e080044	Filippus ütles: „Issand, näita meile Isa, siis oleme kindlad.“
2b0e0900b2	Jeesus vastas: „Filippus, ma olen nii kaua teie juures olnud ja te ei tunne mind ikka veel? Kes on näinud mind, on näinud Isa. Kuidas te saate öelda: „Näita meile Isa“?
2b0e0a0082	Kas te ei usu, et ma elan Isas ja Isa elab minus? Sõnad, mis ma kõnelen, ei ole minu omad; Isa, kes minus elab, teeb oma tööd.
2b0e0b0088	Uskuge mind, kui ma ütlen teile, et ma elan Isas ja Isa elab minus, või vähemalt uskuge kõigi mu tegude tõttu, mis seda tõendavad.
2b0e0c008d	Ma räägin teile tõtt: kes usub minusse, teeb sama, mida teen mina. Õigupoolest teeb ta isegi suuremaid asju, sest mina lähen Isa juurde.
2b0e0d0051	Ma teen seda, mida iganes te minu nimel palute, et Isa saaks Poja kaudu austatud.
2b0e0e002f	Mida iganes te minu nimel palute, seda ma teen.
2b0e0f002c	Kui te mind armastate, siis peate mu käske.
2b0e100055	Ma palun Isa ja ta saadab teile teise Lohutaja, tõe Vaimu, kes on alati teie juures.
2b0e110086	Maailm ei saa teda vastu võtta, sest ta ei otsi teda ega tunne teda. Aga teie tunnete teda, sest ta elab teie juures ja on teie sees.
2b0e120042	Ma ei jäta teid maha nagu vaeslapsi: ma tulen teie juurde tagasi.
2b0e13004f	Peagi maailm ei näe mind enam, aga teie näete. Kuna mina elan, elate ka teie.
2b0e14004d	Sel päeval saate teada, et ma elan Isas, teie elate minus ja mina elan teis.
2b0e15008f	Kes minu käske peavad, on need, kes mind armastavad; kes mind armastavad, neid armastab mu Isa. Ka mina armastan neid ja ilmutan end neile.“
2b0e16005b	Juudas (mitte Iskariot) vastas: „Issand, miks sa ilmutad end meile ja mitte maailmale?“
2b0e170081	Jeesus vastas: „Kes mind armastab, teeb nii, nagu ma ütlen. Minu Isa armastab neid ja me tuleme ja teeme tema juurde oma kodu.
2b0e18006b	Kes mind ei armasta, ei tee nii, nagu ma ütlen. Need sõnad ei ole minult, need on Isalt, kes mu läkitas.
2b0e190043	Ma selgitan seda teile sel ajal, kui ma olen veel siin teie juures.
2b0e1a008b	Aga kui isa saadab minu asemel Lohutaja, Püha Vaimu, siis ta õpetab teile kõike ja tuletab teile meelde kõik, mida ma teile rääkisin.
2b0e1b00a5	Rahu ma jätan teile; oma rahu annan ma teile. Rahu, mille mina teile annan, ei ole selline, nagu maailm annab. Ärge laske oma meeltel ärevil olla ja ärge kartke.
2b0e1c00c5	Te kuulsite, et ma ütlesin teile: „Ma lähen ära, aga ma tulen teie juurde tagasi.“ Kui te tõesti mind armastaksite, oleksite rõõmsad, et ma lähen Isa juurde, sest Isa on suurem kui mina.
2b0e1d0065	Olen seda teile selgitanud praegu, enne kui see toimub, et kui see toimub, siis te usuksite kindlalt.
2b0e1e006e	Ma ei saa teiega enam kauem rääkida, sest selle maailma vürst on tulemas. Tal ei ole võimu mind valitseda,
2b0e1f0077	aga ma teen seda, mida mu Isa käskis mul teha, et maailm teaks, et ma armastan Isa. Tõuske nüüd, hakkame minema.“
2b0f010033	„Mina olen tõeline viinapuu ja mu isa on aednik.
2b0f02007d	Ta lõikab ära iga mu oksa, mis vilja ei kanna. Ta kärbib iga oksa, mis vilja kannab, et see saaks veel rohkem vilja kanda.
2b0f030057	Teie olete juba kärbitud ja saanud puhtaks selle kaudu, mida ma olen teile rääkinud.
2b0f0400aa	Jääge minusse, ja mina jään teisse. Just nagu oks ei saa vilja kanda, kui ta on viinapuust lahus, samamoodi on teiega: te ei saa vilja kanda, kui te minusse ei jää.
2b0f050093	Mina olen viinapuu, teie olete oksad. Kes jääb minusse ja mina temasse, see kannab külluslikult vilja, sest ilma minuta ei suuda te midagi teha.
2b0f06008e	Kes ei jää minusse, on nagu oks, mis on välja visatud ja kuivab ära. Sellised oksad kogutakse kokku, visatakse tulle ja põletatakse ära.
2b0f07006d	Kui te jääte minusse ja minu sõnad jäävad teisse, siis paluge, mida iganes tahate, ja see antakse teile.
2b0f080066	Minu Isa on austatud, kui te kannate külluslikult vilja ja tõestate sellega, et olete minu jüngrid.
2b0f090053	Ma olen teid armastanud samamoodi, nagu Isa armastab mind. Jääge minu armastusse.
2b0f0a0084	Kui te teete, mida ma ütlen, siis jääte minu armastusse, just nagu mina teen seda, mida mu Isa ütleb, ja jään tema armastusse.
2b0f0b0060	Olen seda teile selgitanud, et minu rõõm võiks olla teis ja teie rõõm võiks olla täielik.
2b0f0c004b	See on minu käsk: armastage üksteist nii, nagu mina olen armastanud teid.
2b0f0d0039	Ei ole suuremat armastust kui anda elu oma sõprade eest.
2b0f0e003d	Teie olete minu sõbrad, kui teete seda, mida ma teid käsin.
2b0f0f00b4	Ma ei nimeta teid enam sulasteks, sest sulased ei ole oma isanda saladustesse pühendatud. Ma nimetan teid sõpradeks, sest olen selgitanud teile kõike, mida Isa mulle on öelnud.
2b0f10009e	Teie ei valinud mind, vaid mina valisin teid. Olen andnud teile kohustuse minna ja kanda kestvat vilja. Nii annab Isa teile, mida iganes te minu nimel palute.
2b0f11002d	See on minu käsk teile: armastage üksteist.
2b0f120044	Kui maailm teid vihkab, siis meenutage, et enne teid vihkas ta mind.
2b0f1300b0	Kui te oleksite selle maailma osa, siis armastaks maailm teid nagu omi. Aga te ei ole selle maailma osa ja mina olen teid maailmast valinud − sellepärast maailm vihkab teid.
2b0f1400e7	Pidage meeles, mida ma teile rääkisin: teenijad ei ole oma isandast tähtsamad. Kui nad kiusasid taga mind, kiusavad nad taga teidki. Kui nad oleksid teinud seda, mida mina käskisin, teeksid nad ka seda, mida teie neile ütlete.
2b0f150057	Aga kõike seda teevad nad teile minu pärast, sest nad ei tunne seda, kes mu läkitas.
2b0f160077	Kui ma ei oleks tulnud ja neile rääkinud, ei oleks nad patus süüdi, aga nüüd ei ole neil oma patule ettekäänet.
2b0f170026	Kes vihkab mind, see vihkab ka mu Isa.
2b0f1800cc	Kui ma ei oleks andnud neile selliseid tõendeid tegude kaudu, mida keegi ei olnud varem teinud, ei oleks nad patus süüdi, kuid vaatamata sellele, et nad nägid seda kõike, vihkasid nad mind ja mu Isa.
2b0f190054	Aga just see täidab Pühakirja sõnad: „Nad vihkasid mind täiesti põhjuseta.“
2b0f1a0081	Kuid ma saadan teile Isa juurest Lohutaja. Kui tema tuleb, toob ta minu kohta tunnistuse. Ta on tõe Vaim, kes tuleb Isa juurest.
2b0f1b0051	Ka teie annate minust tunnistust, sest te olete algusest peale minu juures olnud.
2b10010039	Olen seda teile rääkinud, et teie usk minusse ei kaoks.
2b1002007f	Nad heidavad teid sünagoogidest välja; õigupoolest tuleb aeg, mil need, kes teid tapavad, arvavad, et teevad Jumalale teene.
2b1003009b	Nad teevad seda, sest nad ei ole kunagi tundnud Isa ega mind. Olen teile seda rääkinud, et kui see toimub, tuleks teile meelde, mida ma teile rääkisin.
2b10040054	Mul ei olnud vaja seda teile kohe alguses rääkida, sest siis jäin ma teie juurde.
2b10050067	Aga nüüd lähen ma tema juurde, kes mu läkitas, ja ometi ei küsi teist keegi: „Kuhu sa lähed?“
2b10060047	Muidugi olete praegu, mil ma teile rääkisin, südamevaluga täidetud.
2b100700a7	Aga ma räägin teile tõtt: teile on parem, et ma lähen ära, sest kui ma ei läheks, ei tuleks teie juurde Lohutaja. Kui ma ära lähen, saadan ma tema teie juurde.
2b10080069	Kui ta tuleb, veenab ta neid, kes on maailmas, et nad on valesti aru saanud patust, õigusest ja kohtust:
2b10090022	patust, et nad ei uskunud minusse;
2b100a003b	õigusest, et ma lähen Isa juurde ja te ei näe mind enam;
2b100b003d	kohtust, et selle maailma valitseja on juba surma mõistetud.
2b100c0052	On veel palju, mida ma tahan teile selgitada, kuid te ei suuda seda praegu taluda.
2b100d00a3	Aga kui tõe Vaim tuleb, õpetab ta teile kogu tõde. Ta ei räägi iseenesest, vaid ta kõneleb ainult seda, mida kuuleb, ning räägib teile, mis hakkab toimuma.
2b100e003f	Ta toob au mulle, sest ta õpetab teile seda, mida minult saab.
2b100f006d	Kõik, mis kuulub Isale, on minu oma. Sellepärast ma ütlesin, et Vaim õpetab teile seda, mida minult saab.
2b10100055	Veidi aja pärast ei näe te mind enam, aga siis veidi aja pärast te näete mind.“
2b101100c8	Mõned tema jüngritest ütlesid üksteisele: „Mida ta mõtleb sellega: „Veidi aja pärast ei näe te mind enam, aga siis veidi aja pärast te näete mind“ ja „Sest ma lähen Isa juurde“?“
2b10120066	Nad küsisid: „Mida ta mõtleb selle „veidi aja pärast“ all? Me ei tea, millest ta räägib.“
2b101300d1	Jeesus sai aru, et nad tahtsid temalt selle kohta küsida. Niisiis küsis ta neilt: „Kas te ei saa aru minu ütlusest: „Veidi aja pärast ei näe te mind enam, aga siis veidi aja pärast te näete mind“?
2b1014007a	Ma räägin teile tõtt: te nutate ja leinate, aga maailm rõõmustab. Te kurvastate, aga teie kurvastus muutub rõõmuks.
2b10150090	Sünnitav naine kannatab valu, sest tema aeg on tulnud, aga kui laps on sündinud, unustab ta valu rõõmu tõttu, et laps on maailma sündinud.
2b1016006e	Jah, praegu te kurvastate, aga ma näen teid jälle; siis te rõõmustate ja keegi ei võta teie rõõmu ära.
2b1017008e	Kui see aeg kätte jõuab, ei ole teil vaja minult midagi küsida. Ma räägin teile tõtt: Isa annab teile, mida iganes te minu nimel palute.
2b1018005f	Seni ei ole te midagi minu nimel palunud, nii et paluge, ja te saate, ja teie õnn on täielik.
2b101900a8	Olen rääkinud teile piltlikku keelt kasutades. Aga varsti ei kasuta ma enam teiega rääkides sellist piltlikku keelt. Selle asemel selgitan teile Isa väga lihtsalt.
2b101a0049	Siis te palute minu nimel. Ma ei ütle, et ma palun Isa juures teie eest,
2b101b0058	sest Isa ise armastab teid, sest te armastate mind ja usute, et ma tulin Jumala juurest.
2b101c0068	Ma lahkusin Isa juurest ja tulin maailma; nüüd lahkun ma maailmast ja lähen tagasi oma Isa juurde.“
2b101d0058	Siis ütlesid jüngrid: „Nüüd räägid sa väga lihtsalt ega kasuta piltlikku keelt.
2b101e00a5	Nüüd oleme kindlad, et sina tead kõike, ja et sa ei pea inimestelt küsima, et teada saada, millele nad mõtlevad. See veenab meid, et sa tulid Jumala juurest.“
2b101f003b	„Kas te olete nüüd tõesti veendunud?“ küsis Jeesus.
2b102000b9	„Tuleb aeg − õigupoolest on see kohe käes −, kui teid pillutatakse laiali, igaüks oma koju, ja te kõik jätate mu üksi. Aga ma ei ole tegelikult üksinda, sest Isa on minuga.
2b102100ad	Olen rääkinud teile kõike seda, et teil võiks olla rahu, sest te olete üks minuga. Selles maailmas on teil kannatusi, aga olge julged − mina olen maailma võitnud!“
2b1101008e	Kui Jeesus need sõnad oli öelnud, vaatas ta üles taeva poole ja ütles: „Isa, aeg on käes. Austa oma Poega, et Poeg võiks austada sind.
2b11020083	Sest sina andsid talle mõjuvõimu kõigi inimeste üle, et ta võiks anda igavese elu kõigile neile, kelle sa oled temale andnud.
2b11030062	Igavene elu on see: tunda sind, ainsat tõelist Jumalat, ja Jeesust Kristust, kelle sa läkitasid.
2b11040051	Olen austanud sind siin maa peal ja lõpetanud töö, mille sa andsid mulle teha.
2b11050057	Nüüd, Isa, austa mind oma ligiolus auga, mis mul oli sinu juures enne maailma algust.
2b11060096	Ma olen ilmutanud sinu iseloomu neile, kelle sa mulle maailmast andsid. Nad kuulusid sulle; sina andsid nad mulle, ja nad on teinud, mida sa ütlesid.
2b1107004a	Nüüd nad teavad, et kõik, mille sa oled mulle andnud, on sinult pärit.
2b110800af	Olen andnud neile sõnumi, mille sina mulle andsid. Nad võtsid selle vastu, nad veendusid täielikult, et ma olen sinu juurest tulnud, ning nad usuvad, et sina läkitasid mu.
