0100000009	1 Mosebok
2c0d040064	Och som de sände voro af den Helga Anda, drogo de till Seleuciam; och seglade dädan intill Cypren.
2c0d05007a	Och då de voro i den staden Salamine, predikade de Guds ord uti Judarnas Synagogor; och Johannem hade de för en tjenare.
2c0d060090	Och då de öfverfarit hade öna allt intill (den staden) Paphum, funno de der en trollkarl, som var en falsk Prophet, en Judo som het BarJesus.
2c0d07009f	Han var med landshöfdinganom, som het Sergius Paulus, hvilken en förståndig man var. Han kallade till sig Barnabam och Saulum, och begärade höra Guds ord.
2c0d08006e	Men trollkarlen Elymas, ty hans namn uttydes så, stod dem emot, och ville vända landshöfdingan ifrå trone.
2c0d090048	Men Saulus, den ock Paulus het, full med den Helga Anda, såg på honom;
2c0d0a00ad	Och han sade: O du djefvulsbarn, full med allt bedrägeri, och med alla list, fiende till allt det rättfärdigt är, du låter icke af att förvända Herrans rätta vägar.
2c0d0b00eb	Och nu, si, Herrans hand är öfver dig, och du skall varda blind, och icke se solena en tid långt. Och straxt föll på honom töcken och mörker; och han gick omkring, sökandes efter att någor måtte tågan vid handena, och ledan.
2c0d0c0060	Då landshöfdingen såg hvad skedt var, trodde han, och förundrade sig öfver Herrans lärdom.
2c0d0d0096	Då Paulus, och de med honom voro, foro ifrå Papho, kommo de till Pergen i Pamphylien; och Johannes skilj des ifrå dem, och for igen till Jerusalem.
2c0d0e009e	Men de drogo genom de landsändar ifrå Pergen, och kommo till Antiochien, i det landet Pisidien; och gingo in uti Synagogon, om Sabbathsdagen, och satte sig.
2c0d0f00b4	Och sedan lagen var läsen och Propheterna, sände de öfverste af Synagogon. till dem, sägande: I män och bröder, hafven I något att tala till folkets förmanelse, så tåler.
2c0d10008e	Då stod Paulus upp, och gaf tecken med handene, att de skulle vara tyste, och sade: I män af Israel, och I som frukten Gud, hörer härtill.
2c0d110095	Detta folks Israels Gud hafver utvalt våra fäder, och upphöjt folket, då de främlingar voro uti Egypti land, och fört dem derut med högom arm.
2c0d12003a	Och vid fyratio är långt led han deras seder uti öknen;
2c0d130059	Och nederlade sjuhanda folk uti Canaans land; och skifte deras land emellan dem med lott.
2c0d140058	Och sedan, vid femtio och fyrahundrade är, gaf han dem domare, intill Propheten Samuel.
2c0d15006c	Och derefter begärade de Konung; och Gud gaf dem Saul, Kis son, en man af Benjamins slägte, i fyratio år.
2c0d1600cc	Sedan satte han honom af, och uppsatte öfver dem David till en Konung, hvilkom han gaf vittnesbörd, och sade: Jag hafver funnit David, Jesse son, en man efter mitt hjerta; han skall göra all min vilja.
2c0d170055	Af hans säd hafver Gud upptagit Israels Frälsare, Jesum, efter som han lofvat hade;
2c0d180057	Såsom Johannes predikade Israels folke döpelse till bättring, förr än han begynte.
2c0d1900b7	Och när Johannes hade uppfyllt sitt lopp, sade han: Den I hållen mig före, den är jag icke; men si, han kommer efter mig, hvilkens skor jag icke värdig är draga af hans fötter.
2c0d1a0076	I män och bröder, Abrahams slägtes barn, och de som ibland eder frukta Gud, eder är denna salighetenes ord sändt.
2c0d1b00a1	Ty de som bodde i Jerusalem, och deras öfverste, efter de icke kände honom, eller Propheternas röster som alla Sabbather läsas, uppfyllde de dem med sin dom.
2c0d1c0068	Och ändock de ingen dödssak funno med honom, beddes de likväl af Pilato, att han skulle dräpa honom.
2c0d1d0078	Och när de hade fullbordat allt det som skrifvet var om honom, togo de honom neder af trät, och lade honom i grafvena.
2c0d1e002e	Men Gud hafver uppväckt honom ifrå de döda;
2c0d1f0092	Och han hafver varit sedder i många dagar af dem, som med honom uppkomne voro ifrå Galileen till Jerusalem, hvilke hans vittne äro till folket.
2c0d200093	Och vi förkunnom eder, att det löfte som till fäderna gjordt var, det hafver Gud fullkomnat oss, deras barnom, i det han uppväckt hafver Jesum;
2c0d210051	Såsom i andra Psalmen skrifvet är: Du äst min Son, i dag hafver jag födt dig.
2c0d2200b5	Men att han uppväckte honom ifrå de döda, så att han icke skall mer igenkomma till förgängelighet, sade han så: Den nåd, som David lofvad är, skall jag eder troliga hålla.
2c0d230066	Derföre säger han ock annorstäds: Du skall icke tillstädja, att din helige skall se förgängelse.
2c0d240077	Ty då David i sinom tid hade tjent Guds vilja, afsomnade han, och vardt lagd till sina fäder, och såg förgängelse.
2c0d25003e	Men den som Gud uppväckt hafver han såg ingen förgängelse.
2c0d260076	Så skall eder nu vetterligit vara, I män och bröder, att genom honom varder eder förkunnad syndernas förlåtelse;
2c0d27007f	Och af allo der I icke med kunden rättfärdige varda, uti Mose lag; men hvilken som tror på denna, han varder rättfärdigad.
2c0d28004c	Så ser nu till, att eder icke öfverkommer det som sagdt är i Propheterna:
2c0d2900a4	Ser till, I föraktare, och förundrer eder, och varder till intet; ty jag skall verka i edra dagar ett verk, det I icke tro skolen, om någor det eder förtäljer.
2c0d2a007c	När nu Judarna voro gångne utu Synagogon, bådo Hedningarna, att de ville hafva dessa orden för dem på nästa Sabbathen.
2c0d2b00af	Då folket var åtskildt, följde Paulum och Barnabam månge Judar och gudfruktige Proselyter; till hvilka de talade, och rädde dem, att de skulle blifva stadige i Guds nåd.
2c0d2c0060	Men på nästa Sabbathen derefter församlade sig så när hele staden, till att höra Guds ord.
2c0d2d0084	Och när Judarna sågo folket, vordo de fulle med nit, och sade tvärtemot det som Paulus sade, emotsägandes och talandes hädelse.
2c0d2e00e6	Då togo Paulus och Barnabas tröst till sig, och sade: Eder borde man först säga Guds ord; men efter det I drifven det ifrån eder, och hällen eder ovärdiga till evinnerligit lif, si, så vilje vi vända oss till Hedningarna.
2c0d2f0080	Ty Herren hafver så budit oss: Jag hafver satt dig Hedningomen för ett Ljus, att du skall vara salighet intill jordenen ända.
2c0d300083	Och Hedningarna hörde detta med glädje, och prisade Herrans ord; och trodde så månge, som beskärde voro till evinnerligit lif.
2c0d310037	Och Herrans ord vardt utspridt öfver alla den ängden.
2c0d3200b3	Men Judarna togo till att egga gudeliga och ärliga qvinnor, och de öfversta i staden; och uppväckte förföljelse emot Paulum och Barnabam, och drefvo dem utu sina landsändar.
2c0d330048	Men de skuddade stoftet af sina fötter på dem, och kommo till Iconien.
2c0d340041	Och Lärlingarna vordo uppfyllde med f röj d och den Helga Anda.
2c0e0100a9	Så hände sig uti Iconien, att de kommo tillsammans, och predikade uti Judarnas Synagogo; så att en mägtig stor hop; af Judarna, och jemväl af Grekerna, begynte tro.
2c0e020056	Men de Judar, som icke trodde, uppväckte och rette Hedningarnas sinne emot bröderna.
2c0e03009e	Så blefvo de der i lång tid, och handlade stadeliga i Herranom, som vittnesbörd gaf till sina nåds ord, och lät ske tecken och under genom deras händer.
2c0e040070	Och begynte den menige man i staden söndra sig; så att somlige höllo med Judomen, och somlige med Apostlomen.
2c0e05008a	Och vardt ett upplopp gjord t af Hedningarna och Judarna, och deras öfverstar, så att de ville öfverfalla dem med våld, och stena dem;
2c0e060074	Hvilket då de förnummo, flydde de till de städer i Lycaonien, Lystra och Derben, och den ängden allt deromkring;
2c0e07001d	Och predikade der Evangelium.
2c0e08006c	Och en man i Lystra, krank i sina fötter, satt der ofärdig ifrå sine moders lif, och hade aldrig gångit.
2c0e090070	Denne hörde Paulum tala. Så såg han på honom, och förmärkte, att han hade tro till att få sina helbregdo.
2c0e0a0074	Ty sade han till honom med höga röst: Upprätt dig på dina fötter. Och han sprang upp, och begynte till att gä.
2c0e0b008e	Då folket såg det Paulus gjort hade, upphofvo de sina röst på Lycaoniskt mål, sägande: Gudar äro komne ned till oss i menniskoliknelse.
2c0e0c0059	Och de kallade Barnabam Jupiter; men Paulum kallade de Mercurius, efter han förde ordet.
2c0e0d0077	Och Jupiters Prest, som var för deras stad, hade oxar och kransar fram för dörrena, och ville samt med folket offra.
2c0e0e0076	Då Apostlarna, Paulus och Barnabas, det hörde, refvo de sin kläder sönder, och sprungo ut ibland folket, ropandes;
2c0e0f0107	Och sägandes: I män, hvi gören I detta? Vi äre ock menniskor, lika som I, dödelige; och förkunnom eder Evangelium, att I skolen omvändas ifrå denna fåfängheten intill lefvandes Gud, som gjort hafver himmel och jord, och hafvet, och allt det uti dem är;
2c0e10004a	Hvilken i framliden tid hafver låtit alla Hedningar gå sina egna vägar;
2c0e1100ba	Ändock han icke lät sig sjelfvan vara utan vittnesbörd, i det han gjorde väl emot oss, gifvandes oss regn och fruktsam tid af himmelen; uppfyllandes vår hjerta med mat, och glädje.
2c0e120051	Och då de detta sade, stillte de folket med plats, att de icke offrade till dem.
2c0e1300b1	Så kommo der någre Judar till utaf Antiochien och Iconien, hvilke så bestämplade med folket, att de stenade Paulum, och släpade honom utu staden, menandes att han var död.
2c0e140098	Och vid Lärjungarna stodo der omkring honom, reste han sig upp, och gick in i staden. Och dagen derefter färdades han dädan med Barnabas till Derben;
2c0e150080	Och predikade Evangelium i den staden. Och då de der många lärt hade, kommo de igen till Lystra, och Iconien, och Antiochien;
2c0e160098	Styrkandes Lärjungarnas själar, och förmanandes att de skulle blifva stadige i trone; och att igenom mycken bedröfvelse måste vi ingå i Guds rike.
2c0e170086	Och när de hade utvalt Prester for hvar och en församling, och hade bedit och fastat, befallde de dem Herranom, den de uppå trodde.
2c0e180039	Och de foro igenom Pisidien, och kommo in uti Pamphylien.
2c0e19004b	Och då de predikat hade i Perge, foro de neder till (den staden) Attalien.
2c0e1a0072	Och dädan seglade de till Antiochien, dädan de uti Guds nåd befallde voro, till det verk som de uträttat hade.
2c0e1b00a1	Och då de der kommo, hade de tillhopa församlingena, och underviste dem, hvad Gud med dem gjort hade; och att han upplåtit hade trones dörr för Hedningomen.
2c0e1c0033	Och de blefvo der med Lärjungarna ett godt skifte.
2c0f010086	Och kommo någre neder af Judeen, och lärde bröderna: Utan I låten eder omskära efter Mose sätt, så kunnen I icke blifva salige.
2c0f02010b	Då vardt en tvedrägt och träta, icke den minsta, så att Paulus och Barnabas föllo emot dem; och derföre skickade de att Paulus och Barnabas, och någre andre af dem, skulle uppfara till Apostlarna, och till Presterna i Jerusalem, för detta spörsmålets skull.
2c0f0300b2	Och så vordo de förfordrade af församlingene, och foro genom Phenicien och Samarien, och förtäljde Hedningarnas omvändelse; och gjorde dermed allom brödromen stor glädje.
2c0f04009e	När de nu kommo till Jerusalem, vordo de undfångne af församlingene, och af Apostlarna, och de äldsta; och de förkunnade allt det Gud hade gjort med dem.
2c0f0500a0	Då reste sig upp någre af de Phariseers parti, som vid trona tagit hade, sägande att man måste omskära dem, och bjuda uppå att man hålla skulle Mose lag.
2c0f06004f	Då församlade sig Apostlarna och Presterna, till att ransaka om det ärendet.
2c0f0700db	Och när nu fast derom frågadt var, stod Petrus upp, och sade till dem: I män och bröder, I veten, att uti förgången tid ibland oss hafver Gud utvalt, att Hedningarna hörde Evangelii ord genom min mun, och trodde.
2c0f08005f	Och Gud, som hjertat känner, vittnade med dem, gifvandes dem den Helga Anda, så väl som oss;
2c0f090059	Och gjorde ingen åtskilnad emellan oss och dem; utan rengjorde deras hjerta genom trona.
2c0f0a007b	Hvi fresten I då nu Gud, att I viljen lägga det ok på Lärjungarnas hals, det hvarken våra fäder eller vi bära kunde?
2c0f0b0056	Utan genom Herrans Jesu Christi nåd tro vi, att vi skole salige varda, såsom ock de.
2c0f0c008f	Då tigde hele hopen, och hörde på Barnabas, och Paulus, som förtäljde hvad tecken och under Gud, genom dem, ibland Hedningarna gjort hade.
2c0f0d004c	När de tystnade, svarade Jacobus, och sade: I män och bröder, hörer mig.
2c0f0e0072	Simeon hafver förtäljt, huruledes Gud först sökt hafver, och anammat ett folk till sitt Namn utaf Hedningarna.
2c0f0f0044	Och med honom draga öfverens Propheternas ord; såsom skrifvet är:
2c0f100094	Derefter vill jag komma igen, och åter uppbygga Davids tabernakel, som förfallet är; och vill bota de refvor, som derpå äro, och upprätta det;
2c0f1100a7	Att det som qvart är af menniskorna skola spörja efter Herran, och desslikes alle Hedningar, öfver hvilka mitt Namn nämndt är, säger Herren, som allt detta gör.
2c0f12003b	Gudi äro all hans verk kunnig, ifrå verldenes begynnelse.
2c0f13005c	Derföre besluter jag, att man icke skall bekymra dem som af Hedningarna omvändas till Gud;
2c0f140089	Utan att man skrifver dem till, att de hafva återhåll af afgudars besmittelse, och M boleri och af det som förqvafdt är, och af blod.
2c0f150079	Ty Moses hafver af ålder i alla städer dem som honom predika uti Synagogorna, der han på alla Sabbather läsen varder.
2c0f1600f5	Då belefvade Apostlarna och Presterna med hela församlingene, att man utvalde några män af dem, och sände till Antiochien med Paulo och Barnaba; nämliga Judas, som kallades Barsabas, och Silas, som voro yppersta männerna ibland bröderna.
2c0f1700ba	Och de fingo dem bref i händerna, vid detta sinnet: Vi Apostlar, och äldste, och bröder, önskom dem brödrom, som äro af Hedningomen uti Antiochien, och Syrien, och Cilicien, helso.
2c0f1800d4	Efter vi hört hafve, att någre äro utgängne af oss, och hafva förvillt eder med läro, och förvändt edra själar, bjudandes att I skolen lata eder omskära, och hälla Jagen, dem vi det icke befallt hafve;
2c0f19008b	Derföre syntes oss endrägteliga i våra församling att taga några män ut, och sända till eder, med oss älskeligom Barnaba och Paulo;
2c0f1a0055	Som äro de män, som sina själar utsatt hafva, för vårs Herras Jesu Christi Namn.
2c0f1b0053	Så sände vi nu Judas och Silas, de som ock med munnen skola säga eder det samma.
2c0f1c0071	Ty dem Helga Anda, och oss, syntes ingen yttermera tunga lägga på eder, utan dessa stycken som af nödene äro;
2c0f1d00bf	Nämliga att I hafven återhåll af thy som afgudom offradt är, och af blod, och af det förqvafdt är, och af boleri; för hvilken stycke om I eder förvaren, så gören I väl. Farer väl.
2c0f1e0072	När de nu hade fått sin afsked, kommo de till Antiochien; och församlade den meniga man, och fingo dem brefvet.
2c0f1f0038	När de det läsit hade, vordo de glade af den trösten.
2c0f200069	Men Judas och Silas, efter de ock voro Propheter, förmanade de bröderna med mång ord, och styrkte dem;
2c0f210061	Och blefvo der i någon tid; och vordo sedan igensände med fred ifrå bröderna till Apostlarna.
2c0f220022	Och Silas täcktes att blifva der.
2c0f23006b	Men Paulus och Barnabas vistades i Antiochien, lärandes och förkunnandes Herrans ord, med mångom androm.
2c0f2400ad	Men efter några dagar sade Paulus till Barnabas: Vi vilje fara tillbaka igen, och bese våra bröder, i alla städer der vi Herrans ord förkunnat hafve, huru de hafva sig.
2c0f250052	Men Barnabas rådde, att de skulle taga med sig Johannem, den ock Marcus kallades.
2c0f26007a	Då ville icke Paulus, att den skulle följa dem, som hade trädt ifrå dem i Pamphylien, och icke följt dem till verket.
2c0f270082	Och så skarp vardt deras träta, att den ene skiljdes ifrå den andra. Och Barnabas tog Marcum till sig, och seglade till Cypren.
2c0f280052	Men Paulus utvalde Silam, och for sina färde, befallder i Guds nåd af bröderna;
2c0f290047	Och vandrade omkring i Syrien och Cilicien, styrkandes församlingarna.
2c10010098	Och han kom till Derben och Lystra; och si, der var en Lärjunge, benämnd Timotheus, en Judisk qvinnos son, den der trogen var; men fadren var en Grek.
2c1002004c	Den samme hade ett godt rykte af de bröder, som voro i Lystris och Iconien.
2c100300a2	Då ville Paulus, att han skulle fara med honom; och tog och omskar honom, för de Judars skull, som voro i de rum; ty de visste alle, att hans fader var en Grek.
2c1004007e	Och der de foro genom städerna, befallde de dem hålla de stadgar, som af Apostlarna och Presterna i Jerusalem beslutne voro.
2c10050052	Och vordo de församlingar stadfäste i trone, och förökades på talet hvar dag.
2c1006006e	Då de vandrade genom Phrygien och Galatie landskap, vardt dem förment af den Helga Anda, tala ordet i Asien.
2c10070064	Derföre foro de in i Mysien, och bödo till att fara in i Bithynien; och Anden tillstadde dem icke.
2c1008003d	Men då de hade farit genom Mysien, foro de ned till Troadem.
2c10090078	Och en syn syntes Paulo om nattena. En Macedonisk man stod och bad honom, sägandes: Far in i Macedonien, och hjelp oss.
2c100a00a4	Och straxt han hade sett synena, tänkte vi till att fara in i Macedonien; och voro visse deruppå, att Herren hade kallat oss till att predika Evangelium för dem,
2c100b006a	Då vi nu seglade af Troade, kommo vi vår rätta kos till Samothracien, och dagen derefter till Neapolis;
2c100c0081	Och dädan till Philippos, som är ypperste staden i Macedonien, och är en fristad. Och vistades vi uti den staden några dagar.
2c100d0096	Och om Sabbathsdagen gingo vi ut af staden till älfvena, der man plägade bedja; och satte oss ned, och talade med qvinnor, som der tillsamman kommo.
2c100e00a8	Och en gudelig qvinna, benämnd Lydia, en purpurkrämerska, utaf de Thyatirers stad, lydde till; och Herren öppnade hennes hjerta, att hon gaf akt på det Paulus sade.
2c100f00b3	Och hon lät sig döpa, och allt sitt hus; och bad dem, sägandes: Om I hållen mig derföre att jag tror på Herran, så kommer i mitt hus, och blifver der. Och hon nödgade oss.
2c10100098	Och hände sig, då vi gingom till bönen, mötte oss en piga, som hade en spådomsanda, och hon drog sina herrar mycken båtning till, med sin spådom.
2c1011008c	Hon följde Paulum och oss efter, och ropade, sägandes: Desse männerna äro högsta Guds tjenare, de der eder förkunna salighetenes väg;
2c101200cb	Och det gjorde hon i många dagar. Men Paulus tog detta illa vid sig, och vände sig om, sägandes till andan: Jag bjuder dig, vid Jesu Christi Namn, att du far ut af henne. Och han for ut i samma stund.
2c10130091	Då hennes herrar sågo, att hoppet var borto till deras båtning, togo de fatt på Paulus och Silas, och drogo dem på torget till de öfversta;
2c10140076	Och antvardade dem Rådherrarna i händer, sägande: Desse männerna göra ena villo i vår stad, efter de äro Judar;
2c10150056	Och lära det sätt, som oss icke höfves anamma eller hålla, efter vi äre Romerske.
2c1016006d	Och folket lopp ihop med dem; och Rådherrarna refvo deras kläder sönder, och läto hudflänga dem med ris.
2c10170088	Och när de hade mycket slagit dem, kastade de dem i fängelse, och befallde fångvaktaren, att han skulle granneliga taga vara på dem.
2c1018007e	Då, efter han fick så sträng befallning, kastade han dem in i innersta fångahuset, och slog en stock öfver deras fötter.
2c10190068	Om midnattstid voro Paulus och Silas i sina böner, och lofvade Gud med sång; och fångarna hörde dem.
2c101a009e	Och med hast vardt en stor jordbäfning, så att grundvalen i fångahuset bäfvade; och straxt vordo alla dörrarna öppna, och allas deras bojor vordo lösa.
2c101b00a6	Då vaknade fångvaktaren, och fick se dörrarna på fångahuset öppna, och drog sitt svärd ut, viljandes dräpa sig sjelf; och mente att fångarna voro bortflydde.
2c101c0061	Då ropade Paulus med höga röst, sägandes: Gör dig sjelfvom intet ondt; ty vi äre alle här.
2c101d0062	Då beddes han ett ljus, och gaf sig derin, och föll ned för Pauli och Sile fötter, bäfvandes.
2c101e0056	Och han hade dem ut, och sade: Herrar, hvad skall jag göra, att jag må blifva salig?
2c101f0046	Då sade de: Tro på Herran Jesum, så blifver du och ditt hus saligt;
2c1020004b	Och talade för honom Herrans ord, och för allom dem som i hans huse voro.
2c1021007a	Och i samma stunden om natten tog han dem till sig, och tvådde deras sår; och lät sig straxt döpa, och allt sitt folk.
2c10220064	Och hade dem hem i sitt hus, och gaf dem mat, fröjdandes sig att han med allt sitt hus trodde Gudi.
2c10230055	Då dager vardt, sände Rådherrarna stadsjenarena, sägande: Släpp de männerna ut.
2c10240085	Detta talet förkunnade fångvaktaren Paulo: Rådherrarna hafva budit, att I skolen släppas; går fördenskull ut, och farer i frid.
2c102500e6	Då sade Paulus till dem: De hafva hudflängt oss uppenbarliga, utan lag och dom, ändock vi äre Romerske, och kastat oss i fängelse; och vilja nu hemliga hafva oss härut! Nej, icke så; utan komme sjelfve, och tage oss härut.
2c1026006b	Då bådade stadstjenarena Rådherromen dessa ord. Då vordo de förfärade, hörande att de voro Romerske;
2c1027005a	Och kommo dit, och förmante dem; och togo dem ut, bedjande att de utgå skulle af staden.
2c10280078	Då gingo de utu fängelset, och kommo till Lydia; och när de hade sett bröderna, och styrkt dem, foro de sina färde.
2c11010065	Och då de foro genom Amphipolis och Apollonien, kommo de till Thessalonica, der en Judasynagoga var.
2c1102006e	Der gick Paulus in till dem, efter som hans seder var; och i tre Sabbather talade han för dem utu Skrifterna;
2c11030098	Förklarade och beviste, att Christus måste lida, och uppstå ifrå de döda; och att denne är Christus Jesus, hvilken jag (sade han) förkunnar eder.
2c110400a8	Och somlige af dem trodde, och gåfvo sig intill Paulum och Silam; desslikes ock en mägta stor hop af gudfruktiga Greker, och dertill de yppersta qvinnor, väl många.
2c110500e0	Då vordo de otrogne Judar fulle med nit, och togo till sig några arga skalkar lös parti; och samlade sig i en rota, och gjorde ett upplopp i staden, trängande sig intill Jasons bus, och ville draga dem derut för folket.
2c1106009e	Och då de icke funno dem, drogo de Jason och några bröder till de öfversta i staden, och ropade: Desse, som hela verldena förvilla, äro ock nu hitkomne;
2c1107007b	Och dem hafver Jason hemliga undfängit, och de alle göra emot Kejsarens bud, och säga af en annan Konung, som är Jesus.
2c11080046	Och de upprette folket, och öfverstarna i staden, som sådant hörde.
2c11090047	Och de anammade en ursäkt af Jason, och af de andra, och släppte dem.
2c110a0090	Men bröderna släppte straxt om nattena ut Paulus och Silas, och läto dem fara till Berea. När de kommo dit, gingo de in i Judarnas Synagogo;
2c110b0090	Ty de voro de ädlaste ibland dem i Thessalonica; de anammade ordet ganska viljeliga, alla dagar sökande i Skrifterna, om det ock så hade sig.
2c110c004d	Och månge af dem trodde, och ärliga Grekiska qvinnor och män, väl månge.
2c110d008e	Men när de Judar i Thessalonica förnummo, att Guds ord vardt ock i Berea af Paulo förkunnadt, kommo de dit, och upprette också der folket.
2c110e0070	Och straxt läto bröderna Paulum ut, att han gick allt intill hafvet; men Silas och Thnotheus blefvo der qvare.
2c110f00ab	Men de, som förfordrade Paulum, följde honom till Athen; och de fingo befallning till Silas och Timotheus, att de skulle med hast komma till honom, och foro sina färde.
2c1110007a	Och då Paulus förbidde dem i Athen, vardt hans ande upptänd i honom, då han säg staden afgudadyrkan undergifven vara.
2c1111007a	Och disputerade han med de Judar och de gudfruktiga uti Synagogon, och på torget, hvar dag, med dem som kommo till honom.
2c11120117	Och någre Philosophi, nämligade Epicureer och Stoiker, begynte kämpas med honom. Och somlige sade: Hvad vill denne sqvallraren säga? Och somlige sade: Det synes som han ville förkunna några nya gudar; derföre att han förkunnade dem Evangelium om Jesu, och uppståndelsen.
2c11130085	Och de togo fatt på honom, och ledde honom på domplatsen, sägande: Mage vi icke veta, hvad denne nye lärdomen är, som du lärer?
2c11140054	Ty du gifver vår öron ny styck er före; sa vilje vi nu veta, hvad det vara skall.
2c11150077	Och de af Athen, och alle de främmande som der vistades, aktade på intet annat än att säga eller höra något nytt.
2c11160072	Då stod Paulus midt på domplatsen, och sade: I män af Athen, jag ser, att I uti all stycveke omgån med vantro;
2c111700b0	Ty jag hafver gångit omkring, och skådat edor gudsdyrkan, och fann ett altare, derpå skrifvet stod: Dem okända Gudenom. Den I nu dyrken ovetande, honom förkunnar jag eder.
2c1118009f	Gud, som hafver gjort verldena, och allt det deruti är, efter han är Herre öfver himmel och jord, bor han icke uti de tempel, som med händer uppbyggd äro;
2c1119006a	Ej heller dyrkas med menniskohänder, behöfvandes någon ting, efter han gifver allom lif, anda och allt;
2c111a00a4	Och hafver gjort allt menniskoslägtet af ett blod, till att bo på hela jordene, och satt dem före beskärda tider, och skickat huru vid t och långt de bo skola;
2c111b0083	På det att de skola söka Herran, om de måtte kunna kannan och finnan, ändock han är icke långt ifrå hvarjom och enom af oss.
2c111c0079	Ty i honom lefve vi, röroms och hafve varelse; såsom ock någre af edra Poeter sagt hafva: Ty vi äre OCK hans slägte.
2c111d0098	Äre vi nu Guds slägte, så skole vi icke tänka att Gudomen är lik vid guld och silfver, eller stenar konsteliga uthuggna, eller vid menniskors fund.
2c111e0093	Och ändock Gud hafver öfversett härtilldags sådana fåvitskhets tid, förkunnar han dock nu menniskomen, att alle allestäds skola bättra sig.
2c111f00dd	Ty han hafver satt en dag före, på hvilken han skall döma jordenes krets med rättfärdighet, genom den man i hvilkom han det beslutit hafver, gifvandes allom trona före, i det han honom uppväckt hado ifrå de döda.
2c11200084	Då de hörde nämnas de dödas uppståndelse, gjorde somlige der gack af, och somlige sade: Vi vilje än yttermera höra dig derom.
2c11210021	Och så gick Paulus ut ifrå dem.
2c11220093	Och någre män höllo sig intill honom, och trodde; ibland hvilka var Dionysius, en af Rådet, och en qvinna, benämnd Damaris, och andre med dem.
2c12010035	Derefter for Paulus af Athen, och kom till Corinthus;
2c120200dd	Och der fann han en Juda, benämnd Aqvila, bördig af Ponto, den nyligen kommen var af Valland, och Priscilla, hans hustru; ty Claudius hade budit uppå, att alle Judar skulle fara ut af Rom; och höll han sig intill dem;
2c12030069	Ty han var af samma handtverk; och blef när dem, och arbetade; och var deras handtverk att göra paulun,
2c1204005f	Och disputerade han uti Synagogon på alla Sabbather, dragandes dertill både Judar och Greker.
2c12050075	Och då Silas och Timotheus kommo ifrå Macedonien, tvingade Anden Paulus att betyga Judomen, att Jesus var Christus.
2c120600ab	Och då de sade deremot, och talade hädelse, skakade han kläden, och sade till dem: Edart blod vare öfver edart hufvud; härefter går jag nu oskyldig till Hedningarna.
2c12070087	Och så gick han dädan, och kom uti ens mans hus, som het Justus, den der var en gudfruktig man, hvilkens hus var hardt vid Synagogon.
2c1208008f	Men Crispus, öfversten för Synagogon, trodde Herranom, med allt sitt hus; och månge Corinthier, som på hörde, trodde, och läto sig döpa.
2c1209005c	Och sade Herren till Paulum uti en syn om natten: Frukta dig intet, utan tala, och tig icke;
2c120a006d	Ty jag är med dig, och ingen skall bjuda till att göra dig skada; ty jag hafver mycket folk i denna staden.
2c120b0042	Så blef han der ett år och sex månader, lärandes dem Guds ord.
2c120c0085	Men då Gallion var landshöfding öfver Achaja, reste Judarna sig upp endrägteliga emot Paulum, och hade honom fram för domstolen;
2c120d0046	Sägande: Denne mannen gifver menniskomen in att dyrka Gud emot lagen.
2c120e00b7	Och som Paulus nu aktade upplåta sin mun, sade Gallion till Judarna: Vore någor orätt skedd, eller någor dråpelig ogerning, vore väl tillbörligit, att jag hörde eder, I Judar;
2c120f0085	Men är något spörsmål om ord och namn, och om edor lag, der mågen I sjelfve se eder om; ty deröfver vill jag ingen domare vara.
2c12100021	Och han dref dem ifrå domstolen.
2c1211008b	Då togo alle Grekerna fatt på Sosthenes, öfverstan för Synagogon, och slogo honom framför domstolen; och Gallion skötte der intet om.
2c121200cf	Sedan Paulus hade då varit der i lång tid, helsade han bröderna, och seglade sina färde till Syrien, och följde honom Priscilla och Aquila; och han rakade sitt hufvud i Kenchrea, ty han hade ett löfte;
2c12130073	Och kom dädan till Ephesum, och der lät han dem blifva; men han gick in i Synagogon, och disputerade med Judarna.
2c12140055	Och de bådo honom, att han skulle blifva i längre tid när dem; då ville han icke;
2c121500be	Utan han helsade dem, sägandes: Jag måste ju ändteliga vara i Jerusalem i den högtiden som instundar; men sedan vill jag komma till eder igen, om Gud vill. Och så for han ifrån Epheso.
2c1216006f	Och han kom till Cesareen; och då han hade varit uppe, och helsat församlingena, for han ned till Antiochien,
2c1217009c	Och sedan han der i någon tid varit hade, for han sina färde, och vandrade allt bortåt genom Galatiska landet och Phrygien, styrkandes alla Lärjungarna.
2c12180073	Då kom till Ephesum en Jude, benämnd Apollos, bördig af Alexandrien, en vältalig man, och mägtig i Skrifterna.
2c121900a9	Denne var undervist i Herrans väg; och talade, upptänder i Andanom, och försummade icke lära det Herranom tillhörde, och visste allenast säga af Johannis döpelse.
2c121a00a2	Och han begynte dristeliga tala uti Synagogon. Då Priscilla och Aquila hörde honom, togo de honom till sig, och uttydde för honom ännu grundeligare Guds väg.
2c121b00bf	Och då han ville färdas till Achaja, skrefvo bröderna och förmanade Lärjungarna, att de skulle undfå honom. Och då han framkom, var han dem som trodde mycket till tröst genom nådena.
2c121c0067	Ty han öfvervann Judarna skarpeliga, och uppenbarliga bevisade med Skrifterna, att Jesus var Christus.
2c1301008d	Och begaf sig, medan Apollos var i Corintho, att Paulus vandrade genom de öfra landen, och kom till Ephesum; der fann han några Lärjungar.
