0100000006	Genesi
1a0c1c00a7	Perciò, di' loro: Così ha detto il Sigore Iddio: Niuna mia parola sarà più prolungata; la parola che io avrò detta, sarà messa ad effetto, dice il Signore Iddio.
1a0d01003a	LA parola del Signore mi fu ancora [indirizzata], dicendo:
1a0d02009d	Figliuol d'uomo, profetizza contro ai profeti d'Israele, che profetizzano; e di' a' profeti [che profetizzano] di lor senno: Ascoltate la parola del Signore.
1a0d030080	Così ha detto il Signore Iddio: Guai ai profeti stolti, che vanno dietro al loro spirito, e dietro a cose che non hanno vedute!
1a0d04003c	O Israele, i tuoi profeti sono stati come volpi ne' deserti.
1a0d050094	Voi non siete saliti alle rotture, e [non] avete fatto alcun riparo davanti alla casa d'Israele, per presentarsi a battaglia nel giorno del Signore.
1a0d0600ce	Han vedute [visioni di] vanità, e indovinamenti di menzogna; [essi son quelli] che dicono: Il Signore dice; benchè il Signore non li abbia mandati; ed hanno data speranza, che la parola sarebbe adempiuta.
1a0d07008c	Non avete voi vedute visioni di vanità, e pronunziati indovinamenti di menzogna? e pur dite: Il Signore dice; benchè io non abbia parlato.
1a0d0800af	Per tanto, così ha detto il Signore Iddio: Perciocchè voi avete proposta vanità, ed avete vedute [visioni di] falsità; perciò, eccomi contro a voi, dice il Signore Iddio.
1a0d090124	E la mia mano sarà contro a que' profeti, che veggon [visioni di] vanità, e indovinano menzogna; non saran [più] nel consiglio del mio popolo, e non saranno scritti nella rassegna della casa d'Israele; e non verranno nella terra d'Israele; e voi conoscerete che io [sono] il Signore Iddio.
1a0d0a00cd	Perchè, ed appunto perchè essi hanno traviato il mio popolo, dicendo: Pace, benchè non [vi fosse] alcuna pace; e perchè quand'uno edifica una parete, ecco, essi l'hanno smaltata di smalto mal tegnente;
1a0d0b00c5	di' a quelli che smaltano di [smalto] mal tegnente, che [la parete] caderà; verrà una pioggia strabocchevole, e voi, o pietre di grossa gragnuola, caderete; ed un vento tempestoso la schianterà.
1a0d0c0078	Ed ecco, [quando] la parete sarà caduta, non saravvi egli detto: Dove [è] lo smalto, col quale voi [l]'avete smaltata?
1a0d0d00e8	Perciò, così ha detto il Signore Iddio: Io farò scoppiare un vento tempestoso nella mia ira; e caderà una pioggia strabocchevole, nel mio cruccio; e pietre di grossa gragnuola, nella mia indegnazione, per disperdere interamente.
1a0d0e00ea	Ed io disfarò la parete, che voi avete smaltata di [smalto] mal tegnente, e l'abbatterò a terra, e i suoi fondamenti saranno scoperti; ed ella caderà, e voi sarete consumati in mezzo di essa; e conoscerete che io [sono] il Signore.
1a0d0f00c2	Ed io adempierò la mia ira sopra la parete, e sopra quelli che la smaltano di [smalto] mal tegnente; ed io vi dirò: La parete non [è più]; quelli ancora che l'hanno smaltata non [sono più];
1a0d100093	[cioè] i profeti d'Israele, che profetizzano a Gerusalemme, e le veggono visioni di pace, benchè non [vi sia] alcuna pace, dice il Signore Iddio.
1a0d11009f	Oltre a ciò, tu, figliuol d'uomo, volgi la tua faccia contro alle figliuole del tuo popolo, che profetizzano di lor proprio senno; e profetizza contro a loro;
1a0d120111	e di': Così ha detto il Signore Iddio: Guai a quelle che cuciono de' piumacciuoli a tutte le ascelle, e che fanno de' veli sopra il capo [delle ersone] d'ogni statura, per cacciare alle anime! caccereste voi alle anime del mio popolo, e salvereste le vostre proprie anime?
1a0d1300ea	E mi profanereste voi inverso il mio popolo, per delle menate d'orzo, e delle fette di pane; facendo morir le anime che non devono morire, e facendo viver l'anime che non devono vivere, mentendo al mio popolo, che ascolta la menzogna?
1a0d1400ee	Perciò, così ha detto il Signore Iddio: Eccomi contro a' vostri piumacciuoli, dove voi cacciate alle anime, come ad uccelli: e li straccerò d'in su le vostre braccia, e lascerò andar le anime, alle quali voi cacciate, come ad uccelli.
1a0d1500c1	Straccerò parimente i vostri veli, e libererò il mio popolo dalle vostre mani, ed egli non sarà più nelle vostre mani, per [esser vostra] caccia; e voi conoscerete che io [sono] il Signore.
1a0d1600da	Perciocchè voi avete falsamente contristato il cuor del giusto, il quale io non avea contristato; ed avete fortificate le mani dell'empio, acciocchè non si convertisse dalla sua via malvagia, per far ch'egli vivesse.
1a0d1700b7	Perciò, voi non vedrete più [visioni di] vanità, e non indovinerete più indovinamenti; ed io libererò il mio popolo dalle vostre mani, e voi conoscerete che io [sono] il Signore.
1a0e010050	OR alcuni uomini degli anziani d'Israele vennero a me, e sedettero davanti a me.
1a0e020035	E la parola del Signore mi fu [indirizzata], dicendo:
1a0e0300b1	Figliuol d'uomo, questi uomini hanno rizzati i loro idoli nel lor cuore, ed han posto l'intoppo della loro iniquità davanti alla lor faccia; sarei io in vero ricercato da loro?
1a0e040167	Perciò, parla loro, e di' loro: Così ha detto il Signore Iddio: Quando chi che sia della casa d'Israele avrà rizzati i suoi idoli nel suo cuore, ed avrà posto davanti alla sua faccia l'intoppo della sua iniquità; e [dopo questo], verrà al profeta; io, il Signore, mi recherò a rispondergli per questo stesso, [cioè], per la moltitudine de' suoi idoli.
1a0e050080	Acciocchè la casa d'Israele sia presa per lo suo proprio cuore; conciossiachè si sieno tutti alienati da me per li loro idoli.
1a0e0600ac	Perciò, di' alla casa d'Israele: Così ha detto il Signore Iddio: Convertitevi, e ritraetevi da' vostri idoli; e stornate le vostre facce da tutte le vostre abbominazioni.
1a0e070149	Perciocchè, se alcuno della casa d'Israele, o dei forestieri che dimorano in Israele, si separa di dietro a me, e rizza i suoi idoli nel suo cuore, e mette l'intoppo della sua iniquità davanti alla sua faccia; e, [dopo questo], viene al profeta, per domandarmi per lui; io, il Signore, mi recherò a rispondergli per me stesso;
1a0e0800a8	e volgerò la mia faccia contro a quell'uomo, e lo porrò in segno, e in proverbio; e lo sterminerò di mezzo il mio popolo; e voi conoscerete che io [sono] il Signore.
1a0e0900b0	E se il profeta è sedotto, e dice alcuna parola, io, il Signore, avrò sedotto quel profeta, e stenderò la mia mano sopra lui, e lo distruggerò di mezzo il popolo d'Israele.
1a0e0a0086	Ed [amendue] porteranno la [pena della] loro iniquità; la [pena dell]'iniquità del profeta sarà pari a quella di colui che domanda;
1a0e0b00bd	acciocchè la casa d'Israele non si svii più di dietro a me; e ch'essi non si contaminino più in tutti i lor misfatti; e che mi sieno popolo, e che io sia loro Dio, dice il Signore Iddio.
1a0e0c003a	LA parola del Signore mi fu ancora [indirizzata], dicendo:
1a0e0d00dc	Figliuolo d'uomo, s'egli avviene che un paese pecchi contro a me, commettendo misfatto, e che io stenda la mano sopra esso, e gli rompa il sostegno del pane, e mandi contro ad esso la fame, e ne stermini uomini e bestie;
1a0e0e00a3	quando questi tre uomini: Noè, Daniele, e Giobbe, fossero in mezzo di quello, essi libererebbero [sol] le lor persone per la lor giustizia, dice il Signore Iddio.
1a0e0f00a4	S'egli avviene che io faccia passar le bestie nocive per lo paese, e ch'esse lo dipopolino, onde sia desolato, senza che [vi] passi alcuno, per cagion delle bestie,
1a0e1000ca	quando questi tre uomini [fossero] in mezzo di quello, [come] io vivo, dice il Signore Iddio, non libererebbero nè figliuoli, nè figliuole; eglino soli sarebbero liberati, e il paese sarebbe desolato.
1a0e110091	Ovvero s'egli avviene che io faccia venire la spada sopra quel paese, e dica: Spada, passa per quel paese; e che io ne stermini uomini, e bestie,
1a0e1200b7	quando questi tre uomini [fossero] in mezzo di quello, [come] io vivo, dice il Signore Iddio, essi non libererebbero nè figliuoli, nè figliuole; anzi eglino soli sarebbero liberati.
1a0e130093	Ovvero, s'egli avviene che io mandi la pestilenza contro a quel paese, e spanda la mia ira sopra esso con sangue, per isterminarne uomini e bestie,
1a0e1400d5	quando Noè, Daniele, e Giobbe, [fossero] in mezzo di quello, [come] io vivo, dice il Signore Iddio, non libererebbero nè figliuolo, nè figliuola; eglino [soli] libererebbero le lor persone per la lor giustizia.
1a0e1500e6	Perciocchè, così ha detto il Signore Iddio: Quanto meno, [se] io mando i miei quattro gravi giudicii, la spada, e la fame, e le bestie nocive, e la pestilenza, tutti insieme contro a Gerusalemme per isterminarne uomini e bestie!
1a0e160142	Pur nondimeno, ecco, alcuni pochi resteranno in essa; [e] scamperanno figliuoli, e figliuole, che saranno condotti fuori; ecco, escono fuori [per venire] a voi, e voi vedrete la lor via, ed i lor fatti; e sarete racconsolati del male che io avrò fatto venire sopra essa, in tutto ciò che io avrò fatto venir sopra essa.
1a0e1700ba	Ed essi vi racconsoleranno, quando avrete veduta la lor via, ed i lor fatti; e conoscerete che non senza cagione io avrò fatto tutto ciò che avrò fatto in essa, dice il Signore Iddio.
1a0f01003a	LA parola del Signore mi fu ancora [indirizzata], dicendo:
1a0f020099	Figliuol d'uomo, che cosa [è] il legno della vite, più che qualunque altro legno? [che] cosa [è] ciò ch'è stato tralcio, fra gli alberi della selva?
1a0f030088	Può egli prendersene alcun legno da farne qualche lavorio? può egli pur prendersene un cavigliuolo, da appiccarvi su qualunque arnese?
1a0f0400c3	Ecco, dopo che sarà stato posto nel fuoco, per esser consumato, e che il fuoco ne avrà consumati i due capi, e che il mezzo ne sarà inarsicciato, varrà egli più nulla da farne alcun lavorio?
1a0f0500ae	Ecco, mentre è intiero, non se ne può fare alcun lavorio; quanto meno potrassene più fare alcun lavorio, dopo che il fuoco l'avrà consumato, e ch'egli sarà inarsicciato?
1a0f0600bc	Perciò, così ha detto il Signore Iddio: Quale [è], fra le legne del bosco, il legno della vite, il quale io ho ordinato per pastura del fuoco, tali renderò gli abitanti di Gerusalemme.
1a0f0700c5	E volgerò la mia faccia contro a loro; quando saranno usciti d'un fuoco, un [altro] fuoco li consumerà; e voi conoscerete che io [sono] il Signore, quando avrò volta la mia faccia contro a loro.
1a0f080059	E renderò il paese desolato; perciocchè hanno commesso misfatto; dice il Signore Iddio.
1a1001003a	LA parola del Signore mi fu ancora [indirizzata], dicendo:
1a10020044	Figliuol d'uomo, dichiara a Gerusalemme le sue abbominazioni, e di':
1a10030098	Così ha detto il Signore Iddio a Gerusalemme: La tua origine, e la tua nazione [è] dal paese de' Cananei; tuo padre [era] Amorreo, e tua madre Hittea.
1a100400c2	E quant'è al tuo nascimento, nel giorno che tu nascesti, il bellico non ti fu tagliato, e non fosti lavata con acqua, per esser nettata; non fosti punto fregata con sale, nè fasciata di fasce.
1a100500e7	L'occhio [d'alcuno] non ebbe pietà di te, per farti alcuna di queste cose, avendo compassione di te; anzi tu fosti gettata sopra la faccia della campagna, per lo sdegno in che altri avea la tua persona, nel giorno che tu nascesti.
1a1006008d	Ed io passai presso di te, e ti vidi che tu giacevi nel tuo sangue; e ti dissi: Vivi nel tuo sangue; e da capo ti dissi: Vivi nel tuo sangue.
1a100700e5	Io ti feci crescere a decine di migliaia, come i germogli della campagna; e tu moltiplicasti, e divenisti grande, e pervenisti a somma bellezza; le poppe [ti] si formarono, e i capelli ti crebbero; ma tu [eri] ignuda, e scoperta.
1a100800eb	Ed io passai presso di te, e ti vidi; ed ecco, la tua età [era] età di amori; ed io stesi il lembo della mia vesta sopra te, e ricopersi la tua nudità; e ti giurai, ed entrai teco in patto, dice il Signore Iddio; e tu divenisti mia.
1a1009006a	Ed io ti lavai con acqua, e tuffandoti [nell'acqua, ti tolsi] il tuo sangue d'addosso, e ti unsi con olio.
1a100a0065	E ti vestii di ricami, e ti calzai [di pelle] di tasso, e ti cinsi di fin lino, e ti copersi di seta;
1a100b0057	e ti adornai di ornamenti, e ti misi delle maniglie nelle mani, ed un collare al collo.
1a100c0068	Ti misi eziandio un monile in sul naso, e degli orecchini agli orecchi, ed una corona di gloria in capo.
1a100d00c2	Così fosti adorna d'oro e d'argento; e il tuo vestire [fu] fin lino, e seta, e ricami; tu mangiasti fior di farina, e miele, ed olio; e divenisti sommamente bella, e prosperasti fino a regnare.
1a100e009b	E la fama di te si sparse fra le genti, per la tua bellezza; perciocchè [era] compiuta, per la mia gloria, che io avea messa in te, dice il Signore Iddio.
1a100f00aa	Ma tu ti sei confidata nella tua bellezza, ed hai fornicato per la tua fama; ed hai sparse le tue fornicazioni ad ogni passante; in lui era di far [ciò che gli piaceva].
1a101000ae	Ed hai presi de' tuoi vestimenti, e te ne hai fatti degli alti luoghi variati, ed hai fornicato sopra essi; [cose] le cui simili non avverranno, e non saranno [giammai più].
1a101100b2	Ed hai presi gli ornamenti della tua gloria, [fatti] del mio oro, e del mio argento, che io ti avea dato, e te [ne] hai fatte delle immagini di maschi, ed hai fornicato con esse.
1a1012008c	Tu hai eziandio presi i vestimenti de' tuoi ricami, ed hai coperte quelle [con essi]; ed hai loro presentato il mio olio, ed il mio profumo.
1a101300bf	Parimente hai loro presentato, in odor soave, il mio pane, che io ti avea dato; e il fior della farina, e l'olio, e il miele, [con che] io ti cibava; e [ciò] è stato, dice il Signore Iddio.
1a101400bc	Oltre a ciò, tu hai presi i tuoi figliuoli, e le tue figliuole, che tu mi avevi partoriti, e li hai sacrificati a quelle per essere consumati. [Era] egli poca cosa delle tue fornicazioni,
1a10150068	che tu abbi ancora scannati i miei figliuoli, e li abbi dati a quelle, facendoli passare [per lo fuoco?]
1a101600a5	E con tutte le tue abbominazioni e fornicazioni, tu non ti sei ricordata del tempo della tua fanciullezza, quando eri ignuda, e scoperta, [e] giacevi nel tuo sangue.
1a1017004b	Ora, dopo tutta la tua malvagità (guai, guai a te! dice il Signore Iddio),
1a1018005b	tu hai eziandio edificato un bordello, e ti hai fatto un alto luogo in ogni piazza publica.
1a101900bd	In ogni capo di strada, tu hai edificato un tuo alto luogo, ed hai renduta abbominevole la tua bellezza, ed hai allargate le gambe ad ogni passante, ed hai moltiplicate le tue fornicazioni.
1a101a0080	Ed hai fornicato co' figliuoli di Egitto, tuoi vicini, molto membruti; ed hai moltiplicate le tue fornicazioni, per dispettarmi.
1a101b00e3	Laonde, ecco, io ho stesa la mia mano sopra te, ed ho diminuita la tua provvisione ordinaria, e ti ho abbandonata alla voglia delle figliuole dei Filistei, che ti hanno in ogio, [ed] hanno vergogna del tuo scellerato procedere.
1a101c008f	Tu hai eziandio fornicato co' figliuoli di Assur; perciocchè non eri ancor sazia; tu hai fornicato con loro, e pure ancora non ti sei saziata.
1a101d0081	Ed hai moltiplicate le tue fornicazioni nel paese di Canaan, fino in Caldea; e pure ancora, con [tutto] ciò, non ti sei saziata.
1a101e0083	Quant'[è stato] il tuo cuor fiacco, dice il Signore Iddio, facendo tutte queste cose, [che sono] opere d'una baldanzosa meretrice!
1a101f00bc	edificando il tuo bordello in capo d'ogni strada, e facendo i tuoi alti luoghi in ogni piazza pubblica. Or tu non sei stata come le altre meretrici, in quanto tu hai sprezzato il guadagno,
1a10200045	o donna adultera, [che] ricevi gli stranieri in luogo del tuo marito!
1a102100bf	Ei si dà premio a tutte le [altre] meretrici; ma tu hai dati i premii a tutti i tuoi amanti, ed hai loro fatti de' presenti; acciocchè venissero a te d'ogn'intorno, per le tue fornicazioni.
1a10220100	Ed è avvenuto in te, nelle tue fornicazioni, tutto il contrario delle [altre] donne; in quanto niuno ti è stato dietro, per fornicare; ed anche in quanto tu hai dato premio, e premio non è stato dato a te; [e così] sei stata al contrario [delle altre].
1a10230034	Perciò, o meretrice, ascolta la parola del Signore.
1a10240118	Così ha detto il Signore Iddio: Perciocchè le tue lordure sono state sparse; e che, nelle tue fornicazioni, la tua nudità è stata scoperta a' tuoi amanti, e a tutti gl'idoli delle tue abbominazioni; ed anche, per cagion del sangue de' tuoi figliuoli, che tu hai dati a quelli;
1a1025011a	perciò, ecco, io adunerò tutti i tuoi amanti, co' quali hai presi i tuoi diletti; e tutti quelli che tu hai amati, insieme con tutti quelli che hai avuti in odio; e li raccoglierò d'ogn'intorno contro a te, e scoprirò loro la tua nudità, ed essi vedranno tutte le tue vergogne.
1a10260086	E ti giudicherò de' giudicii delle adultere, e di quelle che spandono il sangue, e ti punirò di pena capitale, in ira, e in gelosia.
1a102700e1	E ti darò nelle lor mani, ed essi disfaranno il tuo bordello, e distruggeranno i tuoi alti luoghi, e ti spoglieranno de' tuoi vestimenti, e ne porteranno via gli ornamenti della tua gloria, e ti lasceranno ignuda e scoperta;
1a1028007c	e faranno venir contro a te una gran raunanza [di gente], e ti lapideranno con pietre, e ti trafiggeranno con le loro spade;
1a102900b8	ed arderanno le tue case col fuoco, ed eseguiranno giudicii sopra te, nel cospetto di molte donne; ed io ti farò rimanere di fornicare, ed anche non darai più premii di fornicazione.
1a102a0074	Ed io acqueterò la mia ira sopra te, e la mia gelosia si rimoverà da te, ed io mi poserò, e non mi adirerò più.
1a102b0117	Perciocchè tu non ti sei ricordata dei giorni della tua fanciullezza, e mi hai provocato ad ira con tutte queste cose; ecco, io altresì ti renderò il tuo procedere in sul capo, dice il Signore Iddio. Ed anche, con tutte queste abbominazioni, tu non hai commessa scelleratezza.
1a102c007a	Ecco, tutti quelli che usano di proverbiare proverbieranno di te, dicendo: Qual [fu] la madre, [tale è] la sua figliuola.
1a102d00eb	Tu [sei] figliuola di tua madre, che ebbe a sdegno il suo marito, ed i suoi figliuoli; e [sei] sorella delle tue sorelle, che hanno avuti a sdegno i lor mariti, e i lor figliuoli; la madre vostra [fu] Hittea, e il vostro padre Amorreo.
1a102e00b9	Or la tua sorella maggiore è Samaria, con le sue terre, la quale è posta alla tua [man] sinistra; e la tua sorella minore, che è posta alla tua destra, [è] Sodoma, con le sue terra.
1a102f00c4	Ed anche non sei camminata nelle lor vie, e non hai fatto secondo le loro abbominazioni, come [se ciò fosse stata] piccola e leggier cosa; anzi ti sei corrotta in tutte le tue vie, più che esse.
1a1030007d	[Come] io vivo, dice il Signore Iddio, Sodoma, tua sorella, con le sue terre, non fecero quanto hai fatto tu, e le tue terre.
1a103100c5	Ecco, questa fu l'iniquità di Sodoma, tua sorella, con le sue terre: ella ebbe gran gloria, [ed] abbondanza di pane, ed agio di riposo; ed ella non diede alcun conforto al povero, ed al bisognoso.
1a10320075	Ed esse superbirono, e commisero abbominazione nel mio cospetto; laonde io le tolsi via, come vidi [che dovea farsi].
1a103300d2	E quant'è a Samaria, ella non ha peccato a metà quanto tu; e tu hai moltiplicate le tue abbominazioni, più che l'una e l'altra; ed hai giustificate le tue sorelle con tutte le abbominazioni che hai commesse.
1a10340116	Tu, che hai giudicate amendue le tue sorelle, porta anche tu il tuo vituperio, per il tuoi peccati, per li quali ti sei renduta più abbominevole di loro; elleno son più giuste di te; ed anche tu sii svergognata, e porta il tuo vituperio, poichè tu giustifichi le tue sorelle.
1a103500a5	[Se] mai il le ritiro di cattività, [cioè] Sodoma e le sue terre, e Samaria e le sue terre, [ritrarrò] te altresì fra loro dalla cattività delle tue cattività.
1a10360064	Acciocchè, consolandole, tu porti il tuo vituperio, e sii svergognata per tutto ciò che hai fatto.
1a103700b7	E [quando] le tue sorelle, Sodoma e le sue terre, e Samaria e le sue terre ritorneranno al lor primiero stato, allora eziandio tu e le tue terre, ritornerete al vostro primiero stato.
1a10380062	Or Sodoma, tua sorella, non è stata mentovata dalla bocca tua, nel giorno delle tue magnificenze;
1a103900e3	avanti che la tua malvagità fosse palesata, come [fu] nel tempo del vituperio [che ti fu fatto] dalle figliuole di Siria, e di tutti i suoi luoghi circonvicini; [e] dalle figliuole de' Filistei, che ti predarono d'ogn'intorno.
1a103a004f	Tu porti addosso la tua scelleratezza, e le tue abbominazioni, dice il Signore.
1a103b00a4	Perciocchè, così ha detto il Signore Iddio: Io altresì farò inverso te, come tu hai fatto; conciossiachè tu abbi sprezzato il giuramento, per rompere il patto.
1a103c007d	Ma pure, io mi ricorderò del mio patto, [che io feci] teco ne' giorni della tua fanciullezza; e ti fermerò un patto eterno.
1a103d00c3	Allor tu ti ricorderai delle tue vie, e sarai confusa, quando riceverai le tue sorelle maggiori, insieme con le minori di te, le quali io ti darò per figliuole; ma non già secondo il tuo patto.
1a103e004b	Ed io fermerò il mio patto teco, e tu conoscerai che io [sono] il Signore;
1a103f00ce	acciocchè tu ti ricordi [di queste cose], ed abbi vergogna, e non apra più la bocca, per lo tuo vituperio, dopo che io mi sarà placato inverso te, di tutto ciò che tu avrai fatto, dice il Signore Iddio.
1a1101003a	LA parola del Signore mi fu ancora [indirizzata], dicendo:
1a1102004f	Figliuol d'uomo, proponi un enimma, ed una parabola alla casa d'Israele; e di':
1a1103009f	Così ha detto il Signore Iddio: Una grande aquila, con grandi ali, e lunghe penne, piena di piuma variata, venne al Libano, e [ne] prese la vetta di un cedro.
1a11040084	Ella spiccò la sommità de' suoi ramoscelli teneri, e li trasportò in un paese di traffico, e li pose in una città di mercatanti.
1a11050088	E prese della stirpe del paese, e la pose in un campo da sementa; [e] la portò presso a grandi acque, e la pose [a guisa di] magliuolo.
1a110600e2	E quella germogliò, e divenne vite prospera, bassa di pianta, avendo i suoi tralci rivolti verso l'aquila, e rimanendo le sue radici nel proprio luogo di essa; così divenne vite, e fece de' tralci, e mise dei rami madornali.
1a110700cf	Or vi fu un'[altra] grande aquila, con grandi ali, e con molte penne; ed ecco, quella vite voltò le sue radici ad essa, e stese verso lei i suoi tralci, acciocchè la rigasse co' rigagnoli delle sue piante.
1a11080084	Quella era piantata in un buon terreno, presso a grandi acque, per metter pampani, e portar frutto, [e] divenire una vite magnifica.
1a11090145	Di': Così ha detto il Signore Iddio: Prospererebbe ella? [quell'acquila] non divellerà ella le sue radici? e non riciderà ella il suo frutto, sì che si secchi? e non si seccheranno tutte le cime, ed i pampani ch'ella ha messi? e non [farà ella ciò] con grande sforzo, e con molto popolo, per torla via fin dalle radici?
1a110a00be	Ora, eccola piantata; prospererà ella però? non si seccherà ella del tutto, come prima il vento orientale l'avrà tocca? ella si seccherà sopra i rigagnoli che l'avran fatta germogliare.
1a110b0037	Poi la parola del Signore mi fu [indirizzata], dicendo:
1a110c00d9	Di' ora a questa casa ribelle: Non conoscete voi, che [si voglion dir] queste cose? Di': Ecco, il re di Babilona venne in Gerusalemme, e prese il re, e i principi d'essa; e li fece venire appresso di sè in Babilonia.
1a110d0064	E prese uno del sangue reale, e fece patto con lui, e lo fece giurare, e prese i possenti del paese;
1a110e0072	acciocchè il reame fosse basso e non si elevasse; e serbasse il patto fatto con lui, acciocchè restasse in piè.
1a110f00ed	Ma colui si è ribellato contro a lui, mandando i suoi ambasciatori in Egitto, acciocchè gli fosser dati cavalli, e gran gente. Colui che fa cotali cose prospererebbe egli? scamperebbe egli? avendo rotto il patto, scamperebbe egli pure?
1a111000c9	[Come] io vivo, dice il Signore Iddio, egli morrà in mezzo di Babilonia, luogo del re che l'avea costituito re, [ed] appresso di lui, il cui giuramento egli ha sprezzato, e il cui patto egli ha rotto.
1a111100c5	E Faraone, con grande esercito, e con gran gente radunata, non farà nulla con lui, in guerra; dopo che colui avrà fatti degli argini, ed avrà edificate delle bastie, per distruggere molte anime.
1a111200a7	Poi ch'egli ha sprezzato il giuramento fatto con esecrazione, rompendo il patto, ed ecco, dopo aver data la mano, pure ha fatte tutte queste cose; egli non iscamperà.
1a1113009e	Perciò, così ha detto il Signore Iddio: [Come] io vivo, io gli renderò in sul capo il mio giuramento ch'egli ha sprezzato, e il mio patto ch'egli ha rotto.
1a111400c2	Ed io stenderò la mia rete sopra lui, ed egli sarà preso ne' miei lacci, ed io lo farò venire in Babilonia, e quivi verrò in giudicio, con lui, del misfatto, ch'egli ha commesso contro a me.
1a111500b1	E tutti quelli delle sue schiere, che fuggiranno, caderanno per la spada; e quelli che rimarranno saran dispersi ad ogni vento; e voi conoscerete che io, il Signore, ho parlato.
1a111600d4	Così ha detto il Signore Iddio: Pur prenderò [una] delle vette di quell'alto cedro, e [la] porrò; io spiccherò un tenero [ramoscello] dalla cima de' suoi rami, e [lo] pianterò sopra un alto ed elevato monte.
1a111700ca	Io lo pianterò nell'alto monte d'Israele, ed egli alzerà i [suoi] rami, e porterà frutto, e diverrà cedro eccellente; e sotto esso, all'ombra dei suoi rami, si ripareranno gli uccelli d'ogni specie.
1a11180111	E tutti gli alberi della campagna conosceranno che io [sono] il Signore, [che] abbasso gli alberi alti, [e] innalzo gli alberi bassi; [che] dissecco gli alberi verdi, e fo germogliare gli alberi secchi. Io, il Signore, ho parlato, ed altresì metterò [la cosa] ad effetto.
1a1201003a	LA parola del Signore mi fu ancora [indirizzata], dicendo:
1a120200a3	Che [volete dir] voi, che usate questo proverbio intorno alla terra d'Israele, dicendo: I padri han mangiato l'agresto, e i denti de' figliuoli [ne] sono allegati?
1a12030068	[Come] io vivo, dice il Signore Iddio, voi non avrete più [cagione] d'usar questo proverbio in Israele.
1a12040090	Ecco, tutte le anime son mie; siccome l'anima del padre, così ancora l'anima del figliuolo, [è] mia; l'anima che avrà peccato, quella morrà.
1a1205003a	Ma l'uomo che sarà giusto, e farà giudicio, e giustizia;
1a120600ce	e che non avrà mangiato sopra i monti, e non avrà levati gli occhi agl'idoli della casa d'Israele, e non avrà contaminata la moglie del suo prossimo, e non si sarà accostato a donna mentre è appartata;
1a120700bd	e non avrà oppressato alcuno, [ed] avrà renduto il pegno al debitore, e non avrà fatta rapina; [ed] avrà dato del suo pane a colui che ha fame, e avrà ricoperto di vestimento l'ignudo;
1a1208009f	[e] non avrà prestato ad usura, e non avrà preso vantaggio; [ed] avrà ritratta la man sua d'iniquità, [ed] avrà fatto leal giudicio tra un uomo e l'altro;
1a120900b1	[e] sarà camminato ne' miei statuti, ed avrà osservate le mie leggi, per fare opere di lealtà e di verità; un tale [è] giusto; di certo egli viverà, dice il Signore Iddio.
1a120a007d	Ma se egli genera un figliuolo, [che sia] ladrone, che spanda il sangue, o faccia qualche cosa simigliante all'una di quelle;
1a120b0069	e non faccia tutte le cose suddette; anzi, e mangi sopra i monti, e contamini la moglie del suo prossimo;
1a120c008b	[ed] oppressi il povero, e il bisognoso, [e] faccia rapine, [e] non renda il pegno, e levi gli occhi agl'idoli, [e] commetta abbominazione;
1a120d00b7	[e] presti ad usura, e prenda vantaggio; viverà egli? egli non viverà; egli ha fatte tutte queste cose abbominevoli; egli di certo sarà fatto morire; il suo sangue sarà sopra lui.
1a120e009d	Ma ecco, se egli genera un figliuolo, il quale, avendo veduti tutti i peccati di suo padre, ch'egli avrà commessi, vi ponga mente, e non faccia cotali cose;
1a120f007f	[e] non mangi sopra i monti, e non levi gli occhi agl'idoli della casa d'Israele, [e] non contamini la moglie del suo prossimo;
1a1210008f	[e] non oppressi alcuno, [e] non prenda pegno, e non faccia rapine, [e] dia del suo pane a colui che ha fame, e ricopra di vestimento l'ignudo;
1a121100d3	[e] ritragga la sua mano dal povero, [e] non prenda nè usura, nè vantaggio, [e] metta ad effetto le mie leggi, [e] cammini ne' miei statuti; esso non morrà per l'iniquità di suo padre; di certo egli viverà.
1a121200c6	Quant'è a suo padre, perchè avrà usate oppressioni, [ed] avrà fatta rapina al suo fratello, e avrà fatto ciò che non [è] bene in mezzo de' suoi popoli; ecco, egli morrà per la sua iniquità.
1a121300db	E [se pur] dite: Perchè non porta quel figliuolo l'iniquità del padre? Perciocchè quel figliuolo ha fatto giudicio e giustizia, [ed] ha osservati tutti i miei statuti, e li ha messi ad effetto; di certo egli viverà.
1a121400e2	La persona che avrà peccato, quella morrà; il figliuolo non porterà l'iniquità del padre, nè il padre l'iniquità del figliuolo; la giustizia del giusto sarà sopra lui, e l'empietà dell'empio [altresì] sarà sopra lui.
1a121500b8	E quando l'empio si ritrarrà da tutti i suoi peccati, ch'egli avrà commessi; ed osserverà tutti i miei statuti, e farà giudicio e giustizia, egli di certo viverà, egli non morrà.
1a12160086	Tutti i suoi misfatti, ch'egli avrà commessi, non gli saranno più rammemorati; egli viverà, per la giustizia ch'egli avrà operata.
1a1217007f	Mi diletto io per alcuna maniera nella morte dell'empio? dice il Signore Iddio; non viverà egli, se si converte dalle sue vie?
