2800000009	ማቶሳ
3c040d00a6	ሂካኮ ታክርስቶሳ ካባጃ ካኮሙተ ጎራታ ኣሎ ጎጎገጌላታኑን ራኮቴሳ ካኮአታቴታንኮክ ጅልባይ ገጌላየን።
3c040e00b5	መገ ካክርስቶሳ ማራን ጎሀባራንቴን ካካባጃ አያና ካሌራ አያና ካዋ እስን ጉት ማንኮዳገሮ ማራን ኦሶማሳንቴታን።
3c040f00e1	እስንኮ ማዮና ራኮ ካአታታራ ጎግረ፥ ኔፎ ካላጋዳሮ ጎርቱን ካሄታሮ ጎርቱን ካባሳሮ ጎርቱን አየስ ካእባዶ ጠኤ ካታባሮ ልጉረ ራኮ አሮአታኖ።
3c0410007b	ዋ ካአማናሮ ላኖይ ራኮ ጎጌተና አደ ሂካ መገ ማራን ዋ ሀጋላቶ ኳሬ አሮሙልኖ።
3c041100e3	ፍርዳ ምን ካዋኮ ኪረ ካኮሀጋአብናራ ጎራታ ጌራ። ጎርታ ፍርዳ ካኮሀጋአብናራ ኖ ጉት ጎሌ ዎንጋላ ካዋቱን ካአጃጃሞን እባዶኮት ጋቾ ምስ ልናታ?
3c041200a5	ማጻፋ ቁሉክ፥ “ቁሉክ እባዶ ፋይን ካዳንዳራ ራኮይ ጎሌ፥ ዋ ካሄዶይሳኖን እባዶ ምስ ሊን ግራ?” አማራ።
3c041300b4	ሃኑን ፈኢ ታዋ ማለ ራኮ ካአታታራ እባዶ እስኦቴሳ ካመጠሮን ሀዳራ ስሳይረ ካእዳንክ አየስ ፈላናኮ ሃር አሮጋሎ።
3c05010127	ጎርታ እሶነ ዎታ ራቶ ምን ካዋክ ጃርሳ ካሌራ አን፥ ታክርስቶሳ ራኮዉን አቶ ካሌራ ኡሱማለና ሆረንባዉን ሙትን ታግቶ ካባጃ ካአታይናራ፥ እስን ኦሮ ታግቶ ምን ካዋኮት ጃርሶለ ጎርስናራ።
3c05020119	ሀዳራ እስኑን ታስሳንተቶ ማተ ታዋ ኦራ፥ ካፎፋታን ሁና አንሌኖን ግራን ዋ ጎጎዶታሮክ ማለ ፈኢ ሀሌዎ፤ ማራጋዴን ጋጲጋጳኖ አሌኖን ግራን ሀንዳይን ካአብታን ሀልቻ ማለ ሀሌዎ።
3c0503009f	ኡሱማለና ኦዶናትክስን ሄገሊ ኦግራን ሞይ ባርሳኖ አሌኖን ግራን ማቴዉን ማሱሳ ካእዳን ቱሳ ሀሌዎ።
3c0504008b	ሂካ ጎፈልቴን ካአዴሳመ ኦዶ ፎፌ ካኮኤሜተ ጎራታ ካባኖን ካካባጃመ ካላቻ አታይናታን።
3c05050112	ኡሱማለና እስን ካኢማል! ጃርሶለዉን አጃጃማ፤ ዱባና ኢዳነ ሳርስ አን ሳርሳየንጉዴን ኮ ካካለቱን ሀንዳ፤ “ዋ ኮራሜሳክ ዲዳራ ካእዳንክን አደ ስኖ ስሳራ” አማመ ጻፋመራ።
3c05060084	ጎርታ ኡሱ ጎራታኬሳይ ጎጎጦቂስሮን ታአቲ ገነ ታዋኮ ሄገሌ እስኦትስን የራሳዬን።
3c05070072	ኡሱና እስኑን ማንኮሻዳሮ ማራን እስን ካጫናቅሳሮ ዱባ ኡሱ ጉት ካየን።
3c05080099	ጅልባይ ግራ፥ ናባዳ! ዲናክስን ዱርሳ ካኤኔግሮ ዶታ ካሀርቃሮ ሉባን ኣን ጎቦቢክስኒ ማራሙራራ።
3c0509009e	አላም ዱባይ ታግታ አቢላልትስን ህታ ኣንትት ራኮ ካአታይናቶ አዴሳደን አማኖ አታዬንዴን ኔባየን።
3c050a012b	ጎራታ ክጫሩን ራኮ ካኮአታቴን ጎራታ ክርስቶሳይ ጅሩ ጅሮማት ካባጃ ቶስ እስን ካኡማተራ ስኖ ዱባኮክ ሄዶ ኡሱ እሲ እስን ታአታቴታን ራኮኮ ሃስናራ፤ እስክስናራ፤ አታይስናራ፤ ጣቢስናራ።
3c050b0042	ጅሩ ጅሮማን ሁናና ኡሱን ሀሌዎ! ሀሚኒዕ።
3c050c0150	ዋ ካአማናሮ ካአብዳማሮ አብያ አመ አን ካሄዳሮ ጋራ ካስላሰነ ሂካ ሀንዳ ጋባቢና እስኑን ጻፈራ፤ ካኮንጻፈራና እስን ጎርስና ህት ስኖ ታዋ ታሩም ላኖ እስኑን ሰግን አመረያ፤ ሃንሱን ህታ ስኖ ታዋይ አታዬን አላ።
3c050d00d1	እስን ኣን ካአሳባመራ ባቢሎን ካግራ ምን ካዋ ኖጎዳ እስኑን ፋራማራ፤ ኡሱማለና አማኖ ኤረኬ ካሌራ ማርቆሳ ኖጎዳ እስኑን ፋራማራ።
3c050e00b9	ዋ ካአማናሮ እባዶኮት ጌላንጄ እስእስ አንጋታ ኖጎዳ አታ። ኦክርስቶሳ ኦሌቴታን እስን ዱባን ኖጎዳ እስኑን ሀሌቶ።
3d0000000e	2 ጴጢሮሳ
3d01010128	የሱሳ ክርስቶሳን ካሀንዳሮና ካፋራመሮ ስሞና ካአማመሮ ጴጢሮሳ፥ ሄዶካንና ዶብካን የሱሳ ክርስቶሳኮ ታሄላማቶ ቁሉማኮክ ጋራነ ኖ ካሄላነኖ አማኖ ኣን ካካባጃመሮ አማኖ ኦሄላቴታኑን፤
3d0102006e	ዋና ጎታካን የሱሳ ማንኮአዴሴን ማራን ስኖና ኖጎዳ እስኑን ሀጂናቶ።
3d010300bc	ካባጃቴሳይና ኢዳነቴሳ ኖ ካኡመሮ ኡሱ አዴሳኖይ ዎኖናትኮክ ሁናኬሳ ግርዉና ዋ ሄዶይሳዪን ኖን ካዶትሳሮ ዱባ ስሰራ።
3d0104012d	ካሜላን ሀልቻኮ ካከይ አላም ኦግራን ፈሎ ኦሜላንኮክ ግርኮ ፋላዳይዴነ ዎኖናትኬሳኮት ያዳሊ ኦሄዴዳማታን ጎጎሌታኑን ሂካ አዬስኮክ ጋራይ ኣሎ ታንጂንትና ካባጃ ታሌተቶ አብድ ኖን ስሰራ።
3d01050083	ህታ ኣላንቲ ካአማጋመ አታኒ አማኖ ጉት ኢዳነ አዳይን እጻማ፤ ኢዳነ ጉት ማላባኖ፥
3d0106007c	ማላባኖ ጉት እስዳንዳኖ፥ እስዳንዳኖ ጉት አታታኖ፥ አታታኖ ጉት ዋ ኣን ላኖ፤
3d0107007e	ዋ ኣን ላኖ ጉት ታአብንቴይ እስ ሻዳኖ፥ ታአቢንቴ እስ ሻዳኖ ጉት ጌላንጀ አዳ።
3d010800c0	ህት ያዳሊ አማጋም እስኑን ግቴዋ ጎታካካን የሱሳ ክርስቶሳ ማላቢን ፈሎ ካላይክ ኢል ካላይክ ጎጎሌኖንኮ እስን ኦራንዋ።
3d010900b0	ሂካ አየስ ካላይክ ጎአመን ፋክመ ካግሮ አየስ ድን ካዳንዴኖን ጎርቱን ጃማያ። ጣየ ጩቦኮ ካሙጭመሮና ኢሎተራ።
3d010a00c2	ሃንሱን አቢላልቴ፥ ኡማማኖክስና አሳባማኖክስን አታይሳዪን ካጣዎኮ ሮራ አታዬን፤ ሂካ ጎፈልቴን ዱዶ ላኮሀንዱዱፋታን።
3d010b00a6	ሂካ ጋራይ ጎታካካንና ካፋይሳሮ የሱሳ ክርስቶሳ ቶስ ጅሩ ጅሮማክ ዎኖናቲ ታብን ፈኢ እስኑን ስሳምናታ።
3d010c00e1	ሃንሱን ማምሲና ዱዶ እስን ሂካ አየስ ጎማላብተና ታአባቴታን ሩሚ ጎአታቴና፥ ሂካ አዬስኮክ ጋራ አርጌቶ አን እስን ሻድሳናኮ ዶና ላኮልናሮ።
3d010d006b	ሂካ ኡሊ ኔፎነ ግራን እስን ሻድሳ ከኬሳኖክ ኢን ልክ ኣን ሌ ሙታራ።
3d010e0097	ኣላንቲና ጎታካን የሱሳ ክርስቶሳ ኢን ጎጎቱሰሮ ሂካ ካኡሌ ግርኮ ሳሜ. ጎይጉረ ካብናሮ ካሶዋ፤
3d010f009a	አን ግዳ ካኮን ዳፉራራ አን ጎይረ እስንኮ ጎፋክመና አደ ሂካ አየስ አርጌቶ እስን ጎጎሻዳኑንያ።
3d011000f2	ጎታካን የሱሳ ክርስቶሳኮክ ሁናና ኤሜቶቴሳኮክ እስኑን ካሰግነኔ ጋሻናኬሳ ኢልኦ ኦታኒ ዴነኔያ ኳሬ፥ ቃሩማ ታእባዶይ ታመꬋንተቶ ማማ ማልነነ ላኮዮ።
3d011100f9	ኣላንቲና ታአቲ ካባጃቴሳይ፥ “ኡሱይ አን ካኮገገላታራና ካጌላታራ ኤረክ ሂካያ” ታአማታ ያየ ኡሱን ካኮኤሜተ ጎራታ ዋ ኣቦኬሳኮ ካባጃና ጋሻናና አታተራ፤
3d0112007d	ኖ መተካኑን ኡሱነ ዎታ ቁሉት ዎዳሚ ታኮግኔ ህት ያየ ዳሩርኮ ኤመታኖ ማልነና።
3d0113017f	ጎርታ ኦሄገሮል ካአዬሰራን ሃፉራ ኣሎ ኖን አዴሳመራ፤ ሃንሱን ታሙጉድ ባንኤ ካግሮ ኮሮንታን ክንትቢ አብቴን ጎጎድያታኒ ኦሄገሮል ካአዬሰራኑና ክንትብ ስሳ፤ ሂካና ካኮንየልናታን ኡል ታባርሮና ካባባርሴ ባካላ ዎዳናትስኒ ታሀንቃይሮያ።
3d011400ba	ዱባንኮ ጣይ ሂካ ማላቢን እስኑን ዶትሳራ፤ ማጻፋ ቁሉክ ካግሮ ካሄገሮኮክ ሃፉራ ዱባ ማዮና ፈኢቴሳይ ካፉራሮ ላኮዮ።
3d011500d2	ማምስኒዕ ሄገሮና ፈኢ ታእባዶቲ ዱዶ ላኮኤሜተራን፤ አየሱን ጎአመን ሄገሮ፥ አያና ቁሉክ ካሰሴታራ እባዶ ዋኮ አታተረ ካአዬሰሮያ።
3d02010157	አየሱን ጎአመን ካጣራ ካሄገሮል ጎሳ ኦሮ ጎጎግሬ ኡሱማሌ እስን ኦሮ ጣራ ካአጋልስሳራ ክናራ፤ እሶ ካዎዳተሮ ጎታ ካካተሬን ባስ ካጌግስሮ ካጣራ አጋልስስ ሄቶ ታብሳራን፤ ሂካኒና እስኦትሶ ጉት ደራክ ባይ ኬናታራን።
3d02020088	ካሞጋን እባዶ ኦሙልስራን ፈሎኦትሶ ዴበ ሰሴታራ፤ ኣላንቲ ትሶይ ካሩም ራ ሀባራማራ።
3d020300ec	ሂኒዕ ጣራ ኦአጋልስሳራን ጋጲጋጳ ታኤካሰና ጅርትቲሶይ እሶ ሳማራን። ሙርትቲሶ ጌስ ካሞጋንኮ ሀጋአብተደ ኤካተ ግታ፤ ባይና ኦግራን እሶ ኦራታራ።
3d020400c1	ዋ ጩቦ ካፈለሮ ኤርግቻል እሶን ሀነኔኤይሳኖን ታንባኖን ኤለን ቶስ ጎሻፈና ሙጉድ ካሌሮ ቦላክ ጉምቢ ኦሮ ፍርዳን ጎካየ፥
3d020500bd	ቁሉማ ካላላባረ ኖሄ ካካለ እባዶ ቶዶባነ ዎታ ሃሰረ ካሆርኮ አላምዉን ሀነኔኤይሳኖን ጩባለሳል ጉት በከ ኦባይ ጎኬነ፥
3d020600b7	አደና ጩቦ ካፈላሮ እባዶ ዱባን ማሱሳ ጎጎሌሮን ታሶዶምና ታጋሞራ ካታማል ታ ቡሉሎ ሌሮን ጉበጉረ ጎጎባሮን ፍርዴ፤
3d0207006c	ሴራ ካሊክ እባዶና ኦሙሊስራን ፈሎይ አቦሳማ ካግረ ቁሉክ ሎጠ ሃሰ።
3d020800c3	ሀሱ ቁሉክ እባዶትና እሶ ኦሮ ካኮግሬ አርጌቶ ካደያረና ካማላረ አየስ ኔፎቴሳ አሪ አሪ ኦሜላን ፈሎኦትሶይ ጎጫናቃንተና፥
3d020900b0	ጎታ ሩሚ ሄዶይሳታ ኦግራን ጫፍትኮ ምሲ ሃስናሮና ኦሜላን ሙርሳ ታፍርዳ አርዉን ምሲ ኦር አዳላይስናሮ ካሶዋ።
3d020a014a	ካካለኮና ሀሱ ባቲክ ሀልቻ ካሶየ ኦዶታታራና ኦዶናት ካዋ ኦቱፋታራን ፍርዳዉን ኦረ እሶ አዳላይሳራ። ሂኒዕ ጣራ ኦአጋልስሳራን ጃቡ ኦአባና ኮራሜሳ ማንኮሌን ማራን ታዳሩረ ካባጃል ሀባርና ላኮአብሳታራን።
3d020b0092	አየሱን ጎአመን ኤርግቻል እሶኮ ሁናይና ኦዶናቲ ኦሮራራን ጎሌና ጎታ ሆረ እሶ ላኮሀራራን።
3d020c0138	ሂኒዕ ጣራ ኦአጋልስሳራን ጎአመን ኮና ካካሶን አዬሲ ታቤረን ሀባራናን፤ እሶ አቢና ላጋዲን ጎጎአላቴን፥ አማላክሶ ካላሊ ካሰሴታሮ ሳሙ ካላይክ ግድ አንያን። ግድ ጎጎባሮን እሶና ዱዶ ባይናራን።
3d020d0123	ሜላነትሶዉን ካዶትሳሮ ሙራ አታይናራን። አሪ አሪትነ ፍርፍርጎአምራና ገጌሎ ኣን ቶታታራን፤ ኣሞ ጉት ግራን ሙላ ካላይኒዕና ባቲኒዕ ሌንጉሬን እስኔ ዎታ ካጌላንጄ አሞን ሀማጻራን።
3d020e0124	እልኦ ኦትሶ ሻርሙጡማ ኦአማጋሜራን ማንኮሌን ማራን ጩቦ ፈላናኮ እስ ላኮቁሳታራን፤ አማኖ አታይ አልኖን ካግሮ እባዶ ሶባራን፤ ሶባኖ ታአጋልሳተቶ ዎዳና አባን፤ እሶ ኦቃንጋሜንያን!
3d020f00ab	ቱኩልክ ራ ኢሴንጉሬነ፥ ፈሎ ኦሜላንኮት ሙራ ካጌላታሮ ኤረ ካብኦርክ ካባላአም ራድ ሰተንጉረን ሽርመራን።
3d021000c6	ባላም ጎአመን ጩቦ ማራን ሙርሳመራ፤ አየስ ታካሶን ደሜርትት ህኢ ታእባዶይ አዬሰረ ካሄገሮት ኦፈለሮ ቆላማኒዕ ፈሎ ኔባተ።
3d021100aa	ሂክ እባዶ ካአንጋገሮ ካበከ ፉልቶና ኢርጋዶ ካዎዳማሮ ዱማንቻልያን፤ እሶ ካኦራታራና ጢልንጋክ ሙጉድያ።
3d021200c7	ካማድኖን አየስ ጢንጢራ ሽሬና ኦባራራን ኦሮኮ ፋላዳቴነ ኦኤሜተራን እባዶጃ ካሻርሙጡማ ሶኮክ ሀልቻይ ሶሶቤረን ሽርሳራን።
3d021300da	እሶ መተክሶዉን ጩቦን ድይ ሌን ግራን፥ ኦካለኔ እስን “ባልቹማ ብናታን” አማ አብድ ስሳራን፤ እባዶ ካኮንኢምናመሮ ሀሱ አየሱን ድይያ።
3d021400eb	ጎታካንና ካፋይሳሮካን የሱሳ ክርስቶሳ ማላባኖይ ኦአላም ባቲኒዕ ፈሎኮ ብጉሬን አባባይ ጎአዎዳሜን ካሆሬ ግርክሶኮ ካሃረ ግርክሶ ካሜላን ልናራ።
3d021500bc	ካቁሉማ ራ ማላብጉሬን እሶን ካስሳመሮ ካቁሉማ አጃጃኮ ሃር ካአባባታራንኮ፥ ጣይ ካቁሉማ ራ ሀአዴሶን ሄሴንዋ ኢዳረ።
3d021600ca	“ከር ድድጎኦቴሳ ቶስ አባባይናራ” ኡሱማሌ “ቦዬ ማር ጎአልተና አባባተ ጫዉዶ ጉት ጋንጋላታ” ካአማራ ካሩም ማሱሳ እሶ ጌራ።
3d030100da	ኦጌላታሮ ኦቴ! ሂክ ግዳ አን እስኑን ካጻፋራ ካላም ሀንዳያ። ሀንዳ ላማ ዱባና ካኮንጻፈራ ቱኩልት ዎዳናትስን ጎጎከከሳታኑን ሻድሲንያ፤
3d030200c9	ሂታኮ ሆረነ ቁሉክ ካሄገሮይ ካሰጋመረ ሃፉራ ኡሱማለና ኦፋራሜራኮክ ጋራነ ጎታካንክና ካፋይሳሮካንኮክ አጃጃ ጎጎሻዳኑንያ።
3d0303009b	ዱባንኮና ጣይ ሂካ ማላብ፤ ካጋቾ ጌሲ ሀልቻ ካሜላን ካክሶ ኦፈላታራን ኦቃጭፋታራን ኤሜይናራን።
3d0304011d	እሶና፥ “ጎታ የሱሳ ኤመይናራ አማመ አብድ ላ ስሳንተ ግቴላ? ሀያ ሀጌ ግራ? ካሆሬ ኦዶጆላልካን ታኮጎየራንኮ ሀጋአበረ ካመን ዱባ መጣ ታሆራርጄኮ ሀጋአበረ ጎጎግሬዋያ” አማራን።
3d030500d5	አየሱን ጎአመን ሂክ እባዶ ሆርኮስኮ ካዬረን ዳሩር ሃፉራ ካዋይ መጣም ግራኖ፥ ኡልና በከ ጠኤይና በከይ ጉት ካመጣመሮ ላኖ ካካታራን።
3d03060049	ሀሱ ጎራታ ካግረ አላም ዱባ በከ ኤኔጋመ ባየ።
3d030700ba	ሀሱ ሃፉራዋ አደ ግዳ ኦግራን ዳሩርና ኡልና፥ ጩባልዬል ታ ባራን ታሙርት አሪ ታጌቶ ኤሌኑን ኦራምሬን አዳላይናራን።
3d0308009b	ኦጌላታሮ ኦቴ፥ ዋይ ዶሌ አሪ ቶ ጌስ ኩማ ኣን፥ ጌስ ኩማና አሪ ቶ ኣን ላኖ ሂካ አየስ አሮኢሎቴን።
3d03090114	እባዶ ኮኮዉን ካአዳላተሮ ኣን ጎጎላሮ ጎታ ካአብዲ ሃፉራ ፈሎይ ሀይሲን ላኮአዳላይናሮ፤ አየሱን ጎአመን ማዮና ጎጎባኖንኮ ዶተረ፥ ዱባና ጉላ ጎጎጋሎ እስን ማራን ኦብሳራ።
3d030a00e7	አሪ ታጎታ ሄቶ ኣን ኤመይናታ። ሀሴ አሪ ዳሩርጆል ያየ ታአቲይ ሮርናታ፤ መጣና ኤለኒ ጉባይ ባይናታ። ኡልና ኡል ጉት ታግታ መጣ ዱባና ጉባይናታ።
3d030b00ba	ጎርታ ካአመን ዱባ ሂካ ጋራይ ካባሮ ጎሌ፥ እስን ምስክ እባዶ ሊን ዶትሳራ? እ፥ ቁሉማና ካሩም አያናይ ግርን ዶትሳራ፤
3d030c00db	አደና አሪ ታዋ ኦራታ ኤመቶቴሳ ጀጄርስን ዶትሳራ። ሀሴ አሪ ዳሩርጆል ኤለኒ ጉባይደ ባይናታ፤ ታዳሩረ መጣና ካአቲ ጉባ ጉባይደ ጫክናታ።
3d030d008c	ኖ ጎአመን ቁሉማ ታኮግቶ ታኡሱብት ዳሩርና ካኡሱብክ ኡል ካአብዲ ሃፉራክ ማለ ኦራታና።
3d030e00d6	ሃኑን ኦጌላታሮ ኦቴ፥ ሂካ አየስ ዱባ ካኦርታን ማንኮሌተን ማራን፥ ህሎ ካሊ፥ ቱፍ ካሊ ጎታነ ሀሴ አሪ እስን ኖጎዳ ጎጎሄሎን አታዬን።
3d030f00b9	ጎታካንት ኦብስ እስኑን ፋይና ላኖ አዴሳ፥ ኡሱማለና አብካን ጳዉሎሳ ኡሱን ታስሳንተቶ ቃሩማክ ማለ እስኑን ጻፈራ።
3d0310018b	ኡሱ ሂካ አዬስኮክ ጋራ ሀንዳልኬሳ ዱባይ ጻፈራ። ሀንዳኬሳ ኦሮ ኤነ አዴስን ካጥባራ አየስ ካሞጋን ግራ። ማላባኖ ኦኮንሀንቃተራና አታን ካላይኒዕ እባዶጃ ካካለ ቁሉክ ማጻፋጆል ጎጎዎጫጫራን፥ ካጳዉሎሳ ሀንዳልና አደን ባስክሶ ማራን ዎጫጫታራን።
3d031100e3	ጎርታ ኦጌላታሮ ኦቴ፥ ሂካ ጣይተን ማንኮአዴሴን ማራን፥ አታቴነ ካኮአልተታን ኡኩምኮ ሜላነኮክ ሽርማኖይ ሶባምዴን ጎጎኢኖንኮ እስኦራዬን።
3d031200e0	አየሱን ጎአመን ጎታካንና ካፋይሳሮካን የሱሳ ክርስቶሳይ ስኖይና ኡሱ ማላባኖይ ጂናዬን። ኡሱን ግዳና፥ ጅሩ ጅሮማን ካባጃ ሀሌቶ! ሀሚኒዕ።
3e0000000b	1 ያንሳ
3e010100ce	ሃፉራ ካግርኮክ ጋራ ሆራርጀዋ ካግረ፥ ካማልነኖ፥ ኢልኦ ኦታኒ ካዴነኖ አንዴ ትችንሰ ካዴነኖ ገነኖኦታንና ካድኔራን አዬስናና።
3e010200b8	ሂክ ግር ሙተራ፤ ኖና ዴነና፤ እስኑን አቶትናና። ኦዶ ዶሌ ካግረና፥ ኖና ካሙተሮ ጅሩ ጅሮማክ ግር እስኑን ሰግናና።
3e010300c2	እስና ኖኔ ዎታ ራቶናት ጎጎግሮ ካዴነኖና ካማልነኖ እስኑን ሰግናና። ራቶናትካን ኦዶነና፥ ኤረ የሱሳ ክርስቶሳነ ዎታያ።
3e0104005d	ገጌሎኦታን ልክኒዕ ጎጎሌራኑን ሂካ አን እስኑን ጻፍናራ።
3e01050096	ኡሱኮ ካማልነኖ እስኑና ካሰጋና ሀንዳ “ዋ ኢፋያ፤ ሙጉድና ኡሱ ዶሌ ዱዶ ላኮግሮ” ካአማሮያ።
3e01060076	ሙጉዲ ሰሴታ ኡሱነ ዎታ ራቶናት አብና ጎአምኔ ጣራ አዬሳና፤ ሩምና ላግቶ።
3e010700fe	አየሱን ጎአመን ዋ መተኬሳ ኢፋይ ጎጎግሮ፥ ኖና ኢፋ ጎሰሴነ እስ እስኦሮ ኖ ኮ ላኖ አብና፤ ኡሱማለና ኤረኬሳክ ካየሱሳ ክርስቶሳ ኢግ ጩቦ ዱባኮ ኖ ሙጭእስናራ።
3e01080068	ጩቦ ላኮአብኖ ጎአምኔ እስኦታን ሶባታና፥ ሩምና ኖ ኦሮ ላኮግቶ።
3e01090092	ጩቦካን ኡሱን ጎሰጋነ ጩቦካን ሀሄሶ አምን፥ ሜላነ ዱባኮ ሙጭስን ኡሱ ካአብዳመና ቁሉክያ።
3e010a006f	ጩቦ ላኮፈልነኖ ጎአምኔ፥ ኡሱ ካጣራ የላና፤ ሃፉራና ኖ ኦሮ ላኮግሮ።
3e020100fa	ይስኬ! ሂካ ካኮንጻፈራ እስን ጩቦ ጎጎፈሎንኮ አመረያ፤ አየሱን ጎአመን ማምስክ እባዶትና ጩቦ ጎፈለ ኦዶ ዶሌ ኖ ዋቢ አብና፤ ኡሱና ካሩም የሱሳ ክርስቶሳያ።
3e0202008d	ኡሱ ጩቦካን ሻጋ የላራ፤ ጩቦካን ካላል አንሌኖን ግራን አላም ዱባክ ጩቦ ካኮባራ ኡሱያ።
3e0203005f	አጃጃ ካዋ ካኦራታኖ ጎሌነ ኡሱ ካካንሶ ላኖ ሂካኒ አዴሳና።
3e0204008d	“አን ዋ ካሶዋ” አማ አጃጃኬሳ ካኦራኖን እባዶ ጎግረ ካጣራያ፤ ሩምና ኡሱ ኦሮ ላኮግቶ።
3e020500cc	አየሱን ጎአመን ሃፉራ ካዋዉን ካአጃጃማራ ዱባ ዋዉን ታአባ ጌላንጀ ታአዴሳንተታ፤ ሩምና ኖ ኡሱን ግራኖ ካኮአዴሳማራ ሂካንያ።
3e02060061	ዋይ ግርናራ ካአማራ እባዶ ክርስቶሳ ጎጎግሬ ግራኖ ዶትሳራ።
3e020700f1	ኦጌላንቴታን! ሂክ እስኑን አን ካጻፋራ አጃጃ ሆራርጀዋ ካግረና ካሆርኮ አጃጃያ ኳሬ ካኡሱብክ ላኮዮ፤ ኡሱና ካሆርኮ አጃጃ እስን ካማልቴታን ሃፉራያ።
3e020800c0	ሀሌዎ ኳሬ ክርስቶሳና ካክስን ግሪ ዶሌ ሩም ሌ ካሙተሮ ካኡሱብክ አጃጃ አን ጻፍናራ፤ ሙጉድ ባየረ ካሩም ኢፋ ሀንቃ ግራ።
3e02090064	“አን እፋ ኦሮ ግራ” አማ አቢኬሳ ካዲዳራ ጋና ሙጉድ ኦሮ ግራ።
3e020a0082	አቢኬሳ ካጌላታራ ዱባ ኢፋ ግራራ፤ ኡሱ ጉት እባዶ ካሀንዱዱፍስራ አየስ ላኮግሮ።
3e020b00c8	አየሱን ጎአመን አቢኬሳ ካዲዳራ ሙጉዲ ግራራ፤ ሙጉዲና ሰሴታራ፤ ሙጉድና ኢልኦ ኦቴሳ ማንኮባሴሮ ማራን ማንኮሴታሮ ላኮካሶ።
3e020c0088	ይሶ፥ ጩቦክስን መገ ካየሱሳ እስኑን ሀሄሶ ማንኮአማመሮ ማራን አን እስኑን ጻፍናራ።
3e020d00e9	እስን ኦዶላል፥ ሆራርጀ ካግረ ማንኮማላብቴን ማራን አን እስኑን ጻፍናራ። እስን ዴሌልና ዎዳላል፥ ጻላየ ማንኮአዎዴን ማራን አን እስኑን ጻፈራ።
3e020e01a7	እስን ይስ፥ ኦዶ ማንኮአዴሴን ማራን አን እስኑን ጻፈራ። እስን ኦዶላል፥ ባርዋ ካግረ ማንኮአዴሴን ማራን አን እስኑን ጻፍናራ። እስን ዴሌልና ዎዳላል፥ ኦአቲ ማንኮሌተን ማራን ሃፉራ ካዋ ዎዳናትስኒ ማንኮግሮ ማራን፥ ጻላየ ማንኮአዎዴን ማራን አን እስኑን ጻፈራ።
3e020f00b0	አላም ጎርቱን ካአላም አየስ ዱባ አሮጌላተን፤ ማዮና አላም ካጌላታራ ጎግረ፥ ዋ ኦዶኮት ጌላንጀ ኡሱን ላግቶ።
3e021000a9	ኣላንቲና አላም ካግራ ሀልቻ ካሶየ፥ ሀልቻ ካኢሎኦ፥ ባሪሳኖኮክ ꬋዳታኖ፥ አላምኮያ ኳሬ ዋ ኦዶኮ ላኮዮ።
3e0211006c	አላምና ሀልቻና ሮራንዋ። ፈኢ ታዋ ካፈላራ አደ ጅሩ ጅሮማን ግራራ።
3e0212010c	ይሶ! ህት ታጋቾ ሳቲታ፤ “ክርስቶሳ ካኔባታራ ኤመታራ” አማማ ግራን ማልቴታን፤ ሂክማ ግዳዋ ካሞጋን ክርስቶሳ ካኔባታራ ኬራ፤ ህታ ኣላንቲ ታጉዳተቶ ሳቲ ላኖ አዴሳና።
3e0213012c	እሶ ካኮቤራን ኖ ኦሮኮያ። ሀሌዎ ኳሬ ባርዋ ኡናታን ላኮዬን። ኡናታን ሊ ግሬንዋ ኖኔ ዎታ አታይ ኣል ግራኔን። አየሱን ጎአመን ዱባና ታታን ኡናኮ ላናዋት ጎጎአዴሳምሮ ኖ ኦሮኮ ካለ ቤራን።
3e02140086	እስን አደ ክርስቶሳ አያና ቁሉክ ሽግደራ። ሃንሱን እስን ዱባና አየስ ዱባ ካሳንዋ።
3e021500bf	አን ካኮንጻፈራ እስን ሩም ማንኮካሳናዋተን ማራን ላኮዮ፤ እስን ጎአመን ሩም ካሳንዋ፤ ሩምኮ ጣራ ሄላማናዋቲ ካሳንዋ።
3e021600aa	ክርስቶሳ ላኮዮ አመረ የሱሳ ካካካታሮ ኳሬ ካጣራ አዮያ? ሂክ ኦዶና ኤረና ካካካታራ ክርስቶሳ ካኔባታሮያ።
3e02170063	ኤረ ካኔባታራ ዱባ ኦዶ ላኮአቦ፤ ኤረ ካአማናራ ዱባ ኦዶ አባ።
3e021800ee	እስን ሆራርጀ ካማልቴታን ዎዳናትስኒ አታይ ሀግሮ፤ እስን ሆራርጀ ካማልቴታን ሃፉራ ዎዳናትስኒ አታይ ጎግረ ኤረና ኦዶነ ዎታ ኮ ላኖ እስኑን ግሮዋ።
3e02190058	ህክና ክርስቶሳ ኖን ታስሰሮ አብዲ ጅሩ ጅሮማክ ግርያ።
3e021a0052	እስን ካሶባሮ እባዶ ማራን አን ሂካ እስኑን ጻፈራ።
3e021b0187	እስን ክርስቶሳኮ ካአታቴታን አያና እስን ኦሮ ማንኮግሮ ማራን ካካለ ካአጋልስስሮ እስኑን ላኮዶትሳሮ፤ ኡሱ ካአመን ዱባ እስን አጋልስስሮዋ፤ ካአጋልስስናራና ሩምታ ኳሬ ጣራ ላኮቶ። ሃንሱን አያና ቁሉክ እስን ጎጎአጋልስስሮን ክርስቶሳ ግራ።
