0100000009	創世記
1b022e007e	是においてネブカデネザル王は俯伏てダニエルを拝し禮物と香をこれに献ぐることを命じたり
1b022f00cc	而して王こたへてダニエルに言けるは汝がこの秘密を明かに示すことを得たるを見れば誠に汝らの神は神等の神王等の主にして能く秘密を示す者なりと
1b023000bd	かくて王はダこエルに高位を授け種々の大なる賜物を與へてこれをバビロン全州の總督となしまたバビロンの智者等を統る者の首長となせり
1b023100b7	王またダニエルの願によりてシヤデラクとメシヤクとアベデネゴを擧てバビロン州の事務をつかさどらしめたりダニエルは王の宮にをる
1b030100c1	茲にネブカデネザル王 一箇の金の像を造れりその高は六十キユビトその横の廣は六キユビトなりき即ちこれをバビロン州のドラの平野に立たり
1b030200c9	而してネブカデネザル王は州牧將軍方伯刑官庫官法官士師および州郡の諸有司を召集めそのネブカデネザル王の立たる像の告成禮に臨ましめんとせり
1b030300d8	是においてその州牧將軍方伯刑官庫官法官士師および州郡の諸有司等はネブカデネザル王の立たる像の告成禮に臨みそのネブカデネザル王の立たる像の前に立り
1b03040057	時に傳令者大聲に呼はりて言ふ諸民諸族諸音よ汝らは斯命ぜらる
1b03050093	汝ら喇叭簫琵琶琴瑟篳篥などの諸の樂器の音を聞く時は俯伏しネブカデネザル王の立たまへる金像を拝すべし
1b03060057	凡て俯伏て拝せざる者は即時に火の燃る爐の中に投こまるべしと
1b030700b1	是をもて諸民等喇叭簫琵琶琴瑟などの諸の樂器の音を聞くや直に諸民諸族諸音みな俯伏しネブカデネザル王の立たる金像を拝したり
1b0308004b	その時或カルデヤ人等進みきたりてユダヤ人を讒奏せり
1b03090051	即ち彼らネブカデネザル王に奏聞して言ふ願くは王長壽かれ
1b030a0099	王よ汝は命を出して宣へり凡て喇叭簫琵琶琴瑟篳篥などの諸の樂器の音を聞く者はみな俯伏しこの金像を拝すべし
1b030b0054	凡て俯伏し拝せざる者はみな火の燃る爐の中に投こまるべしと
1b030c00fc	此に汝が立てバビロン州の事務を司どらせ給へるユダヤ人シヤデラク、メシヤクおよびアベデネゴあり王よ此人々は汝を尊ばず汝の神々にも事へず汝の立たまへる金像をも拝せざるなりと
1b030d00c0	是においてネブカデネザル怒りかつ憤りてシヤデラク、メシヤクおよびアベデネゴを召寄よと命じければ即ちこの人々を王の前に引きたりしに
1b030e00c6	ネブカデネザルかれらに問て言けるはジヤデラク、メシヤク、アベデネゴよ汝ら我神に事へずまた我が立たる金像を拝せざるは是故意にするなるか
1b030f014a	汝らもし何の時にもあれ喇叭簫琵琶琴瑟篳篥などの諸の樂器の音を聞く時に俯伏し我が造れる像を拝することを爲ば可し然ど汝らもし拝することをせずば即時に火の燃る爐の中に投こまるべし何の神か能く汝らをわが手より救ひいだすことをせん
1b031000a2	シヤデラク、メシヤクおよびアベデネゴ對へて王に言けるはネブカデネザルよこの事においては我ら汝に答ふるに及ばず
1b031100a5	もし善らんには王よ我らの事ふる我らの神我らを救ふの能あり彼その火の燃る爐の中と汝の手の中より我らを救ひいださん
1b03120072	假令しからざるも王よ知たまへ我らは汝の神々に事へずまた汝の立たる金像を拝せじ
1b031300d2	是においてネブカデネザル怒氣を充しシヤデラク、メシヤクおよびアベデネゴにむかひてその面の容を變へ即ち爐を常に熱くするよりも七倍熱くせよと命じ
1b031400ae	またその軍勢の中の力強き人々を喚てシヤデラク、メシヤクおよびアベデネゴを縛りてこれを火の燃る爐の中に投こめと命じたり
1b0315009f	是をもて此人々はその褲子羽織外套およびその他の服装を着たるままにて縛られて火の燃る爐の中に投こまれたりしが
1b031600c3	王の命はなはだ急にして爐は甚だしく熱しゐたれば彼のシヤデラク、メシヤクおよびアベデネゴを引抱へゆける者等はその火焔に燒ころされたり
1b0317007e	また此シヤデラク、メシヤク、デベデネゴの三人は縛られたるままにて燃る爐の中に落いりぬ
1b031800bd	時にネブカデネザル王驚きて急忙しくたちあがり大臣等に言ふ我らは三人を縛りて火の中に投いれざりしや彼ら王にこたへて言ふ王よ然りと
1b031900ab	王また應へて言ふ今我見るに四人の者縲絏解て火の中に歩みをり凡て何の害をも受ずまたその第四の者の容は神の子のごとしと
1b031a0120	ネブカデネザルすなはちその火の燃る爐の口に進みよりて呼て言ふ至高神の僕シヤデラク、メシヤク、アベデネゴよ汝ら出きたれと是においてシヤデラク、メシヤクおよびアベデネゴその火の中より出きたりしかば
1b031b00de	州牧將軍方伯および王の大臣等集りて比人々を見たり此人々の身は火もこれを害する力なかりきまたその頭の髮は燒けずその衣裳は傷ねず火の臭氣もこれに付ざりき
1b031c013b	ネブカデネザルすなはち宣て曰くシヤデラク、メシヤク、アベデネゴの神は讃べき哉彼その使者を遣りて己を賴む僕を救へりまた彼らは自己の神の外には何の神にも事へずまた拝せざらんとて王の命をも用ひず自己の身をも捨んとせり
1b031d00ff	然ば我今命を下す諸民諸族諸音の中凡てシヤデラク、メシヤクおよびアベダネゴの神を詈る者あらばその身は切裂れその家は厠にせられん其は是のごとくに救を施す神他にあらざればなりと
1b031e007b	かくて王またシヤデラク、メシヤクおよびアベデネゴの位をすすめてバビロン州にをらしむ
1b0401006f	ネブカデネザル王全世界に住める諸民諸族諸音に諭す願くは大なる平安汝らにあれ
1b04020063	至高神我にむかひて徴證と奇蹟を行へり我これを知しむることを善と思ふ
1b04030075	嗚呼大なるかなその徴證嗚呼盛なるかなその奇蹟その國は永遠の國その權は世々限なし
1b0404004e	我ネブカデネザルわが家に安然に居りわが宮に榮え居れり
1b04050096	我一の夢を見て之がために懼れ即ち床にありてその事を想ひめぐらしその我腦中の異象のために心をなやませり
1b04060096	是に於て我命を下しバビロンの智者をことごとく我前に召よせしめてその夢の解明を我にしめさせんと爲たれば
1b040700ae	すなはち博士法術士カルデヤ人卜筮師等きたりしに囚て我その夢を彼らに語りけるに彼らはその解明を我にしめすことを得ざりき
1b040800d2	かくて後ダニエルわが前に來れり彼の名は吾神の名にしたがひてベルテシヤザルと稱へられその裏には聖神の霊やどれり我その夢を彼の前に語りて曰けらく
1b040900cf	博士の長ベルテシヤザルよ我しる汝の裏には聖神の霊やどれば如何なる秘密も汝には難き事なし我が夢に見たるところの事等を聞きその解明を我に告げよ
1b040a0087	我が床にありて見たる吾腦中の異象は是のごとし我觀しに地の當中に一の樹ありてその丈高かりしが
1b040b0066	その樹長じて強固なり天に達するほどの高となりて地の極までも見えわたり
1b040c00c3	その葉は美しくその菓は饒にして一切の者その中より食を得また野の獣その蔭に臥し空の鳥その枝に棲み凡て血氣ある者みな是によりて身を養ふ
1b040d0078	我床にありて得たる腦中の異象の中に一箇の警寤者一箇の聖者の天より下るを見たりしが
1b040e00d2	彼聲高く呼はりて斯いへり此樹を伐たふしその枝を斫はなしその葉を搖おとしその果を打散し獣をしてその下より逃はしらせ鳥をしてその枝を飛さらしめよ
1b040f00d5	但しその根の上の斬株を地に遺しおき鐵と銅の索をかけて之を野の草の中にあらしめよ是は天よりくだる露に濕れまた地の草の中にて獣とその分を同じうせん
1b0410005d	又その心は變りて人間の心のごとくならず獣の心を稟て七の時を經ん
1b04110111	この事は警寤者等の命によりこの事は聖者等の言による是至高者人間の國を治めて自己の意のままにこれを人に與へまた人の中の最も賤き者をその上に立たまふといふ事を一切の者に知しめんがためなり
1b041200ff	我ネブカデネザル王この夢を見たりベルテシヤザルよ汝その解明を我に述よ我國の智者は執も皆その解明を我に示すことを得ざりしが汝は之を能せん其は汝の裏には聖神の霊やどればなりと
1b04130192	その時ダニエル又の名はベルテシヤザルとい者暫時の間驚き居り心に深く懼れたれば王これに告て言りベルテシヤザルよ汝この夢とその解明のために懼るるにおよばずとベルテシヤザルすなはち答へて言けらく我主よ願くはこの夢汝を惡む者の上にかからん事を願くは此解明汝の敵にのぞまんことを
1b04140087	汝が見たまひし樹すなはちその長じて強くなり天に達するほどの高となりて地の極までも見えわたり
1b04150093	その葉は美しくその果は饒にして一切の者その中より食を得またその下に野の獣臥しその枝に空の鳥棲たる者
1b04160090	王よ是はすなはち汝なり汝は長じて強くなり汝の勢ひは盛にして天におよび汝の權は地の極にまでおよべり
1b04170159	王また一箇の警寤者一箇の聖者の天より下りて斯言ふを見たまへり云くこの樹を伐たふして之をそこなへ但し其根の上の斬株を地に遺しおき鐵と銅の索をかけて之を野の草の中にあらしめよ是は天より下る露に濡れ野の獣とその分を同じうして七の時を經ん
1b04180069	王よその解明は是の如し是即ち至高者の命にして王我主に臨まんとする者なり
1b0419010e	即ち汝は逐れて世の人と離れ野の獣とともに居り牛のごとくに草を食ひ天よりくだる露に濡れん是の如くにして七の時を經て汝つひに知ん至高者人間の國を治めて自己の意のままに之を人に與へ給ふと
1b041a0090	又彼らその樹の根の上の斬株を遺しおけと言たれば汝の國は汝が天は主たりと知にいたる時まで汝を離れん
1b041b0090	然ば王よ吾諌を容れ義をおこなひて罪を離れ貧者を憐みて惡を離れよ然らば汝の平安あるひは長く続かんと
1b041c0033	この事みなネブカデネザル王に臨めり
1b041d0045	十二箇月を經て後王バビロンの王宮の上に歩みをり
1b041e009c	王すなはち語りて言ふ此大なるバビロンは我が大なる力をもて建て京城となし之をもてわが威光を耀かす者ならずや
1b041f0084	その言なほ王の口にある中に天より聲降りて言ふネブカデネザル王よ汝に告ぐ汝は國の位を失はん
1b042000ed	汝は逐れて世の人と離れ野の獣と共に居り牛のごとくに草を食はん斯の如くにして七の時を經て汝つひに知ん至高者人間の國を治めて己れの意のままにこれを人に與へたまふと
1b04210102	その時直にこの事ネブカデネザルに臨み彼は逐れて世の人に離れ牛のごとくに草を食ひてその身は天よりくだる露に濡れ終にその髮毛は鷲の羽のごとくになりその爪は鳥の爪のごとくになりぬ
1b04220102	斯てその日の滿たる後我ネブカデネザル目をあげて天を望みしにわが分別性我に歸りたれば我至高者に感謝しその永遠に生る者を讃かつ崇めたり彼の御宇は永遠の御宇彼の國は世々かぎり無し
1b042300d5	地上の居民は凡て無き者のごとし天の衆群にも地の居民にも彼はその意のままに事をなしたまふ誰も彼の手をおさへて汝なんぞ然するやと言ことを得る者なし
1b042400f6	この時わが分別性かく我に歸りたりしがわが國の榮光につきてはまた我の尊嚴と光耀我にかへれり且また大臣牧伯等我に請求めて我ふたたび國の祚を踐み前よりも著しく威光を増たり
1b042500b4	是において我ネブカデネザル今は天の王を讃頌へかつ崇む彼の作爲は凡て眞實彼の道は正義自ら高ぶる者は彼能くこれを卑くしたまふ
1b05010078	ベルシヤザル王その大臣一千人のために酒宴を設けその一千人の者の前に酒を飮たりしが
1b050200ff	酒の進むにいたりてベルシヤザルはその父ネブカデネザルがヱルサレムの宮より取きたりし金銀の器を携へいたれと命ぜり是王とその大臣および王の妻妾等みな之をもて酒を飮んとてなりき
1b050300b1	是をもてそのヱルサレムなる神の宮の内院より取たりし金の器を携へいたりければ王とその大臣および王の妻妾等これをもて飮めり
1b0504005d	すなはち彼らは酒をのみて金銀銅鐵木石などの神を讃たたへたりしが
1b05050084	その時に人の手の指あらはれて燭臺と相對する王の宮の粉壁に物書り王その物書る手の末を見たり
1b05060084	是において王の愉快なる顔色は變りその心は思ひなやみて安からず腿の關節はゆるみ膝はあひ撃り
1b05070126	王すなはち大聲に呼はりて法術士カルデヤ人卜筮師等を召きたらしめ而して王バビロンの智者等に告て言ふこの文字を讀みその解明を我に示す者には紫の衣を衣せ頸に金の鏈をかけさせて之を國の第三の牧伯となさんと
1b0508008a	王の智者等は皆きたりしかどもその文字を讀こと能はずまたその解明を王にしめすこと能はざりければ
1b05090075	ベルシヤザル王おほいに思ひなやみてその顔色を失へりその大臣等もまた驚き懼れたり
1b050a00c6	時に大后王と大臣等の言を聞てその酒宴の室にいりきたり大后すなはち陳て言ふ願くは王長壽かれ汝心に思ひなやむ勿れまた顔色を失ふにおよばず
1b050b0120	汝の國に聖神の霊のやどれる一箇の人あり汝の父の代に彼聰明了知および神の智慧のごとき智慧あることを顯せり汝の父ネブカデネザル王すなはち汝の父の王彼を立てて博士法術士カルデヤ人卜筮師等の長となせり
1b050c011a	彼はダニエルといへる者なるが王これにベルテシヤザルといふ名を與へたり彼は心の殊勝たる者にて了知あり知識ありて能く夢を解き隠語を解き難問を解くなり然ばダニエルを召されよ彼その解明をしめさんと
1b050d00c3	是においてダニエル召れて王の前に至りければ王ダニエルに語りて言ふ汝は吾父の王がユダより曳きたりしユダの俘囚人なるそのダニエルなるか
1b050e0072	我聞になんぢの裏には神の霊やどりをりて汝は聰明了知および非凡の智慧ありと云ふ
1b050f00b7	我智者法術士等を吾前に召よせてこの文字を讀しめその解明を我にしめさせんと爲たれども彼らはこの事の解明を我にしめすことを得ず
1b05100102	我聞に汝は能く物事の解明をなしかつ難問を解くと云ふ然ば汝もし能くこの文字を讀みその解明を我に示さば汝に紫の衣を衣せ金の索を汝の頸にかけさせて汝をこの國の第三の牧伯となさんと
1b051100f0	ダニエルこたへて王に言けるは汝の賜物は汝みづからこれを取り汝の饒物はこれを他の人に與へたまへ然ながら我は王のためにその文字を讀みその解明をこれに知せたてまつらん
1b0512005a	王よ至高神汝の父ネブカデネザルに國と權勢と榮光と尊貴を賜へり
1b051300d5	彼に權勢を賜ひしによりて諸民諸族諸音みな彼の前に慄き畏れたり彼はその欲する者を殺しその欲する者を活しその欲する者を上げその欲する者を下ししなり
1b05140072	而して彼心に高ぶり氣を剛愎にして驕りしかばその國の位をすべりてその尊貴を失ひ
1b05150141	逐れて世の人と離れその心は獣のごとくに成りその住所は野馬の中にあり牛のごとくに草を食ひてその身は天よりの露に濡たり是のごとくにして終に彼は至高神の人間の國を治めてその意のままに人を立たまふといふことをしるにいたれり
1b0516006c	ベルシヤザルよ汝は彼の子にして此事を盡く知るといへども猶その心を卑くせず
1b0517017d	却つて天の主にむかひて自ら高ぶりその家の器皿を汝の前に持きたらしめて汝と汝の大臣と汝の妻妾等それをもて酒を飮み而して汝は見ことも聞ことも知こともあらぬ金銀銅鐵木石の神を讃頌ふることを爲し汝の生命をその手に握り汝の一切の道を主どりたまふ神を崇むることをせず
1b05180057	是をもて彼の前よりこの手の末いできたりてこの文字を書るなり
1b05190051	その書る文字は是のごとしメネ、メネ、テケル、ウバルシン
1b051a0083	その言の解明は是のごとしメネ(數へたり)は神汝の治世を數へてこれをその終に至らせしを謂なり
1b051b006e	テケル(秤れり)は汝が權衡にて秤られて汝の重の足らざることの顯れたるを謂なり
1b051c006b	ペレス(分たれたり)は汝の國の分たれてメデアとペルシヤに與へらるるを謂なり
1b051d00b1	是においてベルシヤザル命を降してダニエルに紫の衣を着せしめ金の鏈をこれが頸にかけさせて彼は國の第三の牧伯なりと布告せり
1b051e0045	カルデヤ人の王ベルシヤザルはその夜の中に殺され
1b051f0057	メデア人ダリヨスその國を獲たり此時ダリヨスは六十二歳なりき
1b06010075	ダリヨスはその國に百二十人の牧伯を立ることを善とし即ちこれを立て全國を治理しめ
1b060200cc	また彼らの上に監督三人を立たりダニエルはその一人なりき是その州牧をして此三人の前にその職を述しめて王に損失の及ぶこと無らしめんためなりき
1b06030096	ダニエルは心の殊勝たる者にしてその他の監督および州牧等に勝りたれば王かれを立て全國を治めしめんとせり
1b06040111	是においてその監督と州牧等國事につきてダエルを訟ふる隙を得んとしたりしが何の隙をも何の咎をも見いだすことを得ざりき其は彼は忠義なる者にてその身に何の咎もなく何の過失もなかりければなり
1b060500a2	是においてその人々言けるはこのダニエルはその神の例典について之が隙を獲にあらざればついにこれを訟るに由なしと
1b06060075	すなはちその監督と州牧等王の許に集り來りて斯王に言りダリヨス王よ願くは長壽かれ
1b06070162	國の監督將軍州牧牧伯方伯等みな相議りて王に一の律法を立て一の禁令を定めたまはんことを求めんとす王よその事は是の如し即ち今より三十日の内は唯汝にのみ願事をなさしめ若汝をおきて神または人にこれをなす者あらば凡て獅子の穴に投いれんといふ是なり
1b060800b1	然ば王よねがはくはその禁令を立てその詔書を認めメデアとペルシヤの廢ることなき律法のごとくに之をして變らざらしめたまへと
1b0609003f	王すなはち詔書をしたためてその禁令を出せり
1b060a0123	茲にダニエルはその詔書を認めたることを知りて家にかへりけるがその二階の窓のヱルサレムにむかひて開ける處にて一日に三度づつ膝をかがめて祷りその神に向て感謝せり是その時の前よりして斯なし居たればなり
1b060b007b	斯りしかばその人々馳よりてダニエルがその神にむかひて祷りかつ求めをるを見あらはせり
1b060c01d1	而して彼ら進みきたり王の禁令の事につきて王に奏上して言けるは王よ汝は禁令をしたため出し今より三十日の内には只なんぢにのみ願事をなさしめ若し汝をおきて神または人にこれをなす者あらば凡てその者を獅子の穴に投いれんと定めたまへるならずやと王こたへて言ふ其事は眞實にしてメデアとペルシヤの律法のごとく廢べからざる者なり
1b060d00c6	彼らまた對へて王の前に言けるは王よユダの俘擄人なるダニエルは汝をも汝の認め出し給ひし禁令をも顧みずして一日に三度づつ祈祷をなすなりと
1b060e00ab	王この事を聞てこれがために大に愁ひダニエルを救はんと心を用ひ即ちこれを拯けんと力をつくして日の入る頃におよびければ
1b060f00c9	その人々また王の許に集ひきたりて王に言けるは王よ知りたまへメデアとペルシヤの律法によれば王の立たる禁令または法度は變べからざる者なりと
1b061000c0	是において王命を下しければダニエルを曳きたりて獅子の穴に投いれたり王ダニエルに語りて言ふ願くは汝が恒に事ふる神汝を救はんことをと
1b061100d2	時に石を持きたりてその穴の口を塞ぎければ王おのれの印と大臣等の印をもてこれに封印をなせり是ダニエルの處置をして變ることなからしめんためなりき
1b0612008a	斯て後王はその宮にかへりけるがその夜は食をなさずまた嬪等を召よせずして全く寝ることをせざりき
1b06130054	而して王は朝まだきに起いでてその獅子の穴に急ぎいたりしが
1b061400e7	穴にいたりける時哀しげなる聲をあげてダニエルを呼りすなはち王ダニエルに言けるは活神の僕ダニエルよ汝が恒に事ふる神汝を救ふて獅子の害を免れしむることを得しや
1b06150039	ダニエル王にいひけるは願くは王長壽かれ
1b061600de	吾神その使をおくりて獅子の口を閉させたまひたれば獅子は我を害せざりき其は我の辜なき事かれの前に明かなればなり王よ我は汝にも惡しき事をなさざりしなりと
1b061700ed	是において王おほいに喜びダニエルを穴の中より出せと命じければダニルは穴の中より出されけるがその身に何の害をも受をらざりき是は彼おのれの神を賴みたるによりてなり
1b06180114	かくて王また命を下しかのダニエルを讒奏せし者等を曳きたらせて之をその妻子とともに獅子の穴に投いれしめたるにその穴の底につかざる内に獅子はやくも彼らを攫みてその骨までもことごとく咬碎けり
1b0619008a	是においてダリヨス王全世界に住る諸民諸族諸音に詔書を頒てり云く願くは大なる平安なんぢらにあれ
1b061a00bd	今我詔命を出す我國の各州の人みなダニエルの神を畏れ敬ふべし是は活神にして永遠に立つ者またその國は亡びずその權は終極まで続くなり
1b061b00bd	是は救を施し拯をなし天においても地においても休徴をほどこし奇蹟をおこなふ者にてすなはちダニエルを救ひて獅子の力を免れしめたりと
1b061c0069	このダニエルはダリヨスの世とペルシヤ人クロスの世においてその身榮えたり
1b070100b2	バビロンの王ベルシヤザルの元年にダニエルその牀にありて夢を見 腦中に異象を得たりしが即ちその夢を記してその事の大意を述ぶ
1b0702007b	ダニエル述て曰く我夜の異象の中に見てありしに四方の天風大海にむかひて烈しく吹きたり
1b07030051	四箇の大なる獣海より上りきたれりその形はおのおの異なり
1b070400c6	第一のは獅子の如くにして鷲の翼ありけるが我見てをりしに是はその翼を抜とられまた地より起され人のごとく足にて立せられ且人の心を賜はれり
1b070500cf	第二の獣は熊のごとくなりき是はその體の一方を擧げその口の歯の間に三の脇骨を啣へ居けるが之にむかひて言る者あり曰く起あがりて許多の肉を食へと
1b0706009c	その後に我見しに豹のごとき獣いでたりしがその背には鳥の翼四ありこの獣はまた四の頭ありて統轄權をたまはれり
1b07070117	我夜の異象の中に見しにその後第四の獣いでたりしが是は畏しく猛く大に強くして大なる鐵の歯あり食ひかつ咬碎きてその殘餘をば足にて踏つけたり是はその前に出たる諸の獣とは異なりてまた十の角ありき
1b07080102	我その角を考へ觀つつありけるにその中にまた一箇の小き角出きたりしがこの小き角のために先の角三箇その根より抜おちたりこの小き角には人の目のごとき目ありまた大なる事を言ふ口あり
1b070900ff	我觀つつありしに遂に寳座を置列ぶるありて日の老たる者座を占めたりしがその衣は雪のごとくに白くその髮毛は漂潔めたる羊の毛のごとし又その寳座は火の熖にしてその車輪は燃る火なり
1b070a0099	而して彼の前より一道の火の流わきいづ彼に仕ふる者は千々彼の前に侍る者は萬々審判すなはち始りて書を開けり
1b070b00ab	その角の大なる事を言ふ聲によりて我觀つつありけるが我が見る間にその獣は終に殺され體を壞はれて燃る火に投いれられたり
1b070c0072	またその餘の獣はその權威を奪はれたりしがその生命は時と期の至るまで延されたり
1b070d00ae	我また夜の異象の中に觀てありけるに人の子のごとき者雲に乗て來り日の老たる者の許に到りたればすなはちその前に導きけるに
1b070e00a8	之に權と榮と國とを賜ひて諸民諸族諸音をしてこれに事へしむその權は永遠の權にして移りさらず又その國は亡ぶることなし
1b070f007b	是において我ダニエルその體の内の魂を憂へしめわが腦中の異象のために思ひなやみたれば
1b07100096	すなはち其處にたてる者の一箇に就てこの一切の事の眞意を問けるに其者われにこの事の解明を告しらせて云く
1b07110045	この四の大なる獣は地に興らんとする四人の王なり
1b07120066	然ど終には至高者の聖徒國を受け長久にその國を保ちて世々限りなからんと
1b071300de	是において我またその第四の獣の眞意を知んと欲せり此獣は他の獣と異なりて至畏ろしくその歯は鐵その爪は銅にして食ひかつ咬碎きてその殘餘を足にて踏つけたり
1b07140114	此獣の頭には十の角ありしが其他にまた一の角いできたりしかば之がために三の角抜おちたり此角には目ありまた大なる事を言ふ口ありてその状はその同類よりも強く見えたり我またこの事を知んと欲せり
1b0715004b	我觀つつありけるに此角聖徒と戰ひてこれに勝たりしが
1b0716008a	終に日の老たる者來りて至高者の聖徒のために公義をおこなへり而してその時いたりて聖徒國を獲たり
1b07170090	彼かく言り第四の獣は地上の第四の國なり是は一切の國と異なり全世界を并呑しこれを踏つけかつ打破らん
1b071800a5	その十の角はこの國に興らんところの十人の王なり之が後にまた一人興るべし是は先の者と異なり且その王三人を倒すべし
1b071900cf	かれ至高者に敵して言を出しかつ至高者の聖徒を惱まさん彼また時と法とを變んことを望まん聖徒は一時と二時と半時を經るまで彼の手に付されてあらん
1b071a0051	斯て後審判はじまり彼はその權を奪はれて終極まで滅び亡ん
1b071b00b4	而して國と權と天下の國々の勢力とはみな至高者の聖徒たる民に歸せん至高者の國は永遠の國なり諸國の者みな彼に事へかつ順はんと
1b071c007e	その事此にて終れり我ダニエルこれを思ひまはして大に憂へ顔色も變りぬ我この事を心に蔵む
1b08010075	我ダニエル前に異象を得たりしが後またベルシヤザルの第三年にいたりて異象を得たり
1b080200ab	我異象を見たり我これを見たる時に吾身はエラム州なるシユシヤンの城にあり我が異象を見たるはウライ河の邊においてなりき
1b080300c9	我目を擧て觀しに河の上に一匹の牡羊立をり之に二の角ありてその角共に長かりしが一の角はその他の角よりも長かりきその長き者は後に長たるなり
1b08040108	我觀しにその牡羊西北南にむかひて牴觸りけるが之に敵ることを得る獣一匹も無くまたその手より救ひいだすことを得る者絶てあらざりき是はその意にまかせて事をなしその勢威はなはだ盛なりき
1b080500cc	我これを考へ見つつありけるにて一匹の牡山羊全地の上を飛わたりて西より來りしがその足は土を履ざりきこの牡山羊は目の間に著明しき一の角ありき
1b08060096	此者さきに我が河の上に立るを見たる彼の二の角ある牡羊に向ひ來り熾盛なる力をもて之の所に跑いたりけるが
1b0807011d	我觀てあるに牡羊に近づくに至りて之にむかひて怒を發し牡羊を撃てその二の角を碎きたるに牡羊には之に敵る力なかりければこれを地に打倒して踏つけたり然るにその牡羊をこれが手より救ひ得る者あらざりき
1b080800b1	而してその牡山羊甚だ大きくなりけるがその盛なる時にあたりてかの大なる角折れその代に四の著明しき角生じて天の四方に對へり
1b08090087	またその角の一よりして一の小き角いできたり南にむかひ東にむかひ美地にむかひて甚だ大きくなり
1b080a0066	天軍におよぶまでに高くなりその軍と星數箇を地に投くだしてこれを踏つけ
1b080b006f	また自ら高ぶりてその軍の主に敵しその常供の物を取のぞきかつその聖所を毀てり
1b080c008d	一軍罪の故によりて常供の物とともに棄られたり彼者はまた眞理を地に擲ち事をなしてその意志を得たり
1b080d013b	かくて我聞に一箇の聖者語ひをりしが又一箇の聖者ありてその語ひをる聖者にむかひて言ふ常供の物と荒廢を來らする罪とにつきて異象にあらはれたるところの事聖所とその軍との棄られて踏つけらるる事は何時まで斯てあるべきかと
1b080e007e	彼すなはち我に言けるは二千三百の朝夕をかさぬるまで斯てあらん而して聖所は潔めらるべし
1b080f007e	我ダニエルこの異象を見てその意義を知んと求めをりける時人のごとく見ゆる者わが前に立り
1b08100090	時に我聞にウライ河の兩岸の間より人の聲出て呼はりて言ふガブリエルよこの異象をその人に暁らしめよと
1b081100c0	彼すなはち我の立る所にきたりしがその到れる時に我おそれて仆れ伏たるに彼われに言けるは人の子よ暁れ此異象は終の時にかかはる者なりと
1b08120081	彼の我に語ひける時我は氣を喪へる状にて地に俯伏をりしが彼我に手をつけて我を立せ言けるは
1b0813006f	視よ我忿怒の終に起らんところの事を汝に知せん此事は終末の期におよびてあらん
1b08140051	汝が見たるかの二の角ある牡羊はメデアとペルシヤの王なり
1b08150063	またかの牡山羊はギリシヤの王その目の間の大なる角はその第一の王なり
1b08160099	またその角をれてその代に四の角生じたればその民よりして四の國おこらん然ど第一の者の權勢には及ばざるなり
1b08170087	彼らの國の末にいたり罪人の罪貫盈におよびて一人の王おこらんその顔は猛惡にして巧に詭譎を言ひ
1b081800bd	その權勢は熾盛ならん但し自己の能力をもて之を致すに非ずその毀滅ことを爲は常ならず意志を得て事を爲し權能ある者等と聖民とを滅さん
1b081900cf	彼は機巧をもて詭譎をその手に行ひ遂げ心にみづから高ぶり平和の時に衆多の人を打滅しまた君の君たる者に敵せん然ど終には人手によらずして滅されん
1b081a007e	前に告たる朝夕の異象は眞實なり汝その異象の事を秘しおけ是は衆多の日の後に有べき事なり
1b081b00d5	是において我ダニエル疲れはてて數日の間病わづらひて後興いでて王の事務をおこなへり我はこの異象の事を案ひて駭けり人もまたこれを暁ることを得ざりき
1b09010066	メデア人アハシユエロスの子ダリヨスがカルデヤ人の王とせられしその元年
1b090200e1	すなはちその世の元年に我ダニエル、ヱホバの言の預言者ヱレミヤにのぞみて告たるその年の數を書によりて暁れり即ちその言にヱルサレムは荒て七十年を經んとあり
1b09030084	是にかいて我面を主ヱホバに向け斷食をなし麻の衣を着灰を蒙り祈りかつ願ひて求むることをせり
1b090400c9	即ち我わが神ヱホバに祷り懺悔して言り嗚呼大にして畏るべき神なる主自己を愛し自己の誡命を守る者のために契約を保ち之に恩惠を施したまふ者よ
1b0905006c	我等は罪を犯し悖れる事を爲し惡を行ひ叛逆を爲して汝の誡命と律法を離れたり
1b090600a2	我等はまた汝の僕なる預言者等が汝の名をもて我らの王等君等先祖等および全國の民に告たる所に聽したがはざりしなり
1b09070144	主よ公義は汝に歸し羞辱は我らに歸せりその状今日のごとし即ちユダの人々ヱルサレムの居民およびイスラエルの全家の者は近き者も遠き者も皆汝の逐やりたまひし諸の國々にて羞辱を蒙れり是は彼らが汝に背きて獲たる罪によりて然るなり
1b0908008a	主よ羞辱は我儕に歸し我らの王等君等および先祖等に歸す是は我儕なんぢに向ひて罪を犯したればなり
1b09090060	憐憫と赦宥は主たる我らの神の裏にあり其は我らこれに叛きたればなり
1b090a00a8	我らはまた我らの神ヱホバの言に遵はずヱホバがその僕なる預言者等によりて我らの前に設けたまひし律法を行はざりしなり
1b090b00f0	抑イスラエルの人は皆汝の律法を犯し離れさりて汝の言に遵はざりき是をもて神の僕モーセの律法に記したる呪詛と誓詞我らの上に斟ぎかかれり是は我らこれに罪を獲たればなり
