2800000005	Matai
340412003f	Ingiese ta enezighan kielienghala nieniedene surughazhi kielie.
3405010044	Gaijiula, ene shiqin giezhe fashen giekui tande xin huaiku biyo uwo.
340502004d	Ezhanni udushi ghughei xienidei ireku mutun mejie dakude irekui ta qinchu wo.
3405030098	Kunla "Pinnan wo, yama shiqin uwo." giezhi kieliekude menzhali hhelade zeinan kuzhi irene. Biereila kewosi olukude otuku niekielien wo. Kiema anda dane.
3405040053	Gaijiula, ingieseye ta kharanide uwo. Hhe ireku udu tande ghughei mutun ulie irene.
340505005b	Ta manshi gonni kewosi, uduni kewosi wo. Matanshi xieninughun pusho, kharaninughunye pusho.
340506003d	Ingiese matan kunla mutun bu hhunturadene goude jinxin gieye.
3405070043	Hhunturachen kun xienidei hhunturane. Sudochen kun xienidei sudone.
340508006f	Matanshi udunughun wo, indan jinxin gieye. Xianxin gieku, oreku kuijiani musizhi jiuiku xiwonni toukuini zhoye.
3405090056	Huda mai sunghuse faine ese giezho. Mai Ezhan Ersa Mexihai tungo giezhi jiuine giezho.
34050a0072	Ersa Mexiha matande oluzhi duya ijiese bugon matan amitu kun, fugusan kun man hheghala hhantu udu daoghane giezho.
34050b004e	Ingiese ta chan gieku mutun nieniedene surughazhi kieliezhi nieniene hendagha.
34050c0075	Gaijiula, bijien tai xiahua gieye, tande oluzhi khishulasan kunlai zunji. Hhela Ezhanyi miende tai gonjizhi sughazho.
34050d005c	Hhela giesan wilieni yenyinghala ta hhelade orezhi goude zunzhun gie. Ta nienierene heqishi.
34050e00a2	Gaijiula, bijien pse tande sughazhi kielieye, hhe lansunlade jingao gie, danzi widasan kunlade hunlazhi kielie, zhoreliesan kunlai fei, soyuji kunlade rennai gie.
34050f006a	Ta kienliuzhe ijinyo doghunnide doghunni bu kharei. Nieniedene, ashighalade gouni giekude chan xiacha gie.
340510000f	Ta chan bayasu,
3405110016	bu beidene onxian gie,
3405120056	yan shiqindeliuzhe mafan kielie. Eneshi Mexiha Ersai sudoro tande olusan Hudai isi wo.
340513001a	Shenlinni wiliei bu danla.
340514002a	Hudai kielienyi kieliese uzhezhi bu xinie.
3405150027	Yandeliuzhe shiizhi uzhe, gounii barei,
340516001f	shiheni doghunnise gholode bei.
340517009f	Pinnan ogisan Huda qinsi tai zhengiejia zhiguitu gholugha gie. Mai Ezhan Ersa Mexiha irekude tai ruhher, jinshen, beyei man bouizhi yama kieliekui widagha gie.
3405180031	Tai urusanshi kekaoni wo. Hhe ijinyo chenjighane.
3405190025	Gaijiula, bijiende oluzhi onxian gie.
34051a0027	Zhughesene jien gaijiulade kielien asa.
34051b005f	Bi Ezhanyi niereghala tande minlin xiaiye. Ene xinni soyuji gaijiulade man onshizhi chenliegha.
34051c0033	Mai Ezhan Ersa Mexihai nenjien tanre hhantu bi gie!
350000000e	2 Qiesalonijia
350101006c	Baolo, Seila, Qimotai ghurulie mai Ada Huda, Ezhan Ersa Mexihai miendedu Qiesalonijiai jiohuide xin huaizho.
350102003e	Mai Ada Huda, Ezhan Ersa Mexiha tande nenjien, pinnan ogi gie!
350103008d	Gaijiula, bijien tande oluzhi Hudade chan mafan kieliese indanji wo. Tai xianxin gieku zhughe fugiedazhi, nieniedene oreku zhugheye olodozho.
350104007f	Bijien Hudai jiohuilade tai kuaizhi kieliezho. Ta olon heiku, kunnanni penjikude rennai giezho, xianxin giekuni goude bareizho.
3501050076	Eneshi Huda gundande panjikui zhenmin giezho. Hudai gojiade oluzhi tai shouku gieghazhi Hudai gojiade peighane giezho.
3501060043	Hudashi gundanni wo. Tai biisan kunlai Huda biikughala bouin giene.
350107007f	Ta shouku giesan kunlai bijienre hhantu pinnanshighane. Ezhan Ersa nenlitu qienxienghalane asiman jierese khan dunda xienjikude
350108004f	Hudai tani dasan kun, mai Ezhan Ersani gouxioxini ulie shunjichen kunlai faine.
3501090052	Ezhan enelai faizhi meliesene, famatu nenlisene likai gieghadene chanqi widaghane.
35010a00a3	Ezhan ireku hhe udude hhei shentula, jien xianxin giesan kunla man hhei ghudure wo giezhi kuaine. Taye hhelai dunda wine. Bijien ganzhen beisanyi ta xianxin giewo.
35010b00c5	Enende oluzhi bijien tande chan onxian giezho. Mai Huda tai urusan mujide tai peigha gie. Huda nenlighalane tai gounide olusan duran, pse xianxin giekughala giesan wilielani man chengun olugha gie.
35010c007c	Ingiese mai Ezhan Ersai niere zhao mai Huda, Ezhan Ersa Mexihai nenjienghala tai jiere famashine, taye hhei jiere famashine.
350201006d	Gaijiula, mai Ezhan Ersa Mexiha pse irekude, matan hhei melie hhantulakude oluzhi tai xiahua giezhi kielieye.
35020200b2	Ezhanni udu ijin kuzhewo giezhi kunla kieliese ta suibien bu gojioluzhi bu jinda. Hhelade kenen Shenlin mejieghazho, loushila jianjizho, pse shitulai xin wo giezhi maochun giene.
3502030098	Hhela yan banfaghala piendaliuzhe goyane bu piendagha. Hhe uduse melie panjio gieku shiqin wine. Pse zuihoude widaku hhe fugie zuitu xienjizhi khizhene.
3502040092	Hhe irese kunla huda wo giezhi urusanlase, kunla beiisan shihenilase duizhi goyane hhelase fugiede uzhene, da mechide souzhi goyane Huda wo giene.
350205003d	Bi tanre hhantu bikude kieliesan ene shiqinlani ta jila danu?
3502060059	Ede hhe fugie zuituni yan duisei ta mejiene. Shihouni kuzhese hhei xienjizhi khizheghane.
350207004d	Hhe fugie zuitu ijin jizide wilie giezho. Duisan hhe widatula ingiezhi giene.
3502080075	Ingiedene hhe fugie zuitu xienji khizhene. Ezhan Ersa amanne hoghala hhei widaghane, ireku gonqighala hhei fugughane.
3502090069	Hhe fugie zuitu irese Ibilisini wiliei giezhi yanyanji nenlitu shiqin, ghudureqi, jia fugie shiqin giene.
35020a0075	Pse widaku kunlai jiere yanyanji gou wini piendaku shiqinlai giene. Enela jiuiku zhendaode xiqi wizhi ese jienliezho.
35020b004f	Ene yenyin jiere Huda hhelade codaku zhughe olon ogizhi jiani xianxin gieghawo.
35020c0059	Ingiedene zhendaoni xianxin uye giezhi gou winide xiqi bisan hhe kunlade man zui jinjine.
35020d00ae	Ezhan oresan gaijiula, tande oluzhi bijien Hudade chan mafan kieliekuni wo. Huda eqighanse tai sunghuzhi Shenlinghala zhiguishighadene zhendaoni xianxin gieghazhi tai jiuiwo.
35020e0073	Bijien chonjisan gouxioxighala Huda tai uruzhi jiuiwo. Ingiese mai Ezhan Ersa Mexihani famai tande ireghane giezho.
35020f0064	Ingiese gaijiula, ta beizhi undanla. Bijien kielien, xinghala tande sughasan daolini ta goude barei.
3502100083	Mai Ezhan Ersa Mexiha goyane, matande orezhi nenjienghalane mai chanqi sidaghazhi kieliesan, pse gou xiwon ogisan mai Ada Hudaghala
3502110066	tai sidaghazhi kielie gie. Pse ta shiheni gou wilie giezhi gou kielien kieliekude tande nenli ogi gie.
3503010095	Gaijiula, zuihoude kielieye, ta bijiende ingiezhi onxian gie, tai dundashiku mutun Ezhanyi kielienyi gochude ghujighan chonji keidene famashigha gie.
350302004f	Mouxien kun, doghun kunlase bijienyi jiui gie. Ene xinyanshi dajianughun pusho.
350303003a	Ezhanshi kekaoni wo, tai khiduzheghazhi doghunnise bouine.
350304005c	Bijien Ezhanyi miende tai xianxin giezho. Bijien tande fenfulasanyi ta giezho, ihouye giene.
350305004e	Ezhan tai zhughei uduruzhi Hudai orekude, Mexihani rennai giekude echigha gie!
350306008c	Gaijiula, mai Ezhan Ersa Mexihani niereghala tande minlin xiaiye, langande giezhi bijien chonjisan daolini ulie zunjisan gaijiulase gholodo.
3503070068	Bijienyi daghazhi indan matui giekuni ta goyane mejiene. Bijien tai dunda bikude langanrazhi ese giezho.
3503080070	Kunlai budanyi belien ese ijiezho. Tande achan ulie ogine giezhi xieni udu wilie giezhi khishulazhi ku shouizho.
350309005f	Eneshi bijiende qienli wikuni pusho, taye bijien mutun gie giezhi bijien tande yanzi uzheghawo.
35030a0065	Bijien tai hhende bikude kien wilie ulie giene giese budan bu ijie giezhi tande minlin xiaizhi daowo.
35030b0068	Bijien chenliese tai dunda niezhan kunla langanrazhi wilie ulie giene. Da ulie gonjiku shiqinyi gonjine.
35030c007d	Bijien Ezhan Ersa Mexihani miende ene izhun kunlade minlin xiaizhi sughazhi kielieye, undande wilie giezhi goya budanne ijie.
35030d0031	Gaijiula, ta gouni giekude zhughene bu sularagha.
35030e0060	Kien bijienni ene xin jieredu kielienyi ulie chenliese hhei zhiidene laiwon bu giezhi shizhegha.
35030f004c	Ingieliuzhe hhei duitou bu danlagha. Gaijiune mutun uzhezhi sughazhi kielie.
3503100075	Pinnan ogisan Ezhan qinsi yan shiqindeliuzhe suishisui tande pinnan ogi gie. Ezhan chan ta ashighalare hhantu bi gie!
350311006a	Bi Baolo qinsi huaizhi kielien asazho. Mini alinie xin jiereliuzhe bi nierene ingiezhi huaizhi hao giezho.
3503120038	Mai Ezhan Ersa Mexihani nenjien tanre man hhantu bi gie!
3600000009	1 Qimotai
3601010067	Mai jiuichen Huda, matan xiwon giesan Mexiha Ersai minlinyi zunjizhi Mexiha Ersade shitu danlasan Baolo
360102008c	xinyan jiere made zhenzhen kewon danlasan Qimotaide xin huaizho. Huda Ada, mai Ezhan Mexiha Ersa chade nenjien, ubali xiiku, pinnan ogi gie!
360103007b	Bi Maqidunde echikude chade goude fenfulazhi Ifusode feilieghakushi niezhan kunla psedu daolii surughase bu surugha giezho.
36010400ba	Pse yama genzi witu guhuade, ulie baraku xienrenlai niere jilasande hhelai izhigie bu miigha giezho. Ene shiqinlade zi jianjindune, xinyanghala chengun oluku Hudai jihuade yama zoin uwo.
360105006d	Bi surughasan daolini mujishi oreku wo. Ene orekushi ganjin zhughe, gou lianxin, jia witu xinyanse khizhezho.
3601060049	Niezhan kunla enezighanse wiruladene yama biyo witu jianjindukude echiwo.
3601070076	Hhela jinwun loushi danlane giezhoma, goya yan kieliesanne ulie mejiene, kenjin giezhi ijien qilasanneye ulie mejiene.
3601080032	Guijinni heshide injise gouni bikui matan mejiene.
36010900a8	Guijinni gou kunde ese jinjizho. Mouxien kun, kielienyi ulie chenliechen, zhigui witu, zui fanjichen, zannanni giechen, hharamu giechen, ana adane alachen, kun alachen,
36010a0094	lon kijiechen, tunxinlien giechen, kun huichen, ghudan kieliechen, jiani fayen giechen, pse olusan daolini duizhi yanyanji giechen kunlade jinjizho.
36010b005c	Ene olusan daolishi famatu gouxioxise iresan wo. Enei indan doulaku Huda made jiuizhi ogiwo.
36010c007d	Made nenli ogisan mai Ezhan Mexiha Ersade bi mafan kieliezho. Hhe mii xianxin giedene nanpei giezhi goyadene wilie gieghazho.
36010d008b	Eqighandei bishi Mexihai sugiechen, heichen, qifulachen wo. Ingieliuzhe Huda made ubali xiikushi bi xianxin ese giekude mejie dazhi giezho.
36010e006a	Mai Ezhan made nenjien texien olon ogizho. Ingiese Mexiha Ersai miende made xinyan, oreku olodozhi moizho.
36010f008b	Mexiha Ersa duyade zuirenlani jiuile irewo giesan ene kielienyi xianxin giezhi man jienliekughon wine. Bishi zuiren dunda zui mouxienni wo.
36011000b2	Eneshi Ezhan made ubali xiisan yenyin wo. Mexiha Ersa bi ene zui mouxien kunni jiere hende rennai giezhi yanzi uzheghakushi khuinashi xianxin giechen kunlade chanqiku amin ogine.
3601110069	Hhe chanqiku Honshan, ulie fuguku, chanla daku, zi niekozi Hudade zhigui, kuaikui chanqi izhi ogi. Amine!
3601120096	Mii kewon Qimotaiya, zhao melieshida kunla Hudai kielienyi deilazhi chade kieliesan mutun bi ene minlinni chade ogiye. Hhe kielienghala gou zhan eghi.
3601130070	Xinyanne goude bareizhi lianxin bu ghudanduzhi zhan eghi. Niezhan kunla lianxinne ghudandudene xinyanni ghaluwo.
360114007d	Hhelai dunda Ximinai, Yalishanda wo. Bi hhelai ijin Ibiliside jiuiwo. Ingiese hhelai kufurei ulie fanjikuni surughane giezho.
360201008b	Ingiese bi chade sughazhi kielieye. Xien soyuji kunlade oluzhi xiahua giezhi onxian gie. Deilazhi kunlade qitao giezhi Hudade mafan kielie.
360202007b	Honshanlade, qienli bichen kunlade ingiezhi gie. Ingiese matan xienliande donzhende giezhi nanran pinnande udu dao shidane.
360203002c	Eneshi gouni wo. Mai jiuichen Huda bayasune.
3602040036	Hhe kunlai man jiuizhi zhendaoi mejieghaku duran wine.
3602050065	Hudashi nie wo. Huda, kunghalai dundaye zinie dundadu kun wo. Hheshijiu Mexiha Ersa wo, kunye enbene.
3602060069	Hhe soyuji kunlade oluzhi goyane shuiku jiage danlawo. Heshini shihou kuzhese ene shiqinde zhenmin giewo.
36020700a7	Ene shiqinde oluzhi mii nanpei giezhi chonjichen kun, shitu danlaghazho. Niman kunlade loushi danlaghazhi xinyan, zhendaoni surughazho. Eneshi ghudan pusho, shuhua wo.
3602080073	Ingiese mii xiwonshi ere kunla hokuzhi bu jianjindudene zhiguitu khane zhadeighazhi alinie orondeliuzhe onxian gie.
3602090083	Oqitu kunlaye heshighan dabala. Shizherezhi jinchende musi. Usunne bienjizhi antan, zhubaoghala, fugie jiagetu jienghala bu dabala.
36020a006c	Goyane gouni giekughala dabala. Ingiezhi giese goyane Hudai zunjine giezhi kieliesan oqitu kunlade heshi wo.
36020b0037	Oqitu kunla indan goude shunjizhi nanrande surukuni wo.
36020c005c	Oqitu kunla surughane, ere kunyi gonjine giese bi tunyi uwo. Oqitu kunla indan nanranshigha.
36020d0048	Bi ingiezhi kieliekushi Huda xien Adanyi zhayaghadene Hhawai zhayaghawo.
36020e003a	Miisanshi Adan pusho, biereini miidene zui dunda oroghawo.
36020f0065	Ingieliuzhe oqitu kunla goyane guizhi xianxin gieku, oreku, zhiguini izhi giese kewosi laizhi jiuine.
3603010050	"Kien jiohuini lindao danlaku duralase gou wilieni neiizho." Ene kielien oluzho.
36030200d1	Lindao danlachen kun goyane kunlai yama ulie kielieghane, zi niekozi biereide zhanguiji danlane, goyane kunzhi giene, jinxin giene, kunla man zunzhun giene, zhochenlai goude jienliene, kunlade goude surughane,
3603030060	jiugui ulie danlane, kun ulie eghine, renyi wo, kunlaghala ulie zhenjindune, baerni ulie neiine,
3603040055	giene goude gonjizhi kesilane yan shiqindeliuzhe goude zunzhun gieghazhi shunjighane.
360305003e	Nie kun giene gonji ulie mejiese Hudai jiohuini matugie guine?
3603060073	Munie xianxin giesan kun lindao danlase ulie olukushi goyane fugiede uzhedene Ibilisini faiku dunda orokuse ayizho.
360307007b	Lindao danlase ghadaneshiku kun dundaseye gou minshen kerene. Ingiese kunlai ulie sugieghane, Ibilisini onde ulie oroghane.
360308008f	Jiohuide gonjia danlane giechen kunye niekielien wo. Hhei kunla zunjine, ghudan ulie kieliene, jiu hende ulie ochine, baerni tanxin ulie giene,
360309002e	gou lianxinghala xinyanni mimii goude bareine.
36030a0052	Ene kunlai xien shiizhi uzhene. Kunla yama kieliekui uwoshi cai gonjia danlaghane.
36030b0084	Biereilaye niekielien wo. Hhelai kunla zunjine, hhela xienhua ulie kieliene, goyane kunzhi giene, yan shiqindeliuzhe shixinde giene.
36030c005a	Gonjia danlachen kun nie biereide zhanguiji danlazhi kesilane, gielane goude gonjikuni wo.
36030d0076	Gonjiani wiliei goude giesan kun gou minshende khireine. Pse Mexiha Ersani xianxin gieku xinyan jiere danzi fugiedane.
36030e0041	Bi chii hhende eqighan ireku duran winema, ene xinni chade huaise
36030f0074	bi udazhi ireliuzhe Hudai giede matugie giekui mejiene. Ene gieshi chanqiku Hudai jiohui, zhendaoni tuhua, jichu wo.
3603100100	Matanyi xinyanni mimi chijia wo. Enende yama kieliekuni uwo. Hhe kunni beyeghala khizhewo. Shenlin ganzhen beizhi hheshi gundanni wo giezho. Qienxienla hhei chanlawo. Hhei olon minzulade chonjidene Duyani kunla xianxin giewo. Famani dunda jienlie khireiwo.
3604010074	Ihou kuse kunla miiku ruhherni, sheitan surughakuni daghazhi xinyanse likai giene giezhi Shenlin mindamin kieliezho.
3604020068	Ene sughakushi ghudanchii jianise irezho. Ene izhun kunlai lianxinshi qiemughala shirasan niekielien wo.
36040300c0	Hhela bierei bu agi, oqin bu dafala giezho. Niezhan ijiekulai bu ijie giezhoma, ijiunishi Huda zhayaghasan wo. Zhendaoni xianxin giezhi minbai olusan kunla Hudade mafan kieliedene ijiekuni wo.
360404005c	Huda zhayaghasanshi man gouni wo, Hudade mafan kieliedene jienliese ulie kerekuni nieda uwo.
360405002f	Hudai kielienji onxian giekughala zhiguishizho.
3604060083	Chi ene shiqinlai gaijiulade surughase xinyanni daoli jiere, chi daghasan gou daoli jiere fugiedazhi Mexiha Ersai gou hoji gholune.
3604070063	Duyani bixin kielien, yama ibari witu chonjisan kielienlase pii. Hudai miende zhughene donlien gie.
3604080094	Beyedene donlien giese haochu choghon woma, Hudai miende donlien giese gofanmiende haochu olon wo. Duyade gouni ogine, houshideye gouni ogine giesan
3604090037	ene kielienshi shuhua wo, ashighala jienliekughan wine.
36040a00a2	Enende oluzhi matan khishulazhi xiacha giezho. Ingiekushi mai xiwon chanqiku Hudade wo. Hheshi soyuji kunlai jiuichen, tebieshi xianxin giesan kunlai jiuichen wo.
36040b0033	Chi enezighan shiqinlai kunlade fenfulazhi surugha.
36040c008e	Chi nasunchighanshi kunlai meilade bu uzhegha. Kielien kielieku, gieku, oreku, xinyan, ganjin fanmiende xianxin giechen kunlade yanzi uzhegha.
36040d0058	Bi iretula chi libai giekude jinwunni kunlade onshiku, jianjiku, surughakuni xiacha gie.
36040e008f	Huda chade ogisan nenjienni suibiende bu uzhe. Ene mureshi zhanlaola chii jiere khane teizhi onxian giekude Hudai kielienyi deilazhi ogisan wo.
36040f005d	Enezighan shiqinlade zhughene teizhi goughande giedene goyane hendasanyi ashighalade uzhegha.
360410008f	Chi goyane xioxin gie, kunlade surughakuniye xioxin gie. Chi enelai izhi zhazhen giezhi giese chi, chii kielienyi chenliesan kunlai man jiuine.
360501006b	Oqio kunlai hende bu kielie. Goya adane wo giezhi goude kielie. Nasuchighan kunlai goya jiune mutun kielie.
360502007b	Oqiolusan biereilai anane mutun kielie. Nasunchighan oqitu kunlai eghechijiune mutun zhughene ganjinde teizhi goude kielie.
360503002a	Yama witu guafulai laba giezhi zhaogu gie.
3605040073	Guafude kewon sunzi bise xien giedene xioshun olukui sughazhi ada anane qinni beigha. Eneshi Hudai bayasughakui wo.
360505003a	Yama witu guafula Hudade kouizhi xieni udu onxian gienema,
3605060046	hhe zhonmun xianshou giesan guafula amitu woma, fugusan niekielien wo.
360507004a	Chi ene shiqinlai hhelade fenfulazhi hhelade yama kielieku witui gholugha.
3605080071	Kun qingune ulie gonjizhi tebieshi giene ulie gonjise xinyanni bendazho, xianxin ulie giesan kunde dou ulie kune.
3605090054	Guafui denji giese nasunni bixishi 60 olune, nie ere kunde bierei danlasanni sanane.
36050a00eb	Pse gou wilieni giesan zhenji kerene. Bilazhi kieliese, kesilai laizhi fugiedaghawo, zhochenlai jienliewo, Hudai xianxin giesan kunlai konni waghazhi ushilawo, kunnan penjisan kunlade banman giewo, yanyanji gou wiliede lilian khighawo.
36050b006c	Nasunchighan guafulade denji giezhi bu ogi. Enelade nefuxin Mexihade orekuse olodose loujide khireine giene.
36050c0045	Ingiese hhelade zui jinjikushi deiqikude yenjisan kielienne bendazho.
36050d00a8	Pse hhela go gielade han toreizhi langan xigon gholuwo. Zinie langanraku pusho, da xienhua kieliezhi ulie gonjiku shiqinyi gonjine, ulie kielieku kielienlaiye kieliene.
36050e007a	Ingiese mii duranshi nasuchighan biereila jiehun giedene kewosi oluzhi gie lai. Duitou matai sugiekuni ereizhi bu olu gie.
36050f003f	Ede niezhan guafula ijin guidaose khireidene Ibilisini daghawo.
3605100078	Xianxin giesan biereilani jiawude guafu bise jiohuide achan bu ogi. Ingiese yama wiku guafude jiohui banman gie shidane.
3605110089	Jiohuini goude gonjisan zhanlaoni indan shonpeide zunjikuni wo. Yuqishi xinku giezhi daoli jianjisanlade, sughasanlade genjia giekuni wo.
360512007c	Enei jinwun jiere kieliezho, "Fughe tughon yanchikude zuilun bu zhogha." Pse kieliezho, "Wiliechi gunzi bareise indanji wo."
360513003f	Zhanlaoni zhase ghua ghuran kunni zhenjii kere, pse bu jienlie.
3605140044	Kien zui fanjise dajialai melie kheila. Ingiese psedu kunlaye ayine.
3605150099	Bi Huda, Mexiha Ersa, sunghusan qienxienlai melie tai goude fenfulaye. Enezighan kielienlai pienxin bu giezhi goude zunji. Yan shiqin giese gundande gie.
3605160077	Khane teidene onxian giezhi zhanlao xienjikude suibiende bu gie. Kunla fanzui giekude bu hhantula. Goyane ganjinde bei.
3605170052	Chii wide oluzhi pse chan giemerekude oluzhi gon usu bu ochidene jiuye gouji ochi.
3605180064	Niezhan kunlai zui minxien wo, xien panjine. Niezhan kunlai zui khuinashi cai xienjighazhi khizhene.
3605190048	Niekielien wo. Gou wilielaye minxien wo. Minxien uwoliuzhe niuigha dane.
3606010076	Hoji danlasan kunla man loubanne zhughesene goude zunjikuni wo. Pse Hudai nierei, matan sughasan daolii kunla sugiene.
36060200ea	Hhei loubanshi xianxin giesei enbese gaijiu wo giezhi meilade uzhese ulie olune. Khareizhi genjia goude zunji. Qingiezhi goude giese xianxin giesan kunlade, oresan gaijiulade haochu wine. Enezighanni chi kunlade goude kieliezhi sugha.
3606030068	Kien mai Ezhan Ersa Mexihani gou kielienni, xienliantu daolini ulie jienliezhi pseshiku daolini chonjise
360604009c	hhe goyane fugiede uzhezhi yama ulie mejiene, zhonmun uroui asazhi jianjindukude xiqi wo. Ingiese dubiliene, jianjindune, beimiende sugiene, hu inxin giene.
3606050078	Hhelai zhughe fuzhi sudoroni zhendao uwo, izhi ulie beidene onghonodune. Hhela jiomunni baer zhenjiku banfa danlaghazho.
3606060039	Ingiezhoma, kun zhigan giese jiomunshi haochu fugieni wo.
3606070044	Matan duyade yama agizhi ese irezho, fuguseye yama agizhi echi dane.
3606080034	Matande ijieku musikui bise indan zhigan giekuni wo.
3606090078	Facailane giesan kunlai miizhi onde orone. Yanyanji bixin, heiku duranla hhelai miidene qida oluku, barakude anda bouwo.
36060a008b	Baerni tanxin giekushi shiheni doghunni genzi wo. Kunla baerde oluzhi xinyanse likai giedene yanyanjide munan giezhi zhugheni hende otuzho.
36060b0074	Ingiezhoma, chishi Hudai kun wo, enezighan shiqinlase piidene gouni, xienlian, xinyan, oreku, rennai, renyini dagha.
36060c00a2	Chi xinyandene gou zhan eghizhi goyadene chanqiku aminni barei. Chii zhen enende urusei wo. Chi olon ganzhen beisan kunlai melie ene xinyanni goude chenren giewo.
36060d006e	Bi soyujilade amin ogisan Hudai melie, Benjiu-Biladode goude ganzhen beisan Mexiha Ersai melie chii fenfulaye.
36060e0068	Chi mai Ezhan Ersa Mexiha pse xienjighatula ene minlinyi onqiende zunjizhi yama kheilaku witui gholugha.
36060f0092	Heshini shihou kuzhese hhe indan doulakuni, zinie qienli winetu, honshan dundadu Honshan, ezhan dundadu Ezhan Mexiha Ersai xienjighazhi uzheghane.
36061000ae	Zinie hhe ibeizi ulie fugune, kun shigha daku gon dunda souzho. Kiema hhei chujieghezhi ese daozho, ye chujieghe dane. Zunzhun gieku, pse chanqiku qienlini hhende ogi. Amine!
36061100b3	Chi ene duya jieredu bayan kunlai fenfulazhi goyane fugiede bu uzhe gie. Undan witu baerni bu koui, zinie shihenii zhengiejia olonde ogizhi mai xianshou gieghasan Hudade koui gie.
3606120057	Pse hhelai gouni giegha. Gou shiqinyi olon giegha. Dafande giezhi chan kunlade ogi gie.
3606130066	Ingiese goyadene oluzhi jianlaide boubei sunjizhi undan jichu daidene zhenzhenji aminyi barei shidane.
3606140087	Qimotaiya, chade kouisanlai chi goude baohu gie. Pse duyani ibari witu kielienlase, goyane zhendaoi mejiene giezhi jianjindukulase pii.
3606150054	Niezhan kunla imutui daghadene xinyanse wirulawo. Hudai nenjien tanre hhantu bi gie!
3700000009	2 Qimotai
3701010065	Hudai isighala Mexiha Ersade shitu danladene Mexiha Ersa dain giesan aminde oluzhi wilie giesan Baolo
3701020072	oresan Qimotai kewondene xin huaizho. Ada Huda, mai Ezhan Mexiha Ersa chade nenjien, ubali xiiku, pinnan, ogi gie!
370103008c	Bi xieni udu onxian giekude ese beidene chii sumulazhi Hudade mafan kieliezho. Hheshi bi xienrenlane mutun gou lianxinghala beiisan Huda wo.
3701040062	Chi wilasan nughusunyi bi sumula irese hende chii chujiegheku duran wo. Ingiese bi hende bayasune.
3701050098	Chii zhenzhenji xinyanni bi jila irezho. Ene xinyanshi chii wineinei Loi, anachii Yunijini zhughenughun wo, chii zhughede bikui bi hende xianxin giezho.
3701060079	Ene yenyin jiere bi chii qixin gieye. Bi khane chii jiere teizhi onxian giekude Huda ogisan nenjienni khan mutun ondagha.
370107005c	Ingiekushi Huda matande ayiku zhughe ese ogizho, nenli, oreku, goyane gonjiku zhughe ogizho.
3701080095	Ingiese chi mai Ezhande ganzhen beizhi bi Ezhanyi yenyin jiere fanren gholuse shizhene bu gie. Matan Hudai nenlighala gouxioxide hhantu shouku gieye.
37010900bb	Huda mai jiuizhi zhiguide urukushi matan giesanghala pusho, hhe goya jihua, nenjienghalane giesan wo. Ene nenjienshi Mexiha Ersai tungo giezhi duyai zhayaghasanse melie matande ogisan wo,
37010a007d	ede mai jiuichen Mexiha Ersa irese man mejieghawo. Hhe fugukui widaghazhi gouxioxighala ulie fuku aminni qinchude mejieghawo.
37010b0046	Ene gouxioxide oluzhi mii peizhi chonjichen, shitu, loushi danlaghawo.
37010c00ca	Ene yenyin jiere bi enezighan kui shouizhoma, shizhene ulie giene. Ingiekushi bi kiende kouisanne mejiene. Pse hhe niudu kurutula bi hhende jiuizhi ogisei hhe baohu gie shidakui bi hende xianxin giezho.
37010d006e	Chi Mexiha Ersai tungo giezhi iresan xinyan, oreku zhugheghala mase chenliesan olusan daolini yanzi mutun gie.
37010e0053	Chi mai sudoro sousan Shenlinghala chade jiuizhi ogisan boubeini ghurazhi goudagha.
37010f0054	Yaxiya kunla man mii benda jiesei chi mejiene. Hhelai dunda Feijilu, Heimoqini wine.
3701100079	Ezhan Anisefui nie gie kunde ubali xii gie. Hhe mii zhughei chan bayasughazho. Mii jieliughala sozilase ye ese shizhezho.
3701110032	Da Lomade bikude mii hende ereidene ereizhi oluwo.
3701120063	Ezhan hhe udude hhende ubali xii gie. Hhe Ifusode matugiezhi mii ologhonni ushilasei chi qinchu wo.
370201003d	Ingiese mii kewonya, chi Mexiha Ersai nenjien jiere khiduzhe.
3702020075	Chi olon ganzhen beisan kunlai melie mase chenliesanlai kekaoji kunlade jiuizhi ogizhi pse hhela kunlade surugha gie.
370203003a	Chi Mexiha Ersade hen budui danlazhi mare hhantu ku shoui.
3702040066	Kien budui danlase goya shiqinghalane jiohoro ulie gieghazhi hhei budui danlaghasan kunyi bayasughane.
3702050041	Kien bisai giekude zhao guijinzhe ulie giese ji 1 min danla dane.
3702060033	Khishulasan zhonjia kun indan xien taranni ghurane.
3702070052	Bi kieliesan kielienlai goude sumula. Ezhan chade yan shiqindeliuzhe agheli ogine.
3702080074	Ersa Mexihai jila. Hheshi fugusan kun dundase aminne olusan wo, Dawudeni houdei wo. Eneshi bi chonjisan gouxioxi wo.
3702090063	Bi ene gouxioxide oluzhi fanren mutun mii banlazhi ku shouiwo. Ingieliuzhe Hudai daolii banla dane.
37020a0077	Ingiese Huda sunghusan kunlade Ersa Mexihase iresan jiuiku, chanqiku famai ireghane giese bi yandeliuzhe rennai giezho.
37020b0063	Ene kielienshi zhenzhenji xianxin giekuni wo, "Matan hhere hhantu fuguse hhere hhantu aminne olune.
37020c005e	Matan rennai giese hhere hhantu honshan danlane. Matan hhei ulie tanise hheye mai ulie tanine.
