0100000007	Genèse
28061000e1	Or, quand vous jeûnez, ne prenez pas, comme les hypocrites, un air sombre; car ils altèrent leur visage afin de faire voir aux hommes qu'ils jeûnent. En vérité, je vous le déclare, ils y trouvent toute leur récompense.
2806110042	Mais toi, lorsque tu jeûnes, parfume ta tête et lave ton visage,
2806120099	afin de ne pas faire voir aux hommes que tu jeûnes, mais à ton Père qui est présent en secret, et ton Père, qui voit dans le secret, te rétribuera.
280613008d	«Ne vous amassez pas des trésors sur la terre, où la teigne et la vermoulure détruisent, et où les voleurs font effraction et dérobent;
2806140094	mais amassez-vous des trésors dans le ciel, ou ni la teigne ni la vermoulure ne détruisent, et où les voleurs ne font effraction ni ne dérobent;
2806150030	car là où est ton trésor, là sera ton cœur.
280616005d	«Ton œil est la lampe du corps; si donc ton œil est sain, ton corps entier sera illuminé;
280617009f	mais si ton œil est en mauvais état, ton corps entier sera ténébreux. Si donc la lumière qui est en toi est ténèbres, les ténèbres quelles sont-elles?
28061800af	«Nul ne peut servir deux maîtres; car, ou bien il haïra l'un et aimera l'autre, ou bien il s'attachera à l'un et méprisera l'autre; vous ne pouvez servir Dieu et Mamôna.
2806190102	C'est pourquoi je vous le déclare: ne vous inquiétez point pour votre vie de ce que vous mangerez ou de ce que vous boirez, ni pour votre corps de quoi vous serez vêtus. Est-ce que la vie n'est pas plus que la nourriture et le corps plus que le vêtement?
28061a00bf	Regardez les oiseaux du ciel: car ils ne sèment, ni ne moissonnent, ni ne serrent dans des greniers, et votre Père céleste les nourrit. Est-ce que vous, vous ne valez pas bien plus qu'eux?
28061b005a	Mais lequel d'entre vous peut par ses inquiétudes ajouter à sa taille une seule coudée?
28061c0091	Et quant au vêtement, pourquoi vous en inquiétez-vous? Observez les lis de la campagne: comment croissent-ils? Ils ne travaillent ni ne filent;
28061d0065	cependant je vous déclare que même Salomon dans toute sa gloire ne se vêtait pas comme l'un d'eux.
28061e00b7	Or, si Dieu revêt ainsi l'herbe de la campagne qui vit aujourd'hui et qui demain est jetée dans un four, ne le fera-t-Il pas à bien plus forte raison pour vous, gens de peu de foi?
28061f0072	Ne dites donc pas dans votre inquiétude: Que mangerons-nous, ou que boirons-nous, ou de quoi nous vêtirons-nous?
2806200084	Car ce sont toutes ces choses-là que recherchent les gentils; en effet votre Père céleste sait que vous avez besoin de tout cela.
2806210073	Mais cherchez premièrement la justice et Son royaume, et toutes ces choses-là vous seront données par surcroît.
280622006f	Ne vous inquiétez donc pas du lendemain; car le lendemain s'inquiétera de lui-même; au jour suffit sa peine.
2807010036	«Ne jugez point, afin que vous ne soyez point jugés;
2807020071	car par le jugement que vous portez vous serez jugés, et avec la mesure dont vous mesurez, il vous sera mesuré.
280703008a	Mais pourquoi regardes-tu le fétu qui est dans l'œil de ton frère, tandis que tu ne t'aperçois pas de la poutre qui est dans ton œil?
280704007a	Ou bien comment diras-tu à ton frère: «Permets que j'ôte le fétu de ton œil,» et voici, la poutre est dans le tien?
2807050072	Hypocrite, ôte premièrement de ton œil la poutre, et tu verras alors à ôter le fétu de l'œil de ton frère.
28070600c4	«Ne donnez pas ce qui est saint aux chiens, et ne jetez pas non plus vos perles devant les pourceaux, de peur qu'ils ne les foulent avec leurs pieds et que, se retournant, ils ne vous déchirent.
280707005f	«Demandez, et il vous sera donné; cherchez, et vous trouverez; heurtez, et l'on vous ouvrira.
280708005c	Car quiconque demande reçoit; et celui qui cherche trouve, et à celui qui heurte on ouvre.
2807090068	Ou bien quel est l'homme d'entre vous, auquel son fils demandera du pain, et qui lui donnera une pierre?
28070a0051	Ou bien encore, il lui demandera un poisson, est-ce qu'il lui donnera un serpent?
28070b00d6	Si donc vous, tout méchants que vous êtes, vous savez donner de bons présents à vos enfants, à combien plus forte raison votre Père qui est dans les cieux donnera-t-Il des biens à ceux qui les Lui demandent.
28070c0099	Ainsi donc, tout ce que vous voulez que les hommes fassent pour vous, faites-le pareillement vous aussi pour eux, car c'est là la loi et les prophètes.
28070d0093	«Entrez par la porte étroite; car large est la porte, et spacieux le chemin qui mène à la perdition, et nombreux sont ceux qui entrent par là,
28070e0077	tandis que la porte est étroite et le chemin resserré qui mène à la vie, et peu nombreux sont ceux qui le trouvent.
28070f0088	Soyez en garde contre les faux prophètes qui viennent à vous sous des peaux de brebis, tandis qu'ils sont au dedans des loups rapaces.
280710007d	Vous les reconnaîtrez à leurs fruits: Est-ce que l'on récolte des raisins sur des épines, ou des figues sur des chardons?
280711005b	Ainsi tout bon arbre produit de bons fruits, mais l'arbre pourri produit de mauvais fruits;
280712005e	un bon arbre ne peut pas porter de mauvais fruits, ni un arbre pourri produire de bons fruits;
2807130055	tout arbre qui ne produit pas de bon fruit est coupé, puis il est jeté dans le feu.
2807140038	Par conséquent, vous les reconnaîtrez à leurs fruits.
28071500a3	Ce n'est pas quiconque me dit: «Seigneur, Seigneur!» qui entrera dans le royaume des cieux, mais celui qui fait la volonté, de mon Père qui est dans les cieux,
28071600d8	Plusieurs me diront en ce jour-là: «Seigneur, Seigneur, n'est-ce pas en ton nom que nous avons prophétisé, et en ton nom que nous avons chassé des démons, et en ton nom que nous avons fait plusieurs miracles?»
280717007e	Et alors je leur ferai cette déclaration: Je ne vous ai jamais connus, éloignez-vous de moi, vous qui commettez l'iniquité.
2807180085	Ainsi donc, quiconque entend ces miennes paroles et les pratique sera semblable à un homme prudent qui a bâti sa maison sur le roc;
28071900be	et la pluie est tombée, et les fleuves sont venus, et les vents ont soufflé et se sont déchaînés contre cette maison; et elle n'est pas tombée, car elle avait été fondée sur le roc.
28071a0086	Et quiconque entend ces miennes paroles et ne les pratique pas sera semblable à un homme étourdi qui a bâti sa maison sur le sable;
28071b009b	et la pluie est tombée, et les fleuves sont venus, et les vents ont soufflé et ont battu cette maison, et elle est tombée, et sa chute a été grande.»
28071c006c	Et il advint, lorsque Jésus eut terminé ces discours, que la foule était stupéfaite de son enseignement;
28071d004c	car il les enseignait comme ayant autorité, et non pas comme leurs scribes.
2808010049	Or, lorsqu'il fut descendu de la montagne, une foule nombreuse le suivit,
280802006d	et voici, un lépreux s'étant approché l'adorait en disant: «Seigneur, si tu le veux tu peux me guérir.»
2808030072	Et ayant étendu la main, il le toucha en disant: «Je le veux, sois guéri.» Et aussitôt sa lèpre fut guérie.
28080400a7	Et Jésus lui dit: «Garde-toi d'en parler à personne; mais va, montre-toi au prêtre et présente l'offrande qu'a prescrite Moïse, pour leur servir d'attestation.»
280805005a	Or, lorsqu'il fut entré à Capharnaoum, un centurion s'approcha de lui, en le sollicitant
2808060071	et en disant: «Seigneur, mon serviteur est au lit à la maison, atteint de paralysie et cruellement souffrant.»
2808070022	Il lui dit: «J'irai le guérir.»
2808080093	Mais le centurion répliqua: «Seigneur, je ne suis pas digne que tu entres sous mon toit; mais dis seulement un mot, et mon serviteur sera guéri.
28080900da	Car moi aussi je suis un homme placé sous autorité, ayant des soldats sous mes ordres, et je dis à celui-ci: «Va,» et il va; et à un autre: «Viens» et il vient; et à mon esclave: «Fais cela» et il le fait.»
28080a00ac	Or, en l'entendant, Jésus fut émerveillé, et il dit à ceux qui suivaient: «En vérité je vous le déclare, je n'ai trouvé chez personne en Israël une si grande foi;
28080b0093	mais je vous déclare que plusieurs viendront de l'orient et du couchant et s'attableront avec Abraham et Isaac et Jacob dans le royaume des cieux,
28080c007d	tandis que les fils du royaume seront jetés dans les ténèbres extérieures; là sera le pleur et le grincement de dents.»
28080d0074	Et Jésus dit au centurion: «Va, qu'il te soit fait comme tu as cru.» Et en ce moment-là le serviteur fut guéri.
28080e006b	Et Jésus étant entré dans la maison de Pierre, vit sa belle-mère qui était au lit et avait la fièvre;
28080f0052	et il toucha sa main et la fièvre la quitta, et elle se leva, et elle le servait.
2808100086	Mais quand le soir fut venu on lui amena plusieurs démoniaques, et d'un mot il chassa les esprits et il guérit tous les malades; —
28081100ad	afin que fût accompli ce dont il a été parlé par l'entremise d'Ésaïe le prophète lorsqu'il dit: «C'est lui qui a pris nos infirmités et qui a porté nos maladies.»
280812004d	Or, Jésus se voyant entouré de la foule ordonna de passer sur l'autre rive.
2808130062	Et un scribe s'étant approché lui dit: «Maître, je te suivrai où que ce soit que tu ailles.»
280814008b	Et Jésus lui dit: «Les renards ont des terriers et les oiseaux du ciel des abris; mais le Fils de l'homme n'a pas où reposer sa tête.»
280815006e	Mais un autre des disciples lui dit: «Seigneur, permets-moi de m'en aller d'abord, et d'enterrer mon père.»
280816004c	Mais Jésus lui dit: «Suis-moi, et laisse les morts enterrer leurs morts.»
2808170043	Et lorsqu'il fut monté sur une barque, ses disciples le suivirent;
2808180084	et voici une grande tourmente s'éleva sur la mer, en sorte que la barque était couverte par les vagues; mais lui s'était endormi.
2808190063	Et s'étant approchés ils l'éveillèrent en disant: «Seigneur, au secours, nous sommes perdus.»
28081a009b	Et il leur dit: «Pourquoi êtes-vous effrayés, gens de peu de foi?» Alors s'étant levé, il gourmanda les vents et la mer, et il se fit un grand calme.
28081b0068	Or les gens émerveillés disaient: «Quel est celui-ci, que même les vents et la mer lui obéissent?»
28081c00d4	Et quand il fut arrivé sur l'autre rive, dans le pays des Gadaréniens, vinrent à sa rencontre deux démoniaques sortis des tombeaux, et qui étaient si furieux que personne ne pouvait passer par ce chemin-là.
28081d0089	Et voici, ils s'écrièrent: «Qu'y a-t-il de commun entre nous et toi, fils de Dieu? Es-tu venu ici avant le temps pour nous torturer?»
28081e003a	Or, loin d'eux paissait un troupeau de nombreux pourceaux.
28081f0070	Mais les démons le sollicitaient en disant: «Si tu nous chasses, envoie-nous dans le troupeau des pourceaux.»
28082000b6	Et il leur dit: «Allez!» Or étant sortis ils s'en allèrent dans les pourceaux, et voici, tout le troupeau se rua en bas du précipice dans la mer, et ils périrent dans les eaux.
2808210097	Mais les pâtres s'enfuirent, et s'en étant allés à la ville ils rapportèrent tout ce qui s'était passé et ce qui était advenu aux démoniaques.
2808220081	Et voici, toute la ville sortit à la rencontre de Jésus, et l'ayant vu ils le sollicitèrent de s'éloigner de leur territoire.
280901005d	Et étant monté dans une barque, il passa sur l'autre rive, et il vint dans sa propre ville.
28090200a1	Et voici, on lui amenait un paralytique couché sur un lit, et Jésus ayant vu leur foi dit au paralytique: «Courage! mon enfant, tes péchés sont pardonnes.»
2809030052	Et voici, quelques-uns des scribes dirent en eux-mêmes: «Cet homme blasphème.»
2809040065	Et Jésus connaissant leurs pensées dit: «Pourquoi avez-vous de mauvaises pensées dans vos cœurs?
2809050066	Car lequel est le plus facile, de dire: Tes péchés sont pardonnés; ou de dire: Lève-toi et marche?
28090600c1	Or, pour que vous sachiez que le fils de l'homme a sur la terre l'autorité de pardonner les péchés…. Lève-toi,» dit-il alors au paralytique, «prends ton lit et va-t-en dans ta maison.»
280907002f	Et s'étant levé, il s'en alla dans sa maison;
2809080073	ce que la foule ayant vu elle fut effrayée, et elle glorifia Dieu qui avait donné une telle autorité aux hommes.
2809090096	Et s'éloignant de là Jésus vit un homme assis au bureau des péages, appelé Matthieu, et il lui dit: «Suis-moi!» Et s'étant levé il le suivit.
28090a00a5	Et il advint, comme il était à table dans la maison, que, voici, beaucoup de publicains et de pécheurs survinrent, qui s'attablaient avec Jésus et ses disciples;
28090b0091	ce que les pharisiens ayant vu, ils disaient à ses disciples: «Pourquoi est-ce avec les publicains et les pécheurs, que mange votre maître?»
28090c006e	Ce que lui ayant ouï, il dit: «Ce ne sont pas les valides qui ont besoin du médecin, mais les mal portants.
28090d0094	Mais allez apprendre ce que signifie: Je veux la miséricorde et non le sacrifice; car je ne suis pas venu appeler des justes, mais des pécheurs.»
28090e009a	Alors les disciples de Jean s'approchent de lui, en disant: «Pourquoi nous et les pharisiens jeûnons-nous, tandis que tes disciples ne jeûnent point?»
28090f00ce	Et Jésus leur dit: «Est-ce que les fils de la chambre nuptiale peuvent être dans le deuil tant que l'époux est avec eux? Mais des jours viendront où l'époux leur sera enlevé, et alors ils jeûneront.
2809100098	Personne ne met une pièce d'étoffe écrue à un vieil habit, car ce rapiécetage enlève une partie de l'habit, et il en résulte une déchirure pire.
28091100ed	On ne met pas non plus du vin nouveau dans des outres vieilles, autrement les outres se rompent, et le vin se répand, et les outres sont perdues; mais on met du vin nouveau dans des outres neuves, et ils se conservent réciproquement.»
28091200ad	Pendant qu'il leur parlait ainsi, voici, un chef s'étant approché l'adorait, en disant: «Ma fille vient de trépasser, mais viens poser ta main sur elle, et elle vivra.»
280913003c	Et Jésus s'étant levé le suivit, ainsi que ses disciples.
2809140086	Et voici, une femme, atteinte d'une perte de sang depuis douze ans, s'étant approchée par derrière toucha la frange de son manteau,
2809150058	car elle disait en elle-même: «Si seulement je touche son manteau, je serai guérie.»
280916008d	Mais Jésus s'étant retourné et l'ayant vue, dit: «Courage! ma fille, ta foi t'a guérie.» Et dès ce moment-là cette femme fut guérie.
2809170070	Et Jésus étant arrivé dans la maison du chef, et ayant vu les joueurs de flûte et la foule bruyante, disait:
2809180062	«Retirez-vous, car la petite fille n'est pas morte, mais elle dort.» Et ils se moquaient de lui.
280919005e	Mais, lorsque la foule eut été chassée, il entra, prit sa main, et la petite fille se leva.
28091a003d	Et cette nouvelle se répandit dans toute cette contrée-là.
28091b0079	Et comme Jésus s'éloignait de là, deux aveugles le suivirent, qui s'écriaient: «Aie pitié de nous, fils de David!»
28091c00ae	Et lorsqu'il fut arrivé dans la maison, les aveugles s'approchèrent de lui, et Jésus leur dit: «Croyez-vous que je puisse faire cela?» Ils lui disent: «Oui, Seigneur!»
28091d0050	Alors il toucha leurs yeux, en disant: «Qu'il vous soit fait selon votre foi.»
28091e0072	Et leurs yeux furent ouverts, et Jésus les tança vertement en disant: «Prenez garde que personne ne le sache.»
28091f005f	Mais, après qu'ils furent sortis, ils répandirent sa renommée dans toute cette contrée-là.
2809200041	Or, comme ils sortaient, voici, on lui amena un démoniaque muet;
2809210082	et le démon ayant été chassé, le muet parla, et la foule étonnée disait: «Jamais chose semblable ne s'est vue en Israël.»
2809220059	Mais les pharisiens disaient: «C'est par le chef des démons qu'il chasse les démons.»
28092300b9	Et Jésus parcourait toutes les villes et les villages, enseignant dans leurs synagogues, et prêchant l'évangile du royaume, et guérissant toute espèce de maladies et d'infirmités.
280924008f	Or, en voyant la foule, il fut ému de compassion envers elle, parce qu'elle était lasse et abattue, comme des brebis qui n'ont pas de berger.
2809250073	Alors il dit à ses disciples: «La moisson est considérable, il est vrai, mais les ouvriers sont en petit nombre;
2809260056	priez donc le maître de la moisson, afin qu'il envoie des ouvriers dans Sa moisson.»
280a0100b1	Et ayant appelé à lui ses douze disciples, il leur donna autorité sur les esprits impurs, de manière à les chasser et à guérir toute espèce de maladies et d'infirmités.
280a020093	Or, voici les noms des douze apôtres: le premier est Simon appelé Pierre, et André son frère; et Jacques fils de Zébédée et Jean son frère;
280a03005e	Philippe et Barthélémy; Thomas et Matthieu le publicain; Jacques fils d'Alphée et Thaddée;
280a040046	Simon le Cananéen et Judas l'Iscariote, celui-là même qui le livra.
280a0500a7	Ce sont ces douze que Jésus envoya après leur avoir donné ses ordres, en disant: «N'allez pas du côté des gentils, et n'entrez pas dans une ville de Samaritains;
280a060049	mais dirigez-vous plutôt vers les brebis perdues de la maison d'Israël.
280a07004b	Or, une fois en route, prêchez en disant: Le royaume des cieux s'approche.
280a080099	Guérissez les malades, ressuscitez les morts, guérissez les lépreux, chassez les démons. C'est gratuitement que vous avez reçu, donnez gratuitement.
280a090039	Ne prenez ni or, ni argent, ni cuivre dans vos ceintures,
280a0a0068	ni besace pour le chemin, ni deux tuniques, ni sandales, ni bâton; car l'ouvrier mérite sa nourriture.
280a0b008f	Mais dans quelque ville ou village que vous entriez, enquérez-vous qui il s'y trouve de digne, et demeurez là jusques à ce que vous partiez.
280a0c0028	Or, en entrant dans la maison saluez-la,
280a0d007f	et si la maison en est digne, que votre paix vienne sur elle; mais si elle n'en est pas digne, que votre paix retourne à vous.
280a0e009b	Et celui qui ne vous aura pas reçu et n'aura pas écouté vos paroles, sortez de cette maison ou de cette ville-là et secouez la poussière de vos pieds.
280a0f0095	En vérité je vous le déclare: le sort du pays de Sodome et de Gomorrhe sera, au jour du jugement, plus supportable que le sort de cette ville-là.
280a10007c	Voici, je vous envoie comme des brebis parmi des loups. Devenez donc prudents comme les serpents et purs comme les colombes;
280a11007a	mais soyez en garde contre les hommes; car ils vous livreront aux tribunaux et ils vous fustigeront dans leurs synagogues;
280a120089	et même vous serez conduits devant des gouverneurs et devant des rois à cause de moi, pour servir de témoignage à eux et aux gentils.
280a1300b2	Mais quand ils vous auront livrés, ne vous inquiétez ni de la manière ni des choses dont vous devrez parler; car à cette heure-là ce que vous aurez à dire vous sera donné;
280a140057	en effet, ce n'est pas vous qui parlez, mais l'esprit de votre Père qui parle en vous.
280a15008d	Or un frère livrera son frère à la mort, et un père son enfant, et des enfants se soulèveront contre leurs parents et les feront mourir,
280a160079	et vous serez haïs de tous à cause de mon nom. Mais celui qui aura persévéré jusqu'à la fin, celui-là sera sauvé.
280a1700d9	Or, quand ils vous persécuteront dans cette ville-ci, fuyez dans la suivante. Car, en vérité je vous le déclare: Vous n'en n'aurez pas fini avec les villes d'Israël jusques à ce que le fils de l'homme soit venu.
280a180058	Un disciple n'est pas au-dessus de son maître, ni un esclave au-dessus de son seigneur;
280a1900c5	il suffit au disciple qu'il devienne comme son maître, et l'esclave comme son seigneur. S'ils ont surnommé Béézéboul le chef de famille, à combien plus forte raison les membres de sa famille?
280a1a0072	Ne les craignez donc pas; car rien n'est couvert qui ne doive être révélé, ni caché qui ne doive être connu;
280a1b0085	ce que je vous dis dans les ténèbres, dites-le en pleine lumière, et ce que vous entendez à l'oreille, prêchez-le sur les toits;
280a1c00aa	et ne craignez rien de ceux qui tuent le corps, mais qui ne peuvent tuer l'âme; mais craignez plutôt Celui qui peut faire périr dans la géhenne et l'âme et le corps.
280a1d008a	Est-ce qu'on ne vend pas deux passereaux pour un as? Eh bien, un seul d'entre eux ne tombera pas à terre sans que votre Père le veuille.
280a1e0044	Mais pour vous, les cheveux même de votre tête sont tous comptés.
280a1f0044	Ne craignez donc point; vous valez mieux que beaucoup de passereaux.
280a20008c	Ainsi donc quiconque se déclarera pour moi devant les hommes, moi aussi je me déclarerai pour lui devant mon Père qui est dans les cieux;
280a210071	mais quiconque m'aura renié devant les hommes, moi aussi je le renierai devant mon Père qui est dans les cieux.
280a220072	Ne pensez pas que je sois venu apporter la paix sur la terre, je ne suis pas venu apporter la paix, mais l'épée;
280a230074	car je suis venu désunir un homme d'avec son père, et une fille d'avec sa mère, et une bru d'avec sa belle-mère,
280a240037	et l'homme aura pour ennemis les membres de sa famille.
280a250095	Celui qui aime son père ou sa mère plus que moi n'est pas digne de moi; et celui qui aime son fils ou sa fille plus que moi n'est pas digne de moi;
280a26004c	et celui qui ne prend pas sa croix et ne me suit pas n'est pas digne de moi.
280a270064	Celui qui aura trouvé sa vie la perdra, et celui qui aura perdu sa vie à cause de moi la trouvera.
280a280059	Celui qui vous reçoit me reçoit, et celui qui me reçoit reçoit Celui qui m'a envoyé.
280a2900ac	Celui qui reçoit un prophète à titre de prophète recevra une récompense de prophète, et celui qui reçoit un juste à titre de juste recevra une récompense de juste.
280a2a00b9	Et celui qui aura donné à boire à l'un de ces petits un seul verre d'eau froide à titre de disciple, en vérité je vous le déclare, il ne perdra certainement pas sa récompense.»
280b010095	Et il advint, quand Jésus eut achevé de donner ses ordres à ses douze disciples, qu'il partit de là pour enseigner et prêcher dans leurs villes.
280b020057	Or, Jean, ayant ouï parler dans la prison des œuvres de Christ, députa ses disciples
280b03005a	pour lui dire: «Es-tu celui qui doit venir, ou bien avons-nous à en attendre un autre?»
280b04005e	Et Jésus leur répliqua: «Allez rapporter à Jean ce que vous entendez et ce que vous voyez:
280b0500b8	des aveugles recouvrent la vue, et des boiteux marchent; des lépreux sont guéris, et des sourds entendent, et des morts ressuscitent, et une bonne nouvelle est annoncée aux pauvres;
280b060045	et il est heureux celui qui n'aura pas trébuché à propos de moi.»
280b0700a5	Or, comme ils se mettaient en route, Jésus se mit à dire à la foule, au sujet de Jean: «Qu'êtes-vous allés contempler au désert? Un roseau agité par le vent?
280b08008d	Mais qu'êtes-vous allés voir? Un homme vêtu avec luxe? Voici, ceux qui portent les vêtements de luxe habitent dans les demeures des rois.
280b090072	Mais pourquoi y êtes-vous allés? Pour voir un prophète? Oui, je vous le déclare, et bien plus qu'un prophète;
280b0a0072	c'est celui dont il est écrit: «Voici, J'envoie Mon messager devant toi, lequel frayera ton chemin devant toi.»
280b0b00cb	En vérité je vous le déclare, il ne s'est élevé parmi les enfants des femmes personne qui fût plus grand que Jean le baptiste; cependant le moindre dans le royaume des cieux est plus grand que lui.
280b0c0094	Or, depuis le temps de Jean le baptiste jusques à aujourd'hui le royaume des cieux est pris par violence et ce sont des violents qui s'en emparent;
280b0d0043	car tous les prophètes et la loi ont prophétisé jusques à Jean;
280b0e0049	et, si vous voulez l'apprendre, c'est lui qui est l'Élie qui doit venir.
280b0f0025	Que celui qui a des oreilles entende.
280b100094	Mais à qui comparerai-je cette génération? Elle est semblable à de petits enfants assis dans les places publiques, qui, apostrophant les autres,
280b110098	disent: «Nous vous avons joué de la flûte et vous n'avez pas dansé; nous avons chanté des complaintes et vous n'avez donné nul signe de tristesse.
280b120055	En effet, Jean est venu, qui ne mangeait ni ne buvait, et ils disent: il a un démon.
280b1300c8	Le fils de l'homme est venu, qui mange et boit, et ils disent: Voici un glouton et un ivrogne, un ami des publicains et des pécheurs. Eh bien! la sagesse a été justifiée par ses propres œuvres!»
280b140086	Alors il se mit à censurer les villes où avaient été faits la plupart de ses miracles, de ce qu'elles ne s'étaient pas repenties:
280b1500ed	«Malheur à toi, Chorazin! malheur à toi Bethsaïdan! Car si c'était dans Tyr et dans Sidon qu'eussent été faits les miracles qui ont été faits parmi vous, dès longtemps elles se seraient repenties en prenant le sac et la cendre.
280b160077	En attendant je vous le déclare, le sort de Tyr et de Sidon sera, au jour du jugement, plus supportable que le vôtre.
280b1700f4	Et toi, Capharnaoum! Seras-tu élevée jusques au ciel? Tu descendras jusques dans le séjour des morts, car si c'était dans Sodome qu'eussent été faits les miracles qui ont été faits chez toi, elle aurait subsisté jusques à aujourd'hui.
280b180076	En attendant je vous déclare que le sort du pays de Sodome sera, au jour du jugement, plus supportable que le tien.»
280b1900e3	En ce moment-là Jésus reprenant la parole dit: «Je Te rends grâces, ô Père, Seigneur du ciel et de la terre, de ce que Tu as caché ces choses aux sages et aux intelligents, et de ce que Tu les as révélées aux simples,
280b1a003f	oui, Père, de ce que cela s'est ainsi trouvé bon à Tes yeux.
280b1b00c5	Tout m'a été remis par mon Père, et personne ne connaît le Fils, si ce n'est le Père, et personne non plus ne connaît le Père, si ce n'est le Fils, et celui auquel le Fils veut le révéler.
280b1c005d	Venez à moi, vous tous qui êtes fatigués et surchargés, et c'est moi qui vous soulagerai;
280b1d0090	prenez mon joug sur vous et instruisez-vous à mon école, car je suis doux et humble de cœur; et vous trouverez du soulagement pour vos âmes,
280b1e0039	car mon joug est bienfaisant et mon fardeau est léger.»
280c0100a4	En ce temps-là Jésus fit route le jour du sabbat à travers les champs de blé. Or ses disciples eurent faim, et ils se mirent à arracher des épis et à manger.
280c02007e	Mais les pharisiens l'ayant vu lui dirent: «Voici, tes disciples font ce qu'il n'est pas permis de faire un jour de sabbat.»
280c030071	Mais il leur dit: «N'avez-vous pas lu ce que fit David, quand il eut faim, ainsi que ceux qui étaient avec lui?
280c0400c9	Comment il entra dans la maison de Dieu, et comment ils mangèrent les pains de proposition qu'il ne lui était pas permis de manger, non plus qu'à ceux qui étaient avec lui, mais aux prêtres seuls?
280c050088	Ou bien n'avez-vous pas lu dans la loi que, le jour du sabbat, les prêtres dans le temple profanent le sabbat sans se rendre coupables?
280c06004c	Or je vous déclare qu'il y a ici quelque chose de plus grand que le temple.
280c07008d	Mais si vous saviez ce que signifie: Je veux la miséricorde et non le sacrifice, vous n'auriez pas condamné ceux qui ne sont pas coupables;
280c08002f	car le fils de l'homme est maître du sabbat.»
280c09003b	Et, s'étant éloigné de là, il vint dans leur synagogue.
280c0a00b7	Et voici, il s'y trouvait un homme qui avait une main sèche. Et ils lui demandèrent: «Est-il permis d'opérer une guérison le jour du sabbat?» C'était afin de pouvoir l'accuser.
280c0b00cc	Mais il leur dit: «Quel sera l'homme d'entre vous qui possédera une seule brebis, et si celle-ci vient à tomber le jour du sabbat dans un fossé, est-ce qu'il ne la saisira pas et ne l'en retirera pas?
280c0c0075	Combien donc un homme ne vaut-il pas plus qu'une brebis! En sorte qu'il est permis de bien faire le jour du sabbat.»
280c0d0067	Alors il dit à cet homme: «Étends ta main;» et il l'étendit, et elle redevint saine comme l'autre.
280c0e0053	Or les pharisiens étant sortis tinrent conseil contre lui afin de le faire périr.
280c0f0064	Mais Jésus l'ayant su s'éloigna de là, et beaucoup de gens le suivirent, et ils les guérit tous,
280c100051	et il leur adressa des remontrances pour qu'ils ne le fissent pas connaître; —
280c110066	afin que fût accompli ce dont il a été parlé par l'entremise d'Ésaïe le prophète lorsqu'il dit:
280c12009e	«Voici Mon serviteur que J'ai choisi, Mon bien-aimé en qui Mon âme a pris plaisir. Je mettrai Mon esprit sur lui, et il dénoncera le jugement aux nations.
280c130052	Il ne contestera ni ne criera point, et personne n'entendra sa voix dans les rues.
280c140087	Il ne brisera point le roseau froissé, et il n'éteindra point le lumignon fumant, jusques à ce qu'il ait fait triompher le jugement,
280c150028	et les nations espéreront en son nom.»
280c16006c	Alors on lui amena un démoniaque aveugle et muet, et il le guérit, en sorte que ce muet parlait et voyait,
280c170061	et toute la foule fut stupéfaite, et elle disait: «Cet homme n'est-il point le fils de David?»
280c1800ab	Mais les pharisiens l'ayant entendu dirent: «Cet homme ne chasse les démons que grâce à Béézéboul, chef des démons.» Mais connaissant leurs pensées, il leur dit:
280c190084	«Tout royaume divisé contre lui-même est dévasté, et toute ville ou toute famille divisée contre elle-même ne subsistera pas.
280c1a0068	Et si Satan chasse Satan, il a été divisé contre lui-même; comment donc son royaume subsistera-t-il?
280c1b009e	Et si, moi, c'est grâce à Béézéboul que je chasse les démons, vos fils, grâce à qui les chassent ils? C'est pourquoi ce sont eux qui seront vos juges.
280c1c007d	Mais, si c'est grâce à l'esprit de Dieu que moi je chasse les démons, le royaume de Dieu est donc parvenu jusques à vous.
280c1d00af	Ou bien, comment quelqu'un peut-il entrer dans la maison de l'homme fort et piller ses biens, s'il n'a pas premièrement garrotté l'homme fort, et alors il pillera sa maison?
280c1e005d	Celui qui n'est pas avec moi est contre moi, et celui qui ne rassemble pas avec moi disperse.
280c1f00aa	C'est pourquoi je vous le déclare: tout péché et tout blasphème vous sera pardonné à vous autres hommes, mais le blasphème contre l'esprit ne sera point pardonné.
280c2000d7	Et celui qui aura parlé contre le fils de l'homme, il lui sera pardonné, mais celui qui aura parlé contre l'esprit saint, il ne lui sera certainement pas pardonné, ni dans ce temps-ci, ni dans le temps à venir.
280c2100af	Ou bien admettez que l'arbre est bon et que son fruit est bon, ou bien admettez que l'arbre est pourri et que son fruit est pourri; car c'est au fruit que se connaît l'arbre.
280c22009a	Engeance de vipères, comment pouvez-vous, méchants comme vous êtes, dire de bonnes choses? Car c'est par ce qui déborde du cœur, que la bouche parle.
280c230079	L'homme bon tire de son bon trésor de bonnes choses, et l'homme mauvais tire de son mauvais trésor de mauvaises choses.
280c240071	Mais je vous déclare que toute parole oiseuse que diront les hommes, ils en rendront compte au jour du jugement;
280c250050	car par tes paroles tu seras justifié, et par tes paroles tu seras condamné.»
280c26007f	Alors quelques-uns des scribes s'adressèrent à lui, en disant: «Maître, nous voulons voir un signe dont tu sois l'auteur.»
