010000000a	Буття
33011500a0	І вас, що були колись відчуженими і ворогували думкою у лукавих дїлах, тепер же примирив
33011600aa	у тїлї плоти Його смертю, щоб поставити вас сьвятими й непорочними й неповинними перед собою,
3301170137	коли оце пробуваєте в вірі основані і тверді, і неподвижимі в упованнї благовістя, котре чули проповідуване усьому твориву піднебесному, котрому став я Павел служителем.
33011800fc	Тепер радуюсь у страданнях моїх за вас, і доповняю недостаток горювання Христового у тїлї моїм (смертному) за тїло Його, котре єсть церква,
33011900a5	котрої став я слугою по доморядництву Божому, даному менї про вас, щоб сповнити слово Боже,
33011a0073	тайну закриту од віків і од родів, тепер же явлену сьвятим Його,
33011b00c5	котрим Бог зволив обявити, яке багацтво слави тайни сієї між поганами, котре єсть Христос в вас, надїя слави,
33011c00ff	котрого ми проповідуємо, наставляючи кожного чоловіка всякої премудрости, щоб нам представити кожного чоловіка звершеного в Христї Ісусї.
33011d006c	У чому й працюю, воюючи силою Його, що орудує в менї потужно.
33020100c5	Хочу оце, щоб ви знали, яку велику боротьбу маю за вас і за Лаодичан і за тих, що не бачили обличчя мого в тїлї,
33020200e7	щоб утїшились серця їх, зʼєднавшись у любові і на всяке багацтво повної певности розуму на познаннє тайни Бога і Отця і Христа,
330203005e	в котрому всї скарби премудрости і розуму заховані.
3302040059	Се ж глаголю, щоб хто не обманив вас у суперечках;
33020500ce	бо хоч я тїлом і оддалеки, та духом з вами, радуючись і дивлячись на ваш порядок і утвердженнє віри вашої в Христа.
3302060073	Оце ж, як прийняли ви Христа Ісуса Господа, так і ходїть у Ньому,
33020700c2	вкоренившись і збудувавшись у Ньому і впевнившись вірою, так як навчились, достаткуючи в нїй з дякуваннєм.
33020800e2	Гледїть, щоб хто не пожакував вас философиєю і марним підступом, по переказу людському, по первотинам сьвіта, а не по Христу.
330209004e	Бо в Ньому живе вся повня Божества тїлесно.
33020a0075	І ви сповнені в Ньому: бо Він голова всякому князївству і властї.
33020b00bf	В котрому ви й обрізані обрізаннєм нерукотворним, скинувши тїло гріхів тїлесних в обрізаннї Христовому,
33020c00b6	погрібшись із Ним хрещеннєм, і в котрому і встали вірою в силу Бога, котрий воскресив Його з мертвих.
33020d00b6	І вас, що були мертві в провинах і в необрізанню тїла вашого, оживив з Ним, простивши вам усї провини,
33020e00a4	знищивши рукописаннє наукою, що була проти нас, і взяв Його з середини, прибивши на хрестї,
33020f0095	(і) роздягши князївства і власти, вивів на дивовижу сьміливо, побідивши їх на йому.
33021000bd	Нехай же оце нїхто не судить вас за їжу або за напиток, або поглядом сьвят, або нового місяця, або суботи.
330211004e	Се тїнь того, що настане, тїло ж — Христове.
3302120104	Нїхто ж нехай не обманює вас, будучи самовільним у покорі і службі ангелській і вдаючись у те, чого не бачив, марно надимаючись умом тїла свого,
33021300c2	а не держачись Голови, від корого все тїло, суставами і повязями запоможене і звязане, росте зростом Божим.
33021400c0	Коли ж оце ви вмерли з Христом для первотин сьвіта, то чого мов би ще живі в сьвітї, про закон суперечитесь
3302150045	(не займай, анї вкуси, анї доторкуй ся),
3302160079	що все на погибель через надужиток по заповідям і наукам людським?
33021700ba	Воно має вид премудрости в самовольній службі і покорі і непощадї тїла, (а) не у шанобі до ситости тїла.
33030100a5	Коли ж оце воскресли ви з Христом, то гірнього шукайте, де Христос сидить по правицї в Бога.
330302003e	Про гірнє думайте, (а) не про земне.
330303005e	Умерли бо ви, і життє ваше поховане з Христом у Бозї.
330304007a	Коли ж Христос, життє ваше, явить ся, тодї і ви з Ним явитесь у славі.
33030500d6	Оце ж умертвіть члени ваші, що на землї: блуд, нечистоту, страсть, похоть лиху, зажерливість, котра єсть ідолослуженнє,
3303060050	за се йде гнїв Божий на синів неслухняности,
3303070057	між котрими і ви колись ходили, як жили між ними.
3303080097	Тепер же покиньте й ви те все: гнїв, ярость, злобу, лайку, соромні слова од уст ваших.
330309009b	Не кривіть словом один проти одного, скинувши з себе давнього чоловіка з дїлами його,
33030a0097	і одягнувшись у нового, що обновляєть ся в розумі по образу Того, хто сотворив його,
33030b00d7	де нема Грека, нї Жидовина, обрізання і необрізання, чужоземця і Скита, невільника й вільного, а все й у всьому Христос.
33030c00d4	Одягнїть ся ж оце, яко вибрані Божі, сьвяті і любі, в милость милосердя, добрість, смирність, тихість і довготерпіннє,
33030d00b6	терплячи один одного й прощаючи собі, коли хто на кого має жаль; яко ж і Христос простив вам, так і ви.
33030e0058	Над усїм же сим любов, котра єсть союз звершення,
33030f00b8	і мир Божий нехай править в серцях ваших, до котрого вас і покликано в одному тїлї, та й будьте вдячні.
3303100163	Слово Христове нехай вселяєть ся в вас, багате на всяку премудрість, навчаючи і наставляючи самих себе псальмами та гимнами, та піснями духовними, у благодатї сьпіваючи в серцю вашому Господеві.
33031100aa	І все, що нї робите словом або дїлом, усе в імя Господа Ісуса, дякуючи Богу й Отцеві через Него.
3303120068	Жінки, коріть ся своїм чоловікам, яко ж подобає в Господї.
330313005c	Чоловіки, любіть жінок і не бувайте гіркими до них.
3303140069	Дїти, слухайте родителїв у всьому, се бо угодно Господеві.
330315005e	Батьки, не роздражнюйте дїтей ваших, щоб не внивали.
33031600e3	Слуги, слухайте у всьому панів по тїлу, не перед очима тільки служачи, яко чоловіковгодники, а в простотї серця, боячись Бога;
3303170069	і все, що робите, від душі робіть, яко ж Господу, а не людям,
3303180087	знаючи, що від Бога приймете нагороду наслїддя; Господу бо Христу служите.
3303190080	А хто кривдить, прийме у чому скривдив, і нема вважання на лице (в Бога).
3304010097	Панове, оддавайте слугам правду і рівноту, знаючи, що й ви маєте Господа на небесах.
3304020056	В молитві кріпіть ся, пильнуючи в нїй з подякою,
33040300c9	молячись разом і за нас, щоб Бог відчинив нам двері слова, проглаголати тайну Христову, за котру я і в кайданах,
3304040049	щоб явив я її, як подобає менї глаголати.
330405006f	У премудростї ходїть перед тими, що осторонь, викупляючи час.
33040600ad	Слово ваше нехай буде завсїди ласкаве, приправлене сіллю, щоб знали ви, як кожному відказувати.
33040700b6	Що дїєть ся зо мною, про все скаже вам Тихик, любий брат і вірний служитель і слуга-товариш у Господї,
3304080097	котрого післав я до вас на те, щоб довідавсь, що з вами дїєть ся, і утїшив серця ваші,
33040900ad	з Онисимом, вірним і любим братом нашим, котрий з між вас: все вони скажуть вам, що тут (дїєть ся).
33040a00e4	Витає вас Аристарх, товариш мій у неволї, та Марко, сестринець Варнави (про нього маєте наказ: як прийде до вас, прийміть його),
33040b00bd	та Ісус, на прізвище Юст, котрі з обрізання. Сї одні помічники мої в царство Боже, котрі були менї втїхою.
33040c0100	Витає вас Єпафрас, що з вас, слуга Христа; всякого часу подвизаєть ся за вас у молитвах, щоб ви стояли звершені і сповнені у всякій волї Божій.
33040d008e	Сьвідкую бо за нього, що має велику ревність про вас і про Лаодичан і Єрополян.
33040e0045	Витає вас Лука, любий лїкарь, та Дамас.
33040f0072	Витайте братів, що в Лаодикиї, і Нимфана, і домашню церкву його.
33041000ff	І як прочитаєть ся се посланнє між вами, постарайтесь, щоб і в Лаодикийській церкві прочитане було, а написане з Лаодикиї щоб і ви прочитали.
3304110092	Та скажіть Архипові: Гледи служення, що прийняв єси в Господї, щоб довершив його.
330412009b	Витаннє моєю рукою, Павловою. Згадуйте про мої кайдани. Благодать з усїма вами. Амінь.
3400000015	1 до солунян
3401010101	Павел, та Сильван, та Тимотей до церков Солунських у Бозї Отцї і Господї Ісусї Христї: Благодать вам і мир од Бога Отця і Господа Ісуса Христа.
3401020093	Дякуємо Богові всякого часу за всїх вас, роблячи спомин про вас у молитвах наших,
34010300f0	без перестану згадуючи ваше дїло віри, і працю любови, і терпіннє уповання на Господа нашого Ісуса Христа перед Богом і Отцем нашим,
340104004c	знаючи, браттє Богові любе, вибраннє ваше.
3401050104	Бо благовістє наше не було до вас у слові тілько, а і в силї, і в Дусї сьвятому, і в великій певнотї, яко ж і знаєте, які ми були між вами задля вас.
34010600c1	І ви стали послїдувателями нашими і Господнїми, прийнявши слово в великому горю з радощами Духа сьвятого,
340107006a	так що ви стали ся взором усїм віруючим у Македониї і Ахаї.
34010800ff	Од вас бо промчало ся слово Господнє не тілько в Македониї і Ахаї, та й у всяке місце віра ваша в Бога пройшла, так що не треба нам що й казати.
34010900e3	Вони бо самі про нас звіщають, який вхід мали ми до вас і як ви обернулись до Бога од ідолів, служити Богу живому і правдивому,
34010a00b9	і ждати Сина Його з небес, котрого воскресив з мертвих, Ісуса, збавляючого нас від наступаючого гнїва.
340201007a	Самі бо знаєте, браттє, про вхід наш між вас, що не марно він став ся;
3402020112	нї, пострадавши перед тим і дознавши зневаги, як знаєте, в Филипах, зосьмілились ми в Бозї нашому глаголати до вас благовістє Боже з великою боротьбою.
3402030087	Утїшеннє бо наше (було) не від лукавства, анї від нечистоти, анї в підступі,
34020400f7	а яко ж ми вибрані від Бога, щоб повірити нам благовістє, так ми й глаголемо, не як ті, що людям догоджують, а Богу, що розвідує серця наші.
34020500ab	Нїколи бо не було в нас лестивого слова до вас, яко ж знаєте, анї думки зажерливої: Бог сьвідок.
34020600b2	Не шукали ми нї від людей слави, нї од вас, нї од инших, можучи в повазї бути, яко Христові апостоли.
340207005f	Нї, ми були тихі серед вас. Як мамка гріє дїток своїх,
34020800d7	оттак, бажаючи вас, мали ми щиру волю, передати вам не тілько благовістє Боже, та ще й свої душі, тим що ви були нам любі.
34020900e8	Згадайте бо, браттє, труд наш і працю: ніч бо і день роблячи, щоб нїкого з вас не отяготити, проповідували ми вам благовістє Боже.
34020a00a2	Ви сьвідки і Бог, як преподобно, і праведно, і непорочно ми обертались між вами віруючими,
34020b00a5	яко ж знаєте, що ми кожного з вас, як батько дїток своїх, утїшали і розважали, і сьвідкували;
34020c0087	щоб ви ходили достойно перед Богом, що покликав вас у своє царство і славу.
34020d0148	Того ж то й дякуємо Богові без перестану, що ви, прийнявши слово проповідї Божої від нас, прийняли не яко слово чоловіче, а (яко ж справдї є,) слово Боже, котре й орудує в вас віруючих.
34020e00fb	Ви бо, браттє, стали послїдувателями церквам Божим, що в Юдеї в Христї Ісусї, тим що й ви пострадали від своїх земляків, як і вони від Жидів,
34020f00b0	що вбили й Господа Ісуса і своїх пророків, і нас вигнали, й Богу не вгодили, і всїм людям противні,
34021000e4	що забороняють нам глаголати поганам, щоб спасли ся, щоб сповнились гріхи їх всякого часу; настиг же їх на конець гнїв (Божий).
34021100db	Ми ж, браттє, осиротївши без вас на час-годину, лицем, а не серцем, ще більш старались з великим бажаннєм бачити лице ваше.
3402120090	Тим же хотїли ми йти до вас, я таки Павел раз і вдруге, та й заборонив нам сатана.
34021300cd	Яка бо нам надїя, або радість, або вінець похвали? чи й не ви ж перед Господом нашим Ісусом Христом у приходї Його?
3402140030	Ви бо слава наша і радість.
3403010070	Тим же вже, не стерпівши, зволили ми зостати ся самим в Атинах,
34030200f7	і послали ми Тимотея, брата нашого, й слугу Божого, й помічника нашого в благовістю Христовому, утвердити вас і втїшити вас у вірі вашій,
3403030088	щоб нї один не хитавсь у горю сьому; самі бо знаєте, що нас на се поставлено.
340304009d	Бо коли і в вас були ми, наперед казали вам, що маємо горювати, яко ж і сталось, і знаєте.
34030500de	Того ж то й я, більш не стерпівши, послав довідатись про віру вашу, щоб не спокусив вас спокусник, і не марний буде труд наш.
3403060120	Тепер же, як прийшов Тимотей до нас од вас, та благовістив нам про віру вашу і любов, і що маєте спомин про нас добрий завсїди, бажаючи нас видїти, яко ж і ми вас,
3403070088	тим то втїшились ми, браттє, вами у всякому горю, і нуждї нашій, вашою вірою:
340308004c	бо ми тепер живі, коли ви стоїте в Господї.
34030900b3	Яку ж бо дяку Богу можемо оддати за вас, за всю радість, якою радуємось задля вас перед Богом нашим,
34030a0095	ніч і день ревно молячись, щоб видїти лице ваше і доповнити недостаток віри вашої?
34030b0093	Сам же Бог і Отець наш і Господь наш Ісус Христос нехай направить путь наш до вас.
34030c00a7	Вас же нехай Господь намножить і збагатить любовю один до одного й до всїх, яко ж і ми до вас,
34030d00f0	щоб утвердити серця ваші непорочні в сьвятостї перед Богом, Отцем нашим у прихід Господа нашого Ісуса Христа з усїма сьвятими Його.
3404010123	Дальше ж благаємо вас, браттє, і напоминаємо в Господї Ісусї, яко ж прийняли від нас, як подобає вам ходити й угождати Богові, так щоб більш (у тому) достаткували.
340402005e	Бо знаєте, які заповідї дали ми вам Господом Ісусом.
3404030075	Така бо воля Божа, осьвяченнє ваше, щоб ви вдержувались од блуду,
3404040078	щоб кожен з вас знав, як держати посудину свою у сьвятостї і честї,
3404050064	не в страстї похотній, яко ж і погане, що не знають Бога;
340406010b	щоб нїхто не переступав нї в якому дїлї і не обманював брата свого: тим що Господь відомститель за все те, яко ж ми й перше казали вам і сьвідкували.
340407005d	Не покликав бо нас Бог на нечистоту, а на сьвятость.
3404080096	Тим же, хто відкидає, відкидає не чоловіка, а Бога, що дав нам і Духа свого сьвятого.
34040900ab	Що ж до братньої любови, то не треба писати вам, самі бо ви навчені від Бога любити один одного.
34040a00b6	І справдї ви так чините всїм братам по всїй Македониї. Благаємо ж вас, браттє, достаткувати ще більш,
34040b00c3	і щоб пильно дбали (про те, щоб) бути тихими, та чинити своє, та робити своїми руками, яко ж ми заповідали вам,
34040c0086	щоб ви чесно ходили проти тих, що осторонь (вас), і не знали нужди нї в чому.
34040d00ba	Не хочу ж, браттє, щоб ви не відали про тих, що впокоїлись, щоб не скорбіли ви, як инші, що не мають надїї.
34040e00a3	Бо коли віруємо, що Христос умер і воскрес, так Бог і тих, що поснули в Ісусї, приведе з Ним.
34040f00e9	Се бо вам глаголемо словом Господнїм, що ми, которі зостанемось живими до приходу Господнього, не попередимо тих, що впокоїлись.
34041000df	Сам бо Господь з повелїннєм, з голосом архангелським і з трубою Божою зійде з неба, і мертві в Христї воскреснуть найперше;
34041100fb	потім ми, которі зостанемось живі, вкупі з ними будемо підхоплені в хмарах назустріч Господеві на воздух, і так завсїди з Господем будемо.
340412004b	Тим же втїшайте один одного словами сими.
3405010052	Про часи ж і пори, браттє, не треба вам писати.
3405020081	Бо самі ви добре знаєте, що день Господень, як злодїй у ночі, так прийде.
34050300f2	Бо, як говорити муть: „Упокій і безпечність‟, тодї несподївано настигне на них погибель, як муки на маючу в утробі, і не втїчуть вони.
340504006f	Ви ж, браттє, не в темряві, щоб той день як злодїй, захопив вас.
3405050066	Усї ви сини сьвітла і сини дня; ми не (сини) ночи або тьми.
3405060068	Тим же оце не спімо, як инші, а пильнуймо і будьмо тверезі.
3405070079	Ті бо, що сплять, у ночі сплять, і що впивають ся, у ночі впивають ся.
34050800b5	Ми ж, (сини) дня, тверезїмо ся, одягнувшись у броню віри та любови і (надївши) шолом надїї на спасеннє.
34050900a6	Бо не призначив нас Бог на гнїв, а на одержаннє спасення, через Господа нашого Ісуса Христа,
34050a0075	що вмер за нас, щоб, чи то пильнуємо, чи то спимо, укупі з Ним жили.
34050b0081	Того ж то втїшайте один одного і збудовуйте один одного, яко ж і робите.
34050c00c6	Благаємо ж вас, браттє, знайте тих, которі працюють між вами, і старшинують над вами в Господї, і навчають вас,
34050d0083	і поважайте їх вельми високо в любові за дїло їх. Живіть мирно між собою.
34050e00ca	Благаємо ж вас, браттє, урозумлюйте непорядних, утїшайте малодушних, піддержуйте немочних, довго терпіть усїм.
34050f00b0	Гледїть, щоб нїхто не оддавав злом за зло, а завсїди про добре дбайте і один для одного і для всїх.
340510002b	Всякого часу радуйтесь.
340511002b	Без перестану молїтесь.
3405120065	За все дякуйте: така бо воля Божа в Христї Ісусї про вас.
340513001f	Духа не вгашуйте.
340514002d	Пророцтвами не гордуйте.
3405150047	Всього дослїджуйте; доброго держітесь.
3405160041	Од усякого виду лихого вдержуйтесь.
3405170103	Сам же Бог упокою нехай осьвятить вас зовсїм, і ввесь ваш дух, і душа, і тїло нехай збережеть ся непорочно у прихід Господа нашого Ісуса Христа.
340518004c	Вірен, Хто покликав вас, Він і зробить (се).
340519002c	Браттє, молїте ся за нас.
34051a0047	Витайте все браттє цїлуваннєм сьвятим.
34051b0076	Заклинаю вас Господом, прочитати посланнє се перед усїм браттєм.
34051c005f	Благодать Господа нашого Ісуса Христа з вами. Амінь.
3500000015	2 до солунян
35010100a3	Павел, та Силуан, та Тимотей церкві Солунській у Бозї, Отцї нашому, і Господї Ісусї Христї:
350102007a	Благодать вам і впокій од Бога, Отця нашого, і Господа Ісуса Христа.
3501030108	Дякувати мусимо Богу завсїди за вас, браттє, яко ж воно й достойно, бо вельми росте віра ваша, і множить ся любов кожного з усїх вас один до одного;
35010400d0	так що ми самі хвалимось вами по церквах Божих за терпіннє ваше і віру у всїх гоненнях ваших і в горю, що приймаєте,
35010500ac	в доказ праведного суду Божого, щоб удостоїтись вам царства Божого, ради котрого й страждаєте.
350106006c	Бо ж праведно в Бога, віддати горе тим, що завдають вам горя,
350107008c	а вам горюючим, одраду з нами в одкриттю Господа Ісуса з неба з ангелами сили,
35010800cc	в огнї поломяному даючи відомщеннє тим, що не знають Бога і не корять ся благовістю Господа нашого Ісуса Христа.
3501090092	Вони приймуть муку, погибель вічну від лиця Господнього і від слави потуги Його,
35010a00e2	як прийде прославити ся у сьвятих своїх і дивним бути у всїх віруючих (бо ввірувано сьвідкуванню нашому між вами) в той день.
35010b00e8	Того й молимо ся всякого часу за вас, щоб сподобив вас поклику Бог наш, і сповнив усяке благоволеннє благости і дїло віри в силї,
35010c00d5	щоб прославилось імя Господа нашого Ісуса Христа в вас, а ви в Ньому, по благодатї Бога нашого і Господа Ісуса Христа.
35020100a8	Благаємо ж вас, браттє, ради приходу Господа нашого Ісуса Христа і ради нашого збору до Него,
35020200c5	не скоро хитайтесь умом, і не трівожтесь нї духом, нї словом, нї посланнєм нашим, що нїби настає день Христів.
35020300ec	Нехай нїхто вас не зводить нїяким робом; бо коли не прийде відступленнє перше, і не відкриєть ся чоловік беззаконня, син погибелї,
35020400f5	що противить ся і несеть ся вище всякого званого Бога або шановища, так що засяде як Бог у храмі Божому, показуючи себе, що він єсть Бог.
350205005e	Хиба не памятаєте, що живучи ще в вас, я се вам казав?
350206005f	І тепер знаєте, що не дає йому відкритись часу свого.
35020700c0	Бо тайна беззаконня вже орудує, тільки той, хто вдержує тепер, (удержувати ме) доки візьметь ся з середини.
35020800bc	І тодї відкриєть ся беззаконник, котрого Господь убє духом уст своїх, і знищить явленнєм приходу свого.
35020900b2	Котрого (беззаконника) прихід, сатаниною силою, буде з усякою потугою і ознаками й чудесами омани,
35020a00af	і з усяким підступом неправди в тих, що погибають, бо любови правди не прийняли, щоб спасти ся їм.
35020b0079	І за се пішле їм Бог орудуваннє підступу, щоб вони вірували брехнї,
35020c0076	щоб прийняли суд усї, хто не вірував правдї, а кохавсь у неправдї.
35020d0110	Нам же треба дякувати Богові завсїди за вас, браттє полюблене від Господа, що вибрав вас Бог від початку на спасеннє осьвяченнєм духа й у вірі правди,
35020e00a3	до чого покликав вас благовістєм нашим, щоб здобути ся слави Господа нашого Ісуса Христа.
35020f009e	Тим же, браттє, стійте і держіть перекази, яких навчились чи словом, чи посланнєм нашим.
35021000cc	Сам же Господь наш Ісус Христос, і Бог і Отець наш, що полюбив нас і дає нам утїху вічню і добру надїю в благодатї,
3502110084	нехай утїшить серця ваші, і утвердить вас у всякому слові і дїлї доброму.
35030100a6	На останок, молїтесь, браттє, за нас, щоб слово Господнє ширилось та славилось, яко ж і в вас,
350302007d	і щоб нам визволитись од безпутних і лукавих людей; бо не у всїх віра.
3503030071	Вірен же Господь, котрий утвердить вас і обереже від лукавого.
350304008e	Уповаємо ж у Господї про вас, що що ми вам повелїваємо, ви робите і робити мете.
3503050085	Господь же нехай направить серця ваші у любов Божу і в терпіннє Христове.
350306010f	Повелїваємо ж вам, браттє, імям Господа нашого Ісуса Христа, відлучатись від усякого брата, що ходить непорядно і не по переказу, який прийняв од нас.
350307008e	Самі бо знаєте, як вам треба подобити ся нам; бо не робили ми безладдя між вами,
35030800af	анї їли дармо хлїб у кого; а в трудї і журбі, ніч і день роблячи дїло, щоб не отягчити нїкого з вас:
3503090087	не тим що не маємо власти, а щоб себе за взір дати вам, щоб уподобити ся нам.
35030a009a	Бо, як були ми в вас, то так завітували вам, що хто не хоче робити дїла, нехай і не їсть.
35030b008d	Чуємо бо, що деякі непорядно ходять між вами, нїчого не роблять, а метушять ся.
35030c00b7	Таким-то повелїваємо і напоминаємо Господом нашим Ісусом Христом, щоб мовчки роблячи, свій хлїб їли.
35030d004e	Ви ж, браттє, не втомлюйтесь, роблячи добре.
35030e00bf	Коли ж хто не послухає слова нашого посланнєм, такого назначіть і не мішайтесь із ним, щоб йому був сором.
35030f005e	Та не за ворога вважайте його, а навчайте, яко брата.
350310009e	Сам же Господь миру нехай дасть вам мир завсїди всїма способами. Господь із усїма вами.
3503110086	Витаннє моєю рукою Павловою, котре єсть знак у всякому посланню; так пишу:
350312006a	Благодать Господа нашого Ісуса Христа з усїма вами. Амінь.
3600000010	1 Тимофію
36010100b1	Павел, апостол Ісуса Христа, по по велїнню Бога, Спаса нашого, і Господа Ісуса Христа, надїї нашої,
36010200c4	Тимотею, правдивому сину в вірі: Благодать, милость, мир од Бога, Отця нашого, і Христа Ісуса, Господа нашого.
36010300a9	Яко ж ублагав я тебе пробувати в Єфесї, ідучи в Македонию, щоб завітував деяким не инше вчити,
36010400c1	анї вважати на видумки та не скінчені родоводи, котрі більш роблять змагання, нїж Божого будування в вірі.
360105009f	Конець же завітування єсть любов з щирого серця та совісти благої і віри не лицемірної,
3601060059	у котрих деякі погрішивши, вдались у пусті слова,
3601070091	хотячи бути законоучителями, не розуміючи, нї що говорять, нї об чому впевняють.
3601080066	Знаємо ж, що закон добрий, коли хто його законно творить,
360109013a	знаючи се, що не про праведника закон положений, а про беззаконних та непокірних, нечестивих та грішних, неправедних та скверних, про убийць батька й матери, про душогубцїв,
36010a00eb	про блудників, мужоложників, про людокрадів, брехунів, про тих, що криво присягають, і коли що иншого здоровій науцї противить ся,
36010b006d	по славному благовістю блаженного Бога, котре менї звірено.
36010c00d0	І дякую Тому, хто окріпляє мене, Христу Ісусу, Господу нашому, що за вірного мене вважав, поставивши мене на службу,
36010d00c7	мене, що був колись хулителем і гонителем і знущателем, та помилувано мене; бо, невідаючи, робив я в невірстві.
36010e0086	Намножила ся ж благодать Господа нашого вірою і любовю, що в Христї Ісусї.
36010f00cf	Вірне се слово і всякого прийняття достойне, що Христос Ісус прийшов у мир грішників спасти, між котрими я первий.
360110010d	Та ради сього й помилувано мене, щоб на менї первому показав Ісус Христос усе довготерпіннє, на приклад тим, що мають вірувати в Него на життє вічне.
36011100b6	Цареві ж вічному нетлїнному, невидимому, єдиному премудрому Богу честь і слава на віки вічні. Амінь.
36011200d3	Се ж завітуваннє передаю тобі, сину Тимотею, по пророцтвах, що були перше про тебе, щоб воював ти в них доброю війною,
360113007b	маючи віру і добру совість, котру деякі відкинувши, од віри відпали.
3601140092	Між ними ж Іменей та Александр, котрих я передав сатанї, щоб навчились не хулити.
3602010086	Тим я молю перш усього творити благання, молитви, дякування за всїх людей,
36020200be	за царів і за всїх, що мають власть, щоб тихим і спокійним життєм нам жити у всякому благочестї і чистотї.
360203005d	Се бо добре і приятно перед Спасителем нашим Богом,
3602040077	котрий хоче, щоб усї люде спасли ся і до розуміння правди прийшли.
3602050080	Один бо Бог і один посередник між Богом і людьми, чоловік Ісус Христос,
360206006d	що дав себе на викуп за всїх: сьвідкуваннє временами своїми.
36020700dc	На се ж поставлено мене проповідником і апостолом (глаголю правду в Христї, а не неправду) учителем поган у вірі і правдї.
36020800c0	Оце ж хочу, щоб молились чоловіки на всякому місцї, здіймаючи вгору преподобні руки, без гнїва і змагання.
3602090107	Так само й жінки, чисто вбираючись, із соромом та з чистотою, щоб украшували себе, не заплїтаннєм, не золотом або перлами, або шатами предорогими,
36020a0073	а (як подобає жінкам, що пристали на благочестє) дїлами добрими.
36020b004d	Жінка мовчки нехай вчить ся усякої покори.
36020c0076	Жінцї ж учити не велю, анї орудувати чоловіком, а бути в мовчанню.
36020d0044	Адама бо перше створено, опісля ж Еву;
36020e006b	і Адама не зведено; жінка ж, як зведено її, була в переступі.
36020f00a9	Спасеть ся ж ради родження дїтей, коли пробувати ме в вірі та любові і в сьвятостї з чистотою.
360301006b	Вірне слово: коли хто епископства хоче, доброго дїла бажає.
36030200c7	Треба ж епископу бути непорочним, однієї жінки чоловіком, тверезим, цїломудрим, чесним, гостинним, навчаючим,
360303008c	не пяницею, не до бійки, не до здирства, а тихим, несварливим, не сріблолюбцем,
3603040087	своїм домом щоб добре правив, дїтей держав у слухняностї з усякою повагою;
3603050086	(Коли бо хто своїм домом не вміє правити, то як йому про церкву Божу дбати?)
3603060070	не новохрищеним, щоб розгордившись не впав у суд дияволський.
36030700b3	Треба ж йому і сьвідкуваннє добре мати від остороннїх, щоб не впав у ганьбу та в тенета дияволські.
36030800b0	Дияконам так само (треба бути) чесним, не двоязичним, щоб не вживали багато вина, не здирствовали,
360309003c	мали тайну віри в чистій совістї.
36030a0093	І про таких же (треба) перше впевнитись, а потім нехай служять, бувши непорочними.
36030b008d	Жінкам (їх) так само (треба бути) чесним, не до осуди, тверезим, вірним у всьому.
36030c0097	Диякони щоб бували однієї жінки чоловіками, дїтьми добре правлячи і своїми домами.
36030d00ad	Бо хто добре дияконував, степень собі добрий здобуває і велику одвагу у вірі, що в Христї Ісусї.
36030e004f	Се пишу тобі, уповаючи прийти до тебе скоро;
36030f00d1	коли ж загаюсь, щоб ти знав, як треба в дому Божому жити, котрий єсть церква Бога живого, стовп і утвердженнє правди.
