2800000007	Matteus
36051000ea	Muistutan vielä, että sukulaisten olisi pidettävä huolta leskestä eikä jätettävä häntä seurakunnan huollettavaksi. Silloin seurakunnalle jää enemmän varoja niiden leskien auttamiseen, jotka ovat todella yksin maailmassa.
36051100b5	Seurakunnan johtajat, jotka hoitavat tunnollisesti tehtävänsä, ansaitsevat kaikkien arvostuksen ja kunnon palkan työstään varsinkin, jos ovat sekä julistajia että opettajia.
36051200a0	Raamatussa sanotaan: »Älä sido puivan härän suuta – anna sen syödä vapaasti.» Toisessa kohdassa huomautetaan: »Työtä tekevä ansaitsee palkkansa.»
3605130066	Älä ota huomioon seurakunnan johtajasta tehtyjä valituksia, ellei syyttäjiä ole kahta tai kolmea.
3605140072	Nuhtele seurakunnan läsnäollessa niitä, jotka tekevät syntiä, etteivät muut seuraisi heidän esimerkkiään.
36051500bf	Jumalan, Jeesuksen ja pyhien enkelien edessä pyydän vakavasti: ole tässä asiassa johdonmukainen, vaikka kysymyksessä olisi läheinen ystäväsikin. Kaikkia on kohdeltava samalla tavalla.
36051600b1	Älä hätiköi, kun valitset seurakunnalle työntekijää. Et ehkä huomaa hänen syntejään, ja silloin näyttää siltä kuin hyväksyisit ne. Pysy itse erossa synninteosta.
36051700b6	Tällä en muuten tarkoita, että sinun olisi kokonaan luovuttava viinistä. Sinun pitäisi käyttää sitä silloin tällöin lääkkeenä, koska sinulla on niin usein vatsavaivoja.
3605180093	Joidenkin synnit ovat kaikkien näkyvissä. Sellaisissa tapauksissa sinä voit puuttua asioihin. Toisten synnit paljastuvat vasta tuomiopäivänä.
3605190068	Hyvätkin teot tiedetään joissakin tapauksissa jo nyt, mutta osa niistä paljastuu vasta ajan mittaan.
36060100ba	Kristittyjen orjien pitää kunnioittaa omistajiaan. Jos Kristuksen omat ovat huonoja työntekijöitä, ihmiset saavat aiheen pitää pilkkanaan Jumalan nimeä ja kristillistä opetusta.
36060200f7	Ei se, että työnantaja on kristitty, anna työntekijälle oikeutta laiskotteluun. Pikemminkin silloin on tehtävä työtä erityisen innokkaasti, sillä kysymys on uskonveljen auttamisesta. Opeta tällä tavoin ja kehota kaikkia toimimaan näin.
3606030088	Jotkut voivat olla eri mieltä eivätkä noudata Jeesuksen järkevää ja terveellistä opetusta, joka on kristillisen elämän perusta.
36060400c1	Se, joka muuta opettaa, on sekä ylpeä että ymmärtämätön. Hän vain saa aikaan kinastelua, joka taas johtaa kateuteen ja riitoihin. Lopputuloksena on parjausta, syyttelyä ja epäluuloja.
36060500bb	Nämä kiistelijät, joiden mielen synti on vääristänyt, eivät enää tiedä, mikä on totta. He yrittävät saada vain taloudellista hyötyä kristillisyydestä. Pysy heistä erossa.
360606004c	Haluatko todellista rikkautta? Jos olet onnellinen uskossasi, olet jo rikas.
3606070078	Kun tulimme tähän maailmaan, emme tuoneet mukanamme rahaa, emmekä saa täältä penniäkään mukaamme, kun kuolemme.
360608005d	Siksi meidän pitäisi olla tyytyväisiä, jos meillä vain on tarpeeksi ruokaa ja vaatteita.
3606090099	Ne, jotka haluaisivat olla rikkaita, ryhtyvät helposti hankkimaan rahaa väärin keinoin. Näin he joutuvat turmioon ja päätyvät lopulta kadotukseen.
36060a0097	Rahanhimo on ensimmäinen askel moneen syntiin. Jotkut on rahanahneus saanut jopa luopumaan Jumalasta, ja näin he ovat joutuneet monenlaiseen tuskaan.
36060b00d7	Timoteus, sinä kuulut Jumalalle! Älä sinä ryhdy mihinkään pahaan, vaan pyri tekemään sitä, mikä on hyvää ja oikeaa. Opi luottamaan Kristukseen ja rakastamaan muita. Ole kärsivällinen ja ystävällinen.
36060c00b8	Taistele aina Jumalan puolella. Pidä lujasti kiinni ikuisesta elämästä, jonka Jumala on antanut sinulle. Olethan niin selkein sanoin ja monen todistajan kuullen tunnustanut uskosi.
36060d008c	Käsken sinua Jumalan edessä, joka on elämän antaja, ja Jeesuksen Kristuksen edessä, joka oli rohkea todistaja Pontius Pilatuksen luona:
36060e008b	tee kaikki, mitä Herra on käskenyt, niin ettei sinua voida syyttää mistään siihen päivään saakka, jona Herra Jeesus Kristus palaa.
36060f008a	Kun oikea aika on tullut, antaa armahtava ja kaikkivaltias Jumala, kuninkaiden Kuningas ja herrojen Herra, Kristuksen ilmestyä taivaasta.
360610010c	Herra ei koskaan kuole. Hän elää niin huikaisevan valon keskellä, ettei yksikään ihminen voi mennä hänen lähelleen. Kukaan ei ole koskaan nähnyt häntä eikä voi tulevaisuudessakaan nähdä. Hänelle kuuluvat ikuisiksi ajoiksi kunnia, voima ja valta. Aamen.
36061100ea	Sano niille, jotka nyt ovat rikkaita, ettei heidän kannata olla ylpeitä eikä luottaa rahoihinsa, sillä he voivat ne menettää. Luottakoot sen sijaan elävään Jumalaan, joka antaa meille runsain mitoin kaikkea mitä tarvitsemme.
36061200bd	Kehota heitä tekemään varallisuudellaan hyvää. Silloin heidän rikkautenaan ovat hyvät työt. Heidän tulee iloisesti jakaa puutteessa eläville sitä, mitä Jumala on heille antanut.
3606130071	Näin he keräävät itselleen todellisen aarteen taivaaseen – se on ikuisuutta ajatellen ainoa varma sijoitus!
36061400bd	Timoteus, älä lyö laimin tehtäviä, jotka Jumala on sinulle uskonut. Älä rupea kiistelemään niiden kanssa, jotka kehuvat tietävänsä asiat – vaikka juuri tietoa heiltä puuttuu.
3606150076	Jotkut heistä eivät tunne tärkeintä elämässä: he eivät tunne Jumalaa. Toivotan hänen armoaan teille kaikille.
370000000f	2 Timoteukselle
37010100ba	[Lähettäjä:] Paavali, Jeesuksen Kristuksen apostoli, jonka Jumala on lähettänyt julistamaan sanomaa ikuisesta elämästä. Sen Jumala on luvannut kaikille, jotka uskovat Jeesukseen.
370102008b	[Vastaanottaja:] Timoteus, rakas poikani. Toivotan sinulle Jumalan, Isämme, ja Kristuksen Jeesuksen, Herramme, hyvyyttä, armoa ja rauhaa.
3701030108	Olen kiittänyt Jumalaa sinusta, Timoteus. Rukoilen joka päivä puolestasi ja öisinkin pyydän usein, että Jumala oikein runsaasti siunaisi sinua. Hän on sekä esi-isieni Jumala että minun Jumalani, ja elämäni tärkein asia on hänen tahtonsa noudattaminen.
3701040054	Tulisin hyvin iloiseksi, jos saisin nähdä sinut. Muistan, miten itkit erotessamme.
370105008d	Tiedän, että olet uskossasi yhtä vilpitön kuin isoäitisi Loois ja äitisi Eunike. Uskon, että luotat vielä Herraan niin kuin ennenkin.
3701060074	Siksi muistutan sinua: käytä sitä Jumalan armolahjaa, jonka sait, kun panin käteni päällesi ja siunasin sinut.
3701070092	Pyhä Henki, jonka Jumala on sinulle antanut, ei halua meidän elävän pelon vallassa, sillä hän on voiman, rakkauden ja kurinalaisuuden Henki.
37010800ef	Jumalan voima saa aikaan sen, ettet pelkää puhua Herrasta etkä tunnustaa minua ystäväksesi, vaikka olenkin nyt vankilassa Kristuksen tähden. Olet valmis kärsimään kanssani ilosanoman puolesta, ja Herra antaa sinulle siihen voimaa.
37010900b4	Hänhän meidät pelastikin ja valitsi tähän pyhään tehtävään. Emme me sitä ansainneet, mutta hän oli suunnitellut näin jo ennen maailman luomista, koska rakastaa meitä.
37010a008d	Sen tähden hän lähetti Vapahtajamme Jeesuksen Kristuksen, joka voitti kuoleman ja avasi ihmisille tien ikuiseen elämään – uskon tien.
37010b0068	Minut Jumala on valinnut apostoliksi julistamaan pakanoille ilosanomaa Jeesuksesta ja opettamaan heitä.
37010c00c4	Tämän vuoksi olen joutunut vankilaankin enkä sitä häpeä. Tunnen hänet, johon uskon. Olen varma, että Kristus pystyy paluuseensa asti pitämään tallessa kaiken, mitä on antanut hoitooni.
37010d0093	Pidä tiukasti kiinni totuudesta sellaisena kuin olen sen sinulle opettanut ja ennen kaikkea siitä uskosta ja rakkaudesta, jotka saat Jeesukselta.
37010e0043	Säilytä Pyhän Hengen avulla se, mitä Jumala on sinulle uskonut.
37010f0084	Kuten tiedät, kaikki ne kristityt, jotka tulivat tänne Vähästä-Aasiasta, ovat jättäneet minut – jopa Fygelus ja Hermogenes.
37011000ff	Herra siunatkoon Onesiforusta ja koko hänen perhettään, sillä hän on usein käynyt tapaamassa ja rohkaisemassa minua. Hänen käyntinsä ovat olleet virkistäviä kuin raikas tuulenhenkäys. Hän ei ole koskaan hävennyt sitä, että olen vankilassa.
370111005b	Kun hän tuli Roomaan, hän etsi minua kaikkialta ja löysi minut sitten lopulta täältä.
370112007e	Toivon, että Herra palkitsee hänet, kun kerran palaa. Sinä itse tiedät parhaiten, miten paljon hän auttoi minua Efesossa.
3702010043	Timoteus, poikani, sinun on saatava jatkuvasti voimaa Kristukselta,
37020200c1	sillä joudut opettamaan muille sen, mitä sinä ja monet muut olette kuulleet minun puhuvan. Opeta nämä tosiasiat luotettaville miehille, jotka sitten puolestaan välittävät ne eteenpäin.
3702030046	Kanna osallesi tulevat kärsimykset kuin Jeesuksen Kristuksen sotilas.
3702040094	Ja koska olet Kristuksen sotilas, älä sotkeudu tämän maailman asioihin, sillä se ei miellytä häntä, joka on kiinnittänyt sinut armeijaansa.
3702050079	Herran työssä on omat sääntönsä niin kuin urheilukilpailuissa. Jos joku rikkoo sääntöjä, hän ei saa palkintoa.
370206005f	Tee kovasti työtä niin kuin maanviljelijä, jolle hyvä sato merkitsee leveämpää leipää.
3702070076	Ajattele näitä kolmea esimerkkiä. Herra auttaa sinua ymmärtämään, miten voit soveltaa niitä omaan elämääsi.
370208009f	Älä koskaan unohda, että Jeesus Kristus oli Daavidin sukuun syntynyt ihminen, mutta samalla myös Jumala, minkä merkiksi Jumala herätti hänet kuolleista.
37020900a2	Koska olen julistanut täällä näitä suuria totuuksia, minut on pantu vankilaan kuin rikollinen. Jumalan sana ei kuitenkaan ole kahleissa vaikka minä olenkin.
37020a009a	En kaihda kärsimyksiä, jos tiedän niiden koituvan Jumalan valitsemien ihmisten pelastukseksi ja auttavan heitä matkalla hänen ikuiseen kirkkauteensa.
37020b0071	Lohdutuksenani on varmuus siitä, että kun kuolemme Kristuksen tähden, saamme taivaassa elää hänen kanssaan.
37020c00cc	Jos tehtävämme viekin meidät kärsimyksiin, saamme kerran istua Jeesuksen rinnalla hallitsemassa. Mutta jos kärsimykset saavat meidät luopumaan Kristuksesta, hänen on käännyttävä meitä vastaan.
37020d00e0	Toisaalta: vaikka tulisimme niin heikoiksi, että uskostamme ei olisi mitään jäljellä, hän pysyy kuitenkin uskollisena. Eihän hän voi hylätä meitä, jotka olemme osa häntä itseään. Hän pitää aina lupauksensa.
37020e009b	Muistuta Kristukseen uskovia näistä tärkeistä asioista ja kiellä heitä kinastelemasta toisarvoisesta. Sellainen on hyödytöntä ja vahingollistakin.
37020f0061	Tee työsi hyvin, niin ettei sinun tarvitse hävetä Jumalan edessä. Opeta oikein Jumalan sanaa.
370210006c	Älä mene mukaan tyhjiin väittelyihin, jotka vain aiheuttavat riitaa ja saavat ihmiset tekemään syntiä.
370211005d	Väittelynhalu saa aikaan suurta vahinkoa. Sellaiseen ovat Hymeneus ja Filetus syyllistyneet.
37021200a4	He eivät enää pysy totuudessa, vaan julistavat, että kuolleiden ylösnousemus muka jo on tapahtunut. Monien usko on kärsinyt tällaisen puheen kuuntelemisesta.
37021300e3	Mutta Jumalan totuus on vahva peruskivi, jota mikään ei voi järkyttää. Siihen on kirjoitettu: »Herra tietää, ketkä ovat hänen omiaan», ja: »Jos joku pitää itseään kristittynä, hän ei saa tehdä vääryyttä.»
370214008c	Suuressa talossa on arvokkaita ja halpoja astioita. Arvokkaita astioita käytetään juhlatilaisuuksissa, mutta halvat ovat arkikäytössä.
3702150073	Jos kartat pahaa, olet kuin talon arvokkain astia – sellainen, jota Kristus voi käyttää omaan tarkoitukseensa.
37021600ea	Vältä kaikkea, mikä vie nuoren ajatukset helposti väärään suuntaan. Tavoittele sellaista, mikä auttaa sinua tekemään oikein. Tarvitset uskoa ja rakkautta ja niiden ihmisten seuraa, jotka kokosydämisesti turvautuvat Herraan.
3702170072	Toistan vielä: älä sotkeudu tyhmiin väittelyihin, jotka vain saavat mielet kiihdyksiin ja synnyttävät vihaa.
370218007d	Jumalan omien ei sovi riidellä. Heidän on ystävällisesti ja kärsivällisesti opetettava niitä, jotka ovat väärässä.
3702190077	Jos nöyrästi ja hienovaraisesti puhut vastustajillesi, voit Jumalan avulla saada heidät näkemään, mikä on totta.
37021a0097	He pääsevät vapaaksi synnin kahleista, joilla kiusaaja on sitonut heidät palvelemaan hänen päämääriään, ja alkavat toteuttaa Jumalan tahtoa.
3703010057	Sinun on hyvä tietää, Timoteus, että viimeisinä aikoina on vaikeaa olla kristitty.
37030200b7	Ihmiset rakastavat vain itseään ja rahaa. He ovat ylpeitä, pilkkaavat Jumalaa, ovat vanhemmilleen tottelemattomia ja kiittämättömiä – sanalla sanoen läpeensä turmeltuneita.
3703030073	He ovat kovia ja armottomia. He valehtelevat, ovat moraalittomia, raakoja ja julmia ja vastustavat kaikkea hyvää.
3703040083	He pettävät ystävänsäkin, ovat väkivaltaisia ja pöyhkeitä ja pitävät nautintoja tärkeämpinä kuin Jumalan palvelemista.
3703050072	Heissä on kristityn ihmisen ulkokuori, mutta ei Jumalan voimaa. Älä anna sellaisten ihmisten pettää itseäsi.
370306009e	He tunkeutuvat ovelasti toisten koteihin ja lyöttäytyvät avuttomien, syntien kietomien naisraukkojen ystäviksi. Näille he opettavat omia näkemyksiään.
3703070062	Tällaiset naiset ovat aina valmiita juoksemaan uusien oppien perässä ymmärtämättä totuutta.
37030800b9	Nämä opettajathan vastustavat totuutta niin kuin Jannes ja Jambres aikoinaan Moosesta. He ovat sisintään myöten kieroja, ja he ovat kääntäneet selkänsä kristilliselle uskolle.
370309008c	Mutta ikuisesti sellainen ei saa jatkua. Tulee päivä, jolloin heidän petoksensa paljastuu kaikille niin kuin Jannesin ja Jambresin synti.
37030a00d0	Olet seurannut minun elämääni ja tiedät, millainen olen: mihin uskon ja mihin pyrin. Tiedät, että uskon Kristukseen ja että olen joutunut moniin kärsimyksiin. Tunnet rakkauteni ja kärsivällisyyteni.
37030b00be	Olet selvillä vaikeuksista, joihin hyvän sanoman julistaminen on minut johtanut. Tiedät, miten minun kävi Antiokiassa, Ikonionissa ja Lystrassa. Herra on kuitenkin aina minut pelastanut.
37030c0070	Kaikki, jotka päättävät elää niin kuin Kristus Jeesus tahtoo, joutuvat Kristuksen vihaajien vainottaviksi.
37030d008d	Pahat ihmiset ja väärien oppien opettajat ovat tulevaisuudessa yhä pahempia: he pettävät monia, mutta saatana pettää heidät itsensä.
37030e006e	Usko sinä vain siihen, mitä sinulle on opetettu. Tiedät, että se on totta, koska voit luottaa opettajiisi.
37030f0085	Tunnet pyhät kirjoitukset jo lapsuudesta saakka. Ne opettavat sinua uskomaan Jeesukseen Kristukseen ja ottamaan pelastuksen vastaan.
37031000f9	Jokainen näistä kirjoituksista on syntynyt Jumalan Hengen vaikutuksesta ja on korvaamattoman arvokas. Niistä opimme, mikä on totta. Ne näyttävät, mikä on omassa elämässämme väärää, ja auttavat meitä tekemään sitä, mikä on oikein.
3703110054	Ja sillä tavoin Jumala varustaa meidät, niin että voimme tehdä hyvää kaikille.
370401008f	Kehotan sinua vakavasti Jumalan ja Jeesuksen Kristuksen edessä – hänen, joka tuomitsee elävät ja kuolleet, kun tulee takaisin kuninkaana:
37040200f3	levitä Jumalan sanaa jatkuvasti kaikissa mahdollisissa tilanteissa, tuntui se sopivalta tai ei. Ojenna ja varoita kuulijoitasi tarpeen mukaan. Rohkaise heitä tekemään sitä, mikä on oikein. Selitä kärsivällisesti, mitä Jumala opettaa.
3704030082	Tulee näet aika, jolloin ihmiset eivät halua kuulla totuutta. He etsivät sellaisia opettajia, jotka puhuvat heidän mielikseen.
3704040067	Raamatun sanoma ei kiinnosta heitä. Huolettomina he seuraavat omia harhaanjohtavia päähänpistojaan.
37040500a8	Ole varuillasi, että huomaat kaikki vaarat. Älä pelkää kärsimyksiä, joihin voit joutua Herran tähden. Tuo ihmisiä Jeesuksen luo. Älä laiminlyö tehtäviäsi.
3704060090	Puhun tästä, koska minulla ei enää kauan ole tilaisuutta antaa sinulle tukea. Aikani alkaa olla lopussa, ja pääsen jo pian taivaan kotiin.
370407008b	Olen taistellut kauan ja innokkaasti Herrani puolesta ja pysynyt koko ajan hänelle uskollisena. Nyt on tullut aika, jolloin saan levätä.
37040800b9	Herra on oikeudenmukainen tuomari, ja taivaassa on minulle varattu kruunu, jonka saan sinä päivänä, kun Herra palaa. Sen kruunun saavat kaikki, jotka odottavat Herran takaisintuloa.
370409001e	Tule niin pian kuin vain voit.
37040a0090	Deemas on jättänyt minut. Hän ihastui maallisiin houkutuksiin ja lähti Tessalonikaan. Kreskes on matkustanut Galatiaan ja Tiitus Dalmatiaan.
37040b0050	Vain Luukas on luonani. Tuo Markus mukanasi kun tulet, sillä tarvitsen häntä.
37040c003d	Tykikuskaan ei ole täällä, sillä lähetin hänet Efesoon.
37040d0075	Muistaisitko tuoda takkini, joka jäi Trooaaseen Karpuksen luo? Tuo myös kirjat, ennen kaikkea pergamenttikääröt.
37040e005d	Kupariseppä Aleksander on tehnyt minulle paljon pahaa. Herra antaa hänelle ansionsa mukaan,
37040f005c	mutta sinun on parasta varoa häntä, sillä hän koettaa tehdä tyhjäksi jokaisen sanamme.
37041000bf	Kun jouduin täällä ensimmäisen kerran oikeuteen, kukaan ystävistäni ei ollut auttamassa minua. Kaikki olivat lähteneet pakoon. Toivottavasti siitä ei koidu heille ikäviä seurauksia.
37041100bd	Herra oli kuitenkin kanssani ja antoi minulle mahdollisuuden pitää rohkeasti koko saarnan, niin että siellä olevat pakanat kuulivat sen. Hän pelasti minut joutumasta leijonien ruuaksi.
370412007b	Samalla tavalla hän pelastaa minut kaikesta muustakin pahasta ja vie taivaaseen. Jumalalle siitä ikuisesti kunnia! Aamen.
3704130040	Sano terveisiä Priskalle, Akvilalle ja Onesiforuksen perheelle.
3704140051	Erastus jäi Korinttiin, ja Trofimuksen jätin Miletoon, koska hän oli sairaana.
370415007c	Yritä päästä tänne ennen talvea. Eubulus, Pudes, Linus, Klaudia ja kaikki muut uskovat lähettävät paljon terveisiä.
370416001e	Herra Jeesus Kristus kanssasi!
380000000b	Tiitukselle
38010100bf	[Lähettäjä:] Paavali, Jumalan palvelija ja Jeesuksen Kristuksen lähettiläs. Tehtäväni on auttaa Jumalan valitsemia ihmisiä uskoon. Opetan heille Jumalan totuutta, joka muuttaa kaiken.
3801020083	Niin he voivat saada ikuisen elämän, jonka Jumala on heille luvannut jo ennen maailman luomista – eikä hän koskaan valehtele.
38010300be	Saan kertoa kaikille tämän iloisen uutisen, jonka Jumala, Vapahtajamme, on nyt sopivaksi katsomanaan hetkenä ilmoittanut maailmalle. Minun hän on käskenyt levittää uutista kaikkialle.
38010400b7	[Vastaanottaja:] Tiitus, jota pidän kuin omana poikanani, koska uskomme samaan Herraan. Jumala, Isämme, ja Vapahtajamme Jeesus Kristus siunatkoon sinua ja antakoon sinulle rauhansa.
38010500cb	Jätin sinut sinne Kreetaan, että auttaisit sikäläisiä seurakuntia kaikin mahdollisin tavoin. Pyysin, että nimittäisit eri kaupunkeihin seurakunnan johtajat, jotka noudattaisivat antamiani ohjeita.
38010600bd	On tärkeää, että valitset arvossapidettyjä, hyviä miehiä, jotka ovat aviopuolisolleen uskollisia ja joiden lapset rakastavat Herraa, kunnioittavat vanhempiaan ja ovat hyvämaineisia.
38010700b6	Seurakuntien johtajissa ei saa olla moitteen sijaa, koska he ovat Jumalan palvelijoita. Heidän ei sovi olla ylpeitä, kärsimättömiä, rahanahneita, juopottelevia eikä riitaisia.
38010800d3	Heidän on oltava vieraanvaraisia ja rakastettava kaikkea mikä on hyvää. Heidän on myös oltava ymmärtäväisiä ja oikeudenmukaisia miehiä, jotka elävät puhtaasti, ja kyettävä hillitsemään itsensä.
38010900c3	Heidän on uskottava horjumatta heille opetettuun totuuteen ja pystyttävä opettamaan se edelleen muille. Heidän on kyettävä osoittamaan toisin ajatteleville, missä nämä ovat väärässä.
38010a00b2	Kaikki eivät näet halua totella Jumalan sanaa. Varsinkin monet niistä, joiden mielestä kristittyjen on noudatettava juutalaisten lakeja, johtavat ihmisiä puheillaan harhaan.
38010b0085	Siitä on tehtävä loppu. Kokonaisia perheitä on johdettu harhaan, pois Jumalan armosta. Väärät opettajat haluavat vain rahanne.
38010c00bb	Eräskin kreetalainen, heidän oma profeettansa, on sanonut: »Kaikki kreetalaiset ovat valehtelijoita. He ovat kuin laiskoja eläimiä, joiden ainoa pyrkimys on vatsansa täyttäminen.»
38010d005e	Se on totta. Ole kristityille niin ankara kuin on tarpeen, että he pysyisivät lujina uskossa
38010e0058	ja sulkisivat korvansa juutalaisten tarinoilta ja totuudesta eksyneiden suostutteluilta.
38010f00f4	Jos ihmisellä on puhdas sydän, hän näkee kaikessa hyvää ja puhdasta. Sellaisesta, jonka sydän on paha ja epäuskoinen, kaikki on pahaa: hänen likainen mielensä ja kapinoiva sydämensä heijastuvat kaikkeen, mitä hän näkee ja kuulee.
38011000a7	Hän voi sanoa tuntevansa Jumalan, mutta hänen elämänsä puhuu toista. Sellainen ihminen on inhottava ja tottelematon, eikä häneltä voi odottaa mitään hyvää.
380201004b	Opeta sen sijaan sinä ihmisiä elämään todellisina Jeesuksen oppilaina.
38020200a5	Vanhojen miesten on oltava vakaita, harkitsevia ja järkeviä. Heidän on tunnettava totuus ja uskottava se ja osoitettava kaikessa rakkautta ja kärsivällisyyttä.
38020300cc	Opeta vanhoja naisia käyttäytymään rauhallisesti ja nöyrästi. Heidän ei sovi kulkea ympäriinsä puhumassa muista pahaa eikä käyttää liikaa viiniä, vaan heidän pitää ohjata toisia hyvään.
3802040054	Heidän tehtävänään on opettaa nuoria naisia rakastamaan miestään ja lapsiaan,
3802050080	hoitamaan hyvin kotiaan ja kunnioittamaan puolisoaan. Ne, jotka tuntevat heidät, eivät silloin voi puhua kristinuskosta pahaa.
380206003e	Kehota myös nuoria miehiä suhtautumaan elämään vakavasti.
3802070070	Tee itse hyvää ja ole heille esimerkkinä. Anna kaikesta näkyä, että rakastat totuutta ja olet vakavissasi.
38020800a9	Puhu niin järkevästi ja selvästi, että jos joku yrittää vastustaa sinua, hän joutuu noloon tilanteeseen, koska sanoistasi ei kerta kaikkiaan löydy arvosteltavaa.
3802090060	Kehota orjia tottelemaan isäntiään ja palvelemaan heitä parhaansa mukaan, vastaan sanomatta.
38020a0097	He eivät saa varastella, vaan heidän on oltava kaikin puolin luotettavia. Ja kun ihmiset huomaavat sen, hekin haluavat uskoa Jumalaan, Vapahtajaamme.
38020b0037	Ikuista pelastusta tarjotaan nyt jokaiselle ilmaiseksi.
38020c00a3	Kun otamme tämän Jumalan lahjan vastaan, ymmärrämme myös, että meidän on luovuttava huonosta, syntisestä elämäntyylistä ja elettävä Jumalan kunniaksi.
38020d0067	Odotamme sitä suurta päivää, jolloin näemme Vapahtajamme Jeesuksen Kristuksen koko kirkkaudessaan.
38020e00a8	Jumala tuomitsi syntimme ja Kristus kuoli niiden tähden. Hän pelasti meidät, ettemme jatkuvasti tekisi syntiä vaan hänen puhdistaminaan auttaisimme muita ihmisiä.
38020f009e	Opeta ja kannusta uskovia elämään tällä tavalla. Jos on tarpeen, oikaise heitä, sillä siihen sinulla on valtuudet. Kukaan ei saa vähätellä sanojasi.
3803010073	Muistuta seurakuntalaisia, että he eläisivät lainkuuliaisina ja olisivat valmiita kaikkeen rehelliseen työhön.
3803020087	He eivät saa puhua pahaa kenestäkään eivätkä riidellä. Kaikkiin ihmisiin on suhtauduttava ystävällisesti ja hyväntahtoisesti.
38030300da	Mekin olimme ennen kovakorvaisia ja ymmärtämättömiä. Jouduimme harhaan: monet pahat himot ja nautinnot orjuuttivat meitä. Kateus ja pahansuopuus hallitsivat elämäämme. Vihasimme muita ja muut vihasivat meitä.
3803040070	Mutta kun Jumalan aika tuli, paljastui, miten suunnattoman hyvä hän on ja miten paljon hän ihmisiä rakastaa:
38030500e3	hän pelasti meidät. Emme suinkaan olleet niin hyviä, että olisimme sen ansainneet, mutta hän teki sen, koska rakasti meitä. Hän pesi meidät puhtaaksi synnistä, ja me synnyimme uudestaan – Pyhä Henki uudisti meidät.
380306006c	Tämä kaikki tapahtui Jumalan rakkauden ja Kristuksen teon tähden, ja Herra antoi meihin Pyhän Henkensä,
380307009d	jotta meistä tulisi Jumalalle kelpaavia. Nyt meille kuuluu myös ikuisen elämän koko rikkaus, jonka Jumala meille antaa, ja me odotamme sitä innokkaasti.
380308007e	Kaikki tämä on totta. Opeta näitä asioita, että kristityt tekisivät sielläkin paljon hyvää. Se ei koskaan ole turhaa.
3803090087	Älä sotkeudu tyhjiin väittelyihin ja uskonnollisiin kiistoihin. Ei kannata ruveta riitelemään juutalaisten lain tarpeellisuudesta.
38030a0089	Varoita kerran tai pari sellaista ihmistä, joka saa joukossanne aikaan hajaannusta. Sen jälkeen älä ole hänen kanssaan tekemisissä.
38030b0048	Hän tietää kyllä itsekin joutuneensa harhaan ja tekevänsä syntiä.
38030c00bf	Olen ajatellut lähettää joko Artemaan tai Tykikuksen luoksesi. Yritä päästä tapaamaan minua Nikopolikseen heti, kun jompikumpi heistä tulee. Olen päättänyt jäädä talveksi sinne.
38030d005f	Auta Zeenasta, lakimiestä, ja Apollosta kaikin mahdollisin tavoin, kun he lähtevät matkalle.
38030e004c	Meidän on opittava tarjoamaan muille apuamme, ettemme olisi hyödyttömiä.
38030f0057	Terveisiä meiltä kaikilta uskoville ystävillemme. Jumala siunatkoon teitä jokaista.
390000000b	Filemonille
3901010084	[Lähettäjät:] Paavali, joka on vankilassa siksi, että levitti hyvää uutista Jeesuksesta, sekä hänen uskonveljensä Timoteus.
3901020099	[Vastaanottajat:] Rakas työtoverimme Filemon ja hänen kotonaan kokoontuva seurakunta sekä Appia-sisaremme ja Arkippus, Herran sotilas niin kuin mekin.
3901030053	Toivotamme teille Isän Jumalan ja Herran Jeesuksen Kristuksen siunausta ja rauhaa.
390104003c	Kiitän Jumalaa aina kun rukoilen puolestasi, rakas Filemon.
390105005d	Saan jatkuvasti kuulla, kuinka uskot Herraan Jeesukseen ja rakastat häntä ja hänen omiaan.
3901060085	Rukoilen, että uskosi tarttuisi muihinkin, kun kerrot heille Kristuksesta ja he huomaavat, miten rikkaaksi hän on tehnyt elämäsi.
3901070076	Rakkautesi on tuottanut minulle suurta iloa; olethan hyvin usein ystävällisyydelläsi virkistänyt uskovien mieltä.
39010800d7	Tahtoisin nyt pyytää sinulta jotain. Voisin suorastaan vaatia, että sinun on Kristuksen tähden tehtävä, mitä käsken. Mutta koska rakastan sinua ja olen jo vanha mies ja sitä paitsi vankilassa Herran vuoksi,
39010a0070	esitän vain pyynnön: ole hyvä Onesimukselle! Hän on lapseni, jonka voitin Kristukselle täällä vankilassa.
39010b0074	Onesimuksesta ei juuri ole viime aikoina ollut sinulle hyötyä, mutta tästedes hänestä on apua meille molemmille
39010c0055	Kun nyt lähetän hänet luoksesi takaisin, tuntuu kuin lähettäisin oman sydämeni.
39010d00b1	Olisin kovin mielelläni pitänyt hänet täällä. Minuthan on vangittu siksi, että levitin hyvää uutista Jeesuksesta, ja Onesimus olisi voinut auttaa minua sinun sijastasi.
39010e0079	En kuitenkaan halunnut pitää häntä ilman suostumustasi, ettet tekisi hyvää pakosta vaan omasta vapaasta tahdostasi.
39010f0077	Hän karkasi, ja sinä menetit hänet vähäksi aikaa ehkä sen tähden, että nyt saisit hänet lopullisesti takaisin.
39011000c7	Mutta enää hän ei ole orja, vaan paljon enemmän: rakas veli jopa minulle. Varmasti hän merkitsee sinullekin nyt enemmän kuin ennen, sillä hän ei ole vain palvelijasi, vaan myös uskonveljesi.
