2a00000006	Lukasi
2a0a0a0067	Kanggo bai mpendamohio aso inie langkai ka laro mentarimakomiu, ai mpeluarakoto ai sala kai mengkumora,
2a0a0b00d4	‘Napono popawu ai inie langkaimiu nie henu mekampi ai karemami, kimentandamio gagi tondonino motae Ue Ala minggi dumosakomiu. Kanggo pewowoloꞌo unie, Oto hawe tempono PomparentaꞌaRo Ue Ala tegagi ai olomiu!
2a0a0c0089	Kupauꞌakomiu, ai Tampulaꞌano Wawontolino, dosaro mia ai inie langkai laꞌa lalomobea kaseko dosaro mia ai inie langkai Sodomo!’”
2a0a0d0125	“Memasola komiuto mia Korasi! Memasola komiuto mia Besaida! Akono bano tuduano isaꞌa ai Tirusu ka ai Sidoni tegagi tandangkohali-hali menggena henu tegagi ai olomiu, matantu umboro oto mentesisi umbu ai halaro ka meparewa umbu ai karu ka monaa popawu ai uluro, gagi tondonino pompesosooro.
2a0a0e0055	Ai Tampulaꞌano Wawontolino, mia Tirusu ka Sidoni da moruana tinolosi kaseko ikomiu.
2a0a0f00ac	Ka ikomiu mia Kapenau! Ikomiu mpewowoloꞌo, ikomiu minggi pinelangkai ka Rotarimakomiu ai suruga? Uuhu, kanggo Ue Ala minggi mokodedeiki komiu ka Rotadikomiu ai naraka!”
2a0a1000e7	Kanoꞌamba i Yesu motae ndi anaguruNo, “Aineio rumongoi komiu, norongoiAku, ka aineio lano tumarima komiu, umono mboꞌu lano tarimaꞌAku. Kaa aineio lano tarimaꞌAku, umono mboꞌu lano tarimaꞌo Umboro henu tumenaꞌAku.”
2a0a1100a9	Karoꞌamba mpekule kopitupulu anaguru mesueno ndi Yesu. Saru memangaꞌu rompotae, “Ue, sekonopo onisu metuundu ndi ikami, tempono kimentambaꞌiro ai laro neeMiu.”
2a0a12005e	Ka i Yesu motae ndi umboro, “Oto Kusueꞌo Ueno Onisu modonta umbu ai langi menggena koliki.
2a0a1300b5	Menteeꞌano! Akuto moweeꞌakomiu roso ka pabawa. Gagi ikomiu minggi numangio lowono pabawano Ueno onisu ka bano ikomiu molaꞌa ule ka kasi-kasi, ikomiu lailei mpohawe masolaꞌa.
2a0a14008a	Napono menggena ulaꞌa indolei memangaꞌu akono onisu metuundu ndi ikomiu, kanggo ai memangaꞌu akono neemiu oto teꞌuki ai suruga.”
2a0a150133	Ai tempo laꞌa mangaꞌu i Yesu akono buke ako Penao Mempori ka Nopotae, “Uma, Ueno langi kaa wawontolino! Iaku montarimakase ndi Ikomiu, akono Ikomiu mewuniakeo lowono sie umbu ai mia henu pande ka mia pinaguru, kanggo Ikomiu tumisoꞌakeo ndi mia henu tai pinaguru. Ooto henu mokomangaꞌuo aroaMiu Uma
2a0a1600eb	Lowono oto Roweeꞌakune UmaNggu ndi Iaku. Lailei napono teꞌaso mia tumoꞌorio Iaku anaRo, butukaa UmaNggu. Ka lailei napono teꞌaso mia henu tumoꞌorio UmaNggu butukaa Iaku ka mia henu Kubinikio karo bisa mentoꞌorio UmaNggu.”
2a0a17007f	Umari laꞌa i Yesu mewolili ndi anaguruNo ka Nopotaeꞌakero, “Meꞌura komiuto akono oto aimesueꞌo henuto tegagi hilinie.
2a0a1800ab	Pewowoloꞌo, orao nabi ka datu mokomposue mbio henu aimesueꞌo hilinie, kanggo laro mesueꞌo, kaa mokomporongoi mbio henu aimerongoio hilinie, kanggo laro merongoio.”
2a0a190086	Aso tempo nio aso Guru Agama hawe umaraꞌarahakeo i Yesu, nopotae, “Guru, mbioke kupowowau kakupohawe tuwua lalau tampulaꞌano?”
2a0a1a005c	Sumangki I Yesu, “Mbio henu teꞌuki ai laro songkaro i Musa? Mbio henu bataꞌo lehea?”
2a0a1b00c8	Sumangki Guru Agama, “Pehohawaꞌo Ue Alamu, aso bobokoono aroamu, aso bobokoono sumangamu, lowono morosomu, lowono pompewowolomu kaa pehohawaꞌo peꞌaso miamu menggena au pehohawaꞌo koroimu.”
2a0a1c0053	Nopotae i Yesu, “Mentee usie, leluꞌoto kau pohawe tuwua lalau tampulaꞌano.”
2a0a1d005b	Kanggo minggi mokomenteeꞌo koroino, nopotae Guru Agama, “Aineiokee peꞌaso mianggu?”
2a0a1e00f3	Sumangki i Yesu telalo ai aso sirime menggena unie, “Nio aso mia umbu ai inie Yerusale mineꞌi ai inie Yeriko, ai tonga sala umono tinowoki mia mosaꞌa gauro, romeꞌaleo lowono parewano, merodoho hawe minggi maate, karoꞌamba mebintango.
2a0a1f0083	Ai tempo sie telalo aso mia Petewawo Pesomba lumaloo sala laꞌa, nosueꞌo mia kolero-lero minggi maate, loꞌoka metalili lumeko.
2a0a20007f	Umari laꞌa telalo mboꞌu aso to Lewi henu moꞌangga ai Raha Pesombaꞌa, towonosueꞌo mia laꞌa, metalili mboꞌu lumeko.
2a0a210071	Kanoꞌamba nio aso to Samaria, tekonai lumaloo sala laꞌa, towonosueꞌo mia laꞌa, telelu aroa pompehohawano.
2a0a2200b5	Noleko umumbedahio, nowohokio mobelano ako boka panimbulu kaa anggoro, kano wewesio mobelano. Kanoꞌamba nowueꞌakeo ai kalideno, ka nowaweo hawe ai raha peratoꞌa kano parakaio.
2a0a230096	Moꞌoruno nopoweꞌakeo doi oruo pera ndi ueno raha peratoꞌa, nopotae, ‘Parakaio mia nie, bano nio tai sombono, amba ku euꞌo baku pekule.’”
2a0a240083	Nopotae i Yesu ndi Guru Agama, “Montonda pohawemu, ainei umbu otolu mia laꞌa henu gagi peꞌaso miano mia binobarasa laꞌa?”
2a0a25006e	Nopotae Guru Agama, “Mia henu mompehohawa.” Nopotae i Yesu, “Pekuleto, kau leluꞌo menggena ulaꞌa!”
2a0a26009d	Kanoꞌamba i Yesu ka anaguruNo motilaloakeo koleko-lekoaro, karo mehawe ai aso inie. Lehea nio aso irowai meneengako i Marita tumarimaꞌo i Yesu ai rahano.
2a0a27007d	Nio petiano ai Marita neeno ooto ai Maria. I Maria nie henu mpihe mentoro umbeda ai kareNo i Yesu merorongoiakeo pompaguruNo.
2a0a2800d1	Kanggo ai Marita mpihe maritu parakaio i Yesu. Gagi noleko ndi Yesu kano potae, “Ue, mombiokee Ikomiu poꞌinenganggu parakaiKomiu aso-asonggu? Lau pehohawaꞌakukee? Tenaꞌoto petianggu sie mokowaliaku!”
2a0a290072	Kanggo nosangkiꞌo Ue Yesu, “Marita, Marita! Iiko nanta-nanta ka mokorituꞌo koroimu ako manggerupa anggaꞌa,
2a0a2a006e	kaisaꞌa butukaa aso henu paralu. Ka i Maria oto mobiniki henu moiko, henu lano poli inalo umbu ndi umono.”
2a0b0100b2	Aso tempo i Yesu tekonai mekakai ai aso poꞌianga. Towono umari mekakai aso anaguruNo motae, “Ue, paguru kami mekakai, menggena henu nopaguruꞌakeo i Yohane ndi anaguruno.”
2a0b0200db	I Yesu sumangkiꞌiro Nopotae, “Tabulu ikomiu minggi mpekakai, potaeto menggena unie, Uma mami, aroanoto lowono mia melangkai Komiu akono Ikomiu Ue Ala henu mempori. Aroanoto Ikomiu hawe kaa momparenta ai wawontolino.
2a0b03002f	Poweeꞌakami sombo olo kaangamami henu sangka.
2a0b04008b	Ka tolosio halamami, Tulungikami ai tempono ikami meꞌinaraꞌarahako, gagi indo kimpowowau hala. Kaa pokolipakami umbu ai pompopandei.”
2a0b0500b9	Umari laꞌa i Yesu moweꞌakero sirime, “Bano nio umbu ai olomiu henu lumeko ai rahano petiano entonga wongi ka motae, ‘Petia poweeꞌakune ari teꞌotolu rotimu, ambapo ku euꞌo,
2a0b060082	akono aso mia wali-walinggu ai koleko-lekoano telalo ai rahanggu. Kanggo ando lalau mboꞌu kaanga henu minggi kupalenaꞌakeo!’
2a0b0700cb	Kaa, bano petiamu laꞌa sumangki umbu ai laro rahano, ‘Tulungiꞌaku ari, indo pokorituꞌaku, ooto kupupungo ono ka iroto mpoturi ananggu, gagi laku tekoꞌalo mewangu ka moweeꞌakomu inemamu.’”
2a0b0800da	I Yesu motae mboꞌu, “Kupauꞌakomu, napono iiko wali-walino, lano minggi behe mewangu kaa moweeꞌakomu mbio inemamu. Kanggo akono lalau mokokohenumu moꞌema mpihe, gagi nopewangu moweeꞌakomu mbio pinaralumu.”
2a0b0900a0	Ooto usie Kupauꞌakomiu, “Aimpoꞌemato mpihe ndi Ue Ala, kai amba pinowea, aimpowusuto mpihe, kai amba mpohawe, aimpekundu-kunduto, kano ono winunggehakomu.
2a0b0a0090	Akono baineitokaa mia henu moꞌema olo mosako ka baineitokaa mia henu mowusu olo mohawe kaa baineitokaa mia mekundu-kundu olo winunggehako ono.
2a0b0b004c	Ai olomiu niokee uma henu moweeꞌakeo anano ule meꞌipo bano poꞌema bou?
2a0b0c0038	Ba moweeꞌakeo kasi-kasi, bano poꞌema suꞌului manu?
2a0b0d00cf	Gagi, sekolopo mia henu mosaꞌa gauno loꞌoka notoꞌorio moweeꞌakeo henu moiko ndi anano, otokaa Umamu henu ai suruga, Umboro moweeꞌakeo Penao Mempori ndi baineitokaa mia henu mpoꞌema ndi Umboro!”
2a0b0e00d0	Aso tempo i Yesu montamba penao mosaꞌa umbu ai mia henu tailomompau ako pinogauno penao mosaꞌa. Peluarakono penao mosaꞌa, mia laꞌa masa mepau. Mengkohali-halito mia orao henu sumueꞌo kegagia laꞌa.
2a0b0f006e	Kanggo nio mia henu motae, “Umono montamba penao mosaꞌa ako pabawano Besebu, ponggawano penao mosaꞌa.”
2a0b100097	Nio mboꞌu mia minggi mowusu halano i Yesu, gagi karompoꞌema kano Umono mowowau aso tandangkohali-hali pompokoꞌenaho motae Ue Ala henu tumenaꞌO.
2a0b110103	Kanggo i Yesu tumoꞌorio mbio henu nio ai laro aroaro ka pompewowoloro, gagi Nopotaeꞌakero “Bano aso pomparentaꞌa henu miano mpihe mpeꞌuweli, konggonokaa pomparentaꞌa laꞌa lano moroso, ka aso sombori henu mpihe mpeꞌua, konggonokaa mentesia-sia.
2a0b1200dc	Hilaꞌato mboꞌu ai laro pomparentano Ueno Onisu, bano iroka mpihe mpeꞌuweli, konggonokaa pomparentaꞌano laꞌa lano moroso. Gagi lano mentee bano ikomiu mpotae Iaku montamba penao mosaꞌa umbu ai pabawano Besebu.
2a0b13010b	Mia henu tumonda komiu mboꞌu montamba penao mosaꞌa, lanoꞌokee rompontamba penao mosaꞌa ako pabawaRo Ue Ala? Gagi ako pabawano aineio umboro montamba penao mosaꞌa? Mbio henu rowowauo mia henu tumonda komiu laꞌa mokoꞌenaho motae lano mentee paumiu laꞌa.
2a0b140082	Iaku montamba onisu ako pabawaRo Ue Ala, ooto laꞌa tondonino motae oto hawe tempono PomparentaꞌaRo Ue Ala tegagi ai olomiu.”
2a0b150086	“Ueno onisu menggena ueno raha henu moroso ka mpihe gumagaio rahano ako badili. Gagi lalau mia henu bisa rumontungo lowono agaagano.
2a0b1600a7	Kanggo bano nio mia henu takau moroso hawe sumapoio kaa nonangio ueno raha laꞌa, kano rontungo lowono badili pinerorohino, kanoꞌamba tumiatiaꞌo lowono rinontuno.
2a0b17006d	Bainei lano tondaꞌAku, umono umewaꞌAku, kaa bainei lano tulungiꞌAku, umono sumolangio anggaꞌaNggu!”
2a0b1800f9	Kanoꞌamba i Yesu motae, “Taꞌalu penao mosaꞌa meluarako umbu ai mia, umono moꞌeko-ekoa ai konde molonda mowusu penao-naoꞌano kanggo lano pohawe. Ooto kano potae, ‘Laluombo kupekule ai rahanggu isaꞌa, ooto mia henu umari kubintango!’
2a0b190055	Towono nopekule, nohaweꞌo mia laꞌa oto gagi menggena raha henu moroa kaa momoiko.
2a0b1a00ca	Kanoꞌamba noleko ka mowawo opitu onisu henu takau mosaꞌa kaseko umono. Karo mpendamo ka mpoꞌia ai larono mia laꞌa. Ka pokoꞌariano mia laꞌa tetiangi mosaꞌa tinuwuno umbu henu seꞌeluno.”
2a0b1b0090	Tempono i Yesu da mepau, aso irowai umbu ai oloro mia orao motae ndi Umono, “Takau mangaꞌu ineMiu henu meꞌanaꞌakoMiu ka moꞌuokoMiu!”
2a0b1c005e	I Yesu motae, “Henu takau memangaꞌu ooto mia henu rumongoio pauRo Ue Ala ka lumeluꞌo!”
2a0b1d00f2	Tekonaino i Yesu rompewuwuio mia orao, Nopotilaloꞌakeo pauNo ka Nopotae, “Mosaꞌangguto gauro mia ai tempo nie. Rompoꞌema tandangkohali-hali karo pompeꞌalo-alo ndi Iaku, kanggo larolei pinowea saliwano tandangkohali-hali nabi Yunusu.
2a0b1e0095	Helinde nabi Yunusu gagi tandangkohali-hali tiaro mia ai Niniwe, helilaꞌaka mboꞌu Ana Manusia minggi gagi tandangkohali-hali tiaro mia tempo nie.
2a0b1f0123	Ai tempono Tampulaꞌano Wawontolino, datu irowai umbu ai Selata olo muule merongaꞌakero mia tempo nie, ka dumosaꞌiro. Isaꞌa ratu irowai laꞌa hawe umbu ai tapuno tolino rumorongoio pompaguruno i Solema henu lalompande. Kanggo endea ka tempo nie nio henu lalolangkai kaseko ai Solema.
2a0b2000fd	Ai Tampulaꞌano Wawontolino, to Niniwe olo muule merongaꞌakero mia tempo nie, ka dumosaꞌiro. Akono to Niniwe laꞌa oto mentesisi umbu ai halaro tempono i Yunusu montutuluꞌakero. Kanggo endea ka tempo nie nio henu lalolangkai kaseko ai Yunusu!”
2a0b2100ab	“Lalau mia henu mosunu palita kano leko wunio ba nopupungo ako baso. Kanggo olo nonaaꞌo ai wawono dalika gagi lowono mia henu mendamo ai raha laꞌa sumueꞌo wantano.
2a0b220082	Matamu oto palitano koroimu, bano matamu molino lowono koroimu mowine, kanggo bano matamu morawu-rawu, lowono koroimu wongi-wongi.
2a0b230047	Gagi aimpegagaikaa kano mowine henu ai koroimu indono gagi wongi-wongi.
2a0b24007b	Kanggo bano aso koroimu mowine kaa lalau napo asontia henu wongi-wongi, aso koroimu olo mowine menggena mowineno palita.”
2a0b250072	Umarino i Yesu mompaguru, nio aso to Parisi meboiꞌIro lumeko monggaa ai rahano. Gagi Umono lumeko monggaa lehea.
2a0b26006e	Mia Parisi laꞌa kohali-hali, kumiteo i Yesu monggaa lano wohokio seꞌelu kaeNo menggena atora agama Yahudi.
2a0b2700b7	Kanggo Ue Yesu motaeꞌakero, “Ikomiuka suꞌu to Parisi baimpolodui butukaa ai bungkuno kumbaꞌa ka kangkiri aimewohokio. Kanggo ai laro aroamiu buke ako aroa mosaꞌa ka meraaho.
2a0b28007f	O ikomiu mia mebeebe, lanoꞌokee Ue Ala henu mokogagiꞌo koroimiu ka henu mokogagiꞌo mboꞌu mbio henu nio ai laro aroamiu?
2a0b290090	Kanggo tia-tiaꞌakero mbiotokaa henu nio ndi iiko ai laro moputeno aroamiu ndi mia karampini, ako hilaꞌaka ikomiu gagi moroa ai aroRo Ue Ala.
2a0b2a0154	Memasola ikomiuto to Parisi! Ako ikomiu mompowea pesomba tia hopulono ndi Umboro Ue Ala, hawe-hawe umbu ai wueno leremiu henu lalau olino menggena bungantulasi kaa lemorompa kaa manggerupa inehu mesueno, kanggo laimpehohawaꞌiRo Ue Alamu ka ikomiu memobea aso hile. Menteeꞌano ulaꞌakaa henu aimewowauo ka indo mengkulupeo henu mesueno.
2a0b2b008b	Memasola komiuto to Parisi! Mangaꞌumiu mentoro ai pentoroꞌa pinelangkai ai laro Raha Pesombaꞌa, kaa mangaꞌumiu pinelangkai ai pasa.
2a0b2c0057	Memasola komiuto, ikomiu menggena kaburu henu nololaꞌango mia akono tainio misano.”
2a0b2d0064	Aso mia umbu ai oloro Guru Agama motae ndi Yesu, “Guru, Ikomiu mokodedeiki kami ako pauMiu sie!”
2a0b2e00b0	Kanggo sumangki i Yesu, “Memasola komiuto mboꞌu, Guru Agama! Ikomiu mokorituꞌo mia orao ako atora agama henu mobea tinonda. Kanggo ikomiu lailaꞌa tumondaꞌo atora sie.
2a0b2f0056	Memasola komiuto! Ikomiu mowowau kaburu tiaro nabi-nabi henu pinepatero ue mpuꞌumiu.
2a0b30007f	Gagi ikomiu meinduꞌo motae ikomiu mokomenteeꞌo gauro ue mpuꞌumiu henu mpepateꞌiro nabi-nabi kai mpowowau euno kabururo.
2a0b3100a0	Akono usieto isaꞌa ako pandeRo Ue Ala motae, ‘Iaku minggi tumenaꞌo nabi-nabi ka mia tinenaNggu ndi umboro, asontia olo pinepate ka asontia olo binobarasa!
2a0b320088	Ulaꞌa Rowowauo Ue Ala kano lowono mia tempo nie dinosa akono rea pompepatea henu rowowauo ndi lowono nabi umbu pompamulaꞌano tolino,
2a0b3300b5	mompamula umbu ai Habeli pinepate hawe ai Sakaria henu pinepate ai olono posunua pesomba ka Raha Pesombaꞌa.’ Kupauꞌakomiu, ‘Lowono mia tempo nie olo dinosa akono lowono sie.
2a0b3400a6	Memasola komiuto Guru Agama! Akono ai meꞌaleoto umbuꞌano pandeꞌa kanggo lailaꞌa mpendamo ka mia henu merukuhi minggi mpendamo lai mebeheꞌiro mpendamo.’”
2a0b350092	Towono i Yesu bintango poꞌianga laꞌa, to Parisi ka Guru Agama takau umuwelio i Yesu, gagi umboro mpihe merukuhi mpesikeno manggerupa ndi Yesu.
2a0b360048	Ooto karo mpowusu sala umbu ai pauno i Yesu karo poli pasalaꞌo i Yesu.
2a0c01010e	Tempo laꞌa masowu-sowu mia menterombu ka mpeburo-buroso umbeda ndi Yesu, hawe-hawe kano nio mia henu linolaꞌa kareno. Kanoꞌamba i Yesu mompamula mompaguru, amba-ambano ndi anaguruNo, Nopotaeꞌakero, “Aimpegaga-gagaikaa umbu ndi mia mompemiamoiko ooto to Parisi.
2a0c020030	Lowono mbio henu lano tetoꞌori olo tetoꞌori.
2a0c030077	Henu pinau mewuni-wuni olo tetoꞌori mia orao ka henu pinau mehaho-haho ai laro bolongko minggi pinalele ndi mia orao.
2a0c04007f	Kupauꞌakomiu, o wali-waliNggu indo momeeꞌakero mia henu bisa mompepate koroi kanggo laro mempoli mpowowau meꞌalu ka usie.
2a0c0500e1	Menteeꞌano olo Kutisoꞌakomiu ndi ainei ai memomee. Momeeto ndi Ue Ala! Akono pabawaRo Ue Ala lanolaꞌa butu mompepate kanggo saru montadi mia ai laro naraka! Mperorongoioka henu Kupauꞌakomiu, momeeto ndi Umboro Ue Ala!
2a0c060061	Olimo dii-dii inasa oruo mata doi henu dedeiki. Kanggo lalau napo teꞌaso henu Rokulupeo Ue Ala.
2a0c07006a	Maupo doano nanggeno wuumiu Rotoꞌorio Ue Ala. Gagi indo momee! Akono olimiu takau masuli kaseko dii-dii.
2a0c08008b	Kupauꞌakomiu, ‘Lowono mia henu umakuiꞌAku ai arono mia orao, Ana Manusia mboꞌu olo umakuio ai arono malaꞌeka-malaꞌekaRo Ue Ala.
2a0c090073	Kanggo mia henu humapuꞌAku ai arono mia orao, umono mboꞌu olo Kuhapuio ai arono malaꞌeka-malaꞌekaRo Ue Ala.
2a0c0a008e	Bano nio mia moluarako pau umewaꞌo Ana Manusia, umono olo tinolosi, kanggo mia henu meꞌuru-uruꞌo Penao Mempori, lanolei tinolosi halano.
2a0c0b00c3	Bano ikomiu winawo minggi binitara ai Raha Pesombaꞌa ba ai aroro mia henu momparenta ba mia henu langkai potorono, indo momee helinde ikomiu minggi umaropiꞌiro ka mbio henu minggi sangkiꞌo.
2a0c0c0068	Akono tempo laꞌa mboꞌu Penao Mempori minggi paguru komiu helinde ikomiu minggi sumangkiꞌiro.’”
2a0c0d0096	Aso mia umbu ai olono mia orao mepau ndi Yesu, “Guru, pepauꞌakeo petianggu kano tia-tiaꞌokaa agaaga henu binintano mia mosuꞌomami ndi iaku.”
2a0c0e0069	Kanggo i Yesu motae, “Petia, ainei umengkahaKu gagi poꞌutuhi kara-kara tumiaꞌo agaaga ai olomiu?”
2a0c0f00b3	Kanoꞌamba i Yesu mepau ndi mia orao henu nio lehea, “Aimpegaga-gagai pekokoongo, indo memesoko. Akono napono agaagando orao kanggo tuwuando nie lanolaꞌa umbu ai sugiꞌa.”
2a0c100077	Kanoꞌamba Nopauꞌakero aso sirime, “Nio aso mia suugi, henu mompeꞌue lere henu malua ka wueno lereno orao ngako.
2a0c11007a	Mia suugi laꞌa kopau-pau ai laro aroano, ‘Ando lalau mboꞌu ponaꞌanga wueno lerenggu. Mbio henu olo kuwowauꞌo?’
2a0c1200e8	Kanoꞌamba mepau mboꞌu ai laro aroano, ‘Ooto unie henu minggi kuwowauꞌo, minggi kutenaꞌo mia betaho tuꞌoranggu kaku amba mowangu mboꞌu tuꞌora henu langkai, leheato kunaaꞌo lowono wueno lere kaa lowono agaaganggu.’
2a0c1300b4	Kanoꞌamba iaku motae ai laro aroanggu, ‘Iaku mia suugi kaa agaaganggu sangka tiano mataꞌu-taꞌu epieno. Hilinie iaku moꞌiaꞌia tokaa, monggaa, moꞌinu ka mompemasana!’
2a0c140098	Kanggo Ue Ala mepau ndi mia suugi sie, ‘Hei mia bebe, wongi nie penaomu minggi inalo umbu ai koroimu, gagi tiano aineiokee sugiꞌa pinokosimu sie?’
2a0c150096	Kanoꞌamba i Yesu pauꞌo pengkonoano sirime laꞌa, ‘Hilaꞌato gagino mia henu suugi butu tiano koroino, kanggo lano suugi ai aroRo Ue Ala.’”
2a0c1600a4	Umari laꞌa i Yesu mepau ndi anaguruNo, “Gagi Kupauꞌakomiu, ‘Indo nanta-nanta mongkono tuwuamiu, mbio henu minggi mengkaango bambio henu minggi pinakemiu.’
2a0c17004d	Akono tuwua laloako mabua kaseko kaanga ka koroi laloako mabua kaseko parewa.
2a0c180096	Pekokoongo paa-paa, umboro laro mporawo, laro mpesowi, laro pompeꞌue tuꞌora kanggo Ue Ala motuwuꞌiro. Ikomiu takau masuli kaseko orao manu-manu!
2a0c190074	Lalau napo teꞌaso mia umbu ai olomiu henu ako nanta-nantano nopoliꞌo mokomentaaꞌo tinuwuno napo aso olo tokaa.
2a0c1a006e	Gagi, mongkono henu dedeiki tokaa lai mempoliꞌo meleluꞌo, ikomiu indoto konanta-nanta mongkono henu mesue!
2a0c1b00b5	Pekokoongo helinde tuwuno bunga baku, lano poꞌangga, lano pontanu bana. Kanggo Kupauꞌakomiu, Datu Solema henu takau suugi mboꞌu lano meparewa henu moiko menggena bunga laꞌa!
2a0c1c00bf	Seko ai konde olo nie tuwu ka moꞌoru olo sinongko hawe pinggo, kanggo Ue Ala parakaio seko laꞌa moiko ngako. Meꞌalu takau Roparakai komiu Ue Ala, kanggo ikomiu lai pompeꞌalo-alo lahi!
2a0c1d0057	Gagi, indoto nanta-nanta kaa bulalingo mongkono mbio henu minggi kinaa ka minggi ininu.
2a0c1e008d	Akono lowono sie mpihe romewusuꞌo mia henu lano pompeꞌalo-alo ndi Ue Ala. Kanggo Umando henu ai suruga Rotoꞌorio mbio henu pinaralumiu.
2a0c1f005f	Pokoseꞌeluꞌo PomparentaꞌaRo Ue Ala ai laro tinuwumiu, gagi lowono sie olo Rotiangiakomiu.
2a0c20005d	Indo momee! Bano butu dei-dei doamiu, ako mangaꞌu Umamiu mondamokomiu ai laro PomparentaRo.
2a0c2100d0	Asaꞌo agaagamu, ka peweangakeo doino ndi mia karampini! Powowauto bangi-bangi henu tai huru mosuꞌo, ooto agaaga henu ninaa ai suruga. Agaaga laꞌa lano tetadi akono lano pokonakoo mia ka lano kaango ane.
2a0c220060	Naaꞌo agaagamu ai suruga akono ainderio agaagamu nopoꞌia, lehea mboꞌu aroamu nopoꞌia!”
2a0c230066	“Aimpegagaikaa umaroꞌo lowono henu tegagi. Ikomiu olo meparewa mpihe ka palitamiu olo melea mpihe.
2a0c2400a0	Menggena ata minggi mpeteteꞌema ponggawaro mekule umbu ai posaraꞌa pesomboriꞌa. Gagi, bano pekule ka mekundu-kundu ai ono, mongkado rowunggeho ono laꞌa.
2a0c2500cb	Memangaꞌuto ata henu nohaweꞌo ponggawaro tekonai mpeteteꞌema. Kupauꞌakomiu, aimpeꞌale-aleo, ponggawa laꞌa olo tumenaꞌiro pentoro mponggaa, ka umono meparewa menggena ata kano parakaiꞌiro.
2a0c26007d	Memangaꞌuto ata laꞌa taꞌalu ponggawaro humaweꞌiro tekonai mpeteteꞌema, napono nohawe entonga wongi ba umbeda meene!
2a0c27007f	Pewowoloꞌo! Bano ueno raha tumoꞌorio tempono mia monako hawe, olo nogagaio mia monako laꞌa indono pendamo ai laro rahano.
2a0c28005f	Moikono ikomiu mboꞌu mpihe mpegagai akono laimentoꞌorio tempono Ana Manusia minggi hawe.”
2a0c290065	I Peturu mesikeno, “Ue, sirime nie pinokonoꞌako butu tiamami ba mboꞌu saru tiaro lowono mia?”
2a0c2a00ac	Sumangki i Ue, “Aineio ata henu metenunu ka paande? Umonoto mia henu noꞌengkaho ponggawano gagi petewawo tiaro ata mesueno ka poweeꞌakero kaanga ai tempo mponggaanga.
2a0c2b0053	Memangaꞌuto ata laꞌa bano ponggawaro mekule kano nohaweꞌo tekonai poꞌangga!
2a0c2c006a	Kupauꞌakomiu, ‘Ponggawa laꞌa olo nopeꞌale-aleꞌakeo lowono agaagano ndi mia momparakai laꞌa.’
2a0c2d00a8	Kanggo bano ata laꞌa motae ai laro aroano, ‘Da epie kanoꞌamba mekule ponggawanggu,’ ooto kano rodoho lowono ata laꞌa kano ponggaa, moꞌinu hawe kano molangu,
2a0c2e008e	kanggo ponggawano mekule ai tempo olo lano tetoꞌori gagi ata laꞌa olo pinepate ka ginau menggena mia henu lano pompeꞌalo-alo ndi Ue Ala.
2a0c2f005a	Bano nio ata henu tumoꞌorio ineheno ponggawano kanggo lano leluꞌo olo sinepi temekora.
2a0c300103	Kanggo sombo ata henu lano toꞌorio ineheno ponggawano kaa mowowau henu lano mentee olo sinepi meꞌoꞌarai. Akono mia henuto pinowea orao olo orao mboꞌu inema umbu ndi umono, ka mia henuto pineꞌalo-aloakeo orao olo orao mboꞌu inema umbu ndi umono.”
2a0c31007e	I Yesu motae, “Iaku hawe mowawo apui teposisalaꞌa ai wawontolino. IneheNggu ngako bano meleato apui teposisalaꞌa laꞌa!
2a0c320061	Danio marasaia henu olo Kuhoringo. Ka lano todo ngako aroaNggu bano taipo tegagi marasaia laꞌa!
2a0c33007a	Indo mengkoꞌaraꞌara Iaku nie hawe mowawo roodo ai wawontolino. Kupotaeꞌakomiu, lanoꞌo roodo kanggo teposisalaꞌa.
2a0c340079	Mompamula tempo nie ai laro sombori henu olimo mia olo teposisala, otolu umewaꞌo oruo mia, ba oruo umewaꞌo otolu mia.
2a0c3500d8	Uma olo umewaꞌo ana ntamano ka ana ntama olo umewaꞌo umano, ine olo umewaꞌo ana irowaino ka ana irowai umewaꞌo ineno, ineno tama umewaꞌo somborino ana ntamano ka somborino ana ntama umewaꞌo ineno tama.”
2a0c360087	Kanoꞌamba i Yesu mepau ndi mia orao, “Bano nio seru meꞌumbulako metotosooka, ikomiu mpotae, ‘Minggi use’ masa tii suꞌu use.
2a0c370070	Taꞌalu ikomiu mesueꞌo angi mepuuri umbu ai selata, ikomiu mpotae, ‘Minggi meꞌolo’ kaa meꞌolo suꞌu.
2a0c380081	Ikomiu mia mompemiamoiko! Tondonino langi ka tolino aimentoꞌorio, kanggo mombio kai laimentoꞌorio henu minggi gagi tempo nie?
2a0c39004a	Akombio kai lai mempoliꞌo bano butu ikomiu henu putuio mbio henu mentee?
2a0c3a0105	Taꞌalu ikomiu meronga uwelimiu lumeko meꞌaro ndi mia pomparenta, perukuhito tepomoiko saru uwelimiu ai tonga sala, kano lano wawoko ndi mia poꞌutuhi kara-kara, ka mia poꞌutuhi kara-kara meweangakomu ndi petotoino ka petotoino mondamoko ai laro tarungku.
2a0c3b005a	Kupauꞌakomu, iiko laulei linuarako umbu ai tarungku bano lano leso baraꞌo posurumu.”
