0100000006	Genesi
2c0223003b	finché io ponga i tuoi nemici come sgabello ai tuoi piedi.
2c02240082	Sappia dunque con certezza tutta la casa di Israele che Dio ha costituito Signore e Cristo quel Gesù che voi avete crocifisso!».
2c02250087	All'udir tutto questo si sentirono trafiggere il cuore e dissero a Pietro e agli altri apostoli: «Che cosa dobbiamo fare, fratelli?».
2c022600af	E Pietro disse: «Pentitevi e ciascuno di voi si faccia battezzare nel nome di Gesù Cristo, per la remissione dei vostri peccati; dopo riceverete il dono dello Spirito Santo.
2c02270085	Per voi infatti è la promessa e per i vostri figli e per tutti quelli che sono lontani, quanti ne chiamerà il Signore Dio nostro».
2c02280062	Con molte altre parole li scongiurava e li esortava: «Salvatevi da questa generazione perversa».
2c02290072	Allora coloro che accolsero la sua parola furono battezzati e quel giorno si unirono a loro circa tremila persone.
2c022a007d	Erano assidui nell'ascoltare l'insegnamento degli apostoli e nell'unione fraterna, nella frazione del pane e nelle preghiere.
2c022b0056	Un senso di timore era in tutti e prodigi e segni avvenivano per opera degli apostoli.
2c022c0059	Tutti coloro che erano diventati credenti stavano insieme e tenevano ogni cosa in comune;
2c022d0065	chi aveva proprietà e sostanze le vendeva e ne faceva parte a tutti, secondo il bisogno di ciascuno.
2c022e0083	Ogni giorno tutti insieme frequentavano il tempio e spezzavano il pane a casa prendendo i pasti con letizia e semplicità di cuore,
2c022f0088	lodando Dio e godendo la simpatia di tutto il popolo. Intanto il Signore ogni giorno aggiungeva alla comunità quelli che erano salvati.
2c0301005c	Un giorno Pietro e Giovanni salivano al tempio per la preghiera verso le tre del pomeriggio.
2c030200be	Qui di solito veniva portato un uomo, storpio fin dalla nascita e lo ponevano ogni giorno presso la porta del tempio detta «Bella» a chiedere l'elemosina a coloro che entravano nel tempio.
2c03030060	Questi, vedendo Pietro e Giovanni che stavano per entrare nel tempio, domandò loro l'elemosina.
2c0304005e	Allora Pietro fissò lo sguardo su di lui insieme a Giovanni e disse: «Guarda verso di noi».
2c03050046	Ed egli si volse verso di loro, aspettandosi di ricevere qualche cosa.
2c03060086	Ma Pietro gli disse: «Non possiedo né argento né oro, ma quello che ho te lo do: nel nome di Gesù Cristo, il Nazareno, cammina!».
2c03070060	E, presolo per la mano destra, lo sollevò. Di colpo i suoi piedi e le caviglie si rinvigorirono
2c0308005f	e balzato in piedi camminava; ed entrò con loro nel tempio camminando, saltando e lodando Dio.
2c0309002e	Tutto il popolo lo vide camminare e lodare Dio
2c030a009d	e riconoscevano che era quello che sedeva a chiedere l'elemosina alla porta Bella del tempio ed erano meravigliati e stupiti per quello che gli era accaduto.
2c030b0090	Mentr'egli si teneva accanto a Pietro e Giovanni, tutto il popolo fuor di sé per lo stupore accorse verso di loro al portico detto di Salomone.
2c030c00c2	Vedendo ciò, Pietro disse al popolo: «Uomini d'Israele, perché vi meravigliate di questo e continuate a fissarci come se per nostro potere e nostra pietà avessimo fatto camminare quest'uomo?
2c030d00c5	Il Dio di Abramo, di Isacco e di Giacobbe, il Dio dei nostri padri ha glorificato il suo servo Gesù, che voi avete consegnato e rinnegato di fronte a Pilato, mentre egli aveva deciso di liberarlo;
2c030e0061	voi invece avete rinnegato il Santo e il Giusto, avete chiesto che vi fosse graziato un assassino
2c030f0066	e avete ucciso l'autore della vita. Ma Dio l'ha risuscitato dai morti e di questo noi siamo testimoni.
2c031000c2	Proprio per la fede riposta in lui il nome di Gesù ha dato vigore a quest'uomo che voi vedete e conoscete; la fede in lui ha dato a quest'uomo la perfetta guarigione alla presenza di tutti voi.
2c03110051	Ora, fratelli, io so che voi avete agito per ignoranza, così come i vostri capi;
2c0312007b	Dio però ha adempiuto così ciò che aveva annunziato per bocca di tutti i profeti, che cioè il suo Cristo sarebbe morto.
2c0313004b	Pentitevi dunque e cambiate vita, perché siano cancellati i vostri peccati
2c0314008e	e così possano giungere i tempi della consolazione da parte del Signore ed egli mandi quello che vi aveva destinato come Messia, cioè Gesù.
2c0315009c	Egli dev'esser accolto in cielo fino ai tempi della restaurazione di tutte le cose, come ha detto Dio fin dall'antichità, per bocca dei suoi santi profeti.
2c031600a1	Mosè infatti disse: Il Signore vostro Dio vi farà sorgere un profeta come me in mezzo ai vostri fratelli; voi lo ascolterete in tutto quello che egli vi dirà.
2c0317004b	E chiunque non ascolterà quel profeta, sarà estirpato di mezzo al popolo.
2c03180066	Tutti i profeti, a cominciare da Samuele e da quanti parlarono in seguito, annunziarono questi giorni.
2c031900b1	Voi siete i figli dei profeti e dell'alleanza che Dio stabilì con i vostri padri, quando disse ad Abramo: Nella tua discendenza saranno benedette tutte le famiglie della terra.
2c031a009c	Dio, dopo aver risuscitato il suo servo, l'ha mandato prima di tutto a voi per portarvi la benedizione e perché ciascuno si converta dalle sue iniquità».
2c0401006a	Stavano ancora parlando al popolo, quando sopraggiunsero i sacerdoti, il capitano del tempio e i sadducei,
2c04020067	irritati per il fatto che essi insegnavano al popolo e annunziavano in Gesù la risurrezione dai morti.
2c04030057	Li arrestarono e li portarono in prigione fino al giorno dopo, dato che era ormai sera.
2c04040079	Molti però di quelli che avevano ascoltato il discorso credettero e il numero degli uomini raggiunse circa i cinquemila.
2c0405004d	Il giorno dopo si radunarono in Gerusalemme i capi, gli anziani e gli scribi,
2c0406006a	il sommo sacerdote Anna, Caifa, Giovanni, Alessandro e quanti appartenevano a famiglie di sommi sacerdoti.
2c0407006e	Fattili comparire davanti a loro, li interrogavano: «Con quale potere o in nome di chi avete fatto questo?».
2c0408004f	Allora Pietro, pieno di Spirito Santo, disse loro: «Capi del popolo e anziani,
2c04090078	visto che oggi veniamo interrogati sul beneficio recato ad un uomo infermo e in qual modo egli abbia ottenuto la salute,
2c040a00c2	la cosa sia nota a tutti voi e a tutto il popolo d'Israele: nel nome di Gesù Cristo il Nazareno, che voi avete crocifisso e che Dio ha risuscitato dai morti, costui vi sta innanzi sano e salvo.
2c040b005b	la pietra che, scartata da voi, costruttori, è diventata testata d'angolo. Questo Gesù è
2c040c0091	In nessun altro c'è salvezza; non vi è infatti altro nome dato agli uomini sotto il cielo nel quale è stabilito che possiamo essere salvati».
2c040d00ae	Vedendo la franchezza di Pietro e di Giovanni e considerando che erano senza istruzione e popolani, rimanevano stupefatti riconoscendoli per coloro che erano stati con Gesù;
2c040e0068	quando poi videro in piedi vicino a loro l'uomo che era stato guarito, non sapevano che cosa rispondere.
2c040f0049	Li fecero uscire dal sinedrio e si misero a consultarsi fra loro dicendo:
2c041000b3	«Che dobbiamo fare a questi uomini? Un miracolo evidente è avvenuto per opera loro; esso è diventato talmente noto a tutti gli abitanti di Gerusalemme che non possiamo negarlo.
2c04110073	Ma perché la cosa non si divulghi di più tra il popolo, diffidiamoli dal parlare più ad alcuno in nome di lui».
2c04120061	E, richiamatili, ordinarono loro di non parlare assolutamente né di insegnare nel nome di Gesù.
2c04130076	Ma Pietro e Giovanni replicarono: «Se sia giusto innanzi a Dio obbedire a voi più che a lui, giudicatelo voi stessi;
2c0414003f	noi non possiamo tacere quello che abbiamo visto e ascoltato».
2c041500a9	Quelli allora, dopo averli ulteriormente minacciati, non trovando motivi per punirli, li rilasciarono a causa del popolo, perché tutti glorificavano Dio per l'accaduto.
2c0416005e	L'uomo infatti sul quale era avvenuto il miracolo della guarigione aveva più di quarant'anni.
2c04170079	Appena rimessi in libertà, andarono dai loro fratelli e riferirono quanto avevano detto i sommi sacerdoti e gli anziani.
2c04180098	All'udire ciò, tutti insieme levarono la loro voce a Dio dicendo: «Signore, tu che hai creato il cielo, la terra, il mare e tutto ciò che è in essi,
2c0419009b	Perché si agitarono le genti e i popoli tramarono cose vane? tu che per mezzo dello Spirito Santo dicesti per bocca del nostro padre, il tuo servo Davide:
2c041a006d	Si sollevarono i re della terra e i principi si radunarono insieme, contro il Signore e contro il suo Cristo;
2c041b00a2	davvero in questa città si radunarono insieme contro il tuo santo servo Gesù, che hai unto come Cristo, Erode e Ponzio Pilato con le genti e i popoli d'Israele,
2c041c0056	per compiere ciò che la tua mano e la tua volontà avevano preordinato che avvenisse.
2c041d007d	Ed ora, Signore, volgi lo sguardo alle loro minacce e concedi ai tuoi servi di annunziare con tutta franchezza la tua parola.
2c041e0067	Stendi la mano perché si compiano guarigioni, miracoli e prodigi nel nome del tuo santo servo Gesù».
2c041f00a0	Quand'ebbero terminato la preghiera, il luogo in cui erano radunati tremò e tutti furono pieni di Spirito Santo e annunziavano la parola di Dio con franchezza.
2c042000b4	La moltitudine di coloro che eran venuti alla fede aveva un cuore solo e un'anima sola e nessuno diceva sua proprietà quello che gli apparteneva, ma ogni cosa era fra loro comune.
2c04210084	Con grande forza gli apostoli rendevano testimonianza della risurrezione del Signore Gesù e tutti essi godevano di grande simpatia.
2c0422008f	Nessuno infatti tra loro era bisognoso, perché quanti possedevano campi o case li vendevano, portavano l'importo di ciò che era stato venduto
2c04230060	e lo deponevano ai piedi degli apostoli; e poi veniva distribuito a ciascuno secondo il bisogno.
2c04240080	Così Giuseppe, soprannominato dagli apostoli Barnaba, che significa «figlio dell'esortazione», un levita originario di Cipro,
2c04250066	che era padrone di un campo, lo vendette e ne consegnò l'importo deponendolo ai piedi degli apostoli.
2c05010043	Un uomo di nome Anania con la moglie Saffira vendette un suo podere
2c0502007e	e, tenuta per sé una parte dell'importo d'accordo con la moglie, consegnò l'altra parte deponendola ai piedi degli apostoli.
2c050300b0	Ma Pietro gli disse: «Anania, perché mai satana si è così impossessato del tuo cuore che tu hai mentito allo Spirito Santo e ti sei trattenuto parte del prezzo del terreno?
2c050400cc	Prima di venderlo, non era forse tua proprietà e, anche venduto, il ricavato non era sempre a tua disposizione? Perché hai pensato in cuor tuo a quest'azione? Tu non hai mentito agli uomini, ma a Dio».
2c0505006e	All'udire queste parole, Anania cadde a terra e spirò. E un timore grande prese tutti quelli che ascoltavano.
2c05060064	Si alzarono allora i più giovani e, avvoltolo in un lenzuolo, lo portarono fuori e lo seppellirono.
2c05070059	Avvenne poi che, circa tre ore più tardi, entrò anche sua moglie, ignara dell'accaduto.
2c0508005d	Pietro le chiese: «Dimmi: avete venduto il campo a tal prezzo?». Ed essa: «Sì, a tanto».
2c050900bb	Allora Pietro le disse: «Perché vi siete accordati per tentare lo Spirito del Signore? Ecco qui alla porta i passi di coloro che hanno seppellito tuo marito e porteranno via anche te».
2c050a0098	D'improvviso cadde ai piedi di Pietro e spirò. Quando i giovani entrarono, la trovarono morta e, portatala fuori, la seppellirono accanto a suo marito.
2c050b005b	E un grande timore si diffuse in tutta la Chiesa e in quanti venivano a sapere queste cose.
2c050c0085	Molti miracoli e prodigi avvenivano fra il popolo per opera degli apostoli. Tutti erano soliti stare insieme nel portico di Salomone;
2c050d0047	degli altri, nessuno osava associarsi a loro, ma il popolo li esaltava.
2c050e0058	Intanto andava aumentando il numero degli uomini e delle donne che credevano nel Signore
2c050f00ab	fino al punto che portavano gli ammalati nelle piazze, ponendoli su lettucci e giacigli, perché, quando Pietro passava, anche solo la sua ombra coprisse qualcuno di loro.
2c0510008d	Anche la folla delle città vicine a Gerusalemme accorreva, portando malati e persone tormentate da spiriti immondi e tutti venivano guariti.
2c0511006a	Si alzò allora il sommo sacerdote e quelli della sua parte, cioè la setta dei sadducei, pieni di livore,
2c05120049	e fatti arrestare gli apostoli li fecero gettare nella prigione pubblica.
2c05130063	Ma durante la notte un angelo del Signore aprì le porte della prigione, li condusse fuori e disse:
2c05140055	«Andate, e mettetevi a predicare al popolo nel tempio tutte queste parole di vita».
2c05150107	Udito questo, entrarono nel tempio sul far del giorno e si misero a insegnare. Quando arrivò il sommo sacerdote con quelli della sua parte, convocarono il sinedrio e tutti gli anziani dei figli d'Israele; mandarono quindi a prelevare gli apostoli nella prigione.
2c0516005c	Ma gli incaricati, giunti sul posto, non li trovarono nella prigione e tornarono a riferire:
2c051700a0	«Abbiamo trovato il carcere scrupolosamente sbarrato e le guardie ai loro posti davanti alla porta, ma, dopo aver aperto, non abbiamo trovato dentro nessuno».
2c05180080	Udite queste parole, il capitano del tempio e i sommi sacerdoti si domandavano perplessi che cosa mai significasse tutto questo,
2c05190083	quando arrivò un tale ad annunziare: «Ecco, gli uomini che avete messo in prigione si trovano nel tempio a insegnare al popolo».
2c051a0081	Allora il capitano uscì con le sue guardie e li condusse via, ma senza violenza, per timore di esser presi a sassate dal popolo.
2c051b0062	Li condussero e li presentarono nel sinedrio; il sommo sacerdote cominciò a interrogarli dicendo:
2c051c00c5	«Vi avevamo espressamente ordinato di non insegnare più nel nome di costui, ed ecco voi avete riempito Gerusalemme della vostra dottrina e volete far ricadere su di noi il sangue di quell'uomo».
2c051d0060	Rispose allora Pietro insieme agli apostoli: «Bisogna obbedire a Dio piuttosto che agli uomini.
2c051e005d	Il Dio dei nostri padri ha risuscitato Gesù, che voi avevate ucciso appendendolo alla croce.
2c051f008a	Dio lo ha innalzato con la sua destra facendolo capo e salvatore, per dare a Israele la grazia della conversione e il perdono dei peccati.
2c0520006f	E di questi fatti siamo testimoni noi e lo Spirito Santo, che Dio ha dato a coloro che si sottomettono a lui».
2c05210045	All'udire queste cose essi si irritarono e volevano metterli a morte.
2c052200a7	Si alzò allora nel sinedrio un fariseo, di nome Gamaliele, dottore della legge, stimato presso tutto il popolo. Dato ordine di far uscire per un momento gli accusati,
2c05230057	disse: «Uomini di Israele, badate bene a ciò che state per fare contro questi uomini.
2c052400ca	Qualche tempo fa venne Tèuda, dicendo di essere qualcuno, e a lui si aggregarono circa quattrocento uomini. Ma fu ucciso, e quanti s'erano lasciati persuadere da lui si dispersero e finirono nel nulla.
2c052500ae	Dopo di lui sorse Giuda il Galileo, al tempo del censimento, e indusse molta gente a seguirlo, ma anch'egli perì e quanti s'erano lasciati persuadere da lui furono dispersi.
2c052600c4	Per quanto riguarda il caso presente, ecco ciò che vi dico: Non occupatevi di questi uomini e lasciateli andare. Se infatti questa teoria o questa attività è di origine umana, verrà distrutta;
2c0527006d	ma se essa viene da Dio, non riuscirete a sconfiggerli; non vi accada di trovarvi a combattere contro Dio!».
2c052800a8	Seguirono il suo parere e, richiamati gli apostoli, li fecero fustigare e ordinarono loro di non continuare a parlare nel nome di Gesù; quindi li rimisero in libertà.
2c05290062	Ma essi se ne andarono dal sinedrio lieti di essere stati oltraggiati per amore del nome di Gesù.
2c052a0075	E ogni giorno, nel tempio e a casa, non cessavano di insegnare e di portare il lieto annunzio che Gesù è il Cristo.
2c060100bc	In quei giorni, mentre aumentava il numero dei discepoli, sorse un malcontento fra gli ellenisti verso gli Ebrei, perché venivano trascurate le loro vedove nella distribuzione quotidiana.
2c06020090	Allora i Dodici convocarono il gruppo dei discepoli e dissero: «Non è giusto che noi trascuriamo la parola di Dio per il servizio delle mense.
2c0603008b	Cercate dunque, fratelli, tra di voi sette uomini di buona reputazione, pieni di Spirito e di saggezza, ai quali affideremo quest'incarico.
2c06040049	Noi, invece, ci dedicheremo alla preghiera e al ministero della parola».
2c060500bb	Piacque questa proposta a tutto il gruppo ed elessero Stefano, uomo pieno di fede e di Spirito Santo, Filippo, Pròcoro, Nicànore, Timòne, Parmenàs e Nicola, un proselito di Antiochia.
2c06060057	Li presentarono quindi agli apostoli i quali, dopo aver pregato, imposero loro le mani.
2c060700a0	Intanto la parola di Dio si diffondeva e si moltiplicava grandemente il numero dei discepoli a Gerusalemme; anche un gran numero di sacerdoti aderiva alla fede.
2c0608005f	Stefano intanto, pieno di grazia e di fortezza, faceva grandi prodigi e miracoli tra il popolo.
2c060900a5	Sorsero allora alcuni della sinagoga detta dei «liberti» comprendente anche i Cirenei, gli Alessandrini e altri della Cilicia e dell'Asia, a disputare con Stefano,
2c060a004a	ma non riuscivano a resistere alla sapienza ispirata con cui egli parlava.
2c060b0078	Perciò sobillarono alcuni che dissero: «Lo abbiamo udito pronunziare espressioni blasfeme contro Mosè e contro Dio».
2c060c0086	E così sollevarono il popolo, gli anziani e gli scribi, gli piombarono addosso, lo catturarono e lo trascinarono davanti al sinedrio.
2c060d0089	Presentarono quindi dei falsi testimoni, che dissero: «Costui non cessa di proferire parole contro questo luogo sacro e contro la legge.
2c060e007c	Lo abbiamo udito dichiarare che Gesù il Nazareno distruggerà questo luogo e sovvertirà i costumi tramandatici da Mosè».
2c060f0075	E tutti quelli che sedevano nel sinedrio, fissando gli occhi su di lui, videro il suo volto come quello di un angelo.
2c0701004b	Gli disse allora il sommo sacerdote: «Queste cose stanno proprio così?».
2c070200ac	Ed egli rispose: «Fratelli e padri, ascoltate: il Dio della gloria apparve al nostro padre Abramo quando era ancora in Mesopotamia, prima che egli si stabilisse in Carran,
2c0703005b	e gli disse: Esci dalla tua terra e dalla tua gente e và nella terra che io ti indicherò.
2c07040099	Allora, uscito dalla terra dei Caldei, si stabilì in Carran; di là, dopo la morte del padre, Dio lo fece emigrare in questo paese dove voi ora abitate,
2c070500bd	ma non gli diede alcuna proprietà in esso, neppure quanto l'orma di un piede, ma gli promise di darlo in possesso a lui e alla sua discendenza dopo di lui, sebbene non avesse ancora figli.
2c0706008d	Poi Dio parlò così: La discendenza di Abramo sarà pellegrina in terra straniera, tenuta in schiavitù e oppressione per quattrocento anni.
2c07070079	Ma del popolo di cui saranno schiavi io farò giustizia, disse Dio: dopo potranno uscire e mi adoreranno in questo luogo.
2c070800a3	E gli diede l'alleanza della circoncisione. E così Abramo generò Isacco e lo circoncise l'ottavo giorno e Isacco generò Giacobbe e Giacobbe i dodici patriarchi.
2c0709005b	Ma i patriarchi, gelosi di Giuseppe, lo vendettero schiavo in Egitto. Dio però era con lui
2c070a00ac	e lo liberò da tutte le sue afflizioni e gli diede grazia e saggezza davanti al faraone re d'Egitto, il quale lo nominò amministratore dell'Egitto e di tutta la sua casa.
2c070b0072	Venne una carestia su tutto l'Egitto e in Canaan e una grande miseria, e i nostri padri non trovavano da mangiare.
2c070c005e	Avendo udito Giacobbe che in Egitto c'era del grano, vi inviò i nostri padri una prima volta;
2c070d0064	la seconda volta Giuseppe si fece riconoscere dai suoi fratelli e fu nota al faraone la sua origine.
2c070e006f	Giuseppe allora mandò a chiamare Giacobbe suo padre e tutta la sua parentela, settantacinque persone in tutto.
2c070f004a	E Giacobbe si recò in Egitto, e qui egli morì come anche i nostri padri;
2c07100086	essi furono poi trasportati in Sichem e posti nel sepolcro che Abramo aveva acquistato e pagato in denaro dai figli di Emor, a Sichem.
2c07110071	Mentre si avvicinava il tempo della promessa fatta da Dio ad Abramo, il popolo crebbe e si moltiplicò in Egitto,
2c07120048	finché salì al trono d'Egitto un altro re, che non conosceva Giuseppe.
2c07130098	Questi, adoperando l'astuzia contro la nostra gente, perseguitò i nostri padri fino a costringerli a esporre i loro figli, perché non sopravvivessero.
2c07140062	In quel tempo nacque Mosè e piacque a Dio; egli fu allevato per tre mesi nella casa paterna, poi,
2c07150052	essendo stato esposto, lo raccolse la figlia del faraone e lo allevò come figlio.
2c07160069	Così Mosè venne istruito in tutta la sapienza degli Egiziani ed era potente nelle parole e nelle opere.
2c0717006e	Quando stava per compiere i quarant'anni, gli venne l'idea di far visita ai suoi fratelli, i figli di Israele,
2c07180067	e vedendone uno trattato ingiustamente, ne prese le difese e vendicò l'oppresso, uccidendo l'Egiziano.
2c07190077	Egli pensava che i suoi connazionali avrebbero capito che Dio dava loro salvezza per mezzo suo, ma essi non compresero.
2c071a00a6	Il giorno dopo si presentò in mezzo a loro mentre stavano litigando e si adoperò per metterli d'accordo, dicendo: Siete fratelli; perché vi insultate l'un l'altro?
2c071b0069	Ma quello che maltrattava il vicino lo respinse, dicendo: Chi ti ha nominato capo e giudice sopra di noi?
2c071c0036	Vuoi forse uccidermi, come hai ucciso ieri l'Egiziano?
2c071d0060	Fuggì via Mosè a queste parole, e andò ad abitare nella terra di Madian, dove ebbe due figli.
2c071e0073	Passati quarant'anni, gli apparve nel deserto del monte Sinai un angelo, in mezzo alla fiamma di un roveto ardente.
2c071f006d	Mosè rimase stupito di questa visione; e mentre si avvicinava per veder meglio, si udì la voce del Signore:
2c07200071	Io sono il Dio dei tuoi padri, il Dio di Abramo, di Isacco e di Giacobbe. Esterrefatto, Mosè non osava guardare.
2c07210066	Allora il Signore gli disse: Togliti dai piedi i calzari, perché il luogo in cui stai è terra santa.
2c07220087	Ho visto l'afflizione del mio popolo in Egitto, ho udito il loro gemito e sono sceso a liberarli; ed ora vieni, che ti mando in Egitto.
2c072300c9	Questo Mosè che avevano rinnegato dicendo: Chi ti ha nominato capo e giudice?, proprio lui Dio aveva mandato per esser capo e liberatore, parlando per mezzo dell'angelo che gli era apparso nel roveto.
2c07240077	Egli li fece uscire, compiendo miracoli e prodigi nella terra d'Egitto, nel Mare Rosso, e nel deserto per quarant'anni.
2c07250076	Egli è quel Mosè che disse ai figli d'Israele: Dio vi farà sorgere un profeta tra i vostri fratelli, al pari di me.
2c072600b5	Egli è colui che, mentre erano radunati nel deserto, fu mediatore tra l'angelo che gli parlava sul monte Sinai e i nostri padri; egli ricevette parole di vita da trasmettere a noi.
2c07270065	Ma i nostri padri non vollero dargli ascolto, lo respinsero e si volsero in cuor loro verso l'Egitto,
2c0728009e	dicendo ad Aronne: Fà per noi una divinità che ci vada innanzi, perché a questo Mosè che ci condusse fuori dall'Egitto non sappiamo che cosa sia accaduto.
2c07290077	E in quei giorni fabbricarono un vitello e offrirono sacrifici all'idolo e si rallegrarono per l'opera delle loro mani.
2c072a0074	Ma Dio si ritrasse da loro e li abbandonò al culto dell' esercito del cielo, come è scritto nel libro dei Profeti:
2c072b00fd	Mi avete forse offerto vittime e sacrifici per quarant'anni nel deserto, o casa d'Israele? Avete preso con voi la tenda di Mòloch, e la stella del dio Refàn, simulacri che vi siete fabbricati per adorarli! Perciò vi deporterò al di là di Babilonia.
2c072c009e	I nostri padri avevano nel deserto la tenda della testimonianza, come aveva ordinato colui che disse a Mosè di costruirla secondo il modello che aveva visto.
2c072d009f	E dopo averla ricevuta, i nostri padri con Giosuè se la portarono con sé nella conquista dei popoli che Dio scacciò davanti a loro, fino ai tempi di Davide.
2c072e0061	Questi trovò grazia innanzi a Dio e domandò di poter trovare una dimora per il Dio di Giacobbe;
2c072f0023	Salomone poi gli edificò una casa.
2c07300053	Ma l'Altissimo non abita in costruzioni fatte da mano d'uomo, come dice il Profeta:
2c07310095	Il cielo è il mio trono e la terra sgabello per i miei piedi. Quale casa potrete edificarmi, dice il Signore, o quale sarà il luogo del mio riposo?
2c07320032	Non forse la mia mano ha creato tutte queste cose?
2c0733008e	O gente testarda e pagana nel cuore e nelle orecchie, voi sempre opponete resistenza allo Spirito Santo; come i vostri padri, così anche voi.
2c073400ae	Quale dei profeti i vostri padri non hanno perseguitato? Essi uccisero quelli che preannunciavano la venuta del Giusto, del quale voi ora siete divenuti traditori e uccisori;
2c07350050	voi che avete ricevuto la legge per mano degli angeli e non l'avete osservata».
2c07360053	All'udire queste cose, fremevano in cuor loro e digrignavano i denti contro di lui.
2c07370078	Ma Stefano, pieno di Spirito Santo, fissando gli occhi al cielo, vide la gloria di Dio e Gesù che stava alla sua destra
2c07380060	e disse: «Ecco, io contemplo i cieli aperti e il Figlio dell'uomo che sta alla destra di Dio».
2c0739006b	Proruppero allora in grida altissime turandosi gli orecchi; poi si scagliarono tutti insieme contro di lui,
2c073a008b	lo trascinarono fuori della città e si misero a lapidarlo. E i testimoni deposero il loro mantello ai piedi di un giovane, chiamato Saulo.
2c073b005e	E così lapidavano Stefano mentre pregava e diceva: «Signore Gesù, accogli il mio spirito».
2c073c006a	Poi piegò le ginocchia e gridò forte: «Signore, non imputar loro questo peccato». Detto questo, morì.
2c080100ea	Saulo era fra coloro che approvarono la sua uccisione. In quel giorno scoppiò una violenta persecuzione contro la Chiesa di Gerusalemme e tutti, ad eccezione degli apostoli, furono dispersi nelle regioni della Giudea e della Samaria.
2c08020042	Persone pie seppellirono Stefano e fecero un grande lutto per lui.
2c08030078	Saulo intanto infuriava contro la Chiesa ed entrando nelle case prendeva uomini e donne e li faceva mettere in prigione.
2c0804005c	Quelli però che erano stati dispersi andavano per il paese e diffondevano la parola di Dio.
2c08050051	Filippo, sceso in una città della Samaria, cominciò a predicare loro il Cristo.
2c08060076	E le folle prestavano ascolto unanimi alle parole di Filippo sentendolo parlare e vedendo i miracoli che egli compiva.
2c08070070	Da molti indemoniati uscivano spiriti immondi, emettendo alte grida e molti paralitici e storpi furono risanati.
2c08080026	E vi fu grande gioia in quella città.
2c080900a2	V'era da tempo in città un tale di nome Simone, dedito alla magia, il quale mandava in visibilio la popolazione di Samaria, spacciandosi per un gran personaggio.
2c080a0074	A lui aderivano tutti, piccoli e grandi, esclamando: «Questi è la potenza di Dio, quella che è chiamata Grande».
2c080b0058	Gli davano ascolto, perché per molto tempo li aveva fatti strabiliare con le sue magie.
2c080c009b	Ma quando cominciarono a credere a Filippo, che recava la buona novella del regno di Dio e del nome di Gesù Cristo, uomini e donne si facevano battezzare.
2c080d008e	Anche Simone credette, fu battezzato e non si staccava più da Filippo. Era fuori di sé nel vedere i segni e i grandi prodigi che avvenivano.
2c080e007e	Frattanto gli apostoli, a Gerusalemme, seppero che la Samaria aveva accolto la parola di Dio e vi inviarono Pietro e Giovanni.
2c080f0049	Essi discesero e pregarono per loro perché ricevessero lo Spirito Santo;
2c08100072	non era infatti ancora sceso sopra nessuno di loro, ma erano stati soltanto battezzati nel nome del Signore Gesù.
2c08110044	Allora imponevano loro le mani e quelli ricevevano lo Spirito Santo.
2c08120073	Simone, vedendo che lo Spirito veniva conferito con l'imposizione delle mani degli apostoli, offrì loro del denaro
2c0813006f	dicendo: «Date anche a me questo potere perché a chiunque io imponga le mani, egli riceva lo Spirito Santo».
2c08140084	Ma Pietro gli rispose: «Il tuo denaro vada con te in perdizione, perché hai osato pensare di acquistare con denaro il dono di Dio.
2c08150067	Non v'è parte né sorte alcuna per te in questa cosa, perché il tuo cuore non è retto davanti a Dio.
2c0816005f	Pentiti dunque di questa tua iniquità e prega il Signore che ti sia perdonato questo pensiero.
2c0817003f	Ti vedo infatti chiuso in fiele amaro e in lacci d'iniquità».
2c08180067	Rispose Simone: «Pregate voi per me il Signore, perché non mi accada nulla di ciò che avete detto».
2c0819008a	Essi poi, dopo aver testimoniato e annunziato la parola di Dio, ritornavano a Gerusalemme ed evangelizzavano molti villaggi della Samaria.
2c081a0099	Un angelo del Signore parlò intanto a Filippo: «Alzati, e và verso il mezzogiorno, sulla strada che discende da Gerusalemme a Gaza; essa è deserta».
2c081b00b9	Egli si alzò e si mise in cammino, quand'ecco un Etiope, un eunuco, funzionario di Candàce, regina di Etiopia, sovrintendente a tutti i suoi tesori, venuto per il culto a Gerusalemme,
2c081c004c	se ne ritornava, seduto sul suo carro da viaggio, leggendo il profeta Isaia.
2c081d004a	Disse allora lo Spirito a Filippo: «Và avanti, e raggiungi quel carro».
2c081e006e	Filippo corse innanzi e, udito che leggeva il profeta Isaia, gli disse: «Capisci quello che stai leggendo?».
2c081f0074	Quegli rispose: «E come lo potrei, se nessuno mi istruisce?». E invitò Filippo a salire e a sedere accanto a lui.
2c082000b4	Come una pecora fu condotto al macello e come un agnello senza voce innanzi a chi lo tosa, così egli non apre la sua bocca. Il passo della Scrittura che stava leggendo era questo:
2c08210098	Nella sua umiliazione il giudizio gli è stato negato, ma la sua posterità chi potrà mai descriverla? Poiché è stata recisa dalla terra la sua vita.
2c0822007e	E rivoltosi a Filippo l'eunuco disse: «Ti prego, di quale persona il profeta dice questo? Di se stesso o di qualcun altro?».
2c0823006f	Filippo, prendendo a parlare e partendo da quel passo della Scrittura, gli annunziò la buona novella di Gesù.
2c08240099	Proseguendo lungo la strada, giunsero a un luogo dove c'era acqua e l'eunuco disse: «Ecco qui c'è acqua; che cosa mi impedisce di essere battezzato?».
