2800000008	Maatoosa
2f0a050089	Xooz eraame gaar denddizuntsanan turira olinttize utura qofa ubba nu laloda. As qofa ubba di7i Kiristtoosas kiitinttode gaar nu yiissada.
2f0a06005a	Yin kiitinttizanna folo maaqqize wode nuunii kiitinttoosuntsana ubba seerodes giiginttoda.
2f0a070087	Yin be7izanna balera benttize baz xalaala. Ooden fana Kiristtoosa baz ga7i qoppizebaz maaqqiko, nuunin Kiristtoosa baz maaqqizanno ero.
2f0a08009c	Laatstsii taas inggide adetits wolqqite ceeqinttikon yinne yeellidhoos. Yinna adetits wolqqita taas ingginttidanna yinttana dichchodes fattin lalodes baaya.
2f0a090045	Taanii ta dabddaabbite yinttana yirggissades koyi xaafidebaz aazippe.
2f0a0a008c	Fettii fettii asuntsi, «Phawuloosa dabddaabbita deexon wolqqaama, yezin E fa ommitis nuura yeze wode labitsi; E ohitan fatstsoos» yagaane.
2f0a0b007d	Yentsi asuntsi nu hyaako yezara xaafide dabddaabbize kale yinttara yezara oochchize oochiti gidda dummatitsi baayzanno qoppo.
2f0a0c0081	Nuunii fana nashshize asuntsara nuna likkisades woy wolkkisades koyoos. Yezin un fana faara likkizii woy wolkkizii bi7itera eeya.
2f0a0d007a	Yezin nuunii Xoozii nuus inggide wuziltte ceeqinttoda fattin wuzula fiinggi ceeqinttoos; yinna wuzultta yinttagon yellane.
2f0a0e006e	Nuunii koshshizannippa aatsii ceeqinttoos, yezin Kiristtoosa Wonggele tiinii yinttago yeltsidanne ceeqinttane.
2f0a0f00c5	Nuunii Xoozii esside wuzulappa fiinggi, melluntsi oochchide oochite ceeqinttoos. Maaqqoyezin, yin ammantta diccode fana Xoozii inggide wuzultte yin gidda nu oochchize oochita dalggoda ga7i qoppane.
2f0a100086	Nuunii melle asi fa wuzultte oochchide oochite gelii ceeqinttoos, yezin yinttappa fiinggi melluntsis Wonggele markkidhades dandda7ane.
2f0a11004f	Yezin, Geeshi Maxaafite, «Ceeqqize ubba Laatstsalla ceeqqo» ga7i xaafinttida.
2f0a12004b	Laatstsii nashshize atstsa fattin fana faas nashshize atstse nashshinttoos.
2f0b01004b	Ta eerats eeyatitsito yin hyatten dandda7oda ga7i qoppane; aade dandda7ote.
2f0b0200a0	Xoozii yinttana buzo mahodes qoppidannigaara, taanin yinttis qoppane. Taanii yinttana geeshi wudurtigaara fettii dhiiratse, Kiristtoosas inggodes oocii gaddida.
2f0b0300a0	Yezin shooshi fa genera Hewaano balitsidannifana oode erize yin wozintta iitii Kiristtoosas yeze yin suuretitsiton geeshshatitsito laamod yessane ga7i yirggane.
2f0b0400c1	Fettii asi yi7i, nuunii yinttis markkidhide Yesuusappa melle Yesuusa yinttis markkidhiko, woy yin ekkide Ayyaanzeppan Wonggelzeppan melle ayyaanan Wonggelen yinttis ohiko, si77i ga7i aatstsane.
2f0b050043	Yezin taanii Yesuusa «Damma hawaaruntsappa» laafane ga7i qoppoos.
2f0b06006c	Taanii ohe eroosse asi maaqqikon, eratitsi taas yene. Yinno ta yinttis gaama ogeran gaama bazara qonccizida.
2f0b070080	Taanii miishe oocikaayzara Xoozze Wonggele yinttis hyarii ohidannan yinttana dhoqi yiizii tana toochidanna taas nagara maaqqane?
2f0b080047	Taanii yinttis oochchodes melle woosa keetstsappa miishe bonqii ekkida.
2f0b0900d0	Ta yinttara yeze wode tana madhikon yinttappa fettii asin waaysikaaya. Maqedooniyappa yi7ide ammanzuntsi tana koshshize baz ubba maaddida. Hyayno yellodes ta yinttis toofo maaqqikaaya tiinosin toofo maaqqoos.
2f0b0a0051	Kiristtoosa turetitsita ta gidda yezin, ta ceeqito Akkaya gade tana ooden kayoos.
2f0b0b005b	Ta hyanno akkos ga7e? Yinttana kadhoose gishosine? Taanii yinttana kadhizanno Xoozii erane.
2f0b0c0085	«Nuunin yin fana oochchane» ga7i ceeqqize hyankko hawaaruntsi ceeqo mikinaato dhabssodes hyatte ta oochchizanno tiinosin oochchoda.
2f0b0d0072	Hyannii gaarize asuntsi Kiristtoosa hawaare aazodes fana laammize worddanchcho hawaaruntsanan cimmize oochanchcho.
2f0b0e005f	Yinna damma qofize baz baaya; akkos gayko, Xalahe foo7o kiitanchcho fana yi7ades fana laammane.
2f0b0f0094	Yinnii gisho, Xalahe oochanchchuntsi xillotitsi oochanchcho fana yi7ades fana laammiko yinna damma baz baaya. Un wurssutsite fa oochitigaara ekkoda.
2f0b100079	Ooden tana eeya ga7i qoppaame fana mahi ohine. Ta yinttis eeya aazikon ta eeratsi ceeqinttode fana tana eeya mahi ekkote.
2f0b11005d	Taanii hyannigaara ceeqinttii ohize, Laatstse koyizannigaara maaqqikaayzin eeyatitsara ohine.
2f0b120046	Gaama asuntsi hyanna sa7a bazite ceeqinttize gisho taanin ceeqinttoda.
2f0b13003f	Yin wozinaama maaqqide gisho eeya asi baz ufayssara dandda7ane.
2f0b140094	Ooden yinttana ariziko woy yinttana bonqiko woy faas maaddinttodes yinttago shiiqiko woy yinttalla afa uturtiko woy yinttana baqqiko yin dandda7ane.
2f0b1500ab	Nuunii yinno oochchodes gaama booza maaqqizanno yeellidhittera ta ohine. Yezin ooden miinggi ceeqqinttiko, taanin ceeqqinttodes minggane. Taanii yinno eeya asi fana ohine.
2f0b160069	Un Ibraawe? Taanin Ibraawe. Un Isra7eele? Taanin Isra7eele. Un Abrahama kochcho? Taanin Abrahama kochchi.
2f0b1700c4	Un Kiristtoosa oochanchcho? Taanii zhashtize as gaar ohine, unttappa aadhize Kiristtoosa oochanchcho. Taanii oochara gaama labbida; gaama wode acinttida; garafinttida; gaama wode hyayqoppa attida.
2f0b180037	Ayhuduntsi tana hyasttam uddufun ichchin tohe garafida.
2f0b190099	Hyaydzdzii tohe gufera guuddinttida; fettii tohe shuchchara dhoginttida; markkabe hyaydzdzii tohe meqqida; abba gidda fettii qamma kumutsi aqii feezhida.
2f0b1a00e2	Taanii gaama oge labbii yedhdhida. Kixa hyaatsappan faannoppa attida. Ayhuduntsin Ayhude maaqqoosse asuntsi taalla afa madha yeltsida. Katama, akko baayze ganasa, abba, tana zhashida; ammanze fana aazize asuntsi tana waytsida.
2f0b1b0068	Taanii oochara labbida cawida, gaama tohe gentto dhabida, naydhdhida, baridhdhida, cishtida, kallidhida.
2f0b1c0046	Mellebaz ubba faydikaayzara ubba wode tana qofizanna woosa keetsi baz.
2f0b1d0072	Fettii asi labbize wode eera ta labbika? Fettii asi nagarara dhubunttize wode ta ayde shenidhdhikaayzara ashshido?
2f0b1e005f	Ta ceeqinttodes koshshize baz maaqqizako taanii labbida maaqqizanno erisize bazara ceeqinttoda.
2f0b1f005e	Medhinas bonchchinttide Xoozze, nu Laatstse Yesuus Kiristtoosa Aday, ta worddidhoosanno erane.
2f0b20006c	Damasqqo katama Aretaasa gaaze kaatizeppa oomor ahize tana aytsodes koyi Damasqqo katama furtsito naagizane.
2f0b210071	Yezin asuntsi tana daachcho gidda olii, katama shuchchi ginbbitis maskkootera ketstsin taanii E kushtippa attida.
2f0c01006a	Ceeqintte faatstsoossanno ta erane. Yezin ceeqinttodes koshshiko, Laatstsappa ekkide qonccitsite ceeqqoda.
2f0c0200a9	Taphpho oyddii bereppa tiino, Kiristtoosa ammanze fettii atstse hyaydzintsa salo ekinttidanno ta erane. Ye atstse ashora woy asho baytsi qitezako ta eroos; Xoozii erane.
2f0c030060	Ye atstse ekinttidanno erane. Yezin E ashora woy asho baytsi ekinttezako ta eroos; Xoozii erane.
2f0c040051	Ye atstse gannate ekinttii asi qonccissadesin asi ohodes dandda7oosse baz si7ida.
2f0c050062	Taanii ye atstsera ceeqinttoda, fattin taanii ta labitsito fattin ta gidda ceeqinttize bazi baaya.
2f0c0600a3	Taanii turtto ohinttizanni gisho ceeqinttodes koykon eeya baaya. Yezin asi ta oochchizanno be7izannippan si7izannippa aatsii qoppaame gaar ga7i ceeqintte ashshane.
2f0c070079	Taas qonccide damma qonccitsite ta uturtaame gaar tana waaysodes ta ashito zhulttize Xalahe kiitanchcho taas ingginttida.
2f0c08004f	Hyay waaytsizaya taappa hyaasode gaar taanii Laatstsa hyaydzdzii tohe woossida.
2f0c0900bb	Yezin Laatstsii, «Ta wolqqita ne labitsitira qonccize gisho ta aadho keehatitsita nees maaqqada» gayda. Kiristtoosa wolqqita ta gidda qonccode gaar ta labitsite ufayttitera ceeqinttane.
2f0c0a00b4	Taanii Kiristtoosa gisho labbize wode, cazhinttize wode, waayinttize wode, bay7inttize wode, madhinttize wode ta labitsite ufayttane. Akkos gayko, ta labbize wode ye wode minggane.
2f0c0b00e1	Taanii eeya asi fana ceeqinttida. Yinnii gaara ta ceeqinttode fana oochchide yinttana. Ta, ta ommite erinttoose asi maaqqikon, «Damma hawaaruntsana» ga7inttizuntsappa eeroos. Yinno taas markkidhades beezze yinttana yeshsha.
2f0c0c006b	Ta yin gidda yezitera dandda7ara oochchide malla bazitan kille bazita ta turii hawaare maaqqidanno beezane.
2f0c0d0079	Ta yinttis toofo maaqqikaayzara attidannippa melle woosa keetstsappa yin akkora eerido? Yinna bala maaqqiko tana maarote.
2f0c0e00e6	Taanii yinttago hyammades giiginttodera hyanna taas hyaydzdzintsa. Ta yinttana fattin yinttis yeze baz koyoose gisho yinttana waaytsodes koyoos. Yeliduntsi fa na7untsis qolo minjjane fattin na7untsi fana yeliduntsis qolo minjjoos.
2f0c0f0096	Ta yin gisho taas yezebaziton tanan aatsii inggikon tana ufayssane. Yeezin, taanii yinttana yinnii gaara aatsii siiqize wode yin tana eeratsi siiqane?
2f0c10007f	Maaqqikon, ta yinttis toofo maaqqikaaya; waaytsikaaya; yezin yinttana cimmeran generan aykkidebaz yinttis aazikaayzara attaama.
2f0c11004c	Melle atto yezin, ta yinttago kiittide asuntsappa yinttana cimmide asi yene?
2f0c1200b8	Tito yinttago qitode gaar taanii woossida; mahi ammanze isha eera dakkida. Yeezin, Tito yinttana cimmida? Nuunii nu oochito fettii ayyaanara oochchikaane? Mahi nu hyanttan fetto baane?
2f0c1300c9	Nu ubba wode yin tiino nuna xillissades mootinttodebaz yinttis aazane? Nu Kiristtoosa gidda yezii Xoozze tiino hyanno yellodes ohine. Nu siiqo ishuntso, nu hyanno ubba oochchizanna yinttana dichchodes.
2f0c140112	Ta yinttago hyanggize wode oode eride yin ta koyizannigaara yi7anxiko, mahi taanin yin koyizannigaara yi7i yellinttanxiko ga7i zhashitane. Mahi oode eride yin gidda lalle, qanaate, zhilo, fana kadhe, zigirssi, as sunts iisse, uturan kachchin yezanxi attaama ga7i zhashitane.
2f0c1500fb	Taanii lam7intsa yinttago hyanggize wode Xoozii yin tiino tana yeellissada ga7i zhashitane. Zaga nagartto oochchii yinna fa oochchide tunatitsappa, olale hyanttafan yeellize oochappa maaqqikaayze asuntsana bi7i azzanikaayzara ashshoos ga7i zhashitane.
2f0d010060	Ta yinttago hyanggodera hyanna hyaydzintsa. Akko mooton lam77i woy hyaydzdzii markkara minggane.
2f0d0200dc	Taanii lam7intsa yinttara yellinttize wode yin gidda tiino nagara oochchide atstsan melluntsana ubba seerikaayzara ashshoos ga7i ohi gaddida. Hyatte ta hyaakkii yezikon maaqqii yinttago hyanggize wode oodesin yqsinttoos.
2f0d030083	Ta gidda yezii ohize Kiristtoosa maaqqizanno yin erodes koyane. E yinttara ohinttize wode wolqqaama fattin yin gidda labitsi baaya.
2f0d0400b8	Kiristtoosa masqalalla afa waayera suxinttida, yezin Xoozze wolqqite de7o yene. E labitsi maaqqizannigaara, nuunin labitsi. Yezin yinttana maaddades Xoozze wolqqite ezara de7o yessada.
2f0d0500b3	Ammanora miinggi yezako yinttana yinttis fattanii bo7ote. Faatantte yin gol7anxi attiko, Kiristtoosa yin gidda yezanno yin erane. Yezin Kiristtoosa yinttara yezanxiko yin gol7oda.
2f0d060037	Nuunii fatanara gol7aamanno yin erane ga7i nu ammanane.
2f0d0700b0	Yin iita baz oochchaame fana nuunii Xooz woossane. Nuunii mintsii maaqqizanno asi be7ade fana maaqqikaayzin nuunii mintsii maaqqanxin, yin lo77o oochchode gaar nuunii woossane.
2f0d080053	Nuunii turis oochchane fattin turira ixinttizebaz akko bazin oochchodes dandda7oos.
2f0d090072	Nu labbize wode yin mahi miinggodera nuna ufayssane. Yin bore baayzuntsana maaqqade gaar nu yinttis Xooz woossane.
2f0d0a00fe	Taanii yinttappa hyaakkii yezitera xaafidanna yinnii gishos. Taanii yinttago hyanggize wode Laatstsii taas inggide adetitsi wolqqite ammaninttii yinttalla afa laatsidhades koyoos. Laatstsii taas wolqqa inggidanna, yinttana maaddodes fattin qohodes baaya.
2f0d0b00a6	Wurssutsite ta ishuntso, saro yezote. Bore baytsi yezote; ta zortto si7ote. Fettii wozinara maaqqii yezote; sarora yezote. Siiqon saro inggize Xoozze yinttara maaqqe.
2f0d0c0034	Geeshi yeerintte yeerinttitera, fete feta saritsote.
2f0d0d002f	Xoozze asuntsi ubba yinttana saro saro yagaane.
2f0d0e006c	Laatstse Yesuus Kiristtoosa aadho keehatitsi, Xoozze siiqo, Geeshi Ayyaana fettetitsi yin ubbuntsara maaqqe.
3000000009	Galaatiya
3001010090	Asappa woy as baggara maaqqikaayzin Yesuus Kiristtoosappan eza hyayqoppa dentside Xoozze Adeppa hawaare maaqqade gaar kiitinttide ta Phawuloosa,
3001020043	taara yeze ammanze ishuntsi ubba, Galaatiya yeze woosa keetsuntsis.
300103005e	Xoozze nu Adayin nu Laatstse Yesuus Kiristtoosappa yinttis aadho keehatitsin sarotitsi maaqqe.
3001040078	Hyanna iita woditippa nuna ashshodes, nu Laatstsen, nu Aday qofa fana Kiristtoosa nu nagartti gisho fana aatsii inggida.
300105003c	Xoozis Medhinappa medhina yellodes bonchcho maaqqe. Amin77e.
3001060084	Kiristtoosa aadho keehatitsite yinttana xeegide Xoozza ashshii, melle Wonggelego, yin ellisii, wayzi maaqqezako tana gaama qofizane.
300107008f	E fa ommite melle Wonggele baaya. Yinttana balitsodesin Kiristtoosa Wonggele wobbisades koyze eeratsi asuntsi yene fattin turii Wonggele fetto.
300108009a	Yezin nuna maaqqin woy salo kiitanchcho maaqqin nu yinttis tiino ohide Wonggeleppa dummudhize Wonggele yinttis ohize baz maaqqiko, E baadinttidaya maaqqe.
3001090091	Hyannippa zaga nu gaydannigaara hyatten mahi gaane; yin ekkide Wonggeleppa dummudhize Wonggele ooden yinttis ohiko ye atstse baaddinttida maaqqe.
30010a0092	Yeezin, tana asi woy Xoozii nashshode fana koyanene? Woy ta asi ufayssodes koyane? Ta asi ufayssodes koyze baz maaqqiko, Kiristtoosa aro maaqqoos.
30010b0056	Ta ishuntso, ta yinttis ohize Wonggeltta asappa maaqqoosanno yin erode fana ta koyane.
30010c0067	Taas hyay Wonggeliza Yesuus Kiristtoosa qonccizida fattin asappa ekkikaaya woy asi tana tamaarssikaaya.
30010d0083	Ta zaga Ayhude ammano yeze wode wayzi yezezako, taanii ammanzuntsana yiqsimo baytsi bay7adesin dhabssodes butunttidanno yin si7ida.
30010e0066	Ayhude ammano naagora, ta wode yeze Ayhude ishunsappa aadhane. Nu adunts wogitisin aadhii yiqsinttane.
30010f005e	Yezin ta hyaga ta inttii sazite yezin Xoozii tana doorida; fa aadho keehatitsite tana xeegida.
300110006e	Ayhude maaqqoosse asuntsis Wonggele ohode gaar Xoozii fa Na7aya taas qonccizide wode ta ooderan zorinttikaaya.
300111009d	Woy taappa tiino hawaare maaqqiduntsara yellinttodes Yerusalaame hyanggikaaya. Yezin ta tiinidhii Arabe gade qitida; yinnippa maaqqii Damasqqo katama yi7ida.
300112006c	Hyaydzdzii bereppa suuba, Phexiroosara yellinttodes Yerusalaame hyanggi eera taphpho ichchin qamma gam77ida.
300113004e	Yezin Laatstse ishe Yayqooba fattin hyankko hawaaruntsappa oonan ta bi7ikaaya.
300114004b	Ta yinttis xaafidanna worddo maaqqoosanno Xoozze tiino yinttis markkidhane.
3001150034	Yinnippa suuba, taanii Sooriyan Kilqiya gade qitida.
3001160034	Yihuda yeze woosa keetsi asuntsi tana bi7i erikaaya.
300117006d	Yezin un, «Zaga nuna bay7ize atstse, hyatte yinna E dhabssodes koyze ammantto sabbakane» yagaazanno si7ida.
3001180029	Si7iduntsi ubba ta gisho Xoozza galatida.
3002010051	Taphpho oyddii bereppa suuba, mahi Barnnabaasan Tito ekkii Yerusalaame hyanggida.
30020200ef	Ta hyanggidannan Xoozii taas qonccizide ogera. Hyannippa tiino zaga ta oochchidannan hyatte ta oochchizanna cer maaqqaame fana Ayhude maaqqoosse asuntsis sabbakida. Woosa keetsi kaalitsizuntsana ga7i xeeginttizuntsana dumma shiishii ohida.
300203005d	Melle atto yezin, taara yeze Tito Girike asi maaqqikon, garrazinttode gaar ga7i un7itsikaaya.
3002040081	Yezin, aro nuna mahodesin Kiristtoos Yesuusa gidda yeze nu wallotitsito geeditera nu gidda aachintti gelide worddo ishuntsi yene.
300205007c	Yezin turii Wonggele yin gidda miinggi xaphphii yessade gaar nuunii melle atto yezin, fettii saaten unttis kushe inggikaaya.
30020600a0	Yezin hyalaqa aazize asuntsi oodetitsita taas akkon baaya. Xoozii as sino bi7i firddoos. Hyantsi asuntsi ta markkidhize Wonggelella afa fettii bazin gujjikaaya.
30020700ac	Yezin Phexiroosa, Ayhuduntsis Wonggele ohode fana Xoozii ees hyadara inggidannigaar taasin Ayhude maaqqoosse asuntsis Wonggele ohode hyadara inggidanno un suubappa tiirida.
3002080086	Yikke, Phexiroosa Ayhuduntsi hawaare maaqqade fana oochchide Xoozze, tanan Ayhude maaqqoosse asuntsis hawaare maaqqade fana oochchida.
30020900d9	Mahi taas ingginttide aadho keehatitsito qoppide tuusi maaqqii benttize Yayqooba, Phexiroosan Wahannisa, nuna Ayhude maaqqoosse asuntsago, un Ayhude asuntsago qitodes tanan Barnnabaasan maaddodes mizaqi kushe inggida.
30020a0067	Un nuna mintsii hyadara gaydanna, nuunii dahuntsis qoppode fana. Tiinon ta yinno oochchodes amudhdhane.
30020b0066	Phexiroosa Anxookiya katama yi7ide wode E balide gisho taanii E tiintte eqqii «Neenii balida» gayda.
30020c00fd	Yayqooba kiittide fettii fettii asunsi Anxookiya yo7odeppa tiino E Ayhude maaqqoosse ammanzuntsara mu7ine, yezin un yi7idannippa suuba, «Ayhude maaqqoosse asuntsappa ammaniduntsii garrazinttodes beezane» gaaze asuntsis zhashtii unttappa shaakkinttida.
30020d0073	Fettii fettii ammanide Ayhuduntsi Phexiroosa oochite kaallida. Melle atto yezin, Barnnabaasan yinna qofite giigida.
30020e0108	Yezin un Wonggele turira luule yedhdhosanno bi7i, Phexiroosa as ubba tiino, «Neenii Ayhude maaqqittera, Ayhude woga fana maaqqikaayzin Ayhude maaqqoosse asuntsi fana yene; yeezin, wayzi Ayhude maaqqoosuntsana, ‹Ayhude wogara yezote› ga7i wolqqidhe?» yagayda.
30020f005a	Nuunii yelinttera Ayhude, yezin nagaranchcho maaqqide Ayhude maaqqoosse asunts fana baaya.
30021000ea	Yezin asi Yesuus Kiristtoosa ammanii xillane fattin higge naagii xillossanno erane. Ooden asho ma77ide ubba higge naagii xilloosse gisho nuunin higge naagii maaqqikaayzin Kiristtoosa gidda ammanii xillodes Kiristtoos Yesuusa ammanida.
30021100d4	Nu Ayhuduntsin Kiristtoosa baggara xillodes koshshane. Yinno maaqqiko nuunin melle asuntsi fana nagaranchcho maaqqizanno be7ine. Yeezin, nu nagara oochchode fana dentsitsize Kiristtoosa ga7inttanene? Mulon baaya!
3002120068	Yikke, ta wul7idanno mahi keexizebaz maaqqiko taanii ta ommite higge mentsizaya maaqqizanno markkidhane.
3002130047	Taanii Xoozis de7o maaqqii yessade fana higge baggara higges hyayqqida.
30021400ce	Taanii Kiristtoosara masqalalla afa suxunttida. Taanii yikkeppa taas yezoos, yezin Kiristtoosa ta gidda yene. Ta hyatte ashora yeze yestto, tana kadhii ta gisho fana aatsii inggide Xoozze Na7a ammanii yene.
3002150088	Taanii Xoozze aadho keehatitsito cer ashshoos. Xillotitsi asis higge baggara benttize baz maaqqizako, Kiristtoosa hyarii hyayqqida ga7e.
30030100b4	Hyantsi, qoppoosse Galaatiya asuntso, yin aafti tiintte Kiristtoosa masqalalla suxunttide si7ile fana qonccii benttane. Yeezin, turis yin kiitinttaame fana yinttana doccizide oode?
300302006a	Ta fettibaz erodes koyane; yin Geeshi Ayyaana ekkidanna higge naagine woy Wonggele qaala ammanii ekkidate?
300303005a	Yin yinnii fana qoppoosuntsana? Yin Xoozze Ayyaanara aykkii, hyatte ashora folodes koyane?
300304004e	Yin Wonggele baggara gaama waayidanna hyarii? Yinna waayita ubba cer maaqqida?
3003050087	Xoozii yinttis Geeshi Ayyaana inggidannan yin gidda kille baz oochchizanna, yin higge naagide gishone woy Wonggele si7i ammanide gisho?
3003060067	Ane Abrahama bo7ote, «E Xooz ammanida; Xoozii ees yinno xillotitsi mahi faydida»ga7intti xaafinttida.
3003070039	Yikke, ammanzuntsi Abrahama na7untsana maaqqizanno erote.
30030800a2	Xoozii Ayhude maaqqoosse asuntsana ammanora xillissadanno tiino Geeshi Maxaafe bi7i, «Worzha ubba neera anjjinttoda» yaga7i, Wonggele Abrahamas tiinidhii ohida.
3003090041	Yinnii gisho, ammanze ubba ammanide Abrahamera wolla anjjinttoda.
30030a00cb	Higge naagii xilloda gaaze ooden baaditsi gidda yene. Akkos gayko, Geeshi Maxaafite, «Higge maxaafite xaafinttidanne ubba miinggi yezoossen oochchoosse ooden baadinttidaya maaqqo» ga7intti xaafinttida.
30030b006f	«Xillo ammanora yessada» ga7intti xaafinttide gisho ooden Xoozze tiino higge naagii xilloosanna erinttidebaz.
30030c0052	Higge ammanoppa baaya. Yezin, «Higgito naagize ooden izo kaalloda» yaga7inttida.
30030d009b	«Minxalla afa suxuntti hyayqqide ooden baaddinttidaya» ga7intti xaafinttida. Kiristtoosa nu gisho baaddinttezaya maaqqii, nuna higge baadditsappa wozida.
30030e00b8	Xoozii Abrahamas inggide anjjita, Yesuus Kiristtoosa baggara Ayhude maaqqoosse asuntsana yellode fanan Xoozii inggoda gayde Geeshi Ayyaana ufayssi ammanora ekkode fana yinno oochchida.
30030f00b1	Ta ishuntso, ta yinttis as de7o duse maaqqii yeze baz aazize mahi ohine. Asi caaqqide caaqita miinggidannippa suuba, ooden yinna caaqito shaarodes woy melle gujjodes dandda7oos.
30031000cb	Xoozii yinna ufays qaaltto Abrahamasin E zaruntsis inggida. Geeshi Maxaafite, gaama asis ohize fana, «Ne kochchuntsis» ga7oos. Yezin fettii asis ohize fana, «Ne kochchitis» yagayda; ezin Kiristtoosa.
300311009b	Taanii gaazanna hyanno; oyddii xeeti hyasttam bereppa suuba ingginttide higgita, tiino Xoozii mintside caaqito shaarii ufays qaaltto dhabisodes dandda7oos.
30031200be	Xoozii inggize laatita higgera ekkinttizebaz maaqqizako Xoozii inggide ufays qaala baggara maaqqizanna attane. Yezin Xoozii fa aadho keehatitsite laata Abrahamas ufays qaala baggara inggida.
30031300f8	Yeezin, higge akkos ingginttido? Higge ingginttidanna, Abrahamas ufays qaala ingginttide kochchita ye7ode wontsis iita oocha akko yezako beessades. Higge kiitanchcho baggara ingginttii, gidda maaqqii giigize fettii as baggara oochalla afa feezhida.
300314005b	Gidda maaqqii giigize atstse lam77i zalas oochchane fattin fetes baaya, yezin Xoozii fetto.
3003150091	Yeezin, higge Xoozze ufays qaala ixxanene? Ade! Higge inginttidanna asis de7o inggodes maaqqizako, turii xillotitsi higge baggara maaqqadyeshsha.
3003160093	Yezin Yesuus Kiristtoosa ammanin benttize ufays qaaltto ammanzutsis ingginttode fana kumutsi alamtta nagaras oomora yezanno Geeshi Maxaafite ohine.
3003170079	Yezin ammano ye7odannippa tiino higgera acinttii yene yeshsha. Yinna ammantta qonccode wontsis higgera naaginttii yezida.
3003180083	Yinnii gisho, nuunii ammanora xillode fana Kiristtoosa ye7ode wontsis higge melle as na7a naagize asi fana nuna naagizaya maaqqida.
300319006c	Yezin hyatte ammano yi7ide gisho higge yikkeppa suuba melle as na7a naagize asi fana nuna naagizanna attida.
30031a0043	Yin ubbuntsi Yesuus Kiristtoosa ammanii Xoozis na7untsana maaqqida.
30031b0049	Kiristtoosara fetto maaqqades xammaqinttide ubbuntsi Kiristtoosa ma77ida.
30031c00ab	Yin ubbuntsi Kiristtoosa gidda fetto maaqqize gisho Ayhude asunts giddan Girike asunts gidda, aro giddan bonchcho as gidda, dhiiratsi giddan maachi gidda dummatitsi baaya.
30031d0064	Yikke, yin Kiristtoosas maaqqiko yin Abrahama kochchi. Xoozze ufays qaaltti fana yin laattizuntsana.
300401006e	Ta gaazanna hyanno. Laattizay na7a maaqqii yeze wode, ubba bazis Laatstsii maaqqikon, aroppa akkon dummudhoos.
300402005c	Yezin E aday gayde wode yellodes wontsis E hyadarto ekkiduntsi kushen naagizunts kushe yene.
300403004f	Yinnii gaara, nuunii na7atitsa yeze wode alame tiino wogas aqii aridhdhii yene.
3004040058	Yezin wodita yellide wode Xooz higgeppa oomora, maachippa yelinttide fa na7aya kiittida.
300405004c	E yinno oochchidanna, higges aqii yezuntsana wozodesin nuna fa na7a mahodes.
3004060068	Nu Xoozze na7a maaqqize gisho «Abbo, Abbaba» ga7i xeegize fa Na7ay Ayyaana nu wozintti gidda kiittida.
300407007f	Yinnii gisho, yikkeppa neenii Xoozze na7a fattin aro baaya. Neenii E na7a maaqqiko, Kiristtoosa baggara Xooz laattiza maaqqane.
3004080053	Yin zaga Xoozza eroosse wode fa hyanotitsite xooz maaqqoosuntsis aro maaqqii aqida.
30040900b9	Yezin hyatte yin Xoozza erida; aatsii Xoozara erinttida. Yeezin mahi fatstsoossen maaddoosse alame wogago suuba wayzi maaqqidate? Wodhdhii eqqii, wayzi unttis mahi aro maaqqades koyete?
30040a004e	Dummudhide qammas, aginas, wodesin beres yin dummuzi loytsii bonchcho inggane.
30040b003b	Ood erize hyarii ta yinttis labbid yessane ga7i zhashitane.
30040c007b	Ta ishuntso, ta yin fana maaqqide gisho yinttin ta fana maaqqote ga7i yinttana woossane. Yin tana fettii bazaran qohikaaya.
30040d0041	Taanii tiino hyargginttitera yinttis Wonggele ohidanno yin erane.
30040e0094	Ta hyarggita yinttis faatana maaqqikon, tana borikaaya; antsinttikaaya. Yezin tana Xoozze kiitanchcho woy Kiristtoos Yesuusa mokkizannifana mokkida.
30040f0079	Yikke, yin tana ufaysidanna ane? Yinttis dandda7inttizako, yin taas, yin aafto kessii inggizako ixxosanno ta markkidhane.
3004100045	Yeezin, ta yinttis turito ohide gisho yinttis morkke maaqqid yessane?
300411008a	Yentsi asuntsi yinttana mintsii koyane, yezin lo77oos baaya. Mintsii koyzanna yinttana shaakkodesin faas qoppode fana yissades amudhdhane.
300412007c	Lo77o baz oochchodes beeziduntsana maaqqiko lo77o, yezin yinna ta yinttara yeze wode xalaala maaqqikaayzin ubba wode maaqqe.
300413007e	Ta siiqo na7untso, Kiristtoosa yinggida si7ile fana yi7ade wontsis yelos maacha dha7inttizanni gaara ta yin gisho dha7inttane.
3004140074	Yin baz taas workkita maaqqin un77inttane; hyatte yin gidda ta benttii zhilidhdhi ohizako akko gaar kadhane yeshsha.
300415004b	Higge aqii yessades koyzuntso, ane taas ohote; higge akko gaazako si7osite?
3004160060	Geeshi Maxaafite, «Abrahamas arttippan kara inttippa yelinttide lam77i na7untsi yene» yagaane.
300417006b	Arttii na7ay as na7a yelinttize wogara yelinttida, yezin kara inttii na7ay Xoozze ufays qaalara yelinttida.
3004180097	Hyants maachuntsi lam77i caaquntsis aazize maaqqii ekkinttane. Unttappa fetta, Siina Derizeppa yi7idanna, fa na7untsana arotitsis yelida; izan Aggaaro.
