2800000005	Mateo
42040b0093	Makafanira, Ishe, kugamuchira kubwinya, nerukudzo, nesimba; nokuti ndimwi makasika zvinhu zvese, uye nekuda kwechido chenyu zviripo uye zvakasikwa.
420501008f	Zvino ndakaona muruoko rwerudyi rwaiye wakange agere pachigaro cheushe bhuku rakanyorwa mukati nekunze, rakanamatidzwa nemicherechedzo minomwe.
4205020086	Zvino ndakaona mutumwa ane simba achidanidzira nenzwi guru; achiti: Ndiani wakafanira kuzarura bhuku nekusunungura micherechedzo yaro?
420503006c	Asi kwakange kusina munhu kudenga kana panyika, kana pasi penyika, wakagona kuzarura bhuku, kana kuritarira.
4205040072	Zvino ini ndakachema zvikuru, nokuti hakuna kutongowanikwa wakafanira kuzarura nekuverenga bhuku, kana kuritarira.
42050500ae	Zvino umwe wevakuru wakati kwandiri: Usachema; tarira, yakunda Shumba inobva kurudzi rwaJudha, Mudzi waDhavhidhi, kuti izarure bhuku nekusunungura micherechedzo yaro minomwe.
42050600d7	Zvino ndakaona, uye tarira, pakati pechigaro cheushe nechezvisikwa zvipenyu zvina, nepakati pevakuru, Gwayana rimire serakabaiwa, rine nyanga nomwe nemeso manomwe, ndiyo Mweya minomwe yaMwari yakatumwa kunyika yese.
4205070057	Zvino rakauya, rikatora bhuku kubva muruoko rwerudyi rwaiye wakagara pachigaro cheushe.
42050800cf	Zvino rakati ratora bhuku, zvisikwa zvipenyu zvina nevakuru makumi maviri nevana vakawira pamberi peGwayana, umwe neumwe ane rudimbwa nendiro dzegoridhe dzizere nezvinonhuhwira inova minyengetero yevatsvene.
42050900cc	Zvino vakaimba rwiyo rutsva, vachiti: Makafanira kutora bhuku, nekuzarura micherechedzo yaro; nokuti makabaiwa, ndokutidzikunurira Mwari neropa renyu kubva kudzinza rese, nekururimi, nekuvanhu, nekurudzi,
42050a004f	makatiitawo kuna Mwari wedu tive madzimambo nevapristi, uye tichatonga panyika.
42050b00c7	Zvino ndakaona, uye ndakanzwa inzwi revatumwa vazhinji vakakomberedza chigaro cheushe, nezvisikwa zvipenyu nevakuru; nekuwanda kwazvo kwakange kuri mazana nemazana emazana nemazana, nezvuru zvezvuru,
42050c0081	vachiti nenzwi guru: Rakafanira Gwayana rakabaiwa kugamuchira simba neufumi nenjere nemasimba nerukudzo nekubwinya nekurumbidzwa.
42050d0101	Nechisikwa chega-chega chiri kudenga, nepanyika, nepasi penyika, nezviri pagungwa nezvese zviri mazviri, ndakanzwa zvichiti: Kuna iye agere pamusoro pechigaro cheushe nekuGwayana ngakuve nekurumbidzwa, nerukudzo, nekubwinya, nesimba kusvikira rinhi narinhi.
42050e0083	Zvino zvisikwa zvipenyu zvina zvakati: Ameni. Nevakuru makumi maviri nevana vakawa, vakanamata iye anorarama kusvika rinhi narinhi.
4206010090	Zvino ndakaona Gwayana parakazarura chimwe chemicherechedzo, ndokunzwa chimwe chezvisikwa zvipenyu zvina chichiti, senzwi remutinhiro: Uya uone.
420602008d	Zvino ndakaona, uye tarira, bhiza jena, naiye wakaritasva wakange ane uta; korona ndokupiwa kwaari, zvino akabuda achikunda, uye kuti akunde.
4206030069	Zvino rakati razarura mucherechedzo wechipiri, ndakanzwa chisikwa chipenyu chechipiri chichiti: Uya uone.
420604008e	Zvino kwakabuda rimwe bhiza dzvuku; newakaritasva akapiwa simba kuti abvise rugare panyika, nokuti vaurayane; ndokupiwa kwaari munondo mukuru.
42060500cb	Zvino rakati razarura mucherechedzo wechitatu, ndakanzwa chisikwa chipenyu chechitatu chichiti: Uya uone. Zvino ndikaona, uye tarira, bhiza dema, newakange akaritasva wakange ane chiyereso muruoko rwake.
42060600a3	Zvino ndakanzwa inzwi pakati pezvisikwa zvipenyu zvina richiti: Chiyero chezviyo nedhenario, nezviyero zvitatu zvebhari nedhenario; nemafuta newaini usazvitadzira.
420607006c	Zvino rakati razarura mucherechedzo wechina, ndakanzwa inzwi rechisikwa chipenyu chechina richiti: Uya uone.
42060800f1	Zvino ndakaona, uye tarira, bhiza rakachenuruka, newakange akaritasva zita rake Rufu; uye hadhesi rakateverana naye. Simba ndokupiwa kwazviri kuuraya kusvika pane chechina chenyika, nemunondo, uye nenzara, uye nerufu, uye nezvikara zvenyika.
420609009f	Zvino rakati razarura mucherechedzo wechishanu, ndakaona pasi pearitari mweya yevakange vaurawa nekuda kweshoko raMwari, uye nekuda kweuchapupu hwavaiva nahwo.
42060a008d	Zvino vakadana nenzwi guru vachiti: Kusvikira rinhi, Tenzi, mutsvene uye wechokwadi, regai kutonga nekutsiva ropa redu pane vanogara panyika?
42060b00b6	Zvino kwakapiwa umwe neumwe nguvo refu chena, zvikanzi kwavari vambozorora chinguva chidiki kusvikira vamwewo varanda pamwe navo nehama dzavo dzaiva dzoda kuurawa saivowo vakwaniswa.
42060c00ac	Zvino ndakaona parakange razarura mucherechedzo wechitanhatu, uye tarira, kwakava nekudengenyeka kwenyika kukuru, uye zuva rakasviba sesaga remvere, nemwedzi ukaita seropa;
42060d0062	nenyeredzi dzedenga dzakawira panyika, semuonde unowisa maonde awo eshure, uchizuzwa nemhepo huru.
42060e0060	Zvino denga rakabva serugwaro rwakapetwa; negomo rega-rega nechiwi zvakabviswa panzvimbo dzazvo.
42060f00a5	Nemadzimambo enyika, nevanhu vakuru, nevafumi, nevatungamiriri vehondo, nevane simba, nevaranda vese, nevakasununguka vese vakanozvivanza mumapako nemumabwe emakomo,
4206100081	zvino vakati kumakomo nekumabwe: Wirai pamusoro pedu, mutivige pachiso chaiye anogara pachigaro cheushe, nepakutsamwa kweGwayana;
4206110047	nokuti zuva guru rekutsamwa kwaro rasvika; zvino ndiani anogona kumira?
42070100ad	Zvino shure kweizvi ndakaona vatumwa vana vamire kumativi mana enyika vakabata mhepo ina dzenyika, kuti mhepo irege kuvhuvhuta panyika, kana pagungwa, kana pamuti upi zvawo.
42070200bd	Uye ndakaona umwe mutumwa achikwira kubva kumabvazuva kwezuva ane mucherechedzo waMwari mupenyu; akadana nenzwi guru kuvatumwa vana, vaya vakange vapiwa simba kuti vatadzire nyika negungwa,
4207030073	achiti: Musatadzira nyika, kana gungwa, kana miti, kusvikira taisa mucherechedzo varanda vaMwari wedu pahuma dzavo.
420704008e	Zvino ndakanzwa uwandu hwevakaiswa mucherechedzo: Zvuru zana nemakumi mana nezvina vakaiswa mucherechedzo kubva kumarudzi ese evana vaIsraeri.
42070500cd	Kubva kurudzi rwaJudha zvuru gumi nezviviri vakaiswa mucherechedzo; kubva kurudzi rwaRubheni zvuru gumi nezviviri vakaiswa mucherechedzo; kubva kurudzi rwaGadhi zvuru gumi nezviviri vakaiswa mucherechedzo;
42070600d2	kubva kurudzi rwaAsheri zvuru gumi nezviviri vakaiswa mucherechedzo; kubva kurudzi rwaNafutarimi zvuru gumi nezviviri vakaiswa mucherechedzo; kubva kurudzi rwaManase zvuru gumi nezviviri vakaiswa mucherechedzo;
42070700d0	kubva kurudzi rwaSimioni zvuru gumi nezviviri vakaiswa mucherechedzo; kubva kurudzi rwaRevhi zvuru gumi nezviviri vakaiswa mucherechedzo; kubva kurudzi rwaIsaskari zvuru gumi nezviviri vakaiswa mucherechedzo;
42070800d5	kubva kurudzi rwaZebhuruni zvuru gumi nezviviri vakaiswa mucherechedzo; kubva kurudzi rwaJosefa zvuru gumi nezviviri vakaiswa mucherechedzo; kubva kurudzi rwaBhenjamini zvuru gumi nezviviri vakaiswa mucherechedzo.
42070900f8	Shure kwaizvozvi ndakaona, zvino tarira, chaunga chikuru, chisina anogona kuverenga, chinobva kundudzi dzese, nemarudzi, nevanhu, nendimi, vakamira pamberi pechigaro cheushe nepamberi peGwayana, vakamonera nguvo refu chena, nemichindwe mumaoko avo;
42070a0072	zvino vakadanidzira nenzwi guru, vachiti: Ruponeso ngaruve kuna Mwari wedu anogara pachigaro cheushe, nekuGwayana.
42070b009c	Zvino vatumwa vese vakamira vakakomba chigaro cheushe nevakuru nezvisikwa zvipenyu zvina, vakawa pamberi pechigaro cheushe nezviso zvavo, ndokunamata Mwari,
42070c008d	vachiti: Ameni: Kurumbidzwa nekubwinya nenjere nekuvonga nerukudzo nesimba nemasimba ngazvive kuna Mwari wedu kusvikira rinhi narinhi. Ameni.
42070d006c	Zvino umwe wevakuru wakapindura, achiti kwandiri: Ava vakapfeka nguvo refu chena ndivana ani, uye vakabvepi?
42070e00b3	Zvino ndakati kwaari: Ishe, ndimwi munoziva. Zvino akati kwandiri: Ava ndivo vanobva mukutambudzika kukuru, uye vakasuka nguvo refu dzavo, uye ivo vakadzichenesa muropa reGwayana.
42070f00a8	Nekuda kweizvi vari pamberi pechigaro cheushe chaMwari, vanomushumira masikati neusiku mutembere yake; uye anogara pachigaro cheushe achatandavadza tende pamusoro pavo.
4207100061	Havachazombovi nenzara kana kuzombova nenyota, nezuva haringatongovawiri, kana kupisa kupi zvako;
420711009c	nokuti Gwayana riri pakati pechigaro cheushe richavafunda, uye richavatungamirira kuzvitubu zvipenyu zvemvura; uye Mwari achapusika misodzi yese pameso avo.
4208010061	Zvino wakati azarura mucherechedzo wechinomwe, kwakavapo kunyarara kudenga kwakaita sehafu yeawa.
4208020059	Zvino ndakaona vatumwa vanomwe vamire pamberi paMwari, kukapiwawo kwavari hwamanda nomwe.
42080300ec	Zvino umwe mutumwa wakauya akamira paaritari, ane mudziyo wezvinonhuhwira wegoridhe; kukapiwa kwaari zvinonhuhwira zvizhinji, kuti azvipe neminyengetero yevatsvene vese pamusoro pearitari yegoridhe yakange iri pamberi pechigaro cheushe.
420804006d	Zvino utsi hwezvinonhuhwira hwakakwira neminyengetero yevatsvene huchibva muruoko rwemutumwa pamberi paMwari.
420805009f	Mutumwa akatora mudziyo wezvinonhuhwira, ndokuuzadza nemoto wearitari, ndokuukanda panyika; zvino kwakavapo manzwi nekutinhira nemheni nekudengenyeka kwenyika.
4208060050	Zvino vatumwa vanomwe vakange vane hwamanda nomwe vakazvigadzirira kuti varidze.
42080700ad	Zvino mutumwa wekutanga wakaridza, ndokuvapo chimvuramabwe nemoto zvakavhenganiswa neropa, ndokukandwa panyika; nechetatu chemiti chakapiswa, neuswa unyoro hwese hwakapiswa.
4208080082	Zvino mutumwa wechipiri wakaridza, zvino chimwe segomo guru rinopfuta nemoto chikakandwa mugungwa; chetatu chegungwa ndokuva ropa;
420809005c	ndokufa chetatu chezvisikwa zviri mugungwa zvine upenyu, nechetatu chezvikepe chikaparadzwa.
42080a00a0	Zvino mutumwa wechitatu wakaridza, kukawa kubva kudenga nyeredzi huru, ichipfuta semwenje, ndokuwira pamusoro pechetatu chenzizi, nepamusoro pezvitubu zvemvura.
42080b0084	Zvino zita renyeredzi rainzi Gavakava; chetatu chemvura ndokuva gavakava, nevanhu vazhinji vakafa nemvura, nokuti yakange yavaviswa.
42080c00cc	Zvino mutumwa wechina wakaridza, chetatu chezuva ndokurohwa nechetatu chemwedzi nechetatu chenyeredzi, kuti chetatu chazvo chisvibiswe, uye kuti chetatu chemasikati chirege kuvhenekera, neusiku saizvozvo.
42080d00cb	Zvino ndakatarira, ndokunzwa mutumwa umwe achibhururuka ari pakati pedenga achiti nenzwi guru: Mune nhamo, mune nhamo, mune nhamo vagari vepanyika, pamanzwi asara ehwamanda yevatumwa vatatu vachazoridza!
420901008e	Zvino mutumwa wechishanu wakaridza, zvino ndakaona nyeredzi ichibva kudenga ichiwira panyika, ndokupiwa kwaari kiyi yegomba risina chigadziko.
4209020093	Zvino yakazarura gomba risina chigadziko, utsi ndokusimuka kubva mugomba seutsi hwevira guru, nezuva nedenga zvikasvibiswa nekuda kweutsi hwegomba.
420903006b	Zvino muutsi mukabuda mhashu dzikauya panyika, ndokupiwa kwadziri simba, sezvinyavada zvenyika zvine simba.
4209040097	Kukanzi kwadziri dzirege kutadzira uswa hwenyika, kana chipi zvacho chinyoro, kana muti upi, asi vanhu chete vasina mucherechedzo waMwari pahuma dzavo.
42090500a0	Zvino kwakapiwa kwadziri kuti dzisavauraya, asi kuti varwadziswe mwedzi mishanu; uye kurwadzisa kwadzo kwaiita sekurwadzisa kwechinyavada kana chichiruma munhu.
420906006b	Zvino pamazuva iwayo vanhu vachatsvaka rufu, asi havangaruwani; uye vachashuva kufa, asi rufu rwuchavatiza.
420907009d	Uye zvimiro zvemhashu zvakaita semabhiza akagadzirirwa hondo; nepamisoro yadzo pane zvakaita sekorona dzakafanana negoridhe, nezviso zvadzo sezviso zvevanhu.
420908004d	Zvino dzakange dzine vhudzi sevhudzi revakadzi, nemeno adzo akaita seeshumba.
42090900b0	Zvino dzakange dzine zvidzitiro zvechifuva zvakaita sezvidzitiro zvechifuva zvedare, nekutinhira kwemapapiro adzo sekutinhira kwengoro dzemabhiza mazhinji achimhanyira kuhondo.
42090a008c	Zvino dzakange dzine miswe yakafanana nezvinyavada, uye pakange pane umborera pamiswe yadzo, nesimba radzo rekukuvadza vanhu mwedzi mishanu.
42090b0097	Zvino dzakange dzina mambo pamusoro padzo, mutumwa wegomba risina chigadziko, zita rake nechiHebheru riri Abhadhoni, uye nechiGiriki ane zita Aporioni.
42090c0045	Nhamo imwe yapfuura; tarira, kuchiri kuuya nhamo mbiri shure kweizvi.
42090d0078	Zvino mutumwa wechitanhatu wakaridza, zvino ndakanzwa inzwi kubva panyanga ina dzearitari yegoridhe iri pamberi paMwari,
42090e0071	richiti kumutumwa wechitanhatu wakange ane hwamanda: Sunungura vatumwa vana vakasungwa parwizi rukuru Yufuratesi.
42090f0073	Zvino vakasunungurwa vatumwa vana vakange vakagadzirirwa awa nezuva nemwedzi negore, kuti vauraye chetatu chevanhu.
4209100070	Zvino uwandu hwehondo dzevatasvi vemabhiza hwaiva makumi ezvuru maviri emakumi ezvuru; ndakanzwawo uwandu hwavo.
42091100d9	Zvino saizvozvo ndakaona mabhiza muchiratidzo, nevakange vakaatasva, vane zvidzitiro zvechifuva zvemoto, nezvehiasindo, nezvesarufa, nemisoro yemabhiza semisoro yeshumba, nemumiromo yawo makabuda moto neutsi nesarufa.
4209120064	Neizvi zvitatu kwakaurawa chetatu chevanhu, nemoto uye neutsi uye nesarufa, zvakabuda mumiromo yawo.
420913007c	Nokuti simba rawo riri mumuromo wawo, nemumiswe yawo; nokuti miswe yawo yakaita senyoka uye ine misoro; uye anokuvadza nayo.
4209140106	Zvino vakasara vevanhu, vasina kuurawa pamatambudziko awa, havana kutendeuka pamabasa emaoko avo, kuti varege kunamata madhimoni, nezvifananidzo zvegoridhe nesirivheri nezvendarira nezvemabwe nezvematanda, zvisingagoniwo kuona, zvisinganzwiwo, uye zvisingafambi;
4209150066	uye havana kutendeuka paumhondi hwavo, kana pauroyi hwavo, kana paupombwe hwavo, kana paumbavha hwavo.
420a0100b3	Zvino ndakaona umwe mutumwa ane simba achiburuka kubva kudenga, akapfekedzwa gore; nemurarabungu uri mumusoro make, uye chiso chake chakaita sezuva, netsoka dzake sembiru dzemoto;
420a020087	uye wakange ane bhuku diki rakazaruka muruoko rwake; ndokuisa rutsoka rwake rwerudyi pamusoro pegungwa, nerweruboshwe pamusoro penyika;
420a03006e	zvino akadanidzira nenzwi guru seshumba inodzvova; wakatiwo adanidzira, kutinhira kunomwe kukareva manzwi ako.
420a0400cc	Zvino kutinhira kunomwe kwakati kwareva manzwi ako, ndakange ndododa kunyora; ndokunzwa inzwi kubva kudenga richiti kwandiri: Zarira nemucherechedzo kutinhira kunomwe zvakwareva, uye usanyora zvinhu izvi.
420a050066	Zvino mutumwa wandakaona amire pamusoro pegungwa nepamusoro penyika wakasimudzira ruoko rwake kudenga,
420a06009a	ndokupika naiye anorarama kusvikira rinhi narinhi, wakasika denga nezviri mariri, nenyika nezviri mairi, negungwa nezviri mariri, kuti nguva haichazovipo.
420a07008f	Asi pamazuva enzwi remutumwa wechinomwe, kana woda kuridza, ipapo chakavanzika chaMwari chapedziswa, sezvaakaparidzira varanda vake vaporofita.
420a0800ab	Zvino inzwi randakanzwa kubva kudenga, rakataura kwandirizve, ndokuti: Enda, tora bhuku diki rakazaruka riri muruoko rwemutumwa amire pamusoro pegungwa nepamusoro penyika.
420a0900af	Zvino ndakaenda kumutumwa, ndichiti kwaari: Ndipe bhuku diki. Zvino akati kwandiri: Tora ugoridya uripedze; zvino richavavisa dumbu rako, asi mumuromo mako richatapira seuchi.
420a0a0096	Zvino ndakatora bhuku diki kubva muruoko rwemutumwa, ndokuridya rikapera; ndokuva mumuromo mangu seuchi, kutapira; asi ndaridya, dumbu rangu rakavava.
420a0b0069	Zvino akati kwandiri: Iwe unofanira kuporofitazve pamberi pevanhu nendudzi nendimi nemadzimambo mazhinji.
420b010093	Zvino kwakapiwa kwandiri rutsanga rwakaita semudonzvo, mutumwa ndokumira achiti: Simuka, zvino yera tembere yaMwari, nearitari, nevanonamata mairi.
420b0200a0	Asi chivanze chiri kunze kwetembere urasire panze, uye usachiyera; nokuti chakapiwa kuvechirudzi; uye vachatsikira guta dzvene pasi mwedzi makumi mana nemiviri.
420b030087	Zvino ndichapa simba kuzvapupu zvangu zviviri, zvino zvichaporofita mazuva churu nemazana maviri nemakumi matanhatu, zvakapfeka masaga.
420b04005b	Ava miti miviri yemiorivhi, nezvigadziko zvemwenje zviviri zvimire pamberi paMwari wenyika.
420b05009c	Zvino kana kune anoshuva kuvakuvadza, moto unobuda mumuromo wavo uchiparadza vavengi vavo; uye kana umwe achishuva kuvakuvadza, anofanira kuurawa saizvozvo.
420b0600c4	Ava vane simba rekupfiga denga, kuti kusanaya mvura pamazuva ekuporofita kwavo, uye vane simba pamusoro pemvura, kuti vaishandure ive ropa, nekurova nyika nematambudziko ese nguva dzese dzavanoda.
420b070083	Uye kana vapedza uchapupu hwavo, chikara chinokwira kubva mugomba risina chigadziko chichaita hondo navo, ndokuvakunda nekuvauraya.
420b080071	Uye zvitunha zvavo zvichava panzira dzemuguta guru, rinonzi pamweya Sodhoma neEgipita, pakarovererwawo Ishe wedu.
420b09009d	Zvino vanobva kuvanhu nevemarudzi nevendimi nevendudzi vachaona zvitunha zvavo mazuva matatu nehafu, uye havangatenderi zvitunha zvavo kuti zviiswe mumakuva.
420b0a0090	Neavo vanogara panyika vachafara pamusoro pavo nekupembera, uye vachatumirana zvipo, nokuti vaporofita ava vaviri vakatambudza vanogara panyika.
420b0b0093	Zvino shure kwemazuva matatu nehafu, mweya weupenyu kubva kuna Mwari wakapinda mavari, vakamira netsoka dzavo, uye kutya kukuru kukawira vakavaona.
420b0c0087	Zvino vakanzwa inzwi guru richibva kudenga, richiti kwavari: Kwirai pano. Zvino vakakwira kudenga vari mugore, vavengi vavo ndokuvaona.
420b0d00d5	Zvino nenguva iyoyo kwakava nekudengenyeka kwenyika kukuru, chegumi cheguta ndokuwa, nemazita evanhu zvuru zvinomwe vakaurawa mukudengenyeka kwenyika; vakasara ndokuvhunduswa, vakapa rumbidzo kuna Mwari wekudenga.
420b0e004b	Nhamo yechipiri yapfuura; zvino tarira, nhamo yechitatu inokurumidza kuuya.
420b0f00a3	Zvino mutumwa wechinomwe wakaridza; manzwi makuru ndokuva kudenga, achiti: Ushe hwenyika hwava hwaIshe wedu, nehwaKristu wake; uye achatonga kusvika rinhi narinhi.
420b100075	Uye vakuru makumi maviri nevana vagere pamberi paMwari pazvigaro zvavo zveushe vakawa nezviso zvavo vakanamata Mwari,
420b110081	vachiti: Tinokuvongai, Ishe Mwari Wemasimbaose, aripo, wakange aripo, neachauya, nokuti makatora simba renyu guru, uye makatonga.
420b1200e0	Zvino marudzi akatsamwa, uye kutsamwa kwenyu kwasvika, nenguva yevakafa kuti vatongwe, uye kuti mupe mubairo kuvaranda venyu vaporofita, nekuvatsvene, nevanotya zita renyu, vadiki nevakuru, uye yekuparadza vanoparadza nyika.
420b1300b1	Zvino kwakazarurwa tembere yaMwari kudenga; kukaonekwa areka yesungano yake mutembere yake; ndokuvapo mheni nemanzwi nekutinhira nekudengenyeka kwenyika nechimvuramabwe chikuru.
420c010095	Zvino kwakaonekwa chiratidzo chikuru kudenga, mukadzi akapfeka zuva, nemwedzi uri pasi petsoka dzake, nepamusoro wake korona yenyeredzi gumi nembiri;
420c020056	uye wakange ane pamuviri, akadanidzira achirwadziwa nemimba, uye achitambudzwa kupona.
420c030093	Zvino kwakaonekwa chimwe chiratidzo kudenga, tarirawo, zibukanana ziguru zidzvuku, rine misoro minomwe nenyanga gumi, nepamisoro yaro korona nomwe.
420c0400b6	Zvino muswe waro wakakweva chetatu chenyeredzi dzekudenga, ndokudzikandira panyika; zibukanana ndokumira pamberi pemukadzi wakange oda kupona, kuti kana apona, agoparadza mwana wake.
420c05008f	Zvino wakapona mwana mukomana, wakange oda kufudza marudzi ese netsvimbo yedare; mwana wake ndokubvutirwa kuna Mwari nekuchigaro chake cheushe.
420c06009e	Zvino mukadzi akatizira kurenje, kwaakange ane nzvimbo yakagadzirwa kubva kuna Mwari, kuti vamuriritira ipapo mazuva churu nemazana maviri nemakumi matanhatu.
420c070071	Zvino kukava nehondo kudenga; Mikaeri nevatumwa vake vakarwa nezibukanana, zibukanana ndokurwa rine vatumwa varo;
420c080047	asi havana kukunda, uye nzvimbo yaro haina kuzowanikwa zvekare kudenga.
420c0900a4	Zvino zibukanana ziguru rakakandwa, nyoka yekare, inonzi Dhiabhorosi uye Satani, anonyengera nyika yese; wakakandirwa panyika, nevatumwa vake vakakandwa pamwe naye.
420c0a00e0	Zvino ndakanzwa inzwi guru richiti kudenga: Ikozvino ruponeso rwasvika, nesimba, neushe hwaMwari wedu, neumambo hwaKristu wake; nokuti mupomeri wehama dzedu wakandirwa pasi, anovapomera pamberi paMwari wedu masikati neusiku.
420c0b0074	Zvino ivo vakamukunda neropa reGwayana, uye neshoko reuchapupu hwavo, uye havana kuda upenyu hwavo kusvikira parufu.
420c0c00b3	Naizvozvi farai, matenga nemwi munogara maari. Mune nhamo vagari venyika negungwa, nokuti dhiabhorosi wakaburukira kwamuri ane kutsamwa kukuru, nokuti anoziva kuti ane nguva diki.
420c0d005a	Zvino zibukanana rakati raona kuti rakandirwa panyika, rakashusha mukadzi wakapona murume.
420c0e00af	Zvino kumukadzi kwakapiwa mapapiro maviri egondo guru, kuti abhururukire kurenje kunzvimbo yake, kwaanonoriritirwa kwenguva nedzimwe nguva nehafu yenguva, abve pauso hwenyoka.
420c0f0070	Zvino nyoka yakabudisa mvura mumuromo mayo yakaita serwizi shure kwemukadzi kuti imukonzerese kukukurwa nerwizi.
420c100077	Zvino nyika yakabatsira mukadzi, nyika ndokushamisa muromo wayo, ikamedza rwizi zibukanana rwarakabudisa mumuromo maro.
420c110091	Zvino zibukanana rakatsamwira mukadzi, rikaenda kunoita hondo nevakasara vembeu yake, vanochengeta mirairo yaMwari, vane uchapupu hwaJesu Kristu.
420d0100c7	Zvino ndakamira pamusoro pejecha regungwa, ndokuona chikara chichibuda mugungwa, chine misoro minomwe nenyanga gumi, nepamusoro penyanga dzacho korona gumi, nepamusoro pemisoro yacho zita rekunyomba.
420d0200c7	Zvino chikara ichi chandakaona chakange chakaita sengwe, netsoka dzacho sedzebheya, nemuromo wacho semuromo weshumba. Zibukanana rikapa kwachiri simba raro, nechigaro charo cheushe, nemasimba makuru.
420d030099	Zvino ndakaona umwe wemisoro yacho wakaita sewakaurawa kusvika parufu; asi vanga racho rekufa rakange rapodzwa; nyika yese ikashamisika shure kwechikara.
420d040089	Vakanamata zibukanana rakapa simba kuchikara, vakanamata chikara, vachiti: Ndiani wakafanana nechikara? Ndiani anogona kuita hondo nacho?
420d050082	Zvino kukapiwa kwachiri muromo unotaura zvinhu zvikuru nekunyomba; kukapiwawo kwachiri simba rekubata mwedzi makumi mana nemiviri.
420d060071	Ndokushamisa muromo wacho kuti chinyombe Mwari, nekunyomba zita rake, netabhenakeri yake, neavo vanogara kudenga.
420d070082	Zvino kwakapiwa kwachiri kuita hondo nevatsvene, nekuvakunda; kukapiwawo kwachiri masimba pamusoro perudzi rwese nerurimi nerudzi.
420d080084	Uye vese vanogara panyika vachachinamata, vane mazita asina kunyorwa mubhuku reupenyu reGwayana rakabaiwa kubva pakuvambwa kwenyika.
420d09001e	Kana umwe ane nzeve, ngaanzwe.
420d0a00a2	Kana umwe achiunganidza muutapwa, anoenda muutapwa; kana umwe achiuraya nemunondo, zvakamufanira kuurawa nemunondo. Ndipo pane kutsungirira nerutendo rwevatsvene.
420d0b007c	Zvino ndakaona chimwe chikara chichikwira kubva panyika; uye chakange chine nyanga mbiri segwayana, ndokutaura sezibukanana.
420d0c00b7	Uye chakashandisa simba rese rechikara chekutanga pamberi pacho uye chinoita kuti nyika nevagere mukati mayo kuti vanamate chikara chekutanga, chiya chine vanga rinouraya rakaporeswa.
420d0d006d	Chinoitawo zviratidzo zvikuru, kuti nemoto chinoita kuti uburuke kubva kudenga kuuya panyika pamberi pevanhu.
420d0e00d3	Zvino chinonyengera avo vanogara panyika nezviratidzo zvakapiwa kwachiri kuti chiite pamberi pechikara, chichiti kune vanogara panyika, ngavaitire mufananidzo chikara chakange chine vanga remunondo, chikararama.
420d0f00a1	Zvino kwakapiwa kwachiri kupa mweya kumufananidzo wechikara, kutiwo mufananidzo wechikara utaure, chigoita kuti vese vasinganamati mufananidzo wechikara vaurawe.
420d100099	Chinoitawo vese, vadiki nevakuru, uye vafumi nevarombo, uye vakasununguka nevaranda, kuti vapiwe mucherechedzo muruoko rwavo rwerudyi, kana pahuma dzavo,
420d110084	uye kuti kusava neumwe anogona kutenga kana kutengesa, kunze kwaiye ane mucherechedzo, kana zita rechikara kana nhamba yezita racho.
420d12009a	Hehuno uchenjeri. Ane kunzwisisa ngaaverenge nhamba yechikara; nokuti inhamba yemunhu; uye nhamba yacho ndimazana matanhatu nemakumi matanhatu nenhanhatu.
420e010092	Zvino ndakaona, uye tarira, Gwayana ramira pagomo Ziyoni, uye rine zvuru zana nemakumi mana nevana, vane zita raBaba varo rakanyorwa pahuma dzavo.
420e02009d	Zvino ndakanzwa inzwi richibva kudenga, senzwi remvura zhinji, uye senzwi remutinhiro mukuru; ndikanzwawo inzwi revaridzi veudimbwa vachiridza udimbwa hwavo.
420e0300c9	Zvino vakaimba serwiyo rutsva pamberi pechigaro cheushe, nepamberi pezvisikwa zvipenyu zvina, nevakuru; uye hakuna wakagona kudzidza rwiyo, kunze kwezvuru zana nemakumi mana nevana, vakatengwa munyika.
420e0400b8	Ava ndivo vasina kusvibiswa nevakadzi; nokuti imhandara. Ava ndivo vanotevera Gwayana kupi zvako kwarinoenda. Ava vakatengwa kubva pavanhu, zvibereko zvekutanga kuna Mwari nekuGwayana.
420e05006f	Uye mumuromo wavo hamuna kuwanikwa kunyengera, nokuti havana chavanopomerwa pamberi pechigaro cheushe chaMwari.
420e0600a2	Zvino ndakaona umwe mutumwa achibhururuka pakati pedenga, ane evhangeri yekusingaperi, kuparidzira vanogara panyika, nekurudzi rwese, nedzinza, nerurimi, nevanhu.
420e0700a2	Achiti nenzwi guru: Ityai Mwari, uye mupe rumbidzo kwaari, nokuti nguva yemutongo wake yasvika; uye namatai iye wakaita denga nenyika negungwa nezvitubu zvemvura.
420e08008e	Zvino umwe mutumwa wakatevera achiti: Rawa, rawa, Bhabhironi, guta guru, nokuti rakapa marudzi ese kunwa zvewaini yekutsamwa kweupombwe hwaro.
420e0900ac	Zvino mutumwa wechitatu wakavatevera, achiti nenzwi guru: Kana pane umwe anonamata chikara nemufananidzo wacho, nekugamuchira mucherechedzo pahuma yake, kana paruoko rwake,
420e0a00bf	ndiyewo achanwa zvewaini yekutsamwa kwaMwari, yakadururwa mumukombe wekutsamwa kwake, isina kuvhenganiswa; uye acharwadziswa mumoto uye sarufa pamberi pevatumwa vatsvene, nepamberi peGwayana.
