2a00000006	Lukasi
2a13120090	Umari raaꞌa ata henu koꞌoruo hawe ka mepau, ‘Ue, aso lempe doi wulaa henu iweiꞌaku kupeꞌusahaꞌakoto ka mpohaweꞌako olimo lempe.’
2a1313006d	Ueno raaꞌa mepau mboꞌu ndi iwono, ‘Iiko mboꞌu kuweiꞌakomu pompeꞌalo-alo momparenta olimo inie.’
2a13140064	Umari raaꞌa, ata henu mesue hawe ka mepau, ‘Ue, kiteo, nototo doi wulaamiu, ku tongoho la lenso.
2a13150088	Akono kudoitoꞌakomiu. Ikomiu mia masii. Ikomiu moꞌalo opio henu kai hori numaꞌo ka ikomiu moꞌopu opio henu kai hori pahoꞌo.’
2a131600db	Ueno raaꞌa mepau, ‘Iiko ata henu mosaꞌa gaumu, iaku asolekono humukuko montonda pinaumu. Utoꞌoriokoa mongee iaku neea mia masii. Iaku umaleo opio henu kaku hori numaꞌo ka moꞌopu opio henu kaku hori pahoꞌo.
2a131700a5	Taꞌalu liraꞌa, tembio doinggu raaꞌa kau tai weiꞌakero la mia henu moꞌangga mompopobunga doi, kano taꞌalu mekuleakuto kutarimaꞌo mekule saru bungano?’
2a131800d6	Umari raaꞌa uero raaꞌa mepau la atano raꞌiroa henu mpentada rahea, ‘Aleoto mekule doi wulaa henu aso lempe raaꞌa teꞌembu ndi iwono ka weiꞌakeo la ata henu mompeꞌue hopulo lempe doi wulaa raaꞌa.’
2a13190063	Sumangki ata raꞌiroa, ‘Ue, hinaoto ndi iwono hopulo doi wulaa, tembio kano tinambai mboꞌu?’
2a131a00d1	Ueno raaꞌa mepau, ‘Iaku mepau ndi ikomiu, sombo mia henu mompeꞌue arapio, iwono pinoweiꞌako mboꞌu. Ka sombo mia henu butu mompeꞌue teꞌesi, henu teꞌesi raaꞌa inalo mboꞌu teꞌembu ndi iwono.
2a131b0063	Kanggo uwelinggu henu karo poliꞌaku gagi mokolero, waweiro nderamai ka pepateiro i aronggu!’”
2a131c009f	Umarino Iesu pauꞌo lowono raaꞌa, No liuakeoto koleko-lekoꞌaro lumeko Ierusale. Iwono koleko-leko teleꞌeruꞌakero ka mia henu perongaNo tumondaiꞌiro.
2a131d0088	Tempono Iesu orambi i Bepage ka Betania henu moꞌia laꞌaso toruku henu mengeengako tamungku Saitu, Iesu tumenaꞌiro oruo ana guruNo,
2a131e00e6	No pongeeꞌakero, “Lekoto i inie henu i arondo raaꞌa. Tempomiu mewunso i inie, ikomiu teꞌingga mohawe aso anano kalide henu teꞌonggo, kalide raaꞌa ambono hori no pesawikio mia. Potolaho kalide raaꞌa ka waweo nderamai.
2a131f0087	Taꞌalu hina mia mesikeno ndi ikomiu, ‘Tembio kai potolaho kalide raaꞌa?’ Sangkio lenie, ‘Ue Ala paraluꞌo kalide neea.’”
2a1320007b	Umari raaꞌa, lumekoiroto oruo ana guruNo raꞌiroa, ro mehaweꞌo lowono menggena heleo opio henu pinauro Iesu ndi iworo.
2a1321006f	Temporo motolaho kalide raaꞌa, ueno kalide raaꞌa mepau ndi iworo, “Tembio kai potolaho kalide raaꞌa?”
2a1322002c	Iworo sumangki, “Iworo i Ue paraluꞌo.”
2a1323009b	Umari raaꞌa ro waweo kalide raaꞌa ndi Iesu, ro menaaꞌo lemba mentaa i wawono kalide raaꞌa ka tumulungiiro Iesu mewueꞌako i wawono kalide raaꞌa.
2a1324005b	Tekonairo Iesu mesawi la kalide raaꞌa, mia raꞌiroa mewolaꞌo lemba mentaaro la ansala.
2a132500c6	Tempono Iesu orambi Ierusale, la ansala montindulu teꞌembu i tamungku Saitu, lowono mia henu tumondaꞌIro memawongko ka umunde-undeꞌiro Ue Ala akono lowono henu kombaaꞌakoa henu ro mengkiteo.
2a132600b0	Iworo mpongee, “Binarakatiiroto Mokole henu hawe gagi ataro Ue Ala! Mesintuwu karodoaꞌiroto Ue Ala ka mia. Inunde-undeꞌiroto Ue Ala la mpoꞌianga henu i wawono takau!”
2a13270082	Umari raaꞌa, popioꞌiro to Parisi teꞌembu i oloro mia adio raaꞌa mepau ndi Iesu, “Guru, tenaꞌiro ana guruMiu komino.”
2a13280077	Sumangki Iesu, “Iaku mepau ndi ikomiu, taꞌalu iworo mengkomino, wasu neeroa nggale koꞌora-ora umunde-unde Aku.”
2a1329004a	Menseno Iesu orambiiroto Ierusale, No baꞌieꞌakeo inie langkai raaꞌa,
2a132a00a8	No pongee, “Ikomiu mia Ierusale, meꞌambo takau taꞌalu imentoꞌorio oleo neea pio henu mowei komiu Sintuwu karodoa! Kanggo lowono raaꞌa ikomiu kai mentoꞌorio.
2a132b0085	Nggale hawe tempono uwelimiu kumadu komiu ka mowowau pobente bolili komiu. Iworo nggale sumapoi komiu mpihe teꞌembu la sombo siuno.
2a132c00c2	Iworo nggale mokoropuꞌo iniemiu ka iworo nggale mepate komiu. Kano hina teꞌaso tokoa wasu pinoꞌinee teꞌapi saru wasu mesue, akono kai mentoꞌorio tempono Ue Ala hawe kumadudui komiu.”
2a132d005a	Umari raaꞌa Iesu mewunso i tompa Doharo Ue Ala, No saariiro mia henu mpebalu-balu rahea.
2a132e008e	No pongee ndi iworo, “Hina teꞌuki la Wunta Mempori lenie, ‘DohaNggu, doha pekakaiꞌa, kanggo ipokogagio poꞌiangaro mia mponako!’”
2a132f00bc	Sombo oleo Iwono mompaguru i tompa Doharo Ue Ala. Kanggo, kapala petewawo pesomba, mia mpande atora Taura saru mia-mia mosuꞌoro to Iahudi mpowusu ansala araꞌehende ro nggale mepateiRo.
2a1330006b	Kanggo kano hina ansalaro mepateiRo, akono adio mpihe mia orambi ndi Iwono minggi mehoringakeo pompaguruNo.
2a140100c3	Aso tempo, tekonairo Iesu mompaguru ka mompalele Kareba Meꞌambo la mia adio i tompa Doharo Ue Ala, kapala petewawo pesomba, mia mpande atora Taura ka mia-mia mosuꞌoro to Iahudi hawe ndi Iesu.
2a14020086	Iworo mpesikeno ndi Iwono, “Pauꞌakamito, saru pobawano isia Iiko wowauꞌo lowono raaꞌa? Ka isia henu moweiKo pobawa raaꞌa?”
2a14030051	Sumangki Iesu ndi iworo, “Hina mboꞌu aso mpesikenoNggu ndi ikomiu. Pau Akune,
2a14040060	teꞌembu nderio pobawano Iohane mobaho mia? Teꞌembu ndi iworo Ue Ala ara teꞌembu la mia?”
2a140500be	Gagi iworo mpepau-pau mongkono pesikeno raaꞌa. Iworo mepau, “Taꞌalu ikito mongee teꞌembu ndi iworo Ue Ala, No pongee teꞌingga ndi ikito, ‘Tembio kai tai mpeꞌale-aleo Iohane?’
2a140600a4	Kanggo taꞌalu ikito mongee teꞌembu la mia, mia adio neeroa teꞌingga tumumpaiꞌakito wasu, akono ro mpeꞌale-aleo suꞌu taꞌalu Iohane raaꞌa aso nabi.”
2a1407005d	Kanoamba iworo mesangki, “Kaki mentoꞌorio teꞌembu nderio pobawano Iohane mobaho mia.”
2a14080083	Iesu mepau mboꞌu ndi iworo, “Taꞌalu lesie, Iaku mboꞌu kakulo pauꞌakomiu saru pobawano isia Kuwowauꞌo lowono raaꞌa.”
2a140900f4	Umari raaꞌa Iesu montutulu la mia adio saru aso ande-ande mpau. No pongee, “Hina aso mia mompaho anggoro i lereno ka lereno raaꞌa no pesewaꞌakeo la puꞌu poꞌangga. Umari raaꞌa iwono lumeko la inie mesue ka moꞌia ndepano epi-epie.
2a140a011b	Menseno haweoto tempono wueno anggoro raaꞌa inopu, no tenaꞌoto aso atano lumeko la puꞌu poꞌangga raꞌiroa, karo weiꞌakeo tiano teꞌembu la lere anggoro raaꞌa. Kanggo puꞌu poꞌangga lere anggoro raꞌiroa mentunduhio ata raaꞌa ka tumenaꞌo mekule saru kae molimbo.
2a140b00ae	Umari raaꞌa, iwono montena mboꞌu aso ata mesue lumeko ndi iworo. Kanggo ata raaꞌa ro mentunduhio mboꞌu, ro mpokokoꞌiiꞌo ka ro mentenaꞌo mekule saru kae molimbo.
2a140c0099	No tenaꞌoto mboꞌu ata henu koꞌotolu, kanggo ata raaꞌa ro mentunduhio mboꞌu ranta kano mobela ka ro mpetadiakeo i bungkuno lere anggoro raaꞌa.
2a140d00e2	Ueno lere anggoro raaꞌa mepau i laro aroano, ‘Opio mboꞌuke henu asolekono kuwowauꞌo? Meꞌamboopo kutenaꞌo ananggu henu kupehohawaꞌo. Taꞌalu iwono kutenaꞌo lumeko ndi iworo matantuoto iwono ro pelangkaiꞌo.’
2a140e00f6	Kanggo menseno puꞌu poꞌangga lere anggoro raꞌiroa mengkiteo anano ueno lere raaꞌa, iworo tepopau lenie, ‘Kiteo, toramaiꞌoto anano ueno lere henu nggale meꞌueꞌo lere neea. Meꞌamboopo to mpepateo kano lere neea ikito mpeueꞌo.’
2a140f00bf	Umari raaꞌa, anano ueno lere raaꞌa ro mpetadiakeo i bungkuno lere raaꞌa ka ro mpepateo. Gagi, pio teꞌingga henu nggale winowauno ueno lere raaꞌa la puꞌu poꞌangga lere raꞌiroa?
2a14100100	Ueno lere raaꞌa teꞌingga nggale hawe mepateiro puꞌu poꞌangga lere raꞌiroa ka no pesewaꞌakeo lere raaꞌa la puꞌu poꞌangga mesue.” Umariro mehoringo lowono raaꞌa, mia adio henu hina rahea mpepau, “Hooto suꞌu no gagi hele liraꞌa!”
2a141100b8	Iesu mekaniiro ka mepau, “Taꞌalu liraꞌa, pio pengkonoano henu teꞌuki i laro Wunta Mempori neea? Wasu henu tinadiro tuka mpowangu doha, Wasuto raaꞌa henu gagi takau pinatonga.
2a14120089	Araisia henu tedontai i wawono wasu raaꞌa, iwono nggale tepuro-puro, ka araisia henu dinunsino wasu raaꞌa iwono nggale tepeꞌawu.”
2a141300d7	Mia mpande atora Taura ka kapala petewawo pesomba meꞌusaha merakoꞌo Iesu oleo raaꞌa, akono ro mentoꞌorio taꞌalu ande-ande mpau henu Ro pauꞌo Iesu raaꞌa mongkono iworo, kanggo iworo medoito la mia adio.
2a14140112	Mia mpande atora Taura ka kapala petewawo pesomba poporoꞌo Iesu. Iworo mobara popio mia mompoporoꞌo ka mpelelu heleo mia meꞌambo. Mia raꞌiroa ro tenaꞌiro lumeko mesikeno ndi Iesu saru tinunggairo umakalaꞌo, kano hina koa ansalaro mewengakeo la akele kano hinuku.
2a141500d5	Mia henu binara raꞌiroa mpesikeno ndi Iesu lenie, “Guru, kimentoꞌorio taꞌalu pio henu pinauMiu ka pinaguruMiu seea mentee. Ikomiu kai pontimaki mia, kanggo mompaguru henu mentee mongkono poꞌehero Ue Ala.
2a14160064	Gagi, pauꞌakami, montonda atora agamando, bisake kimpobara sima la Mokole Langkai Roma ara aio?”
2a14170058	Kanggo Iesu tumoꞌorio tinunggairo meꞌakalaꞌo. Akono raaꞌa Iwono mepau ndi iworo,
2a14180094	“Popokito Akune aso lempe doi pera. Gambara ka ngeeno isia henu inuki la doi neea?” Iworo mesangki, “Gambara ka ngeeno Mokole Langkai Roma.”
2a141900bb	Iesu mepau ndi iworo, “Taꞌalu lesie, weiꞌakeoto Mokole Langkai pio henu asolekono wineiꞌako Mokole Langkai, ka ndi iworo Ue Ala pio henu asolekono wineiꞌako ndi iworo Ue Ala.”
2a141a0084	Iworo karo bisa meꞌakalaꞌIro saru pio henu pinauRo i aroro mia adio. Iworo kombaa la sangkiRo, ka pokotompaano iworo mengkomino.
2a141b0094	Popioꞌiro to Saduki hawe ndi Iesu. To Saduki raꞌiroa karo pompeꞌalo-alo taꞌalu hina tuwuꞌa mekule mia henu mate. Iworo mpesikeno ndi Iesu,
2a141c0117	“Guru, i Musa moꞌuki la Wunta Mempori ndi ikito lenie: taꞌalu aso tama henu metaoꞌoto mate ka walino da tuwu ka ambono hina anano, petiano tama henu mate raaꞌa asolekono metao saru walino petiano henu mate raaꞌa, kano poweiꞌakeo inule la mpetiano henu mate raaꞌa.
2a141d0074	Tuduano lenie, hina opisu mia mpetia. Henu kaka moꞌalo ana erowai. Kanggo ambono hina anaro, mateoto tama raaꞌa.
2a141e006b	Umari raaꞌa petiano henu koꞌoruo umaleo erowai raaꞌa. Tama raaꞌa mate mboꞌu ka ambono hina anaro.
2a141f00cc	Umari raaꞌa, petiano henu koꞌotoluno mboꞌu umaleo erowai raaꞌa. Henu koꞌotoluno mboꞌu mate, liraꞌa koamboꞌu henu gagi la lowono andino hawe la koꞌopisuno. Loworo mate ka kano hina anaro.
2a14200029	Pokotompaano erowai raaꞌa mate mboꞌu.
2a1421008b	Gagi, taꞌalu temponoto mia mate pinotuwu mekule, gagi walino isia erowai raaꞌa? Akono opisuiro mpetia, loworo umaleo erowai raaꞌa.”
2a1422003c	Iesu sumangki, “Mia i wawontolino neea metao ka pinopotao.
2a14230084	Kanggo, iworo henu tekono winangu teꞌembu la matea ka tuwu i wawontolino henu nggale hawe, andoro bisa mboꞌu metao ka pinopotao.
2a142400a6	Iworo andorolo memate mboꞌu akono iworo menggenairoto saru malaꞌeka-malaꞌeka. Iworoto raaꞌa anaro Ue Ala, akono iworo pinotuwuiroto mekule teꞌembu la matea.
2a142500f3	Kanggo, manasaoto pinauno i Musa taꞌalu mia henu mateoto, nggale pinotuwu mekule. La inukino mongkono rui henu melanga henu tai kinaano apui, i Musa mepau taꞌalu i Ue Ala iwonoto ‘Ue Alano i Burahima, Ue Alano Isaki, ka Ue Alano Iako.’
2a1426006b	Gagi, Ue Ala raaꞌa kano Ue Alaro mia mate, kanggo Ue Alaro, mia mentuwu akono i aroRo lowono mia tuwu.”
2a1427005a	Umari raaꞌa, popioꞌiro mia mpande atora Taura mepau, “Guru, mentee henu pinauMiu!”
2a1428004a	Teꞌembu rahea, andono hina mia mentaha mpesikeno pio-pio ndi Iworo Iesu.
2a1429007a	Iesu mesikeno ndi iworo, “Pio puꞌuno Mokole Pongkadudui Henu Dinandiro Ue Ala raaꞌa ro mpongee inuleno mokole Daudi?
2a142a0070	Kondepo mokole Daudi liono moꞌuki la Wunta Masmur lenie, Ue Ala mepauꞌiroto la Uenggu, Petundato i koanaNggu
2a142b002d	ranta uweliMu Kuwowauꞌiro medoito ndi Iiko.
2a142c0055	Gagi, mokole Daudi mepau Iworo Ue Alano. Ehende mboꞌu Iwono ngineengako inuleno?”
2a142d0043	Tekonai lowono mia mehoringo pompaguruNo, Iesu mepau la ana guruNo,
2a142e00e4	“Ikomiu asolekono mpegagai la mia mpande atora Taura, henu inehero koleko-leko mompake lemba mentaa ka pinelangkai i pasa. Inehero mpetunda la mpetundaaro mia henu pinelangkai i laro doha pesombaꞌa to Iahudi ka la rame-rame.
2a142f00be	Iworo umalongkoraꞌo doharo tuwu erowai. Ka pekakairo ro pokomentaaꞌo kaindono tinoꞌori winowauro henu mosaꞌa. Iworo raaꞌa teꞌingga asolekono montarima pohuku henu takau mobea.”
2a15010065	Tempono Iesu i Doharo Ue Ala, Iwono mekokaniiro mia sugi pompondamo pesombaro la ntabala pesombaꞌa.
2a15020088	Iwono mboꞌu mekanio aso mia tuwu erowai henu karampini, mompondamo oruo lempe doi mala henu takau motutu rekeno i laro tabala raaꞌa.
2a15030098	Umari raaꞌa Iesu mepau, “Iaku mepau ndi ikomiu, menteeꞌano adiopo doi pompoweino tuwu erowai henu karampini raaꞌa kasikono lowono mia raꞌiroa.
2a150400d0	Akono iworo lowo mompowei teꞌembu la toreano aga-agaro. Kanggo tuwu erowai raaꞌa maupono iwono karampini, iwono mewengakeo lowo henu hina ndi iwono henu menteeꞌano no paraluꞌo la tuwuno sombo oleo.”
2a150500d2	Tempo raaꞌa hina popioꞌiro mia mpepau mongkono meꞌambono Doharo Ue Ala henu rinamba-rambaꞌako wasu mangkilo, saru merupa-rupa aga-aga henu pinesombaꞌako ndi iworo Ue Ala. Humoringo raaꞌa Iesu mepau,
2a1506008d	“Nggale hina tempono, lowono henu imengkiteo neea nggale rinesa. Kano hina teꞌaso wasu henu tepoꞌia teꞌapi saru wasu henu mesueno.”
2a15070096	Umari raaꞌa ana guru mpesikeno ndi Iworo Iesu, “Guru, teꞌepie Doharo Ue Ala no nggale rinesa? Ka opio tondonino taꞌalu raaꞌa nggale gagi?”
2a15080106	Iesu sumangki, “Pegagaito, kaindono hina mia henu mosaelo komiu, akono adio mia nggale hawe pakeꞌo ngeeNggu ka mongee, ‘Iakuto Mokole Henu Dinandiro Ue Ala!’ Iworo mboꞌu mepau, ‘Oleo tampulaano wawontolino orambioto!’ Kanggo, hooto imentondaꞌiro.
2a150900a6	Ka taꞌalu hina imehoringo mongkono peteaꞌa saru marisua hooto imedoito, akono lowono raaꞌa nggale gagi. Kanggo raaꞌa ambono tempono tampulaano wawontolino.”
2a150a0084	Umari raaꞌa Iesu mepau mboꞌu, “Tongku henu aaso nggale umewaꞌo tongku henu mesueno ka poparenta umewaꞌo poparenta mesueno.
2a150b00b0	Adio mpoꞌianga nggale gagi lelu henu takau mokora, mokoninggoa ka haki lele. Nggale hina mboꞌu henu gagi merupa-rupa henu mokokonangga ka tondoni henu mompokodoito i langi.
2a150c00f5	Kanggo ambono gagi lowoakoano raaꞌa ikomiu nggale merinako ka binobarasa. Ikomiu nggale binitara la doha pesombaꞌaro to Iahudi ka pinondamo laro tarungku. Ikomiu mboꞌu nggale winawo i aroro mokole ka to poparenta akono ikomiu mentonda Aku.
2a150d004f	Tempoto raaꞌa tempomiu mompalele Kareba Meꞌambo teꞌembu ndi iworo Ue Ala.
2a150e0068	Gagi, pokomorosoꞌo aroamiu kaindono impewowoloꞌo pio henu asolekono upauꞌo kumaduduiꞌo koroimiu.
2a150f0071	Akono Iaku lioNggu nggale moweiꞌakomiu pandeꞌa mepau kano ewamu karo bisa sumangki komiu ka umewa mpau komiu.
2a15100099	Ka ikomiu nggale no pewengakomiu mia mosuꞌomiu, petia-petiamiu, peꞌaso dohamiu, ka poko-pokowalimiu. Ka popio mia teꞌembu i olomiu nggale pinepate.
2a15110055	Ikomiu nggale ro oꞌalieꞌakomiu lowono mia, akono ikomiu mompeꞌalo-alo ndi Iaku.
2a1512002a	Kondepo teꞌaso lai wuumiu kanolo tetadi.
2a1513007b	Taꞌalu ikomiu kongko pihe mekorahako mompeꞌalo-alo ndi Iaku, ikomiu nggale mohawe tuwuꞌa henu tai hina tampulaano.”
2a15140098	“Taꞌalu imengkiteo inie langkai Ierusale ro meboliliꞌo sorodadu, ikomiu nggale mentoꞌorio taꞌalu oleo teresano inie langkai raaꞌa orambioto.
2a1515010d	Tempo raaꞌa mia henu mpoꞌia i Iudea asolekono mpolao i toru-torukuno. Iworo henu mpoꞌia i Ierusale asolekono ronga-ronga peluarako mobintao inie langkai raaꞌa, ka iworo henu mpoꞌia i bungkuno inie langkai Ierusale, hooto ro mpewunso laro inie langkai raaꞌa.
2a15160072	Akono la oleo raaꞌa, nggale hawe oleo pohukuro Ue Ala. Ranta pinokomengkaaꞌoto henu teꞌuki la Wunta Mempori.
2a151700af	Masolairoto erowai henu tekonai mentia ara henu da mompoꞌuo anaro, akono hina masusaa langkai henu gagi la lowono waawute raaꞌa ka Ue Ala nggale humukuꞌo tongku raaꞌa.
2a151800cf	Hina nggale pinepateako ponai, ka hina mboꞌu henu winawo gagi mia tinaha i tongku mesueno. Ka Ierusale nggale linolandapi mia kano to Iahudi takau masii, ranta kano hawe tempono henu pinatanturo Ue Ala.”
2a151900cb	Kanoamba Iesu mepau mboꞌu, “Nggale hina petondoni la mataꞌoleo, la betuꞌe ka la tongkimo. Ka i wawontolino neea lowono mia nggale doito ka medungku humoringo ngorono pueno tahi henu takau mokora.
2a151a007d	Mia nggale doito takau moꞌaropi pio henu nggale gagi la lowono wawontolino neea, akono pobawa-pobawa i langi nggale telelu.
2a151b006a	Tempo raaꞌa lowono mia nggale kumiteo Ana Manusia hawe laro seru saru pobawa ka marambaaRo henu langkai.
2a151c007a	Taꞌalu lowono raaꞌa mompamulaoto gagi, pentadato ka pokomorosoꞌo aroamu akono andono epie Ue Ala kumadudui komiu.”
2a151d0055	Iesu tumutuluꞌakero ande-ande mpau neea, “Kiteo kau ara ka lowono kau henu mesue.
2a151e0068	Taꞌalu kau raaꞌa meleweoto monguro, ikomiu nggale mentoꞌorio taꞌalu orambioto tempono meꞌoleo.
2a151f0098	Liraꞌa koamboꞌu, taꞌalu imengkiteo tegagioto henu umarioto Kupauꞌakomiu imentoꞌorioto mongee orambioto tempono Ue Ala momparenta heleo Mokole.
2a1520006c	Iaku mepau ndi ikomiu, menteeꞌano mia henu tuwu tempo neea, da hina tuwu taꞌalu lowoakoano raaꞌa gagi.
2a15210048	Langi ka wawontolino nggale moliu, kanggo pauNggu kano hina tompaano.”
2a152200c3	“Pegagaito, kaindono ikomiu teladeako sanaa i wawontolino neea, molangu ka salalaroakeo tinuwumiu. Akono taꞌalu liraꞌa, ikomiu kailo mpesadia taꞌalu Ana Manusia hawe bingkosako heleo oho,
2a1523003f	henu nggale kumonoꞌo lowono mia henu tuwu i wawontolino neea.
2a1524008b	Hoꞌioto puꞌuno, pegagaito mpihe ka pekakai, kai memoroso koa moꞌaropi lowono henu gagi ka ikomiu bisa mentada i aroro Ana Manusia.”
2a15250069	Taꞌalu mowanda Iesu mompaguru la Doharo Ue Ala ka wongi Iwono lumeko i tamungku Saitu ka mewongi rahea.
2a1526004f	Ka kotewotano mowanda adio mia hawe la Doharo Ue Ala mehoringakeo No pompaguru.
2a16010045	Oleo langkai Roti henu Tai Metape, henu ngineengako Paskaa orambioto.
2a160200a9	Kapala petewawo pesomba ka mia mpande atora Taura mpowusu ansala, araꞌehende ro bisa mpokopepateo Iesu kaindoro mentoꞌorio mia adio, akono iworo medoito la mia adio.
2a16030078	Kanoamba Mokole Onisu mewunsokio Iudasi henu mengeengako i Karioti, aso mia teꞌembu la hopulo ka oruo ana gururo Iesu.
2a160400b5	Hoꞌioto puꞌuno Iudasi lumeko tepopauꞌakero kapala petewawo pesomba saru petewaworo henu mpogagai Doharo Ue Ala, mongkono araꞌehende kano bisa koa mewengakero Iesu ndi iworo.
2a16050040	Iworo mensanaa takau ka mpedandi nggale poweiꞌakeo Iudasi doi.
2a160600a7	Iudasi uminduꞌo henu pinauro. Umari raaꞌa mompamulaoto Iudasi mewuni-wuni mowusu tempo henu meꞌambo mewengakero Iesu ndi iworo kanggo karo mentoꞌorio mia adio.
2a16070051	Haweoto Oleo langkai Roti Tai Metape. Oleoto raaꞌa nggale mpogere bimba Paskaa.
2a16080080	Iesu tumenaꞌiro i Peturu ka Iohane Ro pongee, “Ilekoto, ka pompatindaꞌakito kaanga Paskaa kato mponggaa mperonga-ronga.”
2a16090055	Iworo mpesikeno ndi Iwono, “Inderio ineheMiu kipompatindaꞌakito kaanga Paskaa?”
2a160a00cd	Iesu sumangki, “Taꞌalu mewunso komiuto i laro inie langkai Ierusale, ikomiu nggale tepohaweꞌakeo aso mia tama henu mowawo kusi meꞌihi uwoi. Imentondaꞌoto mia raaꞌa lumeko la doha pewunsoꞌano.
2a160b00b0	Umari raaꞌa, imempauꞌakeo ueno doha raaꞌa, Guru, mesikeno ndi iiko, ‘Inderio poꞌianga henu nggale Kupakeꞌo monggaa kaanga Paskaa meronga-ronga saru ana guruNggu?’
2a160c009e	Ueno doha raaꞌa nggale montisoꞌakomiu aso bolongko langkai henu i wawono henu tetindaoto lowo parewa mponggaanga. Ipompasadiaꞌakito lowoakoano rahea.”
2a160d00ad	Lumekoiroto i Peturu ka Iohane i Ierusale. Ro mehaweꞌoto ndepano, lowono menggena heleo henu pinauro Iesu ndi iworo. Amba iworo ropatindaꞌoto kaanga Oleo langkai Paskaa.
2a160e005f	Menseno haweoto tempono monggaa kaanga Paskaa raaꞌa, Iesu metunda monggaa meronga saru ataRo.
2a160f007b	No pongeeꞌakero, “Iaku takau tekewoi monggaa kaanga Paskaa neea meronga-ronga saru ikomiu tekonai amboku pinokomarasai.
2a161000ca	Kupauꞌakomiu, Kakulo kumaango mboꞌu kaanga Paskaa neea ranta kano hawe tempono pengkonoano ponggaanga Paskaa neea pinokomengkaa, taꞌalu Ue Ala momparenta heleo Mokole i wawontolino henu woꞌu.”
2a1611008f	Kanoamba Iesu umaleo aso tonde henu inihiiꞌako anggoro, ka umunde-undeꞌiro Ue Ala, ka mongee, “Imeꞌaleoto neea ka meꞌenuo meꞌeu-eu.
2a16120084	Kupauꞌakomiu, umari oleo neea andokulo moꞌenu mboꞌu uwoino anggoro neea, ranta Ue Ala momparenta i wawontolino henu woꞌu.”
2a161300e4	Umari raaꞌa No aleo roti, umunde-undeꞌiro Ue Ala ka No siba-sibaho roti raaꞌa ka No weiꞌakero ka No pongee, “Noototo koroiNggu henu pinewengako kai tekadudui koa. Imewowauꞌoto heleo neea gagi rorambeamiu ndi Iaku.”
2a161400eb	Liraꞌa koamboꞌu umariro mponggaa, No aleo tonde henu meꞌihi anggoro raaꞌa, No weiꞌakero ka mongee, “Uwoi anggoro henu i larono tonde neea gagi pedandiꞌa woꞌu Ue Ala henu nopokomorosoꞌo reaNggu henu tesolo gagi tiamiu.
2a16150059	Kanggo, kai mentoꞌorio koa, mia henu mewengakune monggaa meronga-ronga saru Iaku endea.
2a16160066	Laano Ana Manusia nggale mate heleo henu pinatanturo Ue Ala. Kanggo masolaoto mia henu mewengakeRo.”
2a16170053	Umari raaꞌa iworo pada mpesike-sikeno, isia i oloro henu nggale mowowau liraꞌa.
2a16180073	Umari raaꞌa gagioto pesansaa i oloro rasulRo mongkono isia henu takau pototono ngineengako takau mantudu i oloro.
2a16190095	Iesu mepau ndi iworo, “Mokole-mokole i wawontolino neea poꞌehearo moparenta palilino. Ka iworo inehero ngineengako, ‘Peneo-neoꞌaro palili,’
2a161a00a3	Kanggo ikomiu hooto no heleo iworo. Kanggo takau mantudu teꞌembu ndi ikomiu asolekono melelu heleo mia henu kano mantudu, ka petewawo asolekono melelu heleo ata.
2a161b00ad	Isia henu takau mantudu, mia henu metunda monggaa, ara mia henu parakaiꞌiro? Matantu henu takau mantudu mia henu metunda monggaa. Kanggo Iaku kongko i olomiu heleo atamiu.
2a161c0058	Larono lowono masusaa henu pinembasaiNggu, ikomiuto henu kongko meronga-ronga saru Iaku.
2a161d0098	Hoꞌioto puꞌuno, araꞌehende UmaNggu moweiꞌakune pobawa momparenta, liraꞌa koamboꞌu Iaku moweiꞌakomiu pobawa moparenta i laro PoparentaNggu.
2a161e00bc	Liraꞌato ikomiu bisa mponggaa ka mpoꞌenu saru Iaku i laro PoparentaNggu, ka ikomiu nggale metunda la hopulo ka oruo petundaano mokole nggale mobitara hopulo ka oruo tongku Isaraeli.”
2a161f00de	Umari raaꞌa Iesu mepau ndi Simo, “Simo, Simo pehoringakeo temeꞌambo. Mokole Onisu ininduoto nggale umara-arahakomiu heleo gandu pinonsia teꞌembu la ngkulino ranta henu meꞌambo pinonsia teꞌembu la henu mosaꞌa.
2a162000cb	Kanggo Kupekakaiꞌakomuto kano pompeꞌalo-alomu moroso mpihe ndi Iaku. Ka taꞌalu morosooto mboꞌu mekule pompeꞌalo-alomu ndi Iaku, iiko asolekono pokomorosoꞌo pompeꞌalo-aloro petia-petiamu.”
2a16210054	I Peturu mepau, “Ue, iaku mesadia tinarungku ka mate meronga-ronga saru Ikomiu!”
2a16220081	Iesu sumangki, “Iaku mepau ndi iiko, ambono kumekereaꞌo manu oleo neea, menggotoluto upehapu taꞌalu iiko tumoꞌori Aku.”
2a162300c3	Umari raaꞌa Iwono mepau la ana guruNo, “Tempono Kutena komiu lumeko mompalele Kareba Meꞌambo hooto impowawo doi, pebaku ka sapatu, hinake henu makuramiu?” Sumangki iworo, “Kano hina.”
2a162400d0	Iesu mepau, “Kanggo lenie neea, isia hina doino asolekono no waweo, liraꞌa koamboꞌu henu hina pebakuno. Ka isia henu tai hina ponaino, asolekono kano peꞌoliakeo lemba mentaano kano poꞌoli koa ponai.
