0100000008	Genesisy
2c1904006d	Aa le hoe ty natoi’ i Festosy: Hambenañe e Kaisaria añe avao t’i Paoly, fa hionjom-beo aniany ka iraho.
2c1905005f	Aa le ampindrezo amako ze mete ama’ areo hizotso mb’eo, hanisy indatiy naho toe aman-kakeo.
2c190600b8	Nitambatse am’iereo re tsy ampe folo ndra valo andro, le nizotso mb’e Kaisaria mb’eo; ie loakandro le niambesatse amy fiambesam-pizakañey, vaho linili’e te hasese t’i Paoly.
2c1907008d	Ie tsatoke t’i Paoly le niarikoboña’ o Jiosy nizotso boak’e Ierosalemeo, naho maro naho raty ty sisý nanoe’e, fe tsy nahaventeañe.
2c1908008c	Le hoe ty niveroha’ i Paoly: Tsy aman-tahin-dra raike iraho ke amy Hake tana’ o Tehodaoy he amy anjom­ban’ Añaharey, he amy Kaisara.
2c19090095	Aa ie te hañosikosike o Tehodao t’i Festosy, le hoe re amy Paoly: Mete’o hao ty hionjoñe mb’e Ierosaleme mb’eo hiatre-jaka amy sisý rezay?
2c190a009a	Hoe ty natoi’ i Paoly: Aolom-piambesam-pizakà’ i Kaisara ty ijohañako, izay o mañeva ahy ho zakaeñeo. Tsy anaña’ o Tehodao hakeo, toe fohi’o.
2c190b00d2	Aa naho mpandilatse iraho, hera nanao ze mañeva hahafate ahy, le tsy liereko ty hikenkañe. F’ie tsy aman-katò’ o anisìa’ ondaty reo ahio, le tsy eo ty mahafanese ahy am’iereo. I Kaisara ro ikoihako!
2c190c007b	Ie nisafiry amo vavea’eo t’i Festosy, le hoe ty asa’e: Kanao nikaihe’o t’i Kaisara. Le i Kaisara ty handenà’o!
2c190d0089	Ie modo ty andro tsy ampeampe, le niheo mb’e Kaisaria mb’eo t’i Agripa Mpanjaka naho i Berenikae vali’e hifañontane amy Festosy.
2c190e0085	Aa ie nitam­batse ao andro maro, le nitaròñe’ i Festosy amy mpanjakay i Paoly. Hoe re: Ao t’indaty napo’ i Feliksa an-drohy.
2c190f006d	Aa izaho te Ierosaleme añe, le ninday sisý o mpisorom-beio naho o bein-Tehodao, nipay ahy hañozoñ’ aze.
2c191000ad	Tinoiko am’iereo te tsy sata’ o nte-Romao ty haneseke ondaty aolo’ te nifañatrek’ amo mpanisý azeo i tinombokey, amy t’ie aman-jo hiveroke amo ani­sìañe azeo.
2c19110098	Aa ie nimb’ etoañe le tsy nandiñe iraho fa nitobok’ amy fiambesam-pizakàñey amy loak’ àndroy vaho liniliko te hampiatrefeñe etoañe indatiy.
2c19120055	Ie niongake hiatrefa’ o mpanisìo, le tsy o sata raty nataoko ho nanisiañ’ azeo,
2c19130073	fa toe fifan­dierañe amo fita­lahoa’ iareoo naho indaty nihomak’ atao Iesoà volañe’ i Paoly te veloñey.
2c19140086	Aa ie nataoko te tsy hahafisafiry izay; le nañontaneako ke t’ie mete hañavelo mb’e Ierosaleme mb’eo hiatre-jaka amy sisý zay.
2c19150095	Fe ami’ty nihalalia’ i Paoly te handiñy ty fijanjiña’ i Kaisara, le liniliko t’ie ho tànañe ampara’ te haseseko mb’ amy Kaisara añe.
2c19160070	Aa le hoe t’i Agripa amy Festosy: Te hahatsanoñe indatiy ka iraho. Tinoi’e ty hoe: Ho janjiñe’o hamaray.
2c191700e7	Ie loak’ andro, avy eo t’i Agripa naho i Berenikae am-bolonahetse abo, le nizilik’ añ’anjombam-pizakàñe ao mindre amo mpifeheo naho am’ondaty bei’ i rovaio, vaho nasese mb’eo t’i Paoly ami’ty lili’ i Festosy.
2c191800eb	Hoe t’i Festosy: Ry Agripa mpanjaka naho ry roandriañe mindre mivory etoañ’ iabio, hehe ondatio! i nampiatrefa’ ty valobohò’ o Jiosy e Ierosaleme añe naho e Kaisaria etoañeo amako, i nikoraheñe te tsy mañeva ho veloñey.
2c1919009d	Ty nitreako, le t’ie tsy nanao inoñ’ inoñe hañeva aze havetrake, fe amy t’e nipay zaka amy Kaisara re, le sinafiriko t’ie hasese mb’e Roma añe.
2c191a00e5	Fe tsy amam-bente’e ama’e iraho hanokirako amy talèkoy. Aa le izay ty naneseako aze añatrefa’ areo etoañe, somandrak’ aolo’o etoa ry Agripa mpanjaka, soa te, ie tampetse ty fañotsohotsoañe toy le hanan-ko sokireko,
2c191b005f	fe ataoko ho tsy fañeva’e ty aneseañe ty mpirohy naho tsy talilieñe hey ty anesehañe aze.
2c1a010078	Le hoe t’i Agripa amy Paoly: Mahazo miveroke irehe. Natondro’ i Paoly ty fità’e vaho naniom-batañe ami’ty hoe:
2c1a020083	Ry Agripa mpanjaka, ataoko te nisohen-draho t’ie añatrefa’o ethane henaneo, hitaroñe ze fonga sisý nanoe’ o Tehodao amako,
2c1a030088	mentsake te fohi’o soa ze hene lilitse naho fifandi­era’ o nte-Iehodao. Aa le mihalaly ama’o ty hijanjiñe ahy am-pahaliñisañe.
2c1a040080	Ie amy zao, fohi’ o Jiosy iabio ty satam-piaiñako boak’ ami’ty naha-ajaja ahy, ndra an-taneko añe, ndra e Ierosaleme ao.
2c1a0500b0	Aa kanao nahafohiñe ahy haehae iereo, naho nisatrie’ iereo ty hitaroñe, le i firimboñam-pitala­hoañe fatra-pirekets’ ami’ty hatòy, o Fariseoo, ty ni-satan-kaveloko.
2c1a060062	Ie henaneo, ty fitamàko i tsinaran’ Añahare aman-droaentikañey ro ijohañako an-jaka etoañe.
2c1a0700b5	Izay ty itoloña’ i fifokoañe folo-ro’ ambin-tika rey handro an-kaleñe an-kahimbañañe aman’ Añahare. I fitamañe zay, ry Mpanjaka, ty anoa’ o Tehodao kitombok’ ahiko.
2c1a080055	Akore ty atao’ areo te tsy mete iantofañe ty fampitroaran’ Añahare o havilasio?
2c1a09005d	Toe nitsakoreako ka te tsi-mahay tsy hanoeko ze handierako amy tahina’ Iesoà nte Nazareta.
2c1a0a00bf	Le izay ty nanoeko e Ierosaleme ao, ie nandrambe lily amo mpisorom-beio, le najoko am-porozò ao ty maro amo noro’eo, vaho ie nañohofan-doza, izaho ty ninday talin-tsara hanesehañe iareo.
2c1a0b00a4	Beteke nililoveko amo fitontona’ iareo iabio naho nilozoheko ty hampiteratera iareo; vaho an-kabosehañe mandoviake ty nañoridañako mb’an-drova ambahiny añe.
2c1a0c005b	Ie amy zao, nimb’e Damaskose mb’eo iraho ami’ty lily naho haozara’ o mpisorom-beio.
2c1a0d00b9	Ie nitsipinde-mena amy liay, ry Mpanjaka, le nitreako ty hazavàñe boak’ andindìñe ey ambone’ ty fireandrea’ i àndroy nipisañe añarisehoañe ahy naho amo mpindre lia amakoo.
2c1a0e00b9	Nideboñe an-tane iaby zahay le tsinanoko ty fiarañanañañe nitsara amako an-tsaontsy Hebreo, ty hoe: Saole, Saole, akore ty añinjaha’o ahy? Sarotse ama’o ty mikambia i tsatokey.
2c1a0f004f	Le hoe iraho: Ia v’iheo Talè? Izaho Iesoà ampisoañe’oy, hoe t’i Talè.
2c1a1000af	Mitroara arè, miongaha am-pandia. Inao ty talim-piboahako ama’o, ty hanendreako azo ho mpitoroñe naho valolombeloñe amo nahaoniña’o ahio vaho amo mbe haboako ama’oo,
2c1a110046	le ho rombaheko am’ondatio naho amo kilakila ondaty añirahako azoo,
2c1a1200da	hanokafañe ty fihaino’ iareo, hitolike amy ieñey mb’an-kazavàñe, naho amy fifehea’ i mpañìnjeiy mb’ aman’ Añahare, hahazoa’ iareo fañahan-kakeo vaho lova amo nampiavaheñe ami’ty fatokisañe ahio.
2c1a130047	Ie amy zao, ry Agripa mpanjaka, tsy nizehareko i fañentoan-dindìñey,
2c1a1400cf	fa nitaroñeko hey o e Damaskoseo le e Ierosaleme añe naho nanitsik’ an-tane Iehodà, vaho nimb’ amo kilakila ondatio, soa t’ie hibaboke naho hitolik’ aman’ Añahare vaho hitoloñe mañeva soloho.
2c1a150072	Ie ty talim-pitsepaha’ o Tehodao ahy tañ’ anjomban’ Añahare ao naho ty fimanea’ iareo hañè-doza amako.
2c1a1600c8	Ie amy zao, amy fañoloran’ Añahare ahy le mitoloñe pake henane, mitalily ami’ty kede naho ty bey, tsy mitaroñe inoñ’ inoñe naho tsy o nisaontsie’ o Mpitokio naho i Mosè te ho tondrokeo;
2c1a170099	te tsi-mahay tsy nijale i Norizañey, naho amy t’ie ty nivaloha’e nivañon-ko veloñe ro hitaroñe hazavañe am’ ondatio vaho amo kilakila ondatio.
2c1a18006f	Ie mbe niveroke, le hoe ty nipoñafa’ i Festosy, O Paoly, gege irehe; mampikitek’ azo ty habein-kilala’o.
2c1a190063	Aa hoe t’i Paoly: Tsy tondren-draho ry Festosy aman-kasy, fa tsara to naho hendre o fitaroñakoo.
2c1a1a00ae	Toe fohi’ i mpanjakay i tsaraeñey, le itaroñako am-pidadàñe, naho iantofako te leo raik’ amo raha zao tsy mietak’ ama’e amy t’ie tsy nanoeñ’ an-kotsok’ ao.
2c1a1b004c	Ry Agripa Mpanjaka, tsy iantofa’o hao o mpitokio? Apotako t’ie miantoke.
2c1a1c005b	Aa hoe t’i Agripa amy Paoly, Hete, didý tsy nandrisik’ ahy irehe ho mpiamy Norizañey!
2c1a1d00b1	Hoe t’i Paoly: He te aniany ke te ela, lonik’ aman’ Añahare abey te tsy ihe avao, fa ze hene mijanjiñe ahy henaneo ty hanahak’ ahy naho tsy o silisily retoañ’ avao.
2c1a1e005d	Le niongake i mpanjakay naho i Ragovay naho i Berenikae vaho o nindre niambesatse am’iereoo
2c1a1f006d	le nitolake naho nifamesoveso ty hoe: Tsy nanao inoñ’ inoñe indatiy t’ie hañeva havetrake ndra harohy.
2c1a200055	Le hoe t’i Agripa amy Festosy: Mete ho hinaha indatiy naho tsy nikaike amy Kaisara.
2c1b0100a1	Ie linily te hiondrañe an-dakañe mb’e Italia mb’eo, le nasese ami’ ty mpifehe zato atao Jolio, firimboña’ Aogosto t’i Paoly naho ty mpirohy ila’e.
2c1b02009c	Nijon-daka’ i Adramitiome zahay, ie homb’ an-tane añolo’ i Asia añe, le nionjoñe mb’eo rekets’ i Aristarko, nte Makedonia hirik’e Tesalonika.
2c1b030086	Ie nidosy e Sidona amy loak’ àndroy, le nitretreze’ i Jolio t’i Paoly vaho nenga’e homb’ amo rañe’eo mb’eo hatraheñe.
2c1b040055	Ie nijon-dakañe boak’ ao le nanehake mb’ atimo’ i Kiprosy amy te niatre tioke.
2c1b050058	Le ni­tsake i riakey nañolotse i Kilkia naho i Pamfilia vaho nipok’e Maira-Likia ao.
2c1b06007b	Teo ty nanjoa’ i mpifehe zatoy ty laka’ i Aleksandria hiondrañe mb’e Italia añe, vaho nampijoñe’e ama’e zahay.
2c1b070091	Ie nizenjèñe ey avao andro maro le tsy nimora ty niharinea’ay i Kinido fa tsy nimete i tiokey, le niary ambane’ i Kreta tandrife i Salmona,
2c1b08006a	naho nifanehake mafe nañolotse vaho nipok’ an-toetse atao Fipaliran-tsoa, marine’ ty rova atao Lasea.
2c1b09006e	Ie tambatse eo andro maro, mbore niharaty ty fijoñañe fa añe i Fililirañey, le hoe ty hatahata’ i Paoly:
2c1b0a0080	O ‘ndatireo, apotako te ho liàm-baràta an-joy naho fianto itoy, tsy o kilankañeo naho i lakañey avao, fa o fiain-tikañeo.
2c1b0b0066	Fe niantoke i kapiteniy mandikoatse ty saontsi’ i Paoly i mpifehe zatoy naho i tompo’ i lakañeiy.
2c1b0c00ed	Aa kanao tsy soa fitofàñe ami’ty asotry i fipalirañey, le nilahatse hanonjohy i liay i màroy, hera mete ho takareñe ty Foiniksa, fipalira’ i Kreta, hiasotry añe, ie ankalo’ o tiok’ atimo-ahandrefa naho avarats’ ahandrefa.
2c1b0d007f	Ie nitiotioke boak’ atimo, natao’ iareo t’ie i tamañey, le naonjoñe i vato-fatsikey, vaho nañolotse marine’ i Kreta.
2c1b0e0073	Tsy tampetampetse izay, kinabokabo’ ty tio bey nizotso boak’ amy tokonosey, ty rivo-doza atao faok’ atiñana,
2c1b0f0052	le tsinepa’e i lakañey, ie tsy nahasoroke i tiokey fa nadoñe haronje’e avao.
2c1b100064	Ie nioza añ’ alo’ ty tokonose atao Klaoda, le nifanehafe’ay ty hitam­bozòtse i lakan-dozay.
2c1b1100b8	Aa ie tafa-onjoñe, le vinandibanditse taly i lakam-beiy hamihiñe aze, amy te nihakahakaeñe ke hivariñe mb’ am-pasen-kevo ao, naho nazotso o laio vaho napoke hisiotsiotse mb’eo.
2c1b120055	Ie loho navoamboa’ i faokey te loak’andro, le namototse nañary kilankañe iereo.
2c1b130050	Amy andro faha­teloy ka navokovoko’ iereo am-pitàñe ty harao’ i lakañey.
2c1b140090	Ie andro maro tsy niboak’ i àndroy ndra o vasiañeo, naho tsy atao tio-kede ty nikobokoboke, le ndra loli’e ty fisalala’ay te ho rombake.
2c1b1500da	Ie songa nifeake tsy aman-kane, le niongak’ añivo’ iereo t’i Paoly nanao ty hoe: Ry ondaty reo, ho nisoa naho nihaoñe’ areo i tarokoy, te tsy ho vinotsotse ty Kreta, vaho tsy ho nizo ty fijoy naho fianto toy.
2c1b160064	F’ie henaneo, osiheko hirearea amy te tsy ama’ areo ty ho motso fiaiñe, fa ty lakañe toy avao.
2c1b17005c	Toe nijohañe añilako eo aniankale i anjelin’ Añahare mpametrek’ ahy naho itoroñakoy,
2c1b18008f	nanao ty hoe: Ko hembañe Paoly, amy te tsi-mahay tsy hatrefe’o t’i Kaisara, vaho ingo, tinolon’ Añahare azo o mindre lia ama’o iabio.
2c1b19006b	Aa le manintsiña, ry ondatio, fa atokisako t’i Andria­nañahare te ho zoeñe do’e amy tsinara amakoy.
2c1b1a0033	Ie amy zao, tsi-mete tsy hitoañe an-tokonose tika.
2c1b1b009d	Aa ie amy haleñe fahafolo-efats’ ambiy, le nasiotsiotse an-driak’ Adria ey avao, le amy ante­tsaleñey, natao’ o mpiandakañeo t’ie nañarine tane.
2c1b1c006d	Nitsoke iereo, le nanjo roapolo tratra; niveve kedekedeke le nitsoke indraike, nanjo folo lim’ amby tratra.
2c1b1d0080	Aa ie nihembañe te hidasiñe am-bato, le nanjotso vato-fatsike efatse amboho’ i lakañey, vaho nisalala ty manjirik’ andro.
2c1b1e00a3	Ie nimane hipotitsike amy lakañey o mpiandriakeo, naho fa nazotso’ iareo an-driak’ ao i ana-dakañey vaho nanao sare hampijoñe vato-fatsike antondoha’e ao,
2c1b1f0086	le hoe t’i Paoly amy mpifehe zatoy naho amo lahin-defoñeo: Naho tsy midoñe an-dakañe atoy iereo, le tsy ho rombaheñe ka nahareo.
2c1b200059	Aa le pinoto’ o lahin-defoñeo ty tali’ i anan-dakañey vaho napoke hihintsañe añe.
2c1b2100af	Ie nangarañe i àndroy le songa nosihe’ i Paoly ondatio hikama, ami’ty hoe: Fa nifeake naho nitolom-pililitse andro folo-efats’ amby tika, tsy nitendre inoñ’ inoñe.
2c1b220075	Aa le iboliboliako hikama fa rombak’ay toy, amy te leo raik’ ama’ areo tsy ho po-maròy raike ty añambone’e.
2c1b23007b	Ie nanao izay, le nandrambe mofo, nañandriañe an’ Andrianañahare añatrefa’ iareo iaby, naho finola’e vaho nikama.
2c1b24002a	Hene nazava-troke vaho nangalake mahakama;
2c1b25004a	aa ie natontoñe le roanjato-tsi-fitom-polo-eneñ’ amby ro amy lakañey.
2c1b260059	Ie niànjañe, le nampaivañe’ iereo i lakañey am-pañariañe i tsakoy an-driak’ ao.
2c1b27008e	Ie nazava i àndroy, nialik’ am’ iereo i taney, f’ie nahatalake vinañe naho faseñe añ’olots’ey ze mete’ i lakañey hitoañeñe.
2c1b2800cb	Aa le nampipitsoheñ’ añe o vato-fatsikeo, naho napok’ an-driak’ ao, naho binatsa’ iareo o talim-panehafan-dakañeo, naho naonjoñe amy tiokey ty lai-aolo, vaho nigodañe mb’ añ’ olotse ey.
2c1b2900b3	Fe nidoñe am-pifanampean-driake roe eo i lakañey, le nidevoke naho nijihetse am-paseñe ao ty loha’e, tsy nitroetroe, vaho dinorodemo’ ty fivalitaboa’ o onjao i voli’ey.
2c1b2a0055	Fisafirie’ o lahin-defoñeo ty hanjamañe o mpirohio kera hilaño vaho hibotitsike.
2c1b2b00a3	Fe te handrombake i Paoly i mpifehe zatoy, le tsy nimea’e henefeñe i kililiy, vaho linili’e te hijoñe an-drano aolo ze nahay nilaño, hita­kare’e i taney.
2c1b2c006d	Nandrambe varamba o ila’eo naho potepoten-dakañe ka ty ila’e vaho songa ni-tra-drombak’ an-tamboho eo.
2c1c010042	Ie nihaha amy varatay, le naharendreke te atao Melita i tokonosey.
2c1c02007a	Nisoa ty fitretreza’ o tompo-taneo: ie namiañe afo naho nanao an-traño anay, amy te niavy ty orañe vaho nangoratsake.
2c1c03007f	Nanontoñe fehen-katae t’i Paoly naho napo’e añ’afo ao, fe nakare’ i hafanañey ty mereñe nipitek’ am-pità’e eo.
2c1c0400c1	Ie niisa’ o tompo-taneo i mereñe niradorado am-pità’ey, le hoe ty vesoveso’ iareo: Tsy mete tsy mpamono, ondatio, le ndra t’ie nivotso­tse amy riakey tsy nenga’ ty toly ho veloñe.
2c1c050034	Fe nahifi’e añ’afo ao i mereñey, le tsy niore.
2c1c0600bd	Nitokoe’ iereo ke hiboenatse hera hikorovoke hikenkañe aniany, f’ie nandiñe ela naho tsy nahaoniñan-joy, le nibalintoa ty fivetsevetse’ iareo vaho ndrañahare ka ty nanoeñ’ aze.
2c1c070092	Marine eo ty tane’ i mpiaolo i tokonoseiy, Poplio ty tahina’e. Nandrambe anay antalatala-saba re naho nanoe’e añ’ anjomba’e telo andro.
2c1c0800ba	Ie amy zao, natindry ty hamae-sandriñe naho niazo’ ty tsora-dio ty rae’ i Poplio. Nimoak’ ama’e ao t’i Paoly, le nihalaly naho nampitongoa’e fitàñe, nampi­jangañ’ aze.
2c1c090055	Heneke izay, le songa nipoteake eo ze narare ila’e amy tokonosey vaho nijanganeñe.
2c1c0a005a	Nanoly fiasiañe ama’ay iereo, le ie ho nionjoñe, natoro’ iereo ze he’e pinai’ay.
2c1c0b0099	Ie nahamodo telo volañe, le nionjoñe ami’ty lakañe niasotry amy tokonosey. Nte-Aleksandria i lakañey le i Mpihambañe rey ro viloñe andoha’e eo.
2c1c0c002b	Ie nitoly e Sirakosa, le nitofa telo andro.
2c1c0d009d	Boak’ ao, nañariary naho nivotrake e Regioma, aa ie nahamodo andro raike, le namaoke ty tiok’ atimo, vaho nipotìtse e Potioly añe amy loak’ àndroy;
2c1c0e0073	Nanjo roahalahy eo zahay, naho nampihovae’ iereo hañialo ao fito andro; izay vaho nionjoñe mb’e Roma mb’eo.
2c1c0f00e6	Aa ie nahajanjiñe ty ama’ay o roahalahy añeo, le nihitrike naho nifanalaka ama’ay an-Tsenan’ Apio, amy Hotely Teloy; aa ie tendreke i roahalahy rey t’i Paoly le nañandriañe an’ Andrianañahare vaho nirearea an-troke.
2c1c10006d	Ie nandoake e Roma ao, le nengañe hiambesatse ie raike t’i Paoly mindre amy lahin-defoñe mpiambeñe azey.
2c1c11010c	Ie nimodo ty telo andro le kinai’ i Paoly o mpiaolo’ o Jiosio, aa naho nifanontoñe, le nanoa’e ty hoe: Ry roahalahy, ndra te tsy nandilatse am’ondatio ndra amo satan-droaen-tikañeo iraho, le nasese an-drohy boak’ Ierosaleme ao mb’am-pità’ o nte-Romao.
2c1c120042	Nalohi’ iareo, le ho hinaha amy te tsy aman-taly hamonoañe ahy.
2c1c130065	Fe nanjehatse o Tehodao, le nazitse iraho hipay to amy Kaisara—tsy t’ie hanese sisý amy tanekoy.
2c1c140077	Izay ty nikanjiako anahareo hifankaoniñe naho hifanaontsy. Fa ty fitamàko Israele ty nandrohizañe ahy amo silisilio.
2c1c1500aa	Hoe iareo tama’e: Mbe tsy nandrambe taratasy boake Iehodà ty ama’o zahay, vaho tsy amo roa­halahy boak’ añeo ty nitalily ndra nisaontsy raha tsy mete ty ama’o,
2c1c160071	f’ie te hijanjiñe azo, o fivetsevetse’oo, fa i firimboñañe zay, fohi’ay te mavoeñe tok’aia tok’aia.
2c1c170100	Ie nifamantañe andro, le maro ty niheo mb’añ’akiba’e mb’eo, le nampalangese’e am’iereo an-taroñe i Fifehean’ Añaharey, le nima­nea’e osike ty amy Iesoà boak’ amy Hà’ i Mosè naho hirik’ amo Mpitokio handro pak’ amy hàleñey.
2c1c18003b	Niantoke i enta’ey ty ila’e; tsy nipaoke ka ty ila’e.
2c1c1900ad	Ie nifanao lie-drokoñe, naho ho niavotse, le nagado’ i Paoly ami’ty saontsy zao: To ty nisaontsie’ i Arofo Masiñey añam’ Isaia mpitoky aman-droae’ areo, ty hoe:
2c1c1a008e	Akia am’ondaty retiañe naho taroño ty hoe: Hijanjiñe nainai’e nahareo fe tsy hahafohiñe, vaho hitolom-pañisake f’ie tsy hahaoniñe.
2c1c1b00f1	Fa gàñe ty arofo’ ondaty retiañe; le mivalagìñe o ravembia’eo, mbore nakipe’e o fihaino’eo. Tsy mone hahaoniñe am-pihaino, naho hahajanjiñe an-dravembia, naho hahafohiñe añ’arofo, naho hibalintoa, vaho ho jangañeko iereo.
2c1c1c0066	Mahafohina arè, te nafantoke ho amo kilakila’ ndatio o fandrombahan’ Añahareo, ie ro hijanjiñe!
2c1c1e0072	Nimoneñe roe taoñe garagadìñe añ’anjomba nafondro’e ao re vaho nampihovà’e iaby ze niheo mb’ama’e,
2c1c1f006d	nitaroñe i Fifehean’ Añaharey naho nañoke i Talè Iesoà Norizañey am-pidadàñe vaho tsy nisebañeñe.
2d00000006	Romana
2d0101006f	I Paoly, fetrek’oro’ Iesoà Norizañey, kinanjy ho Firàheñe, navaheñe ho ami’ty talili-soan’Añahare
2d01020039	nampi­tamà’e taolo amo mpitoki’ i Sokitse Masiñeio
2d01030040	ty amy Ana’e nasama’ ty tarira’ i Davide ami’ty nofotse,
2d01040083	niventeñe amy Arofo Masiñey te Anan’ Añahare an-kaozarañe ami’ty fivañona’e an-kavilasy, i Talèntika Iesoà Norizañey.
2d01050068	Ie ty nandrambesantika hasoa naho ty maha Firahe’e hinday o kilakila ondatio hivohotse am-patokisañe.
2d01060041	Hirik’ am’iareo ka ro nikanjia’ Iesoà Norizañey anahareo.
2d01070097	Ry hene kokoan’ Añahare e Roma nikanjieñe ho noro’eo: Hasoa ama’ areo naho ty fañanintsin’ Añahare Raentika naho i Talè Iesoà Norizañey.
2d010800a9	Valoha’e, andriañeko t’i An­dria­nañahareko añam’ Iesoà Norizañey ty ama’ areo iaby, te saontsieñe tok’ aia tok’aia an-tane atoy ty fatokisa’ areo.
2d0109007a	I Andrianañahare toroñeko an-troko amy talili-soa’ i Ana’eiy ro valolombeloko te tsy apoko ty fitiahiañ’ anahareo
2d010a008a	amo filolohakoo, mitolon-kalaly, he mete henaneo, he añe, t’ie ho nañeneke ty liako mb’ ama’ areo mb’eo naho satrin’ Añahare.
2d010b004b	Salalaeko te hahatrea anahareo, handivako ravoravon’ arofo hampaozatse—
2d010c0059	soa t’ie hohòeñe mindre ama’ areo, songa ty amy fatokisa’ey, inahareo naho izaho.
2d010d00be	Tsy teako tsy ho fohi’areo, ry roahalahy, te beteke nisafirieko ty hionjomb’ama’ areo mb’eo (fe mbe tsy nanjo lalañe) soa t’ie hanam-bokatse manahake amo kilakila ondaty ila’eo.
2d010e0056	Anaña’ o Grikao naho o renetaneo naho o mahilalao vaho o tsy mahilalao songo iraho.
2d010f0033	Rototse ka iraho hitaroñe i talili-soay e Roma ao.
2d01100081	Tsy mahasalatse ahy i Talili-soay, amy t’ie ty haozaran’ Añahare maharombake ze hene mahafiato, o Jiosio hey, vaho o Grikao.
2d01110093	Ie ty andrendrehañe ty havantañan’ Añahare, am-patokisañe ampitom­boam-patokisañe; fa pinatetse te: Fatokisañe ty hiveloma’ o vantañeo.
2d011200a3	Toe miboak’ andindìñe ey ty haviñe­ran’ Añahare amy ze fonga hatsi­voka­rañe naho tsy havañona’ ondaty manindry ty hato ami’ty halo-tse­reha’e,
2d01130059	fa malange am’ iereo ze mete ho fohiñe aman’ Añahare, fa nampalangesan’ Añahare.
2d011400c1	Toe midodea boak’ ami’ty namboareñe ty voatse toy o sata’e tsi-isakeo, ty haozara’e tsy modo, naho t’ie Andrianamboatse, rendreke amo namboareñeo, tole ndra tsy aman-kaveroke iereo.
2d011500c0	Aa ndra t’ie mahafohiñe i Andrianamboatse, tsy andrengea’e ho Andrianañahare, tsy mañandriañe, vaho miha-tsi-vente’e ty fivetsevetse’ iareo, mbore mihamaieñe o tro-gege’ iareoo.
2d01160025	Mihaboke hihitse te mone miha-dagola,
2d01170080	soloa’e sare-ondaty mora momoke, naho voroñe naho biby aman-tombok’ efatse vaho biby milaly, ty engen’ Añahare tsi-modo.
2d0118005a	Aa le adòn’ Añahare amo draon-tro’ iareoo ho ami’ty haleorañe ­hifaniva vatañe.
2d0119009c	Atakalo’ iareo vande ty hatòn’ Añahare vaho mitalaho naho mitoroñe amo namboareñeo, fa tsy aman’ Andrianamboatse—I rengèñe nainai’ey. Amena.
2d011a007f	Izay ty ampipohan’Añahare am-pipaiañe faly iareo: hatsalo’ o roakemba’ iareoo sata tsy fanoeñe amo fiolorañe mahitio;
2d011b00c0	naho ado’ o lahilahio ty fiolo­rañe vantañe aman’ ampela hiforehetse hifampipay; ie manao haloloañe aman-dahilahy ty lahilahy, vaho rambese’e am-batañe ty toly mañeva o hakeo’eo.
2d011c00ab	Aa kanao tsy sazò’ iareo ty hitam­bozòtse ami’ty faharendrehañe an’ Andrianañahare, le adon’ Añahare ami’ty fitsakoreañe mengoke, hanao raha tsy fanoeñe;
2d011d009f	ie lifo-katsivokarañe, halò-tserehañe, fatitimena, helo-tro, fihàñañe, fañohoan-doza, fifanointoiñañe, famañahiañe, hasiahañe vaho fibisibisihañe;
2d011e0080	mpidramotse, mpa­laiñe an’ Andrianañahare, mpiteratera, mpiboha­boha naho mpirengevoke; mpikitro-draty vaho mpanjeha-drae.
2d011f0052	Ie tsy aman-kilala, mpivalik’am-pañina, tsy mahafikoko vaho po-fiferenaiñañe.
2d012000a7	Ndra t’ie mahafohiñe ty havantañan’ Añahare tsy apota’e te mañeva havetrake ty manao i tsaraeñey, le tsy vaho anoe’e, fa onjone’ iereo o mpanao irezaio.
2d0201008d	Aa le tsy amam-piveroha’e ondatio, ndra iaia irehe mizaka, o fizakà’oo ro amara’o vatañe, amy te ihe mizaka ro mpanao o itaroña’o.
2d02020050	Toe fohin-tika te vantañe ty talim-pizakan’ Añahare o manao i sata re­zaio.
2d0203006f	He zao ty atao’o, ry ondatio, ie anoe’o o fanoe’ o zakae’oo, ho votitsihe’o hao i zakan’ Añaharey?
2d02040093	Ke vasohe’o ty havokaran-kasoa’e, ty fañantoàña’e naho ty fahaliñisa’e, ie amoea’o te mitaoñe azo hisoloho ty fatarihan’ Añahare.
2d02050096	Fa ty tro’o manjehatse tsy mete misoloho ro mañaja haviñerañe ho azo amy andron-kaviñerañe naho famentabentarañe ty hatòn-jakan’ Añaharey,
2d02060033	ie songa ho tambezeñe ty amo sata’eo t’indaty;
2d02070067	le tolora’e haveloñe nainai’e o mipay engeñe naho asiñe naho tsy fihomahañe am-pimanean-kasoao;
2d0208008b	fe fiforoforoañe naho haviñerañe o mpitribàhatseo, o mañarinje ty to naho mitolon-katsivokarañe naho habosehañe vaho hatorifihañeo.
2d02090064	Eka ho valea’e hasiloke naho halovilovy ze fiai’ ondaty mpanao raty, ty Jiosy hey vaho ty Grika;
2d020a005a	le engeñe naho asiñe naho fañanintsiñe ze hene mpanao soa; ty Jiosy hey vaho ty Grika.
2d020b0024	Fa tsy mirihy t’i Andrianañahare.
2d020c0087	Toe songa hikorokomake alafe’ i Hake ze mandilatse alafe’ i Hake, vaho sindre ho zakaeñe amy Hake ze manao hakeo ambane’ i Hake,
