280000000f	मत्ती
2f010901af	बल्कि आसे आपणे मनो रे समजी ला था कि आसा पाँदे मौता री सजा ऊई चुकी री। पर ये तेबे ऊआ ताकि आसे आपू पाँदे नि, पर तेस परमेशरो पाँदे विश्वास राखिए जो मरे रेया खे जिऊँदा करोआ।
2f010a0112	तिने ई आसे एड़ी बड़ी मौता ते बचाए और बचाणे बीए। तेस पाँदे आसा री ये उम्मीद ए कि से आसा खे आगे बी बचांदा रणा।
2f010b01a8	जेड़ा कि तुसे बी आपणी प्रार्थना रे जरिए म्हारी मताद करोए कि जो बरदान बऊत लोका री प्रार्थना रे जरिए आसा खे मिलेया, तिजी री बजअ ते बऊत लोक म्हारी तरफा ते धन्यवाद करो।
2f010c0212	आसा खे इजी गल्ला पाँदे कमण्ड ए कि आसा रा विवेक साफ ए कि दुनिया रे और खास करी की तुसा बीचे म्हारा चाल-चलण परमेशरो जोगा, एड़ा पवित्र और सच्चाईया साथे था, जो शरीरो रे ज्ञानो ते नि, बल्कि परमेशरो री कृपा साथे था।
2f010d012b	आसे तुसा खे ओर कुछ नि लिखदे, बस सेई जो तुसे पढ़ो या मानो बी ए। माखे उम्मीद ए कि एक दिन तुसा आँऊ पुरिया तरअ ते समजी लणा।
2f010e0180	जेड़ा तुसा बीचा ते कितणे जणेया मानी ला रा कि आसे तुसा रे कमण्डो री बजअ ए तिंयाँ ई तुसे बी प्रभु यीशुए रे वापस आऊणे रे दिने आसा खे कमण्डो री बजअ ठईरने।
2f010f00bd	और एस परोसे ते आऊँ चाऊँ था कि पईले तुसा गे आऊँ ताकि तुसा खे एक और दान मिलो।
2f011001c7	मेरी सलाह थी कि आँऊ तुसा गिये ऊई कि मकिदुनिया प्रदेशो खे जाऊँ और फेर मकिदुनिया प्रदेशो ते तुसा गे आऊँ। तिजी ते बाद तुसे माखे सफरो रे जरूरी समान देई की यहूदिया प्रदेशो खे पेजो।
2f011101d2	इजी री खातर मैं जो ये सोचेया था तो क्या मैं तिदे लापरवाई दखाई? या जो आँऊ करना चाऊँआ क्या से दुनिया रे लोका रे मुताबिक करूँआ कि एक ई बखतो री गल्ला दे आ-आ बी करदा रऊँ और ना-ना बी करदा रऊँ?
2f01120109	जिंयाँ सच्ची ई परमेशर विश्वासो जोगा ए, तिंयाँ ई आसा री गल्ला रे बी “आ” रा मतलब आ और “ना” रा मतलब ना ई ओआ।
2f01130175	कऊँकि परमेशरो रा पुत्र यीशु मसीह जेसरा प्रचार सिलवानुस, तीमुथियुस और मैं तुसा बीचे कित्तेया। तिदे आ और ना दोनो नि थे, बल्कि तिदे सदा आ और आ ई थी।
2f0114015d	कऊँकि परमेशरो री जितणिया बी प्रतिज्ञा ए, सेयो सब मसीह रे आ साथे ए, इजी बजअ ते तेस साथे आमीन् बी ऊई ताकि म्हारी बजअ ते परमेशरो री महिमा ओ।
2f011500df	और जो आसा खे तुसा साथे मसीह रे पक्का करोआ और जिने आसा रा अभिषेक कित्तेया, सेई परमेशर ए।
2f011600b5	जिने आसा पाँदे छाप बी करी ती री और बयाने रे आत्मा आसा रे मनो रे दित्ती।
2f01170173	आऊँ परमेशरो खे गवा करूँआ कि आऊँ एबुए तक कुरिन्थ नगरो रे इजी री खातर नि आया कऊँकि आँऊ तुसा खे जो गल़त काम तुसे करी राखे तिजी खे डांटणा नि चाऊँ था।
2f01180148	ये नि कि आसे विश्वासो रे बारे रे तुसा पाँदे अक्क जताणा चाऊँए, पर तुसा री खुशिया रे शामिल ए, कऊँकि तुसे विश्वासो साथे ई खड़े रओए।
2f020100c5	मैं आपणे मनो रे ये ठाणी ला था कि एक बार फेर तुसा गे आई कि तुसा खे दुःख नि देऊँ।
2f0202010c	कऊँकि तेती आई कि जे आऊँ ई तुसा खे दुःखी करुँ तो माखे खुश करने वाल़ा कुण ऊणा, बस सेई जो मैं दुःखी कित्तेया?
2f02030212	मैं तुसा खे ये गल्ल इजी खे लिखी ताकि एड़ा नि ओ कि मेरे आऊणे ते जिना ते माखे खुशी मिलणी चाईयो, आऊँ तिना ते दुःखी ऊई जाऊँ। कऊँकि माखे तुसा सबी पाँदे एसा गल्ला रा विश्वास ए कि जो मेरी खुशी ए, सेई तुसा सबी री बी ए।
2f020401d1	बड़े क्ल़ेश और मनो रे कष्टो ते मैं आसू बाई-बाई कि से चिट्ठी तुसा खे लिखी थी। इजी री खातर नि कि तुसे उदास ऊई जाओ, बल्कि इजी री खातर कि तुसे तेस बड़े प्यारो खे जाणी लओ, जो माखे तुसा ते ए।
2f02050159	जे किने दुःखी करी राखे, तो आऊँ ई नि बल्कि कुछ-कुछ तो तुसे सब लोक बी दुःखी करी राखे। आँऊ इजी रे बारे रे इजी ते जादा कुछ ओर नि बोलणा चाँदा।
2f0206009c	ये सजा जो तुसे विश्वासी पाईया बीचा ते तेसखे देई राखी काफी ए।
2f02070112	इजी ते तो ये खरा ए कि तेसरा अपराध माफ करो और तेसखे शान्ति देओ। एड़ा नि ओ कि एड़ा मांणू, निराशा रेई डूबी जाओ।
2f020800c0	इजी बजअ ते आऊँ तुसा ते बिनती करूँआ कि तेसखे आपणे प्यार-प्रेमो रा सबूत देओ।
2f020900f7	कऊँकि मैं इजी खे बी लिखेया था ताकि तुसा खे परखुँ कि तुसे सब मेरी गल्ला खे मानणे खे त्यार ए कि नई।
2f020a0199	जेसखे तुसे कुछ माफ करोए, तेसखे आऊँ बी माफ करूँआ। कऊँकि मैं बी जो कुछ माफ करी राखेया, जे माफ करी राखेया ओ, तो तुसा री बजअ ते मसीह री जगा पाँदे ऊई की माफ करी राखेया,
2f020b00c6	ताकि शैतानो रा आसा पाँदे कोई दावो नि चलो। कऊँकि आसे तेसरी चाला ते अणजाण निए।
2f020c0115	जेबे आऊँ मसीह रा सुसमाचार सुनाणे खे त्रोआस नगरो रे आया और प्रभुए माखे सुसमाचार प्रचार करने खे मौका देईता।
2f020d01d5	तेबे मेरे मनो खे चैन नि मिलेया कऊँकि मैं आपणा विश्वासी पाई तीतुस नि देखेया। तेबेई मैं त्रोआस नगरो रे विश्वासी लोका ते बिदा ऊई की मकिदुनिया प्रदेशो खे तीतुसो खे टोल़ने वापस चली गा।
2f020e0196	पर परमेशरो रा धन्यवाद ओ, कऊँकि मसीह री एकता री बजअ ते से आसा खे सदा आपू साथे चलाओआ और आसा के जय दलाओआ और आपणे ज्ञानो री खुशबू आसा रे जरिए हर जगा रे फैलांदा रओआ।
2f020f019f	आसे परमेशरो खे मसीह री खुशबू जेड़े ए। जो सुसमाचार आसे प्रचार करी राखेया से चाए से उद्धार पाणे वाल़े ओ या नाश ऊणे वाल़े ओ सबी लोका खे एक खुशबू जेड़ा फैलणे लगी रा।
2f02100118	बऊत जणेया खे तो मरने जोगी मौता री बास और बऊत जणेया खे जिऊणे जोगी जिऊणे री खुशबू और पल्ला इना गल्ला जोगा कुण ए?
2f0211019a	कऊँकि आसे तिना सबी जेड़े निए, जो परमेशरो रे वचनो रा प्रचार अमीर ऊणे खे करोए। पर मनो री सच्चाईया ते और परमेशरो री तरफा ते, परमेशरो खे आजीर जाणी की मसीह रे बोलोए।
2f03010136	क्या आसे फेर आपणी बडयाईया करने लगे? या आसा खे कईया लोका जेड़े सपारीशा री चिट्ठिया तुसा गे ल्याऊणिया या तुसा ते लणियां ए?
2f030200f2	तुसे आपू ई आसा खे चिट्ठिया जेड़े ए जो आसा खे सपारिश करोए और तुसा खे सब मांणू पछयाणोए और पढ़ोए।
2f03030228	ये सामणे ए कि तुसे मसीह री चिट्ठिया जेड़े ए, जो मसीहे आसे रे जरिए लखाई। ये चिट्ठी स्याईया ते निए, बल्कि जिऊँदे परमेशरो री पवित्र आत्मा ते, पात्थरो री पट्टिया पाँदे नि, बल्कि दिलो रे मासो री पट्टिया पाँदे लिखी राखी।
2f03040087	आसे मसीह रे जरिए परमेशरो पाँदे एड़ा ई परोसा राखूँए।
2f030500e2	आसे ये नि बोलदे कि आसा गे कुछ करने री काबलियत ए। पर म्हारी काबलियत परमेशरो री तरफा ते ए।
2f03060174	तिने आसे नई वाचा रा काम करने जोगे सेवक बणाए। ये वाचा लिखी रे बिधानो री नि बल्कि आत्मा री ए। कऊँकि बिधान मौता खे जन्म देओआ पर आत्मा जिन्दगी देओई।
2f030701b3	जे मौता रा से बिधान, जेतेरे अक्षर पात्थरा पाँदे खणे थे, एथो तक तेजोमय ऊई की मूसे रे मुंओ पाँदले तेजो री बजअ ते जो कटदा बी जाओ था, इस्राएली तेसरे मुंओ पाँदे देखी नि सको थे।
2f03080067	तो आत्मा री वाचा ओर बी तेजोमय कऊँ नि ऊणी?
2f0309012c	कऊँकि जेबे दोषी ठईराणे वाल़ी वाचा तेजोमय थी, तो परमेशरो रे सामणे तर्मी ठईराणे वाल़ी नई वाचा ओर बी तेजोमय कऊँ नि ऊणी?
2f030a00ca	सच तो ए कि जो तेजोमय था से बी तेसा नई वाचा रे तेजो री तुलना रे तेजोमय नि ठईरेया।
2f030b00fd	जेबे मूसे रा बिधान इतणी तेजोमय थी जो थोड़े ई बखतो खे थी तो नई वाचा रा तेज कितणा जादा ऊणा जो सदा खे ए?
2f030c007a	तो एड़ी उम्मीद राखी कि आसे इम्मता साथे बोलूँए।
2f030d011f	आसे मूसे जेड़े नि, जिने आपणे मुंओ पाँदे पड़दा पाया था ताकि इस्राएली लोक तेस कटणे वाल़े तेजो रे अंतो खे नि देखो।
2f030e01c3	पर इस्राएली लोक बिना दमाको रे ऊईगे। आजो तक पुराणी वाचा खे पढ़दे बखते तिना रे दिलो पाँदे तेड़ा ई पड़दा पड़े रा रओआ। ये पड़दा सिर्फ मसीह पाँदे विश्वास करने तेई उठाया जाई सकोआ।
2f030f013d	और आजो तक जेबे कदी मूसे री कताब पढ़ी जाओई, तो तिना रे दिलो पाँदे पड़दा पड़े रा रओआ और सेयो इजी खे पूरिया तरअ ते समजी नि सकदे।
2f031000c5	पर जेबे कदी तिना रा दिल प्रभु यीशुए री तरफा खे फिरना, तेबे से पड़दा उठी जाणा।
2f031100d5	प्रभु और पवित्र आत्मा एक ईए और जेती केथी प्रभुए रा आत्मा ए, तेती बिधानो ते आजादी ए।
2f031201c9	पर जेबे आसा सबी रे क्वाड़े मुंओ पाँदो ते प्रभुए रा प्रताप ईंयां सामणे आओआ, जिंयाँ शीशे रे, तो प्रभुए रे पवित्र आत्मा रे जरिए आसे तेसी तेजस्वी रूपो रे अंश-अंश करी की बदलदे जाऊँए।
2f04010130	तेबे जेबे आसा पाँदे परमेशरो री एड़ी दया ऊई कि आसा खे परमेशरो रा संदेश प्रचार करने री सेवा मिली, तो आसे इम्मत नि छाडदे।
2f040201e5	पर आसे शरमा रे गुप्त काम छाडी ते। ना चलाकिया रे चलूँए और ना ई परमेशरो रे वचनो रे मिलाऊट करूँए। परमेशर आसा रा गवा ए कि आसे सिर्फ सच बोलूँए, जेते की ओर लोक ये पक्का जाणी लो कि आसे परोसे जोगे ए।
2f040300fe	जे आसा रे सुसमाचारो पाँदे जो आसे प्रचार कित्तेया पड़दा पड़ी रा, तो ये नाश ऊणे वाल़ेया खेई पड़ी रा।
2f04040181	और तिना अविश्वासिया खे, जिना रा दमाक एते दुनिया रे ईश्वर शैताने अन्दा करी ता रा ताकि मसीह जो परमेशरो रा रूप ए, तेसरे तेजोमय सुसमाचारो खे नि समजी सको।
2f04050161	आसे आपणे बारे रे प्रचार नि करदे। बल्कि यीशु मसीह रा प्रचार करूँए कि से प्रभु ए। आसे यीशुए री बजअ ते आपणे आपू खे तुसा लोका रे सेवक समजूँए।
2f0406016e	तेबेई परमेशर बोलेया, “न्हेरे बीचा ते जोति चमको,” और सेई आसा रे दिलो रे चमकेया ताकि परमेशरो री महिमा खे पछयाणी सको जो यीशु मसीह रे प्रकट ऊई री।
2f04070188	आसे माट्टिया रे पांडेया जेड़े ए जिदे ये धन राखी राखेया। ताकि एसा गल्ला रा पता लगी जाओ कि ये बड़ी सामर्थ म्हारी तरफा ते नि, बल्कि परमेशरो री ई तरफा तेईए।
2f040800ec	आसा खे चऊँ कनारो ते क्लेश तो ओआ, पर मुसीबता रे नि पड़दे। आसे कबराए रे तो आए, पर निराश नि ऊँदे।
2f040900a3	सताए तो जाऊँए, पर छाडे नि जांदे, रूड़ाए तो जाऊँए, पर नाश नि ऊँदे।
2f040a0119	आसे हर बखत आपणे शरीरो रे यीशुए रे दुःख और मौता खे लयी की फिरूँए, ताकि यीशुए रा जीवन बी आसा रे शरीरो ते प्रकट ओ।
2f040b014d	कऊँकि आसे जिऊँदे जिऊए सदा यीशुए री बजअ ते मौता रे आथो रे सम्बाल़े जाऊँए ताकि यीशुए रा जीवन बी आसा रे मरने वाल़े शरीरो ते प्रकट ओ।
2f040c00b7	इजी बजअ ते मौत तो आसा पाँदे असर पाओई पर अनन्त जीवन तुसा पाँदे असर पाओआ।
2f040d0186	पर आसे प्रचार करना जारी राखूँए कऊँकि आसा गे सेई विश्वास ए जो पवित्र शास्त्रो रे लिखी राखेया, “मैं परमेशरो पाँदे विश्वास कित्तेया, तेबेई मैं बोलेया।”
2f040e01e2	कऊँकि आसे जाणूंए कि परमेशर जिने प्रभु यीशुए खे मरे रेया बीचा ते जिऊँदा कित्तेया। तेस आसे बी यीशुए रे सहभागी जाणी कि जिऊँदे करने। तिजी ते बाद परमेशरो आसे तुसा साथे आपणे सामणे आजीर करने।
2f040f016f	ये सब कुछ तुसा लोका री पलाईया खे ऊणे लगी रा, तेबेई जादा ते जादा लोका जाणी लणा कि परमेशर कितणा दयालु ए और तिना परमेशरो री तारीफ और धन्यवाद करना।
2f04100136	इजी री खातर आसे इम्मत नि छाडदे, हालाँकि आसा रा बारला रुप नाश बी ऊँदा जाओआ, तेबे बी आसा रा पीतरला रुप हर रोज नया ऊँदा जाओआ।
2f041100f8	कऊँकि आसा रा दूँईं कअड़िया रा अल़का जा क्ल़ेश आसा खे बऊत ई खास और अनन्त जीवनो री महिमा पैदा करोआ
2f04120162	और आसे देखी री चीजा खे नि, पर बिना देखी री चीजा खे देखदे रऊँए, कऊँकि देखी री चीजा तो थोड़े ई दिनो खे ए, पर बिना देखी री चीजा सदा बणी री रओईया।
2f05010266	आसे जाणूंए कि तरतिया पाँदे आसा रा शरीर एक तम्बूए जेड़ा ए जिदे आसे रओए। पर जेबे आसा रा तरतिया पाँदला तम्बू सरिखा कअर टाल़ेया जाणा, तो आसा खे परमेशरो री तरफा ते स्वर्गो पाँदे एड़ा भवन मिलणा, जो आथो साथे बणाए रा कअर नि, पर सदा खे बणेया रा ऊणा।
2f050200f7	आसे एते शरीरो रे तरतिया पाँदे कणदे रऊँए और तेस स्वर्गो रे कअरो खे तारण करने री इच्छा करदे रऊँए।
2f0503009f	जेबे आसा से स्वर्गिय शरीर पाई लणा तेबे आसे नांगे नि पाए जाणे।
2f050401e5	और आसे एस तम्बू सरिखे शरीरो रे रंदे ऊए बोजो साथे दबे रे कणदे रऊँए, कऊँकि आसे संसारिक शरीर छाडे बिना तेस पाँदे स्वर्गिय शरीर पईनणा चाऊँए। ताकि जो मरनहार शरीर ए से अविनाशी शरीरो रे बदली जाओ
2f05050190	और परमेशर आपू ईए जिने आसे इजी गल्ला खेई त्यार करी राखे, और तिने आसा खे बयाने रे पवित्र आत्मा बी देई राखेया। ये बयाना से बादा ए जो परमेशरो बादो ते पुरा करना।
2f050600f1	तो आसे सदा इम्मत बाने रे राखूँए और ये जाणूंए कि जेबे आसे शरीरो रे रऊँए, तदुओ तक प्रभुए ते लग ए।
2f050700ff	जेबे आसे एबु बी एते दुनिया रे जिऊणे लगी रे तो आसे विश्वासो ते प्रभुए पीछे चलूँए न कि तेसखे देखी की।
2f050800fd	इजी री खातर आसे इम्मत राखूँए और शरीरो ते लग ऊई की आसे मरने ते बाद प्रभुए साथे रणा ओर बी खरा समजूँए।
2f05090146	इजी बजअ ते आसा रे मनो री इच्छा ये कि चाए आसे तेस साथे स्वर्गो रे रईये, चाए आसे एसा तरतिया पाँदे रईये पर आसे तेसखे खरे लगदे रईये।
2f050a018d	कऊँकि जरूरी ए कि आसा सबी रा आल मसीह रे न्याय आसणो रे सामणे खुली जाओ, ताकि हर एक मांणू आपणे-आपणे खरे-बुरे कामो रा बदला, जो तिने शरीरो रे जरिए करी राखेया, पाओ।
2f050b01f4	तो प्रभुए रा डर मानी की आसे लोका खे सच्चो पाँदे विश्वास करने खे विनती करूँए और परमेशर आसा खे पूरिया तरअ ते जाणोआ और मेरी ये उम्मीद ए कि तुसा री समजे बी आसे अच्छी तरअ जाणी ले रे कि आसे केड़े लोक ए।
2f050c01e2	आसे तेबे बी आपणी बडयाईया तुसा सामणे नि करदे, बल्कि आसे आपणे बारे रे तुसा खे कमण्ड करने रा मौका देऊँए, ताकि तुसे तिना खे जवाब देई सको, जो मनो पाँदे निए, बल्कि दखाऊटी गल्ला पाँदे कमण्ड करोए।
2f050d00c7	जे आसे ओशा रे निए, तो परमेशरो री खातर, और जे ओशा रे, तो तुसा री पलाईया री खातर ए।
2f050e0149	कऊँकि मसीह रा प्यार आसा खे मजबूर करी देओआ। आसा खे ये पक्का विश्वास ए कि मसीह सबी री खातर मरेया, तो आसे सब पुराणे जीवनो खे मरी गे।
2f050f0162	और मसीह सबी री खातर इजी खे मरेया ताकि जो जिऊँदे ए, सेयो आगो खे आपणी खातर नि जियो, बल्कि तेसरी खातर, जो तिना री खातर मरेया और तेबे जिऊँदा ऊआ।
2f0510013f	तो आजो ते आसे केसी रा बी दुनिया रे मुताबिक न्याय नि करदे। आसे मसीह खे पईले दुनिया री नजरा ते देखेया, पर एबे आसे एड़ा नि करदे।
2f0511010c	जे कोई मसीह रे विश्वास करोआ, तो से नई सृष्टि ए, पुराणिया गल्ला बीती गी रिया, देखो, सेयो सब नईया ऊईगी रिया।
2f0512013b	ये सब गल्ला परमेशरो री तरफा ते ए, जिने मसीह रे जरिए आपू साथे आसा रा मेल-जोल करी ता और मेल-जोलो री सेवा आसा खे सम्बाल़ी ती री।
2f0513018a	मतलब-परमेशरे मसीह रे ऊई की आपणा दुनिया साथे मेल-जोल करी ला और लोका रे पापो रा दोष, तिना पाँदे नि लगाया और परमेशरे मेल-जोलो रा संदेश आसा गे सम्बाल़ी ता रा।
2f05140190	आसे मसीह रे राजदूत ए, मानो परमेशर आसा रे जरिए लोका ते आपणा संदेश मानणे खे बिनती करने लगी रा। आसे मसीह री तरफा ते बिनती करुँए कि परमेशरो साथे मेल-जोल करी लो।
2f05150140	मसीह निष्पाप था, पर परमेशरे आसा खे तेसते पापिए जेड़ा बर्ताव कित्तेया ताकि आसे मसीह रे ऊई की परमेशरो री धार्मिकता बणी जाऊँ।
2f0601015c	आसे परमेशरो साथे मिली की काम करने वाल़े ए और तुसा लोका ते ये बिनती करूँए कि परमेशरो री कृपा जो तुसा पाँदे ऊई, तिजी खे बेकार नि जाणे देओ।
2f060201c4	कऊँकि पवित्र शास्त्रो रे परमेशर बोलोआ, “सई बखतो पाँदे मैं तुसा री प्रार्थना सुणी ली और उद्धारो रे दिने मैं तुसा री मताद कित्ती।” सुणो, एबु सई बखत ए, सुणो, एबु उद्धारो रा दिन ए।
2f060300ed	आसे केसी बी गल्ला रे ठोकर खाणे रा कोई बी मोका नि देंदे, ताकि म्हारी सेवा पाँदे कोई दोष नि आओ।
2f06040195	पर आसे हर बखतो रे हर तरअ ते आपणे बर्ताव रे जरिए ये साबित करूँए कि सच्ची आसे परमेशरो रे अच्छे सेवक ए। आसे सब्रो साथे क्ल़ेश सईन करने रे, गरीबिया रे, मुसीबता रे,
2f060500c7	कोड़े खाणे रे, कैद ऊणे रे, आल्ले-गोल्ले रे, मईणती रे, जागदे रणे रे, बअरत करने रे,
2f060600be	पवित्रता रे, ज्ञानो रे, सब्रो रे, कृपा रे, पवित्र आत्मा रे, सच्चे प्यारो रे,
2f06070121	सच्चो रे वचनो रे, परमेशरो री सामर्था रे; आसा गे धार्मिकता रे अथियार ए जेते की आसे अमला बी करूँए और बचाव बी करूँए।
2f060800ea	आदर और निरादरो रे, बुरे नाओं और सुनामो रे, आसा खे कपट्टी समजेया जाओआ, तेबे बी आसे सच बोलूँए।
2f060901ad	कुछ लोक आसा खे अणजाण समजोए ए, तेबे बी कुछ लोक आसा खे जाणे-माणे रे समजोए ए, मरने वाल़ेया जेड़े ए, पर तेबे बी जिऊँदे ए, मार खाणे वाल़ेया जेड़े ए, पर प्राणो ते मारे नि जांदे।
2f060a019b	शोग करने वाल़ेया जेड़े ए, पर सदा खुशी मनाऊँए, आसे आपू कंगाल़ ए, पर बऊत जणेया खे आत्मिकता दे अमीर बणाई देऊँए, आसे एड़े ए, जेड़ा आसा गे कुछ निए तेबे बी सब कुछ राखोए।
2f060b0123	ओ कुरिन्थियों रे विश्वासियो, आसे खुली कि तुसा साथे गल्ला करी राखिया, आसे तुसा ते खुले दिलो साथे प्यार कित्तेया।
2f060c00ae	तुसा री तंईं म्हारे मनो रे कोई शक निए, पर तुसा रे मनो रेई आसा खे शक ए।
2f060d00db	पर आपणे बाल-बच्चे जाणी की तुसा खे बोलूँआ कि तुसे बी तिजी रे बदले आसा साथे प्यार राखो।
2f060e0143	अविश्वासिया साथे लग जुँगड़े रे नि जुड़ो, कऊँकि धार्मिकता और पापो रा क्या मेल-जोल? या जोति और न्हेरे री किंयाँ दोस्ती ऊई सकोई?
2f060f00cc	और मसीह रा शैतानो साथे क्या लगाव! या विश्वासियो साथे अविश्वासिया रा क्या नाता?
2f0610026e	और मूर्तिया साथे परमेशरो रे मन्दरो रा क्या सलबंद? कऊँकि आसे तो जिऊँदे परमेशरो रा मन्दर ए, जेड़ा परमेशरे पवित्र शास्त्रो रे बोली राखेया, “मां तिना लोका साथे रणा और तिना रे चलेया फिरेया करना; और आऊँ तिना रा परमेशर ऊणा और सेयो मेरे मांणू ऊणे।”
2f06110117	इजी री खातर प्रभु बोलोआ, “अविश्वासिया बीचा ते निकल़ो और लग रओ; और अशुद्ध चीजा खे नि छूँओ, तो मां तुसे अपनाणे।
2f061200f2	आऊँ तुसा रा पिता ऊणा और तुसे मेरे माठे-बेटिया ऊणे। ये सर्वशक्तिमान् प्रभु परमेशरो रा वचन ए।”
2f070101d7	तो ओ प्यारेओ! जबकि आसा खे यो वादे मिली रे, तो आओ, आसे आपणे आपू खे शरीर और आत्मा रे सब मईलो ते साफ करूँए और परमेशरो रा डर और आदर करदे ऊए, पवित्रता री भरपूरिया तक पऊँछणे री कोशिश करदे रऊँए।
2f07020103	आसा खे आपणे दिलो रे जगा देओ। आसे ना तो केसी साथे अन्याय कित्तेया, ना कोई बिगाड़ेया और ना ई कोई ठगेया।
2f0703018e	आऊँ तुसा पाँदे दोष लगाणे खे नि लगी रा बोलणे, कऊँकि आऊँ पईले ई बोली चुकेया रा कि तुसे म्हारे दिलो रे एड़े बसी चुके रे कि आसे तुसा साथे मरने-जिऊणे खे त्यार ए।
2f07040150	माखे तुसा पाँदे बऊत परोसा ए और आँऊ तुसा पाँदे बड़ा कमण्ड करूँआ। आऊँ शान्तिया साथे परी गा रा, सारे क्ल़ेशा रे आऊँ बड़े मजे ते रऊँआ।
2f070501d5	जेबे आसे त्रोआस नगरो खे छाडी की मकिदुनिया प्रदेशो रे आए, तेबे बी आसा रे शरीरो खे चैन नि मिलेया, बल्कि आसा खे चऊँ कनारे ते क्ल़ेश मिलो था, बारे लड़ाईया थिया, पीतरे डरो रिया गल्ला थिया।
2f070600ef	तेबे बी निराश लोका खे सुख-शान्ति देणे वाल़े परमेशरे तीतुसो रे आऊणे ते आसा खे शान्ति दित्ती।
2f0707020f	और बस तेसरे ई आऊणे तेई नि, बल्कि तेसरी तेसा शान्तिया ते बी, जो तेसखे तुसा री तरफा ते मिली थी और तिने तुसा री इच्छा, तुसा रे दु: ख, और मेरिया तंईं तुसा री धुना रा समाचार आसा गे सुणाया, जेते की माखे ओर बी खुशी ऊई।
2f070801fc	हालाँकि मैं तुसे लोक आपणी तेसा चिट्ठिया ते दु: खी कित्ते, तेबे बी माखे तिजी ते पछतावा निया। जेड़ा कि पईले पछताऊँ था, कऊँकि आऊँ देखूँआ कि तिजी चिट्ठिया साथे तुसा खे दु: ख तो ऊआ, पर से थोड़ी देरा खे था।
2f07090200	एबे आऊँ खुश ए। पर इजी री खातर नि कि तुसा खे दु: ख ऊआ, बल्कि इजी री खातर कि तुसे तेस दु: खो री बजअ ते मन फिराया। तुसा रा दु: ख परमेशरो री इच्छा रे मुताबिक था, ताकि म्हारी तरफा ते तुसा खे कोई नुकशाण नि पऊँछो।
2f070a01a6	से दुःख जो परमेशरो री भक्तिया री तरफा ते आओआ, तिजी रा नतीजा मन फिराणा और उद्धार ओआ और एस दुःखो ते पछताणा नि पड़दा। बल्कि दुनिया रे लोका रा दु: ख सदा री मौत पैदा करोआ।
2f070b03ad	त्यान देओ कि परमेशरो री भक्तिया री बजअ ते आये रे दु: खे तुसे पूरिया तरअ ते बदली ते। तिने तुसा रे उत्साह, आपू खे बेकसुर साबित करने री इच्छा, अन्याय रे खलाफ गुस्सा, मुसीबता रे बखते एड़ी चौकसी, मांते मिलणे री एड़ी इच्छा, सेवा रिया तंईं एड़ी धुन और दुराचारिए खे दण्ड देणे रा बिचार पैदा कित्तेया। तुसे सबी प्रकारा ते ये सिद्ध करी की दखाई ता कि तुसे इना गल्ला ते निर्दोष ए।
2f070c0235	तेबे मैं जो तुसा गे चिट्ठी लिखी थी, से ना तो तिजी बजअ ते लिखी, जिने अन्याय कित्तेया और ना ई तेसरी बजअ ते जेस पाँदे अन्याय कित्तेया, बल्कि इजी री खातर कि तुसा रा उत्साह, जो आसा री खातर ए, से परमेशरो सामणे तुसा पाँदे प्रगट ओ।
2f070d016a	इजी ते आसा खे औंसला मिलेया। म्हारे एस औंसले साथे तीतुसो री खुशिया री बजअ ते ओर बी खुशी ऊई, कऊँकि तेसरा जिऊ तुसा सबी री बजअ ते अरा-परा ऊईगा रा।
2f070e01af	कऊँकि जे मैं तेस सामणे तुसा रे बारे रे कुछ कमण्ड दखाया, तो शर्मिंदा नि ऊआ, पर जिंयाँ ई आसे तुसा गे सब गल्ला सच-सच बोलिया, तिंयाँ ई म्हारा कमण्ड दखाणा तीतुसो सामणे सच ऊआ।
2f070f0183	और जेबे तेसखे तुसा सबी रे आज्ञाकारी ऊणे री याद आओई कि किंयाँ तुसे डरदे और थरथरांदे ऊए तेसरा स्वागत कित्तेया, तो तेसरा प्यार तुसा खे ओर बी बड़दा जाओआ।
2f07100089	आऊँ एबे बऊत खुश ए कऊँकि माखे तुसा पाँदे पूरा परोसा ए।
2f08010147	एबे ओ साथी विश्वासियो! आसे तुसा खे परमेशरो री तेसा कृपा रा समाचार देऊँए, जो मकिदुनिया प्रदेशो री विश्वासी मण्डल़िया रे ऊई री।
2f080201c7	जेबे बऊत मुसीबता रे जरिए तिना री परीक्षा ऊई, तेबे तिने तिदे बी बड़ी खुशी मनाई और बेशक सेयो बड़े पारी गरीब थे तेबे बी तिने दूजे विश्वासिया री खुले दिलो पैसेया साथे मताद कित्ती।
2f08030127	और तिना रे बारे रे मेरी ये गवाई ए कि तिने आपणी सामर्था ते, बल्कि आपणी सामर्था ते बी जादा आपणी इच्छा ते मताद कित्ती।
2f08040108	तिने आपू ई आसा ते बार-बार बिनती कित्ती कि यरूशलेम नगरो रे विश्वासिया री मताद करने खे आसा खे मौका मिलो।
2f080501c8	और जेड़ी आसे उम्मीद कित्ती थी, तेड़ी ई नि, बल्कि तिने सबी ते पईले आपणे आपू खे प्रभुए री सेवा करने खे देईता। तिजी ते बाद तिने आपणे आपू खे परमेशरो री इच्छा रे मुताबिक आसा खे देईता।
