0100000018	ഉല്പത്തി
2a0c020133	വെളിപ്പെടുത്തപ്പെടാതെ മറച്ചുവെക്കാവുന്നതോ പ്രസിദ്ധമാക്കപ്പെടാതെ ഗോപ്യമാക്കി വെക്കാവുന്നതോ ആയ യാതൊന്നുമില്ല.
2a0c030139	നിങ്ങൾ ഇരുളിൽ പറഞ്ഞതു പകലിൽ കേൾക്കും; ഉള്ളറകളിൽ കതകുകൾ അടച്ചിട്ട് ചെവിയിൽ മന്ത്രിച്ചതു പുരമുകളിൽനിന്ന് ഘോഷിക്കും.
2a0c040124	“എന്റെ പ്രിയരേ, ഞാൻ നിങ്ങളോടു പറയട്ടെ: ശരീരത്തെ കൊല്ലുന്നതിലപ്പുറം ഒന്നും ചെയ്യാൻ കഴിയാത്തവരെ ഭയപ്പെടേണ്ട.
2a0c050240	ആരെയാണു ഭയപ്പെടേണ്ടതെന്നു ഞാൻ നിങ്ങൾക്കു പറഞ്ഞുതരാം. ശരീരത്തെ കൊല്ലുകമാത്രമല്ല, അതിനുശേഷം നിങ്ങളെ നരകത്തിലിട്ടുകളയാനും അധികാരമുള്ള ദൈവത്തെ ഭയപ്പെടുക; അതേ, ദൈവത്തെമാത്രം ഭയപ്പെടുക എന്നു ഞാൻ നിങ്ങളോടു പറയുന്നു.
2a0c06011c	രണ്ട് രൂപയ്ക്ക് അഞ്ചു കുരുവിയെ വിൽക്കുന്നില്ലയോ? എങ്കിലും അവയിൽ ഒന്നിനെപ്പോലും ദൈവം മറന്നുകളയുന്നില്ല.
2a0c07015d	നിങ്ങളുടെ തലയിൽ എത്ര മുടിയുണ്ടെന്നുപോലും അവിടത്തേക്കറിയാം. ആകയാൽ ഭയപ്പെടേണ്ട, അനവധി കുരുവികളെക്കാളും മൂല്യമേറിയവരല്ലോ നിങ്ങൾ.
2a0c080192	“ഞാൻ നിങ്ങളോടു പറയട്ടെ, മനുഷ്യരുടെമുമ്പിൽ എന്നെ അംഗീകരിച്ചുപറയുന്ന ഏതൊരു വ്യക്തിയെയും ദൈവദൂതന്മാരുടെമുമ്പിൽ (ഞാനും) മനുഷ്യപുത്രനും അംഗീകരിക്കും.
2a0c090119	മനുഷ്യരുടെമുമ്പിൽ എന്നെ നിരാകരിക്കുന്ന ഏതൊരു വ്യക്തിയെയും ദൈവദൂതന്മാരുടെമുമ്പിൽ ഞാനും നിരാകരിക്കും.
2a0c0a018f	മനുഷ്യപുത്രനു (എനിക്കു) വിരോധമായി സംസാരിക്കുന്നവരോട് അതു ക്ഷമിക്കും. എന്നാൽ പരിശുദ്ധാത്മാവിന് വിരോധമായി സംസാരിക്കുന്നവർക്ക് ക്ഷമ ലഭിക്കുകയില്ല.
2a0c0b0201	“നിങ്ങളെ പള്ളികളിലും ഭരണകർത്താക്കളുടെയും അധികാരികളുടെയും മുമ്പിലും വിസ്തരിക്കാൻ കൊണ്ടുവരുമ്പോൾ എങ്ങനെ എതിർവാദം പറയണമെന്നോ എന്തു മൊഴി കൊടുക്കണമെന്നോ ചിന്തിച്ച് വ്യാകുലപ്പെടേണ്ടതില്ല;
2a0c0c00eb	നിങ്ങൾ പറയേണ്ടതെന്തെന്നു പരിശുദ്ധാത്മാവ് ആ സമയത്തുതന്നെ നിങ്ങൾക്ക് ഉപദേശിച്ചുതരും.”
2a0c0d0155	ജനക്കൂട്ടത്തിൽനിന്ന് ഒരുവൻ യേശുവിനോട്, “ഗുരോ, ഞാനുമായി പിതൃസ്വത്തു ഭാഗംവെക്കാൻ എന്റെ സഹോദരനോടു കൽപ്പിച്ചാലും” എന്നു പറഞ്ഞു.
2a0c0e00fe	അതിന് യേശു, “മനുഷ്യാ, എന്നെ നിങ്ങളുടെ ന്യായാധിപനോ മധ്യസ്ഥനോ ആയി നിയമിച്ചതാര്?” എന്നു ചോദിച്ചു.
2a0c0f01d6	അദ്ദേഹം തുടർന്ന് അവരോട്, “സൂക്ഷിക്കുക, എല്ലാവിധത്തിലുമുള്ള അത്യാഗ്രഹത്തിനെതിരേ ജാഗരൂകരായിരിക്കുക; ഒരാളുടെ ധനസമൃദ്ധിയല്ല അയാളുടെ ജീവന് ആധാരമായിരിക്കുന്നത്” എന്നു പറഞ്ഞു.
2a0c1000ef	അദ്ദേഹം അവരോട് ഈ സാദൃശ്യകഥയും പറഞ്ഞു: “ഒരു ധനികന്റെ കൃഷിസ്ഥലത്ത് സമൃദ്ധമായ വിളവുണ്ടായി.
2a0c1100d6	എന്റെ വിളവു സൂക്ഷിക്കാൻ സ്ഥലം ഇല്ലല്ലോ ‘ഞാൻ എന്തുചെയ്യും?’ അയാൾ ആത്മഗതംചെയ്തു.
2a0c1201d8	“ഞാൻ ഇതാണ് ചെയ്യാൻപോകുന്നത്, ‘ഞാൻ എന്റെ ഭണ്ഡാരപ്പുരകൾ പൊളിച്ച് അവയിലും വലിയവ പണിയിക്കും; അവിടെ ഞാൻ എന്റെ ധാന്യവും മറ്റു വിളവുകളുമെല്ലാം സംഭരിച്ചുവെക്കും’ എന്ന് അയാൾ പറഞ്ഞു.
2a0c1301f8	പിന്നെ ഞാൻ എന്നോടുതന്നെ, ‘എന്റെ ജീവനേ, അനേകം വർഷങ്ങളിലേക്കാവശ്യമായ ധാന്യവിഭവങ്ങളെല്ലാം സമൃദ്ധമായി നിന്റെ പക്കലുണ്ട്. ഇനി അധ്വാനിക്കേണ്ട; ഭക്ഷിച്ചുപാനംചെയ്ത് ആനന്ദിക്കുക’ എന്നു പറയും.
2a0c14019b	“എന്നാൽ ദൈവം അവനോട്, ‘മടയാ, ഈ രാത്രിയിൽത്തന്നെ നിന്റെ ജീവനെ ഞാൻ നിന്നോടു ചോദിക്കും. പിന്നെ, നീ നിനക്കായി ഒരുക്കിവെച്ചത് ആര് അനുഭവിക്കും?’ എന്നു ചോദിച്ചു.
2a0c1501b8	“തനിക്കുവേണ്ടിത്തന്നെ വസ്തുവകകൾ സംഭരിച്ചുവെക്കുകയും എന്നാൽ ദൈവികകാര്യങ്ങളിൽ സമ്പന്നനാകാതിരിക്കുകയുംചെയ്യുന്ന ഏതൊരു വ്യക്തിയുടെയും അവസ്ഥ ഇങ്ങനെതന്നെ ആകും.”
2a0c16022f	ഈ സംഭാഷണത്തിനുശേഷം യേശു ശിഷ്യന്മാരോടു തുടർന്നു പറഞ്ഞത്: “അതുകൊണ്ട് ഞാൻ നിങ്ങളോടു പറയുന്നു: എന്തു ഭക്ഷിക്കും എന്ന് ജീവസന്ധാരണത്തെപ്പറ്റിയോ എന്തു ധരിക്കും എന്ന് ശരീരത്തെപ്പറ്റിയോ നിങ്ങൾ വ്യാകുലപ്പെടരുത്.
2a0c1700b6	ജീവൻ ആഹാരത്തെക്കാളും ശരീരം വസ്ത്രത്തെക്കാളും പ്രാധാന്യമുള്ളതാണ്?
2a0c1801fa	കാക്കകളെ നോക്കുക! അവ വിതയ്ക്കുകയോ കൊയ്യുകയോ ചെയ്യുന്നില്ല; അവയ്ക്കു ഭണ്ഡാരശാലയോ കളപ്പുരയോ ഇല്ല; എങ്കിലും ദൈവം അവയ്ക്കു ഭക്ഷണം നൽകുന്നില്ലേ? പക്ഷികളെക്കാൾ എത്രയോ വിലപ്പെട്ടവരാണ് നിങ്ങൾ!
2a0c190129	വ്യാകുലപ്പെടുന്നതിലൂടെ തന്റെ ജീവിതകാലയളവിനോട് ഒരു നിമിഷം കൂട്ടിച്ചേർക്കാൻ നിങ്ങളിൽ ആർക്കെങ്കിലും കഴിയുമോ?
2a0c1a011a	ഈ ഒരു ചെറിയ കാര്യത്തിനുപോലും കഴിവില്ലാതിരിക്കെ, ശേഷമുള്ളതിനെക്കുറിച്ചു നിങ്ങൾ ആകുലപ്പെടുന്നതെന്തിന്?
2a0c1b026f	“ശോശന്നച്ചെടികൾ എങ്ങനെ വളരുന്നെന്നു നിരീക്ഷിക്കുക: അവ അധ്വാനിക്കുകയോ വസ്ത്രം നെയ്യുകയോ ചെയ്യുന്നില്ല. എന്നിട്ടും, ശലോമോൻപോലും തന്റെ സകലപ്രതാപത്തിലും ഇവയിൽ ഒന്നിനെപ്പോലെ അണിഞ്ഞൊരുങ്ങിയിരുന്നില്ല എന്നു ഞാൻ നിങ്ങളോടു പറയുന്നു.
2a0c1c01b3	ഇപ്പോഴുള്ളതും നാളെ തീയിൽ കത്തിയമരുന്നതുമായ വയലിലെ പുല്ലിനെ ദൈവം ഇങ്ങനെ അലങ്കരിക്കുന്നെങ്കിൽ; അൽപ്പവിശ്വാസികളേ, ദൈവം നിങ്ങളെ അതിനെക്കാളും എത്രയോ അധികം കരുതും!
2a0c1d0123	നിങ്ങൾ എന്തു ഭക്ഷിക്കുമെന്നോ എന്തു പാനംചെയ്യുമെന്നോ അന്വേഷിക്കരുത്; അതിനെപ്പറ്റി വ്യാകുലപ്പെടുകയുമരുത്.
2a0c1e0124	ദൈവത്തെ അറിയാത്തവരുടെ ലോകമാണ് ഇവതേടി അലയുന്നത്. ഇവയൊക്കെയും നിങ്ങൾക്കാവശ്യമെന്ന് നിങ്ങളുടെ പിതാവിനറിയാം.
2a0c1f00d6	നിങ്ങൾ ആ പിതാവിന്റെ രാജ്യം തേടുന്നവരാകുക; അങ്ങനെയായാൽ ഇവ നിങ്ങൾക്കു ലഭ്യമാകും.
2a0c20012c	“ചെറിയ ആട്ടിൻപറ്റമേ, ഭീതിവേണ്ട, നിങ്ങൾക്ക് അവിടത്തെ രാജ്യഭാരം നൽകാൻ നിങ്ങളുടെ പിതാവിന് പ്രസാദമായിരിക്കുന്നു.
2a0c2101f0	നിങ്ങളുടെ വസ്തുവകകൾ വിറ്റു ദരിദ്രർക്കു വിതരണംചെയ്യുക. പഴകാത്ത മടിശ്ശീലയും അക്ഷയനിക്ഷേപവും സ്വർഗത്തിൽ നിങ്ങൾക്കായി കരുതും. അവിടെ കള്ളൻ അടുക്കുകയോ പുഴു നശിപ്പിക്കുയോ ചെയ്യുന്നില്ല.
2a0c2200b6	നിന്റെ നിക്ഷേപം ഇരിക്കുന്നിടത്തുതന്നെയായിരിക്കും നിന്റെ ഹൃദയവും.
2a0c230099	“നിങ്ങളുടെ അര മുറുക്കിയും വിളക്കു തെളിഞ്ഞും ഇരിക്കട്ടെ.
2a0c2401a1	വിവാഹവിരുന്നിനു പോയി മടങ്ങിയെത്തിയ യജമാനൻ വാതിലിൽ മുട്ടുമ്പോൾത്തന്നെ അദ്ദേഹത്തിന് വാതിൽ തുറന്നുകൊടുക്കാൻ കാത്തിരിക്കുന്ന സേവകരോടു തുല്യരായിരിക്കുക.
2a0c25022c	യജമാനൻ മടങ്ങിവരുമ്പോൾ ജാഗ്രതയോടെ കാത്തിരിക്കുന്ന സേവകർ അനുഗൃഹീതർ. യജമാനൻ തന്റെ അര കെട്ടി അവരെ ഭക്ഷണത്തിനിരുത്തുകയും അടുത്തുവന്ന് അവരെ ശുശ്രൂഷിക്കുകയും ചെയ്യും എന്നു നിശ്ചയമായും ഞാൻ നിങ്ങളോടു പറയുന്നു.
2a0c2600ff	അദ്ദേഹം അർധരാത്രിയിലോ സൂര്യോദയത്തിനുമുമ്പോ വന്നാലും ആ സേവകർ ഒരുങ്ങിയിരുന്നാൽ അവർ അനുഗൃഹീതർ.
2a0c27016c	കള്ളൻ വരുന്ന സമയം വീട്ടുടമസ്ഥൻ അറിഞ്ഞിരുന്നെങ്കിൽ അദ്ദേഹം തന്റെ ഭവനം തുരക്കാതിരിക്കാൻ വേണ്ട കരുതൽ ചെയ്യുമെന്നു നിങ്ങൾക്കറിയാമല്ലോ.
2a0c28012f	അതുപോലെ നിങ്ങളും സദാ ജാഗരൂകരായിരിക്കുക. കാരണം, മനുഷ്യപുത്രൻ വരുന്നത് ആരും പ്രതീക്ഷിക്കാത്ത സമയത്തായിരിക്കും.”
2a0c29012f	അപ്പോൾ പത്രോസ്, “കർത്താവേ, അങ്ങ് ഈ സാദൃശ്യകഥ ഞങ്ങളോടുമാത്രമാണോ അതോ എല്ലാവരോടുമായാണോ പറയുന്നത്?” എന്നു ചോദിച്ചു.
2a0c2a01bd	അതിനു മറുപടിയായി കർത്താവ് പറഞ്ഞത്: “ഭവനത്തിലെ ദാസർക്ക് യഥാസമയം ഭക്ഷണം നൽകാൻ, അവരുടെ കാര്യസ്ഥനായി യജമാനൻ നിയോഗിച്ചിരിക്കുന്ന വിശ്വസ്തനും വിവേകിയുമായ ഭൃത്യൻ ആരാണ്?
2a0c2b00e5	യജമാനൻ വരുമ്പോൾ അപ്രകാരം ചെയ്യുന്നവനായി കാണപ്പെടുന്ന ഭൃത്യൻ അനുഗ്രഹിക്കപ്പെട്ടവൻ.
2a0c2c0120	അദ്ദേഹം ആ ഭൃത്യനെ തന്റെ സകലസ്വത്തിനും മേലധികാരിയായി നിയമിക്കും എന്നു നിശ്ചയമായും ഞാൻ നിങ്ങളോടു പറയുന്നു.
2a0c2d01bb	എന്നാൽ ‘യജമാനൻ ഉടനെയൊന്നും വരികയില്ല’ എന്നു ചിന്തിക്കുന്നവനാണ് ആ ഭൃത്യനെങ്കിൽ, അയാൾ ഇതര ദാസീദാസന്മാരെ മർദിക്കാനും മദ്യപരോടൊത്ത് തിന്നാനും കുടിക്കാനും തുടങ്ങും.
2a0c2e0196	ആ ഭൃത്യൻ പ്രതീക്ഷിക്കാത്ത ദിവസത്തിലും ചിന്തിക്കാത്ത സമയത്തും യജമാനൻ വന്നുചേരും. അദ്ദേഹം അവനെ അതികഠിനമായി ശിക്ഷിച്ച് അവിശ്വാസികൾക്കൊപ്പം ഇടം നൽകും.
2a0c2f019f	“യജമാനന്റെ ഇഷ്ടം അറിഞ്ഞിട്ടും ഒരുങ്ങാതിരിക്കുകയും അദ്ദേഹത്തിന്റെ അഭിലാഷപ്രകാരം പ്രവർത്തിക്കാതിരിക്കുകയുംചെയ്യുന്ന ദാസനു വളരെ മർദനമേൽക്കേണ്ടിവരും.
2a0c3001ec	എന്നാൽ അജ്ഞതയിൽ, ശിക്ഷാർഹമായവ പ്രവർത്തിക്കുന്നവനു കുറച്ചു പ്രഹരമേ ലഭിക്കുകയുള്ളൂ. ഏറെ ലഭിച്ചവനിൽനിന്ന് ഏറെ ആവശ്യപ്പെടും; അധികം ഭരമേൽപ്പിക്കപ്പെട്ടവനിൽനിന്ന് അധികം അവകാശപ്പെടും.
2a0c310131	“ഭൂമി അഗ്നിക്കിരയാക്കാനാണ് ഞാൻ വന്നിരിക്കുന്നത്; അത് ഇപ്പോൾത്തന്നെ ജ്വലിച്ചെങ്കിൽ എന്നു ഞാൻ ആശിച്ചുപോകുകയാണ്?
2a0c320110	എന്നാൽ എനിക്ക് ഒരു സ്നാനം സ്വീകരിക്കേണ്ടതുണ്ട്; അത് സാക്ഷാത്കൃതമാകുന്നതുവരെ ഞാൻ എത്ര ഞെരുങ്ങുന്നു!
2a0c330179	നിങ്ങൾ കരുതുന്നത് ഞാൻ ഭൂമിയിൽ സമാധാനം വരുത്താൻ വന്നു എന്നാണോ? നിശ്ചയമായും അല്ല, ഭിന്നത വരുത്താനാണ് ഞാൻ വന്നത് എന്നു ഞാൻ നിങ്ങളോടു പറയുന്നു.
2a0c340146	ഇനിമേൽ ഒരു കുടുംബത്തിൽ ആകെയുള്ള അഞ്ചുപേരിൽ രണ്ടുപേരോട് മൂന്നുപേരും മൂന്നുപേരോട് രണ്ടുപേരും ഇങ്ങനെ ഭിന്നിച്ചിരിക്കും.
2a0c350208	പിതാവ് മകനു വിരോധമായും മകൻ പിതാവിന് വിരോധമായും അമ്മ മകൾക്കു വിരോധമായും മകൾ അമ്മയ്ക്കു വിരോധമായും അമ്മായിയമ്മ മരുമകൾക്കു വിരോധമായും മരുമകൾ അമ്മായിയമ്മയ്ക്ക് വിരോധമായും ഭിന്നിച്ചിരിക്കും.”
2a0c3601d8	പിന്നെ യേശു ജനക്കൂട്ടത്തെ സംബോധനചെയ്തുകൊണ്ട്, “പശ്ചിമദിക്കിൽ ഒരു മേഘം ഉയരുന്നതു കാണുമ്പോൾ ‘പെരുമഴ പെയ്യാൻ പോകുന്നു’ എന്നു നിങ്ങൾ പറയുന്നു; അങ്ങനെ സംഭവിക്കുകയുംചെയ്യുന്നു.
2a0c370104	തെക്കൻകാറ്റു വീശുമ്പോൾ ‘അത്യുഷ്ണം ഉണ്ടാകും’ എന്നു നിങ്ങൾ പറയുന്നു; അതും അതുപോലെ സംഭവിക്കുന്നു.
2a0c3801c9	കപടഭക്തരേ! ഭൂമിയുടെയും ആകാശത്തിന്റെയും ഭാവഭേദങ്ങൾ വ്യാഖ്യാനിക്കാൻ നിങ്ങൾക്കറിയാം. അങ്ങനെയെങ്കിൽ, നിങ്ങൾക്ക് എന്തുകൊണ്ട് ഈ കാലഘട്ടത്തെ വ്യാഖ്യാനിക്കാൻ കഴിയുന്നില്ല?
2a0c390092	“എന്താണു ശരിയെന്നു നിങ്ങൾ സ്വയം വിവേചിക്കാത്തതെന്ത്?
2a0c3a02bd	നിന്നെ കോടതിയിലേക്കു കൊണ്ടുപോകുന്ന എതിർകക്ഷിയുമായി, വഴിയിൽവെച്ചുതന്നെ രമ്യതപ്പെടാൻ ശ്രമിക്കുക. അല്ലാത്തപക്ഷം അയാൾ നിന്നെ ന്യായാധിപന്റെ അടുത്തേക്കു വലിച്ചിഴയ്ക്കുകയും ന്യായാധിപൻ നിയമപാലകനെ ഏൽപ്പിക്കുകയും അയാൾ നിന്നെ കാരാഗൃഹത്തിൽ അടയ്ക്കുകയും ചെയ്യും.
2a0c3b0108	അവസാനത്തെ നാണയവും കൊടുത്തുതീർക്കുന്നതുവരെ നീ അവിടെനിന്നു പുറത്തുവരികയില്ല എന്നു ഞാൻ പറയുന്നു.”
2a0d010198	ദൈവാലയത്തിൽ യാഗം അർപ്പിച്ചുകൊണ്ടിരുന്ന ചില ഗലീലക്കാരെ പീലാത്തോസ് കൊലചെയ്യിച്ച വാർത്ത ഈ സന്ദർഭത്തിൽ അവിടെ ഉണ്ടായിരുന്നവരിൽ ചിലർ യേശുവിനെ അറിയിച്ചു.
2a0d02018c	അതുകേട്ട യേശു ഇങ്ങനെ പ്രതിവചിച്ചു: “ഈ ഗലീലക്കാർക്ക് ഇതു സംഭവിച്ചതുകൊണ്ട് ഗലീലയിലെ മറ്റെല്ലാവരെക്കാളും അവർ പാപികളാണെന്നു നിങ്ങൾ ചിന്തിക്കുന്നോ?
2a0d030149	നിശ്ചയമായും അല്ല. മാനസാന്തരപ്പെടാതിരുന്നാൽ നിങ്ങളെല്ലാവരും അവരെപ്പോലെതന്നെ നശിച്ചുപോകും എന്നു ഞാൻ നിങ്ങളോടു പറയുന്നു.
2a0d0401c1	ശീലോഹാമിലെ ഗോപുരം തകർന്നുവീണപ്പോൾ അതിനടിയിൽപ്പെട്ടു മരിച്ച ആ പതിനെട്ടുപേർ ജെറുശലേമിൽ താമസിച്ചിരുന്ന മറ്റെല്ലാവരെക്കാളും വലിയ കുറ്റവാളികളെന്നു നിങ്ങൾ കരുതുന്നോ?
2a0d05014c	നിശ്ചയമായും അല്ല. മാനസാന്തരപ്പെടാതിരുന്നാൽ നിങ്ങളെല്ലാവരും അവരെപ്പോലെതന്നെ നശിച്ചുപോകും എന്നു ഞാൻ നിങ്ങളോടു പറയുന്നു.”
2a0d0601b5	പിന്നെ യേശു ഈ സാദൃശ്യകഥ പറഞ്ഞു: “ഒരു മനുഷ്യൻ തന്റെ മുന്തിരിത്തോപ്പിൽ ഒരു അത്തിവൃക്ഷം നട്ടിരുന്നു. അയാൾ അതിൽ ഫലം അന്വേഷിച്ചുവന്നു; എന്നാൽ ഒന്നും കാണാൻ കഴിഞ്ഞില്ല.
2a0d07022f	അയാൾ തോട്ടം സൂക്ഷിപ്പുകാരനോട്, ‘ഇപ്പോൾ, മൂന്നുവർഷമായിട്ട് ഞാൻ ഈ അത്തിവൃക്ഷത്തിൽ ഫലം അന്വേഷിച്ചുവരുന്നു; ഇതേവരെ ഒന്നും കാണാൻ കഴിഞ്ഞില്ല. അതു വെട്ടിക്കളയുക! അതിനായി എന്തിന് സ്ഥലം പാഴാക്കുന്നു?’ എന്നു പറഞ്ഞു.
2a0d080104	“അതിന് അയാൾ, ‘യജമാനനേ, ഒരു വർഷത്തേക്കുകൂടി അങ്ങു ക്ഷമിച്ചാലും; ഞാൻ അതിനുചുറ്റും കിളച്ചു വളമിടാം.
2a0d0900fc	അടുത്തവർഷം അതു കായ്ക്കുന്നെങ്കിലോ! ഇല്ലെങ്കിൽ വെട്ടിക്കളഞ്ഞുകൊള്ളാം’ എന്ന് ഉത്തരം പറഞ്ഞു.”
2a0d0a00db	ഒരു ശബ്ബത്തുനാളിൽ യേശു ഒരു യെഹൂദപ്പള്ളിയിൽ ഉപദേശിച്ചുകൊണ്ടിരിക്കുകയായിരുന്നു.
2a0d0b012e	ഒരു ദുരാത്മാവിന്റെ പീഡയാൽ പതിനെട്ടു വർഷമായി കൂനിയായി തീരെ നിവരാൻ കഴിയാത്ത ഒരു സ്ത്രീ ആ പള്ളിയിൽ ഉണ്ടായിരുന്നു.
2a0d0c012a	യേശു അവളെ കണ്ട് അടുക്കൽ വിളിച്ച്, “സ്ത്രീയേ, നിന്റെ രോഗബന്ധനത്തിൽനിന്ന് നീ മോചിതയായിരിക്കുന്നു” എന്നു പറഞ്ഞ്
2a0d0d00d2	അവളുടെമേൽ കൈവെച്ചു. ഉടൻതന്നെ അവൾ നിവർന്നുനിന്നു ദൈവത്തെ സ്തുതിക്കാൻ തുടങ്ങി.
2a0d0e0231	യേശു ആ സ്ത്രീയെ സൗഖ്യമാക്കിയത് ശബ്ബത്തുനാളിൽ ആയിരുന്നതുകൊണ്ട് പള്ളിമുഖ്യൻ കോപം നിറഞ്ഞവനായി ജനങ്ങളോട്, “അധ്വാനിക്കാൻ ആറുദിവസമുണ്ടല്ലോ. ആ ദിവസങ്ങളിൽ വന്നു സൗഖ്യമായിക്കൊള്ളണം; ശബ്ബത്തുനാളിൽ അനുവദനീയമല്ല.”
2a0d0f0200	അപ്പോൾ കർത്താവ് അയാളുടെ പ്രസ്താവനയ്ക്കു മറുപടിയായി: “കപടഭക്തരേ! ശബ്ബത്തുനാളിൽ നിങ്ങൾ നിങ്ങളുടെ കാളയെയോ കഴുതയെയോ തൊഴുത്തിൽനിന്ന് അഴിച്ച്, വെള്ളം കൊടുക്കാൻ പുറത്തേക്കു കൊണ്ടുപോകുകയില്ലേ?
2a0d1001b0	അബ്രാഹാമിന്റെ മകളായ ഇവളെ സാത്താൻ പതിനെട്ടു വർഷമായി ബന്ധനത്തിൽ വെച്ചിരുന്നു. ശബ്ബത്തുനാളിൽ അവളെ ബന്ധനത്തിൽനിന്ന് വിടുവിക്കുന്നതിൽ എന്ത് അനൗചിത്യമാണുള്ളത്?”
2a0d110194	യേശുവിന്റെ ഈ പ്രസ്താവനയിൽ അദ്ദേഹത്തിന്റെ എതിരാളികളെല്ലാം ലജ്ജിച്ചു. എന്നാൽ ശേഷം ജനാവലി അദ്ദേഹം ചെയ്തുകൊണ്ടിരുന്ന സകലമഹൽകൃത്യങ്ങളിലും ആനന്ദിച്ചു.
2a0d120113	പിന്നീടൊരിക്കൽ യേശു, “ദൈവരാജ്യം എന്തിനോടു സദൃശം? ഞാൻ അതിനെ എന്തിനോടാണ് ഉപമിക്കേണ്ടത്? എന്നു ചോദിച്ചു.
2a0d1301da	ഒരു മനുഷ്യൻ എടുത്തു തന്റെ തോട്ടത്തിൽ നട്ട കടുകുമണിയോട് അതിനെ ഉപമിക്കാം. അതു വളർന്ന് ഒരു വൃക്ഷമായിത്തീരുകയും ആകാശത്തിലെ പക്ഷികൾ വന്ന് അതിന്റെ ശാഖകളിൽ കൂടുവെക്കുകയും ചെയ്തു.”
2a0d1400bc	അദ്ദേഹം വീണ്ടും പറഞ്ഞു: “ദൈവരാജ്യത്തെ ഞാൻ എന്തിനോടാണ് ഉപമിക്കേണ്ടത്?
2a0d150102	അത്, മൂന്നുപറ മാവ് മുഴുവനും പുളിച്ചുപൊങ്ങാനായി അതിൽ ഒരു സ്ത്രീ ചേർത്തുവെച്ച പുളിപ്പിനു സമാനം.”
2a0d160115	ഇതിനുശേഷം യേശു പട്ടണങ്ങളിലും ഗ്രാമങ്ങളിലും ഉപദേശിച്ചുകൊണ്ട് ജെറുശലേമിലേക്കു യാത്രപോകുകയായിരുന്നു.
2a0d170144	ഒരാൾ യേശുവിനോട്, “കർത്താവേ, തീരെ കുറച്ചുപേർമാത്രമേ രക്ഷിക്കപ്പെടുകയുള്ളോ?” എന്നു ചോദിച്ചു. അദ്ദേഹം മറുപടിയായി പറഞ്ഞത്,
2a0d18018c	“ഇടുങ്ങിയ വാതിലിലൂടെ പ്രവേശിക്കാൻ കിണഞ്ഞു പരിശ്രമിക്കുക; അതിന് പരിശ്രമിക്കുന്ന പലർക്കും പ്രവേശനം സാധ്യമാകുകയില്ല എന്നു ഞാൻ നിങ്ങളോടു പറയുന്നു.
2a0d1902c1	വീട്ടുടമസ്ഥൻ എഴുന്നേറ്റു വാതിൽ അടച്ചുകഴിയുമ്പോൾ, നിങ്ങൾ വെളിയിൽനിന്ന് മുട്ടിക്കൊണ്ട് ‘യജമാനനേ, ഞങ്ങൾക്ക് വാതിൽ തുറന്നുതരണമേ’ എന്ന് കെഞ്ചാൻ തുടങ്ങും. “എന്നാൽ അദ്ദേഹം, ‘നിങ്ങൾ ആരാണെന്നോ നിങ്ങൾ എവിടെനിന്നു വരുന്നെന്നോ ഞാൻ അറിയുന്നില്ല’ എന്നു നിങ്ങളോടു പറയും.
2a0d1a017f	“അപ്പോൾ നിങ്ങൾ: ‘ഞങ്ങൾ അങ്ങയുടെകൂടെ ഭക്ഷിക്കുകയും പാനംചെയ്യുകയും അങ്ങു ഞങ്ങളുടെ തെരുവുകളിൽ ഉപദേശിക്കുകയും ചെയ്തിട്ടുണ്ടല്ലോ’ എന്നു പറയും.
2a0d1b01b5	“എന്നാൽ അദ്ദേഹം, ‘നിങ്ങൾ ആരാണെന്നോ നിങ്ങൾ എവിടെനിന്നു വരുന്നെന്നോ ഞാൻ അറിയുന്നില്ല; അധർമം പ്രവർത്തിക്കുന്നവരേ, നിങ്ങൾ എല്ലാവരും എന്നെ വിട്ടുപോകുക’ എന്നു പറയും.
2a0d1c01d4	“അബ്രാഹാമും യിസ്ഹാക്കും യാക്കോബും സകലപ്രവാചകന്മാരും ദൈവരാജ്യത്തിൽ ഇരിക്കുന്നതും നിങ്ങൾമാത്രം പുറന്തള്ളപ്പെട്ടിരിക്കുന്നതും കാണുമ്പോൾ കരച്ചിലും പല്ലുകടിയും ഉണ്ടാകും.
2a0d1d0129	പൂർവപശ്ചിമരാജ്യങ്ങളിൽനിന്നും ഉത്തരദക്ഷിണരാജ്യങ്ങളിൽനിന്നും അനേകർ വന്ന് ദൈവരാജ്യത്തിൽ വിരുന്നിനിരിക്കും.
2a0d1e0112	ഏറ്റവും പിന്നിലുള്ളവർ അഗ്രഗാമികളായിത്തീരും; അഗ്രഗാമികളായിരുന്ന പലരും പിന്നിലുള്ളവരുമായിത്തീരും.”
2a0d1f01f2	ഈ സംഭാഷണം നടന്നുകൊണ്ടിരിക്കുമ്പോൾത്തന്നെ ചില പരീശന്മാർ യേശുവിന്റെ അടുക്കൽവന്ന് അദ്ദേഹത്തോട്, “ഈ സ്ഥലം വിട്ടുപോകുക, ഹെരോദാവ് താങ്കളെ വധിക്കാൻ തീരുമാനിച്ചിരിക്കുന്നു” എന്നറിയിച്ചു.
