0100000007	Genèse
281a3a007a	Mais Pierre le suivit de loin jusqu'à la cour du grand prêtre; il entra et s'assit avec les officiers, pour voir la fin.
281a3b0085	Les principaux sacrificateurs, les anciens et tout le conseil cherchaient un faux témoignage contre Jésus, afin de le faire mourir,
281a3c00bb	mais ils n'en trouvèrent aucun. Ils n'en trouvèrent aucun. Beaucoup de faux témoins se présentèrent, mais ils n'en trouvèrent aucun. Mais enfin, deux faux témoins se présentèrent
281a3d0063	et dirent: «Cet homme a dit: Je puis détruire le temple de Dieu, et le rebâtir en trois jours.»
281a3e007d	Le grand prêtre se leva et lui dit: «Ne réponds-tu pas? Qu'est-ce que c'est que ces gens-là qui témoignent contre toi?»
281a3f0092	Mais Jésus garda le silence. Le grand prêtre lui répondit: «Je t'adjure par le Dieu vivant de nous dire si tu es le Christ, le Fils de Dieu.»
281a4000a9	Jésus lui dit: «Tu l'as dit. Cependant, je te le dis, après cela, tu verras le Fils de l'homme assis à la droite de la puissance, et venant sur les nuées du ciel.»
281a4100b4	Alors le grand prêtre déchira ses vêtements, en disant: «Il a proféré un blasphème! Pourquoi avons-nous besoin d'autres témoins? Voici que vous avez entendu son blasphème.
281a420042	Qu'en pensez-vous?» Ils répondirent: «Il est digne de mourir!»
281a43005f	Alors ils lui crachèrent au visage, le frappèrent de leurs poings, et certains le giflèrent,
281a440039	en disant: «Prophétise-nous, Christ! Qui t'a frappé?»
281a450080	Or, Pierre était assis dehors, dans la cour, et une servante vint lui dire: «Toi aussi, tu étais avec Jésus, le Galiléen!»
281a46004f	Mais il le nia devant eux tous, disant: «Je ne sais pas de quoi vous parlez.»
281a470094	Comme il était sorti sur le portique, quelqu'un d'autre le vit et dit à ceux qui étaient là: «Cet homme aussi était avec Jésus de Nazareth.»
281a480041	Il l'a encore nié avec serment: «Je ne connais pas cet homme.»
281a4900ae	Au bout d'un certain temps, ceux qui se trouvaient là s'approchèrent et dirent à Pierre: «Certainement, toi aussi, tu es des leurs, car ton discours te fait connaître.»
281a4a0061	Puis il se mit à jurer et à maudire: «Je ne connais pas cet homme!» Aussitôt, le coq chanta.
281a4b0097	Pierre se souvint de la parole que Jésus lui avait dite: «Avant que le coq chante, tu me renieras trois fois.» Alors il sortit et pleura amèrement.
281b01008b	Dès que le matin fut venu, tous les principaux sacrificateurs et les anciens du peuple tinrent conseil contre Jésus pour le faire mourir.
281b020050	Ils le lièrent, l'emmenèrent, et le livrèrent à Ponce Pilate, le gouverneur.
281b0300a7	Alors Judas, qui le livrait, voyant que Jésus était condamné, eut des remords, et rapporta les trente pièces d'argent aux principaux sacrificateurs et aux anciens,
281b040082	en disant: «J'ai péché en livrant un sang innocent.» Mais ils ont dit: «Qu'est-ce que ça peut nous faire? Occupez-vous en.»
281b05005d	Il jeta les pièces d'argent dans le sanctuaire et s'en alla. Puis il s'en alla et se pendit.
281b06009b	Les principaux sacrificateurs prirent les pièces d'argent et dirent: «Il n'est pas permis de les mettre dans le trésor, puisque c'est le prix du sang.»
281b070065	Ils tinrent conseil, et ils achetèrent avec elles le champ du potier pour y enterrer les étrangers.
281b08004e	C'est pourquoi ce champ a été appelé jusqu'à ce jour «le champ du sang».
281b0900e2	Alors s'accomplit ce qui avait été annoncé par Jérémie, le prophète, en ces termes, «Ils ont pris les trente pièces d'argent, le prix de celui qui avait été mis à prix, que certains des enfants d'Israël ont prisé,
281b0a0053	et ils les donnèrent pour le champ du potier, comme le Seigneur me l'a ordonné.»
281b0b0098	Or, Jésus se tenait devant le gouverneur; et le gouverneur l'interrogeait, disant: «Es-tu le roi des Juifs?» Jésus lui dit: «C'est ce que tu dis.»
281b0c005d	Lorsqu'il fut accusé par les principaux sacrificateurs et les anciens, il ne répondit rien.
281b0d0058	Alors Pilate lui dit: «N'entends-tu pas combien de choses ils témoignent contre toi?»
281b0e0059	Il ne lui répondit pas, pas même un mot, de sorte que le gouverneur fut très étonné.
281b0f0074	Or, à l'occasion de la fête, le gouverneur avait coutume de relâcher à la foule un prisonnier qu'elle désirait.
281b100039	Ils avaient alors un prisonnier notable, nommé Barabbas.
281b110086	Lorsqu'ils furent rassemblés, Pilate leur dit: «Qui voulez-vous que je vous relâche? Barabbas, ou Jésus qu'on appelle le Christ?»
281b120040	Car il savait que c'était par jalousie qu'ils l'avaient livré.
281b1300ac	Comme il était assis sur le siège du jugement, sa femme lui envoya dire: «Ne te mêle pas de ce juste, car j'ai beaucoup souffert aujourd'hui en rêve à cause de lui.»
281b14006f	Or, les chefs des prêtres et les anciens persuadaient la foule de demander Barabbas et de faire périr Jésus.
281b150073	Mais le gouverneur leur répondit: «Lequel des deux voulez-vous que je vous relâche?» Ils ont dit: «Barabbas!»
281b16007e	Pilate leur dit: «Que dois-je donc faire à Jésus, qui est appelé Christ?» Ils lui ont tous dit: «Qu'il soit crucifié!»
281b17007e	Mais le gouverneur dit: «Pourquoi? Quel mal a-t-il fait?» Mais ils poussaient de grands cris, disant: «Qu'on le crucifie!»
281b1800de	Alors, voyant que l'on ne gagnait rien, mais qu'au contraire on commençait à faire du grabuge, Pilate prit de l'eau et se lava les mains devant la foule, en disant: «Je suis innocent du sang de ce juste. Tu y veilles.»
281b19004f	Tout le peuple répondit: «Que son sang retombe sur nous et sur nos enfants!»
281b1a0059	Puis il leur relâcha Barabbas, mais il flagella Jésus et le livra pour être crucifié.
281b1b0075	Alors les soldats du gouverneur emmenèrent Jésus dans le prétoire, et rassemblèrent contre lui toute la garnison.
281b1c003e	Ils le dépouillèrent et le revêtirent d'une robe écarlate.
281b1d00c3	Ils tressèrent une couronne d'épines et la mirent sur sa tête, et un roseau dans sa main droite. Ils se mirent à genoux devant lui et se moquèrent de lui en disant: «Salut, roi des Juifs!»
281b1e004a	Ils crachèrent sur lui, prirent le roseau et le frappèrent sur la tête.
281b1f0082	Après s'être moqués de lui, ils lui ôtèrent le manteau, le revêtirent de ses vêtements, et l'emmenèrent pour le crucifier.
281b200083	En sortant, ils trouvèrent un homme de Cyrène, nommé Simon, et ils l'obligèrent à marcher avec eux, afin qu'il porte sa croix.
281b210054	Lorsqu'ils arrivèrent à un lieu appelé Golgotha, c'est-à-dire le lieu du crâne,
281b220069	ils lui donnèrent à boire du vin aigre mêlé de fiel. Lorsqu'il l'eut goûté, il ne voulut pas boire.
281b23004f	Après l'avoir crucifié, ils se partagèrent ses vêtements en tirant au sort,
281b240027	et ils s'assirent là pour le regarder.
281b25006e	Ils mirent au-dessus de sa tête l'accusation portée contre lui, écrite: «C'est JÉSUS, le roi des Juifs.»
281b26005b	Et il y avait deux brigands crucifiés avec lui, l'un à sa droite et l'autre à sa gauche.
281b270030	Les passants le blasphémaient, remuant la tête
281b28008d	et disant: «Toi qui détruis le temple et le rebâtis en trois jours, sauve-toi toi-même! Si tu es le Fils de Dieu, descends de la croix!»
281b290067	De même, les principaux sacrificateurs, se moquant des scribes, des pharisiens et des anciens, dirent:
281b2a0099	«Il a sauvé les autres, mais il ne peut se sauver lui-même. S'il est le roi d'Israël, qu'il descende maintenant de la croix, et nous croirons en lui.
281b2b0071	Il a confiance en Dieu. Que Dieu le délivre maintenant, s'il le veut, car il a dit: «Je suis le Fils de Dieu».
281b2c0057	Les brigands aussi, qui ont été crucifiés avec lui, lui ont jeté le même opprobre.
281b2d0063	Or, depuis la sixième heure, il y eut des ténèbres sur tout le pays jusqu'à la neuvième heure.
281b2e00a5	Vers la neuvième heure, Jésus cria d'une voix forte, en disant: «Eli, Eli, lima sabachthani?» C'est-à-dire: «Mon Dieu, mon Dieu, pourquoi m'as-tu abandonné?»
281b2f005f	Quelques-uns de ceux qui se tenaient là, l'ayant entendu, dirent: «Cet homme appelle Élie.»
281b300076	Aussitôt, l'un d'eux courut prendre une éponge, la remplit de vinaigre, la posa sur un roseau et lui donna à boire.
281b310044	Les autres dirent: «Laisse-le. Voyons si Élie viendra le sauver.»
281b320038	Jésus cria encore d'une voix forte, et rendit l'esprit.
281b330070	Voici, le voile du temple s'est déchiré en deux, du haut en bas. La terre trembla et les rochers se fendirent.
281b340063	Les sépulcres s'ouvrirent, et beaucoup de corps de saints qui s'étaient endormis ressuscitèrent.
281b35007a	Et, sortant des sépulcres après sa résurrection, ils entrèrent dans la ville sainte et apparurent à beaucoup de gens.
281b3600c9	Or le centurion et ceux qui étaient avec lui et qui regardaient Jésus, voyant le tremblement de terre et ce qui se passait, furent saisis de terreur et dirent: «Vraiment, c'était le Fils de Dieu!»
281b370078	Il y avait là plusieurs femmes qui regardaient de loin, et qui avaient suivi Jésus depuis la Galilée, pour le servir.
281b380074	Parmi elles se trouvaient Marie de Magdala, Marie, mère de Jacques et de Joses, et la mère des fils de Zébédée.
281b390068	Le soir venu, arriva un homme riche d'Arimathée, nommé Joseph, qui était aussi le disciple de Jésus.
281b3a0067	Cet homme alla trouver Pilate et demanda le corps de Jésus. Pilate ordonna qu'on lui remette le corps.
281b3b0036	Joseph prit le corps, l'enveloppa dans un linge propre
281b3c0090	et le déposa dans son tombeau neuf, qu'il avait taillé dans le roc. Puis il roula une grande pierre contre l'entrée du tombeau, et s'en alla.
281b3d004a	Marie-Madeleine était là, avec l'autre Marie, assise en face du tombeau.
281b3e0074	Le lendemain du jour de la préparation, les chefs des prêtres et les pharisiens s'assemblèrent auprès de Pilate,
281b3f008a	et dirent: «Seigneur, nous nous souvenons de ce que ce séducteur a dit quand il vivait encore: «Après trois jours, je ressusciterai».
281b4000f4	Ordonne donc que le tombeau soit mis en sûreté jusqu'au troisième jour, de peur que ses disciples ne viennent la nuit l'enlever et ne disent au peuple: «Il est ressuscité des morts»; et la dernière tromperie sera pire que la première.»
281b410059	Pilate leur dit: «Vous avez une garde. Allez, sécurisez-le autant que vous le pouvez.»
281b420055	Ils allèrent donc avec la garde et sécurisèrent le tombeau, en scellant la pierre.
281c010090	Après le sabbat, comme l'aube commençait à poindre le premier jour de la semaine, Marie-Madeleine et l'autre Marie vinrent voir le sépulcre.
281c020091	Et voici, il y eut un grand tremblement de terre; car un ange du Seigneur descendit du ciel, vint rouler la pierre de la porte et s'assit dessus.
281c030050	Son aspect était semblable à l'éclair, et son vêtement blanc comme la neige.
281c040049	Par crainte de lui, les gardes tremblèrent et devinrent comme des morts.
281c05006c	L'ange répondit aux femmes: «N'ayez pas peur, car je sais que vous cherchez Jésus, qui a été crucifié.
281c060074	Il n'est pas ici, car il est ressuscité, comme il l'avait dit. Venez, voyez le lieu où le Seigneur était couché.
281c0700a7	Allez vite dire à ses disciples: «Il est ressuscité des morts, et voici qu'il vous précède en Galilée; c'est là que vous le verrez». Voici, je vous l'ai dit.»
281c080084	Elles s'éloignèrent rapidement du tombeau, avec crainte et dans une grande joie, et coururent porter la nouvelle à ses disciples.
281c0900ae	Comme elles allaient l'annoncer à ses disciples, voici que Jésus vint à leur rencontre en disant: «Réjouissez-vous!» Ils vinrent se saisir de ses pieds et l'adorèrent.
281c0a007e	Alors Jésus leur dit: «N'ayez pas peur. Allez dire à mes frères qu'ils doivent aller en Galilée, et là ils me verront.»
281c0b0091	Comme ils s'en allaient, voici que des gardes entrèrent dans la ville et racontèrent aux principaux sacrificateurs tout ce qui s'était passé.
281c0c0073	Après s'être réunis avec les anciens et avoir délibéré, ils donnèrent aux soldats une grosse somme d'argent,
281c0d0063	en disant: «Dites que ses disciples sont venus de nuit et l'ont enlevé pendant que nous dormions.
281c0e0063	Si cela vient aux oreilles du gouverneur, nous le persuaderons et vous libérerons de tout souci.»
281c0f008d	Ils prirent donc l'argent et firent ce qu'on leur avait dit. Ce proverbe s'est répandu parmi les Juifs et se perpétue jusqu'à aujourd'hui.
281c10005b	Les onze disciples se rendirent en Galilée, sur la montagne où Jésus les avait envoyés.
281c110054	Quand ils le virent, ils se prosternèrent devant lui; mais quelques-uns doutèrent.
281c12006a	Jésus s'approcha d'eux et leur parla ainsi: «Tout pouvoir m'a été donné dans le ciel et sur la terre.
281c13006c	Allez, faites de toutes les nations des disciples, baptisez-les au nom du Père, du Fils et du Saint-Esprit,
281c14008b	et apprenez-leur à observer tout ce que je vous ai prescrit. Et voici, je suis avec vous tous les jours, jusqu'à la fin du monde.» Amen.
2900000004	Marc
2901010041	Le début de la Bonne Nouvelle de Jésus-Christ, le Fils de Dieu.
2901020080	Comme il est écrit dans les prophètes, «Voici que j'envoie mon messager devant ta face, qui préparera ton chemin devant toi:
2901030067	la voix de celui qui crie dans le désert, Préparez le chemin du Seigneur! Rends ses chemins droits!»
2901040065	Jean vint baptiser dans le désert et prêcher le baptême de repentance pour le pardon des péchés.
29010500a0	Tout le pays de Judée et tous ceux de Jérusalem se rendirent auprès de lui. Ils se faisaient baptiser par lui dans le Jourdain, en confessant leurs péchés.
2901060088	Jean était vêtu de poils de chameau et portait une ceinture de cuir à la taille. Il se nourrissait de sauterelles et de miel sauvage.
2901070092	Il prêchait, disant: «Après moi vient celui qui est plus puissant que moi, et dont je ne suis pas digne de délier la lanière de ses sandales.
290108004f	Je vous ai baptisés dans l'eau, mais lui vous baptisera dans l'Esprit Saint.»
2901090061	En ce temps-là, Jésus vint de Nazareth, en Galilée, et fut baptisé par Jean dans le Jourdain.
29010a0068	Aussitôt remonté de l'eau, il vit les cieux se fendre et l'Esprit descendre sur lui comme une colombe.
29010b005c	Une voix sortit du ciel: «Tu es mon Fils bien-aimé, en qui j'ai mis toute mon affection.»
29010c002e	Aussitôt, l'Esprit le poussa dans le désert.
29010d0080	Il resta là, dans le désert, quarante jours, tenté par Satan. Il était avec les animaux sauvages, et les anges le servaient.
29010e0075	Après que Jean eut été mis en détention, Jésus vint en Galilée, prêchant la Bonne Nouvelle du Royaume de Dieu,
29010f007b	et disant: «Le temps est accompli, et le Royaume de Dieu est tout proche. Repentez-vous, et croyez à la Bonne Nouvelle.»
2901100094	En passant le long de la mer de Galilée, il vit Simon et André, le frère de Simon, qui jetaient un filet dans la mer, car ils étaient pêcheurs.
2901110052	Jésus leur dit: «Venez après moi, et je ferai de vous des pêcheurs d'hommes.»
2901120038	Aussitôt, ils laissèrent leurs filets et le suivirent.
2901130090	S'éloignant un peu de là, il vit Jacques, fils de Zébédée, et Jean, son frère, qui étaient aussi dans la barque pour réparer les filets.
2901140078	Aussitôt, il les appela, et ils laissèrent leur père Zébédée dans la barque avec les mercenaires, et le suivirent.
2901150068	Ils se rendirent à Capernaüm, et aussitôt, le jour du sabbat, il entra dans la synagogue et enseigna.
2901160072	Ils étaient étonnés de son enseignement, car il les enseignait comme ayant autorité, et non comme les scribes.
2901170063	Aussitôt, il se trouva dans leur synagogue un homme possédé d'un esprit impur, qui poussa un cri
290118008b	en disant: «Ah! qu'avons-nous à faire avec toi, Jésus, Nazaréen? Es-tu venu pour nous détruire? Je sais qui tu es: le Saint de Dieu!»
290119003e	Jésus le réprimanda en disant: «Tais-toi, et sors de lui!»
29011a004c	L'esprit impur, qui le convulsait et criait d'une voix forte, sortit de lui.
29011b00c2	Tous étaient stupéfaits, et ils s'interrogeaient entre eux, disant: Qu'est-ce que cela? Une nouvelle doctrine? Car il commande avec autorité même aux esprits impurs, et ils lui obéissent!»
29011c006c	La nouvelle de sa venue se répandit aussitôt partout dans toute la région de la Galilée et ses environs.
29011d006b	Aussitôt sortis de la synagogue, ils entrèrent dans la maison de Simon et d'André, avec Jacques et Jean.
29011e005c	Or, la mère de la femme de Simon était malade de la fièvre, et aussitôt on lui en parla.
29011f0061	Il vint, la prit par la main et la fit lever. La fièvre la quitta aussitôt, et elle les servit.
290120006d	Le soir, au coucher du soleil, on lui amena tous les malades et ceux qui étaient possédés par des démons.
290121002e	Toute la ville était rassemblée à la porte.
29012200a1	Il guérit beaucoup de malades atteints de diverses maladies et chassa beaucoup de démons. Il ne permettait pas aux démons de parler, car ils le connaissaient.
2901230071	De bon matin, comme il faisait encore nuit, il se leva et sortit, et s'en alla dans un lieu désert, où il pria.
2901240033	Simon et ceux qui étaient avec lui le cherchaient.
290125003f	Ils le trouvèrent et lui dirent: «Tout le monde te cherche.»
290126007e	Il leur dit: «Allons ailleurs, dans les villes voisines, afin que j'y prêche aussi, car c'est pour cela que je suis sorti.»
290127005b	Il allait dans leurs synagogues, dans toute la Galilée, prêchant et chassant les démons.
290128007c	Un lépreux s'approcha de lui, le supplia, se mit à genoux devant lui et lui dit: «Si tu le veux, tu peux me rendre pur.»
290129005d	Ému de compassion, il étendit sa main, le toucha et lui dit: «Je le veux. Sois purifié.»
29012a0052	Dès qu'il eut dit cela, la lèpre se retira aussitôt de lui et il fut rendu pur.
29012b003d	Il lui donna un avertissement strict et le renvoya aussitôt,
29012c00af	en lui disant: «Veille à ne rien dire à personne, mais va te montrer au prêtre et offre pour ta purification les choses que Moïse a prescrites, en témoignage pour eux.»
29012d00f1	Mais il sortit, et se mit à faire beaucoup de publicité, et à répandre l'affaire, de sorte que Jésus ne pouvait plus entrer ouvertement dans une ville, mais se tenait dehors, dans des lieux déserts. Les gens venaient à lui de partout.
290201005f	Quelques jours après, il entra de nouveau à Capernaüm, et l'on apprit qu'il était chez lui.
290202008b	Aussitôt, plusieurs se rassemblèrent, au point qu'il n'y avait plus de place, pas même autour de la porte; et il leur adressa la parole.
2902030035	Quatre personnes vinrent, lui portant un paralytique.
29020400c8	Comme ils ne pouvaient s'approcher de lui à cause de la foule, ils enlevèrent le toit où il se trouvait. Après l'avoir brisé, ils descendirent la natte sur laquelle était couché le paralytique.
290205005b	Jésus, voyant leur foi, dit au paralytique: «Mon fils, tes péchés te sont pardonnés.»
2902060047	Mais quelques-uns des scribes, assis là, raisonnaient dans leur cœur:
290207006b	«Pourquoi cet homme profère-t-il de tels blasphèmes? Qui peut pardonner les péchés, sinon Dieu seul?»
290208008d	Aussitôt, Jésus, voyant dans son esprit qu'ils raisonnaient ainsi en eux-mêmes, leur dit: «Pourquoi raisonnez-vous ainsi dans vos cœurs?
2902090085	Lequel est le plus facile, de dire au paralytique: Tes péchés sont pardonnés, ou de lui dire: Lève-toi, prends ton lit et marche?
29020a007e	Mais, afin que vous sachiez que le Fils de l'homme a sur la terre le pouvoir de pardonner les péchés, il dit au paralytique:
29020b003d	Je te le dis, lève-toi, prends ton lit et va dans ta maison.
29020c00b0	Il se leva, prit aussitôt le tapis et sortit devant eux tous, de sorte qu'ils furent tous stupéfaits et glorifièrent Dieu, en disant: «Nous n'avons jamais rien vu de tel!»
29020d005b	Il sortit de nouveau au bord de la mer. Toute la foule venait à lui, et il les enseignait.
29020e0082	Comme il passait, il vit Lévi, fils d'Alphée, assis au bureau des impôts. Il lui dit: «Suis-moi.» Et il se leva et le suivit.
29020f00a9	Il était à table dans sa maison, et beaucoup de publicains et de pécheurs étaient assis avec Jésus et ses disciples, car ils étaient nombreux, et ils le suivaient.
29021000bc	Les scribes et les pharisiens, voyant qu'il mangeait avec les pécheurs et les publicains, dirent à ses disciples: «Pourquoi mange-t-il et boit-il avec les publicains et les pécheurs?»
29021100d3	Ayant entendu cela, Jésus leur dit: «Ceux qui sont en bonne santé n'ont pas besoin de médecin, mais ceux qui sont malades. Je suis venu non pas pour appeler les justes, mais les pécheurs à la repentance.»
29021200d7	Les disciples de Jean et les pharisiens étaient en train de jeûner, et ils vinrent lui demander: «Pourquoi les disciples de Jean et les disciples des pharisiens jeûnent-ils, mais tes disciples ne jeûnent pas?»
2902130091	Jésus leur dit: «Les mariés peuvent-ils jeûner tant que l'époux est avec eux? Tant qu'ils ont l'époux avec eux, ils ne peuvent pas jeûner.
2902140060	Mais les jours viendront où l'époux leur sera enlevé, et alors ils jeûneront en ce jour-là.
290215009e	Personne ne coud une pièce de tissu non trempé sur un vieux vêtement, sinon la pièce se rétracte et le nouveau se détache du vieux, et le trou est pire.
29021600d0	Personne ne met du vin nouveau dans de vieilles outres, sinon le vin nouveau fait éclater les outres, et le vin se répand, et les outres sont détruites; mais on met du vin nouveau dans des outres neuves.»
2902170066	Il traversait les champs de blé, le jour du sabbat, et ses disciples se mirent à arracher les épis.
2902180062	Les pharisiens lui dirent: «Voici, pourquoi font-ils ce qui n'est pas permis le jour du sabbat?»
2902190089	Il leur dit: «N'avez-vous jamais lu ce que fit David, quand il était dans le besoin et qu'il avait faim, et ceux qui étaient avec lui?
29021a00dd	Comment il entra dans la maison de Dieu au moment où Abiathar, le grand prêtre, mangea le pain de proposition, qu'il n'est pas permis de manger, sauf pour les prêtres, et en donna aussi à ceux qui étaient avec lui?»
29021b0052	Il leur dit: «Le sabbat a été fait pour l'homme, et non l'homme pour le sabbat.
29021c0040	C'est pourquoi le Fils de l'homme est maître même du sabbat.»
2903010060	Il entra de nouveau dans la synagogue, où se trouvait un homme dont la main était desséchée.
290302005e	Ils le surveillaient, pour savoir s'il allait le guérir le jour du sabbat, afin de l'accuser.
2903030041	Il dit à l'homme dont la main était desséchée: «Lève-toi.»
2903040095	Il leur dit: «Est-il permis, le jour du sabbat, de faire du bien ou de faire du mal? De sauver une vie ou de tuer?» Mais ils gardèrent le silence.
29030500bc	Après les avoir regardés avec colère, attristé par l'endurcissement de leur cœur, il dit à l'homme: «Étends ta main.» Il l'étendit, et sa main fut rendue aussi saine que l'autre.
2903060071	Les pharisiens sortirent, et aussitôt ils conspirèrent avec les hérodiens contre lui, afin de le faire périr.
2903070071	Jésus se retira vers la mer avec ses disciples. Une grande foule le suivit, venant de la Galilée, de la Judée,
29030800a2	de Jérusalem, de l'Idumée, au-delà du Jourdain, et des environs de Tyr et de Sidon. Une grande foule, apprenant quelles grandes choses il faisait, vint à lui.
2903090077	Il dit à ses disciples de laisser une petite barque près de lui, à cause de la foule, afin qu'elle ne le presse pas.
29030a007f	Car il avait guéri beaucoup de gens, de sorte que tous ceux qui avaient des maladies se pressaient contre lui pour le toucher.
29030b0074	Les esprits impurs, dès qu'ils le voyaient, se prosternaient devant lui et s'écriaient: «Tu es le Fils de Dieu!»
29030c003e	Il leur recommanda sévèrement de ne pas le faire connaître.
29030d0054	Il monta sur la montagne, appela à lui ceux qu'il voulait, et ils allèrent à lui.
29030e0052	Il en établit douze, afin qu'ils fussent avec lui, et qu'il les envoyât prêcher
29030f0046	et avoir le pouvoir de guérir les maladies et de chasser les démons:
2903100028	Simon, à qui il donna le nom de Pierre;
2903110072	Jacques, fils de Zébédée, et Jean, frère de Jacques, qu'il appela Boanerges, ce qui signifie Fils du tonnerre;
2903120065	André, Philippe, Barthélemy, Matthieu, Thomas, Jacques, fils d'Alphée, Thaddée, Simon le Zélote;
2903130046	et Judas Iscariote, qui le livra aussi. Puis il entra dans une maison.
2903140053	La foule se rassembla de nouveau, de sorte qu'elle ne put même pas manger du pain.
2903150053	Ses amis, l'ayant appris, se mirent à le saisir, car ils disaient: «Il est fou.»
290316008c	Les scribes qui descendaient de Jérusalem disaient: «Il a Béelzébul,» et: «C'est par le prince des démons qu'il chasse les démons.»
290317004e	Il les convoqua et leur dit en paraboles: Comment Satan peut-il chasser Satan?
2903180049	Si un royaume est divisé contre lui-même, ce royaume ne peut subsister.
290319004d	Si une maison est divisée contre elle-même, cette maison ne peut subsister.
29031a0066	Si Satan s'est élevé contre lui-même, et s'il est divisé, il ne peut subsister, mais il a une fin.
29031b0081	Mais nul ne peut entrer dans la maison de l'homme fort pour piller, s'il ne lie d'abord l'homme fort; alors il pillera sa maison.
29031c007b	«En vérité, je vous le dis, tous les péchés des descendants de l'homme seront pardonnés, y compris leurs blasphèmes;
29031d0080	mais celui qui blasphème contre le Saint-Esprit n'a jamais été pardonné, mais il est sujet à une condamnation éternelle.»
29031e0031	-parce qu'ils disaient: «Il a un esprit impur.»
29031f0056	Sa mère et ses frères arrivèrent, et, se tenant dehors, ils l'envoyèrent chercher.
290320007c	Une foule était assise autour de lui, et on lui dit: «Voici ta mère, tes frères et tes sœurs qui te cherchent dehors.»
2903210038	Il leur répondit: «Qui sont ma mère et mes frères?»
2903220059	Regardant ceux qui étaient assis autour de lui, il dit: «Voici ma mère et mes frères!
290323004e	Car quiconque fait la volonté de Dieu est mon frère, ma sœur et ma mère.»
29040100d8	Il se mit de nouveau à enseigner au bord de la mer. Une grande foule s'était rassemblée autour de lui, de sorte qu'il monta dans une barque sur la mer et s'assit. Toute la foule était à terre, au bord de la mer.
2904020054	Il leur enseigna beaucoup de choses en paraboles, et leur dit dans son enseignement:
2904030037	«Écoutez! Voici, le cultivateur est sorti pour semer.
2904040066	Comme il semait, une partie de la semence tomba le long du chemin, et les oiseaux vinrent la dévorer.
290405009c	D'autres tombèrent sur le sol rocailleux, où il y avait peu de terre, et aussitôt elles poussèrent, parce qu'elles n'avaient pas de profondeur de terre.
2904060063	Quand le soleil se leva, elle fut brûlée; et comme elle n'avait pas de racine, elle se dessécha.
2904070073	D'autres sont tombés parmi les épines; les épines ont poussé et l'ont étouffé, et il n'a pas donné de fruit.
29040800be	D' autres tombèrent dans la bonne terre et donnèrent du fruit, en grandissant et en s'accroissant. Les uns produisaient trente fois, les autres soixante fois, et d'autres cent fois plus.»
290409003f	Il dit: «Que celui qui a des oreilles pour entendre entende.»
29040a005d	Lorsqu'il fut seul, ceux qui l'entouraient avec les douze l'interrogèrent sur les paraboles.
29040b0084	Il leur dit: «C'est à vous qu'a été donné le mystère du royaume de Dieu; mais pour ceux du dehors, tout se passe en paraboles,
29040c00a0	afin que, voyant, ils ne voient pas, et qu'entendant, ils n'entendent pas, de peur qu'ils ne se convertissent et que leurs péchés ne leur soient pardonnés.»
29040d0063	Il leur dit: «Ne comprenez-vous pas cette parabole? Comment comprendrez-vous toutes les paraboles?
29040e001f	Le cultivateur sème la parole.
29040f00a3	Ceux qui sont au bord du chemin sont ceux où la parole est semée; et quand ils ont entendu, aussitôt Satan vient et enlève la parole qui a été semée en eux.
290410007f	De même, ce sont ceux qui sont semés sur les rochers, qui, après avoir entendu la parole, la reçoivent aussitôt avec joie.
29041100a4	Ils n'ont pas de racines en eux-mêmes, mais ils sont éphémères. Quand l'oppression ou la persécution survient à cause de la parole, aussitôt ils chancellent.
290412005d	D'autres sont ceux qui sont semés parmi les épines. Ce sont ceux qui ont entendu la parole,
290413009a	mais les soucis du siècle présent, la séduction des richesses, et les convoitises qui s'introduisent, étouffent la parole, et la rendent infructueuse.
29041400be	Ceux qui ont été semés dans la bonne terre, ce sont ceux qui entendent la parole, la reçoivent et portent du fruit, les uns trente fois, les autres soixante fois, les autres cent fois.»
2904150074	Il leur dit: «Apporte-t-on une lampe pour la mettre sous un panier ou sous un lit? Ne la met-on pas sur un support?
290416007e	Car il n'y a rien de caché, si ce n'est pour être connu, et il n'y a rien de secret, si ce n'est pour être mis en lumière.
290417003b	Si quelqu'un a des oreilles pour entendre, qu'il entende.»
290418009e	Il leur dit: «Prenez garde à ce que vous entendez. Avec quelque mesure que vous mesuriez, on vous mesurera, et l'on donnera davantage à ceux qui entendent.
2904190065	Car celui qui a, on lui donnera davantage; et celui qui n'a pas, on lui enlèvera même ce qu'il a.»
29041a005c	Il dit: «Le royaume de Dieu est semblable à un homme qui jette de la semence sur la terre,
29041b005f	qui dort et se lève nuit et jour, et dont la semence lève et croît sans qu'il sache comment.
29041c006a	Car la terre porte du fruit d'elle-même: d'abord le limbe, puis l'épi, puis le grain entier dans l'épi.
29041d005a	Mais quand le fruit est mûr, aussitôt il met la faucille, car la moisson est arrivée.»
29041e0066	Il dit: «Comment allons-nous comparer le Royaume de Dieu? Ou par quelle parabole l'illustrerons-nous?
29041f009a	Il est semblable à un grain de sénevé qui, lorsqu'il est semé en terre, bien qu'il soit inférieur à toutes les graines qui se trouvent sur la terre,
29042000b1	mais qui, une fois semé, grandit et devient plus grand que toutes les herbes, et pousse de grandes branches, de sorte que les oiseaux du ciel peuvent se loger sous son ombre.»
290421007b	C'est par de nombreuses paraboles de ce genre qu'il leur adressait la parole, selon qu'ils étaient capables de l'entendre.
