0100000007	Genèse
2a050200b0	Et voyant deux nacelles qui étaient au bord du lac, et dont les pêcheurs étaient descendus, et lavaient leurs rets, il monta dans l'une de ces nacelles, qui était à Simon.
2a05030074	Et il le pria de la mener un peu loin de terre; puis s'étant assis, il enseignait les troupes de dessus la nacelle.
2a0504006b	Et quand il eut cessé de parler, il dit à Simon: mène en pleine eau, et lâchez vos filets pour pêcher.
2a05050096	Et Simon répondant, lui dit: Maître, nous avons travaillé toute la nuit, et nous n'avons rien pris; toutefois à ta parole je lâcherai les filets.
2a05060066	Ce qu'ayant fait, ils enfermèrent une si grande quantité de poissons, que leurs filets se rompaient.
2a050700b4	Et ils firent signe à leurs compagnons qui étaient dans l'autre nacelle, de venir les aider; et étant venus, ils remplirent les deux nacelles, tellement qu'elles s'enfonçaient.
2a0508008e	Et quand Simon-Pierre eut vu cela, il se jeta aux genoux de Jésus, en lui disant: Seigneur, retire-toi de moi; car je suis un homme pécheur.
2a050900da	Parce que la frayeur l'avait saisi, lui et tous ceux qui étaient avec lui, à cause de la prise de poissons qu'ils venaient de faire; de même que Jacques et Jean, fils de Zébédée, qui étaient compagnons de Simon.
2a050a0062	Alors Jésus dit à Simon: n'aie point de peur; dorénavant tu seras un pêcheur d'hommes vivants.
2a050b0058	Et quand ils eurent amené les nacelles à terre, ils quittèrent tout, et le suivirent.
2a050c00d6	Or il arriva que comme il était dans une des villes [de ce pays-là], voici, un homme plein de lèpre voyant Jésus, se jeta [en terre] sur sa face, et le pria, disant: Seigneur, si tu veux, tu peux me rendre net.
2a050d0070	Et [Jésus] étendit la main, et le toucha, en disant: je le veux, sois net; et incontinent la lèpre le quitta.
2a050e00bb	Et il lui commanda de ne le dire à personne; mais va, lui dit-il, et te montre au Sacrificateur, et offre pour ta purification ce que Moïse a commandé, pour leur servir de témoignage.
2a050f00a1	Et sa renommée se répandait de plus en plus, tellement que de grandes troupes s'assemblaient pour l'entendre, et pour être guéries par lui de leurs maladies.
2a05100037	Mais il se tenait retiré dans les déserts, et priait.
2a05110104	Or il arriva un jour qu'il enseignait, que des Pharisiens et des Docteurs de la Loi, qui étaient venus de toutes les bourgades de Galilée, et de Judée, et de Jérusalem, étaient là assis, et la puissance du Seigneur était là pour opérer des guérisons.
2a051200a3	Et voici des hommes qui portaient dans un lit un homme qui était paralytique, et ils cherchaient le moyen de le porter dans la maison, et de le mettre devant lui.
2a051300ca	Mais ne trouvant point par quel côté ils pourraient l'introduire, à cause de la foule, ils montèrent sur la maison, et ils le descendirent par les tuiles, avec le petit lit, au milieu devant Jésus;
2a05140050	Qui voyant leur foi, dit au paralytique: homme, tes péchés te sont pardonnés.
2a051500bf	Alors les Scribes et les Pharisiens commencèrent à raisonner en eux-mêmes, disant: qui est celui-ci qui prononce des blasphèmes? Qui est-ce qui peut pardonner les péchés, que Dieu seul?
2a05160072	Mais Jésus connaissant leurs pensées, prit la parole, et leur dit: pourquoi raisonnez-vous ainsi en vous-mêmes?
2a05170068	Lequel est le plus aisé, ou de dire: tes péchés te sont pardonnés; ou de dire: lève-toi, et marche?
2a051800c0	Or afin que vous sachiez que le Fils de l'homme a le pouvoir sur la terre de pardonner les péchés, il dit au paralytique: je te dis, lève-toi, charge ton petit lit, et t'en va en ta maison.
2a0519008d	Et à l'instant [le paralytique] s'étant levé devant eux, chargea le lit où il était couché, et s'en alla en sa maison, glorifiant Dieu.
2a051a00bf	Et ils furent tous saisis d'étonnement, et ils glorifiaient Dieu, et étant remplis de crainte, ils disaient: certainement nous avons vu aujourd'hui des choses qu'on n'eût jamais attendues.
2a051b006b	Après cela il sortit, et il vit un péager nommé Lévi, assis au lieu du péage, et il lui dit: suis-moi.
2a051c002f	Lequel abandonnant tout, se leva, et le suivit.
2a051d008f	Et Lévi fit un grand festin dans sa maison, où il y avait une grosse assemblée de péagers, et d'autres gens qui étaient avec eux à table.
2a051e00be	Et les Scribes de ce lieu-là et les Pharisiens, murmuraient contre ses Disciples, en disant: pourquoi est-ce que vous mangez et que vous buvez avec des péagers et des gens de mauvaise vie?
2a051f007c	Mais Jésus prenant la parole, leur dit: ceux qui sont en santé n'ont pas besoin de médecin, mais ceux qui se portent mal.
2a0520004e	Je ne suis point venu appeler à la repentance les justes, mais les pécheurs.
2a052100b2	Ils lui dirent aussi: pourquoi est-ce que les disciples de Jean jeûnent souvent, et font des prières; pareillement aussi ceux des Pharisiens; mais les tiens mangent et boivent?
2a0522005f	Et il leur dit: pouvez-vous faire jeûner les amis de l'Epoux pendant que l'Epoux est avec eux?
2a0523005c	Mais les jours viendront que l'Epoux leur sera ôté; alors ils jeûneront en ces jours-là.
2a052400c3	Puis il leur dit cette similitude: personne ne met une pièce d'un vêtement neuf à un vieux vêtement; autrement le neuf déchire [le vieux], et la pièce du neuf ne se rapporte point au vieux.
2a052500a5	Pareillement, personne ne met le vin nouveau dans de vieux vaisseaux; autrement le vin nouveau rompra les vaisseaux, et se répandra, et les vaisseaux seront perdus.
2a05260068	Mais le vin nouveau doit être mis dans des vaisseaux neufs; et ainsi ils se conservent l'un et l'autre.
2a0527006d	Et il n'y a personne qui boive du vieux, qui veuille aussitôt du nouveau: car il dit: le vieux est meilleur.
2a060100ac	Or il arriva le [jour de] Sabbat second-premier, qu'il passait par des blés, et ses Disciples arrachaient des épis, et les froissant entre leurs mains, ils en mangeaient.
2a06020081	Et quelques-uns des Pharisiens leur dirent: pourquoi faites-vous une chose qu'il n'est pas permis de faire [les jours] du Sabbat?
2a06030083	Et Jésus prenant la parole, leur dit: n'avez-vous point lu ce que fit David quand il eut faim, lui, et ceux qui étaient avec lui.
2a060400cb	Comment il entra dans la Maison de Dieu, et prit les pains de proposition, et en mangea, et en donna aussi à ceux qui étaient avec lui, quoiqu'il ne soit permis qu'aux seuls Sacrificateurs d'en manger.
2a06050042	Puis il leur dit: Le Fils de l'homme est Seigneur même du Sabbat.
2a0606009c	Il arriva aussi un autre [jour de] Sabbat, qu'il entra dans la Synagogue, et qu'il enseignait; et il y avait là un homme dont la main droite était sèche.
2a06070083	Or les Scribes et les Pharisiens prenaient garde s'il le guérirait le [jour du] Sabbat, afin qu'ils trouvassent de quoi l'accuser.
2a0608009d	Mais il connaissait leurs pensées; et il dit à l'homme qui avait la main sèche: lève-toi, et tiens-toi debout au milieu. Et lui se levant se tint debout.
2a060900ac	Puis Jésus leur dit: je vous demanderai une chose: est-il permis de faire du bien les jours de Sabbat, ou de faire du mal? de sauver une personne, ou de la laisser mourir?
2a060a008f	Et quand il les eut tous regardés à l'environ, il dit à cet homme: étends ta main; ce qu'il fit; et sa main fut rendue saine comme l'autre.
2a060b006f	Et ils furent remplis de fureur, et ils s'entretenaient ensemble touchant ce qu'ils pourraient faire à Jésus.
2a060c0077	Or il arriva en ces jours-là, qu'il s'en alla sur une montagne pour prier, et qu'il passa toute la nuit à prier Dieu.
2a060d0068	Et quand le jour fut venu, il appela ses Disciples; et en élut douze, lesquels il nomma aussi Apôtres;
2a060e0069	[Savoir] Simon, qu'il nomma aussi Pierre, et André son frère, Jacques et Jean, Philippe et Barthélemi;
2a060f004a	Matthieu et Thomas, Jacques [fils] d'Alphée, et Simon surnommé Zélotes;
2a06100044	Jude [frère] de Jacques, et Judas Iscariot, qui aussi fut traître.
2a0611011b	Puis descendant avec eux, il s'arrêta dans une plaine avec la troupe de ses disciples, et une grande multitude de peuple de toute la Judée, et de Jérusalem, et de la contrée maritime de Tyr et de Sidon, qui étaient venus pour l'entendre, et pour être guéris de leurs maladies;
2a06120057	Et ceux aussi qui étaient tourmentés par des esprits immondes; et ils furent guéris.
2a06130067	Et toute la multitude tâchait de le toucher; car il sortait de lui une vertu qui les guérissait tous.
2a06140089	Alors tournant les yeux vers ses Disciples, il leur disait: vous êtes bienheureux, vous pauvres; car le Royaume de Dieu vous appartient.
2a061500a3	Vous êtes bienheureux, vous qui maintenant avez faim; car vous serez rassasiés. Vous êtes bienheureux, vous qui pleurez maintenant; car vous serez dans la joie.
2a061600c3	Vous serez bienheureux quand les hommes vous haïront, et vous retrancheront [de leur société], et vous diront des outrages, et rejetteront votre nom comme mauvais, à cause du Fils de l'homme.
2a0617009f	Réjouissez-vous en ce jour-là, et tressaillez de joie; car voici, votre récompense est grande au ciel; et leurs pères en faisaient de même aux Prophètes.
2a06180042	Mais malheur à vous riches; car vous remportez votre consolation.
2a0619007e	Malheur à vous qui êtes remplis; car vous aurez faim. Malheur à vous qui riez maintenant; car vous lamenterez et pleurerez.
2a061a0079	Malheur à vous quand tous les hommes diront du bien de vous; car leurs pères en faisaient de même aux faux prophètes.
2a061b0067	Mais à vous qui m'entendez, je vous dis: aimez vos ennemis; faites du bien à ceux qui vous haïssent.
2a061c004c	Bénissez ceux qui vous maudissent, et priez pour ceux qui vous courent sus.
2a061d0099	Et à celui qui te frappe sur une joue, présente-lui aussi l'autre; et si quelqu'un t'ôte ton manteau, ne l'empêche point de prendre aussi la tunique.
2a061e006e	Et à tout homme qui te demande, donne-lui; et à celui qui t'ôte ce qui t'appartient, ne le redemande point.
2a061f004d	Et comme vous voulez que les hommes vous fassent, faites-leur aussi de même.
2a06200091	Mais si vous aimez [seulement] ceux qui vous aiment, quel gré vous en saura-t-on? car les gens de mauvaise vie aiment aussi ceux qui les aiment.
2a06210092	Et si vous ne faites du bien qu'à ceux qui vous ont fait du bien, quel gré vous en saura-t-on? car les gens de mauvaise vie font aussi le même.
2a062200cf	Et si vous ne prêtez [qu'à ceux] de qui vous espérez de recevoir, quel gré vous en saura-t-on? car les gens de mauvaise vie prêtent aussi aux gens de mauvaise vie, afin qu'ils en reçoivent la pareille.
2a062300d9	C'est pourquoi aimez vos ennemis, et faites du bien, et prêtez sans en rien espérer, et votre récompense sera grande, et vous serez les fils du Souverain, car il est bienfaisant envers les ingrats et les méchants.
2a06240041	Soyez donc miséricordieux comme votre Père est miséricordieux.
2a0625008a	Et ne jugez point, et vous ne serez point jugés; ne condamnez point, et vous ne serez point condamnés; quittez, et il vous sera quitté.
2a062600c4	Donnez, et il vous sera donné; on vous donnera dans le sein bonne mesure, pressée et entassée, et qui s'en ira par-dessus; car de la mesure que vous mesurerez, on vous mesurera réciproquement.
2a06270095	Il leur disait aussi [cette] similitude: est-il possible qu'un aveugle puisse mener un [autre] aveugle? ne tomberont-ils pas tous deux dans la fosse?
2a0628006f	Le disciple n'est point par-dessus son maître; mais tout disciple accompli sera rendu conforme à son maître.
2a0629007a	Et pourquoi regardes-tu le fétu qui est dans l'œil de ton frère, et tu n'aperçois pas une poutre dans ton propre œil?
2a062a0127	Ou comment peux-tu dire à ton frère? mon frère permets que j'ôte le fétu qui est dans ton œil, toi qui ne vois pas une poutre qui est dans ton œil. Hypocrite, ôte premièrement la poutre de ton œil, et après cela tu verras comment tu ôteras le fétu qui est dans l'œil de ton frère.
2a062b0073	Certes un arbre n'est point bon, qui fait de mauvais fruit; ni un arbre n'est point mauvais, qui fait de bon fruit.
2a062c008e	Et chaque arbre est connu à son fruit; car aussi les figues ne se cueillent pas des épines, et on ne vendange pas des raisins, d'un buisson.
2a062d00c7	L'homme de bien tire de bonnes choses du bon trésor de son cœur; et l'homme méchant tire de mauvaises choses du mauvais trésor de son cœur; car c'est de l'abondance du cœur que la bouche parle.
2a062e0055	Mais pourquoi m'appelez-vous Seigneur, Seigneur, et vous ne faites pas ce que je dis?
2a062f0071	Je vous montrerai à qui est semblable celui qui vient à moi, et qui entendant mes paroles, les met en pratique.
2a0630012c	Il est semblable à un homme qui bâtissant une maison, a foui et creusé profondément, et a mis le fondement sur la roche? de sorte qu'un débordement d'eaux étant survenu, le fleuve est bien allé donner contre cette maison? mais il ne l'a pu ébranler; parce qu'elle était fondée sur la roche.
2a06310131	Mais celui, au contraire, qui ayant entendu mes paroles, ne les a point mises en pratique, est semblable à un homme qui a bâti sa maison sur la terre, sans lui faire de fondement; [car] le fleuve ayant donné contre [cette maison], elle est tombée aussitôt; et la ruine de cette maison a été grande.
2a07010064	Et quand il eut achevé tout ce discours devant le peuple qui l'écoutait, il entra dans Capernaüm.
2a07020069	Or le serviteur d'un certain Centenier, à qui il était fort cher, était malade, et s'en allait mourir.
2a07030092	Et quand [le Centenier] eut entendu parler de Jésus, il envoya vers lui quelques Anciens des Juifs, pour le prier de venir guérir son serviteur.
2a07040072	Et étant venus à Jésus, ils le prièrent instamment, en lui disant qu'il était digne qu'on lui accordât cela.
2a0705004b	Car, [disaient-ils], il aime notre nation, et il nous a bâti la Synagogue.
2a070600ec	Jésus s'en alla donc avec eux; et comme déjà il n'était plus guère loin de la maison, le Centenier envoya ses amis au-devant de lui, pour lui dire: Seigneur ne te fatigue point; car je ne suis pas digne que tu entres sous mon toit;
2a0707008b	C'est pourquoi aussi je ne me suis pas cru digne d'aller moi-même vers toi; mais dis [seulement] une parole, et mon serviteur sera guéri.
2a070800dc	Car moi-même qui suis un homme constitué sous la puissance d'autrui, j'ai sous moi des gens de guerre; et je dis à l'un: va, et il va; et à un autre: viens, et il vient; et à mon serviteur: fais cela, et il le fait.
2a070900a8	Ce que Jésus ayant entendu, il l'admira; et se tournant, il dit à la troupe qui le suivait: je vous dis, que je n'ai pas trouvé, même en Israël, une si grande foi.
2a070a008d	Et quand ceux qui avaient été envoyés furent de retour à la maison, ils trouvèrent le serviteur qui avait été malade, se portant bien.
2a070b0091	Et le jour d'après il arriva que Jésus allait à une ville nommée Naïn, et plusieurs de ses disciples et une grosse troupe allaient avec lui.
2a070c00af	Et comme il approchait de la porte de la ville, voici, on portait dehors un mort, fils unique de sa mère, qui était veuve; et une grande troupe de la ville était avec elle.
2a070d0069	Et quand le Seigneur l'eut vue, il fut touché de compassion envers elle; et il lui dit: ne pleure point.
2a070e008c	Puis s'étant approché, il toucha la bière; et ceux qui portaient [le corps] s'arrêtèrent, et il dit: Jeune homme, je te dis, lève-toi.
2a070f005c	Et le mort se leva en son séant, et commença à parler; et [Jésus] le rendit à sa mère.
2a071000aa	Et ils furent tous saisis de crainte, et ils glorifiaient Dieu, disant: certainement un grand Prophète s'est levé parmi nous; et certainement Dieu a visité son peuple.
2a07110061	Et le bruit de ce [miracle] se répandit dans toute la Judée, et dans tout le pays circonvoisin.
2a07120047	Et toutes ces choses ayant été rapportées à Jean par ses Disciples,
2a07130092	Jean appela deux de ses disciples, et les envoya vers Jésus, pour lui dire: es-tu celui qui devait venir, ou si nous devons en attendre un autre?
2a071400a9	Et étant venus à lui, ils lui dirent: Jean-Baptiste nous a envoyés auprès de toi, pour te dire: es-tu celui qui devait venir, ou si nous devons en attendre un autre?
2a07150099	(Or, en cette même heure-là il guérit plusieurs personnes de maladies et de fléaux, et des malins esprits; et il donna la vue à plusieurs aveugles.)
2a07160125	Ensuite Jésus leur répondit, et leur dit: allez, et rapportez à Jean ce que vous avez vu et ouï, que les aveugles recouvrent la vue; que les boiteux marchent; que les lépreux sont nettoyés; que les sourds entendent; que les morts ressuscitent; et que l'Evangile est prêché aux pauvres.
2a0717004e	Mais bienheureux est quiconque n'aura point été scandalisé à cause de moi.
2a07180096	Puis quand les messagers de Jean furent partis, il se mit à dire de Jean aux troupes: qu'êtes-vous allés voir au désert? Un roseau agité du vent?
2a071900c3	Mais qu'êtes-vous allés voir? Un homme vêtu de précieux vêtements? Voici, c'est dans les palais des Rois que se trouvent ceux qui sont magnifiquement vêtus, et qui vivent dans les délices.
2a071a005f	Mais qu'êtes-vous [donc] allés voir? Un Prophète? Oui, vous dis-je, et plus qu'un Prophète.
2a071b0070	C'est de lui qu'il est écrit: voici, j'envoie mon Messager devant ta face, et il préparera ta voie devant toi.
2a071c00b4	Car je vous dis qu'entre ceux qui sont nés de femme, il n'y a aucun Prophète plus grand que Jean Baptiste; et toutefois le moindre dans le Royaume de Dieu est plus grand que lui.
2a071d0079	Et tout le peuple qui entendait cela, et les péagers qui avaient été baptisés du Baptême de Jean justifièrent Dieu.
2a071e0091	Mais les Pharisiens, et les Docteurs de la Loi, qui n'avaient point été baptisés par lui, rendirent le dessein de Dieu inutile à leur égard.
2a071f006e	Alors le Seigneur dit: à qui donc comparerai-je les hommes de cette génération; et à quoi ressemblent-ils?
2a072000ec	Ils sont semblables aux enfants qui sont assis au marché, et qui crient les uns aux autres, et disent: nous avons joué de la flûte, et vous n'avez point dansé; nous vous avons chanté des airs lugubres, et vous n'avez point pleuré.
2a0721006f	Car Jean Baptiste est venu ne mangeant point de pain, et ne buvant point de vin; et vous dites: il a un Démon.
2a0722008e	Le Fils de l'homme est venu mangeant et buvant; et vous dites: voici un mangeur et un buveur, un ami des péagers et des gens de mauvaise vie.
2a07230038	Mais la sagesse a été justifiée par tous ses enfants.
2a07240070	Or un des Pharisiens le pria de manger chez lui; et il entra dans la maison de ce Pharisien, et se mit à table.
2a072500c0	Et voici, il y avait dans la ville une femme de mauvaise vie, qui ayant su que [Jésus] était à table dans la maison du Pharisien, apporta un vase d'albâtre plein d'une huile odoriférante.
2a072600d1	Et se tenant derrière à ses pieds, et pleurant, elle se mit à les arroser de ses larmes, et elle les essuyait avec ses propres cheveux, et lui baisait les pieds, et les oignait de cette huile odoriférante.
2a072700c9	Mais le Pharisien qui l'avait convié, voyant cela, dit en soi-même: si celui-ci était Prophète, certes il saurait qui et quelle est cette femme qui le touche: car c'est [une femme] de mauvaise vie.
2a07280066	Et Jésus prenant la parole lui dit: Simon, j'ai quelque chose à te dire; et il dit: Maître, dis-la.
2a0729005e	Un créancier avait deux débiteurs: l'un lui devait cinq cents deniers, et l'autre cinquante.
2a072a007c	Et comme ils n'avaient pas de quoi payer, il quitta la dette à l'un et à l'autre; dis donc, lequel d'eux l'aimera le plus?
2a072b0081	Et Simon répondant lui dit: j'estime que c'est celui à qui il a quitté davantage. Et [Jésus] lui dit: tu as droitement jugé.
2a072c00f5	Alors se tournant vers la femme, il dit à Simon: vois-tu cette femme? je suis entré dans ta maison, et tu ne m'as point donné d'eau pour laver mes pieds; mais elle a arrosé mes pieds de ses larmes, et les a essuyés avec ses propres cheveux.
2a072d0068	Tu ne m'as point donné un baiser, mais elle, depuis que je suis entré, n'a cessé de baiser mes pieds.
2a072e005a	Tu n'as point oint ma tête d'huile; mais elle a oint mes pieds d'une huile odoriférante:
2a072f00a0	C'est pourquoi je te dis, que ses péchés, qui sont grands, lui sont pardonnés; car elle a beaucoup aimé; or celui à qui il est moins pardonné, aime moins.
2a07300039	Puis il dit à la femme: tes péchés te sont pardonnés.
2a07310076	Et ceux qui étaient avec lui à table, se mirent à dire entre eux: qui est celui-ci qui même pardonne les péchés.
2a0732003d	Mais il dit à la femme: ta foi t'a sauvée; va-t'en en paix.
2a080100ac	Or il arriva après cela qu'il allait de ville en ville, et de bourgade en bourgade, prêchant et annonçant le royaume de Dieu; et les douze [Disciples] étaient avec lui;
2a080200aa	Et quelques femmes aussi qu'il avait délivrées des malins esprits, et des maladies, [savoir] Marie, qu'on appelait Magdelaine, de laquelle étaient sortis sept démons.
2a0803008e	Et Jeanne femme de Chuzas, lequel avait le maniement des affaires d'Hérode; et Susanne, et plusieurs autres qui l'assistaient de leurs biens.
2a0804007b	Et comme une grande troupe s'assemblait, et que plusieurs allaient à lui de toutes les villes, il leur dit cette parabole:
2a080500af	Un semeur sortit pour semer sa semence; et en semant, une partie [de la semence] tomba le long du chemin, et fut foulée aux pieds, et les oiseaux du ciel la mangèrent toute.
2a08060083	Et une autre partie tomba dans un lieu pierreux; et quand elle fut levée, elle se sécha, parce qu'elle n'avait point d'humidité.
2a08070070	Et une autre partie tomba entre des épines; et les épines se levèrent ensemble avec elle, et l'étouffèrent.
2a080800bf	Et une autre partie tomba dans une bonne terre; et quand elle fut levée, elle rendit du fruit cent fois autant. En disant ces choses, il criait: qui a des oreilles pour ouïr, qu'il entende.
2a08090050	Et ses Disciples l'interrogèrent, pour savoir ce que signifiait cette parabole.
2a080a00dd	Et il répondit: il vous est donné de connaître les secrets du Royaume de Dieu, mais [il n'en est parlé] aux autres qu'en similitudes, afin qu'en voyant ils ne voient point, et qu'en entendant ils ne comprennent point.
2a080b0051	Voici donc [ce que signifie] cette parabole; la semence, c'est la parole de Dieu.
2a080c00c6	Et ceux qui ont reçu la semence le long du chemin, ce sont ceux qui écoutent la parole; mais ensuite vient le démon, qui ôte de leur cœur la parole, de peur qu'en croyant ils ne soient sauvés.
2a080d00e1	Et ceux qui ont reçu la semence dans un lieu pierreux, ce sont ceux qui ayant ouï la parole, la reçoivent avec joie; mais ils n'ont point de racine; ils croient pour un temps, mais au temps de la tentation ils se retirent.
2a080e00ed	Et ce qui est tombé entre des épines, ce sont ceux qui ayant ouï la parole, et s'en étant allés, sont étouffés par les soucis, par les richesses, et par les voluptés de cette vie, et ils ne rapportent point de fruit à maturité.
2a080f00a6	Mais ce qui est tombé dans une bonne terre, ce sont ceux qui ayant ouï la parole, la retiennent dans un cœur honnête et bon, et rapportent du fruit avec patience.
2a081000aa	Nul, après avoir allumé la lampe, ne la couvre d'un vaisseau, ni ne la met sous un lit, mais il la met sur un chandelier, afin que ceux, qui entrent voient la lumière.
2a0811007b	Car il n'y a point de secret qui ne soit manifesté; ni de chose cachée qui ne se connaisse, et qui ne vienne en lumière.
2a08120091	Regardez donc comment vous écoutez; car à celui qui a il sera donné; mais à celui qui n'a rien, cela même qu'il croit avoir, lui sera ôté.
2a08130065	Alors sa mère et ses frères vinrent vers lui, mais ils ne pouvaient l'aborder à cause de la foule.
2a08140066	Et il lui fut rapporté, en disant: ta mère et tes frères sont là dehors, qui désirent de te voir.
2a08150081	Mais il répondit, et leur dit: ma mère et mes frères sont ceux qui écoutent la parole de Dieu, et qui la mettent en pratique.
2a08160089	Or il arriva qu'un jour il monta dans une nacelle avec ses Disciples, et il leur dit: passons à l'autre côté du lac; et ils partirent.
2a0817009b	Et comme ils voguaient, il s'endormit, et un vent impétueux s'étant levé sur le lac, [la nacelle] se remplissait d'eau, et ils étaient en grand péril.
2a081800c2	Alors ils vinrent à lui, et l'éveillèrent, disant: Maître! Maître! nous périssons. Mais lui s'étant levé, parla en Maître au vent et aux flots, et ils s'apaisèrent; et le calme revint.
2a081900bd	Alors il leur dit: où est votre foi? et eux saisis de crainte et d'admiration, disaient entre eux: mais qui est celui-ci, qu'il commande même aux vents et à l'eau, et ils lui obéissent?
2a081a0057	Puis ils naviguèrent vers le pays des Gadaréniens, qui est vis-à-vis de la Galilée.
2a081b00f0	Et quand il fut descendu à terre, il vint à sa rencontre un homme de cette ville-là, qui depuis longtemps était possédé des démons, et n'était point couvert d'habits, et ne demeurait point dans les maisons, mais dans les sépulcres.
2a081c00b7	Et ayant aperçu Jésus, il s'écria, et se prosterna devant lui, disant à haute voix: qu'y a-t-il entre moi et toi, Jésus Fils du Dieu Souverain? je te prie, ne me tourmente point.
2a081d0109	Car [Jésus] commandait à l'esprit immonde de sortir hors de cet homme; parce qu'il l'avait tenu enserré depuis longtemps, et quoique cet homme fût lié de chaînes et gardé dans les fers il brisait ses liens, et était emporté par le démon dans les déserts.
2a081e006c	Et Jésus lui demanda: comment as-tu nom? Et il dit: Légion; car plusieurs démons étaient entrés en lui.
2a081f0050	Mais ils priaient [Jésus] qu'il ne leur commandât point d'aller dans l'abîme.
2a082000a8	Or il y avait là un grand troupeau de pourceaux qui paissaient sur la montagne, et ils le priaient de leur permettre d'entrer dans ces pourceaux; et il le leur permit.
2a08210087	Et les démons sortant de cet homme entrèrent dans les pourceaux; et le troupeau se jeta du haut en bas dans le lac; et fut étouffé.
2a0822008a	Et quand ceux qui le gardaient eurent vu ce qui était arrivé, ils s'enfuirent, et allèrent le raconter dans la ville et par les champs.
2a082300dd	Et les gens sortirent pour voir ce qui était arrivé, et vinrent à Jésus, et ils trouvèrent l'homme duquel les démons étaient sortis, assis aux pieds de Jésus, vêtu, et de sens rassis et posé; et ils eurent peur.
2a08240061	Et ceux qui avaient vu tout cela, leur racontèrent comment le démoniaque avait été délivré.
2a082500d6	Alors toute cette multitude venue de divers endroits voisins des Gadaréniens le prièrent de se retirer de chez eux; car ils étaient saisis d'une grande crainte; il remonta donc dans la nacelle, et s'en retourna.
2a08260074	Et l'homme duquel les démons étaient sortis, le priait qu'il fût avec lui; mais Jésus le renvoya, en lui disant:
2a082700ab	Retourne-t-en en ta maison, et raconte quelles grandes choses Dieu t'a faites. Il s'en alla donc publiant par toute la ville toutes les choses que Jésus lui avait faites.
2a08280058	Et quand Jésus fut de retour, la multitude le reçut avec joie; car tous l'attendaient.
2a08290093	Et voici, un homme appelé Jaïrus, qui était le Principal de la Synagogue, vint, et se jetant aux pieds de Jésus, le pria de venir en sa maison.
2a082a007e	Car il avait une fille unique, âgée d'environ douze ans, qui se mourait; et comme il s'en allait, les troupes le pressaient.
2a082b009b	Et une femme qui avait une perte de sang depuis douze ans, et qui avait dépensé tout son bien en médecins, sans qu'elle eût pu être guérie par aucun;
2a082c006f	S'approchant de lui par derrière, toucha le bord de son vêtement; et à l'instant la perte de sang s'arrêta.
2a082d00dd	Et Jésus dit: qui est-ce qui m'a touché? et comme tous niaient que ce fût eux, Pierre lui dit, et ceux aussi qui étaient avec lui: Maître, les troupes te pressent et te foulent, et tu dis: qui est-ce qui m'a touché?
2a082e0056	Mais Jésus dit: quelqu'un m'a touché; car j'ai connu qu'une vertu est sortie de moi.
2a082f00f1	Alors la femme voyant que cela ne lui avait point été caché, vint toute tremblante, et se jetant à ses pieds, lui déclara devant tout le peuple pour quelle raison elle l'avait touché, et comment elle avait été guérie dans le moment.
2a08300049	Et il lui dit: ma fille rassure-toi, ta foi t'a guérie; va-t-en en paix.
2a0831008e	Et comme il parlait encore, quelqu'un vint de chez le Principal de la Synagogue, qui lui dit: ta fille est morte, ne fatigue point le Maître.
2a0832007c	Mais Jésus l'ayant entendu, répondit au père de la fille, disant: ne crains point; crois seulement, et elle sera guérie.
2a0833008b	Et quand il fut arrivé à la maison, il ne laissa entrer personne, que Pierre, et Jacques, et Jean, avec le père et la mère de la fille.
2a08340091	Or ils la pleuraient tous, et de douleur ils se frappaient la poitrine; mais il leur dit: ne pleurez point, elle n'est pas morte, mais elle dort.
2a0835003c	Et ils se riaient de lui, sachant bien qu'elle était morte.
2a08360069	Mais lui les ayant tous mis dehors, et ayant pris la main de la fille, cria, en disant: Fille, lève toi.
2a0837005c	Et son esprit retourna, et elle se leva d'abord; et il commanda qu'on lui donnât à manger.
2a0838007e	Et le père et la mère de la fille en furent étonnés, mais il leur commanda de ne dire à personne ce qui avait été fait.
2a09010092	Puis [Jésus] ayant assemblé ses douze Disciples, leur donna puissance et autorité sur tous les démons, et [le pouvoir] de guérir les malades.
2a09020045	Et il les envoya prêcher le Royaume de Dieu, et guérir les malades,
2a09030076	Et leur dit: ne portez rien pour le voyage, ni bâtons, ni sac, ni pain, ni argent; et n'ayez point chacun deux robes.
2a09040056	Et en quelque maison que vous entriez, demeurez-y jusqu'à ce que vous partiez de là.
2a09050083	Et partout où l'on ne vous recevra point, en partant de cette ville-là secouez la poudre de vos pieds, en témoignage contre eux.
2a09060060	Eux donc étant partis allaient de bourgade en bourgade, évangélisant, et guérissant partout.
2a090700b0	Or Hérode le Tétrarque ouït parler de toutes les choses que Jésus faisait; et il ne savait que croire de ce que quelques-uns disaient que Jean était ressuscité des morts;
2a0908006d	Et quelques-uns, qu'Elie était apparu; et d'autres, que quelqu'un des anciens Prophètes était ressuscité.
2a09090086	Et Hérode dit: j'ai [fait] décapiter Jean; qui est donc celui-ci de qui j'entends dire de telles choses? Et il cherchait à le voir.
2a090a00c6	Puis les Apôtres étant de retour, lui racontèrent toutes les choses qu'ils avaient faites. Et Jésus les emmena avec lui, et se retira dans un lieu désert, près de la ville appelée Bethsaïda.
