2800000006	mathiH
3405100010	sarvvadAnandata|
3405110020	nirantaraM prArthanAM kurudhvaM|
3405120070	sarvvaviShaye kR^itaj natAM svIkurudhvaM yata etadeva khrIShTayIshunA yuShmAn prati prakAshitam IshvarAbhimataM|
3405130021	pavitram AtmAnaM na nirvvApayata|
340514001b	IshvarIyAdeshaM nAvajAnIta|
3405150030	sarvvANi parIkShya yad bhadraM tadeva dhArayata|
3405160034	yat kimapi pAparUpaM bhavati tasmAd dUraM tiShThata|
34051700c2	shAntidAyaka IshvaraH svayaM yuShmAn sampUrNatvena pavitrAn karotu, aparam asmatprabho ryIshukhrIShTasyAgamanaM yAvad yuShmAkam AtmAnaH prANAH sharIrANi cha nikhilAni nirddoShatvena rakShyantAM|
340518003f	yo yuShmAn Ahvayati sa vishvasanIyo. ataH sa tat sAdhayiShyati|
3405190032	he bhrAtaraH, asmAkaM kR^ite prArthanAM kurudhvaM|
34051a0037	pavitrachumbanena sarvvAn bhrAtR^in prati satkurudhvaM|
34051b0073	patramidaM sarvveShAM pavitrANAM bhrAtR^iNAM shrutigochare yuShmAbhiH paThyatAmiti prabho rnAmnA yuShmAn shapayAmi|
34051c003e	asmAkaM prabho ryIshukhrIShTasyAnugrate yuShmAsu bhUyAt| Amen|
3500000011	2 thiShalanIkinaH
3501010093	paulaH silvAnastImathiyashchetinAmAno vayam asmadIyatAtam IshvaraM prabhuM yIshukhrIShTa nchAshritAM thiShalanIkinAM samitiM prati patraM likhAmaH|
3501020059	asmAkaM tAta IshvaraH prabhu ryIshukhrIShTashcha yuShmAsvanugrahaM shAnti ncha kriyAstAM|
35010300c7	he bhrAtaraH, yuShmAkaM kR^ite sarvvadA yathAyogyam Ishvarasya dhanyavAdo. asmAbhiH karttavyaH, yato heto ryuShmAkaM vishvAsa uttarottaraM varddhate parasparam ekaikasya prema cha bahuphalaM bhavati|
350104009f	tasmAd yuShmAbhi ryAvanta upadravakleshAH sahyante teShu yad dheryyaM yashcha vishvAsaH prakAshyate tatkAraNAd vayam IshvarIyasamitiShu yuShmAbhiH shlAghAmahe|
3501050081	tachcheshvarasya nyAyavichArasya pramANaM bhavati yato yUyaM yasya kR^ite duHkhaM sahadhvaM tasyeshvarIyarAjyasya yogyA bhavatha|
350106008f	yataH svakIyasvargadUtAnAM balaiH sahitasya prabho ryIshoH svargAd AgamanakAle yuShmAkaM kleshakebhyaH kleshena phaladAnaM sArddhamasmAbhishcha
3501070044	klishyamAnebhyo yuShmabhyaM shAntidAnam IshvareNa nyAyyaM bhotsyate;
3501080098	tadAnIm IshvarAnabhij nebhyo. asmatprabho ryIshukhrIShTasya susaMvAdAgrAhakebhyashcha lokebhyo jAjvalyamAnena vahninA samuchitaM phalaM yIshunA dAsyate;
3501090058	te cha prabho rvadanAt parAkramayuktavibhavAchcha sadAtanavinAsharUpaM daNDaM lapsyante,
35010a00ad	kintu tasmin dine svakIyapavitralokeShu virAjituM yuShmAn aparAMshcha sarvvAn vishvAsilokAn vismApayitu ncha sa AgamiShyati yato. asmAkaM pramANe yuShmAbhi rvishvAso. akAri|
35010b00b3	ato. asmAkam Ishvaro yuShmAn tasyAhvAnasya yogyAn karotu saujanyasya shubhaphalaM vishvAsasya guNa ncha parAkrameNa sAdhayatviti prArthanAsmAbhiH sarvvadA yuShmannimittaM kriyate,
35010c00a9	yatastathA satyasmAkam Ishvarasya prabho ryIshukhrIShTasya chAnugrahAd asmatprabho ryIshukhrIShTasya nAmno gauravaM yuShmAsu yuShmAkamapi gauravaM tasmin prakAshiShyate|
350201007f	he bhrAtaraH, asmAkaM prabho ryIshukhrIShTasyAgamanaM tasya samIpe. asmAkaM saMsthiti nchAdhi vayaM yuShmAn idaM prArthayAmahe,
35020200af	prabhestad dinaM prAyeNopasthitam iti yadi kashchid AtmanA vAchA vA patreNa vAsmAkam AdeshaM kalpayan yuShmAn gadati tarhi yUyaM tena cha nchalamanasa udvignAshcha na bhavata|
3502030063	kenApi prakAreNa ko. api yuShmAn na va nchayatu yatastasmAd dinAt pUrvvaM dharmmalopenopasyAtavyaM,
35020400c2	yashcha jano vipakShatAM kurvvan sarvvasmAd devAt pUjanIyavastushchonnaMsyate svam Ishvaramiva darshayan Ishvaravad Ishvarasya mandira upavekShyati cha tena vinAshapAtreNa pApapuruSheNodetavyaM|
3502050050	yadAhaM yuShmAkaM sannidhAvAsaM tadAnIm etad akathayamiti yUyaM kiM na smaratha?
350206004d	sAmprataM sa yena nivAryyate tad yUyaM jAnItha, kintu svasamaye tenodetavyaM|
3502070063	vidharmmasya nigUDho guNa idAnImapi phalati kintu yastaM nivArayati so. adyApi dUrIkR^ito nAbhavat|
350208008c	tasmin dUrIkR^ite sa vidharmmyudeShyati kintu prabhu ryIshuH svamukhapavanena taM vidhvaMsayiShyati nijopasthitestejasA vinAshayiShyati cha|
35020900b8	shayatAnasya shaktiprakAshanAd vinAshyamAnAnAM madhye sarvvavidhAH parAkramA bhramikA AshcharyyakriyA lakShaNAnyadharmmajAtA sarvvavidhapratAraNA cha tasyopasthiteH phalaM bhaviShyati;
35020a0055	yato hetoste paritrANaprAptaye satyadharmmasyAnurAgaM na gR^ihItavantastasmAt kAraNAd
35020b0053	IshvareNa tAn prati bhrAntikaramAyAyAM preShitAyAM te mR^iShAvAkye vishvasiShyanti|
35020c006b	yato yAvanto mAnavAH satyadharmme na vishvasyAdharmmeNa tuShyanti taiH sarvvai rdaNDabhAjanai rbhavitavyaM|
35020d00c6	he prabhoH priyA bhrAtaraH, yuShmAkaM kR^ita Ishvarasya dhanyavAdo. asmAbhiH sarvvadA karttavyo yata Ishvara A prathamAd AtmanaH pAvanena satyadharmme vishvAsena cha paritrANArthaM yuShmAn varItavAn
35020e0078	tadartha nchAsmAbhi rghoShitena susaMvAdena yuShmAn AhUyAsmAkaM prabho ryIshukhrIShTasya tejaso. adhikAriNaH kariShyati|
35020f0080	ato he bhrAtaraH yUyam asmAkaM vAkyaiH patraishcha yAM shikShAM labdhavantastAM kR^itsnAM shikShAM dhArayantaH susthirA bhavata|
3502100099	asmAkaM prabhu ryIshukhrIShTastAta IshvarashchArthato yo yuShmAsu prema kR^itavAn nityA ncha sAntvanAm anugraheNottamapratyAshA ncha yuShmabhyaM dattavAn
3502110064	sa svayaM yuShmAkam antaHkaraNAni sAntvayatu sarvvasmin sadvAkye satkarmmaNi cha susthirIkarotu cha|
3503010097	he bhrAtaraH, sheShe vadAmi, yUyam asmabhyamidaM prArthayadhvaM yat prabho rvAkyaM yuShmAkaM madhye yathA tathaivAnyatrApi pracharet mAnya ncha bhavet;
350302006e	yachcha vayam avivechakebhyo duShTebhyashcha lokebhyo rakShAM prApnuyAma yataH sarvveShAM vishvAso na bhavati|
350303005b	kintu prabhu rvishvAsyaH sa eva yuShmAn sthirIkariShyati duShTasya karAd uddhariShyati cha|
3503040068	yUyam asmAbhi ryad Adishyadhve tat kurutha kariShyatha cheti vishvAso yuShmAnadhi prabhunAsmAkaM jAyate|
3503050060	Ishvarasya premni khrIShTasya sahiShNutAyA ncha prabhuH svayaM yuShmAkam antaHkaraNAni vinayatu|
35030600cc	he bhrAtaraH, asmatprabho ryIshukhrIShTasya nAmnA vayaM yuShmAn idam AdishAmaH, asmatto yuShmAbhi ryA shikShalambhi tAM vihAya kashchid bhrAtA yadyavihitAchAraM karoti tarhi yUyaM tasmAt pR^ithag bhavata|
3503070074	yato vayaM yuShmAbhiH katham anukarttavyAstad yUyaM svayaM jAnItha| yuShmAkaM madhye vayam avihitAchAriNo nAbhavAma,
3503080090	vinAmUlyaM kasyApyannaM nAbhuMjmahi kintu ko. api yad asmAbhi rbhAragrasto na bhavet tadarthaM shrameNa kleshena cha divAnishaM kAryyam akurmma|
3503090074	atrAsmAkam adhikAro nAstItthaM nahi kintvasmAkam anukaraNAya yuShmAn dR^iShTAntaM darshayitum ichChantastad akurmma|
35030a0072	yato yena kAryyaM na kriyate tenAhAro. api na kriyatAmiti vayaM yuShmatsamIpa upasthitikAle. api yuShmAn AdishAma|
35030b0074	yuShmanmadhye. avihitAchAriNaH ke. api janA vidyante te cha kAryyam akurvvanta Alasyam AcharantItyasmAbhiH shrUyate|
35030c0099	tAdR^ishAn lokAn asmataprabho ryIshukhrIShTasya nAmnA vayam idam AdishAma Aj nApayAmashcha, te shAntabhAvena kAryyaM kurvvantaH svakIyamannaM bhu njatAM|
35030d0033	aparaM he bhrAtaraH, yUyaM sadAcharaNe na klAmyata|
35030e0094	yadi cha kashchidetatpatre likhitAm asmAkam Aj nAM na gR^ihlAti tarhi yUyaM taM mAnuShaM lakShayata tasya saMsargaM tyajata cha tena sa trapiShyate|
35030f0036	kintu taM na shatruM manyamAnA bhrAtaramiva chetayata|
350310006d	shAntidAtA prabhuH sarvvatra sarvvathA yuShmabhyaM shAntiM deyAt| prabhu ryuShmAkaM sarvveShAM sa NgI bhUyAt|
3503110079	namaskAra eSha paulasya mama kareNa likhito. abhUt sarvvasmin patra etanmama chihnam etAdR^ishairakSharai rmayA likhyate|
3503120049	asmAkaM prabho ryIshukhrIShTasyAnugrahaH sarvveShu yuShmAsu bhUyAt| Amen|
360000000c	1 tImathiyaH
36010100bd	asmAkaM trANakartturIshvarasyAsmAkaM pratyAshAbhUmeH prabho ryIshukhrIShTasya chAj nAnusArato yIshukhrIShTasya preritaH paulaH svakIyaM satyaM dharmmaputraM tImathiyaM prati patraM likhati|
3601020066	asmAkaM tAta Ishvaro. asmAkaM prabhu ryIshukhrIShTashcha tvayi anugrahaM dayAM shAnti ncha kuryyAstAM|
360103009f	mAkidaniyAdeshe mama gamanakAle tvam iphiShanagare tiShThan itarashikShA na grahItavyA, ananteShUpAkhyAneShu vaMshAvaliShu cha yuShmAbhi rmano na niveshitavyam
360104008a	iti kAMshchit lokAn yad upadisheretat mayAdiShTo. abhavaH, yataH sarvvairetai rvishvAsayukteshvarIyaniShThA na jAyate kintu vivAdo jAyate|
3601050068	upadeshasya tvabhipretaM phalaM nirmmalAntaHkaraNena satsaMvedena niShkapaTavishvAsena cha yuktaM prema|
360106005c	kechit janAshcha sarvvANyetAni vihAya nirarthakakathAnAm anugamanena vipathagAmino. abhavan,
360107005c	yad bhAShante yachcha nishchinvanti tanna budhyamAnA vyavasthopadeShTAro bhavitum ichChanti|
360108004c	sA vyavasthA yadi yogyarUpeNa gR^ihyate tarhyuttamA bhavatIti vayaM jAnImaH|
3601090095	aparaM sA vyavasthA dhArmmikasya viruddhA na bhavati kintvadhArmmiko. avAdhyo duShTaH pApiShTho. apavitro. ashuchiH pitR^ihantA mAtR^ihantA narahantA
36010a0064	veshyAgAmI puMmaithunI manuShyavikretA mithyAvAdI mithyAshapathakArI cha sarvveShAmeteShAM viruddhA,
36010b00b1	tathA sachchidAnandeshvarasya yo vibhavayuktaH susaMvAdo mayi samarpitastadanuyAyihitopadeshasya viparItaM yat ki nchid bhavati tadviruddhA sA vyavastheti tadgrAhiNA j nAtavyaM|
36010c004b	mahyaM shaktidAtA yo. asmAkaM prabhuH khrIShTayIshustamahaM dhanyaM vadAmi|
36010d00bb	yataH purA nindaka upadrAvI hiMsakashcha bhUtvApyahaM tena vishvAsyo. amanye parichArakatve nyayujye cha| tad avishvAsAcharaNam aj nAnena mayA kR^itamiti hetorahaM tenAnukampito. abhavaM|
36010e005e	aparaM khrIShTe yIshau vishvAsapremabhyAM sahito. asmatprabhoranugraho. atIva prachuro. abhat|
36010f006e	pApinaH paritrAtuM khrIShTo yIshu rjagati samavatIrNo. abhavat, eShA kathA vishvAsanIyA sarvvai grahaNIyA cha|
36011000f3	teShAM pApinAM madhye. ahaM prathama AsaM kintu ye mAnavA anantajIvanaprAptyarthaM tasmin vishvasiShyanti teShAM dR^iShTAnte mayi prathame yIshunA khrIShTena svakIyA kR^itsnA chirasahiShNutA yat prakAshyate tadarthamevAham anukampAM prAptavAn|
3601110076	anAdirakShayo. adR^ishyo rAjA yo. advitIyaH sarvvaj na Ishvarastasya gauravaM mahimA chAnantakAlaM yAvad bhUyAt| Amen|
36011200ac	he putra tImathiya tvayi yAni bhaviShyadvAkyAni purA kathitAni tadanusArAd aham enamAdeshaM tvayi samarpayAmi, tasyAbhiprAyo. ayaM yattvaM tai rvAkyairuttamayuddhaM karoShi
3601130061	vishvAsaM satsaMveda ncha dhArayasi cha| anayoH parityAgAt keShA nchid vishvAsatarI bhagnAbhavat|
3601140087	huminAyasikandarau teShAM yau dvau janau, tau yad dharmmanindAM puna rna karttuM shikShete tadarthaM mayA shayatAnasya kare samarpitau|
360201004a	mama prathama Adesho. ayaM, prArthanAvinayanivedanadhanyavAdAH karttavyAH,
36020200c8	sarvveShAM mAnavAnAM kR^ite visheShato vayaM yat shAntatvena nirvvirodhatvena cheshcharabhaktiM vinItatva nchAcharantaH kAlaM yApayAmastadarthaM nR^ipatInAm uchchapadasthAnA ncha kR^ite te karttavyAH|
360203004a	yato. asmAkaM tArakasyeshvarasya sAkShAt tadevottamaM grAhya ncha bhavati,
3602040041	sa sarvveShAM mAnavAnAM paritrANaM satyaj nAnaprApti nchechChati|
3602050057	yata eko. advitIya Ishvaro vidyate ki ncheshvare mAnaveShu chaiko. advitIyo madhyasthaH
360206008b	sa narAvatAraH khrIShTo yIshu rvidyate yaH sarvveShAM mukte rmUlyam AtmadAnaM kR^itavAn| etena yena pramANenopayukte samaye prakAshitavyaM,
360207009d	tadghoShayitA dUto vishvAse satyadharmme cha bhinnajAtIyAnAm upadeshakashchAhaM nyayUjye, etadahaM khrIShTasya nAmnA yathAtathyaM vadAmi nAnR^itaM kathayAmi|
360208006d	ato mamAbhimatamidaM puruShaiH krodhasandehau vinA pavitrakarAn uttolya sarvvasmin sthAne prArthanA kriyatAM|
36020900af	tadvat nAryyo. api salajjAH saMyatamanasashcha satyo yogyamAchChAdanaM paridadhatu ki ncha keshasaMskAraiH kaNakamuktAbhi rmahArghyaparichChadaishchAtmabhUShaNaM na kurvvatyaH
36020a004f	svIkR^iteshvarabhaktInAM yoShitAM yogyaiH satyarmmabhiH svabhUShaNaM kurvvatAM|
36020b0030	nArI sampUrNavinItatvena nirvirodhaM shikShatAM|
36020c005b	nAryyAH shikShAdAnaM puruShAyAj nAdAnaM vAhaM nAnujAnAmi tayA nirvvirodhatvam AcharitavyaM|
36020d003c	yataH prathamam AdamastataH paraM havAyAH sR^iShTi rbabhUva|
36020e0051	ki nchAdam bhrAntiyukto nAbhavat yoShideva bhrAntiyuktA bhUtvAtyAchAriNI babhUva|
36020f007f	tathApi nArIgaNo yadi vishvAse premni pavitratAyAM saMyatamanasi cha tiShThati tarhyapatyaprasavavartmanA paritrANaM prApsyati|
3603010054	yadi kashchid adhyakShapadam AkA NkShate tarhi sa uttamaM karmma lipsata iti satyaM|
3603020076	ato. adhyakSheNAninditenaikasyA yoShito bhartrA parimitabhogena saMyatamanasA sabhyenAtithisevakena shikShaNe nipuNena
3603030047	na madyapena na prahArakeNa kintu mR^idubhAvena nirvvivAdena nirlobhena
360304005d	svaparivArANAm uttamashAsakena pUrNavinItatvAd vashyAnAM santAnAnAM niyantrA cha bhavitavyaM|
3603050063	yata AtmaparivArAn shAsituM yo na shaknoti teneshvarasya samitestattvAvadhAraNaM kathaM kAriShyate?
360306006d	aparaM sa garvvito bhUtvA yat shayatAna iva daNDayogyo na bhavet tadarthaM tena navashiShyeNa na bhavitavyaM|
3603070076	yachcha nindAyAM shayatAnasya jAle cha na patet tadarthaM tena bahiHsthalokAnAmapi madhye sukhyAtiyuktena bhavitavyaM|
360308006c	tadvat parichArakairapi vinItai rdvividhavAkyarahitai rbahumadyapAne. anAsaktai rnirlobhaishcha bhavitavyaM,
360309003e	nirmmalasaMvedena cha vishvAsasya nigUDhavAkyaM dhAtivya ncha|
36030a0054	agre teShAM parIkShA kriyatAM tataH param aninditA bhUtvA te paricharyyAM kurvvantu|
36030b0063	aparaM yoShidbhirapi vinItAbhiranapavAdikAbhiH satarkAbhiH sarvvatra vishvAsyAbhishcha bhavitavyaM|
36030c0064	parichArakA ekaikayoShito bharttAro bhaveyuH, nijasantAnAnAM parijanAnA ncha sushAsanaM kuryyushcha|
36030d0080	yataH sA paricharyyA yai rbhadrarUpeNa sAdhyate te shreShThapadaM prApnuvanti khrIShTe yIshau vishvAsena mahotsukA bhavanti cha|
36030e0055	tvAM pratyetatpatralekhanasamaye shIghraM tvatsamIpagamanasya pratyAshA mama vidyate|
36030f00ae	yadi vA vilambeya tarhIshvarasya gR^ihe. arthataH satyadharmmasya stambhabhittimUlasvarUpAyAm amareshvarasya samitau tvayA kIdR^isha AchAraH karttavyastat j nAtuM shakShyate|
36031000ef	aparaM yasya mahattvaM sarvvasvIkR^itam Ishvarabhaktestat nigUDhavAkyamidam Ishvaro mAnavadehe prakAshita AtmanA sapuNyIkR^ito dUtaiH sandR^iShTaH sarvvajAtIyAnAM nikaTe ghoShito jagato vishvAsapAtrIbhUtastejaHprAptaye svargaM nItashcheti|
3604010053	pavitra AtmA spaShTam idaM vAkyaM vadati charamakAle katipayalokA vahninA NkitatvAt
360402005c	kaThoramanasAM kApaTyAd anR^itavAdinAM vivAhaniShedhakAnAM bhakShyavisheShaniShedhakAnA ncha
36040300cc	bhUtasvarUpANAM shikShAyAM bhramakAtmanAM vAkyeShu cha manAMsi niveshya dharmmAd bhraMshiShyante| tAni tu bhakShyANi vishvAsinAM svIkR^itasatyadharmmANA ncha dhanyavAdasahitAya bhogAyeshvareNa sasR^ijire|
3604040078	yata IshvareNa yadyat sR^iShTaM tat sarvvam uttamaM yadi cha dhanyavAdena bhujyate tarhi tasya kimapi nAgrAhyaM bhavati,
360405003b	yata Ishvarasya vAkyena prArthanayA cha tat pavitrIbhavati|
36040600a9	etAni vAkyAni yadi tvaM bhrAtR^in j nApayestarhi yIshukhrIShTasyottamH parichArako bhaviShyasi yo vishvAso hitopadeshashcha tvayA gR^ihItastadIyavAkyairApyAyiShyase cha|
3604070078	yAnyupAkhyAnAni durbhAvAni vR^iddhayoShitAmeva yogyAni cha tAni tvayA visR^ijyantAm Ishvarabhaktaye yatnaH kriyatA ncha|
3604080087	yataH shArIriko yatnaH svalpaphalado bhavati kintvIshvarabhaktiraihikapAratrikajIvanayoH pratij nAyuktA satI sarvvatra phaladA bhavati|
3604090067	vAkyametad vishvasanIyaM sarvvai rgrahaNIya ncha vaya ncha tadarthameva shrAmyAmo nindAM bhuMjmahe cha|
36040a0063	yato hetoH sarvvamAnavAnAM visheShato vishvAsinAM trAtA yo. amara Ishvarastasmin vayaM vishvasAmaH|
36040b002e	tvam etAni vAkyAni prachAraya samupadisha cha|
36040c0089	alpavayaShkatvAt kenApyavaj neyo na bhava kintvAlApenAcharaNena premnA sadAtmatvena vishvAsena shuchitvena cha vishvAsinAm Adarsho bhava|
36040d004d	yAvannAham AgamiShyAmi tAvat tva pAThe chetayane upadeshe cha mano nidhatsva|
36040e007d	prAchInagaNahastArpaNasahitena bhaviShyadvAkyena yaddAnaM tubhyaM vishrANitaM tavAntaHsthe tasmin dAne shithilamanA mA bhava|
36040f0061	eteShu mano niveshaya, eteShu varttasva, ittha ncha sarvvaviShaye tava guNavR^iddhiH prakAshatAM|
360410007a	svasmin upadeshe cha sAvadhAno bhUtvAvatiShThasva tat kR^itvA tvayAtmaparitrANaM shrotR^iNA ncha paritrANaM sAdhayiShyate|
3605010047	tvaM prAchInaM na bhartsaya kintu taM pitaramiva yUnashcha bhrAtR^iniva
3605020054	vR^iddhAH striyashcha mAtR^iniva yuvatIshcha pUrNashuchitvena bhaginIriva vinayasva|
3605030021	aparaM satyavidhavAH sammanyasva|
36050400c0	kasyAshchid vidhavAyA yadi putrAH pautrA vA vidyante tarhi te prathamataH svIyaparijanAn sevituM pitroH pratyupakarttu ncha shikShantAM yatastadeveshvarasya sAkShAd uttamaM grAhya ncha karmma|
360505007d	aparaM yA nArI satyavidhavA nAthahInA chAsti sA IshvarasyAshraye tiShThantI divAnishaM nivedanaprArthanAbhyAM kAlaM yApayati|
360506003d	kintu yA vidhavA sukhabhogAsaktA sA jIvatyapi mR^itA bhavati|
3605070042	ataeva tA yad aninditA bhaveyUstadartham etAni tvayA nidishyantAM|
360508007a	yadi kashchit svajAtIyAn lokAn visheShataH svIyaparijanAn na pAlayati tarhi sa vishvAsAd bhraShTo. apyadhamashcha bhavati|
3605090079	vidhavAvarge yasyA gaNanA bhavati tayA ShaShTivatsarebhyo nyUnavayaskayA na bhavitavyaM; aparaM pUrvvam ekasvAmikA bhUtvA
36050a00b7	sA yat shishupoShaNenAtithisevanena pavitralokAnAM charaNaprakShAlanena kliShTAnAm upakAreNa sarvvavidhasatkarmmAcharaNena cha satkarmmakaraNAt sukhyAtiprAptA bhavet tadapyAvashyakaM|
36050b0067	kintu yuvatI rvidhavA na gR^ihANa yataH khrIShTasya vaiparItyena tAsAM darpe jAte tA vivAham ichChanti|
36050c0038	tasmAchcha pUrvvadharmmaM parityajya daNDanIyA bhavanti|
36050d00aa	anantaraM tA gR^ihAd gR^ihaM paryyaTantya AlasyaM shikShante kevalamAlasyaM nahi kintvanarthakAlApaM parAdhikAracharchchA nchApi shikShamANA anuchitAni vAkyAni bhAShante|
36050e0090	ato mamechCheyaM yuvatyo vidhavA vivAhaM kurvvatAm apatyavatyo bhavantu gR^ihakarmma kurvvatA nchetthaM vipakShAya kimapi nindAdvAraM na dadatu|
36050f0042	yata itaH pUrvvam api kAshchit shayatAnasya pashchAdgAminyo jAtAH|
36051000c0	aparaM vishvAsinyA vishvAsino vA kasyApi parivArANAM madhye yadi vidhavA vidyante tarhi sa tAH pratipAlayatu tasmAt samitau bhAre. anAropite satyavidhavAnAM pratipAlanaM karttuM tayA shakyate|
360511008b	ye prA nchaH samitiM samyag adhitiShThanti visheShata IshvaravAkyenopadeshena cha ye yatnaM vidadhate te dviguNasyAdarasya yogyA mAnyantAM|
3605120081	yasmAt shAstre likhitamidamAste, tvaM shasyamarddakavR^iShasyAsyaM mA badhAneti, aparamapi kAryyakR^id vetanasya yogyo bhavatIti|
3605130058	dvau trIn vA sAkShiNo vinA kasyAchit prAchInasya viruddham abhiyogastvayA na gR^ihyatAM|
3605140061	aparaM ye pApamAcharanti tAn sarvveShAM samakShaM bhartsayasva tenApareShAmapi bhIti rjaniShyate|
36051500ae	aham Ishvarasya prabho ryIshukhrIShTasya manonItadivyadUtAnA ncha gochare tvAm idam Aj nApayAmi tvaM kasyApyanurodhena kimapi na kurvvana vinApakShapAtam etAna vidhIn pAlaya|
3605160061	kasyApi mUrddhi hastAparNaM tvarayA mAkArShIH| parapApAnA nchAMshI mA bhava| svaM shuchiM rakSha|
3605170069	aparaM tavodarapIDAyAH punaH puna durbbalatAyAshcha nimittaM kevalaM toyaM na pivan ki nchin madyaM piva|
360518004f	keShA nchit mAnavAnAM pApAni vichArAt pUrvvaM keShA nchit pashchAt prakAshante|
3605190059	tathaiva satkarmmANyapi prakAshante tadanyathA sati prachChannAni sthAtuM na shaknuvanti|
3606010093	yAvanto lokA yugadhAriNo dAsAH santi te svasvasvAminaM pUrNasamAdarayogyaM manyantAM no ched Ishvarasya nAmna upadeshasya cha nindA sambhaviShyati|
36060200bf	yeShA ncha svAmino vishvAsinaH bhavanti taiste bhrAtR^itvAt nAvaj neyAH kintu te karmmaphalabhogino vishvAsinaH priyAshcha bhavantIti hetoH sevanIyA eva, tvam etAni shikShaya samupadisha cha|
360603007d	yaH kashchid itarashikShAM karoti, asmAkaM prabho ryIshukhrIShTasya hitavAkyAnIshvarabhakte ryogyAM shikShA ncha na svIkaroti
360604005a	sa darpadhmAtaH sarvvathA j nAnahInashcha vivAdai rvAgyuddhaishcha rogayuktashcha bhavati|
36060500c7	tAdR^ishAd bhAvAd IrShyAvirodhApavAdaduShTAsUyA bhraShTamanasAM satyaj nAnahInAnAm IshvarabhaktiM lAbhopAyam iva manyamAnAnAM lokAnAM vivAdAshcha jAyante tAdR^ishebhyo lokebhyastvaM pR^ithak tiShTha|
3606060047	saMyatechChayA yuktA yeshvarabhaktiH sA mahAlAbhopAyo bhavatIti satyaM|
360607006f	etajjagatpraveshanakAle. asmAbhiH kimapi nAnAyi tattayajanakAle. api kimapi netuM na shakShyata iti nishchitaM|
3606080046	ataeva khAdyAnyAchChAdanAni cha prApyAsmAbhiH santuShTai rbhavitavyaM|
36060900a4	ye tu dhanino bhavituM cheShTante te parIkShAyAm unmAthe patanti ye chAbhilAShA mAnavAn vinAshe narake cha majjayanti tAdR^isheShvaj nAnAhitAbhilASheShvapi patanti|
36060a0080	yato. arthaspR^ihA sarvveShAM duritAnAM mUlaM bhavati tAmavalambya kechid vishvAsAd abhraMshanta nAnAkleshaishcha svAn avidhyan|
36060b0073	he Ishvarasya loka tvam etebhyaH palAyya dharmma Ishvarabhakti rvishvAsaH prema sahiShNutA kShAntishchaitAnyAchara|
36060c0098	vishvAsarUpam uttamayuddhaM kuru, anantajIvanam Alambasva yatastadarthaM tvam AhUto. abhavaH, bahusAkShiNAM samakSha nchottamAM pratij nAM svIkR^itavAn|
36060d00aa	aparaM sarvveShAM jIvayiturIshvarasya sAkShAd yashcha khrIShTo yIshuH pantIyapIlAtasya samakSham uttamAM pratij nAM svIkR^itavAn tasya sAkShAd ahaM tvAm idam Aj nApayAmi|
36060e008d	IshvareNa svasamaye prakAshitavyam asmAkaM prabho ryIshukhrIShTasyAgamanaM yAvat tvayA niShkala Nkatvena nirddoShatvena cha vidhI rakShyatAM|
36060f004d	sa IshvaraH sachchidAnandaH, advitIyasamrAT, rAj nAM rAjA, prabhUnAM prabhuH,
3606100097	amaratAyA advitIya AkaraH, agamyatejonivAsI, marttyAnAM kenApi na dR^iShTaH kenApi na dR^ishyashcha| tasya gauravaparAkramau sadAtanau bhUyAstAM| Amen|
3606110083	ihaloke ye dhaninaste chittasamunnatiM chapale dhane vishvAsa ncha na kurvvatAM kintu bhogArtham asmabhyaM prachuratvena sarvvadAtA
360612006f	yo. amara Ishvarastasmin vishvasantu sadAchAraM kurvvantu satkarmmadhanena dhanino sukalA dAtArashcha bhavantu,
3606130062	yathA cha satyaM jIvanaM pApnuyustathA pAratrikAm uttamasampadaM sa nchinvantveti tvayAdishyantAM|
3606140062	he tImathiya, tvam upanidhiM gopaya kAlpanikavidyAyA apavitraM pralApaM virodhokti ncha tyaja cha,
3606150066	yataH katipayA lokAstAM vidyAmavalambya vishvAsAd bhraShTA abhavana| prasAdastava sahAyo bhUyAt| Amen|
370000000c	2 tImathiyaH
37010100ac	khrIShTena yIshunA yA jIvanasya pratij nA tAmadhIshvarasyechChayA yIshoH khrIShTasyaikaH preritaH paulo. ahaM svakIyaM priyaM dharmmaputraM tImathiyaM prati patraM likhAmi|
370102005c	tAta Ishvaro. asmAkaM prabhu ryIshukhrIShTashcha tvayi prasAdaM dayAM shAnti ncha kriyAstAM|
370103008c	aham A pUrvvapuruShAt yam IshvaraM pavitramanasA seve taM dhanyaM vadanaM kathayAmi, aham ahorAtraM prArthanAsamaye tvAM nirantaraM smarAmi|
370104007b	yashcha vishvAsaH prathame loyInAmikAyAM tava mAtAmahyAm unIkInAmikAyAM mAtari chAtiShThat tavAntare. api tiShThatIti manye
3701050086	tava taM niShkapaTaM vishvAsaM manasi kurvvan tavAshrupAtaM smaran yathAnandena praphallo bhaveyaM tadarthaM tava darshanam AkA NkShe|
3701060064	ato heto rmama hastArpaNena labdho ya Ishvarasya varastvayi vidyate tam ujjvAlayituM tvAM smArayAmi|
3701070065	yata Ishvaro. asmabhyaM bhayajanakam AtmAnam adattvA shaktipremasatarkatAnAm Akaram AtmAnaM dattavAn|
