2800000006	mathiH
3a01040051	divyadUtagaNAd yathA sa viziSTanAmno 'dhikArI jAtastathA tebhyo'pi zreSTho jAtaH|
3a010500a6	yato dUtAnAM madhye kadAcidIzvareNedaM ka uktaH? yathA, "madIyatanayo 'si tvam adyaiva janito mayA|" punazca "ahaM tasya pitA bhaviSyAmi sa ca mama putro bhaviSyati|"
3a01060076	aparaM jagati svakIyAdvitIyaputrasya punarAnayanakAle tenoktaM, yathA, "Izvarasya sakalai rdUtaireSa eva praNamyatAM|"
3a01070079	dUtAn adhi tenedam uktaM, yathA, "sa karoti nijAn dUtAn gandhavAhasvarUpakAn| vahnizikhAsvarUpAMzca karoti nijasevakAn||"
3a01080083	kintu putramuddizya tenoktaM, yathA, "he Izvara sadA sthAyi tava siMhAsanaM bhavet| yAthArthyasya bhaveddaNDo rAjadaNDastvadIyakaH|
3a01090083	puNye prema karoSi tvaM kiJcAdharmmam RtIyase| tasmAd ya Iza Izaste sa te mitragaNAdapi| adhikAhlAdatailena secanaM kRtavAn tava||"
3a010a006b	punazca, yathA, "he prabho pRthivImUlam Adau saMsthApitaM tvayA| tathA tvadIyahastena kRtaM gaganamaNDalaM|
3a010b0059	ime vinaMkSyatastvantu nityamevAvatiSThase| idantu sakalaM vizvaM saMjariSyati vastravat|
3a010c0060	saGkocitaM tvayA tattu vastravat parivartsyate| tvantu nityaM sa evAsI rnirantAstava vatsarAH||"
3a010d0094	aparaM dUtAnAM madhye kaH kadAcidIzvareNedamuktaH? yathA, "tavArIn pAdapIThaM te yAvannahi karomyahaM| mama dakSiNadigbhAge tAvat tvaM samupAviza||"
3a010e0074	ye paritrANasyAdhikAriNo bhaviSyanti teSAM paricaryyArthaM preSyamANAH sevanakAriNa AtmAnaH kiM te sarvve dUtA nahi?
3a02010065	ato vayaM yad bhramasrotasA nApanIyAmahe tadarthamasmAbhi ryadyad azrAvi tasmin manAMsi nidhAtavyAni|
3a02020085	yato heto dUtaiH kathitaM vAkyaM yadyamogham abhavad yadi ca tallaGghanakAriNe tasyAgrAhakAya ca sarvvasmai samucitaM daNDam adIyata,
3a02030092	tarhyasmAbhistAdRzaM mahAparitrANam avajJAya kathaM rakSA prApsyate, yat prathamataH prabhunA proktaM tato'smAn yAvat tasya zrotRbhiH sthirIkRtaM,
3a02040081	aparaM lakSaNairadbhutakarmmabhi rvividhazaktiprakAzena nijecchAtaH pavitrasyAtmano vibhAgena ca yad IzvareNa pramANIkRtam abhUt|
3a02050059	vayaM tu yasya bhAvirAjyasya kathAM kathayAmaH, tat ten divyadUtAnAm adhInIkRtamiti nahi|
3a02060095	kintu kutrApi kazcit pramANam IdRzaM dattavAn, yathA, "kiM vastu mAnavo yat sa nityaM saMsmaryyate tvayA| kiM vA mAnavasantAno yat sa Alocyate tvayA|
3a02070089	divyadatagaNebhyaH sa kiJcin nyUnaH kRtastvayA| tejogauravarUpeNa kirITena vibhUSitaH| sRSTaM yat te karAbhyAM sa tatprabhutve niyojitaH|
3a020800ac	caraNAdhazca tasyaiva tvayA sarvvaM vazIkRtaM||" tena sarvvaM yasya vazIkRtaM tasyAvazIbhUtaM kimapi nAvazeSitaM kintvadhunApi vayaM sarvvANi tasya vazIbhUtAni na pazyAmaH|
3a020900b8	tathApi divyadUtagaNebhyo yaH kiJcin nyUnIkRto'bhavat taM yIzuM mRtyubhogahetostejogauravarUpeNa kirITena vibhUSitaM pazyAmaH, yata IzvarasyAnugrahAt sa sarvveSAM kRte mRtyum asvadata|
3a020a00a7	aparaJca yasmai yena ca kRtsnaM vastu sRSTaM vidyate bahusantAnAnAM vibhavAyAnayanakAle teSAM paritrANAgrasarasya duHkhabhogena siddhIkaraNamapi tasyopayuktam abhavat|
3a020b0068	yataH pAvakaH pUyamAnAzca sarvve ekasmAdevotpannA bhavanti, iti hetoH sa tAn bhrAtRn vadituM na lajjate|
3a020c0077	tena sa uktavAn, yathA, "dyotayiSyAmi te nAma bhrAtRNAM madhyato mama| parantu samite rmadhye kariSye te prazaMsanaM||"
3a020d006d	punarapi, yathA, "tasmin vizvasya sthAtAhaM|" punarapi, yathA, "pazyAham apatyAni ca dattAni mahyam IzvarAt|"
3a020e0096	teSAm apatyAnAM rudhirapalalaviziSTatvAt so'pi tadvat tadviziSTo'bhUt tasyAbhiprAyo'yaM yat sa mRtyubalAdhikAriNaM zayatAnaM mRtyunA balahInaM kuryyAt
3a020f0045	ye ca mRtyubhayAd yAvajjIvanaM dAsatvasya nighnA Asan tAn uddhArayet|
3a02100046	sa dUtAnAm upakArI na bhavati kintvibrAhImo vaMzasyaivopakArI bhavatI|
3a021100a6	ato hetoH sa yathA kRpAvAn prajAnAM pApazodhanArtham IzvaroddezyaviSaye vizvAsyo mahAyAjako bhavet tadarthaM sarvvaviSaye svabhrAtRNAM sadRzIbhavanaM tasyocitam AsIt|
3a0212005f	yataH sa svayaM parIkSAM gatvA yaM duHkhabhogam avagatastena parIkSAkrAntAn upakarttuM zaknoti|
3a03010077	he svargIyasyAhvAnasya sahabhAginaH pavitrabhrAtaraH, asmAkaM dharmmapratijJAyA dUto'grasarazca yo yIzustam AlocadhvaM|
3a0302006c	mUsA yadvat tasya sarvvaparivAramadhye vizvAsya AsIt, tadvat ayamapi svaniyojakasya samIpe vizvAsyo bhavati|
3a0303006d	parivArAcca yadvat tatsthApayituradhikaM gauravaM bhavati tadvat mUsaso'yaM bahutaragauravasya yogyo bhavati|
3a03040061	ekaikasya nivezanasya parijanAnAM sthApayitA kazcid vidyate yazca sarvvasthApayitA sa Izvara eva|
3a0305007e	mUsAzca vakSyamANAnAM sAkSI bhRtya iva tasya sarvvaparijanamadhye vizvAsyo'bhavat kintu khrISTastasya parijanAnAmadhyakSa iva|
3a0306005f	vayaM tu yadi vizvAsasyotsAhaM zlAghanaJca zeSaM yAvad dhArayAmastarhi tasya parijanA bhavAmaH|
3a03070062	ato hetoH pavitreNAtmanA yadvat kathitaM, tadvat, "adya yUyaM kathAM tasya yadi saMzrotumicchatha|
3a03080086	tarhi purA parIkSAyA dine prAntaramadhyataH| madAjJAnigrahasthAne yuSmAbhistu kRtaM yathA| tathA mA kurutedAnIM kaThinAni manAMsi vaH|
3a0309008f	yuSmAkaM pitarastatra matparIkSAm akurvvata| kurvvadbhi rme'nusandhAnaM tairadRzyanta matkriyAH| catvAriMzatsamA yAvat kruddhvAhantu tadanvaye|
3a030a0052	avAdiSam ime lokA bhrAntAntaHkaraNAH sadA| mAmakInAni vartmAni parijAnanti no ime|
3a030b005c	iti hetorahaM kopAt zapathaM kRtavAn imaM| prevekSyate janairetai rna vizrAmasthalaM mama||"
3a030c0079	he bhrAtaraH sAvadhAnA bhavata, amarezvarAt nivarttako yo'vizvAsastadyuktaM duSTAntaHkaraNaM yuSmAkaM kasyApi na bhavatu|
3a030d0093	kintu yAvad adyanAmA samayo vidyate tAvad yuSmanmadhye ko'pi pApasya vaJcanayA yat kaThorIkRto na bhavet tadarthaM pratidinaM parasparam upadizata|
3a030e006f	yato vayaM khrISTasyAMzino jAtAH kintu prathamavizvAsasya dRDhatvam asmAbhiH zeSaM yAvad amoghaM dhArayitavyaM|
3a030f009d	adya yUyaM kathAM tasya yadi saMzrotumicchatha, tarhyAjJAlaGghanasthAne yuSmAbhistu kRtaM yathA, tathA mA kurutedAnIM kaThinAni manAMsi va iti tena yaduktaM,
3a03100068	tadanusArAd ye zrutvA tasya kathAM na gRhItavantaste ke? kiM mUsasA misaradezAd AgatAH sarvve lokA nahi?
3a0311006f	kebhyo vA sa catvAriMzadvarSANi yAvad akrudhyat? pApaM kurvvatAM yeSAM kuNapAH prAntare 'patan kiM tebhyo nahi?
3a03120073	pravekSyate janairetai rna vizrAmasthalaM mameti zapathaH keSAM viruddhaM tenAkAri? kim avizvAsinAM viruddhaM nahi?
3a03130046	ataste tat sthAnaM praveSTum avizvAsAt nAzaknuvan iti vayaM vIkSAmahe|
3a0401007d	aparaM tadvizrAmaprApteH pratijJA yadi tiSThati tarhyasmAkaM kazcit cet tasyAH phalena vaJcito bhavet vayam etasmAd bibhImaH|
3a040200b6	yato 'smAkaM samIpe yadvat tadvat teSAM samIpe'pi susaMvAdaH pracArito 'bhavat kintu taiH zrutaM vAkyaM tAn prati niSphalam abhavat, yataste zrotAro vizvAsena sArddhaM tannAmizrayan|
3a040300cd	tad vizrAmasthAnaM vizvAsibhirasmAbhiH pravizyate yatastenoktaM, "ahaM kopAt zapathaM kRtavAn imaM, pravekSyate janairetai rna vizrAmasthalaM mama|" kintu tasya karmmANi jagataH sRSTikAlAt samAptAni santi|
3a04040080	yataH kasmiMzcit sthAne saptamaM dinamadhi tenedam uktaM, yathA, "IzvaraH saptame dine svakRtebhyaH sarvvakarmmabhyo vizazrAma|"
3a0405005c	kintvetasmin sthAne punastenocyate, yathA, "pravekSyate janairetai rna vizrAmasthalaM mama|"
3a0406006b	phalatastat sthAnaM kaizcit praveSTavyaM kintu ye purA susaMvAdaM zrutavantastairavizvAsAt tanna praviSTam,
3a040700c6	iti hetoH sa punaradyanAmakaM dinaM nirUpya dIrghakAle gate'pi pUrvvoktAM vAcaM dAyUdA kathayati, yathA, "adya yUyaM kathAM tasya yadi saMzrotumicchatha, tarhi mA kurutedAnIM kaThinAni manAMsi vaH|"
3a04080067	aparaM yihozUyo yadi tAn vyazrAmayiSyat tarhi tataH param aparasya dinasya vAg IzvareNa nAkathayiSyata|
3a04090037	ata Izvarasya prajAbhiH karttavya eko vizrAmastiSThati|
3a040a007b	aparam Izvaro yadvat svakRtakarmmabhyo vizazrAma tadvat tasya vizrAmasthAnaM praviSTo jano'pi svakRtakarmmabhyo vizrAmyati|
3a040b0058	ato vayaM tad vizrAmasthAnaM praveSTuM yatAmahai, tadavizvAsodAharaNena ko'pi na patatu|
3a040c00bc	Izvarasya vAdo'maraH prabhAvaviziSTazca sarvvasmAd dvidhArakhaGgAdapi tIkSNaH, aparaM prANAtmano rgranthimajjayozca paribhedAya vicchedakArI manasazca saGkalpAnAm abhipretAnAJca vicArakaH|
3a040d0088	aparaM yasya samIpe svIyA svIyA kathAsmAbhiH kathayitavyA tasyAgocaraH ko'pi prANI nAsti tasya dRSTau sarvvamevAnAvRtaM prakAzitaJcAste|
3a040e00a1	aparaM ya uccatamaM svargaM praviSTa etAdRza eko vyaktirarthata Izvarasya putro yIzurasmAkaM mahAyAjako'sti, ato heto rvayaM dharmmapratijJAM dRDham AlambAmahai|
3a040f007e	asmAkaM yo mahAyAjako 'sti so'smAkaM duHkhai rduHkhito bhavitum azakto nahi kintu pApaM vinA sarvvaviSaye vayamiva parIkSitaH|
3a04100071	ataeva kRpAM grahItuM prayojanIyopakArArtham anugrahaM prAptuJca vayam utsAhenAnugrahasiMhAsanasya samIpaM yAmaH|
3a05010094	yaH kazcit mahAyAjako bhavati sa mAnavAnAM madhyAt nItaH san mAnavAnAM kRta IzvaroddezyaviSaye'rthata upahArANAM pApArthakabalInAJca dAna niyujyate|
3a05020075	sa cAjJAnAM bhrAntAnAJca lokAnAM duHkhena duHkhI bhavituM zaknoti, yato hetoH sa svayamapi daurbbalyaveSTito bhavati|
3a0503005d	etasmAt kAraNAcca yadvat lokAnAM kRte tadvad AtmakRte'pi pApArthakabalidAnaM tena karttavyaM|
3a0504005f	sa ghoccapadaH svecchAtaH kenApi na gRhyate kintu hAroNa iva ya IzvareNAhUyate tenaiva gRhyate|
3a050500bb	evamprakAreNa khrISTo'pi mahAyAjakatvaM grahItuM svIyagauravaM svayaM na kRtavAn, kintu "madIyatanayo'si tvam adyaiva janito mayeti" vAcaM yastaM bhASitavAn sa eva tasya gauravaM kRtavAn|
3a0506004a	tadvad anyagIte'pIdamuktaM, tvaM malkISedakaH zreNyAM yAjako'si sadAtanaH|
3a050700a7	sa ca dehavAsakAle bahukrandanenAzrupAtena ca mRtyuta uddharaNe samarthasya pituH samIpe punaH punarvinatiM prarthanAJca kRtvA tatphalarUpiNIM zaGkAto rakSAM prApya ca
3a05080045	yadyapi putro'bhavat tathApi yairaklizyata tairAjJAgrahaNam azikSata|
3a05090056	itthaM siddhIbhUya nijAjJAgrAhiNAM sarvveSAm anantaparitrANasya kAraNasvarUpo 'bhavat|
3a050a003e	tasmAt sa malkISedakaH zreNIbhukto mahAyAjaka IzvareNAkhyAtaH|
3a050b0055	tamadhyasmAkaM bahukathAH kathayitavyAH kintu tAH stabdhakarNai ryuSmAbhi rdurgamyAH|
3a050c00e6	yato yUyaM yadyapi samayasya dIrghatvAt zikSakA bhavitum azakSyata tathApIzvarasya vAkyAnAM yA prathamA varNamAlA tAmadhi zikSAprApti ryuSmAkaM punarAvazyakA bhavati, tathA kaThinadravye nahi kintu dugdhe yuSmAkaM prayojanam Aste|
3a050d003e	yo dugdhapAyI sa zizurevetikAraNAt dharmmavAkye tatparo nAsti|
3a050e006f	kintu sadasadvicAre yeSAM cetAMsi vyavahAreNa zikSitAni tAdRzAnAM siddhalokAnAM kaThoradravyeSu prayojanamasti|
3a0601006d	vayaM mRtijanakakarmmabhyo manaHparAvarttanam Izvare vizvAso majjanazikSaNaM hastArpaNaM mRtalokAnAm utthAnam
3a0602008f	anantakAlasthAyivicArAjJA caitaiH punarbhittimUlaM na sthApayantaH khrISTaviSayakaM prathamopadezaM pazcAtkRtya siddhiM yAvad agrasarA bhavAma|
3a0603002b	IzvarasyAnumatyA ca tad asmAbhiH kAriSyate|
3a06040058	ya ekakRtvo dIptimayA bhUtvA svargIyavararasam AsvaditavantaH pavitrasyAtmano'Mzino jAtA
3a06050048	Izvarasya suvAkyaM bhAvikAlasya zaktiJcAsvaditavantazca te bhraSTvA yadi
3a0606008a	svamanobhirIzvarasya putraM punaH kruze ghnanti lajjAspadaM kurvvate ca tarhi manaHparAvarttanAya punastAn navInIkarttuM ko'pi na zaknoti|
3a06070083	yato yA bhUmiH svopari bhUyaH patitaM vRSTiM pivatI tatphalAdhikAriNAM nimittam iSTAni zAkAdInyutpAdayati sA IzvarAd AziSaM prAptA|
3a06080063	kintu yA bhUmi rgokSurakaNTakavRkSAn utpAdayati sA na grAhyA zApArhA ca zeSe tasyA dAho bhaviSyati|
3a06090083	he priyatamAH, yadyapi vayam etAdRzaM vAkyaM bhASAmahe tathApi yUyaM tata utkRSTAH paritrANapathasya pathikAzcAdhva iti vizvasAmaH|
3a060a008e	yato yuSmAbhiH pavitralokAnAM ya upakAro 'kAri kriyate ca tenezvarasya nAmne prakAzitaM prema zramaJca vismarttum Izvaro'nyAyakArI na bhavati|
3a060b0068	aparaM yuSmAkam ekaiko jano yat pratyAzApUraNArthaM zeSaM yAvat tameva yatnaM prakAzayedityaham icchAmi|
3a060c0072	ataH zithilA na bhavata kintu ye vizvAsena sahiSNutayA ca pratijJAnAM phalAdhikAriNo jAtAsteSAm anugAmino bhavata|
3a060d0093	Izvaro yadA ibrAhIme pratyajAnAt tadA zreSThasya kasyApyaparasya nAmnA zapathaM karttuM nAzaknot, ato hetoH svanAmnA zapathaM kRtvA tenoktaM yathA,
3a060e0041	"satyam ahaM tvAm AziSaM gadiSyAmi tavAnvayaM varddhayiSyAmi ca|"
3a060f004a	anena prakAreNa sa sahiSNutAM vidhAya tasyAH pratyAzAyAH phalaM labdhavAn|
3a06100068	atha mAnavAH zreSThasya kasyacit nAmnA zapante, zapathazca pramANArthaM teSAM sarvvavivAdAntako bhavati|
3a06110087	ityasmin IzvaraH pratijJAyAH phalAdhikAriNaH svIyamantraNAyA amoghatAM bAhulyato darzayitumicchan zapathena svapratijJAM sthirIkRtavAn|
3a0612009e	ataeva yasmin anRtakathanam Izvarasya na sAdhyaM tAdRzenAcalena viSayadvayena sammukhastharakSAsthalasya prAptaye palAyitAnAm asmAkaM sudRDhA sAntvanA jAyate|
3a0613005a	sA pratyAzAsmAkaM manonaukAyA acalo laGgaro bhUtvA vicchedakavastrasyAbhyantaraM praviSTA|
3a06140056	tatraivAsmAkam agrasaro yIzuH pravizya malkISedakaH zreNyAM nityasthAyI yAjako'bhavat|
3a0701007d	zAlamasya rAjA sarvvoparisthasyezvarasya yAjakazca san yo nRpatInAM mAraNAt pratyAgatam ibrAhImaM sAkSAtkRtyAziSaM gaditavAn,
3a07020099	yasmai cebrAhIm sarvvadravyANAM dazamAMzaM dattavAn sa malkISedak svanAmno'rthena prathamato dharmmarAjaH pazcAt zAlamasya rAjArthataH zAntirAjo bhavati|
3a070300ab	aparaM tasya pitA mAtA vaMzasya nirNaya AyuSa Arambho jIvanasya zeSazcaiteSAm abhAvo bhavati, itthaM sa Izvaraputrasya sadRzIkRtaH, sa tvanantakAlaM yAvad yAjakastiSThati|
3a0704006b	ataevAsmAkaM pUrvvapuruSa ibrAhIm yasmai luThitadravyANAM dazamAMzaM dattavAn sa kIdRk mahAn tad Alocayata|
3a07050089	yAjakatvaprAptA leveH santAnA vyavasthAnusAreNa lokebhyo'rthata ibrAhImo jAtebhyaH svIyabhrAtRbhyo dazamAMzagrahaNasyAdezaM labdhavantaH|
3a07060078	kintvasau yadyapi teSAM vaMzAt notpannastathApIbrAhImo dazamAMzaM gRhItavAn pratijJAnAm adhikAriNam AziSaM gaditavAMzca|
3a07070048	aparaM yaH zreyAn sa kSudratarAyAziSaM dadAtItyatra ko'pi sandeho nAsti|
3a07080072	aparam idAnIM ye dazamAMzaM gRhlanti te mRtyoradhInA mAnavAH kintu tadAnIM yo gRhItavAn sa jIvatItipramANaprAptaH|
3a07090059	aparaM dazamAMzagrAhI levirapIbrAhImdvArA dazamAMzaM dattavAn etadapi kathayituM zakyate|
3a070a0052	yato yadA malkISedak tasya pitaraM sAkSAt kRtavAn tadAnIM sa leviH pitururasyAsIt|
3a070b00f8	aparaM yasya sambandhe lokA vyavasthAM labdhavantastena levIyayAjakavargeNa yadi siddhiH samabhaviSyat tarhi hAroNasya zreNyA madhyAd yAjakaM na nirUpyezvareNa malkISedakaH zreNyA madhyAd aparasyaikasya yAjakasyotthApanaM kuta Avazyakam abhaviSyat?
3a070c0047	yato yAjakavargasya vinimayena sutarAM vyavasthAyA api vinimayo jAyate|
3a070d0078	aparaJca tad vAkyaM yasyoddezyaM so'pareNa vaMzena saMyuktA'sti tasya vaMzasya ca ko'pi kadApi vedyAH karmma na kRtavAn|
3a070e0088	vastutastu yaM vaMzamadhi mUsA yAjakatvasyaikAM kathAmapi na kathitavAn tasmin yihUdAvaMze'smAkaM prabhu rjanma gRhItavAn iti suspaSTaM|
3a070f0063	tasya spaSTataram aparaM pramANamidaM yat malkISedakaH sAdRzyavatApareNa tAdRzena yAjakenodetavyaM,
3a0710006d	yasya nirUpaNaM zarIrasambandhIyavidhiyuktayA vyavasthAyA na bhavati kintvakSayajIvanayuktayA zaktyA bhavati|
3a0711005a	yata Izvara idaM sAkSyaM dattavAn, yathA, "tvaM maklISedakaH zreNyAM yAjako'si sadAtanaH|"
3a0712007f	anenAgravarttino vidhe durbbalatAyA niSphalatAyAzca hetorarthato vyavasthayA kimapi siddhaM na jAtamitihetostasya lopo bhavati|
3a07130054	yayA ca vayam Izvarasya nikaTavarttino bhavAma etAdRzI zreSThapratyAzA saMsthApyate|
3a07140055	aparaM yIzuH zapathaM vinA na niyuktastasmAdapi sa zreSThaniyamasya madhyastho jAtaH|
3a07150057	yataste zapathaM vinA yAjakA jAtAH kintvasau zapathena jAtaH yataH sa idamuktaH, yathA,
3a0716005c	"parameza idaM zepe na ca tasmAnnivartsyate| tvaM malkISedakaH zreNyAM yAjako'si sadAtanaH|"
3a07170046	te ca bahavo yAjakA abhavan yataste mRtyunA nityasthAyitvAt nivAritAH,
3a0718004f	kintvasAvanantakAlaM yAvat tiSThati tasmAt tasya yAjakatvaM na parivarttanIyaM|
3a07190091	tato heto rye mAnavAstenezvarasya sannidhiM gacchanti tAn sa zeSaM yAvat paritrAtuM zaknoti yatasteSAM kRte prArthanAM karttuM sa satataM jIvati|
3a071a007f	aparam asmAkaM tAdRzamahAyAjakasya prayojanamAsId yaH pavitro 'hiMsako niSkalaGkaH pApibhyo bhinnaH svargAdapyuccIkRtazca syAt|
3a071b00c0	aparaM mahAyAjakAnAM yathA tathA tasya pratidinaM prathamaM svapApAnAM kRte tataH paraM lokAnAM pApAnAM kRte balidAnasya prayojanaM nAsti yata AtmabalidAnaM kRtvA tad ekakRtvastena sampAditaM|
3a071c00b2	yato vyavasthayA ye mahAyAjakA nirUpyante te daurbbalyayuktA mAnavAH kintu vyavasthAtaH paraM zapathayuktena vAkyena yo mahAyAjako nirUpitaH so 'nantakAlArthaM siddhaH putra eva|
3a08010084	kathyamAnAnAM vAkyAnAM sAro'yam asmAkam etAdRza eko mahAyAjako'sti yaH svarge mahAmahimnaH siMhAsanasya dakSiNapArzvo samupaviSTavAn
3a0802006a	yacca dUSyaM na manujaiH kintvIzvareNa sthApitaM tasya satyadUSyasya pavitravastUnAJca sevakaH sa bhavati|
3a08030078	yata ekaiko mahAyAjako naivedyAnAM balInAJca dAne niyujyate, ato hetoretasyApi kiJcid utsarjanIyaM vidyata ityAvazyakaM|
3a0804007e	kiJca sa yadi pRthivyAm asthAsyat tarhi yAjako nAbhaviSyat, yato ye vyavasthAnusArAt naivedyAni dadatyetAdRzA yAjakA vidyante|
3a080500f1	te tu svargIyavastUnAM dRSTAntena chAyayA ca sevAmanutiSThanti yato mUsasi dUSyaM sAdhayitum udyate satIzvarastadeva tamAdiSTavAn phalataH sa tamuktavAn, yathA, "avadhehi girau tvAM yadyannidarzanaM darzitaM tadvat sarvvANi tvayA kriyantAM|"
3a08060083	kintvidAnIm asau tasmAt zreSThaM sevakapadaM prAptavAn yataH sa zreSThapratijJAbhiH sthApitasya zreSThaniyamasya madhyastho'bhavat|
3a08070065	sa prathamo niyamo yadi nirddoSo'bhaviSyata tarhi dvitIyasya niyamasya kimapi prayojanaM nAbhaviSyat|
3a080800c7	kintu sa doSamAropayan tebhyaH kathayati, yathA, "paramezvara idaM bhASate pazya yasmin samaye'ham isrAyelavaMzena yihUdAvaMzena ca sArddham ekaM navInaM niyamaM sthirIkariSyAmyetAdRzaH samaya AyAti|
3a080900ee	paramezvaro'paramapi kathayati teSAM pUrvvapuruSANAM misaradezAd AnayanArthaM yasmin dine'haM teSAM karaM dhRtvA taiH saha niyamaM sthirIkRtavAn taddinasya niyamAnusAreNa nahi yatastai rmama niyame laGghite'haM tAn prati cintAM nAkaravaM|
3a080a00f0	kintu paramezvaraH kathayati taddinAt paramahaM isrAyelavaMzIyaiH sArddham imaM niyamaM sthirIkariSyAmi, teSAM citte mama vidhIn sthApayiSyAmi teSAM hRtpatre ca tAn lekhiSyAmi, aparamahaM teSAm Izvaro bhaviSyAmi te ca mama lokA bhaviSyanti|
3a080b00a7	aparaM tvaM paramezvaraM jAnIhItivAkyena teSAmekaiko janaH svaM svaM samIpavAsinaM bhrAtaraJca puna rna zikSayiSyati yata AkSudrAt mahAntaM yAvat sarvve mAM jJAsyanti|
3a080c005d	yato hetorahaM teSAm adharmmAn kSamiSye teSAM pApAnyaparAdhAMzca punaH kadApi na smariSyAmi|"
3a080d0081	anena taM niyamaM nUtanaM gaditvA sa prathamaM niyamaM purAtanIkRtavAn; yacca purAtanaM jIrNAJca jAtaM tasya lopo nikaTo 'bhavat|
3a09010053	sa prathamo niyama ArAdhanAyA vividharItibhiraihikapavitrasthAnena ca viziSTa AsIt|
3a09020088	yato dUSyamekaM niramIyata tasya prathamakoSThasya nAma pavitrasthAnamityAsIt tatra dIpavRkSo bhojanAsanaM darzanIyapUpAnAM zreNI cAsIt|
3a09030054	tatpazcAd dvitIyAyAstiraSkariNyA abhyantare 'tipavitrasthAnamitinAmakaM koSThamAsIt,
3a0904009e	tatra ca suvarNamayo dhUpAdhAraH paritaH suvarNamaNDitA niyamamaJjUSA cAsIt tanmadhye mAnnAyAH suvarNaghaTo hAroNasya maJjaritadaNDastakSitau niyamaprastarau,
3a09050069	tadupari ca karuNAsane chAyAkAriNau tejomayau kirUbAvAstAm, eteSAM vizeSavRttAntakathanAya nAyaM samayaH|
3a09060061	eteSvIdRk nirmmiteSu yAjakA IzvarasevAm anutiSThanato dUSyasya prathamakoSThaM nityaM pravizanti|
3a090700b5	kintu dvitIyaM koSThaM prativarSam ekakRtva ekAkinA mahAyAjakena pravizyate kintvAtmanimittaM lokAnAm ajJAnakRtapApAnAJca nimittam utsarjjanIyaM rudhiram anAdAya tena na pravizyate|
3a09080087	ityanena pavitra AtmA yat jJApayati tadidaM tat prathamaM dUSyaM yAvat tiSThati tAvat mahApavitrasthAnagAmI panthA aprakAzitastiSThati|
3a0909009c	tacca dUSyaM varttamAnasamayasya dRSTAntaH, yato hetoH sAmprataM saMzodhanakAlaM yAvad yannirUpitaM tadanusArAt sevAkAriNo mAnasikasiddhikaraNe'samarthAbhiH
3a090a0064	kevalaM khAdyapeyeSu vividhamajjaneSu ca zArIrikarItibhi ryuktAni naivedyAni balidAnAni ca bhavanti|
3a090b0085	aparaM bhAvimaGgalAnAM mahAyAjakaH khrISTa upasthAyAhastanirmmitenArthata etatsRSTe rbahirbhUtena zreSThena siddhena ca dUSyeNa gatvA
3a090c0081	chAgAnAM govatsAnAM vA rudhiram anAdAya svIyarudhiram AdAyaikakRtva eva mahApavitrasthAnaM pravizyAnantakAlikAM muktiM prAptavAn|
3a090d005a	vRSachAgAnAM rudhireNa gavIbhasmanaH prakSepeNa ca yadyazucilokAH zArIrizucitvAya pUyante,
3a090e00ca	tarhi kiM manyadhve yaH sadAtanenAtmanA niSkalaGkabalimiva svamevezvarAya dattavAn, tasya khrISTasya rudhireNa yuSmAkaM manAMsyamarezvarasya sevAyai kiM mRtyujanakebhyaH karmmabhyo na pavitrIkAriSyante?
3a090f00ac	sa nUtananiyamasya madhyastho'bhavat tasyAbhiprAyo'yaM yat prathamaniyamalaGghanarUpapApebhyo mRtyunA muktau jAtAyAm AhUtalokA anantakAlIyasampadaH pratijJAphalaM labheran|
3a09100046	yatra niyamo bhavati tatra niyamasAdhakasya bale rmRtyunA bhavitavyaM|
3a09110071	yato hatena balinA niyamaH sthirIbhavati kintu niyamasAdhako bali ryAvat jIvati tAvat niyamo nirarthakastiSThati|
3a09120038	tasmAt sa pUrvvaniyamo'pi rudhirapAtaM vinA na sAdhitaH|
3a091300cc	phalataH sarvvalokAn prati vyavasthAnusAreNa sarvvA AjJAH kathayitvA mUsA jalena sindUravarNalomnA eSovatRNena ca sArddhaM govatsAnAM chAgAnAJca rudhiraM gRhItvA granthe sarvvalokeSu ca prakSipya babhASe,
3a0914003c	yuSmAn adhIzvaro yaM niyamaM nirUpitavAn tasya rudhirametat|
3a09150047	tadvat sa dUSye'pi sevArthakeSu sarvvapAtreSu ca rudhiraM prakSiptavAn|
3a0916006f	aparaM vyavasthAnusAreNa prAyazaH sarvvANi rudhireNa pariSkriyante rudhirapAtaM vinA pApamocanaM na bhavati ca|
3a09170095	aparaM yAni svargIyavastUnAM dRSTAntAsteSAm etaiH pAvanam Avazyakam AsIt kintu sAkSAt svargIyavastUnAm etebhyaH zreSThe rbalidAnaiH pAvanamAvazyakaM|
3a091800a7	yataH khrISTaH satyapavitrasthAnasya dRSTAntarUpaM hastakRtaM pavitrasthAnaM na praviSTavAn kintvasmannimittam idAnIm Izvarasya sAkSAd upasthAtuM svargameva praviSTaH|
3a09190083	yathA ca mahAyAjakaH prativarSaM parazoNitamAdAya mahApavitrasthAnaM pravizati tathA khrISTena punaH punarAtmotsargo na karttavyaH,
3a091a00a3	karttavye sati jagataH sRSTikAlamArabhya bahuvAraM tasya mRtyubhoga Avazyako'bhavat; kintvidAnIM sa AtmotsargeNa pApanAzArtham ekakRtvo jagataH zeSakAle pracakAze|
3a091b0046	aparaM yathA mAnuSasyaikakRtvo maraNaM tat pazcAd vicAro nirUpito'sti,
