2a00000004	Luka
2a0b2600a0	Isusu na spălat mănilje majdată njego če s mălănče. Farizeju sa mirat daja če jej ănvacă k omu trjebje aša s fakă s fije čist la intja alu Dimizov.
2a0b2700ec	Aša Domnu Isusu ja zăs: “Voj farizeji ištjec kašă lumja karje spală paru š găvanu samo da far, ali nu čistjaštje prljavština dăn nontru, k spălăc mănilje, ali inimilje alji avuaštrje zaista pljinje d pohlepă š d rov.
2a0b28006d	Voj lumje karje na vjec fir ăn kap! Dimizov karje astvorit p omu da far je isto aša la stvorit dăn nontru.
2a0b29008a	Nu fic lakumj, već dăc dăla inimă alu lumje karje narje. Akă ištjec aša, osă fic čist la intja alu Dimizov dăn nontru š da far.
2a0b2a00f0	Grjev vuavă, farizeji! Voj dăc alu Dimizov zjače posto čak š d začinurj š d biljke alji voštrje, ali nu vu ponašăc pravedno nit vrjec p Dimizov. Asta atribut s fičec, ali s nu zanemarujic altje stvarurj karje Dimizov azapovjedit.
2a0b2b008a	Grjev vuavă, farizeji! Vrjec s šidjec p počasne lokurj ăn sinagogje š vrjec k p voj lumja pozdravjaštje ku marje poštujală p ulic.
2a0b2c00d9	Grjev vuavă! Voj ištjec kašă pămăntu karje narje spomenik karje nu arată k ănzos s nalazaštje mărmăntje. Pa lumja umblă p ăštja mărmăntje, ali nu štije, š atunča je nečisti la intja alu Dimizov.”
2a0b2d007b	Atunča unu učitelj alu zakonu alu Mojsije ja zăs: “Učiteljulje, kum aša rubješt š p noj ku aja nji uvridještj!”
2a0b2e00d1	Isusu ja zăs: “Grjev š vuavă, učitelji alu zakonu alu Mojsije! Voj punjec teretu p lumje karje je grjev š jej nu puatje s la dukă, a nič đajštju nu vrjec s l pomaknic s jažutac s adukă ăla teret.
2a0b2f0080	Grjev vuavă! Voj adrikăc spomenikurlje alu prorokulor, a voj ištjec isti kašă sămănca avuastră karje d mult lja umurăt.
2a0b300083	Aša k umjesto s lji osudic, voj aja potvrdic š slažăc ku sămănca avuastră. Jej lja umurăt, a voj lji drikăc spomenikurlje!
2a0b3100f5	Voj ištjec kašă pra tatilje alji voštri. Dimizov ăn mudrostu aluj majdată aštijut k osă fičec istje stvarurj. Jel azăs: ‘Osă trimjet la jej p prorokurlje š p apostoli, a jej p njeki d jej osă muarje, a p alcă osă putirjaskă.’
2a0b3200a0	Daja Dimizov ku prava aluj osă smatrjaskă k je dăvină lumja ăn asta vrijamje d tuată muartje alu prorokurluj karje lumja lja umurăt d kănd je pămăntu.
2a0b3300d0	Dimizov osă lji osudjaskă d muartje alu tot proroku, dăla Abel pănla Zaharija, p karje la umurăt ăn Hram ăntră svetište š žrtvenik. Istina je, Dimizov osă lji kaznjaskă p lumja ăn asta vrijamje!
2a0b3400d6	Grjev vuavă, učitelji alu zakonu alu Mojsije! Voj ištjec kašă omu karje askuns ključu alu ušăj d cara alu Dimizov. Săngurj nu untrăc ăn cara alu Dimizov š nu dăc nič alu ălja karje kată s untrje.”
2a0b3500b0	Kănd Isusu apljikat dăn kasă alu farizej, učitelji d zakonu alu Mojsije š farizeji ančiput ku nikižala s navaljaskă p jel š azahtjevit s odgovorjaskă p multă vorbje.
2a0b36005e	Jej pokuša s la pučje ăn zamkă ăn nješto če aputja s zăkă s l puată s l optužaskă.
2a0c01017a	Maj mult š maj mult lumje anastavit s vije la Isusu. Lja fost atăta k gaza unij pisti alc. Maj dată njego če osă rubjaskă alu lumjej, Isusu arubit alu učenikurlje aluj: “Păzăcăvă d farizeji. Ku duavje trje fălč jaštje š utjecaju alor s proširjaštje ăntră lumje kašă germa karje s proširjaštje ăn mălaj. Păzăcăvă s nu fic kašă jej ku trje fălč.
2a0c020066	Vinje vrijamja kănd tot čije skuns osă fije otkrivit š tot čije tajna osă sa audă pănglă toc.
2a0c030094	Da, ăn zuvaja če god njeko azăs ăn tamă osă saudă la lumină š tot če njeko ašaptit ăn sobă kisă osă razglasaštje p krov s audă toc!
2a0c040094	Ortači ajmje, punjec binje urjajke. Na vjec frikă d lumje. Jej puatje s umară samo tjela, ali dăpă aja vuavă nu puatje nimika maj rov s fakă!
2a0c0500ae	Njego osă vu pokazaskă d činje trjebje sa vjec frikă: avjec frikă d Dimizov karje p voj puatje s vu muarje, š atunča p voj s arunče ăn pakao. Da, d jel avjec frikă!
2a0c060066	Voj štijic k činč vrabacurj s vindje samo d doj novčičurj. Ali Dimizov nu mujtă p ničunu d jej.
2a0c07007d	Voj štijec k aluj vridic maj mult njego multje vrabacurj. Dimizov štije čak š kăt avjec păr p kap. Daja na vjec frikă!
2a0c0800d1	Istina je, tot ăla karje aiča p pămănt la intja alu lumje priznajaštje k mije pripadnjaštje, š d jel jo, Bijatu alu Omuluj, la intja alu anđelilor alu Dimizov osă priznajesk k jel pripadnjaštje mije.
2a0c0900aa	Tot ăla karje aiča p pămănt la intja alu lumje s odriknještje k mije pripadnjaštje, osă m odriknjesk la intja alu anđelilor alu Dimizov k jel pripadnjaštje mije.
2a0c0a00a5	Ipak tot ăla karje rubjaštje păntruv minje, Bijatu alu Omuluj, puatje s oprostjaskă. A alu ăla karje uvridjaštje p Sufljetu alu Svăntuluj nusă oprostjaštje.
2a0c0b0080	Kănd jej aduče p voj la sud ăn sinagogă, la intja alu vladaruluj š la vlast, nu vu sikiric če s zăčec vuavă ăn obrană
2a0c0c0054	daja če p voj Sufljetu alu Svăntuluj ăn ăla tren osă ănvacă če s zăčec.”
2a0c0d0097	Unu om dăn atăta lumje azăs alu Isusuluj: “Učiteljulje, zi alu fratimjov s podiljaskă ku minje imanja karje adobidit če tatimjov nja lăsat.”
2a0c0e0058	Isusu ja zăs: “Omulje, činje p minje ma pus s sudjesk š s podiljesk ăntră voj?”
2a0c0f00a5	Atunča azăs alu toc: “Păzăcăvă š nu dopustic alu bilo d karje lakumije s utră ăn inima avuastră, k život nu s sastajaštje ăn aja če posjeduještj.”
2a0c10004d	Atunča Isusu arubit asta vorbă: “Alu unu bogataš binje arodit pămăntu.
2a0c110072	Bogatašu agăndit: ‘Nu štiuv če s fak daja če nam nič u lok atăta d marje s sprimjesk tot če ma rodit.’
2a0c120086	Atunča azăs: ‘Štiuv! Dubor p skladištilje abătrnje š osă fak maj marje š ănklo osă puj š gruvu š tuată imovina amja.’
2a0c13008a	Atunča osă zăk săngur mije: ‘Jakă, am ăn skladištje zalihe d još multje aj. Akuma m odmurjesk, mălănk, bjav š m veseljesk!’
2a0c1400a1	Ali Dimizov ja zăs: ‘Omulje tu karje naj mincă! Još d sară osă c jav sufljetu alu tov. Atunča alu činje s pripadnjaskă tot aja čaj străns d tinje?’
2a0c15006a	Omu karje narje mincă je ăla karje strănđe bugacija p pămănt, a nuje bugat ăn vojki alu Dimizov.”
2a0c1600b4	Atunča Isusu azăs alu učenikurlje aluj: “Daja vu zăk: Nu brinicăvă š na vjec frikă kum s preživic, če s mănkăc, nič kum s ănviljic tjala avuastră, če s ănbrkăc!
2a0c170036	K životu maj važniji d mănkarje, š tjela d cualje.
2a0c1800a9	Ujtacăvă la gavranurj! Nit sijaštje, nit adună, nit arje skladištje nit kolibă. A Dimizov ipak s pobrinjaštitje d jej. A voj vridic maj mult alu Dimizov d pujurj!
2a0c190051	Puatje njeko d voj aša če s brinjaštje s produžaskă životu čak š unu sat?
2a0c1a0051	Daja če nu putjec s fičec nič aša mikă stvar, dăče vu brinic d bilo čaja?
2a0c1b00d5	Ujtacăvă la frorj ăn polje kum krjaštje! Nu s mučaštje aša s fakă cualje. A ipak nič caru Salomon karje afost maj bugat š maj capăn caru ăn Izrael na fost ănbrkat aša măndru kašă unu d fruarjasta.
2a0c1c00d4	Atunča akă Dimizov aša ănbrakă frorji karje krjaštje ăn polje karje jaštje astăz, a već minje s arunkă ăn fok, dali s nu vrja još maj mult s pobrinjaskă d voj? Voj lumjo karje aša d pucăn kridjec!
2a0c1d0047	Nu kătăc če osă mănkăc š če osă bjec š nu vu uznemiric d aja.
2a0c1e0078	K Tata alu vostru ăn čerj štije k tot asta vuavă trjebje. Nu fic kašă lumja alu pămăntusta karje samo aja kată.
2a0c1f0052	Njego prvo kătăc cara alu Dimizov š Dimizov osă vu dja aja če vuavă trjebje.
2a0c20005d	Navja frikă, amikă stada, k Tata alu vostru ăn čerj vrja s vu dja bugucija alu cara aluj.
2a0c210140	Vinjdjec aja če avjec š banj dăc alu lumje karje narje nimik! Akă aja fičec, osă avjec pravo bugucije p čerj karje nikad nusă fije purdut. Aja je kašă k avjec saku ku banji karje nikad nusă ajbje rupă ăn ja. P čerj nuje lupovj karje vuavă afura stvarurlje š nuje găgj karje amănka cualjilje avuaštrje.
2a0c220046	Inima avuastră uvjek osă fije ănklo undje je bugucija avuastră.”
2a0c230085	Isusu azăs: “Uvjek fic spremic, kašă argatu karje ănbrkat ăn radne cualje aluj š alu činje je lumina prinsă tuată nuaptja.
2a0c24009d	Da, fic kašă argatu karje štjaptă p gospodaru aluj karje apljikat ăn svatovj š kănd gospodaru ažunđje akasă š batje la ušă, odma diškidje uša.
2a0c2500fc	Blago alu ălja argac karje je spremic š aštjaptă ăntručala alu gospodaruluj k jel osă lji nagradjaskă. Istina je zăk vuavă, gospodaru osă ănbračje cualjilje alu argatuluj, osă lji zăče s šagă la astal š săngur osă lji poslužaskă.
2a0c260084	Blago alu ălja argac karje je spremic š aštjaptă ăntručala alu gospodaruluj, čak š akă jel vinje ăn ponoć ili maj ănklo.
2a0c270087	Ăn asta putjec s fic sigurni: Akă gazda alu kasăj štija kănd vinje lupovu, na dopustja alu lopovuluj s provaljaskă ăn kasa aluj.
2a0c280063	Fic š voj stalno pripremic daja če jo, Bijatu alu Omuluj, osă viuv kănd voj numă očekujic.”
2a0c290059	Petar antribat: “Domnulje, arubit tu asta vorbă nuavă alu učenikulor ili alu toc?”
2a0c2a00e2	Domnu Isusu ja zăs: “P činje găndic k gospodaru osă puje s upravljaskă ku altje argac ăn kasa aluj š s lji nahranjaskă ăn bună vrijamje? Aja je argatu p karje gospodaru smatrjaštje k je vjeran š mudar, dali nuje?
2a0c2b009a	Blago alu argatula p karje gospodaru, kănd s ănturča akas, s găsaskă k vjerno š mudro upravljit ku altje argac, k gospodaru osă nagradjaskă p jel!
2a0c2c004d	Da, istina je k postavljaštje p argatu s upravljaskă ku tuată imanja aluj.
2a0c2d00c2	Ali če osă fije akă argatula găndjaštje: ‘Gospodaru sa zadržăt p drum š nusă ăntuarčje d mult’, š ančiput s bată p argacă š p argatilje, mult mălănkă š bja š s ămbată?
2a0c2e00da	Atunča gospodaru alu argatula osă vije ăn zuvă ăn karje jel nu l očekuja š ăn vrijamje karje jel nu štije. Gospodaru osă l taje p komadurj š osă l trimjatje ănklo undje mora s pljače toc karje nu krjadje.
2a0c2f009a	Argatula karje aštijut ča čirut gospodaru, ali nu sa pripremit d vinjala aluj š na fukut aja če gospodaru azăs, osă fije luvit ku multje udaracurj.
2a0c300130	A argatula, karje na štijut aja če gospodaru avrut, a afukut nješto d čaja azaslužăt bătaje osă fije luvit ku pucăn udaracurj. Dăla tot ăla alu činje Dimizov mult adat, Dimizov dăla jel osă kată mult. Dăla tot ăla alu činje Dimizov mult apovjerit, Dimizov dăla jel osă čarje mult.”
2a0c310072	Atunča Isusu azăs: “Avinjit s aduk sudu alu Dimizov p pămănt, kašă foku. Mult vrjauv s fije već aprinsă.
2a0c320071	Mora s trjek vrijamja d marje patjală š nimika nu m spričaštje pănd god nu završa asta vrijamje d patjală!
2a0c330071	Voj găndic k amvinjit s aduk miru p pămănt? Nipošto! Njego, istina je amvinjit s aduk podjelă ăntră lumje.
2a0c340092	Pănd akuma, akă ăn una kasă jaštje činč lumje, osă podiljaskă unu păntruv altu. Doj osă fije ku minje, a trje osă fije păntruv minje.
2a0c3500dd	Članurlje alu familjije osă podiljaskă unji păntruv alc. Tata osă fije păntruv bijat š bijatu osă fije păntruv tată, mama păntruv fată š fata păntruv mamă, suakra păntruv noră š nora păntruv suakră.”
2a0c36009f	Atunča Isusu arubit alu mulc lumje: “Kănd opazăc k d zapad dăla more s nakupjaštje njegri oblakurj, odma zăčec: ‘Osă fije nevrijeme’, š jaštje.
2a0c370057	A kănd suflă văntu dăla jug voj zăčec: ‘Osă fije zăpuk!’ š jaštje zăpuk.
2a0c3800f6	Lumjo ku duavă licje! Putjec s ujtac pănglă voj če s dogodjaštje p pămănt š p čerj š s protumačic znakurlje karje ănklo s vjadje. Dăče atunča nu putjec s protumačic događajurlje karje promatric aštja zuvje kănd sănt jo ku voj?
2a0c390036	Š dăče nu putjec s prepoznajic čije binje d fukut?
2a0c3a0120	Pănd ku omu karje păntruv tinje plječ la sud, pokušaštje, majdată njego če s fije kasno, s t dogovorješt ku jel. Akă aja nu fač, jel osă vu prisiljaskă s stăc la intja alu sudaculuj, sudacu osă t sudjaskă š t predajaštje la izvršitelj, a jel osă ta runče ăn kisuarje.
2a0c3b0065	Istina je: nusă ješ d ănklo pănd god nu isplatja tuată datorija ata, pănla zadnja kovanică.”
2a0d0100b4	Ăn vrijamjaja avinjit la Isusu njeki om karje ja rubit k rimski upravitelju Pilat anaredit p njeka lumje d regija Galileja s lji muară pănd duča žrtvă ăn Hram ăn Jeruzalem.
2a0d020093	A Isusu lja zăs: “Dal găndic k lumja d regija Galileja aša afost umurăc daja ča fost grešni maj mult d toc alcă lumje ăn regija Galileja?
2a0d030053	Nipošto! Istina je, akă nu vu okrinic dăla grešală, š voj isto osă propanic!
2a0d0400ab	Š če găndic d ăštja optsprjače p karje sa duburăt kula ăn Siloam ăn Jeruzalem š lja murăt? Dal găndic k afost grešni maj mult d toc alcă lumja ăn Jeruzalem?
2a0d050056	Nipošto! Istina je, akă nu vu okrinic dăla grešală, š voj isto osă propanic!”
2a0d0600ae	Atunča Isusu lji rubjaštje asta vorbă: “Njeki om avut smokvă karje asadit ăn vinograd aluj. Vinja ăn tot anu s vjadje dal arodit, ali na găsăt p ja ničuna smokvă.
2a0d0700b4	Azăs atunča alu omu karje s pobrinjaštje d vinograd: ‘Jakă već trje aj viuv s vjed dal jaštje plod p smokvasta, ali nu l găsăsk. Tajoj. Dăče s iscrpjaskă pămăntu?’
2a0d080055	A omula azăs: ‘Gospodarulje, las još u an. Osă surp š osă puj păngl ja gnoju.
2a0d09005e	Akă aja fiča la anu, možda osă rudjaskă smokva. Akă nu, atunča osă utaj d tinje.’”
2a0d0a002c	Isusu una sămbătă ănvăca ăn sinagogă.
2a0d0b009a	Jakă, afost ănklo una mujarje ăn karje afost optsprjače aj sufljetu alu rov karje ufiča bulnavă. Afost grbavă š nikako na putut s s ispravljaskă.
2a0d0c0060	Kănd Isusu avizut p ja, akimato la jel š ja zăs: “Mujarje, oslobodită ješt d bualasta!”
2a0d0d0064	Atunča apus mănilje aluj p ja. Mujarja dăturdată sa ispravit š ančiput s slavjaskă p Dimizov.
2a0d0e0117	Omu karje vudjaštje sinagoga sa nikăžăt. Agăndit k Isusu prekršaštje zakonu alu Mojsije daja če likuja ăn sămbătă. Š azăs alu naroduluj: “Šasă zălje ăn duminikă zakonu alu nostru dopustjaštje s lukrizăm. Ăn zuviljalja vinjic s likujic, a nu sămbătă!”
2a0d0f00c1	Domnu Isusu ja zăs: “Voj lumjo karje avjec duavă licje! Š voj lukrizăc sămbătă. Toc voj dizljigăc ăn sămbătă p volu ili p magaracu š l skutjec dăn štală la apă s bja, dal nu?
2a0d1000cd	Asta mujarje karje je sămănca alu Abraham karje Sotona acănăto ljigată optsprjače d aj. Dal stvarno găndic k na atribut s fije dizljigată ăn sămbătă dăla asta buală ku karje irja ljigată?”
2a0d11006c	P vorbilje alu Isusuluj, sa posramit toc dušmani aluj, a toc alcă sa radujit d čudurj karje afukut Isusu.
2a0d12004e	Isusu azăs: “Kum izglidjaštje cara alu Dimizov? Ku čaja s ju usporidjesk?
2a0d1300b1	Cara alu Dimizov je kašă sămănca mikă alu gorušice karje omu asadit ăn baštjava aluj. Aja krjaštje marje kašă ljemnu š puji vinje s gnizdjaštje ăn krăči aluj.”
2a0d14003c	Jar antribat: “Ku čaja s ju usporidjesk cara alu Dimizov?
2a0d150071	Aja je kašă germa karje mujarja alato š amišăto ăn marje količină d pjelm pănd tot zolu nu sa drikă.”
2a0d160051	Isusu putuja ăn Jeruzalem. Pănd triča p trgurj š p saturj š p drum ănvăca,
2a0d170067	njeko la antribat: “Domnulje, dal Dimizov samo osă spasaskă pucăn lumje dăla sud?” Isusu azăs:
2a0d180091	“Cara alu Dimizov je kašă kasa karje arje ušă strămtă. Trudicăvă s untrăc p ja. Istina je, mult lumje vrja s untrje, ali nusă puată.
2a0d1900f6	Kănd toc ažuns š gospodaru sa skulat š ankis uša, nusă kutizăc s untrăc. Atunča osă stăc afar š osă bătjec la ušă. Osă zăčec: ‘Domnulje, diškidje nuavă!’ A jel osă zăkă: ‘Nu štiuv činje ištjec š dundje vinjic.’
2a0d1a0064	Atunča osă rubic: ‘Noj ku tinje amănkat š abut, š tu nji ănvăcaj p trgurje alji noštri!’
2a0d1b007e	A jel vuavă osă zăkă: ‘Nu štiuv činje ištjec š dundje vinjic. Fuđic dăla minje, toc voj lumjo karje fičec rov!’
2a0d1c00b5	Ănklo osă plănđec š osă škrcijic d dinc ăn tugă kănd vidjec p Abraham, p Izak š p Jakov š p toc prorokurlje la gozbă ăn cara alu Dimizov, k voj săngurj afost putiric.
2a0d1d0088	Š osă vije lumja d tuatje părc alu pămăntuluj, čak š ălja karje nuje Židovj, š osă mălănče la gozbă ăn cara alu Dimizov.
2a0d1e00a2	Jakă njeki karje akuma s smatrjaštje k je maj mič osă fije atunča maj marje, a njeki karje akuma s smatrjaštje k je maj marje osă fije atunča maj mič.”
2a0d1f0097	Ăn vrijamaja, kănd Isusu azavršăt ku vorba, avinjit la jel njeki farizeji š azăs alu Isusuluj: “Fuđ da iča daja če Herod vrja s t muarje!”
2a0d2000c9	A Isusu lja zăs: “Fuđic š zăčec alu aja lukavăj lisicăj: ‘Jakă, jo osă putirjesk p sufljeti alji rovj š likujaskă astăz š mănje š aldă trje zălje osă dovršăsk lukru alu mjov.’
2a0d210098	Da, astăz, mănje š dăpă mănje mora s nastavjesk p drum. Dali nuje aja ăn Jeruzalem undje umuară p tot proroku? Kum aputja s mor bilo undje altu?
2a0d2200e0	O Jeruzaleme, o Jeruzaleme, tu karje umorj p prorokurlje š umorj ku buluvanji p ălja karje Dimizov atrimjes la tinje! Kăt vorj avrut s străng p lumja ata kum kloca sakupljaštje p puji š punje dusu ja, ali tu nu ma dat!
2a0d2300a5	Dimizov osă napustjaskă p tinje. Istina je, nu maj m vjez više tot pănd nu vinje vrijamja pănd god nu zăčec: ‘Blagoslovit ăla p karje Domnu atrimjes!’”
2a0e010094	Ăn una sămbătă Isusu avinjit ăn kasa la unu vođe alu farizejulor s mălănče. Toc karje afost ăn kasă s ujta s vjadă če Isusu osă fakă.
2a0e020043	Jakă, la intja alu Isusuluj irja njeki om karje avut apă ăn jel.
2a0e030081	Isusu antribat p farizeji š p učitelji alu zakonu alu Mojsije: “Dopustjaštje zakonu s s likujaskă ăn sămbătă ili nu?”
2a0e04005e	Jej atikut. Š Isusu apus măna p omu karje bulnav, la likujit š ja zăs: “Poc s plječ.”
2a0e05009a	A alor azăs: “Akă bijatu alu vostru ili volu kadje ăn puc ăn sămbătă, dal nusă l skutjec? Sigurno odma osă l skutjec, š akă je sămbătă!”
2a0e06001e	Jej na vut p aja če s zăkă.
2a0e070082	Pănd Isusu afost ačija, avizut k gostjamja d jej avrut s kuljađje maj bunj lokurj la domačin. Daja Isusu lja spus asta vorbă:
2a0e08006c	“Kănd njeko t kjamă la nută, nu la maj bun lok la gozbă. Če akă je kimat njeko maj važniji d tinje?
2a0e0900a4	Ăla karje ta kimat p tinje š p jel osă vije s c zăkă: ‘Skual š las loku alu omusta!’ Atunča mora s t skolj š s plječ la zadnji lok š osă fi sramotit.
2a0e0a00fb	Kănd t njeko kjamă nu la maj bun lok la gozbă, njego ja zadnji lok. Atunča kănd ăla karje ta kimat t vidja, osă vije s c zăkă cije: ‘Ortakulje, vină š šăz la maj bun lok.’ Aša osă primještj čast la tuată lumja karje je la gozbă.
2a0e0b006e	Činje p jel săngur adrikă, osă fije ponizăt, a ăla karje săngur p jel ponizaštje osă fije adrikat.”
2a0e0c00f2	Atunča Isusu azăs alu farizeju p karje la kimat: “Kănd kjem p gostjamja la ručak ili la vičeră, nu kima samo p ortači alji tej, p fracă, p familija nič komšiji alji bugac, k š jej p tinje osă kjamă š aša c ăntuarčje zajamu.
2a0e0d0079	Njego kănd fač gozbă kjamă š p lumja karje je sărač, invalidj, p ălja karje nu puatje s umblje š p lumja vuarbă
2a0e0e00ca	karje nu puatje s t kjamje la gozbă s c ăntuarkă zajamu. Atunča osă fi zaista blagoslovit, k Dimizov osă c ăntuarkă zajamu, la zuvă karje vinje s uskrisnjaskă toc pravedni lumje dăla morc.”
2a0e0f00b5	Kănd unu dăla alcă gostjamje karje afost la astal ku Isusu auzăt kum Isusu asta arubit, jel azăs: “Blago alu tot ăla karje osă mălănčj la gozbă ăn cara alu Dimizov!”
2a0e100046	Isusu ja zăs: “Njeki om afukut marje gozbă š akimat p mulc lumje.
2a0e110077	Kănd vičera afost sprimită, atrimjes p argatu aluj s zăkă alu gostjamje p karje akimat: ‘Tot je gata. Vinjic!’
2a0e1200a5	Ali tot ăla ančiput s zăkă k nu puatje s vije. Unu azăs alu argatuluj: ‘Amkumprat njeka njivă š mora s pljek jar s m ujt. Mărog d tinje, oprostjaštjem.’
2a0e13007f	Altu azăs alu argatuluj: ‘Amkumprat činč parurj d volurj š pljek s vjed kum orjaštje. Mărog d tinje, oprostjaštjem.’
2a0e14004c	Aldă trje azăs alu argatuluj: ‘Akuma ma surat, š daja nu pot s viuv.’
2a0e150107	Argatu sa tors š arubit alu gospodaru aluj aja če jej azăs. Gospodaru p aja sa nikăžăt š azăs alu argatuluj: ‘Fuđ odma p larđj š p uskje ulic ăn tot trgu š duj aiča p sărači š p invalidj, p lumja vuarbă, š p ălja karje nu puatje s umblje.’
2a0e160067	Kănd aša afukut, argatu azăs: ‘Gospodarulje, amfukut aja če zapovjedit tu š jaštje još lok.’
2a0e170084	Azăs gospodaru alu argatu aluj: ‘Fuđ afar dăn trg š kată p drumurj š p stazje š natirjaštilje s vije s m napunjaskă kasa.
2a0e180057	Istina je ničunu d ălja prvi p karje akimat nusă mălănk nimika d gozba amja!’”
2a0e19006d	Pănd Isusu anastavit drumu aluj ăn Jeruzalem, la sljedit jako multă lumje. Isusu sa okrinit š azăs alor:
2a0e1a0114	“Akă njeko vrja s m sljedjaskă, nu puatje s fije učeniku alu mjov akă vrja bilo p činje maj mult njego p minje. Ăn usporedbă ku ljubavu aluj kătri minje, jel mora s mrzaskă š p tatusov, p mumusa, p mujarja, p kupi, š p fracă, p surorilje, čak š p životu aluj.
2a0e1b0058	Činje nu ja kruča aluj š nu pljakă dăpă minje, nu puatje s fije učeniku alu mjov.
2a0e1c0090	Akă njeko dăla voj vrja s sagradještj kulă, nusă šăz prvo š s procinještj kăt kuštjaštje s vjadă arje dăstul banj s u završaskă?
2a0e1d0084	Inače možda osă c nistanjaskă banj dăpă aja če završăštj samo temelju, a atunča toc karje aja vjadje osă rădă d tinje.
2a0e1e004c	Osă zăkă: ‘Ăsta om ančiput s gradjaskă, a na putut s završaskă!’
2a0e1f0122	Isto aša, dal vrja bilo karje car s krinjaskă ăn rat ku altu car, akă na găndit dal puatje s pobidjaskă? Dal prvo nusă s sastajaskă ku savjetnici aluj š s rubjaskă ku jel dal puatje ku aluj zjače mij d vuastje s savladjaskă p ăla karje p jel vinje ku duavăzăč mij d vuastje?
2a0e2000d9	A akă shvatjaštje k nusă puată s pobidjaskă p altu car, osă trimjată p poslanikurlje la dušmanu aluj pănd je još maj dăpartje. Osă ăntrjabje p altu car če vrja dăla jel s puată s fije miru ăntră jej.
2a0e21007a	Isto aša, găndic d cjenă s m sljedic. Nimilja dăla voj nu puatje s fije učeniku alu mjov, akă nu lasă tot če arje.
2a0e220086	Ălja karje je uistinu učenikurlje alji mjej je kašă sarja. Sarja je bună, ali akă apurdut okusu, če osă fač jar s fije bună?
2a0e2300ba	Sarja karje apurdut okusu aluj s izbacaštje. Aja nuje bun d pămănt, a nuje bun čak š d hrpă d biljigarj. Toc činje arje urjekj s audă, trjebje s puje urjajke š s razumjaskă!”
2a0f010067	Zuviljaštja mulc carinikurj š alcă grešnikurj vinje la Isusu kum apunja urjajke la ănvăcala aluj.
2a0f020082	Daja farizeji š učitelji d zakonu alu Mojsije prigovorja: “Isusu s družaštje ku grešnikurlje! Čak š mălănkă ku jej!”
2a0f03001f	Isusu d aja arubit asta vorbă:
2a0f0400ca	“Akă njeko dăla voj arje usută d voj š pjardje una dăla vuaje, če osă fakă? Dal nu lasă nuavăzăč š nuavă p pijană š s pljače s ukatje š p aja una karje apurduto pănd nu ugăsaštje?
2a0f05003a	Sigurno! Š kănd ugăsaštje, upunje p umirje tot vjasăl
2a0f060084	š aduč akas. Atunča kjamă p ortači š p komšiji š lji zăče: ‘Veseljcăvă ku minje! Angăsăt p vuaja karje sa purdut!’
2a0f0700bb	Istina je k p čerj isto s fije maj mult radost d unu grešnik karje s okrinjaštje dăla grešală njego d nuavăzăč š nuavă lumje karje je pravedni š već sa okrinit la Dimizov.”
2a0f0800ac	Atunča Isusu azăs: “Također, akă njeka mujarje arje zjače kovanic d arđint š una pjardje, če osă fakă? Dal nu prindje lampa, s mătără kasa š s ukatje binje?
2a0f090091	Sigurno! Š kănd ugăsaštje, kjamă p prijateljicilje š p komšinicilje š zăče: ‘Veseljcăvă ku minje! Angăsăt banji karje apurdut!’
2a0f0a0072	Istina je, isto aša, Dimizov š anđelurlje aluj s radujaštje d unu grešnik karje s okrinjaštje la Dimizov.”
2a0f0b0049	Atunča Isusu arubit asta vorbă: “Afost unu om karje avut doj fičorj.
2a0f0c00b7	Fičoru alu tănăr azăs alu tatusov: ‘Tato, vrjauv talu alu mjov d imanja ata akuma majdată če osă morj.’ Aša tata apodjelit imanja, a alu maj tănăr fičor adat talu aluj.
2a0f0d00bb	Kănd atrikut duavă trje zălje fičoru alu tănăr avindut tot, apljikat dăn kasă, š apljikat dăpartje ăn alta državă š ănklo atrijit frzdă minc š rasipja tuatje banji p jel.
2a0f0e006f	Kănd apotrošăt tuatje banji aluj, ăn pămăntula karje irja afost marje fuamje š na vut če s mălănčje.
2a0f0f007e	Aša apljikat š sa zaposlit la unu om karje afost stanovniku alu pămăntula p karje atrimjes ăn pijană s păzaskă porči.
2a0f100075	Jel afost atăta flămănd k avrut čak s mălănčje mănkarja ku karje s rănjaštje porči, ali nimilja nu ja dat.
2a0f1100b5	Kănd fičoru alu tănăr napokon ashvatit ča fukut, agăndit: Toc radniči karje lukrjază d tatimjov arje mănkarje maj mult njego čije dosta d mănkat, a jo aiča mor d fuamje!
2a0f12006c	Măduk da iča, pljek la tatimjov š osă ji zăk: ‘Tato, ampogrešăt păntruv Dimizov š păntruv tinje.
2a0f130077	Nu sănt više vrjedan s mikjem bijatu alu tov. Mărog d tinje, primjaštimă s lukrjez la tinje ka radniku alu tov.’
2a0f14008c	Apljikat d lokula š sa dus la tatusov. Kănd još irja d partje, tatusov la vizut sa žalostit, adat fuga la jel, la zagrlit š la surutat.
2a0f15007a	Azăs bijatu: ‘Tato, ampogrešăt păntruv Dimizov š păntruv tinje! Nu sănt više vrjedan s mikjem bijatu alu tov.’
2a0f16009d	Ali tata azăs alu argacă aluj: ‘Majdată dučec aljina, aja karje maj măndră, š l brkăcălej! Punjec aluj injelu p mănă š sandaljilje p pičuarje!
2a0f170048	Š dučec maj bun mjel. Tăjecălăj s priredim gozbă š s nji veselim.
