0100000008	Kejadian
3a090c00ed	Ketika Kristus masuk ke ruang mahakudus surgawi, Dia tidak membawa darah kambing jantan atau anak sapi jantan seperti imam besar dengan cara lama. Dia membawa darah-Nya sendiri, satu kali saja, untuk membayar tebusan bagi kita selamanya.
3a090d0111	Dalam cara yang lama, darah kambing atau sapi jantan dipercikkan kepada umat untuk membersihkan tubuh mereka dari kenajisan. Atau saat upacara penyucian, setiap penyembah dipercik dengan air murni yang dicampur dengan abu dari kurban bakaran berupa seekor sapi betina muda.
3a090e018f	Tetapi dalam cara yang baru, jauh lebih ampuh lagi darah Kristus! Sebab melalui Roh Allah yang kekal, Kristus sudah mempersembahkan diri-Nya sendiri sebagai kurban. Darah-Nya yang sempurna menyucikan hati nurani kita sepenuhnya, sehingga kita tidak ingin lagi melakukan perbuatan-perbuatan yang menghasilkan kematian rohani. Dengan begitu, kita sungguh-sungguh bebas untuk melayani Allah yang hidup.
3a090f01f4	Jadi, dalam perjanjian yang baru itu, Kristus menjadi Perantara kita dengan Allah, sehingga kita yang sudah dipanggil oleh Allah bisa menerima semua berkat kekal yang sudah Dia janjikan. Kita ibarat ahli waris yang menerima warisan berkat-berkat itu. Kristus layak menjadi Perantara karena kematian-Nya sudah membayar lunas harga penebusan manusia yang diperlukan. Sebab tidak seorang pun dapat diampuni secara sempurna melalui berbagai kurban persembahan yang dilakukan menurut perjanjian yang lama.
3a091000ed	Perjanjian Allah yang baru itu mulai berlaku secara sah karena kematian Kristus, seperti halnya kesepakatan dalam suatu surat warisan. Cara kerjanya seperti ini: Surat warisan hanya bisa berlaku apabila pemberi surat itu sudah meninggal,
3a0911007f	sebab surat warisan menjadi sah kalau pemberi surat itu sudah mati. Selama dia masih hidup, tentu saja surat itu belum berlaku.
3a0912006a	Itulah sebabnya perjanjian Allah yang pertama dengan umat Israel harus disahkan dengan darah hewan kurban.
3a09130152	Sesudah Musa memberitahukan semua perintah dalam hukum Taurat kepada umat Israel, dia mencampur darah beberapa ekor sapi jantan dan kambing dengan air. Lalu dia memakai tali wol merah yang diikat pada ranting tanaman hisop sebagai alat percik. Dengan alat itu, dia memercikkan campuran darah tadi pada kitab Taurat dan kepada seluruh umat
3a0914007f	sambil berkata, “Darah ini menjadi tanda bahwa perjanjian dengan Allah sudah sah, dan kita wajib mengikuti perjanjian ini.”
3a09150077	Dengan cara yang sama, Musa juga memercikkan darah itu pada kemah TUHAN dan semua perkakas yang digunakan dalam ibadah.
3a09160080	Menurut hukum Taurat, hampir semua hal harus disucikan dengan darah hewan kurban. Tidak ada pengampunan dosa tanpa darah kurban.
3a09170154	Ingatlah bahwa di dunia ini, kemah TUHAN yang disucikan itu hanyalah gambaran atau bayangan dari kemah yang sejati di surga. Jadi, kalau kemah duniawi yang dibuat dengan tangan manusia pun harus disucikan dengan darah hewan kurban, tentu kemah yang sesungguhnya harus disucikan dengan persembahan yang jauh lebih mulia daripada darah hewan!
3a091800b1	Itulah yang terjadi ketika Kristus masuk dengan darah-Nya sendiri ke ruang mahakudus yang sejati. Sekarang Dia masih berada di sana sebagai Perantara bagi kita di hadapan Allah.
3a0919008b	Kristus bukan seperti imam besar duniawi yang harus memasuki ruang mahakudus setiap tahun dengan membawa darah yang bukan darahnya sendiri.
3a091a0116	Seandainya Kristus seperti itu, berarti Dia harus menderita dan mempersembahkan diri-Nya berulang kali sejak penciptaan dunia. Tetapi Kristus sudah diutus Allah ke dunia pada zaman terakhir ini untuk mempersembahkan diri-Nya sendiri satu kali saja sebagai kurban penghapus dosa.
3a091b006f	Memang Allah sudah menentukan bahwa setiap manusia hanya mengalami kematian satu kali, dan sesudah itu diadili.
3a091c011f	Demikian jugalah Kristus mati sebagai kurban satu kali saja untuk menanggung semua dosa kita. Ketika Dia datang untuk kedua kalinya, Dia tidak akan berurusan lagi dengan dosa. Pada saat itulah kita semua yang sangat merindukan kedatangan-Nya akan menerima keselamatan yang kita harapkan!
3a0a0101aa	Jadi, cara menyembah Allah yang tertulis dalam hukum Taurat hanyalah gambaran atau bayangan dari hal-hal baik yang akan Allah nyatakan kepada umat-Nya, pada waktu yang sudah Dia tetapkan. Cara lama itu tidak menunjukkan kehendak Allah yang sesungguhnya. Karena dengan cara tersebut, walaupun setiap tahun selalu dipersembahkan kurban hewan, kurban-kurban itu tidak bisa membersihkan hati nurani para penyembah dengan sempurna.
3a0a0200ec	Seandainya hati nurani mereka benar-benar sudah dibersihkan melalui kurban hewan itu, tentu mereka tidak akan merasa tertuduh lagi oleh dosa-dosa mereka, dan tentunya mereka juga tidak merasa perlu mempersembahkan kurban berulang-ulang.
3a0a03006a	Sebaliknya, justru kurban-kurban itu mengingatkan mereka akan dosa, setiap kali mereka mempersembahkannya.
3a0a040065	Karena persembahan darah sapi jantan dan kambing jantan sebenarnya tidak bisa menghapus dosa manusia.
3a0a0500d9	Itulah sebabnya ketika Kristus datang ke dunia ini, Dia berkata kepada Allah, “Engkau tidak menginginkan kurban dan persembahan, tetapi Engkau sudah menyediakan tubuh bagi-Ku yang Aku serahkan untuk melayani Engkau.
3a0a060063	Engkau tidak berkenan kepada kurban-kurban penghapus dosa, biarpun seluruhnya dibakar sampai habis.
3a0a0700a2	Karena itu Aku berkata, ‘Ya Allah, Aku siap! Seperti yang sudah tertulis tentang Aku di dalam Kitab Suci, Aku sudah datang untuk melaksanakan kehendak-Mu.’”
3a0a080127	Dalam kutipan di atas, pertama Kristus mengatakan bahwa Allah tidak menginginkan dan tidak berkenan pada “kurban dan persembahan” serta semua jenis “kurban penghapus dosa,” termasuk juga kurban yang “dibakar sampai habis,” padahal justru itulah yang diperintahkan dalam hukum Taurat.
3a0a0900cf	Lalu Dia berkata, “Ya Allah, Aku siap! Aku sudah datang untuk melaksanakan kehendak-Mu.” Artinya, dengan ucapan tersebut, Kristus membatalkan cara lama untuk menghapuskan dosa dan membuat cara yang baru.
3a0a0a0079	Karena yang Allah kehendaki adalah: Kita dikuduskan selamanya dengan satu kali saja Kristus Yesus mengurbankan tubuh-Nya.
3a0a0b00ea	Dalam cara yang lama, setiap hari seorang imam harus berdiri di depan mezbah di rumah TUHAN dan berulang kali melakukan peraturan agama, serta mempersembahkan berbagai jenis kurban yang sama sekali tidak pernah bisa menghapuskan dosa.
3a0a0c009d	Tetapi Kristus, Imam Agung kita, mempersembahkan satu kurban saja yang berlaku untuk selamanya, lalu Dia duduk di tempat yang paling terhormat di sisi Allah.
3a0a0d0056	Sekarang Dia menantikan “saatnya Allah membuat semua musuh-Nya tunduk kepada-Nya.”
3a0a0e00ae	Jadi, dengan mempersembahkan hanya satu kurban yang berlaku untuk selamanya, Kristus sudah membayar lunas harga penyucian untuk setiap orang yang akan disempurnakan oleh-Nya.
3a0a0f0066	Roh Kudus juga mengatakan hal yang sama kepada kita dalam ayat yang sudah saya kutip. Begini kata-Nya,
3a0a1000c2	“Demikianlah perkataan TUHAN, ‘Inilah perjanjian baru yang akan Aku tetapkan dengan kalian umat Israel: Aku akan menaruh hukum-Ku dalam pikiran kalian dan menuliskannya di hati kalian.’”
3a0a11005c	Selanjutnya Dia berkata, “Aku tidak akan mengingat lagi dosa-dosa dan kejahatan kalian.”
3a0a12005b	Jadi, karena semuanya itu sudah diampuni, maka kurban penghapus dosa tidak diperlukan lagi.
3a0a130079	Saudara-saudari, oleh karena darah Yesus, kita boleh masuk ke pusat penyembahan yang mahakudus di surga tanpa rasa takut!
3a0a1400d2	Dahulu, jalan masuk ke tempat itu tertutup bagi kita oleh tirai. Namun, sekarang jalan baru sudah dibukakan oleh Perantara kita Yesus, dan tubuh-Nya sendiri adalah pintu masuk bagi kita, suatu pintu yang hidup.
3a0a15003a	Karena Imam Agung kita memerintah atas seluruh umat Allah,
3a0a160183	marilah kita senantiasa datang kepada Allah dengan bebas melalui doa kita masing-masing. Datanglah tanpa rasa takut, dengan hati yang sudah disempurnakan, dan dengan percaya penuh kepada-Nya. Sebab secara rohani hati kita sudah dipercik dengan darah yang menyucikan nurani kita dari beban dosa dan rasa bersalah. Dan secara rohani juga tubuh kita sudah dibersihkan dengan air yang murni.
3a0a170096	Marilah kita berpegang teguh pada keyakinan kita, yakni segala sesuatu yang kita harapkan dan akui! Karena Allah setia untuk menepati semua janji-Nya.
3a0a18006c	Hendaklah kita semua berusaha mendorong satu sama lain untuk terus berbuat kasih dan melakukan hal-hal baik.
3a0a1900f2	Janganlah malas berkumpul dalam persekutuan kita, seperti yang sudah menjadi kebiasaan sebagian orang. Sebaliknya, marilah kita saling mengingatkan untuk tetap rajin berkumpul dan lebih rajin lagi, sebab hari kedatangan Kristus semakin dekat.
3a0a1a00ab	Sadarilah, bila kita terus-menerus sengaja berbuat dosa meskipun sudah menerima ajaran benar tentang Kristus, maka tidak ada lagi kurban yang bisa menghapus dosa tersebut.
3a0a1b00fd	Siapa pun di antara kita yang hidup seperti itu, dia hanya tinggal menunggu hukuman terakhir yang mengerikan, yaitu ketika Allah menghakimi semua yang memusuhi-Nya dan membuang mereka ke dalam kobaran api yang sudah disediakan untuk membinasakan mereka.
3a0a1c00ba	Sebagai contoh, ingatlah hukuman dalam peraturan yang lama: Siapa saja yang melanggar hukum Taurat harus dibunuh tanpa belas kasihan berdasarkan kesaksian dua atau tiga orang saksi mata.
3a0a1d01c7	Maka terlebih lagi orang yang menghina Anak Allah. Mereka pantas dihukum! Menghina Anak Allah artinya mengaku sebagai pengikut Kristus, tetapi terus saja hidup dalam dosa. Orang seperti itu memandang remeh darah Yesus, darah yang sudah Dia curahkan untuk mensahkan perjanjian baru dengan Allah, dan yang telah menguduskan kita. Dengan demikian, mereka menghina Roh Allah, yaitu Roh-Nya yang menyampaikan Kabar Baik tentang kebaikan hati Allah kepada kita.
3a0a1e00ee	Orang seperti itu tidak mungkin lepas dari hukuman, karena kita sudah tahu siapa Allah. Dia berkata, “Akulah yang berhak untuk membalas kejahatan. Aku akan memberi ganjaran.” Dia juga berkata, “Aku, TUHAN, akan mengadili umat-Ku.”
3a0a1f003a	Habislah kita kalau sampai ditimpa murka Allah yang hidup!
3a0a2000cd	Saya mohon, ingatlah selalu masa-masa awal ketika kamu baru mendapat pencerahan dari Allah untuk menjadi pengikut Kristus. Waktu itu kalian sering menderita dan dianiaya, tetapi kalian tetap berdiri teguh.
3a0a21007b	Ada di antara kalian yang dihina di depan umum ataupun dipukuli. Ada juga yang menolong saudara-saudari kita yang dianiaya.
3a0a22014e	Dan waktu saya dipenjarakan, kamu semua turut merasakan penderitaan saya seolah-olah kamu sendiri yang dipenjara. Bahkan ada di antara kamu yang dianiaya sampai dirampas harta miliknya. Dalam keadaan seperti itu pun kamu tetap bersukacita, sebab kamu tahu bahwa kamu mempunyai harta lain, harta yang kekal dan terjamin di surga nanti.
3a0a2300cc	Jadi, tetaplah berani dan jangan ada seorang pun di antara kalian yang melepaskan keyakinan pada Kristus, yang sudah kalian pegang teguh sampai sekarang. Keyakinanmu itu akan menghasilkan upah yang besar.
3a0a2400b6	Yang penting bagi kalian sekarang adalah bertahan dalam kesusahan, supaya kamu semua tetap melakukan kehendak Allah. Dengan demikian, kamu akan menerima segala yang dijanjikan Allah.
3a0a25007e	Karena ada tertulis di dalam Kitab Suci, “Sebentar lagi saja, Dia yang datang itu akan tiba dan tidak akan menunda waktunya.
3a0a2600b7	Orang yang dinyatakan benar di hadapan-Ku akan hidup selamanya karena percaya penuh kepada-Ku. Tetapi Aku tidak berkenan kepada orang yang meninggalkan-Ku saat mengalami kesusahan.”
3a0a2700b3	Saudara-saudari, saya yakin bahwa kita bukan termasuk orang yang “meninggalkan” TUHAN lalu dibinasakan. Kita adalah orang yang “percaya penuh” kepada-Nya dan diselamatkan.
3a0b01007e	Dengan “percaya penuh,” artinya kita yakin kepada Allah bahwa harapan kita pasti terwujud, meskipun kita belum melihatnya.
3a0b02004c	Karena dengan percaya penuh itulah nenek moyang kita berkenan di mata Allah.
3a0b0300d2	Dengan percaya penuh, kita mengerti bahwa Allah menciptakan segala sesuatu yang ada di langit dan bumi hanya dengan perkataan-Nya. Segala sesuatu yang kelihatan ini diciptakan dari hal-hal yang tidak kelihatan.
3a0b040117	Karena percaya penuh kepada Allah, Habel mempersembahkan kurban yang lebih baik daripada kurban Kain. Itulah sebabnya Allah berkenan kepada Habel dan menerima dia sebagai orang benar. Jadi, biarpun Habel sudah lama mati, dia tetap menjadi teladan bagi kita karena percayanya itu.
3a0b05011f	Begitu juga dengan Henok: Karena percaya penuh, dia terangkat ke surga tanpa mengalami kematian, seperti yang tertulis dalam Kitab Suci, “Dia menghilang begitu saja karena diangkat oleh Allah.” Sebelum terangkat, dia dikenal sebagai orang yang hidupnya “menyenangkan hati Allah.”
3a0b0600e8	Jelaslah bahwa tanpa percaya penuh, kita tidak mungkin menyenangkan hati-Nya. Karena setiap orang yang mau datang kepada Allah harus percaya bahwa Dia benar-benar ada dan Dia memberkati setiap orang yang sungguh-sungguh mencari-Nya.
3a0b070193	Contoh lain adalah Nuh. Dia percaya penuh ketika Allah memberitahunya tentang hal-hal yang belum pernah dilihat manusia. Karena Nuh percaya dan menghormati Allah, dia membangun sebuah kapal besar untuk menyelamatkan keluarganya. Dengan percaya penuh itulah Nuh membuktikan bahwa orang-orang yang ada di dunia pada zaman itu bersalah. Dan karena keyakinannya juga, Allah menerima dia sebagai orang benar.
3a0b0800f8	Abraham pun demikian. Dia percaya penuh kepada Allah ketika disuruh pergi ke negeri lain, yaitu negeri yang Allah janjikan untuk diwariskan kepadanya dan keturunannya. Dengan percaya penuh, dia berangkat walaupun belum tahu ke mana dia harus pergi.
3a0b0900e8	Karena percaya penuh, dia bertahan hidup sebagai orang asing di negeri yang Allah janjikan menjadi miliknya. Abraham, Isak, dan Yakub mewarisi janji yang sama dan tinggal di dalam kemah-kemah saja di negeri yang belum mereka miliki.
3a0b0a00ac	Abraham sedang menanti-nantikan kota yang direncanakan dan dibangun oleh Allah, supaya dia menjadi penduduk kota itu, sebuah kota yang fondasinya tidak akan pernah goncang.
3a0b0b00e2	Ingatlah juga teladan Sara. Karena percaya penuh, dia bersama suaminya, Abraham, dapat memiliki anak meskipun sudah terlalu tua. Sara bisa mengandung Isak karena dia percaya penuh bahwa Allah setia dan akan menepati janji-Nya.
3a0b0c00e0	Jadi, dari satu orang saja— yaitu Abraham yang percaya penuh meskipun sudah tua dan hampir mati— digenapilah perjanjian bahwa keturunannya tidak terhitung banyaknya, seperti bintang-bintang di langit dan pasir di pantai.
3a0b0d014a	Semua orang yang saya sebutkan itu tetap percaya penuh kepada janji Allah sampai akhir hidup mereka. Sekalipun belum merasakan penggenapan janji itu, mereka seakan sudah melihat bayangannya dari jauh dan menyambutnya dengan penuh keyakinan. Mereka pun sadar dan mengakui bahwa di bumi ini mereka hanya seperti tamu atau pendatang.
3a0b0e006e	Dengan pengakuan itu, jelaslah bahwa mereka menantikan suatu tanah air yang akan menjadi milik mereka sendiri.
3a0b0f0097	Tanah air yang dimaksud bukanlah negeri asal yang sudah mereka tinggalkan. Buktinya, mereka tidak pernah pulang ke sana meskipun ada banyak kesempatan.
3a0b1000d5	Tetapi yang mereka rindukan adalah suatu negeri yang jauh lebih baik, yaitu negeri surgawi. Karena itu, Allah bangga dan senang menjadi Allah mereka. Dan memang Allah sudah menyiapkan kota surgawi itu bagi mereka.
3a0b1100e9	Abraham juga menjadi contoh saat keyakinannya diuji oleh Allah, sewaktu Allah menyuruh dia mempersembahkan Isak. Karena percaya penuh, Abraham rela mengurbankan anak satu-satunya itu meskipun Abraham sudah menerima janji-janji Allah,
3a0b12005d	termasuk janji bahwa “Hanya keturunan Isaklah yang Aku perhitungkan sebagai keturunanmu.”
3a0b1300f4	Walaupun begitu, Abraham rela mengurbankan Isak karena dia percaya penuh bahwa Allah berkuasa menghidupkan anaknya itu dari kematian. Dan sesungguhnya, waktu Allah berkata, “Jangan bunuh,” Abraham seakan menerima Isak kembali dari kematian.
3a0b1400bb	Isak juga percaya penuh bahwa Allah akan menepati janji-janji-Nya di masa yang akan datang. Itulah sebabnya dia mengingatkan tentang janji-janji tersebut ketika memberkati Yakub dan Esau.
3a0b1500be	Yakub pun demikian. Karena percaya penuh kepada janji Allah, dia memberkati kedua anak laki-laki Yusuf saat dia sudah hampir mati. Kemudian dia memuji Allah sambil bersandar pada tongkatnya.
3a0b160107	Yusuf adalah contoh lainnya. Karena percaya penuh, menjelang akhir hidupnya dia mengingatkan keluarga Israel tentang janji Allah yang akan membawa mereka keluar dari Mesir. Dan karena yakin bahwa hal itu pasti terjadi, dia berpesan agar mayatnya juga ikut dibawa.
3a0b1700f4	Orangtua Musa juga menjadi teladan. Karena percaya penuh kepada Allah, mereka tidak takut melanggar perintah raja. Sesudah Musa lahir, mereka menyembunyikannya selama tiga bulan, sebab mereka menyadari bahwa anak pemberian Allah itu luar biasa.
3a0b180074	Musa sendiri juga contoh orang yang percaya penuh, karena sesudah dewasa, dia menolak disebut anak putri raja Mesir.
3a0b1900c5	Dia lebih memilih disiksa dan hidup susah asalkan bersama umat Allah, daripada hidup bersenang-senang dalam dosa di istana raja. Dia menyadari bahwa kenikmatan hidup seperti itu hanyalah sementara.
3a0b1a0144	Karena percaya penuh, dia menantikan masa depan ketika Kristus datang untuk menyelamatkan umat Israel. Itu sebabnya Musa menganggap jauh lebih berharga untuk menderita aniaya demi kepentingan Kristus daripada mendapatkan seluruh kekayaan Mesir. Dia merasa jauh lebih baik menantikan upah yang akan diberikan Allah kepadanya.
3a0b1b00d0	Karena percaya penuh juga, Musa berani meninggalkan Mesir. Dia tidak takut terhadap kemarahan raja. Dengan mata yang tetap tertuju ke depan, dia terus berjalan seolah memandang Allah yang tidak kelihatan itu.
3a0b1c00ca	Dan karena percaya penuh, Musa mengadakan Hari Paskah yang pertama dengan memercikkan darah pada setiap pintu rumah orang Israel, agar mereka terhindar dari malaikat yang akan membunuh anak-anak sulung.
3a0b1d00b1	Demikian halnya umat Israel. Karena percaya penuh, mereka bisa menyeberangi Laut Merah seperti melewati tanah kering, tetapi pasukan Mesir tenggelam ketika mencoba melakukannya.
3a0b1e0084	Karena percaya penuh, umat Israel berjalan mengelilingi benteng kota Yeriko dari luar selama tujuh hari, dan benteng itu pun runtuh.
3a0b1f00f1	Begitu juga Rahab si pelacur. Karena percaya penuh kepada Allah, dia menerima dan menolong dua mata-mata Israel yang mengintai daerahnya. Itu sebabnya dia tidak ikut binasa bersama seluruh penduduk kota itu yang menolak percaya kepada Allah.
3a0b2000b0	Masih banyak lagi contoh yang bisa saya ceritakan, seperti Gideon, Barak, Simson, Yefta, Daud, Samuel, dan para nabi. Tetapi tidak akan cukup waktu untuk menceritakan semuanya.
3a0b210129	Mereka diberi kuasa untuk merampas daerah-daerah kekuasaan para raja bangsa lain. Ada yang diberi kuasa untuk memerintah dengan adil, untuk menerima apa yang Allah janjikan kepada mereka, dan ada pula yang dilindungi-Nya sehingga tidak dimakan singa. Semua itu terjadi karena mereka percaya penuh!
3a0b220124	Ada orang-orang yang terhindar dari bahaya api besar, selamat dari perang, dan ada yang sangat lemah tetapi diberi kekuatan luar biasa. Ada juga orang yang menjadi pahlawan perang dan berhasil mengalahkan pasukan tentara musuh hingga melarikan diri, padahal pasukan Israel jauh lebih sedikit.
3a0b2301db	Karena percaya penuh kepada Allah, ada beberapa perempuan yang mengalami keajaiban, yaitu anggota keluarga mereka dihidupkan kembali dari kematian. Namun, ada juga orang-orang lain yang karena percaya penuh terus disiksa dalam penjara. Mereka diberi pilihan, “Kalau kamu menghina Allahmu, kamu akan dibebaskan!” Tetapi mereka menolak kebebasan itu karena percaya penuh bahwa sekalipun harus mati, mereka akan dihidupkan kembali dalam suatu kehidupan yang jauh lebih baik.
3a0b2400c4	Karena percaya penuh, ada juga orang-orang yang tetap bertahan saat keyakinan mereka diuji, walaupun mereka dihina dan dipukuli habis-habisan, atau dilemparkan ke penjara serta diikat rantai besi.
3a0b25025c	Ada orang-orang yang— karena percaya— dilempari batu sampai mati, digergaji tubuhnya sampai terbelah dua, dan ada yang dibunuh dengan pedang. Di antara mereka, ada yang begitu miskin hingga tidak memiliki tempat tinggal dan hanya mempunyai satu-satunya pakaian yang menempel di badan, itu pun dari kulit domba atau kambing. Mereka kekurangan makanan, dibuat menderita, dicobai, dan terus disiksa sehingga mereka hidup mengembara saja, entah di padang belantara atau gunung-gunung, dan terpaksa tinggal di dalam gua-gua atau lubang-lubang di bawah tanah. Dunia ini bukan tempat yang layak bagi mereka!
3a0b2700b6	Sekarang mereka menjadi contoh yang baik bagi kita, karena sudah terbukti bahwa mereka percaya penuh kepada Allah, biarpun mereka mati sebelum menerima apa yang sudah Allah janjikan.
3a0b280121	Rencana Allah bukan untuk mereka saja, tetapi untuk kita juga. Itulah sebabnya Allah menetapkan agar mereka menunggu kita. Kelak, sesudah keyakinan kita selesai diuji dan disempurnakan, barulah semuanya, yakni mereka dan kita, bersama-sama menerima berkat luar biasa yang sudah disediakan!
3a0c010146	Jadi, Saudara-saudari, mengingat betapa banyaknya pahlawan iman yang sudah mendahului kita dan sekarang sedang menantikan kita, marilah kita mengikuti teladan mereka! Buanglah semua beban dan dosa yang menghalangi kita dalam pertandingan yang sudah ditetapkan Allah untuk kita jalani. Marilah kita terus berjuang sampai akhir.
3a0c0201d9	Dalam pertandingan ini, hendaklah mata kita terus memandang ke depan, yaitu kepada Yesus. Dialah Perintis dan Pahlawan Iman yang terutama bagi kita, dan yang sudah menyelesaikan pertandingan-Nya dengan sempurna. Yesus tabah menahan penderitaan yang sangat memalukan di kayu salib karena Dia terus memandang ke depan, kepada sukacita yang sudah disediakan bagi-Nya di kemudian hari. Sekarang Dia duduk menantikan kita di tempat yang paling terhormat di samping takhta Allah.
3a0c0300d8	Karena itu, renungkanlah selalu teladan Yesus: Betapa Dia berdiri teguh ketika orang-orang berdosa menghina dan menganiaya-Nya dengan amat kejam. Bila kita meneladani Yesus, kita tidak akan mudah lemah dan putus asa.
3a0c040049	Lagipula, dalam perjuangan kita melawan dosa, kita belum sampai terbunuh.
3a0c0500bc	Janganlah melupakan nasihat TUHAN, yang menyebut kita semua sebagai anak Allah. Kata-Nya, “Anak-Ku, janganlah pandang enteng didikan-Ku. Dan janganlah berkecil hati ketika Aku menegurmu.
3a0c06006b	Sebab Aku mendidik setiap anak yang Aku kasihi, dan mencambuk setiap orang yang Aku terima sebagai anak.”
3a0c0700b7	Jadi, waktu kita menderita karena cambukan dari Bapa surgawi, ingatlah bahwa Allah sedang memperlakukan kita sebagai anak-Nya. Wajar saja seorang ayah mendidik anaknya sendiri, bukan?
3a0c080083	Justru kalau kamu tidak pernah dididik oleh TUHAN, berarti kamu bukan anak-Nya yang sah. Karena semua anak Allah pasti dididik-Nya.
3a0c09010f	Sebagaimana ayah kita di dunia ini pun tentu mendidik kita, dan kita menghormati ayah kita sendiri, maka sudah sepatutnya kita tunduk kepada Allah lebih lagi, sebab Dialah Bapa rohani kita. Dengan bertekun menjalani didikan-Nya, kita akan masuk ke dalam hidup yang kekal.
3a0c0a00df	Lagipula ayah jasmani kita di dunia ini mendidik kita untuk sementara saja, sesuai dengan apa yang mereka anggap baik. Tetapi didikan Bapa surgawi selalu tepat dan berguna, supaya kita disucikan sebagaimana Dia adalah suci.
3a0c0b00de	Memang, setiap kali kita menerima hajaran, pengalaman itu tidak menyenangkan dan malah menyakitkan. Namun didikan TUHAN itu akan membuahkan hasil yang manis, yaitu kita hidup lebih benar dan merasa tenang di hadapan Allah.
3a0c0c008a	Karena itu, kuatkanlah tanganmu yang lemah, dan jangan biarkan lututmu gemetar, sebab kita dipanggil untuk berlari dalam pertandingan ini.
3a0c0d00f0	Hendaklah kakimu tetap berlari lurus ke depan. Jangan berbelok ke kiri atau ke kanan, supaya kalau orang yang lemah atau pincang mengikuti teladan kita, kaki mereka tidak terkilir karena tersandung, tetapi semakin disembuhkan dan dikuatkan.
3a0c0e0097	Berusahalah hidup damai dengan semua orang. Dan jagalah kesucian hidupmu. Karena orang yang tidak berusaha hidup suci tidak mungkin akan bertemu TUHAN.
3a0c0f00d8	Waspadalah supaya jangan seorang pun di antara kalian meninggalkan kebaikan hati Allah. Karena orang semacam itu akan menjadi seperti tanaman beracun yang bisa menularkan kenajisannya kepada anggota jemaat yang lain.
3a0c10010a	Berjaga-jagalah supaya tidak ada di antara kalian yang hidupnya cabul dan tidak menghormati Allah seperti Esau. Sebenarnya, sebagai anak pertama, dialah yang berhak menjadi pewaris ketika ayahnya meninggal. Tetapi Esau menjual haknya itu hanya demi sepiring makanan.
3a0c1100f1	Ingatlah yang terjadi kemudian: Ketika dia berubah pikiran dan ingin menerima berkat dari ayahnya sebagai anak pertama, ayahnya menolak memberikan berkat itu kepadanya. Walaupun berderai air mata, dia tidak bisa mengubah akibat perbuatannya.
3a0c12017e	Menurut perjanjian yang baru, kita bisa datang kepada Allah melalui Kristus, tidak seperti umat Israel yang menerima perjanjian lama. Mereka datang mendekati tempat jasmani yang dapat disentuh, yaitu gunung Sinai. Mereka datang dengan ketakutan karena tiba-tiba awan menghitam, langit diliputi kegelapan, angin kencang menderu, dan gunung itu terbakar dengan api yang menyala-nyala.
3a0c1300d0	Lalu mereka mendengar bunyi terompet surgawi yang nyaring dan suara Allah sendiri. Nenek moyang kita begitu gentar sehingga mereka meminta Musa supaya Allah tidak lagi berbicara secara langsung kepada mereka.
3a0c1400ad	Ketakutan mereka teramat besar sebab Allah sudah memerintahkan, “Siapa pun yang menyentuh gunung ini, sekalipun hanya seekor binatang, harus dilempari batu sampai mati.”
3a0c15007a	Dan memang, pemandangan yang mereka lihat begitu dahsyat sampai Musa sendiri berkata, “Saya sangat takut dan gemetar.”
3a0c16010b	Sebaliknya, kita sudah datang kepada Allah melalui perjanjian yang baru. Kita diantar oleh Kristus ke tempat rohani, Bukit Sion, yaitu Yerusalem surgawi, tempat tinggal Allah yang hidup. Kita disambut dengan sukacita sebagai warga kerajaan surga oleh ribuan malaikat,
3a0c170163	sebab kita datang melalui Anak Sulung Allah untuk mewarisi segala sesuatu bersama Dia. Kita adalah jemaat milik Anak Allah, dan nama kita masing-masing tertulis dalam Kitab Kehidupan di surga. Kita diterima oleh Allah, Hakim seluruh bumi, dan sekarang kita masuk dalam persekutuan semua orang benar yang sudah mendahului kita dan sudah dijadikan sempurna.
3a0c18012e	Kita juga diterima oleh Yesus sendiri, sang Perantara dalam perjanjian yang baru! Secara rohani, kita dipercik dengan darah Yesus yang membersihkan hati nurani kita dari dosa. Darah Habel, orang yang pertama dibunuh, tidak membawa berkat melainkan kutukan. Tetapi darah Yesus membawa berkat yang besar!
3a0c1901a1	Jadi Saudara-saudari, marilah kita masing-masing menjaga diri agar jangan ada di antara kita yang menolak untuk mendengar Allah yang berbicara dari surga kepada setiap kita. Sebab kalau nenek moyang kita pun tidak luput dari hukuman karena menolak pesan Allah melalui perantaraan manusia di bumi, yaitu Musa, maka terlebih berat lagi hukuman kita bila kita menolak mendengarkan Dia yang sekarang berbicara dari surga!
3a0c1a00ee	Pada waktu Allah berbicara kepada nenek moyang kita di gunung Sinai, suara-Nya membuat bumi bergoncang. Tetapi sekarang Dia sudah berjanji, “Sekali lagi Aku akan menggoncangkan bumi, dan bukan hanya bumi tetapi juga langit dan surga.”
3a0c1b00b6	Dengan kata “Sekali lagi,” jelaslah bahwa Allah bermaksud membinasakan semua ciptaan yang bisa digoncangkan, supaya yang tertinggal hanyalah hal-hal yang tidak bisa digoncangkan.
3a0c1c00cf	Jadi, karena kita sudah menjadi warga kerajaan Allah yang tidak bisa digoncangkan, hendaklah kita bersyukur kepada-Nya. Dan marilah kita menyenangkan hati Allah dengan menyembah Dia dengan penuh rasa hormat.
