2800000005	Matai
3001130049	ukwa sanavavone avavanda avange yumwene uYakobo, ulukololwe va nkolodeva.
3001140042	Lola khuvulongolo kwa Nguluve sanisyova ikyu nikwandika khuliumwe.
300115002f	Pu nikhalufa ku mikoa gya Shamu na kwu Kilikia.
3001160049	Sanilikuma nyikhikha kumiho ga tembile iya vayuta ugugale mmumbu Klisite,
300117006d	valikupulikhe vuvule, “Umwene uvyalikhutu nyanya mikha lino ikhulunchuva ulwidiko lwulwa alikhulu nanga.”
3001180015	Valikhugina uNguluve.
3002010064	Imiakha kumi na nne nalutile khavili khu Yelusalemu paninie nu Barnaba. Nitolile uTito paninye nune.
30020200d3	Nikhalutile pakhuva uNguluve aevonisie khuliune ukhuta ni khanogiwa ukhuluta. Navikhile khuvulongolo ilimenyu avapanji nachoviwaga avalongochi navombile ewo ukhuhakekesia ukhuta saninyila au nikhanyilile vuvule.
3002030051	Vope u Tito, uviakhale paninie nune, uviakhale Myunani, andasimiswa ukhutahiliwa.
300204009f	Ilijambo ili ukhahumile mkhekolo ikia vudesi vainchile khusile khupelelesia uvu huru uvutwale nao mgati mwa Yesu Klisite. Vanogilwe ukhutuveka pasi pa ndagelo.
300205007c	Satukhihumia ukhuva pulikha khusekhi gumo ukhuta ilimenyu lya lueli lisigale lijige vulevule lisite ukhubadelekha khuliumwe.
30020600ae	Vala ava choviwe ukhuta vakhale valongonchi savanchagele khikhioni khuliune. Nkhinkhoni ekheva likhuvomba sakhi khale ne mana khuliane. UNguluve sinkhuikha uvupelelo wa vanu.
300207008a	Vakha mbona ukhuta niaminiwe ukhulumbelela ilimenyu khuvala awa savalanchiwe. Ekhava ndu uPetro alumbilile ilimenyu khuvala avavalanchiwe.
3002080098	Ulwakhuva uNguluve, avombile embombo mgati mwa Petro savuli ya vuvanda nkhuvala avavalanche, nkhange avombile imbombo mugati mundiune khuvanu avapanchi.
30020900da	Usinkhi uYakobo, u Kefa, nu Yohana, vamanyikhikhi ukhuta vancheengile itembile, valumanyile ulukhungu une, vatupokhile mugati mululundamano une nu Barnaba. Vagakhile ewo ukhuta putulutage khuvanu avapanchi avava chiwe.
30020a0059	Vatunogilwe ufue ukhuvakumbukha avatolwe. Une na yune nilikhunogwa ukhuvomba embombo iye.
30020b0058	Usikhi Kefa avilenchile Antiokia, nakiline inave pavuvalafu ulwakhuva ale intula nongwa.
30020c00d0	Badala ya vanu avadebe ukhuitsa ukhuhuma kua Yakobo, Kefa alikuva ilya paninie na vapanchi. Ingave avanu avavile vinchile alekhine ukhukhega ukhuma khu vanu avapanji. Akhava idwada avanu avano guaga indagelo.
30020d0082	Vulevule Avayuta avange valungine nuvusongerenie uvu paninie nu Kefa. Pulikha humela leno Barnaba atoliwe nuvusongerehani wa vene.
30020e00cf	Uluava nelolile ukhuta valekhuva savikonga elivangeliilwa lweli, niambulile uKefa pamiho ga vene voni, “Ingave umwe mule Vayahudi mbona imitamilo gevile gya lugevaanu avapanchi ukutama nda vanu avayuta?”
30020f0048	Ufwe yufwe tuli Vayahudi tuhaliwe satuli “Vanu va panzi avale mbivi”
3002100143	ulumanye ukhuta asikhuli uviivalilwa ale pavuye lweli pa mbombo ncha ndagelo. Pulino vivaliwa uwayelweli mulwidekho igati mwa Yesu Klisite. Tukhinchile khu luedekho mgati mwa Klisite Yesu ukhuta tuvaleliwa uvuyelweli mugati mwa Klisite pasita khuvaliwa ni mbombo khu mivombelo gusikhuli umbili, ugukhi guvaliwa uwa yelweli.
300211009b	Pulino tungave tukhundanda uNguluve khwa khutu valela inonu mugati mwa Klisite, tukhevona yufwe ukhuta tulini mbivi Klisite awekhiwe isuhiwa wa mbivi? Ate!
3002120080	Ningave nivikha uluhuvelo luango ukhutuncha indagelo, ikhinu ikhi namalile ukhukhencha, nikhivonesya yune ukhuta nivomba imbivi.
300213004e	Ukhukhuma khululagelo nikhafua khululagelo, lino ninogiwa ukhutama nu Nguluve.
30021400cc	Nitasiwa paninye nu Yesu sio une leno, yune nitama uKlisite. Viitama mnumbula yango. Amaisha ugunitama mu mbili nitama nulwidikho munumbula ya umwana va uNguluve, uvanganile akhihumia khu njela yango une.
3002150075	Sanibela ulukhungu lwa uNguluve, ulugano lwa lenkho, ukhuhumila ingave ilweli yekhale puile ukhumila Klisite vuapule.
3003010076	Wagalatia avapelwa, ni likho ilya vuvivi ilwanangile? U Yesu Klisite savonisye ukuta mwe uYesu savungiwe kumiho ginyo?
3003020077	Une ninogwa nilumanye ukuhuma kulyumwe. Mwe mwapokile umepo umbalanche kumbombo iya ndagilo nu kwidika inso mwapulikhe?
3003030058	Umwe, muliva pelwa ukulutilila? Lino mwatengwile khu mepo umbalanche mumalage mumumbili?
300304004a	Lino mwagatantsiwe khu mbombo inyingi vuvule, kama kweli yalikuwa ya bure?
3003050081	Lino ula uvihomya umepo umbalanche khulyamwe khuvomba imbombo incha makha ukhu kongana ni ndagilo incha khupulikhana nu lwidikho?
3003060049	U Abrahamu “Amwidikye u Nguluve pu akha mbalila ukhuta inya yelweli”.
3003070045	Vuvuwa mwidikhe ukhuta, vala ava vikhumwidikha viva vana va Abrahamu.
30030800c4	Uvuvigi wanchovilwe ukhuta uNguluve angale avavalile uwayilweli avanu ava nkhilunga viva ne enjiela eyavulweli. Ilimenyu elilumbiliwa nu Abrahamu: “Ukhuma ufwe khuva ukhilunga voni vasanyiwe”.
3003090057	Ukhuta pongela vavo vale nu wayelweli vasayi wage paninye nu Abrahamu uviale nulwidiko.
30030a00a2	Ava vihuvila imbo insa ndagilo valipasi pa lugelo. Ulwakhuva vuvigiwe, “Akotoliwe umunu uvesikwivbatana ni mbombo nsoni, agugandikhiwe mukhitabu ikyandagilo.”
30030b0079	Lino galipa vuvalafu uNguluve sikhumbalila u munu pa vulweli numo khundagilo, ulwa khuva unyavulweli itama nu lwidiko”.
30030c0052	Ululagilo luhumana nu lwidiko, uvivomba imbombo mululagilo, itamaga mululagilo.”
30030d00a2	UYesu atupokhile ukhuhuma indukoto ulwa lulagilo pa nsikhi upupa vombikhe ulukoto. Ulwa khuva pandikhiwe apita, “Akotoliwe umunu uvevi khutovelelwa mu bikhi.”
30030e00bc	Uvufumbwe vukhale ukhuta, lusayo ulukhale kwa Ibrahimu ntsa njintsage khuva khilunga nu Klisite u Yesu, ulwa khuva uwesya ukhwupilila indagano insa mepo umbalanjie ukhugendela mundwidikho.
30030f00a1	Valukolo lwango, ninsova numwe khivumunu unsikhi ugugwale gwa lwidihano khivumunu lwasilile ukhuvikhiwa na makha, lisikhuli uviiwesya ukhulibeda nu ukwongelenja.
3003100097	Lino ulwidihano lwansoviwe nu Ibrahimu ikhivumbuko khikyo sa khinsova, “Ni fivumbukho,” ukhuva manyisya vavingi, puninsova khu munu yumo u Klisite.
30031100a4	Lino ni nsova ndee, ululagilo ululwa injile 430 sayihensa ululagilo. Ulwa khuva ndunyavuhale, vukhale wiwage ndululagilo, ndalii sawi injile khu njila ya lwidihano.
3003120043	U Nguluve akhuminji nche vuvule kwa Ibrahimu khunjila ya lwidihano.
30031300b7	Khikhi lino ululagilo lwa vikhiwe? Yongele nchiwe khuvwutila nongwa, pu ung'olwa uva Ibrahimu inche kuvala avene avidikhiwe. Ululagilo uluvikhiwe ukhugandela khusugwa uvi isayanincha.
3003140043	Lino usayanye ikhutuvu ukhulutila khumunu yumo, nu Nguluve aliyumo.
30031500a3	Ulwa khuva indagilo njilivunge nu lwidihano lwa Nguluve? Bakho! Ulwa kuva ululagilo ulwa huminje lwale na makha aga khumya uwomi, wa lweli uvuvu vonekha mundagilo.
300316008b	Lino uvuvige vudendile imbombo usoni insa mbivi. UNguluve avombile ulwidihano nu ukutupokha mudwidiko ulwa Yesu Klisite khu avanya lwidiko.
3003170071	Ulwakhuva ulwidiko ulwa Klisite, sa lwa inje twakhungiwe pasi pa ndagilo ipakha lwinje uluvonekhelo ulwa lwidiko.
3003180080	Ulwa khuva ululagilo luvombekha ndundongo nji vito pa lwidihano ulwa Klisite upuainjile, ukhuta tuvalilagwe imbulweli nu lugano.
3003190033	Lino ulwakuwa ulwidikho lwintsile pasi pa ndolenji.
30031a0056	Ulwa khuva umwe mwivoni na vana va Nguluve ukhugendela mundwidikho ulwa Klisite uYesu.
30031b0032	Voni ava onchiwe mwa Klisite mwifwikhile uKlisite.
30031c006d	Asikuli Unjahudi Uyunani, nu uvambwavukhe, ugosi nu dala, ulwa khuva ava voni valiyumo wa mwa Klisite u Yesu.
30031d005c	Ulwakhuva umwe mwiva Klisite, lino mwaholilwe khwa Ibrahimu, avahale vakhilunga kya ndagano.
300401006a	Nikhuvavula ukhuta maadamu unya vuhare ve mwana, sasutine nusung'wa, hata inave indolenchii va finu fyoni.
3004020062	Pakhuva ya mwene, alepasi pa vuloleli nu mwemelenchii mpakha usekhe uguvekhiwe nu daadaa va mwene.
300403005a	Ukhokongana nayufwe, uvutukhale vana, tukhibateliwe mbusu ng'wa wa ndagero inchaa Nguluve.
3004040060	Usekhe gugwene wugufikhe, uNguluve asukhile oswambe, ong'olwa va dala, ong'olwa pasi palolagelo.
3004050053	Avombile ndete ili avokholo voni avalepasi pa ndagero, ili twupele ukhuva nda vana.
300406007b	Ulwa khuva umwe mulevana, uNguluve asung'ile umepo ombalaje igati mu numbura incheto, umepo uyikhelanga, “Abba, Daada.”
3004070058	Ulwakhuva sulesung'wa tena ila ule mwana. Inave ule mwana, uveve pure vuhare wa Nguluve.
300408005d	Ata khasekhe, usekhe ugusamwamanyile uNguluve, mwale vasung'wa khuvala avanya manguluve gavo.
30040900b4	Leno uhuta mu manyile uNguluve, au ukhuta mumanyikhe nu Nguluve, inave mukilivokha khusana khu ndagero imepe incha lutanchii inchivovole egarama? Leno munogwa uhuva vasung'wa tena?
30040a006d	Mukwibata khuvogorofu isikhu inchi nogire, uvosemo wa mwenchi, emisekhe, ne miakha ni dwada khwa ajili yenyo.
30040b0033	Nidwada ukhuta khu namna eyenge neteesinche vovole.
30040c004e	Nikhovadovaa, valokolo, muvinchage ndulunelevo, olwakhuva nivile ndulu murevo.
30040d0081	Samng'arinche. Ila mulumanyile ukhuta wale vosabisye wa vutamu uwambele ukhuta na lumbelile ekhwilongwi enonu ukhukhuma khu sana.
30040e009a	Inave ombelee gwango gwa vavekhile mundugero, samukhambede nukhumbela. Tena mukha nyupelile wita insung'wa va Nguluve, khukhuta navile Yesu Klisite mwene.
30040f007b	Ulwa khuva, lulendakhu ulukhekhelo lwenyo? ingave nikhuvavula umwe ukhuta, yiwesekhana, mwa muhenche amikho genyo mume one.
300410003c	Leno, nivile imbivi khulyumwe nevile nikhuvavula eyayelweli?
3004110062	Vikhovalonda khuvunogwe ila siokhu manonu. Vinogwa ukhutunangang'wa uve nufwe tusite ukhukhukonga.
3004120058	Vunonu fincho ukhuva nu vonogwe olwakhuva khunonu ncheene, sio usekhe uguniva pupaninie.
3004130062	Avanango avadebe, neletamu namasikhitekho khwajili yenyo impakha u Klisite akholiwe igati ndyumwe.
3004140069	Ninogwa uhuva pupaninie numwe leno nukhupendula amamenyu gango, ulwakhuva nelenu wasiwasi igati indyumwe.
3004150059	Imbuleone, umwe yumwe mwinogwa uhuva pasi pa rulagelo, samupulekha urulagero vulwinchova?
3004160079	Olwakhuva nesimbile uhuta u Abrahamu avile na vana avademi vavele, uyunge khwa dala onsunkhwa oyunge khwa dala omwavukhe.
3004170037	Ola uvasunkhwa akho dala omwavukhe akholiwe ni ndagano.
30041800c1	Amamenyu aga giwesya okhonchoviwa khwa ekhekhwani olwakhuva ava dala ava vikhwanana na malagano gavele. Oyunge akhumile mukhewamba ekhwa Sinai. Ikhola avana ava viva vasung'wa. Unywa ve Hajiri.
3004190081	Leno Hajiri vekhewamba khwa Sinai kherekho Arabuni. Khikhwananinchwa ne Yerusalemu eyaleno, olwakhuva insung'wa na vana va mwene.
30041a003e	Leno Yerusalemu yilekhukwanya nu wavukhe, je uyo ve mama veto.
30041b00d4	Olwakhuva yisimbiwe, “Rukhekhero, vedala uvesa wikhola, yuve sawikhola. Wove elimenyu wovele ndo khekhelo, uve yuve solenchoovele nukhokhola. Olwa khuva vingi avana avayusikhola, pa kianya paula uyalenogosi.”
30041c0035	Leno lokolo, inave u Isaka, umwe mulevana va ndagano.
30041d0079	Khusekhe gula ugu gwita umunu uyakholiwe ulwa khuva umbele gukhuteswa uyakholiwe khwa mepo umbalanchee. Leno vuvule vule.
30041e008e	Uvusimbe witandeti? “Ing'enche udala unsung'wa paninie nu swambe. Olwa khuva umwana va sung'wa sihare paninie nu mwana va dala omwuvukhe.”
30041f0048	Inave, lokolo, ufwe satulivana va dala unsung'wa, ila va dala omwuvukhe.
300501006d	Ulwa khuva u Klisite atupile uvudehe pu tuve vadehe pwu mwemage nu uvugolofu msite ukhwibatiwa nu uvwusuhiwa.
3005020054	Lola ne Paulo, nihovavola ukhuta mngaheketiwe, Klisite sahavatange khu njila yoyoni.
300503005d	Pwu nihovavola ukhuta hela angosi uveaheketiwe ukhuta yilondiwa akonganage nu lulagilo lwoni.
300504005d	Mtengiwe khutali nu Klisite, voni “avivaliwa uvogolofu wa ndagilo, mgwile hutali nu lusayo.
3005050041	Ulwakhuva hu njila ya mepo, nu luhungu tugulela uvujimu wa lweli.
300506008d	Khwa Klisite Yesu uhukeketiwa nu ukhusitakeketwa sahulenamaana gogoni. Ulwedeho lwene lulovomba embombo ukhugenela ndu gaano, pwu hiva khenu.
3005070042	Muhanyilaga imbelo vononu, veni akhavabenchinche ukhwedeka elweli?
300508004b	Uwosongeleji uva khuvombe incho sawukhomane nu mwene yaywa avelangile umwe.
3005090027	Ekhelunchi hedebe khiluncha pa vuvakha.
30050a0080	Nelenulohovohelo numwe mwa Nkuludeva ukhuta samhasage khu njila eyenge. Uyunge uvuyaheva ihovayacha yigega uhuhegiwa khwa mwene.
30050b0070	Valokolo inave mpilagela ukhuheketa, khehi nigatanchiwa? Khu kherwekhehivekha ukhusiga ekidaming'ani khinangiwa.
30050c0041	Vunogwe vwango ukhuta vavo vikhuvalongoncha fivi vikhelamia vavo.
30050d0065	U Nguluve avelangile umwe, valokolo, khu vudehe. Msite ukhuvovombela uvudehe wenyo insekhe gwa mbele.
30050e008b	Hulugano mvombelanilage yomwe khwa yomwe. Ulwakhuva indagilo nzoni nzigolwike mbu lulagilo lumo yinogiwa uhogana unino ndu weganile uve.”
30050f0052	Leno mkalumanage nu hulichana, mwelolelage ukhuta samhenangania yomwe khuva yomwe.
3005100044	Nihovavola ukhuta, mgendage mu mepo, samlavulekha uvonogwe wa mbele.
30051100d6	Ulwakhuva umbele kule nu uvonogwe vuvaha ulemehana ne numbula, ne numbula yele nuvonogwe vuvaha ukhulemehana nu mbele. Inchi chilemehana eyenge ne nine. Pu yehomile ukhuta samuvomba ifinu ifyo mwinogwa ukhuvivomba.
300512003b	Engave e numbula yikho valongoncha umwe, samwiva ndolagelo.
3005130045	Leno imbombo incha mbele inchivonekha, uvwuligu, uvwulami, uwvulyasi,
300514006b	inyesayo incha fikhwani, uvwuhavi, uvwuvivi, imbancha, amasago amavivi, elyoyo, ukhulemehana, ukhulehehana,
300515009e	Ehetule, uvwuganchi, akhyoyona agange ndaga. Nikhovavonga umwe, ndu vavongile pavwutanchi, ukhuta vavovivomba ndago savahapate uvwukhale ndu deva lwa Nguluve.
3005160074	Isekhe incha numbula ulugano, uluhekelo, luhungu, ukhweyumelencha, uwipa, ikhisa, ulwidikho, Uvwudehe, ne pavwudebe.
300517002b	Losikhuli ululagilo ulululemekihana nancho.
3005180048	Vwala avwa Klisite Yesu vwakhegiwe umbele nu uvonogwe vwa vene uvwuvivi.
3005190028	Tungatamage nu mepo, nukhugenda ne mepo.
30051a005f	Tusite ukhuva nu kweginio, tusite ukhukalanchana khela munu nu nine, tusite ukhuva ne khetuule.
300601007c	Ulukololo anibatehe humbivi umwe yelueli mtahiwa uhukilivula ulukololo hunumbula eya vupole uhuyelewa yumwe msite uhugeliwa.
3006020036	Mgegelanile emichigo mkamelesiwe indagelo cha Klisite.
300603003e	Inave umunu yoyoni ihevona nonu wakati sinonu iheswova vuvule.
3006040055	Hela munu apime imbombo ya mwene avene henu yuywa mwene uhwevona bila uhwelula yoywa.
3006050029	Uhuva hela munu ayigega uchigo gwa mwene.
3006060040	Umunu uvamanyile elimenyu ambole amanonu goni umwalimu va mwene.
300607003c	Msite uhudetela. U Nguluve sidohiwa umunu uviivyala alabena.
300608008d	Yoywa iviala imbeyu ya hatale iya tavango alabena uvuvivi lakini uve iviala embayu katika u mepo avabene uwomi va sihu choni uhuhuma hu Mepo.
3006090050	Tusite uhugatala uhuvomba amanonu maana usehe tulabene tuna site uhukata etamaa.
30060a006a	Ululeno umda ugu tu pwatwiva nenafa tuvombe amanonu hela yumo tuvombe inono sana huvavo vale gati mludiho.
30060b003f	Lola uvuvaha uwa kalata yeyo nivandikhile hu mavoho gango yune.
30060c0091	Vavo vinogwa uhu vomba amanonu umvilolela umbili vuvene vinogwa mkehetiwe vivomba evo ili vasite uhwingila hutabu ya hedamilinga ni ihwa Klisite.
30060d0069	Maana hata vava vakehetiwe vavo savibite ululagilo vinogwa umwe mkehetiwe iliviginihechage imivele ginyo.
30060e0083	Yesite uhuhumela ne hegina isipokhuva huhedamilinga nia ihia Yesu Klisite. Uhugendela mwene ehelonga hetesihe na yune nilimhelonga.
30060f0042	Uhuva sio lasima uhukehetiwa kabula ya uhuhotiwa uhupia hu lasima.
300610004f	Huvanu voni avavitama hundagelo ichi eamanine hulumachive hukianya hwa Nguluve.
3006110050	Uhwanja leno umunu asite uhuneswa, maana negegile unguli gwa Yesu umbile gwango.
3006120046	Uluhungu lwa kuludeva uYesu Klisite yeve nu mepo gienyo lokolo. Amina.
3100000008	Avaefeso
3101010079	Paulo, avasikhiwa va Yeesu nuogane vamwene o Nguluve, avavekhiwe khumbombo ya hutwa navovo vile Efeso vedesi khwa Kristi.
310102003f	Oluhungo luve hyolyomwe olunchehecho khwa Daada O Yeesu Kristi.
3101030090	Unguluve nu Daada uvakholo deva u Yeesu Kelesti aginiwage vemwene atusayile khulusayo lywa khenumbula khosehemu ya khokyanya kho Yeesu Kelesiti.
31010400ab	Wusaheuombiwe chelonga Unguluve ahatuchangwile ufye yufye fule nu unonchehencho khwa Khelesiti. Ahatunchagwile ufye tuvenchage vavalanche tolekhe ukholaumki khya Kelesiti.
3101050063	Khologano lya Nguluve ahtonchagwile ohoma khovotengololo ilitoliwe nuvana vamwene u Yeesu Kelesiti.
310106007e	Amutokeo gamwene Unguluve tuhopa isifa nulohongo nuvotukufu wa mwene. Ekho kihyene ekhokatupile vole huhyela ya ogane vamwene.
310107008c	Ulwakuva hogane vamwene tugomboliwe ukhugendela mkisa yuamwene, olusye helo lya mbivi tulenalyo elyo hosabu ya votayeli walohongo lya mwene.
3101080037	Akavombile olohongo uvo hujili yeto nebusara nu luhara.
3101090077	Unguluve ahovombile uhota uamanyehe hulyofye avolyeli vovwa wofihile no pango, ohohomana novosongo wagati mwa kelesiti.
31010a0080	Usehe gotimelie opango gwamwene, Unguluve ilondamanya pupaninye hela henu kya hukinya nehopakyanya pahelunga igani mwa kelesiti.
31010b0099	Usehe ugwa Kelesite tohaviletonchaguliwe nuhosuhudela osehe. Wosangofihe yoni eyeyeho mine nupango uyiwomba ifinu lyoni ifunu vyakuswelu igagane vamwene.
31010c0079	Unguluve ahavombile evetovepo ilitowesye uhuvepo ndoginwo lyamwene. Tohale vahyanja uhova na vojasili egati mwa Kelesiti.
31010d00ba	Yehale enjela ya Kelesiti uhuta mpolehe elimenyu lya lyeli, einjili ya wosiwa wenyo honjela ya Kelesiti. Yehale nohota omuemwe musangini nuhutwa ong'uli gwa Enumbula Ombalanche vyaginwe.
31010e0070	Enumbula yasamimi ya uvolisi weto impaha totavale ipaka upo yaha vuvoneha. Eye yehale hosifa yaloginwo iyamwene.
31010f0087	Ulwakuva eye, uhuhuma uwuka votopolike uhohusu ulwoleho lyenyo egati mwa Untwa Yeesu ukhuhusu ulogano lyenyo hovoni avatengiwe homwine.
3101100050	Sanene valekhile ukhoginya Unguluve khusababu yenyo nohovataja kholesayo lyango.
310111008b	Nikhovadava ukhuta Unguluve no Daada veto Uyeesu Kelesiti, Udaada va lyodwado, tuhovapa umepo uvaluhara, uluvunchelo lya vofahamu lyamwene.
31011200d7	Nidava ukhuta amiho genyo gamunumbula gavehiwe ulumuli hulyomwe ilimo lomanye wowolehu uvojasili wakhyelangiwa hyulwomwe. Nidova mlomanye ohuta uvatayeli wavodwado nuvulisi wa mwene vavo vahatenyiwe hujili ya mwene.
310113008f	Nidova ohota mlomanye uvuvana vosidile ingovu nchizidile egate dwofye tole lenetumaini uvovovaha wohomine nohivomba embombo minyofu ncha mwene.
3101140095	Ngangomaha agavombihe mmbombo ya Kelesiti wakati Unguluve achosinche uhoma huvofye nuhutamuha mwavoho gamwene hohevoha ekhyahege musehemu ya Nguluve.
3101150089	Ahatamih Ukelesiti hyokyanya hutaki huvotawala, nahylalitawa elianchoviwa. ahatamihe Unguluve sio huwakati uwa khosehe ogoguhyi cha leno.
3101160061	Unguluve afidwanchinche paasi pamalonde ga Nguluve ambombile uhuva pakyonya pafinu nyoni mkanisa.
310117005a	Elikanisa khota gombele gwa mwene uvokamilifu wamwene uwowidega ifinu fyoni mjela nchooni.
3102010030	Nduvumufwile mumbunanginuvutala nongwa nchienyo.
31020200d7	yale muaga ukhuta khtale mwagendaga ukhukongana ni misiekhe gya lhilunga eikhi. Pumwagendaga ukhukongana nuvulogonchi nuva vaha wa mbaha va mumaveingo. Eiyie yu numbula ya ula uvivoomba imbombo muvaana va vugalukhe.
31020300df	Ufwe twivooni khatale twale pupaninie navo avasavikwideekha. Pululikhuvomba khunjila eiyavunogwe uvuvivi gyeito. Putuliekhuvomba nchavunogwe wa mbeili nuvamanyi weito. Twaale vakhivumbukhu kya vana avanya huviipo ndavaange.
3102040066	Pakhuva Unguluve adegile uvadekhedekhe ukhukongana nulugano lwa mwene uluhutiliile ulwantuganile ufwe.
310205007f	Useikhe ugutwale mumbufwe mumbutula nongwa weito, akhatugega mumitamile eimipya mugati mwa Kilisite. Luhungu pakhuta mupokhiwe.
310206006d	Unguluve atunchusinche paninie nukhutuveikha tutamage pupaninie baho pali pakyanya igati mwa Yeesu Ukilisite.
31020700ab	Agaile awo ukhuta eimsikhe eigikhiwincha atuvonesye uvukavi vuvaha uwa luhungu lwa mwene. Khutuvonesya ufwe eili khunchila ya luhunga lwa mweene igati mwa Yeesu Ukilisiti.
3102080058	Munduhungu mokhiwe manchila ya lwedeekho ni yie sayuhume khulyafwe. Vuvaonle wa Nguluve.
3102090051	Sayihumile ni mbombo, umunu uviavenchaga, alekhe nu khuveepo na umo uvakhwiginia.
31020a00a6	Ulwankhuva ufwe tulimbombo ya Nguluve, tupeliwe mwa Yiisu Ukilisite ukhuvoomba imbombo inonu. Nchumbombo inchi inchu Unguluve aviekhile ukhuhuma khatale savali yieto.
31020b00d1	Puleino mukhumbukhe ukhuta khatale mwale vanu vapanji khimbeili. Pumukhilangiwe- “mwisamuvalanchiwe” khukhila khikyo khikilangiwa kivalanche kya kuvalanchiwa kimbieli ikyukhivoombekha na mavookho ga vaanu.
31020c00bd	Khuseikhi ugwa mwale vatenge kwa Kilisiti. Mwale vagenji khuvana va vaisrael. Mwale vagenji khundano ya lwideehano samwale vamanyi vaseikhi ugu gukwincha. Mwale vanchila Nguluve mukhilunga.
31020d0082	Puleino ule mwa Yeesu Ukilisite umwe yumwe khatale mwale khutali nu Nguluve muhegelanchiwe kwa Nguluve nu kisa gwa Yeesu Kilisiti.
31020e0080	Ulwankuva umwene velunonchencho lweito. Agupelile umbieli ukhuta guve ngamo. Khumbieli gwa mwene alunagile uluviego lwa valenge.
31020f0073	Pu akhabeincha indaagilo nu lusutu ni nyiiho ukhuta ampele umunu umo upya igati mumwene. Pwakapela ulunonchehencho.
31021000b2	Avombile ewo ukhuta vasayane avafipuga fiviele ifyavaanu ukhva imbileli ngumo kwa Nguluve khunchila ya khidamiliehnie. Khunchile ya khida ya khida milihanie avudunchiche uvulugu.
3102110071	Uyeesu ainchila mukhunchova uluno nchehencho lhulyumwe mwimwale khutale nu lunonchehencho khuvala uvuvale pawipi.
3102120063	Pakhuva khunjila eiya Kilisiti ufwe twivavieli tulipapaninie numepo ula Umepo ukhwinyila kwa Daada.
31021300b2	Puleino umwe mwivaano vambupanji samulivage nda njiela hange samulievagenchi. Pu muleivanekaya paninie na vala avateenge savuli ya Nguluve hange mulivaanu va munyumba ya Nguluve.
3102140065	Pumunchengiwe mulyutu lwa vavanda na vamalago. Uyeesu Kilisiti yu mwene aleliwe livaha lya palukanji.
3102150050	Mumwene eilinchenyo lyooni leilungani nchiwe papaninie ndietembile mugati Mutwa.
3102160067	Mugati mumwene umwe na yumwe munchengiwe papaninie nda ponu apa khutaama pa Nguluve na Mepo umbalanche.
3103010055	Ku njila iya une ne Pavulo ne kungwa va Yeesu kilisite nu nongwa yeno mvi vangapanji.
3103020055	Nikwidika ukhuta mupulike ku mbombo ya luhungu lwa Nguluve uhuamile kwa nongwa yenyo.
310303007a	Nikuvasimbila ukuhumana nu luvonekelo ulaluvonike kulione. Uvu wayilweli uwifihile ulunosimbile kikedebe mu halata iyinge.
310304005a	Vu vukugakimba aga, vuwyesya ukulumanya uluhala lwango imbuyilweli uwifihile mwa Kilisiti.
3103050093	Infikolo ifinge uvayilweli uvo sawavombeke vumemyikile kuvona va vanu. Pu lino ulo vulipavuvalafu ku Mempo va vaposihili avimikiiwe na vanyamalago.
310306009d	Uvuyilweli uwu wifihile kukuta avanu avanyapanji vupilili vayeto na vafumbwe vayito va mbili. Tumivupieli paninye ni ndagano ya Kilisiti ugendela ndivangili.
3103070061	Mu ile mvile mbombi kuwupi wa luhungu lwa Nguluve uvuhumijiwe kulione mu mbombi ga moka ga mwene.
31030800c9	Unguluv ahumije uwipa uwu kulione, sakinu ukuta une nilidebe kuvoni arimikiwe kumbombo ya Nguluve. Uwipa uwu kukuta nonogile ukuvavula uvanyapanji ilivangile nu vutafile uvusavu menyikike mwa Kilisiti.
31030900af	Panogile ukuvamulikila avanu voni ukuhuma nu vufumbwe ivya Nguluve uwefihile. Uvu vufumbwe wa Nguluve uwa waifihile ku miaka mingi imitaji, nu Nguluve uvi apelile ifinu vyoni.
31030a007c	Iye yale ukhuta, ukugendela mu pelela, uluhela lwa Nguluve ulu lulipapingi lumanyikike, uludeva na maka kuvukinga ikya Mepo.
31030b0067	Aga gale gihuwile mbufumbwe wa siku choni uvu awinuke mugati nu nditavya lya Yeesu Kilisiti Untwa veto.
31030c005c	Ulwakuva mwa Kilisiti tulimuvukifu nu uvuwesyo wa kyingila nu vukifu nu mu ndwidiko kumwene.
31030d0056	Pu nikovodova mleke ukugatala ku vuvuvilwa wango kwapili yenyo, aga ga vudwadwa wenyo.
31030e0020	Ku njila iye nifugama kwa Daada,
31030f0049	uvi umwene kila kikolo kukyanya na pakyanya pakilunga vilangiwe ilitavya.
3103100089	Nidoova ukuta avape uluhungo, ukuhumana nu vudwadwa wamwene, avachingache na maka ukugendela Mempo va mwene, uvi alimwumi mugati ndyumwe.
3103110045	Nidoova ukuta Ukilisite atamage ingati ndyumwe ukugendela mundwidiko.
31031200c4	Nidoova muve ni likolo nu wufu lwa lugano lwa mwene. Muve mulugano lwa mwene muwesye ukwelewa, paninie na vadiki voni, nda vuvelile uvutandache, uvutale nu vutale ukwiko nas wa lugano wa Kilisiti.
310313007f	Nidoova ukuta mulomenye uvuvaha wa lugano wa Kilisite, uva vulutelila uvamanyi. Mugahe pu mudichiwe uvugolofu woni uwa Nguluve.
