0100000009	1 Mosebog
330119007d	hvis Tjener jeg er bleven efter den Guds Husholdning, som blev given mig over for eder, nemlig fuldelig at forkynde Guds Ord,
33011a006d	den Hemmelighed, der var skjult igennem alle Tider og Slægter, men nu er bleven åbenbaret for hans hellige,
33011b0097	hvem Gud vilde tilkendegive, hvilken Rigdom på Herlighed iblandt Hedningerne der ligger i denne Hemmelighed, som er Kristus i eder, Herlighedens Håb,
33011c009d	hvem vi forkynde, idet vi påminde hvert Menneske og lære hvert Menneske med al Visdom, for at vi kunne fremstille hvert Menneske som fuldkomment i Kristus;
33011d005b	hvorpå jeg også arbejder, idet jeg kæmper ifølge hans Kraft, som virker mægtigt i mig.
330201008a	Thi jeg vil, at I skulle vide, hvor stor en Kamp jeg har for eder og for dem i Laodikea og for alle, som ikke have set mit Åsyn i Kødet,
330202009e	for at deres Hjerter må opmuntres, idet de sammenknyttes i Kærlighed og til den fuldvisse Indsigts hele Rigdom, til Erkendelse af Guds Hemmelighed, Kristus.
330203003c	i hvem alle Visdommens og Kundskabens Skatte findes skjulte.
3302040042	Dette siger jeg, for at ingen skal bedrage eder med lokkende Tale.
3302050095	Thi om jeg også i Kødet er fraværende, så er jeg dog i Ånden hos eder og glæder mig ved at se eders Orden og Fastheden i eders Tro på Kristus.
3302060049	Derfor, ligesom I have modtaget Kristus Jesus, Herren, så vandrer i ham,
3302070084	idet I ere rodfæstede og opbygges i ham og, stadfæstes ved Troen, således som I bleve oplærte, så I vokse i den med Taksigelse.
33020800b8	Ser til, at der ikke skal være nogen, som gør eder til Bytte ved den verdslige Visdom og tomt Bedrag efter Menneskers Overlevering, efter Verdens Børnelærdom og ikke efter Kristus;
330209002d	thi i ham bor Guddommens hele Fylde legemlig,
33020a004a	og i ham have I eders Fylde, ham, som er Hovedet for al Magt og Myndighed;
33020b0091	i hvem I også ere blevne omskårne med en Omskærelse, som ikke er gjort med Hænder, ved Afførelsen af Kødets Legeme, ved Kristi Omskærelse,
33020c0089	idet I bleve begravne med ham i Dåben, i hvilken I også bleve medoprejste ved Troen på Guds Virkekraft, som oprejste ham fra de døde.
33020d009d	Også eder, som vare døde i eders Overtrædelser og eders Køds Forhud, eder gjorde han levende tillige med ham, idet han tilgav os alle vore Overtrædelser
33020e008d	og udslettede det imod os rettede Gældsbrev med dets Befalinger, hvilket gik os imod, og han har taget det bort ved at nagle det til Korset;
33020f007b	efter at have afvæbnet Magterne og Myndighederne, stillede han dem åbenlyst til Skue, da han i ham førte dem i Sejrstog.
330210006f	Lad derfor ingen dømme eder for Mad eller for Drikke eller i Henseende til Højtid eller Nymåne eller Sabbat,
3302110045	hvilket er en Skygge af det, som skulde komme, men Legemet er Kristi.
33021200c0	Lad ingen frarøve eder Sejrsprisen, idet han finder Behag i Ydmyghed og Dyrkelse af Englene, idet han indlader sig på, hvad han har set i Syner, forfængeligt opblæst af sit kødelige Sind,
330213008d	og ikke holder fast ved Hovedet, ud fra hvem hele Legemet, idet det hjælpes og sammenknyttes ved sine Bindeled og Bånd, vokser Guds Vækst.
330214007e	Når I med Kristus ere døde fra Verdens Børnelærdom, hvorfor lade I eder da pålægge Befalinger, som om I levede i Verden:
3302150028	"Tag ikke, smag ikke, rør ikke derved!"
330216005b	(hvilket alt er bestemt til at forgå ved at forbruges) efter Menneskenes Bud og Lærdomme?
33021700ad	thi alt dette har Ord for Visdom ved selvgjort Dyrkelse og Ydmyghed og Skånselsløshed imod Legemet, ikke ved noget, som er Ære værd, kun til Tilfredsstillelse af Kødet.
3303010079	Når I altså, ere blevne oprejste med Kristus, da søger det, som er oventil, hvor Kristus sidder ved Guds højre Hånd.
3303020045	Tragter efter det, som er oventil, ikke efter det, som er på Jorden.
330303003a	Thi I ere døde, og eders Liv er skjult med Kristus i Gud.
3303040055	Når Kristus, vort Liv, åbenbares, da skulle også I åbenbares med ham i Herlighed.
330305006c	Så døder da de jordiske Lemmer, Utugt Urenhed, Brynde, ondt Begær og Havesygen, som jo er Afgudsdyrkelse;
3303060028	for disse Tings Skyld kommer Guds Vrede.
3303070030	I dem vandrede også I fordum, da I levede deri.
330308006f	Men nu skulle også I aflægge det alt sammen, Vrede, Hidsighed, Ondskab, Forhånelse, slem Snak af eders Mund.
3303090056	Lyver ikke for hverandre, da I have afført eder det gamle Menneske med dets Gerninger
33030a0056	og iført eder det nye, som fornyes til Erkendelse efter hans Billede, der skabte det;
33030b0074	hvor der ikke er Græker og Jøde, Omskærelse og Forhud, Barbar, Skyther, Træl, fri, men Kristus er alt og i alle.
33030c0080	Så ifører eder da som Guds udvalgte, hellige og elskede inderlig Barmhjertighed, Godhed, Ydmyghed, Sagtmodighed, Langmodighed,
33030d008a	så I bære over med hverandre og tilgive hverandre, dersom nogen har Klagemål imod nogen; ligesom Kristus tilgav eder, således også I!
33030e0058	Men over alt dette skulle I iføre eder Kærligheden, hvilket er Fuldkommenhedens Bånd.
33030f006d	Og Kristi Fred råde i eders Hjerter, til hvilken I også bleve kaldede i eet Legeme; og vorder taknemmelige!
33031000b0	Lad Kristi Ord bo rigeligt iblandt eder, så I med al Visdom lære og påminde hverandre med Salmer, Lovsange og åndelige Viser, idet I synge med Ynde i eders Hjerter for Gud.
330311006f	Og alt, hvad I gøre i Ord eller i Handling, det gører alt i den Herres Jesu Navn, takkende Gud Fader ved ham.
330312004d	I Hustruer! underordner eder under eders Mænd, som det sømmer sig i Herren.
330313003e	I Mænd! elsker eders Hustruer, og værer ikke bitre imod dem!
3303140052	I Børn! adlyder i alle Ting eders Forældre, thi dette er velbehageligt i Herren.
3303150045	I Fædre! opirrer ikke eders Børn, for at de ikke skulle tabe Modet.
330316009e	I Trælle! adlyder i alle Ting eders Herrer efter Kødet, ikke med Øjentjeneste som de, der ville tækkes Mennesker, men i Hjertets Enfold, frygtende Herren.
330317005a	Hvad I end foretage eder, så gører det af Hjertet, som for Herren og ikke for Mennesker,
330318005b	da I vide, at I af Herren skulle få Arven til Vederlag; det er den Herre Kristus, I tjene.
330319005d	Thi den, som gør Uret, skal få igen, hvad Uret han gjorde, og der er ikke Persons Anseelse.
3304010065	I Herrer! yder eders Trælle, hvad ret og billigt er, da I vide, at også I have en Herre i Himmelen.
330402004b	Værer vedholdendene i; Bønnen, idet I ere årvågne i den med Taksigelse.
3304030089	idet I tillige bede også for os, at Gud vil oplade os en Ordets Dør til at tale Kristi Hemmelighed, for hvis Skyld jeg også er bunden,
3304040039	for at jeg kan åbenbare den således, som jeg bør tale.
330405004d	Vandrer i Visdom overfor dem, som ere udenfor, så I købe den belejlige Tid.
3304060063	Eders Tale være altid med Ynde, krydret med Salt, så I vide, hvorledes I bør svare enhver især.
3304070078	Hvorledes det går mig, skal Tykikus, den elskede Broder og tro Tjener og Medtjener i Herren, kundgøre eder alt sammen;
3304080089	ham sender jeg til eder, netop for at I skulle lære at kende, hvorledes det står til med os, og for at han skal opmuntre eders Hjerter,
330409007c	tillige med Onesimus, den tro og elskede Broder, som er fra eders By; de skulle fortælle eder, hvorledes alt står til her.
33040a009d	Aristarkus, min Medfange, hilser eder, og Markus, Barnabas's Søskendebarn, om hvem I have fået Befalinger - dersom han kommer til eder, da tager imod ham -
33040b007b	og Jesus, som kaldes Justus, hvilke af de omskårne ere de eneste Medarbejdere for Guds Rige, som ere blevne mig en Trøst.
33040c00ac	Epafras hilser eder, han, som er fra eders By, en Kristi Jesu Tjener, som altid strider for eder i sine Bønner, før at I må stå fuldkomne og fuldvisse i al Guds Villie.
33040d0068	Thi jeg giver ham det Vidnesbyrd, at han har megen Møje for eder og dem i Laodikea og dem i Hierapolis,
33040e0031	Lægen Lukas, den elskede, hilser eder, og Demas.
33040f0040	Hilser Brødrene i Laodikea og Nymfas og Menigheden i deres Hus.
3304100097	Og når dette Brev er oplæst hos eder, da sørger for, at det også bliver oplæst i Laodikensernes Menighed, og at I også læse Brevet fra Laodikea.
3304110064	Og siger til Arkippus: Giv Agt på den Tjeneste, som du har modtaget i Herren, at du fuldbyrder den.
3304120056	Hilsenen med min, Paulus's, egen Hånd. Kommer mine Lænker i Hu Nåde være med eder!
3400000010	1 Tessalonikerne
3401010083	Paulus og Silvanus og Timotheus til Thessalonikernes Menighed i Gud Fader og den Herre Jesus Kristus. Nåde være med eder og Fred!
3401020049	Vi takke Gud altid for eder alle, når vi komme eder i Hu i vore Bønner,
34010300a7	idet vi uafladelig mindes eders Gerning i Troen og eders Arbejde i Kærligheden og eders Udholdenhed i Håbet på vor Herre Jesus Kristus for vor Guds og Faders Åsyn,
340104003d	efterdi vi kende eders Udvælgelse, I af Gud elskede Brødre,
34010500b4	at vort Evangelium ikke kom til eder i Ord alene, men også i Kraft og i den Helligånd og i fuld Overbevisning, som I jo vide, hvorledes vi færdedes iblandt eder for eders Skyld.
3401060078	Og I ere blevne vore Efterfølgere, ja, Herrens, idet I modtoge Ordet under megen Trængsel med Glæde i den Helligånd,
340107004c	så at I ere blevne et Forbillede for alle de troende i Makedonien og Akaja;
34010800a0	thi fra eder har Herrens Ord lydt ud, ikke alene i Makedonien og Akaja, men alle Vegne er eders Tro på Gud kommen ud, så at vi ikke have nødig at tale derom.
3401090096	Thi de forkynde selv om os, hvordan en Indgang vi vandt hos eder, og hvorledes I vendte om til Gud fra Afguderne for at tjene den levende og sande Gud
34010a006f	og vente på hans Søn fra Himlene, hvem han oprejste fra de døde, Jesus, som frier os fra den kommende Vrede.
340201004b	I vide jo selv, Brødre! at vor Indgang hos eder ikke har været forgæves;
34020200a5	men skønt vi, som I vide, forud havde lidt og vare blevne mishandlede i Filippi, fik vi Frimodighed i vor Gud til at tale Guds Evangelium til eder under megen Kamp.
3402030057	Thi vor Prædiken skyldes ikke Bedrag, ej heller Urenhed og er ikke forbunden med Svig;
340204009b	men ligesom vi af Gud ere fundne værdige til at få Evangeliet betroet, således tale vi, ikke for at behage Mennesker, men Gud, som prøver vore Hjerter.
3402050085	Thi vor Færd var hverken nogen Sinde med smigrende Tale - som I vide - ej heller var den et Skalkeskjul for Havesyge - Gud er Vidne;
340206008b	ikke heller søgte vi Ære af Mennesker, hverken af eder eller af andre, skønt vi som Kristi Apostle nok kunde have været eder til Byrde.
3402070053	Men vi færdedes med Mildhed iblandt eder. Som når en Moder ammer sine egne Børn,
34020800a7	således fandt vi, af inderlig Kærlighed til eder, en Glæde i at dele med eder ikke alene Guds Evangelium, men også vort eget Liv, fordi I vare blevne os elskelige.
340209009b	I erindre jo, Brødre! vor Møje og Anstrengelse; arbejdende Nat og Dag, for ikke at være nogen af eder til Byrde, prædikede vi Guds Evangelium for eder.
34020a0061	I ere Vidner, og Gud, hvor fromt og retfærdigt og ulasteligt vi færdedes iblandt eder, som tro;
34020b0060	ligesom I vide, hvorledes vi formanede og opmuntrede hver enkelt af eder som en Fader sine Børn
34020c0065	og besvore eder, at I skulde vandre Gud værdigt, ham, som kaldte eder til sit Rige og sin Herlighed.
34020d00de	Og derfor takke også vi Gud uafladelig, fordi, da I modtoge Guds Ord, som I hørte af os, toge I ikke imod det som Menneskers Ord, men som Guds Ord (hvad det sandelig er), hvilket også viser sig virksomt i eder, som tro.
34020e00b5	Thi I, Brødre! ere blevne Efterfølgere af Guds Menigheder i Judæa i Kristus Jesus, efterdi også I have lidt det samme af eders egne Stammefrænder, som de have lidt af Jøderne,
34020f006f	der både ihjelsloge den Herre Jesus og Profeterne og udjoge os og ikke behage Gud og stå alle Mennesker imod,
3402100097	idet de forhindre os i at tale til Hedningerne til deres Frelse, for til enhver Tid at fylde deres Synders Mål; men Vreden er kommen over dem fuldtud.
34021100af	Men vi, Brødre! som en stakket Tid have været skilte fra eder i det ydre, ikke i Hjertet, vi have gjort os des mere Flid for at få eders Ansigt at se, under megen Længsel,
3402120071	efterdi vi have haft i Sinde at komme til eder, jeg, Paulus, både een og to Gange, og Satan har hindret os deri.
3402130088	Thi hvem er vort Håb eller vor Glæde eller vor Hæderskrans, når ikke også I ere det for vor Herre Jesus Kristus i hans Tilkommelse?
340214001c	I ere jo vor Ære og Glæde.
340301005b	Derfor, da vi ikke længer kunde udholde det, besluttede vi at lades alene tilbage i Athen,
340302007e	og vi sendte Timotheus, vor Broder og Guds Tjener i Kristi Evangelium, for at styrke eder og formane eder angående eders Tro,
3403030063	for at ingen skulde blive vakelmodig i disse Trængsler; I vide jo selv, at dertil ere vi bestemte.
3403040088	Thi også da vi vare hos eder, sagde vi eder det forud, at vi skulde komme til at lide Trængsler, som det også er sket, og som I vide.
34030500b6	Derfor sendte også jeg Bud, da jeg ikke længer kunde udholde det, for at få Besked om eders Tro, om måske Fristeren skulde have fristet eder, og vor Møje skulde blive forgæves.
34030600c9	Men nu, da Timotheus er kommen til os fra eder og har bragt os godt Budskab om eders Tro og Kærlighed og om, at I altid have os i god Ihukommelse, idet I længes efter at se os, ligesom vi efter eder:
3403070075	så ere vi af den Grund, Brødre! blevne trøstede med Hensyn til eder under al vor Nød og Trængsel, ved eders Tro.
340308002a	Thi nu leve vi, når I stå fast i Herren.
340309007f	Thi hvilken Tak kunne vi bringe Gud for eder til Gengæld for al den Glæde; hvormed vi glæde os over eder for vor Guds Åsyn,
34030a0067	idet vi Nat og Dag inderligt bede om at måtte få eder selv at se og råde Bod på eders Tros Mangler?
34030b0052	Men han selv, vor Gud og Fader, og vor Herre Jesus Kristus styre vor Vej til eder!
34030c007c	Men eder lade Herren vokse og blive overvættes rige i Kærligheden til hverandre og til alle, ligesom vi have den til eder,
34030d008d	så at han styrker eders Hjerter og gør dem udadlelige i Hellighed for Gud og vor Fader i vor Herres Jesu Tilkommelse med alle hans hellige!
34040100dc	Så bede vi eder i øvrigt, Brødre! og formane eder i den Herre Jesus, at som I jo have lært af os, hvorledes I bør vandre og behage Gud, således som I jo også gøre, at I således må gøre end yderligere Fremgang.
3404020037	I vide jo, hvilke Bud vi gave eder ved den Herre Jesus.
340403004c	Thi dette er Guds Villie, eders Helliggørelse, at I afholde eder fra Utugt;
3404040046	at hver af eder veed at vinde sig sin egen Hustru i Hellighed og Ære,
340405003d	ikke i Begærings Brynde som Hedningerne, der ikke kende Gud;
3404060090	at ingen foruretter og bedrager sin Broder i nogen Sag; thi Herren er en Hævner over alt dette, som vi også før have sagt og vidnet for eder.
340407003b	Thi Gud kaldte os ikke til Urenhed, men til Helliggørelse.
3404080078	Derfor altså, den, som foragter dette, han foragter ikke et Menneske, men Gud, som også giver sin Helligånd til eder.
3404090081	Men om Broderkærligheden have I ikke nødig, at jeg skal skrive eder til; thi I ere selv oplærte af Gud til at elske hverandre;
34040a0071	det gøre I jo også imod alle Brødrene i hele Makedonien; men vi formane eder, Brødre! til yderligere Fremgang
34040b0077	og til at sætte en Ære i at leve stille og varetage hver sit og arbejde med eders Hænder, således som vi bød eder,
34040c0061	for at I kunne vandre sømmeligt over for dem, som ere udenfor, og for ikke at trænge til nogen.
34040d0096	Men vi ville ikke, Brødre! at I skulle være uvidende med Hensyn til dem, som sove hen, for at I ikke skulle sørge som de andre, der ikke have Håb.
34040e0074	Thi når vi tro, at Jesus er død og opstanden, da skal også Gud ligeså ved Jesus føre de hensovede frem med ham.
34040f0094	Thi dette sige vi eder med Herrens Ord, at vi levende, som blive tilbage til Herrens Tilkommelse, vi skulle ingenlunde komme forud for de hensovede.
340410008f	Thi Herren selv skal stige ned fra Himmelen med et Tilråb, med Overengels Røst og med Guds Basun, og de døde i Kristus skulle opstå først;
340411009f	derefter skulle vi levende, som blive tilbage, bortrykkes tillige med dem i Skyer til at møde Herren i Luften; og så skulle vi altid være sammen med Herren.
3404120025	Så trøster hverandre med disse Ord!
3405010049	Men om Tid og Time, Brødre! have I ikke nødig, at der skrives til eder;
3405020042	thi I vide selv grant, at Herrens Dag kommer som en Tyv om Natten.
3405030093	Når de sige: "Fred og ingen Fare!" da kommer Undergang pludselig, over dem ligesom Veerne over den frugtsommelige, og de skulle ingenlunde undfly.
3405040053	Men I, Brødre! I ere ikke i Mørke, så at Dagen skulde overraske eder som en Tyv.
3405050056	Thi I ere alle Lysets Børn og Dagens Børn, vi ere ikke Nattens eller Mørkets Børn.
340506004f	Så lader os da ikke sove ligesom de andre, men lader os våge og være ædrue!
3405070050	Thi de, som sove, sove om Natten, og de, som beruse sig, ere berusede om Natten.
3405080078	Men da vi høre Dagen til, så lader os være ædrue, iførte Troens og Kærlighedens Panser og Frelsens Håb som Hjelm!
3405090058	Thi Gud bestemte os ikke til Vrede, men til at vinde Frelse ved vor Herre Jesus Kristus,
34050a0058	som døde for os, for at vi, hvad enten vi våge eller sove, skulle leve sammen med ham.
34050b004f	Formaner derfor hverandre og opbygger den ene den anden, ligesom I også gøre.
34050c007d	Men vi bede eder, Brødre! at I skønne på dem, som arbejde iblandt eder og ere eders Forstandere i Herren og påminde eder,
34050d0055	og agte dem højlig i Kærlighed for deres Gernings Skyld. Holder Fred med hverandre!
34050e0088	Og vi formane eder, Brødre! påminder de uskikkelige, trøster de modfaldne, tager eder af de skrøbelige, værer langmodige imod alle!
34050f0077	Ser til, at ingen gengælder nogen ondt med ondt; men stræber altid efter det gode, både imod hverandre og imod alle.
3405100013	Værer altid glade,
3405110011	beder uafladelig,
3405120049	takker i alle Forhold; thi dette er Guds Villie med eder i Kristus Jesus.
3405130016	Udslukker ikke Ånden,
340514001a	ringeagter ikke Profetier,
340515001f	prøver alt, beholder det gode!
340516002f	Holder eder fra det onde under alle Skikkelser!
34051700b1	Men han selv, Fredens Gud, helliggøre eder ganske og aldeles, og gid eders Ånd og Sjæl og Legeme må bevares helt og holdent, uden Dadel i vor Herres Jesu Kristi Tilkommelse!
340518003a	Trofast er han, som kaldte eder, han skal også gøre det.
3405190016	Brødre! beder for os!
34051a0029	Hilser alle Brødrene med et helligt Kys!
34051b005c	Jeg besværger eder ved Herren, at dette Brev må blive oplæst for alle de hellige Brødre.
34051c002c	Vor Herres Jesu Kristi Nåde være med eder!
3500000010	2 Tessalonikerne
3501010069	Paulus og Silvanus og Timotheus til Thessalonikernes Menighed i Gud vor Fader og den Herre Jesus Kristus:
350102004a	Nåde være med eder og Fred fra Gud vor Fader og den Herre Jesus Kristus!
35010300ae	Vi ere skyldige altid at takke Gud for eder, Brødre! som tilbørligt er, fordi eders Tro vokser overmåde, og den indbyrdes Kærlighed forøges hos hver enkelt af eder alle,
350104008c	så at vi selv rose os af eder i Guds Menigheder for eders Udholdenhed og Tro under alle eders Forfølgelser og de Trængsler, som I udstå,
3501050069	et Bevis på Guds retfærdige Dom, for at I kunne agtes værdige til Guds Rige, for hvilket I også lide;
350106005c	hvis ellers det er retfærdigt for Gud at give dem Trængsel til Gengæld, som trænge eder,
3501070067	og eder, som trænges, Hvile med os ved den Herres Jesu Åbenbarelse fra Himmelen med sin Krafts Engle,
3501080075	med Lueild, når han tager Hævn over dem, som ikke kende Gud, og over dem, som ikke lyde vor Herres Jesu Evangelium,
3501090063	de, som jo skulle lide Straf, evig Undergang bort fra Herrens Ansigt og fra hans Vældes Herlighed.
35010a008f	når han kommer for på hin Dag at herliggøres i sine hellige og beundres i alle dem, som have troet; thi troet blev vort Vidnesbyrd til eder.
35010b008f	Derfor bede vi også altid for eder, at vor Gud vil agte eder Kaldelsen værdige og med Kraft fuldkomme al Lyst til det gode og Troens Gerning,
35010c0070	for at vor Herres Jesu Navn må herliggøres i eder, og I i ham. efter vor Guds og den Herres Jesu Kristi Nåde.
350201005f	Men vi bede eder, Brødre! angående vor Herres Jesu Kristi Tilkommelse og vor Samling til ham,
35020200c3	at I ikke i en Hast må lade eder bringe fra Besindelse eller forskrække hverken ved nogen Ånd eller ved nogen Tale eller Brev, der skulde være fra os, som om Herrens Dag var lige for Hånden.
350203007a	Lad ingen bedrage eder i nogen Måde; thi først må jo Frafaldet komme og Syndens Menneske åbenbares, Fortabelsens Søn,
35020400a3	han, som sætter sig imod og ophøjer sig over alt. hvad der kaldes Gud eller Helligdom, så at han sætter sig i Guds Tempel og udgiver sig selv for at være Gud.
3502050046	Komme I ikke i Hu, at jeg sagde eder dette, da jeg endnu var hos eder?
350206004b	Og nu vide I, hvad der holder ham tilbage, indtil han åbenbares i sin Tid.
350207006b	Thi Lovløshedens Hemmelighed virker allerede, kun at den, som nu holder tilbage, først må komme af Vejen
350208008c	og da skal den lovløse åbenbares, hvem den Herre Jesus skal dræbe med sin Munds Ånde og tilintetgøre ved sin Tilkommelses Åbenbarelse,
3502090051	han, hvis Komme sker ifølge Satans Kraft, med al Løgnens Magt og Tegn og Undere
35020a0088	og med alt Uretfærdigheds Bedrag for dem, som fortabes, fordi de ikke toge imod Kærligheden til Sandheden, så de kunde blive frelste.
35020b0044	Og derfor sender Gud dem kraftig Vildfarelse, så at de tro Løgnen,
35020c0061	for at de skulle dømmes, alle de, som ikke troede Sandheden, men fandt Behag i Uretfærdigheden.
35020d00b0	Men vi ere skyldige at takke Gud altid for eder, I af Herren elskede Brødre! fordi Gud har udvalgt eder fra Begyndelsen til Frelse ved Åndens Helligelse og Tro på Sandheden,
35020e0064	hvortil han kaldte eder ved vort Evangelium, for at I skulde vinde vor Herres Jesu Kristi Herlighed.
35020f0081	Så står da fast, Brødre! og holder fast ved de Overleveringer, hvori I bleve oplærte, være sig ved vor Tale eller vort Brev.
350210007a	Men han selv, vor Herre Jesus Kristus og Gud vor Fader, som har elsket og givet os en evig Trøst og et godt Håb i Nåde,
3502110042	han trøste eders Hjerter og styrke eder i al god Gerning og Tale!
350301005f	I øvrigt, Brødre! beder for os, at Herrens Ord må have Løb og forherliges ligesom hos eder,
350302004f	og at vi må fries fra de vanartige og onde Mennesker; thi Troen er ikke alles.
3503030048	Men trofast er Herren, som skal styrke eder og bevare eder fra det onde;
3503040057	og vi have den Tillid til eder i Herren, at I både gøre og ville gøre, hvad vi byde.
350305004d	Men Herren styre eders Hjerter til Guds Kærlighed og til Kristi Udholdenhed!
35030600b0	Men vi byde eder, Brødre! i vor Herres Jesu Kristi Navn, at I holde eder borte fra enhver Broder, som vandrer uskikkeligt og ikke efter den Overlevering, som de modtoge af os.
3503070061	I vide jo selv, hvorledes I bør efterfølge os. Thi vi have ikke levet uskikkeligt iblandt eder,
350308008d	ikke heller spiste vi nogens Brød for intet, men arbejdede med Møje og Anstrengelse, Nat og Dag, for ikke at være nogen af eder til Byrde.
3503090073	Ikke fordi vi ikke have Ret dertil; men vi vilde give eder et Forbillede i os selv, for at I skulde efterfølge os.
35030a0079	Også da vi vare hos eder, bød vi eder jo dette, at dersom nogen ikke vil arbejde, så skal han heller ikke have Føden!
35030b0074	Vi høre nemlig, at nogle vandre uskikkeligt iblandt eder, idet de ikke arbejde, men tage sig uvedkommende Ting for.
35030c0079	Sådanne byde og formane vi i den Herre Jesus Kristus, at de skulle arbejde i Stilhed og således spise deres eget Brød.
35030d0039	Men I, Brødre! bliver ikke trætte af at gøre det gode!
35030e007d	Men dersom nogen ikke lyder vort Ord her i Brevet, da mærker eder ham; hav intet Samkvem med ham, for at han må skamme sig!
35030f0049	Dog skulle I ikke agte ham for en Fjende, men påminde ham som en Broder!
350310005f	Men han selv, Fredens Herre, give eder Freden altid, i alle Måder! Herren være med eder alle!
3503110060	Hilsenen med min, Paulus's, egen Hånd, hvilket er et Mærke i hvert Brev. Således skriver jeg.
3503120031	Vor Herres Jesu Kristi Nåde være med eder alle!
360000000a	1 Timoteus
360101005c	Paulus, Kristi Jesu Apostel efter Befaling af Gud, vor Frelser, og Kristus Jesus, vort Håb,
3601020068	til Timotheus, sit ægte Barn i Troen: Nåde, Barmhjertig Fred fra Gud Fader og Kristus Jesus vor Herre!
3601030095	Det var derfor, jeg opfordrede dig til at blive i Efesus, da jeg drog til Makedonien, for at du skulde påbyde visse Folk ikke at føre fremmed Lære
3601040070	og ikke at agte på Fabler og Slægtregistre uden Ende, som mere fremme Stridigheden end Guds Husholdning i Tro.
3601050069	Men Påbudets Endemål er Kærlighed af et rent Hjerte og af en god Samvittighed og af en uskrømtet Tro,
3601060042	hvorfra nogle ere afvegne og have vendt sig til intetsigende Snak,
360107006d	idet de ville være Lovlærere uden at forstå, hverken hvad de sige, eller hvorom de udtale sig så sikkert.
3601080040	Men vi vide, at Loven er god, dersom man bruger den lovmæssigt,
36010900cf	idet man veed dette, at Loven ikke er sat for den retfærdige, men for lovløse og ulydige, ugudelige og Syndere, ryggesløse og vanhellige, for dem, som øve Vold imod deres Fader og Moder, for Manddrabere,
36010a006f	utugtige, Syndere imod Naturen, Menneskerøvere, Løgnere, Menedere, og hvad andet der er imod den sunde Lære,
36010b0047	efter den salige Guds Herligheds Evangelium, som er blevet mig betroet.
36010c0082	Jeg takker ham, som gjorde mig stærk, Kristus Jesus, vor Herre, fordi han agtede mig for tro, idet han satte mig til en Tjeneste,
36010d0092	skønt jeg forhen var en Bespotter og en Forfølger og en Voldsmand; men der blev vist mig Barmhjertighed, thi jeg gjorde det vitterligt i Vantro,
36010e0055	Ja, vor Herres Nåde viste sig overvættes rig med Tro og Kærlighed i Kristus Jesus.
36010f0089	Den Tale er troværdig og al Modtagelse værd, at Kristus Jesus kom til Verden for at frelse Syndere, iblandt hvilke jeg er den største"
36011000bc	Men derfor blev der vist mig Barmhjertighed, for at Jesus Kristus kunde på mig som den første vise hele sin Langmodighed, til et Forbillede på dem, som skulle tro på ham til evigt Liv.
3601110072	Men Evighedens Konge, den uforkrænkelige, usynlige, eneste Gud være Pris og Ære i Evighedernes Evigheder! Amen.
3601120090	Dette Påbud betror jeg dig, mit Barn Timotheus, ifølge de Profetier, som tilforn ere udtalte over dig, at du efter dem strider den gode Strid,
3601130065	idet du har Tro og en god Samvittighed, hvilken nogle have stødt fra sig og lidt Skibbrud på Troen;
360114007a	iblandt dem ere Hymenæus og Aleksander, hvilke jeg har overgivet til Satan, for at de skulle tugtes til ikke at bespotte.
3602010073	Jeg formaner da først af alt til, at der holdes Bønner, Påkaldelser, Forbønner, Taksigelser for alle Mennesker,
3602020071	for Konger og alle dem, som ere i Højhed, at vi må leve et roligt og stille Levned i al Gudsfrygt og Ærbarhed;
3602030035	dette er smukt og velbehageligt for Gud, vor Frelser,
360204004b	som vil, at alle Mennesker skulle frelses og komme til Sandheds Erkendelse.
360205005e	Thi der er een Gud, og også een Mellemmand imellem Gud og Mennesker, Mennesket Kristus Jesus,
360206005a	som gav sig selv til en Genløsnings Betaling for alle, hvilket er Vidnesbyrdet i sin Tid,
3602070086	og for dette er jeg bleven sat til Prædiker og Apostel (jeg siger Sandhed, jeg lyver ikke), en Lærer for Hedninger i Tro og Sandhed.
3602080071	Så vil jeg da, at Mændene på ethvert Sted, hvor de bede, skulle opløfte fromme Hænder uden Vrede og Trætte.
360209009c	Ligeså, at Kvinder skulle pryde sig i sømmelig Klædning med Blufærdighed og Ærbarhed, ikke med Fletninger og Guld eller Perler eller kostbar Klædning,
36020a0054	men, som det sømmer sig Kvinder, der bekende sig til Gudsfrygt, med gode Gerninger.
36020b003b	En Kvinde bør i Stilhed lade sig belære, med al Lydighed;
36020c006a	men at være Lærer tilsteder jeg ikke en Kvinde, ikke heller at byde over Manden, men at være i Stilhed.
36020d002a	Thi Adam blev dannet først, derefter Eva;
36020e0053	og Adam blev ikke bedraget, men Kvinden blev bedraget og er falden i Overtrædelse.
36020f006e	Men hun skal frelses igennem sin Barnefødsel, dersom de blive i Tro og Kærlighed og Hellighed med Ærbarhed.
3603010062	Den Tale er troværdig; dersom nogen begærer en Tilsynsgerning har han Lyst til en skøn Gerning.
360302007e	En Tilsynsmand bør derfor være ulastelig, een Kvindes Mand, ædruelig, sindig, høvisk, gæstfri, dygtig til at lære andre;
3603030055	ikke hengiven til Vin, ikke til Slagsmål, men mild, ikke kivagtig, ikke pengegridsk;
3603040058	en Mand, som forestår sit eget Hus vel, som har Børn, der ere lydige med al Ærbarhed;
