2800000006	Matayu
320115005b	Kwa nenga nungutama kwakya kundumikila Kilisito na kuhwegha ndo nnando ghwa maha kyanalumu.
32011600a4	Peni handa nungughendelela kutama ndaghendelela kutenda milando ya maha kubhatangatila bhandu, nenga nungumanya ng'obhe lyoki lya maha kwa nenga kulama na kuhwegha.
3201170097	Nunguhutwa na milando ayi mibhili yiibheghite ya maha. Nungupala kughuleka ubhumi aghu ngati ndame na Kilisto, nnando ghuubheghite ghwa maha kyanalumu,
3201180048	peni kwakya mwenga yibhegha maha kyanalumu kw nenga kughendelela kutama.
320119009d	Mmegha na ulyaghilo kukita ndaghendelela kutama papamu na mwenga mabhoha, ngati mokole kubhatangatila nkule na kubhegha na uyelelo mu kunhyubhalila Chapanga.
32011a006b	Hinu, pamegha papamu na mwenga kangi, kiyaha Yesu Kilisto katabhegha kandangatila nibhuye kangi kwa mwenga.
32011b0130	Hinu, nndando ghunakunoghela kyanalumu ndo aghu, bhula pantama ntame handa paghapala mahundo gha Nhalo ghwa Maha ghwa Kilisto, payibhele ndahika kubhatyangila ebu ndahika ng'obhe. Nungupala kuyihwa kukita Mungutenda lihengo papamo kwa mwoyo ghumo mu kubhatangatila bhangi kughuhyubhalila Nhalo ghwa Maha.
32011c00d0	Nkotoke kubhayoghopa amyanja bhenu, ngati mmeghe ngingilima manjubha ghoha, na akwo kwabhayimiha amyanja kukikia bhaahotola ng'obhe, na mwenga maahotola kiyaha mwene Chapanga ndo ywaabhapegha mwenga kuhotola.
32011d0067	Kiyaha npeghwa umaha ghwa Kilisto chepa kunhyubhalila ghweka, ngati na kupamandika bhubho kwakya mwene.
32011e007c	Kiyaha mulilunga na malimbano ghaghala ghala ghamughabhonite kwa nenga na ghala ghamughayihwa kukita mbaka hinu megha nagho.
3202010106	Kutama kwa mwenga kwa kulilunga na Kilisto kungubhatenda mmeghe na makakala, na upalo ghwake ghungubhatenda mmeghe ngingilima. Mungubhotola kulitangatilana, mungubhonelana luhungu na kulekekehana mabene kwa mabhene kiyaha Nhuki ghwa Chapanga kangutama nkati yenu
320202007c	Basi, mughutwihilihe uyelelo ghwangu kwa kubhegha na hwacho yimu, na kupalana na mwoyo ghumu na hwacho yenu ilingane papamu.
32020300ad	Nkotoke kutenda kyohele kwa likaho lya kulikweha ebu kuliloka, ngati muyitende mihalo yoha kwa kulihuluha, na kila mundu kammone nnyake kabhegha ghwa maha kupitingana mwene.
3202040084	Kakotoke kubhegha mundu mu mwenga yunakughayila milando ya mwene ghweka, ngati kila mundu kaghaayile milando ya kuatangatila bhangi.
320205003d	Mungunoghwa kuyihwacha milando handa bhula pakahwachite Yesu.
3202060084	Payibhele ywombe kisilia kakibhegha Chapanga, peni kakihwacha ng'obhe kula kubhegha telatela na Chapanga ndo kilibhi kya kulemelela.
32020700a1	Ngati kwa kupala mwene, kakighaleka agho ghoha na kakilitenda handa nndumitumi, na kakiyitikila kubhegha handa mmandwa na kakibhegha tela na libhumbo lya bhandu.
3202080048	Kakilihuluha na kakiyitikila mbaka kuhwegha, hata kuhwegha mu lupingika.
3202090074	Kubhukana na nnando aghwo, Chapanga kakipegha uhokano nkulu muno, na kunpegha lihina likulu kupitingana mahina goha.
32020a0083	Ili kwa uhokamo ghwa lihina lya yesu, Hibhumbe hyoha ya kunani na hya munnima na hya kumambe hichutame mayughwa mu ulongolo ghwake,
32020b0055	na bhandu bhoha alongele kukita Yesu Kilisto ndo Bambo, kwa ukulu ghwa Tate Chapanga.
32020c00d3	Maaghanja bhangu, pameghite na mwenga mukinnyitikila Chapanga manjubha ghoha, na hinu pamegha kutali na mwenga nng'endelele kuyitikila. Na ntende lihengo kwa lyogha na kuloghoya mu kughutwihiliha ulopohi ghwenu.
32020d0068	Kiyaha Chapanga ndo yunakutenda mahengo munkati yenu na kubhatenda ili npale na kuyitikila likaho lyake.
32020e003f	Muyitende milando yoha kyangali kukukulika na kyanga kulimbana,
32020f00e7	ili mmeghe bhandu bha nyanyi, bhaabheghite ng'obhe na uhokelo, handa bhana bha Chapanga bhanga kuhokela, bhaatama mu nnima nhakata na ghuupotokite, Maang'anyima nkati yabhe handa ndondwa pahing'aliha nnima ghuubheghite na lubhindu.
32021000e7	Muaghombele bhandu lilagho lya Chapanga linakuapegha bhandu ubhumi. Hapo maahotola kubhegha na kilibhi kya kuyelelwa mu linjubha lya kubhuya kangi Kilisto, kiyaha mwenga maamoneha kukita lihengo linitendite likihobha ng'obhe yaghi.
32021100b1	Peni hata handa ndahwegha, na mwahi ghwa nenga ghubhuhwe handa nyambi ya bhwengu papamu na nyambi ya uhyubhalilo ghwenu kwa Chapanga, nenga ndaayelelwa papamu na mabhoha mwenga.
3202120047	Na mwenga bhubho, mungunoghwa kuyelelwa na kulumbalila papamu na nenga.
320213009f	Mu kulilunga na Bambo Yesu, megha na lidumbilo kukita ndahotola kunnaghila Timoti kwa mwenga manjubha agha agha, ili nyonjokehwe mwoyo kwa kuyihwa mihalo yenu.
3202140045	Kiyaha megha ng'obhe mundu yungi ywakaahwachila mwenga handa Timoteo.
3202150069	Kiyaha bhangi bhanguhwachila kughayila milando yabhe ghweka, mbole ya kuhwachila milando ya Yesu Kilisto.
32021600ad	Mwenga mabhene mungumanya bhula Timoti pakabhegha ngingilima, ywombe na nenga ndo handa mwana na tate ghwake, katenda lihengo papamu na nenga mu kulandamiha Nhalo ghwa Maha.
320217005b	Kya habhu nungupala kunnaghila kwa mwenga kamu pammanya bhula payighendelela milando yangu.
3202180046	Na numwene nungunhyubhalila Bambo kukita ndahika kwa mwenga kanoghola.
32021900c2	Peni mona yingungwiliha kunlaghila kwa mwenga nnongo ghwetu Epaflodito, ywombe ndo ntendalihengo nnyangu na machonda nnyangu na kangi ndo mjumbe ghwenu ywakandangatilite mu ghala ghanughapalite.
32021a007e	Mwene kabhegha na kilyakalyaka kya kubhabhona mabhoha, na kabhegha na bhwaghalili muno kiyaha mwenga nnyihwa kukita kakilwala.
32021b00ae	Kulyaghila kakilwala mbaka kakibhegha ugheghela na kuhwegha. Peni Chapanga kakimmonela luhungu, chepa mwene ghweka ngati na nenga bhubho ili ngotoke kubhegha na lusungu muno.
32021c0065	Basi, nungupala muno kunlaghila kwa mwenga, ngati pamummona, nnyelelwe na kuhyononeka kwangu kummuke.
32021d0062	Hinu, muntekule kwa uyelelo ghwoha handa nnongo mu Bambo, na mubhapeghe uhokamo bhandu handa abho.
32021e00ad	Kiyaha kakibhegha ugheghela na kuhwegha na kulyaghila njupula kahweghe kwakya lihengo lya Kilisto, ngati kambeghe nenga utangatilo ghwene mwenga mukihotola ng'obhe kumbegha.
32030100c1	Kuuhiko, maalongo bhangu, yinguanogha muyelelwe mu kulilunga na Bambo. Nenga nungutotokela ng'obhe kubhuyila kutyeka milando yila yila yinubhatyekelite kalongohi, kiyaha yinguatenda nkangamale.
3203020086	Mulindakile na bhandu bhanakutenda uhokelo, bhandu abho ndo handa kabhwa akalipa, abho bhanakubhinilila mungunoghwa kulumulwa unyagho.
32030300df	Bhandu bhaalumulitwe unyagho hoto ndo twenga na chepa bhombe, kiyaha twenga tunguntundamila Chgapanga kwa njila ya Nhuki ghwake, na tungulidumbila mu kulilunga na Kilisto Yesu na tungubhika ng'obhe udumbilo ghwetu mu mmili.
32030400c1	Na nenga bhubho nangahotolite kuyidumbila milando ya mmili, na handa kabhegha mundu kangulibhona kukita kaahotola kulidumbila milando ya mmili, nenga megha na matangalo muno gha kudumbila agho.
32030500d8	Nenga nikidumulwa unyagho linjubha lya nane mbole ya kubhelekwa, nenga ndo nkolannima ghwa ku Isilaeli, ghwa likabila lya Benjamini, nanuebulania mu kisilia. Kulinga kughatughila malaghilo, nenga nikibhegha Falisayo,
32030600ac	na nikibhinilila muno mu kuapamanda bhandu bhaanhyubhalilite Kilisto, kwakya nnando ghwakubhonekana ghwa umaha kubhukana na kuyitikila malaghilo, nenga nikibhegha telatela.
320307007f	Manjubha ghamu milando yila yikibhegha yingundangatila nenga, hinu nunguyibhona kukita kilibhi ng'obhe kwa nnando ghwa Kilisto.
3203080114	Yibhegha habhu ghweka ng'obhe, peni nungubhona kila kilibhi kubhegha handa ndo kilibhi ng'obhe kulinga nnando ghwa maha, ndo kummanya Kilisto Yesu Bambo ghwangu. Kwakya ywombe nyitikila kuleka kila kilibhi na niyibhona ahyo hyoha ndo hibhegha kinyakali ngati nummanye Kilisto.
3203090164	Nungupala kulungana yomo na ywombe. Mu kunhyubhalila Kilisto, nungubhonekana ghwa maha muulongolo ghwa Chapanga, peni kubhegha ghwa maha muulongolo ghwa Chapanga kungubhukana ng'obhe na kughayitikila malaghilo, ngati kunguhika kuhuma kwa Chapanga kwa kunhyubhalila Kilisto. Chapanga kangunyitikila kubhonekana ghwa maha kubhukana na kuhyubhalila kwa nenga.
32030a0085	Kinukipala, kummanya Kilisto na makakala ghantendite kahyuke na kulilunga mu himbamanda hyake, ngati nandane na ywombe mu kiho kyake,
32030b0055	ili, nenga hotole kubhegha na udumbilo bhubho kukita ndalama kangi mbole ya kuhwegha.
32030c00c5	Nungulongela ng'obhe kukita hotola kala ebu ndwihilika kala handa kilisto mwene. Peni nungughendelela kukakalika ili mbate lilumbo lyakambeghite mwene, lilumbo lyene ndo nenga kulilunga na Kilisto.
32030d00ba	Maalongo bhangu, nunguhwacha ng'obhe kukita mbata kala lilumbo alyo, peni nungutenda nnando ghumu, nunguyibhala yila milando ya unyuma na nunguyikakalikia milando yiibheghite kuulongolo.
32030e00c9	Basi, nunguyumbatikila mbaka kuhika mu ningo lyangu, ili ngingame lila lilumbo lya ubhumi ghwa manjubha ghoha, lilumbo lyene ndo lukemo lwa Chgapanga ili nikatame akwo kunani kwa njila ya Kilisto Yesu.
32030f009d	Twenga twabhoha tuukamalite mu uhyubhalilo ghwetu tungunoghwa kuhwacha nnando aghu, hata panhwacha milando yingi, Chapanga katalibhika pekupeku lihwacho ali.
3203100051	Peni tungunoghwa kughendelela kutama kwa njila ayi yitubheghite naywo mbaka hinu.
320311008d	Maalongo bhangu, mungunoghwa nnyighe kutama handa mundama nenga. Mualole bhala bhandu bhanakutughila mihwano yibhayibhonite kuuma kwa twenga.
32031200b4	Nuaghombela kala nnando aghu manjubha matangalo, na hinu nungubhuyila kangi kuaghombela kunu nungulila, abhegha bhandu atangalo bhangupingika mahundo gha Yesu kuhwegha palupingika.
32031300ae	Kuuhiko, bhandu abho bhaakanjaghanwa, kiyaha bhangutughila tama hya mmili, bhangubhona maha kulitikila milamndo yabhe ya honi bhombe bhanguhwachila milando ya munnima ghweka.
320314008e	Peni twenga ndo bhandu bha kunani kwa Chapanga, na tungulindila kwa kilyakalyaka kikulu, Nkombohi kahike kuhuma kunani ndo Bambo Yesu Kilisto.
32031500b9	Ywombe katayighilimbula mibhili yetu miyoyobhalo na kuyitenda yilandane na mmili ghwake ghuubheghite na ukulu, kwa makakala ghala gha kuhitenda hilibhi hyoha hiyitikile utabhala ghwake.
32040100e1	Maalongo bhangu bhanubhapala, nunguapala muno kuabhona, mwenga mungundenda nyelelwe muno. Mungubhoneha kukita lihengo linilitendite kwa mwenga likihotola maha. Mungunoghwa kughendelela kutama ngingilima mu kulilunga na Bambo.
3204020059	Nunguayupa, Eudia na Sitike kwa kubhahigha kukita nningane malobhe handa alongo mu Bambo.
3204030121	Bubho, na ghwenga nnongo nnyangu nhyubhaliko, nungupala muatangatile adala abho ayitikile kutenda lihengo lya kulandamiha Nhalo ghwa Maha papamu na nenga, papamu na Kilementina na bhala ayangu bhangi atendalihengo bhoha papamu na nenga, bhene mahina ghabhe ghatyekwa mu kitabho kya ubhumi.
3204040040	Nnyelelwe na Bambo manjubha ghoha, nungulongela kangi nnyelelwe!
320405003f	Kila mundu kaumanye utokomaho ghwenu. Bambo kabhegha ugheghela.
3204060091	Nkotoke kulighaha kwa kyohele, peni munnyupe Chapanga hilibhi himuhipala, na mumanjubha ghoha munnyupe kunu pamunnumba kwa ghala ghakaghatendite.
320407008c	Naghwo uhihimilo ghwa Chgapanga, ghuupita mahala ghoha gha bhandu ghwaakingikiha miyoyo yenu na mahwacho ghenu mu kulilunga na Kilisto Yesu.
32040800b3	Kwa kuyomolela maalongo bhangu, muyighungile milando ya maha na yila yiinogha kutikilwa, mihalo ya hoto na ya telatela, milando ya maha na ya nyanyi ya kuhalala na ya kuhokamilwa.
32040900ae	Milando yoha yimulihundite na kukingama kuhuma kwa nenga, kangi kuyibhona kuhuma kwa nenga, muyitende milando ayo. Naywo Chgapanga ghwa uhihimilo katabhegha papamu na mwenga.
32040a00c5	Megha na uyelelo nkulu kulilunga mu Bambo kukita hinu nnyanda kangi kungulungwa nenga. Ndo hoto manyjubha ghoha mukibheghamungunguungwa peni mukilepelwa njila ya kulaghila utangwo ghwenu kwa nenga.
32040b007d	Nungulongela habhu ng'obhe kiyaha nungupala utangwo kuhuma kwa mundu, mana nulihunda kuyukuta kuhuma mu kila kimeghite nakyo.
32040c00f4	Nungumanya bhula kya kutama kyangali kilibhi na kutama kwa kubhegha na hilibhi hitangalo. Nulihunda kuyukuta mu hyoha, pammegha na hilibhi ebu pamegha na njala mumanjubha gha kubhegha na hilibhi ndangalo na majubha pameghite ng'obhe na hilibhi.
32040d0056	Nunguhotola kuyitenda milando ayi yoha mu Kilisto, kiyaha ywombe kangumbegha makakala.
32040e0034	Peni mukitenda tela kulihanga mu mapungwo gha nenga.
32040f0101	Mwenga Makaafilipi mungumanya kukita ulongohi ghwa kulandamiha Nhalo ghwa Maha, pamukite ku kitami kya Mekadonia, mwenga ghweka chenu ndo ngwemuko liinfdangatilite, mwenga ghweka chenu ndo muulihangaite na nenga mu kukingama na kuapegha bhangi kyaakipalite.
320410006f	Kiyaha hata pameghite ku kitami kya Sesalonike mukinyeghela utangwo kupitingana mala yimu hilibhi hinuhipalite.
3204110082	Nungulongela ng'obhe kukita nungupala kukingama lilumbo ghweka, peni nungupala nonelo kuhuma kwa Chapanga handa pankingama mwenga.
3204120100	Basi, ngingama kala hilibhi hyoha himumbeghite, kangi ndo kupitingana hila hinuhipalite. Megha na kila kilibhi kiyaha Epafolodito kangheghela kala malumbo ghenu. Malumbo agha ndo handa nyambi yiinungila maha, nyambi yiinnogheha na kuyitikilwa na Chgapanga.
3204130072	Naywo Chgapanga ghwangu, kwa utopelo ghwake nkulu kwa njila ya Kilisto, kataapegha mwenga kila kilibhi kimukipala.
3204140056	Ukulu ghubheghe kwa Chapanga ghwetu na Tate ghwetu manjubha ghoha ghanga uhiko. Mwika.
320415007f	Nunguajambuha bhandu bhoha bha Chgapanga bhaalilungite na Kilisto Yesu. Alongo bhaabheghite apa papamu na nenga bhanguajambuha.
3204160076	Bhandu bhoha bha Chgapanga bhaabheghite apa, kyanalumu bhala bhaabheghite mu liboma lya mutwa Kaisali, bhanguajambuha.
320417005f	Nunguayupa Chapanga kabhepeghe umaha ghwa Bambo ghwetu Yesu Kilisto ghubheghe papamu na mwenga.
330000000b	Akaakolosai
3301010079	Nenga Paulo Nndumilwa ghwa Yesu Kilisto, kwa kupala Chapanga ndyeka lihamba ali, pamegha papamu na nnongo nnyetu Timoteo.
33010200b7	Tunguatyekela mwenga bhandu bha Chapanga mummeghite ku Kolosai, alongo bhetu munakuhyubhalika mu kulilunga na Kilisto. Tunguayupila umaha na uhihimilo kuhuma kwa Chapanga Tate ghwetu.
330103006c	Manjubha ghoha tungunnumba Chapanga kila patuayupila mwenga, kuhuma kwa Tate ghwa Bambo ghwetu Yesu Kilisto.
330104005f	Mana tuyihwa uhyubhalilo ghwenu kwa Kilisto Yesu na yakya upalo ghwenu kwa bhandu bha Chapanga.
33010500cc	Uhyubhaliilo ghwenu na upalo ghwenu kungubhukana na udumbilo ghuunmikiitwe kunani. Udumbilo ghumuuyihwite mu lilagho lya hoto. Kya habho mughuyihwa kala yakya udumbilo aghwo kupitila Nhalo gha Maha aghwo.
33010600dd	Nhalo aghwo ghwene ghukihika kwa mwenga, ghukwila mu milima hyoha. Ghunguaghilimbula bhandu handa mughuaghilimbukihite mwenga kutandila linjubha mukiyihwa mihaloya umaha ghwa Chapangana kumanya uhoto ghwake mughubheghite.
3301070067	Mukilihunda Nhalo gha Maha aghwo kuhuma kwa nndumitumi nnyetu nhyubhaliko Epafla, ntendalihengo nnyetu.
3301080061	Ywombe kakitughombela yakya upalo ghwenu kwa bhangi, upalo ghuunkamuhitwe na Nhuki ghwa Chapanga.
33010900cd	Kiyaha, tukibhegha patubhayupila manjubha ghoha kutandila patuyihwite milando yenu. Tungunnyupa Chapanga kabhamemekehe utendehi ntwihiliko ghwa mapalo ghake, papamu na malango ghoha na utendehi ghwa Nhuki.
33010a00cd	Apo ndo maahotola kutama handa Bambo na kughatenda ghala ghakaghapalana kutenda kwa njila yohele yene yinngunnoghela matamilo ghenu ghabhegha kawa mahengo ghenu gha maha, kangi maachweha kummanya Chapanga.
33010b006a	Bubho tungunnyupa Chapanga kabhapeghe makakala kwa likalama lyake likulu, ili nhotole kubhegha ngingilima.
33010c0094	Kangi munnumbe Tate kwa uyelelo, ywakabhatenda mwenga nhotole kulihanga mu milando yila yakaabhikilitee bhandu bhake mu ubhutwa ghula ghwa lubhwelo.
33010d006e	Ywombe katulopola kuhuma mu makakala gha lubhindo na kutuyingiha mu ghubhutwa ghwa Mwana ghwake ywakampalalite
33010e0049	Kupitila ywobhe tungukomboleghwa, mana yake tungulekekehwa ulemwa ghwetu.
33010f005f	Kilisto ndo nhwano ghwa Chapanga ywangabhonekana, na mmeleko ghwa ulongohi ghwa hibhumbe hyoha.
33011000f9	Kupitila ywombe, hilibhi hyoha hikibhhumbwa, hiibheghite kunane na munnima hikibhumbwa, hilibhi hiibhonekana na hyangabhonekana. Bhaabheghite na makakala na atabhala na abhatwa, akulu na bhana makalama. Hyoha hikibhumbwa kwa ywombe na kwakya ywombe.
3301110060	Ywombe kakibhegha yikali ya hilibhi hyoha, na hyoha hingughendelela kubhegha kwa makakala ghake.
3301120119	Ywombe ndo mutwe ghwa mmili ghwake, mana yake ndo ngwemuko ya bhandu bhaanhyubhalila Kilisto, ywombe ndo kihina kya ubhumi ghwa aghwo ghwa mmili. Ywombe ndo aghwo ulongohi, mmeleko gha gkalongohi, ywakahyuhitwe kuhuma mu kiho, ngati kabheghe na ng'ebhu ya kandahi mu hilibhi hyoha.
3301130060	Kiyaha Chapanga kakipala bhula pakabheghite ywombe, uchapanga ghwake ghubheghe nkati ya Kilisto.
33011400b3	Kupitila Yesu Kilisto, hilibhi hyoha hikilinganihwa malobhe na Chapanga. Na kwa mwahi ghwake mu lupingika kakitendekeha uhihimilo na hilibhi hyoha hiibheghite munnima na kukunani.
330115007c	Pamakachu mwenga mukibhegha kutali na Chapanga na mukibhegha amyanja bhake kwakya hwacho ghenu na mandendelo ghetu mahakata.
33011600cc	Peni hinu kwa kiho kya mwana ghwake ywakatamite mu nnima aghu, Chapanga kabhalinganiha malogbhe na ywombe, kiyaha kabhabhike muulongolo ghwake pammegha bhandu bhake Chapanga, bha nyanyi na bhanga libhaya.
3301170104	Peni yinguanogha kughendelela na kitamiko ngingilima mu kuhyubhalila, nkotoke kutingihika kuhuma mu lila lidumbilo limulimokolite pala pannyihwite Nhalo ghwa maha. Nenga Paulo megha nnandamiha ghwa Nhalo ghwa Maha ghuulandamihitwe kala kwa kila mundu mu nnima.
33011800d1	Hinu nunguyelela kupamandika kwakya mwenga, mana kwa kimbamanda kyangu mu nnima aghu, nungutangatila kukitwihiliha kila kiipungulite mu kimbamanda kya Kilisto kwakya mmili ghwake, mana yake ndo ngwemuko lyake.
33011900df	Nenga ndendwa kubhegha ntendalihengo ghwa ngwemuko lya bhandu bhaanhyubalilila Kilisto kubhukana na likaho lyake Chapanga ywakangamuhite kuatangatila mwenga. Na nnando aghwo ndo kulandamiha Nhalo ghwa Maha handa muyinoghwa,
33011a006f	ghwene ndo mbwepo yiihihitwe kwa bhandu bha Chapanga kutandila makachu, peni hinu kahibwitula kwa bhandu bhake.
33011b00fa	Chapanga kakipala kubhamanyiha bhula mbwepo ayi muyibheghite ngulu na ng'anyimo na yikwila kwa bhandu bhaabheghite ng'obhe Ayahudi, nayo ndo ayi, Kilisto kabhegha nkati yetu, na nnando aghu lingumanyiha kukita mwenga maalilunga muukulu ghwa Chapanga.
33011c00ca	Kya habhu tungunlandamiha Kilisto kwa bhandu bhoha, tunguakinya na kubhahunda bhoha kwa umanyi ghwoha, ili tumokole kuagheghela bhandu bhoha muulongolo ghwa Chapanga pabhakamala mu kulilunga na Kilisto.
33011d007e	Kubhukana na nnando agho nungutenda lihengo na kukakalika pandumila makakala makulu gha Kilisto ghaatenda lihengo nkati yangu.
33020100a0	Nungupala nmanye bhula pankakalika kutenda mahengo kwakya mwenga, kwakya bhandu bha Laodekia na kwakya bhandu bhoha bhaamokolite ng'obhe kumona kwa meho ghabhe.
33020200de	Ningutenda habho ngati niyikamule mabhoko myoyo yabhe ma kuhutwa papamu mu upalo, ngati bhamememekehwe ungingilima ntangalo ghuugheghwa na umanyi ghwa hoto. Apo ndo ghwayimanya mbwepo ya Chapanga na ayo ndo ywombe Kilisto.
330203003c	Nkati mwake ndo kuhihwa gha maha ghoha gha mahala na umanyi.
3302040081	Hinu nungualongela nkotoke kukuluhwa na mundu ywohele kwa malagho gha uhwangi hata paghabhegha gha umaha bhuli, nkotoke kuayihwa.
33020500e5	Nungulongela habhu payibhele nenga megha ng'obhe kutali na mwenga kimmili, peni mahwacho ghangu ghabhegha papamu na mwenga kinhuki, nunguyelelwa kiyaha nungubhona pammegha papamu ngingilima mu ubhyubhalilo ghwenu mu Kilisto yesu.
3302060053	Kiyaha mwenga munnyitika Kilisto kubhegha Bambo, basi ntame mu kulilunga na ywombe.
3302070066	Nng'endelele kuhyubhalila lilagho lya hoto lya Kilisto na maabhegha ngingilima mu kulilunga na ywombe.
33020800d7	Nnolekehe maha, mundu kakotoke kuapotoha kwa mahundo gha ukubhuhi gha malango gha bhandu, ngati ghene utandilo ghwake ndo mahundo gha hitohe hya bhandu na gha mandilu atabhala, na chepa gha kuhuma kwa Kilisto mwene.
3302090056	Mana, Nkati mwake Kilisto mu umundu ghwake, ghubhegha utwihiliko ghwoha ghwa Chapanga.
33020a0081	Na mwenga, kiyaha nnungana na Kilisto, mpeghwa ubhumi ngenju, na ywombe kabhegha unani muno mwa ghubhutwa ghwoha na kila tabhala.
33020b00ca	Kiyaha mulilunga na Kilisto, mwenga nlumulwa unyagho, peni chepa kulumulwa unyagho kuutendekwa na bhandu, ngati kuutendekwa na Kilisto mwene, kwene kuutendekwa kukomboleghwa kubhuka mu umndu ghwa ulemwa
33020c00c6	Kiyaha pambatisitwe mukikulilwa papamu na Kilisto, na muubatiso bhubho mwenga mukihyuhwa papamu na Kilisto kwa njila ya kuhyubhalila mu makakala gha Chapanga ghene kakinhyuha Kilisto kuhuma mu Kiho.
33020d00e9	Apo makachu, kiuhuki mwenga mukihwegha kubhukana na ulemwa ghwenu, na kiyaha mwenga mukibhegha bhandu bhaabheghite ng'obhe Ayahudi. Peni Chapanga kabhapegha mwenga ubhumi papamu na Kilisto. Chapanga katulekekeha ulemwa ghwetu ghwoha,
33020e0091	kakitakulila kutali lihamba lya lighambo liibhoneha kukita tungughambwa na mihilo yake, na kuikachula kyanalumu kwa kuibhangalilila ku lupingika.
33020f00c2	Pala palupingika, Kilisto kakiapoka makakala ghabhe Mandilu na utabhala bha nnima, kakiapegha honi pakindandabhanji pa bhandu na kuakulubhuha kwa ukangamalo handa apukilwa kubhoneha kakiahotola.
33021000b0	Basi, nkotoke kuyitikila kupeghwa mihilo na mundu ywohele, kwakya hilyo ebu kinywegho, manjubha gha chekwa ebu kikubhukubhu kya nlandamo ghwa mwehi ebu Linjubha lya Kupumulila.
3302110069	Milando ya luhumu alu ndo kihighi ghweka kwa yila milando yiipala kuhika, uhoto ghwene ndo Kilisto mwene.
33021200f1	Nkotoke kunyitikila mundu ywohele yunakuliloka kukita ndo ywa maha na utokomaho na kutundamila mahoka, mundu handa ayu kakotoke kuapoka lilumbo lyenu lya manjubha ghoha ghanga uhiko. Aywo ndo nhila mahala kwa mahwacho mahakataho gha pannima,
3302130114	kangi aywo kalibhika kutali na Kilisto handa mutwe ghungulibhuha kwa Kilisto wmwene kangulongoha bhandu bhake handa mutwe ghungulongoha mmili, kuhuma kwa mmili ghwoha ghumokola kulyegha na kukua. Kangi kangulunganiha mmili ghwoha papamu na misipa, habho ndo pakapala Chapanga.
33021400bf	Mwenga nhwegha papamu na Kilisto na nkombolelwa kuhuma mumakakala gha Mandilo bhaatabhala nnima, kiyaha niki mungutama handa bhandu munnima? Bhuli mungughayitikila malaghilo gha munnima aghu?
3302150056	Handa bhula, “Nkotoke kukikamula aki, nkotoke kukipaha kila, nkotoke kubyala kila”
330216005f	Malaghilo handa agho ndo mahundo gha bhandu ghweka kulinga milando yiipyokoka mbole yakutumila.
33021700fd	Ndo hoto Bhandu abho bhangutughila mihilo handa ayi yiibhonekana kubhegha na malango gha njila ya kupalaha kuntundamila Chapanga yaayibhikilite bhene, bhanguhihyatula mibhili yabhe na kuatenda ahwamwe, peni yingunoghwa ng'obhe kukanikiha tama hya mmili.
33030100bd	Hinu, kiyaha Chapanga kabhahyuha papamu na Kilisto, muyipalahe muno milando ya kunani kwakabheghite Kilisto, kwakatamite mu ng'ebhu ya kuhokamilwa ku mbande ya nnilo ya kibhoko ya Chapanga.
3303020040	Muyihwachile milando ya kunani, na kata ayi yiibheghite munnima.
330303008a	Kiyaha mwenga nhwegha na ubhumi ghwenu ghuhihwa papamu na Kilisto mu Chapanga, peni ubhumi aghwo papamu na ywombe ghungubhonekana ng'obhe.
330304006b	Kilisto ndo ubhumi ghwetu hinu, na pala pakapala kubhuya ndo maabhonekana papamu na ywombe mu ukulu ghwake!
33030500b7	Basi, mukikome kyohele kiibheghite nkati yenu kyene ndo kya munnima. Utyahe, kinyakali, kilyakalyaka, tama hakataho na mahwacho mahakata, ghene ndo tela na kutundamila ming'omong'omo.
3303060054	Kubhukana na milando ayi kiyaghabu kya Chapanaga kingubhahikila bhoha bhanakukiluka.
330307007c	Apo makachu, mwenga mukitenda milando handa ayi pala kutama kwa mwenga pakubheghite kukali kubhegha na ng'ebhu munnima aghu.
3303080090	Peni hinu mungunoghwa kulekana na milando ayo hyoha, kukalala, tama na uhakata, kuligha ebu malagho ghanganoghwa ghakotoke kuhuma mumilomo yenu.
3303090073	Nkotoke kughombelana uhwangi, kiyaha mwenga nneka kala matamilo ghenu gha makachu papamu na mandendelo ghake ghoha.
33030a0099	Na mughupokela matamilo gha hyono nkati mwenu, nng'endelela kutendekehwa bha hyono ngati mmokole kumanya telatela na nhwano ghwake ywombe ywakaabhumbite.
33030b00a3	Apa kabhone Nnyunani ebu Nnyahudi, kudumulwa unyagho ebu kwangadumulwa unyagho, nsomi ebu ywangasoma, abhandwa ebu bhaalekekihitwe, apo Kilisto ndo hyoha mu hyoha.
33030c00a1	Mwenga ndo mabhandu bha Chapanga, ywombe kanguapala na kakiahaghula. Hinu yinguanogha mughuhwale mwoyo gha lipyanda, umaha, kulihuluha, utokomaho na kulimbilila.
33030d0086	Nlimbililane na kulekekehana handa yumoo ywenu kanhokela nnyake. Yinguakwiliha kulekekehanda handa bhula Bambo pakabhalekekeha mwenga.
33030e007b	Nnando nkulu kupitingana agho ghoha, mughughungile upalo, kiyaha upalo ghungaalunganiha bhandu bhoha mu ghughumo ghwa hoto.
33030f0094	Na uhihimilo ghwa Kilisto na ghutame mu myoyo yenu, kiyaha uhihimilo aghwo ndo ghumuukemelitwe, mmeghe mmili ghumu. Kangi mmeghe bhandu bha kulumba.
