2800000005	Matye
400103008f	Tin, mɛ nadyeebamyaala eghɛŋ bɔn nyoog natuula, baŋa mɛ dáa wɔ di sosoob tɔ etsɛɛtsɛ ɛ, nɛ dáa wɔ di ekɛ tɔ etsɛɛtsɛ ɛ.
4001040080	Ye tok nɛ dhiiti sonok di edjɛ mɛ mɛmyaala dhaa e sok mɛ di egwak náá, bɔɔ bam ɛpekɛ ɛnyɔɛpe tɔ etsɛɛtsɛ ɛ.
400105008e	Mɔɔ nyaag'am mɛ di ekwyɛl ɔ, esosoob bɔ ɛpenyen tɔ etɛp djas ee wɔ di esa nɛ bɔn nyoog ɛ, ye nakoozodi náá bɛ ɛ́ bɛdjoŋ.
40010600fd	Tin, bɛdhiiti bot tɔ sama bot ɛ wɔ nakwyee ɔ, bɛ naalɛɛ kwyɛl wɔ di nɛ yɛ nɛ nɔɔ ɛ, e mis mɛ zɛɛga bot ɛ mendjaala mena. «Iyee» kwyeea bɛ, étɛp bɛ neegoola mɛdjoŋ mɔɔ dáa ye di egoka nɛ ɛsael tɔ ɛkwosak ɛ Zɛɛb ɛ.
400107007d	Tin, bɛ naatɔ́ kɛsa mɛsa ɛ Klisto. Bɛ natɔ́ ɛ, bɔɔ ààmyaal sa wat nɛ bot ɛ di ààdum koŋ nɛ Zɛɛb ɔ.
400108008e	Ye goka ɛ́ náá, mena kwyeeka mbi binɔk bot, etɛɛ náá, mena nɛ bɛ nɔɔ needi lɔɔg wat tɔ ɛsa mɛsa mɛ ɛgoola etsɛɛtsɛ.
40010900af	Mɛ kwyal ba mɔɔ pes mɛkana mak ɛ étɛp bot ɛ zɛɛga mendjaala men. Tin, Dhyotɛlɛf mot di esuu ɛdjɛɛd etɛp djas ɔ, nyɛ ààkwyɛl ɛgwak sa mɛ di elɛɛ ɛ.
40010a01c2	Étɛp tak ɛ dinaa, e sok mɛ aazyɛ ɛ́ mɛ waalɛɛ embee etɛp djas ee nyɛ di esa ɛ. Nyɛy mot di elɛɛ elɛŋ etsal nɛ embee etɛp kɔ elo bina ɔ. Nyɛ ààpasik tin, nyɛ nɛ byen náá, bɔn nyɛɛg bot ɛ di ezyɛ mɛdjoŋ ɔ, sulal pɛ daa lɛ. Nyɛ nɛ lu bɛdhiiti bɔn nyɛɛg bina náá, bɛ nàmyaal náá bot ɛ di ezyɛ mɛdjoŋ ɔ sulal pɛ yɔbɔ. Tin, nyɛ nɛ lu bɛ, nyɛ nɛ sɔ bɛ tɔ zɛɛga bot ɛ mendjaala.
40010b00d6	Deenek, mɔɔ nyaag'am mɛ di ekwyɛl ɔ, nàbaŋa sa di àànyɔ ɛ, baŋa sa dinaa, ye ɛ́ ɛnyɔɛpe ɛ. Tin, mot di esa enɛm esa ɔ, nyɛ ɛ́ mɔɔ Zɛɛb. Mot di esa embee mɛsa ɔ, nyɛ ààgu Zɛɛb.
40010c00f2	Yɛ kabɛ Dhemetulus ɔ, bot djas ɛpelɛɛ enɛm esa ee nyɛ di esa ɛ, nɛ etsɛɛtsɛ di tɔ ɛ lɛ ɛpelyal náá, ye ɛ́ tsɛɛtsɛ. Bisɔ pe ɛpebaalɛɛ enɛm esa bɛ, tin, wɔ nɛ gu náá, sa bis di elɛɛ ɛ ye ɛ́ tsɛɛtsɛ.
40010d007a	Mɛ aabaadiɛ nɛ bɛtɛ nɛ etɛp e ɛlɛɛ wɔ, tin, mɛ ààkwyɛl náá mɛ kwyal yɛ nɛ kwos nɛ mɛdii mɛ tak.
40010e00ce	Mɛ ɛ́ nɛ ɛbwaalel náá, mena waaboma tɔ mɛlu mak. E di'enek, menabɛl bɛbá waamɔ. Beta náá, eghwyem di nɛ nɔ. Bɛsɔ bɔ eeswos wɔ. Swosa bɔɔ bɛsɔ bina sa wɔ ààdjisa mot ngɔt.
4100000004	Zuud
41010100d6	Ye ɛ́ mam Yude, kwom e mɛsa ɛ Yezu Klisto, mɔn nyɛɛg ɛ Zak. Mɛ kwyal ɛ biyɔ mɛkana mak, biyɔ bot ɛ Zɛɛb nazedjóo ɔ, biyɔ bot ɛ Zɛɛb sɛɛg di ekwyɛl ɔ, biyɔ bot ɛ Yezu Klisto di ebaal ɔ.
4101020047	Beta náá, Zɛɛb djɛ bin bɛtɛ nɛ lyem ghoŋ, egwyem nɛ kwyɛl.
4101030134	Bɔɔ nyaag'am mɛ di ekwyɛl ɔ, mɛ nabɛ ɛ́ nɛ gwyes ɛkwyal bin mɛkana kɔ ɛsu ɛ tsik na kɔm-kɔm Zɛɛb natsik mena ɛ, deenek, ye goka ɛ́ náá, mɛ kwyal bin mɛkana mak étɛp ɛdjɛ bin mɛghaaz, bi needuu tuub étɛp ɛdum ɛ koŋ nɛ Zɛɛb nazedjɛaa kɔm-kɔm nɛ bot ɛ nadɛɛ ɔ.
410104012e	Tin, bɛdhiiti bot ɛ na mbee mɛpek eezeni tɔ len syaab. Bɛ ɛpeliig sa enɛm nɛ embɛɛ Zɛɛb'ena di elɛɛ ɛ, étɛp bɛ neediyal mɛnyel dum nɛ embee mɛfulu mɔɔ. Deenek, bɛ eelum koŋ nɛ Yezu Klisto sim Ghɛŋ'enaka, sim lyoel'enaka. Tin, ekwyala naazelolɛɛ mbi feŋ di ebwood bɛ ɛ.
41010500cb	Bela náá, bi eezegu etɛp binek djas ɛnyɔɛpe. Deenek, mɛ kaada bin ɛ dáa Ghɛŋ natsik bɔɔ Yisalaɛl pɛ kyee dik Eziptɛ ɛ, bhii tak, nyɛ naazɛgó bot ɛ nadi ààdum koŋ nɛ nɛ ɔ.
4101060105	Baataalaka dɔɔ nɛ efofop nadi ààkwyɛl ɛdi e edi Zɛɛb nanɛɛg bɛ ɔ, bɔɔ ɛ batadus edi bɛ nadidi ɔ. Wɔ gwaa, Zɛɛb zɛnɔɔ bɛ, kɔl bɛ nɛ ekel eghwooz kɔm-kɔm. Bhii tak, nyɛ eezɛdiyal bɛ tɔ ghooghom kɛkum e boo dwoo epɛ́ɛ bɔɔ.
4101070166	Taalaka dɔɔ nɛ eghaada Sodɔm nɛ Ghomɔɔd, zɛnɔɔ eghaada nadi e mengwoob ɛ: bot ɛ eghaada tak nadi ɛ́ nɛ embee mɛfulu dáa efofop binɔk, bɛ nadi ɛ́ nɛ mbee mɛzɔ, nɛ dhiiti mɛzel mɛ ɛdi ɛbá ee Zɛɛb di ààkwyɛl náá, ye sael ɛ. Tin, bɛ ɛ́ tɔ feŋ du na kɔm-kɔm. Yenek ɛ, dáa Zɛɛb dul menabɛlka djas mɛlɔ ɛ.
41010800ca	Bot ɛ nazeni tɔ len syaab ɔ, ye ɛ́ deenek ɛ bɛ dyeebasa. Nɛ mbee esimza bɛ di nɛ yɛ ɛ, bɛ ɛpesyem nɛ mɛnyel mɔɔ, bɛ ɛpebyasal eghɛŋ Zɛɛb, bɛ ɛpenyek duma efofop di tɔ gwoo ɔ.
41010900eb	Tin, konyel Mesɛl kukuma efofop nabɛ ɛ́ ààkosa yɛ. Tɔ ɛwɔ bɛ nɛ satan, e sok bɛ nadi esuu muu ɛ Moiiz ɛ, fofop Mesɛl nabɛ ɛ́ ààkolee nyɛ, nyɛ nazoke nɛ nɛ ɛ náá: «beta náá, Ghɛŋ wa wɔ e feŋ!»
41010a00a4	Bot binɔk lee ɛ sa bɛ di ààgu ɛ, sa bɛ di egu ɛ, bɛ gu ye ɛ́ dáa bɛtit, bot ɛ di ààtiibal ɔ, ye ɛ́ etɛp binek ɛ di esa náá, bɛ wo ze.
41010b00ad	«Ha!» Kpaa-ghoŋ nɛ nɔɔ, etɛɛ náá, bɛ naadu ko ɛ Kayin, bɛ eewo ze dáa Bhalaam etɛp epata. Tin, bɛ nagwyɛ ɛ́ etɛɛ náá bɛ naalyel elo dáa Koole.
41010c0179	Bɛ ɛ́ bot ɛ di ekus ɛghuub, e sok bi di tɔ zɛɛga ɛbyoŋ ɛ ɛdɛ edee bi nɛ bɔn nyɛɛg bin ɛ. E di'enek, bɛ bɔl ɛbyoŋ ɛ, ààbis mot, ààbɛ nɛ syen, bɛ ɛ́ dáa eguud di ewo tɔ gwoo nɛ pup ɛ, tin bhi kadi ɛ́ àànee. Bɛ ɛ́ dáa ele di ààwum ɛ ye nakoozodi e mbu di egoka nɛ ɛwum ɛ. Tin, yɛ guaa ɔɔ, yɛ waabaagwyɛ, gwyɛa sis.
41010d0145	Deenek, bɛ ɛ́ tyee bhuuge boo dii mɛsɔn di dheegel ɛbuɛpe ɛ, bɛ wyisal embee mɛfulu mɔɔ ɛ «pwaleŋ» e mis mɛ bot dáa boo dii mɛsɔn dyeebawyisal eput esonok di emwasaa tɔ tak ɛ. Bɛ ɛ́ dhatyee ekwyikwyen di ewo dáa ɛghwak tɔ mɛdii ɛ. Tin, tɔ di mɛghomla, Zɛɛb naazekoobal bɛ di na kɔm-kɔm.
41010e0083	Enɔk, bhaab'enaka yii etɛn nɛ ebá bhis Adam, naaloolɛɛ náá: «Beeka, Ghɛŋ ɛpezyɛ alu nɛ alu nɛ efofop bɛ nadɛɛ,
41010f00e3	étɛp ɛzɛpɛ́ɛ bot ɛ bɔs djas. Tin, nyɛ waakwyesal bot ɛ mesyem ndjɛ sɔs, kɔ ɛsu ɛ embee mɛsa mɔɔ ee bɛ nasa nɛ Zɛɛb ɛ. Dɔɔ nɛ embee mɛkpa mɛ bot ɛ mesyem di ààkaab bot ɔ nalelóo nyɛ ɛ́.»
41011000db	Bot binɔk, tok nɛ mɛmyaala tɔ elyem bɔɔ, mɛsa mɔɔ ɛ etaŋal, bɛ kɛ ɛ́ dáa elyem bɔɔ di ekwos ɛ. Bɛ lii nɛ bot ɛ nɛ ɛbet, bɛ nɛ sa mɛkɔŋ kɔ elo e bot, étɛp bɛ neebela sa bɛ di esaŋ ɛ.
4101110081	Yɛ kabɛ biyɔ ɔ, bɔɔ nyaag'am mɛ di ekwyɛl ɔ, taalaka mɛkpa mɛ bot ɛ lwoma ɛ Ghɛŋ'enaka Yezu Klisto nagoola bin ɛ.
410112009b	Ye nabɛ ɛ́, bɛ eelɛɛ nɛ nen náá: «e mɛsik mɛ bɔs, yɛ aadi ɛ́ nɛ bot aawyii bin, bɛ aazodi ekɛ ɛ tɔ mbee mɛkwosak mɛ elyem bɔɔ.»
4101130094	Bɛ ɛ́ binɔk, bot ɛ ɛzɛm, bot ɛ di ewa mbɛk ɔ, bɛ tok nɛ sisim ɛ Zɛɛb tɔ lɔɔ, bɛ kɛ ɛ́ nɛ ɛkwosak ɛ epuud bɔɔ tyee bɛtit.
410114009e	Yɛ kabɛ biyɔ bɔɔ nyaag'am mɛ di ekwyɛl ɔ, saka náá, tsik'en kɛkɔ e dɛɛ ɛdum ɛ koŋ len nɛ Zɛɛb, Djaalaka nɛ mɛbwala mɛ Sisim na Dɛɛ.
4101150086	Waka lyem tɔ kwyɛl ɛ Zɛɛb, étɛp ɛbwood dwoo Ghɛŋ'enaka Yezu Klisto aadjɛ mena tsik na kɔm-kɔm kɔ ɛsu ɛ lyem ghoŋ'ɛ.
4101160034	Dika nɛ ghoŋ nɛ bot ɛ di ekaab ɛdum ɛ koŋ ɔ.
4101170123	Deenek, ye ɛ́ nɛ bɛdhiiti bot ɛ dinaa, bi ɛ nɛ ghwyil ɛ tsik bɛ e ɛwyisal ɛ bɛ tɔ du epɛ́ɛ ɔ. Yɛ kabɛ bɛdhiiti bot ɔ, dika nɛ lyem ghoŋ nɛ nɔɔ, dika nɛ etsoŋ, eghɛŋ bi nɛ bɛ nɔɔ ɛdi edi wat ɔ, ekaab náá, bɛ ɛzɛkɛful bin elo nɛ mbee mɛfulu mɔɔ.
4101180098	Dum nɛ mot di ebaal bin étɛp bi needi ààsyem, mot di nɛ ghwyil ɛ baadis bin mesyem etɛɛ náá, bi needi dɛɛ, nɛ mɛmyaala tɔ duma yɛ,
41011900d0	nɛ sim Zɛɛb'enaka ngɔt, mɛtsik-bot menaka, kɔ lo ɛ Yezu Klisto Ghɛŋ'enaka. Beta náá, duma, nɛ mɛbwala, nɛ ngek'ɛ dɔɔ nɛ ekukuma bɛ, di nɛ nɛ nenak, kɔm-kɔm sii nɛ kɔm! Ye di deenek!
4200000013	ɛ Sisim Zaŋ nabee
4201010123	Mɛkana mak ɛ́ nɛ etɛp nadi tɔ sɔ ee Yezu Klisto nawyisal yɛ popoopwon ɛ. Zɛɛb natel nyɛ etɛp tak ɛ, étɛp nyɛ neelyaal bot ɛ mɛsa mɛ sa di ye eezekɔ nɛ ɛsael ɛ. Deenek, Yezu naakyeed fofop'ɛ pɛ dáa Zaŋ mot-mɛsa mɛ, etɛɛ náá, nyɛ neetel nyɛ etɛp binek.
420102008a	Mam tsaa-sɛs Zaŋ mɛ lɛɛ ɛ́ náá, etɛp djas mɛ nabee ɛ, ye ɛ́ mɛkpa mɛ Zɛɛb nɛ etsɛɛtsɛ ee Yezu Klisto natel mɛ ɛ.
42010300f2	Mɛmyaala nɛ mot di elaa mɛkana mak ɔ, mɛmyaala nɛ mot di egwak mɛkpa mɛ di edus pɛ daa Zɛɛb, da nyɛ ɛ́ di elooba ɛnyɔɛpe nɛ etɛp di kwyala wak ɛ! Etɛɛ náá, ɛwala di náá, etɛp binek djas aasael ɛ yɛ eezekunaa.
4201040139	Ye ɛ́ mam Zaŋ, mɛ eeswos bot ɛ zɛɛga mendjaa mendjaala etɛn nɛ ebá di pɛ kyee dik Azi ɛ. Beta náá, enɛm nɛ embɛɛ nɛ egwyem di nɛ nen nɛ din ɛ Zɛɛb mot di ɔ, mot nadi ɔ, mot di ezyɛ ɔ. Beta náá, esisim etɛn nɛ ebá dyeebadi sok bhwoob bóó mɛkoozi mɛ ɔ, djɛ bin egwyem.
420105010d	Beta náá, Yezu Klisto, mot di tsaa-sɛs tɔ esosoob ɔ, mot di mot mɛkɛn nagomelaa pak myoŋ ɔ, mot di mɔn Mɛkoozi mɛ bɛmɛkoozi mɛ di kɔ ɛko ɛ bɔs'ak ɔ, djɛ bin egwyem. Klisto nɛ kwyɛl ɛ mena, nyɛ naapɛk mena tɔ mesyem nɛ ɛka nyel ɛmet buwa.
42010600a5	Nyɛ eesa náá, mena dika ɛyoŋ ɛ bɛghaa-Zɛɛb étɛp ɛsa mɛsa mɛ Zɛɛb Sɛɛg. Beta náá, duma nɛ mɛbwala di nɛ nɛ kɔm-kɔm sii nɛ kɔm! Amɛn.
42010700c9	Beeka, nyɛ ɛpezyɛ tɔ eguud! Bot djas ɛ waabee nyɛ nɛ mis mɔɔ, dɔɔ nɛ bot ɛ nalum nyɛ nɛ ɛkɔɔ ɔ, membyak djas di kɔ ɛko ɛ bɔs ɛ waadje ɛgwyɛ kɔ ɛsu ɛ lɛ. Tsɛɛtsɛ! Amɛn.
4201080076	Ghɛŋ Zɛɛb ke ɛ́ náá: «Mɛ ɛ́ Alfa nɛ Omegha», mot di ɔ, mot nadi ɔ, mot di ezyɛ ɔ, Zɛɛb Mɛkaake.
4201090107	Ye ɛ́ mam Zaŋ, mɔn ɛ nyɛɛg'en, mot di egyee nɛ nen tɔ mezuk ɔ, mot di egyee nɛ nen tɔ zii sama nɛ Yezu ɔ. Mɛ naakyeedaa nɛ bhel pɛ kyee dik ghola Patmɔs kɔ ɛsu ɛ esosoob bam dum nɛ mɛkpa ɛ Zɛɛb, nɛ etɛp mɛ nagoola kɔ ɛsu ɛ Yezu ɛ.
42010a0092	Tin, é ɛlu ɛ Ghɛŋ, dhiiti dwoo yenga, Sisim na Dɛɛ naazɛmɛt mɛ. Mɛ naazɛgwak dhiiti gwood eelɔɔ bhis koŋ'am ɛlyelɛpe tyee tɔŋ.
42010b012d	Gwood tak nake nɛ nam ɛ náá: «Etɛp wɔ di ebee ɛ, kwyala yɛ tɔ mɛkana da wɔ kyeed yɛ pɛ ezɛɛga mendjaa mɛ mendjaala etɛn nɛ ebá bak: zɛɛga mendjaala ghaada Efɛɛz nɛ yii Similin, nɛ yii Pɛɛlgham nɛ yii Tyatiid nɛ yii Saaldɛs nɛ yii Filadhɛlfi zɛnɔɔ yii Laodhise.»
42010c0092	Tin, mɛ naazɛliigel étɛp ɛdjoak mot nadi elii nɛ nam ɔ, wɔ gwak mɛ zɛbee dhiiti sa di ekɛla elama etɛn nɛ ebá nalulaa nɛ lɔɔad.
42010d0091	Kuku elama binek, ye nadi ɛ́ nɛ dhiiti djema ee nɔŋel nɛ Mot. Nyɛ nabɔt ɛ dhiiti ndjookuwa na gɔlɔlɔɔ nɛ mbaab nasaa nɛ lɔɔd ɛ.
42010e0054	Bhoo lo'ɛ nadi ɛ́ mɛpum dhaa tyɛ dáa ɛpyaab, mis mɛ nadi ekas dáa gel du,
42010f006f	mɛko mɛ nadi ɛ́ tɔɔbelaa dáa gwooz tɔ boo du. Gwood'ɛ nadi egek ɛ́ ɛkɛɛ bhuughe boo dii mɛsɔn.
42011000ab	Tɔ mbɔ eghɛŋ bɛ, nyɛ namɛt ɛ ekwyikwyen etɛn nɛ ebá. Nuub'ɛ nadi ewyisal pɛl na wol-wol. Bhwoob'ɛ nadi ekas ɛlyelɛpe dáa mɛkas mɛ gwyes é kuku dwoo.
42011100ef	Eghɛŋ mɛ nabee nyɛ ɛ, wo gwaa, mɛ zɛghaaga si mɛko mɛ ɛkɛɛ mot di náá, nyɛ eezegwyɛ ɔ. Tin, nyɛ eezɛkɛl mbɔ e ghɛŋ bɛ kɔ lam. É di'enek, nyɛ eezɛke nɛ nam náá: «Nabem ba, mam ɛ́ di Mɛkɛn nɛ Mɛsik.
42011200c6	Mam ɛ́ di mot di nɛ tsik ɔ, mɛ naagwyɛ, tin, nenak, mɛ moo ɛ́ nɛ tsik kɔm-kɔm sii nɛ kɔm. Deenek, mam ɛ di nɛ ghwyil kɔ ɛsyee. Mam ɛ di nɛ ghwyil kɔ dɛl ɛ bot ɛ nazegwyɛ ɔ.
4201130031	Kwyala sa wɔ bee ɛ: sa di ɛ, nɛ sa aazyɛ ɛ.
4201140164	Gwaka ɛsuk mɛbwala mɛ ekwyikwyen etɛn nɛ ebá wɔ bee tɔ mbɔ e ghɛŋ bam ɛ, nɛ ɛsuk ɛ mɛbwala mɛ elama etɛn nɛ ebá nasaa nɛ lɔɔd ɛ. Ekwyikwyen etɛn nɛ ebá kwyɛl ɛlyaal ɛ, efofop yii ezɛɛga mendjaa mɛ mendjaala etɛn nɛ bɛbá. Tin, elama etɛn nɛ ebá binek kalyaal ɛ, ezɛɛga mendjaa mɛ mendjaala etɛn nɛ ebá.»
42020100e6	«Kwyala fofop ndjaa mendjaala ghaada Efɛɛz mɛkana náá: «Mot di nɛ ekwyikwyen etɛn nɛ ebá tɔ mbɔ e ghɛŋ bɛ ɔ, mot di ekɛ kuku dhiiti sa di kɛlaa elama etɛn nɛ ebá nalulaa nɛ lɔɔd ɔ, lɛɛ ɛ́ náá:
4202020112	Mɛ nɛ gu mɛsa mɔ, mɛ nɛ gu mezuk mɔ, mɛ nɛ gu zii wɔ di nɛ yɛ ɛ. Mɛ nɛ gu náá, wɔ ààmaad bot ɛ di esa ɛbiyo ɔ. Wɔ naasaŋ ɛgu bot ɛ di ekɔɔ bot náá, bɛ ɛ́ bot ɛ lwoma ɔ, batakɛgu náá, bɛ tok bot ɛ lwoma, bɛ kɔɔ bot ɛ kɔa.
4202030052	Wɔ ɛ́ nɛ zii, wɔ naazuk étɛp'am, é di'enek, wɔ nabɛ ɛ́ nɛ mɛghaaz.
4202040067	Tin, mɛ ɛpekwyɛl ɛdul wɔ mɛlɔ: wɔ ààkakwyɛl mɛ dáa wɔ nadi ekwyɛl mɛ é mɛkɛn ɛ.
42020500c8	Taala wɔy wɔ ɛmet di wɔ wo ɔ! Swoola mɛfulu mɔ, da wɔ ɛ́ sa mɛsa mɛ wɔ nasesa sok é mɛkɛn ɛ. Tin, wɔ byen ɛswola ɔɔ, mɛ aazyɛ pɛ daa lɔ da mɛ ɛ́ dis lama yɔ é di di ɔ.
42020600b0	Tin, wɔ ɛ́ nɛ sa wat mɛ di emyaala nɛ nɔ kɔ ɛsu ɛ tak ɛ: ye ɛ́ náá, wɔ nɛ bhina mɛsa mɛ zɛɛga bot ɛ di edjóoaa eNikolayit, yii mam ɛmet di ebhina ɛ.
42020700ae	«Beta náá, mot di nɛ mɛlɔ ɔ, nyɛ gwak, sa Sisim di elɛɛ nɛ ezɛɛga mendjaala ɛ! «Tin, nɛ bot aakwak ɔ, mɛ aadjɛ bɛ bum le tsik di tɔ Paladi Zɛɛb ɛ.»
4202080089	«Kwyala fofop ndjaa mendjaala ghaada Similin mɛkana náá: «Mot di mɛkɛn nɛ mɛsik ɔ, mot nagwyɛ da gom ɔ, lɛɛ ɛ́ náá:
42020900ec	Mɛ nɛ gu mezuk mɔ nɛ edjel bɔ. Gua náá, wɔ ɛ́ mot ekum. Mɛ nɛ gu mɛbhekel mɛ bot ɛ di eke náá, bɛ ɛ́ bot ɛ mbyak eYuda ɛ di ebyak wɔ ɔ. Bela náá, bɛ tok bot ɛ mbyak eYuda: bɛ ɛ́ bot ɛ zɛɛga Satan.
42020a0116	Nabem kɛŋ nɛ mezuk ee wɔ aaboma nɛ yɛ ɛ. Gwaka: Dim mot mɛkɔŋ ɛ waawa bin tɔ mɛbhowal, nyɛ waawa bɛtɛ nɛ bot pak'en e membok, bi ɛ́ waatiigaa edi mɛlu kam. Tin, dia sosoob kɛkum dwoo ɛsyee ɛ lɔ, é di'enek, mɛ aadjɛ wɔ kɔtɔ duu e tsik na kɔm-kɔm.
42020b0097	«Beta náá, mot di nɛ mɛlɔ ɔ, nyɛ gwak, sa Sisim di elɛɛ nɛ ezɛɛga mendjaala ɛ! «Bot aakwak ɔ, bɛ aanàkwaakabaagwyɛ ngwyɛa sis.»
42020c0076	«Kwyala fofop ndjaa mendjaala ghaada Pɛɛlgham mɛkana náá: «Mot di nɛ pɛl na wol-wol é mbɔ ɔ lɛɛ ɛ́:
42020d00f7	Mɛ nɛ gu edi wɔ di ɔ: di Satan di ndiidel kɔ bóó mɛkoozi mɛ ɔ. Wɔ ɛ́ sosoob nɛ nam, wɔ ààpakat ɛdum ɛ koŋ ɛ lɔ nɛ nam, ye nakoozobɛ eghɛŋ Atipas mot nadi tsaa-sɛs yam tɔ esosoob nagóaa pɛ da len, edi Satan di ɔ.
42020e016f	Tin, mɛ ɛ́ nɛ dhiiti ba bɔɔ esonok di náá, mɛ aadul wɔ mɛlɔ étɛp tak ɛ: tɔ zɛɛga mendjaala mɔ, wɔy ɛ́ nɛ bɛdhiiti bot ɛ di náá, bɛ ɛpedu mɛlyo mɛ Bhalaam ɔ. Bhalaam ɛ́ mot nadi ebesal mɛkoozi Bhalak náá, nyɛ laab bɔn ɛ Yisalaɛl étɛp bɛ needɛ bɛtit ɛ nakaa bɛnaghisɛ yɛ ɛ ebuwa ɔ, nɛ ɛdjaaz bɛ é mɛzɔ.
42020f0063	Deenek, ye ɛ́ pe ɛ nɛ bɛdhiiti bot ɛ di náá, bɛ ɛpedu mɛlyo mɛ Nikolayit pɛ daa lɔ.
4202100098	Swoola mɛfulu mɔ. Ye di ààbɛ deenek ɔɔ, mɛ aanàbɔya nɛ ɛzyɛ pɛ daa lɔ, da mɛ ɛlumla nɛ bot binɔk nɛ pɛl di ewyis tɔ nuub'am ɛ.
4202110139	«Beta náá, mot di nɛ mɛlɔ ɔ, nyɛ gwak, sa Sisim di elɛɛ nɛ ezɛɛga mendjaala ɛ! «Nɛ bot ɛ aakwak ɔ, mɛ aadjɛ bɛ edee e syela di edjóoaa Man ɛ. Mɛ waadjɛ mot nɛ mot ɛkok ɛ na puu. Pɛ kɔ ɛkok ɛ tak ɛ́ nɛ ekwyala din na bes bot di ààgu, ye di ààbɛ mot di ebela yɛ ɔ.»
42021200c1	«Kwyala fofop ndjaa mendjaala ghaada Tyatiid mɛkana náá: «Mɔn ɛ Zɛɛb, mot mis mɛ di egel dáa boo ngel du ɔ, mot mɛko mɛ di tɔɔbelaa dáa gwooz tɔ boo du lɛɛ ɛ́ náá:
42021300b2	Mɛ nɛ gu mɛsa mɔ, nɛ kwyɛl'ɔ, nɛ esosoob bɔ, mɛ nɛ gu ɛsa ɛ lɔ, zɛnɔɔ zii yɔ. Deenek, mɛ eezegu mos náá, mɛsa mɛ wɔ kadi esa mos'aak eedhaa yii mɛkɛn.
420214010b	Tin, mɛ ɛpekwyɛl ɛdul wɔ mɛlɔ: wɔ ɛpedjɛs Jezabɛl, moma di ekɔɔ bot ɔ, nyɛ di ngoolel-mɛkpa ɛ Zɛɛb. Mɛlyo mɛ ɛpesa ɛ́ náá, bot ɛ mɛsa mam wo ze, ye ɛ́ ɛpedjɛs bɛ náá, bɛ sa mɛzɔ nɛ ɛdɛ bɛtit ɛ nakaa bɛnaghisɛ ebuwa ɛ.
4202150073	Mɛ eebet nyɛ ba mɔɔ pes ɛwala etɛɛ náá, nyɛ neeswoola mɛfulu. Tin, nyɛ ààkwyɛl ɛkat mɛzɔ mɛ.
42021600f3	Étɛp tak ɛ di náá, mɛ aadum nyɛ si kɔ goŋ mezuk. Mɛ waawa bot ɛ di egyee sama nɛ nɛ é sa mɛzɔ ɔ tɔ boo mezuk. Ye ɛ́ di náá, bɛ eeswoola mɛfulu mɔɔ da bɛ ɛ́ bet ɛdu ɛ nyɛ ɔɔ, mezuk mɛ tak aanàbela bɛ.
42021700b7	Mɛ waagó bɛdjekel bɛ. Tin, ezɛɛga mendjaala djas aagu náá, ye ɛ́ mam ɛ di egu esiiza nɛ mɛkwosak mɛ bot ɛ bɔs. Mɛ waawa mot nɛ mot efute e mɛsa mɛ nyɛ nasa ɛ.
420218010d	Yɛ kabɛ biyɔ bot ɛ zɛɛga mendjaala mɛ ghaada Tyatiid ɔ, biyɔ bot ɛ di ààdu embee mɛlyo menek ɔ, biyɔ bot ɛ di ààsaŋ ɛgu ɛ́ sa di edjóoaa “esa e syela e Satan ɔ” gwakeka sa mɛ di elɛɛ nɛ nen ɛ: mɛ ààpabaadjɛ bin dhiiti ɛbɛp.
4202190045	Tin, sa bi zebela ɛ́, mɛtka yɛ ghiŋ kɛkum ɛwala mɛ aazyɛ ɛ.
42021a0077	«É di'enek, mot aakwak ɔ, mot aasa ɛkwosak ɛ lam kɛkum dwoo mɛsik ɔ, mɛ waadjɛ nyɛ ghwyil kɔ membyak djas.
42021b0050	Nyɛ aadjɛɛd bɛ ɛ́ nɛ sek ghwooz, nyɛ waatwaal bɛ dáa mɛbhe mɛ dyak.
42021c0053	Saag'am ɛ nadjɛ mɛ ekukuma e tak. Mɛ waadjɛ nyɛ dɔɔ nɛ kwyikwyen e mɛlem.
42021d0060	«Beta náá, mot di nɛ mɛlɔ ɔ, nyɛ gwak, sa Sisim di elɛɛ nɛ ezɛɛga mendjaala ɛ!»
4203010101	«Kwyala fofop ndjaa mendjaala ghaada Saad mɛkana náá: «Mot di nɛ eSisim etɛn nɛ ebá e Zɛɛb, nɛ ekwyikwyen etɛn nɛ ebá ɔ lɛɛ ɛ: Mɛ nɛ gu mɛsa mɔ, mɛ nɛ gu náá, wɔ ɛ́ nɛ dék dáa mot di nɛ tsik ɔ, ghuna wɔ eezegwyɛ.
42030200b0	Dia ndjem, djɛa mɛghaaz nɛ sa lik tɔ lɔ ɛ, sa di ekunaa nɛ ɛgwyɛ ɛ. Etɛɛ náá, mɛ eebee náá, wɔ tok nɛ mbɛɛ mɛsa mɛ di enyɔ é mis mɛ Zɛɛb'am ɛ.
