2800000007	Mataayo
3c040600c1	Necho kiyo Ɨngʼana Ɨnzʉmu ɨkarwazirwa abhaatʉ bhanʉ nangwɨnʉ bhakuurɨ, korereke bhatinirwɨ mubhwikari bhwabhʉ ncha abhandɨ, bhiikarɨ igʉrʉ wa Mungu kʉnzɨra ye Ekoro Ɨndɨndu.
3c04070088	Nawe ɨtɨnɨrʉ ya amangʼana gʉʉsi ɨraariirɨ. Mmbe, mʉbhɨ na amangʼɨɨni na mʉbhɨ mɨɨsʉ korereke mʉsabhɨ ibhaga ryʉsi.
3c04080067	Kutiga gʉʉsi, mʉsɨɨganɨ bhʉkʉngʼu, kʉ kʉbha ʉbhʉsɨɨgi bhʉhaabheerera ʉbhʉbhɨ bhwaru.
3c04090034	Mwiginihyɨ abheene kobheene, ɨnʉ mʉtakwibheerya.
3c040a00ed	Bhʉʉsi tʉhɨɨrwɨ ʉbhʉnaja na Mungu chɨmbu aumwene ʉbhʉsʉngʼaanirɨ. Toreenderwa kobhohokerya bhwaheene igʉrʉ wʉ ʉkʉsakirya abhandɨ, chɨmbu abhiimiiririri abhazʉmu bhɨ ɨmɨbhanʉ jʉjʉsi jɨ ɨbhɨgʉngi bhya Mungu.
3c040b0178	Ʉmʉʉtʉ wʉnʉ ahɨɨrwɨ ʉbhʉnaja bhwʉ ʉkʉgamba amangʼana, agambɨ gabhɨ nkina garuurɨ kwa Mungu, nʉ ʉmʉʉtʉ wʉnʉ ahɨɨrwɨ ʉbhʉnaja bhwo okohokerya abhandɨ, ahoche kʉbhʉnaja bhʉnʉ bhukurwa kwa Mungu. Kʉnzɨra yiyo, Mungu arakumibhwa mʉmangʼana gʉʉsi, kʉhɨtɨra Yɨɨsu Kiriisitʉ, ewe anʉ ʉbhʉgʉngʉ nʉ ʉbhʉnaja bhwa kemerano. Garamɨ.
3c040c00a7	Abhasɨɨgwa bhaanɨ, mʉtarʉgʉʉra igʉrʉ wɨ ɨnyaakʉ ɨhaari yɨnʉ ɨkʉbhabhona kogema ubhwisirirya bhwanyu. Mʉtarora kina ne‑kegero kigini kɨkʉbhabhona.
3c040d00b0	Nawe mozomerwe kʉbha mʉranyaaka chɨmbu Kiriisitʉ aanyaakiibhwɨ, korereke kwikɨ mʉbhɨ no obhozomerwa bhwaru, hanʉ araazɨ nu ubhwɨrʉ bhwazɨ kwɨrɨkibhwa habhwɨrʉ.
3c040e009f	Arɨɨbhɨ mʉratukwa igʉrʉ wi iriina rya Kiriisitʉ, nɨ‑hakɨrɨku imwɨ. Ringʼana riyo rereerecha Ekoro Ɨndɨndu ya Mungu ɨrɨ hamwɨmwɨ na niimwɨ.
3c040f0094	Nawe, atabhaho mʉʉtʉ wʉwʉʉsi kʉbhaniimwɨ wʉnʉ akʉnyaaka kʉ kʉbha ni mwiti, mwibhi, mʉsarya hamwɨ mwisikirya mʉmangʼana ga abhandɨ.
3c04100083	Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ araanyaakɨ kʉ kʉbha Mukiriisitʉ, atarora sʉni. Nawe ʉgʉngyɨ Mungu, abhirikiirwɨ kuriina riyo.
3c041100d3	Momenye ribhaga ryɨ ɨtɨnɨrʉ rihikirɨ, nɨ ɨtɨnɨrʉ ɨratanga kʉbharɨndu bha Mungu. Nangʉ arɨɨbhɨ ɨtɨnɨrʉ ɨratangɨra kwa niitwɨ, ɨrabhabhwɨ kʉbhanʉ bhakwanga Ɨngʼana Ɨnzʉmu ya Mungu?
3c0412009a	Amaandɨkʉ Amarɨndu garabhuga, “Arɨɨbhɨ nɨ‑kʉkʉngʼu kwa bhe eheene kʉsabhurwa, ɨrabhabhwɨ kwa bhʉ ʉbhʉbhɨ bhanʉ bhatakwigwa Mungu?”
3c04130094	Mmbe, bhanʉ bhakʉnyaaka ko okokora chɨmbu Mungu akwenda, bhiitʉʉrɨ mʉmabhoko ga Mungu Umubhumbi waabhʉ omoheene, bhangʼehe kokora amazʉmu.
3c050100fa	Nangʉ nɨragambana na niimwɨ abhiimiiririri abhakɨndichanɨ. Inyɨ nɨrʉʉzɨ kʉmɨɨsʉ gaanɨ chɨmbu Kiriisitʉ aanyaakiibhwɨ. Kwikɨ, inyɨ ni‑mugwatani ʉmʉkɨndichanyu wʉ ʉbhʉgʉngʉ bhʉnʉ bhʉraarorekanɨ. Nɨrabhiisasaama imwɨ,
3c050200e3	mʉbhɨ abhaangariri abhazʉmu bha risengerero rɨnʉ mwahɨɨrwɨ na Mungu. Muririibhɨ kwa kwenda imubheene chɨmbu Mungu akwenda, ɨtabha kwa kʉhatɨkwa. Mʉtakora emeremo janyu kʉnamba ya zimpirya, nawe kumwʉyʉ gʉmwɨ.
3c05030063	Mʉtabha abhaangariri abhahaari kwa bhanʉ mʉkʉkangata, nawe mʉbhɨ ekerenjo ɨkɨzʉmu kwabhʉ.
3c0504008a	Na hanʉ Umwangariri Ʉmʉkʉrʉ wa risengerero akororekana, mʉrabhanurwa ʉmʉbhanʉ gwʉ ʉbhʉgʉngʉ gʉnʉ gʉtakʉsarɨka kemerano.
3c05050106	Muryamurya na niimwɨ abhamura, mʉsʉʉkɨ abhakaruka. Imwʉsi moreenderwa kʉbha bhanyʉʉhu mʉtʉrɨ kohokeranʼya. Mokorebhu, kʉ kʉbha Amaandɨkʉ Amarɨndu garabhuga, “Mungu araanga bhanʉ bhakwiyʉnga, nawe, ahaabharorera abhanyʉʉhu ɨbhɨgʉngi.”
3c05060066	Mungu arabhagʉnga kwibhaga ryazɨ, arɨɨbhɨ muriiyicha iyaasɨ wʉ ʉbhʉnaja bhwazɨ ʉbhʉkʉrʉ,
3c05070064	ku kumutigɨra zɨnyaakʉ zaanyu zʉʉsi, kʉ kʉbha arɨ haguhɨ bhʉkʉngʼu na zɨnyaakʉ zaanyu.
3c05080098	Mwiyangarɨrɨ na mʉbhɨ mɨɨsʉ ribhaga ryʉsi, kʉ kʉbha umubhisa waanyu, Shɨtaani, aragendagenda nchɨ ɨɨka yɨnʉ ekomohya ʉmʉʉtʉ imuryɨ.
3c0509009b	Mmbe, mwangɨ Shɨtaani, mwimɨɨrɨrɨ bhwɨma kwisirirya Mungu. Momenye kʉbha, abhiisirirya abhakɨndichanyu mʉʉsɨ yʉʉsi, bharanyaaka ncha niimwɨ.
3c050a00fa	Mungu umuhurucha wɨ ɨbhɨgʉngi bhyʉsi, akabhabhɨrɨkɨra imwɨ, korereke mugwatanɨ nawe mʉbhʉgʉngʉ bhwazɨ kemerano, hamwɨmwɨ na Kiriisitʉ. Hanʉ mʉkʉnyaaka kwibhaga isuuhu, ewe arabhakongʼya, arabhaha amanaga, na kʉbhamenyeekererya.
3c050b0022	Mungu akangatɨ kemerano! Garamɨ.
3c050c0114	Kʉbhʉsakirya bhwa Sirwanʉ, ʉmʉkɨndichanɨ omoheene chɨmbu nimwɨzɨ, nɨbhaandikiirɨ ɨnyarʉbha nguhɨ yɨnʉ, korereke nɨbhahɨ umwʉyʉ na kʉbhamenyeekererya kʉbha, maheene amangʼana ganʉ nɨ‑bhɨgʉngi bhya Mungu. Mwimɨɨrɨrɨ bhwɨma kʉbhɨgʉngi bhiyo!
3c050d008e	Abhiisirirya bha risengerero rɨnʉ rɨrɨ Bhaabhɨɨri, abharobhorwa abhakɨndichanyu, bharabhakeerya. Na Maaroko umwana waanɨ arabhakeerya.
3c050e006c	Mwikeerye kʉbhʉsɨɨgi bhwa Kiriisitʉ. Omorembe gʉbhɨ na niimwɨ imwʉsi, bhanʉ mʉrɨ kwa Kiriisitʉ.
3d00000009	2 Peetero
3d0101011d	Ɨnyarʉbha yɨnʉ nandikirɨ inyɨ Simʉʉni Peetero, omohocha nu umutumwa wa Yɨɨsu Kiriisitʉ. Nɨrabhaandɨkɨra bhanʉ mubhwɨnɨ ubhwisirirya bhwu ubhwera bhuryabhurya, bhʉnʉ na niitwɨ tubhwɨnɨ kʉhɨtɨra eheene ya Yɨɨsu Kiriisitʉ, newe Mungu nʉ Ʉmʉsabhuri wɨɨtʉ.
3d01020063	Ɨbhɨgʉngi no omorembe bhyongerwe kwa niimwɨ, ko komenya Mungu nʉ Ʉmʉkʉrʉ Yɨɨsu wɨɨtʉ.
3d010300d4	Mungu atʉhɨɨrɨ amangʼana gʉʉsi ganʉ tukwenda, kʉbhʉnaja bhwazɨ, korereke twikarɨ ubhwikari bhwʉ ʉkʉmʉsʉʉka, ko okomomenya ewe atubhirikiirɨ kʉbhʉkʉrʉ bhwazɨ nʉ ʉbhʉzʉmu bhwazɨ umwene.
3d010400d9	Kʉgayo, atʉragɨɨnʼyɨ amangʼana amakʉrʉ na gu ubhwera. Gayo garatʉsakirya kutiga ʉbhʉbhɨ bhʉnʉ bhʉrɨ kʉʉsɨ, igʉrʉ wu umwʉyʉ ʉmʉbhɨ, na garatʉsakirya tʉbhɨ bhagwatani bhi isimʉka ya Mungu.
3d0105007f	Igʉrʉ wa gayo, mokore umucha korereke ubhwisirirya bhwanyu bhwongerwe ʉbhʉzʉmu, ʉbhʉzʉmu bhuyo bhwongerwe ʉbhʉmɨnyi.
3d01060087	Nʉ ʉbhʉmɨnyi bhuyo bhwongerwe ekerengo, ekerengo kiyo chongerwe ubhwigumirirya, ubhwigumirirya bhuyo bhwongerwe ʉkʉsʉʉka Mungu.
3d01070093	Ʉkʉsʉʉka Mungu kuyo kwongerwe ʉkʉsɨɨgana abhiisirirya kubhiisirirya, ʉkʉsɨɨgana kuyo kwongerwe nʉ ʉbhʉsɨɨgi kwa abhaatʉ bhʉʉsi.
3d010800ac	Amangʼana gayo garɨɨbhɨ maaru kwa niimwɨ, garakora mʉtabha bhatʉbhu nchɨ ɨmɨtɨ gɨnʉ gɨtakwibhʉra imisumʉ ko komenya Ʉmʉkʉrʉ wɨɨtʉ Yɨɨsu Kiriisitʉ.
3d010900ad	Nawe ʉmʉʉtʉ wʉnʉ ataana amangʼana gayo, aangɨ ʉmʉʉtʉ wʉnʉ akorora amarɨmbɨɨri, kʉ kʉbha ɨbhirɨ Mungu amʉbhɨngukiryɨ ʉbhʉbhɨ bhwazɨ bhwɨ ɨkarɨ.
3d010a009b	Mmbe, abhahiiri bhaanɨ, mokore umucha bhʉkʉngʼu komenyeekererya kʉbha Mungu abhabhirikiirɨ na kʉbharobhora. Arɨɨbhɨ muriikarabhu, mʉtakugwa zee.
3d010b0081	Kʉnzɨra yiyo, mʉraginihwa bhwaheene kʉbhʉtɨmi bhwa kemerano bhwʉ Ʉmʉkʉrʉ nʉ Ʉmʉsabhuri wɨɨtʉ Yɨɨsu Kiriisitʉ.
3d010c0079	Kwɨbhu, nɨrakaja kʉbhahiitya amangʼana gayo kɨrakabhu, nangabha mʉgɨɨzɨ na mʉnagirɨ mʉmaheene ganʉ mʉnagʉ.
3d010d007d	Nɨrarora nɨ‑bhwaheene nɨbhɨ nɨrabhahiitya igʉrʉ wa amangʼana gayo, ribhaga ryʉsi rɨnʉ nɨkʉbha kʉʉsɨ kʉnʉ.
3d010e008e	Nɨragambabhu kʉ kʉbha nɨmɨnyirɨ nɨrɨ haguhɨ kurwa kʉʉsɨ kʉnʉ, chɨmburya Ʉmʉkʉrʉ wɨɨtʉ Yɨɨsu Kiriisitʉ aanhumburiirɨ.
3d010f0085	Kiyo necho kikugirya nɨraaza kʉkaja kokora gayo gaandɨkwɨ, korereke hanʉ nɨkʉbha nikuurɨ, mʉbhɨ mʉrahiita amangʼana gayo.
3d011000ff	Hanʉ twarɨ tʉrabhiija chɨmbu Ʉmʉkʉrʉ wɨɨtʉ Yɨɨsu Kiriisitʉ akuuza kʉbhʉnaja bhwazɨ, tutiisɨgirɨ amaganʉ gɨ ɨkarɨ ganʉ abhaatʉ bhaagambirɨ kʉbhʉngʼɨɨni. Nawe itwɨ tʉkarora ʉbhʉgʉngʉ bhwazɨ kʉmɨɨsʉ gɨɨtʉ abheene.
3d011100f7	Itwɨ twarɨ toreho ribhaga rɨnʉ aahɨɨrwɨ ubhusuuku kurwa kwa Bhaabha Mungu, hanʉ riraka ryʉ ʉbhʉgʉngʉ ʉbhʉkʉrʉ ryaruurɨ mwisaarʉ kwa Mungu umwene, rɨrabhuga, “Wʉnʉ ni‑Mwana waanɨ ʉmʉsɨɨgwa, nɨzʉmɨrɨɨrwɨ nawe.”
3d01120077	Na niitwɨ abheene tukiigwa riraka riyo rɨrarwa mwisaarʉ hanʉ twarɨ hamwɨmwɨ nawe kʉkɨgʉrʉ ɨkɨrɨndu kirya.
3d0113011a	Kwikɨ tʉna amangʼana amaheene ga abharʉʉtɨrɨri, na niimwɨ mʉraagagwatɨ mʉrabha mʉkʉrirɨ bhwaheene. Amangʼana gayo gaangɨ ɨkɨmʉrɨ kɨnʉ kɨkʉmʉrɨka mukiirimya, kuhika hanʉ bhukwera, nu ubhwɨrʉ bhwe enzota ya ritabhʉʉri bhʉkʉbhamʉrɨka mozekoro zaanyu.
3d0114009d	Hinga ereenderwa muhiitɨ bhʉtareeho ʉbhʉrʉʉti mʉMaandɨkʉ Amarɨndu bhʉnʉ abharʉʉtɨrɨri bhaturirɨ kogoronzora kwa amiisɨɨgi gaabhʉ abheene,
3d011500bd	kʉ kʉbha gatareeho amangʼana gʉ ʉbhʉrʉʉti ganʉ garɨɨtirwɨ nu ubhwɨndi bhwʉ ʉmʉʉtʉ. Nawe bhakahurucha ʉbhʉrʉʉti kurwa kwa Mungu ɨnʉ bhakangatirwɨ ne Ekoro Ɨndɨndu.
3d0201015d	Nawe ribhaga rya abharʉʉtɨrɨri, bhakabhoneka abharʉʉtɨrɨri bhʉ ʉrʉrɨmɨ gatɨ wa Abhiiziraɨri, chɨmbu abhiija bhʉ ʉrʉrɨmɨ bharaabhoneke gatɨ waanyu. Abhaatʉ bhayo bharasikirya kwa ngʼeera amiija gu ukurimirya abhaatʉ, na bharaanga Ʉmʉkʉrʉ, wʉnʉ aabhasabhwirɨ. Kʉnzɨra yiyo bharagirya ukurika kwabhʉ abheene bhwangʉ.
3d0202006a	Na abhaatʉ bhaaru bharatuna amangʼana gaabhʉ amabhɨ. Igʉrʉ wa bhayo, ɨnzɨra ya amaheene ɨratukwa.
3d020300f2	Kumyʉyʉ jabhʉ ju ubhwimani bharabha bharabhabhʉʉrɨra amaganʉ gʉ ʉrʉrɨmɨ korereke bhabhone kɨnʉ bhakwenda kʉhɨtɨra kwa niimwɨ. Nawe, ɨtɨnɨrʉ yaabhʉ yamarirɨ kokonzwa kwɨma ɨkarɨ nu ukurika kwebho kʉkɨɨrɨ kwibhwa!
3d020400cc	Na bhamaraika bhanʉ bhaakʉrirɨ ʉbhʉbhɨ, Mungu ataabhatigurukiirɨ, nawe akabharekera mwirʉʉma ryi ikiirimya ikiritʉ nyaari, ɨnʉ bhabhʉhirwɨ ne emenyororo, bhararɨnda urusikʉ rwu ukutinirwa.
3d020500d0	Mungu ataatigurukiirɨ ɨɨsɨ yɨ ɨkarɨ, akareeta riteemo rya amanzi kucharʉ cha abhaatʉ bhanʉ bhataamwigwirɨ. Nawe akamʉsabhʉra Nuuhu, umurwazi we eheene, hamwɨmwɨ na abhaatʉ abhandɨ muhungatɨ.
3d02060095	Na Mungu akatɨnɨra zɨmbɨri za Sodoma na Gomora na kuziricha momorero. Akakora zɨbhɨ ekerenjo kʉganʉ garaabhone abhaatʉ bhanʉ bhatakumwigwa.
3d02070088	Nawe Mungu akasabhʉra Rʉʉti, ʉmʉʉtʉ we eheene, wʉnʉ aaruguurirɨ bhʉkʉngʼu igʉrʉ wa amangʼana amabhɨ ga abhasarya bhayo.
3d0208009f	Ʉmʉʉtʉ we eheene wuyo aarɨ ariikara gatɨ waabhʉ kwa sikʉ nzaru, aranyahaarɨka mumwʉyʉ gwazɨ, kʉ kʉbha akiigwa na korora zeteemwa zaabhʉ zɨmbɨ.
3d020900cd	Arɨɨbhɨ nɨmbu ɨrɨ, Ʉmʉkʉrʉ Mungu amɨnyirɨ chɨmbu akʉsabhʉra mobhegemo abhaatʉ bhanʉ bhakumwigwa. Na amɨnyirɨ chɨmbu akʉbhatema abhakʉri bhʉ ʉbhʉbhɨ urusikʉ rwʉ ʉkʉbhatɨnɨra,
3d020a00d3	kɨnda bhanʉ bhakutuna umwʉyʉ gwʉ ʉmʉbhɨrɨ na korega ʉbhʉnaja bhwa Mungu. Abhiija bhʉ ʉrʉrɨmɨ bhayo bhana zɨhaka nu ubhwiyungi, na bhatakwʉbhaha kʉtʉka ibhityɨnyi ɨbhɨrɨndu bhya mwisaarʉ.
3d020b00a6	Nangabha bhamaraika bhaana amanaga nʉ ʉbhʉnaja bhʉkʉngʼu kʉkɨra bhiyo, nawe bhatakʉgamba na kʉtʉka ibhityɨnyi bhiyo mʉbhʉtangɨ bhwʉ Ʉmʉkʉrʉ Mungu.
3d020c00f6	Hanʉ abhiija bhayo bhahaatʉka ibhityɨnyi ɨbhɨrɨndu bhiyo, bhahaabha bhatabhyɨzɨ. Bhatuubhɨɨnɨ ni ibhityɨnyi bhɨnʉ bhɨtaana amangʼɨɨni, bhyahiibhurwabhu na kugwatwa na kusinzwa! Nɨmbu bharaarichwɨ kʉbhʉsarya bhwabhʉ abheene.
3d020d0132	Na bhararihwa ɨnyaakʉ ncha yirya bhakʉrɨɨrɨ abhandɨ. Bharazomerwa kokora amangʼana gi imyʉyʉ jabhʉ ɨmɨbhɨ umwise habhwɨrʉ. Nʉʉrʉ hanʉ bhakurya hamwɨmwɨ na niimwɨ, bharazomerwa kokora amabhɨ gayo gʉ ʉbhʉkangirirya. Kʉnzɨra yiyo, bharabhakora mʉbhɨ na zɨsʉni nu ubhubhuruuru.
3d020e00ef	Amɨɨsʉ gaabhʉ gizwirɨ ikisimbɨ ni imyʉyʉ jabhʉ jo okokora ʉbhʉbhɨ gɨtaana tɨnɨrʉ. Bhahaakorokomba abhaatʉ bhanʉ bhataana ʉbhʉnaja bhu ubhwisirirya. Zekoro zaabhʉ zɨnarirɨ kwigomba ebhegero, bharɨ mʉmaraga ga Mungu!
3d020f0092	Bhatigirɨ ɨnzɨra ɨngʉrʉrʉku, bhahabhirɨ na kutuna ɨnzɨra ya Bharaamu umwana wa Bhɨʉri, wʉnʉ aasɨɨgirɨ amarihi go okokora amabhɨ.
3d021000d8	Nawe Bharaamu akarechwa nɨ ɨtɨkɨrɨ igʉrʉ wʉ ʉbhʉbhɨ bhwazɨ. Ɨtɨkɨrɨ ni‑tyɨnyi, nawe ɨkagamba kwiraka ryʉ ʉmʉʉtʉ korereke korecha ʉmʉrʉʉtɨrɨri wuyo, atigɨ kokora amangʼana ge ekegeege.
3d021100ce	Abhaatʉ bhayo bhaangɨ kina bharɨ bhʉʉha nchi ibhisima bhɨnʉ bhyumirɨ, ni ikitu kɨnʉ kekohembwa nʉ ʉmʉkama ʉmʉhaari. Ahagero hi ikiirimya ikiritʉ nyaari habhɨɨrɨ bhwaheene igʉrʉ waabhʉ.
3d021200e8	Kʉ kʉgamba amangʼana gu ubhwiyungi na ganʉ gataana nzobhooro, bharakangirirya abhaatʉ bhʉʉsi bhatunirɨ amangʼana gaabhʉ amabhɨ. Abhaatʉ bhayo bhataana ibhaga irɨɨhu kwɨma bhiiyahwirɨ kwa bhanʉ bhakokora ʉbhʉsarya.
3d021300ca	Abhaatʉ bhayo bhahaaraganʼya ubhwiyagaaruri kʉbhandɨ, ɨnʉ ebho abheene nebho bhambʉʉsa bhʉ ʉbhʉbhɨ. Nɨmbu ɨrɨ kʉ kʉbha ʉmʉʉtʉ ahaabha mbʉʉsa wa chʉchʉsi kɨnʉ kɨkʉmʉkangata.
3d02140121	Na abhaatʉ bhanʉ bhamarirɨ kʉtatabhʉka mubhurimirya bhwɨ ɨɨsɨ yɨnʉ, bhakamenya bhwaheene Ʉmʉkʉrʉ nʉ Ʉmʉsabhuri wɨɨtʉ Yɨɨsu Kiriisitʉ, akʉmara bhakahaatibhwa naatu, na kʉtamwa kurwa mubhurimirya, bharabha mʉbhʉbhɨ bhʉkʉngʼu, kʉkɨra bhʉnʉ bhaarɨ nabhwɨ.
3d02150096	Yaarɨ ɨrabha hakɨrɨku kwebho bhatangamɨnyirɨ ɨnzɨra ye eheene, kutiga bhamenye, akʉmara bhatigɨ ubhuswaja ʉbhʉrɨndu bhʉnʉ bhahɨɨrwɨ.
3d021600c8	Kone emesaari yɨnʉ ikubhuga, “Imbwa ɨhaarya amaruki gaayo.” Kwikɨ kʉna ɨyɨndɨ yɨnʉ ikubhuga, “Ingurubhɨ yɨnʉ yʉjibhwɨ ihiitiringa naatu mobhototo.” Ɨbhu nɨmbu ɨhaabha kwebho.
3d030100c8	Abhasɨɨgwa bhaanɨ, ɨnyarʉbha yɨnʉ nɨ‑ya kabhɨrɨ nɨrabhaandɨkɨra. Mʉzɨnyarʉbha zʉʉsi ibhɨrɨ nɨkʉrirɨ umucha kubhuucha amiisɨɨgi gaanyu amazʉmu, kʉnzɨra yʉ ʉkʉbhahiitya.
3d030200c2	Nereenda muhiitɨ amangʼana ganʉ gaagambirwɨ na abharʉʉtɨrɨri abharɨndu ɨkarɨ, nu ubhuswaja bhwʉ Ʉmʉkʉrʉ nʉ Ʉmʉsabhuri bhʉnʉ bhwarɨɨtirwɨ kwa niimwɨ na abhatumwa bhaazɨ.
3d03030089	Hinga ereenderwa momenye zisikʉ zɨ ɨtɨnɨrʉ, bharaaza abhaatʉ bhe ekerege, bhanʉ bhakutuna umwʉyʉ gwabhʉ abheene. Bharabharega,
3d030400b4	bharabhuga, “Kiriisitʉ akabhuga araaza! Nangʉ arɨ hayi? Kwɨma bhasʉʉkʉrʉ bhakwɨ amangʼana gʉʉsi garɨ muryamurya, chɨmbu gaarɨ kwɨma ʉbhʉtangɨ bhwɨ ɨɨsɨ!”
3d030500b3	Abhaatʉ bhayo, bhariikorya nkina bhɨɨbhirɨ kʉbha ɨkarɨ Mungu akagamba ringʼana, risaarʉ nɨ ɨɨsɨ bhɨkabhumbwa. Akateema ɨɨsɨ kurwa mʉmanzi na kʉnzɨra ya amanzi.
3d03060053	Na kʉngʼana yiyoyiyo na kwiteemo rya amanzi, ɨɨsɨ ya ribhaga rirya ɨkarichwa.
3d030700b0	Na kwingʼana yiyoyiyo Mungu abhiikirɨ risaarʉ nɨ ɨɨsɨ, bhyʉkibhwɨ komorero. Abhibhiikirɨ igʉrʉ wu urusikʉ rʉnʉ araatɨnɨrɨ bhanʉ bhatakumwigwa na kʉbharicha.
3d030800a9	Nawe abhasɨɨgwa bhaanɨ, mʉtɨɨbha ringʼana rɨnʉ, kʉMʉkʉrʉ, urusikʉ rʉmwɨ rwangɨ imyaka ɨkɨkwɨ, ni imyaka ɨkɨkwɨ kwewe jangɨ nchu urusikʉ rʉmwɨ.
3d030900ec	Abhandɨ bharakina Ʉmʉkʉrʉ arakeezera kuhicha ganʉ aragɨɨnʼyɨ, zɨyi, atakokeezera. Nawe ahiigumirirya igʉrʉ waanyu, kʉ kʉbha atakwenda ʉmʉʉtʉ wʉwʉʉsi arimɨrɨ. Kɨnʉ akwenda, bhʉʉsi bhatigɨ ʉbhʉbhɨ bhwabhʉ.
3d030a00e6	Urusikʉ rwʉ Ʉmʉkʉrʉ rʉraaza nchu umwibhi. Urusikʉ ruyo, risaarʉ rɨrabhʉra kukirumo kɨkʉrʉ, ebhegero bhɨnʉ bhirimu bhɨrʉʉkibhwa no omorero, ɨɨsɨ yʉʉsi ɨrarika hamwɨmwɨ ne ebhegero bhyʉsi bhɨnʉ bhirimu.
3d030b00ab	Mmbe, kʉ kʉbha ebhegero bhyʉsi bhɨrarika kʉnzɨra yiyo, nangʉ, imwɨ moreenderwa kʉbha bhaatʉ bha teemwakɨ? Moreenderwa kwikara mʉbhʉrɨndu na kʉsʉʉka Mungu.
3d030c00b3	Mʉbhɨ mʉrarɨnda urusikʉ rwa Mungu rurya, na kokora ruhikɨ bhwangʉ. Urusikʉ ruyo, risaarʉ reroochwa no omorero na kurika, ne ebhegero bhɨnʉ bhirimu bhɨrahya no omorero.
3d030d0073	Nawe kʉrɨngʼaana nʉ ʉbhʉragɨ bhwazɨ, tʉrarɨnda risaarʉ riihya nɨ ɨɨsɨ iihya yɨnʉ yiizwirɨ eheene.
3d030e00b6	Kwɨbhu abhasɨɨgwa bhaanɨ, hanʉ mʉkʉrɨnda urusikʉ rurya, mokore umucha mʉbhɨ bhu umwʉyʉ mwɨrʉ, mʉtabha ni isoro mʉbhʉtangɨ bhwa Mungu, na mʉbhɨ no omorembe neewe.
3d030f00c1	Momenye ubhwigumirirya bhwʉ Ʉmʉkʉrʉ bhʉraha abhaatʉ umweya gwʉ ʉkʉsabhurwa, chɨmbu umuhiiri wɨɨtʉ Paaurʉ ʉmʉsɨɨgwa aabhaandikiirɨ kʉmangʼɨɨni ganʉ aahɨɨrwɨ na Mungu.
3d0310014f	Mʉzɨnyarʉbha zaazɨ zʉʉsi aragambɨra amangʼana gayo. Gareho amangʼana agandɨ mʉzɨnyarʉbha zaazɨ amakʉngʼu kwobhoora. Amangʼana gayo, abhaatʉ bhanʉ bhataana ubhwʉbhʉʉri na bhatakwimɨɨrɨra bhwɨma, bhahaagarimirya, chɨmbu bhahaarimirya Amaandɨkʉ Amarɨndu agandɨ. Na ko kokorabhu, bhahiikorera kurika abheene.
3d031100c2	Mmbe, abhasɨɨgwa bhaanɨ, kʉ kʉbha mʉmɨnyirɨ amangʼana gayo, mwiyangarɨrɨ mʉtaaza kurimiribhwa nʉ ʉbhʉbhɨ bhwa abhasarya bhayo, mugwɨ mutigɨ kwimɨɨrɨra bhwɨma moheene yanyu.
3d031200a1	Nawe mongʼehe kʉkʉra mʉbhɨgʉngi bhyʉ Ʉmʉkʉrʉ nʉ Ʉmʉsabhuri wɨɨtʉ Yɨɨsu Kiriisitʉ, no okomomenya bhʉkʉngʼu. Akumibhwɨ, nangʉ na kemerano.
3e00000009	1 Yoohana
3e010100e0	Tʉrabharaganʼya ɨngʼana igʉrʉ wa wʉnʉ akubhirikirwa Ɨngʼana yʉ ʉbhʉhʉru, wʉnʉ aareho kurwa ʉbhʉtangɨ. Itwɨ tʉkamwigwa na komorora na amɨɨsʉ gɨɨtʉ, tʉkamorora na kʉbhaabhaata na amabhoko gɨɨtʉ.
3e010200db	Ʉbhʉhʉru bhuyo bhʉkarorekana, na niitwɨ tʉkabhorora. Nangʉ tʉrabhamenyeekererya na kʉbharaganʼya ɨngʼana igʉrʉ wa wʉnʉ nɨ‑bhʉhʉru bhwa kemerano. Ewe aarɨ kwa Bhaabha Mungu, akarorekana kwa niitwɨ.
3e010300e8	Tʉkamorora na kumwigwa, nangʉ tʉrabharaganʼya ɨngʼana igʉrʉ waazɨ, korereke mʉbhɨ ni ikigwatani na niitwɨ mubhwisirirya. Ikigwatani kɨnʉ tʉnachʉ nɨ‑hamwɨmwɨ na Bhaabha Mungu, nu Umwana waazɨ Yɨɨsu Kiriisitʉ.
3e01040041	Tʉrabhaandɨkɨra ganʉ, korereke obhozomerwa bhwɨtʉ bhuhikɨ.
3e01050097	Mmbe, amangʼana ganʉ twigwirɨ kurwa kwa Yɨɨsu Kiriisitʉ, nego tʉkʉbharwazɨra, Mungu ni‑bhwɨrʉ, ataana ikiirimya chʉchʉsi mʉʉsi waazɨ.
3e01060082	Arɨɨbhɨ tʉrabhuga tuni ikigwatani na Mungu, ɨnʉ tʉrakaja kwikara mukiirimya, tʉragamba ʉrʉrɨmɨ, na tʉtakokora eheene.
3e010700c2	Nawe, arɨɨbhɨ turiikara mubhwɨrʉ, chɨmbu Mungu arɨ mubhwɨrʉ, tʉrabha ni ikigwatani itubheene kobheene. Na amasaahɨ gu Umwana waazɨ Yɨɨsu garabhɨngukya ʉbhʉbhɨ bhwɨtʉ bhwʉsi.
