2800000005	Mahte
34050c0094	Kami benae aw, nami ksunga khut bi lü Khritjan xünsak üng ning jah mcuhmtheh thalamkie asükyüa nami jah leisawng vaia kami ning jah nghui naki.
34050d0081	Ami khut bi dämkia kyase, däm säihkia leisawngnak ja mhläkphyanak am nami jah vepüi vai. Mat ja mat ngkhawtsengnak am ve ua.
34050e00b3	Ka benae aw, khyang kdame üng sitih jah pe ua. Kyükyawkeikie üng ktha jah pe u lü, ktha ngcekie jah kpüi ua. Khyang naküta veia mlung nami msaü vaia ning jah nghui na veng.
34050f007f	Khyang naw akse a pawh üng, akse üng käh jah msak be ua. Mat ja mat, ja khyang vana veia aläa akdaw pawh vaia mkhüh na ua.
3405100010	Aläa jekyai ua;
340511001a	Akcün tä lü ktaiyü ua.
3405120060	Ai a pha law üngpi jekyai ua. Khritaw Jesuh üng yümmat lü nami ve vai Pamhnam naw hlüei ve.
3405130027	Ngmüimkhya Ngcima khut käh dimsak ua;
3405140026	Sahmaea ngthu pyen käh yaihyünei ua.
340515002b	Anaküt cun mhnüt ma lü, akdaw dodang ua.
3405160019	Akse naküt hjawng u bä.
34051700d2	Dimdeihnak jah pekia Pamhnam naw anaküt ning jah ngcingcaihsak se. Bawipa Jesuh Khritaw a law be üng, nami ngmüimkhya, mlung kyawng ja pumsa avan cun mkhyekatnak naküt üng a lät vaia ning jah msümcei se.
3405180049	Nangmi ning jah khüki cun sitihkia kya lü acukba ning jah pawh khai ni.
3405190027	Ka benae aw, kami phäha pi ktaiyü ua.
34051a003e	Ngcingcaihkia hnunat mhnamnak am jumeikie avan jah hnukset ua.
34051b005e	Ahina kca hin jumeiki naküta veia nami kheh vaia Khritawa ngming üng ning jah nghui na veng.
34051c0036	Mi Bawipa Jesuh Khritawa bäkhäknak nami khana ve se.
350000000e	2 Thesalonikah
350101007f	Pawluh, Tilah ja Timoti üngkhyüh naw, Mi Pa Pamhnam ja Bawi Jesuh Khritaw üng sängeikia Thesalonikah sangcim khyangea veia,
3501020051	Mi Pa Pamhnam ja Bawi Jesuh Khritaw naw bäkhäknak ja dimdeihnak ning jah pe se.
35010300b4	Kami benae aw, nami jumeinak däm law phätphät lü khyang nami mhläkphyanak pi däm law bawkbawk ve. Acuna phäh kami jenak vaia nglawiki Pamhnam cun akcün tä se kami je naki.
3501040097	Acunakyase, mkhuimkhanak ja khuikhatnak naküt nami sawngtawh üng mlung msaü lü nami jumeia phäh, Pamhnama sangcimea maa kami ning jah awhcah naki.
350105009d	Ahin he naw Pamhnama ngthumkhyah ngtäi ve tia mdan lü nangmi pi Pamhnama Khawa nami pha khaia nami nglawikia kya ve. Acuna phäh ni khuikhanak nami khamei.
350106005d	Pamhnam naw angtäia va khut biki. Ning jah mkhuimkhakiea khana mkhuimkhanak pha law be khai.
35010700b4	Mkhuimkhanak khameikie üng hüieinak jah pe khai. Keimi pi jah pe khai. Bawipa Jesuh hlüngtaikia khankhawngsäe am khankhaw üngka naw a law be üng, acune cun jah pawh law khai.
3501080063	Mi Bawipa Jesuha Thangkdaw am ngja hlükie ja Pamhnam mahkie cun meikdäi am jah mkhuikha law khai.
3501090068	Bawipaa hlüngtainak ja a ma üngka naw jah mtai lü angsäia cimpyehnaka mkhuimkhanak cun khamei khaie.
35010a00c7	Acukba a law bea Mhnüp üng, a khyangea mhlünmtainak ja ani jumeikiea leisawngnak cun yahei khai. Keimi naw kami ning jah mtheha ngthu nami doeikia kyase, acun üng nangmi pi nami ngpüi hnga khai.
35010b00b8	A ning jah khünaka xün khaia lawingkawihkia a ning jah pyang vaia mi Pamhnama veia alä se kami ning jah ktaiyü petki. Nami dawkyanak hlü ja nami jumeinak cun ani naw kümbesak se.
35010c00b1	Mi Pamhnam ja Bawipa Jesuh Khritaw üngkhyüh, ahikba Bawipa Jesuha ngming naw nangmi üngka naw hlüngtainak yah khai. Nangmi naw pi ani üngkhyüha hlüngtainak nami yah khai.
3502010062	Ka benae aw, mi Bawipa Jesuh Khritaw a lawnak be vai ja a veia mi ngkhyumnak be vaia mawngma üng,
35020200f7	“Bawipaa Khawmhnüp cun pha law päng ve” ti lü ngmüimkhya ngcim üngka naw pi kyase, ngthu üngka naw pi kyase, keimia yuk lawa kcaa mäih naw pi kyase, nami cungngaihnak käh nghngih kthum lü käh nami kthaset vaia ning jah nghui na veng.
35020300a6	U naw pi ihawkba pi käh ning jah mhlei se. Akpäihnaka Pamhnam Kpetkie ja mulai meia cit khai Setxutnaka Capa am a po lawa küt üng ta, acuna Mhnüp am pha law ham.
35020400c4	Mhnama ami jah ngaihe ja ami sawkhahe naküt cun ani naw ia käh jah msui lü, ami khana vekia mhnünei law khai. Pamhnama Templea pi lutlang lü ngaw khai, amät cun Mhnam ni tia pyenei law khai.
350205004f	Nami hlawnga ka ve üng, ahin he avan ka ning jah mtheh cen am nami sümkie aw.
3502060082	Setxutnaka Capa cun naw amäta kcün üng a podang law vaia phäh, atuh hin käh podang law khaia ani khamki veki ti nami ksingki.
3502070093	Ngthupkia Setxutnaka Capa cun naw khut pawh k’um ve. Cunüngpi, sungkhamki mat cun am lak bea küt üngta, Setxutnaka Capa cun am podang law yah.
35020800af	Acunüng, Setxutnaka Capa cun podang law khai. Cunüngpi, Bawipa Jesuh naw a law bea kcün üng hmut sawxat lü hnim khai. Bawipa naw hlüngtaikia akvai am avana cimkpye khai.
3502090075	Acunüng, Setxutnaka Capa cun Khawyama johit am law lü müncankse ja cäiletnak akse mjüküm cun jah pawh law khai.
35020a00b2	Jah kcimpyeh vaia khyangea khana hleihlak ksekhyu mjüküm sumei law khai. Isenitiüng, acune cun naw küikyannak ami yahnak vaia ngthukcang cun mhläkphyanak üng am dodangei u.
35020b005e	Pamhnam naw johit ksekhyu cun tüih se, acun naw ami ksunga khut bi lü aksekhyu cun jumeikie.
35020c0065	Acun he cun ngthungtak käh jumei lü mkhyenak am ami hlimtui phäh mkatnak ami khamei vaia phäh ni.
35020d0113	Bawipa naw a ning jah mhläkphyanaka benae aw, Ngmüimkhya Ngcima johit ja ngthungtak nami jumnak am a khyang ngcima ning jah thawnsak lü, khawmdek am a ngtüi ham üngkhyüh küikyannak nami yah khaia Pamhnam naw a ning jah xüa phäh Pamhnam cun akcün tä se kami jenaki.
35020e009c	Nami veia Thangkdaw kami sang law üngkhyüha Pamhnam naw a ning jah xü ni. Mi Bawipa Jesuh Khritawa hlüngtainak nami ka na hnga khaia a ning jah khü ni.
35020f0083	Acunakyase, kami benae aw, ngthu kami sang ja kca kami yuk law am kami ning jah mtheia ngthungtake üng ngmanei lü ngkhängcek ua.
3502100098	Jah mhläkphya na lü a bäkhäknak üng ngkhängcekia äpeinak ja am düt theikia lingnak jah peki, mi Bawipa Jesuh Khritaw amät ja mi Pa Pamhnam naw,
3502110059	aläa akdaw pyen lü akdaw nami pawh vaia ngjuktha ning jah pe lü ning jah mcuhmcäi se.
35030100b8	Akpäihnaka, kami benae aw, Bawipaa ngthu cun nami ksunga akjanga ngthang lü a hlüngtaia mäiha, hnün lum üng ngthang hü lü leisawngnak am ami dodangei vai ua jah ktaiyü pet ua.
3503020072	Amawngma am ksing lü am dawkia khyange ja sexukia khyangea kut üng Pamhnam naw a jah yung vaia pi ktaiyü u bä.
350303007b	Cunüngpi Bawipa ta sitih bekhüt khawhki. Ani naw ngjuktha ning jah pe lü Khawyaipa üngkhyüh ning jah yungkaih khai ni.
350304005e	Kami ning jah mthei läklam lü nami läklam nglät khai tia Bawipa naw mkhühüpnak jah peki.
3503050078	Pamhnama mhläkphyanak ksing bawk vai ja Khritawa a khamei kba nami khamei khawh vaia, Bawipa naw lam ning jah msüm se.
35030600ac	Kami benae aw, kami ning jah mcuhmthehe käh jah läklam lü dudamkia jumeikiea ksunga käh nami ngcawngcik vaia mi Bawipa Jesuh Khritaw ngming üng ning jah nghui na veng.
3503070068	Nami hlawnga kami ve üng am dam u ngü. Acukba nami ve vai cun namimät naw angtea nami ksing bawki ni.
3503080087	Ua jah pet pi aphu kaa am doei u nawng. U pi ning jah bawngkhasak vai am yü na ung se, amhnüp amthan kami khyaih khawha kami khüiki.
3503090089	Nami veia kthähei lü yah kyawki. Cunüngpi, am ning jah kthähei u nawng. Acun cun nami jah ngcuhngkihnak vaia ahikba kami khüikie ni.
35030a005f	Nami hlawnga kami ve k’um üng, “Au pi khüia damki üng ei käh mbei vai” mi ti khawiki.
35030b0097	Nami ksunga khyang avang cun dudam lü khyanga khut üng ngcawngcik vai sawxat ksing lü, ipi käh pawhkia khyange ami ve mi ngjaka phäh kami pyen ni.
35030c0083	Ahina khyange hin amimäta kut am khüi lü ami yah ami ei vaia kami jah mcäiki. Bawipa Jesuh Khritawa ngming am kami jah mthehki.
35030d0043	Acunüngpi, ka benae aw, akdaw pawhnak üng käh nami pyaitham vai.
35030e00ad	Kami ning jah kbi lawa kca üngka ngthu am läklam hlüki ve taw khai. Cunüngpi, ami ngkeei law vaia i käh pawh ua. Jah msing sawxat u lü ami hlawnga käh ngpüingpaw ua.
35030f0056	Cunüngpi, yea mäiha ta käh jah vepüi ua. Nami khritjanpüia ngai lü jah mcäi ua.
3503100087	Dimdeihnaka phungnu, Bawipa amät naw akcün tä lü amjüküm üng dimdeihnak ning jah pe se. Bawipa cun nami vana khana ve nglät se.
3503110070	Pawluha Hnuksetnak hin kamäta kut am ka yuk ni. Ahikba ngsing sun lü kca ka yuk naküt ahikba ni ka yuk khawi.
350312003b	Mi Bawipa Jesuh Khritawa bäkhäknak nami khana pha law se.
3600000008	1 Timoti
3601010068	Mi äpeia Khritaw Jesuh ja mi küikyan Bawi Pamhnama khü, Khritaw Jesuha ngsä Pawluh üngkhyüh ni —
3601020086	Jumnak üng ka ca kcang Timotia veia: Mi Pa Pamhnam ja mi Bawipa Khritaw Jesuh naw bäkhäknak, mpyenmseinak ja dimdeihnak ning pe se.
360103009e	Maketawnih hne da ka ceh üng ka ning cüka kba Ephet mlüha na awma vai ka hlüeiki. Khyang avang naw akhye mcuhmthehnake ami jah mthei cän jah him kawm ti.
3601040091	Jumeinak üng mi ksinga Pamhnama bü cun am khüi u lü jah ngcuhngkaihsak khai khuikam ja pakhui tähnake cän ami jah hawih vaia jah mtheh bä.
360105007b	Ahin ka tinak hlü ta, mlung angcim, ngcimkia ksingnak ja jumeinak kcange üngkhyüh lawkia mhläkphyanak a ve law vaia ni.
360106005a	Khyang avange cun ahine üngkhyüh nglat u lü amdanga ngthähnak am ami lam mkhyühki he.
360107006f	Pamhnama thum jah mthei hlü u lüpi, mkhühüpnak üng a mi pyena mawnge ja amimäta ngthukhyü pi am ksing u.
360108003e	Thum cun sumeinak vai üng mi sumei cun dawki tia mi ksingkie.
36010900c8	Acuna thume cun khyang kdawa phäh am kya, lüpi thum lümkanki he, khyangksee, Pamhnam am ksing lü mkhyekatkie, hjawkkhah ning ja Ngmüimkhya lam am ksingkie, ami nupa hnimki he ja khyang hnimki he,
36010a00a9	ami vecawh am dawki he, hüipawmkie, khyang pinmankie, hleihlak lü cangkia mcuhmthehnak kpet lü akhyea saksi jah pekie ja akdaw ngthei ngkhawngnak üng ngsukhyekie ni.
36010b007e	Acuna mtheinak cun Pamhnama hlüngtainak ja jodawnak cun thangkdaw üngkhyüh kya lü acun hin sang khaia kei üng a na ap ni.
36010c0098	Ka khüibinak üng ngjuktha na pekia mi Bawipa Khritaw Jesuh cun ka jenaki. Ania khut bi khaia ka lawingkawihkia ngai lü a na mcawna phäh ka jenak ni.
36010d009b	Ahlana ani cun mkhuimkha lü ksekha na lü am adawa mawng ka pyen khawi kyawki. I ka pawh käh ksing lü jumnak am tak ham üngpi Pamhnam naw na mpyeneiki.
36010e0089	Khritaw Jesuh üng mi yümmatnaka kyaki mhläkphyanak ja jumnak cun kei üng na pe lü mi Bawipa naw a bäkhäknak akda keia khana buiki.
36010f00a2	Khritaw Jesuh khawmdeka a law hin mkhyeki he jah küikyan khaia lawki ti hin dokham lü jum kcang vai ti cun akcang pyena kyaki. Kei cun ami ksunga akse säih ni,
36011000b8	lüpi Pamhnam naw kei a na mpyenei hin Khritaw Jesuha mlung saünak kei üng mdanki. Akse säiha mkhyeki he hnua jumei law u lü sak ngsäi xünnak ami yah vaia msuimcäpnaka ka kyaki.
3601110098	Pamhnam mat däka kyaki, am thi thei lü am hmuh theia kyaki angsäia sangpuxanga thawnki ania veia hlüngtainak ja mküimtonak am angläta ve se! Amen.
36011200c5	Ka ca Timoti aw, ahina ngthupet cun nang üng ka ning ap ni, a hin cun ajana sahmae naw ami pyen kawia ngthukhyüa kyaki ni. Acäna ngthukhyüe cän akdawa na ngtukahnak vaia likcima jah sumei lü,
3601130079	na jumnak kcüng lü na cungaihnak pi vai kawm. Khyang avang naw ami ngcungihnak käh ngai u lü ami jumeinak kpyakie ni.
360114009d	Acune ksunga Himenias ja Aleksanda cun Khawyama johita k'uma jah ap lü ka jah mkhuimkha ni; ahin naw Pamhnam ami hmakatsak ami hawih vaia jah mthei khai ni.
3602010086	Acunakyase, akcüka, täsamnak, ktaiyünak, nghuinak ja jenak cun khyang avana phäha Pamhnama vei nami pawh vaia ning jah mtheh veng.
360202006e	Sangpuxang He ja ana takie cun dim’ye lü akdima Pamhnam leisawng lü akdawa ami ngneisaknak vaia phäha ni.
3602030034	Ahin hin daw lü mi küikyan Bawi Pamhnam jesaki ni,
360204004d	ani naw khyang naküt küikyannak yah lü ngthungtak ami ksing vai hlüei ve.
3602050059	Pamhnam mat ve lü Pamhnam ja nghngicim atänga jah lawpüiki khyang ta Khritaw Jesuh ni,
3602060087	ani cun nghngicim avan jah thawngkhyah vaia lawki. Pamhnam naw khyang naküt akcün kdaw üng küikyannak a yah vaia ahin cun saksi ni,
36020700a2	Acunakyase, kei cun khyangmjükcee jah mthei lü ngsäa kba ngthungtak ja jumeinaka mawng cun ka sang khaia a na tüih ni. Ka hlei am pyen ngü akcang ni ka pyen!
360208009a	Sangcima hjawkhahnak üng kpamie, Pamhnam ümnakie naw ngcuhngkaihnak ja mlungsonak käh ta lü ami kut khana jah säng u lü ami ktaiyü vai hlüei veng.
3602090090	Nghnumie pi aphu küi suisake, lusam pitpyangnak, xüi bilawhnak, suisak akdawa suiawi lü mlung mhnem lü käh nami nukhyap vai ka hlüeiki ni,
36020a0041	lüpi Pamhnam ka jumki tikia nghnumi cun naw akdaw bilo yah khai.
36020b003c	Nghnumie naw käh khikheh lü mlung mhnemnak am ngthei u se.
36020c0073	Nghnumie cun kpamiea khana ana ta lü jah mtheimkhawng khaia am täng veng, lüpi amimi cun hniphnawi yah khaie ni.
36020d0033	Adam cun mhnün ma lü acun käna Evah a mhnün ni.
36020e005c	Adam cun hlawhlepnak am kham lü Nghnumi va hlawhlepnak kham lü Pamhnama thum pi lümkanki.
36020f007e	Nghnumi cun a caa phäh küikyannak yah khai, jummeinak, mhläkphyanak ja ngcimcaihnak cun mlung mhnemnak am a mtunei üng ni.
3603010058	Akcang pyen ta: Kpami mat naw sangcim üng ngvai a bi hlü hin akdaw säiha ngaihnak ni.
36030200a3	Sangcim ngvai cun kbäüeinak am ve yah: a khyu mat däk ve yah khai, a mlung mhnemki, amät nängeiki, dawkyaki, a ima khin khina theiki, mtheinak pi pawh theiki,
360303005e	ju käh mpyüiki, ngtun käh pawhki, hniphnawiki, dim’ye lü ngui pi käh jawng na yah khai,
360304005a	ani cun amäta imkyawng up khawh lü a canae naw leisawng u lü a mtheh pi ngja yah khaie.
3603050054	Amäta imkyawng up vai am ksingki naw ihawkba Pamhnama sangcim cun msümcei khai ni?
360306006e	Jumeinak üng ngkhäng lü käh awhcah yah khai, Khawyai cun awhcah lü mkatnak a yaha kba käh thawn khai ni.
3603070077	Ani cun sangcim k'uma am veki khyange naw ami leisawng üngva Khawyaia mannak hlü üng lät lü a jo pi am se khai ni.
360308006f	Sangcim k'uma khüikie pi ngneisak daw lü ngcimcaihki; nguia hnu käh läk lü ju pi käh mpyüihmah yah khai;
360309004a	amimi naw mdana ngthungtak cun ksingkhyapnak kcang am kcüng yah khaie ni.
36030a0044	Akcüka sükcetnak kham u lü acun ami lät üng khüi bi yah khaie.
36030b0072	Ami khyue pi ami ngneisak daw lü cawkcek käh pawh lü anaküt üng thephya lü mlung mhnemkiea kya yah khaie ni.
36030c006d	Sangcim üng khüiki cun a khyu mat däk ve yah khai, a canae ja a imkyawng cun akdawa jah up khawh yah khai.
36030d006f	Sangcim k'uma khüikie cun akdawa ngdüi tho lü Khritaw Jesuh jumeinaka mawng pi ling lü pyen khawh yah khai.
36030e0059	Ahina ca ka yuk lawa kba, säng säng se nami veia law lü ning jah hmu khaia äpei veng.
36030f00ad	Lüpi ka cü üngta ahina ca naw ngthungtak däh lü ktunga kyakia Pamhnama imbung ja xüngseikia Pamhnama sangcim k'uma ihawkba vecawh vai ti cun ning jah ksingsak khai ni.
3603100118	Mi hjawkkhah ning ihlawka ngthup lü dämki ti cun u naw pi am kpet khawh: Ani cun nghngicima kba ngdang law lü akcün akha üng Ngmüimkhya naw a ngdansak, khankhawngsä he naw hmukie, ani cun khyangmjüea veia kpyaü hükie, khawmdek lum üng jumei u lü khankhawa kai beki ni.
36040100b7	Ngmüimkhya naw angsinga a pyen ta law khaia kcüne üng khyang avange naw jumnak hawih u lü ngmüimkhya k’hleie jah kcang na u lü khawyaiea mtheimthange cun läklam law khaie ni.
3604020074	Hleihlakiea tuivetnak am ahina ngtheinak cun ngthang hüki, ami ksingkhyapnake thi lü mthi ngling naw jah uiawngki.
36040300dc	Acuna khyange naw akhyesawh calaknak ja eiawk avang käh ei vaia jah mtheikie. Jenak mtheh lü ktaiyü käna ei vaia Pamhnam naw acuna eiawk cun a mhnünmceng ni, acun hin ngthungtak ksing lawki he ja jumeikiea phäh ni.
3604040070	Pamhnama mhnünmceng naküt hin dawkia kyase mah vai i am ve, lüpi jenak mtheh lü ktaiyünak am dokham vai ni,
360405004a	isetiakyaküng Pamhnama ngthu ja ktaiyünak cun Pamhnam naw dokhameiki ni.
36040600be	Namät naw ngmüimkhya lama jumeinak ngthu eiaw lü cangkia ngtheinak na läklam pänga kba, ahina mcuhmthehnake jumeikie üng na jah pet üng nang cun Khritaw Jesuha mpya kdawa na kya khai.
360407006c	Pyensaka am dawki he, khuikame üngkhyüh akthuka vea. Pamhnam ksingnaka kcünsak üng na mät ngtuinglenga.
36040800bb	Pumsa thületnak cun dawki ni; acun sepi, Ngmüimkhya lama thületnak hin anaküt üng daw bawki ni, isetikyaküng, ahin cun naw malam ja atuha kcün sak xawia phäh khyütam jah peki ni.
3604090043	Ahin cun cangkia pyensaka kya lü jumei lü dokham vai kunga kyaki.
36040a0088	Bawngkha lü mi khüiki, isetiakyaküng, aktunga ani jumei lü avana küikyan Bawia kya lü xüngseiki Pamhnama vei mi äpeinak mi taki.
36040b002f	Ahina mcuhmthehnake ja ngtheinake cän jah pea.
36040c00a7	Na dik hama phäh u naw pi käh ning mdihmsui se. Na pyensak, na vecawh, na mhläkphyanak, na jumeinak ja na ngcimcaihnake cun jumeikie naw a ning hjutuih vaia thawna.
36040d0066	Ka law vei cäpa, khyangea veia Cangcim khehnak, ngthu sangnak ja mtheinak üng na kcün pe lü biloa.
36040e007e	Na khana sahmae naw pyen u lü ngvaie naw ami kut mtaih üng Ngmüimkhyaa ning peta bänak cän am hnaläüei lü käh ve bä.
36040f0059	Khyang avan naw na dämduh a ning hmuh vai ua, ahine cän jah ktha na lü ngapei kawm pi.
36041000a6	Namät pi mcei lü na jah mtheinak pi mcei bä. Ahine cun msu lü pawh bä, isetiakyaküng, ahine na pawh ta ning ngjakie ja namät kung pi ning jah küikyan khai ni.
360501008d	Axüngvai kpami cän käh jah pyensa lü na pa mäia ani cun nghui na bä. Ami sak dik hamkia kpamie cän pi na benaa mäia jah vecawh püia.
360502007e	Axüngvai nghnumie pi na nua mäia jah mtheh lü ami sak diki nghnumie pi na cina mäia mlung ngcimnak üng jah mcuhmtheh bä.
3605030032	Amimät vekia hmeinue kcang cän jah leisawng bä.
36050400d1	Acunsepi, a tuca vekia hmeinue akcüka ami imkyawng üng Pamhnam ami jum vaia mta ami pawh vai cun ngthei ma u lü ami nupa ja ami pupie cun jah thungkhih be kawm u, isetiakyaküng, ahin naw Pamhnam jesaki ni.
3605050077	Hmeinu amät däk ve lü bükteng khai am veki cun Pamhnam äpei lü amhnüp amthan ktaiyü lü Pamhnam üm na khawhki.
360506003b	Bawimangnak vai suikia hmeinu ta xüng kyaw lüpi thiki ni.
3605070056	U naw pi ami hmakatnak käh a jah hmuh vaia ahina mcuhmthehnake cän na jah mthei vai.
3605080079	A u pi ami kawnsang, aktunga ami mäta imkyawng üngka am büktengki ta jumeinak mah lü am jumeikie kthaka pi sexuki ni.
3605090072	A kum khyukip am khekia nghnumi cän hmeinu calang üng käh na ngpüisak vai. Acuna thea ahun däk va cei mah lü
36050a00ca	akdaw a bilawha phäh nglongthangki: a ca akdawa jah mdühmcahki, a ima khin dokhamki, jumeikiea phäh nemkia mtae biloki, khuikhakia khyange jah kpüi lü amät pi akdawkya biloki cun na ngpüisak vai.
36050b007d	Ami sak dik hamkia hmeinue ta käh na jah ngpüisak vai; isetiakyaküng, ami cei mah be vai ami täng üng Khritaw nglatakie,
36050c004a	akcüka ami pawha khyütam ami lümkana phäh mkhyekatnak pha law khai ni.
36050d0096	Khyange ima cit hü u lü ami kcün päihnak khaie, acuna thea akse bawk ta, am ami pyensak vai pyen u lü khyanga am adawa mawng cingjangei khaie ni.
36050e009e	Acunakyase, a sak dik hamki hmeinue cän cei mah be u lü ami imkyawng ja ami canae cun ami jah mceimsang üngva mi yee naw mi phäha akse ami pyen vai am ve.
36050f0036	Hmeinu avange ta Khawyam läk khaia nglat pängkie ni.
36051000bd	Khritjan nghnumia ima hmeinue kcang ami ve üng ani naw jah mcei lü sangcima phäha phüihkawh käh mtaih kawm, acukba akyak üngva amimät veki hmeinue cun sangcim naw jah mceimsang khai.
360511008f	Khawngmanga kba akdawa khut biki ngvaie cän, aktunga ngthu sang lü jah mtheimthangkie cun püp nghngih ngkhyengnak yahei khaiea ngkäihki ni.
3605120079	Cangcim naw, “Cang lehsaka se cän a mpyawng käh kbüpa” “khüikie cän pi ngkhyengnak yah khaie ni” tia pyenki.
3605130068	Nghngih kthuma ja acuna thea nungki saksi am ve xa lü angvai ami mkateia ngkhaw cän käh jah ngai bä.
360514004b	Mkhyekatkie cän khyang ksunga na jah ksenak üngva akcee pi kyühei khaie.
3605150093	Pamhnam ni, Khritaw Jesuh ja a xüa khankhawngsä hea hmaia khawkphyüm ngai lü khyang hmai käh na teng vaia hina mcuhmthehnake hin jah läklama.
3605160099	Bawipaa khut pawh khaia khyange jah cuap lü ami khana na kut akjanga käh mtaih bä. Khyangea mkhye käh jah ng’yetei püi lü namät na ngcimsak vai.
360517006a	Am na khyaih xawh xawhkia kyase tui däk käh aw lü na ei acip thei vaia capyit tui aläm pi awk sih bä.
3605180091	Khyang avangea mkhyekatnak cun angsinga mi hmu se ami mkhye naw ngthumkhyah vaia jah cehpüi lü khyang akcea mkhyekatnak cun hnua ni mi hmuh ta.
360519005d	Acukba kunga akdaw mi bilawh cun angsinga mi hmu lü am ngsing bäki cän pi am mi thup thei.
3606010082	Mpyae naw ami mahpae cun leisawng vaia ngkäihkia ami ngaih üngva Pamhnama ngming ja kami jah mtheinak cun akse u naw pi am pyen.
360602012a	Khritjan mahpanakie mpyae naw ami mahpae käh jah mdihmsui u se, isetiakyaküng ami mahpae cun pi jumeikie ni. Sa lü akdaw bawka jah bi pet khaie, isetiakyaküng ami khut üngkhyüh akdaw ami yaheinak cän ami jah kphyanak jumeikie ami mahpae ni. Nang naw ahine cun sang lü na jah mthei yah khai.
3606030075	A u pi mi ngtheinak ja mi Bawipa Jesuh Khritawa ngthu kcang üng am täng lü ningsaw hngalangkia mtheinak pawki cun,
36060400ba	awcahnak naw mjaw lü i pi am ksing. Ani naw a law cun am dawkia ngcuhnak ja ngvawknak hlü vai khyü nglung he ta lü ahin naw ng’eihnak, ngcuhngkaihnak, thangmsetnak, aksea ngaihnak,
3606050074	angläta ngcuh vai cun ngthungtak ami mlunga am vekia khyange ni. Ningsaw hin bawimangnak vaia amimi naw ngaikie ni.
360606003d	Daw ve, mi tak mi khäksak üng ningsaw naw jah bawimangsaki.
360607006f	Khawmdeka i mi law püiki ni? I am mi law püi! Khawmdek üngkhyüh i ja mi cehpüi thei? I am mi cehpüi thei!
360608003d	Acuna kyase, eiawk ja suiawi mi tak hin mimia phäh khäk ve.
3606090098	Lüpi, bawimang hlükie cun, hlawhlepnak khamei u lü angnak naw jah pinman lü akse hlükaweinak naw amimi cun pyaknak ja pyüpyehnak da jah kaihki ni.
36060a0094	Ngui jawngnak hin aksekhyu naküta phungnu ni. Khyang avang cun ahin tak vai täng lü jumnak üngkhyüh akthuka cit u lü ami mlung puksetsakie ni.
36060b00ad	Acunsepi, nang Pamhnama khyang ahina ngkhawe jah hjawnga. Nang ta ngsungpyunnak, Pamhnam ksingnak, jumeinak, mhläkphyanak, khameinak ja hniphnawinak na tak vaia mtunei bä.
36060c00ae	Jumeinak üng na khyaih khawha dawng lü angläta xünnak cän yaha, saksi khawhah maa na tak jumnak ja Pamhnam naw ahina sak aning khü üng angkhänga na ng’anei cän ni.
36060d0085	Anaküt üng xünnak pekia Pamhnam hmai ma ja Pontas Pilat maa jumnak angkhänga ng’aneiki Khritaw Jesuha maa ngthu ka ning pet ta,
36060e006c	Mi Bawipa Jesuh Khritaw ponak law Mhnüp vei cäpa sitih lü na bi vai jah kcüngei lü jah läklam kawm pi.
36060f007b	Bawiea Bawipa, sangpuxangea Sangpuxang, a jodaw lü Suki mat däk Pamhnam kcün a kha üng a ponak vai cun ngdang law khai.
36061000a7	Ani däk va am thi thei lü u naw pi am a k’et khawha akvai üng veki. U naw pi am hmu thei, u naw pi am hmu khawi. Angläta johit ja leisawngnak a veia ve se! Amen.
36061100cd	Hina kcünsak üng bawimangkie cän, ami kcünsak üng käh awhcah lü am ngkhängkia bawimangnak üng äpeinak käh ta lü anaküt mi jekyainak vaia jah peki Pamhnama vei äpeinak ami tak vaia jah mtheha.
360612006f	Ami tak cun käh kpamei lü akce üngpi jah yet lü akdaw lama bawimang u lü akdaw ami bilawh vaia jah mtheha.
3606130080	Ahina tuilam üng ni malama ngkhängkia bawimangnak cun mkhämei khaie ni. Acun üngva amimi naw xünnak akcang cun yahei khaie.
36061400aa	Timoti aw, na mcei vaia ning ap cän akdawa säma. Amdang pyensake ja khyang avange naw “Ksingkhyapnak” ami tia am käh ngtähkia ngcuhngkaihnake cän jah hjawng bä.
3606150075	Avang he naw acun kami taki ti u lü acuna phäh jumnak lam mkhyühki he. Pamhnama bäkhäknak nami vana khana ve se.
3700000008	2 Timoti
3701010081	Khritaw Jesuh am yümmatnak mi taka xünnak khyütam sang khaia tüih, Pamhnama hlüei Khritaw Jesuha ngsä Pawluh üngkhyüh ni,
3701020086	Ka mhlänak ka ca Timotia veia ni: Pa Pamhnam ja mi Bawipa Khritaw Jesuha bäkhäknak, mpyeneinak ja dim’yenak nang üng ning pe se.
37010300b8	Ka pupae naw ami na khüih khawia mäiha ngcimkia mät ja mät ksingnak am ka khüiha Pamhnama veia jenaka mthehki. Amhnüp amthan ka ktaiyünak üng ka ning süma phäh ani ka jenaki.
370104004a	Na miktui ka süm üng, jekyainak am ka be vaia aktäa ka ning hmu hlüki.
370105008e	Na nu Unick ja na pi Lawiha ami tak jumnaka ngkaw nang naw pi jumnak akcang na tak ka sümki. Nang naw pi acuna jumnak na taki tia ka ksingki.
3701060081	Acunakyase, na khana ka kut ka mtai üng Pamhnam naw bänak a ning yet cän mphyünki lü na süm vaia ka ning mtheh be tüki ni.
