2800000005	Matei
3d030c00b3	akuno nnikulilolelanga lyubha lya a Nnungu na nnijuganga liishe shangu. Lyubha lya tiniywa kunnungu na moto na angabhanywa, na indu yakwe ya tangu na tangu ipinga tiniywa na moto.
3d030d0069	Ikabheje uwe, kwa malagano gabho tunalindilila kunnungu kwa ambi na shilambolyo sha ambi, shigumbele aki.
3d030e0093	Kwa nneyo ashaambwiga ajangunji, akuno nnikulilolelanga lyene lyubhalyo, ntamangane ukoto kwa ulele na a Nnungu, nnakolanje ilebho wala sha gambwa.
3d030f00a5	Nnapinjikwanga nkubhonanje kwiipililila kwa Bhakulungwa kuti ntapulo gwetu, malinga apwetu a Pauli shibhashite kunnjandishilanga kwa lunda lubhapegwilwe na a Nnungu.
3d0310010c	Genego ni gubhaakumbushiya mmalua yabho yowe. Mmalua yabhomo ipali indu ina ya ukomu kwiimanya, indu ipuganywa na bhandunji bhangalinginji lunda na bhangaishimilikanga, malinga shibhapuganyanga malobhe gana ga Mmajandiko. Kwa nneyo bhanakwiiangabhanyanga ashaayenenji.
3d031100ac	Bhai mmanganya ashaambwiga ajangunji, mwiimanyinji yenei. Mwiiteiganje nnapuganywanje na bhene bhatendanga yangali ya mmbonebho, nnaagwanganga nileka kuishimilika kwenunji.
3d03120097	Ikabheje mpundanje kukula nnema na nkwaamanya Bhakulungwa bhetu na Bhaatapula a Yeshu Kilishitu. Ukonjelo ubhe na bhenebho, nnaino na piti piti! Amina.
3e00000008	1 Yowana
3e010100d9	Tunakunnjandishilanga mmanganyanji ga Lilobhe lya Gumi, lyaapali kuumila kundandubho, uwe twalipilikene, twalibhweni kwa meyo getu twaashaayene, twashinkulibhona kwa meyo getu na kulikwaya kwa makono getu twaashayene.
3e010200b3	Gwene gumigo pugwalangwilwe kwetu uwe twaubhweni. Kwa lyene ligongoli tunakuukong'ondela na kunnungushiyanga ngani ja gwene gumi gwa pitipiti uli na a Tati na ulangwilwe kunngwetu
3e010300bd	Lyene litulibhweni na kulipilikana lila, ni litulunguya kunngwenunji nkupinga na mmanganya nnundananje na uwe. Na kulundana kwetu, ni kubha pamo na a Tati na Bhana bhabho a Yeshu Kilishitu.
3e01040060	Tunakunnjandishilanga mmanganyanji gene malobhe gano nkupinga tubhowe pamo, tuangalale kwa kaje.
3e0105009e	Gegano ni malobhe gutupilikene kukoposhela kwa a Yeshu Kilishitu na gutukunnungushiyanga ni gegano. A Nnungu ni shilangaya, na kwa bhenebho kwangali lubhindu.
3e0106007b	Tujilaga kuti tuli pamo na Bhenebho, akuno tulitama nkutenda ya nyata, penepo tunalambila, na itendi yetu nngabha ya kweli.
3e01070095	Ikabheje tutamaga nshilangaya malinga Bhenebho shibhali nshilangaya, bhai uwe tunabha pamo, na minyai ja a Kilishitu, jinakututakaya yambi yetu yowe.
3e0108005d	Tubheleketaga kuti twangali yambi tunakwiitemba twaashayene, wala twangali kweli mmunda jetu.
3e010900a1	Ikabheje twiilugulaga yambi yetu, pabha a Nnungu ni bhaakulupalika na bhanatenda aki, bhai shibhatuleshelele yambi yetu, na kututakaya na ya nyata yowe itukwete.
3e010a006d	Tujilaga kuti tukanabhe tenda yambi, tunakwaatenda a Nnungu bhanami, na lilobhe lyabho likaatama mmunda jetu.
3e020100e9	Ashibhanangu bhungumpinganga, ngunakunnjandishilanga gene malobhe gano nkupinga nnatendanje yambi. Ibhaga mundu atendaga yambi, tukwete bhakutubheleketela kwa a Tati, na bhene bhakutubheleketelabho, ni a Yeshu Kilishitu bhakwete aki.
3e020200a1	Bhenebho ni mbepei jishoshiywe kwa ligongo lya leshelelwa yambi yetu, wala nngabha kwa ligongo lya yambi yetu pe, ikabheje kwa ligongo lya yambi ya bhandu bhowe.
3e02030044	Uwe tumumanyi kuti twaamanyi a Nnungu, ibhaga tukunduga amuli yabho.
3e02040077	Mundu aitembaga kuti, abhamanyi a Nnungu akuno akaakunda amuli yabho, jwenejo ni nnami, na jwangali kweli mmunda jakwe.
3e02050095	Ikabheje jwene akunda lilobhe lya a Nnungu, analangula shakuti kwaapinga a Nnungu mmunda jakwe. Kwa lyeneli, tumumanyi kuti tunaalundana na a Nnungu.
3e0206006e	Mundu jojowe abheleketa kuti analundana na a Nnungu, anapinjikwa kutama malinga shibhaatemi a Yeshu Kilishitu.
3e020700ac	Bhakilishitu ajangunji ngakunnjandishilanga amuli ja ambi, ikabheje ja bhukala jinnjimanyinji kuumila kundandubho. Na jene amuli ja bhukala, ni lilobhe limpilikenenje lila.
3e020800b9	Nkali nneyo ngunakunnjandishilanga amuli ja ambi, yani lilobhe lili lya kweli nkati jabho a Kilishitu na nkati jetu, pabha lubhindu lunapita na shilangaya sha kweli tayali shinalangaya.
3e0209006b	Mundu abheleketa kuti mwali nshilangaya akuno alikumpata nkilishitu nnjakwe, jwenejo launo mwali nnubhindu.
3e020a006b	Jwene akumpinga nkilishitu njakwe, anatama nshilangaya na nkati jakwe shakwapi sha kummulaya kutenda yambi.
3e020b0080	Ikabheje akumpata nkilishitu njakwe, anatama na owa nnubhindu na akakukumanya kwa kwenda, pabha lubhindu lushikunng'ibhila meyo.
3e020c006e	Ngunakunnjandishilanga mmanganya ashibhanangu, pabha nshileshelelwanga yambi yenunji kwa lina lya a Kilishitu.
3e020d00cb	Ngunakunnjandishilanga mmanganyanji bhanangulungwa, pabha mwaamanyinji Bhene bhaapali kuumila kundandubho ja indu yowe, ngunakunnjandishilanga mmanganya mmashanda, pabha nshikunkombolanga Lishetani jula.
3e020e014b	Ngunakunnjandishilanga mmanganyanji ashibhanangu, pabha mwaamanyinji a Tati. Ngunakunjandishilanga mmanganyanji bhanangulungwa, pabha mwaamanyinji bhaaliji kundandubho ja indu yowe. Ngunakunnjandishilanga mmanganyanji mmashanda, pabha nshikolanga mashili na lilobhe lya a Nnungu linatama nkati jenunji, na munkombwelenje Lishetani.
3e020f007d	Nnashipinganje shilambolyo, wala indu itama nshilambolyo. Mundu ashipingaga shilambolyo akakombola kwaapinga a Tati a Nnungu.
3e021000c1	Pabha kila shindu shili pa Shilambolyo, malinga kukongolela ilokoli ya pa shiilu, ilokoli ya meyo, na kuipuna kwa nndamo, yene yowei ikaakoposhela kwa a Tati, ikabheje kuikopoka ku shilambolyo.
3e02110061	Shilambolyo na ilokoli yakwe inapita, ikabheje mundu atenda ibhaapinga a Nnungu shatame pitipiti.
3e021200e8	Ashibhanangu, gegano ni malanga ga kumpelo. Mwapilikenenje kuti akakwaakunda a Kilishitu shaaishe, ikabheje nkali nnaino bhakwaataukanga a Kilishitu bhabhagwinji bhaikengenenje. Kwa nneyo tumumanyi kuti gegano ni malanga ga kumpelo.
3e02130108	Bhene bhandunjibha, mubhakoposhelenje munkumbi gwetu, ikabheje bhakalinginjiji bhetu, na kwa lyene ligongolyo bhatuleshilenje. Kaliji bhakalinginji na uwe, bhakatemingene na uwe. Ikabheje bhashikutulekanga kupinga imanyishe kuti bhakalinginjiji bha munkumbi gwetu.
3e02140051	Ikabheje nshigumbaywanga naka Mbumu jwa Ukonjelo, na mmowenji nnjimanyinji kweli.
3e02150091	Bhai, nangannjandishilanga pabha nkakujimanyanga kweli, ikabheje pabha nnjimanyinji kweli na kabhili pabha gwakwa unami gogowe ukoposhela nkweli.
3e02160092	Gani ali nnami? Ni jwene atauka kuti a Yeshu nngabha a Kilishitu. Jweneju ni akakwaakunda a Kilishitu, pabha anakwaakana a Tati naka Mwana gwabho.
3e0217007f	Jwene akumposhela Mwana, akakwaaposhela na a Tati nneila peila, ikabheje akumposhela Mwana, anakwaaposhela a Tati nneila peila.
3e021800c4	Kwa nneyo nkamulanje mmitima jenunji majiganyo gumpilikenenje kuumila ku ndandubho. Ibhaga nkagulilangaga majiganyo gumpilikenenje kuumila ku ndandubho, shintamangananje nkati jika Mwana na a Tati
3e0219003c	Na a Kilishitu bhayene bhatupele miadi ja gumi gwa pitipiti.
3e021a0056	Njikunnjandishilanga gene malobhega kwa ligongo lya bhandu bhaapinganga kumpuganyanga.
3e021b0151	Ikabheje a Kilishitu bhashikutupa Mbumu jwa Ukonjelo. Na pabha Mbumu jwa Ukonjelo anatama nkati jetu, nkapinjikwanga kujiganywa naka mundu jojowe, pabha Mbumu jwabho anakunnjiganyanga indu yowe. Jwene Mbumujo anakunjiganyanga ya kweli na wala akabheleketa unami. Bhai malinga Mbumu shakuti kunjiganyanga, ntamangane nkati ja a Kilishitu.
3e021c00a6	Na nnaino ashibhanangu, ntamangananje nkati jabho a Kilishitu, nkupinga tubhe na ngulupai ja kweli malanga gubhapinga koposhela, na tunakole oni lyubha lishibhabhuje.
3e021d0090	Mmumanyinji kuti a Kilishitu ni bhakwete aki, kwa nneyo nnapinjikwanga nneila peila kumumanya kuti kila mundu atenda aki, ni mwana jwa a Nnungu.
3e030100b5	Bhai nnolanje, Atati shibhakuti kutupinga mpaka muntima, nikutushema bhana bha a Nnungu, na nneyo ni shituli uwe. Shilambolyo bhakakutumanyanga uwe pabha bhakakwaamanyanga a Nnungu.
3e030200cd	Bhakilishitu ajangunji, uwe nnaino ni tubhana bha a Nnungu, ikabheje ikanabhe manyika shitubhe bhuli pushibhakoposhele a Kilishitupo. Ikabheje tumumanyi kuti shitulandane nabho pabha shitwaabhone shibhali.
3e03030074	Bhai kila mundu akulikulupalila lyeneli mwa a Kilishitu, anakwiibhika ukoto mbuti a Kilishitu shibhali bha ukonjelo.
3e03040058	Kila mundu atenda shambi anakujikana shalia ja a Nnungu pabha shambi ni kujikana shalia.
3e03050063	Mmumanyinji kuti a Kilishitu bhashinkuika kuushoya yambi yetu na bhenebho bhangali shambi shoshowe.
3e030600a7	Bhai kila atama nkulundana na a Kilishitu akayobhelela kutenda shambi, ikabheje kila mundu atenda shambi akanabhe kwaabhona a Kilishitu, wala akakwaamanya a Kilishitu.
3e03070092	Bhai ashibhanangu nnakundanje kupuganywa naka mundu jojowe. Mundu atenda itendi ya mmbone, jwenejo akwete aki malinga a Kilishitu shibhali bha aki
3e030800d3	Ikabheje ayobhelela kutenda shambi, jwenejo juka Lishetani, pabha Lishetani ayobhelele kutenda shambi kuumila kundandubho. Ikabhe Mwana jwa a Nnungu, ashinkuika pa shilambolyo kuangabhanya maengo gaka Lishetani.
3e030900a3	Kila mwana abhelekwe na a Nnungu, akayobhelela kutenda shambi pabha Unnungu uli nkati jakwe, wala akayobhelela kutenda shambi, pabha jwenejo ni mwana jwa a Nnungu.
3e030a00b7	Nneyo peyo ni pwiikumanyika mwana jwa a Nnungu na mwana juka Lishetani. Mundu jojowe akaatenda ya aki, na akakwaapinganga bhaakulupalilanga ajakwe, jwenejo nngabha mwana jwa a Nnungu.
3e030b0059	Ntenga gumpilikenenje kuumila kundandubho ni gweguno, tunapinjikwa kupingana twaashayene.
3e030c00d6	Tunabhe mbuti Kaini, jwenejo paaliji juka Lishetani, ashinkummulaga mpwakwe. Kwa ligongo lyashi ashinkummulaga mpwakwe? Kwa ligongo lya itendi yakwe nnyene ishinkubha ya nyata, ikabheje ika mpwakwe puyaliji ya aki.
3e030d0064	Bhai bhaakulupalilanga ajangunji, nnakanganigwanje ibhaga shilambolyo shikakumpinganga mmanganyanji.
3e030e00a4	Uwe tumumanyi kuti tupitile kukopoka nshiwo nikwenda ku gumi, pabha tunakwaapinganga Bhakilishitu ajetunji. Mundu akakwaapinganga bhakilishitu ajakwe anatama nshiwo
3e030f0091	Kila akakumpinga akulupalila nnjakwe jwenejo nkubhulaga, na mmanganyanji mmumanyinji kuti jojowe abhulaga jwangali gumi gwa pitipiti nkati jakwe.
3e031000be	Uwe putukumanyi kupingana ni nneino. A Yeshu Kilishitu bhashinkwiishoya gumi gwabho kwa ligongo lyetu uwe, numbe uwe tunapinjikwa kwiishoya gumi gwetu kwa ligongo lya bhaakulupalilanga ajetu
3e031100a4	Bhai mundu akolaga mali ga pashilambo pano, na ammonaga nnjakwe ali nshilaje, nikola ntima gwa nonopa gwangali kummonela shiya, a Nnungu shibhampinje bhuli jwenejo?
3e0312005c	Ashibhanangu kupingana kwetu kunabhe malobhe jika, ikabhe tupingane kwa kweli na kwa itendi.
3e03130059	Nneyo ni pushitumumanye kuti uwe ni tubhandu bha kweli, na tukakola lipamba kwa a Nnungu.
3e0314008e	Ibhaga ndumbililo yetu ituukumulaga, tumumanyi kuti a Nnungu ni bhakulungwa kupunda ndumbililo yetu, na kuti Bhenebho bhashimanyi kila shindu.
3e03150080	Ashaambwiga ajangunji, ibhaga mitima jetu jangali sha kutuukumula, bhai shitukombole kubha na makangala ga kwaajendela a Nnungu.
3e0316006a	Na shituposhele kwa bhenebho shoshowe shitujuga, pabha tunakagulila malajilo gabho, na tenda ikwaanonyela.
3e0317006d	Na malajilo gabho ni nnei, twaakulupalile Bhanabhabho a Yeshu Kilishitu, na tupingane malinga shibhatulajile.
3e031800d5	Akagulila malajilo ga a Nnungu, anatama nkulundana na a Nnungu, na a Nnungu bhanatama nkulundana na jwenejo. Kupitila kuka Mbumu jubhatupeleshele a Nnungu, uwe tumumanyi kuti a Nnungu, bhanatama nkulundana na uwe.
3e04010100	Bhakilishitu ajangunji, nnankulupalilanje kila mundu abheleketa kuti ashikola Mbumu jwa a Nnungu, ikabheje munninganje ibhaga jwene mundujo anaalongoywa naka Mbumu jwa a Nnungu, pabha ashinkulondola bha unami bhabhagwinji bhashikoposhelanga pa shilambolyo.
3e040200bb	Mpingangaga kummanya kuti jwene mundujo analongoywa naka Mbumu jwa a Nnungu, shimummanyanje nnei. Kila akunda kuti a Kilishitu bhashinkuika nibha mundu, jwenejo akwete Mbumu jwa a Nnungu.
3e040300dc	Ikabheje jojowe akakwaakunda a Kilishitu, jwenejo jwangali Mbumu akopoka kwa a Nnungu. Jwenejo ashikola mbumu ataukangana na a Kilishitu, mmanganyanji mwapilikenenje kuti alikwiiya, na nnaino tayali aishe pa shilambolyo.
3e040400d2	Ikabheje Mmanganyanji ni bhana bha a Nnungu, numbe mwaakombwelenje bhene ashinkulondola bha unami, pabha Mbumu ali nkati jenunji, ni nkulungwa kupunda mbumu ali nkati jabhonji bhene bhalinginji bha shilambolyo.
3e040500af	Bhanganyanjibho ni bha pa shilambolyo, na ibhabheleketanga indu ya pa shilambolyo, na shilambolyo shinakwaapilikanishiyanga, pabha bhene bhanganyanjibho ni bha pa shilambolyo.
3e040600ba	Uwe ni tubha a Nnungu. Mundu abhamanyi a Nnungu anakutupilikanila, mundu akakwaamanya a Nnungu akakutupilikanila. Bhai nneyo, ni shitukombola kummanya Mbumu jwa Kweli na mbumu jwa unami.
3e040700a4	Bhakilishitu ajangunji, tupingane, pabha kupingana kukukoposhela kwa a Nnungu. Kila mundu akumpinga nnjakwe, jwenejo ni mwana jwa a Nnungu na anakwaamanya a Nnungu.
3e0408005c	Mundu akakwaapinganga ashaajakwe jwenejo akakwaamanya a Nnungu, pabha a Nnungu ni kupingana.
3e04090087	A Nnungu bhashinkulanguya kuti bhanakutupinga uwe pubhampeleshe Mwanagwabho jwa jika pa shilambolyo, nkupinga tupate gumi kuka jwenejo.
3e040a00b4	Kweneku ni kupingana, nngabha kuti uwe tushinkutandubhila kwaapinga a Nnungu, ikabhe Bhenebho bhashinkutupinga kuishila kuntuma Mwanagwabho abhe mbepei ja kutuleshelela yambi yetu.
3e040b0067	Bhakilishitu ajangunji, ibhaga a Nnungu bhashinkutupinga nneyo, bhai, numbe uwe tunapinjikwa kupingana.
3e040c0089	Jwakwa mundu abhabhweni a Nnungu, ikabheje tupinganaga a Nnungu bhanatama nkulundana na uwe na kutupinga kwabho kunashimilika nkati jetu.
3e040d008b	Tumumanyi kuti tunatama nkulundana na a Nnungu, na Bhalabho a Nnungu bhanatama nkulundana na uwe, pabha bhenebho bhashikutupa Mbumu jwabho.
3e040e007f	Uwe tugabhweni, numbe tunakwakong'ondelanga bhananji kuti, Atati bhashinkwaatuma Bhanabhabho bhabhe bhaatapula bha shilambolyo.
3e040f009b	Kila mundu akwaakunda a Yeshu Kilishitu kuti Mwana jwa a Nnungu, a Nnungu bhanatama nkulundana na jwene mundujo, na jwenejo anatama nkulundana na a Nnungu.
3e041000c6	Bhai uwe tumumanyi na tunakulupalila kuti a Nnungu bhanakutupinga. A Nnungu ni pingana, na mundu jojowe atama nkupingana, anatama nkulundana na a Nnungu, na a Nnungu bhanatama nkulunduna na jwenejo.
3e041100aa	Kwa nneyo kupingana kutimilile nkati jetu nkupinga tukole makangala lyene lyubha lya ukumu, pabha kutama kwetu pa shilambolyo pano, shikubhe mbuti kutama kwa a Kilishitu.
3e041200b4	Pukutemi kupingana pangali bhoga, elo, kupingana kwa timilika kunashoya bhoga gowe. Bhai, mundu akwete bhoga akanabhe timilika nkupingana, pabha bhoga unakagulana na kupanyangulwa.
3e0413003d	Uwe tunapingana pabha a Nnungu ni bhatandwibhe kutupinga uwe.
3e041400bf	Mundu abheleketaga kuti anakwaapinga a Nnungu, akuno akakumpinga nkilishitu njakwe, jwenejo analambila. Pabha mundu akakumpinga njakwe jwa kummona, akakombola kwaapinga a Nnungu akakwaabhona.
3e04150069	Bhai jejino ni amuli jibhatupele a Kilishitu. Akwaapinga a Nnungu anapinjikwa kumpinga nkilishitu njakwe.
3e0501009b	Mundu jojowe akulupalila kuti a Yeshu ni a Kilishitu, jwenejo ni mwana jwa a Nnungu na kila mundu akwaapinga a Tati, nneila peila anakumpinga mwana gwabho.
3e05020070	Nnei ni putukumumanya kuti tulikwaapinganga bhana bha a Nnungu, kwa kwaapinga a Nnungu na kuikamula amuli yabho.
3e0503004b	Pabha kwaapinga a Nnungu ni kukagulila amuli, na amuli yabho yangali ukomu.
3e0504006f	Pabha kila mwana jwa a Nnungu anakushikombola shilambolyo. Tunakushikombola shilambolyo kupitila ngulupai yetu.
3e05050058	Gani akushikombola shilambolyo? Ni jwene akulupalila kuti a Yeshu ni mwana jwa a Nnungu.
3e050600d4	A Yeshu Kilishitu ni bhaaishe kwa bhatishwa kwabho mmashi, na kwa minyai ja kuwa kwabho. Bhanngaika kwa mashipe, ikabheje pamo na mashi na minyai. Na Mbumu ni akong'ondela yene indu ila, pabha Mbumu ni jwa kweli.
3e0507002c	Pabha pubhalinginji bhaakong'ondela bhatatu.
3e0508003e	Mbumu, Mashi na Minyai na bhanaatatu lilobhe lyabhonji limope.
3e050900a1	Ibhaga tuukunda ukong'ondelo gwa bhandunji, ukong'ondelo gwa a Nnungu ni gwankulungwa kaje, na gwenego ni ukong'ondelo gubhakong'ondele a Nnungu, ga bhanabhabho.
3e050a00ef	Kila mundu akunkulupalila mwana jwa a Nnungu, akwete gwene ukong'ondelogu muntima gwakwe. Ikabheje jwene akakwaakulupalila a Nnungu, ashikwaatenda kuti bhanami, pabha jwangakulupalila ukong'ondelo gubhakong'ondele a Nnungu, ga bhanabhabho.
3e050b0070	Na gwenegu ni ukong'ondelo, kuti a Nnugnu bhashikutupa gumi gwa pitipiti, na gwene gumigu muuli mwa bhanabhabho.
3e050c006c	Jwene akwete bhanabhabho a Nnungu, akwete gumi, ikabheje jwene jwangali bhanabhabho a Nnugnu, jwangali gumi.
3e050d009d	Ngunakunnjandishilanga gene malobhe gano mmanganyanji nkulikulupalilanga lina lya bhanabhabho a Nnungu, kupinga mmumanyanje kuti nkwetenje gumi gwa pitipiti.
3e050e0090	Na uwe tukwete makangala ga muntima kwa a Nnungu. Pabha tumumanyi kuti shibhatupilikane twaajugaga shindu shoshowe, malinga shibhapinga bhayene.
3e050f006c	Bhai, ibhaga tumumanyi kuti bhanakutupilikana putukwaajuga, tumumanyi kuti bhatupele shoshowe shitwaajujile.
3e05100122	Mundu ammonaga nkilishitu njakwe alitenda shambi shikaapeleshela shiwo, anapinjikwa annjujile kwa a Nnungu, na a Nnungu shibhampe jwene mundujo gumi. Yani mundu atendile shambi shikaapeleshela shiwo. Pabha shipali shambi shiipeleshela shiwo, ikabheje ngaabheleketa ajuje ga shene shambisho.
3e05110054	Kila shitendi shangali aki ni shambi, ikabheje shipali shambi shikaapeleshela shiwo.
3e05120086	Tumumanyi kuti kila mwana jwa a Nnungu akaatenda yambi, pabha Bhanabhabho a Nnungu shibhampe ulinda, na Lishetani akakombola kunkwaya.
3e0513005d	Tumumanyi kuti uwe ni bhana bha a Nnungu, nkali Shilambolyo showe shitagwalwa na Lishetaniyo.
3e05140105	Tumumanyi nneila peila kuti mwana jwa a Nnungu aishe, na jwenejo atupele lumanyio kupinga twaamanye a Nnungu bhali bha kweli. Na uwe tunalundana na a Nnungu bha kweli, kupitila bhana bhabho a Yeshu Kilishitu. Bhenebha ni a Nnungu bha kweli na gumi gwa pitipiti.
3e0515003f	Mmana bhungumpinganga, mwiiembuyanje na kuitindibhalila yanamu.
3f00000008	2 Yowana
3f010100ff	Jene bhaluwa jino kujikopoka kwangu nne nkulungwa jwa likanisha. Ngunakunnjandishila mmanganya bhandunji bha likanisha, bhungumpinganga mpaka muntima. Nngabha nne jikape ngumpinganga, ikabheje nneila peila na bhowe bhakujimanyanga kweli, bhanakumpinganga.
3f0102004d	Pabha jene kweliji jinatama nkati jetu, na shijilonjeye tama na uwe pitipiti.
3f01030081	Atati a Nnungu pamo na a Yeshu Kilishitu bhana bhabho, bhanakutupa nema na shiya na ulele, bhene bhatama nkweli na pingana bhala.
3f01040089	Njiangalala kwa kaje kubhona kuti bhananji munkumbi gwa ashibhana bhenu, bhanatamangananga nkweli malinga Atati shibhashite kutuamulisha.
3f01050096	Na nnaino a mama ngunakunshondelesheya, nngabha kuti ngunakunnjandishila amuli ja ambi, ikabheje ni amuli jituposhele kuumila ku ndandubho, tupingane.
3f01060084	Na kupingana ni kutama nkukagulila amuli ya a Nnungu. Jeneji ni amuli jinnjipilikenenje kuumila ku ndandubho, ntamangane nkupingana.
3f010700b7	Bhaunaminji bhabhagwinji bhakaakundanga kuti a Yeshu Kilishitu bhaaishe bhali na shiilu shabho, bhakoposhelenje pa shilambolyo. Mundu jwa nneyo analambila na akakwaakunda a Kilishitu.
3f0108005a	Mwiiteiganje nnaobhianga shene shintendelenje maengo shila, ikabhe mpatanje upo itimilile.
3f010900df	Mundu jojowe akaatama mmajiganyo ga a Kilishitu, jwenejo jwangali a Nnungu. Na jojowe akalonjeya mmajiganyo ga a Kilishitu na kugaleka, jwenejo jwangali a Nnungu. Jojowe atama mmajiganyo, akwete Atati na Mwana nneila peila.
3f010a007c	Nnamposhelanje mundu jojowe akunjiilanga gwangali kumpeleshelanga gene majiganyo gano, numbe nnaposhelanje mmajumba genunji.
3f010b0059	Jojowe akumposhela mundu jwa nneyo, na jwalakwe anakwiilunda mwiitendi yangali ya mmbone.
3f010c00cd	Ngwete indu yaigwinji, ikabhe ngaapinga kunnjandishilanga kwa kalatashi na wino, ikabheje kuengwa kwangu ninng'owelanje kutukungulushe pamo na mmanganya tulibhonegana, nkupinga kuangalala kwetu kutimilile.
3f010d0044	Bhana bha alumbu bhenu bhaagwilwe na a Nnungu, bhanakunnamushilanga.
4000000008	3 Yowana
4001010069	Nne kalongolele jwa likanisha, ngunakunnjandishila mmwe ambwiga ajangu a Gayo bhungumpinga mpaka muntima.
400102006e	Ambwiga ajangu, ngunakunnjujila nkole ndamo ja mmbone na shiilu shiangalale malinga ntima gwenu shiguangalala.
4001030097	Pabha ishinonyela kwa kaje, pubhaikengene bhakilishitu bha kweneko ningong'ondelanga ga kulupalika kwenu, na shinkuti kamulila ya kweli ga a Kilishitu.
4001040060	Shakwa shipundile kunonyela, malinga shene sha pilikana kuti ashibhanangu bhanatamangana nkweli.
400105006f	Ambwiga ajangu, kwa yene inkwaatendelanga bhakilishitu ajenunji nkali na bhajeninji, ni ikuntenda nkulupalilwe.
40010600d2	Bhene bhandunjibho bhashikong'ondelanga nnikanisha kuti nshikola ntima gwa pinga bhandu. Kwa nneyo, shintende ya mmbone mwaajangutilangaga bhene bhakilishitubho, mmwanja gwabhonji malinga shibhaapinga a Nnungu.
400107009b	Pabha kwa ligongo lya lina lya a Yeshu, bhashinkujabhulangana gwangali kukunda kuposhela shindu sha kwaajangutilanga, kukopoka ku bhandunji bha ilambo ina.
4001080068	Bhai uwe tunapinjikwa kwaatendelanga mituka bhene bhandunjibho, nkupinga tukamule liengo lya kweli pamo.
4001090091	Nashinkujandika ku likanisha bhaluwa, ikabhe a Deotilipa bhaapinga kwiibhika kubha akalongolele munkumbi gwabhonji, bhashinkukana kutupilikanila.
40010a011b	Kwa nneyo, ng'ikaga kweneko shinugule indu yowe yangali ya mmbone ibhatendile na malobhe ga unami gubhatulambilile, numbe kupunda genego, bhenebho bhanakana kwaaposhelanga Bhakilishitu ajetunji bhene bhaapinganga kwaaposhelanga bhala, bhanakwaalimbiyanga na kwaabhinganga nnikanisha.
40010b00ab	Ambwiga ajangu, nnayaye indu ya nyata, ikabhe nnyaye ya mmbone. Pabha jwene atenda indu ya mmbone ni jwa a Nnungu, ikabhe jwene atenda indu ya nyata akakwaamanya a Nnungu.
40010c0084	Bhandu bhowe bhanakwalumbililanga a Demetulushi, numbe uwe tunakwaakong'ondela na mmumanyinji kuti ukong'ondelo gwetu, ni gwa kweli.
40010d005d	Ngwete indu yaigwinji ya kunnjandishila, ikabheje ngaapinga kunnjandishila na kalamu na wino.
40010e00cf	Ikabheje shitubhonegane nikunguluka, tuli tutemi pamo. Ulele utame na mmwe. Ashambwiga ajetu bhanakunkumbushilanga, mwaalamushilanje ashaambwiga ajetunji bha kweneko bhowe, nnikwalugulanga kwa mena gabhonji.
4100000004	Yuda
41010100a2	Nne Yuda ntumwa jwa a Yeshu Kilishitu, mpwabho a Yakobho. Ngunakunjandishilanga nkupingwanga na Atati a Nnungu na kubhikwa muulele kwa ulinda gwa Yeshu Kilishitu.
4101020040	Ngunakumpinjilanga nnjenjesheywanje shiya na ulele na kupingana.
41010300e0	Ashaalongo, nkali napinjile kunnjandishilanga ga ngani ja ntapulo gwetu uwe tubhowe, gumweni kuti ngunapinjikwa kunnjandishilanga, nkukwiyanga mpundanje kukamulila ukoto ngulupai jimpegwilwenje mmandunji bha ukonjelo kamope.
410104013e	Pabha bhapalinji bhandu bhaijinjiyenje kwa nng'iyo, bhajandishilwenje kupanyangulwa kuumila bhukala, bhaatendanga ya nyata ikwashima a Nnungu, bhalikugupuganya ntenga gwa nema ja a Nnungu bhetu kubha shindu shangali sha mmbone, na kwaakananga a Yeshu Kilishitu bhali bha jikape, na Bhakulungwa bhetu a Yeshu Kilishitu.
41010500a7	Nkali mwimanyinji yowei ngunakunkumbushiyanga kuti, Bhakulungwa nankali Bhaatapwilwenje Bhaishilaeli ku Mishili, bhene bhakakwetenjeje ngulupai bhala gubhabhulegwenje.
41010600b3	Na nkali ashimalaika bhalepelenje kutama ukoto nndamo jabhonji, bhashitabhwanga na a Nnungu mindondolo ja itale ja pitipiti nnubhindu, mpaka pushiliishile lyubha likulu lya ukumu.
4101070140	Nkumbushilanje bhandunji bha ilambo ya ku Shodoma na ku Gomola na ya tome na kweneko, bhashinkutendanga malinga bhene ashimalaika bhala bhalitendanga ya labhalabha na ilokoli yangali ya mmbone ya nshiilu, bhalilekanga mwa kawaida nitenda ikapinjikwa, nipanyangulwa mmoto gwa pitipiti, kubha shilangulo kubhandunji bhowe.
410108009a	Nneyo peyo nkali bhanganyabha, agamii yabhonji inanyatiya iilu yabhonji na nikuunyegaya ukulungwa gwa a Nnungu na kuilosha iumbe ya ukonjelo gwa kunnungu.
41010900f5	Nkali a Mikaeli bhakulungwa bha ashimalaika bha kunnungu, pubhataukanganaga naka Lishetani ga shiilu sha a Musha, bhangalinga kummeleketa kwa kunng'ukumula kwa malobhe ga matukano, ikabheje gwaalugwilepe, “Bhakulungwa bhayene bhakukalipile.”
