010000000c	בראשית
28150b005b	ויאמרו המני העם זה הוא הנביא ישוע מנצרת אשר בגליל׃
28150c00c9	ויבא ישוע אל מקדש האלהים ויגרש משם את כל המוכרים והקונים במקדש ויהפך את שלחנות השלחנים ואת מושבות מכרי היונים׃
28150d007d	ויאמר אליהם הן כתוב כי ביתי בית תפלה יקרא ואתם שמתם אתו למערת פריצים׃
28150e0045	ויגשו אליו עורים ופסחים במקדש וירפאם׃
28150f00c9	ויהי כראות הכהנים הגדולים והסופרים את הנפלאות אשר עשה ואת הילדים הצעקים במקדש ואמרים הושע נא לבן דוד ויחר להם׃
28151000b8	ויאמרו אליו השמע אתה את אשר אלה אמרים ויאמר ישוע אליהם כן הכי קרא לא קראתם מפי עוללים ויונקים יסדת עז׃
281511004c	ויעזבם ויצא מחוץ לעיר אל בית היני וילן שם׃
281512002f	ובבקר שב אל העיר והוא רעב׃
28151300d4	וירא תאנה אחת על הדרך ויקרב אליה ולא מצא בה מאומה מלבד העלים ויאמר אליה מעתה לא יהיה ממך פרי עד עולם ותיבש התאנה פתאם׃
2815140057	ויראו התלמידים ויתמהו לאמר איך יבשה התאנה פתאם׃
2815150116	ויען ישוע ויאמר אליהם אמן אמר אני לכם אם תהיה לכם אמונה ואינכם מסתפקים לא לבד כמעשה התאנה הזאת תעשו כי גם באמרכם אל ההר הזה הנשא והעתק אל תוך הים היו תהיה׃
2815160048	וכל אשר תשאלו בתפלה ואתם מאמינים תקחהו׃
28151700cd	ויבא אל המקדש ויהי בלמדו שם ויגשו אליו ראשי הכהנים וזקני העם ויאמרו באי זו רשות אתה עשה אלה ומי נתן לך הרשות הזאת׃
28151800c0	ויען יושע ויאמר אליהם גם אני אשאלה אתכם דבר אחד אשר אם תגידו אתו לי גם אני אגיד לכם באי זו רשות אני עשה אלה׃
2815190071	טבילת יוחנן מאין היתה המן השמים אם מבני אדם ויחשבו בלבבם לאמר׃
28151a00db	אם נאמר מן השמים יאמר אלינו מדוע אפוא לא האמונתם לו ואם נאמר מבני אדם יראים אנחנו את המון העם כי כלם חשבים את יוחנן לנביא׃
28151b0096	ויענו את ישוע ויאמרו לא ידענו ויאמר אליהם גם אני לא אמר לכם באי זו רשות אני עשה אלה׃
28151c008c	אבל מה דעתכם איש היה ולו שני בנים ויגש אל הראשון ויאמר בני לך היום ועבד בכרמי׃
28151d0047	ויען ויאמר אינני אבא ואחרי כן נחם וילך׃
28151e006e	ויגש אל השני וידבר כזאת גם אליו ויען ויאמר הנני אדני ולא הלך׃
28151f00e1	מי משניהם עשה את רצון האב ויאמרו אליו הראשון ויאמר להם ישוע אמן אמר אני לכם המוכסים והזונות יקדמו אתכם לבוא אל מלכות האלהים׃
28152000cc	כי יוחנן בא אליכם בדרך צדקה ולא האמנתם לו אבל המוכסים והזונות הם האמינו לו ואתם ראיתם ולא שבתם אחרי כן להאמין לו׃
28152100d4	משל אחר שמעו איש בעל בית היה ויטע האיש כרם ויעש גדר סביב לו ויחצב יקב ויבן מגדל בתוכו ויתנהו אל כרמים וילך בדרך מרחוק׃
2815220064	ויהי בהגיע עת האסיף וישלח עבדיו אל הכרמים לקחת את פריו׃
2815230065	ויחזיקו הכרמים בעבדיו את זה הכו ואת זה הרגו ואת זה סקלו׃
2815240066	ויוסף שלח עבדים אחרים רבים מן הראשונים ויעשו ככה גם להם׃
2815250056	ובאחרונה שלח אליהם את בנו באמרו מפני בני יגורו׃
2815260097	ויהי כראות הכרמים את הבן ויאמרו איש אל אחיו זה הוא היורש לכו ונהרגהו ונאחזה בנחלתו׃
2815270051	ויחזיקו בו וידחפוהו אל מחוץ לכרם ויהרגו אתו׃
2815280045	והנה כבוא בעל הכרם מה יעשה לכרמים ההם׃
2815290093	ויאמרו אליו ירע לרעים ויאבדם ואת הכרם יתן לכרמים אחרים אשר ישיבו לו את הפרי בעתו׃
28152a00c4	ויאמר ישוע אליהם הכי קרא לא קראתם בכתובים אבן מאסו הבונים היתה לראש פנה מאת יהוה היתה זאת היא נפלאת בעינינו׃
28152b007d	על כן אני אמר לכם כי תקח מכם מלכות האלהים ותנתן לגוי אשר יעשה את פריה׃
28152c0052	והנפל על האבן ההיא ישבר ואשר תפל עליו תשחקהו׃
28152d0074	ויהי כשמע הכהנים הגדולים והפרושים את משליו ויבינו כי עליהם דבר׃
28152e005b	ויבקשו לתפשו אך יראו מפני המון העם כי לנביא חשבהו׃
2816010044	ויען ישוע ויסף דבר במשלים אליהם לאמר׃
2816020057	דומה מלכות השמים למלך בשר ודם אשר עשה חתנה לבנו׃
281603005b	וישלח את עבדיו לקרא הקרואים אל החתנה ולא אבו לבוא׃
28160400bd	ויסף שלח עבדים אחרים לאמר אמרו אל הקרואים הנה ערכתי את סעודתי שורי ומריאי טבוחים והכל מוכן באו אל החתנה׃
2816050060	והם לא שתו לבם לזאת וילכו להם זה אל שדהו וזה אל מסחרו׃
281606004e	והנשארים תפשו את עבדיו ויתעללו בם ויהרגום׃
2816070073	ויקצף המלך וישלח צבאותיו ויאבד את המרצחים ההם ואת עירם שרף באש׃
2816080065	אז אמר אל עבדיו הן החתנה מוכנה והקרואים לא היו ראוים לה׃
281609006f	לכן לכו נא אל ראשי הדרכים וכל איש אשר תמצאו קראו אתו אל החתנה׃
28160a009f	ויצאו העבדים ההם אל הדרכים ויאספו את כל אשר מצאו גם רעים גם טובים וימלא בית החתנה מסבים׃
28160b0079	ויהי כבוא המלך לראות את המסבים וירא בהם איש ולא היה לבוש בגדי חתנה׃
28160c005e	ויאמר אליו רעי איכה באת הנה ואין לך בגדי חתנה ויאלם׃
28160d00b0	ויאמר המלך למשרתים אסרו ידיו ורגליו ונשאתם והשלכתם אותו אל החשך החיצון שם תהיה היללה וחרק השנים׃
28160e003f	כי רבים הם הקרואים ומעטים הנבחרים׃
28160f0049	וילכו הפרושים ויתיעצו איך יכשילהו בדבר׃
28161000ec	וישלחו אליו את תלמידיהם עם ההורדוסיים לאמר רבי ידענו כי איש אמת אתה ותורה באמת את דרך אלהים ולא תגור מפני איש כי אינך מכיר פני אדם׃
2816110065	לכן הגידה נא לנו את דעתך הנכון לנו לתת מס אל הקיסר אם לא׃
281612004d	וישוע ידע את רשעתם ויאמר החנפים מה תנסוני׃
281613003e	הראוני את מטבע המס ויביאו לו דינר׃
2816140052	ויאמר אליהם של מי הצורה הזאת והמכתב אשר עליו׃
2816150095	ויאמרו אליו של הקיסר ויאמר אליהם לכן תנו לקיסר את אשר לקיסר ולאלהים את אשר לאלהים׃
2816160044	וכשמעם את זאת תמהו ויעזבהו וילכו להם׃
281617007c	ביום ההוא נגשו אליו צדוקים האמרים כי אין תחית המתים וישאלו אתו לאמר׃
2816180084	רבי הן משה אמר איש כי ימות ובנים אין לו אחיו ייבם את אשתו והקים זרע לאחיו׃
2816190084	ואתנו היו שבעה אחים והראשון נשא אשה וימת וזרע אין לו ויעזב את אשתו לאחיו׃
28161a0046	וכמו כן גם השני וכן גם השלישי עד השבעה׃
28161b0028	ואחרי כלם מתה גם האשה׃
28161c0060	ועתה בתחית המתים למי מן השבעה תהיה לאשה כי לכלם היתה׃
28161d008e	ויען ישוע ויאמר להם טעים אתם באשר אינכם יודעים את הכתובים וגם את גבורת האלהים׃
28161e007d	כי בתחית המתים לא ישאו נשים ולא תנשאנה כי אם כמלאכי אלהים בשמים יהיו׃
28161f0069	ועל דבר תחית המתים הלא קראתם את הנאמר לכם מפי האלהים לאמר׃
281620008c	אנכי אלהי אברהם ואלהי יצחק ואלהי יעקב והוא איננו אלהי המתים כי אם אלהי החיים׃
281621003f	וישמע המון העם וישתומממו על תורתו׃
2816220053	והפרושים כשמעם כי סכר פי הצדוקים ויועדו יחדו׃
2816230049	ואחד מהם מבין בתורה שאל אתו לנסותו לאמר׃
2816240038	רבי אי זו מצוה גדולה היא בתורה׃
2816250076	ויאמר ישוע אליו ואהבת את יהוה אלהיך בכל לבבך ובכל נפשך ובכל מדעך׃
2816260038	זאת היא המצוה הגדולה והראשונה׃
2816270039	והשנית דומה לה ואהבת לרעך כמוך׃
281628004f	בשתי המצות האלה כל התורה תלויה וגם הנביאים׃
2816290043	ויהי בהקהל הפרושים וישאלם ישוע לאמר׃
28162a0054	מה דעתכם על המשיח בן מי הוא ויאמרו אליו בן דוד׃
28162b0050	ויאמר אליהם ואיך קרא לו דוד ברוח אדון באמרו׃
28162c005b	נאם יהוה לאדני שב לימיני עד אשית איביך הדם לרגליך׃
28162d0040	ועתה אם דוד קרא לו אדון איך הוא בנו׃
28162e0080	ולא יכל איש לענות אתו דבר ולא ערב עוד איש את לבו מן היום ההוא לשאל אותו׃
281701004c	אז ידבר ישוע אל המון העם ואל תלמידיו לאמר׃
281702003d	על כסא משה ישבו הסופרים והפרושים׃
2817030087	לכן כל אשר יאמרו לכם תשמרו לעשות אך כמעשיהם לא תעשו כי אמרים הם ואינם עשים׃
281704007a	כי אסרים משאת כבדים ועמסים על שכם האנשים ולא יאבו להניעם אף באצבעם׃
2817050096	ועשים את כל מעשיהם להראות בהם לבני אדם כי מרחיבים את תפליהם ומגדילים את ציציותיהם׃
2817060067	ואהבים את הסבת הראש בסעודות ואת מושבי הראש בבתי הכנסיות׃
2817070069	ואת שאלות שלומם בשוקים ואת אשר יקראו להם בני האדם רבי רבי׃
281708006a	אולם אתם אל תקראו רבי כי אחד הוא רבכם המשיח ואתם אחים כלכם׃
2817090068	ואל תקראו אב לאיש מכם על האדמה כי אחד הוא אביכם אשר בשמים׃
28170a0052	גם אל תקראו מנהיגים כי אחד הוא מנהיגכם המשיח׃
28170b002e	והגדול בכם יהי לכם למשרת׃
28170c0052	כל המרומם את עצמו ישפל והמשפיל את עצמו ירומם׃
28170d00cf	אך אוי לכם הסופרים והפרושים החנפים כי סגרים אתם לפני האדם את מלכות השמים הן אתם לא תבאו בה ואת הבאים לא תניחו לבוא׃
28170e00c8	אוי לכם הסופרים והפרושים החנפים כי בלעים אתם את בתי האלמנות ומאריכים בתפלה למראה עין תחת זאת משפט על יתר תקחו׃
28170f00d6	אוי לכם הסופרים והפרושים החנפים כי סובבים אתם בים וביבשה למען גיר גר אחד וכי יתגיר תעשו אותו לבן גיהנם כפלים יותר מכם׃
281710008d	אוי לכם מנהלים עורים האמרים הנשבע בהיכל אין זאת מאומה והנשבע בזהב ההיכל יאשם׃
2817110079	אתם הכסילים והעורים כי מה הוא הגדול אם הזהב או ההיכל המקדש את הזהב׃
2817120067	ואמרתם הנשבע במזבח אין מאומה והנשבע בקרבן אשר עליו יאשם׃
281713007d	אתם הכסילים והעורים כי מה הוא הגדול אם הקרבן או המזבח המקדש את הקרבן׃
2817140045	לכן הנשבע במזבח נשבע בו ובכל אשר עליו׃
281715003f	והנשבע בהיכל נשבע בו ובשוכן בתוכו׃
281716004a	והנשבע בשמים נשבע בכסא אלהים ובישב עליו׃
281717012f	אוי לכם הסופרים והפרושים החנפים כי מעשרים אתם את המנתא ואת השבת ואת הכמן ותניחו את החמורות בתורה את המשפט ואת החסד ואת האמונה והיה לכם לעשות את אלה ולא להניח גם את אלה׃
2817180053	מנהלים עורים המסננים את היתוש ובלעים את הגמל׃
28171900a3	אוי לכם הסופרים והפרושים החנפים כי מטהרים אתם פני הכוס והקערה מחוץ ותוכן מלא גזל ופריצות׃
28171a005c	פרוש עור טהר בראשונה את תוך הכוס למען תטהר גם מחוץ׃
28171b00c2	אוי לכם הסופרים והפרושים החנפים כי דמים אתם לקברים המסידים הנראים נאים מחוץ ותוכם מלא עצמות מתים וכל טמאה׃
28171c0070	ככה גם אתם מחוץ נראים כצדיקים אל בני אדם ותוככם מלא חנפה ואון׃
28171d00a5	אוי לכם הסופרים והפרושים החנפים כי בונים אתם את קברי הנביאים ותיפו את מצבות קברות הצדיקים׃
28171e0073	ואמרתם אם היינו בימי אבותינו לא היתה ידנו עמהם לשפך דם הנביאים׃
28171f0056	ובכן תעידו על נפשכם כי בנים אתם לרוצחי הנביאים׃
281720002c	אף אתם מלאו סאת אבותיכם׃
2817210055	נחשים אתם ילדי הצפעונים איכה תמלטו מדין גיהנם׃
28172200c3	לכן הנני שלח לכם נביאים וחכמים וסופרים ומהם תהרגו ותצלבו ומהם תכו בשוטים בבתי כנסיותיכם ותרדפום מעיר לעיר׃
28172300b9	למען יבא עליכם כל דם נקי הנשפך בארץ מדם הבל הצדיק עד דם זכריה בן ברכיה אשר רצחתם אותו בין ההיכל ולמזבח׃
281724004a	אמן אמר אני לכם בא יבא כל אלה על הדור הזה׃
28172500ee	ירושלים ירושלים ההרגת את הנביאים והסקלת את השלוחים אליה כמה פעמים רציתי לקבץ את בניך כתרנגלת המקבצת את אפרחיה תחת כנפיה ולא אביתם׃
281726002a	הנה ביתכם יעזב לכם שמם׃
2817270074	כי אני אמר לכם ראה לא תראוני מעתה עד אשר תאמרו ברוך הבא בשם יהוה׃
281801007b	ויצא ישוע מן המקדש ללכת לדרכו ויגשו תלמידיו להראותו את בניני המקדש׃
28180200a0	ויען ישוע ויאמר אליהם הראיתם את כל אלה אמן אמר אני לכם לא תשאר פה אבן על אבן אשר לא תתפרק׃
28180300bd	וישב על הר הזיתים ויגשו אליו התלמידים לבדם ויאמרו אמר נא לנו מתי תהיה זאת ומה הוא אות בואך ואות קץ העולם׃
281804004a	ויען ישוע ויאמר להם ראו פן יתעה אתכם איש׃
2818050057	כי רבים יבאו בשמי לאמר אני הוא המשיח והתעו רבים׃
2818060097	ואתם עתידים לשמע מלחמות ושמעות מלחמה ראו פן תבהלו כי היו תהיה כל זאת אך עדן אין הקץ׃
2818070071	כי יקום גוי על גוי וממלכה על ממלכה והיה רעב ודבר ורעש הנה והנה׃
281808002c	וכל אלה רק ראשית החבלים׃
2818090075	אז ימסרו אתכם לעני והמיתו אתכם והייתם שנואים לכל הגוים למען שמי׃
28180a005c	ואז יכשלו רבים ומסרו איש את רעהו ושנאו איש את אחיו׃
28180b003d	ונביאי שקר רבים יקומו והתעו רבים׃
28180c0040	ומפני אשר ירבה הרשע תפוג אהבת רבים׃
28180d002d	והמחכה עד עת קץ הוא יושע׃
28180e0073	ותקרא בשורת המלכות הזאת בתבל כלה לעדות לכל הגוים ואחר יבוא הקץ׃
28180f0086	לכן כאשר תראו שקוץ משמם האמור על ידי דניאל הנביא עומד במקום קדש הקרא יבין׃
281810003c	אז נוס ינוסו אנשי יהודה אל ההרים׃
281811003d	ואשר על הגג אל ירד לשאת דבר מביתו׃
2818120045	ואשר בשדה אל ישב הביתה לשאת את מלבושו׃
281813003a	ואוי להרות ולמיניקות בימים ההם׃
2818140050	אך התפללו אשר מנוסתכם לא תהיה בחרף ולא בשבת׃
281815008a	כי אז תהיה צרה גדולה אשר כמוה לא נהיתה מראשית העולם עד עתה וכמוה לא תהיה עוד׃
281816007d	ולולא נקצרו הימים ההם לא יושע כל בשר אך למען הבחירים יקצרו הימים ההם׃
281817006d	וכי יאמר אליכם איש בעת ההיא הנה פה המשיח או הנו שם אל תאמינו׃
28181800a2	כי יקומו משיחי שקר ונביאי שקר ויתנו אתות גדלות ומופתים למען התעות אף את הבחירים אם יוכלו׃
2818190023	הנה מראש הגדתי לכם׃
28181a0069	לכן כי יאמרו אליכם הנו במדבר אל תצאו הנו בחדרים אל תאמינו׃
28181b006d	כי כברק היוצא ממזרח ומאיר עד מערב כן יהיה גם בואו של בן האדם׃
28181c0035	כי באשר החלל שם יקבצו הנשרים׃
28181d00af	ומיד אחרי צרת הימים ההם תחשך השמש והירח לא יגיה אורו והכוכבים יפלו מן השמים וכחות השמים יתמוטטו׃
28181e00ac	אז אות בן האדם יראה בשמים וספדו כל משפחות הארץ וראו את בן האדם בא עם ענני השמים בגבורה וכבוד רב׃
28181f009f	וישלח את מלאכיו בקול שופר גדול ויקבצו את בחיריו מארבע הרוחות למקצה השמים ועד קצה השמים׃
2818200077	למדו נא את משל התאנה כאשר ירטב ענפה ופרחו עליה ידעתם כי קרוב הקיץ׃
2818210057	כן גם אתם בראותכם את כל אלה דעו כי קרוב הוא לפתח׃
2818220061	אמן אמר אני לכם כי לא יעבר הדור הזה עד אשר יהיו כל אלה׃
281823003f	השמים והארץ יעברו ודברי לא יעברון׃
2818240083	אך היום ההוא והשעה ההיא אין איש יודע אתה גם לא מלאכי השמים בלתי אבי לבדו׃
2818250040	וכימי נח כן יהיה גם בואו של בן האדם׃
28182600a2	כי כאשר בימי המבול היו אכלים ושתים נשאים נשים ונתנים אתן לאנשים עד היום אשר בא נח אל התבה׃
281827006e	ולא ידעו עד בוא המבול וישחת את כלם כן יהיה גם בואו של בן האדם׃
2818280043	אז יהיו שנים בשדה אחד יאסף ואחד יעזב׃
2818290044	שתים טוחנות ברחים אחת תאסף ואחת תעזב׃
28182a0055	לכן שקדו כי אינכם יודעים באי זו שעה יבא אדניכם׃
28182b00a0	ואת זאת הבינו אשר לו ידע בעל הבית באי זו אשמורה יבא הגנב כי עתה שקד ולא הניח לחתר את ביתו׃
28182c0062	לכן היו נכונים גם אתם כי בשעה אשר לא תדמו יבוא בן האדם׃
28182d0090	מי הוא אפוא העבד הנאמן והנבון אשר הפקידו אדניו על בני ביתו לתת להם את אכלם בעתו׃
28182e0049	אשרי העבד אשר אדניו בבואו ימצאהו עשה כן׃
28182f0047	אמן אמר אני לכם כי יפקידהו על כל אשר לו׃
2818300043	ואם העבד הרע יאמר בלבו בשש אדני לבוא׃
281831004b	ויחל להכות את חבריו ואכל ושתה עם הסובאים׃
281832005a	בוא יבוא אדני העבד ההוא ביום לא יצפה ובשעה לא ידע׃
281833006b	וישסף אתו וישים את חלקו עם החנפים שם תהיה היללה וחרק השנים׃
281901007e	אז תדמה מלכות השמים לעשר עלמות אשר לקחו את נרותיהן ותצאנה לקראת החתן׃
2819020037	חמש מהן היו חכמות וחמש כסילות׃
2819030049	הכסילות לקחו את הנרות ולא לקחו עמהן שמן׃
2819040043	והחכמות לקחו שמן בכליהן ואת נרותיהן׃
2819050048	וכאשר בשש החתן לבוא ותנמנה כלן ותרדמנה׃
281906005a	ויהי בחצות הלילה ותהי צוחה הנה החתן צאינה לקראתו׃
2819070051	אז התעוררו כל העלמות ההן ותיטבנה את נרותיהן׃
2819080069	ותאמרנה הכסילות אל החכמות תנה לנו משמנכן כי יכבו נרותינו׃
2819090089	ותענינה החכמות לאמר לא כן פן יחסר לנו ולכן כי אם לכנה אל המוכרים וקנינה לכן׃
28190a0083	ויהי בעת לכתן לקנות ויבוא החתן והנכנות ללכת באו אתו אל החתנה ותסגר הדלת׃
28190b0068	ואחרי כן באו גם שאר העלמות ותאמרנה אדנינו אדנינו פתח לנו׃
28190c004a	ויען ויאמר אמן אמר אני לכן לא ידעתי אתכן׃
28190d006d	לכן שקדו כי אינכם יודעים את היום ואת השעה אשר יבא בה בן האדם׃
28190e0068	כי כמו איש נסע למרחוק אשר קרא אל עבדיו וימסר להם את רכושו׃
28190f0087	ויתן לזה חמש ככרים ולזה שתים ולזה אחת לכל איש ואיש כפי ערכו וימהר ויסע משם׃
281910006b	וילך האיש הלקח חמש ככרים ויסחר בהן ויעש לו חמש ככרים אחרות׃
2819110045	וכן הלקח שתים גם הוא הרויח שתים אחרות׃
2819120055	אך לקח האחת הלך ויחפר באדמה ויטמן את כסף אדניו׃
281913005f	ואחרי ימים רבים בא אדוני העבדים ההם ויעש חשבון עמהם׃
28191400b7	ויגש הלקח חמש הככרים ויבא חמש ככרים אחרות לאמר אדני חמש ככרים מסרת לי הנה חמש ככרים אחרות הרוחתי בהן׃
28191500a1	ויאמר אליו אדניו כן העבד הטוב והנאמן כי במעט נאמן היית ועל הרבה אפקידך בוא אל שמחת אדניך׃
2819160076	ויגש גם לקח הככרים ויאמר אדני ככרים מסרת לי הנה ככרים הרוחתי בהן׃
28191700a4	ויאמר אליו אדניו היטבת העבד הטוב והנאמן במזער נאמן היית ועל הרבה אפקידך בוא אל שמחת אדניך׃
28191800a8	ויגש גם הלקח את הככר האחת ויאמר אדני ידעתיך כי איש קשה אתה קצר באשר לא זרעת וכנס מאשר לא פזרת׃
281919005d	ואירא ואלך ואטמן את ככרך באדמה ועתה הא לך את אשר לך׃
28191a00a4	ויען אדניו ויאמר אליו העבד הרע והעצל אתה ידעת כי קצר אנכי באשר לא זרעתי וכנס מאשר לא פזרתי׃
28191b0080	לכן היה עליך לתת את כספי לשלחנים ואני בבואי הייתי לקח את אשר לי בתרבית׃
28191c0060	על כן שאו ממנו את הככר ותנו אל האיש אשר לו עשר הככרים׃
28191d0082	כי כל איש אשר יש לו ינתן לו ויעדיף והאיש אשר אין לו גם את אשר לו יקח ממנו׃
28191e0071	ואת עבד הבליעל השליכו אל החשך החיצון שם תהיה היללה וחרק השנים׃
28191f007d	והיה כי יבוא בן האדם בכבודו וכל המלאכים הקדשים עמו וישב על כסא כבודו׃
2819200086	ונאספו לפניו כל הגוים והפריד בינותם כאשר יפריד הרעה את הכבשים מן העתודים׃
281921004e	והציב את הכבשים לימינו ואת העתודים לשמאלו׃
281922009a	אז יאמר המלך אל הנצבים לימינו באו ברוכי אבי ורשו את המלכות המוכנה לכם למן הוסד העולם׃
281923006b	כי רעב הייתי ותאכילני צמא הייתי ותשקוני גר הייתי ותאספוני׃
281924005b	ערום ותכסוני חולה ותבקרוני במשמר הייתי ותבאו אלי׃
281925007b	וענו הצדיקים ואמרו אדנינו מתי ראינוך רעב ונכלכלך או צמא ונשקה אותך׃
2819260040	ומתי ראינוך גר ונאספך או ערם ונכסך׃
2819270042	ומתי ראינוך חולה או במשמר ונבא אליך׃
2819280093	והמלך יענה ויאמר אליהם אמן אמר אני לכם מה שעשיתם לאחד מאחי הצעירים האלה לי עשיתם׃
2819290095	ואז יאמר גם אל הנצבים לשמאלו לכו מעלי אתם הארורים אל אש עולם המוכנה לשטן ולמלאכיו׃
28192a0064	כי רעב הייתי ולא האכלתם אותי צמא הייתי ולא השקיתם אותי׃
28192b0081	גר הייתי ולא אספתם אותי ערום ולא כסיתם אותי חולה ובמשמר ולא בקרתם אותי׃
28192c009d	וענו גם הם ואמרו אדנינו מתי ראינוך רעב או צמא או גר או ערום או חולה או במשמר ולא שרתנוך׃
28192d0092	אז יענה אתם לאמר אמן אמר אני לכם מה שלא עשיתם לאחד מן הצעירים האלה גם לי לא עשיתם׃
28192e004c	וילכו אלה למעצבת עולם והצדיקים לחיי עולם׃
281a010066	ויהי ככלות ישוע לדבר את כל הדברים האלה ויאמר אל תלמידיו׃
281a020062	אתם ידעתם כי אחרי יומים יהיה הפסח ובן האדם ימסר להצלב׃
281a030081	ויקהלו הכהנים הגדולים והסופרים וזקני העם אל חצר הכהן הגדול הנקרא קיפא׃
281a040048	ויועצו יחדו לתפש את ישוע בערמה ולהמיתו׃
281a05003f	ויאמרו אך לא בחג פן תהיה מהומה בעם׃
281a06004d	ויהי בהיות ישוע בית היני בבית שמעון המצרע׃
281a070073	ותקרב אליו אשה ובידה פך שמן יקר מאד ותצק על ראשו בהסבו על השלחן׃
281a080051	ויראו התלמידים ויתרעמו לאמר על מה האבוד הזה׃
281a090059	כי השמן הזה היה ראוי להמכר במחיר רב ולתתו לעניים׃
281a0a0070	וידע ישוע ויאמר אליהם למה תוגו את האשה הלא מעשה טוב עשתה עמדי׃
281a0b004b	כי עניים תמיד עמכם ואנכי אינני אתכם תמיד׃
281a0c005b	כי אשר שפכה את השמן הזה על גופי לחנט אותי עשתה זאת׃
281a0d0093	אמן אמר אני לכם באשר תקרא הבשורה הזאת בכל העולם גם את אשר היא עשתה יספר לזכרון לה׃
281a0e0068	וילך אחד משנים העשר הנקרא יהודה איש קריות אל ראשי הכהנים׃
281a0f005d	ויאמר מה תתנו לי ואמסרנו בידכם וישקלו לו שלשים כסף׃
281a10003a	ומן העת ההיא בקש תאנה למסר אותו׃
281a1100a4	ויהי בראשון לחג המצות ויגשו התלמידים אל ישוע לאמר באי זה מקום תחפץ כי נכין לך לאכל את הפסח׃
281a1200af	ויאמר לכו העירה אל פלני אלמני ואמרתם אליו כה אמר הרב עתי קרובה היא ובביתך אעשה את הפסח עם תלמידי׃
281a130051	ויעשו התלמידים כאשר צום ישוע ויכינו את הפסח׃
281a140033	ויהי בערב ויסב עם שנים העשר׃
281a150055	ובאכלם ויאמר אמן אמר אני לכם כי אחד מכם ימסרני׃
281a16005b	ויתעצבו מאד ויחלו איש ואיש לאמר לו האנכי הוא אדני׃
281a17005e	ויען ויאמר האיש אשר טבל עמי את ידו בקערה הוא ימסרני׃
281a1800b3	הן בן האדם הלוך ילך לו ככתוב עליו אבל אוי לאיש ההוא אשר על ידו ימסר בן האדם טוב לאיש ההוא אם לא נולד׃
281a19006d	ויען יהודה המסר אותו ויאמר רבי האני הוא ויאמר אליו אתה אמרת׃
281a1a0090	ובאכלם ויקח ישוע את הלחם ויברך ויבצע ויתן לתלמידים ויאמר קחו ואכלו זה הוא גופי׃
281a1b0055	ויקח את הכוס ויברך ויתן להם לאמר שתו ממנה כלכם׃
281a1c0067	כי זה הוא דמי דם הברית החדשה הנשפך בעד רבים לסליחת חטאים׃
281a1d00ae	ואני אמר לכם כי מעתה שתה לא אשתה מתנובת הגפן הזאת עד היום ההוא אשר אשתה אתה עמכם חדשה במלכות אבי׃
281a1e004c	ויהי אחרי גמרם את ההלל ויצאו אל הר הזיתים׃
281a1f008e	אז אמר אליהם ישוע אתם כלכם תכשלו בי בלילה הזה כי כתוב אכה את הרעה ותפוצין הצאן׃
281a200036	ואחרי קומי אלך לפניכם הגלילה׃
281a210066	ויען פטרוס ויאמר לו גם כי יכשלו בך כלם אני לעולם לא אכשל׃
281a220090	ויאמר אליו ישוע אמן אמר אני לך כי בלילה הזה בטרם יקרא התרנגול תכחש בי שלש פעמים׃
281a23008f	ויאמר אליו פטרוס גם כי יהיה עלי למות אתך כחש לא אכחש בך וכן אמרו גם כל התלמידים׃
281a2400a8	אחרי כן בא אתם ישוע אל חצר הנקרא גת שמני ויאמר אל התלמידים שבו לכם פה עד אשר אלך שמה והתפללתי׃
281a25005e	ויקח אתו את פטרוס ואת שני בני זבדי ויחל להעצב ולמוג׃
281a260054	ויאמר להם נפשי מרה לי עד מות עמדו פה ושקדו עמי׃
281a2700be	וילך מעט האלה ויפל על פניו ויתפלל לאמר אבי אם יוכל להיות תעבר נא מעלי הכוס הזאת אך לא כרצוני כי אם כרצונך׃
281a280093	ויבא אל התלמידים וימצאם ישנים ויאמר אל פטרוס הנה לא היה ביכלתכם לשקד עמי שעה אחת׃
281a290072	שקדו והתפללו פן תבאו לידי נסיון הן הרוח היא חפצה והבשר הוא רפה׃
281a2a00a6	ויוסף ללכת לו שנית ויתפלל לאמר אבי אם לא תוכל הכוס הזאת לעבר ממני מבלי שתותי אתה יהי כרצונך׃
281a2b005d	ויבא וימצאם גם בפעם הזאת ישנים כי עיניהם היו כבדות׃
281a2c0067	ויניחם ויוסף ללכת ויתפלל שלישית באמרו עוד הפעם כדבר הזה׃
281a2d009b	ויבא אל התלמידים ויאמר אליהם נומו מעתה ונוחו הנה השעה קרובה ובן האדם נמסר לידי חטאים׃
281a2e003e	קומו ונלכה הנה הלך וקרב המסר אותי׃
281a2f00ab	עודנו מדבר והנה בא יהודה אחד משנים העשר ועמו המון רב ברחבות ובמקלות מאת ראשי הכהנים וזקני העם׃
281a300065	והמסר אתו נתן להם אות לאמר האיש אשר אשקהו זה הוא תפשוהו׃
281a31004f	ומיד נגש אל ישוע ויאמר שלום לך רבי וינשק לו׃
281a32007d	ויאמר אליו ישוע רעי על מה באת ויגשו וישלחו את ידיהם בישוע ויתפשו אתו׃
281a33009a	והנה אחד מן האנשים אשר עם ישוע שלח ידו וישלף חרבו ויך את עבד הכהן הגדול ויקצץ את אזנו׃
281a34006f	ויאמר אליו ישוע השב את חרבך אל תערה כי כל אחזי חרב בחרב יאבדו׃
