0100000008	Gênesis
2e0e0a005b	Há, por exemplo, tantos gêneros de vozes no mundo, e nenhuma delas é sem significação.
2e0e0b0075	Porém, se eu ignorar o sentido da voz, serei bárbaro para aquele a quem falo, e o que fala será bárbaro para mim.
2e0e0c006c	Assim também vós, pois que desejais dons espirituais, procurai abundar neles, para edificação da igreja.
2e0e0d0046	Pelo que, o que fala língua estranha, ore para que possa interpretar.
2e0e0e0067	Porque, se eu orar em língua estranha, o meu espírito ora bem, mas o meu entendimento fica sem fruto.
2e0e0f0091	Que farei pois? Orarei com o espírito, mas também orarei com o entendimento; cantarei com o espírito, mas também cantarei com o entendimento.
2e0e10009d	Doutra maneira, se tu bendisseres com o espírito, como dirá o que ocupa o lugar de indouto, o amém, sobre a tua benção, visto que não sabe o que dizes?
2e0e110047	Porque realmente tu dás bem as graças, mas o outro não é edificado.
2e0e120042	Dou graças ao meu Deus, que falo mais línguas do que vós todos.
2e0e1300a4	Porém eu antes quero falar na igreja cinco palavras na minha inteligência, para que possa também instruir os outros, do que dez mil palavras em língua estranha.
2e0e140066	Irmãos, não sejais meninos no entendimento, mas sede meninos na malícia, e adultos no entendimento.
2e0e15008c	Está escrito na lei: Por gente de outras línguas, e por outros lábios, falarei a este povo; e ainda assim me não ouvirão, diz o Senhor.
2e0e160091	De sorte que as línguas estranhas são um sinal, não para os fieis, mas para os infieis; e a profecia, não para os infieis, mas para os fieis.
2e0e17009b	Se pois toda a igreja se congregar num lugar, e todos falarem línguas estranhas, e entrarem indoutos ou infieis, não dirão porventura que estais loucos?
2e0e18006a	Mas, se todos profetizarem, e algum indouto ou infiel entrar, de todos é convencido, de todos é julgado.
2e0e1900a9	E assim os segredos do seu coração ficarão manifestos, e assim, lançando-se sobre o seu rosto, adorará a Deus, publicando que Deus está verdadeiramente entre vós.
2e0e1a00b4	Que fareis pois, irmãos? Quando vos ajuntais, cada um de vós tem salmo, tem doutrina, tem língua estranha, tem revelação, tem interpretação. Faça-se tudo para edificação.
2e0e1b0073	E, se alguém falar língua estranha, faça-se isso por dois, ou quando muito três, e por vezes, e um intérprete.
2e0e1c0061	Mas, se não houver intérprete, esteja calado na igreja; porém, fale consigo mesmo, e com Deus.
2e0e1d0034	E falem dois ou três profetas, e os outros julguem.
2e0e1e0059	Porém, se a outro, que estiver assentado, for revelada alguma coisa, cale-se o primeiro.
2e0e1f006b	Porque todos podereis profetizar, uns depois dos outros; para que todos aprendam, e todos sejam consolados.
2e0e20003a	E os espíritos dos profetas estão sujeitos aos profetas.
2e0e21005a	Porque Deus não é Deus de confusão, senão de paz, como em todas as igrejas dos santos.
2e0e220085	As vossas mulheres estejam caladas nas igrejas; porque lhes não é permitido falar, mas estejam sujeitas, como também ordena a lei.
2e0e230086	E, se querem aprender alguma coisa, interroguem em casa a seus próprios maridos; porque é indecente que as mulheres falem na igreja.
2e0e24004d	Porventura saiu dentre vós a palavra de Deus? Ou veio ela somente para vós?
2e0e250071	Se alguém cuida ser profeta, ou espiritual, reconheça que as coisas que vos escrevo são mandamentos do Senhor.
2e0e260025	Se alguém, porém, o ignora, ignore.
2e0e270052	Portanto, irmãos, procurai, com zelo, profetizar, e não proibais falar línguas.
2e0e28002b	Mas faça-se tudo decentemente e com ordem.
2e0f010081	Também vos notifico, irmãos, o evangelho que já vos tenho anunciado; o qual também recebestes, e no qual também permaneceis.
2e0f02006d	Pelo qual também sois salvos se o retiverdes tal como vo-lo tenho anunciado; se não é que crestes em vão.
2e0f030075	Porque primeiramente vos entreguei o que também recebi: que Cristo morreu por nossos pecados, segundo as escrituras,
2e0f04004d	E que foi sepultado, e que resuscitou ao terceiro dia, segundo as escrituras,
2e0f050030	E que foi visto por Cephas, e depois pelos doze.
2e0f06007b	Depois foi visto, uma vez, por mais de quinhentos irmãos, dos quais vive ainda a maior parte, e alguns dormem já também.
2e0f07003c	Depois foi visto por Thiago, depois por todos os apóstolos.
2e0f08004a	E por derradeiro de todos foi visto também por mim, como por um abortivo.
2e0f090074	Porque eu sou o menor dos apóstolos, que não sou digno de ser chamado apóstolo, porque persegui a igreja de Deus.
2e0f0a00b5	Mas pela graça de Deus sou o que sou; e a sua graça para comigo não foi vã, antes trabalhei muito mais do que todos eles; todavia não eu, mas a graça de Deus, que está comigo
2e0f0b0045	Assim que seja eu ou sejam eles, assim pregamos e assim haveis crido.
2e0f0c0077	Ora, se se prega que Cristo resuscitou dos mortos, como dizem alguns dentre vós que não há ressurreição de mortos?
2e0f0d0048	E, se não há ressurreição de mortos, também Cristo não resuscitou.
2e0f0e005b	E, se Cristo não resuscitou, logo é vã a nossa pregação, e também é vã a vossa fé.
2e0f0f00bb	E assim somos também achados falsas testemunhas de Deus, pois testificamos de Deus, que resuscitou a Cristo, ao qual, porém, não resuscitou, se, na verdade, os mortos não ressuscitam.
2e0f100046	Porque, se os mortos não ressuscitam, também Cristo não resuscitou.
2e0f110059	E, se Cristo não resuscitou, é vã a vossa fé, e ainda permaneceis nos vossos pecados.
2e0f120034	E também os que dormiram em Cristo estão perdidos.
2e0f130054	Se esperamos em Cristo só nesta vida, somos os mais miseráveis de todos os homens.
2e0f140051	Mas agora Cristo resuscitou dos mortos, e foi feito as primícias dos que dormem.
2e0f150064	Porque, assim como a morte veio por um homem, também a ressurreição dos mortos veio por um homem.
2e0f16005b	Porque, assim como todos morrem em Adão, assim também todos serão vivificados em Cristo.
2e0f17005c	Mas cada um por sua ordem: Cristo as primícias, depois os que são de Cristo, na sua vinda.
2e0f18008b	Depois virá o fim, quando tiver entregado o reino a Deus, ao pai, e quando houver aniquilado todo o império, e toda a potestade e força.
2e0f190056	Porque convém que reine até que haja posto a todos os inimigos debaixo de seus pés.
2e0f1a0036	Ora o último inimigo que será aniquilado é a morte.
2e0f1b00b3	Porque todas as coisas sujeitou debaixo de seus pés. Porém, quando diz que todas as coisas lhe estão sujeitas, claro está que exceptua aquele que lhe sujeitou todas as coisas.
2e0f1c00a8	E, quando todas as coisas lhe estiverem sujeitas, então também o mesmo Filho se sujeitará àquele que todas as coisas lhe sujeitou, para que Deus seja tudo em todos.
2e0f1d008c	Doutra maneira, que farão os que se batizam pelos mortos, se absolutamente os mortos não ressuscitam? Pois porque se batizam pelos mortos?
2e0f1e0034	Porque estamos nós também a toda a hora em perigo?
2e0f1f004d	Cada dia morro pela vossa glória, a qual tenho em Cristo Jesus nosso Senhor.
2e0f20008f	Se, como homem, combati em Éfeso contra as bestas, que me aproveita, se os mortos não ressuscitam? Comamos e bebamos, que amanhã morreremos.
2e0f210045	Não vos enganeis: as más conversações corrompem os bons costumes.
2e0f220072	Vigiai justamente e não pequeis; porque alguns ainda não tem o conhecimento de Deus: digo-o para vergonha vossa.
2e0f230049	Mas alguém dirá: Como ressuscitarão os mortos? E com que corpo virão?
2e0f240046	Insensato! o que tu semeias não vivificará, se primeiro não morrer.
2e0f25007a	E, quando semeias, não semeias o corpo que há de nascer, mas o simples grão, como de trigo, ou doutra qualquer semente.
2e0f26004a	Mas Deus dá-lhe o corpo como quer, e a cada semente o seu próprio corpo.
2e0f270089	Nem toda a carne é uma mesma carne, mas uma é a carne dos homens, e outra a carne dos animais, e outra a dos peixes e outra a das aves.
2e0f280066	E há corpos celestes e corpos terrestres, mas uma é a glória dos celestes e outra a dos terrestres.
2e0f290087	Uma é a glória do sol, e outra a glória da lua, e outra a glória das estrelas; porque uma estrela difere em glória doutra estrela.
2e0f2a006b	Assim também a ressurreição dos mortos. Semeia-se o corpo em corrupção; resuscitará em incorrupção.
2e0f2b0060	Semeia-se em ignomínia, resuscitará em glória. Semeia-se em fraqueza, resuscitará com vigor.
2e0f2c0060	Semeia-se corpo animal, resuscitará corpo espiritual. há corpo animal, e há corpo espiritual.
2e0f2d007a	Assim está também escrito: O primeiro homem, Adão, foi feito em alma vivente: o último Adão em espírito vivificante.
2e0f2e0048	Mas não é primeiro o espiritual, senão o animal; depois o espiritual.
2e0f2f004e	O primeiro homem, da terra, é terreno; o segundo homem, o Senhor, é do céu.
2e0f30005f	Qual o terreno, tais são também os terrenos; e, qual o celestial, tais também os celestiais.
2e0f31005a	E, assim como trouxemos a imagem do terreno, assim traremos também a imagem do celestial.
2e0f32007d	Porém digo isto, irmãos: que a carne e o sangue não podem herdar o reino de Deus, nem a corrupção herda a incorrupção.
2e0f330062	Eis aqui vos digo um mistério: Na verdade, nem todos dormiremos, mas todos seremos transformados,
2e0f3400a9	Num momento, num abrir e fechar de olhos, ao som da última trombeta; porque a trombeta soará, e os mortos ressuscitarão incorruptíveis, e nós seremos transformados.
2e0f350080	Porque convém que este corpo corruptível se revista da incorruptibilidade, e que este corpo mortal se revista da imortalidade.
2e0f3600c8	E, quando este corpo corruptível se revestir da incorruptibilidade, e este corpo mortal se revestir da imortalidade, então cumprir-se-á a palavra que está escrita: Tragada foi a morte na vitória.
2e0f37004e	Onde está, ó morte, o teu aguilhão? Onde está, ó inferno, a tua vitória?
2e0f380043	Ora o aguilhão da morte é o pecado, e a força do pecado é a lei
2e0f390048	Mas graças a Deus que nos dá a vitória por nosso Senhor Jesus Cristo.
2e0f3a0092	Portanto, meus amados irmãos, sede firmes e constantes, sempre abundantes na obra do Senhor, sabendo que o vosso trabalho não é vão no Senhor.
2e10010068	Ora, quanto à coleta que se faz para os santos, fazei vós também como ordenei às igrejas da Galacia.
2e1002009f	No primeiro dia da semana cada um de vós ponha de parte o que poder ajuntar, conforme a sua prosperidade, para que se não façam as coletas quando eu chegar.
2e1003006c	E, quando tiver chegado, enviarei aos que por cartas aprovardes para que levem a vossa dádiva a Jerusalém.
2e1004003c	E, se a coisa for digna de que eu também vá, irão comigo.
2e10050069	Irei, porém, ter convosco depois de ter passado pela Macedônia (porque tenho de passar pela Macedonia).
2e1006006c	E bem pode ser que fique convosco, e passe também o inverno, para que me acompanheis aonde quer que eu for.
2e1007006b	Porque não vos quero agora ver de passagem, mas espero ficar convosco algum tempo, se o Senhor o permitir.
2e1008002f	Ficarei, porém, em Éfeso até ao Pentecostes;
2e10090048	Porque uma porta grande e eficaz se me abriu; e há muitos adversários.
2e100a006c	E, se vier Timotheo, vede que esteja sem temor convosco; porque trabalha na obra do Senhor, como eu também.
2e100b0071	Portanto ninguém o despreze, mas acompanhai-o em paz, para que venha ter comigo: porque o espero com os irmãos.
2e100c00b6	E, acerca do irmão Apolos, roguei-lhe muito que fosse ter convosco com os irmãos, mas, na verdade, não teve vontade de ir agora; irá, porém, quando se lhe ofereça boa ocasião.
2e100d0047	Vigiai, estai firmes na fé: portai-vos varonilmente, e fortalecei-vos.
2e100e0031	Todas as vossas coisas sejam feitas com caridade.
2e100f0090	Rogo-vos, porém, irmãos, pois sabeis que a família de Estephanas é as primícias da Acáia, e que se tem dedicado ao ministério dos santos,
2e10100053	Que também vos sujeiteis aos tais, e a todo aquele que juntamente obra e trabalha.
2e1011007e	Folgo, porém, com a vinda de Estephanas, e de Fortunato e de arcáico; porque estes supriram o que da vossa parte me faltava.
2e10120045	Porque recrearam o meu espírito e o vosso. Reconhecei pois aos tais.
2e10130078	As igrejas da Asia vos saudam. saúdam-vos afetuosamente no Senhor Áquila e Prisca, com a igreja que está em sua casa.
2e10140049	Todos os irmãos vos saudam. saudai-vos uns aos outros com ósculo Santo.
2e1015002c	Saudação da minha própria mão, de Paulo.
2e10160045	Se alguém não ama ao Senhor Jesus Cristo, seja anátema, maranatha.
2e1017002e	A graça do Senhor Jesus Cristo seja convosco.
2e10180036	O meu amor seja com todos vós em Cristo Jesus. amém.
2f0000000c	2 Coríntios
2f010100a6	Paulo, apóstolo de Jesus Cristo, pela vontade de Deus, e o irmão Timotheo, à igreja de Deus, que está em Corinto, com todos os santos que estão em toda a Acáia:
2f01020038	Graça e paz de Deus nosso pai e do Senhor Jesus Cristo.
2f01030071	Bendito seja o Deus e pai de nosso Senhor Jesus Cristo, o pai das misericórdias e o Deus de toda a consolação;
2f010400ba	Que nos consola em toda a nossa tribulação, para que também possamos consolar os que estiverem em alguma tribulação, com a consolação com que nós mesmos somos consolados de Deus.
2f0105006b	Porque, como as aflições de Cristo abundam em nós, assim também a nossa consolação abunda por Cristo.
2f010600d5	Mas, se somos atribulados é para vossa consolação e salvação, ou, se somos consolados, para vossa consolação e salvação é, a qual se opera na tolerância das mesmas aflições que nós também padecemos;
2f0107008a	E a nossa esperança acerca de vós é firme, sabendo que, como sois participantes das aflições, assim o sereis também da consolação.
2f010800d5	Porque não queremos, irmãos, que ignoreis a tribulação que nos sobreveio na Asia, pois que fomos sobremaneira agravados mais do que podíamos suportar, de modo tal que até da vida estivemos em grande dúvida.
2f0109008f	De modo que já em nós mesmos tinhamos a sentença de morte, para que não confiássemos em nós mesmos, mas em Deus, que resuscita os mortos:
2f010a0068	O qual nos livrou de tão grande morte, e livra ainda, no qual esperamos que ainda também nos livrará.
2f010b00a5	Ajudando-nos também vós com oração por nós, para que pela mercê, que por muitas pessoas nos foi feita, por muitas também sejam dadas graças a nosso respeito.
2f010c00d3	Porque a nossa glória é esta: o testemunho da nossa consciência, de que com simplicidade e sinceridade de Deus, não com sabedoria carnal, mas com graça de Deus, temos vivido no mundo, e maiormente convosco.
2f010d0091	Porque nenhumas outras coisas vos escrevemos, senão as que já sabeis ou também reconheceis; e espero que também até ao fim as reconhecereis.
2f010e0085	Como também já em parte nos tendes reconhecido, que somos a vossa glória, como também vós sereis a nossa no dia do Senhor Jesus.
2f010f005b	E com esta confiança quis primeiro ir ter convosco, para que tivesseis uma segunda graça;
2f0110006c	E por vós passar à Macedônia, e da Macedônia ir outra vez ter convosco, e ser guiado por vós à Judeia.
2f011100a0	Assim que, deliberando isto, usei porventura de leviandade? Ou o que delibero, o delibero porventura segundo a carne, para que haja em mim sim sim, e não não?
2f01120051	Antes Deus é fiel, e sabe que a nossa palavra para convosco não foi sim e não.
2f0113009c	Porque o Filho de Deus, Jesus Cristo, que por nós foi pregado entre vós, a saber, por mim, e Silvano, e Timotheo, não foi sim e não; mas nele houve sim.
2f01140067	Porque todas quantas promessas há de Deus, são nele sim, e nele amém, para glória de Deus por nós.
2f01150046	Mas o que nos confirma convosco em Cristo, e o que nos ungiu, é Deus:
2f0116004a	O qual também nos selou e deu o penhor do espírito em nossos corações.
2f01170070	Porém invoco a Deus por testemunha sobre a minha alma, que para vos poupar não tenho até agora ido a Corinto;
2f01180078	Não que tenhamos domínio sobre a vossa fé, mas porque somos cooperadores de vosso gozo; porque pela fé estais em pé
2f0201004b	Porém, deliberei isto comigo mesmo: não ir mais ter convosco em tristeza.
2f02020063	Porque, se eu vos entristeço, quem é que me alegrará, senão aquele que por mim foi contristado?
2f020300ae	E escrevi-vos isto mesmo, para que, quando lá for, não tenha tristeza da parte dos que deveriam alegrar-me; confiando em vós todos, que a minha alegria é a de todos vós.
2f020400b9	Porque em muita tribulação e angústia do coração vos escrevi com muitas lágrimas, não para que vos entristecesseis, mas para que conhecesseis o amor que abundantemente vos tenho.
2f02050075	Porque, se alguém me contristou, não me contristou a mim senão em parte, para vos não sobrecarregar a vós todos.
2f02060033	Basta-lhe ao tal esta repreensão feita por muitos:
2f0207008d	De maneira que antes pelo contrário deveis perdoar-lhe e consolá-lo, para que o tal não seja de modo algum devorado de demasiada tristeza.
2f0208003b	Pelo que rogo-vos que confirmeis para com ele o vosso amor.
2f0209005b	Porque para isso vos escrevi também, para por esta prova saber se sois obedientes em tudo.
2f020a00c1	E a quem perdoardes alguma coisa também eu; porque, se eu também perdoei, se é que tenho perdoado, por amor de vós o fiz na presença de Cristo; para que não sejamos vencidos por Satanás;
2f020b0024	Porque não ignoramos os seus ardis.
2f020c0069	No demais, quando cheguei a Troas para pregar o evangelho de Cristo, e abrindo-se-me uma porta no Senhor,
2f020d007d	Não tive repouso no meu espírito, porque não achei ali meu irmão Tito; mas, despedindo-me deles, parti para a Macedônia.
2f020e007b	E graças a Deus, que sempre nos faz triunfar em Cristo, e por nós manifesta em todo o lugar o cheiro do seu conhecimento.
2f020f0059	Porque para Deus somos o bom cheiro de Cristo, em os que se salvam e em os que se perdem:
2f02100081	Para estes certamente cheiro de morte para morte; mas para aqueles cheiro de vida para vida. E para estas coisas quem é idôneo?
2f02110093	Porque nós não somos, como muitos, falsificadores da palavra de Deus, antes falamos de Cristo com sinceridade, como de Deus na presença de Deus.
2f0301009d	Porventura começamos outra vez a louvar-nos a nós mesmos? Ou necessitamos, como alguns, de cartas de recomendação para vós, ou de recomendação de vós
2f0302005c	Vós sois a nossa carta, escrita em nossos corações, conhecida e lida por todos os homens.
2f030300cc	Porque já é manifesto, que vós sois a carta de Cristo, ministrada por nós, e escrita, não com tinta, mas com o espírito de Deus vivo, não em tábuas de pedra, mas nas tábuas de carne do coração.
2f03040031	E é por Cristo que temos tal confiança em Deus:
2f03050074	Não que sejamos capazes, por nós, de pensar alguma coisa, como de nós mesmos; mas a nossa capacidade vem de Deus:
2f03060091	O qual nos fez também capazes de ser ministros do novo testamento, não da letra, mas do espírito; porque a letra mata, e o espírito vivifica.
2f030700db	E, se o ministério da morte, gravado com letras em pedras, foi para glória, de maneira que os filhos de Israel não podiam fitar os olhos na face de Moisés, por causa da glória do seu rosto, a qual era transitória,
2f0308003c	Como não será de maior glória o ministério do espírito?
2f03090071	Porque, se o ministério da condenação foi glorioso, muito mais excederá em glória o ministério da justiça.
2f030a0069	Porque também o que foi glorificado nesta parte não foi glorificado, por causa desta excelente glória.
2f030b005d	Porque, se o que era transitório foi para glória, muito mais é em glória o que permanece.
2f030c003e	Tendo, pois, tal esperança, usamos de muita ousadia no falar.
2f030d0092	E não somos como Moisés, que punha um véu sobre a sua face, para que os filhos de Israel não fitassem os olhos no fim do que era transitório.
2f030e00a3	Porém os seus sentidos foram endurecidos: porque até ao dia de hoje o mesmo véu fica por levantar na lição do velho testamento, o qual foi por Cristo abolido:
2f030f005c	Mas até ao dia de hoje, quando é lido Moisés, o véu está posto sobre o coração deles.
2f03100042	Porém, quando se converterem ao Senhor, então o véu se tirará.
2f03110051	Ora o Senhor é o espírito; e onde está o espírito do Senhor ai há liberdade.
2f031200af	Mas todos nós, com cara descoberta, refletindo como um espelho, a glória do Senhor, somos transformados de glória em glória na mesma imagem, como pelo espírito do Senhor.
2f0401005f	Pelo que, tendo este ministério, segundo a misericórdia que nos foi feita, não desfalecemos,
2f040200e2	Antes, rejeitamos as coisas que por vergonha se ocultam, não andando com astúcia nem falsificando a palavra de Deus, mas recomendando-nos à consciência de todo o homem, na presença de Deus, pela manifestação da verdade.
2f0403005c	Porém, se também o nosso evangelho está encoberto, para os que se perdem está encoberto:
2f040400a8	Nos quais o Deus deste século cegou os entendimentos dos incrédulos, para que lhes não resplandeça a luz do evangelho da glória de Cristo, que é a imagem de Deus.
2f0405007a	Porque não nos pregamos a nós mesmos, mas a Cristo Jesus, o Senhor; e nós mesmos somos vossos servos por amor de Jesus.
2f040600b5	Porque Deus, que disse que das trevas resplandecesse a luz, é quem resplandeceu em nossos corações, para iluminação do conhecimento da glória de Deus, na face de Jesus Cristo.
2f0407006c	Temos, porém, este tesouro em vasos de barro, para que a excelência do poder seja de Deus, e não de nós.
2f04080058	Em tudo somos atribulados, porém não angustiados: perplexos, porém não desesperados:
2f04090046	Perseguidos, porém não desamparados: abatidos, porém não perdidos:
2f040a0091	Trazendo sempre por toda a parte a mortificação do Senhor Jesus no nosso corpo, para que a vida de Jesus se manifeste também em nossos corpos;
2f040b0095	Porque nós, que vivemos, estamos sempre entregues à morte por amor de Jesus, para que a vida de Jesus se manifeste também em a nossa carne mortal.
2f040c003b	De maneira que em nós obra a morte, porém em vós a vida.
2f040d0082	E temos portanto o mesmo espírito de fé, como está escrito: Cri, por isso falei: nós cremos também, por isso também falamos.
2f040e006a	Sabendo que o que resuscitou o Senhor Jesus, nos resuscitará também por Jesus; e nos colocará convosco.
2f040f008c	Porque todas estas coisas são por amor de vós, para que a graça, que abunda pela ação de graças de muitos abunde para glória de Deus.
2f0410007c	Por isso não desfalecemos: mas, ainda que o nosso homem exterior se corrompa, o interior, contudo, se renova de dia em dia,
2f04110061	Porque a nossa leve e momentanea tribulação produz-nos um peso eterno de glória mui excelente;
2f0412008f	Não atentando nós nas coisas que se veem, mas nas que se não veem; porque as que se veem são temporais, e as que se não veem são eternas.
2f0501009a	Porque sabemos que, se a nossa casa terrestre deste tabernáculo se desfizer, temos de Deus um edifício, uma casa não feita por mãos, eterna nos céus.
2f0502005a	E por isso também gememos, desejando ser revestidos da nossa habitação, que é do céu;
2f0503002f	Se todavia formos achados vestidos, e não nus.
2f050400aa	Porque também nós, os que estamos neste tabernáculo, gememos carregados: porque não queremos ser despidos, mas revestidos, para que o mortal seja absorvido pela vida.
2f0505005e	Ora, quem para isto mesmo nos preparou foi Deus, o qual nos deu também o penhor do espírito.
2f0506006a	Pelo que estamos sempre de bom ânimo, sabendo que, enquanto estamos no corpo, vivemos ausentes do Senhor.
2f0507002b	(Porque andamos por fé, e não por vista.)
2f05080054	Porém temos confiança e desejamos muito deixar este corpo, e habitar com o Senhor.
2f05090054	Pelo que muito desejamos também ser-lhe agradáveis, quer presentes, quer ausentes.
2f050a0086	Porque todos devemos comparecer ante o tribunal de Cristo, para que cada um receba segundo o que tiver feito no corpo, ou bem, ou mal.
2f050b00b0	Assim que, sabendo o temor que se deve ao Senhor, persuadimos os homens à fé, e somos manifestos a Deus; mas espero que nas vossas consciências estejamos também manifestos.
2f050c00b7	Porque não nos recomendamos outra vez a vós; mas damo-vos ocasião de vos glóriardes de nós, para que tenhais que responder aos que se glóriam na aparência, e não no coração.
2f050d0051	Porque, se enlouquecemos, é para Deus; e, se conservamos o juízo, é para vós.
2f050e006d	Porque o amor de Cristo nos constrange, julgando nós isto: que, se um morreu por todos, logo todos morreram.
2f050f007b	E ele morreu por todos, para que os que vivem não vivam mais para si, senão para aquele que por eles morreu e resuscitou.
2f051000b1	Assim que daqui por diante a ninguém conhecemos segundo a carne, e, ainda que também tenhamos conhecido Cristo segundo a carne, todavia agora já o não conhecemos deste modo.
2f05110076	Assim que, se alguém está em Cristo, nova criatura é: as coisas velhas já passaram; eis que tudo está feito novo.
2f0512007b	E tudo isto provém de Deus que nos reconciliou consigo mesmo por Jesus Cristo, e nos deu o ministério da reconciliação.
2f0513008d	Porque Deus estava em Cristo reconciliando consigo o mundo, não lhes imputando os seus pecados; e pôs em nós a palavra da reconciliação.
2f05140095	De sorte que somos embaixadores da parte de Cristo, como se Deus por nós rogasse. Rogamos-vos pois da parte de Cristo que vos reconcilieis com Deus.
2f05150069	Àquele que não conheceu pecado, fê-lo pecado por nós; para que nele fossemos feitos justiça de Deus.
2f06010057	E nós, cooperando também, vos exortamos a que não recebais a graça de Deus em vão;
2f06020095	(Porque diz: Ouvi-te em tempo acceitável e socorri-te no dia da salvação: Eis aqui agora o tempo acceitável, eis aqui agora o dia da salvação.)
2f06030058	Não dando nós escândalo em coisa alguma, para que o ministério não seja vituperado;
2f06040085	Antes, como ministros de Deus, fazendo-nos agradáveis em tudo: na muita sofrença, nas aflições, nas necessidades, nas angústias,
2f06050053	Nos açoites, nas prisões, nos tumultos, nos trabalhos, nas vigílias, nos jejuns,
2f06060063	Na pureza, na ciência, na longanimidade, na benignidade, no Espírito Santo, no amor não fingido,
2f0607005b	Na palavra da verdade, no poder de Deus, pelas armas da justiça, à direita e à esquerda,
2f0608005c	Por honra e por desonra, por infâmia e por boa fama: como enganadores, e sendo verdadeiros:
2f0609006f	Como desconhecidos, mas sendo bem conhecidos: como morrendo, e eis que vivemos: como castigados, e não mortos:
2f060a0071	Como contristados, mas sempre alegres: como pobres, mas enriquecendo a muitos: como nada tendo, e possuindo tudo.
2f060b0055	Ó Coríntios, a nossa boca aberta está para vós, o nosso coração está dilatado.
2f060c004d	Não estais estreitados em nós; mas estais estreitados nas vossas entranhas.
2f060d0048	Ora, em recompensa disto, (falo como a filhos) dilatai-vos também vós.
2f060e009f	Não vos prendais desigualmente ao jugo com os infieis; porque, que participação tem a justiça com a injustiça? E que comunicação tem a luz com as trevas
2f060f0051	E que concórdia há entre Cristo e Belial? Ou que parte tem o fiel com o infiel?
2f061000cb	E que consentimento tem o templo de Deus com os ídolos? Porque vós sois o templo do Deus vivente, como Deus disse: neles habitarei, e entre eles andarei: e eu serei o seu Deus e eles serão o meu povo.
2f0611006a	Pelo que saí do meio deles, e apartai-vos, diz o Senhor; e não toqueis coisa imunda, e eu vos receberei:
2f0612005c	E eu serei para vós Pai e vós sereis para mim filhos e filhas, diz o Senhor todo poderoso.
2f0701009b	Ora, amados, pois que temos tais promessas, purifiquemo-nos de toda a imundícia da carne e do espírito, aperfeiçoando a santificação no temor de Deus.
2f07020061	Recebei-nos; a ninguém agravamos, a ninguém corrompemos, de ninguém buscamos o nosso proveito.
2f07030083	Não digo isto para vossa condenação; pois já de antes tinha dito que estais em nossos corações para juntamente morrer e viver
2f070400b3	Grande é a ousadia da minha fala para convosco, e grande a minha jactância a respeito de vós; estou cheio de consolação: superabundo de gozo em todas as nossas tribulações.
2f0705009b	Porque, ainda quando chegamos à Macedônia, a nossa carne não teve repouso algum; antes em tudo fomos atribulados: por fora combates, temores por dentro.
2f07060044	Mas Deus, que consola os abatidos, nos consolou com a vinda de Tito.
2f070700c8	E não somente com a sua vinda, senão também pela consolação com que foi consolado de vós, contando-nos as vossas saudades, o vosso choro, o vosso zelo por mim, de maneira que muito me regozijei.
2f0708009b	Porque, ainda que vos contristei com a carta, não me arrependo, embora me arrependesse por ver que aquela carta vos contristou, ainda que por pouco tempo.
2f070900ca	Agora folgo, não porque fostes contristados, mas porque fostes contristados para o arrependimento; porque fostes contristados segundo Deus; de maneira que por nós não padecestes dano em coisa alguma.
2f070a008a	Porque a tristeza segundo Deus obra arrependimento para a salvação, da qual ninguém se arrepende; mas a tristeza do mundo obra a morte.
2f070b00df	Porque, quanto cuidado não produziu isto mesmo em vós, que segundo Deus fostes contristados! que apologia, que indignação, que temor, que saudades, que zelo, que vingança! em tudo mostrastes estar puros neste negócio.
2f070c00b8	Portanto, ainda que vos escrevi, não foi por causa do que fez o agravo, nem por causa do que sofreu o agravo, mas para que a nossa diligência por vós fosse manifesta diante de Deus.
2f070d0097	Por isso fomos consolados pela vossa consolação, e muito mais nos alegramos pela alegria de Tito, porque o seu espírito foi recreado por vós todos.
2f070e00c1	Porque, se em alguma coisa me gloriei de vós para com ele, não fiquei envergonhado; antes, como vos dissemos tudo com verdade, assim também a nossa glória para com Tito se achou verdadeira.
2f070f0091	E o seu entranhável afeto para convosco é mais abundante, lembrando-se da obediência de vós todos, e de como o recebestes com temor e tremor.
2f0710002d	Regozijo-me de em tudo poder confiar em vós.
2f08010054	Também, irmãos, vos fazemos saber a graça de Deus dada às igrejas da Macedônia:
2f0802008a	Como em muita prova de tribulação houve abundância do seu gozo, e como a sua profunda pobreza abundou em riquezas de sua beneficência.
2f0803006a	Porque, segundo o seu poder (o que eu mesmo testifico), e ainda acima do seu poder, deram voluntariamente,
2f08040068	Pedindo-nos com muitos rogos a graça e a comunicação deste serviço, que se fazia para com os santos.
2f08050087	E fizeram não somente como nós esperávamos, mas a si mesmos se deram primeiramente ao Senhor, e depois a nós, pela vontade de Deus.
2f0806006e	De maneira que exortamos a Tito que, assim como de antes começou, assim também acabe esta mercê entre vós.
2f080700ac	Portanto, assim como em tudo abundais em fé, e em palavra, e em ciência, e em toda a diligência, e em a vossa caridade para conosco, assim também abundeis nesta graça.
2f08080079	Não digo isto como quem manda, senão também para provar, pela diligência dos outros, a sinceridade da vossa caridade.
2f08090092	Porque já sabeis a graça de nosso Senhor Jesus Cristo, que, sendo rico, por amor de vós se fez pobre; para que pela sua pobreza enriquecesseis.
