0100000006	Mwanzo
310420005e	Mwe na huruma. Msameheane ninyi kwa ninyi, kama vile Mungu katika Kristo alivyowasamehe ninyi.
3105010041	Kwa hiyo muwe watu wa kumfuata Mungu, kama watoto wake wapendwao.
31050200a9	Mtembee katika pendo, vilevile kama Kristo alivyotupenda sisi, alijitoa mwenyewe kwa ajili yetu. Yeye alikuwa sadaka na dhabihu, kuwa harufu nzuri ya kumfurahisha Mungu.
3105030061	Zinaa au uchafu wowote na tamaa mbaya lazima visitajwe kati yenu, kama inavyotakiwa kwa waaminio,
310504007c	wala machukizo yasitajwe, mazungumzo ya kipumbavu, au mizaha ya udhalilishaji, ambayo siyo sawa, badala yake iwepo shukrani.
3105050091	Mnaweza kuwa na uhakika ya kwamba kuna zinaa, uchafu, wala atamaniye, huyo nimwabudu sanamu, hana urithi wowote katika ufalme wa Kristo na Mungu.
3105060070	Mtu yote asikudanganye kwa maneno matupu, kwa sababu ya mambo haya hasira ya Mungu inakuja juu ya wana wasiotii.
310507001c	Hivyo usishiriki pamoja nao.
310508006e	Kwa kuwa ninyi mwanzo mlikuwa giza, lakini sasa mmekuwa nuru katika Bwana. Hivyo tembeeni kama watoto wa nuru.
3105090041	Kwa kuwa matunda ya nuru yanajumuisha uzuri wote, haki na ukweli.
31050a0028	Tafuta kile kinacho furahisha kwa Bwana.
31050b0050	Usiwepo ushiriki katika kazi za giza zisizo na matunda, badala yake ziweke wazi.
31050c0049	Kwa sababu mambo yanayofanywa na wao sirini ni aibu sana hata kuyaelezea.
31050d002f	Mambo yote, yanapofichuliwa na nuru, huwa wazi,
31050e0095	kwa kuwa Kila kitu kilichofichuliwa kinakuwa nuruni. Hivyo husema hivi, “Amka, wewe uliyelala, na inuka kutoka wafu na Kristo atang'aa juu yako.”
31050f0052	Hivyo iweni makini jinsi mtembeavyo, siyo kama watu wasio werevu bali kama werevu.
3105100028	Ukomboeni muda kwa kuwa siku ni za uovu.
310511003b	Msiwe wajinga, badala yake, fahamuni nini mapenzi ya Bwana.
3105120054	Msilewe kwa mvinyo, huongoza kwenye uharibifu, badala yake mjazwe na Roho Mtakatifu.
310513006c	Zungumzeni na kila mmoja wenu kwa zaburi, na sifa, na nyimbo za rohoni. Imbeni na sifuni kwa moyo kwa Bwana.
3105140057	Daima toa shukrani kwa mambo yote katika jina la Kristo Yesu Bwana wetu kwa Mungu Baba.
310515003e	Jitoeni wenyewe kila mmoja kwa mwingine kwa heshima ya Kristo.
310516002d	Wake, jitoeni kwa waume zenu, kama kwa Bwana.
310517005d	Kwa sababu mume ni kichwa cha mke, kama Kristo alivyo kichwa cha kanisa. Ni mwokozi wa mwili.
310518006f	Lakini kama kanisa lilivyo chini ya Kristo, vilevile wake lazima wafanye hivyo kwa waume zao katika kila jambo.
3105190065	Waume, wapendeni wake zenu kama vile Kristo alivyolipenda kanisa na akajitoa mwenyewe kwa ajili yake.
31051a004f	Alifanya hivyo ili liwe takatifu. Alilitakasa kwa kuliosha na maji katika neno.
31051b00a1	Alifanya hivi ili kwamba aweze kujiwasilishia mwenyewe kanisa tukufu, pasipo na doa wala waa au kitu kifananacho na haya, badala yake ni takatifu lisilo na kosa.
31051c0071	Kwa njia ile ile, waume wanatakiwa kuwapenda wake zao kama miili yao. Yule ampendae mke wake anajipenda mwenyewe.
31051d0076	Hakuna hata mmoja anayechukia mwili wake. Badala yake, huurutubisha na kuupenda, kama Kristo pia alivyolipenda kanisa.
31051e0029	Kwa kuwa sisi ni washiriki wa mwili wake.
31051f007c	“Kwa sababu hii mwanaume atamwacha baba yake na mama yake na ataungana na mke wake, na hao wawili watakuwa mwili mmoja”.
3105200040	huu ulikuwa umefichika. Lakini ninasema kuhusu Kristo na kanisa.
3105210060	Walakini, kila mmoja wenu lazima ampende mke wake kama mwenyewe, na mke lazima amheshimu mumewe.
310601003f	Watoto watiini wazazi wenu katika Bwana, kwa maana hii ni haki.
3106020053	“Mheshimu baba yako na mama yako” (Maana hii ndiyo amri ya kwanza yenye ahadi),
3106030044	“ili iwe heri kwenu na muweze kuishi maisha marefu juu ya nchi.”
3106040078	Na ninyi akina baba, msiwakwaze watoto na kuwasababishia hasira, badala yake, waleeni katika maonyo na maagizo ya Bwana.
31060500ab	Enyi watumwa, iweni watiifu kwa mabwana zenu wa hapa duniani kwa heshima kubwa na kutetemeka kwa hofu itokayo mioyoni mwenu. muwe watiifu kwao kama vile mnavyomtii Kristo.
31060600a8	Utii wenu usiwe tu pale mabwana zenu wanapowatazama ili kuwafurahisha. Badala yake, iweni watiifu kama watumwa wa Kristo. Fanyeni Mapenzi ya Mungu kutoka mioyoni mwenu,
3106070050	watumikieni kwa mioyo yenu yote, kwa kuwa mnamtumikia Bwana na wala si wanadamu,
310608007b	mnapaswa kujua kwamba katika kila tendo jema mtu analofanya, atapokea zawadi kutoka kwa Bwana, ikiwa ni mtumwa au mtu huru.
31060900a9	Na ninyi mabwana fanyeni vivyo hivyo kwa watumwa wenu. Msiwatishe mkijua kwamba yeye aliye Bwana wa wote ni yule aliye mbinguni. Mkijua kuwa hakuna upendeleo ndani yake.
31060a0044	Hatimaye, iweni na nguvu katika Bwana na katika uwezo wa nguvu zake.
31060b0051	Vaeni silaha zote za Mungu, ili kwamba mpate kusimama kinyume na hila za shetani.
31060c00a2	kwa kuwa vita yetu si ya damu na nyama, bali ni dhidi ya falme na mamlaka ya roho na watawala wa ulimwengu wa uovu na giza, dhidi ya pepo katika sehemu za mbingu.
31060d0095	Kwa hiyo, vaeni silaha zote za Mungu, ili mpate kusimama imara dhidi ya uovu katika kipindi hiki kiovu. Baada ya kumaliza kila kitu, mtasimama imara.
31060e0061	Hatimaye simameni imara. Fanyeni hivi baada ya kuwa mmefunga mkanda katika kweli na haki kifuani.
31060f004d	Fanyini hivi mkiwa mmevaa utayari miguuni mwenu wa kutangaza injili ya amani.
310610005c	Katika kila hali mkichukua ngao ya imani, ambayo itakuwezesha kuizima mishale ya yule mwovu.
3106110041	Vaeni kofia ya wokovu na upanga wa Roho, ambayo ni neno la Mungu.
310612009a	pamoja na maombi na dua. Ombeni kwa Roho kila wakati. Kwa mtazamo huu iweni waangalifu kila wakati kwa uvumilivu wote na maombi kwa ajili ya waamini wote.
310613008b	Ombeni kwa ajili yangu, ili nipewe ujumbe ninapofungua mdomo wangu. Ombeni kwamba nieleweshe kwa ujasiri kweli iliyofichika ihusuyo injili.
310614007f	Ni kwa ajili ya injili mimi ni balozi niliyefungwa minyororo, ili kwamba ndani mwao niseme kwa ujasiri kama ninavyowiwa kusema.
3106150091	Lakini ninyi pia mjue mambo yangu na jinsi ninavyoendelea, Tikiko ndugu yangu kipenzi na mtumishi mwaminifu katika Bwana, atawajulisha kila kitu.
3106160068	Nimemtuma kwenu kwa kusudi hili maalumu, ili kwamba mjue mambo kuhusu sisi, aweze kuwafariji mioyo yenu.
310617005d	Amani na iwe kwa ndugu, na upendo pamoja na imani kutoka kwa Mungu baba na Bwana Yesu Kristo.
3106180054	Neema na iwe pamoja na wote wanampenda Bwana Yesu Kristo kwa pendo lile lisilo kufa.
3200000008	Wafilipi
3201010083	Paulo na Timotheo, watumishi wa Kristo Yesu, Kwa wale walitengwa katika Kristo wanaoishi Filipi, pamoja na waangalizi na mashemasi.
3201020052	Neema na iwe kwenu na amani itokayo kwa Mungu Baba yetu na Bwana wetu Yesu Kristo.
3201030038	Namshukuru Mungu wangu kila ninapowakumbuka ninyi nyote.
320104005a	Mara zote katika kila ombi langu kwa ajili yenu ninyi nyote, huwa na furahi ninapowaombea.
320105005e	Nina shukrani nyingi kwa sababu ya ushirika wenu katika injili tangu siku ya kwanza mpaka leo.
3201060071	Nina hakika kuwa yeye aliyeanzisha kazi njema ndani yenu ataendelea kuikamilisha mpaka siku ya Bwana Yesu Kristo.
32010700d1	Ni sawa kwangu kujisikia hivi juu yenu ninyi nyote kwa sababu nimewaweka moyoni wangu. Maana ninyi mmekuwa washirika wenza katika neema katika kifungo changu na katika utetezi na uthibitishaji wangu wa injili.
3201080068	Mungu ni shahidi wangu, jinsi nilivyo na shauku juu ya yenu nyote katika undani wa pendo la Kristo Yesu.
3201090058	Na ninaomba kwamba: upendo wenu uongezeke zaidi na zaidi katika maarifa na ufahamu wote.
32010a00aa	Ninaomba kwa ajili ya hili ili muwe na uwezo wa kupima na kuchagua mambo yaliyo bora sana. Pia ninawaombea ili muwe safi pasipokuwa na hatia yoyote katika siku ya Kristo.
32010b0061	Na pia ili mjazwe na tunda la haki lipatikanalo katika Yesu Kristo, kwa utukufu na sifa ya Mungu.
32010c005d	Sasa ndugu zangu, nataka mjue kuwa, mambo yaliyotokea kwangu yameifanya injili iendelee sana.
32010d0065	Ndiyo maana vifungo vyangu katika Kristo, vimejulikana kwa walinzi wa ikulu yote na kwa kila mtu pia.
32010e0073	Na ndugu wengi katika Bwana, kwa sababu ya vifungo vyangu, wameshawishika na kuthubutu kulihubiri Neno pasipo hofu.
32010f0057	Baadhi kweli hata humtangaza Kristo kwa fitina na ugomvi, na pia wengine kwa nia njema.
3201100060	Wale wanaomtangaza Kristo kwa upendo wanajua kuwa nimewekwa hapa kwa ajili ya utetezi wa injili.
320111007e	Bali wengine wanamtangaza Kristo kwa ubinafsi na nia mbaya. Hudhani kuwa wanasababisha matatizo kwangu katika minyororo yangu.
3201120080	Kwa hiyo? Sijali, aidha njia ikiwa ni kwa hila au kwa kweli, Kristo anatangazwa, na katika hili ninafurahia! Ndiyo, nitafurahia.
320113008f	kwa kuwa ninajua ya kuwa hili litaleta kufunguliwa kwangu. Jambo hili litatokea kwa sababu ya maombi yenu na kwa msaada wa Roho wa Yesu Kristo.
32011400e0	Kulingana na matarajio yangu ya uhakika na kweli ni kwamba, sitaona aibu. Badala yake, kwa ujasiri wote, kama ambavyo siku zote na sasa, natarajia kuwa Kristo atainuliwa katika mwili wangu, ikiwa katika uzima au katika kifo.
3201150039	Kwa maana kwangu mimi, kuishi ni Kristo na kufa ni faida.
3201160063	Lakini, kama kuishi katika mwili huzaa tunda katika kazi yangu, kwa hiyo sijui ni lipi la kuchagua.
3201170089	Maana ninasukumwa sana na mawazo haya mawili. Nina hamu ya kuuacha mwili na kuwa pamoja na Kristo, kitu ambacho ni cha thamani sana sana.
3201180047	Ingawa, kubaki katika mwili huu ni jambo la muhimu sana kwa ajili yenu.
3201190089	Kwa kuwa nina uhakika juu ya hili, ninajua nitabaki na kuendelea kuwa pamoja nanyi nyote, kwa ajili ya maendeleo na furaha ya imani yenu.
32011a007e	Na hii italeta furaha yenu kubwa katika Kristo Yesu, kwasababu yangu itaongezeka, kwa sababu ya uwepo wangu tena pamoja nanyi.
32011b00fb	Mnatakiwa kuishi maisha yenu katika mwenendo mzuri uipasayo injili ya Kristo. fanyeni hivyo ili nikija kuwaona au nisipokuja, nisikie kuwa mmesimama imara katika roho moja. natamani kusikia kuwa mna roho moja, mkiishindania imani ya injili kwa pamoja.
32011c008d	na msitishwe na kitu chochote kinachofanywa na maadui zenu. Hii kwao ni ishara ya uharibifu. Bali kwenu ni ishara ya wokovu kutoka kwa Mungu.
32011d005e	kwa maana ninyi mmepewa kwa ajili ya Kristo, si kumwamini tu, bali na kuteswa pia katika Yeye.
32011e0055	kwa maana mna mgogoro uleule kama mliouona kwangu na mnasikia kwamba ninao hata sasa.
320201008b	Ikiwa kuna kutiwa moyo katika Kristo. Ikiwa kuna faraja kutoka katika pendo lake. Ikiwa kuna ushirika wa Roho. Ikiwa kuna rehema na huruma.
3202020073	Ikamilisheni furaha yangu kwa kunia mamoja mkiwa na upendo mmoja, mkiwa wamoja katika roho, na kuwa na kusudi moja.
3202030063	Msifanye kwa ubinafsi na majivuno. Isipokuwa kwa unyenyekevu mkiwaona wengine kuwa bora zaidi yenu.
3202040058	Kila mmoja wenu asiangalie tu mahitaji yake binafsi, bali pia ajali mahitaji ya wengine.
3202050027	Muwe na nia kama aliyonayo Kristo Yesu.
3202060061	Ingawaje yeye ni sawa na Mungu. Lakini hakujali kuwa sawa na Mungu ni kitu cha kushikamana nacho.
320207007a	Badala yake, alijishusha mwenyewe. Alichukua umbo la mtumishi. Akajitokeza katika mfano wa wanadamu. Alionekana mwanadamu.
320208003d	Yeye alijinyeyekeza na kuwa mtii hadi kifo, kifo cha msalaba.
3202090045	Hivyo basi Mungu alimtukuza sana. Alimpa jina kuu lipitalo kila jina.
32020a0089	Alifanya hivyo ili kwamba katika jina la Yesu kila goti sharti liiname. Magoti ya walio mbinguni na walio juu ya ardhi na chini ya ardhi.
32020b006c	Na alifanya hivyo ili kwamba kila ulimi sharti ukiri kwamba Yesu kristo ni Bwana, kwa utukufu wa Mungu Baba.
32020c00bb	Kwa hiyo basi, wapendwa wangu kama mnavyotii siku zote, Si tu katika uwepo wangu lakini sasa ni zaidi sana hata pasipo uwepo wangu, uwajibikeni wokovu wenu wenyewe kwa hofu na kutetemeka.
32020d006b	Kwa kuwa ni Mungu anayetenda kazi ndani yenu ili kuwawezesha kunia na kutenda mambo yale yampendezayo yeye.
32020e0030	Fanyeni mambo yote bila malalamiko na mabishano.
32020f00a4	Fanyeni hivyo ili kwamba msilaumike na kuwa watoto wa Mungu waaminifu wasiyo na lawama. Fanyeni hivyo ili kwamba muwe nuru ya dunia, katika kizazi cha uasi na uovu.
3202100092	Shikani sana neno la uzima ili kwamba niwe na sababu ya kutukuza siku ya Kristo. Kisha nitafahamu kwamba sikupiga mbio bure wala sikutaabika bure.
320211007f	Lakini hata kama ninamiminwa kama sadaka juu ya dhabidhu na huduma ya imani yenu, ninafurahi, na ninafurahi pamoja nanyi nyote.
320212003a	Vilevile na ninyi pia mnafurahi, na mnafurahi pamoja nami.
320213007e	Lakini natumaini katika Bwana Yesu kumtuma Timotheo kwenu hivi karibuni, ili kwamba niweze kutiwa moyo nitakapojua mambo yenu.
3202140056	Kwa kuwa sina mwingine aliye na mtazamo kama wake, mwenye nia ya kweli kwa ajili yenu.
3202150063	Wengine wote ambao ningewatuma kwenu wanatafuta mambo yao binafsi tu, na siyo mambo ya Yesu Kristo.
320216007b	Lakini mnaijua thamani yake, kwa sababu kama mtoto anavyomhudumia baba yake, ndivyo alivyotumika pamoja nami katika injili.
3202170052	Kwa hiyo ninatumaini kumtuma haraka pindi tu nitakapofahamu nini kitatokea kwangu.
3202180050	Lakini nina hakika katika Bwana kwamba mimi mwenyewe pia nitakuja hivi karibuni.
32021900ad	Lakini nafikiri ni muhimu kumrejesha kwenu Epafradito. Yeye ni ndugu yangu na mtenda kazi mwenzangu na askari mwenzangu, mjumbe na mtumishi wenu kwa ajili ya mahitaji yangu.
32021a006a	Kwa sababu alikuwa na hofu na alitamani kuwa pamoja nanyi nyote, kwa kuwa mlisikia kwamba alikuwa mgonjwa.
32021b00b5	Maana hakika alikuwa mgonjwa sana kiasi cha kufa. Lakini Mungu alimhurumia, na wema huo haukuwa juu yake tu, lakini pia ulikuwa juu yangu, ili kwamba nisiwe na huzuni juu ya huzuni.
32021c0085	Kwa hiyo ninamrejesha kweny haraka iwezekanavyo, Ili kwamba mtakapomwona tena mpate kufurahi na mimi nitakuwa nimeondolewa wasi wasi.
32021d0051	Mkaribisheni Epafradito katika Bwana kwa furaha zote. Waheshimuni watu kama yeye.
32021e00c6	Kwa kuwa ilikuwa kwa ajili ya kazi ya Kristo kwamba alikaribia kufa. Alihatarisha maisha yake ili kuniokoa mimi na akafanya kile ambacho hamkuweza kufanya katika kunihudumia mimi kwa mko mbali nami.
320301007a	Hatimaye, ndugu zangu furahini katika Bwana. Sioni usumbufu kuwaandikia tena maneno yaleyale. Haya mambo yatawapa usalama.
3203020061	Jihadharini na mbwa. Jihadharini na watenda kazi wabaya. Jihadharini na wale wajikatao miili yao.
3203030095	Kwa kuwa sisi nndiyo tohara. Sisi ndiyo huwa tumwabudu Mungu kwa msaada wa Roho. Tujivuniao katika Kristo Yesu, na ambao hatuna ujasiri katika mwili.
320304005f	Hata hivyo, kama kungekuwa na mtu wa kuutumainia mwili huu, mimi ningeweza kufanya hivyo zaidi.
32030500b9	Kwani nilitahiriwa siku ya nane, nilizaliwa katika kabila la Waisraeli. Ni wa kabila la Benjamini. Ni Mwebrania wa waebrani. Katika kuitimiza haki ya sheria ya Musa, nilikuwa, Farisayo.
3203060059	Kwa juhudi zangu nililitesa Kanisa. Kwa tuitii haki ya sheria, sikuwa na lawama kisheria.
320307007a	Lakini katika mambo yote niliyoyaona kuwa ya faida kwangu mimi, niliyahesabu kama takataka kwa sababu ya kumfahamu Kristo.
32030800b2	Kwa kweli, nayahesabu mambo yote kuwa hasara kutokana ubora wa kumjua wa Kristo Yesu Bwana wangu. Kwa ajili yake nimeaacha mambo yote, nayahesabu kama takataka ili nimpate Kristo
32030900af	na nionekane ndani yake. Sina haki yangu binafisi kutoka katika sheria, bali ninayo haki ile ipatikanayo kwa imani katika Kristo, itokayo kwa Mungu, yenye msingi katika imani.
32030a0088	Sasa nataka kumfahamu yeye na nguvu ya ufufuo wake na ushirika wa mateso yake. Nataka kubadilishwa na Kristo katika mfano wa kifo chake,
32030b0037	angalau niweze kuwa na matumaini katika ufufuo wa wafu.
32030c00b0	Siyo kweli kwamba tayari nimeishayapata mambo hayo, au kwamba nimekuwa mkamilifu katika hayo. Bali najitahidi ili niweze kupata kile kupata kile nilichopatikana na Kristo Yesu.
32030d0079	Ndugu zangu, sidhani kwamba nimekwisha kupata mambo haya. Bali nafanya jambo moja: nasahau ya nyuma nayatazamia ya mbele.
32030e005b	Najitahidi kufikia lengo kusudi ili nipate tuzo ya juu ya wito wa Mungu katika Kristo Yesu.
32030f00a1	Sote tulio ukulia wokovu, tunapaswa kuwaza namna hii. Na ikiwa mwingine atafikiri kwa namna iliyotofauti kuhusu jambo lo lote, Mungu pia atalifunuao hiilo kwenu.
3203100037	Hata hivyo, hatua ifikia na tuenende katika mtindo huo.
3203110060	Ndugu zangu, niigeni mimi. Waangalieni kwa makini wale wanaoenenda kwa mfano ulio wa jinsi yetu.
3203120087	Wengi wanaoishi niwale ambao mara nyingi nimewaambieni, na sasa nawaambia kwa machozi -wengi wanaishi kama maadui wa msalaba wa Kristo.
3203130078	Mwisho wao ni uharibifu. Kwa kuwa Mungu wao ni tumbo, na kiburi chao kiko katika aibu yao. Wanafikiria mambo ya kidunia.
320314004b	Bali uraia wetu uko mbinguni, ambako tunamtarajia mwokozi wetu Yesu Kristo.
3203150076	Atabadilisha miili yetu dhaifu kuwa kama mwili wake wa utukufu; kwa uweza ule ule unaomwezesha kuvidhibiti vitu vyote.
320401007c	Kwa hiyo wapendwa wangu, ambao nawatamani, ambao ni furaha na taji yangu. Simameni imara katika Bwana, enyi rafiki wapendwa.
320402008d	Ninakusihi wewe Eudia, pia ninakusihi wewe Sintike, mrejeshe mahusiano ya amani kati yenu, kwa sababu ninyi, nyote wawili mliungana na Bwana.
32040300ff	Kwa kweli, niwasihi pia ninyi watenda kazi wenzangu, muwasaidie hawa wanawake kwa kuwa walitumika pamoja na mimi katika kueneza injili ya Bwana tukiwa na Kelementi pamoja na watumishi wengine wa Bwana, ambao majina yao yameandikwa katika kitabu cha uzima.
3204040030	katika Bwana siku zote. tena nitasema, furahini.
3204050039	Upole wenu na ujulikane kwa watu wote. Bwana yuko karibu.
3204060092	Msijisumbue kwa jambo lolote. Badala yake, fanyeni mambo yenu yote kwa njia ya kusali, kuomba na kushukuru. Na mahitaji yenu yajulikane kwa Mungu.
3204070067	Basi amani ya Bwana iliyo kuu kuliko ufahamu wote, italinda mioyo na mawazo yenu kwa msaad Kristo Yesu.
32040800b0	Hatimaye, ndugu zangu; yatakafarini sana mambo yote yenye ukweli, heshima, haki, usafi, upendo, na yale yenye taarifa njema, yenye busara, pamoja na yale yanayohitaji kusifiwa.
320409007d	Yatekelezeni mambo yale mliojifunza, mliyopokea mliyoyasikia na yale mliyoyaona kwangu naye Baba yetu wa amani atakuwa nanyi.
32040a00dd	Ninayo furaha kubwa sana juu yenu katika Bwana kwa kuwa ninyi mmeonyesha tena nia ya kujihusisha kwenu juu ya mahitaji yangu. Kwa kweli, hapo awali mlitamani kunijali kwa mahitaji yangu japo hamkupata fursa ya kunisaidia.
32040b006a	Sisemi hivyo ili kujipatia kitu kwa ajili ya mahitaji yangu. Kwani nimejifunza kuridhika katika hali zote.
32040c00e0	Nafahamu kuishi katika hali ya kupungukiwa na pia katika hali ya kuwa na vingi. Katika mazingira yote haya mimi nimejifunza siri ya namna ya kula wakati wa shibe na jinsi ya kula wakati wa njaa, yaani vingi na kuwa mhihtaji.
32040d003c	Ninaweza kufanya haya kwa kuwezeshwa na Yeye anitiaye nguvu.
32040e003d	Hata hivyo, mlifanya vyema kushiriki nami katika dhiki zangu.
32040f00ac	Ninyi wafilipi mnafahamu kwamba mwanzo wa injili nilipoondoka Makedonia, hakuna Kanisa lililoniwezesha katika mambo yanayohusu utoaji na kupokea isipokuwa ninyi pekee yenu.
3204100065	Hata nilipokuwa Thesaslonika, ninyi mlinitumia msaada zaidi ya mara moja kwa ajili ya mahitaji yangu.
3204110056	Simaanishi kwamba natafuta msaada. Bali nasema ili mpate matunda yaletayo faida kwenu.
32041200d4	Nimepokea vitu vyote, na sasa nimejazwa na vitu vingi. Nimepokea vitu vyenu kutoka kwa Epafradito. Ni vitu vizuri vyenye kunukia mithiri ya manukato, vyenye kukubalika ambavyo vyote ni sadaka inayompendeza Mungu.
3204130064	Kwa ajili hiyo, Mungu wangu atawajazeni mahitaji yenu kwa utajiri wa utukufu wake katikaYesu Kristo.
3204140040	Sasa kwa Mungu na Baba yetu uwe utukufu milele na milele. Amina.
320415005f	Salamu zangu zimfikie kila muumini katika Kristo Yesu. Wapendwa nilio nao hapa wanawasalimieni.
320416004b	Pia waumini wote hapa wanawasalimieni, hususani wale wa familia ya Kaisari.
3204170039	Na sasa neema ya Bwana wetu Yesu Kristo iwe na roho zenu.
3300000009	Wakolosai
3301010049	Paulo, mtume wa Kristo Yesu kwa mapenzi ya Mungu, na Timotheo ndugu yetu,
3301020073	kwa waumini na ndugu waaminifu katika Kristo walioko Kolosai. Neema iwe kwenu, na amani kutoka kwa Mungu Baba yetu.
3301030059	Tunatoa shukrani kwa Mungu, Baba wa Bwana wetu Yesu Kristo, na tunawaombea mara kwa mara.
3301040067	Tumesikia imani yenu katika Yesu Kristo na upendo mlionao kwa wale wote waliotengwa kwa ajili ya Mungu.
33010500a2	Mna upendo huu kwa sababu ya taraja la uhakika lililohifadhiwa mbinguni kwa ajili yenu. Mlisikia kuhusu taraja hiyo ya uhakika kabla katika neno la kweli, injili,
33010600b7	ambayo imekuja kwenu. Injili hii inazaa tunda na inaenea ulimwenguni kote. Imekuwa ikifanya hivi ndani yenu pia tangu siku mlipoisikia na kujifunza kuhusu neema ya Mungu katika kweli.
3301070087	Hii ndiyo injili mliyojifunza kutoka kwa Epafra, mpendwa wetu mtumishi mwenzetu, ambaye ni mtumishi mwaminifu wa Kristo kwa niaba yetu.
3301080039	Epafra ameufanya ujulikane kwetu upendo wenu katika Roho.
33010900b2	Kwa sababu ya upendo huu, tangu siku tuliposikia hivi, hatujaacha kuwaombea. Tumekuwa tukiomba kwamba mtajazwa na maarifa ya mapenzi yake katika hekima yote na ufahamu wa kiroho.
33010a00bc	Tumekuwa tukiomba kwamba mtatembea kwa ustahimilivu wa Bwana katika njia zipendezazo. Tumekuwa tukiomba kwamba mtazaa tunda katika kila tendo jema na kwamba mtakua katika maarifa ya Mungu.
33010b0077	Tunaomba mweze kutiwa nguvu katika kila uwezo kulingana na nguvu za utukufu wake katika uvumilivu na ustahimilivu wote.
33010c0084	Tunaomba kwamba, kwa furaha, mtatoa shukrani kwa Baba, aliyewafanya ninyi mweze kuwa na sehemu katika urithi wa waumini katika nuru.
33010d005c	Ametuokoa kutoka katika utawala wa giza na kutuhamishia katika ufalme wa Mwana wake mpendwa.
33010e002f	Katika Mwanae tuna ukombozi, msamaha wa dhambi.
33010f004b	Mwana ni mfano wa Mungu asiyeonekana. Ni mzaliwa wa kwanza wa uumbaji wote.
33011000e3	Kwakuwa kwa yeye vitu vyote viliumbwa, vile vilivyoko mbinguni na vilivyoko duniani, vitu vinavyoonekana na visivyoonekana. ikiwa ni vya enzi au mamlaka au utawala au wenye nguvu, vitu vyote viliumbwa na yeye na kwa ajili yake.
3301110053	Yeye amekuwepo kabla ya vitu vyote, na katika yeye vitu vyote vinashikamana pamoja.
330112009f	Na yeye ndiye kichwa cha mwili yaani kanisa, yeye ni mwanzo na mzaliwa wa kwanza kutoka miongoni mwa wafu, hivyo, ana nafasi ya kwanza miongoni mwa vitu vyote.
3301130047	Kwa kuwa Mungu alipendezwa kwamba utimilifu wake wote uishi ndani yake,
33011400c5	na kupatanisha vitu vyote kwake kwa njia ya Mwanawe. Mungu alifanya amani kupitia damu ya msalaba wake. Mungu alipatanisha vitu vyote kwake mwenyewe, ikiwa ni vitu vya duniani au vitu vya mbinguni.
330115006a	Nanyi pia, kwa wakati mmoja mlikuwa wageni kwa Mungu na mlikuwa maadui wake katika akili na matendo maovu.
3301160095	Lakini sasa amewapatanisha ninyi kwa mwili wake kupitia kifo. Alifanya hivi ili kuwaleta ninyi watakatifu, wasio na lawama na bila dosari mbele yake,
3301170111	kama mkiendelea katika imani, mliyoimarishwa na kuwa thabiti, pasipo kuondoshwa mbali kutoka kwenye taraja la ujasiri la injili mliyoisikia. Hi ndiyo injili iliyotangazwa kwa kila mtu aliyeumbwa chini ya mbingu. Hii ndiyo injili ambayo kwayo mimi, Paulo, nimekuwa mtumishi.
330118009b	Sasa nafurahia mateso yangu kwa ajili yenu. Nami natimiliza katika mwili wangu kinachopungua kwa mateso ya Kristo kwa ajili ya mwili wake, ambao ni kanisa.
3301190076	Mimi ni mtumishi wa kanisa hili, sawasawa na wajibu niliopewa kutoka kwa Mungu kwa ajili yenu, kulijaza neno la Mungu.
33011a007f	Huu ni ukweli wa siri iliyokuwa imefichwa kwa miaka mingi na kwa vizazi. Lakini sasa imefunuliwa kwa wote waaminio katika Yeye.
33011b00a9	Ni kwa wale ambao Mungu alitaka kufunua kulivyo utajiri wa utukufu wa siri ya ukweli huu miongoni mwa Mataifa. Ni kwamba Kristo yumo ndani yenu, ujasiri wa utukufu ujao.
33011c008d	Huyu ndiye tunayemtangaza. Tunamwonya kila mtu, na kumfundisha kila mtu kwa hekima yote, ili kwamba tumlete kila mtu mkamilifu katika Kristo.
33011d006c	Kwa jili hii, mimi najibidisha na kujitahidi kulingana na nguvu yake ifanyayo kazi ndani yangu katika uweza.
330201009c	Kwa kuwa nataka mfahamu jinsi ambavyo nimekuwa na taabu nyingi kwa ajili yenu, kwa wote walioko Laodikia na kwa wote ambao hawajaona uso wangu katika mwili.
33020200c9	Nafanya kazi ili kwamba mioyo yao iweze kufarijiwa kwa kuletwa pamoja katika upendo na katika utajiri wote wa wingi wa uhakika kamili wa maarifa, katika kuijua siri ya kweli ya Mungu, ambaye ni Kristo.
3302030038	Katika Yeye hazina zote za hekima na maarifa zimefichwa.
3302040054	Nasema hivi ili kwamba mtu yeyote asije akawafanyia hila kwa hotuba yenye ushawishi.
3302050094	Na ingawa sipo pamoja nanyi katika mwili, lakini nipo nanyi katika roho. Ninafurahi kuona utaratibu wenu mzuri na nguvu ya imani yenu katika Kristo.
3302060035	Kama mlivyompokea Kristo Bwana, tembeeni katika yeye.
3302070083	Mwimarishwe katika yeye, mjengwe katika yeye, mwimarishwe katika imani kama tu mlivyofundishwa, na kufungwa katika shukrani nyingi.
33020800b2	Angalieni ya kwamba mtu yeyote asiwanase kwa falsafa na maneno matupu ya udanganyifu kulingana na mapokeo ya wanadamu, kulingana na kanuni za kidunia, na sio kulingana na Kristo.
3302090042	Kwa kuwa katika yeye ukamilifu wote wa Mungu unaishi katika mwili.
