0100000006	1 Mose
2a0f1e007d	Nun aber dieser dein Sohn gekommen ist, der sein Gut mit Huren verschlungen hat, hast du ihm ein gemästet Kalb geschlachtet.
2a0f1f0062	Er aber sprach zu ihm: Mein Sohn, du bist allezeit bei mir, und alles, was mein ist, das ist dein.
2a0f20009a	Du solltest aber fröhlich und gutes Muts sein; denn dieser dein Bruder war tot und ist wieder lebendig geworden; er war verloren und ist wieder gefunden.
2a100100a0	Er aber sprach zu seinen Jüngern: Es war ein reicher Mann, der hatte einen Haushalter; der ward von ihm berüchtigt, als hätte er ihm seine Güter umgebracht.
2a10020092	Und er forderte ihn und sprach zu ihm: Wie höre ich das von dir? Tu Rechnung von deinem Haushalten; denn du kannst hinfort nicht Haushalter sein!
2a10030090	Der Haushalter sprach bei sich selbst: Was soll ich tun? Mein Herr nimmt das Amt von mir; graben kann ich nicht, so schäme ich mich zu betteln.
2a1004006f	Ich weiß wohl, was ich tun will, wenn ich nun von dem Amt gesetzt werde, daß sie mich in ihre Häuser nehmen.
2a10050071	Und er rief zu sich alle Schuldner seines Herrn und sprach zu dem ersten: Wie viel bist du meinem Herrn schuldig?
2a1006006e	Er sprach: Hundert Tonnen Öl. Und er sprach zu ihm: Nimm deinen Brief, setze dich und schreib flugs fünfzig.
2a100700a3	Darnach sprach er zu dem andern: Du aber, wie viel bist du schuldig? Er sprach: Hundert Malter Weizen. Und er sprach zu ihm: Nimm deinen Brief und schreib achtzig.
2a100800aa	Und der HERR lobte den ungerechten Haushalter, daß er klüglich gehandelt hatte; denn die Kinder dieser Welt sind klüger als die Kinder des Lichtes in ihrem Geschlecht.
2a10090090	Und ich sage euch auch: Machet euch Freunde mit dem ungerechten Mammon, auf daß, wenn ihr nun darbet, sie euch aufnehmen in die ewigen Hütten.
2a100a007d	Wer im geringsten treu ist, der ist auch im Großen treu; und wer im Geringsten unrecht ist, der ist auch im Großen unrecht.
2a100b005e	So ihr nun in dem ungerechten Mammon nicht treu seid, wer will euch das Wahrhaftige vertrauen?
2a100c004d	Und so ihr in dem Fremden nicht treu seid, wer wird euch geben, was euer ist?
2a100d00c5	Kein Knecht kann zwei Herren dienen: entweder er wird den einen hassen und den andern lieben, oder er wird dem einen anhangen und den andern verachten. Ihr könnt nicht Gott samt dem Mammon dienen.
2a100e004c	Das alles hörten die Pharisäer auch, und waren geizig, und spotteten sein.
2a100f00b6	Und er sprach zu ihnen: Ihr seid's, die ihr euch selbst rechtfertigt vor den Menschen; aber Gott kennt eure Herzen; denn was hoch ist unter den Menschen, das ist ein Greuel vor Gott.
2a101000a4	Das Gesetz und die Propheten weissagen bis auf Johannes; und von der Zeit wird das Reich Gottes durchs Evangelium gepredigt, und jedermann dringt mit Gewalt hinein.
2a1011005b	Es ist aber leichter, daß Himmel und Erde vergehen, denn daß ein Tüttel am Gesetz falle.
2a10120093	Wer sich scheidet von seinem Weibe und freit eine andere, der bricht die Ehe; und wer die von dem Manne Geschiedene freit, der bricht auch die Ehe.
2a10130080	Es war aber ein reicher Mann, der kleidete sich mit Purpur und köstlicher Leinwand und lebte alle Tage herrlich und in Freuden.
2a10140056	Es war aber ein armer Mann mit Namen Lazarus, der lag vor seiner Tür voller Schwären
2a10150089	und begehrte sich zu sättigen von den Brosamen, die von des Reichen Tische fielen; doch kamen die Hunde und leckten ihm seine Schwären.
2a1016008a	Es begab sich aber, daß der Arme starb und ward getragen von den Engeln in Abrahams Schoß. Der Reiche aber starb auch und ward begraben.
2a1017007c	Als er nun in der Hölle und in der Qual war, hob er seine Augen auf und sah Abraham von ferne und Lazarus in seinem Schoß.
2a101800bd	Und er rief und sprach: Vater Abraham, erbarme dich mein und sende Lazarus, daß er die Spitze seines Fingers ins Wasser tauche und kühle meine Zunge; denn ich leide Pein in dieser Flamme.
2a101900b5	Abraham aber sprach: Gedenke, Sohn, daß du dein Gutes empfangen hast in deinem Leben, und Lazarus dagegen hat Böses empfangen; nun aber wird er getröstet, und du wirst gepeinigt.
2a101a00bc	Und über das alles ist zwischen uns und euch eine große Kluft befestigt, daß die wollten von hinnen hinabfahren zu euch, könnten nicht, und auch nicht von dannen zu uns herüberfahren.
2a101b0052	Da sprach er: So bitte ich dich, Vater, daß du ihn sendest in meines Vaters Haus;
2a101c006f	denn ich habe noch fünf Brüder, daß er ihnen bezeuge, auf daß sie nicht auch kommen an diesen Ort der Qual.
2a101d0053	Abraham sprach zu ihm: Sie haben Mose und die Propheten; laß sie dieselben hören.
2a101e006f	Er aber sprach: Nein, Vater Abraham! sondern wenn einer von den Toten zu ihnen ginge, so würden sie Buße tun.
2a101f0082	Er sprach zu ihm: Hören sie Mose und die Propheten nicht, so werden sie auch nicht glauben, wenn jemand von den Toten aufstünde.
2a1101007c	Er sprach aber zu seinen Jüngern: Es ist unmöglich, daß nicht Ärgernisse kommen; weh aber dem, durch welchen sie kommen!
2a11020089	Es wäre ihm besser, daß man einen Mühlstein an seinen Hals hängte und würfe ihm ins Meer, denn daß er dieser Kleinen einen ärgert.
2a1103005b	Hütet euch! So dein Bruder an dir sündigt, so strafe ihn; und so es ihn reut, vergib ihm.
2a11040099	Und wenn er siebenmal des Tages an dir sündigen würde und siebenmal des Tages wiederkäme zu dir und spräche: Es reut mich! so sollst du ihm vergeben.
2a1105003c	Und die Apostel sprachen zum HERRN: Stärke uns den Glauben!
2a110600a7	Der HERR aber sprach: Wenn ihr Glauben habt wie ein Senfkorn und sagt zu diesem Maulbeerbaum: Reiß dich aus und versetze dich ins Meer! so wird er euch gehorsam sein.
2a110700b5	Welcher ist unter euch, der einen Knecht hat, der ihm pflügt oder das Vieh weidet, wenn er heimkommt vom Felde, daß er ihm alsbald sage: Gehe alsbald hin und setze dich zu Tische?
2a110800a9	Ist's nicht also, daß er zu ihm sagt: Richte zu, was ich zum Abend esse, schürze dich und diene mir, bis ich esse und trinke; darnach sollst du auch essen und trinken?
2a11090057	Dankt er auch dem Knechte, daß er getan hat, was ihm befohlen war? Ich meine es nicht.
2a110a0098	Also auch ihr; wenn ihr alles getan habt, was euch befohlen ist, so sprechet: Wir sind unnütze Knechte; wir haben getan, was wir zu tun schuldig waren.
2a110b0059	Und es begab sich, da er reiste gen Jerusalem, zog er mitten durch Samarien und Galiläa.
2a110c005d	Und als er in einen Markt kam, begegneten ihm zehn aussätzige Männer, die standen von ferne
2a110d004f	und erhoben ihre Stimme und sprachen: Jesu, lieber Meister, erbarme dich unser!
2a110e0082	Und da er sie sah, sprach er zu ihnen: Gehet hin und zeiget euch den Priestern! Und es geschah, da sie hingingen, wurden sie rein.
2a110f0062	Einer aber unter ihnen, da er sah, daß er geheilt war, kehrte um und pries Gott mit lauter Stimme
2a11100058	und fiel auf sein Angesicht zu seinen Füßen und dankte ihm. Und das war ein Samariter.
2a1111005d	Jesus aber antwortete und sprach: Sind ihrer nicht zehn rein geworden? Wo sind aber die neun?
2a11120063	Hat sich sonst keiner gefunden, der wieder umkehrte und gäbe Gott die Ehre, denn dieser Fremdling?
2a11130048	Und er sprach zu ihm: Stehe auf, gehe hin; dein Glaube hat dir geholfen.
2a111400a3	Da er aber gefragt ward von den Pharisäern: Wann kommt das Reich Gottes? antwortete er ihnen und sprach: Das Reich Gottes kommt nicht mit äußerlichen Gebärden;
2a1115006a	man wird auch nicht sagen: Siehe hier! oder: da ist es! Denn sehet, das Reich Gottes ist inwendig in euch.
2a11160094	Er sprach aber zu den Jüngern: Es wird die Zeit kommen, daß ihr werdet begehren zu sehen einen Tag des Menschensohnes, und werdet ihn nicht sehen.
2a1117005a	Und sie werden zu euch sagen: Siehe hier! siehe da! Gehet nicht hin und folget auch nicht.
2a1118008e	Denn wie der Blitz oben vom Himmel blitzt und leuchtet über alles, was unter dem Himmel ist, also wird des Menschen Sohn an seinem Tage sein.
2a1119004a	Zuvor aber muß er viel leiden und verworfen werden von diesem Geschlecht.
2a111a0061	Und wie es geschah zu den Zeiten Noahs, so wird's auch geschehen in den Tagen des Menschensohnes:
2a111b0090	sie aßen, sie tranken, sie freiten, sie ließen freien bis auf den Tag, da Noah in die Arche ging und die Sintflut kam und brachte sie alle um.
2a111c007e	Desgleichen wie es geschah zu den Zeiten Lots: sie aßen, sie tranken, sie kauften, sie verkauften, sie pflanzten, sie bauten;
2a111d006d	an dem Tage aber, da Lot aus Sodom ging, da regnete es Feuer und Schwefel vom Himmel und brachte sie alle um.
2a111e005c	Auf diese Weise wird's auch gehen an dem Tage, wenn des Menschen Sohn soll offenbart werden.
2a111f00bd	An dem Tage, wer auf dem Dach ist und sein Hausrat in dem Hause, der steige nicht hernieder, ihn zu holen. Desgleichen wer auf dem Felde ist, der wende nicht um nach dem was hinter ihm ist.
2a11200019	Gedenket an des Lot Weib!
2a11210079	Wer da sucht, seine Seele zu erhalten, der wird sie verlieren; und wer sie verlieren wird, der wird ihr zum Leben helfen.
2a1122007e	Ich sage euch: In derselben Nacht werden zwei auf einem Bette liegen; einer wird angenommen, der andere wird verlassen werden.
2a11230057	Zwei werden mahlen miteinander; eine wird angenommen, die andere wird verlassen werden.
2a11240058	Zwei werden auf dem Felde sein; einer wird angenommen, der andere wird verlassen werden.
2a1125007a	Und sie antworteten und sprachen zu ihm: HERR wo? Er aber sprach zu ihnen: Wo das Aas ist, da sammeln sich auch die Adler.
2a1201005d	Er sagte ihnen aber ein Gleichnis davon, daß man allezeit beten und nicht laß werden solle,
2a12020077	und sprach: Es war ein Richter in einer Stadt, der fürchtete sich nicht vor Gott und scheute sich vor keinem Menschen.
2a12030065	Es war aber eine Witwe in dieser Stadt, die kam zu ihm und sprach: Rette mich von meinem Widersacher!
2a1204008d	Und er wollte lange nicht. Darnach aber dachte er bei sich selbst: Ob ich mich schon vor Gott nicht fürchte noch vor keinem Menschen scheue,
2a1205007a	dieweil aber mir diese Witwe so viel Mühe macht, will ich sie retten, auf daß sie nicht zuletzt komme und betäube mich.
2a12060041	Da sprach der HERR: Höret hier, was der ungerechte Richter sagt!
2a1207007c	Sollte aber Gott nicht auch retten seine Auserwählten, die zu ihm Tag und Nacht rufen, und sollte er's mit ihnen verziehen?
2a12080095	Ich sage euch: Er wird sie erretten in einer Kürze. Doch wenn des Menschen Sohn kommen wird, meinst du, daß er auch werde Glauben finden auf Erden?
2a1209007d	Er sagte aber zu etlichen, die sich selbst vermaßen, daß sie fromm wären, und verachteten die andern, ein solch Gleichnis:
2a120a0066	Es gingen zwei Menschen hinauf in den Tempel, zu beten, einer ein Pharisäer, der andere ein Zöllner.
2a120b00b4	Der Pharisäer stand und betete bei sich selbst also: Ich danke dir, Gott, daß ich nicht bin wie die anderen Leute, Räuber, Ungerechte, Ehebrecher, oder auch wie dieser Zöllner.
2a120c004c	Ich faste zweimal in der Woche und gebe den Zehnten von allem, was ich habe.
2a120d009d	Und der Zöllner stand von ferne, wollte auch seine Augen nicht aufheben gen Himmel, sondern schlug an seine Brust und sprach: Gott, sei mir Sünder gnädig!
2a120e00ba	Ich sage euch: Dieser ging hinab gerechtfertigt in sein Haus vor jenem. Denn wer sich selbst erhöht, der wird erniedrigt werden; und wer sich selbst erniedrigt, der wird erhöht werden.
2a120f0077	Sie brachten auch junge Kindlein zu ihm, daß er sie anrühren sollte. Da es aber die Jünger sahen, bedrohten sie die.
2a12100084	Aber Jesus rief sie zu sich und sprach: Lasset die Kindlein zu mir kommen und wehret ihnen nicht; denn solcher ist das Reich Gottes.
2a12110065	Wahrlich ich sage euch: Wer nicht das Reich Gottes annimmt wie ein Kind, der wird nicht hineinkommen.
2a1212006c	Und es fragte ihn ein Oberster und sprach: Guter Meister, was muß ich tun, daß ich das ewige Leben ererbe?
2a12130059	Jesus aber sprach zu ihm: Was heißest du mich gut? Niemand ist gut denn der einige Gott.
2a121400c2	Du weißt die Gebote wohl: “Du sollst nicht ehebrechen; du sollst nicht töten; du sollst nicht stehlen; du sollst nicht falsch Zeugnis reden; du sollst deinen Vater und deine Mutter ehren.”
2a12150042	Er aber sprach: Das habe ich alles gehalten von meiner Jugend auf.
2a121600b4	Da Jesus das hörte, sprach er zu ihm: Es fehlt dir noch eins. Verkaufe alles, was du hast, und gib's den Armen, so wirst du einen Schatz im Himmel haben; und komm, folge mir nach!
2a1217003f	Da er aber das hörte, ward er traurig; denn er war sehr reich.
2a12180075	Da aber Jesus sah, daß er traurig war geworden, sprach er: Wie schwer werden die Reichen in das Reich Gottes kommen!
2a1219006a	Es ist leichter, daß ein Kamel gehe durch ein Nadelöhr, denn daß ein Reicher in das Reich Gottes komme.
2a121a0039	Da sprachen, die das hörten: Wer kann denn selig werden?
2a121b004f	Er aber sprach: Was bei den Menschen unmöglich ist, das ist bei Gott möglich.
2a121c004c	Da sprach Petrus: Siehe, wir haben alles verlassen und sind dir nachgefolgt.
2a121d00a4	Er aber sprach zu ihnen: Wahrlich ich sage euch: Es ist niemand, der ein Haus verläßt oder Eltern oder Brüder oder Weib oder Kinder um des Reiches Gottes willen,
2a121e0066	der es nicht vielfältig wieder empfange in dieser Zeit, und in der zukünftigen Welt das ewige Leben.
2a121f00be	Er nahm aber zu sich die Zwölf und sprach zu ihnen: Sehet, wir gehen hinauf gen Jerusalem, und es wird alles vollendet werden, was geschrieben ist durch die Propheten von des Menschen Sohn.
2a1220006b	Denn er wird überantwortet werden den Heiden; und er wird verspottet und geschmähet und verspeiet werden,
2a12210057	und sie werden ihn geißeln und töten; und am dritten Tage wird er wieder auferstehen.
2a12220069	Sie aber verstanden der keines, und die Rede war ihnen verborgen, und wußten nicht, was das Gesagte war.
2a12230052	Es geschah aber, da er nahe an Jericho kam, saß ein Blinder am Wege und bettelte.
2a12240049	Da er aber hörte das Volk, das hindurchging, forschte er, was das wäre.
2a1225003c	Da verkündigten sie ihm, Jesus von Nazareth ginge vorüber.
2a12260040	Und er rief und sprach: Jesu, du Sohn Davids, erbarme dich mein!
2a12270079	Die aber vornean gingen, bedrohten ihn, er sollte schweigen. Er aber schrie viel mehr: Du Sohn Davids, erbarme dich mein!
2a12280069	Jesus aber stand still und hieß ihn zu sich führen. Da sie ihn aber nahe zu ihm brachten, fragte er ihn
2a12290058	und sprach: Was willst du, daß ich dir tun soll? Er sprach: HERR, daß ich sehen möge.
2a122a0042	Und Jesus sprach zu ihm: Sei sehend! dein Glaube hat dir geholfen.
2a122b006c	Und alsobald ward er sehend und folgte ihm nach und pries Gott. Und alles Volk, das solches sah, lobte Gott.
2a13010029	Und er zog hinein und ging durch Jericho.
2a1302005e	Und siehe, da war ein Mann, genannt Zachäus, der war ein Oberster der Zöllner und war reich.
2a1303006a	Und er begehrte Jesum zu sehen, wer er wäre, und konnte nicht vor dem Volk; denn er war klein von Person.
2a1304006d	Und er lief voraus und stieg auf einen Maulbeerbaum, auf daß er ihn sähe: denn allda sollte er durchkommen.
2a130500a5	Und als Jesus kam an die Stätte, sah er auf und ward sein gewahr und sprach zu ihm: Zachäus, steig eilend hernieder; denn ich muß heute in deinem Hause einkehren!
2a1306003b	Und er stieg eilend hernieder und nahm ihn auf mit Freuden.
2a13070048	Da sie das sahen, murrten sie alle, daß er bei einem Sünder einkehrte.
2a130800ac	Zachäus aber trat dar und sprach zu dem HERRN: Siehe, HERR, die Hälfte meiner Güter gebe ich den Armen, und so ich jemand betrogen habe, das gebe ich vierfältig wieder.
2a13090066	Jesus aber sprach zu ihm: Heute ist diesem Hause Heil widerfahren, sintemal er auch Abrahams Sohn ist.
2a130a0055	Denn des Menschen Sohn ist gekommen, zu suchen und selig zu machen, das verloren ist.
2a130b009c	Da sie nun zuhörten, sagte er weiter ein Gleichnis, darum daß er nahe bei Jerusalem war und sie meinten, das Reich Gottes sollte alsbald offenbart werden,
2a130c005e	und sprach: Ein Edler zog ferne in ein Land, daß er ein Reich einnähme und dann wiederkäme.
2a130d0074	Dieser forderte zehn seiner Knechte und gab ihnen zehn Pfund und sprach zu ihnen: Handelt, bis daß ich wiederkomme!
2a130e0088	Seine Bürger aber waren ihm feind und schickten Botschaft ihm nach und ließen sagen: Wir wollen nicht, daß dieser über uns herrsche.
2a130f00c4	Und es begab sich, da er wiederkam, nachdem er das Reich eingenommen hatte, hieß dieselben Knechte fordern, welchen er das Geld gegeben hatte, daß er wüßte, was ein jeglicher gehandelt hätte.
2a1310004d	Da trat herzu der erste und sprach: Herr, dein Pfund hat zehn Pfund erworben.
2a13110082	Und er sprach zu ihm: Ei, du frommer Knecht, dieweil du bist im Geringsten treu gewesen, sollst du Macht haben über zehn Städte.
2a13120044	Der andere kam und sprach: Herr dein Pfund hat fünf Pfund getragen.
2a1313003a	Zu dem sprach er auch: Du sollst sein über fünf Städte.
2a1314006e	Und der dritte kam und sprach: Herr, siehe da, hier ist dein Pfund, welches ich habe im Schweißtuch behalten;
2a13150089	ich fürchtete mich vor dir, denn du bist ein harter Mann: du nimmst, was du nicht hingelegt hast, und erntest, was du nicht gesät hast.
2a131600b4	Er sprach zu ihm: Aus deinem Munde richte ich dich, du Schalk. Wußtest Du, daß ich ein harter Mann bin, nehme, was ich nicht hingelegt habe, und ernte, was ich nicht gesät habe?
2a1317007e	Warum hast du denn mein Geld nicht in die Wechselbank gegeben? Und wenn ich gekommen wäre, hätte ich's mit Zinsen erfordert.
2a13180066	Und er sprach zu denen, die dabeistanden: Nehmt das Pfund von ihm und gebt es dem, der zehn Pfund hat.
2a13190036	Und sie sprachen zu ihm: Herr, hat er doch zehn Pfund.
2a131a0080	Ich sage euch aber: Wer da hat, dem wird gegeben werden; von dem aber, der nicht hat, wird auch das genommen werden, was er hat.
2a131b0076	Doch jene meine Feinde, die nicht wollten, daß ich über sie herrschen sollte, bringet her und erwürget sie vor mir.
2a131c0046	Und als er solches sagte, zog er fort und reiste hinauf gen Jerusalem.
2a131d0071	Uns es begab sich, als er nahte gen Bethphage und Bethanien und kam an den Ölberg, sandte er seiner Jünger zwei
2a131e00c7	und sprach: Gehet hin in den Markt, der gegenüberliegt. Und wenn ihr hineinkommt, werdet ihr ein Füllen angebunden finden, auf welchem noch nie ein Mensch gesessen hat; löset es ab und bringet es!
2a131f005a	Und so euch jemand fragt, warum ihr's ablöset, so sagt also zu ihm: Der HERR bedarf sein.
2a13200043	Und die Gesandten gingen hin und fanden, wie er ihnen gesagt hatte.
2a13210062	Da sie aber das Füllen ablösten, sprachen seine Herren zu ihnen: Warum löst ihr das Füllen ab?
2a13220028	Sie aber sprachen: Der HERR bedarf sein.
2a1323005c	Und sie brachten's zu Jesu und warfen ihre Kleider auf das Füllen und setzten Jesum darauf.
2a13240039	Da er nun hinzog, breiteten sie ihre Kleider auf den Weg.
2a132500ae	Und da er nahe hinzukam und zog den Ölberg herab, fing an der ganze Haufe seiner Jünger, fröhlich Gott zu loben mit lauter Stimme über alle Taten, die sie gesehen hatten,
2a13260077	und sprachen: Gelobt sei, der da kommt, ein König, in dem Namen des HERRN! Friede sei im Himmel und Ehre in der Höhe!
2a13270057	Und etliche der Pharisäer im Volk sprachen zu ihm: Meister, strafe doch deine Jünger!
2a1328006b	Er antwortete und sprach zu ihnen: Ich sage euch: Wo diese werden schweigen, so werden die Steine schreien.
2a13290042	Und als er nahe hinzukam, sah er die Stadt an und weinte über sie
2a132a0087	und sprach: Wenn doch auch du erkenntest zu dieser deiner Zeit, was zu deinem Frieden dient! Aber nun ist's vor deinen Augen verborgen.
2a132b00a6	Denn es wird die Zeit über dich kommen, daß deine Feinde werden um dich und deine Kinder mit dir eine Wagenburg schlagen, dich belagern und an allen Orten ängsten;
2a132c0087	und werden dich schleifen und keinen Stein auf dem andern lassen, darum daß du nicht erkannt hast die Zeit, darin du heimgesucht bist.
2a132d0055	Und er ging in den Tempel und fing an auszutreiben, die darin verkauften und kauften,
2a132e0078	und er sprach zu ihnen: Es steht geschrieben: “Mein Haus ist ein Bethaus”; ihr aber habt's gemacht zur Mördergrube.
2a132f0097	Und er lehrte täglich im Tempel. Aber die Hohenpriester und Schriftgelehrten und die Vornehmsten im Volk trachteten ihm nach, wie sie ihn umbrächten;
2a13300054	und fanden nicht, wie sie ihm tun sollten, denn das Volk hing ihm an und hörte ihn.
2a140100ab	Und es begab sich an der Tage einem, da er das Volk lehrte im Tempel und predigte das Evangelium, da traten zu ihm die Hohenpriester und Schriftgelehrten mit den Ältesten
2a1402006d	und sagten zu ihm und sprachen: Sage uns, aus was für Macht tust du das? oder wer hat dir die Macht gegeben?
2a14030058	Er aber antwortete und sprach zu ihnen: Ich will euch auch ein Wort fragen; saget mir's:
2a1404003d	Die Taufe des Johannes, war sie vom Himmel oder von Menschen?
2a14050081	Sie aber gedachten bei sich selbst und sprachen: Sagen wir: Vom Himmel, so wird er sagen: Warum habt ihr ihm denn nicht geglaubt?
2a14060074	Sagen wir aber: Von Menschen, so wird uns das Volk steinigen; denn sie stehen darauf, daß Johannes ein Prophet sei.
2a1407003c	Und sie antworteten, sie wüßten's nicht, wo sie her wäre.
2a14080057	Und Jesus sprach zu ihnen: So sage ich euch auch nicht, aus was für Macht ich das tue.
2a1409009a	Er fing aber an, zu sagen dem Volk dies Gleichnis: Ein Mensch pflanzte einen Weinberg und tat ihn den Weingärtnern aus und zog über Land eine gute Zeit.
2a140a00b5	Und zu seiner Zeit sandte er einen Knecht zu den Weingärtnern, daß sie ihm gäben von der Frucht des Weinberges. Aber die Weingärtner stäupten ihn und ließen ihn leer von sich.
2a140b007e	Und über das sandte er noch einen anderen Knecht; sie aber stäupten den auch und höhnten ihn und ließen ihn leer von sich.
2a140c005b	Und über das sandte er den dritten; sie aber verwundeten den auch und stießen ihn hinaus.
2a140d0091	Da sprach der Herr des Weinberges: Was soll ich tun? Ich will meinen lieben Sohn senden; vielleicht, wenn sie den sehen, werden sie sich scheuen.
2a140e009a	Da aber die Weingärtner den Sohn sahen, dachten sie bei sich selbst und sprachen: Das ist der Erbe; kommt, laßt uns ihn töten, daß das Erbe unser sei!
2a140f006e	Und sie stießen ihn hinaus vor den Weinberg und töteten ihn. Was wird nun der Herr des Weinberges ihnen tun?
2a14100083	Er wird kommen und diese Weingärtner umbringen und seinen Weinberg andern austun. Da sie das hörten, sprachen sie: Das sei ferne!
2a14110095	Er aber sah sie an und sprach: Was ist denn das, was geschrieben steht: “Der Stein, den die Bauleute verworfen haben, ist zum Eckstein geworden”?
2a14120061	Wer auf diesen Stein fällt, der wird zerschellen; auf wen aber er fällt, den wird er zermalmen.
2a141300d9	Und die Hohenpriester und Schriftgelehrten trachteten darnach, wie sie die Hände an ihn legten zu derselben Stunde; und fürchteten sich vor dem Volk, denn sie verstanden, daß er auf sie dies Gleichnis gesagt hatte.
2a141400d7	Und sie stellten ihm nach und sandten Laurer aus, die sich stellen sollten, als wären sie fromm, auf daß sie ihn in der Rede fingen, damit sie ihn überantworten könnten der Obrigkeit und Gewalt des Landpflegers.
2a141500aa	Und sie fragten ihn und sprachen: Meister, wir wissen, daß du aufrichtig redest und lehrest und achtest keines Menschen Ansehen, sondern du lehrest den Weg Gottes recht.
2a1416003e	Ist's recht, daß wir dem Kaiser den Schoß geben, oder nicht?
2a14170045	Er aber merkte ihre List und sprach zu ihnen: Was versuchet ihr mich?
2a14180065	Zeiget mir den Groschen! Wes Bild und Überschrift hat er? Sie antworteten und sprachen: Des Kaisers.
2a14190053	Er aber sprach: So gebet dem Kaiser, was des Kaisers ist, und Gott, was Gottes ist!
2a141a006d	Und sie konnten sein Wort nicht tadeln vor dem Volk und verwunderten sich seiner Antwort und schwiegen still.
2a141b0063	Da traten zu ihm etliche der Sadduzäer, welche da halten, es sei kein Auferstehen, und fragten ihn
2a141c00bf	und sprachen: Meister, Mose hat uns geschrieben: So jemandes Bruder stirbt, der ein Weib hat, und stirbt kinderlos, so soll sein Bruder das Weib nehmen und seinem Bruder einen Samen erwecken.
2a141d0046	Nun waren sieben Brüder. Der erste nahm ein Weib und starb kinderlos.
2a141e0036	Und der andere nahm das Weib und starb auch kinderlos.
2a141f005c	Und der dritte nahm sie. Desgleichen alle sieben und hinterließen keine Kinder und starben.
2a14200027	Zuletzt nach allen starb auch das Weib.
2a14210069	Nun in der Auferstehung, wes Weib wird sie sein unter denen? Denn alle sieben haben sie zum Weibe gehabt.
2a1422005f	Und Jesus antwortete und sprach zu ihnen: Die Kinder dieser Welt freien und lassen sich freien;
2a1423008b	welche aber würdig sein werden, jene Welt zu erlangen und die Auferstehung von den Toten, die werden weder freien noch sich freien lassen.
2a14240084	Denn sie können hinfort nicht sterben; denn sie sind den Engeln gleich und Gottes Kinder, dieweil sie Kinder sind der Auferstehung.
2a1425008c	Daß aber die Toten auferstehen, hat auch Mose gedeutet bei dem Busch, da er den HERRN heißt Gott Abrahams und Gott Isaaks und Gott Jakobs.
2a14260054	Gott aber ist nicht der Toten, sondern der Lebendigen Gott; denn sie leben ihm alle.
2a14270058	Da antworteten etliche der Schriftgelehrten und sprachen: Meister, du hast recht gesagt.
2a14280031	Und sie wagten ihn fürder nichts mehr zu fragen.
2a14290041	Er sprach aber zu ihnen: Wie sagen sie, Christus sei Davids Sohn?
2a142a0071	Und er selbst, David, spricht im Psalmbuch: “Der HERR hat gesagt zu meinem HERRN: Setze dich zu meiner Rechten,
2a142b003c	bis daß ich lege deine Feinde zum Schemel deiner Füße.”
2a142c0037	David nennt ihn einen HERRN; wie ist er denn sein Sohn?
2a142d003a	Da aber alles Volk zuhörte, sprach er zu seinen Jüngern:
2a142e00b8	Hütet euch vor den Schriftgelehrten, die da wollen einhertreten in langen Kleidern und lassen sich gerne grüßen auf dem Markte und sitzen gern obenan in den Schulen und über Tisch;
2a142f006c	sie fressen der Witwen Häuser und wenden lange Gebete vor. Die werden desto schwerere Verdammnis empfangen.
2a1501005a	Er sah aber auf und schaute die Reichen, wie sie ihre Opfer einlegten in den Gotteskasten.
2a15020040	Er sah aber auch eine arme Witwe, die legte zwei Scherflein ein.
2a15030059	Und er sprach: Wahrlich ich sage euch: Diese arme Witwe hat mehr denn sie alle eingelegt.
2a15040093	Denn diese alle haben aus ihrem Überfluß eingelegt zu dem Opfer Gottes; sie aber hat von ihrer Armut alle ihre Nahrung, die sie hatte, eingelegt.
2a1505006c	Und da etliche sagten von dem Tempel, daß er geschmückt wäre mit feinen Steinen und Kleinoden, sprach er:
2a1506008b	Es wird die Zeit kommen, in welcher von dem allem, was ihr sehet, nicht ein Stein auf dem andern gelassen wird, der nicht zerbrochen werde.
2a15070077	Sie fragten ihn aber und sprachen: Meister, wann soll das werden? und welches ist das Zeichen, wann das geschehen wird?
2a150800b8	Er aber sprach: Sehet zu, lasset euch nicht verführen. Denn viele werden kommen in meinem Namen und sagen, ich sei es, und: “Die Zeit ist herbeigekommen.” Folget ihnen nicht nach!
2a1509009d	Wenn ihr aber hören werdet von Kriegen und Empörungen, so entsetzet euch nicht. Denn solches muß zuvor geschehen; aber das Ende ist noch nicht so bald da.
2a150a0062	Da sprach er zu ihnen: Ein Volk wird sich erheben wider das andere und ein Reich wider das andere,
2a150b0092	und es werden geschehen große Erdbeben hin und wieder, teure Zeit und Pestilenz; auch werden Schrecknisse und große Zeichen am Himmel geschehen.
2a150c00c9	Aber vor diesem allem werden sie die Hände an euch legen und euch verfolgen und werden euch überantworten in ihre Schulen und Gefängnisse und vor Könige und Fürsten ziehen um meines Namens willen.
2a150d0030	Das wird euch aber widerfahren zu einem Zeugnis.
2a150e0050	So nehmet nun zu Herzen, daß ihr nicht sorget, wie ihr euch verantworten sollt.
2a150f007e	Denn ich will euch Mund und Weisheit geben, welcher nicht sollen widersprechen können noch widerstehen alle eure Widersacher.
2a1510007c	Ihr werdet aber überantwortet werden von den Eltern, Brüdern, Gefreunden und Freunden; und sie werden euer etliche töten.
2a15110042	Und ihr werdet gehaßt sein von jedermann um meines Namens willen.
2a15120032	Und ein Haar von eurem Haupte soll nicht umkommen.
