0100000008	Kejadian
2a0c0d00a8	Seorang di antara orang banyak berkata kepada Yesus, "Bapak Guru, cobalah Bapak menyuruh saudara saya memberikan kepada saya sebagian dari harta peninggalan ayah kami."
2a0c0e006b	Yesus menjawab, "Saudara, siapakah mengangkat Aku menjadi hakim atau pembagi warisan antara kalian berdua?"
2a0c0f00d3	Kemudian kepada semua orang yang ada di situ Yesus berkata, "Hati-hatilah dan waspadalah, jangan sampai kalian serakah. Sebab hidup manusia tidak tergantung dari kekayaannya, walaupun hartanya berlimpah-limpah."
2a0c10006c	Lalu Yesus menceritakan perumpamaan ini, "Adalah seorang kaya. Ia mempunyai tanah yang memberi banyak hasil.
2a0c11007e	Orang kaya itu mulai berpikir dalam hatinya, 'Sudah tidak ada tempat lagi untuk menyimpan hasil tanahku. Apa akalku sekarang?'
2a0c1200de	Kemudian ia berpikir lagi dan berkata kepada dirinya sendiri, 'Nah, aku ada akal; gudang-gudangku akan kusuruh rombak lalu kubangun yang lebih besar. Di situlah akan kusimpan semua gandumku serta barang-barangku yang lain.
2a0c1300cc	Kemudian akan kukatakan kepada diriku sendiri: Engkau beruntung! Segala yang baik sudah kaumiliki dan tidak akan habis selama bertahun-tahun. Istirahatlah sekarang! Makan minumlah dan nikmatilah hidupmu!'
2a0c1400a9	Tetapi Allah berkata kepadanya, 'Hai bodoh! Malam ini juga engkau akan mati, lalu siapakah yang akan mendapat seluruh kekayaan yang sudah kaukumpulkan untuk dirimu itu?'
2a0c15008c	Demikianlah jadinya dengan setiap orang yang berusaha menjadi kaya untuk dirinya sendiri, tetapi tidak berusaha menjadi kaya di mata Allah."
2a0c1600b4	Lalu Yesus berkata kepada pengikut-pengikut-Nya, "Itu sebabnya Aku berkata, 'Janganlah khawatir tentang hidupmu, yaitu apa yang akan kalian makan, atau apa yang akan kalian pakai.'
2a0c17003e	Hidup adalah lebih dari makanan, dan badan lebih dari pakaian.
2a0c1800c3	Perhatikanlah burung-burung gagak! Mereka tidak menanam, tidak menuai, tidak juga mempunyai gudang atau lumbung. Tetapi Allah memelihara mereka! Kalian jauh lebih berharga daripada burung-burung!
2a0c190062	Siapakah di antara kalian yang dengan kekhawatirannya dapat memperpanjang umurnya biarpun sedikit?
2a0c1a0063	Kalau hal sekecil itu saja sudah tidak dapat kalian lakukan, mengapa khawatir tentang hal-hal lain?
2a0c1b00c1	Perhatikanlah bagaimana bunga-bunga bakung tumbuh; bunga-bunga itu tidak bekerja, tidak juga menenun. Tetapi Raja Salomo yang begitu kaya pun tidak memakai pakaian yang sebagus bunga-bunga itu!
2a0c1c0097	Rumput di padang tumbuh hari ini dan besok dibakar habis. Namun Allah mendandani rumput itu begitu bagus. Apalagi kalian! Tetapi kalian kurang percaya!
2a0c1d0052	Jadi, janganlah khawatir dan bingung tentang apa yang akan kalian makan dan minum.
2a0c1e007b	Hal-hal seperti itu dikejar oleh orang yang tidak mengenal Allah. Padahal Bapamu tahu bahwa kalian memerlukan semuanya itu.
2a0c1f007a	Tetapi kalian harus berusaha supaya Allah memerintah atas hidupmu, maka yang lain itu akan diberikan Allah juga kepadamu."
2a0c20007a	"Kalian yang hanya kecil jumlahnya, janganlah takut! Sebab Bapamu senang memberikan kepadamu berkat dari Pemerintahan-Nya.
2a0c2100f9	Juallah milikmu dan berikanlah uangnya kepada orang miskin. Buatlah untuk dirimu dompet yang tidak dapat usang, yaitu harta yang disimpan di surga. Harta itu tidak bisa hilang karena pencuri tidak dapat mengambilnya dan rayap tidak dapat merusaknya.
2a0c22002c	Sebab di mana hartamu, di situ juga hatimu!"
2a0c230069	"Berjaga-jagalah menghadapi setiap hal. Kalian harus selalu siap berpakaian dan lampumu tetap dinyalakan,
2a0c2400a5	sama seperti pelayan-pelayan yang sedang siap menunggu tuannya kembali dari pesta kawin. Kalau tuan itu kembali dan mengetuk pintu, mereka akan segera membuka pintu.
2a0c2500c7	Alangkah untungnya pelayan-pelayan yang kedapatan sedang menunggu pada waktu tuannya datang. Percayalah: tuan itu akan bersiap-siap dan menyuruh pelayan-pelayannya itu duduk, lalu ia melayani mereka.
2a0c2600a4	Alangkah untungnya pelayan-pelayan itu kalau tuan mereka itu mendapati mereka sedang siap menunggu, meskipun ia datang pada tengah malam atau lebih lambat dari itu!
2a0c270086	Ingatlah ini! Seandainya tuan rumah tahu jam berapa pencuri akan datang, ia akan menjaga supaya pencuri tidak masuk ke dalam rumahnya.
2a0c280075	Sebab itu kalian juga harus bersiap-siap, karena Anak Manusia akan datang pada saat yang tidak kalian sangka-sangka."
2a0c29005e	"Tuhan, apakah pelajaran itu Tuhan tujukan kepada kami atau kepada semua orang?" tanya Petrus.
2a0c2a00ad	Tuhan menjawab, "Siapa pelayan yang setia dan bijaksana sehingga diangkat oleh tuannya menjadi kepala atas pelayan-pelayan lain supaya ia memberi mereka makan pada waktunya?
2a0c2b0064	Alangkah bahagianya pelayan itu apabila tuannya kembali dan mendapati dia sedang melakukan tugasnya!
2a0c2c004b	Percayalah: Tuan itu akan mempercayakan segala hartanya kepada pelayan itu.
2a0c2d0090	Tetapi kalau pelayan itu berkata dalam hatinya, 'Tuan saya masih lama baru kembali,' lalu ia memukul semua pelayan dan makan minum sampai mabuk,
2a0c2e00c8	maka tuannya akan kembali pada hari dan jam yang tidak disangka-sangka. Dan pelayan itu akan dihajar habis-habisan oleh tuannya serta dijadikan senasib dengan orang-orang yang tidak taat kepada Allah.
2a0c2f0082	Pelayan yang tahu kemauan tuannya, tetapi tidak bersiap-siap dan tidak melakukan kehendak tuannya itu, akan dicambuk dengan keras.
2a0c30012f	Tetapi pelayan yang tidak tahu kemauan tuannya, kemudian melakukan sesuatu yang salah sehingga harus dicambuk, akan dicambuk dengan ringan saja. Sebab orang yang sudah diberi banyak, daripadanya akan dituntut banyak juga. Dan orang yang sudah dipercayakan banyak, daripadanya akan dituntut banyak pula."
2a0c310061	"Aku datang untuk menimbulkan kebakaran di bumi ini. Alangkah baiknya kalau apinya sudah menyala!
2a0c320065	Masih ada penderitaan hebat yang harus Aku jalani. Dan hati-Ku gelisah sekali sebelum itu terlaksana.
2a0c330071	Apakah kalian sangka Aku datang untuk membawa perdamaian ke dunia? Tidak, bukan perdamaian, melainkan perlawanan.
2a0c340072	Mulai dari sekarang, keluarga yang terdiri dari lima orang akan bertentangan, tiga lawan dua, atau dua lawan tiga.
2a0c3500fe	Bapak akan melawan anaknya yang laki-laki dan anak laki-laki akan melawan bapaknya. Ibu melawan anaknya yang perempuan dan anak perempuan melawan ibunya. Ibu mertua akan melawan menantunya yang perempuan dan menantu perempuan akan melawan ibu mertuanya."
2a0c360097	Yesus berkata juga kepada orang banyak, "Kalau kalian melihat awan naik di sebelah barat, langsung kalian berkata, 'Akan hujan.' Dan benar-benar hujan.
2a0c370063	Kalau kalian merasa angin datang dari selatan, kalian berkata, 'Akan panas.' Dan benar-benar panas.
2a0c3800a5	Kalian orang yang suka berpura-pura! Kalian dapat meramalkan cuaca dengan melihat keadaan langit dan bumi. Mengapa tanda-tanda zaman ini tidak bisa kalian ramalkan?"
2a0c390038	"Mengapa kalian tidak memutuskan sendiri apa yang benar?
2a0c3a013b	Kalau ada orang mengadukan kalian ke pengadilan, berusahalah sedapat-dapatnya untuk menyelesaikan perkara itu dengan dia sementara kalian masih di tengah jalan. Kalau tidak, nanti ia menyeret kalian ke hadapan hakim dan hakim itu akan menyerahkan kalian kepada polisi, dan polisi memasukkan kalian ke dalam penjara.
2a0c3b0049	Percayalah! Kalian tidak akan keluar dari penjara sebelum dendamu lunas."
2a0d01009e	Pada waktu itu orang menceritakan kepada Yesus mengenai beberapa orang Galilea yang dibunuh Pilatus, ketika mereka sedang mempersembahkan kurban kepada Allah.
2a0d0200b0	Menanggapi cerita itu, Yesus berkata, "Karena orang-orang Galilea itu dibunuh seperti itu, kalian kira itu buktinya mereka lebih berdosa daripada semua orang Galilea yang lain?
2a0d03007e	Sama sekali tidak! Tetapi ingatlah: kalau kalian tidak bertobat dari dosa-dosamu, kalian semua akan mati juga, seperti mereka.
2a0d0400d0	Bagaimanakah juga dengan delapan belas orang yang tewas di Siloam, ketika menara itu menimpa mereka? Kalian kira itu menunjukkan mereka lebih berdosa daripada semua orang-orang lain yang tinggal di Yerusalem?
2a0d050084	Sama sekali tidak! Sekali lagi Kukatakan: Kalau kalian tidak bertobat dari dosa-dosamu, kalian semua akan mati juga seperti mereka."
2a0d0600c2	Setelah itu Yesus menceritakan juga perumpamaan ini, "Ada seseorang mempunyai pohon ara di kebun anggurnya. Suatu hari pergilah ia mencari buah pada pohon itu, tetapi tidak menemukan sebuah pun.
2a0d0700de	Jadi, ia berkata kepada tukang kebunnya, 'Lihat, sudah tiga tahun saya datang mencari buah ara pada pohon ara ini, tetapi tidak menemukan sebuah pun. Tebanglah saja pohon itu! Ia hanya menghabiskan zat makanan dari tanah!'
2a0d08008c	Tetapi tukang kebun itu menjawab, 'Biarkanlah ia tumbuh setahun ini lagi, Tuan. Saya akan mencangkuli tanah sekelilingnya dan menaruh pupuk.
2a0d090062	Barangkali ia nanti berbuah tahun depan. Tetapi kalau tidak, bolehlah Tuan menyuruh menebangnya.'"
2a0d0a003d	Pada suatu hari Sabat, Yesus mengajar di sebuah rumah ibadat.
2a0d0b009d	Di situ ada wanita yang sudah delapan belas tahun sakit, karena ada roh jahat di dalam dirinya. Wanita itu bungkuk dan sama sekali tidak dapat berdiri tegak.
2a0d0c0056	Ketika Yesus melihatnya, berserulah Ia kepadanya, "Ibu, engkau bebas dari penyakitmu!"
2a0d0d006f	Lalu Yesus meletakkan tangan-Nya ke atas wanita itu, dan pada saat itu juga ia berdiri tegak lalu memuji Allah.
2a0d0e00df	Kepala rumah ibadat itu marah, bahwa Yesus menyembuhkan orang pada hari Sabat, karena itu ia berkata kepada orang-orang, "Ada enam hari untuk bekerja; datanglah pada hari-hari itu untuk disembuhkan, jangan pada hari Sabat!"
2a0d0f00a3	Tuhan menjawab, "Munafik kalian ini! Pada hari Sabat semua orang melepaskan lembu atau keledainya dari kandang dan membawanya keluar untuk memberi minum kepadanya.
2a0d1000bc	Nah, di sini sekarang ada seorang wanita keturunan Abraham, yang sudah delapan belas tahun lamanya terikat oleh Iblis. Apakah ia tidak boleh dilepaskan dari ikatannya itu pada hari Sabat?"
2a0d110090	Jawaban Yesus itu membuat lawan-lawan Yesus malu sekali; tetapi semua orang-orang lainnya senang melihat segala yang ajaib yang dilakukan Yesus.
2a0d12006d	Yesus bertanya, "Apabila Allah memerintah, bagaimanakah keadaannya? Dengan apakah dapat Aku membandingkannya?
2a0d1300ce	Keadaannya seperti perumpamaan berikut. Sebuah biji sawi diambil oleh seseorang lalu ditanam di kebunnya. Biji itu tumbuh lalu menjadi pohon, dan burung-burung membuat sarangnya di cabang-cabang pohon itu."
2a0d140061	Sekali lagi Yesus bertanya, "Kalau Allah memerintah, dengan apakah dapat Kubandingkan keadaannya?
2a0d150082	Keadaannya seperti ragi yang diambil oleh seorang wanita lalu diaduk dengan empat puluh liter tepung, sampai berkembang semuanya."
2a0d16005b	Dalam perjalanan ke Yerusalem, Yesus melalui kota-kota dan kampung-kampung sambil mengajar.
2a0d170072	Lalu ada orang bertanya kepada-Nya, "Pak, apakah hanya sedikit saja orang yang akan diselamatkan?" Yesus menjawab,
2a0d180071	"Berusahalah untuk masuk melalui pintu yang sempit. Sebab, ingat! Banyak orang berusaha masuk tetapi tidak dapat.
2a0d1900d1	Pada waktu tuan rumah bangun dan menutup pintunya, kalian berdiri di luar dan mulai mengetuk-ngetuk sambil berkata, 'Tuan, bukalah pintu untuk kami!' Tuan itu akan menjawab, 'Saya tidak tahu kalian dari mana!'
2a0d1a0073	Kalian akan menjawab, 'Kami sudah makan minum bersama Tuan, dan Tuan sudah mengajar juga di jalan-jalan kota kami!'
2a0d1b0078	Tetapi Tuan itu akan berkata lagi, 'Saya tidak tahu kalian dari mana. Pergi dari sini, kalian yang melakukan kejahatan!'
2a0d1c00b2	Pada waktu kalian melihat Abraham, Ishak dan Yakub serta semua nabi bersukaria di dalam Dunia Baru Allah, kalian akan menangis dan menderita karena kalian sendiri diusir ke luar!
2a0d1d0074	Orang-orang akan datang dari timur dan barat, dari utara dan selatan, dan akan bersukaria di dalam Dunia Baru Allah.
2a0d1e007a	Sesungguhnya, ada orang terakhir yang akan menjadi orang pertama, dan ada orang pertama yang akan menjadi orang terakhir."
2a0d1f00a5	Pada waktu itu juga, ada beberapa orang Farisi datang kepada Yesus dan berkata, "Jangan tinggal di sini! Pergilah ke tempat lain, sebab Herodes mau membunuh Engkau."
2a0d2000d0	Yesus menjawab, "Pergilah beritahukan kepada orang yang tak berguna itu, 'Hari ini dan besok Aku mengusir roh jahat dan menyembuhkan orang sakit, tetapi pada hari ketiga, Aku akan menyelesaikan pekerjaan-Ku.'
2a0d210090	Meskipun begitu Aku harus meneruskan juga perjalanan-Ku hari ini, besok dan besok lusa, sebab tidak baik seorang nabi dibunuh di luar Yerusalem.
2a0d2200e3	Yerusalem, Yerusalem! Nabi-nabi kaubunuh! Para utusan Allah kaulempari batu sampai mati! Sudah berapa kali Aku ingin merangkul semua pendudukmu seperti induk ayam melindungi anak-anaknya di bawah sayapnya, tetapi kau tidak mau!
2a0d2300af	Karena itu Allah tidak lagi menyertaimu. Ketahuilah, mulai sekarang engkau tidak akan melihat Aku lagi, sampai engkau berkata, 'Diberkatilah Dia yang datang atas nama Tuhan.'"
2a0e01007d	Pada suatu hari Sabat Yesus pergi makan di rumah seorang tokoh Farisi. Di situ orang-orang memperhatikan Yesus dengan teliti.
2a0e02005e	Maka datanglah kepada Yesus seorang yang sakit busung yang kaki dan tangannya bengkak-bengkak.
2a0e0300b2	Lalu Yesus bertanya kepada guru-guru agama dan orang-orang Farisi yang ada di situ, "Menurut hukum agama kita, bolehkah kita menyembuhkan orang sakit pada hari Sabat atau tidak?"
2a0e040087	Guru-guru agama dan orang-orang Farisi itu diam saja. Lalu Yesus memanggil orang itu dan menyembuhkan dia, kemudian menyuruh dia pergi.
2a0e0500f5	Sesudah itu Yesus berkata kepada orang-orang, "Seandainya seorang dari kalian mempunyai seorang anak atau seekor lembu yang jatuh ke dalam sumur pada hari Sabat, apakah ia tidak akan segera menarik ke luar anak itu atau lembu itu hari itu juga?"
2a0e06003f	Tetapi tidak seorang pun dapat menjawab Yesus mengenai hal itu.
2a0e070080	Yesus melihat ada tamu-tamu yang memilih tempat-tempat yang paling baik. Sebab itu Ia memberikan ajaran ini kepada mereka semua.
2a0e0800a7	"Apabila kalian diundang ke pesta kawin, janganlah pergi duduk di kursi kehormatan. Sebab jangan-jangan seorang lain yang lebih penting daripadamu telah diundang juga,
2a0e0900e4	sehingga tuan rumah yang sudah mengundang kalian berdua itu, terpaksa datang kepadamu dan berkata, 'Maaf, tempat ini telah disediakan untuk tamu itu.' Maka dengan sangat malu engkau terpaksa duduk di tempat yang paling belakang.
2a0e0a00ec	Sebab itu, apabila kalian diundang, pilihlah tempat yang paling belakang, supaya tuan rumah akan datang dan berkata kepadamu, 'Kawan, mari duduk di tempat yang lebih baik.' Dengan demikian kalian dihormati di depan semua tamu yang lain.
2a0e0b006a	Sebab setiap orang yang meninggikan diri akan direndahkan, tetapi yang merendahkan diri akan ditinggikan."
2a0e0c0131	Lalu kata Yesus kepada tuan rumah, "Apabila engkau mengundang orang untuk pesta makan siang atau makan malam, janganlah mengundang teman atau saudara, atau sanak saudara, ataupun tetanggamu yang kaya. Sebab nanti mereka akan mengundangmu pula, dan dengan demikian engkau menerima balasan atas perbuatanmu.
2a0e0d0069	Jadi, apabila engkau mengadakan pesta, undanglah orang miskin, orang cacat, orang lumpuh, dan orang buta.
2a0e0e00bb	Engkau akan diberkati, sebab orang-orang itu tidak akan dapat membalas kebaikanmu. Kebaikanmu akan dibalas oleh Allah pada waktu orang-orang yang baik dibangkitkan kembali dari kematian."
2a0e0f00ba	Pada waktu salah seorang yang makan bersama-sama di situ mendengar perkataan Yesus, ia berkata, "Untung sekali orang yang akan makan bersama dengan Allah apabila Ia datang sebagai Raja!"
2a0e10007d	Tetapi Yesus berkata kepada orang itu, "Pada suatu waktu ada seorang mengadakan pesta yang besar dan mengundang banyak orang.
2a0e110095	Ketika sudah waktunya untuk mulai pesta, orang itu menyuruh pelayannya pergi kepada para undangan dan berkata, 'Silakan datang, semuanya sudah siap!'
2a0e1200bc	Tetapi mereka semua, seorang demi seorang mulai minta maaf. Yang pertama berkata kepada pelayan itu, 'Saya baru saja membeli sebidang tanah, dan perlu pergi memeriksanya. Maafkanlah saya.'
2a0e13006e	Yang lain berkata, 'Saya baru membeli lima pasang lembu, dan hendak mencoba lembu-lembu itu. Maafkanlah saya.'
2a0e140053	Yang lain lagi berkata, 'Saya baru saja kawin, karena itu saya tidak dapat datang.'
2a0e1500f2	Pelayan itu pulang dan memberitahukan hal itu kepada tuannya. Tuan itu marah sekali, dan berkata kepada pelayannya, 'Cepatlah pergi ke jalan-jalan dan gang-gang di kota. Bawalah ke mari orang miskin, orang cacat, orang buta dan orang lumpuh.'
2a0e160061	Kemudian pelayan itu berkata, 'Tuan, perintah Tuan sudah dijalankan, tetapi tempat masih banyak.'
2a0e17008e	Lalu tuan itu berkata, 'Pergilah ke jalan-jalan raya dan lorong-lorong di luar kota, dan desaklah orang-orang datang, supaya rumah saya penuh.
2a0e180072	Ingatlah! Tidak seorang pun dari antara tamu-tamu yang sudah diundang itu akan menikmati makanan pesta saya ini!'"
2a0e190053	Banyak orang turut berjalan bersama Yesus. Yesus menoleh dan berkata kepada mereka,
2a0e1a00ad	"Kalau orang datang kepada-Ku, tetapi lebih mengasihi ibunya, bapaknya, istrinya, anak-anaknya, saudara-saudaranya, malah dirinya sendiri, ia tidak bisa menjadi pengikut-Ku.
2a0e1b0059	Orang yang tidak mau memikul salibnya dan mengikuti Aku, tidak dapat menjadi pengikut-Ku.
2a0e1c00b4	Kalau seorang dari kalian mau membangun sebuah menara, tentu ia akan duduk menghitung dahulu biayanya supaya ia tahu apakah uangnya cukup untuk menyelesaikan menara itu atau tidak.
2a0e1d0096	Sebab kalau ternyata ia tak dapat menyelesaikannya, padahal pondasinya sudah dibuat, maka semua orang yang melihat pekerjaan itu akan menertawakannya.
2a0e1e0055	Mereka akan berkata, 'Iih, orang ini membangun, tetapi tidak dapat menyelesaikannya!'
2a0e1f00df	Kalau seorang raja yang mempunyai sepuluh ribu tentara mau berperang dengan raja lain yang mempunyai dua puluh ribu tentara, tentu raja itu akan duduk mempertimbangkan dahulu apakah ia cukup kuat untuk melawan musuhnya itu.
2a0e20007b	Kalau ia tahu bahwa ia tidak kuat, tentu sewaktu musuhnya itu masih jauh, ia akan mengirim utusannya untuk minta berdamai."
2a0e210099	Akhirnya Yesus berkata, "Begitu juga dengan kalian. Tidak seorang pun dari kalian dapat menjadi pengikut-Ku, kalau ia tidak mengurbankan segala-galanya."
2a0e22004a	"Garam itu baik, tetapi kalau menjadi tawar, mungkinkah diasinkan kembali?
2a0e230071	Tidak ada gunanya lagi, baik untuk ladang maupun untuk pupuk. Jadi dibuang saja. Kalau punya telinga, dengarkan!"
2a0f010077	Pada suatu hari, banyak penagih pajak dan orang-orang yang dianggap tidak baik oleh masyarakat, datang mendengar Yesus.
2a0f02009c	Orang-orang Farisi dan guru-guru agama mulai mengomel. Mereka berkata, "Cih, orang ini menerima orang-orang yang tidak baik dan malah makan bersama mereka!"
2a0f030040	Oleh sebab itu Yesus menceritakan kepada mereka perumpamaan ini,
2a0f0400fc	"Andaikata seorang dari kalian mempunyai seratus ekor domba, lalu ia kehilangan seekor--apakah yang akan dibuatnya? Pasti ia akan meninggalkan domba yang sembilan puluh sembilan ekor itu di padang rumput, dan pergi mencari yang hilang itu sampai dapat.
2a0f050065	Dan kalau ia menemukan kembali domba itu, ia begitu gembira sehingga dipikulnya domba itu di bahunya,
2a0f0600a5	lalu membawanya pulang. Kemudian ia memanggil kawan-kawan dan tetangga-tetangganya, dan berkata, 'Mari kita bergembira. Dombaku yang hilang sudah kutemukan kembali!'
2a0f0700bb	Nah, begitulah juga di surga ada kegembiraan yang lebih besar atas satu orang berdosa yang bertobat, daripada atas sembilan puluh sembilan orang yang sudah baik dan tidak perlu bertobat."
2a0f0800d7	"Atau andaikata seorang wanita mempunyai sepuluh uang perak, lalu kehilangan sebuah--apakah yang akan dibuatnya? Ia akan menyalakan lampu dan menyapu rumahnya serta mencari di mana-mana sampai ditemukannya uang itu.
2a0f0900ba	Pada waktu ia menemukan uang itu, ia memanggil teman-teman serta tetangga-tetangganya, lalu berkata, 'Aku senang sekali sudah menemukan kembali uangku yang hilang. Mari kita bergembira!'
2a0f0a0069	Begitulah juga malaikat Allah gembira kalau ada satu orang jahat bertobat dari dosa-dosanya. Percayalah!"
2a0f0b004c	Yesus berkata lagi, "Adalah seorang bapak yang mempunyai dua anak laki-laki.
2a0f0c009c	Yang bungsu berkata kepadanya, 'Ayah, berilah kepadaku sekarang ini bagianku dari kekayaan kita.' Maka ayahnya membagi kekayaannya itu antara kedua anaknya.
2a0f0d009e	Beberapa hari kemudian anak bungsu itu menjual bagian warisannya itu lalu pergi ke negeri yang jauh. Di sana ia memboroskan uangnya dengan hidup berfoya-foya.
2a0f0e0071	Ketika uangnya sudah habis semua, terjadilah di negeri itu suatu kelaparan yang besar, sehingga ia mulai melarat.
2a0f0f0061	Lalu ia pergi bekerja pada seorang penduduk di situ, yang menyuruh dia ke ladang menjaga babinya.
2a0f100094	Ia begitu lapar sehingga ingin mengisi perutnya dengan makanan babi-babi itu. Walaupun ia begitu lapar, tidak seorang pun memberi makanan kepadanya.
2a0f110088	Akhirnya ia sadar dan berkata, 'Orang-orang yang bekerja pada ayahku berlimpah-limpah makanannya, dan aku di sini hampir mati kelaparan!
2a0f12007c	Aku akan berangkat dan pergi kepada ayahku, dan berkata kepadanya: Ayah, aku sudah berdosa terhadap Allah dan terhadap Ayah.
2a0f13004c	Tidak layak lagi aku disebut anak Ayah. Anggaplah aku seorang pekerja Ayah.'
2a0f1400ad	Maka berangkatlah ia pulang kepada ayahnya. Masih jauh dari rumah, ia sudah dilihat oleh ayahnya. Dengan sangat terharu ayahnya lari menemuinya, lalu memeluk dan menciumnya.
2a0f150074	'Ayah,' kata anak itu, 'aku sudah berdosa terhadap Allah dan terhadap Ayah. Tidak layak lagi aku disebut anak Ayah.'
2a0f1600b8	Tetapi ayahnya memanggil pelayan-pelayannya dan berkata, 'Cepat! Ambillah pakaian yang paling bagus, dan pakaikanlah kepadanya. Kenakanlah cincin pada jarinya, dan sepatu pada kakinya.
2a0f17005a	Sesudah itu ambillah anak sapi yang gemuk dan sembelihlah. Kita akan makan dan bersukaria.
2a0f18007e	Sebab anakku ini sudah mati, sekarang hidup lagi; ia sudah hilang, sekarang ditemukan kembali.' Lalu mulailah mereka berpesta.
2a0f190084	Sementara itu, anak yang sulung ada di ladang. Ketika ia pulang dan sampai di dekat rumah, ia mendengar suara musik dan tari-tarian.
2a0f1a005a	Ia memanggil salah seorang dari pelayan-pelayannya, lalu bertanya, 'Ada apa ini di rumah?'
2a0f1b00a8	Pelayan itu menjawab, 'Adik Tuan kembali! Dan ayah Tuan sudah menyuruh menyembelih anak sapi yang gemuk, sebab ia sudah mendapat kembali anaknya dalam keadaan selamat!'
2a0f1c0073	Anak yang sulung itu marah sekali sehingga ia tidak mau masuk ke rumah. Lalu ayahnya keluar dan membujuk dia masuk.
2a0f1d00f5	Tetapi ia berkata, 'Bertahun-tahun lamanya aku bekerja mati-matian untuk Ayah. Tidak pernah aku membantah perintah Ayah. Dan apakah yang Ayah berikan kepadaku? Seekor kambing pun belum pernah Ayah berikan untuk aku berpesta dengan kawan-kawanku!
2a0f1e0094	Anak Ayah itu sudah menghabiskan kekayaan Ayah dengan perempuan pelacur, tetapi begitu ia kembali, Ayah menyembelih anak sapi yang gemuk untuk dia!'
2a0f1f0068	'Anakku,' jawab ayahnya, 'engkau selalu ada di sini dengan aku. Semua yang kumiliki adalah milikmu juga.
2a0f20009f	Tetapi kita harus berpesta dan bergembira, sebab adikmu itu sudah mati, tetapi sekarang hidup lagi; ia sudah hilang, tetapi sekarang telah ditemukan kembali.'"
2a100100d1	Yesus berkata kepada pengikut-pengikut-Nya, "Adalah seorang kaya. Ia mempunyai seorang pegawai keuangan yang mengurus kekayaannya. Orang kaya itu mendapat laporan bahwa pegawai keuangannya memboroskan uangnya.
2a100200f2	Jadi ia memanggil pegawai keuangan itu dan berkata, 'Apa ini yang saya dengar mengenai engkau? Sekarang, serahkan kepada saya laporan lengkap mengenai pekerjaanmu mengurus kekayaan saya. Engkau tidak boleh lagi menjadi pegawai keuangan saya.'
2a10030093	Maka pegawai keuangan itu berpikir, 'Saya harus berbuat apa sekarang? Tuan saya mau memecat saya. Mencangkul, saya tidak kuat; mengemis, saya malu.
2a10040076	Saya ada akal; apabila saya sudah dipecat, saya harus mempunyai banyak kawan yang mau menampung saya di rumah mereka!'
2a10050092	Jadi pegawai keuangan itu memanggil setiap orang yang berutang kepada tuannya. Kepada yang pertama, ia berkata, 'Berapa utangmu kepada tuan saya?'
2a10060094	Orang itu menjawab, 'Seratus tempayan minyak zaitun.' Pegawai itu berkata kepadanya, 'Ini surat utangmu. Duduklah dan cepatlah menulis: lima puluh.'
2a100700d3	Kemudian ia berkata kepada orang yang kedua, 'Dan Saudara, berapa utang Saudara?' Orang itu menjawab, 'Seribu karung gandum.' Pegawai keuangan itu berkata kepadanya, 'Ini surat utangmu. Tulislah: delapan ratus.'
2a100800e0	Maka majikan dari pegawai keuangan yang tidak jujur itu memuji pegawainya itu karena tindakannya yang cerdik itu; sebab orang-orang dunia ini lebih cerdik mengatur urusan mereka daripada orang-orang yang hidup dalam terang."
2a100900d2	Lalu Yesus berbicara lagi, kata-Nya, "Dengarlah! Pakailah kekayaan dunia ini untuk mendapat kawan, supaya apabila kekayaan dunia ini sudah tidak berharga lagi, kalian akan diterima di tempat tinggal yang abadi.
2a100a00c6	Orang yang bisa dipercayai dalam hal-hal kecil, bisa dipercayai juga dalam hal-hal besar. Tetapi orang yang tidak bisa dipercayai dalam hal-hal kecil, tidak bisa dipercayai juga dalam hal-hal besar.
2a100b007e	Jadi, kalau mengenai kekayaan dunia ini kalian sudah tidak dapat dipercayai, siapa mau mempercayakan kepadamu kekayaan rohani?
2a100c0092	Dan kalau mengenai barang yang dimiliki orang lain, kalian terbukti tidak bisa dipercayai, siapa mau memberikan kepadamu apa yang menjadi milikmu?
2a100d0116	Tidak seorang pun dapat bekerja untuk dua majikan; sebab ia akan lebih mengasihi yang satu daripada yang lain, atau ia akan lebih setia kepada majikan yang satu daripada yang lain. Begitulah juga dengan kalian. Kalian tidak dapat bekerja untuk Allah dan untuk harta benda juga."
2a100e0073	Orang-orang Farisi mendengar semua yang dikatakan oleh Yesus. Lalu mereka menertawakan-Nya, sebab mereka suka uang.
2a100f00c8	Tetapi Yesus berkata kepada mereka, "Kalianlah orang yang di hadapan orang lain kelihatan benar, tetapi Allah tahu isi hatimu. Sebab apa yang dianggap tinggi oleh manusia, dipandang rendah oleh Allah.
2a10100100	Hukum yang diberikan oleh Musa dan ajaran nabi-nabi, tetap berlaku sampai pada masa Yohanes Pembaptis. Sejak waktu itu Kabar Baik tentang bagaimana Allah memerintah sebagai Raja diberitakan terus. Dan orang memaksakan diri untuk menjadi anggota umat Allah.
2a10110065	Tetapi lebih mudah untuk langit dan bumi lenyap, daripada satu huruf dalam Hukum Allah menjadi batal.
2a10120097	Siapa menceraikan istrinya lalu kawin dengan wanita lain, orang itu berzinah. Dan orang yang kawin dengan wanita yang sudah diceraikan, berzinah juga."
