0100000008	Kejadian
3c050d0064	Salam kepada kamu sekalian dari kawanmu yang terpilih yang di Babilon, dan juga dari Markus, anakku.
3c050e0087	Berilah salam seorang kepada yang lain dengan cium yang kudus. Damai sejahtera menyertai kamu sekalian yang berada dalam Kristus. Amin.
3d00000008	2 Petrus
3d010100ad	Dari Simon Petrus, hamba dan rasul Yesus Kristus, kepada mereka yang bersama-sama dengan kami memperoleh iman oleh karena keadilan Allah dan Juruselamat kita, Yesus Kristus.
3d01020067	Kasih karunia dan damai sejahtera melimpahi kamu oleh pengenalan akan Allah dan akan Yesus, Tuhan kita.
3d010300c9	Karena kuasa ilahi-Nya telah menganugerahkan kepada kita segala sesuatu yang berguna untuk hidup yang saleh oleh pengenalan kita akan Dia, yang telah memanggil kita oleh kuasa-Nya yang mulia dan ajaib.
3d010400e0	Dengan jalan itu Ia telah menganugerahkan kepada kita janji-janji yang berharga dan yang sangat besar, supaya olehnya kamu boleh mengambil bagian dalam kodrat ilahi, dan luput dari hawa nafsu duniawi yang membinasakan dunia.
3d01050089	Justru karena itu kamu harus dengan sungguh-sungguh berusaha untuk menambahkan kepada imanmu kebajikan, dan kepada kebajikan pengetahuan,
3d01060069	dan kepada pengetahuan penguasaan diri, kepada penguasaan diri ketekunan, dan kepada ketekunan kesalehan,
3d0107006e	dan kepada kesalehan kasih akan saudara-saudara, dan kepada kasih akan saudara-saudara kasih akan semua orang.
3d0108009f	Sebab apabila semuanya itu ada padamu dengan berlimpah-limpah, kamu akan dibuatnya menjadi giat dan berhasil dalam pengenalanmu akan Yesus Kristus, Tuhan kita.
3d0109008b	Tetapi barangsiapa tidak memiliki semuanya itu, ia menjadi buta dan picik, karena ia lupa, bahwa dosa-dosanya yang dahulu telah dihapuskan.
3d010a00ab	Karena itu, saudara-saudaraku, berusahalah sungguh-sungguh, supaya panggilan dan pilihanmu makin teguh. Sebab jikalau kamu melakukannya, kamu tidak akan pernah tersandung.
3d010b0090	Dengan demikian kepada kamu akan dikaruniakan hak penuh untuk memasuki Kerajaan kekal, yaitu Kerajaan Tuhan dan Juruselamat kita, Yesus Kristus.
3d010c00a3	Karena itu aku senantiasa bermaksud mengingatkan kamu akan semuanya itu, sekalipun kamu telah mengetahuinya dan telah teguh dalam kebenaran yang telah kamu terima.
3d010d0083	Aku menganggap sebagai kewajibanku untuk tetap mengingatkan kamu akan semuanya itu selama aku belum menanggalkan kemah tubuhku ini.
3d010e0093	Sebab aku tahu, bahwa aku akan segera menanggalkan kemah tubuhku ini, sebagaimana yang telah diberitahukan kepadaku oleh Yesus Kristus, Tuhan kita.
3d010f0061	Tetapi aku akan berusaha, supaya juga sesudah kepergianku itu kamu selalu mengingat semuanya itu.
3d011000d4	Sebab kami tidak mengikuti dongeng-dongeng isapan jempol manusia, ketika kami memberitahukan kepadamu kuasa dan kedatangan Tuhan kita, Yesus Kristus sebagai raja, tetapi kami adalah saksi mata dari kebesaran-Nya.
3d011100cf	Kami menyaksikan, bagaimana Ia menerima kehormatan dan kemuliaan dari Allah Bapa, ketika datang kepada-Nya suara dari Yang Mahamulia, yang mengatakan: "Inilah Anak yang Kukasihi, kepada-Nyalah Aku berkenan."
3d01120067	Suara itu kami dengar datang dari sorga, ketika kami bersama-sama dengan Dia di atas gunung yang kudus.
3d01130117	Dengan demikian kami makin diteguhkan oleh firman yang telah disampaikan oleh para nabi. Alangkah baiknya kalau kamu memperhatikannya sama seperti memperhatikan pelita yang bercahaya di tempat yang gelap sampai fajar menyingsing dan bintang timur terbit bersinar di dalam hatimu.
3d0114007e	Yang terutama harus kamu ketahui, ialah bahwa nubuat-nubuat dalam Kitab Suci tidak boleh ditafsirkan menurut kehendak sendiri,
3d01150081	sebab tidak pernah nubuat dihasilkan oleh kehendak manusia, tetapi oleh dorongan Roh Kudus orang-orang berbicara atas nama Allah.
3d0201014f	Sebagaimana nabi-nabi palsu dahulu tampil di tengah-tengah umat Allah, demikian pula di antara kamu akan ada guru-guru palsu. Mereka akan memasukkan pengajaran-pengajaran sesat yang membinasakan, bahkan mereka akan menyangkal Penguasa yang telah menebus mereka dan dengan jalan demikian segera mendatangkan kebinasaan atas diri mereka.
3d02020077	Banyak orang akan mengikuti cara hidup mereka yang dikuasai hawa nafsu, dan karena mereka Jalan Kebenaran akan dihujat.
3d020300e1	Dan karena serakahnya guru-guru palsu itu akan berusaha mencari untung dari kamu dengan ceritera-ceritera isapan jempol mereka. Tetapi untuk perbuatan mereka itu hukuman telah lama tersedia dan kebinasaan tidak akan tertunda.
3d020400e3	Sebab jikalau Allah tidak menyayangkan malaikat-malaikat yang berbuat dosa tetapi melemparkan mereka ke dalam neraka dan dengan demikian menyerahkannya ke dalam gua-gua yang gelap untuk menyimpan mereka sampai hari penghakiman;
3d020500c5	dan jikalau Allah tidak menyayangkan dunia purba, tetapi hanya menyelamatkan Nuh, pemberita kebenaran itu, dengan tujuh orang lain, ketika Ia mendatangkan air bah atas dunia orang-orang yang fasik;
3d020600bb	dan jikalau Allah membinasakan kota Sodom dan Gomora dengan api, dan dengan demikian memusnahkannya dan menjadikannya suatu peringatan untuk mereka yang hidup fasik di masa-masa kemudian,
3d020700b3	tetapi Ia menyelamatkan Lot, orang yang benar, yang terus-menerus menderita oleh cara hidup orang-orang yang tak mengenal hukum dan yang hanya mengikuti hawa nafsu mereka saja, --
3d020800b1	sebab orang benar ini tinggal di tengah-tengah mereka dan setiap hari melihat dan mendengar perbuatan-perbuatan mereka yang jahat itu, sehingga jiwanya yang benar itu tersiksa--
3d02090095	maka nyata, bahwa Tuhan tahu menyelamatkan orang-orang saleh dari pencobaan dan tahu menyimpan orang-orang jahat untuk disiksa pada hari penghakiman,
3d020a00c0	terutama mereka yang menuruti hawa nafsunya karena ingin mencemarkan diri dan yang menghina pemerintahan Allah. Mereka begitu berani dan angkuh, sehingga tidak segan-segan menghujat kemuliaan,
3d020b00c7	padahal malaikat-malaikat sendiri, yang sekalipun lebih kuat dan lebih berkuasa dari pada mereka, tidak memakai kata-kata hujat, kalau malaikat-malaikat menuntut hukuman atas mereka di hadapan Allah.
3d020c010f	Tetapi mereka itu sama dengan hewan yang tidak berakal, sama dengan binatang yang hanya dilahirkan untuk ditangkap dan dimusnahkan. Mereka menghujat apa yang tidak mereka ketahui, sehingga oleh perbuatan mereka yang jahat mereka sendiri akan binasa seperti binatang liar,
3d020d00f6	dan akan mengalami nasib yang buruk sebagai upah kejahatan mereka. Berfoya-foya pada siang hari, mereka anggap kenikmatan. Mereka adalah kotoran dan noda, yang mabuk dalam hawa nafsu mereka kalau mereka duduk makan minum bersama-sama dengan kamu.
3d020e00c6	Mata mereka penuh nafsu zinah dan mereka tidak pernah jemu berbuat dosa. Mereka memikat orang-orang yang lemah. Hati mereka telah terlatih dalam keserakahan. Mereka adalah orang-orang yang terkutuk!
3d020f00b6	Oleh karena mereka telah meninggalkan jalan yang benar, maka tersesatlah mereka, lalu mengikuti jalan Bileam, anak Beor, yang suka menerima upah untuk perbuatan-perbuatan yang jahat.
3d02100098	Tetapi Bileam beroleh peringatan keras untuk kejahatannya, sebab keledai beban yang bisu berbicara dengan suara manusia dan mencegah kebebalan nabi itu.
3d021100a5	Guru-guru palsu itu adalah seperti mata air yang kering, seperti kabut yang dihalaukan taufan; bagi mereka telah tersedia tempat dalam kegelapan yang paling dahsyat.
3d021200bd	Sebab mereka mengucapkan kata-kata yang congkak dan hampa dan mempergunakan hawa nafsu cabul untuk memikat orang-orang yang baru saja melepaskan diri dari mereka yang hidup dalam kesesatan.
3d021300a6	Mereka menjanjikan kemerdekaan kepada orang lain, padahal mereka sendiri adalah hamba-hamba kebinasaan, karena siapa yang dikalahkan orang, ia adalah hamba orang itu.
3d021400f1	Sebab jika mereka, oleh pengenalan mereka akan Tuhan dan Juruselamat kita, Yesus Kristus, telah melepaskan diri dari kecemaran-kecemaran dunia, tetapi terlibat lagi di dalamnya, maka akhirnya keadaan mereka lebih buruk dari pada yang semula.
3d021500bf	Karena itu bagi mereka adalah lebih baik, jika mereka tidak pernah mengenal Jalan Kebenaran dari pada mengenalnya, tetapi kemudian berbalik dari perintah kudus yang disampaikan kepada mereka.
3d02160094	Bagi mereka cocok apa yang dikatakan peribahasa yang benar ini: "Anjing kembali lagi ke muntahnya, dan babi yang mandi kembali lagi ke kubangannya."
3d030100b5	Saudara-saudara yang kekasih, ini sudah surat yang kedua, yang kutulis kepadamu. Di dalam kedua surat itu aku berusaha menghidupkan pengertian yang murni oleh peringatan-peringatan,
3d030200bb	supaya kamu mengingat akan perkataan yang dahulu telah diucapkan oleh nabi-nabi kudus dan mengingat akan perintah Tuhan dan Juruselamat yang telah disampaikan oleh rasul-rasulmu kepadamu.
3d030300b4	Yang terutama harus kamu ketahui ialah, bahwa pada hari-hari zaman akhir akan tampil pengejek-pengejek dengan ejekan-ejekannya, yaitu orang-orang yang hidup menuruti hawa nafsunya.
3d030400ab	Kata mereka: "Di manakah janji tentang kedatangan-Nya itu? Sebab sejak bapa-bapa leluhur kita meninggal, segala sesuatu tetap seperti semula, pada waktu dunia diciptakan."
3d03050087	Mereka sengaja tidak mau tahu, bahwa oleh firman Allah langit telah ada sejak dahulu, dan juga bumi yang berasal dari air dan oleh air,
3d03060050	dan bahwa oleh air itu, bumi yang dahulu telah binasa, dimusnahkan oleh air bah.
3d03070094	Tetapi oleh firman itu juga langit dan bumi yang sekarang terpelihara dari api dan disimpan untuk hari penghakiman dan kebinasaan orang-orang fasik.
3d030800bf	Akan tetapi, saudara-saudaraku yang kekasih, yang satu ini tidak boleh kamu lupakan, yaitu, bahwa di hadapan Tuhan satu hari sama seperti seribu tahun dan seribu tahun sama seperti satu hari.
3d030900e7	Tuhan tidak lalai menepati janji-Nya, sekalipun ada orang yang menganggapnya sebagai kelalaian, tetapi Ia sabar terhadap kamu, karena Ia menghendaki supaya jangan ada yang binasa, melainkan supaya semua orang berbalik dan bertobat.
3d030a00d8	Tetapi hari Tuhan akan tiba seperti pencuri. Pada hari itu langit akan lenyap dengan gemuruh yang dahsyat dan unsur-unsur dunia akan hangus dalam nyala api, dan bumi dan segala yang ada di atasnya akan hilang lenyap.
3d030b0064	Jadi, jika segala sesuatu ini akan hancur secara demikian, betapa suci dan salehnya kamu harus hidup
3d030c009f	yaitu kamu yang menantikan dan mempercepat kedatangan hari Allah. Pada hari itu langit akan binasa dalam api dan unsur-unsur dunia akan hancur karena nyalanya.
3d030d0070	Tetapi sesuai dengan janji-Nya, kita menantikan langit yang baru dan bumi yang baru, di mana terdapat kebenaran.
3d030e00bf	Sebab itu, saudara-saudaraku yang kekasih, sambil menantikan semuanya ini, kamu harus berusaha, supaya kamu kedapatan tak bercacat dan tak bernoda di hadapan-Nya, dalam perdamaian dengan Dia.
3d030f00c2	Anggaplah kesabaran Tuhan kita sebagai kesempatan bagimu untuk beroleh selamat, seperti juga Paulus, saudara kita yang kekasih, telah menulis kepadamu menurut hikmat yang dikaruniakan kepadanya.
3d03100158	Hal itu dibuatnya dalam semua suratnya, apabila ia berbicara tentang perkara-perkara ini. Dalam surat-suratnya itu ada hal-hal yang sukar difahami, sehingga orang-orang yang tidak memahaminya dan yang tidak teguh imannya, memutarbalikkannya menjadi kebinasaan mereka sendiri, sama seperti yang juga mereka buat dengan tulisan-tulisan yang lain.
3d031100ee	Tetapi kamu, saudara-saudaraku yang kekasih, kamu telah mengetahui hal ini sebelumnya. Karena itu waspadalah, supaya kamu jangan terseret ke dalam kesesatan orang-orang yang tak mengenal hukum, dan jangan kehilangan peganganmu yang teguh.
3d031200a4	Tetapi bertumbuhlah dalam kasih karunia dan dalam pengenalan akan Tuhan dan Juruselamat kita, Yesus Kristus. Bagi-Nya kemuliaan, sekarang dan sampai selama-lamanya.
3e00000009	1 Yohanes
3e010100e2	Apa yang telah ada sejak semula, yang telah kami dengar, yang telah kami lihat dengan mata kami, yang telah kami saksikan dan yang telah kami raba dengan tangan kami tentang Firman hidup--itulah yang kami tuliskan kepada kamu.
3e010200cb	Hidup itu telah dinyatakan, dan kami telah melihatnya dan sekarang kami bersaksi dan memberitakan kepada kamu tentang hidup kekal, yang ada bersama-sama dengan Bapa dan yang telah dinyatakan kepada kami.
3e010300e2	Apa yang telah kami lihat dan yang telah kami dengar itu, kami beritakan kepada kamu juga, supaya kamupun beroleh persekutuan dengan kami. Dan persekutuan kami adalah persekutuan dengan Bapa dan dengan Anak-Nya, Yesus Kristus.
3e01040052	Dan semuanya ini kami tuliskan kepada kamu, supaya sukacita kami menjadi sempurna.
3e0105009e	Dan inilah berita, yang telah kami dengar dari Dia, dan yang kami sampaikan kepada kamu: Allah adalah terang dan di dalam Dia sama sekali tidak ada kegelapan.
3e01060094	Jika kita katakan, bahwa kita beroleh persekutuan dengan Dia, namun kita hidup di dalam kegelapan, kita berdusta dan kita tidak melakukan kebenaran.
3e010700ca	Tetapi jika kita hidup di dalam terang sama seperti Dia ada di dalam terang, maka kita beroleh persekutuan seorang dengan yang lain, dan darah Yesus, Anak-Nya itu, menyucikan kita dari pada segala dosa.
3e01080076	Jika kita berkata, bahwa kita tidak berdosa, maka kita menipu diri kita sendiri dan kebenaran tidak ada di dalam kita.
3e01090093	Jika kita mengaku dosa kita, maka Ia adalah setia dan adil, sehingga Ia akan mengampuni segala dosa kita dan menyucikan kita dari segala kejahatan.
3e010a0084	Jika kita berkata, bahwa kita tidak ada berbuat dosa, maka kita membuat Dia menjadi pendusta dan firman-Nya tidak ada di dalam kita.
3e020100bf	Anak-anakku, hal-hal ini kutuliskan kepada kamu, supaya kamu jangan berbuat dosa, namun jika seorang berbuat dosa, kita mempunyai seorang pengantara pada Bapa, yaitu Yesus Kristus, yang adil.
3e02020076	Dan Ia adalah pendamaian untuk segala dosa kita, dan bukan untuk dosa kita saja, tetapi juga untuk dosa seluruh dunia.
3e02030062	Dan inilah tandanya, bahwa kita mengenal Allah, yaitu jikalau kita menuruti perintah-perintah-Nya.
3e0204008d	Barangsiapa berkata: Aku mengenal Dia, tetapi ia tidak menuruti perintah-Nya, ia adalah seorang pendusta dan di dalamnya tidak ada kebenaran.
3e02050097	Tetapi barangsiapa menuruti firman-Nya, di dalam orang itu sungguh sudah sempurna kasih Allah; dengan itulah kita ketahui, bahwa kita ada di dalam Dia.
3e02060063	Barangsiapa mengatakan, bahwa ia ada di dalam Dia, ia wajib hidup sama seperti Kristus telah hidup.
3e020700c1	Saudara-saudara yang kekasih, bukan perintah baru yang kutuliskan kepada kamu, melainkan perintah lama yang telah ada padamu dari mulanya. Perintah lama itu ialah firman yang telah kamu dengar.
3e020800af	Namun perintah baru juga yang kutuliskan kepada kamu, telah ternyata benar di dalam Dia dan di dalam kamu; sebab kegelapan sedang lenyap dan terang yang benar telah bercahaya.
3e02090082	Barangsiapa berkata, bahwa ia berada di dalam terang, tetapi ia membenci saudaranya, ia berada di dalam kegelapan sampai sekarang.
3e020a0069	Barangsiapa mengasihi saudaranya, ia tetap berada di dalam terang, dan di dalam dia tidak ada penyesatan.
3e020b00b1	Tetapi barangsiapa membenci saudaranya, ia berada di dalam kegelapan dan hidup di dalam kegelapan. Ia tidak tahu ke mana ia pergi, karena kegelapan itu telah membutakan matanya.
3e020c0059	Aku menulis kepada kamu, hai anak-anak, sebab dosamu telah diampuni oleh karena nama-Nya.
3e020d00b7	Aku menulis kepada kamu, hai bapa-bapa, karena kamu telah mengenal Dia, yang ada dari mulanya. Aku menulis kepada kamu, hai orang-orang muda, karena kamu telah mengalahkan yang jahat.
3e020e0126	Aku menulis kepada kamu, hai anak-anak, karena kamu mengenal Bapa. Aku menulis kepada kamu, hai bapa-bapa, karena kamu mengenal Dia, yang ada dari mulanya. Aku menulis kepada kamu, hai orang-orang muda, karena kamu kuat dan firman Allah diam di dalam kamu dan kamu telah mengalahkan yang jahat.
3e020f008e	Janganlah kamu mengasihi dunia dan apa yang ada di dalamnya. Jikalau orang mengasihi dunia, maka kasih akan Bapa tidak ada di dalam orang itu.
3e02100098	Sebab semua yang ada di dalam dunia, yaitu keinginan daging dan keinginan mata serta keangkuhan hidup, bukanlah berasal dari Bapa, melainkan dari dunia.
3e02110077	Dan dunia ini sedang lenyap dengan keinginannya, tetapi orang yang melakukan kehendak Allah tetap hidup selama-lamanya.
3e021200eb	Anak-anakku, waktu ini adalah waktu yang terakhir, dan seperti yang telah kamu dengar, seorang antikristus akan datang, sekarang telah bangkit banyak antikristus. Itulah tandanya, bahwa waktu ini benar-benar adalah waktu yang terakhir.
3e0213012f	Memang mereka berasal dari antara kita, tetapi mereka tidak sungguh-sungguh termasuk pada kita; sebab jika mereka sungguh-sungguh termasuk pada kita, niscaya mereka tetap bersama-sama dengan kita. Tetapi hal itu terjadi, supaya menjadi nyata, bahwa tidak semua mereka sungguh-sungguh termasuk pada kita.
3e02140063	Tetapi kamu telah beroleh pengurapan dari Yang Kudus, dan dengan demikian kamu semua mengetahuinya.
3e021500bf	Aku menulis kepadamu, bukan karena kamu tidak mengetahui kebenaran, tetapi justru karena kamu mengetahuinya dan karena kamu juga mengetahui, bahwa tidak ada dusta yang berasal dari kebenaran.
3e0216009c	Siapakah pendusta itu? Bukankah dia yang menyangkal bahwa Yesus adalah Kristus? Dia itu adalah antikristus, yaitu dia yang menyangkal baik Bapa maupun Anak.
3e02170070	Sebab barangsiapa menyangkal Anak, ia juga tidak memiliki Bapa. Barangsiapa mengaku Anak, ia juga memiliki Bapa.
3e021800e5	Dan kamu, apa yang telah kamu dengar dari mulanya, itu harus tetap tinggal di dalam kamu. Jika apa yang telah kamu dengar dari mulanya itu tetap tinggal di dalam kamu, maka kamu akan tetap tinggal di dalam Anak dan di dalam Bapa.
3e02190057	Dan inilah janji yang telah dijanjikan-Nya sendiri kepada kita, yaitu hidup yang kekal.
3e021a0056	Semua itu kutulis kepadamu, yaitu mengenai orang-orang yang berusaha menyesatkan kamu.
3e021b0160	Sebab di dalam diri kamu tetap ada pengurapan yang telah kamu terima dari pada-Nya. Karena itu tidak perlu kamu diajar oleh orang lain. Tetapi sebagaimana pengurapan-Nya mengajar kamu tentang segala sesuatu--dan pengajaran-Nya itu benar, tidak dusta--dan sebagaimana Ia dahulu telah mengajar kamu, demikianlah hendaknya kamu tetap tinggal di dalam Dia.
3e021c00ba	Maka sekarang, anak-anakku, tinggallah di dalam Kristus, supaya apabila Ia menyatakan diri-Nya, kita beroleh keberanian percaya dan tidak usah malu terhadap Dia pada hari kedatangan-Nya.
3e021d0080	Jikalau kamu tahu, bahwa Ia adalah benar, kamu harus tahu juga, bahwa setiap orang, yang berbuat kebenaran, lahir dari pada-Nya.
3e030100d8	Lihatlah, betapa besarnya kasih yang dikaruniakan Bapa kepada kita, sehingga kita disebut anak-anak Allah, dan memang kita adalah anak-anak Allah. Karena itu dunia tidak mengenal kita, sebab dunia tidak mengenal Dia.
3e03020115	Saudara-saudaraku yang kekasih, sekarang kita adalah anak-anak Allah, tetapi belum nyata apa keadaan kita kelak; akan tetapi kita tahu, bahwa apabila Kristus menyatakan diri-Nya, kita akan menjadi sama seperti Dia, sebab kita akan melihat Dia dalam keadaan-Nya yang sebenarnya.
3e03030068	Setiap orang yang menaruh pengharapan itu kepada-Nya, menyucikan diri sama seperti Dia yang adalah suci.
3e03040065	Setiap orang yang berbuat dosa, melanggar juga hukum Allah, sebab dosa ialah pelanggaran hukum Allah.
3e03050074	Dan kamu tahu, bahwa Ia telah menyatakan diri-Nya, supaya Ia menghapus segala dosa, dan di dalam Dia tidak ada dosa.
3e0306009c	Karena itu setiap orang yang tetap berada di dalam Dia, tidak berbuat dosa lagi; setiap orang yang tetap berbuat dosa, tidak melihat dan tidak mengenal Dia.
3e03070092	Anak-anakku, janganlah membiarkan seorangpun menyesatkan kamu. Barangsiapa yang berbuat kebenaran adalah benar, sama seperti Kristus adalah benar;
3e030800c8	barangsiapa yang tetap berbuat dosa, berasal dari Iblis, sebab Iblis berbuat dosa dari mulanya. Untuk inilah Anak Allah menyatakan diri-Nya, yaitu supaya Ia membinasakan perbuatan-perbuatan Iblis itu.
3e030900a2	Setiap orang yang lahir dari Allah, tidak berbuat dosa lagi; sebab benih ilahi tetap ada di dalam dia dan ia tidak dapat berbuat dosa, karena ia lahir dari Allah.
3e030a00b4	Inilah tandanya anak-anak Allah dan anak-anak Iblis: setiap orang yang tidak berbuat kebenaran, tidak berasal dari Allah, demikian juga barangsiapa yang tidak mengasihi saudaranya.
3e030b0061	Sebab inilah berita yang telah kamu dengar dari mulanya, yaitu bahwa kita harus saling mengasihi;
3e030c00aa	bukan seperti Kain, yang berasal dari si jahat dan yang membunuh adiknya. Dan apakah sebabnya ia membunuhnya? Sebab segala perbuatannya jahat dan perbuatan adiknya benar.
3e030d0043	Janganlah kamu heran, saudara-saudara, apabila dunia membenci kamu.
3e030e00a4	Kita tahu, bahwa kita sudah berpindah dari dalam maut ke dalam hidup, yaitu karena kita mengasihi saudara kita. Barangsiapa tidak mengasihi, ia tetap di dalam maut.
3e030f00ae	Setiap orang yang membenci saudaranya, adalah seorang pembunuh manusia. Dan kamu tahu, bahwa tidak ada seorang pembunuh yang tetap memiliki hidup yang kekal di dalam dirinya.
3e031000a4	Demikianlah kita ketahui kasih Kristus, yaitu bahwa Ia telah menyerahkan nyawa-Nya untuk kita; jadi kitapun wajib menyerahkan nyawa kita untuk saudara-saudara kita.
3e031100bc	Barangsiapa mempunyai harta duniawi dan melihat saudaranya menderita kekurangan tetapi menutup pintu hatinya terhadap saudaranya itu, bagaimanakah kasih Allah dapat tetap di dalam dirinya?
3e0312007a	Anak-anakku, marilah kita mengasihi bukan dengan perkataan atau dengan lidah, tetapi dengan perbuatan dan dalam kebenaran.
3e0313007d	Demikianlah kita ketahui, bahwa kita berasal dari kebenaran. Demikian pula kita boleh menenangkan hati kita di hadapan Allah,
3e0314006e	sebab jika kita dituduh olehnya, Allah adalah lebih besar dari pada hati kita serta mengetahui segala sesuatu.
3e03150083	Saudara-saudaraku yang kekasih, jikalau hati kita tidak menuduh kita, maka kita mempunyai keberanian percaya untuk mendekati Allah,
3e03160092	dan apa saja yang kita minta, kita memperolehnya dari pada-Nya, karena kita menuruti segala perintah-Nya dan berbuat apa yang berkenan kepada-Nya.
3e031700af	Dan inilah perintah-Nya itu: supaya kita percaya akan nama Yesus Kristus, Anak-Nya, dan supaya kita saling mengasihi sesuai dengan perintah yang diberikan Kristus kepada kita.
3e031800c5	Barangsiapa menuruti segala perintah-Nya, ia diam di dalam Allah dan Allah di dalam dia. Dan demikianlah kita ketahui, bahwa Allah ada di dalam kita, yaitu Roh yang telah Ia karuniakan kepada kita.
3e040100ca	Saudara-saudaraku yang kekasih, janganlah percaya akan setiap roh, tetapi ujilah roh-roh itu, apakah mereka berasal dari Allah; sebab banyak nabi-nabi palsu yang telah muncul dan pergi ke seluruh dunia.
3e04020083	Demikianlah kita mengenal Roh Allah: setiap roh yang mengaku, bahwa Yesus Kristus telah datang sebagai manusia, berasal dari Allah,
3e040300c8	dan setiap roh, yang tidak mengaku Yesus, tidak berasal dari Allah. Roh itu adalah roh antikristus dan tentang dia telah kamu dengar, bahwa ia akan datang dan sekarang ini ia sudah ada di dalam dunia.
3e040400aa	Kamu berasal dari Allah, anak-anakku, dan kamu telah mengalahkan nabi-nabi palsu itu; sebab Roh yang ada di dalam kamu, lebih besar dari pada roh yang ada di dalam dunia.
3e0405006c	Mereka berasal dari dunia; sebab itu mereka berbicara tentang hal-hal duniawi dan dunia mendengarkan mereka.
3e040600c4	Kami berasal dari Allah: barangsiapa mengenal Allah, ia mendengarkan kami; barangsiapa tidak berasal dari Allah, ia tidak mendengarkan kami. Itulah tandanya Roh kebenaran dan roh yang menyesatkan.
3e040700a8	Saudara-saudaraku yang kekasih, marilah kita saling mengasihi, sebab kasih itu berasal dari Allah; dan setiap orang yang mengasihi, lahir dari Allah dan mengenal Allah.
3e0408004f	Barangsiapa tidak mengasihi, ia tidak mengenal Allah, sebab Allah adalah kasih.
3e040900a1	Dalam hal inilah kasih Allah dinyatakan di tengah-tengah kita, yaitu bahwa Allah telah mengutus Anak-Nya yang tunggal ke dalam dunia, supaya kita hidup oleh-Nya.
3e040a00a8	Inilah kasih itu: Bukan kita yang telah mengasihi Allah, tetapi Allah yang telah mengasihi kita dan yang telah mengutus Anak-Nya sebagai pendamaian bagi dosa-dosa kita.
3e040b0072	Saudara-saudaraku yang kekasih, jikalau Allah sedemikian mengasihi kita, maka haruslah kita juga saling mengasihi.
3e040c008c	Tidak ada seorangpun yang pernah melihat Allah. Jika kita saling mengasihi, Allah tetap di dalam kita, dan kasih-Nya sempurna di dalam kita.
3e040d0092	Demikianlah kita ketahui, bahwa kita tetap berada di dalam Allah dan Dia di dalam kita: Ia telah mengaruniakan kita mendapat bagian dalam Roh-Nya.
3e040e0062	Dan kami telah melihat dan bersaksi, bahwa Bapa telah mengutus Anak-Nya menjadi Juruselamat dunia.
3e040f006b	Barangsiapa mengaku, bahwa Yesus adalah Anak Allah, Allah tetap berada di dalam dia dan dia di dalam Allah.
3e041000bb	Kita telah mengenal dan telah percaya akan kasih Allah kepada kita. Allah adalah kasih, dan barangsiapa tetap berada di dalam kasih, ia tetap berada di dalam Allah dan Allah di dalam dia.
3e041100b4	Dalam hal inilah kasih Allah sempurna di dalam kita, yaitu kalau kita mempunyai keberanian percaya pada hari penghakiman, karena sama seperti Dia, kita juga ada di dalam dunia ini.
3e041200aa	Di dalam kasih tidak ada ketakutan: kasih yang sempurna melenyapkan ketakutan; sebab ketakutan mengandung hukuman dan barangsiapa takut, ia tidak sempurna di dalam kasih.
3e04130039	Kita mengasihi, karena Allah lebih dahulu mengasihi kita.
3e041400d9	Jikalau seorang berkata: "Aku mengasihi Allah," dan ia membenci saudaranya, maka ia adalah pendusta, karena barangsiapa tidak mengasihi saudaranya yang dilihatnya, tidak mungkin mengasihi Allah, yang tidak dilihatnya.
3e04150067	Dan perintah ini kita terima dari Dia: Barangsiapa mengasihi Allah, ia harus juga mengasihi saudaranya.
3e050100aa	Setiap orang yang percaya, bahwa Yesus adalah Kristus, lahir dari Allah; dan setiap orang yang mengasihi Dia yang melahirkan, mengasihi juga Dia yang lahir dari pada-Nya.
3e05020080	Inilah tandanya, bahwa kita mengasihi anak-anak Allah, yaitu apabila kita mengasihi Allah serta melakukan perintah-perintah-Nya.
3e05030079	Sebab inilah kasih kepada Allah, yaitu, bahwa kita menuruti perintah-perintah-Nya. Perintah-perintah-Nya itu tidak berat,
3e0504006e	sebab semua yang lahir dari Allah, mengalahkan dunia. Dan inilah kemenangan yang mengalahkan dunia: iman kita.
3e05050062	Siapakah yang mengalahkan dunia, selain dari pada dia yang percaya, bahwa Yesus adalah Anak Allah?
3e050600c2	Inilah Dia yang telah datang dengan air dan darah, yaitu Yesus Kristus, bukan saja dengan air, tetapi dengan air dan dengan darah. Dan Rohlah yang memberi kesaksian, karena Roh adalah kebenaran.
3e0507006d	Sebab ada tiga yang memberi kesaksian (di dalam sorga: Bapa, Firman dan Roh Kudus; dan ketiganya adalah satu.
3e0508005e	Dan ada tiga yang memberi kesaksian di bumi): Roh dan air dan darah dan ketiganya adalah satu.
3e05090086	Kita menerima kesaksian manusia, tetapi kesaksian Allah lebih kuat. Sebab demikianlah kesaksian yang diberikan Allah tentang Anak-Nya.
3e050a00ea	Barangsiapa percaya kepada Anak Allah, ia mempunyai kesaksian itu di dalam dirinya; barangsiapa tidak percaya kepada Allah, ia membuat Dia menjadi pendusta, karena ia tidak percaya akan kesaksian yang diberikan Allah tentang Anak-Nya.
3e050b0075	Dan inilah kesaksian itu: Allah telah mengaruniakan hidup yang kekal kepada kita dan hidup itu ada di dalam Anak-Nya.
