2800000006	Máté
3a091a00a2	mert akkor sokszor kellett volna szenvednie a világ teremtése óta. Így pedig csak egyszer jelent meg az idők végén, hogy áldozatával eltörölje a bűnt.
3a091b006b	És amiképpen elvégzett dolog, hogy az emberek egyszer meghaljanak, azután pedig ítélet következzék,
3a091c00a7	azonképpen Krisztus is egyszer áldoztatott fel, hogy sokak bűnét elvegye. Másodszor majd nem a bűn miatt jelenik meg azoknak, akik őt várják üdvösségükre.
3a0a0100f9	Mivelhogy a törvény az eljövendő javaknak csak árnyéka és nem pedig a dolgok valóságos képe, ezért azokkal az áldozatokkal, amelyeket esztendőnként szüntelenül bemutatnak sohasem képesek tökéletességre juttatni az odajárulókat.
3a0a020079	Különben megszűnt volna az áldozás, hiszen akik áldoztak és egyszer megtisztultak, nem éreztek volna bűntudatot.
3a0a03003a	De az áldozatok évről-évre emlékeztetnek a bűnökre.
3a0a040047	Mert lehetetlen, hogy a bikák és bakok vére eltörölje a bűnöket.
3a0a05007e	Ezért a világba való jövetelekor így szól az Úr: „Áldozatot és ajándékot nem akartál, de testet alkottál nekem.
3a0a060033	Égő és bűnért való áldozatot nem kedveltél.
3a0a07007e	Akkor ezt mondtam: Íme itt vagyok, amint a könyvtekercsben írva van rólam hogy cselekedjem, ó, Isten, a te akaratodat.“
3a0a0800a4	Előbb ezt mondta: „Áldozatot és ajándékot, égő és bűnért való áldozatokat nem akartál, sem nem kedveltél, amiket a törvény szerint mutatnak be.“
3a0a090088	Később így szólt: „Íme, itt vagyok, hogy cselekedjem a te akaratodat.“ Eltörli az elsőt, hogy életbe léptesse a másodikat.
3a0a0a0065	Ez az akarat megszentel minket egyszer s mindenkorra, Jézus Krisztus testének feláldozása által.
3a0a0b008f	Minden pap naponként szolgálatban áll, és sokszor mutatja be ugyanazokat az áldozatokat, amelyek sohasem képesek eltörölni a bűnöket.
3a0a0c0062	Ő azonban egyetlen áldozattal áldozott a bűnökért, és mindörökre az Isten jobbjára ült,
3a0a0d003b	várva, hogy ellenségei zsámolyul vetessenek lábai alá.
3a0a0e004c	Mert egyetlen áldozatával örökre tökéletessé tette a megszentelteket.
3a0a0f004f	Bizonyságot tesz pedig erről nekünk a Szentlélek is, mert előre megmondta:
3a0a10009d	„Ez az a szövetség, amelyet kötök velük ama napok múltán“ így szól az Úr. „Törvényemet szívükbe adom, és elméjükbe írom be azokat.“
3a0a11005c	Azután így szól: „Az ő bűneikről és álnokságukról többé meg nem emlékezem.“
3a0a120048	Ahol pedig bűnbocsánat van, ott nincs többé bűnért való áldozat.
3a0a130060	Mivel tehát, atyámfiai, bizodalmunk van a szentélybe való bemenetelre a Jézus vére által,
3a0a140068	azon az úton, amelyet Ő szentelt nekünk, mint új és élő utat, a kárpit, azaz az Ő teste által,
3a0a15003a	és mivel nagy papunk van, aki az Isten háza felett áll,
3a0a160075	járuljunk hozzá igaz szívvel, a hitnek teljességével, mint akiknek szíve megtisztult a gonosz lelkiismerettől,
3a0a170089	és testük meg van mosva tiszta vízzel. Tartsuk meg a reménység hitvallását tántoríthatatlanul, mert hű az, aki ígéretet tett.
3a0a180055	És ügyeljünk arra, hogy egymást szeretetre és jócselekedetekre ösztönözzük.
3a0a19009d	El nem hagyva a magunk gyülekezetét, ahogyan szokásuk némelyeknek, hanem intvén egymást, annyival is inkább, mert látjátok, hogy ama nap közeledik.
3a0a1a0072	Mert ha szándékosan vétkezünk az igazság megismerése után, akkor nincs többé bűneinkért való áldozat,
3a0a1b006a	hanem az ítéletnek valami félelmes várása és a tűz lángja, amely megemészti az ellenszegülőket.
3a0a1c0068	Aki megveti a Mózes törvényét, az két vagy három tanúvallomása alapján irgalom nélkül meghal.
3a0a1d00d1	Gondoljátok meg, mennyivel súlyosabb büntetésre méltó az, aki az Isten Fiát lábbal tapodja, és a szövetség vérét, amellyel megszenteltetett, tisztátalannak tartja, és a kegyelem Lelkét megveti.
3a0a1e0081	Mert ismerjük azt, aki így szólt: „Enyém az ítélet, én megfizetek.“ És ismét: „Az Úr megítéli az ő népét.“
3a0a1f0027	Rettenetes az élő Isten kezébe esni.
3a0a20008a	Emlékezzetek pedig vissza a régebbi napokra, amelyekben, miután megvilágosodtatok, sok szenvedéssel teljes küzdelmet állottatok ki,
3a0a210098	amikor egyfelől gyalázásokkal és nyomorgattatásokkal nyilvánosság elé hurcoltak titeket, másfelől társai lettetek azoknak, akik így jártak.
3a0a2200a4	Mert a foglyokkal is együtt szenvedtetek, és vagyonotok elrablását örömmel fogadtátok, mivel tudtátok, hogy jobb és maradandóbb vagyonotok van a mennyben.
3a0a230041	Ne dobjátok el tehát bizodalmatokat, amelynek nagy jutalma van.
3a0a240065	Mert béketűrésre van szükségetek, hogy az Isten akaratát cselekedve elnyerjétek az ígéretet.
3a0a250054	Mert még „egy igen-igen kevés idő, és aki eljövendő, eljön, és nem késik.
3a0a26005c	Az igaz ember pedig hitből él. És aki meghátrál, abban nem gyönyörködik a lelkem.“
3a0a270065	De mi nem vagyunk a meghátrálás emberei, hogy elvesszünk, hanem a hitéi, hogy életet nyerjünk.
3a0b010075	A hit pedig a remélt dolgokban való szilárd bizodalom, és a nem látható dolgok létéről való meggyőződés.
3a0b020030	Ezzel szereztek jó tanúbizonyságot a régiek.
3a0b030074	Hit által értjük meg, hogy a világot Isten igéje teremtette, hogy ami látható, a láthatatlanból állt elő.
3a0b0400e2	Hit által vitt Ábel értékesebb áldozatot Istennek, mint Kain, és ezáltal nyert bizonyságot arról, hogy ő igaz, mert Isten bizonyságot tett áldozati ajándékáról, úgyhogy hite által még holta után is beszél.
3a0b0500c3	Hit által ragadtatott el Énók, hogy ne lásson halált, és nem találták meg, mert az Isten elragadta őt. Elragadtatása előtt azonban bizonyságot nyert arról, hogy kedves volt Istennek.
3a0b06009d	Hit nélkül pedig senki sem lehet kedves Isten előtt, mert aki Isten elé járul, hinnie kell, hogy Ő létezik és megjutalmazza azokat, akik Őt keresik.
3a0b0700c6	Hit által kapott kijelentést Noé a még nem látott események felől és háznépe megtartására bárkát készített. Így ítélte meg a világot és lett a hitből való igazság örököse.
3a0b0800a0	Hit által engedelmeskedett Ábrahám, amikor elhívatott, hogy menjen ki arra a helyre, amelyet örökségül fog kapni. És elindult, de nem tudta hová megy.
3a0b090099	Hit által költözött az ígéret földjére, mint idegenbe, sátrakban lakott Izsákkal és Jákóbbal, ugyanannak az ígéretnek örököstársaival.
3a0b0a005d	Mert várta a szilárd alapokra épülő várost, amelynek építője és alkotója az Isten.
3a0b0b007d	Hit által nyert erőt Sára is, hogy idős kora ellenére gyermeke legyen, mert hűnek tartotta azt, aki az ígéretet tette
3a0b0c00af	Ezért attól az egytől, mégpedig mintegy elhalttól származtak olyan sokan, mint az ég csillagai, és mint a tenger partja mellett a fövény, amely megszámlálhatatlan.
3a0b0d00ae	Hitben haltak meg ezek mind, nem nyerve el az ígéreteket, hanem csak látták és üdvözölték azokat, és vallást tettek arról, hogy idegenek és vándorok a földön.
3a0b0e0043	Mert akik így szólnak, nyíltan kijelentik, hogy hazát keresnek.
3a0b0f005c	És ha arra a hazára gondoltak volna, amelyből kijöttek, lett volna idejük visszatérni.
3a0b1000a1	Így azonban jobb után vágyakoztak, tudniillik a mennyei után. Ezért nem szégyelli az Isten, hogy őt Istenüknek nevezzék, mert nekik készített várost.
3a0b11008c	Hit által áldozta fel Ábrahám Izsákot, próbára tétetvén, és az egyszülöttét vitte áldozatul, ő, aki az ígéreteket elnyerte,
3a0b120031	akinek megmondatott: Izsáktól lesznek utódaid.
3a0b13007c	Úgy gondolkozott ugyanis, hogy Isten a halálból is képes őt feltámasztani. Éppen ezért példaképen visszakapta őt.
3a0b14004e	Hit által áldotta meg Izsák Jákóbot és Ézsaut az eljövendőkre nézve.
3a0b15006c	Hit által áldotta meg a haldokló Jákób József mindegyik fiát, és botja végére hajolva imádkozott.
3a0b160072	Hit által emlékezett meg élete végén József Izrael fiainak kivonulásáról, és rendelkezett teteme felől.
3a0b170099	Hit által rejtegették Mózest szülei születése után három hónapig, mivel látták, hogy szép a gyermek, és nem féltek a király parancsától.
3a0b18005e	Hit által tiltakozott Mózes, amikor felnövekedett, hogy a fáraó leánya fiának mondják.
3a0b190080	Mert inkább választotta az Isten népével való együtt sanyargatást, mint a bűnnek ideig-óráig való gyönyörűségét.
3a0b1a007d	Mert Egyiptom kincseinél nagyobb gazdagságnak tartotta a Krisztusért való gyalázatot, mert a megjutalmazásra tekintett.
3a0b1b0081	Hit által hagyta el Egyiptomot, nem félve a király haragjától, mert erős szívű volt, mintha látta volna a láthatatlant.
3a0b1c0082	Hit által rendelte el a pászkát és a vérrel való meghintést, hogy az öldöklő angyal ne bánthassa az elsőszülötteket.
3a0b1d007d	Hit által keltek át a Vörös-tengeren, mint valami szárazföldön, amit az egyiptomiak is megpróbáltak, de elmerültek.
3a0b1e0059	Hit által omlottak le Jerikónak kőfalai, amikor azokat hét napon át körüljárták.
3a0b1f0078	Hit által nem veszett el az engedetlenekkel együtt Ráháb, a parázna nő, amikor a kémeket békességgel befogadta.
3a0b2000a2	És mit mondjak még? Hiszen kifogynék az időből, ha szólnék Gedeonról, Bárákról, Sámsonról, Jeftéről, Dávidról, Sámuelről és a prófétákról.
3a0b210080	Akik hit által országokat győztek le, igazságot cselekedtek, az ígéreteket elnyerték, az oroszlánok száját betömték.
3a0b2200a2	Kioltották a tűz erejét, megmenekültek a kard élétől, felerősödtek a betegségből, erősek lettek a háborúban, megfutamították az idegenek seregét.
3a0b2300bc	Az asszonyok feltámadás útján visszakapták halottaikat, másokat viszont kínpadra vontak, mivel nem fogadták el a szabadulást, hogy dicsőségesebb feltámadásban legyen részük.
3a0b240078	Mások pedig megszégyenítések és megostoroztatások próbáját állták ki, sőt még bilincseket és börtönt is.
3a0b2500b9	Megkövezték őket, kínpróbát szenvedtek, szétfűrészelték, kardélre hányták őket. Juhoknak és kecskéknek bőrében bujdostak, nélkülözve, nyomorgattatva, gyötörtetve,
3a0b26006d	akikre nem volt méltó a világ. Bujdostak pusztákon és hegyeken, barlangokban és a föld szakadékaiban.
3a0b27005d	És mindezek, noha hit által jó bizonyságot nyertek, nem teljesült be rajtuk az ígéret.
3a0b280064	Mert Isten felőlünk valami jobbról gondoskodott, hogy nélkülünk ne jussanak tökéletességre.
3a0c0100cf	Ezért tehát mi is, akiket a bizonyságtevőknek ilyen nagy fellege vesz körül, félretéve minden akadályt és a bennünket megkörnyékező bűnt, kitartással fussuk meg az előttünk lévő pályát,
3a0c0200c5	nézve a hit fejedelmére és bevégzőjére, Jézusra, aki az előtte lévő öröm helyett, nem törődve a gyalázattal, kereszthalált szenvedett, s az Isten királyi székének jobbjára ült.
3a0c030092	Gondoljatok azért, őrá, aki ilyen ellene irányuló támadást szenvedett el a bűnösöktől, hogy lelketekben ellankadva el ne csüggedjetek.
3a0c04003b	Mert még nem álltatok ellen vérig a bűn ellen harcolva.
3a0c05009a	És ne feledkezzetek el az intésről, amely nektek, mint fiaknak szól: „Fiam ne vesd meg az Úr fenyítését, és ne csüggedj el, ha dorgál téged.
3a0c06005b	Mert akit szeret az Úr, azt megdorgálja, és megostoroz mindenkit, akit fiává fogad.“
3a0c07007e	Ha a fenyítést elszenveditek, akkor úgy bánik veletek az Isten, mint fiaival mert melyik fiú az, akit nem fenyít az apa?
3a0c08006b	Ha pedig fenyítés nélkül valók vagytok, amelyben mindenki részesül, akkor fattyak vagytok, nem fiak.
3a0c09008e	Aztán: testi atyáink fenyítettek minket és becsültük őket, nem kell-e sokkal inkább engedelmeskedni a lelkek Atyjának, hogy éljünk?
3a0c0a0076	Mert azok kevés ideig, tetszésük szerint fenyítettek, Ő pedig a mi javunkra, hogy szentségében részesüljünk.
3a0c0b00a2	A jelenben semmiféle fenyítés nem látszik örvendetesnek, hanem keservesnek, ám utóbb az igazság békességes gyümölcsét adja azoknak, akik elviselték.
3a0c0c0059	Ezért tehát a lecsüggesztett kezeket és a rogyadozó térdeket egyenesítsétek föl,
3a0c0d0054	és egyenesen járjatok, hogy a sánta el ne botoljék, sőt inkább meggyógyuljon.
3a0c0e0071	Törekedjetek mindenki iránt a békességre és a szent életre, amely nélkül senki sem láthatja meg az Urat.
3a0c0f00a1	Vigyázzatok arra, hogy Isten kegyelmétől senki el ne szakadjon, nehogy a keserűségnek gyökere fölnövekedve bajt okozzon, és így sokakat megfertőzzön.
3a0c100070	Ne legyen senki parázna vagy istentelen, mint Ézsau, aki egy tál ételért eladta elsőszülöttségi jogát.
3a0c1100b3	Mert tudjátok, hogy később, amikor örökölni akarta az áldást, elutasításban volt része, mert nem találta meg a megtérés útját, noha könnyhullatással kereste azt.
3a0c120078	Mert ti nem járultatok megtapintható hegyhez, lángoló tűzhöz, sűrű homályhoz, sötétséghez és szélvészhez,
3a0c130079	vagy trombitaharsogáshoz és szózatok hangjához, amelyet akik hallottak, kérték, hogy ne szóljon többé hozzájuk.
3a0c140062	Mert nem bírták elviselni a parancsot: „Még ha állat is ér a hegyhez, meg kell kövezni!“
3a0c15005b	Olyan rettenetes volt a látvány, hogy Mózes is ezt mondta: „Megijedtem és remegek.“
3a0c160070	De ti Sion hegyéhez járultatok, az élő Isten városához, a mennyei Jeruzsálemhez és az angyalok ezreihez,
3a0c1700a9	az elsőszülöttek seregéhez és egyházához, akik be vannak írva a mennyben, és mindenkinek bírájához, Istenhez és a tökéletességre jutott igazak lelkéhez,
3a0c180081	és az újszövetség közbenjárójához, Jézushoz, és a meghintés véréhez, amely kegyelmesebben beszél, mint Ábel vére.
3a0c1900c3	Vigyázzatok el ne utasítsátok azt, aki szól! Mert ha azok nem menekültek meg, akik a földön szólót visszautasították, sokkal kevésbé mi, ha elfordulunk attól, aki a mennyből szól,
3a0c1a0087	akinek szava egykor megrendítette a földet, most pedig ezt ígéri: „Még egyszer megrendítem nemcsak a földet, de az eget is.“
3a0c1b0096	Az a „még egyszer“ pedig jelenti a változékony dolgoknak, vagyis a teremtményeknek megváltozását, hogy megmaradjon, ami változtathatatlan.
3a0c1c008b	Mivel mi változtathatatlan országot kaptunk, hálásak legyünk, és Istennek tetsző módon, kegyességgel és félelemmel szolgáljunk.
3a0c1d0023	Mert a mi Istenünk emésztő tűz.
3a0d010022	A testvéri szeretet maradjon meg.
3a0d02006e	A vendégszeretetről el ne feledkezzetek, mert ezáltal egyesek tudtukon kívül angyalokat vendégeltek meg.
3a0d03007a	Emlékezzetek meg a foglyokról, mintha fogolytársak volnátok, a gyötrődőkről, mint akik magatok is testben vagytok.
3a0d040090	Legyen megbecsült minden tekintetben a házasság, és a házasélet legyen tiszta! A paráznákat és házasságtörőket megítéli az Isten.
3a0d050096	Fösvénység nélkül való legyen magatartásotok, elégedjetek meg azzal, amitek van, mert Ő mondta: „Nem hagylak el, el sem távozom tőled.“
3a0d060062	Úgyhogy bizakodva mondjuk: „Az Úr az én segítségem, nem félek. Ember mit árthat nekem?“
3a0d070086	Emlékezzetek meg elöljáróitokról, akik Isten igéjét hirdették nektek, figyeljetek életük végére és kövessétek hitüket.
3a0d080038	Jézus Krisztus tegnap és ma és mindörökké ugyanaz.
3a0d0900ce	Különféle idegen tanításoktól ne hagyjátok magatokat félrevezetni, mert jó, ha kegyelemtől erősödik meg a szív, nem ennivalókkal, amelyeknek semmi hasznát sem veszik azok, akik velük élnek.
3a0d0a0050	Van oltárunk, amelyről nincs joguk enni azoknak, akik a sátorban szolgálnak.
3a0d0b0075	Mert amely állatok vérét a főpap beviszi a szentélybe a bűnért, azoknak testét megégetik a táboron kívül.
3a0d0c0065	Ezért Jézus is, hogy megszentelje az ő tulajdon vére által a népet, a kapun kívül szenvedett.
3a0d0d004b	Menjük tehát ki hozzá a táboron kívülre, az Ő gyalázatát hordozva.
3a0d0e0042	Mert nincs itt maradandó városunk, hanem a jövendőt keressük.
3a0d0f0081	Ezért általa vigyük a dicséret áldozatát mindenkor Isten elé, vagyis az ő nevéről vallást tevő ajkaink gyümölcsét.
3a0d100072	A jótékonyságról és az adakozásról ne feledkezzetek meg, mert ilyen áldozatokban gyönyörködik az Isten.
3a0d1100be	Engedelmeskedjetek elöljáróitoknak és fogadjatok szót, mert ők vigyáznak lelketekre, mint számadók. Így majd örömmel teszik és nem bánkódva, mert ez nem használna nektek sem.
3a0d120092	Imádkozzatok értünk! Mert meg vagyunk győződve arról, hogy tiszta a lelkiismeretünk, hiszen mindenben igyekszünk tisztességesen eljárni.
3a0d13004f	Annál inkább kérlek erre titeket, hogy mihamarabb visszajuthassak hozzátok.
3a0d14008b	A békesség Istene pedig, aki kihozta a halálból a juhoknak nagy pásztorát, az örök szövetség vére által, a mi Urunkat, Jézust,
3a0d1500c9	tegyen készségesekké titeket minden jóra, hogy cselekedjétek az ő akaratát és munkálja bennünk azt, ami kedves előtte a Jézus Krisztus által, akinek dicsőség örökkön örökké. Ámen.
3a0d160071	Kérlek pedig titeket, atyámfiai, szívleljétek meg ezt az intő beszédet, hiszen csak röviden írtam nektek.
3a0d17007b	Tudjátok meg, hogy a mi atyánkfia, Timóteus, kiszabadult, és ha hamarosan megjön, vele együtt meglátogatlak titeket.
3a0d180072	Köszöntsétek minden elöljárótokat és a szenteket is mind. Köszöntenek titeket az Olaszországból valók.
3a0d19001a	Kegyelem mindnyájatokkal!
3b00000005	Jakab
3b0101007b	Jakab, Istennek és az Úr Jézus Krisztusnak szolgája, az elszórtan lévő tizenkét nemzetségnek üdvözletét küldi.
3b01020053	Teljes örömnek tartsátok, atyámfiai, amikor különféle kísértésekbe estek,
3b01030043	tudván, hogy a ti hitetek próbája állhatatosságot eredményez.
3b01040089	Az állhatatosság pedig tökéletessé teszi a cselekedetet, hogy tökéletesek és fedhetetlenek legyetek minden fogyatkozás nélkül.
3b0105007e	Ha pedig valakinek nincsen bölcsessége, kérje Istentől, aki mindenkinek készségesen és szemrehányás nélkül megadja.
3b01060085	De hittel kérje semmit sem kételkedve, mert aki kételkedik, olyan, mint a tenger hulláma, amelyet a szél sodor és ide-oda hajt.
3b01070034	Ne gondolja, hogy kaphat valamit az Úrtól az ilyen
3b01080034	kétszívű és minden útjában állhatatlan ember.
3b01090037	Dicsekedjék pedig az alacsony sorsú méltóságával,
3b010a0044	a gazdag pedig nyomorúságával, mert elmúlik, mint a fű virága.
3b010b0096	Mert felkel a nap nagy hevével és elszárítja a füvet, és annak virága elhull, és szépsége elvész: így vész el a gazdag is a maga útján.
3b010c0096	Boldog ember az, aki a kísértésben kitart, mert miután kiállta a próbát, elveszi az élet koronáját, amit az Úr ígért az őt szeretőknek.
3b010d008c	Senki se mondja, amikor megkísértetik: az Isten kísért engem, mert Isten gonoszsággal nem kísérthető és őmaga sem kísért senkit.
3b010e0038	Mert mindenkit saját kívánsága vonja és csábítja.
3b010f005b	Azután a kívánság megfoganva bűnt szül. A bűn pedig teljességre jutva halált nemz.
3b01100028	Ne tévelyegjetek, szeretett atyámfiai.
3b011100ab	Minden jó adomány és minden tökéletes ajándék felülről való, a világosság Atyjától származik, akinél nincs változás, sem a változandóságnak árnyéka.
3b0112006f	Az ő akarata szült minket az igazságnak igéje által, hogy az ő teremtményeinek első zsengéje legyünk.
3b01130075	Azért, szeretett atyámfiai, legyen minden ember gyors a hallásra, késedelmes a szólásra, késedelmes a haragra,
3b01140034	mert ember haragja Isten igazságát nem szolgálja.
3b0115008f	Elvetve azért minden szennyet és mindenféle gonoszságot, szelídséggel fogadjátok a belétek oltott igét, amely megtarthatja lelketeket.
3b0116004e	Az igének pedig megtartói legyetek, nemcsak hallgatói, megcsalva magatokat.
3b0117007a	Mert ha valaki hallgatója az igének és nem megtartója, az ahhoz az emberhez hasonlít, aki tükörben megnézi arcát.
3b01180044	Megnézi ugyan magát, de elmegy és azonnal elfelejti, milyen volt.
3b011900ae	De aki belenéz a szabadság tökéletes törvényébe és megmarad mellette, az nem feledékeny hallgatója, sőt tevékeny megvalósítója: az boldog lesz cselekedeteiben.
3b011a0089	Ha valaki kegyesnek látszik közöttetek, de nem zabolázza meg nyelvét, és még önmagát is áltatja, annak kegyessége hiábavaló.
3b011b00a8	A tiszta és igazi kegyesség Isten és az Atya előtt ez: meglátogatni az árvákat és özvegyeket nyomorúságukban, és tisztán megőrizni önmagát a világtól.
3b02010080	Atyámfiai, ne legyen személyválogatás a ti hitetekben, amelyet a dicsőség Urába, a mi Urunk Jézus Krisztusba vetettetek.
3b0202007c	Mert ha a ti gyülekezetetekbe bemegy egy aranygyűrűs férfi, fényes ruhában, és bemegy egy szegény is kopott ruhában
3b020300c0	és rátekintetek arra, akin a fényes ruha van, és azt mondjátok neki: „Te ülj ide szépen.“ A szegénynek pedig azt mondjátok: „Te állj ott, vagy ülj ide az én zsámolyomhoz“,
3b02040054	nem mondtok-e ellen magatoknak, és nem lettetek-e gonosz gondolkodású bírákká?
3b020500d8	Halljátok csak, szeretett atyámfiai: vajon nem Isten választotta-e ki e világ szegényeit, hogy gazdagok legyenek a hitben, és örökösei legyenek annak az országnak, amelyet Isten ígért az őt szeretőknek?
3b0206008b	De ti megszégyenítettétek a szegényt. Vajon nem a gazdagok hatalmaskodnak-e rajtatok, és nem ők hurcolnak-e titeket a törvény elé?
3b02070047	Nem ők káromolják-e azt a szép nevet, amelyről titeket elneveztek?
3b02080080	Ha ellenben megtartjátok a királyi törvényt az Írás szerint: „Szeresd felebarátodat, mint magadat!“ jól cselekedtek.
3b02090061	De ha személyválogatók vagytok, vétkeztek, és a törvény, mint törvényszegőket elítél.
3b020a0064	Mert ha valaki az egész törvényt megtartja is, de vét egy ellen, az valamennyi ellen vétkezett.
3b020b008d	Mert aki ezt mondta: „Ne paráználkodj!“ ezt is mondta: „Ne ölj!“ És ha nem paráználkodsz, de ölsz, törvényszegővé lettél.
3b020c005d	Úgy szóljatok, és úgy cselekedjetek, mint akiket a szabadság törvénye fog megítélni.
3b020d0078	Mert az ítélet irgalmatlan ahhoz, aki nem cselekszik irgalmasságot, és az irgalmasság diadalmaskodik az ítéleten.
3b020e0079	Mit használ, atyámfiai, ha valaki azt mondja, hogy van hite, cselekedetei pedig nincsenek? Vajon megtartja-e őt a hit?
3b020f0074	Ha pedig az atyafiaknak, férfiaknak vagy nőknek nincs ruhája, és szükséget szenvednek a mindennapi élelemben,
3b021000b2	és azt mondja nekik valaki közületek: „Menjetek el békességgel, melegedjetek meg és lakjatok jól!“ De nem adjátok meg nekik, amikre szükségük van, mit használ az?
3b02110042	Ugyanígy a hit is, ha cselekedetei nincsenek, halott önmagában.
3b021200cd	Viszont mondhatja valaki: neked hited van, nekem pedig cselekedeteim vannak. Mutasd meg nekem a te hitedet a te cselekedeteidből, és én is meg fogom mutatni neked az én cselekedeteimből az én hitemet
3b02130051	Te hiszed, hogy egy az Isten? Jól teszed. Az ördögök is hiszik és rettegnek.
3b0214004f	Akarod-e hát tudni, te oktalan ember, hogy a hit cselekedetek nélkül halott?
3b0215006d	Ábrahám, a mi atyánk nem cselekedetekből igazult-e meg, amikor fiát, Izsákot felajánlotta az oltárra?
3b02160066	Látod, hogy hite együtt munkálkodott cselekedeteivel, és a cselekedetekből lett teljessé a hite.
3b02170095	És beteljesedett az Írás, amely ezt mondja: Hitt pedig Ábrahám az Istennek, s ez megigazulására szolgált, és Isten barátjának neveztetett.
3b02180055	Látjátok tehát, hogy cselekedetekből igazul meg az ember és nem csupán hitből.
3b02190092	Hasonlóképpen a parázna Ráháb, nem cselekedetekből igazult-e meg, amikor a követeket házába fogadta, és más úton bocsátotta el őket?
3b021a0057	Mert ahogyan halott a test lélek nélkül, úgy halott a hit is cselekedetek nélkül.
3b0301005e	Atyámfiai, ne legyetek sokan tanítók, tudva azt, hogy súlyosabb ítéletben lesz részük.
3b0302008a	Mert mindnyájan sokat vétkezünk. De ha valaki beszédében nem vétkezik, az tökéletes ember, képes egész testét is megzabolázni.
3b03030065	Ha a lovak szájába zablát vetünk, hogy engedelmeskedjenek nekünk, egész testüket irányítjuk.
3b030400a6	Íme a hajókat is, bármily nagyok is, és bármilyen erős szelek hajtják is őket, egy igen kicsi kormányrúd mégis oda irányítja, ahová a kormányos akarja.
3b03050072	A nyelv is kicsiny testrész ugyan, de nagyra tartja magát. Íme egy csekély tűz, milyen nagy erdőt felgyújt.
3b030600c6	A nyelv is tűz, a gonoszság világa. Olyan a nyelv tagjaink között, hogy egész testünket beszennyezi, sőt lángba borítja életünket, miközben maga is lángra lobban a gyehenna tüzétől.
3b03070076	Mindenfajta vadállat, madár, csúszómászó és vízi állat megszelídíthető. Az ember meg is szelídíti őket.
3b0308007d	De a nyelvet az emberek közül senki sem szelídítheti meg, mert fékezhetetlenül gonosz az, telve van halálos méreggel.
3b03090075	Ezzel áldjuk Istent, a mi Atyánkat, és ezzel átkozzuk az embereket, akik az Isten hasonlatosságára teremtettek.
3b030a0062	Ugyanabból a szájból jön ki az áldás és az átok. Atyámfiai, nem kellene így lenni ennek!
3b030b0056	Vajon a forrás ugyanabból a nyílásból csörgedeztethet-e édes és keserű vizet?
3b030c007e	Vajon, atyámfiai, teremhet-e a fügefa olajmagvakat, vagy a szőlő fügét? Így egy forrás sem adhat sós és édes vizet.
3b030d0070	Kicsoda bölcs és okos közöttetek? Mutassa meg jó magatartásával, hogy mindent bölcs szelídséggel tesz.
3b030e0079	Ha pedig keserű irigység és viszálykodás van szívetekben, ne kérkedjetek, és ne hazudtoljátok meg az igazságot.
3b030f0052	Ez nem az a bölcsesség, amely felülről jön, hanem földi, testi és ördögi.
3b03100069	Mert ahol irigység és viszálykodás van, ott békétlenség, és mindenféle gonosz cselekedet is van.
3b031100c0	A felülről való bölcsesség pedig először is tiszta, azután békeszerető, méltányos, engedelmes, irgalmassággal és jó gyümölcsökkel teljes, nem kételkedő és nem képmutató.
3b03120054	Az igazság gyümölcsét pedig békességben vetik el azoknak, akik békeszeretők.
3b0401006c	Honnan vannak viszályok és harcok közöttetek? Nem a bennetek dúló bűnös kívánságokból erednek-e?
3b0402009e	Kívántok valamit és nem teljesül. Öltök és irigykedtek, de nem érhetitek el, harcoltok és viszálykodtok, és még sincs semmitek, mert nem kéritek.
3b0403007d	Vagy ha kéritek is, nem kapjátok meg, mert nem jól kéritek, hiszen csak bűnös kívánságaitokra akarjátok fordítani.
3b040400a7	Ti Istenhez hűtlenek, nem tudjátok, hogy a világgal való barátság, ellenségeskedés Istennel? Aki azért a világ barátja akar lenni, az Isten ellensége lesz.
3b0405006c	Vagy azt gondoljátok, hogy az Írás hiába mondja: „A bennünk lakó lélek tele van önző vággyal!“
3b04060074	De nagyobb kegyelmet ad, ezért mondja: „Isten a kevélyeknek ellen áll, az alázatosoknak pedig kegyelmet ad.“
3b04070059	Engedelmeskedjetek azért Istennek, de álljatok ellen az ördögnek, és elfut tőletek.
3b0408009d	Közeledjetek Istenhez, és ő is közeledni fog hozzátok. Tisztítsátok meg kezeteket, ti bűnösök, és szenteljétek meg szíveteket, ti kétszívűek.
3b0409006a	Gyötrődjetek, gyászoljatok és sírjatok, nevetésetek forduljon gyászra, örömötök szomorúságra.
3b040a0041	Alázzátok meg magatokat az Úr előtt és felmagasztal titeket.
3b040b00fa	Ne szóljátok meg egymást, atyámfiai. Aki megszólja atyafiát, és aki kárhoztatja atyjafiát, az a törvény ellen szól, és a törvényt ítéli el. Ha pedig a törvény felett ítélkezel, nem megtartója, hanem bírája vagy a törvénynek.
3b040c0080	Egy a törvényhozó, akinek hatalma van, hogy felmentsen vagy elmarasztaljon. Kicsoda vagy te, hogy megítéled felebarátodat?
3b040d008c	Nos hát, akik ezt mondjátok: „Ma vagy holnap elmegyünk abba a városba, és ott töltünk egy esztendőt, kereskedünk és nyerünk“,
