0100000018	उत्पत्ति
2d08220299	दण्डको आज्ञा दिनुहुने को हुनुहुन्छ? हाम्रो निम्ति मर्नुहुने त ख्रीष्‍ट नै हुनुहुन्छ, अनि त्यसभन्दा बढी उहाँ जीवित भई उठ्नु पनि भयो । उहाँले आदरको स्थानमा रहेर परमेश्‍वरसँग शासन गर्दै हुनुहुन्छ, र हाम्रा लागि मध्यस्थता गरिरहनुहुने उहाँ नै हुनुहुन्छ ।
2d08230156	हामीलाई ख्रीष्‍टको प्रेमबाट कसले अलग गर्न सक्‍नेछ? सङ्कष्‍टले, वा दुःखले, वा सतावटले, वा भोकले, वा नग्‍नताले, वा खतराले, वा तरवारले?
2d08240108	जस्तो लेखिएको छ, “तपाईंको लाभको निम्ति हामी दिनभरि मारिन्छौँ । हामीलाई मारिने भेडाहरूझैँ ठानियो ।”
2d082500d1	यी सबै कुरामा हामी हामीलाई प्रेम गर्नुहुनेद्वारा विजेताहरूभन्दा पनि बढी छौँ ।
2d0826013d	किनकि म विश्‍वस्त भएको छु, कि न मृत्युले, न जीवनले, न स्वर्गदूतहरूले, न शासकहरूले, न वर्तमानका कुराहरूले, न आउने कुराहरूले,
2d08270154	न उचाइले, न गहिराइले, न सृष्‍टि गरिएको कुनै थोकले हाम्रा प्रभु ख्रीष्‍ट येशूमा भएको परमेश्‍वरको प्रेमबाट हामीलाई अलग गर्न सक्छ ।
2d090100fe	म येशू ख्रीष्‍टमा साँचो भन्दछु । म ढाँट्‌दिनँ, र मेरो विवेकले पवित्र आत्मामा मसँगै साक्षी दिन्छ,
2d09020089	कि मेरो लागि मेरो हृदयमा असाध्य कष्‍ट र अटुट पीडा छ ।
2d0903013d	म इच्छा गर्थें, कि मेरा भाइहरू अर्थात् शरीरअनुसार आफ्नै जातिका खातिर म आफैँचाहिँ श्रापित होऊँ र ख्रीष्‍टबाट अलग गरिऊँ ।
2d09040165	तिनीहरू इस्राएलीहरू हुन् । धर्मपुत्र हुने अधिकार, महिमा, करारहरू, व्यवस्थाको उपहार, परमेश्‍वरको आराधना र प्रतिज्ञाहरू उनीहरूकै हुन् ।
2d09050188	ख्रीष्‍टको शरीरअनुसार ख्रीष्‍ट आउनुभएका पुर्खाहरू तिनीहरूकै हुन् । उहाँ नै सबैका परमेश्‍वर हुनुहुन्छ । सदासर्वदा उहाँको प्रशंसा भइरहोस् । आमेन ।
2d0906010d	तर यो परमेश्‍वरका प्रतिज्ञाहरू चुकेकोजस्तो होइन, किनकि इस्राएलका सबै साँचो रूपमा इस्राएलका होइनन् ।
2d09070121	न त अब्राहामका सबै सन्तानहरू साँचो रूपमा उनका सन्तानहरू नै हुन् । तर, “इसहाकबाट नै तेरा सन्तानहरू भनिनेछन् ।”
2d0908014d	अर्थात् शरीरबाट जन्मेका सन्तानहरू परमेश्‍वरका सन्तानहरू होइनन् । तर प्रतिज्ञाका सन्तानहरू नै सन्तानहरूका रूपमा गनिन्छन् ।
2d090900cf	किनकि प्रतिज्ञाको वचन यही हो, “म यही समयमा आउनेछु र सारालाई एउटा छोरो दिइनेछ ।”
2d090a00ed	यति मात्र होइन, तर रिबेका पनि एक जना व्यक्‍ति अर्थात् हाम्रा पिता इसहाकबाट गर्भवती भएपछि–
2d090b01dd	किनकि सन्तानहरू अझ जन्मेका थिएनन् र उनीहरूले कुनै असल वा खराब केही गरेका थिएनन्, ताकि परमेश्‍वरको उद्देश्य कर्महरूका कारण होइन, तर बोलाउनुहुनेको कारणले चुनाउअनुसार ठहरियोस् भनेर
2d090c0083	तिनलाई यसो भनियो, “जेठोले कान्छोको सेवा गर्नेछ ।”
2d090d00b8	जस्तो लेखिएको थियो, “मैले याकूबलाई प्रेम गरेँ, तर एसावलाई घृणा गरेँ ।”
2d090e00d5	त्यसो हो भने, हामी के भनौँ त? के परमेश्‍वरसित अधार्मिकता छ त? कहिल्यै यस्तो नहोस् ।
2d090f0186	किनकि उहाँ मोशालाई भन्‍नुहुन्छ, “जसमाथि म दया देखाउन चाहन्छु, त्यसमाथि म दया देखाउँछु, र जसमाथि म करुणा देखाउन चाहन्छु, त्यसमाथि म करुणा देखाउँछु ।”
2d0910011e	त्यसैले, यो इच्छा गर्नेको कारणले होइन, न त दौडनेको कारणले नै हो, तर दया देखाउनुहुने परमेश्‍वरको कारणले नै हो ।
2d091101be	किनकि धर्मशास्‍त्रले फारोलाई भन्छ, “यही उद्देश्यको निम्ति मैले तँलाई खडा गरेँ, ताकि मैले तँमा मेरो शक्‍ति प्रदर्शन गर्न सकूँ, र सारा पृथ्वीमा मेरो नाउँ घोषणा गरियोस् ।”
2d0912014c	त्यसैले, परमेश्‍वरले जसलाई इच्छा गर्नुहुन्छ त्यसलाई दया गर्नुहुन्छ र जसलाई इच्छा गर्नुहुन्छ त्यसलाई कठोर पनि बनाउनुहुन्छ ।
2d091300c4	तब तिमीहरूले मलाई भन्‍नेछौ, “उहाँले किन अझ पनि गल्ती नै भेट्टाउनुहुन्छ त?”
2d09140181	त्यसको विपरीत, हे मानिस, परमेश्‍वरको विरुद्धमा जवाफहरू दिने तिमी को हौ? के आकार दिइएको थोकले आकार दिनेलाई यसो भन्छ, “तिमीले मलाई किन यस्तो बनाएको?”
2d09150178	के कुमालेसित उही माटोको डल्लोबाट विशेष प्रयोगको निम्ति प्रयोग गरिने भाँडो र दैनिक प्रयोगको निम्ति प्रयोग गरिने भाँडो बनाउने अधिकार हुँदैन र?
2d09160162	परमेश्‍वरले नै उहाँको क्रोध प्रकट गर्न र विनाशको निम्ति तयार पारिएका भाँडाहरूलाई निकै धैर्यसाथ सहिरहने इच्छा गरिरहनुभएको छ भने के त?
2d09170149	यदि उहाँले पहिलेबाट नै महिमाको निम्ति तयार पार्नुभएको दयाका भाँडाहरूमाथि उहाँको महिमा प्रकट गर्न यसो गर्नुभएको हो भने के त?
2d09180155	यदि उहाँले यो हाम्रो निम्ति अर्थात् यहूदीहरूबाट मात्र होइन, तर गैरयहूदीहरूबाट बोलाउनुभएकाहरूका निम्ति यो गर्नुभएको हो भने के त?
2d0919017d	जसरी उहाँ होशेको पुस्तकमा भन्‍नुहुन्छ, “जो मेरा मानिसहरू थिएनन्, म तिनीहरूलाई मेरा मानिसहरू भन्‍नेछु, र जो प्रिय थिएनन् तिनलाई प्रिय भन्‍नेछु ।
2d091a0158	र त्यस्तो हुनेछ, कि जहाँ तिनीहरूलाई भनियो, ‘तिमीहरू मेरा मानिसहरू होइनौ’, त्यहाँ तिनीहरू ‘जीवित परमेश्‍वरका छोराहरू’ भनिनेछन् ।”
2d091b0174	यशैया इस्राएलको विषयमा भन्छन्, “यदि इस्राएलका सन्तानहरूको सङ्ख्या समुद्रको बालुवाजत्ति थिए भने बचाइएकाहरू बाँकी रहेकाहरू मात्र हुनेछन् ।
2d091c00bc	किनभने प्रभुले आफ्नो वचन पृथ्वीमा चाँडै र पूर्ण रूपमा पुरा गर्नुहुनेछ,
2d091d015a	अनि यशैयाले अगाडि नै भने, “यदि सेनाहरूका प्रभुले हाम्रा निम्ति सन्तानहरू छोड्नुभएको थिएन भने, हामी सदोम र गमोराजस्ता हुने थियौँ ।”
2d091e0190	त्यसो भए, हामी के भनौँ त? गैरयहूदीहरू जसले धार्मिकतालाई पछ्याइरहेका थिएनन्, तिनीहरूले धार्मिकता अर्थात् विश्‍वासद्वारा आउने धार्मिकता प्राप्‍त गरे ।
2d091f00cc	तर इस्राएलीहरू, जो व्यवस्थाको धार्मिकताको पछि लागे, तिनीहरू यसमा आइपुगेनन् ।
2d0920012a	किन पाएनन् त? किनकि तिनीहरूले विश्‍वासद्वारा खोजेनन्, तर कर्मद्वारा खोजे । तिनीहरू ठेस लाग्‍ने ढुङ्गामा ठेस खाए,
2d09210176	जस्‍तो लेखिएको छ, “हेर, मैले सियोनमा एउटा ठेस लाग्‍ने ढुङ्गा र चोट लाग्‍ने चट्टान राख्‍दै छु । जसले यसमा विश्‍वास गर्छ त्यो लज्‍जित हुनेछैन ।”
2d0a010113	भाइहरू हो, मेरो हृदयको इच्छा र परमेश्‍वरलाई मेरो बिन्ती तिनीहरूका लागि र तिनीहरूको उद्धारको निम्ति हो ।
2d0a020107	किनकि म तिनीहरूको विषयमा गवाही दिन्छु, कि तिनीहरूसँग परमेश्‍वरको निम्ति जोस छ, तर ज्ञानअनुसार छैन ।
2d0a03019c	किनकि तिनीहरूले परमेश्‍वरको धार्मिकता जान्दैनन्, र तिनीहरूले आफ्नै धार्मिकता स्थापित गर्न खोज्छन् । तिनीहरू परमेश्‍वरको धार्मिकताप्रति समर्पित भएनन् ।
2d0a0400f8	विश्‍वास गर्ने सबैको निम्ति ख्रीष्‍ट नै धार्मिकताको निम्ति व्यवस्थाको समाप्‍ति हुनुहुन्छ ।
2d0a05015c	किनकि मोशा व्यवस्थाबाट आउने धार्मिकताको विषयमा लेख्‍छन्, “व्यवस्थाको धार्मिकता पालन गर्ने मानिस, यो धार्मिकताद्वारा नै जिउनेछ ।”
2d0a060145	तर विश्‍वासद्वारा आउने धार्मिकताले यसो भन्छ, “आफ्नो हृदयमा यसो नभन, ‘स्वर्गमा को उक्लने?’ (अर्थात् ख्रीष्‍टलाई तल ल्याउन) ।
2d0a0700cc	र यसो नभन, ‘तल पातालसम्म को ओर्लने?’ (अर्थात् ख्रीष्‍टलाई मरेकाहरूबाट ल्याउन),
2d0a080131	तर यसले के भन्छ? “वचन तिमीहरूको नजिकै छ, तिमीहरूको मुख र हृदयमा नै छ ।” त्यो विश्‍वासको वचन हो, जुन हामी घोषणा गर्छौं ।
2d0a0901a7	यदि तिमीले तिम्रो मुखले येशूलाई प्रभु भनी स्वीकार गर्छौ र परमेश्‍वरले उहाँलाई मृतकहरूबाट जीवित पार्नुभयो भनी आफ्नो हृदयमा विश्‍वास गर्छौ भने, तिमी बचाइनेछौ ।
2d0a0a0128	किनकि मानिसले धार्मिकताको निम्ति आफ्नो हृदयले विश्‍वास गर्छ, र उसले उद्धारको निम्ति आफ्नो मुखले स्वीकार गर्छ ।
2d0a0b00e2	किनकि धर्मशास्‍त्रले भन्छ, “हरेक जसले उहाँमा विश्‍वास गर्छ, त्यो शर्ममा पारिनेछैन ।”
2d0a0c0179	किनकि यहूदी र ग्रिकहरूबिच कुनै भिन्‍नता छैन । किनकि उही प्रभु नै सबैका प्रभु हुनुहुन्छ र उहाँलाई पुकार्ने सबैको लागि उहाँ प्रशस्त हुनुहुन्छ ।
2d0a0d0072	किनकि प्रभुको नाम पुकार्ने सबै बचाइनेछन् ।
2d0a0e01ef	त्यसो हो भने, जसमाथि तिनीहरूले विश्‍वास गरेका छैनन् उहाँलाई कसरी पुकार्ने? र जसको विषयमा तिनीहरूले सुनेका छैनन् उहाँमाथि कसरी विश्‍वास गर्ने? र प्रचारकविना तिनीहरूले कसरी सुन्‍न सक्छन्?
2d0a0f017c	र जबसम्म तिनीहरू पठाईंदैनन् तिनीहरूले कसरी प्रचार गर्छन् र? जस्तो लेखिएको छ, “असल कुराहरूबारे खुसीको सन्देश प्रचार गर्नेहरूका पाउ कति राम्रा?”
2d0a100112	तर तिनीहरू सबैले सुसमाचार सुनेनन् । किनकि यशैया भन्छन्, “हे प्रभु, हाम्रो सन्देश कसले विश्‍वास गरेको छ?”
2d0a1100b9	त्यसकारण, विश्‍वास सुनाइबाट आउँछ, र सुनाइ ख्रीष्‍टको वचनद्वारा आउँछ ।
2d0a120172	तर म भन्छु, “के तिनीहरूले सुनेनन्?” हो, निश्‍चय नै । “तिनीहरूको आवाज सारा पृथ्वीभरि र तिनीहरूका शब्दहरू पृथ्वीको अन्त्यसम्म नै पुगेका छन् ।”
2d0a1301ec	यसको अतिरिक्‍त, म भन्छु, “के इस्राएलले जानेन?” पहिले मोशा भन्छन्, “म तिमीहरूलाई एउटा जाति नै नभएको समूहद्वारा डाही तुल्याउँछु । समझविनाको जातिद्वारा म तिमीहरूलाई क्रोधित तुल्याउनेछु ।”
2d0a14014d	यशैया निकै साहसी छन् र भन्छन्, “जसले मलाई खोजेनन्, तिनीहरूले मलाई भेट्टाए । जसले मलाई बिन्ती गरेनन्, म तिनीहरूकहाँ देखा परेँ ।”
2d0a1500ef	तर इस्राएललाई उहाँ भन्‍नुहुन्छ, “मैले मेरा हात दिनभरि अनाज्ञाकारी र हठी जातितिर फैलाएँ ।”
2d0b010162	त्यसो भए म भन्छु, के परमेश्‍वरले आफ्ना मानिसहरूलाई इन्कार गर्नुभयो त? किनकि म पनि अब्राहामका सन्तान, बेन्यामीन कुलका एक इस्राएली हुँ ।
2d0b020226	परमेश्‍वरले अघिबाटै पहिचान गर्नुभएको आफ्नो जातिलाई इन्कार गर्नुभएन । एलियाको बारेमा धर्मशास्‍त्रले के भन्छ अर्थात् तिनले इस्राएलको बारेमा परमेश्‍वरसँग कसरी बिन्ती गरे भन्‍ने कुरा के तिमीहरूलाई थाहा छैन?
2d0b0301ca	“हे प्रभु, तिनीहरूले तपाईंका अगमवक्‍ताहरूलाई मारेका छन्, तिनीहरूले तपाईंका वेदीहरूलाई भत्काएका छन् । म मात्र छोडिएको छु, र तिनीहरूले मेरो पनि ज्यान लिन खोजी गरिरहेका छन् ।”
2d0b040146	तर परमेश्‍वरको जवाफले तिनलाई के भन्छ? “बाल देवतासामु आफ्ना घुँडा नटेकेका सात हजार मानिसलाई मेरो निम्ति साँचेर राखेको छु ।”
2d0b0500ba	त्यसो भए, अनुग्रहको छनोटको कारण वर्तमान समयमा पनि बाँकी रहेकाहरू छन् ।
2d0b060211	तर यो अनुग्रहद्वारा हो भने यो कामद्वारा होइन । नत्रता अनुग्रह अनुग्रह नै हुने थिएन । (नोटः केही पुरानो प्रतिलिपिमा यस्तो छ, तर यदि यो कर्महरूद्वारा हो भने यो अनुग्रह हुँदै होइन; नत्र कर्म हुँदै हुँदैन ।)
2d0b070137	त्यसो भए के त? इस्राएलले जे खोजिरहेको थियो, यसले पाएन, तर चुनिएकाहरूले त्यो पाए र बाँकी रहेकाहरूलाई चाहिँ कठोर बनाइयो ।
2d0b0801db	जस्तो लेखिएको छ, “परमेश्‍वरले तिनीहरूलाई बोधो आत्मा दिनुभएको छ, ताकि आजको दिनसम्म पनि तिनीहरूका आँखा छन् र पनि तिनीहरूले देख्‍न नसकून् अनि कान छन् र पनि तिनीहरूले सुन्‍न नसकून् ।”
2d0b090127	अनि दाऊद भन्छन्, “तिनीहरूका भोजनको टेबल तिनीहरूका निम्ति पासो, जाल, बाधा र तिनीहरूका विरुद्धमा प्रतिशोध बनोस् ।
2d0b0a00ec	तिनीहरूका आँखा अँध्यारो होस्, ताकि तिनीहरूले नदेखून् । तिनीहरूका ढाड सधैँ कुप्रो होस् ।”
2d0b0b01e3	त्यसो भए म भन्छु, “के तिनीहरू पतन हुनका लागि ठक्‍कर खाएका हुन्?” त्यस्तो कहिले नहोस् । बरु, तिनीहरूका असफलताद्वारा तिनीहरूलाई डाही तुल्याउनको निम्ति गैरयहूदीहरूकहाँ मुक्‍ति आएको छ ।
2d0b0c0181	अब यदि तिनीहरूको असफलता संसारको निम्ति धन हो र यदि तिनीहरूको नोक्सानी गैरयहूदीहरूका निम्ति लाभ हो भने, तिनीहरूको पूर्णता झनै कति ठुलो हुन्छ होला?
2d0b0d012d	अनि अहिले म गैरयहूदीहरूसँग बोलिरहेको छु । जबसम्म म गैरयहूदीहरूको प्रेरित हुन्छु, म मेरो सेवा-कार्यमा गर्व गर्छु ।
2d0b0e00ed	सायद मेरा आफ्नैहरूलाई म डाही तुल्याउनेछु । सायद हामीले तिनीहरूमध्ये केहीलाई बचाउनेछौँ ।
2d0b0f011f	किनकि यदि तिनीहरूको इन्कार संसारको मिलाप हो भने, तिनीहरूको स्वीकार मृतकहरूबाट जीवित पारिनुबाहेक के हुनेछ र?
2d0b100178	यदि अगौटे फलहरूलाई बचाएर राखिन्छ भने मुछेको पिठोको ढिक्‍कालाई पनि त्यसै गरिन्छ । यदि जरालाई बचाएर राखिन्छ भने हाँगाहरूलाई पनि त्यसै गरिन्छ ।
2d0b1101a5	तर यदि केही हाँगाहरू भाँचिएका थिए भने तिमी जङ्गली जैतूनको हाँगालाई तिनीहरूसँग कलमी बाँधिएका थियौ भने, र तिमीहरू जैतूनको उर्बर जरामा तिनीहरूसँग सहभागी भयौ भने
2d0b12011d	हाँगाहरू भएकोमा घमण्ड नगर । तर यदि तिमीले गर्व गर्छौ भने, जरालाई थाम्‍ने तिमी होइनौ, तर जराले तिमीलाई थाम्छ ।
2d0b1300ba	तब तिमीले भन्‍नेछौ, “हाँगाहरू भाँचिएका थिए, ताकि ममा कलमी बाँधियोस् ।”
2d0b140150	त्यो सत्य हो । तिनीहरूको अविश्‍वासले तिनीहरू काटिए, तर तिमीहरू तिमीहरूको विश्‍वासले खडा छौ । आफैँलाई अति उच्‍च नठान, तर भय मान ।
2d0b150102	किनकि परमेश्‍वरले प्राकृतिक हाँगाहरूलाई त छोड्नुभएन भने, उहाँले तिमीहरूलाई पनि छोड्नुहुनेछैन ।
2d0b16025d	तब परमेश्‍वरको दयाका कामहरू र कठोरतालाई हेर । एकातिर, पतन भएका यहूदीहरूमाथि परमेश्‍वरको कठोरता आइपर्‍यो । तर अर्कोतिर, यदि तिमीहरू उहाँको भलाइमा लागिरह्‍यौ भने तिमीहरूमाथि परमेश्‍वरको भलाइ आउँछ । नत्रता तिमीहरू पनि काटिनेछौ ।
2d0b1700f8	अनि त्यसरी नै, यदि तिनीहरू आफ्ना अविश्‍वासमा लागिरहँदैनन् भने तिनीहरू पुनः कलमी बाँधिनेछन् ।
2d0b1801fc	यदि तिमीहरू स्वभावैले जङ्गली जैतूनबाट काटियौ र आफ्नो स्वभाव विपरीत असल जैतूनमा कलमी बाँधियौ भने, यी यहूदीहरू जो प्राकृतिक हाँगाहरू हुन्, यिनीहरू आफ्नै जैतूनको रुखमा कति धेरै कलमी बाँधिनेछन्?
2d0b19022a	किनकि भाइहरू हो, तिमीहरू यो रहस्यबारे अन्जान रहो भन्‍ने म चाहन्‍नँ, ताकि तिमीहरू आफ्‍नै विचारमा बुद्धिमानी नहोऊ । यो रहस्यचाहिँ गैरयहूदीहरू आउने काम पुरा नभएसम्म इस्राएलमा आंशिक रूपमा कठोर पार्ने काम भएको छ ।
2d0b1a016a	त्यसैले, सबै इस्राएली बचाइनेछन् जस्तो लेखिएको छ, “सियोनबाट एक जना उद्धारकर्ता आउनुहुनेछ । उहाँले याकूबबाट सबै अधर्महरू हटाइदिनुहुनेछ ।
2d0b1b00be	अनि तिमीहरूसँग मेरो करार यही हुनेछ, जब म तिनीहरूका पापहरू उठाई लानेछु ।”
2d0b1c0187	एकातिर, सुसमाचारको सम्बन्धमा तिमीहरूका तर्फबाट तिनीहरू शत्रु हुन् । अर्कोतिर, परमेश्‍वरको चुनाउअनुसार पुर्खाहरूको खातिर तिनीहरू प्रियहरू हुन् ।
2d0b1d00a0	किनकि परमेश्‍वरका वरदानहरू र बोलावट अपरिवर्तनशील हुन्छन् ।
2d0b1e014b	किनकि तिमीहरू पहिला परमेश्‍वरप्रति अनाज्ञाकारी थियौ, तर तिनीहरूका अनाज्ञाकारिताले अहिले तिमीहरूले दया प्राप्‍त गरेका छौ ।
2d0b1f014f	त्यसरी नै, अहिले यी यहूदीहरू अनाज्ञाकारी भएका छन्, ताकि तिमीहरूलाई देखाइएको दयाद्वारा तिनीहरूले पनि दया प्राप्‍त गर्न सकून् ।
2d0b200129	किनकि परमेश्‍वरले सबैलाई अनाज्ञाकारिताभित्र बन्द गर्नुभएको छ, ताकि उहाँले सबैलाई दया देखाउन सक्‍नुभएको होस् ।
2d0b210123	ओहो! परमेश्‍वरका बुद्धि र ज्ञान दुवै कति गहन! उहाँका न्यायहरू कति अगम्य र उहाँका मार्गहरू खोज्‍न नै नसकिने छन्!
2d0b2200c6	“किनकि परमेश्‍वरको मनलाई कसले जानेको छ र? अथवा उहाँको सल्लाहकार को भएको छ र?
2d0b2300ca	अथवा कसले परमेश्‍वरलाई पहिले कुनै कुरा दिएको छ, ताकि त्यसलाई यो फर्काइयोस्?”
2d0b2400ff	किनकि सबै थोक उहाँबाट, उहाँद्वारा र उहाँकै निम्ति हुन् । उहाँलाई नै सदासर्वदा महिमा होस् । आमेन ।
2d0c0101e2	यसकारण, भाइहरू हो, परमेश्‍वरको कृपाद्वारा म तिमीहरूलाई बिन्‍ती गर्दछु, कि आ-आफ्ना शरीरलाई पवित्र र परमेश्‍वरमा ग्रहणयोग्य जिउँदो बलिको रूपमा अर्पण गर । यो नै तिमीहरूको उचित सेवा हो ।
2d0c020187	यस संसारको ढाँचाअनुसार नचल, तर आफ्‍नो मनलाई नयाँ बनाई पूर्ण रूपमा परिवर्तित होओ । परमेश्‍वरको असल, ग्रहणयोग्य र सिद्ध इच्छा के हो भनी जान्‍न यसो गर ।
2d0c030241	किनभने मलाई दिइएको अनुग्रहअनुसार म यो कुरा भन्छु, कि तिमीहरूमध्‍ये कसैले पनि आफूलाई जस्तो ठान्‍नुपर्ने हो सोभन्दा बढी नठानोस् । बरु, परमेश्‍वरले हरेकलाई दिनुभएको विश्‍वासको नापबमोजिम बुद्धिमानी ढङ्गले सोच्नुपर्छ ।
2d0c0400c4	किनभने हाम्रो एउटा शरीरमा धेरै अङ्गहरू छन्, तर अङ्गहरूको काम एउटै हुँदैन ।
2d0c0500ee	त्यसरी नै, हामीहरू जो धेरै छौँ ख्रीष्‍टमा एउटै शरीर हौँ, र हामी सबै एक-अर्काका अङ्गहरू हौँ ।
2d0c060158	हामीलाई दिइएको अनुग्रहअनुसार हामीसँग फरक-फरक वरदानहरू छन् । यदि कसैको वरदान अगमवाणी हो भने, उसको विश्‍वासको परिमाणअनुसार गरोस् ।
2d0c070101	यदि कसैको वरदान सेवाको हो भने, त्यसले सेवा गरोस् । यदि कसैसँग सिकाउने वरदान छ भने, त्यसले सिकाओस् ।
2d0c08026d	यदि कसैको वरदान उत्साह दिने हो भने, त्यसले उत्साह देओस् । यदि कसैको वरदान दिने छ भने, त्यसले उदारतासाथ गरोस् । यदि कसैको वरदान अगुवाइ गर्ने हो भने, त्यसले होसियारीसाथ गरोस् । यदि कसैको वरदान दया गर्ने हो भने, त्यसले यो प्रसन्‍न भएर गरोस् ।
2d0c0900bd	प्रेम निष्कपट होस् । जे खराब छ, त्यसलाई घृणा गर; जे असल छ, त्यसमा लागिरहो ।
2d0c0a0128	दाजुभाइहरूबिच हुने प्रेमको सम्बन्धमा चाहिँ एक-अर्काप्रति स्‍नेही बन । आदर गर्ने सम्बन्धमा एक-अर्कालाई आदर गर ।
2d0c0b0110	लगनशीलताको सम्बन्धमा नहिच्‌किचाओ । आत्माको सन्बन्धमा उत्सुक होओ । प्रभुको सम्बन्धमा उहाँको सेवा गर ।
2d0c0c0124	तिमीहरूमा भएको भविष्यप्रतिको निश्‍चयताको बारेमा आनन्द मनाओ । दुःखमा धैर्य गर । निरन्तर प्रार्थना गर्दै रहो ।
2d0c0d00eb	विश्‍वासीहरूका खाँचाहरूमा बाँड-चुँड गर । अतिथि सत्कारको निम्ति धेरै उपायहरूको खोजी गर ।
2d0c0e0085	तिमीहरूलाई सताउनेहरूलाई आशिष्‌‌ देओ; श्राप नदेओ ।
2d0c0f007c	आनन्द गर्नेहरूसँग आनन्द मनाओ; रुनेहरूसँग रोओ ।
2d0c100127	एक अर्काप्रति एउटै मनका होओ । अभिमानी तरिकाले नसोच, तर नम्रहरूलाई स्वीकार गर । आफ्नै विचारमा बुद्धिमान्‌ नहोओ ।
2d0c110088	खराबीको सट्टा खराबी नगर । सबै मानिसको नजरमा असल गर ।
2d0c120084	सम्भव भए, तपाईंको हकमा भएसम्म सबैसँग शान्तिमा बस ।
2d0c130175	प्रिय हो, आफैँले बदला नलेओ, तर परमेश्‍वरको क्रोधमा छोडिदेओ । किनकि लेखिएको छ, “बदला लिने काम मेरो हो; मैले बदला लिनेछु”, परमप्रभु भन्‍नुहुन्छ ।
2d0c1401a2	“तर तिम्रो शत्रु भोकाएको छ भने, उसलाई खान देऊ । ऊ तिर्खाएको छ भने, उसलाई पिउन देऊ । किनकि तिमीले यसो गर्‍यौ भने तिमीले उसको टाउकोमा आगोको भुङ्ग्रो खन्याउनेछौ ।”
2d0c15007a	खराबीबाट पराजित नहोओ, तर खराबीलाई भलाइले जित ।
2d0d0101d8	हरेक व्यक्‍ति उच्‍च अख्तियारको अधीनतामा रहोस्, किनभने परमेश्‍वरबाट आउने अधिकारबाहेक अरू कुनै अधिकार हुँदैन । जुन अधिकारीहरू छन्, तिनीहरू परमेश्‍वरद्वारा नियुक्त गरिएका हुन् ।
2d0d020169	यसकारण, जसले उक्‍त अधिकारीहरूको प्रतिरोध गर्छ, त्यसले परमेश्‍वरको विरोध गर्दछ; जसले यसलाई विरोध गर्छ, तिनीहरूले आफैँमाथि न्याय गर्छन् ।
2d0d0301d3	असल कामहरूका निम्ति होइन, तर दुष्‍ट कामहरूका निम्ति शासकहरूको डर मानिन्छ । के तिमी अधिकारीप्रति निर्भय हुने इच्छा गर्छौ? जे असल छ त्यही गर, र तिमीले तिनीहरूबाट प्रशंसा पाउनेछौ ।
2d0d04025d	किनकि भलाइको निम्ति तिनी तिम्रो लागि परमेश्‍वरका सेवक हुन् । तर यदि तिमीले खराबी गर्‍यौ भने भयभीत होऊ; किनकि तिनले विनाकारण तरवार भिर्दैनन् । किनकि तिनी परमेश्‍वरका एक सेवक हुन् अर्थात् खराबी गर्नेमाथि बदला लिने व्यक्‍ति हुन् ।
2d0d0500e1	यसकारण, क्रोधको कारणले मात्र होइन, तर विवेकको खातिर पनि तिमीले आज्ञा पालन गर्नुपर्छ ।
2d0d06011f	तसर्थ, तिमी कर पनि तिर्छौ । अधिकारीहरू यिनै कुराहरूको निरन्तर रूपमा हेरचाह गर्ने परमेश्‍वरका सेवकहरू हुन् ।
2d0d070179	तिर्नु पर्नेलाई तिर; कर तिर्नुपर्नेलाई कर र महसुल दिनुपर्नेलाई महसुल देऊ; डर मान्‍नुपर्नेको डर मान; जसको इज्‍जत गर्नुपर्ने हो, उसको इज्‍जत गर ।
2d0d080139	एकले अर्कोलाई प्रेम गर्नुबाहेक कसैको ऋणी नहोऊ । जसले आफ्नो छिमेकीलाई प्रेम गर्दछ, त्यसले व्यवस्था पालना गरेको हुन्छ ।
2d0d0901f5	किनकि, “तिमीले व्यभिचार नगर, तिमीले हत्या नगर, तिमीले नचोर, तिमीले लालच नगर” र यदि अरू आज्ञाहरू पनि छन् भने यसलाई यही वाक्यमा सारांशमा ल्याउन सकिन्छ, “आफ्नो छिमेकीलाई आफूलाई जस्तै प्रेम गर ।”
2d0d0a00d6	प्रेमले आफ्नो छिमेकीलाई हानि गर्दैन । त्यसकारण, प्रेममा नै व्यवस्था पुरा हुन्छ ।
2d0d0b0185	यसकारण, तिमीहरूले समय जान्दछौ, निन्द्राबाट ब्युँझने समय अघि नै भइसकेको छ । किनकि हामीले पहिले विश्‍वास गरेको भन्दा अहिले हाम्रो मुक्‍ति अझ नजिक छ ।
2d0d0c011f	रात बितिसकेको छ र दिन नजिकै आइपुगेको छ । त्यसकारण, अन्धकारका कामहरू त्यागौँ, र ज्योतिका हातहतियार धारण गरौँ ।
2d0d0d0192	उद्दण्ड उत्सवहरू वा मतवालीपनमा होइन, दिनमा जस्तै उचित तवरले हिडौँ । अनि यौन अनैतिकता वा अनियन्त्रित कामवासनामा नहिँडौँ, न त झगडा र ईर्ष्यामा नै हिँडौँ ।
2d0d0e00f4	तर प्रभु येशू ख्रीष्‍टलाई धारण गर, र शरीर अर्थात् यसका अभिलाषाहरूका निम्ति कुनै स्थान नदेऊ ।
2d0e0100b1	बहसहरूको बारेमा न्याय नगरीकनै विश्‍वासमा कमजोर हुनेलाई ग्रहण गर ।
