010000000e	Γένεσις
26050500ed	καὶ ἐξῆλθεν ὁ ἄγγελος ὁ λαλῶν ἐν ἐμοὶ καὶ εἶπεν πρός με ἀνάβλεψον τοῖς ὀφθαλμοῖς σου καὶ ἰδὲ τί τὸ ἐκπορευόμενον τοῦτο
26050600d0	καὶ εἶπα τί ἐστιν καὶ εἶπεν τοῦτο τὸ μέτρον τὸ ἐκπορευόμενον καὶ εἶπεν αὕτη ἡ ἀδικία αὐτῶν ἐν πάσῃ τῇ γῇ
26050700a3	καὶ ἰδοὺ τάλαντον μολίβου ἐξαιρόμενον καὶ ἰδοὺ μία γυνὴ ἐκάθητο ἐν μέσῳ τοῦ μέτρου
26050800ee	καὶ εἶπεν αὕτη ἐστὶν ἡ ἀνομία καὶ ἔρριψεν αὐτὴν ἐν μέσῳ τοῦ μέτρου καὶ ἔρριψεν τὸν λίθον τοῦ μολίβου εἰς τὸ στόμα αὐτῆς
26050901b0	καὶ ἦρα τοὺς ὀφθαλμούς μου καὶ εἶδον καὶ ἰδοὺ δύο γυναῖκες ἐκπορευόμεναι καὶ πνεῦμα ἐν ταῖς πτέρυξιν αὐτῶν καὶ αὗται εἶχον πτέρυγας ὡς πτέρυγας ἔποπος καὶ ἀνέλαβον τὸ μέτρον ἀνὰ μέσον τῆς γῆς καὶ ἀνὰ μέσον τοῦ οὐρανοῦ
26050a009c	καὶ εἶπα πρὸς τὸν ἄγγελον τὸν λαλοῦντα ἐν ἐμοί ποῦ αὗται ἀποφέρουσιν τὸ μέτρον
26050b00f2	καὶ εἶπεν πρός με οἰκοδομῆσαι αὐτῷ οἰκίαν ἐν γῇ Βαβυλῶνος καὶ ἑτοιμάσαι καὶ θήσουσιν αὐτὸ ἐκεῖ ἐπὶ τὴν ἑτοιμασίαν αὐτοῦ
2606010102	καὶ ἐπέστρεψα καὶ ἦρα τοὺς ὀφθαλμούς μου καὶ εἶδον καὶ ἰδοὺ τέσσαρα ἅρματα ἐκπορευόμενα ἐκ μέσου δύο ὀρέων καὶ τὰ ὄρη ἦν ὄρη χαλκᾶ
2606020097	ἐν τῷ ἅρματι τῷ πρώτῳ ἵπποι πυρροί καὶ ἐν τῷ ἅρματι τῷ δευτέρῳ ἵπποι μέλανες
26060300ac	καὶ ἐν τῷ ἅρματι τῷ τρίτῳ ἵπποι λευκοί καὶ ἐν τῷ ἅρματι τῷ τετάρτῳ ἵπποι ποικίλοι ψαροί
26060400a1	καὶ ἀπεκρίθην καὶ εἶπα πρὸς τὸν ἄγγελον τὸν λαλοῦντα ἐν ἐμοί τί ἐστιν ταῦτα κύριε
2606050115	καὶ ἀπεκρίθη ὁ ἄγγελος ὁ λαλῶν ἐν ἐμοὶ καὶ εἶπεν ταῦτά ἐστιν οἱ τέσσαρες ἄνεμοι τοῦ οὐρανοῦ ἐκπορεύονται παραστῆναι τῷ κυρίῳ πάσης τῆς γῆς
260606011e	ἐν ᾧ ἦσαν οἱ ἵπποι οἱ μέλανες ἐξεπορεύοντο ἐπὶ γῆν βορρᾶ καὶ οἱ λευκοὶ ἐξεπορεύοντο κατόπισθεν αὐτῶν καὶ οἱ ποικίλοι ἐξεπορεύοντο ἐπὶ γῆν νότου
2606070123	καὶ οἱ ψαροὶ ἐξεπορεύοντο καὶ ἐπέβλεπον τοῦ πορεύεσθαι τοῦ περιοδεῦσαι τὴν γῆν καὶ εἶπεν πορεύεσθε καὶ περιοδεύσατε τὴν γῆν καὶ περιώδευσαν τὴν γῆν
26060800de	καὶ ἀνεβόησεν καὶ ἐλάλησεν πρός με λέγων ἰδοὺ οἱ ἐκπορευόμενοι ἐπὶ γῆν βορρᾶ ἀνέπαυσαν τὸν θυμόν μου ἐν γῇ βορρᾶ
2606090048	καὶ ἐγένετο λόγος κυρίου πρός με λέγων
26060a018f	λαβὲ τὰ ἐκ τῆς αἰχμαλωσίας παρὰ τῶν ἀρχόντων καὶ παρὰ τῶν χρησίμων αὐτῆς καὶ παρὰ τῶν ἐπεγνωκότων αὐτὴν καὶ εἰσελεύσῃ σὺ ἐν τῇ ἡμέρᾳ ἐκείνῃ εἰς τὸν οἶκον Ιωσιου τοῦ Σοφονιου τοῦ ἥκοντος ἐκ Βαβυλῶνος
26060b00f4	καὶ λήψῃ ἀργύριον καὶ χρυσίον καὶ ποιήσεις στεφάνους καὶ ἐπιθήσεις ἐπὶ τὴν κεφαλὴν Ἰησοῦ τοῦ Ιωσεδεκ τοῦ ἱερέως τοῦ μεγάλου
26060c011e	καὶ ἐρεῖς πρὸς αὐτόν τάδε λέγει κύριος παντοκράτωρ ἰδοὺ ἀνήρ Ἀνατολὴ ὄνομα αὐτῷ καὶ ὑποκάτωθεν αὐτοῦ ἀνατελεῖ καὶ οἰκοδομήσει τὸν οἶκον κυρίου
26060d0134	καὶ αὐτὸς λήμψεται ἀρετὴν καὶ καθίεται καὶ κατάρξει ἐπὶ τοῦ θρόνου αὐτοῦ καὶ ἔσται ὁ ἱερεὺς ἐκ δεξιῶν αὐτοῦ καὶ βουλὴ εἰρηνικὴ ἔσται ἀνὰ μέσον ἀμφοτέρων
26060e0126	ὁ δὲ στέφανος ἔσται τοῖς ὑπομένουσιν καὶ τοῖς χρησίμοις αὐτῆς καὶ τοῖς ἐπεγνωκόσιν αὐτὴν καὶ εἰς χάριτα υἱοῦ Σοφονιου καὶ εἰς ψαλμὸν ἐν οἴκῳ κυρίου
26060f0190	καὶ οἱ μακρὰν ἀπ’ αὐτῶν ἥξουσιν καὶ οἰκοδομήσουσιν ἐν τῷ οἴκῳ κυρίου καὶ γνώσεσθε διότι κύριος παντοκράτωρ ἀπέσταλκέν με πρὸς ὑμᾶς καὶ ἔσται ἐὰν εἰσακούοντες εἰσακούσητε τῆς φωνῆς κυρίου τοῦ θεοῦ ὑμῶν
260701010b	καὶ ἐγένετο ἐν τῷ τετάρτῳ ἔτει ἐπὶ Δαρείου τοῦ βασιλέως ἐγένετο λόγος κυρίου πρὸς Ζαχαριαν τετράδι τοῦ μηνὸς τοῦ ἐνάτου ὅς ἐστιν Χασελευ
26070200d2	καὶ ἐξαπέστειλεν εἰς Βαιθηλ Σαρασαρ καὶ Αρβεσεερ ὁ βασιλεὺς καὶ οἱ ἄνδρες αὐτοῦ τοῦ ἐξιλάσασθαι τὸν κύριον
2607030148	λέγων πρὸς τοὺς ἱερεῖς τοὺς ἐν τῷ οἴκῳ κυρίου παντοκράτορος καὶ πρὸς τοὺς προφήτας λέγων εἰσελήλυθεν ὧδε ἐν τῷ μηνὶ τῷ πέμπτῳ τὸ ἁγίασμα καθότι ἐποίησα ἤδη ἱκανὰ ἔτη
2607040061	καὶ ἐγένετο λόγος κυρίου τῶν δυνάμεων πρός με λέγων
260705015e	εἰπὸν πρὸς ἅπαντα τὸν λαὸν τῆς γῆς καὶ πρὸς τοὺς ἱερεῖς λέγων ἐὰν νηστεύσητε ἢ κόψησθε ἐν ταῖς πέμπταις ἢ ἐν ταῖς ἑβδόμαις καὶ ἰδοὺ ἑβδομήκοντα ἔτη μὴ νηστείαν νενηστεύκατέ μοι
2607060071	καὶ ἐὰν φάγητε ἢ πίητε οὐχ ὑμεῖς ἔσθετε καὶ ὑμεῖς πίνετε
260707017d	οὐχ οὗτοι οἱ λόγοι εἰσίν οὓς ἐλάλησεν κύριος ἐν χερσὶν τῶν προφητῶν τῶν ἔμπροσθεν ὅτε ἦν Ιερουσαλημ κατοικουμένη καὶ εὐθηνοῦσα καὶ αἱ πόλεις αὐτῆς κυκλόθεν καὶ ἡ ὀρεινὴ καὶ ἡ πεδινὴ κατῳκεῖτο
2607080055	καὶ ἐγένετο λόγος κυρίου πρὸς Ζαχαριαν λέγων
26070900e1	τάδε λέγει κύριος παντοκράτωρ κρίμα δίκαιον κρίνατε καὶ ἔλεος καὶ οἰκτιρμὸν ποιεῖτε ἕκαστος πρὸς τὸν ἀδελφὸν αὐτοῦ
26070a0118	καὶ χήραν καὶ ὀρφανὸν καὶ προσήλυτον καὶ πένητα μὴ καταδυναστεύετε καὶ κακίαν ἕκαστος τοῦ ἀδελφοῦ αὐτοῦ μὴ μνησικακείτω ἐν ταῖς καρδίαις ὑμῶν
26070b00cd	καὶ ἠπείθησαν τοῦ προσέχειν καὶ ἔδωκαν νῶτον παραφρονοῦντα καὶ τὰ ὦτα αὐτῶν ἐβάρυναν τοῦ μὴ εἰσακούειν
26070c01bb	καὶ τὴν καρδίαν αὐτῶν ἔταξαν ἀπειθῆ τοῦ μὴ εἰσακούειν τοῦ νόμου μου καὶ τοὺς λόγους οὓς ἐξαπέστειλεν κύριος παντοκράτωρ ἐν πνεύματι αὐτοῦ ἐν χερσὶν τῶν προφητῶν τῶν ἔμπροσθεν καὶ ἐγένετο ὀργὴ μεγάλη παρὰ κυρίου παντοκράτορος
26070d00df	καὶ ἔσται ὃν τρόπον εἶπεν καὶ οὐκ εἰσήκουσαν αὐτοῦ οὕτως κεκράξονται καὶ οὐ μὴ εἰσακούσω λέγει κύριος παντοκράτωρ
26070e0148	καὶ ἐκβαλῶ αὐτοὺς εἰς πάντα τὰ ἔθνη ἃ οὐκ ἔγνωσαν καὶ ἡ γῆ ἀφανισθήσεται κατόπισθεν αὐτῶν ἐκ διοδεύοντος καὶ ἐξ ἀναστρέφοντος καὶ ἔταξαν γῆν ἐκλεκτὴν εἰς ἀφανισμόν
2608010055	καὶ ἐγένετο λόγος κυρίου παντοκράτορος λέγων
26080200d0	τάδε λέγει κύριος παντοκράτωρ ἐζήλωσα τὴν Ιερουσαλημ καὶ τὴν Σιων ζῆλον μέγαν καὶ θυμῷ μεγάλῳ ἐζήλωσα αὐτήν
260803013e	τάδε λέγει κύριος καὶ ἐπιστρέψω ἐπὶ Σιων καὶ κατασκηνώσω ἐν μέσῳ Ιερουσαλημ καὶ κληθήσεται ἡ Ιερουσαλημ πόλις ἡ ἀληθινὴ καὶ τὸ ὄρος κυρίου παντοκράτορος ὄρος ἅγιον
260804014b	τάδε λέγει κύριος παντοκράτωρ ἔτι καθήσονται πρεσβύτεροι καὶ πρεσβύτεραι ἐν ταῖς πλατείαις Ιερουσαλημ ἕκαστος τὴν ῥάβδον αὐτοῦ ἔχων ἐν τῇ χειρὶ αὐτοῦ ἀπὸ πλήθους ἡμερῶν
26080500bc	καὶ αἱ πλατεῖαι τῆς πόλεως πλησθήσονται παιδαρίων καὶ κορασίων παιζόντων ἐν ταῖς πλατείαις αὐτῆς
260806014a	τάδε λέγει κύριος παντοκράτωρ διότι εἰ ἀδυνατήσει ἐνώπιον τῶν καταλοίπων τοῦ λαοῦ τούτου ἐν ταῖς ἡμέραις ἐκείναις μὴ καὶ ἐνώπιον ἐμοῦ ἀδυνατήσει λέγει κύριος παντοκράτωρ
26080700bf	τάδε λέγει κύριος παντοκράτωρ ἰδοὺ ἐγὼ ἀνασῴζω τὸν λαόν μου ἀπὸ γῆς ἀνατολῶν καὶ ἀπὸ γῆς δυσμῶν
2608080113	καὶ εἰσάξω αὐτοὺς καὶ κατασκηνώσω ἐν μέσῳ Ιερουσαλημ καὶ ἔσονταί μοι εἰς λαόν καὶ ἐγὼ ἔσομαι αὐτοῖς εἰς θεὸν ἐν ἀληθείᾳ καὶ ἐν δικαιοσύνῃ
26080901bc	τάδε λέγει κύριος παντοκράτωρ κατισχυέτωσαν αἱ χεῖρες ὑμῶν τῶν ἀκουόντων ἐν ταῖς ἡμέραις ταύταις τοὺς λόγους τούτους ἐκ στόματος τῶν προφητῶν ἀφ’ ἧς ἡμέρας τεθεμελίωται ὁ οἶκος κυρίου παντοκράτορος καὶ ὁ ναὸς ἀφ’ οὗ ᾠκοδόμηται
26080a01f4	διότι πρὸ τῶν ἡμερῶν ἐκείνων ὁ μισθὸς τῶν ἀνθρώπων οὐκ ἔσται εἰς ὄνησιν καὶ ὁ μισθὸς τῶν κτηνῶν οὐχ ὑπάρξει καὶ τῷ ἐκπορευομένῳ καὶ τῷ εἰσπορευομένῳ οὐκ ἔσται εἰρήνη ἀπὸ τῆς θλίψεως καὶ ἐξαποστελῶ πάντας τοὺς ἀνθρώπους ἕκαστον ἐπὶ τὸν πλησίον αὐτοῦ
26080b00d3	καὶ νῦν οὐ κατὰ τὰς ἡμέρας τὰς ἔμπροσθεν ἐγὼ ποιῶ τοῖς καταλοίποις τοῦ λαοῦ τούτου λέγει κύριος παντοκράτωρ
26080c016e	ἀλλ’ ἢ δείξω εἰρήνην ἡ ἄμπελος δώσει τὸν καρπὸν αὐτῆς καὶ ἡ γῆ δώσει τὰ γενήματα αὐτῆς καὶ ὁ οὐρανὸς δώσει τὴν δρόσον αὐτοῦ καὶ κατακληρονομήσω τοῖς καταλοίποις τοῦ λαοῦ μου πάντα ταῦτα
26080d0145	καὶ ἔσται ὃν τρόπον ἦτε ἐν κατάρᾳ ἐν τοῖς ἔθνεσιν οἶκος Ιουδα καὶ οἶκος Ισραηλ οὕτως διασώσω ὑμᾶς καὶ ἔσεσθε ἐν εὐλογίᾳ θαρσεῖτε καὶ κατισχύετε ἐν ταῖς χερσὶν ὑμῶν
26080e0125	διότι τάδε λέγει κύριος παντοκράτωρ ὃν τρόπον διενοήθην τοῦ κακῶσαι ὑμᾶς ἐν τῷ παροργίσαι με τοὺς πατέρας ὑμῶν λέγει κύριος παντοκράτωρ καὶ οὐ μετενόησα
26080f00ec	οὕτως παρατέταγμαι καὶ διανενόημαι ἐν ταῖς ἡμέραις ταύταις τοῦ καλῶς ποιῆσαι τὴν Ιερουσαλημ καὶ τὸν οἶκον Ιουδα θαρσεῖτε
26081000f4	οὗτοι οἱ λόγοι οὓς ποιήσετε λαλεῖτε ἀλήθειαν ἕκαστος πρὸς τὸν πλησίον αὐτοῦ καὶ κρίμα εἰρηνικὸν κρίνατε ἐν ταῖς πύλαις ὑμῶν
260811012d	καὶ ἕκαστος τὴν κακίαν τοῦ πλησίον αὐτοῦ μὴ λογίζεσθε ἐν ταῖς καρδίαις ὑμῶν καὶ ὅρκον ψευδῆ μὴ ἀγαπᾶτε διότι ταῦτα πάντα ἐμίσησα λέγει κύριος παντοκράτωρ
2608120063	καὶ ἐγένετο λόγος κύριου παντοκράτορος πρός με λέγων
26081301df	τάδε λέγει κύριος παντοκράτωρ νηστεία ἡ τετρὰς καὶ νηστεία ἡ πέμπτη καὶ νηστεία ἡ ἑβδόμη καὶ νηστεία ἡ δεκάτη ἔσονται τῷ οἴκῳ Ιουδα εἰς χαρὰν καὶ εἰς εὐφροσύνην καὶ εἰς ἑορτὰς ἀγαθὰς καὶ εὐφρανθήσεσθε καὶ τὴν ἀλήθειαν καὶ τὴν εἰρήνην ἀγαπήσατε
26081400a3	τάδε λέγει κύριος παντοκράτωρ ἔτι ἥξουσιν λαοὶ πολλοὶ καὶ κατοικοῦντες πόλεις πολλάς
260815014a	καὶ συνελεύσονται κατοικοῦντες πέντε πόλεις εἰς μίαν πόλιν λέγοντες πορευθῶμεν δεηθῆναι τοῦ προσώπου κυρίου καὶ ἐκζητῆσαι τὸ πρόσωπον κυρίου παντοκράτορος πορεύσομαι κἀγώ
260816010a	καὶ ἥξουσιν λαοὶ πολλοὶ καὶ ἔθνη πολλὰ ἐκζητῆσαι τὸ πρόσωπον κυρίου παντοκράτορος ἐν Ιερουσαλημ καὶ τοῦ ἐξιλάσκεσθαι τὸ πρόσωπον κυρίου
26081701cb	τάδε λέγει κύριος παντοκράτωρ ἐν ταῖς ἡμέραις ἐκείναις ἐὰν ἐπιλάβωνται δέκα ἄνδρες ἐκ πασῶν τῶν γλωσσῶν τῶν ἐθνῶν καὶ ἐπιλάβωνται τοῦ κρασπέδου ἀνδρὸς Ιουδαίου λέγοντες πορευσόμεθα μετὰ σοῦ διότι ἀκηκόαμεν ὅτι ὁ θεὸς μεθ’ ὑμῶν ἐστιν
26090100db	λῆμμα λόγου κυρίου ἐν γῇ Σεδραχ καὶ Δαμασκοῦ θυσία αὐτοῦ διότι κύριος ἐφορᾷ ἀνθρώπους καὶ πάσας φυλὰς τοῦ Ισραηλ
2609020085	καὶ Εμαθ ἐν τοῖς ὁρίοις αὐτῆς Τύρος καὶ Σιδών διότι ἐφρόνησαν σφόδρα
26090300d2	καὶ ᾠκοδόμησεν Τύρος ὀχυρώματα ἑαυτῇ καὶ ἐθησαύρισεν ἀργύριον ὡς χοῦν καὶ συνήγαγεν χρυσίον ὡς πηλὸν ὁδῶν
26090400d3	διὰ τοῦτο κύριος κληρονομήσει αὐτὴν καὶ πατάξει εἰς θάλασσαν δύναμιν αὐτῆς καὶ αὕτη ἐν πυρὶ καταναλωθήσεται
2609050158	ὄψεται Ἀσκαλὼν καὶ φοβηθήσεται καὶ Γάζα καὶ ὀδυνηθήσεται σφόδρα καὶ Ακκαρων ὅτι ᾐσχύνθη ἐπὶ τῷ παραπτώματι αὐτῆς καὶ ἀπολεῖται βασιλεὺς ἐκ Γάζης καὶ Ἀσκαλὼν οὐ μὴ κατοικηθῇ
2609060082	καὶ κατοικήσουσιν ἀλλογενεῖς ἐν Ἀζώτῳ καὶ καθελῶ ὕβριν ἀλλοφύλων
260907017f	καὶ ἐξαρῶ τὸ αἷμα αὐτῶν ἐκ στόματος αὐτῶν καὶ τὰ βδελύγματα αὐτῶν ἐκ μέσου ὀδόντων αὐτῶν καὶ ὑπολειφθήσεται καὶ οὗτος τῷ θεῷ ἡμῶν καὶ ἔσονται ὡς χιλίαρχος ἐν Ιουδα καὶ Ακκαρων ὡς ὁ Ιεβουσαῖος
260908013e	καὶ ὑποστήσομαι τῷ οἴκῳ μου ἀνάστημα τοῦ μὴ διαπορεύεσθαι μηδὲ ἀνακάμπτειν καὶ οὐ μὴ ἐπέλθῃ ἐπ’ αὐτοὺς οὐκέτι ἐξελαύνων διότι νῦν ἑώρακα ἐν τοῖς ὀφθαλμοῖς μου
2609090135	χαῖρε σφόδρα θύγατερ Σιων κήρυσσε θύγατερ Ιερουσαλημ ἰδοὺ ὁ βασιλεύς σου ἔρχεταί σοι δίκαιος καὶ σῴζων αὐτός πραῢς καὶ ἐπιβεβηκὼς ἐπὶ ὑποζύγιον καὶ πῶλον νέον
26090a016c	καὶ ἐξολεθρεύσει ἅρματα ἐξ Εφραιμ καὶ ἵππον ἐξ Ιερουσαλημ καὶ ἐξολεθρευθήσεται τόξον πολεμικόν καὶ πλῆθος καὶ εἰρήνη ἐξ ἐθνῶν καὶ κατάρξει ὑδάτων ἕως θαλάσσης καὶ ποταμῶν διεκβολὰς γῆς
26090b0099	καὶ σὺ ἐν αἵματι διαθήκης ἐξαπέστειλας δεσμίους σου ἐκ λάκκου οὐκ ἔχοντος ὕδωρ
26090c00c9	καθήσεσθε ἐν ὀχυρώματι δέσμιοι τῆς συναγωγῆς καὶ ἀντὶ μιᾶς ἡμέρας παροικεσίας σου διπλᾶ ἀνταποδώσω σοι
26090d011b	διότι ἐνέτεινά σε Ιουδα ἐμαυτῷ τόξον ἔπλησα τὸν Εφραιμ καὶ ἐπεγερῶ τὰ τέκνα σου Σιων ἐπὶ τὰ τέκνα τῶν Ἑλλήνων καὶ ψηλαφήσω σε ὡς ῥομφαίαν μαχητοῦ
26090e0118	καὶ κύριος ἔσται ἐπ’ αὐτοὺς καὶ ἐξελεύσεται ὡς ἀστραπὴ βολίς καὶ κύριος παντοκράτωρ ἐν σάλπιγγι σαλπιεῖ καὶ πορεύσεται ἐν σάλῳ ἀπειλῆς αὐτοῦ
26090f0155	κύριος παντοκράτωρ ὑπερασπιεῖ αὐτῶν καὶ καταναλώσουσιν αὐτοὺς καὶ καταχώσουσιν αὐτοὺς ἐν λίθοις σφενδόνης καὶ ἐκπίονται αὐτοὺς ὡς οἶνον καὶ πλήσουσιν ὡς φιάλας θυσιαστήριον
26091000dd	καὶ σώσει αὐτοὺς κύριος ἐν τῇ ἡμέρᾳ ἐκείνῃ ὡς πρόβατα λαὸν αὐτοῦ διότι λίθοι ἅγιοι κυλίονται ἐπὶ τῆς γῆς αὐτοῦ
26091100c8	ὅτι εἴ τι ἀγαθὸν αὐτοῦ καὶ εἴ τι καλὸν παρ’ αὐτοῦ σῖτος νεανίσκοις καὶ οἶνος εὐωδιάζων εἰς παρθένους
260a010115	αἰτεῖσθε ὑετὸν παρὰ κυρίου καθ’ ὥραν πρόιμον καὶ ὄψιμον κύριος ἐποίησεν φαντασίας καὶ ὑετὸν χειμερινὸν δώσει αὐτοῖς ἑκάστῳ βοτάνην ἐν ἀγρῷ
260a020166	διότι οἱ ἀποφθεγγόμενοι ἐλάλησαν κόπους καὶ οἱ μάντεις ὁράσεις ψευδεῖς καὶ τὰ ἐνύπνια ψευδῆ ἐλάλουν μάταια παρεκάλουν διὰ τοῦτο ἐξήρθησαν ὡς πρόβατα καὶ ἐκακώθησαν διότι οὐκ ἦν ἴασις
260a03018d	ἐπὶ τοὺς ποιμένας παρωξύνθη ὁ θυμός μου καὶ ἐπὶ τοὺς ἀμνοὺς ἐπισκέψομαι καὶ ἐπισκέψεται κύριος ὁ θεὸς ὁ παντοκράτωρ τὸ ποίμνιον αὐτοῦ τὸν οἶκον Ιουδα καὶ τάξει αὐτοὺς ὡς ἵππον εὐπρεπῆ αὐτοῦ ἐν πολέμῳ
260a0400ef	καὶ ἐξ αὐτοῦ ἐπέβλεψεν καὶ ἐξ αὐτοῦ ἔταξεν καὶ ἐξ αὐτοῦ τόξον ἐν θυμῷ ἐξ αὐτοῦ ἐξελεύσεται πᾶς ὁ ἐξελαύνων ἐν τῷ αὐτῷ
260a050117	καὶ ἔσονται ὡς μαχηταὶ πατοῦντες πηλὸν ἐν ταῖς ὁδοῖς ἐν πολέμῳ καὶ παρατάξονται διότι κύριος μετ’ αὐτῶν καὶ καταισχυνθήσονται ἀναβάται ἵππων
260a06017d	καὶ κατισχύσω τὸν οἶκον Ιουδα καὶ τὸν οἶκον Ιωσηφ σώσω καὶ κατοικιῶ αὐτούς ὅτι ἠγάπησα αὐτούς καὶ ἔσονται ὃν τρόπον οὐκ ἀπεστρεψάμην αὐτούς διότι ἐγὼ κύριος ὁ θεὸς αὐτῶν καὶ ἐπακούσομαι αὐτοῖς
260a070141	καὶ ἔσονται ὡς μαχηταὶ τοῦ Εφραιμ καὶ χαρήσεται ἡ καρδία αὐτῶν ὡς ἐν οἴνῳ καὶ τὰ τέκνα αὐτῶν ὄψονται καὶ εὐφρανθήσονται καὶ χαρεῖται ἡ καρδία αὐτῶν ἐπὶ τῷ κυρίῳ
260a0800bf	σημανῶ αὐτοῖς καὶ εἰσδέξομαι αὐτούς διότι λυτρώσομαι αὐτούς καὶ πληθυνθήσονται καθότι ἦσαν πολλοί
260a0900ca	καὶ σπερῶ αὐτοὺς ἐν λαοῖς καὶ οἱ μακρὰν μνησθήσονταί μου ἐκθρέψουσιν τὰ τέκνα αὐτῶν καὶ ἐπιστρέψουσιν
260a0a014f	καὶ ἐπιστρέψω αὐτοὺς ἐκ γῆς Αἰγύπτου καὶ ἐξ Ἀσσυρίων εἰσδέξομαι αὐτοὺς καὶ εἰς τὴν Γαλααδῖτιν καὶ εἰς τὸν Λίβανον εἰσάξω αὐτούς καὶ οὐ μὴ ὑπολειφθῇ ἐξ αὐτῶν οὐδὲ εἷς
260a0b0164	καὶ διελεύσονται ἐν θαλάσσῃ στενῇ καὶ πατάξουσιν ἐν θαλάσσῃ κύματα καὶ ξηρανθήσεται πάντα τὰ βάθη ποταμῶν καὶ ἀφαιρεθήσεται πᾶσα ὕβρις Ἀσσυρίων καὶ σκῆπτρον Αἰγύπτου περιαιρεθήσεται
260a0c00b8	καὶ κατισχύσω αὐτοὺς ἐν κυρίῳ θεῷ αὐτῶν καὶ ἐν τῷ ὀνόματι αὐτοῦ κατακαυχήσονται λέγει κύριος
260b010082	διάνοιξον ὁ Λίβανος τὰς θύρας σου καὶ καταφαγέτω πῦρ τὰς κέδρους σου
260b020112	ὀλολυξάτω πίτυς διότι πέπτωκεν κέδρος ὅτι μεγάλως μεγιστᾶνες ἐταλαιπώρησαν ὀλολύξατε δρύες τῆς Βασανίτιδος ὅτι κατεσπάσθη ὁ δρυμὸς ὁ σύμφυτος
260b0300fa	φωνὴ θρηνούντων ποιμένων ὅτι τεταλαιπώρηκεν ἡ μεγαλωσύνη αὐτῶν φωνὴ ὠρυομένων λεόντων ὅτι τεταλαιπώρηκεν τὸ φρύαγμα τοῦ Ιορδάνου
260b040077	τάδε λέγει κύριος παντοκράτωρ ποιμαίνετε τὰ πρόβατα τῆς σφαγῆς
260b050141	ἃ οἱ κτησάμενοι κατέσφαζον καὶ οὐ μετεμέλοντο καὶ οἱ πωλοῦντες αὐτὰ ἔλεγον εὐλογητὸς κύριος καὶ πεπλουτήκαμεν καὶ οἱ ποιμένες αὐτῶν οὐκ ἔπασχον οὐδὲν ἐπ’ αὐτοῖς
260b0601da	διὰ τοῦτο οὐ φείσομαι οὐκέτι ἐπὶ τοὺς κατοικοῦντας τὴν γῆν λέγει κύριος καὶ ἰδοὺ ἐγὼ παραδίδωμι τοὺς ἀνθρώπους ἕκαστον εἰς χεῖρας τοῦ πλησίον αὐτοῦ καὶ εἰς χεῖρας βασιλέως αὐτοῦ καὶ κατακόψουσιν τὴν γῆν καὶ οὐ μὴ ἐξέλωμαι ἐκ χειρὸς αὐτῶν
260b070143	καὶ ποιμανῶ τὰ πρόβατα τῆς σφαγῆς εἰς τὴν Χαναανῖτιν καὶ λήμψομαι ἐμαυτῷ δύο ῥάβδους τὴν μίαν ἐκάλεσα Κάλλος καὶ τὴν ἑτέραν ἐκάλεσα Σχοίνισμα καὶ ποιμανῶ τὰ πρόβατα
260b0800f3	καὶ ἐξαρῶ τοὺς τρεῖς ποιμένας ἐν μηνὶ ἑνί καὶ βαρυνθήσεται ἡ ψυχή μου ἐπ’ αὐτούς καὶ γὰρ αἱ ψυχαὶ αὐτῶν ἐπωρύοντο ἐπ’ ἐμέ
260b090122	καὶ εἶπα οὐ ποιμανῶ ὑμᾶς τὸ ἀποθνῇσκον ἀποθνῃσκέτω καὶ τὸ ἐκλεῖπον ἐκλειπέτω καὶ τὰ κατάλοιπα κατεσθιέτωσαν ἕκαστος τὰς σάρκας τοῦ πλησίον αὐτοῦ
260b0a00f2	καὶ λήμψομαι τὴν ῥάβδον μου τὴν καλὴν καὶ ἀπορρίψω αὐτὴν τοῦ διασκεδάσαι τὴν διαθήκην μου ἣν διεθέμην πρὸς πάντας τοὺς λαούς
260b0b00e6	καὶ διασκεδασθήσεται ἐν τῇ ἡμέρᾳ ἐκείνῃ καὶ γνώσονται οἱ Χαναναῖοι τὰ πρόβατα τὰ φυλασσόμενα διότι λόγος κυρίου ἐστίν
260b0c010b	καὶ ἐρῶ πρὸς αὐτούς εἰ καλὸν ἐνώπιον ὑμῶν ἐστιν δότε στήσαντες τὸν μισθόν μου ἢ ἀπείπασθε καὶ ἔστησαν τὸν μισθόν μου τριάκοντα ἀργυροῦς
260b0d01a3	καὶ εἶπεν κύριος πρός με κάθες αὐτοὺς εἰς τὸ χωνευτήριον καὶ σκέψαι εἰ δόκιμόν ἐστιν ὃν τρόπον ἐδοκιμάσθην ὑπὲρ αὐτῶν καὶ ἔλαβον τοὺς τριάκοντα ἀργυροῦς καὶ ἐνέβαλον αὐτοὺς εἰς τὸν οἶκον κυρίου εἰς τὸ χωνευτήριον
260b0e00ed	καὶ ἀπέρριψα τὴν ῥάβδον τὴν δευτέραν τὸ Σχοίνισμα τοῦ διασκεδάσαι τὴν κατάσχεσιν ἀνὰ μέσον Ιουδα καὶ ἀνὰ μέσον τοῦ Ισραηλ
260b0f008e	καὶ εἶπεν κύριος πρός με ἔτι λαβὲ σεαυτῷ σκεύη ποιμενικὰ ποιμένος ἀπείρου
