2800000005	Matyu
2a091a00bf	Me anô te moma vo ya lêk yînîng ambô be wakma Anô Ya Nakandung hele hêlêm hiving ya danda lêkmaŋging lêk Lambô ya me aŋêla matheng ining, me tem yêni moma vo ôpêng bêng yom.
2a091b00b0	Ya hanang avanông êndêng môlô nena Wapômbêng ya lêkliŋyak bêng tem nêlêm. Me môlô vi atu be ova long iti tem ômô lêkmala denang me ôŋgô nôm êng imbing.”
2a091c008b	Yisu henang ambô êng yôv me wak bahevi be lahavôlô hele be hê. Me hiwa Pita lo Jon me Jems be loho ethak dum te be hê vo neteng mek.
2a091d0063	Yisu heteng mek denang me thohav lo ma hivutak yaŋda be ya kwêv hivutak thapuk hîtôm damak êv.
2a091e0104	Me bôlôtom oyang me anô lokwaŋyi lêk danda lêkmaŋging êyôva be enang ambô hiving yêni. Yang me Moses me yang me Elaija. Thêi nang ambô hiving Yisu hethak nôm takatu be Yisu tem nembong be niŋgik anông îmô Jelusalem endebe netak pîk iti bini.
2a09200087	Me Pita hiving Jon lo Jems maleŋing eyang be êkthôm. Metom iviyô me êyê Yisu ya danda lêkmaŋging lêk anô yi eva hiving yêni.
2a092100eb	Me thêi ê vini me Pita henang ethak Yisu nena, “Anômbêng, mavî anông vo lêk aômô long iti. Tem yoôndav melak lêkkôpik lokwaŋlô, te vo ong me te vo Moses me te vo Elaija.” Pita hîthông nena henang ambô alête bêng.
2a09220051	Pita henang ambô denang me mavông te hêyô be heva loho thing be êkô kambom.
2a0923009e	Me ambô te hêlêm nang mavông êng kapô nena, “Diti me yînîng Wakna be bôk ya hatôk yêni yôv vo nembong yînîng ku, be ditu ondaŋô ya ambô.”
2a09240094	Ambô êng hivutak yôv me loho yê Yisu yom lêk heva. Pita lo Jon me Jems mî enang hêndêng anô te hethak nôm takatu be êyê lo elaŋô amî.
2a09250061	Hiviyô heyang me Yisu loho tak dum me loho lôk be ê me avîlanô bêng anông ê êpôm yêni.
2a09260086	Me ŋa takêng te helam nena, “Kîdôŋga, ya hapetenak ong vo nôŋgêv yînîng wakna livung, vômbê nena yînîng wakna tom yom.
2a092700cb	Be gôk kambom te thak hekakô yêni me bôlôtom oyang me hesaŋiyak be helowaling be apôk thapuk hivutak ambôlêk. Gôk êng hivuling yêni liŋkôpik kambom anông me mî thak hetak yêni doke amî.
2a09280072	Bôk ya hapetenak yong ŋa hôndông lêklokwang vo êŋgêv gôk kambom êng vê, metom loho mî hîtôm amî.”
2a092900e0	Me Yisu henang viyang nena, “Môlô avîlanô bôlô tiêng mî ôêv iving be osopa loŋdaŋlê thêthôp amî! Wak vithê tem ya mô imbing môlô be yambua môlô ning malêing imbing môlô? Umbua wakna êng êlêm.”
2a092a0107	Me wakna êng heveng be hê hêndêng Yisu denang me gôk kambom êng hîmbî yêni vôkê hîlôk pîk me hevong be helowaling kambom. Metom Yisu hethang gôk lêlêik êng lêklokwang me hevong wakna êng be hivutak mavî me hêv êndêng lambô hethak loŋbô.
2a092b00e0	Me avîlanô sapêng îpîndîk kambom hethak Wapômbêng ya lêklokwang êng. Hêndêng wakma êng me avîlanô sapêng leŋing êv bêng anông hethak nôm takatu be Yisu hevong. Me Yisu henang ethak ya ŋa hîndông nena,
2a092c0077	“Môlôndaŋô ambô ti be tem ya nang katôyang. Anô te tem netak Anô Ya Nakandung îndôk ya ŋakyo baheŋing.”
2a092d00bb	Metom ya ŋa hîndông îthông ambô êng ya ondong paling, vômbê nena ambô êng ya ondong me hîmô kapô. Lêk êkô enang iŋgik yêni ling vo nenang ya ondong bêng êndêng loho.
2a092e0056	Me Yisu ya ŋa hîndông îkôki nena loho ali alête me nimbutak anô nimung vo loho.
2a092f005d	Metom Yisu heyala loho ning auk êng be hiwa sêik yaôna te be hîtîng eva bidong yêni da.
2a09300135	Me henang ethak loho nena, “Ôpatu be hiwa sêik nate bêŋiti thô hethak yînîng athêng me hîtôm hiwa ya thô. Me ôpatu be hiwa ya thô me hîtôm hiwa ôpatu be hêv ya be ya halêm thô hiving. Me ôpatu be hetaving i hele be yaônalêk hîmô môlô lîvông ditu hivutak anô nimung vo môlô.”
2a093100a3	Me Jon enang nena, “Anômbêng, yoô yê anô te hêv gôk kambom vê hethak yong athêng. Metom yêni me mî aô te amî, be ditu yoô nang vo netak ku êng.”
2a09320084	Metom Yisu henang nena, “Dô omba yêni thing andô. Ôpatu be mî hîpôlîk ethak môlô amî, ôpêng me heva hiving môlô.”
2a09330060	Wakma Wapômbêng tem nimbua Yisu bini leng me lêk bidong, êng me yêni latom vo ni Jelusalem.
2a09340057	Me yêni hêv anô doho be ê melak te hêk Samalia vo epesang nômkama imung vo yêni.
2a09350063	Metom avîlanô long êng êndô imbua yêni thô vômbê nena eyala nena yêni hê vini Jelusalem.
2a09360095	Ya ŋa hîndông yi Jems lo Jon êyê nôm êng be enang ik yêni ling nena, “Anômbêng, yêindam amela nang leng be nîndôk ethang loho mesa?”
2a0937002b	Metom Yisu hik i lîlîng me hethang thêi.
2a09380016	Me loho ê melak yang.
2a09390072	Loho veng loŋdaŋlê be ê me anô te henang ethak Yisu nena, “Long nômbêng atu be hô me tem ya sopa ong.”
2a093a0095	Me Yisu henang viyang nena, “Avung yatap ining pîk ambuang îmô me menak ining unak îmô, metom Anô Ya Nakandung atu me ya long ninjêk mî.”
2a093b0088	Me Yisu henang ethak anô yang nena, “Nosopa ya.” Metom ôpêng enang nena, “Anômbêng, notak ya vo ya nandav wakamik yôvêm.”
2a093c00bd	Me Yisu henang ethak ôpêng nena, “Notak ŋa dôhôlôŋing bôk ema yôv vo loho da endav ining ŋama. Me yong ku me nu nang Ambô Mavî bêng ethak Wapômbêng ya lêkliŋyak bêng.”
2a093d0093	Me anô yang enang ethak Yisu nena, “Anômbêng, tem ya sopa ong, metom notak ya vo ya nang ya leng mavî êndêng yînîng avîlanô yôvêm.”
2a093e00ac	Me Yisu henang viyang nena, “Ôpatu be heveng loŋdaŋlê be hik mandaluk lîlîng, ôpêng mî hîtôm nembong Wapômbêng ya lêkliŋyak bêng ya ku mavî yang amî.”
2a0a01007e	Yôv me Anômbêng hîtôk avîlanô vi hîtôm 72 be hêv loho yiyi imung be ê hêndêng melak lông takatu be tem yêni ni.
2a0a0200c6	Me yêni henang ethak loho nena, “Nôm bêng anông lêk hîyôk îmô kukapô, metom ŋa ku tomtom yom. Be ditu môlô teng mek êndêng ku ya alang vo nêŋgêv ŋa ku bini vo ithup nôm anông.
2a0a030052	Môlô nu. Ya hêv môlô be ô hîtôm boksipsip nali îmô avung yatap lîvông.
2a0a040099	Me dô môlômbua vak valuseleng lêk vak me veŋiŋkapô bokgôp imbing andô. Me dô onang waklîvông ethak anô te be okam îndôk loŋdaŋlê andô.
2a0a05006f	“Môlô yô melak te kapô me môlô nang ethak loho nena, ‘Wapômbêng ya lambali hîmô hiving môlô.’
2a0a0600a7	Anô lambali te hîmô melak êng, êng me môlô ning ambô mavî êng tem nîmô imbing yêni. Me mî, êng me tem ambô êng nîmbôlêm vo môlô da ethak loŋbô.
2a0a0700ab	Me môlô mô melak êng yom. Me oŋgwang be unum nôm takatu be êv hêndêng môlô yom hîtôm môlô ning ku ya vuli. Me dô môlô nu thak melak viyang mayaliv andô.
2a0a08005f	“Môlô yô melak lông te be iwa môlô thô be êv nôm hêndêng môlô, êng me oŋgwang.
2a0a09009d	Me môlômbong loho ning avîlanô lêk kômbôk imbutak mavî me môlô nang bêŋiti, ‘Wapômbêng ya lêkliŋyak bêng lêk hêlêm bidong vo môlô.’
2a0a0a005a	Metom mî iwa môlô thô amî, êng me môlô nu me omba loŋdaŋlê be môlô nang nena,
2a0a0b00ef	‘Môlô ning melak lông ya limbalôm atu be hîmô yoô veŋing kapô me yoô ik vê hîlôk môlô malemim vo niŋgik thô nena môlôvong kambom. Metom lemim êŋgêv katô vômbê nena Wapômbêng ya lêkliŋyak bêng lêk bidong.’
2a0a0c00d5	Ya hanang ethak môlô nena waklavông atu be Wapômbêng tem nembong ambô ethak avîlanô me avîlanô long atu be mî iwa môlô thô amî, loho ning malêing me tem nîmbô thak vo avîlanô kambom nang Sodom.
2a0a0d011c	“Alitaknena, môlô avîlanô Kolasin lo Betsaida! Bôk môlô yê nôm thamtham lomaloma. Metom bôk yambong nôm thamtham takêng îmô Taia lo Saidon lîvông, ketheng oyang me tem iŋgik kwêv kambom lêk ethav amela kambôk ethak luŋiŋkwandôk be ende kapôlôŋing lîlîng.
2a0a0e008b	Waklavông Wapômbêng îthô avîlanô pîk lelalîlîng, êng me môlô ning malêing tem nîmbô thak vo avîlanô Taia lo Saidon ining!
2a0a0f0084	Me môlô avîlanô Kapenaom, tem êŋgêv môlô ning athêng ling ethak leng mesa? Mî, tem môlôndôk bunu ŋa ema ning long!”
2a0a100166	Yisu henang ethak ya ŋa hîndông nena, “Anô te helaŋô môlô ning ambô, êng me ôpêng helaŋô yînîng ambô hiving. Me anô te hele dôm lîlîng hêndêng môlô, êng me yêni hele dôm lîlîng hêndêng ya hiving. Me anô te hele dôm lîlîng hêndêng ya, êng me yêni hele dôm lîlîng hêndêng Ôpatu be hêv ya be ya halêm hiving.”
2a0a1100af	Avîlanô 72 takatu îvôlêm ethak loŋbô me leŋing mavî bêng anông be enang nena, “Anômbêng, hethak yong athêng me gôk kambom elaŋô yoô ning ambô be esopa.”
2a0a12004d	Me Yisu henang nena, “Ya hayê Sakdang hêv yak hîlôk leng hîtôm damak.
2a0a1300e8	Ondaŋô. Bôk ya hêv lêklokwang hêndêng môlô yôv vo môlômbak bôyîv lêk ŋalivang pesa. Me môlô hîtôm okav Sakdang ôpatu be môlô ning ŋakyo ya lêklokwang sapêng li. Me nômate mî hîtôm nimbuling môlô amî.
2a0a1400c5	Me dô môlô lemim mavî bêng anông be onang nena gôk kambom elaŋô môlô ning ambô andô, metom môlô lemim mavî ethak Wapômbêng bôk hekavu môlô ning athêng yôv hêk melak leng.”
2a0a15012d	Yôv me Lovak Matheng hevong Yisu kapô mavî be henang nena, “Wakamik, ong me pîk lo leng ya alang! Lêk huvung yong auk vo ŋa auk bêng me huik thô hêndêng ŋa takatu be îtôm sêiknena. Be ditu ya hêv yong athêng ling! Wakamik, avanông ong da hosopa yong lem hiving be ditu hovong bêng.
2a0a1600ff	“Wakamik bôk êv nômkama sapêng hêndêng ya yôv. Me anô te mî heyala Nakandung atu katô amî, me Wakamik yom. Me anô te mî heyala Wakamik katô amî. Me Nakandung lêk ŋa takatu be Nakandung la hiving niŋgik lambô thô êndêng loho yom.”
2a0a170089	Me Yisu hik i lîlîng be henang ethak ya ŋa hîndông yom nena, “Wapômbêng hevong mavî hêndêng môlô be môlô yê nôm takiti.
2a0a1800e8	Ya hanang ethak môlô nena sêmbôk me plopet lêk king bêng anông leŋing iving injê nôm takiti be lêk môlô yê, metom mî êyê amî. Me leŋing iving endaŋô ambô takiti be lêk môlô laŋô, metom mî elaŋô amî.”
2a0a1900b7	Wak te me anô lêk auk ethak ambô balambung te hiviyô heva vo neyek Yisu be henang nena, “Kîdôŋga, tem yambong ômbête vo yambua lêkmala îtôm wak nômbêng iti sapêng?”
2a0a1a0071	Me Yisu henang ik ôpêng ling nena, “Ambô balambung henang bisête? Me hosam ambô êng be hoyala bisête?”
2a0a1b00d6	Me ôpêng enang viyang nena, “Lem imbing Anômbêng yong Wapômbêng injêk ong kapôlôm lêk dôhôlôm me lêklokwang lêk yong auk sapêng. Me lem imbing yong avîlanô môlôô hîtôm lem hiving ong da.”
2a0a1c004a	Me Yisu henang nena, “Avanông. Nombong bêng me tem numbua lêkmala.”
2a0a1d0081	Metom hevong vo avîlanô injê nena yêni me anô auk mavî be ditu henang nena, “Yînîng avîlanô môlôô me ŋa sêla?”
2a0a1e00c9	Me Yisu henang viyang nena, “Anô te hetak Jelusalem me hivup hîlôk be hê Jeliko. Êng me ŋa vanî êyê yêni be ik inda kambom anông be hemayak hêk loŋdaŋlê me iwa ya nômkama vanî be ê.
2a0a1f00a2	Hêndêng waklavông êng yom me anô hîmbôk da te hesopa loŋdaŋlê êng ivup îlôk be hê. Me hêyê ôpêng, metom hivup îlôk loŋdaŋlê vi hele be hê.
2a0a200091	Bêng yom me anô ondong Livai te hivup îlôk loŋdaŋlê tomêng yom hele me hêyê ôpêng, metom hivup îlôk loŋdaŋlê vi atu hele be hê.
2a0a210057	Yôv me anô Samalia te hivup îlôk loŋdaŋlê êng hele me hêyê ôpêng be lahiki.
2a0a2200cb	Be ditu yêni hê hêndêng ôpêng me heŋgathô waing lêk wel hethak ya palê me hithum. Yôv me hiwa ôpêng be hetak hêyô hîmô ya bokdoŋki me helom be hê melak vathi te me yêni da heyaŋging.
2a0a230102	Hiviyô heyang me hêv valuseleng silva yi hêndêng melak alang be henang nena, ‘Noyaŋging anô ti mavî. Me valuseleng iti mî hîtôm amî be wakma atu ya havôlêm be hotak doho êyômô long hiving, me tem ya wê yong valuseleng takêng viyang.’”
2a0a2400be	Yisu henang ambô dôhô êng yôv me henang ik anô lêkauk ethak balambung êng ling nena, “Lem hêv bisête? Ôpatu be ŋa kambom ik me loho alialê ditu hîtôm ya anô môlôô te?”
2a0a2500a5	Me anô lêkauk ethak balambung atu henang viyang nena, “Ôpatu be hêv kapô hêndêng yêni.” Me Yisu henang ethak ôpêng nena, “Nu me nombong bêng yom.”
2a0a260096	Yisu lêk ya ŋa hîndông eveng be ê me Yisu hêyô melak lông te be hê. Me avî te be ya athêng nena Mata hiwa Yisu thô be hê hîmô ya melak.
2a0a27004d	Me Mata yang molok Malia hîmô bidong vo Anômbêng va be helaŋô ya ambô.
2a0a280128	Metom Mata lahiki ethak yêni yom evong ku bêng anông vo hepesang nôm. Êng me yêni hê hêndêng Yisu me henang nena, “Anômbêng, lem hêv bisête? Ya havong ku bêng anông me yînîng aiyang molok mî hêv ya livung doke amî. Be ditu nonang ethak inda vo nêlêm êŋgêv ya livung.”
2a0a290095	Metom Anômbêng henang viyang hêndêng inda nena, “Mata, Mata, bisête be lem ik ong be kapôlôm malêing hethak nômkama lomaloma bêng anông?
2a0a2a009a	Nômate yom ditu nômbêng be Malia lêk la hiving vo nimbua me lêk iwa nôm êng yôv, be anô te mî hîtôm nimbua nôm êng vê injêk yêni amî.”
2a0b0100ca	Wak te me Yisu heteng mek îmô bôte. Heteng mek yôv me ya ŋa hîndông te henang ethak yêni nena, “Anômbêng, nôndông yoô vo yoô teng mek îtôm sêmbôk be Jon îndông ya ŋa hîndông.”
2a0b020087	Me Yisu henang nena, “Môlô teng mek bêŋiti, “‘Wakamik, nombong yong athêng injêk matheng. Me yong lêkliŋyak bêng êlêm.
2a0b030039	Me nôŋgêv nôm êndêng yoô îtôm wak nômbêng iti.
2a0b0400ad	Me notak yoô ning kambom vômbê nena thak yoôtak avîlanô vi ning kambom takatu be evong êndêng yoô. Me dô notak yoôndôk nôm takatu be tem neyek yoô andô.’”
2a0b05013d	Yôv me Yisu henang ambô dôhô te hêndêng loho nena, “Bîlîvông bing te me hô hêndêng yong anô môlôô te ya melak be honang nena, ‘Aiyang, yînîng anô môlôô te hêlêm nang long dêim be lêk hîmô yînîng melak be hema vo la be ya nôm mî. Be hîtôm nôŋgêv polom lokwaŋlô vo ya mesa?’
2a0b0700d8	Me yong anô môlôô atu hîmô ya melak kapô tem nenang viyang nena, ‘Dô nuŋgik ya ling andô. Lêk yoô ik melak ambôlêk thing be aêkthôm yôv be tem mî yambiyô be yaŋgêv nômate êndêng ong amî.’
2a0b0800d4	Yêni hêndô nêŋgêv ya anô môlôô livung. Metom ya hanang ethak môlô nena ôpêng enang ik yang êng ling lômbôlông, êng me tem moma be nimbiyô me nêŋgêv nôm îtôm datu be henang ik yêni ling.
2a0b0900d4	“Bêng yom me ya hanang ethak môlô nena, onang iŋgik Wapômbêng ling me tem nêŋgêv êndêng môlô. Me othalo nômate me tem ôpôm nôm êng. Me upindinding melak ambôlêk me tem niŋgik kê vo môlô.
2a0b0a009f	Vômbê nena ŋa takatu be enang ik Wapômbêng ling me tem imbua. Me ethalo nômate me tem êpôm, me ipindinding melak ambôlêk, me tem niŋgik kê vo loho.
2a0b0b008b	“Môlô sêiknena ning lami, nalum henang ik ong ling vo ninjang alim ŋanam me tem nôŋgêv bôyîv kambom te êndêng yêni mesa? Mî!
2a0b0c0059	Mena henang ik ling vo ninjang menak daluk, êng me tem nôŋgêv ŋalivang te mesa? Mî!
2a0b0d0120	Môlô avîlanô kambom, metom thak môlôyala ôŋgêv nômkama mavî mavî hêndêng nalumi. Bêng be môlô ning Kamik atu be hîmô melak leng eyala katôyang îvô ethak vo môlô ning katik lo kamik, be ditu tem nêŋgêv Lovak Matheng êndêng ŋa takatu be enang ik yêni ling.”
2a0b0e00c6	Wak te me Yisu hêv gôk kambom vê hêk anô ambôlêk putup te. Me gôk kambom êng hetak anô êng be hê me anô ambôlêk putup êng enang ambô be avîlanô bêng anông êyê be esong kambom.
2a0b0f0099	Metom avîlanô doho enang nena, “Gôk kambom ining anômbêng Belsebul hêv lêklokwang êndêng Yisu, be ditu hêv gôk kambom vê hêk avîlanô.”
2a0b100099	Me loho vi evong vo eyek Yisu be enang ik yêni ling nena, “Nombong nôm thamtham te vo niŋgik thô ethak yoô nena Wapômbêng êv ong be hôlêm.”
2a0b11010d	Metom Yisu heyala loho ning auk be henang ethak loho nena, “Avîlanô melak lông te evak i kê hê ondong yi be evong vovak, êng me melak lông êng tem nêŋgêv yak. Me avîlanô ondong te evak i kê hê ondong yi, êng me ondong êng tem nêŋgêv yak bêng yom.
2a0b1200ec	Me Sakdang ya gôk kambom evak i kê hê ondong yi, êng me Sakdang ya lêklokwang thak heyaŋging nômkama tem nemba manjeng amî. Ya hanang ambô ti vômbê nena môlô nang nena ya hêv gôk kambom vê hethak Belsebul ya lêklokwang.
2a0b130101	Môlô nang nena ya hêv gôk kambom vê hethak Belsebul ya lêklokwang. Me opalête hêv lêklokwang êndêng môlô ning avîlanô be loho êv gôk kambom vê? Belsebul mesa opalê? Mî! Môlô da ning avîlanô ik thô nena môlô ning ambô me lêkwgak.
2a0b1400b4	Wapômbêng da hêv lêklokwang hêndêng ya be ya hêv gôk kambom vê hêk avîlanô. Be ditu oyala nena Wapômbêng ya lêkliŋyak bêng lêk hêlêm îmô môlô lîvông yôv.
2a0b15007c	“Anô lêklokwang te hîtôm Sakdang hevalong nômkama vovak be heyaŋging ya melak, êng me ya nômkama tem nîmô mavî.
2a0b160153	Metom anô te ya lêklokwang bêng anông vo ôpyang êng hîtôm Wapômbêng hêyô be hevong vovak hiving ôpêng hele be hîmô yêni li, êng me tem nimbua ôpêng ya nômkama vovak takatu be hêv iving nena nôm takêng tem nembong be nimbutak lêklokwang. Be ditu ôpatu be lovak me tem nîmbî yang atu be hêv yak ya nômkama tham.
2a0b17010d	“Anô te mî hêv ya livung be yêiŋgik vovak imbing Sakdang amî, êng me ôpêng heva hiving Sakdang be thêi vong vovak hiving ya. Me anô mî hêv ya livung be hithup avîlanô hêlêm bidong vo Wapômbêng amî, êng me hîtôm hindining loho be îsôv mayaliv.
2a0b1800e7	“Gôk lêlêik hetak anô te, êng me hê heveng long thiliv vo nethalo long mavî te vo nimbua lovak îmô. Be mî hêpôm long te amî, êng me tem nenang nena, ‘Dô me yandena melak sêmbôk atu be ya hamô ethak loŋbô.’
2a0b190055	Me hêyô be hêyê nena melak êng lêk îthî be epesang be hivutak mambung anông.
2a0b1a00f7	Êng me tem ni vo nethalo gôk bahevi be lahavôyi takatu be ining kambom hîvô hethak vo yêni ya be nimbua loho imbing vo imbutak êyô melak êng kapô ethak loŋbô be îmô. Êng me ôpêng tem nîmô kambom anông vo bôlôyang sêmbôk.”
2a0b1b00c0	Yisu henang ambô takêng îmô denang me avî te hîmô avîlanô nômbêng êng lîvông be helam nena, “Mavî vo avî atu be hevathu ong be hêv sum êndêng ong, nîmô lêk la mavî.”
2a0b1c0076	Metom Yisu henang nena, “Avanông, metom mavî bêng anông vo ôpatu be helaŋô Wapômbêng ya ambô be hesopa.”
2a0b1d0119	Avîlanô bêng anông êlêm be êlêm. Loho êyô vo Yisu me henang ethak loho nena, “Avîlanô bôlô tiêng me avîlanô kambom. Loho nang vo yambong nôm thamtham vo niŋgik thô nena Wapômbêng bôk hêv ya be ya halêm, metom tem mî. Loho tem injê Jona ya lavuning yom.
2a0b1e00a8	Sêmbôk atu me Jona hivutak îtôm lavuning te vo avîlanô Ninive êyê. Me lêk iti me Anô Ya Nakandung atu tem nimbutak bêng yom vo avîlanô bôlô tiêng injê.
2a0b1f0166	“Sêmbôk me Siba ning avî king hetak ya long me hêlêm nang pîk ya dang vo nendaŋô Solomon ya auk mavî. Ondaŋô! Anô te hîmô long iti me bêng vo Solomon. Metom môlôndô ondaŋô ya ambô. Bêng be waklavông Wapômbêng îthô avîlanô pîk lelalîlîng me Siba ning avî king êng tem nenang môlô ning kambom thak môlô seng ambô bêng.
2a0b200135	Me sêmbôk be avîlanô Ninive elaŋô Jona ya ambô be ele kapôlôŋing lîlîng. Me anô te lêk hîmô long iti me bêng vo Jona. Metom môlôndô ondaŋô ya ambô. Bêng be waklavông Wapômbêng îthô avîlanô pîk lelalîlîng me tem avîlanô Ninive emba be enang môlô ning kambom takêng bêng.
2a0b2100bf	“Anô mî thak êtôm lam be ivung hîmô long kapô mena îsîk thing ethak wîng amî, mî. Loho thak êthôkêng eva yêing vo avîlanô takatu be êyô melak kapô êng tem injê danda.
2a0b2200ce	Malemdaluk me hîtôm lam vo hêv danda hêndêng lemvim kôpik. Me malemdaluk mavî me tem danda injêk lemvim kôpik sapêng. Metom malemdaluk kambom me tem momaŋaning bêng injêk lemvim kôpik sapêng.
2a0b23006d	Be ditu noyaŋging ong katô. Endekeme nosong nena danda hîmô ong kapô, metom mî momaŋaning îmô kapô.
2a0b2400a0	Me danda hêk lemvim kôpik sapêng me momaŋaning mî hêk bôte amî, êng me lemvim kôpik sapêng tem nimbutak danda îtôm lam hêv danda hêndêng ong.”
2a0b2500a7	Yisu henang ambô yôv me Palisi te henang ik yêni ling vo ninjang nôm imbing inda. Êng me Yisu hê hêyô vo ôpêng ya melak kapô be heyang nôm hîmô ya balê.
2a0b260088	Me Palisi êng êyê Yisu hîlôk îmô vo ninjang nôm me mî hithik bang hîtôm Palisi ning kombom amî. Êng me yêni hesong kambom.
2a0b2700b5	Me Anômbêng enang ethak yêni nena, “Môlô Palisi thak vôkîng keyek lêk belev vindôm yom, metom môlô kapôlômim hêyô thing ethak kombom kambom lêk maleŋing daŋtang.
2a0b280089	Môlô ŋa molo. Wapômbêng hepesang vi yêing lêk vi kapô hiving. Be ditu môlômbôkîng kapôlômim imbing me mî bahemim yom amî.
2a0b2900e2	Metom môlô ning nômkama takatu be hîmô belev kapô me môlôŋgêv êndêng ŋa nômkama mî vo nêŋgêv loho livung. Môlômbong bêng me tem môlô ning nômkama sapêng îmô mambung mavî injêk Wapômbêng mandaluk.
2a0b2a01a5	“Alitaknena vo môlô Palisi! Vovang bêng tem nêpôm môlô. Thak môlô thup nôm takatu be thak hevong nôm vathing be uik tham hê ondong lauming be ôêv ondong te hêndêng Wapômbêng hîtôm da. Môlôvong nôm yaôna êng me mavî, metom ôêv yak ethak ombong nôm bêng îtôm kombom thêthôp êndêng avîlanô lêk lemim imbing Wapômbêng anông. Be ditu dô ombong kombom mavî yang me otak yang andô.
2a0b2b00f7	“Alitaknena vo môlô Palisi! Vovang bêng tem nêpôm môlô. Môlô lemim iving ômô balê mung îmô melak yeng kapô lêk lemim iving avîlanô etaving i be enang nena, ‘Waklîvông mavî,’ êndêng môlô îndôk long ethak tom îlôk.
2a0b2c0158	“Alitaknena vo môlô! Vovang bêng tem nêpôm môlô. Môlô lêlêik îtôm anô hema te atu be bôk elav bôô be avîlanô mî eyala kalang êng amî. Be ditu loho êyôva viling be ivutak lêlêik hêk Wapômbêng mandaluk. Bêng yom me avîlanô thak esopa môlô, metom mî eyala nena môlô da me kapôlômim lêlêik kambom amî.”
2a0b2d0094	Kîdôŋga balambung te helaŋô ambô êng me henang ethak Yisu nena, “Kîdôŋga, honang ambô êng êndêng Palisi me huik yoô susu hiving.”
2a0b2e0127	Me Yisu henang nena, “Alitaknena vo môlô ŋa lêk auk ethak ambô balambung! Vovang bêng tem nêpôm môlô imbing. Môlô êv balambung lomaloma bêng anông êndêng avîlanô vo esopa. Balambung takêng me hîtôm vak malêing vo loho. Metom mî môlô da ôŋgêv loho livung doke amî.
2a0b2f0113	“Alitaknena vo môlô! Vovang bêng tem nêpôm môlô. Limbumi bôk ik plopet bêng anông vônô me môlô lav melak êyô ining kalang takêng vôv be oyaŋging dendaung. Môlôvong bêng be hik thô nena môlô lôk ethak limbumi ning bôk le long takatu be bôk evong.
2a0b3100c4	Be ditu Wapômbêng anô lêkauk bêng bôk henang bêŋiti, ‘Tem yaŋgêv plopet lêk aposol bêng anông êndêng loho, metom loho tem embong kambom êndêng doho me doho tem iŋgik vônô.’
2a0b3200a0	Bêng be avîlanô bôlôti tem imbua vovang bêng ethak plopet takatu be limi bôk ik vônô hêndêng waklavông Wapômbêng epesang pîk hele be hêyô lêk.
2a0b33011d	Plopet mung atu be ik vônô me Abel me ik bêng ethak be hêlêm hele be hêyô Sekalaia me yandang. Ik yêni vônô hêk melak matheng lêk alakdala îmbôk da lîvông. Ya hanang avanông ethak môlô nena vuli kambom hethak bôk le long takêng tem nêpôm avîlanô bôlô tiêng.
2a0b34013c	“Alitaknena vo môlô ŋa lêk auk ethak ambô balambung! Vovang bêng tem nêpôm môlô. Môlô bôk okaliv iyam melak ambôlêk imbua auk mavî ethak Wapômbêng hê. Me môlô da thak ôndô ôyô long êng kapô bunu, metom wakma avîlanô vi evong vo êyô kapô bini me thak môlô va long thing vo loho.”
2a0b35008b	Yôv me Yisu hetak melak êng me kîdôŋga ambô balambung lêk Palisi leŋing ŋaŋa kambom be enang ik yêni ling hethak ambô lomaloma.
2a0b36006c	Loho vong bêng vo embatek yêni be henang ambô te bidoho, êng me tem embalong inda jêk vo nembong ambô.
2a0c010163	Hêndêng wakma êng me avîlanô bêng anông bomang ethak tom be êyô eva veŋing long. Me Yisu henang ethak ya ŋa hîndông nena, “Môlô yaŋging am ethak Palisi ning kombom kambom. Loho thak evong îtôm ŋa mavî hîmô avîlanô lîvông, metom auk lomaloma hîmô kapôlôŋing. Nôm êng me hîtôm yis be tem nêmbôv avîlanô bêng anông.
2a0c020079	Nôm takatu be hivuŋi hêk long kapô me tem nimbutak yêing. Me ambô takatu be hivuŋi me tem avîlanô sapêng eyala.
2a0c0300de	Bêng be ambô takatu be môlô nang hêndêng bîlîvông me tem avîlanô endaŋô êndêng lêkwak. Me ambô takatu be môlô nang thîkôthîk hîlôk melak kapô, êng me tem emba melak vôv be endam bêng ini yêing.
2a0c0400b1	“Yînîng avîlanô, ya hanang ethak môlô nena dô ôkô avîlanô andô. Loho hîtôm iŋgik lemvim kôpik yom vônô. Me heveng yam me tem mî hîtôm embong nômate amî.
2a0c0500e4	Metom tem yaŋgik ôpatu be tem môlô kô inda thô. Ôpêng me Wapômbêng yom. Yêni hîtôm niŋgik anô te vônô yôvêm me nîmbî ôpêng îndôk amela lêkmala. Be ditu ya hanang ethak môlô nena ôkô Wapômbêng yom.
2a0c06008a	“Avîlanô thak êv vuli menak yaônena hethak valuseleng lêkma yi. Metom Wapômbêng mî hîtôm laŋgêv menak takêng te thing amî.
2a0c070088	Avanông bing, bôk yêni hiwa môlô sapêng kwandôk ŋaung thô yôv. Bêng be môlô me bêng vo menak be ditu dô môlô kô andô.
2a0c0800ce	“Ya hanang ethak môlô nena opalê atu be henang ethak avîlanô nena yêni me yînîng, me Anô Ya Nakandung atu tem nenang emba Wapômbêng mandaluk be aŋêla endaŋô nena, ‘Ôpêng me yînîng.’
