2800000004	Mata
2e0b13006d	Barari tlǝvkǝnatlǝg tagwazhatagwazh ma taatakaruwa, aɗaba nǝghǝvaaka nǝ uudaha jiijiir ma taatakaruwa.
2e0b14004c	Mbats ma dzahamvǝtdzahǝga, am dzahav kwakyarvad za jibiya Yaazhigǝl biya.
2e0b150097	Aɗaba vaka za dǝgzǝga, aanji wara ghǝraan ba tǝ dǝgiti zǝg nǝ iina, da ɗuuvars watlǝrn dǝ waiya, kwatlǝrn dlaɓa da hǝɓu da tsa band kya.
2e0b160115	Am maay dǝ hǝnnyahah kwam da zǝg nǝ uuram ard hǝɓgaan ma vakai biya? Nii am nenna dlamakǝlaw lii gata Daadamazhigǝl tǝdvad vǝltǝr dlaɗ kǝ lii maay ba ndaw vakatǝr hi? Auci wan da tagkur naiyi, ǝn da dlǝba kuuram mbakyarvad kwana? Ən maay dlǝbkurdlǝbǝg biya.
2e0b17008e	Dǝginǝn vǝlankur nai na, dlǝghana vak Yaazhigǝla, taakiya, Yaazhigǝl Yesu, ma huɗavǝɗǝn vǝlavǝt nǝ iin na, kǝssant kǝ bruudiya,
2e0b1800c4	tǝhala tagar uus kǝ Daadamazhigǝla, ghwadǝna kǝ iina, aiyama, “Kwana iin nǝ vǝghara, kwa vǝlavǝda mbakyarvad kuurama. Ndzaa ba ɓagamɓag bandkwana kiyava dzamkwadzamǝg kǝskuurama.”
2e0b1900d8	Bandkwah dlaɓ tǝhala za jibiya, kǝssant kǝ iin kǝ zǝr kuuwa amaa, “Kwan kǝ zǝr kuwa iin daala langiya avzara, ɓagamɓag bandkwana ba tuuk sarti am hǝɓǝg nǝ uurama, kiyava dzamkwadzamǝg kǝskuurama.”
2e0b1a0094	Ba tuuk sarti am zǝg nǝ uuram kǝ bruudiya, dlaɓa am hǝɓǝgaan ma zǝr ku na, am kuta ǝmtsǝga Yaazhigǝl, tangw damma sarti da saay nǝ iina.
2e0b1b00a6	Mbakyarvad kwaha baɗǝm daddakwa zǝguu bruudina, bi hǝɓǝgu ma zǝr kuwa Yaazhigǝl tǝ ɗul kalkal biya, ɓagharaɓag kǝ haip kǝ vǝgha Kǝristi ard avǝzaana,
2e0b1c0068	Ma ba wara aa vazǝnavazǝg kǝ ndzǝganaana, lakwti zǝgaan kǝ bruudiya ard hǝɓǝgaan ma zǝr ku na.
2e0b1d00ac	Baɗǝm daddakwa zǝguu bruudiya, bi hǝɓǝgu ma zǝr ku kwal fǝgaarafǝg kǝ vǝgha Yaazhigǝla, sǝghardaasǝg kǝ shari kǝ ghǝraan tǝdvad zǝgaana ard hǝɓǝgaana.
2e0b1e0074	Iin wa nǝ iin ba ɗyak lii ar maay dǝ ndzǝɗa ard lii lapi bi ma kuurama, kyalmah ndakwani ǝmtsaharaǝmtsahǝga.
2e0b1f0060	Akwama ma gatiyamarzhagatǝg kǝ ndzǝganamiyam ba zunngwa, da maay nǝ uud tǝkiyam shari biya.
2e0b20007d	Akwama Yaazhigǝl wa tǝkiyam shariya, ndaig wa ɓagkiyam nǝ iin haik ghazǝkiyamghazǝg kǝ uud ǝmtaɗ dǝ uudaha duuniya.
2e0b210063	Mbakyarvad kwah zaraabahara, akwama dzahamvǝtdzahǝg da za dǝgzǝga, am pakant kǝ zaraabaharuwa.
2e0b2200ce	Akwama mǝnng daddakwa njǝkǝn wai ma kuurama, aa zuuzǝg kǝ dǝgzǝg hǝnnyaha, aa da sǝkurda bi dzahavaruwǝn kǝ dlaɗ biya. Tǝghǝr kǝ kyalma dǝgitah dlaɓa, akwamada sanaasǝga ǝn da tagkurtaga.
2e0c010072	Ndakwan ciya, zaraabahaara, tǝghǝr kǝ vǝlga Shǝɗkwa Daadamazhigǝla, ǝn nai am ndzan kwal sǝrgasǝrg biya.
2e0c0200a7	Ndzam sǝrgasǝrǝg taakiya ma sarta kwa ndzam tǝ kǝrdi nǝ uurama, valakurda dǝ valǝg nǝ uuda, ndzam ɓagar kwatǝnahǝr kǝ ghǝllah kwar maay dǝ shifǝg biya.
2e0c030112	Aɗabad kwaha ǝn naagaan am nǝghaakan taakiya, maay daddakwa ɓa tlǝr Shǝɗkwa Daadamazhigǝl dǝ iin da taakiya, “Tlafatlafan nǝ Yesu biya!” Dlaɓa maay wa tagdatag taakiya, “Yesu Yaazhigǝl biya,” bamma daddakwa Shǝɗkwa Daadamazhigǝl wa ɓa tlǝr dǝ iina.
2e0c040051	Mǝnng vǝlgah shahshaha, ba Shǝɗkwa Daadamazhigǝl pall wa vǝlgaan baɗǝmma.
2e0c050042	Mǝnng ɗuula ɓa tlǝr shahshaha, ba Yaazhigǝl pall wa ɓagvara.
2e0c060066	Mǝnng tlǝrah shahshaha, amma ba Daadamazhigǝl pall wa vǝlgar ndzǝɗa ɓagaan kǝ uudah baɗǝmma.
2e0c070095	Nǝghǝvaakanǝghǝg ndzǝgana Shǝɗkwa Daadamazhigǝl ma aanji kwar kǝ uud tǝdvad tlǝrahi ar ɓag nǝ iitǝr kiyava mǝltru kǝ uudah baɗǝmma.
2e0c0800a6	Mǝnng wana vǝlavar dǝga tsaga dabariya tǝdvad Shǝɗkwa Daadamazhigǝla, kwaktlǝrn dlaɓa vǝlavar dǝga tsaga ard sǝrgasǝrgǝr tǝdvad kwannǝn kǝ Shǝɗkwa.
2e0c09008d	Kwatlǝrn dlaɓa vǝlavar dǝga fadǝghǝr tǝdvad kwan nǝ iin kǝ Shǝɗǝkwa, kwatlǝrna vǝlavar dǝga mbaha uudah tǝdvad shǝɗǝkw na,
2e0c0a00ec	Kwatlǝrna dlaɓa vǝlavar ɓa tlǝraha dǝga jappǝrra, kwanaa dǝga tlayanngǝra, kwatlǝrna dlaɓa tagwarzhatagw kǝ ndzǝgana shǝɗǝkwaha, kwatlǝrna dǝga sǝrga taa ghai shahshaha, kwatlǝrn dlaɓa dǝga gwiya ghaiyah shahshaha.
2e0c0b0069	Baɗǝm wanahaan ba Shǝɗǝkw pall wa ɓagaana, dlaɓa ba iin wa tagwartagw kǝ uud dǝ naaga ghǝraana.
2e0c0c0094	Bandkwa ba pall nǝ vǝgha, dlaɓa uuɓiyah tǝvakai ba ɗyaka, aanji ba mǝnng nǝ uuɓiyah ba ɗyaka, ar ba vǝgh palla. Bandkwah ci kǝ Kǝristi.
2e0c0d0109	Aɗaba ɓagakiyamaɓag nǝ uud kǝ tsuufǝg baɗǝmmamiyam tǝdvad Shǝɗǝkw pall damma vǝgh palla, aanji Yahuudaha aanji lii Yahuudah biya, ma ɛɛva nǝ iina bi dadda kwara ghǝraana, baɗǝmmamiyama vǝlakiyamvǝlǝg nǝ uud kǝ Shǝɗǝkwiin kiyava hǝɓǝga.
2e0c0e0041	Vǝgh uuɓii pall bi nǝ iin biya, uuɓiyah ba ɗyak tǝ vakaiya,
2e0c0f00ab	Akwama tagadatag shig taaki, “Ən dǝv bi nai biya, mbakyarvad kwaha ǝn, uuɓiya vǝgh bi nai biya,” Atar ba tagda kwana tsǝgarva bi kǝ nǝg kǝ uuɓiya vǝgh biya.
2e0c1000be	Bandkwah dlaɓ hyǝmi akwama tagadatag taakiya, “Ən gyi bi nai biya, kwakyarvad kwaha ǝn uuɓiya vǝgh bi nai biya,” Atar ba tagǝda ǝndkwaha tsǝgarva bi kǝ nǝg uuɓiya vǝgh biya.
2e0c110097	Akwa maa baɗǝm nǝ vǝgh maa ba gyiya, maa da cinngav dǝ au nǝ ǝlbǝgi? Akwa maa baɗǝm nǝ vǝgh maa ba hyǝmiya, maa da shiyav dau nǝ dǝgiti?
2e0c120062	Amma ɓadlǝghanaɓadlǝg Daadamazhigǝl aanji kwar kǝ uuɓiya vǝgh bandkwa kǝsghaaka nǝ iina.
2e0c130042	Akwa maa baɗǝm nǝ vǝgh ba uuɓi palla, maa mǝr tǝmga vǝghi?
2e0c140041	Iin wan kwana mǝnng nǝ uuɓiyah ba ɗyaka, amma vǝgh ba palla.
2e0c15008d	Tagarda bi gyi kǝ dǝv taakiya, “Maay lambar dǝ kǝgh biya,”Aanji ghǝr tagardai kǝ shigah taakiya, “Maay lambar dǝ kuuram biya.”
2e0c160061	Əndkwah biya, uuɓiyahi vazav bandgi ar maay dǝ puutaatǝr biya, iitǝr wa mǝnng tlǝraatǝra.
2e0c1700d1	Uuɓiya vǝghahi kiyam vazǝg nǝ miyam bandgi dǝti ndanngǝr da tǝ kyalmǝn biya, iitǝr wa kiyam fǝtǝraara nǝ miyama. Mbakyarvad kwaha uuɓiya vǝghahamiyami ghwaɗ kǝ vazǝg fǝvarnaafǝg marawuraana.
2e0c1800b6	Uuɓiyaha vǝghahamiyamǝn maaraw kǝ Vazǝg naa bamma ɓagavtǝra dǝgit biya, maltlǝghantmatlǝg Daadamazhigǝl kǝ vǝgh vak palla, nǝdal kǝ uuɓiyahi nenenennen kǝ ndanngǝra
2e0c19005f	Aɗaba aa dzaar bi tagwazhatagwazh tǝ vǝgh biya, bamma uuɓiyah wa fa hyǝmi ma taatakatǝra.
2e0c1a00b1	Mbakyarvad kwaha akwama tlakǝnatlǝg nǝ uuɓii pal kǝ dlaɗa, baɗǝmmatǝra ar ma dlaɗa, akwama dlǝbavantdlǝɓǝg nǝ uuɓii palla, baɗǝmmatǝra ar ba hwaɗag ǝmtaɗa.
2e0c1b003c	Baɗǝmmaruwa am vǝgha Kǝristi, ma kwararuwa am uuɓiyana.
2e0c1c013d	Ma yaa dadda gatǝga, faafǝg Daadamazhigǝl kǝ zarhaɓǝlga Yesu kǝ dǝga zunngwa, dǝga buwa tlayanngaha, dǝga hǝkǝrɗa lii tsaga dǝgita, lii ɓa dǝgaha jappǝra, lii vǝlavtǝr vǝlga mbahuudaha, ard lii mǝlgaru kǝ uudaha, ard lii fa hyǝmi tǝ tlǝra yaa dadda gatǝga, ard lii sǝrga taa ghai shahshaha.
2e0c1d0090	Baɗǝm ar ba zarhaɓǝlga Yesu ni? Baɗǝm ar ba tlayangah ni? Baɗǝm ar ba lii tsaga dǝgit ni? Nii baɗǝm ar ba lii ɓa dǝgaha jappǝr hi?
2e0c1e0096	Baɗǝm ar ba dǝ vǝlga mbaha uudah ni? Baɗǝm ar ba sǝrgasǝrg kǝ taa ghaiyah shahshah ni? Nii baɗǝmmatǝr ha sǝrgasǝrg kǝ gwiya ghaiyah hi?
2e0c1f0063	Kǝmamkǝmǝg kǝ vǝlgahi kwa ndannga, ǝn da markurmarg kǝ ɗuuli kwa juujig baɗǝm dǝ marawa.
2e0d0100dc	Aanji ma naa ba sǝrgasǝrg kǝ taa ghaiya uudah shahshah ard dǝga zǝrɓǝlgaha Daadamazhigǝla, akwama ǝn maay dǝ waiyakǝv biya, nanalnǝg band talenaleng kwa tlaav ba gyaagyaana, bi ganng kwa tlaav ba ɗyakɗyaka,
2e0d02012d	Aanji ma naa ba sǝrgasǝrg kǝ taa tlayanngǝra, ǝn nǝghǝgaakanǝghǝg kǝ dǝgitah shiɓashiɓan baɗǝmma, dlaɓa ǝn dǝ sǝrgasǝrgǝr baɗǝmma, aanji ma naa ba dǝ fadǝghǝr ba vaivaiya, kwa da gantgǝg kǝ aghwa, akwama ǝn maay dǝ waiyakǝvǝr biya, maay dǝgiti ǝn tuuk vakai nai biya.
2e0d0300ab	Aanji ǝn vǝldan kǝ dǝgitahi ǝn dǝ vakai nai baɗǝmma, ǝn vǝldan dlaɓ kǝ vǝghara hǝvara kaara, akwama ba ǝn maay dǝ waiyakǝv biya, maay paiɗaan vakar biya.
2e0d040072	Waiyava dǝ fa ǝrviɗa ard kanaadiya, waiyava maay shilg biya, maay tsa kusǝgh biya, dlaɓa maay naa ghǝr biya,
2e0d05008c	maay waiyav dǝ naa ghǝr biya, maay fa dagar ma uudah biya, maay badza ǝrviɗmahuɗ biya, maay dlaɓ hǝkya dǝgit ghwaɗ ɓagavaran biya.
2e0d060052	Maay waiyav cinnga ǝmtakǝra kǝlaadǝr biya, amma cinngaan kǝ ǝmtakǝra jiira,
2e0d0700b9	Fǝgaan waiyav kǝ ǝrviɗ aanji ma kwar kǝ ndzǝgana, ard fadǝghǝr aanji ma kwar kǝ ndzǝgana, ard fantaar aanji ma kwar kǝ ndzǝgana, ard ɓǝshgaana aanji ma kwar kǝ ndzǝgana.
2e0d08007c	Maay ghyǝnng waiyav ba dǝm biya, taa tlayanngǝra da ghaciga, ghayah shasha dlaɓa da zǝgga, sǝrgasǝrgǝr da ghyǝnnga.
2e0d09004e	Bak jiijiira, sǝrgasǝrgǝramiyama ard taa tlayanngǝramiyama righghǝt biya.
2e0d0a0061	Akwama da sǝghawisǝg daddakwa righarighana, kaa da nig kǝ daddakwa righa biyǝn tǝhala kwaha.
2e0d0b009f	Ma sarta zarhǝrara, ndzan taa ghai band zarha, ndzan dzamaghǝr band zarha, ndzan vǝla farwut band zarha. Ghubara ba naiya ǝn ɗuwars kǝ hǝnkala zarhǝra.
2e0d0c010d	Aɗaba ndakwana kiyam nǝghǝganǝghǝg wuzǝhwuzǝh kǝ dzakǝva ma akwatǝrama, daghuvalaana kiyam da nǝghǝkǝv ba ma gyi ma gyi, aɗaba ndakwana sǝrgasǝrgǝrara righǝt biya, daghuvalaana sǝrgasǝrgǝrara da righǝg ba ɗyakɗyak band kwa fakwi Daadamazhigǝla.
2e0d0d008a	Ndakwan ciya, dǝgitahaan hǝkǝrɗǝn ndzarandzǝga, fadǝghǝra, fantaara, ard waiyava, amma kwa dadal ma iitǝr baɗǝmma, iin waiyava.
2e0e01008a	Ghulamvaghulǝg kǝ gata waiyava, kǝmamkǝmǝg dlaɓ kǝ vǝlga sǝrgasǝrǝg vak Shǝɗkwa Daadamazhigǝla, ndǝ dǝga taa tlayanngǝra.
2e0e0200ea	Aɗaba daddakwa taa ghai kwa sǝrva bi tag dǝ uudah biya, tag dǝ Daadamazhigǝla, aɗaba maay wa nǝghǝgaakanǝghǝg kǝ dǝgitahi tag nǝ iin biya, mbakyarvad taa dǝgitahi shiɓashiɓan tǝdvad ndzǝɗa Shǝɗkwa Daadamazhigǝla.
2e0e03007f	Aɗaba daddakwa taa tlayanngǝra, tagtǝr mbakyarvad fǝtǝrna ndzǝɗ kǝ uudaha, mǝltǝruwa, dlaɓa tagtǝra kǝ dzǝgwagha.
2e0e04007c	Daddakwa taa ghai kwa sǝrva bi mǝlgaru ba kǝ ghǝraana, aɗaba daddakwa taa tlayanngǝra mǝltǝru kǝ yaa dadda gatǝga.
2e0e050105	Ən naagaan baɗǝmmaru mamma taa ghai kwa sǝrva biya, amma ma tǝ naagar mamma taa tlayanngǝra. Daddakwa taa tlayanngǝr juujig kǝ daddakwa taa ghai kwa sǝrva biya, bamma mǝng daddakwa sǝrgasǝrǝg kǝ gwiya ghaiyin kiyava mǝlgaru kǝ yaa dadda gatǝga.
2e0e0600e6	Aici zaraabahara, akwama sanǝvsǝg sa vakaru ǝn tagkur kǝ ǝlbǝg dǝ ghai kwa sǝrva biya, auci paiɗaan vakaru, bamma ǝn sǝgǝv dǝ ǝlbǝgaha, bi sǝrǝgasǝrǝgǝra, bi taa tlayanngǝra, bi tsaga ǝlbǝga Daadamazhigǝla.
2e0e0700bd	Bandkwah dlaɓ dǝgitahi maay dǝ shifǝg biya, band faakila ard kakkangya. Akwama cinngal bi tlaavatǝr ɗyakɗyak biya, da sǝrga ndandar nǝ uudan kǝ dǝgiti tsava ard dǝgiti fǝrtavi?
2e0e080061	Akwama fǝrtavant bi dǝraw kalkala kwa nǝghǝvaakanǝghǝg biya, war wa da ɓadlava da ghwaavi?
2e0e0900a4	Bandkwah dlaɓ vakaruwa, akwama tagamatag kǝ ǝlbǝg dǝ ghai kwa sǝrva biya, da sǝrvaaka ndar nǝ dǝgiti am tag nǝ uurami? Tagamatag kǝ ǝlbǝg ba gyagyaana.
2e0e0a0048	Mǝnng ghaiyah shahshah ma duuniya, ma kwaraatǝra ba tuuk kǝ ǝlbǝga.
2e0e0b0085	Akwama ǝn cinnga bi kǝ ghaiyin biya, nanalnǝg kǝ ghulab kǝ daddakwa ta ǝlbǝgiina, ghǝravaan ndakwi nalnǝg kǝ ghulab vakara.
2e0e0c00d6	Bandkwah dlaɓ vakaruwa, akwamam kǝmma tlǝkǝna vǝlǝg shahshah dǝga Shǝɗkwa, ghulamvaghulǝg ɓagamɓag kǝlaa ndzǝɗaru am ɓagaan kǝ tlǝr dǝ vǝlǝgahaan kwa da fǝtǝrna ndzǝɗ kǝ yaa dadda gatǝga.
2e0e0d0083	Mbakyarvad kwaha, baɗǝm daddakwa taa ǝlbǝg dǝ kwatlǝr kǝ ghaiya, aa dzugw kǝ zhigǝl vǝlvar sǝrgasǝrga gwiiya ghaiyiina.
2e0e0e008c	Akwama dzǝgwanadzugw kǝ zhigǝl dǝ ghai kwa sǝrva biya, Shǝɗkwar wa dzǝgwazhigǝla, ǝn nǝghǝgaaka bi kǝ dǝgiti ǝn tag nai biya.
2e0e0f00d8	Auci, wan da ɓag naiyi? Ən dzǝgwaan kǝ zhigǝl dǝ Shǝɗkwara, ǝn dzǝgwaan dlaɓ kǝ zhigǝl ma ǝrviɗyara. Ən ɓǝlgaan dlaɓ kǝ ǝnngs ma Shǝɗkwara, dlaɓa ǝn ɓǝlgaan dlaɓ kǝ ǝnngs ma ǝrviɗyara.
2e0e10010c	Akwama maay ǝndkwah biya, akwama taghartag kǝ uus kǝ Daadamazhigǝl ma Shǝɗkw kaltiya, da tag ndandar ci daddakwa cinnga bi kǝ ghaiyǝn agha tag nǝnng taaki, “Amin” tǝghǝr kǝ taa uus kwa agha tag nǝnng, akwama sǝrga bi kǝ dǝgiti agha tag nǝnng biyi?
2e0e11005a	Aanji ba tagharatag kǝ uus kǝ Daadamazhigǝl ba vaivaiya, mǝlgharu bi kǝ uudanin biya.
2e0e12006d	Ən tagar uus kǝ Daadamazhigǝl ǝn tagatag kǝ ǝlbǝg dǝ ghai kwa sǝrva bi tǝghǝr kǝskuram baɗǝmma.
2e0e1300ea	Bakǝvakwah ma dzahava yaa dadda gatǝga, manaa naag nai manaa tagda kǝ ǝlbǝg ba dlǝɓ kiyava nǝghǝgaakanǝghǝg kǝ iitǝra, dlaɓa ǝn tsagtǝru kǝ kyalmaha, tǝghǝr kǝ tagda ǝlbǝgah alfu kǝlaaw dǝ ghai kwa sǝrva biya.
2e0e14008b	Zaraabahara, dzamam bi kǝ ghǝr ndǝ zarh biya, namalnǝg band vunjah tǝdvad ɓa kǝlaadǝra, dzamamdzamǝg kǝ ghǝr band uudah maamala.
2e0e1500dd	Vindavindan ma Kakkaɗa Daadamazhigǝl taakiya, “Ən da tagaan kǝ ǝlbǝg dǝ uudahah tǝdvad uudahi taa ghai dǝ ghaiyi kwa sǝrva biya, ard tǝvad ghulaba ghaiya, bakǝvakwaha ar da cinngwana biya, am Yaazhigǝla.”
2e0e1600c8	Taa ghai dǝ ghaiyi kwa sǝrva bi dǝga sǝrǝg kǝ lii ar maay gatǝg biya, dǝga sǝrǝg bi yaa kǝ dadda gatǝg biya. Taa tlayanngǝr dǝga lii fadǝghǝra, mbakyarvad lii maay dǝ fadǝghǝr biya.
2e0e170127	Mbakyarvad kwaha, akwama dzaharvǝtdzahǝg yaa dadda gatǝg baɗǝmma, ma kwaratǝr taa ǝlbǝg dǝ ghai kwa sǝrva biya, kaa sagaw kǝ uudahi kwar sǝrga bi kǝ dǝgiti ar tag nǝ iitǝr biya, bi dǝgǝm lii maay gatǝg damma iitǝr biya, mbats, ar maay tagaan taaki namalnǝg kǝ valagah biya?
2e0e1800d2	Akwama taaki baɗǝmmaru am taa tlayanngǝra, ma tlakuraatlǝg daddakwa maay gatǝg ard kwa sǝrga bi kǝ dǝgiti tagavǝn biya, kaa tapnatapǝg nǝ ǝlbǝgahaan kǝ ǝrviɗmahuɗana, kaa pǝlla ghǝr kǝ iina.
2e0e1900c8	Da marazha sagal nǝ dǝgiti ma ǝrviɗmahuɗaana, tǝdvad kwaha da mbǝɗa damma haay ɓagarnǝs kwatǝnahǝr kǝ Daadamazhigǝla, kaa taakiya, “Bak jiijiira mǝng nǝ Daadamazhigǝl ma kuurama.”
2e0e1a013f	Wan dǝgiti ǝn tlatlǝg nai zaraabaha, akwama dzahamvǝtdzahǝg kǝ ɓa kwatǝnahǝra, kwana ɓǝla ǝnngsa gala Daadamazhigǝla, kwana tsaga dǝgita, kwana taa dǝgitaha, kwana taa ǝlbǝg dǝ ghai kwa sǝrva biya, kwana gwiya ghaiya. Bagamɓag kwanahaan baɗǝm mbakyarvad fǝtǝra kǝ ndzǝɗ kǝ yaa dadda gatǝga.
2e0e1b00ac	Akwama mǝnng lii da taa ǝlbǝg dǝ ghai kwa sǝrva biya, aa juubi kǝ uud buwa bi hǝkǝrɗ biya, aa tagartag ba dǝ aa pallapalla, kwatlǝrn dlaɓa gwiya dǝgiti tagava.
2e0e1c00a5	Akwama maay daddakwa sǝrgasǝrǝg kǝ gwigan biya, aa ndzarandzǝg ba ɗǝw ma dzahava yaa dadda gatǝga. Aa tagara ba kǝ ghǝraan kǝ ǝlbǝg ard Daadamazhigǝla.
2e0e1d0083	Lii taa tlayanngǝra, aa tagartag ba nǝ uud bu bi hǝkǝrɗ kǝ ǝlbǝga. Kyalmaha aa tsǝgwartsǝgw kǝ hyimi tǝ dǝgiti tagava.
2e0e1e0076	Akwama taghartag Daadmazhigǝl kǝ ǝlbǝg kǝ uudani cihurga vakwahiina, ba ghacan daddakwa fǝgarzha kǝ taa ghaina.
2e0e1f0078	Baɗǝmmaru am tagatag kǝ tlayanngǝr ba dǝ aa pallapalla, kiyava tsagaan kǝ uudaha, dlaɓa ar fǝtǝra kǝ ndzǝɗa.
2e0e200059	Sǝramasǝrǝg taakiya, lii taa tlayanngǝr ar sǝrgasǝrǝg kǝ dagal dǝ shiɗkwatǝra.
2e0e21008e	Aɗaba Daadamazhigǝla miyam Daadamazhigǝli kǝɗǝg ghǝraan biya, Daadamazhigǝla gabǝrra. Bandkwah ma dzahava yaa dadda gatǝg baɗǝmma.
2e0e2200a3	Aa ndzarandzǝg nǝ ǝnghwasah ba ɗǝw ma dzahava yaa dadda gatǝga, aɗaba ɓǝlavtǝrna bi taa ghai biya, aa gatargatǝg kǝ dǝgiti taga nǝ adzahadzaha Muusa.
2e0e23009f	Akwama mǝnng dǝgiti ar naa sǝrga nǝ iitǝra, aa ndavarndavǝg vak zaalahaatǝr hǝnnyaha. Aɗaba dǝga zhǝru kǝ ǝnghwasah taa ghai ma yaa dadda gatǝga.
2e0e240068	Fǝgharzha ba tǝ kuram nǝ ǝlbǝga Daadamazhigǝla? Nii ba kuram ha wa dal nǝ ǝlbǝgiin da vakaruwi?
2e0e2500a9	Akwama mǝnng nǝ daddakwa tlatla taaki tlayanng nǝ iina, bi dǝ vǝlga shǝɗkwa, aa nǝghaakanǝghǝg taakiya, dǝgitahaan ǝn vindkur nai na adzahadzaha Yaazhigǝla.
2e0e260065	Akwama lawalǝg nǝ uudan kǝ fa hyimi tǝ kwanna, ghǝravan ndakwani aa fav bi hyimi tǝ vakai biya.
2e0e270080	Mbakyarvad kwah zaraabahara, nahamnahǝg kǝ taa tlayanngǝra, tsamarǝv bi dlaɓ kǝ uud kǝ taa ghai dǝ ghai kwa sǝrva biya.
2e0e28003e	Aanji kwar kǝ dǝgit aa ɓagavɓag ba tǝ ɗuulan ba kalkala.
2e0f0100aa	Ndakwan ci zaraabahara, ǝn naagaan ǝn dzamkurnǝs kǝ ǝlbǝg marawǝn kwa tagankur naiyina, kwa dlǝghama nǝ uuramna, dlaɓa kwa famdǝghǝrǝt nǝ uuram tǝ vakaiya.
2e0f0200b6	Tlamkǝna tǝdvad ǝlbǝg marawǝn nǝ uuram kǝ katǝga, ma ba hǝkyamnahǝkyǝg kǝ ǝlbǝgǝn tagankur naiyin ba marawa. Akwama ma maay ndǝkwah biya, fadghǝraruwa ba gyaagyaana.
2e0f0300b9	Dǝgiti dlǝghana naiya, iin wa vǝlankur naiya, kwa maraw ba vaivaiya, iin taakiya, ǝmtsaǝmtsǝg Kǝristi mbakyarvad haipahaamiyama, band kwa vindavindan ma Kakkaɗa Daadamazhigǝla,
2e0f040079	taakiya hǝɗavǝnahǝɗǝga, dlaɓa ciyavantcig tǝ hǝnnga hǝkǝrɗa, bandkwa vindavindan ma Kakkaɗa Daadamazhigǝla,
2e0f050031	tsugwatsugw vak Kefasa, ard kǝlaawa tar buwǝna.
2e0f0600ae	Tǝhalakwah kaa ba tsugwatsugw kǝ iin vak kǝ uudah dǝrmǝk dlǝɓ dǝ ghǝr ba daval palla, kyalmahaatǝr ar ba dlaɓ ba dǝ shifǝga, kyalmah dlaɓ ǝmtsaharaǝmtsahǝga.
2e0f07003c	Kaa tsugwatsugw vak Yakuba, ard zarhaɓǝlga Yesu baɗǝmma.
2e0f08005f	Tǝhala kwanahaan baɗǝmma, kaa ba tsugwatsugw kǝ iin vakara, aanji ba ǝn zǝra ghǝrdlǝga.
2e0f0900ac	Aɗaba kai wa hǝɗikǝn ma zarhaɓǝlga Yesu, maa dlaikwa bi ɗaa kai kǝ uud dǝ zǝrɓǝlga Yesu biya, aɗaba kai wa vǝlantǝr dlaɗ kǝ yaa dadda gata Daadamazhigǝla.
2e0f0a010c	Amma mbakyarvad hɛrǝrra Daadamazhigǝl wa nanal nai ǝndkwana, dlaɓa hɛrǝrrǝn ɓagghwi nǝ iin na gyagyaan biya, aɗaba januujig aanji kwar kǝ zǝrɓǝlgaha Yesu dǝ tlǝrra, bakǝvakwah kai bi wa ɓaganɓag biya, herǝrra Daadamazhǝgǝl kwa ǝmtaɗ dǝ kaiya.
2e0f0b007d	Aiciya, bi kaiya, bi iitǝra, baɗǝmmamnd kǝm taa ba ǝlbǝg marawa, kwan kǝ ǝlbǝg wa famghǝrǝt nǝ uuram tǝ vakaiya.
2e0f0c007a	Akwama ba tagav taaki ciyiitciig Kǝristi ma gǝtlaha, aujilbǝg ka cii kǝ kyalmaru ar taakiya maay ciig ma gǝtlah biyi?
2e0f0d004e	Akwama ba maay ciig ma gǝtlah biya, mbats ciyiit bi Kǝristi ma gǝtlah biya.
2e0f0e0081	Akwama ba ciyiit bi Kǝristi ma gǝtlah biya, mbats taa ǝlbǝg marawamnda ba gyagyaana, fadghǝraru dlaɓa nalnǝg ba gyagyaana.
2e0f0f00dd	Nalnǝg taaki, tagamndatag kǝ fiid tǝghǝr kǝ Daadamazhigǝla, aɗaba tagamndatag kǝ ǝlbǝg tǝghǝr kǝ Daadamazhigǝl taakiya cighantciig kǝ Kǝristi, akwama ba cighant biya, bak jiijiir maay ciig ma gǝtlah biya.
2e0f100056	Akwama maay ciig ma gǝtlah biya, mbats Kǝristi ndakwani ciyavant bi ma gǝtlah biya.
2e0f110076	Akwama ba ciyavant bi Kǝristi biya, mbats fadǝghǝraru ba gyaagyaana, bakǝvakwan am ba ndzǝgaan ba ma haipaharuwa.
2e0f12002f	Mbats lii ǝmtsahara ma Kǝristi zaharazahǝga.
2e0f130074	Akwama fantaara miyam ma Kǝristi ba kwakyarvad ndzǝgan kaltiya, mbats jiyamujig aanji ba war kǝ dǝga zhuwadaala.
2e0f1400a3	Bak jiijiira, ciyavantcig Kǝristi ma gǝtlaha. Iin nǝ dǝga zunngw kǝ ciig ma gǝtlaha. Ba pakkat maradamarǝg wan taakiya lii ǝmtsaharaǝmtsahǝg ar da ciiga.
2e0f15005e	Sǝghǝv tǝdvad uud tsaw nǝ ǝmtsǝga, bandkwah dlaɓ ciig ma gǝtlah sǝghǝv tǝdvad uuda.
2e0f160067	Bandkwa ǝmtsǝg nǝ uud baɗǝm mbakyarvad Adamu, da ciiyav dlaɓ nǝ uud baɗǝm mbakyarvad Kǝristi.
