010000000c	בראשית
1e01020083	ויאמר--יהוה מציון ישאג ומירושלם יתן קולו ואבלו נאות הרעים ויבש ראש הכרמל
1e0103008e	כה אמר יהוה על שלשה פשעי דמשק ועל ארבעה לא אשיבנו על דושם בחרצות הברזל את הגלעד
1e01040047	ושלחתי אש בבית חזאל ואכלה ארמנות בן הדד
1e01050096	ושברתי בריח דמשק והכרתי יושב מבקעת און ותומך שבט מבית עדן וגלו עם ארם קירה אמר יהוה
1e01060092	כה אמר יהוה על שלשה פשעי עזה ועל ארבעה לא אשיבנו על הגלותם גלות שלמה להסגיר לאדום
1e0107003d	ושלחתי אש בחומת עזה ואכלה ארמנתיה
1e010800a8	והכרתי יושב מאשדוד ותומך שבט מאשקלון והשיבותי ידי על עקרון ואבדו שארית פלשתים--אמר אדני יהוה
1e010900a5	כה אמר יהוה על שלשה פשעי צר ועל ארבעה לא אשיבנו על הסגירם גלות שלמה לאדום ולא זכרו ברית אחים
1e010a003d	ושלחתי אש בחומת צר ואכלה ארמנותיה
1e010b00c2	כה אמר יהוה על שלשה פשעי אדום ועל ארבעה לא אשיבנו על רדפו בחרב אחיו ושחת רחמיו ויטרף לעד אפו ועברתו שמרה נצח
1e010c003d	ושלחתי אש בתימן ואכלה ארמנות בצרה
1e010d00a5	כה אמר יהוה על שלשה פשעי בני עמון ועל ארבעה לא אשיבנו על בקעם הרות הגלעד למען הרחיב את גבולם
1e010e0079	והצתי אש בחומת רבה ואכלה ארמנותיה בתרועה ביום מלחמה בסער ביום סופה
1e010f0047	והלך מלכם בגולה הוא ושריו יחדו אמר יהוה
1e0201008a	כה אמר יהוה על שלשה פשעי מואב ועל ארבעה לא אשיבנו על שרפו עצמות מלך אדום לשיד
1e0202007b	ושלחתי אש במואב ואכלה ארמנות הקריות ומת בשאון מואב בתרועה בקול שופר
1e02030052	והכרתי שופט מקרבה וכל שריה אהרוג עמו אמר יהוה
1e020400da	כה אמר יהוה על שלשה פשעי יהודה ועל ארבעה לא אשיבנו על מאסם את תורת יהוה וחקיו לא שמרו ויתעום כזביהם אשר הלכו אבותם אחריהם
1e02050043	ושלחתי אש ביהודה ואכלה ארמנות ירושלם
1e0206009d	כה אמר יהוה על שלשה פשעי ישראל ועל ארבעה לא אשיבנו על מכרם בכסף צדיק ואביון בעבור נעלים
1e0207009c	השאפים על עפר ארץ בראש דלים ודרך ענוים יטו ואיש ואביו ילכו אל הנערה למען חלל את שם קדשי
1e0208006b	ועל בגדים חבלים יטו אצל כל מזבח ויין ענושים ישתו בית אלהיהם
1e020900ac	ואנכי השמדתי את האמרי מפניהם אשר כגבה ארזים גבהו וחסן הוא כאלונים ואשמיד פריו ממעל ושרשיו מתחת
1e020a0087	ואנכי העליתי אתכם מארץ מצרים ואולך אתכם במדבר ארבעים שנה לרשת את ארץ האמרי
1e020b007d	ואקים מבניכם לנביאים ומבחוריכם לנזרים האף אין זאת בני ישראל נאם יהוה
1e020c005d	ותשקו את הנזרים יין ועל הנביאים צויתם לאמר לא תנבאו
1e020d005b	הנה אנכי מעיק תחתיכם כאשר תעיק העגלה המלאה לה עמיר
1e020e0058	ואבד מנוס מקל וחזק לא יאמץ כחו וגבור לא ימלט נפשו
1e020f006a	ותפש הקשת לא יעמד וקל ברגליו לא ימלט ורכב הסוס לא ימלט נפשו
1e02100055	ואמיץ לבו בגבורים--ערום ינוס ביום ההוא נאם יהוה
1e0301009a	שמעו את הדבר הזה אשר דבר יהוה עליכם--בני ישראל על כל המשפחה אשר העליתי מארץ מצרים לאמר
1e0302006e	רק אתכם ידעתי מכל משפחות האדמה על כן אפקד עליכם את כל עונתיכם
1e03030035	הילכו שנים יחדו בלתי אם נועדו
1e0304006e	הישאג אריה ביער וטרף אין לו היתן כפיר קולו ממענתו בלתי אם לכד
1e03050076	התפל צפור על פח הארץ ומוקש אין לה היעלה פח מן האדמה ולכוד לא ילכוד
1e0306006b	אם יתקע שופר בעיר ועם לא יחרדו אם תהיה רעה בעיר ויהוה לא עשה
1e03070064	כי לא יעשה אדני יהוה דבר כי אם גלה סודו אל עבדיו הנביאים
1e0308004e	אריה שאג מי לא יירא אדני יהוה דבר מי לא ינבא
1e030900c2	השמיעו על ארמנות באשדוד ועל ארמנות בארץ מצרים ואמרו האספו על הרי שמרון וראו מהומת רבות בתוכה ועשוקים בקרבה
1e030a0063	ולא ידעו עשות נכחה נאם יהוה האוצרים חמס ושד בארמנותיהם
1e030b0074	לכן כה אמר אדני יהוה צר וסביב הארץ והוריד ממך עזך ונבזו ארמנותיך
1e030c00c5	כה אמר יהוה כאשר יציל הרעה מפי הארי שתי כרעים או בדל אזן--כן ינצלו בני ישראל הישבים בשמרון בפאת מטה ובדמשק ערש
1e030d0057	שמעו והעידו בבית יעקב--נאם אדני יהוה אלהי הצבאות
1e030e0096	כי ביום פקדי פשעי ישראל--עליו ופקדתי על מזבחות בית אל ונגדעו קרנות המזבח ונפלו לארץ
1e030f0076	והכיתי בית החרף על בית הקיץ ואבדו בתי השן וספו בתים רבים--נאם יהוה
1e040100a5	שמעו הדבר הזה פרות הבשן אשר בהר שמרון העשקות דלים הרצצות אביונים האמרת לאדניהם הביאה ונשתה
1e04020092	נשבע אדני יהוה בקדשו כי הנה ימים באים עליכם ונשא אתכם בצנות ואחריתכן בסירות דוגה
1e04030057	ופרצים תצאנה אשה נגדה והשלכתנה ההרמונה נאם יהוה
1e04040082	באו בית אל ופשעו הגלגל הרבו לפשע והביאו לבקר זבחיכם לשלשת ימים מעשרתיכם
1e0405007d	וקטר מחמץ תודה וקראו נדבות השמיעו כי כן אהבתם בני ישראל נאם אדני יהוה
1e04060092	וגם אני נתתי לכם נקיון שנים בכל עריכם וחסר לחם בכל מקומתיכם ולא שבתם עדי נאם יהוה
1e040700eb	וגם אנכי מנעתי מכם את הגשם בעוד שלשה חדשים לקציר והמטרתי על עיר אחת ועל עיר אחת לא אמטיר חלקה אחת תמטר וחלקה אשר לא תמטיר עליה תיבש
1e04080080	ונעו שתים שלש ערים אל עיר אחת לשתות מים--ולא ישבעו ולא שבתם עדי נאם יהוה
1e040900b0	הכיתי אתכם בשדפון ובירקון--הרבות גנותיכם וכרמיכם ותאניכם וזיתיכם יאכל הגזם ולא שבתם עדי נאם יהוה
1e040a00bc	שלחתי בכם דבר בדרך מצרים--הרגתי בחרב בחוריכם עם שבי סוסיכם ואעלה באש מחניכם ובאפכם ולא שבתם עדי נאם יהוה
1e040b0092	הפכתי בכם כמהפכת אלהים את סדם ואת עמרה ותהיו כאוד מצל משרפה ולא שבתם עדי נאם יהוה
1e040c006f	לכן כה אעשה לך ישראל עקב כי זאת אעשה לך הכון לקראת אלהיך ישראל
1e040d00a7	כי הנה יוצר הרים וברא רוח ומגיד לאדם מה שחו עשה שחר עיפה ודרך על במתי ארץ--יהוה אלהי צבאות שמו
1e0501005b	שמעו את הדבר הזה אשר אנכי נשא עליכם קינה--בית ישראל
1e05020060	נפלה לא תוסיף קום בתולת ישראל נטשה על אדמתה אין מקימה
1e0503008d	כי כה אמר אדני יהוה העיר היצאת אלף תשאיר מאה והיוצאת מאה תשאיר עשרה לבית ישראל
1e05040043	כי כה אמר יהוה לבית ישראל דרשוני וחיו
1e05050098	ואל תדרשו בית אל והגלגל לא תבאו ובאר שבע לא תעברו כי הגלגל גלה יגלה ובית אל יהיה לאון
1e0506006f	דרשו את יהוה וחיו פן יצלח כאש בית יוסף ואכלה ואין מכבה לבית אל
1e0507003f	ההפכים ללענה משפט וצדקה לארץ הניחו
1e050800a0	עשה כימה וכסיל והפך לבקר צלמות ויום לילה החשיך הקורא למי הים וישפכם על פני הארץ--יהוה שמו
1e05090039	המבליג שד על עז ושד על מבצר יבוא
1e050a0039	שנאו בשער מוכיח ודבר תמים יתעבו
1e050b00b0	לכן יען בושסכם על דל ומשאת בר תקחו ממנו--בתי גזית בניתם ולא תשבו בם כרמי חמד נטעתם ולא תשתו את יינם
1e050c0084	כי ידעתי רבים פשעיכם ועצמים חטאתיכם צררי צדיק לקחי כפר ואביונים בשער הטו
1e050d0043	לכן המשכיל בעת ההיא--ידם כי עת רעה היא
1e050e0076	דרשו טוב ואל רע למען תחיו ויהי כן יהוה אלהי צבאות אתכם--כאשר אמרתם
1e050f0082	שנאו רע ואהבו טוב והציגו בשער משפט אולי יחנן יהוה אלהי צבאות--שארית יוסף
1e051000bc	לכן כה אמר יהוה אלהי צבאות אדני בכל רחבות מספד ובכל חוצות יאמרו הו הו וקראו אכר אל אבל ומספד אל יודעי נהי
1e05110045	ובכל כרמים מספד כי אעבר בקרבך אמר יהוה
1e05120069	הוי המתאוים את יום יהוה למה זה לכם יום יהוה הוא חשך ולא אור
1e0513007f	כאשר ינוס איש מפני הארי ופגעו הדב ובא הבית--וסמך ידו על הקיר ונשכו הנחש
1e05140047	הלא חשך יום יהוה ולא אור ואפל ולא נגה לו
1e05150041	שנאתי מאסתי חגיכם ולא אריח בעצרתיכם
1e05160065	כי אם תעלו לי עלות ומנחתיכם לא ארצה ושלם מריאיכם לא אביט
1e05170045	הסר מעלי המון שריך וזמרת נבליך לא אשמע
1e05180037	ויגל כמים משפט וצדקה כנחל איתן
1e05190059	הזבחים ומנחה הגשתם לי במדבר ארבעים שנה--בית ישראל
1e051a0072	ונשאתם את סכות מלככם ואת כיון צלמיכם--כוכב אלהיכם אשר עשיתם לכם
1e051b0058	והגליתי אתכם מהלאה לדמשק אמר יהוה אלהי צבאות שמו
1e06010082	הוי השאננים בציון והבטחים בהר שמרון נקבי ראשית הגוים ובאו להם בית ישראל
1e060200a0	עברו כלנה וראו ולכו משם חמת רבה ורדו גת פלשתים הטובים מן הממלכות האלה--אם רב גבולם מגבלכם
1e06030035	המנדים ליום רע ותגשון שבת חמס
1e0604007c	השכבים על מטות שן וסרחים על ערשותם ואכלים כרים מצאן ועגלים מתוך מרבק
1e06050048	הפרטים על פי הנבל כדויד חשבו להם כלי שיר
1e06060066	השתים במזרקי יין וראשית שמנים ימשחו ולא נחלו על שבר יוסף
1e06070045	לכן עתה יגלו בראש גלים וסר מרזח סרוחים
1e060800af	נשבע אדני יהוה בנפשו נאם יהוה אלהי צבאות מתאב אנכי את גאון יעקב וארמנתיו שנאתי והסגרתי עיר ומלאה
1e06090046	והיה אם יותרו עשרה אנשים בבית אחד--ומתו
1e060a00c3	ונשאו דודו ומסרפו להוציא עצמים מן הבית ואמר לאשר בירכתי הבית העוד עמך ואמר אפס ואמר הס כי לא להזכיר בשם יהוה
1e060b0066	כי הנה יהוה מצוה והכה הבית הגדול רסיסים והבית הקטן בקעים
1e060c007c	הירצון בסלע סוסים אם יחרוש בבקרים כי הפכתם לראש משפט ופרי צדקה ללענה
1e060d005b	השמחים ללא דבר האמרים--הלוא בחזקנו לקחנו לנו קרנים
1e060e009e	כי הנני מקים עליכם בית ישראל נאם יהוה אלהי הצבאות--גוי ולחצו אתכם מלבוא חמת עד נחל הערבה
1e0701007f	כה הראני אדני יהוה והנה יוצר גבי בתחלת עלות הלקש והנה לקש--אחר גזי המלך
1e07020085	והיה אם כלה לאכול את עשב הארץ ואמר אדני יהוה סלח נא מי יקום יעקב כי קטן הוא
1e07030039	נחם יהוה על זאת לא תהיה אמר יהוה
1e0704008a	כה הראני אדני יהוה והנה קרא לרב באש אדני יהוה ותאכל את תהום רבה ואכלה את החלק
1e07050051	ואמר אדני יהוה חדל נא--מי יקום יעקב כי קטן הוא
1e0706004e	נחם יהוה על זאת גם היא לא תהיה אמר אדני יהוה
1e0707004f	כה הראני והנה אדני נצב על חומת אנך ובידו אנך
1e070800b0	ויאמר יהוה אלי מה אתה ראה עמוס ואמר אנך ויאמר אדני הנני שם אנך בקרב עמי ישראל--לא אוסיף עוד עבור לו
1e0709006a	ונשמו במות ישחק ומקדשי ישראל יחרבו וקמתי על בית ירבעם בחרב
1e070a00bf	וישלח אמציה כהן בית אל אל ירבעם מלך ישראל לאמר קשר עליך עמוס בקרב בית ישראל--לא תוכל הארץ להכיל את כל דבריו
1e070b0066	כי כה אמר עמוס בחרב ימות ירבעם וישראל--גלה יגלה מעל אדמתו
1e070c0077	ויאמר אמציה אל עמוס חזה לך ברח לך אל ארץ יהודה ואכל שם לחם ושם תנבא
1e070d0066	ובית אל לא תוסיף עוד להנבא כי מקדש מלך הוא ובית ממלכה הוא
1e070e008e	ויען עמוס ויאמר אל אמציה לא נביא אנכי ולא בן נביא אנכי כי בוקר אנכי ובולס שקמים
1e070f0069	ויקחני יהוה מאחרי הצאן ויאמר אלי יהוה לך הנבא אל עמי ישראל
1e07100070	ועתה שמע דבר יהוה אתה אמר לא תנבא על ישראל ולא תטיף על בית ישחק
1e071100d7	לכן כה אמר יהוה אשתך בעיר תזנה ובניך ובנתיך בחרב יפלו ואדמתך בחבל תחלק ואתה על אדמה טמאה תמות וישראל גלה יגלה מעל אדמתו
1e0801003a	כה הראני אדני יהוה והנה כלוב קיץ
1e080200a3	ויאמר מה אתה ראה עמוס ואמר כלוב קיץ ויאמר יהוה אלי בא הקץ אל עמי ישראל--לא אוסיף עוד עבור לו
1e0803007c	והילילו שירות היכל ביום ההוא--נאם אדני יהוה רב הפגר בכל מקום השליך הס
1e0804004f	שמעו זאת השאפים אביון ולשבית ענוי (עניי) ארץ
1e080500a0	לאמר מתי יעבר החדש ונשבירה שבר והשבת ונפתחה בר--להקטין איפה ולהגדיל שקל ולעות מאזני מרמה
1e08060058	לקנות בכסף דלים ואביון בעבור נעלים ומפל בר נשביר
1e0807004e	נשבע יהוה בגאון יעקב אם אשכח לנצח כל מעשיהם
1e08080096	העל זאת לא תרגז הארץ ואבל כל יושב בה ועלתה כאר כלה ונגרשה ונשקה (ונשקעה) כיאור מצרים
1e0809007e	והיה ביום ההוא נאם אדני יהוה והבאתי השמש בצהרים והחשכתי לארץ ביום אור
1e080a00c0	והפכתי חגיכם לאבל וכל שיריכם לקינה והעליתי על כל מתנים שק ועל כל ראש קרחה ושמתיה כאבל יחיד ואחריתה כיום מר
1e080b00a7	הנה ימים באים נאם אדני יהוה והשלחתי רעב בארץ לא רעב ללחם ולא צמא למים--כי אם לשמע את דברי יהוה
1e080c0073	ונעו מים עד ים ומצפון ועד מזרח ישוטטו לבקש את דבר יהוה ולא ימצאו
1e080d0053	ביום ההוא תתעלפנה הבתולת היפות והבחורים--בצמא
1e080e0084	הנשבעים באשמת שמרון ואמרו חי אלהיך דן וחי דרך באר שבע ונפלו ולא יקומו עוד
1e090100da	ראיתי את אדני נצב על המזבח ויאמר הך הכפתור וירעשו הספים ובצעם בראש כלם ואחריתם בחרב אהרג לא ינוס להם נס ולא ימלט להם פליט
1e09020061	אם יחתרו בשאול משם ידי תקחם ואם יעלו השמים--משם אורידם
1e090300a4	ואם יחבאו בראש הכרמל משם אחפש ולקחתים ואם יסתרו מנגד עיני בקרקע הים--משם אצוה את הנחש ונשכם
1e09040093	ואם ילכו בשבי לפני איביהם משם אצוה את החרב והרגתם ושמתי עיני עליהם לרעה ולא לטובה
1e09050099	ואדני יהוה הצבאות הנוגע בארץ ותמוג ואבלו כל יושבי בה ועלתה כיאר כלה ושקעה כיאר מצרים
1e0906008e	הבונה בשמים מעלותו ואגדתו על ארץ יסדה הקרא למי הים וישפכם על פני הארץ--יהוה שמו
1e090700b4	הלוא כבני כשיים אתם לי בני ישראל נאם יהוה הלוא את ישראל העליתי מארץ מצרים ופלשתיים מכפתור וארם מקיר
1e090800b5	הנה עיני אדני יהוה בממלכה החטאה והשמדתי אתה מעל פני האדמה אפס כי לא השמיד אשמיד את בית יעקב--נאם יהוה
1e09090092	כי הנה אנכי מצוה והנעותי בכל הגוים את בית ישראל כאשר ינוע בכברה ולא יפול צרור ארץ
1e090a0067	בחרב ימותו כל חטאי עמי האמרים לא תגיש ותקדים בעדינו--הרעה
1e090b0092	ביום ההוא אקים את סכת דויד הנפלת וגדרתי את פרציהן והרסתיו אקים ובניתיה כימי עולם
1e090c007e	למען יירשו את שארית אדום וכל הגוים אשר נקרא שמי עליהם נאם יהוה עשה זאת
1e090d00af	הנה ימים באים נאם יהוה ונגש חורש בקצר ודרך ענבים במשך הזרע והטיפו ההרים עסיס וכל הגבעות תתמוגגנה
1e090e00ac	ושבתי את שבות עמי ישראל ובנו ערים נשמות וישבו ונטעו כרמים ושתו את יינם ועשו גנות ואכלו את פריהם
1e090f007c	ונטעתים על אדמתם ולא ינתשו עוד מעל אדמתם אשר נתתי להם--אמר יהוה אלהיך
1f0000000a	עבדיה
1f010100aa	חזון עבדיה כה אמר אדני יהוה לאדום שמועה שמענו מאת יהוה וציר בגוים שלח--קומו ונקומה עליה למלחמה
1f0102003a	הנה קטן נתתיך בגוים בזוי אתה מאד
1f01030070	זדון לבך השיאך שכני בחגוי סלע מרום שבתו אמר בלבו מי יורדני ארץ
1f01040066	אם תגביה כנשר ואם בין כוכבים שים קנך--משם אורידך נאם יהוה
1f010500a1	אם גנבים באו לך אם שודדי לילה--איך נדמיתה הלוא יגנבו דים אם בצרים באו לך הלוא ישאירו עללות
1f0106002e	איך נחפשו עשו נבעו מצפניו
1f010700a1	עד הגבול שלחוך כל אנשי בריתך--השיאוך יכלו לך אנשי שלמך לחמך ישימו מזור תחתיך--אין תבונה בו
1f0108006a	הלוא ביום ההוא נאם יהוה והאבדתי חכמים מאדום ותבונה מהר עשו
1f0109004e	וחתו גבוריך תימן למען יכרת איש מהר עשו מקטל
1f010a0042	מחמס אחיך יעקב תכסך בושה ונכרת לעולם
1f010b009c	ביום עמדך מנגד ביום שבות זרים חילו ונכרים באו שערו ועל ירושלם ידו גורל--גם אתה כאחד מהם
1f010c008e	ואל תרא ביום אחיך ביום נכרו ואל תשמח לבני יהודה ביום אבדם ואל תגדל פיך ביום צרה
1f010d0095	אל תבוא בשער עמי ביום אידם אל תרא גם אתה ברעתו ביום אידו ואל תשלחנה בחילו ביום אידו
1f010e0069	ואל תעמד על הפרק להכרית את פליטיו ואל תסגר שרידיו ביום צרה
1f010f006f	כי קרוב יום יהוה על כל הגוים כאשר עשית יעשה לך גמלך ישוב בראשך
1f01100078	כי כאשר שתיתם על הר קדשי ישתו כל הגוים תמיד ושתו ולעו והיו כלוא היו
1f01110064	ובהר ציון תהיה פליטה והיה קדש וירשו בית יעקב את מורשיהם
1f011200ac	והיה בית יעקב אש ובית יוסף להבה ובית עשו לקש ודלקו בהם ואכלום ולא יהיה שריד לבית עשו כי יהוה דבר
1f0113009b	וירשו הנגב את הר עשו והשפלה את פלשתים וירשו את שדה אפרים ואת שדה שמרון ובנימן את הגלעד
1f01140093	וגלת החל הזה לבני ישראל אשר כנענים עד צרפת וגלת ירושלם אשר בספרד--ירשו את ערי הנגב
1f01150062	ועלו מושעים בהר ציון לשפט את הר עשו והיתה ליהוה המלוכה
2000000008	יונה
200101003d	ויהי דבר יהוה אל יונה בן אמתי לאמר
2001020064	קום לך אל נינוה העיר הגדולה--וקרא עליה כי עלתה רעתם לפני
20010300c4	ויקם יונה לברח תרשישה מלפני יהוה וירד יפו וימצא אניה באה תרשיש ויתן שכרה וירד בה לבוא עמהם תרשישה מלפני יהוה
2001040072	ויהוה הטיל רוח גדולה אל הים ויהי סער גדול בים והאניה חשבה להשבר
20010500d1	וייראו המלחים ויזעקו איש אל אלהיו ויטלו את הכלים אשר באניה אל הים להקל מעליהם ויונה ירד אל ירכתי הספינה וישכב וירדם
200106009b	ויקרב אליו רב החבל ויאמר לו מה לך נרדם קום קרא אל אלהיך--אולי יתעשת האלהים לנו ולא נאבד
20010700ab	ויאמרו איש אל רעהו לכו ונפילה גורלות ונדעה בשלמי הרעה הזאת לנו ויפלו גורלות ויפל הגורל על יונה
20010800a5	ויאמרו אליו--הגידה נא לנו באשר למי הרעה הזאת לנו מה מלאכתך ומאין תבוא--מה ארצך ואי מזה עם אתה
2001090085	ויאמר אליהם עברי אנכי ואת יהוה אלהי השמים אני ירא אשר עשה את הים ואת היבשה
20010a00b0	וייראו האנשים יראה גדולה ויאמרו אליו מה זאת עשית כי ידעו האנשים כי מלפני יהוה הוא ברח--כי הגיד להם
20010b0065	ויאמרו אליו מה נעשה לך וישתק הים מעלינו כי הים הולך וסער
20010c00a3	ויאמר אליהם שאוני והטילני אל הים וישתק הים מעליכם כי יודע אני כי בשלי הסער הגדול הזה עליכם
20010d006e	ויחתרו האנשים להשיב אל היבשה--ולא יכלו כי הים הולך וסער עליהם
20010e00bc	ויקראו אל יהוה ויאמרו אנה יהוה אל נא נאבדה בנפש האיש הזה ואל תתן עלינו דם נקיא כי אתה יהוה כאשר חפצת עשית
20010f004e	וישאו את יונה ויטלהו אל הים ויעמד הים מזעפו
2001100070	וייראו האנשים יראה גדולה את יהוה ויזבחו זבח ליהוה וידרו נדרים
2001110080	וימן יהוה דג גדול לבלע את יונה ויהי יונה במעי הדג שלשה ימים ושלשה לילות
2002010040	ויתפלל יונה אל יהוה אלהיו ממעי הדגה
200202006e	ויאמר קראתי מצרה לי אל יהוה--ויענני מבטן שאול שועתי שמעת קולי
2002030070	ותשליכני מצולה בלבב ימים ונהר יסבבני כל משבריך וגליך עלי עברו
2002040066	ואני אמרתי נגרשתי מנגד עיניך אך אוסיף להביט אל היכל קדשך
2002050050	אפפוני מים עד נפש תהום יסבבני סוף חבוש לראשי
2002060071	לקצבי הרים ירדתי הארץ ברחיה בעדי לעולם ותעל משחת חיי יהוה אלהי
200207006b	בהתעטף עלי נפשי את יהוה זכרתי ותבוא אליך תפלתי אל היכל קדשך
2002080031	משמרים הבלי שוא--חסדם יעזבו
200209005f	ואני בקול תודה אזבחה לך אשר נדרתי אשלמה ישועתה ליהוה
20020a0041	ויאמר יהוה לדג ויקא את יונה אל היבשה
2003010038	ויהי דבר יהוה אל יונה שנית לאמר
2003020075	קום לך אל נינוה העיר הגדולה וקרא אליה את הקריאה אשר אנכי דבר אליך
200303008e	ויקם יונה וילך אל נינוה--כדבר יהוה ונינוה היתה עיר גדולה לאלהים--מהלך שלשת ימים
2003040083	ויחל יונה לבוא בעיר מהלך יום אחד ויקרא ויאמר עוד ארבעים יום ונינוה נהפכת
2003050076	ויאמינו אנשי נינוה באלהים ויקראו צום וילבשו שקים מגדולם ועד קטנם
2003060082	ויגע הדבר אל מלך נינוה ויקם מכסאו ויעבר אדרתו מעליו ויכס שק וישב על האפר
20030700b5	ויזעק ויאמר בנינוה מטעם המלך וגדליו לאמר האדם והבהמה הבקר והצאן אל יטעמו מאומה--אל ירעו ומים אל ישתו
200308009d	ויתכסו שקים האדם והבהמה ויקראו אל אלהים בחזקה וישבו איש מדרכו הרעה ומן החמס אשר בכפיהם
2003090055	מי יודע ישוב ונחם האלהים ושב מחרון אפו ולא נאבד
20030a009c	וירא האלהים את מעשיהם כי שבו מדרכם הרעה וינחם האלהים על הרעה אשר דבר לעשות להם--ולא עשה
2004010036	וירע אל יונה רעה גדולה ויחר לו
2004020102	ויתפלל אל יהוה ויאמר אנה יהוה הלוא זה דברי עד היותי על אדמתי--על כן קדמתי לברח תרשישה כי ידעתי כי אתה אל חנון ורחום ארך אפים ורב חסד ונחם על הרעה
2004030050	ועתה יהוה קח נא את נפשי ממני כי טוב מותי מחיי
200404002a	ויאמר יהוה ההיטב חרה לך
200405009b	ויצא יונה מן העיר וישב מקדם לעיר ויעש לו שם סכה וישב תחתיה בצל עד אשר יראה מה יהיה בעיר
20040600b9	וימן יהוה אלהים קיקיון ויעל מעל ליונה להיות צל על ראשו להציל לו מרעתו וישמח יונה על הקיקיון שמחה גדולה
2004070065	וימן האלהים תולעת בעלות השחר למחרת ותך את הקיקיון וייבש
20040800c3	ויהי כזרח השמש וימן אלהים רוח קדים חרישית ותך השמש על ראש יונה ויתעלף וישאל את נפשו למות ויאמר טוב מותי מחיי
200409007a	ויאמר אלהים אל יונה ההיטב חרה לך על הקיקיון ויאמר היטב חרה לי עד מות
20040a0090	ויאמר יהוה--אתה חסת על הקיקיון אשר לא עמלת בו ולא גדלתו שבן לילה היה ובן לילה אבד
20040b00bd	ואני לא אחוס על נינוה העיר הגדולה--אשר יש בה הרבה משתים עשרה רבו אדם אשר לא ידע בין ימינו לשמאלו ובהמה רבה
2100000008	מיכה
21010100a0	דבר יהוה אשר היה אל מיכה המרשתי בימי יותם אחז יחזקיה מלכי יהודה--אשר חזה על שמרון וירושלם
210102007d	שמעו עמים כלם הקשיבי ארץ ומלאה ויהי אדני יהוה בכם לעד אדני מהיכל קדשו
210103005c	כי הנה יהוה יצא ממקומו וירד ודרך על במותי (במתי) ארץ
2101040076	ונמסו ההרים תחתיו והעמקים יתבקעו כדונג מפני האש כמים מגרים במורד
2101050098	בפשע יעקב כל זאת ובחטאות בית ישראל מי פשע יעקב הלוא שמרון ומי במות יהודה הלוא ירושלם
210106006c	ושמתי שמרון לעי השדה למטעי כרם והגרתי לגי אבניה ויסדיה אגלה
21010700ac	וכל פסיליה יכתו וכל אתנניה ישרפו באש וכל עצביה אשים שממה כי מאתנן זונה קבצה ועד אתנן זונה ישובו
2101080089	על זאת אספדה ואילילה אילכה שילל (שולל) וערום אעשה מספד כתנים ואבל כבנות יענה
2101090065	כי אנושה מכותיה כי באה עד יהודה--נגע עד שער עמי עד ירושלם
21010a0065	בגת אל תגידו--בכו אל תבכו בבית לעפרה עפר התפלשתי (התפלשי)
21010b0088	עברי לכם יושבת שפיר עריה בשת לא יצאה יושבת צאנן--מספד בית האצל יקח מכם עמדתו
21010c005f	כי חלה לטוב יושבת מרות כי ירד רע מאת יהוה לשער ירושלם
21010d0084	רתם המרכבה לרכש יושבת לכיש ראשית חטאת היא לבת ציון כי בך נמצאו פשעי ישראל
21010e0064	לכן תתני שלוחים על מורשת גת בתי אכזיב לאכזב למלכי ישראל
21010f0058	עד הירש אבי לך יושבת מרשה עד עדלם יבוא כבוד ישראל
210110005e	קרחי וגזי על בני תענוגיך הרחבי קרחתך כנשר כי גלו ממך
210201006f	הוי חשבי און ופעלי רע על משכבותם באור הבקר יעשוה כי יש לאל ידם
2102020067	וחמדו שדות וגזלו ובתים ונשאו ועשקו גבר וביתו ואיש ונחלתו
21020300ae	לכן כה אמר יהוה הנני חשב על המשפחה הזאת רעה אשר לא תמישו משם צוארתיכם ולא תלכו רומה--כי עת רעה היא
21020400aa	ביום ההוא ישא עליכם משל ונהה נהי נהיה אמר שדוד נשדנו--חלק עמי ימיר איך ימיש לי לשובב שדינו יחלק
2102050048	לכן לא יהיה לך משליך חבל בגורל בקהל יהוה
2102060048	אל תטפו יטיפון לא יטפו לאלה לא יסג כלמות
2102070081	האמור בית יעקב הקצר רוח יהוה--אם אלה מעלליו הלוא דברי ייטיבו עם הישר הלך
2102080077	ואתמול עמי לאויב יקומם ממול שלמה אדר תפשטון מעברים בטח שובי מלחמה
210209005f	נשי עמי תגרשון מבית תענגיה מעל עלליה תקחו הדרי לעולם
21020a005e	קומו ולכו כי לא זאת המנוחה בעבור טמאה תחבל וחבל נמרץ
21020b0069	לו איש הלך רוח ושקר כזב אטף לך ליין ולשכר והיה מטיף העם הזה
21020c009f	אסף אאסף יעקב כלך קבץ אקבץ שארית ישראל--יחד אשימנו כצאן בצרה כעדר בתוך הדברו תהימנה מאדם
21020d0081	עלה הפרץ לפניהם--פרצו ויעברו שער ויצאו בו ויעבר מלכם לפניהם ויהוה בראשם
2103010070	ואמר שמעו נא ראשי יעקב וקציני בית ישראל הלוא לכם לדעת את המשפט
2103020066	שנאי טוב ואהבי רעה (רע) גזלי עורם מעליהם ושארם מעל עצמותם
210303009d	ואשר אכלו שאר עמי ועורם מעליהם הפשיטו ואת עצמתיהם פצחו ופרשו כאשר בסיר וכבשר בתוך קלחת
2103040082	אז יזעקו אל יהוה ולא יענה אותם ויסתר פניו מהם בעת ההיא כאשר הרעו מעלליהם
