010000000b	Bhaa-bhaana
3e030d0064	Rampaakanamo sumai, e manga witinaiku, bholi umente ande ingkomiu abancikomiu manga miana dunia sii.
3e030e00d0	Ingkita tamataua ande talimbamo minaaka i mate, tee sii-sii tapindamo i nuncana dhadhi. Giu incia sumai tamataua roonamo tamaasiaka manga witinaita. Mia inda momaasiakana witinai rangana apokana tee mia mate.
3e030f008f	Incema mobancina witinaina, incia satotuuna o pande pekamatena mia, tee ingkomiu umataua ande o mia mboo sumai inda apotibhaaka dhadhi mobakaa.
3e031000b0	Tee mboo sumai ingkita tamataua o maʼanana kaasi, mboomo Isa padhamo apasaraakaaka inyawana to ingkita. Sumaimo ingkita uka alaenga tapasaraakaaka inyawata to manga witinaita.
3e031100c0	Incema-incema mokoharataana i dunia, maka wakutuuna incia akamata witinaina akakuranga incia inda amaasi incana, tuaapa amembali o kaasina Aulataʼala amboore i nuncana karona mia incia sumai?
3e03120092	E manga anaku, bholi tangkanamo soo dhelata atawa soo pogauta ande ingkita padhamo tamaasiaka manga witinaita, maka tabeana tapewaua tee kabanara.
3e031300a2	Tee mboo sumai, ingkita tamataua ande o asalata aminaaka i kabanara. Rampaakanamo sumai amembali tapayaakini ngangarandata i aroana Aulataʼala i nuncana tadoʼa;
3e03140089	roonamo ande o ngangarandata mangapasala, tamataua uka Aulataʼala alabhi o kaogena minaaka i ngangarandata tee bhari-bharia giu amataua.
3e0315009b	E manga witinai imaasiakaku, ande o ngangarandata inda mangapasala, sumaimo ingkita tamembali tapoaro tee Aulataʼala alaloi doʼa tee inda tanamisi kaeka,
3e03160098	tee opeapo uka iemanita, ingkita tapotibhaakea minaaka i Incia, roonamo ingkita tataʼati bhari-bharia parintana Aulataʼala tee tapewaua opea ipeeluna.
3e031700b7	Siimo parintana Aulataʼala, mamudhaakana ingkita taparacaea tee sarona Isa Al Masi, siitumo o Ana moumbana minaaka i Aulataʼala, tee tapomaamaasiaka mboomo iparintaakana to ingkita.
3e031800ef	Mia motaʼatina manga parintana adhadhi aposaangu tee Aulataʼala, tee Aulataʼala aposaangu uka tee manga incia. Tee mboo sumai ingkita tamataua ande o Aulataʼala aposaangu tee ingkita, roonamo Incia padhamo mangadhawu Rohina to ingkita.
3e040100ff	E manga witinai imaasiakaku, bholi uparacaea tee bhari-bharia mia momangakuna atarima rohi minaaka i Aulataʼala, maka tabeana uujia manga rohi sumai aminaaka i Aulataʼala atawa inda, roonamo dunia sii abukeaka tee nabii gau-gau molingkana i iapai-iapai.
3e040200d1	Siimo sala saangu cara to uujiaka rohi sumai ande atotuu Rohina Aulataʼala atawa inda. Ande o rohi sumai aʼakui Isa Al Masi padhamo aumba i dunia amembali maanusia, siitumo rohi asalana aminaaka Aulataʼala.
3e040300f9	Maka manga rohi inda moʼakuina Isa, asalana inda aminaaka i Aulataʼala. Rohi incia sumai satotuuna manga rohi mobhalina Al Masi. Ingkomiu padhamo urangoa ande naile itu manga incia bheaumba, tee sii-sii manga incia adhaangiamo i nuncana dunia sii.
3e040400d7	E manga ana imaasiakaku, asalamiu minaaka i Aulataʼala tee ingkomiu padhamo utalo manga nabii gau-gau sumai, roonamo Rohi modhaangiana i nuncana karomiu alabhi o kaogena minaaka i rohi modhaangiana i nuncana dunia.
3e0405009f	Asalana manga incia minaaka i dunia; rampaakanamo sumai, manga incia tangkanamo apogauaka giu mopokaina tee dunia, tee o dunia uka asana aperangoi manga incia.
3e0406011d	Sainamo, Ingkita sii o asalata aminaaka i Aulataʼala, tee o mia momatauna Aulataʼala bheamangaperangoi, sainamo mia inda mominaakana i Aulataʼala inda bheamangaperangoi. Tee cara mboo sumai ingkita tamembali tamataua o posalana mia mokorohiakana kabanara atawa rohi mopasaladhalana.
3e040700cc	E manga witinai imaasiakaku, maimo ingkita tapomaamaasiaka roonamo kaasi sumai aminaaka i Aulataʼala tee incema momaasina, incia padhamo atarima dhadhi bhaau minaaka i Aulataʼala tee amatau Aulataʼala.
3e04080072	Mia inda momaasina tee mia mosagaanana sumaimo incia inda bheamatau Aulataʼala roonamo Aulataʼala sumai o kaasi.
3e040900b7	Aulataʼala apatokamataaka ande Incia amaasi tee ingkita tee cara alamboko Anana Sakaro-karona i nuncana dunia sii mamudhaakana ingkita tapotibhaaka dhadhi mobakaa alaloi Anana sumai.
3e040a00dd	Mboo siimo kaasi sumai, mencuana ingkita mobhaa-bhaana momaasiakana Aulataʼala, maka Inciamo momaasiakana ingkita tee alamboko Anana amembali kurubani to manga dosata, mamudhaakana ingkita mangapaʼamani tee Aulataʼala.
3e040b0070	E manga witinai imaasiakaku, ande o Aulataʼala mangamaasiaka mpuu, sumaimo ingkita tabeana tapomaamaasiaka uka.
3e040c00b1	Inda samia uka mopadhana mokamatana Aulataʼala, maka ande tapomaamaasiaka, sumaimo Aulataʼala amboore i nuncana karota tee o kaasina Aulataʼala atopamondo i nuncana dhadhita.
3e040d00b2	Tee mboo sumai, ingkita tamembali tamataua ande ingkita tadhadhi taposaangu tee Aulataʼala tee Incia aposaangu tee ingkita, siitumo alaloi Rohi mopadhana idhawuakana to ingkita.
3e040e0080	Tee ingkami uka padhamo takamatea tee tadhawu kasakusii ande o Ama padhamo alamboko Anana to amembali Mopasalaamatina dunia sii.
3e040f00c4	Incemapo uka momangakuna, "Iaku kuparacaea ande o Isa sumai satotuuna o Ana moumbana minaaka i Aulataʼala," sumaimo o Aulataʼala adhadhi aposaangu tee incia, tee incia aposaangu tee Aulataʼala.
3e04100104	Jadi ingkita tamataua tee taparacaea ande o Aulataʼala mangamaasiaka. Aulataʼala sumai o kaasi, tee incemapo motorotorosuna momaasiakana Aulataʼala tee manga witinaita, sumaimo incia aposaangu tee Aulataʼala, tee o Aulataʼala uka amboore i nuncana karona.
3e041100b0	Tee cara mboo sii o kaasina atopamondo i nuncana karota, mamudhaakana ingkita tabarani i eona kahaakimu, roonamo i nuncana dhadhita i dunia sii apokana mboomo dhadhina Al Masi.
3e0412015d	Ande o kaasi sumai adhaangia i nuncana ngangarandata, sumaimo ingkita inda bhetamaeka tee kahaakimuna Aulataʼala. Roonamo mia momaasina tee mpuu-mpuuna incana apaila kaekana. Incemapo uka momaekana to aʼadilia Aulataʼala maʼanana incia dhaangiapo aabhi karona alaenga to atohukumu. Mia momaekana to atohukumu maʼanana kaasina indapo atopamondo.
3e04130099	Ingkita tamembali tamaasiaka Aulataʼala atawa o mia mosagaanana, giu incia sumai tamembali tapewaua roonamo Aulataʼala padhamo aporikana mangamaasiaka.
3e0414010b	Ande dhaangia o mia mopogauna, "Iaku kumaasiaka Aulataʼala," maka incia inda amaasiaka witinaina, mia incia sumai o pande gau-gau. Roonamo ande incia inda amaasiaka witinaina momembalina ikamatana, tuaapa amembali amaasiaka Aulataʼala indapo sampeampearo ikamatana?
3e04150093	Tee o parinta incia sumai mopadhana idhawuakana Aulataʼala, siitumo incema-incema momaasiakana Aulataʼala, incia uka tabeana amaasiaka witinaina.
3e05010105	Incema-incema moparacaeana ande o Isa sumai o Al Masi, maʼanana padhamo atarima dhadhi mobhaau minaaka i Aulataʼala. Tee incema-incema momaasiakana Aulataʼala modhawuakana dhadhi mobhaau sumai, incia uka tabeana amaasiaka mia motarimana dhadhi mobhaau sumai.
3e05020103	Tee caramo mboo sii ingkita tamataua ande ingkita tapomaamaasiaka tee manga anana Aulataʼala, siitumo podho-podho ingkita mopadhana motarimana dhadhi mobhaau minaaka i Aulataʼala, ande ingkita tamaasiaka Aulataʼala sumaimo ingkita tapewaua manga parintana.
3e05030086	Roonamo tamaasiaka Aulataʼala o maʼanana ingkita tataʼati manga parintana tee ingkita inda tanamisia amatamo manga parintana sumai,
3e050400ef	roonamo bhari-bharia mia motarimana dhadhi mobhaau minaaka i Aulataʼala adhawuakea kuasa to apekatalo manga giu madhaki i dunia sii. Tee kakaa mopamembalina ingkita takana minaaka i manga giu madhaki i dunia sii, siitumo iimanita tee Isa.
3e05050066	Incema buaka o mia momembalina motalona dunia, ande mencuana mia moparacaeana Isa o Anana Aulataʼala?
3e05060122	Isa Al Masi padhamo aumba i dunia tee asusuaka rua tanda minaaka i Aulataʼala, siitumo uwe tee raa. Isa Al Masi aumba mencuana soo alaloi uwe kapapebhahokana, maka aumba alaloi uwe tee raa, tee o Rohina Aulataʼala karona mosakusiiakana giu incia sumai abanara, roonamo Rohi inda agau-gau.
3e05070030	Satotuuna dhaangia talu giu momembalina sakusii,
3e05080059	siitumo o Rohi, uwe, tee raa, talu-talu angua adhawu kasakusii mopokana pokaiana tee Isa.
3e050900c7	Ande taparacaea tee kasakusiina maanusia, sumaimo alabhi o kaogena kaparacaeata tee kasakusiina Aulataʼala, roonamo giumo incia sumai o kasakusii mopadhana idhawuakana Aulataʼala pokaina tee Anana.
3e050a0132	Incema-incema moparacaeana tee Ana moumbana minaaka i Aulataʼala, manga incia padhamo atarima kasakusii sumai i nuncana ngangarandana, maka incema-incema inda moparacaeana Aulataʼala, sumaimo incia aabhi Aulataʼala agau-gau, sababuna incia inda aparacaea tee kasakusii ipakawaakana Aulataʼala to Anana.
3e050b0088	Siimo kasakusii sumai, Aulataʼala padhamo adhawuaka to ingkita o dhadhi mobakaa, tee o dhadhi sumai adhaangia i nuncana karona o Anana.
3e050c0089	Mia motarimana Ana moumbana minaaka i Aulataʼala, incia atarima dhadhi, tee o mia inda motarimana Anana Aulataʼala inda atarima dhadhi.
3e050d0095	Iaku kuburi giu incia sii to ingkomiu moparacaeana tee sarona o Anana Aulataʼala mamudhaakana ingkomiu umataua ande ingkomiu utarima dhadhi mobakaa.
3e050e00a4	Rampaakanamo sumai ingkita tabarani taemani i Aulataʼala, roonamo tayaakini ande ingkita taemani opeapo uka i Incia mboomo opea ipeeluna, tantumo Incia mangarango.
3e050f00a2	Roonamo ingkita tamataua, ande Incia aperangoi opea iemanita, sumaimo tamataua uka, ande ingkita padhamo tapotibhaaka bhari-bharia giu mopadhana iemanita i Incia.
3e0510013e	Ande ukamata witinaita apewau dosa inda moumbaakana mate, incia tabeana adoʼa i Aulataʼala, tee o Aulataʼala bheadhawuakea dhadhi to incia tee manga mia mopewauna dosa inda moumbaakana mate. Maka dhaangia uka o dosa moumbaakana mate. Pokaiana tee dosa mboo sumai, iaku inda kupogau ande ingkomiu tabeana udoʼaakea.
3e05110055	Bhari-bharia giu madhaki satotuuna o dosa, maka inda bhari-bharia dosa aumbaaka mate.
3e051200c5	Ingkita tamataua ande o mia motarimana dhadhi bhaau minaaka i Aulataʼala inda atorotorosu apewau dosa, roonamo Anana Aulataʼala mojagania. Tee mboo sumai Ibilisi inda bheapewau kadhaki tee incia.
3e05130074	Ingkita tamataua ande ingkita tamembalimo o anana Aulataʼala moomini bhari-bharia mia i dunia sii akuasaia Ibilisi.
3e0514013e	Maka ingkita tamataua, ande o Anana Aulataʼala aumbamo tee mangadhawuaka akala mamudhaakana tamataua o Aulataʼala Mobanara. Ingkita tadhadhi tee taposaangu tee Incia roonamo ingkita taposaangu tee Anana siitumo Isa Al Masi. Incia uka o Aulataʼala mobanara tee alaenga atoparacaea tee Incia minaanamo dhadhi mobakaa.
3e0515003a	E manga anaku, jagania o karomiu minaaka i manga barahala.
3f00000007	2 Yahya
3f010100c4	Minaaka i iaku samia mancuana jamaʼa, to bhawine ipilina Aulataʼala tee manga ana imaasiakaku i nuncana kabanara. Mencuana soo iaku momaasiakakomiu, maka bhari-bharia mia momatauna kabanara uka,
3f01020060	roonamo kabanara sumai amboore i nuncana ngangarandata, tee sadia apoose tee ingkita saʼumurua.
3f010300b9	Kabarakati, rahumati, tee kasalaamati mominaakana i Aulataʼala o Ama tee minaaka i Isa Al Masi o Ana moumbana minaaka i Aulataʼala, bheapoose tee ingkita i nuncana kabanara tee kaasi.
3f010400a8	Iaku kukaunde-unde mpuu, roonamo padhamo kupotibhaaka pia-pia mia minaaka i manga anamu adhala i nuncana kabanara, mboomo opea mopadhana iparintaakana o Ama to ingkita.
3f010500fe	Sii-sii iaku kupogau tee ingkoo, e Ina saangu iemaniku i ingkoo: Iemaniku sii mencuana parinta mobhaau to ingkomiu, maka ingkomiu padhamo umataua o parinta incia sii minaaka upepuu uparacaea tee Kawasana Opu, siitumo mamudhaakana ingkita tapomaamaasiaka.
3f010600ea	Maʼanana tapomaasiaka sumai, ingkita tabeana taose manga parintana Aulataʼala i nuncana dhadhita. Siimo parintana mopadhana irangomiu minaaka i bhaa-bhaana, siitumo pemingkuimiu tabeana apokana tee mia momaasina tee mia mosagaanana.
3f010700e5	Roonamo sii-sii o guru mopasaladhalana mia abharimo motiumbana tee alingkamo i saangua dunia; manga incia inda moʼakuina ande o Isa Al Masi padhamo aumba tee amembali maanusia. Siitumo mopasaladhalana mia tee moewangina Al Masi.
3f010800b8	Rampaakanamo sumai ingkomiu ukojaga-jagamo, mamudhaakana bhari-bharia mopadhana ikarajaamami sumai inda akailanga, maka uʼusahaakamea mamudhaakana fahalamiu upotibhaakea bhari-bharia.
3f01090120	Ande ingkomiu uose kaadhari mosaladhala tee inda utaʼati kaadhari mobanara pokaiana tee Al Masi, sumaimo ingkomiu ubholimea o Aulataʼala. Maka ande ingkomiu sadhaadhaa uose kaadhari mobanara sumai, sumaimo ingkomiu sadhaadhaa tee pokaiamiu tee Aulataʼala o Ama tee o Anana Aulataʼala.
3f010a0094	Ande dhaangia sala samia moumbana moadhariakana kaadhari mosagaanana pokaiana tee Al Masi, bholi utarimaia i bhanuamu tee bholi uposalamu tee incia,
3f010b0057	roonamo ande ingkomiu uposalamu, maʼanana ingkomiu uose pewauna mia momadhakina sumai.
3f010c00cf	Abhari mpuu manga giu bheiburiku to ingkomiu, maka kumendeu kupakawaakea alaloi sura. Iaku kuharapu kumembali kuumbatikomiu tee kupogau lausaka tee ingkomiu mamudhaakana amondo o kaunde-undena ngangarandata.
3f010d004f	Salamu to ingkomiu minaaka i manga anana witinaimu bhawine ipilina Aulataʼala.
4000000007	3 Yahya
4001010073	To Gayus witinai imaasiakaku, minaaka i Iaku, samia mancuana jamaʼa mompuu-mpuuna momaasiakako i nuncana kabanara.
40010200a2	E witinai imaasiakaku, iaku kudoʼaakako mamudhaakana i nuncana sagala giu o kadhaangiamu amalape, tee mamudhaakana inda umapii apokana mboomo jiwamu uka amalape.
400103009a	Iaku kukaunde-unde mpuu wakutuuna pia-pia mia witinaita aumba tee adhawu kasakusii pokaina tee uose dhala mobanara, tee tuaapa udhadhi i nuncana kabanara.
4001040089	I karoku inda dhaangia o kaunde-unde molabhina kaogena minaaka i kaunde-undeku wakutuuna kurango manga anaku adhadhi aose dhala mobanara.
400105009d	E witinai imaasiakaku, pewaumu amembali atoparacaea minaaka i giu opeapo uka ipewaumu to manga witinaimu saʼiimani, moomini manga incia o mia inda imataumu.
40010600f0	Manga incia uka padhamo adhawu kasakusiina i aroana jamaʼa pokaina tee kaasimu. Ande amembali manga incia utulungia sampearopo uka mamudhaakana manga incia amembali apalausaka lingkaana, tee mboo sumai ingkoo upasanaamo incana Aulataʼala.
400107009b	Roonamo lingkaana manga incia rampaakanamo sarona Kawasana Opu, manga incia inda atarima kahamba opeapo uka minaaka i manga mia inda momatauna Aulataʼala.
40010800b3	Rampaakanamo sumai, ingkita tawaajibu tatulungi manga incia, mamudhaakana ingkita takarajaa tapobhawa-bhawa tee manga incia to tapakawaaka kaadhari mobanara minaaka i Aulataʼala.
4001090085	Iaku padhamo kuburi sura pia mpearo to jamaʼa, maka o Diotrefes mopeeluna to amembali kapala i nuncana jamaʼa, amendeu mangaʼakui.
40010a0152	Rampaakanamo sumai, ande kuumba naile itu, bhekuudhaniakea bhari-bharia giu mopadhana ipewauna, tuaapa incia afitanaaku tee ahinaaku tee pogau madhaki. Inda soo incia sumai, incia uka amendeu atarima manga witinai saʼiimani moumbana iwe siitu, tee uka alarangi manga mia bhemotulungina witinaita tee apalimbaia minaaka i nuncana jamaʼa.
40010b00bd	E witinai imaasiakaku, bholimo uose pewau madhaki, maka uosemo pewau momalape. Mia mopewauna kalape o asalana minaaka i Aulataʼala, sainamo mia mopewauna kadhaki indapo amatau Aulataʼala.
40010c00e5	Pokaiana tee Demetrius, kasakusiina bhari-bharia mia amalape. Tee akobukutiimo ande o dhadhina apokana tee kaadhari mobanara. Ingkami uka tasakusiiakea ande incia o mia malape, tee ingkoo umataua ande o kasakusiimami sii abanara.
40010d0053	Abhari mpuu manga giu bheiburiku to ingkoo, maka kumendeu kupakawaakea alaloi sura.
40010e00f1	Iaku kuharapu indamo amangenge kupokawa lausaka tee ingkoo, mamudhaakana tapogau tapoaro rou. Maasangia umasanaamo. Manga sabhangkamu iwe sii alamboko salamuna to ingkoo. Tee pakawaakea salamuku to bhari-bharia manga sabhangkata samia-samia.
4200000007	Wahiyuu
4201010106	Siimo wahiyuu idhawuakana Aulataʼala to Isa Al Masi mamudhaakana asusuakea i manga bhatuana, siitumo manga parakara bhemomembalina i wakutuu inda momangenge. Kasiimpo Al Masi alamboko malaaʼekatina i Yahya o bhatuana to apajelasiaka manga parakara incia sumai.
420102007e	Sumaimo Yahya uka apetulatulaaka bhari-bharia mopadhana ikamatana, siitumo firimanina Aulataʼala tee kasakusiina Isa Al Masi.
42010300b0	Amasanaamo mia mobacea tee suara momaoge tee moperangoina manga pogau kasameana Aulataʼala incia sii, tee moosena opea motoburina i nuncana, roonamo wakutuuna amakasumo akawa.
420104013a	Minaaka i Yahya to pitu angu jamaʼa i Poropinsi Asia Maidhiidhi: To ingkomiu o rahumati tee kasanaa minaaka i Aulataʼala modhaangiana sii-sii, modhaangiana minaaka i zamani i piamo itu, tee modhaangiana i zamani bhemoumbana naile itu, minaaka i pitu angua o rohi modhaangiana i aroana kauncuramakana Aulataʼala;
42010500f5	tee minaaka i Isa Al Masi, Sakusii momembalina motoparacaea, mobhaa-bhaana mobhanguna minaaka i tanga-tangana mia mate, tee mokuasaina bhari-bharia raja i dunia sii. Incia mangamaasiaka tee padhamo mangarambasaka minaaka i manga dosata tee raana
4201060095	tee ingkita mangapamembali saangu pamarinta tee uka mangapamembali imamu to Aulataʼala o Amana. To Inciamo o kamuliangi tee kuasa saʼumurua. Aamin.
42010700d8	Kamatea, Incia aumba i nuncana manga taʼina ngalu! Bhari-bharia mia bheakamatea, moomini uka manga mia mopadhana motobhokia. Bhari-bharia lipu i dunia sii bheamaasi roonamo Incia. Mboomo sumai bhemomembalina. Aamin.
42010800fa	"Iakumo Alif tee Ya, Mobhaa-bhaana tee Momembalina Kapadhaa," mboo sumaimo firimanina Aulataʼala, Kawasana Opu modhaangiana sii-sii, modhaangiana minaaka i zamani i piamo itu, tee modhaangiana i zamani bhemoumbana naile itu, Iakumo Mokokuasana Mpuu.
4201090155	Iaku o Yahya, witinaimiu mopoosena mopobhawa-bhawana tee ingkomiu i nuncana kanarakaa mboomo inamisina bhari-bharia mia moosena Al Masi. Ingkita tapobhawa-bhawa tasabara tanarakaa wakutuuna tamembali uumatina i nuncana Pamarintana. Iaku kutobhanaka i Pulo Patmos roonamo iaku padhamo kupakoleleaka firimanina Aulataʼala tee kasakusiina Isa.
42010a0088	I eona ibaadati to Kawasana Opu, siitumo eona Ahadi, iaku akuasaiaku Rohi, tee i talikuku kurango suara momaoge mboomo onina sangkakala.
42010b00de	Onina sangkakala sumai apogau, "Burimea opea mopadhana ikamatamu sii i nuncana saangu kitabi, kasiimpo ulambokoa i pitu angua jamaʼa, siitumo jamaʼa i Efesus, Smirna, Pergamus, Tiatira, Sardis, Filadelfia, tee Laodikia."
42010c0083	Sabutuna kubhalilimo to kukamata suara mopogauna tee iaku sumai. Sabhaliliku kukamatamo pitu angu o aena padamara minaaka i bulawa.
42010d00af	I tanga-tangana aena padamara sumai dhaangia samia motokamatana mboomo Anana Maanusia. Incia apake juba momaarate sakawana i aena, tee i badana apake salenda minaaka i bulawa.
42010e006e	Bhaana tee buluana amaputi, mboomo kaputina buluna dumba tee kaputina salju, sainamo matana mboomo rorena waa.
42010f0064	Aena akokila mboomo tambaga mokombena i nuncana rorena waana busoa, tee o suarana mboomo ruuna mawa.
42011000a6	Lima kaanana akeni pitu angu kalipopo, tee minaaka i ngangana alimba samata hancu momatadha rua anguana matana. Rouna akokila mboomo matanaeo i wakutuuna pontanga eo.
42011100a7	Wakutuuna kukamatea, kusujumo i aena mboomo mia mate. Maka Incia adhika lima kaanana i bhaaku tee apogau, "Bholi umaeka! Iakumo Mobhaa-bhaana tee Momembalina Kapadhaa.
4201120084	Iakumo modhadhina. Iaku kumatemo, maka kamatea, Iaku kudhadhi saʼumurua. Iaku mokenina manga kuncina mia mate tee duniana mia mate.
4201130077	Rampaakanamo sumai, burimea opea mopadhana ikamatamu, siitumo opea momembalina sii-sii tee opea bhemomembali naile itu.
4201140116	Burimea uka o rahasia i pitu angu kalipopo mopadhana ikamatamu i lima kaanaku sii tee i pitu angu aena padamara minaaka i bulawa sumai. Pitu angu kalipopo sumai satotuuna manga malaaʼekatina pitu angu jamaʼa, sainamo pitu angu aena padamara sumai satotuuna pitu angu jamaʼa."
42020100c7	"To malaaʼekatina jamaʼa i Efesus burimea mboo sii: Siimo firimani minaaka i Incia mokenina pitu angua kalipopo i lima kaanana tee modhalana i tanga-tangana pitu angua o aena padamara bulawa sumai:
4202020126	Iaku kumataua bhari-bharia ikarajaamiu, kanguleana bukumiu, tee kasabaramiu. Iaku kumataua ande ingkomiu inda umembali usabara ukamata kadhakina manga mia madhaki, tee ingkomiu padhamo uuji manga mia moabhina karona rasulu, garaaka mencuana, tee manga incia upotibhaakea amembali pande gau-gau.
420203006c	Iaku uka kumataua ande ingkoo usadhaadhaa usabara tee upotaangi tee inda umatau kangule rampaakanamo saroku.
4202040062	"Maka o siimo o giu inda ipeeluku tee ingkomiu: Ingkomiu indamo umaasiakaaku mboomo mobhaa-bhaana.
4202050113	Rampaakanamo sumai udhania, tapanamo kandala o tampana kotibuamiu! Tobamo minaaka i dosamiu, tee upewaumea o karajaa mboomo mopadhana ipewaumiu bhaa-bhaana i piamo itu. Ande inda utoba, sumaimo Iaku bhekuumbatikomiu kasiimpo kualea o aena padamaramiu sumai minaaka i tampana.
420206008b	Maka i karomiu dhaangia saangu o giu momalape, siitumo ubanci bhari-bharia ipewauna manga mia moosena Nikolaus, siitumo o giu ibanciku uka.
42020700e2	Incema-incema mokotalingana, incia tabeana aperangoi opea ipogauakana Rohina Aulataʼala to manga jamaʼa. Incema-incema mokanana bhekudhawua akande minaaka i puu idhadhiaka modhaangiana i nuncana Taman Firdausna Aulataʼala."
420208009b	"To malaaʼekatina jamaʼa i Smirna burimea mboo sii: Siimo firimani minaaka i Iaku Mobhaa-bhaana tee Momembalina Kapadhaa, momatena tee modhadhina pendua:
42020900d0	Iaku kumataua o kanarakaa tee kamisikinimiu, maka satotuuna ingkomiu urangkaea. Iaku kumataua o kahinana manga mia mosarongina karona miana Yahudi, garaaka mencuana, manga incia satotuuna o jamaʼana Ibilisi.
42020a0141	Bholimo umaeka tee bhari-bharia kanarakaa bheinamisimiu naile itu, roonamo Ibilisi bheapapesua pia mia minaaka i tanga-tangamiu i nuncana katorongku to acobaikomiu, tee ingkomiu bheunarakaa kangengena sapulu eo. Maka ingkomiu tabeana utaʼatiaku sakawana umate, sumaimo Iaku bhekudhawukomiu dhadhi mobakaa to mahakotamiu.
42020b00c5	Incema-incema mokotalingana tabeana aperangoi opea ipogauakana Rohi to manga jamaʼa. Incema-incema mokanana inda sampeampearo bheanarakaaka mate to rua mpearo, siitumo kahukumu mobakaa i narakaa."
42020c0079	"To malaaʼekatina jamaʼa i Pergamus burimea mboo sii: Siimo ipogauakana Incia mokohancuna momatadha rua anguana matana:
42020d010a	Iaku kumataua iapai o mbooresamiu, siitumo i tampana kauncuramakana Ibilisi. Maka ingkomiu ukeniaka saroku pekatangka tee inda upesapuaka iimanimiu to Iaku, moomini i wakutuuna Antipas o sakusiiku motoparacaea sumai atopekamate i tanga-tangamiu i mbooresana Ibilisi.
42020e0143	Maka dhaangia saidhe o giu inda ipeeluku tee ingkomiu, roonamo dhaangia pia mia, mia modhaangiana i tanga-tangamiu moosena kaadharina Bileam. Bileam sii satotuuna o mia mopadhana moadharina Balak to apasaladhalaaka miana Israel, sabutuna manga incia akande kinande mopadhana ipasombaaka to barahala tee aadhariakea apebula.
42020f0048	Tee dhaangia uka i tanga-tangamiu manga mia moosena kaadharina Nikolaus.
420210008e	Rampaakanamo sumai utobamo! Ande inda, Iaku bhekuumbatikomiu madhei, kasiimpo manga incia kupotimbeakea tee hancu modhaangiana i ngangaku sii.
4202110134	Incema-incema mokotalingana, incia tabeana aperangoi opea ipogauakana Rohina Aulataʼala to manga jamaʼa. Incema-incema mokanana bhekudhawuakea manna motobuniaka, tee uka bhekudhawuakea bhatu maputi. I bhatu incia sumai bheatoburi tee saro mobhaau inda imatauna incemapo uka, maka tabeana o mia motarimaia."
420212009c	"To malaaʼekatina jamaʼa i Tiatira burimea mboo sii: Siimo ipogauakana Anana Aulataʼala, mokomatana mboomo rorena waa tee o aena mboomo tambaga mokokila:
42021300be	Iaku kumataua bhari-bharia ipewaumiu, kumataua o kaasimiu, iimanimiu, kalaianimiu, tee kasabaramiu. Iaku kumataua opea ikarajaamiu sii-sii alabhi o kabharina minaaka ikarajaamiu i piamo itu.
42021400f3	Maka o siimo inda ipeeluku tee ingkomiu, ingkomiu utaroaka bhawine mokosaroakana Izebel asarongi karona samia nabii, aadhari tee apasaladhala manga bhatuaku mamudhaakana manga incia apebula tee akande kinande mopadhana ipasombaaka to barahala.
420215006b	Iaku padhamo kudhawuakea kalalesa mamudhaakana atoba, maka incia amendeu atoba minaaka i kananeana apebula.
42021600d1	Jadi bhekutudhaakea i bhawona kolemana mia mapii, tee manga mia mopewauna zinaa tee incia bhekutudhaakea i nuncana kanarakaa maoge ande manga incia inda atoba minaaka i bhari-bharia ipewauna tee bhawine sumai.
42021700ba	Manga anana bhekupekamatea, sabutuna bhari-bharia jamaʼa bheamataua ande Iakumo momatauna incana tee fikirina maanusia, tee Iaku bhekuhukumukomiu apokana tee opea ipewaumiu samia-samia.
42021800e9	Maka to ingkomiu, siitumo manga mia mosagaanana mominaakana i Tiatira inda moosena kaadhari incia sumai, tee indapo mopengkaadhariakana opea isarongiaka manga ilimuuna Ibilisi, Iaku inda bhekudhawuakakomiu bhawa momatamo mosagaanana.
4202190039	Maka ukenia opea modhaangiana i karomiu sakawana kuumba.'
42021a006f	Incema-incema mokanana tee mopewauna bhari-bharia ipeeluku sakawana kapadhaana bhekudhawua kuasa to manga lipu,
42021b00d5	'Incia mokanana sumai bheaparintangi manga lipu tee katuko ase; tee manga lipu sumai bheapahancurua mboomo mia mopahancuruna poluka minaaka i tana reo' --- apokana mboomo kuasa mopadhana itarimaku minaaka i Amaku.
42021c003f	Mia mokanana sumai bhekudhawuakea uka kalipopo minaaka i timbu.
42021d006b	Incema-incema mokotalingana, incia tabeana aperangoi opea ipogauakana Rohina Aulataʼala to manga jamaʼa."
