0100000007	Genèse
2b131400af	Plusieurs donc des Juifs lurent cet écriteau, parce que le lieu où Jésus était crucifié, était près de la ville; et qu'il était écrit en hébreu, en grec et en latin.
2b13150088	Et les principaux sacrificateurs des Juifs dirent à Pilate: N'écris pas: Le roi des Juifs; mais qu'il a dit: Je suis le roi des Juifs.
2b13160035	Pilate répondit: Ce que j'ai écrit, je l'ai écrit.
2b131700e1	Après que les soldats eurent crucifié Jésus, ils prirent ses habits, et ils en firent quatre parts, une part pour chaque soldat; ils prirent aussi la robe; mais la robe était sans couture, d'un seul tissu, depuis le haut.
2b131800ea	Ils dirent donc entre eux: Ne la partageons pas, mais tirons au sort à qui l'aura; afin que fût accomplie cette parole de l'Écriture: Ils se sont partagés mes vêtements, et ils ont tiré au sort ma robe. Ainsi firent les soldats.
2b13190088	Or, la mère de Jésus, et la sœur de sa mère, Marie, femme de Cléopas, et Marie de Magdala, se tenaient près de la croix de Jésus.
2b131a006f	Jésus donc, voyant sa mère et près d'elle le disciple qu'il aimait, dit à sa mère: Femme, voilà ton fils.
2b131b005c	Puis il dit au disciple: Voilà ta mère. Et dès cette heure, le disciple la prit chez lui.
2b131c0097	Après cela, Jésus, voyant que tout était accompli, dit, afin que l'Écriture fût accomplie: J'ai soif. Or il y avait là un vase plein de vinaigre.
2b131d007f	Ils emplirent donc de vinaigre une éponge, et l'ayant mise autour d'une tige d'hysope, ils la lui présentèrent à la bouche.
2b131e006f	Et quand Jésus eut pris le vinaigre, il dit: Tout est accompli. Et ayant baissé la tête, il rendit l'esprit.
2b131f00ed	Or, les Juifs, de peur que les corps ne demeurassent sur la croix le jour du sabbat (car c'était la préparation, et ce sabbat était un grand jour), demandèrent à Pilate qu'on rompît les jambes aux crucifiés, et qu'on les enlevât.
2b1320006b	Les soldats vinrent donc et rompirent les jambes au premier, puis à l'autre qui était crucifié avec lui.
2b1321006a	Mais lorsqu'ils vinrent à Jésus, voyant qu'il était déjà mort, ils ne lui rompirent point les jambes.
2b1322006c	Toutefois un des soldats lui perça le côté avec une lance, et aussitôt il en sortit du sang et de l'eau.
2b13230081	Et celui qui l'a vu en a rendu témoignage (et son témoignage est véritable, et il sait qu'il dit vrai), afin que vous croyiez.
2b13240052	Or, cela arriva, afin que l'Écriture fût accomplie: Ses os ne seront pas rompus.
2b13250048	Et ailleurs l'Écriture dit encore: Ils verront celui qu'ils ont percé.
2b132600df	Après cela, Joseph d'Arimathée, qui était disciple de Jésus, mais en secret par crainte des Juifs, demanda à Pilate de pouvoir ôter le corps de Jésus, et Pilate le lui permit. Il vint donc et ôta le corps de Jésus.
2b1327008f	Nicodème, qui au commencement était allé de nuit vers Jésus, vint aussi, apportant environ cent livres d'un mélange de myrrhe et d'aloès.
2b1328007f	Ils prirent donc le corps de Jésus, et l'enveloppèrent de bandes, avec les aromates, comme les Juifs ont coutume d'ensevelir.
2b1329008f	Or, il y avait un jardin dans le lieu où il avait été crucifié; et dans le jardin un sépulcre neuf, où personne encore n'avait été mis.
2b132a0069	Ils y mirent donc Jésus, à cause de la préparation des Juifs, et parce que le sépulcre était proche.
2b14010096	Le premier jour de la semaine, Marie de Magdala vint le matin au sépulcre, comme il faisait encore obscur; et elle vit la pierre ôtée du sépulcre.
2b140200b2	Elle courut donc et vint vers Simon Pierre, et vers l'autre disciple que Jésus aimait; et elle leur dit: On a enlevé du sépulcre le Seigneur, et nous ne savons où on l'a mis.
2b14030049	Alors Pierre sortit avec l'autre disciple, et ils allèrent au sépulcre.
2b1404007c	Et ils couraient tous deux ensemble; mais cet autre disciple courut plus vite que Pierre, et arriva le premier au sépulcre.
2b14050059	Et s'étant baissé, il vit les bandelettes qui étaient à terre; mais il n'entra point.
2b14060079	Mais Simon Pierre, qui le suivait, étant arrivé, entra dans le sépulcre, et vit les bandelettes qui étaient à terre,
2b1407007e	Et le suaire qu'on lui avait mis sur la tête, lequel n'était pas avec les autres linges; mais plié dans un endroit à part.
2b14080061	L'autre disciple, qui était arrivé le premier au sépulcre, entra aussi, et il vit, et il crut.
2b1409006a	Car ils n'avaient pas encore compris l'Écriture, portant qu'il fallait que Jésus ressuscitât des morts.
2b140a0028	Et les disciples retournèrent chez eux.
2b140b007c	Cependant Marie se tenait dehors, près du sépulcre, en pleurant; et comme elle pleurait, elle se baissa dans le sépulcre,
2b140c0089	Et elle vit deux anges vêtus de blanc, assis l'un à la tête, et l'autre aux pieds, au lieu où le corps de Jésus avait été couché.
2b140d007f	Et ils lui dirent: Femme, pourquoi pleures-tu? Elle leur dit: Parce qu'on a enlevé mon Seigneur, et je ne sais où on l'a mis.
2b140e0069	Et ayant dit cela, elle se retourna, et vit Jésus debout; mais elle ne savait point que c'était Jésus.
2b140f00b9	Jésus lui dit: Femme, pourquoi pleures-tu? Qui cherches-tu? Elle, croyant que c'était le jardinier, lui dit: Seigneur, si tu l'as emporté, dis-moi où tu l'as mis, et je le prendrai.
2b14100063	Jésus lui dit: Marie! Et elle, s'étant retournée, lui dit: Rabbouni! c'est-à-dire, mon Maître!
2b141100c3	Jésus lui dit: Ne me touche point, car je ne suis pas encore monté vers mon Père; mais va vers mes frères, et dis-leur que je monte vers mon Père et votre Père, vers mon Dieu et votre Dieu.
2b1412006a	Et Marie de Magdala vint annoncer aux disciples qu'elle avait vu le Seigneur, et qu'il lui avait dit cela.
2b141300eb	Le soir de ce jour, qui était le premier de la semaine, les portes du lieu où les disciples étaient assemblés étant fermées, par crainte des Juifs, Jésus vint, et se présenta au milieu d'eux et leur dit: La paix soit avec vous!
2b14140081	Et quand il eut dit cela, il leur montra ses mains et son côté. Les disciples donc, voyant le Seigneur, eurent une grande joie.
2b14150062	Il leur dit de nouveau: La paix soit avec vous! Comme mon Père m'a envoyé, je vous envoie aussi.
2b14160052	Et quand il eut dit cela, il souffla sur eux et leur dit: Recevez le Saint-Esprit.
2b14170083	Ceux à qui vous pardonnerez les péchés, ils leur seront pardonnés; et ceux à qui vous les retiendrez, ils leur seront retenus.
2b14180056	Or, Thomas, l'un des douze, appelé Didyme, n'était pas avec eux lorsque Jésus vint.
2b141900fb	Les autres disciples lui dirent donc: Nous avons vu le Seigneur. Mais il leur dit: Si je ne vois la marque des clous dans ses mains, et si je ne mets mon doigt dans la marque des clous, et si je ne mets ma main dans son côté, je ne le croirai point.
2b141a00c3	Huit jours après, ses disciples étaient de nouveau dans la maison, et Thomas était avec eux. Jésus vint, les portes étant fermées, et se tint au milieu d'eux et dit: La paix soit avec vous!
2b141b009b	Puis il dit à Thomas: Mets ici ton doigt, et regarde mes mains; avance aussi ta main, et la mets dans mon côté, et ne sois pas incrédule, mais croyant.
2b141c0036	Thomas répondit et lui dit: Mon Seigneur et mon Dieu!
2b141d0067	Jésus lui dit: Parce que tu m'as vu, Thomas, tu as cru. Heureux ceux qui n'ont pas vu, et qui ont cru!
2b141e0071	Jésus fit encore en présence de ses disciples plusieurs autres miracles, qui ne sont pas écrits dans ce livre.
2b141f0091	Et ces choses ont été écrites, afin que vous croyiez que Jésus est le Christ, le Fils de Dieu, et qu'en croyant vous ayez la vie par son nom.
2b15010078	Après cela, Jésus se fit encore voir aux disciples près de la mer de Tibériade, et il se fit voir de cette manière:
2b1502009e	Simon Pierre, et Thomas, appelé Didyme, Nathanaël, qui était de Cana en Galilée, les fils de Zébédée et deux autres de ses disciples étaient ensemble.
2b150300b3	Simon Pierre leur dit: Je vais pêcher. Ils lui dirent: Nous allons aussi avec toi. Ils sortirent, et entrèrent aussitôt dans la barque; mais ils ne prirent rien cette nuit-là.
2b1504006d	Le matin étant venu, Jésus se trouva sur le rivage; mais les disciples ne savaient pas que c'était Jésus.
2b15050050	Jésus leur dit: Enfants, n'avez-vous rien à manger? Ils lui répondirent: Non.
2b150600b1	Et il leur dit: Jetez le filet du côté droit de la barque, et vous trouverez. Ils le jetèrent donc, et ils ne pouvaient plus le retirer, à cause de la quantité de poissons.
2b150700cd	C'est pourquoi le disciple que Jésus aimait, dit à Pierre: C'est le Seigneur! Et Simon Pierre apprenant que c'était le Seigneur, se ceignit de sa robe de dessus (car il était nu), et se jeta à la mer.
2b150800a1	Mais les autres disciples vinrent avec la barque, traînant le filet plein de poissons, car ils n'étaient éloignés de terre que d'environ deux cents coudées.
2b1509006e	Quand ils furent descendus à terre, ils virent de la braise qui était là, et du poisson dessus, et du pain.
2b150a0048	Jésus leur dit: Apportez de ces poissons que vous avez pris maintenant.
2b150b0099	Simon Pierre remonta, et tira le filet à terre, plein de cent cinquante-trois grands poissons, et quoiqu'il y en eût tant, le filet ne se rompit point.
2b150c0078	Jésus leur dit: Venez dîner. Et aucun des disciples n'osait lui demander: Qui es-tu? sachant que c'était le Seigneur.
2b150d0050	Jésus donc s'approcha, et prit du pain, et leur en donna, ainsi que du poisson.
2b150e0073	C'était déjà la troisième fois que Jésus se faisait voir à ses disciples, après être ressuscité des morts.
2b150f00c4	Après qu'ils eurent dîné, Jésus dit à Simon Pierre: Simon, fils de Jona, m'aimes-tu plus que ceux-ci? Pierre répondit: Oui, Seigneur, tu sais que je t'aime. Jésus lui dit: Pais mes agneaux.
2b1510009a	Il lui dit une seconde fois: Simon, fils de Jona, m'aimes-tu? Pierre lui répondit: Oui, Seigneur, tu sais que je t'aime. Jésus lui dit: Pais mes brebis.
2b15110103	Il lui dit pour la troisième fois: Simon, fils de Jona, m'aimes-tu? Pierre fut attristé de ce qu'il lui avait dit pour la troisième fois: M'aimes-tu? Et il lui dit: Seigneur, tu connais toutes choses, tu sais que je t'aime. Jésus lui dit: Pais mes brebis.
2b151200ee	En vérité, en vérité je te le dis; lorsque tu étais plus jeune, tu te ceignais toi-même, et tu allais où tu voulais; mais lorsque tu seras vieux, tu étendras tes mains, et un autre te ceindra, et te mènera où tu ne voudrais pas.
2b1513007a	Or, il dit cela pour marquer par quelle mort Pierre glorifierait Dieu. Et après avoir ainsi parlé, il lui dit: Suis-moi.
2b151400d0	Et Pierre s'étant retourné, vit venir après lui le disciple que Jésus aimait, celui qui, pendant le souper, s'était penché sur le sein de Jésus, et lui avait dit: Seigneur, qui est celui qui te trahit?
2b15150054	Pierre donc l'ayant vu, dit à Jésus: Seigneur, et celui-ci, que lui arrivera-t-il?
2b15160061	Jésus lui dit: Si je veux qu'il demeure jusqu'à ce que je vienne, que t'importe? Toi, suis-moi.
2b151700d4	Le bruit se répandit donc parmi les frères, que ce disciple ne mourrait point. Cependant Jésus ne lui avait pas dit: Il ne mourra point; mais: Si je veux qu'il demeure jusqu'à ce que je vienne, que t'importe?
2b1518007f	C'est ce disciple qui rend témoignage de ces choses, et qui les a écrites; et nous savons que son témoignage est véritable.
2b151900bb	Il y a encore beaucoup d'autres choses que Jésus a faites, et si elles étaient écrites en détail, je ne pense pas que le monde même pût contenir les livres qu'on en écrirait. Amen.
2c00000005	Actes
2c0101007c	J'ai fait mon premier livre, ô Théophile, sur toutes les choses que Jésus a faites et enseignées depuis le commencement,
2c01020085	Jusqu'au jour où il fut élevé dans le ciel, après avoir donné ses ordres, par le Saint-Esprit, aux apôtres qu'il avait choisis;
2c010300c6	Auxquels aussi, après avoir souffert, il se montra encore vivant, et leur en donna plusieurs preuves, leur apparaissant pendant quarante jours, et leur parlant de ce qui regarde le royaume de Dieu.
2c010400a5	Et les ayant assemblés, il leur commanda de ne point s'éloigner de Jérusalem, mais d'y attendre la promesse du Père, laquelle, dit-il, vous avez entendue de moi.
2c01050067	C'est que Jean a baptisé d'eau, mais que vous, vous serez baptisés du Saint-Esprit dans peu de jours.
2c0106007e	Eux donc étant assemblés, l'interrogeaient en disant: Seigneur, sera-ce en ce temps que tu rétabliras le royaume d'Israël?
2c01070077	Mais il leur dit: Ce n'est pas à vous de savoir les temps ou les moments que le Père a fixés de sa propre autorité.
2c010800ca	Mais vous recevrez la puissance du Saint-Esprit, qui viendra sur vous; et vous me servirez de témoins, tant à Jérusalem que dans toute la Judée, et la Samarie, et jusqu'aux extrémités de la terre.
2c01090079	Et après qu'il eut dit ces paroles, il fut élevé pendant qu'ils le regardaient, et une nuée le déroba à leurs yeux.
2c010a0085	Et comme ils avaient les yeux attachés au ciel pendant qu'il s'en allait, deux hommes se présentèrent à eux en vêtements blancs,
2c010b00cf	Et leur dirent: Hommes galiléens, pourquoi vous tenez-vous là à regarder au ciel? Ce Jésus, qui a été enlevé d'avec vous dans le ciel, reviendra de la même manière que vous l'avez vu monter au ciel.
2c010c0085	Alors ils s'en retournèrent à Jérusalem, de la montagne dite des Oliviers, qui est près de Jérusalem, à une distance de sabbat.
2c010d00e2	Et quand ils furent arrivés, ils montèrent dans la chambre haute, où demeuraient Pierre, Jacques, Jean, André, Philippe, Thomas, Barthélemi, Matthieu, Jacques, fils d'Alphée, Simon le Zélote, et Jude, frère de Jacques.
2c010e0094	Tous ceux-là persévéraient d'un commun accord dans la prière et dans l'oraison, avec les femmes, et Marie, mère de Jésus, et avec ses frères.
2c010f007a	En ces jours-là, Pierre se levant au milieu des disciples, assemblés au nombre d'environ cent vingt personnes, leur dit:
2c011000bc	Hommes frères, il fallait que la prophétie que le Saint-Esprit a prononcée par la bouche de David, touchant Judas, qui a été le conducteur de ceux qui ont pris Jésus, fût accomplie.
2c01110043	Car il était de notre nombre, et il a eu sa part de ce ministère.
2c01120094	Mais il a acquis un champ avec le salaire du crime, et s'étant précipité, il a crevé par le milieu, et toutes ses entrailles se sont répandues,
2c011300a3	Ce qui a été connu de tous les habitants de Jérusalem, de sorte que ce champ a été appelé, dans leur propre langue, Akeldama, c'est-à-dire le Champ du sang.
2c01140098	Car il est écrit dans le livre des Psaumes: Que sa demeure devienne déserte, et qu'il n'y ait personne qui l'habite; et: Qu'un autre prenne sa charge.
2c01150074	Il faut donc que des hommes qui ont été avec nous pendant tout le temps que le Seigneur Jésus a vécu parmi nous,
2c01160095	Depuis le baptême de Jean, jusqu'au jour où le Seigneur a été enlevé d'avec nous, il y en ait un qui soit témoin avec nous de sa résurrection.
2c01170059	Alors ils en présentèrent deux: Joseph, appelé Barsabas, surnommé Juste, et Matthias.
2c01180071	Et priant, ils dirent: Toi, Seigneur, qui connais les cours de tous, montre-nous lequel de ces deux tu as choisi;
2c01190062	Afin qu'il ait part au ministère et à l'apostolat que Judas a abandonné pour aller en son lieu.
2c011a0074	Et ils tirèrent au sort; et le sort tomba sur Matthias, qui, d'un commun accord, fut mis au rang des onze apôtres.
2c0201005a	Le jour de la Pentecôte étant arrivé, ils étaient tous d'un accord dans un même lieu.
2c02020091	Alors il vint tout à coup du ciel un bruit comme celui d'un vent qui souffle avec impétuosité; et il remplit toute la maison où ils étaient.
2c0203005e	Et il leur apparut des langues séparées, comme de feu, et qui se posèrent sur chacun d'eux.
2c0204008b	Et ils furent tous remplis du Saint-Esprit, et ils commencèrent à parler des langues étrangères, selon que l'Esprit les faisait parler.
2c0205006d	Or, il y avait en séjour à Jérusalem des Juifs, hommes pieux, de toutes les nations qui sont sous le ciel.
2c02060086	Et ce bruit ayant eu lieu, il s'assembla une multitude, qui fut confondue de ce que chacun les entendait parler dans sa propre langue.
2c02070098	Et ils en étaient tous hors d'eux-mêmes et dans l'admiration, se disant les uns aux autres: Ces gens-là qui parlent, ne sont-ils pas tous Galiléens?
2c0208005a	Comment donc les entendons-nous chacun dans la propre langue du pays où nous sommes nés?
2c0209006d	Parthes, Mèdes, Élamites, et ceux qui habitent la Mésopotamie, la Judée, la Cappadoce, le Pont et l'Asie,
2c020a0073	La Phrygie, la Pamphylie, l'Égypte, les quartiers de la Lybie qui est près de Cyrène, et les étrangers romains,
2c020b006a	Juifs et Prosélytes, Crétois et Arabes, nous les entendons parler en nos langues des merveilles de Dieu.
2c020c006b	Ils étaient donc tous étonnés, et ne savaient que penser, se disant l'un à l'autre: Que veut dire ceci?
2c020d0047	Et d'autres se moquant, disaient: C'est qu'ils sont pleins de vin doux.
2c020e00af	Mais Pierre, se présentant avec les onze, éleva sa voix, et leur dit: Hommes juifs, et vous tous qui habitez à Jérusalem, sachez ceci, et prêtez l'oreille à mes paroles:
2c020f0060	Car ceux-ci ne sont point ivres, comme vous supposez, puisque c'est la troisième heure du jour.
2c0210003d	Mais c'est ici ce qui a été prédit par le prophète Joël:
2c021100d0	Il arrivera dans les derniers jours, dit Dieu, que je répandrai de mon Esprit sur toute chair, vos fils et vos filles prophétiseront; vos jeunes gens auront des visions, et vos vieillards auront des songes.
2c0212007b	Et certes, dans ces jours-là, je répandrai de mon Esprit sur mes serviteurs et sur mes servantes, et ils prophétiseront;
2c0213007d	Et je ferai des prodiges en haut dans le ciel, et des signes en bas sur la terre, du sang et du feu, et une vapeur de fumée;
2c02140078	Le soleil sera changé en ténèbres, et la lune en sang, avant que la grande et éclatante journée du Seigneur vienne;
2c02150047	Et il arrivera que quiconque invoquera le nom du Seigneur, sera sauvé.
2c021600f1	Hommes Israélites, écoutez ces paroles: Jésus le Nazarien, cet homme signalé de Dieu parmi vous par les actes de puissance, les merveilles et les miracles qu'il a opérés par son moyen au milieu de vous, comme vous le savez vous-mêmes;
2c021700b4	Ce Jésus livré par la volonté déterminée et selon la prescience de Dieu, vous l'avez pris, et, l'ayant attaché à la croix par les mains des iniques, vous l'avez fait mourir.
2c0218007a	Mais Dieu l'a ressuscité, ayant rompu les liens de la mort, parce qu'il n'était pas possible qu'il fût retenu par elle.
2c02190083	Car David dit de lui: Je voyais toujours le Seigneur devant moi, parce qu'il est à ma droite, afin que je ne sois point ébranlé.
2c021a0076	C'est pourquoi mon cour s'est réjoui, et ma langue a fait éclater sa joie, et ma chair aussi reposera en espérance;
2c021b007b	Parce que tu ne laisseras point mon âme dans le sépulcre, et que tu ne permettras point que ton Saint voie la corruption.
2c021c0054	Tu m'as fait connaître le chemin de la vie; tu me rempliras de joie devant ta face.
2c021d00b8	Hommes frères, il est permis de vous dire avec assurance, quant au patriarche David, qu'il est mort, et qu'il a été enseveli, et que son sépulcre est encore aujourd'hui parmi nous.
2c021e00af	Mais étant prophète, et sachant que Dieu lui avait promis avec serment qu'il ferait naître le Christ de sa postérité selon la chair, pour le faire asseoir sur son trône;
2c021f009a	Prévoyant cela, il dit de la résurrection du Christ, que son âme ne serait point laissée dans l'enfer, et que sa chair ne verrait point la corruption.
2c0220003b	Dieu a ressuscité ce Jésus; nous en sommes tous témoins.
2c0221008f	Élevé donc à la droite de Dieu, et ayant reçu du Père la promesse du Saint-Esprit, il a répandu ce que vous voyez et entendez maintenant.
2c02220079	Car David n'est point monté au ciel, mais il dit lui-même: Le Seigneur a dit à mon Seigneur: Assieds-toi à ma droite,
2c02230045	Jusqu'à ce que j'aie fait de tes ennemis le marchepied de tes pieds.
2c0224007d	Que toute la maison d'Israël sache donc avec certitude que Dieu a fait Seigneur et Christ ce Jésus que vous avez crucifié.
2c02250097	Ayant entendu ces choses, ils furent touchés de componction en leur cour, et dirent à Pierre et aux autres apôtres: Hommes frères, que ferons-nous?
2c022600ac	Et Pierre leur dit: Repentez-vous, et que chacun de vous soit baptisé au nom de Jésus-Christ, pour la rémission de ses péchés; et vous recevrez le don du Saint-Esprit.
2c0227008d	Car la promesse a été faite à vous et à vos enfants, et à tous ceux qui sont éloignés, autant que le Seigneur notre Dieu en appellera.
2c02280072	Et il les conjurait par plusieurs autres discours et les exhortait, en disant: Sauvez-vous de cette race perverse.
2c0229008a	Ceux donc qui reçurent de bon cœur sa parole, furent baptisés; et ce jour-là environ trois mille âmes furent ajoutées aux disciples.
2c022a0078	Or, ils persévéraient dans la doctrine des apôtres, dans la communion, dans la fraction du pain et dans les prières.
2c022b006c	Et tout le monde avait de la crainte, et il se faisait beaucoup de miracles et de prodiges par les apôtres.
2c022c005b	Or, tous ceux qui croyaient étaient dans un même lieu, et avaient toutes choses communes;
2c022d0072	Ils vendaient leurs possessions et leurs biens, et les distribuaient à tous, selon le besoin que chacun en avait.
2c022e00ab	Et ils étaient tous les jours assidus au temple d'un commun accord; et rompant le pain dans leurs maisons, ils prenaient leur nourriture avec joie et simplicité de cour;
2c022f0087	Louant Dieu, et étant agréables à tout le peuple; et le Seigneur ajoutait tous les jours à l'Église des gens qui étaient sauvés.
2c0301005e	Pierre et Jean montaient ensemble au temple à l'heure de la prière, qui était la neuvième.
2c030200c9	Et il y avait un homme impotent dès sa naissance, qu'on portait, et qu'on mettait tous les jours à la porte du temple, appelée la Belle, pour demander l'aumône à ceux qui entraient dans le temple.
2c0303005b	Cet homme voyant Pierre et Jean qui allaient entrer dans le temple, leur demanda l'aumône.
2c03040050	Mais Pierre, ayant les yeux arrêtés sur lui, avec Jean, lui dit: Regarde-nous.
2c0305004f	Et il les regardait attentivement, s'attendant à recevoir quelque chose d'eux.
2c03060084	Alors Pierre lui dit: Je n'ai ni argent, ni or; mais ce que j'ai, je te le donne; au nom de Jésus de Nazareth, lève-toi et marche.
2c03070079	Et l'ayant pris par la main droite, il le leva; et à l'instant la plante de ses pieds et ses chevilles devinrent fermes;
2c03080070	Et sautant, il se tint debout, et marcha, et il entra avec eux dans le temple, marchant, sautant et louant Dieu.
2c03090039	Et tout le peuple le vit qui marchait et qui louait Dieu.
2c030a00bd	Et ils reconnurent que c'était le même qui se tenait à la belle porte du temple pour demander l'aumône; et ils furent remplis d'étonnement et d'admiration de ce qui lui était arrivé.
2c030b008f	Et comme l'impotent qui avait été guéri, ne quittait pas Pierre et Jean, tout le peuple étonné accourut à eux au portique dit de Salomon.
2c030c0101	Mais Pierre, voyant cela, dit au peuple: Hommes Israélites, pourquoi vous étonnez-vous de ceci? ou pourquoi avez-vous les yeux arrêtés sur nous, comme si c'était par notre propre puissance, ou par notre piété que nous eussions fait marcher cet homme?
2c030d00c2	Le Dieu d'Abraham, d'lsaac et de Jacob, le Dieu de nos pères a glorifié son Fils Jésus, que vous avez livré et renié devant Pilate, quoique celui-ci eût jugé qu'il devait être relâché.
2c030e0064	Mais vous avez renié le Saint et le Juste, et vous avez demandé qu'on vous accordât un meurtrier;
2c030f0068	Et vous avez fait mourir le Prince de la vie, que Dieu a ressuscité des morts: nous en sommes témoins.
2c031000c3	C'est par la foi en son nom, que son nom a raffermi cet homme que vous voyez et connaissez; et c'est la foi en Lui, qui a procuré à cet homme cette parfaite guérison en présence de vous tous.
2c0311005a	Et maintenant, frères, je sais que vous avez agi par ignorance, aussi bien que vos chefs.
2c03120080	Mais c'est ainsi que Dieu a accompli ce qu'il avait prédit par la bouche de tous ses prophètes, que le Christ devait souffrir.
2c0313004f	Repentez-vous donc et vous convertissez, afin que vos péchés soient effacés,
2c0314009c	Afin que des temps de rafraîchissements viennent de la part du Seigneur, et qu'Il vous envoie celui qui vous a été annoncé auparavant, le Christ Jésus,
2c0315009f	Que le ciel doit recevoir jusqu'au temps du rétablissement de toutes choses, dont Dieu a parlé par la bouche de tous ses saints prophètes, depuis longtemps.
2c0316009d	Car Moïse a dit à nos pères: Le Seigneur votre Dieu vous suscitera, d'entre vos frères, un prophète comme moi; écoutez-le dans tout ce qu'il vous dira.
2c0317004f	Et quiconque n'écoutera pas ce prophète, sera exterminé du milieu du peuple.
2c03180065	Tous les prophètes qui ont parlé depuis Samuel, et ceux qui ont suivi, ont aussi prédit ces jours.
2c031900b4	Vous êtes les enfants des prophètes, et de l'alliance que Dieu a traitée avec nos pères, en disant à Abraham: Toutes les familles de la terre seront bénies en ta postérité.
2c031a0093	C'est pour vous premièrement, que Dieu ayant suscité son Fils Jésus, l'a envoyé pour vous bénir, en retirant chacun de vous de ses iniquités.
2c0401007e	Mais comme Pierre et Jean parlaient au peuple, les sacrificateurs, le capitaine du temple et les sadducéens vinrent vers eux,
2c04020080	Étant fort en peine, et de ce qu'ils enseignaient le peuple, et de ce qu'ils annonçaient la résurrection des morts en Jésus.
2c0403006f	Et ils mirent les mains sur eux, et les jetèrent en prison jusqu'au lendemain, parce qu'il était déjà tard.
2c04040070	Mais plusieurs de ceux qui avaient entendu la parole, crurent, et le nombre des hommes fut d'environ cinq mille.
2c04050070	Mais il arriva, le lendemain, que les chefs du peuple, les anciens et les scribes s'assemblèrent à Jérusalem,
2c0406006e	Avec Anne, le souverain sacrificateur, Caïphe, Jean, Alexandre et tous ceux qui étaient de race sacerdotale;
2c04070081	Et ayant fait comparaître les apôtres au milieu d'eux, ils leur dirent: Par quel pouvoir, ou au nom de qui avez-vous fait ceci?
2c04080055	Alors Pierre rempli du Saint-Esprit, leur dit: Chefs du peuple, et anciens d'Israël,
2c04090086	Puisque nous sommes aujourd'hui recherchés pour avoir fait du bien à un homme impotent, et afin de savoir par qui il a été guéri;
2c040a00d8	Sachez, vous tous, et tout le peuple d'Israël, que c'est au nom de Jésus-Christ de Nazareth, que vous avez crucifié et que Dieu a ressuscité des morts; c'est par lui que cet homme se présente guéri devant vous.
2c040b0078	Ce Jésus est la pierre, qui a été rejetée par vous qui bâtissez, qui a été faite la principale pierre de l'angle.
2c040c0098	Et il n'y a de salut en aucun autre; car sous le ciel il n'y a pas un autre nom, qui ait été donné aux hommes, par lequel nous devions être sauvés.
2c040d00ca	Voyant la hardiesse de Pierre et de Jean, et sachant que c'étaient des hommes sans lettres et du commun peuple, ils étaient dans l'étonnement, et ils reconnaissaient qu'ils avaient été avec Jésus.
2c040e0066	Et voyant que l'homme qui avait été guéri, était présent avec eux, ils n'avaient rien à opposer.
2c040f0052	Alors leur ayant commandé de sortir du Sanhédrin, ils délibérèrent entre eux,
2c041000ab	Disant: Que ferons-nous à ces hommes? car c'est une chose connue de tous les habitants de Jérusalem, qu'ils ont fait un miracle évident, et nous ne pouvons pas le nier.
2c04110096	Mais afin que cela ne se répande pas davantage parmi le peuple, défendons-leur, avec de grandes menaces, de parler à qui que ce soit en ce nom-là.
2c04120064	Et les ayant rappelés, ils leur défendirent absolument de parler, et d'enseigner au nom de Jésus.
2c0413006b	Mais Pierre et Jean leur répondirent: Jugez s'il est juste devant Dieu, de vous obéir plutôt qu'à Dieu.
2c0414005d	Car pour nous, nous ne pouvons pas ne pas parler des choses que nous avons vues et entendues.
2c041500a8	Ils les renvoyèrent donc avec de grandes menaces, ne trouvant pas le moyen de les punir, à cause du peuple; parce que tous glorifiaient Dieu de ce qui était arrivé.
2c0416005e	Car l'homme sur qui cette miraculeuse guérison avait été faite, avait plus de quarante ans.
2c04170097	Après qu'on les eut relâchés, ils vinrent vers les leurs, et racontèrent tout ce que les principaux sacrificateurs et les anciens leur avaient dit.
2c041800b4	Eux l'ayant entendu, élevèrent d'un commun accord leur voix à Dieu, et dirent: Seigneur, tu es le Dieu qui as fait le ciel, la terre, et la mer, et toutes les choses qui y sont;
2c04190098	Et qui as dit par la bouche de David ton serviteur: Pourquoi les nations sont-elles en rumeur, et pourquoi les peuples projettent-ils des choses vaines?
2c041a006d	Les rois de la terre se sont levés, et les princes se sont assemblés contre le Seigneur et contre son Oint.
2c041b008c	En effet, Hérode et Ponce-Pilate, avec les Gentils et le peuple d'Israël, se sont assemblés contre ton saint Fils Jésus, que tu as oint,
2c041c0066	Pour faire toutes les choses que ta main et ton conseil avaient décidé d'avance devoir être faites.
2c041d007d	Et maintenant, Seigneur, considère leurs menaces, et donne à tes serviteurs d'annoncer ta parole avec une pleine hardiesse;
2c041e007d	En étendant ta main, afin qu'il se fasse des guérisons, des miracles et des merveilles par le nom de ton saint Fils Jésus.
2c041f00a7	Lorsqu'ils eurent prié, le lieu où ils étaient assemblés trembla; et ils furent tous remplis du Saint-Esprit, et ils annonçaient la Parole de Dieu avec hardiesse.
2c042000c0	Or, la multitude de ceux qui avaient cru n'était qu'un cœur et qu'une âme; et personne ne disait que rien de ce qu'il possédait fût à lui; mais toutes choses étaient communes entre eux.
2c04210090	Et les apôtres rendaient témoignage, avec beaucoup de force, de la résurrection du Seigneur Jésus; et une grande grâce était sur eux tous.
