2800000007	Mathayo
2f0c0e00f9	Linga nenga nibile tayari isa kwinu kwa mara ya tatu. Nibile kwaa mzigo kwinu, kwa mana nipala kwaa kilebe chinu. Nabapala mwenga. Kwa mana bana bapalikwa kwaa beka akiba kwa ajili ya azazi. Badala yake, azazi bapalikwa beka akiba kwa ajili ya bana.
2f0c0f0071	Napulaika muno tumya na tumilwa kwa ajili ya nafasi yinu. Mana nabapenda muno mwenga, nipalikwa kupendwa kichunu.
2f0c1000a2	Lakini mana ibile, nibaelemea kwaa mzigo mwenga. Lakini kwa mana nenga na mwerevu muno, nenga na yolo ywaabakamwile mwenga kwa mana nibile ywaabapatike kwa uboso.
2f0c11003b	Je, nitola kwa kuyipangia faida kwa yeyote nimtumile kwinu?
2f0c1200b4	Nimlobite Tito isa kwinu, na natintuma nongo ywenge pamope ni ywembe. Je, Tito abapangia faida mwenga? Je, tutyanga kwaa katika ndela yeyelo? Je, tutyanga kwa katika magolo yeyelo?
2f0c1300a1	Muwaza kwa muda woo bote tubile tukiitetea twenga twabene kwitu? Nnonge ya Nnongo, na katika Kristo, tubile twabaya kila kilebe kwa ajili ya kubaimarisha mwenga.
2f0c140106	Kwa mana nibile na hofu paniisile naweza niapate kwaa mwenga kati yanitamania. Nibile na hofu panga mwaweza munipate kwaa nenga kati mwamutamaniya. Nahofia panga paweza kuwa na majadiliano, wivu, milipuko ga hasira, tamaa ya ubinafsi, umbeya, kiburi ni kombwana.
2f0c1500d3	Nibile na hofu panga mana nibuyangine kae, Nnongo wango aweza kuinyenyekeza nnonge yinu. Nibile na hofu panga naweza huzunishwa na baingi ambabo batubu kwaa uchapu, ni uasherati na makowe ga tamaa gawayapangite.
2f0d010079	Ayee nga mara ya tatu panga naisa kwinu.”Kila lishitaka lazima lichengwe na uthibitisho wa mashahidi abele au atatu.”
2f0d020089	Nibayite kwa abo batenda sambi kabla na kwa benge bote muda panibile kolyo mara ya ibele, na niabaya kae: Paniisile kae, niavumilia kwaa.
2f0d0300a3	Naabakiya mwenga lee kwa sababu mwapala ushaidi panga Kristo alongela pitya nenga. Ywembe abile kwaa dhaifu kwinu, badala yake, ywembe nga mwenye nguvu nkati yinu.
2f0d0400aa	Kwa mana atisulubiwa katika udhaifu, lakini abile nkoto kwa ngupu ya Nnongo. Kwa mana twenga kae tu dhaifu nkati yake, lakini twatama naye kwa ngupu ya Nnongo nkati yinu.
2f0d0500aa	Muichunguze mwabene mulole kati mubile katika imana. Mujipime mwabene. Mugundua kwaa panga Yesu Kristo abile nkati yinu? Ywembe yumo, vinginevyo mana mwathibitishwa kwaa.
2f0d06004f	Na nibile na ujasiri panga mwenga mwalowa gundua panga twenga twakataliwa kwaa.
2f0d0700b0	Nambeambe tualoba kwa Nnongo panga muweze kupanga chochote kinoite kwaa. Niloba kwaa panga twenga tuweze bonekana kilicho sahihi, ingawa twaweza kubonekana tumeshindwa jaribia.
2f0d08005a	Kwa mana twenga tuweza kwaa panga lolote kunchogo na kweli, lakini kwa ajili ya kweli kae.
2f0d09006a	Kwa mana twapuraika muda watubile dhaifu mwenga mubile na ngupu. Twaloba panga muweze kupangwa bakamilifu.
2f0d0a00df	Nagaandika makowe aga muda nibile kutalu ni mwenga, ili panga muda nibile pamope ni mwenga nahitaji kwaa kubabonekeya ukali mwenga. Nenda hitaji kwaa tumiya mamlaka Ngwana ywanipeile nenga niachenge na nibaharibie kwaa pae.
2f0d0b00d3	Mwisho bake, alongo analome ni anwawa, mupuraike! mupange kazi kwa ajili ya urejesho, mpeyelwe mwoyo, muyeketyane mwenga kwa mwenga, mutame katika amani. Na Nnongo ba upendo na amani alowa tama pamope ni mwenga.
2f0d0c002a	Musalimiane kila yumo kwa libusu takatifu.
2f0d0d0018	Baumini bote nabasalimu.
2f0d0e006a	Neema ya Ngwana Yesu Kristo, upendo wa Nnongo, ni ushirika ba Roho mtakatifu ube pamope ni mwenga mwabote.
3000000008	Agalatia
3001010090	Nenga na Paulo mtume. Nenga mtume boka lii kwa mundu wala lii kwa bandu, lakinji boka kwa Yesu Kristo na Nnongo Tate aliyemfufua boka kwa nkiwo.
3001020045	Pamope na nnunangu boti nune, ninda kuwaandikiya makanisa ga Galatia.
300103004c	Neema na ibe kwinu na amani boka kwa Nnongo Tate bitu na Ngwana Yesu Kristu,
300104008a	ywaipijite yeyipie mwene kwaajili yitu na dhambi yitu lenga wete atumbombwe na wakati wono uovu, bokana na mapenzi ya Nnongo witu na Tate.
3001050028	Kachake ubi na utukufu milele na milele.
300106008c	Ninda shangara kwamba garambuka kiyongoya kwenye injili yenge ninda shangara kwamba mbale boka kwake yembe ya akukemite kwa neema ya Kristo.
3001070077	Ntopo injili yenge, lakini babile babadhi ya bandu banda sababisha mwenga matatizo bakana badilidisha injili ya Kristu.
3001080074	Lakini hata mana itei twee ao malaika boka kunani abaya kwinu injili tofauti na yelo twaitangazie kwinu, na lanilwe.
3001090092	Kati ya twalongei mpolongoi na nambeyambe nilongela kati mana abile mundu apala longela kwinu injili tofauti na kati choo mupokile na aalanike.”
30010a0096	Nambeambe nipala ushaidi wa mundu au Nnongo? mbala kuwapuraisha bandu? mana kama mbala yendele paya kuwapulahisha bandu nee na mtumishi lii wa Kristo.
30010b004c	Nunango, nipala mwenga mutange kwamba injili yaa nibaya iboka lii kwa mundu.
30010c0068	mbokii lii kwa mundu, wala nipundishilwe kwaa. Badala yake, yabile ni kwa ufunuo wa Kristo kwango nenga.
30010d0082	Muyowine habari ya maisha gango gamchogo katika dini yakiyahudi, mwani litesage kanisa la Nnongo zaidi ya kalitenga na kulitiniya.
30010e007b	Natiyendelia na dini yakiyahudi zaidi ya kinalongo bango bengi ayahudi. nabile na bidii muno katika tamaduni za tate bango.
30010f005b	Lakini Nnongo atinogelelwa kunichawane boka ndumbo ya mao. Atinikema nee petiya neema yake.
3001100081	Ati kumnaya mwana wake kachango, lenga kwamba nimtangaze yembe katikati ya bandu bamataifa wala mbalike ushauri wa iyega na damu.
300111007c	Na niobwike lii yenda Yerusalem kwa wale babile mitume lii kabla ya nee. Badala yake nayei uarabuni na baadae buya Damesiki.
3001120066	ada ya miaka mitatu nati boka yenda Yerusalem kumlinga Kefa, natitama na kwe kwa machoba komi na tano.
3001130043	Lakini na bweni lii mitume yenge nimweni Yakobo, mnuna wee Nngwana.
3001140039	Lola, nnonge ya Nnongo, nimkenga lii cha niyandika kwinu.
3001150027	Boka pa nayei mikoa ya Shamu nakilikia.
300116004b	ndopo ya nitangite kwa liyo kwa m, akanisa ya uyahudi yabile katika Kristo,
3001170057	Lakini bende niyowa tu, Ywembe yatutesite nambe yambe na atangaza imani ya iharibie.”
3001180026	Bende kumsifu Nnongo kwa ajili ya nee.
3002010061	Baada ya miaka komi ni ina nayei kae Yerusalem pamope ni Barnaba. Nampotwi na Tito pamope na nee.
30020200f8	Nayei kwasababu ya Nnongo atibonekana kwamba napalikwe yenda. nabekite mnonge yabe injili yanitangazile kwa bandu ba mataifa. (Lakini nalongei kwa siri kwa wabile iyongozi muhimu) napangite nyaa hakikisha kwamba nabutukite lii, ama natibutuka bure.
3002030048	Lakini hata Tito, abile pamope nane, yabile myunani, alazimishwe inilwa.
300204007f	Jambo le lapite kwa sababu nongo wa ubocho yaichile kwa siri peleka uhuru twabile papalite panga twee tupangilwe atumwa sheria.
3002050058	Twapejilwe hata kwa saa jimo lenga kwamba injili ya kweli hii gali bila garambuka kwinu.
3002060090	Lakini ywembe yabaite abile kiongozi bapiite lii kilebe kwango nee kilebe chaba kipangite ndopo maana kwango. Nnongo akani upendelelo kwa bandu.
300207007e	Badala ya ke, babweni kwamba niaminilwe tangaza injili kwa ba inilwe lii. lenga kama Petro atangaze injili yango kwa bainilwe.
3002080082	Kwa maana Nnongo, apangite kazi ndani ya Petro tubwe cha utumwe kwa bainilwe, ende apangite kazi ndani yango kwa bandu ba'mataifa.
3002090100	Wakati wa Yakobo, Kefa, ni Yohana, bati tanganikwa kua bati chenga kanisa, batangite neema ya mbeilwe nee, batitupokiya katika ushirika nenga na Barnaba. Twapangite nyaa lenga kwamba tuyende kwa bandu bamataifa, lenga kwamba baweze yenda kwa balo bainilwe.
30020a004b	Batitupala twee kuhakombokiya masikini nenga mbalae panga kikoe Kati cheno.
30020b004d	Natikumkanikia wakati Kefa paichile Antiokia, waziwazi kwa sababu atinikosea.
30020c0082	Kabla ya bandu kadhaa hicho boka kwa Yakobo, Kefa above andelyaa pamope na bandu bamataifa. Ende yogopa bandu ambao Bapala tohara.
30020d0083	onyonyo Bayahudi benge bati yangabanika na unafiki pamope na Kefa. Matokeo gake yabile kwamba hata Barnaba atitolekwa na ulau wabe.
30020e00c4	Lakini panibweni kwamba babile bakengama lii injili ya kweli, natikumbakia Kefa mnonge yabe boti, kama mwenga ni Ayahudi lakini mutuma kwa tabia ya bandu ba mataifa badala ya tabia za kiyahudi.”
30020f004e	Twenga twabile Ayahudi kwa belekwa na siyo “bandu ba mataifa benye sambi.”
3002100127	Mutange wite ntopo yabalangiliwa haki kwa matendo ya sheria. Badala yake, tubulangiliwa haki kwa imani nkati ya Yesu Kristo. Twaichile kwa imani ndani ya Kristo Yesu lenga kwamba tubalangiliwa haki kwa imani ya Kristo na siyo kwa itendo ya sheria. Kwa matendo ya sheria ntopo mwili balanga haki.
300211009d	Lakini kama tunda kumpala mnongokwe kutubalangia haki ndani ya Kristo, tujikoliya bene pia tubi bene dhambi, je Kristo atipanga nmanda wa dhambi? nyonya lii!
300212007c	Maana kama chenga tegemea lango mnani na beka sheria, tegemeo ambalo natikuliboya, nando kuilayana mwene kwa tekwana sheria.
300213004e	Mbetiya sheria natiwa kwa sheria, kwa hiya nipalikwa tama kwa ajili ya Nnongo.
30021400db	Natibalangilwa pamope ni Kristo. Nenga lii nitama, bali yembe Kristo atama mkati yango maisha yanitama nkati yango maisha yanitama katika mwili nitama kwa imani ndani ya mwana wa Nnongo, atikanipenda na kwa ajili yango.
300215005f	Mpekani uruma ya Nnongo, maana mana itei haki nibile kupitia sheria bai Kristo kabahawire bure.
3003010072	wagalatia mwalalo, ni liyo liako ovu laliwaaribu? Je Kristo Yesu alaite lii kati msulubiwa kunnonge ya minyo yinu?
300302006c	nenga nipala tutange tena boka kwinu. je mwatipokiya roho kwa makowe ga saliya ama kwa amini galo gamyowine.
3003030053	Je mwenga ni mwalalo kiasi che? je mwtumbwile katika Roho lengo muyowe katika yega?
3003040041	Je mwatiseka kwa makowe genge bure, kati ya kweli yabile ya bure?
3003050076	Je yolo apiale Roho kwinu napanga makowe ya ngupu kati yinu upanga kw makowe ga saliy ama kwa pekania pamope na imani?
3003060043	abrahamu “Atikumuamini nnongo atibalangiliwa panga mwene haki.”
3003070045	Kwanamna yelo mwelewe panga, balo ambao bandamini Nibana ba abrahamu.
30030800aa	Andiko latitabili kwamba nnongo atikua balangilia haki bandu badunia kwandela ya amini. injili hatikuhihubili wete kwa abrahamu: “katika wenga dunia yoti yabarikiwa.”
3003090059	Lenga baadaye balo ambao babii naimani uwayali pamope ni abrahamu, yembe yabile na imani.
30030a00be	balo ambao bandategemea makoe ga saliya babile pae ya laana. kwakua itiandikwa, “amelaaniwa kila mundu yabakamwana lii na makoe goti gabaandikite katika kitabu cha salia, kuyapanga goti”
30030b0079	Mbeyambe ni ubi wazi kwamba Nnongo am'balan gia kwaa haki hata yumo kwa saliya, kwa kuwa mwene haki apala tama kwa imani.
30030c0069	salia inokana na imani, lakini badala yake “yembe yapanga makoe gana katika salia, apala tama kwasalia.
30030d007a	kristo atitukwombwa twenga boka lazi kwajili yitu. kwakua itiandikwa akoeite lazi kila mundu ywabambilwa kunani ya mkongo.
30030e00ae	Nia lyabile lengo labile nyanya baraka yayabile kwa Ibrahimu yipala yeicha kwa kila mundu wa mataifa katika Kristo Yesu, lenga kwamba tuweche pokia ahadi ya Roho petya imani.
30030f0090	Nongo, nindalongela kwa namna ya kibinadamu. Hata muda ambapo patano la kibinadamu litiyomoka bekwa imara, ntopo ywa wecha chalawa ama yongekea.
30031000c1	Mbeyambe ahadi bahatizibaya kwa Ibrahimu na kwa kizazi chake. Ibaya kwaa, “kwa vizazi,” imaanisha kwaa bana mbone bali badala yake kwa yumo kichake, “kwa kizazi chako” ywembe ni Kristo.
3003110064	mbeyambe nibaya, saliya ambayo yaisile miaka 430 baadae, iboka kwaa patano la kiogo labekite Nnongo.
3003120093	Kwa kuwa kati urithi isa kwa ndela ya saliya, ipale baha kae aichile kwa ndela ya ahadi lakini Nnongo yapiite bure kwa Ibrahimu kwa ndela ya ahadi.
30031300d4	mwanja namani saliya batikuipiya? batikuiyongekea kwa sababu ya makosa, mpaka lubeleko wa Ibrahimu uiche kwa balo ambao kwabe ati kuwaaidi. Salia yatibekwa katika shinikizo petiya malaika kwa luboko lwa mapatano.
300314004a	mbeyambe mkengi amainisa zaidi ya mundu yumo, bali Nnongo ni yumo kichake.
300315009c	Kwaiyo je saliya ibile kiogo na ahadi za Nnongo/ la hasha! kwa kuwa kati saliya yayapiyilwe yabile na uweso wa leta ukoti, haki mana ipatikikine kwa saliya.
30031600c2	Lakini bvadala yake, liandiko lititaba makowe goti pae ya dhambi. Nnongo apangite nyaa lenga kwamba aadi yake ya kutulopwa twenga kwa imani katika Yesu Kristo iwese patikana kwa balo baba amini.
300317007a	Lakini kabala ya imani katika Kristo iichile kwaa, twabile twatitabilwa na kuwa pae ya saliya mpaka uwise ufunuo wa imani.
300318006a	Kwaiyo saliya yatipangika kiongozi witu mpaka Kristo paisile, lenga kwamba tutihalangilwa haki kwa iamani.
300319003f	Mbeyambe kwa kuwqa imani itiicha tupile kwaa pae ya muangalizi.
30031a004b	kwa kuwa mwenga mwaboti ni bana ba Nnongo petiya imani katrika Kristo Yesu.
30031b0039	Boti ambao twatibatizwa katika Kristo mutikumwala Kristo.
30031c006f	Ntopo myahudi wala Myunani, mtu mwa wala huru, mnatome wala mnwawa, kwa kuwa mwenga mwaboti katika Kristo Yesu.
30031d0054	Kati mwenga ni wa Kristo, basi n lubeleko lwa Ibrahimu, warithi kwa mujibu wa ahadi.
3004010068	Nbaya nyanya maalamu ywa'alisi ni mwana, ntopo tofauti na mtumwa, hata upangite ni mmiliki wa mali yoti.
300402004e	Badala yake, hai pae ya waangalizi na wajiamini mpaka muda wabekite Tate bake.
3004030060	Pamope na twenga, twabile twabana, twamkamulikie katika utumwa na kanuni za kwanza ya ulimwengu.
300404006a	Lakini wakati muhafaka pawaikite, Nnongo atikumtuma mwana wake, abelekwe kwa nwawa, belekwa pae ya saliya.
3004050050	Apangite nyaa, kubakombwa babile pae ya saliya, lenga kwamba tupoki kai twabana.
300406006e	Sababu mwenga mwabana, Nnongo atikuntuma Roho wa mwana wake nkati ya mioyo yitu, Roho akemae “Abba, Tate.”
3004070060	Kwa sababu yo wenge wamtumwa kwaa bali wa mwana. Kati wa mwana, bai wenga wa mlisi petya Nnongo.
300408005a	Hata kabla mnamtanga kwaa Nnongo, mwabiole mwatumwa kwa balo kwa asili miungu kwaa kabisa.
30040900c1	Lakini na mbeyambe kwamba muntangite Nnongo, ama kwamba tanganikwana Nnongo, kwa mwanja namani mundo buyanga kae kwenye kanuni dhaifu ya kwanza yangali thamani? Je mpala panga kae mwatumwa kae?
30040a004b	mwanda kuikamwa kwalola lisoba maalum, bonekana kwa mwei, nyakati na miaka.
30040b0055	Ninda yogopa kwaajili yinu. Ninda yogopa kwamba kwa namna pulani nitikuitabisha bure.
30040c006e	Nenda kuwaloba, mnunango mubii kati sa nibile nenga, kwaiyo nenga nibile kati chabile mwenga, Munikosile kwaa.
30040d006f	Bali mutitanga kwamba yabile ni kwasababu ya ugonjwa wa yega kwamba natihubiri injili kwinu kwa mara ya kwanza.
30040e00af	Ingawa hali yenge ya yega yatikuwabeka katika majaribu munisalawile kwaa ama munikoni kwaa. Badala yake mwati kunipokiya kati malaika wa Nnongo, kati kwamba nabi Kristo mwene.
30040f008a	Kwaiyo ibi kwako nambeya mbeno furaha yinu? kwa kuwa nanda shuhudia kwinu kwamba, mana iwesekine, mpale tupwa minyo ginu na kunipea nenga.
3004100043	Hivyo nambeyambe, Je nibi naadui winu kwa sababu natikumakia kweli?
3004110065	Banda kuwapaka kwa amu, ampali ukati kwaa bandupala kuwalekangania mwenga na nenga lenga muwakengame.
300412004d	Ni vyema daima baa na shauku sababu, yaibii mzuri, panibile pamope na mwenga.
3004130052	Bana bango basunu, niminya uchungu kwa ajili yinu kae mpaka Kristo abe nkati yinu.
300414006f	Napendile tube Palo pamope na mwenga nambeambe na nagalambuka lilobe lango, kwasababu nitimaanisha kunani yinu.
300415004a	Munibakie, mwenga mwamtamani baa pae ya saliya, myowa kwa saliya mwaibaya?
3004160077	Kwa kuwa itiandikilwa kwamba Abrahamu abile na bana analome abele, yumo kwa yolo nnwawa mtumwa na yenge kwa nnwawa uru.
3004170061	Hata nyoo, yolo wa mtumwa abele kwile kwa yega tu, bali yolo wa nnwawa huru abelekwile kwa ahadi.
30041800b6	Makowe aga yanda wezekana simuliwa kwa tumia mifano, kwa kuwa alwawa aba bana landana na maagano ya yega. Moja wapo boka katika kitombe Sinai. Papa bana ambao ni watumwa yono Hajiri.
300419007d	Nambeambe Hajiri ni kitombe Sinai waubile Arabuni. Balandine na Yerusalem ya mbeyambe kwa kuwa ni mtumwa pamope na bana bake.
30041a003a	Bali Yerusalem yaibii kunani ni huru, na yeno ni mao bitu.
30041b00f5	Kwakuwa itiandikilwa, “Pulahika wenga wannwawa ywa ubile ngumba, wenga waakotwike papa. Upie lilobe na ukombwe ndoti kwa puraika, wenga wa ukotwike yobelia papa. kwa mana wanambone ni bana kwa yabile ngum, ba, muno kwa yolo yengali mnalome.”
30041c003c	Nambeambe nongo wango, kati Isaka na mwenga ni bana baahadi.
30041d007d	Kwa muda wolo ambao mundu atibelekwa kwa mujibu wa yega atikumtesa yolo abelekwile kwa mujibu wa Roho. mbeyambe ni nyonyonyo.
30041e0093	Maandiko gabaya buli? “Mumoye nnwawa mtumwa pamope ni mwana nnalome. Kwa kuwa mwana wa nnwawa mtumwa inwa kwaa pamope na mwana wa nnwawa huru.”
30041f004d	Kwa nyo, nongo, twenga twabana kwaa ba nnwawa mtumwa, buli ni wa nnwawa huru.
300501006f	Na kwa sababu kristo atapei uhuru lenga tubi huru nyonga, tugeme imata kana tukole kae katika kongwa la utumwa.
3005020064	Tulinge nenga paulo nenda kumakia kwamba maana mpala inwa kristo hatawafaidiwa kwa ndela yeyote ile.
300503004c	Tena nandalenga kila mnatome ya inite kwamba apalikwa panga kwa sheria yoti.
3005040060	Kumlenga kulipite na kristo, bale bale mtibalangilwa haki kwa sheria. mtitomboka mbale na neema.
300505003d	Maana kwa ndela ya roho kwa imani tundalenda ujasiri wa haki.
300506007a	Katika kristo yesu ina au kotokaina ndoponmaana yoyote. mi imani kichake ipanga kazi petiya upendo helo nimaanisha kikowe.
3005070048	Twabile mwandabutuka lubelo vizur nyoi yabamchibile kotoka aminia kweli.
300508003e	Ushawishi wa panga nyo uboka lii kwake yembe yamkemite mwenga.
3005090029	Chachandika pachumu ualibia lidonge loti.
30050a0082	ninda nobeliya mwenge katika ngwana kwamba munda wacha kwa ndela yenge yoyote. yoyote yolo yabunobea apalapotwa hukumu yake yamwe.
30050b0083	mnunango maana yendeli longelia inamwanja namani bado kanite seka? kwalikowe liyo chelo chaniku kanika kwa nsalaba chaweza ulibika.
30050c0042	kwa matakwa gango na mwene balo babaongoza vibaya balwa leka bene.
30050d009c	mnongo atikumkemanga mwenga mwalongo kwenye uhuru. ila kanamuutamie uhuru kwinu kati fulrsa kwa payega. badala yake kwa upendo muhudumiane mwenga kwa mwenga
30050e005e	kwakuwa sheria yatikamilika katika amuri jimo nayo ni lazma umpendo jilani yako katika wamwene
30050f0056	lakini maana kamtaunara naliana muhilinge kwamba kanamuhialibie lii mwenga kwa mwenga.
3005100036	nandarokela muyende moyo atanyu mtimizalili tama yege.
3005110046	kwakuwa yega inatama koro zadi ya moyo na moyo inatama konu zida yega.
3005120032	metei moyo undakwarokolya mbilelili paye ya sheria
3005130048	napliyano matendo ya yega gandamonekana ni umalayo, uchafu na ugelegele.
300514005d	libada ya sanamu, mwabe, adui, yomana, husuda, nyongo, shandana, farakana, tengana kimadhebu.
30051500a1	bwiu, ulevi mlafi na makowe ngenge kati go randa ku kweleka mwenga kati chonangwlike palongoi, kwamba balo babapango makowe kati gobaalithi lii ufalme wa mnongo.
300516004d	litunda lamoyoni upendo furaha, amani, pumilia, mkatimu, ubinu hudumu, imani.
3005170034	mpole na kiasi ndapo sharia dhidi ya makowe kati go.
300518005d	balo bababile katika kristo yesu bati sulubiwa yega pa ope na shauku na lamaa yabe inamnyata.
300519002d	maite tutuma kwa roho kae tipiyange kwa moyo.
30051a0046	kana tuipane kana mchokochane kila yumo na nyine, kana baboneane bwiu.
30060100a0	kinanunanga abile mundu atiboyalwa katika uovu, mwenga mwabile wa kiroha, mpalikwa kumkereboya mnunango katika roho ya upole. kono mulinge bene ili msijatibiwe.
3006020040	mkipotoleana ingombo na kwa hiyo mtaikamilisha sheria ya kristo.
300603004c	mana mundu yembe aiboba bora wakti si kilebe mwene cha kichake cha kuipania,
300604002a	bila yakuilenganikia mwene na mundu yenge.
300605002a	maana kila mundu atula mchingo wa kemwene.
3006060045	Mundu yafundishite likiwe lazima anmakie yanamnowa yoti mwalimu wake.
300607004b	kanomkongelwe mnongo ataniliwalili. kila apandacho mundu ndicho chauna pia.
300608011e	kila yapanda mbeya katika asili yake ya dhambi auna akati wa milele boka kwa roho. mana mundu yembe aibona bora wakati si kilebe, andakwikonga mwene. kila yuma na alenge kazi yake lengo mwene chakukilumba kilebe mwene cha kichake cha kuipania, bila yakuilenganikia mwene na mundu yenge.
3006090075	kunauchoke katika panga makoe mema maana kwa wakati wake mema maana kwa wakati wake tupalauna manatukatike lii tamaa.
30060a006c	hivyo bisi wakti twatukolana nafasi tupange mena kila yumo. tupange mena zaidi has kwa walio mkati ya imani.
30060b003a	mulinge ugolo wa barua yaniandike kwa lubako langanamwene.
30060c0077	balo banalapanga mema kwa kulinga mwili ngababalazimisha inilwa hapanganyo kana banjingi mmateso ga wakristo munsalabu.
30060d004c	maana abo babataililwe bene bakamua lii sheria badala yake bapalamwe muinwe.
30060e00b7	kanaipitelili nikaipuna isipokuwa kwa msalaba wa kwona witu yesu kristo katika ywebe dunia atisulubiwa kwaajili yako na dunia kwa kuwa nijalilili inwa ama kotoka inwa panga ni kilebe.
30060f0028	badala yake lubeleko lwayambe ni muhimu.
300610005b	kwa boti balama kwa kanuii, babe na amai rongo ibekunani yabe na kunanu ya israli na nongo.
300611004d	boka leno mundu yeyote kanaania ngaishe, maana nipotwite alama ya yesu muyega
3006120047	yango. neema ya ngwana witu yesu kristo ibe na roho yetu mnunango Amina
3100000007	Baefeso
3101010086	Paulo, mmanda wa Kristo kwa mapenzi ga Nnongo, kwa balo batengwile kwaajili ya Nnongo batami Efeso na babile baaminifu mu'Kristo Yesu.
310102004b	Neema ibe kwinu ni amani yaboka kwa Nnongo Tate bitu ni Ngwana Yesu Kristo.
3101030088	Nnongo ni Tate wa Ngwana witu Yesu apeilwe sifa. Ni ywembe ywatubarikiye kwa kila baraka ya roho, mu'mahali pa kumaunde nkati ya Kristo.
310104009d	Kabla ya kuumbwa dunia, Nnongo atuchawile twenga twaaminiye mu'Kristo. Atuchawile twenga ili tuwezu kupangika kuwa atakatifu ni tulaumikiwa kwaa nnonge yake.
3101050099	Mu'lipendo Nnongo atuchawile mwanzo kwa kutulopwa kati bana bake kwa ndela ya Yesu Kristo. Apangite nyanya kwa mana apendeziwe panga chelo cha atamaniye.
3101060077	Matokeo gake ni kuwa Nnongo atitukuzwa kwa neema ya utukufu wake. Cheno nga chaatupeile bure kwa ndela ya mpendwa wake.
3101070083	Kwa kuwa mu'mpendwa wake, tubile ni ukombozi petya mwai wake, msamaha wa sambi. Tubile ni leno kwa sababu ya utajiri wa neema yake.
3101080047	Apangite neema yee kuwa tanyansima kwa ajili yitu mu'hekima ni ufahamu.
3101090072	Nnongo apangite iyowanike kwitu yelo kweli yaiyowanika kwaa ya mpango, bokana ni hamu yaiyowanike nkati ya Kristo.
31010a0094	Muda nyakati zatitimya kwa utimilifu wa mpango bake, Nnongo alowa kuvibeka mpamo ni kila kilebe cha kumaunde ni cha kunani ya nnema nkati ya Kristo.
31010b0092	Nkati ya Kristo twabile twachaulilwe ni kukusudiwa kabla ya muuda. Ayee ibile bokana na mpango wa ywapanga ilebe yoti kwa kusudi lya mapenzi gake.
31010c0073	Nnongo apangite nyoo ili tuweze kuwapo kwa sifa ya utukufu wake. Twabile wa kwanza kuwa ni ujasiri nkati ya Kristo.
31010d00c4	Yabile kwa ndela ya Kristo kwamba mwaliyowa neno lya kweli, injili ya ukochopoli wenu kwa ndela ya Kristo. Yabile mu'ywembe pia kwamba mwaaminiya ni kutiwa mhuri ni Roho Mtakatifu ywabile ahidiwa.
31010e0063	Roho nga dhamana ya urithi witu mpaka umiliki wapatikaane. Ayee yabile ni kwa sifa ya utukufu wake.
31010f0094	Kwa sababu yee, tangu wakati mwayowanike kuhusu imani yinu nkati ya Ngwana Yesu na kuhusu pendo lenu kwa balo boti wabile watitengwa kwa ajili yake.
310110004a	Nilekite kwaa kumshukuru Nnongo kwaajili yinu na kuwataja mu'maombi yango.
3101110079	Naloba kwamba Nnongo wa Ngwana witu Yesu Kristo, tate ba utukufu, alowa kuwapeya roho ya hekima, mafunuo ga ufahamu wake.
31011200c8	Naloba kuwa minyo yinu ya mioyo yaibekwile bweya kwa mwenga kutanga ni waako ujasiri wa kukemelwa kwinu. Naloba kwamba muuyowe utajiri wa utukufu wa urithi wake nkati ya balo batengwile kwaajili yake.
3101130086	Naloba kwamba uyowe ukolo uzidio wa likakala kyake nkati yinu ambao twaaminiya. Wolo ukolo wabokana na kupanga kazi mu likakala lyake.
31011400a3	Ayee na likakala lyapanga kazi nkati ya Kristo wakati Nnongo ywamfufuile kuoma kwa bandu ba mu'kiwo ni kunketisha mu'luboko lwake wa kummalyo mu'pandu pa kumaunde.
31011500a2	Atami Kristo kunani kutalu ni utawala, mamlaka, nguvu, enzi, na kila lina lyalikemelwa. Ywamtamiliye Yesu mwanja kae kwa wakati kwaa wolo lakini kwa wakati woisa.
3101160071	Nnongo abaite kuitisha ilebe yoti pae a magolo ga Kristo. Ampangite ywembe ntwe kunani ya ilebe yoti mu'likanisa.
3101170057	Ni likanisa kwamba nga yega wake, ukamilifu wake ambae hujaza ilebe yote mu'ndela yoti.
3102010032	Kati yelo mwabile mwawile mu'makosa na sambi yinu.
31020200be	Yabile mu'aga kwanza mwatiyenda lingana na nyakati ya ulimwengu huu. Mwabile mwatiboka kwa kunkengama ntawala wa mamlaka ya kumaunde. Ayee nga roho yake yolo apangaye kazi mu, bana ba kuasi.
31020300e4	Twenga wote twabile nkati ya balo baaminiya kwaa hapo mwanzo. Twabile tupangite kwa namna ya tamaa inoite kwaa ya yega yitu. Twabile twapanga mapenzi ga yega yitu ni ufahamu witu. Twabile kwa asili ya bana ba dhahabu kati benge.
3102040063	Lakini Nnongo ywabile ni rehema yanyansima kwa sababu ya lipendo lyake likolo lyaatupendile twenga.
310205007a	Muda twabile mu'kiwo mu'makosa yitu, atuletya pamope mu'maisha gaayambe nkati ya Kristo. Ni kwa neema kuwa nati lopolelwa.
310206005a	Nnongo kayogolya mpamo ni kutupanga tama pamope mu'pandu pa'kumaunde nkati ya Kristo Yesu.
3102070090	Apangite nyoo ili muda waisa aweze kutubonekea utajiri nkolo wa neema yake. Utubonekeya twenga alee kwa ndela ya wema wake nkati ya Kristo Yesu.
