2800000005	Mateu
340207005a	Ni kuva vulyo, tu vali kwina sinte mukati kenu sina mushemi o mwanakazi yo humbuliza vane.
34020800b8	Mwe yi inzila tu vavi ni ku shiyama chenu. Tu va saki ku kuli avela nenwe insiñi feela i ivangeri ya Ireza kono hape ni vwine vuhalo vwetu. Mukuti chi mu vavi ahulu va sakahala kwetu.
34020900c7	Mukuti mu zeza, Mizwale, vukukutu vwa mutendo wetu ni ku li katataza. Masiku ni musihali tuvali ku tenda kuti pona kanji tu lemezi hansi umwi kwenu. Mweyo inako, tu va kutazi kwenu ivangeri ya Ireza.
34020a0072	Inwe mu mpaki, ni Ireza naye, u jolola vule, mu ku shiyama, ni kusa nyazahala tuvali santi tuvene kwenu mu zumina.
34020b007b	Mu nzila i swana, mwizi vule zumwi ni zumwi wenu, sina isi ni vana vakwe, tuva mi nyamuni ni ku mi susuweza. Tuva hi vupaki
34020c0055	kuti mu yende cha mukwa u lukera Ireza, iye yo mi sumpa ku muvuso wakwe ni mu nkanya.
34020d013a	Che ri ivaka naswe tu litumera kwe Ireza cha ku sa siya. Mukuti hamu tambula kwetu vulumiwa vwa Ireza vu mu va zuwi, muva vu tambuli insiñi sina cha liinzwi lya vantu. Niha kuva vulyo, inwe muva a tambuli cha mu vuniti mu likalile, liinzwi lya Ireza. Nji cheli liinzwi lina ha ku tenda mukati kenu inwe mu zimina.
34020e00cb	Chenu, mizwale, muva vi valikanyisi vwe kereke ya Ireza zina mwa Judeya mwa Keresite Jesu. Sina nenwe hape muva nyandili zi swana zintu ku vakwenu vantu ve munkanda yenu, sina mu vava chitiri ku ma Juda.
34020f0093	I vali ma Juda vave hayi vonse Simwine Jesu ni vaporofita. Ivali ma Juda vava tu tandili hanze. Kava tabisi Ireza. Kono, vava nyandisi vantu vonse.
3402100098	Va tu kanina ku wamba ku va machava kuti avo va puluswe. Mamaninizo nji kuti inako yonse ve zulilile mu zivi zabo. Vukali vuvezi havali ku ma mani mani.
3402110086	Iswe, mizwale, tuva kauhenye kwenu mu nako infuhi, muvusu, insiñi munkulo. Tu va liki cha vukando vwe nciheho ku vona sifateho chako.
3402120053	Tu va ku saka kwiza kwako, Ime, Paulusi, hamwi ni hamwi, kono Satani ava tu zimiki.
34021300ad	Kanti insepo yetu nje ihi ku zi keza, kamba i ntabo, kamba inkuwani ya buikumuso mu vusu vwa Simwine wetu Jesu mu kwiza kwakwe? Kana vavali njimwena ca vungi sina nji vamwi?
340214002e	Kakuti inwe nji mwi nkanya yetu ni ntavo yetu.
340301006d	Chi kwina vulyo, ha tusa si woli ku i vika, tu va zezi kuti ku vena sinte ku siiwa mwisule lya Athens twenke.
3403020087	Tuva tumini Timoteya, muzwale wetu ni mukwetu kwa Ireza ni mwi ivangeri ya Keresite, ku mi kuza niku mi omba omba ku amana ni intumero.
340303007d	Tuva citi izi kuti kakwina yete a nyanganyiswe cha a masukuluko. Mu kuti inwe muvene mwizi kuti chezi tu ba vikwa ha mutendo.
3403040072	Cheniti, hatu vena nenwe, tuva mi rwiri piri kuti seke nitu lwale ku lyangana, mi chi va chitahali, sina ha mwizi.
34030500af	Cheri ivaka, hani sana niva kusi wola ku zi zimanina, ni va tumini kuti ni zibe ku amana ni ntumero. Mwendi hamwi muliki cava liki kuku lika, mi masukuluko etu avavi a mahala.
34030600d0	Kono Timoteya ceza kwetu kuzwa kwenu ni tu letera manzwi malotu e ntumero ni rato. Na tu rwira kuti inwe hañata mwina minahano mi lotu yetu, ni kuti mu virera ku tu vona sina neswe mutu vilaerera ku mi vona.
340307005f	Keli ivaka, mizwale, tu va ombiwa ombiwa kwenu ke ntumero yenu, mu zonse vukavo ni ku lyangana.
3403080038	Cwale hanu tu hala, hamu zimana cha ku kola mwa Simwine.
3403090068	Mukuti vuitumero nzi vutu wola kuha kwa Ireza chenu, cha yonse ntavo itwina nayo kwa Ireza wetu ka henu?
34030a0074	Masiku ni mushali tu lapera ahulu kuti mwendi mutu vone chifateho chako ni ku ha chintu chi swanela mu ntumero yenu.
34030b0049	Ireza ni Ishetu iye mwine, ni Simwine Jesu, a namalaze inzila yetu kwenu.
34030c0072	Simwine a mi pange ku ekeza ni ku mi kopanya mwi rato zumwi cha zumwi ni ku vonse vantu, sina mu tu pangila kwenu.
34030d0085	A pange ku koza inkulo zenu kusa nyazahala mu ku chena havusu bwa Ireza ni Ishetu ha kwiza kwa Simwine Jesu ni vonse vakwe va jolola.
34040100c2	Chamamani mani, mizwale, tumisusuweza ni kumilumerisa mwa Simwine Jesu. Sina hamuva amuheri intayero kuzwa kwetu kamumu swanerera kuyendera ni kutavisa Ireza, iri kuli mupange vulyo nanga ahulu.
3404020033	Sina hamwizi mirao nzi zituvamihi cha Simwine Jesu.
340403004b	Kakuti iyi nji tanto ya Ireza: kucheniswa kwenu chenu- kuti musiye vushahi,
3404040049	iri kuti zumwi ni zumwi e zive muku vira ni mwihyabwe mu kuchena ni kute.
340405004a	Kanji muvi ni mwihyenwanu che takazo vulyo (sina va Machava vasezi Ireza).
340406009a	Kanji kuvi ni zumwi yo fosa ni kuvengisa muzwale wa kwe mwenzi zintu. Kakuli Simwine nji muvozekezi mwezi zintu zonse, vovuti mutu vamikalimeri ni kupaka.
3404070041	Kakuti Ireza kena ava tusumpiri kukusa jololola, kono kuku chena.
3404080052	Jikuti, iye yo kana inzi u kakani vantu, kono Ireza, yo ha Luhuho lu Jolola kwenu.
3404090080	Kuamana ni rato lye chizwale, ka kwina ituso yo zumwi kumi ñolera, kakuti inwe muvene murutitwe ji Ireza kusaka zumwi ni zumwi.
34040a0074	Chovuniti, mupanga inzi kumi zwale vonse vena mwa Mesondonia yonse. Kono tumi susuweza, mizwale, kupanga inzi ahulu.
34040b007c	Tusimi susuweza kuzwira havusu ni kuhala che nkozo, mutoko mere zenu zintu, mi museveze ni manza enu, sina mutu vami layeri.
34040c0065	Mupange inzi iri kuti muyende hande mwi kute kwavo vena hanze ye tumero, ni kuti kanji musaki chimwi.
34040d0096	Katu saki kuti inwe musiye kutu zuwisisa, mizwale, Kuamana navo valilalize, iri kuti kanji mulichisi muluhuho sina vonse vasena muhupulo kuzo kuvunsu.
34040e006a	Kakuti haiva tuzumina kuti Jesu ava fwi ni kuvuka hape, vovulyo Ireza kalete ni Jesu avo vava fwiri mwali.
34040f0080	Chezi tuwamba kwenu chelinzwi lya Simwine, kuti iswe tuhala, vashere haku keza kwa Simwine, kanji ni tuhitiri avo vava lilalizi.
34041000a4	Kakuti Simwine kachiviri ka suke mwi wulu. Kakeze cho muhuwo, ni mulumo we niroyi lye kondo, ni ke mpeta ye Ireza, mi vafu mwa Keresite kava tange kuvuka che tenzi.
3404110080	Cwale inswe va hala, vashere, hamwina katu kungane navo muma kope ni Simwine muluhuho. mweyi nzira katuve inko yonse ni Simwine.
340412002f	Jokuti, mususuweze zumwi ni zumwi chaya manzwi.
340501005c	Hanu kuamana ni ze nako ni myaha, mizwale, kamwina itukero yokuti chimwi ch ñolerwe kwe nu.
3405020057	Kakuti inwe kachiviri mwizi hande kuti izuva lya Simwine likezite uvu musa muma masiku.
340503009f	Hava wamba, “Ikozo ni sirerezo,” yahaho i sinyehero ka ikeze havali. Kaku swane uvu kuchisa kuku zala ko mwanakazi yo limisi. Kava ve ni kuvula mapicukiro.
3405040055	Kono inwe, mizwale, kamwina muka zinkwe iri kuti ilyo zuva nili mi hitirire uvu musa.
340505005f	Kakuli inwe mwense muvana ve seri ni vana vomwi zuva. Kena tuvana vomu masiku kamba vaka sikwe.
340506005d	Cwale he, Kanji tu lali uvu vonse muvapangira. Kono, Tuzwire haku tondera ni kuli ntontoleza.
340507004e	Kwavo va lala vapanga bulyo muma siku, mi avo vakolwa vapanga vulyo hama siku.
340508008d	Kono kuvona tuvana ve zuva, tu zwire ha ntonda. Tu vike chizwato che chizuva che tumero ni lato, ni, kuwani, ye mihupulo ye tukuluho ikezite.
3405090064	Kakuti Ireza kena avatu vumbiri ku sinyeha, kono ku tambula i puluso cha Simwine wetu Jesu Keresite.
34050a0052	Njiyena yavatu fwiri iri kuti, kamba tutonda kamba tulere, ni tuhale hamwina naye.
34050b005e	Cwale he mususuweze zumwi ni zumwi ni kulizaka zumwi ni zumwi, sina nikale hamu kwete kupanga.
34050c0069	Tumi vuza, mizwale, kulemuha avo vaseveza mukati kenu ni vena he wulu lyenu kwa Simwine ni ba mi tondera.
34050d0059	To mivuza kuva kuteka ahulu mwi rato vakeñi che mitendo yavo. Muve he konzo mukati kenu.
34050e007f	Tumi yereza, mizwale: mukalimere vasayi cho kwi chilira, mususuweze vachi va vola mwisule, mutuse va katere, muve neza kuvonse.
34050f0071	Muvone kuti kakwina yo voza vuvi cho vuvi kwani ne ni. Kono, mwichilire china hande ku zumwi ni zumwi ni kuvonse.
340510000f	Musangwe honse.
3405110034	Murapere ni musa siyi. Muzintu zonse muhe vuitumero.
3405120038	Ka kuti iyi nji tato ye Ireza mwa Keresite Jesu kuvo se.
3405130017	Kanji mu kanini Luhuho.
340514001f	Kanji mu yanzirizi vu porofita.
340515002d	Mulike zintu zonse. Mukwatirire kuzina hande.
340516001a	Mukanine kuvoneka ko vuvi.
340517009c	MI Ireza we konzo a mipange ahulu ku jolola. Mi luhuho lwenu lonse, mozo ni muviri u vonekiswe cho kusa nyazahala cho kukeza kwa Simwine wetu Jesu Keresite.
3405180040	Yo sepahala jiyena ya va misumpi, iye hape yasana ka pange ichi.
340519001d	Mizwale, mu tulaperere naswe.
34051a0033	Mulumerise mi zwale vonse cho kuchuchuna ku jolola.
34051b0044	Ni kumbira kwenu cha Simwine kuti ili ñolo livalirwe mizwale vonse.
34051c0032	Mi chisemo cha Simwine Jesu Kerisite chi ve nanwe.
350000000e	2 Mateselonika
3501010065	Paulusi, Siluvinia ni Timoti, kwi keleke ya Matesolonika mwe Ireeza Ishwetu ni Simweni Jesu Kirisite.
3501020052	A chishemo chive na nwe ni inkozo izwa kwe Ireeza Ishetu ni Simwine Jesu Kirisite.
35010300ab	Tuswanela inako yonse kuli tumela kwe Ireeza chenu, vakweetu. Ichi chintu chi swanele hande, kakuti ntumelo yenu ikula ahulu, mi ni lato mukati kenu li kwatinsene hamwina.
35010400bf	Mi iswe tuvene tu wamba cha kuli kuumusa ku amana namwe mu kati ke keleke ye Ireeza. Tu wamba cha kuva ni inkuloonde ni ntumelo mu masukuluko enu onse. Tuwamba cha ku nyanda ku mwina mu kuli.
3501050081	Ichi chi supo cha Ireeza cha ku luka kwe inkatulo. Mani mani a kuti mwiziviwe cha ku swanela kwa muvuso we Ireeza umu sukulukili.
3501060041	Ku lukite kwe Ireeza ku vozekeza masukuluko kwavo va ku sukulula,
3501070083	mi ni ku mi lukulwila va sukulukite na swe. Kapange ichi ha ku voneka kwa Simwine Jesu ku zwa mwi wuulu ni mañiloi cha maata akwe.
3501080077	Cha malimi a mulilo u bukuka mwa vozekeze kwa va sezi Ireeza ni kwavo va kana ku tambula ivangeli ya Simwine Jesu wetu.
350109005f	Ka va nyande imbazi ye sinyeho ku ya kwile ku zwa ha vusu bwa Simwine mwi kanya ni maata a kwe.
35010a00a1	Ka chite ichi ilyo zuva chini neza kuti mwelyo izuva na tebwe ni vantu vakwe mi ni ku komokiwa kwavo vonse va muzumini. Ka kuti vupaki bwetu kwenu vu va zuminwa.
35010b00d6	Keli linu ivaka naswe tulapela cho kusa kosoza ka chenu. Tulapela kuti Ireeza wetu na mivone chi mu swanezi cha ku sumpiwa kwenu. Tulapela kuti mwe zu zilize zi musaka zilotu ahulu ni musevezi we ntumelo cha maata.
35010c00a3	Tulapela izi zintu kuti izina lya Simwine wetu Jesu li tembwe chenu. Tulapela kuti ka mutembwe chakwe, ivaka lya chishemo che Ireeza wetu ni Simwine Jesu Kirisite.
350201007a	Linu ku amana ni cha ku iza kwa Simwine wetu Jesu Kirisiti mi ni kuba hamwina kwetu mu kuba naye: tu mi buza, ba na swisu,
35020200b9	kuti kanji mu hweli ku sukuluka kamba ku sa lizuwa hande, mane nangati cheluuho, cha mulaezo, nandi che iñolo li boneka ku zwililila kwetu, ku kasika ubu izuba lye Ireeza chi lya sika.
35020300c2	Kanji mu zuminini ni heiba u mwina kumi chengelela mwi nzila ihi kamba ihi. Kono kete chi ku pangahala kwanda ku kangwa chi kwa sika, mi mukwame ya seena mulawo chali tondeza, mwana wa bu sinyi.
35020400b2	Uzu njeye yo kana nisana ni kuli nyamuna mwine cha kulwisa zonse zi sumpwa Ireeza kamba zi lapelwa. Chelyo i baka, wi kaala mwi itempele ye Ireeza ni kulibonekisa ubu nje Ireeza.
350205003e	Ka mu hupuli kuti hani beena nanwe ni ba mi wambili izi zintu?
3502060043	Hanu mwizi chimu woondete, kuti a boneeke bulyo he inako i shiyeme.
3502070082	Kakuti i kunutu ya yasena mulawo chi i kwete kusebeze kale, kono kwina bulyo zumwi yo mu kaniise hanu mbwita cha zwiswa mu inzila.
350208009e	Ku zwaaho ya sena mulawo mwa boneke, iye Simwine Jesu yete ne haye cho muhuuza wa ka holo ka kwe. Simwine mwa mu lete haseena chaku to ndeza kwa kwiza kwakwe.
3502090067	Kwiiza kuya sena mulawo mu kube cha musebezi wa satani cha maata onse, zi shupo, ni zi komosi za maapa,
35020a0090	mi ni ku chenga kwa kwe konse ku sa lukite. I zi zintu ka zibe za bo ba sinyeha, ka kuti ka na ba batambuli ilato lya bu sakusima kuti ba hazwe.
35020b004c	Ka cheli ibaka Ireeza na ba tumina musebezi u fosahele kuti ba zumine maapa.
35020c0073	Ma manimani a kuti bonse muba atulwe, abo ba sana baba zu mini busakusima kono ni ba hinda izanina mu zisa shiyeme.
35020d00d6	Kono tu swanela kuleta buitumelo kwa Ireeza inako yo nse chenu, bana swisu ba sakiwa kwa Simwine. Kakuti Ireeza aba miketi kuba ba zi chelantu zihia che mpuluso mu kujolola kwa Luhuho ni ku zumina mu bu kusakusima.
35020e0056	I chi cha ba mi sumpi kachili ka che ivangeli muwane i kanya ya Simwine Jesu Kirisiti.
35020f006c	Ku zwaaho, baana swisu, mu ziime cha kukola. Muhinde chizo chi mu ba lutwa, che inzwi kamba, cha Iñolo etu.
35021000ab	Linu a Simwine wetu Jesu Kirisiti iye mwine, ni Ireeza Itayo ya ba tu sa ki ni kutuha ku sa mana kwa ku humbulizwa mani ni bulotu bwa ku lisepa bwa ku buusu cha chi shemo,
3502110048	ku humbuliza ni kutanga inkulo ze nu mumu sebezi mulotu ahulu ni Inzwii.
3503010074	Lyinu lya hanu, mu tu lapere, kuti lyizwi lya Mulimu li wole ku hwela niku ku tembwa, mu kwi kalile feela ni kweenu.
3503020054	Mu lapele kuti kulukulula ku vuvi ni vatu vavi kakuti kena vatu vose veena i tumelo.
350303003c	Kono mulimu, yese na mu koza ni kuku vavalela kuyo fosahele.
350304005e	Twina i sepo kwa mulimu chako, kuti mu vose mu pange ni ku zwila ku panga zintu zini mi laela.
350305004c	A Ireeza a yendesa inkulo zenu kwi lato lya mulimu ne ku ku kolera Kelesite.
35030600a2	Lyahanu tu mi laela, bana nswisu mwi zina lya mulimu Jeeso Kilisite, kuti mu siye mwana nswisu yo wi kala kere feela ne ku sa yendelela ne chizo chimu wana kwetu.
3503070068	Kakuli inwe muvene mwizi kuti kumu shiyamele kutu ziyanisa. Kana tuva hali mukati kenu uvu ba sena mulao
35030800a2	Mi kena tuva lyi zilyo za muntu ni tusa nzi lihile. Kwanda, tu vaseveze masiku ni musihali misevezi mikukutu mu manyando, kuti sanzi tuvi ni muziyo kwenu muvonse.
3503090071	Tuva ku panga inzi isiñi kuti katwina mulao. Kwanda, tuva pangi izi kuti tuve mutala kwenu, kuti tu mi ziyanise.
35030a004f	Hatu vena ni nanwe, tuva mi laeli, “heva umwi kasuni kuseveza, asazi alyi.”
35030b0059	Kakuti tu zuwile kuti vamwi va yenda feela mukati kenu. Kava sevezi kono bali chochomeza.
35030c007e	Lyinu vavo tuva laela niku va kooza cho kuwamba mwi zina lya Jeeso Kilisite, kuti va sebeze niva tontwele mi valye zilyo zavo.
35030d0040	Kono unwe, vaana nswisu, sazi mu mani i nkulo muku panga vulotu.
35030e006c	Heva kwina yasa kuteki ciwambo mwelyi i ñolo, mu mu tokomele mi sanzi mu vi ni chilikani naye kuti a swave.
35030f0047	Sanzi mumu hindi kuti chira chenu, kono mumu kalimele uvu mwana nswisu.
350310004b	Mulimu ireeza we kozo iye mwine a mihe i kozo i nako yose, mwi nzila zonse.
3503110097	Mulimu a ve ninwe mwese. U ku nje ku rumeresa kwangu, Paulusi, che yaza lyangu, nje chi supo cangu mwi ñolo lyimwe ne lyimwe. Bo buti muni mu ñolela.
3503120039	Chi shemo nca mulimu Jeeso Kilisite chi ve nanwe mu vose.
3600000009	1 Timotea
360101006c	Paulusi, muapositola wa Chrisite Jesu kuya che intaelo ya Ireeza mu hazi wetu ni Chrisite Jesu i nsepo yetu,
3601020074	kwa Timotea, mwana we niti mwi ntumelo: Chisemo, inse ni nkozo izwa kwa Ireeza Ishetu ni Chrisite Jesu Simwine wetu.
3601030095	Ubu muniba kukumbilili kuti upange hani bakukaya kwa Masedonia, wikale mwa Efese kuti uwole kuha intaelo kubamwi bantu kuti sanzi baruti intuto ingi.
3601040078	Nikusa ntekeleza kuma tangu asa mani amasika. Izi zileta kupanga inkani kuhita kutusa mulelo wa Ireeza, iri che ntumelo.
3601050082	Hanu cwale ma manimani omu lao i rato lizwa kwi nkulo i chenete, kuzwilila kwi izwalo ilotu, ni kuzwililila kwi tumelo ina buniti.
3601060059	Bamwi batu baba kwangi kusika hama manimani kono baba sanduki nokutanga kuwamba zobuhafu.
3601070052	Basaka kuba maruti womu lao, kono kaba zuwi sisi zibawamba kamba ondelelwa hateni.
3601080042	Kono twizi kuti mulao wina hande haiba zumwi usebelisa chenswanelo
3601090103	Mi tuzizi izi, kuti mulao kena uba pangilwa muntu yolukite, konu kubantu ba sena mulao niba kwenuheli, nibantu basena Ireeza, niba panga zivi, mi nabana ba sezi Ireeza niba fosahere. Linu uba pangilwa bana behaya bashemi bavo baba kwame nibanakazi, ni behayi.
36010a00b3	nibantu bapanga zabushahi, mukwame yozumina kusandulwa mwanakazi, abo bahiba bantu nikubapanga batanga, ba pono, ipanki za mapa, mi nizintu zose zisena initi niku lwanisa intaelo.
36010b0051	Izi intaelo ziyendelela ni kanya ye linzi lifuyawile kwa Ireeza ilyo lini bahewa.
36010c007b	Nili tumela kwa Chresite Jesu iye Fumweetu. Aba ni konzi, kakuti aba ni hindi kuti ni sepahala, mi nikuni bika ha musebezi.
36010d0082	Nibali nimunyazerizi, ni munyandisi nimu kwame yonyandisa. Kono niba tambuli chishemo ka kuli niba kupanga nini sezi nikusazumina.
36010e0054	Kono chisemo cha fumwangu chiba kezi kwangu ni tumelo mwi lato lina kwa Christ Jesu.
36010f008f	Ili iñusa lisepahala ni kuswanela mi nikuzuminiwa, kuti Christ Jesu aba kezi mwifasi kwiza kuhaza mu eza libi. Ime nji niwa mamani mani kwezi.
3601100097	Mi keli ibaka niba hewa chisemo, kuhitiliza, Christ Jesu u wola kutondeza kuli keta kose. Aba pangi izi nili mutala kwabo basepa kwali mubuhalo bunhya.
360111006b	Linu ku Mulena wakale, ya saboli, ya sabonwa, Ireeza yenke, ikute, nikanya, nikutwala kusa manu mani. Amen.
36011200a1	Nibika iyi intaelo ha busu bwenu, Timotea, mwanangu. Nizipanga izi kuyendelela ni chipolofita chiba wambwa kwako, iri kuti kupangila kuti winjile mwindwa indotu.
360113006a	Uzi pange izi kuti ube mwi tumelo ni izwalo ilutu. bamwi batu baba kani izi ni kumina ka kuti lye ntumelo.
360114005e	Baswana sina Imenca ni Alexandere, abo vaniva tambiki kwa Satani iri kuti valutwe kusa yefula.
3602010077	Hakwina bulyo cha matangilo, Ni mi susuweza kuti inkupo, intapelo, kulapelela, ni bwitumelo zi pangwegirwe vantu vonse,
3602020080	ku malena ni vonse vena mwi nkamayiso, njokuti twikale mwi nkozo ni vuhalo vu ntontwele mwi nzila ya chilumeli ni butokwa bwako.
360203003c	Ichi chi lotu mi chitamwirwe ha vusu bwa Ireeza muhazi wetu.
360204003a	Usaka kuti vantu vonse va hazwe mi veze kukwi ziva vuniti.
360205005e	Kakuti kwina Ireeza yenke, ni muzimanini yenke fela wa Ireza ni wa vantu, mukwame Kreste Jesu.
3602060055	Ava litambiki iye mwine kuva ntifo ku vantu vonse, sina kuva vupaki he nako iswanera.
360207008d	Chowu mulero, Ime, ni mwine, niva pangiwa muwambi ni muapositola. Nimi wambila initi. kani chengi. ni muluti we chisi mwi ntumelo ni mwiniti.
3602080079	Chobulyo, ni saka vakwame vonse muzivaka zonse va lapele cho kunyemuna mayanza a jolola ni kusena vu vengi kapa kukanana.
360209009a	sina vulyo, Nisaka vakulwakazi vakuzwata zi zavalo zina hande, va liwonde ni kuli vakanya. kanji va hosi i sunki zo kuwula kapa igauda ni zizwato zi dula.
36020a0067	Nisaka kuti va zwate zi voneka hande za vakulwakazi va tondeza zintu za Ireza kuya che misevezi milotu.
36020b003e	Mukulwakazi uswanela kuli tuta na tontwere ni mukukwi chilira.
36020c0060	Kani zuminini mukwalwakazi ku ruta kapa kuha mulawo hewulu lyo mukwame, kono kuhala mu ntotwele.
36020d002f	Njaho Adama ava tangwa ku vumbwa, njikwiza eva.
36020e0054	Mi Adama kena va chengwa, kono mukulwakazi ava chengwa kuhitilira ni ku panga chivi.
36020f0085	niha kuva vulyo, kahazwe cho kupuluha vana, haiva ni va zwila havusu mwi ntumelo ni mwi rato niku jolozwa ni muhupulo u hupula hande.
3603010053	Muwambilo uwu we niti: Haiva zumwi muntu usaka kuva muruti, ulakaza mutendo mulotu.
36030200ab	Imihe muruti uswanela kuva nikusanyazahala. Uswanela kuva mukwame wamwanakazi umwina. ave niku liwonda, nikuzuwisiza, nikulikuteka, yosaka kutabmula vayene, yowola kuruta.
360303006c	Kanji avi chindakwa cha vunjwala, insi wekondo, kono yolukite, wina inkozo. Kanjavi muntu yosaka masheleñi.
360304004d	Yo yendisa vezuvo yakwe nenza. ni vana vakwe vamuzuwe mi vamuhe ikute liyere.
3603050058	Mukuti haiva muntu kezi kutomela vezuvo yakwe nenza, mwatokomele vule ikeleke ya Ireeza?
360306005b	Imi nsazi avi muntu yozwa hakuzumima, pona cholikumusa mane akawile mwikatulo ya diavulusi.
3603070059	Ave yopakwa nenza nivantu vena hanze, ilikuti kanji awili mumaswavi nikaswa ka diavulusi.
3603080072	Vahikana, kakwiziva, vave nivutali, isiñi vendimi zovere. Kanji vavi zinywi zavunjwara ahulu kamba nikulya ahulu.
3603090038	Vavike ininti ive zivahazwa yetumelo ni zwalo linjolola.
36030a004c	Vaswanela kutatuvwa lwetazi, linu valukela kuhewa musevezi kakuli vashiyeme.
36030b0082	Nivanakazi chenzila iswana bave nikuzuwisisa. Kanji bavi vasoha. Bave nikuliwonda, imi bave nikulwonda nikusepahala muzintu zonse.
36030c0057	Muhikana wekeleke ave ni mwanakazi yeke. Vayendisa hande bana bavo ni mazuvo avo nenza.
36030d0067	Mukuti kwavo vavasebezi hande vakwete musevzi mulotu, kavawane mazimo malotu, ninguzu zina mwa Kereste.
36030e0039	Niñolela izi zintu kwako, imi nisepa kwiza kwenu hahanu.
36030f0090	Linu heva niniyleha, nimiñolera ili kuti mwizive mumuswanela kwi kalila muzubo ya Ireeza, Iliyo Ikeleke ya Ireeza yohala, mutomo ni tuso ihala.
36031000d1	Mi Indava isakananwa yive zivahazwa ikunutu yakulapela ikando: “Aba vonahazwa munyama, abavikwa yolukite muluhuho, abavonwa ni mañiloyi, abawambwa kumansi, abazuminwa mwikanda, imi avahindilwa mwinkanya.”
360401008d	Linu Luhuho luwamba cha kujoloza kuti chenako za kuvusu vantu vamwi kavasiye intumelo mi vawonderele kwi huho ichenga ni kuntuto za madimona,
360402003f	cha kuliha kwamapa. Mihupulo yavo vene ka hiswe chensipi ihisa.
3604030078	Ka vakanise kusesa ni kutambula zilyo za vavumbi Ireeza za kuliyavela cho kulitumela mukati kavo vazumine ni bezi initi.
3604040067	Linu zintu zonse zibavumbwa kwa Ireeza zilotu. Kakwina chetuhinda chempo ya kulitumela chiolwa kukanwa.
3604050031	Chakuti i vajolozwa chenzwi lya Ireeza ni tapelo.
3604060097	Haiva no vika izo zintu havusu bwa vakwako, kove u muhikana molutu wa Jesu Kelesite. Chakuti u vabalelwe camanzwi etumelo ni ntuto zilutu zove chilili.
360407005c	Kono ukanine matangu efasi asakwa ku vachembele. Nihakuvabulyo, u lirute umwine chavulapeli.
360408008d	Chakuti ituto ya muvili yina intuso inini, kono intapelo ina intuso muzintu zonse. Ikwete isepiso ya buhalo bwalyahanu ni buhalo buchikezite.
3604090039	Vulumiwa ubu busepahala mi buswanela kuamuhelwa kwizwile.
36040a009a	Chakuti nji chona echo hatu yanda ni kuseveza a hahulu. Chakuti twina isepo kwe Ireeza yo hala, i ye yali muhazi wa vantu vonse, kono sihulu avo vazumine.
36040b0019	Wambe mi ulute izi zintu.
36040c009f	Kanji kuvi ni muntu yo kushuvula chabuhwire bwako. Chobulyo, u ve umutala kwavo vazumine, cha kuwamba, cha kulionda, che laato, che kusepahala ni cha kujolola.
36040d0044	Konzi Ha chinasika, u ve kuzakubala, ni ku kususuweza, ni ku kuluta.
36040e0074	Kanji u keshevisi impo i na kwako, i vahewa kwako cha bapolofit, chakubikwa mayanza e kopano ya bakulwana venkeleke.
36040f0053	U tokomele zintu zi. Ube muzili, chakuti izwelopili yako i lemuhiwe chavantu bonse.
3604100092	U he itokomelo inkando kwako umwine ni kukuluta. U zwilehabusu muzintu zi. Linu chakuchita bulyo, kolihaze u mwine mane bulyo nabo batekete kwako.
3605010079	Kanji ukalimeri mukwame mukulwana. Kono, umuhinde naye uvu avali nji veso. Uhinde milombwana uvu vache banko ve chikwame.
360502005b	U hinde vakulwakazi uvu vashemi ve chanakazi, mi vakazana uvu bachizyako muku jolola konse.
3605030026	Mukuteke va shaminine, vashamine luli.
36050400a1	Kono haiva va shamine vena vana kapa vehwa, muva siye pili va tondeze ikute mu mazuvo avo. Muva siye va vozekeze vashemi vavo, kakuli ichi chi tavisa kwe Ireeza.
3605050087	Kono yo shamine ze niti mi ushele yenke. U vika insempo yakwe kwa Ireeza. Inako yonse ushala ni nkupo ni ntapelo masiku ni kamwi konse.
3605060046	Nihakuva vulyo, mukulwakazi uhala che minyaka ufwire, nanga ha sihala.
3605070035	Mi ukutaze izi zintu ili kuti kanji vavi niku nyazwa.
3605080090	Kono haiva zumwi ka lukisezi va kwakwe, sihulu vana vo mwi nzuvo yakwe, wa sampula intumelo mi uswana fela sina ya seli mulumeli mane ni kuhita.
360509009c	Muzuminine mukulwakazi ku ñoliswa kuva hava ni zirimo zi sena mwikonde yezirimo ziska he kumi lyeminwe ye yaza lyonke ni chonke, yo sestwe kumukwame yenke.
36050a00ec	Uswanera kwiziveka che mitendo milotu, nangati kuti yo kuvavalera vahwire, kamba avali ku amuhera bazwahule, kamba ava kushanja matende ava vazumini, kamba ava tusi ni kuhoza vanyandiswe, kamba avali kulitulite ku misevezi yonse milotu.
36050b0094	Kona kuva fwamini vasiri bahwire, uva kanine kuva ñola ha mukoloko. Kakuli chiva tambika miviri yavo kwi takazo kulwisa Keresite, va sisaka kusesa.
36050c004c	Cheyi inzira baliwana va ni mulandu kakuli chiva chola itayero ya matangiro.
36050d00db	Hape valiwana chive na kumilapero ya maswaniso. Vatanga kuya vuzimboka zimboka muma zuvo ni mazuvo. Insiñi fera kusanduka vasekali, kono vasanduka va soha ni valeta i fapano. Vatanga kuwamba zintu ziva swaneri kuwamba.
36050e008a	Iri linu nisaka vakulwakazana kusesa, kuzala vana, ku vavalera mazuvo, iri kuli kanji vahi muvilala chivaka cho kutu nyasa mukupanga vuvi.
