0100000008	Genesisy
33011d0084	Ary ny hahatanteraka izany no ikelezako aina koa sy iezahako fatratra araka ny fiàsan’ ny herin’ ilay miasa mahery ato anatiko.
3302010094	Fa tiako ho fantatrareo ny hamafin’ ny fiezahako ho anareo sy izay any Laodikia mbamin’ izay rehetra tsy mbola nahita ny tavako amin’ ny nofo,
33020200e9	mba hampifalina ny fony amin’ ny ampiraisana azy amin’ ny fitiavana sy ho amin’ ny haren’ ny fahatokiana be avy amin’ ny fahazavan-tsaina, ho amin’ ny fahalalana tsara ny zava-miafina izay an’ Andriamanitra, dia Kristy,
3302030042	Izay iafenan’ ny rakitry ny fahendrena sy ny fahalalana rehetra.
3302040059	Ary izany no lazaiko, fandrao hisy hampahadiso hevitra anareo amin’ ny teny toa marina.
33020500bb	Fa na dia tsy manatrika anareo amin’ ny nofo aza aho, dia manatrika anareo ihany amin’ ny fanahy ka mifaly sy mijery ny filaminanareo sy ny tsi-fiovan’ ny finoanareo an’ i Kristy.
3302060061	Koa tahaka ny nandraisanareo an’ i Kristy Jesosy Tompo, dia mandehana ao aminy araka izany koa,
330207008b	ka mamaka tsara sy miorina mafy ao aminy ary tafatoetra amin’ ny finoana, toy ny efa nampianarana anareo, ka mazoto amin’ ny fisaorana.
33020800d4	Tandremo fandrao misy mahalasa anareo ho babony amin’ ny filosofia sy ny famitahana foana, araka ny fampianarana voatolotry ny razana, araka ny abidim-pianaran’ izao tontolo izao, fa tsy araka an’ i Kristy.
330209005a	Fa ao amin’ ny tenany no itoeran’ ny fahafenoan’ ny fomban’ Andriamanitra rehetra;
33020a005e	ary ianareo dia tanteraka ao aminy, sady Izy no Lohan’ ny fanapahana sy ny fahefana rehetra,
33020b009d	ary tao aminy koa no namorana anareo tamin’ ny famorana tsy nataon-tanana, tamin’ ny fanesorana ny tenan’ ny nofo, dia tamin’ ny famoran’ i Kristy;
33020c00ab	fa niara-nilevina taminy ianareo tamin’ ny batisa, izay niarahanareo natsangana taminy koa noho ny finoana ny asan’ Andriamanitra, izay nanangana Azy tamin’ ny maty.
33020d00a6	Ary ianareo, izay efa matin’ ny fahadisoana sy ny tsi-fiforan’ ny nofonareo, dia novelominy niaraka tamin’ i Kristy, rehefa navelany ny fahadisoantsika rehetra;
33020e008e	ary novonoiny ny sora-tànan’ ny didy izay niampanga antsika; dia nesoriny tsy ho eo mihitsy izany ka nohomboany tamin’ ny hazo fijaliana,
33020f00b0	ary nesoriny tsy ho eo amin’ ny tenany ny fanapahana sy ny fahefana, ary noho ny hazo fijaliana dia nasehony miharihary ny fitondrany ireo toy ny fanaon’ izay avy nandresy.
3302100088	Koa aza avela hisy hitsara anareo ny amin’ ny fihinana, na ny fisotro, na ny andro firavoravoana, na ny voaloham-bolana, na ny Sabata;
330211003f	aloky ny zavatra ho avy ireny, fa ny tenany dia an’ i Kristy.
33021200d0	Aza mety hofitahina tsy hahazoanareo ny loka noho ny fanetren-tena haitraitra sy ny fivavahana amin’ ny anjely, ka mitompo amin’ ny zavatra efa hitany sady feno fiavonavonana noho ny fisainan’ ny nofony
33021300aa	ka tsy mihazona ny Loha; Izy no itomboan’ ny tena rehetra, izay velomina sy ampiraisina tsara amin’ ny famavany sy ny hozatra, araka ny fampitomboan’ Andriamanitra.
33021400c7	Ary raha niara-maty tamin’ i Kristy ianareo ka efa afaka tamin’ ny abidim-pianaran’ izao tontolo izao, nahoana no toa mbola velona amin’ izao tontolo izao ihany ianareo ka mety hodidiana hoe:
330215002d	Aza mandray, aza manandrana, aza manendry ―
3302160063	levona amin’ ny fanaovana ihany izany rehetra izany ― araka ny didy sy ny fampianaran’ olona?
33021700c2	Izany rehetra izany dia ankalazaina ho fahendrena amin’ ny fivavahana haitraitra sy ny fanetren-tena ary ny fampahoriana ny tena, nefa tsy manan-kery akory hahasakana ny fampanaranana ny nofo.
33030100b3	Koa raha niara-natsangana tamin’ i Kristy ianareo, dia katsaho ny zavatra any ambony, any amin’ ny itoeran’ i Kristy, Izay mipetraka eo an-tanana ankavanan’ Andriamanitra.
330302003d	Saino ny zavatra any ambony, fa tsy ny zavatra etỳ an-tany.
3303030060	Fa efa maty ianareo, ary ny fiainanareo miara-miafina amin’ i Kristy ao amin’ Andriamanitra.
330304005b	Raha hiseho Kristy fiainantsika, dia hiara-miseho aminy koa amin’ ny voninahitra ianareo.
330305009d	Koa vonoy ny momba ny tenanareo izay etỳ an-tany, dia fijangajangana, fahalotoana, firehetam-po, fanirian-dratsy ary fieremana, dia fanompoan-tsampy izany;
3303060068	fa izany zavatra izany no mahatonga ny fahatezeran’ Andriamanitra amin’ ny zanaky ny tsi-fanarahana;
3303070042	izany koa no nalehanareo fahiny, fony mbola velona taminy ianareo.
3303080093	Fa ankehitriny, esory koa izao rehetra izao, dia fahatezerana, fiafonafonana, lolompo, fitenenan-dratsy, teny mahamenatra avy amin’ ny vavanareo.
330309004f	Aza mifandainga ianareo, fa efa narianareo ny toetra taloha mbamin’ ny asany;
33030a0077	ary efa notafinareo ny toetra vaovao, izay havaozina ho amin’ ny fahalalana tsara araka ny endrik’ izay nahary azy.
33030b00b6	Fa amin’ izany dia tsy misy jentilisa sy Jiosy, na voafora sy tsy voafora, na barbariana sy Skytiana, na andevo sy tsy andevo, fa Kristy no zavatra rehetra sady amin’ ny rehetra.
33030c00a6	Koa mitafia famindram-po sy fiantrana, fahamoram-panahy, fanetren-tena, fahalemem-panahy, fandeferana, araka ny olom-boafidin’ Andriamanitra sady masìna no malala.
33030d00a5	Mifandefera, ka mifamelà heloka ianareo, raha misy manana alahelo amin’ ny sasany; tahaka ny namelan’ ny Tompo ny helokareo no aoka mba hamelanareo heloka kosa.
33030e005e	Ary aoka ho ambonin’ izany rehetra izany ny fitiavana, fa fehin’ ny fahatanterahana izany.
33030f0093	Ary aoka hanapaka ao am-ponareo ny fiadanan’ i Kristy, fa ho amin’ izany no niantsoana anareo ho tena iray; ary aoka ho feno fisaorana ianareo.
33031000f4	Aoka ny tenin’ i Kristy hitoetra betsaka ao aminareo amin’ ny fahendrena rehetra, dia mifampianara ka mifananara amin’ ny salamo sy ny fihirana ary ny tonon-kiram-panahy, mihira amin’ ny fahasoavana ao am-ponareo ho an’ Andriamanitra.
33031100b1	Ary na inona na inona no ataonareo, na amin’ ny teny, na amin’ ny asa, dia ataovy amin’ ny anaran’ i Jesosy Tompo izany, ka misaora Andriamanitra Ray amin’ ny alalany.
3303120051	Hianareo vehivavy, maneke ny vadinareo araka izay mety hatao ao amin’ ny Tompo.
330313003d	Hianareo lehilahy, tiava ny vadinareo, ary aza sosotra aminy.
3303140076	Hianareo zanaka, maneke ny ray aman-dreninareo amin’ ny zavatra rehetra; fa ankasitrahana ao amin’ ny Tompo izany.
3303150044	Hianareo ray, aza mampahasosotra ny zanakareo, fandrao mamoy fo izy.
33031600cd	Hianareo mpanompo, maneke ny tomponareo araka ny nofo amin’ ny zavatra rehetra, tsy amin’ ny fanompoana eo imaso, tahaka ny mpila sitraka amin’ olona, fa amin’ ny fahatsoram-po, matahotra ny Tompo;
3303170071	ary na inona na inona no ataonareo, dia ataovy amin’ ny fo, tahaka ny ho an’ ny Tompo, fa tsy ho an’ olona,
330318006c	satria fantatrareo fa ny Tompo no handraisanareo ny lova ho valiny; fa manompo an’ i Kristy Tompo ianareo.
3303190068	Fa izay manao ny tsy marina dia handray araka ny tsy marina nataony; fa tsy misy fizahan-tavan’ olona,
330401008c	Hianareo tompo, ataovy amin’ ny mpanomponareo izay marina sy izay mety, satria fantatrareo fa ianareo koa mba manana Tompo any an-danitra.
330402004f	Mahareta amin’ ny fivavahana, ka miambena amin’ izany amin’ ny fisaorana,
33040300a0	ary mangataha koa ho anay, mba hamohan’ Andriamanitra varavarana ho an’ ny teny hilazanay ny zava-niafina izay an’ i Kristy, sady izany no namatorana ahy,
330404003b	mba haharihariko tsara izany tahaka izay tokony hitenenako.
330405005d	Mandehana amin’ ny fahendrena amin’ izay ao ivelany, hararaoty ny andro azo anaovan-tsoa.
3304060086	Aoka ny fiteninareo ho amin’ ny fahasoavana mandrakariva, ho mamy sira, mba ho fantatrareo izay tokony havalinareo ny olona rehetra.
330407008a	Ny toetro rehetra dia holazain’ i Tykiko aminareo, dia ilay rahalahy malala sy mpanompo mahatoky ary namako manompo ao amin’ ny Tompo;
3304080081	ny anton’ ny nanirahako azy ho atỳ aminareo indrindra dia ny hahafantaranareo ny toetray, sy ny mba hamporisihany ny fonareo;
330409008d	ary Onesimosy, rahalahy mahatoky sy malala izay avy aminareo, dia nirahiko koa. Izy roa lahy hampahafantatra anareo ny zavatra rehetra atỳ.
33040a00a8	Manao-veloma anareo Aristarko, mpiara-mifatotra amiko, sy Marka, havan’ i Barnabasy (ny aminy dia efa nandidiana anareo, ka raha tonga atỳ aminareo izy, dia raiso),
33040b00a4	ary Jesosy, izay atao hoe Josto, avy amin’ ny voafora ireo. Ireo ihany no mpiara-miasa amiko hampandroso ny fanjakan’ Andriamanitra sady tonga fampiononana ahy.
33040c00f9	Manao veloma anareo Epafra, ilay anankiray avy aminareo sady mpanompon’ i Kristy Jesosy ary mikely aina mandrakariva amin’ ny fangatahana ho anareo, mba hitoeranareo marina, ka hatoky tsara amin’ izay rehetra mety ho sitrapon’ Andriamanitra.
33040d0076	Fa vavolombelony aho fa mikely aina fatratra ho anareo sy ho an’ ny any Laodikia ary ho an’ ny any Hierapolia izy.
33040e003d	Manao veloma anareo Lioka malala, mpanao fanafody, sy Demasy.
33040f0051	Manaova veloma ny rahalahy any Laodikia ary Nymfa sy ny fiangonana ao an-tranony.
33041000a9	Ary rehefa voavaky atỳ aminareo ity epistily ity, dia asaovy hovakina ao amin’ ny fiangonan’ ny Laodikiana koa; ary vakionareo kosa ilay avy amin’ ny Laodikiana.
3304110077	Ary lazao amin’ i Arkipo hoe: Tandremo ny fanompoana izay noraisinao tao amin’ ny Tompo mba hahatanterahanao izany.
3304120066	Ity no veloma ataon’ ny tanako, izaho Paoly. Tsarovy ny fifatorako. Ho aminareo anie ny fahasoavana.
340000000d	1 Tesaloniana
34010100ad	Paoly sy Silasy ary Timoty mamangy ny fiangonan’ ny Tesaloniana, izay ao amin’ Andriamanitra Ray sy Jesosy Kristy Tompo: ho aminareo anie ny fahasoavana sy ny fiadanana.
340102006f	Misaotra an’ Andriamanitra mandrakariva izahay ny aminareo rehetra ka manonona anareo amin’ ny fivavahanay,
34010300dc	sady tsy mitsahatra mahatsiaro ny asanareo amin’ ny finoana sy ny fikelezanareo aina amin’ ny fitiavana ary ny faharetanareo amin’ ny fanantenana an i Jesosy Kristy Tompontsika eo imason’ Andriamanitra Raintsika;
340104004a	fa fantatray, ry rahalahy malalan’ Andriamanitra, ny fifidianana anareo,
34010500e1	fa ny filazantsaranay tsy tonga teo aminareo tamin’ ny teny ihany, fa tamin’ ny hery koa sy ny Fanahy Masìna ary ny fahatokiana be, araka ny ahafantaranareo izay toetry ny fitondran-tenanay teo aminareo noho ny aminareo.
3401060090	Ary ianareo efa nanahaka anay sy ny Tompo, satria nandray ny teny tamin’ ny fahoriana be mbamin’ ny hafaliana avy amin’ ny Fanahy Masìna,
340107004f	ka dia tonga fianarana ho an’ ny mino rehetra any Makedonia sy Akaia ianareo.
34010800ce	Fa avy taminareo no nanenoan’ ny tenin’ ny Tompo, tsy tany Makedonia sy Akaia ihany, fa teny tontolo eny no nielezan’ ny lazan’ ny finoanareo an’ Andriamanitra, ka dia tsy misy holazainay intsony.
34010900c4	Fa ireny ihany no milaza ny aminay, dia izay fidirana azonay ho atỳ aminareo sy ny nialanareo tamin’ ny sampy hiverenana amin’ Andriamanitra mba hanompo an’ Andriamanitra velona sy marina,
34010a0092	ary mba hiandry ny Zanany avy any an-danitra, Izay natsangany tamin’ ny maty, dia Jesosy, izay Mpanafaka antsika amin’ ny fahatezerana ho avy.
3402010055	Fa ny tenanareo, ry rahalahy, dia mahalala fa tsy foana ny fidiranay tatỳ aminareo;
34020200de	fa rehefa nampahorina sy nisetrasetrana tany Filipy izahay teo aloha, tahaka ny fantatrareo ihany, dia sahy tao amin’ Andriamanitray izahay hiteny taminareo ny filazantsaran’ Andriamanitra, na dia be aza ny fanoherana.
3402030051	Fa ny fananaranay dia tsy avy amin’ ny fitaka, na ny fahalotoana, na ny soloky.
34020400e4	Fa tahaka ny nankasitrahan’ Andriamanitra anay, ka notolorana ny filazantsara ho adidinay izahay, dia araka izany koa no itenenanay, tsy toy ny mila sitraka amin’ olona, fa amin’ Andriamanitra, Izay mizaha toetra ny fonay.
34020500a4	Fa tsy nanao teny mandrobo akory izahay na oviana na oviana, tahaka ny fantatrareo ihany, na nihatsaravelatsihy hanafina fieremana (Andriamanitra no vavolombelona);
34020600b6	ary tsy nitady voninahitra tamin’ olona izahay, na taminareo, na tamin’ ny sasany, na dia nanam-pahefana hahavaky tratra aza izahay, araka izay mah’ Apostolin’ i Kristy anay.
3402070050	Fa nalemy fanahy teo aminareo izahay, tahaka ny reny mitaiza ny zanany naterany,
34020800b3	dia toy izany no nahazoto anay, noho ny fitiavanay anareo indrindra; hanome anareo, tsy ny filazantsaran’ Andriamanitra ihany, fa ny ainay koa aza, satria efa malalanay ianareo.
34020900db	Fa tsaroanareo, ry rahalahy, ny fikelezanay aina sy ny fisasaranay; fa niasa andro aman’ alina, mba tsy hahavaky tratra na dia olona iray akory taminareo aza, no nitorianay ny filazantsaran’ Andriamanitra taminareo.
34020a008d	Hianareo no vavolombelona ary Andriamanitra koa fa masìna sy marina ary tsy nanan-tsiny tokoa ny fitondran-tenanay teo imasonareo izay mino,
34020b0087	toy ny fantatrareo fa tahaka ny ray amin’ ny zanaka no namporisihanay sy nampiononanay anareo isam-batana sy nananaranay mafy anareo,
34020c006f	mba handehananareo miendrika an’ Andriamanitra, Izay miantso anareo ho amin’ ny fanjakany sy ny voninahiny.
34020d0114	Ary noho izany izahay koa dia tsy mitsahatra misaotra an’ Andriamanitra, satria rehefa nandray ny tenin’ Andriamanitra izay notorinay ianareo, dia tsy noraisinareo ho tenin’ olona, fa araka izay marina, dia ny tenin’ Andriamanitra, izay miasa anatinareo izay mino koa.
34020e00f4	Fa ianareo, ry rahalahy, dia efa tahaka ny fiangonan’ Andriamanitra any Jodia izay amin’ i Kristy Jesosy; fa ny nanjo anareo noho ny nataon’ ny iray firenena aminareo dia sahafa amin’ ny nanjo ireo koa noho ny nataon’ ny Jiosy taminy,
34020f0093	izay namono an’ i Jesosy Tompo sy ny mpaminany koa ary nandroaka anay sady tsy manao ny sitrapon’ Andriamanitra ary manohitra ny olona rehetra,
34021000ba	ka mandrara anay tsy hitory amin’ ny jentilisa mba tsy hamonjena ireny, mba hameno ny fahotan’ ny tenany mandrakariva; kanjo efa niharan’ ny fahatezerana hatramin’ ny farany izy.
34021100b1	Ary izahay, ry rahalahy, rehefa tafasaraka taminareo vetivety foana tamin’ ny fanatrehana, fa tsy tamin’ ny fo, dia vao mainka nitady sy naniry fatratra hahita ny tavanareo.
3402120073	Koa naniry hankany aminareo indray mandeha amana indroa izahay, dia izaho Paoly; nefa nosakanan’ i Satana izahay.
340213009c	Fa inona moa no fanantenanay, na fifalianay, na satro-boninahitra reharehanay? Moa tsy ianareo eo anatrehan’ i Jesosy Tompontsika amin’ ny fihaviany va?
3402140029	Fa ianareo no voninahitray sy fifalianay.
3403010072	Ary amin’ izany, raha tsy naharitra intsony izahay, dia nataonay fa mety ny hilaozana hitoetra irery tany Atena,
34030200a5	ka dia nirahinay Timoty, rahalahinay sady mpanompon’ Andriamanitra amin’ ny filazantsaran’ i Kristy, mba hampahery sy hamporisika anareo amin’ ny finoanareo,
3403030076	mba tsy hisy ho taitra amin’ izao fahoriana izao; fa ny tenanareo mahalala fa ho amin’ izao no nanendrena antsika.
340304008a	Fa fony teo aminareo aza izahay, dia nilaza taminareo rahateo fa tsy maintsy hampahorina isika, dia toy ny efa nanjo ihany ka fantatrareo.
34030500b2	Ary noho izany izaho koa, raha tsy naharitra intsony, dia naniraka hahafantatra ny finoanareo, fandrao sendra naka fanahy anareo ny mpaka-fanahy, ka ho foana ny nikelezanay aina.
3403060105	Fa raha vao tonga atỳ aminay ankehitriny Timoty avy tatỳ aminareo ka nilaza teny taminay ny amin’ ny finoanareo sy ny fitiavanareo ary ny fahatsiarovana anareo tsara anay mandrakariva, ka maniry hahita anay indrindra ianareo, tahaka anay aminareo koa, ―
340307006f	noho izany, ry rahalahy, dia nampionona anay teo amin’ ny fahaterenay sy ny fahorianay rehetra ny finoanareo;
340308004b	fa ankehitriny velona izahay, raha tomoetra tsara amin’ ny Tompo ianareo.
34030900a1	Fa manao ahoana no saotra azonay havaly an’ Andriamanitra ny aminareo noho ny fifaliana rehetra izay ifalianay noho ny aminareo eo anatrehan’ Andriamanitray,
34030a007c	amin’ ny fangatahanay fatratra andro aman’ alina hahita ny tavanareo sy hahatanteraka ny tsy ampy amin’ ny finoanareo?
34030b0052	Ary Andriamanitra Raintsika anie sy Jesosy Tompontsika hanitsy ny lalanay ho atỳ
34030c008c	Ary ny Tompo anie hampitombo sy hampandroso anareo amin’ ny fifankatiavana sy ny fitiavana ny olona rehetra, dia tahaka anay aminareo koa,
34030d00b2	mba hampiorina ny fonareo tsy hanan-tsiny amin’ ny fahamasinana eo anatrehan’ Andriamanitra Raintsika amin’ ny fihavian’ i Jesosy Tompontsika mbamin’ ny masiny rehetra.
3404010114	Ary farany, ry rahalahy, mangataka aminareo sy mananatra anareo ao amin’ i Jesosy Tompo izahay, mba ho araka ny nandraisanareo taminay izay mety handehananareo sy hanaovanareo ny sitrapon’ Andriamanitra ― dia araka ny andehananareo ihany ― no hitomboanareo bebe kokoa.
3404020042	Fa fantatrareo ny didy nomenay anareo avy tamin’ i Jesosy Tompo.
3404030061	Fa izao no sitrapon’ Andriamanitra, dia ny hanamasinana anareo, hifadianareo ny fijangajangana,
340404006e	mba samy hahafantatra izay hahazoanareo ny fanaky ny tenanareo avy, amin’ ny fahamasinana sy ny voninahitra,
340405005a	tsy amin’ ny filàna fotsiny, tahaka ny jentilisa izay tsy mahalala an’ Andriamanitra,
34040600af	mba tsy hisy hanao saina hifetsy ny rahalahiny amin’ izany; fa ny Tompo no mpamaly ny amin’ izany zavatra rehetra izany, toy ny nolazainay sy nambaranay taminareo rahateo.
340407005b	Fa Andriamanitra tsy niantso antsika ho amin’ ny fahalotoana, fa amin’ ny fahamasinana.
3404080063	Koa izay mandà, dia tsy olona no laviny, fa Andriamanitra, Izay manome anareo ny Fanahiny Masìna.
340409009a	Fa ny amin’ ny fifankatiavan’ ny mpirahalahy, dia tsy misy tokony hosoratako aminareo, satria ny tenanareo dia ampianarin’ Andriamanitra hifankatia.
34040a0096	Fa manao izany ihany ianareo amin’ ny rahalahy rehetra eran’ i Makedonia; nefa mananatra anareo ihany izahay, ry rahalahy, mba hitombo bebe kokoa,
34040b0087	ary mba hokendrenareo ny ho tafatoetra tsara sy hitandrina ny raharahanareo ary hiasa amin’ ny tananareo araka ny nandidianay anareo,
34040c0079	mba handehananareo amin’ izay fitondran-tena mahamendrika amin’ ny eo ivelany, ary mba tsy hanan-java-mahory ianareo.
34040d0093	Fa tsy tianay tsy ho fantatrareo, ry rahalahy, ny amin’ izay modi-mandry, mba tsy hahalahelovanareo tahaka ny sasany izay tsy manana fanantenana.
34040e00aa	Fa raha inoantsika fa efa maty Jesosy sady efa nitsangana indray, dia toy izany koa no hitondran’ Andriamanitra izay efa nodi-mandry tao amin’ i Jesosy hiaraka aminy.
34040f00af	Fa izao no lazainay aminareo amin’ ny tenin’ ny Tompo: isika, izay velona ka mbola mitoetra mandra-pihavin’ ny Tompo, dia tsy mba hialoha izay efa nodi-mandry tsy akory.
34041000bd	Fa ny tenan’ ny Tompo no hidina avy any an-danitra amin’ ny fiantsoana sy ny feon’ ny arikanjely ary ny trompetran’ Andriamanitra, ka izay maty ao amin i Kristy no hitsangana aloha;
34041100ce	ary rehefa afaka izany, dia isika izay velona ka mbola mitoetra no hakarina hiaraka aminy ho eny amin’ ny rahona hitsena ny Tompo any amin’ ny habakabaka; dia ho any amin’ ny Tompo mandrakariva isika.
3404120037	Koa dia mifampionòna ianareo amin’ izany teny izany.
340501005b	Fa ny amin’ ny andro sy ny fotoana, ry rahalahy, dia tsy misy tokony hosoratako aminareo,
3405020067	satria ianareo mahalala marimarina fa ho avy toy ny mpangalatra amin’ ny alina ny andron’ ny Tompo.
34050300b3	Raha misy olona manao hoe: Miadana sy mandry fahizay, dia hanjo azy tampoka ny fandringanana, toy ny fahararian’ ny vehivavy raha miteraka, ka tsy ho afa-mandositra mihitsy izy.
340504006f	Fa ianareo, ry rahalahy, tsy ao amin’ ny maizina, mba hahatratra anareo toy ny mpangalatra izany andro izany.
3405050069	Fa ianareo rehetra dia zanaky ny mazava sy zanaky ny andro; tsy an’ ny alina na an’ ny maizina isika.
340506004d	Koa dia aza mba matory toy ny sasany isika, fa aoka hiambina ka hahonon-tena.
3405070054	Fa izay matory dia matory amin’ ny alina; ary izay mamo dia mamo amin’ ny alina.
34050800a0	Fa satria an’ ny andro isika, dia aoka hahonon-tena ka hitafy ny finoana sy ny fitiavana ho fiarovan-tratra, ary ny fanantenana ny famonjena ho fiarovan-doha.
340509008b	Fa Andriamanitra tsy nanendry antsika ho amin’ ny fahatezerana, fa mba hahazo famonjena amin’ ny alalan’ i Jesosy Kristy Tompontsika,
34050a0051	Izay maty hamonjy antsika, mba hiara-belona aminy isika, na mahatsiaro na matory.
34050b003e	Koa mifananara sy mifampahatanjaha, tahaka ny ataonareo ihany.
34050c0090	Ary mangataka aminareo izahay, ry rahalahy, mba hekenareo izay mikely aina eo aminareo sy mitondra anareo amin’ ny Tompo ary mananatra anareo,
34050d0057	ary mba hohajainareo indrindra amin’ ny fitiavana izy noho ny asany. Mihavàna tsara.
34050e009d	Ary mananatra anareo izahay, ry rahalahy; anaro izay tsy mitoetra tsara; omeo toky ny malemy saina; ampaherezo ny reraka; mandefera amin’ ny olona rehetra.
34050f0089	Tandremo mba tsy hisy hamaly ratsy olona; fa miezaha mandrakariva hitady izay tsara, na amin’ ny namanareo na amin’ ny olona rehetra.
3405100015	Mifalia mandrakariva.
340511001c	Mivavaha, ka aza mitsahatra.
340512006f	Misaora amin’ ny zavatra rehetra; fa izany no sitrapon’ Andriamanitra ao amin’ i Kristy Jesosy ho anareo.
3405130015	Aza mamono ny Fanahy.
3405140027	Aza manao tsinontsinona ny faminaniana.
3405150034	Fantaro ny zavatra rehetra; hazòny mafy izay tsara.
340516001d	Fadio ny fanao ratsy rehetra.
34051700e2	Ary Andriamanitry ny fiadanana anie hahamasina anareo samy ho tanteraka, ka aoka harovana avokoa ny fanahinareo sy ny ainareo ary ny tenanareo ho tanteraka ka tsy hanan-tsiny amin’ ny fihavian’ i Jesosy Kristy Tompontsika.
340518003d	Mahatoky Izay miantso anareo, sady Izy ihany no hanefa izany.
340519001e	Ry rahalahy, mivavaha ho anay.
34051a0041	Manaova veloma ny rahalahy rehetra amin’ ny fanorohana masìna.
34051b0062	Mampianiana anareo amin’ ny Tompo aho mba hovakina amin’ ny rahalahy rehetra ity epistily ity.
34051c003e	Ho aminareo anie ny fahasoavan’ i Jesosy Kristy Tompontsika.
350000000d	2 Tesaloniana
3501010082	Paoly sy Silasy ary Timoty mamangy ny fiangonan’ ny Tesaloniana, izay ao amin’ Andriamanitra Raintsika sy Jesosy Kristy Tompo:
3501020065	ho aminareo anie ny fahasoavana sy ny fiadanana avy amin’ Andriamanitra Ray sy Jesosy Kristy Tompo.
35010300be	Tsy maintsy misaotra an’ Andriamanitra mandrakariva izahay noho ny aminareo, ry rahalahy, fa mahamendrika isany, satria mitombo fatratra ny finoanareo, ary be ny fifankatiavanareo rehetra,
35010400c9	ka reharehan’ ny tenanay ianareo eny amin’ ny fiangonan’ Andriamanitra noho ny faharetanareo sy ny finoanareo amin’ ny fanenjehana rehetra izay manjo anareo sy ny fahoriana izay iaretanareo ―
3501050094	famantarana ny fitsarana marin’ Andriamanitra izany ― mba hatao ho miendrika ny fanjakan’ Andriamanitra ianareo, sady izany koa no iaretanareo
3501060052	fa zavatra marina amin’ Andriamanitra ny hamaly fahoriana izay mampahory anareo,
350107009b	ary ny hanome fitsaharana anareo izay ampahorina kosa mbamin’ ny tenanay, raha hiseho Jesosy Tompo, avy any an-danitra mbamin’ ny anjelin’ ny heriny,
3501080085	amin’ ny afo midedadeda, hamaly izay tsy mahalala an’ Andriamanitra sy izay tsy manaiky ny filazantsaran’ i Jesosy Tompontsika,
350109008d	dia olona izay hiharan’ ny famaliana marina dia fahaverezana mandrakizay avy amin’ ny fanatrehan’ ny Tompo sy ny voninahitry ny heriny,
35010a00a6	raha tonga Izy mba hankalazaina eo amin’ ny olony masìna sy higagana eo amin’ izay rehetra mino amin izany andro izany, satria ninoana ny fanambaranay taminareo.
35010b00d0	Ary izany no angatahinay mandrakariva ny aminareo, mba hataon’ Andriamanitsika ho miendrika ny fiantsoana ianareo, ary hotanterahiny amin’ ny hery ny fankasitrahana tsara rehetra sy ny asan’ ny finoana,
35010c0099	mba hankalazaina ao aminareo ny anaran’ i Jesosy Tompontsika, ary ianareo ao aminy kosa, araka ny fahasoavan’ Andriamanitsika sy Jesosy Kristy Tompo.
3502010088	Ary mangataka aminareo izahay, ry rahalahy, ny amin’ ny fihavian’ i Jesosy Kristy Tompontsika sy ny hanangonana antsika ho eo aminy,
35020200ce	mba tsy halaky hohetsiketsehina amin’ ny saina na hampitahorina ianareo, na amin’ ny fanahy, na amin’ ny teny, na amin’ ny epistily izay toa avy aminay, milaza fa efa miandoha ny andron’ ny Tompo.
35020300a9	Aza mety hofitahin’ olona akory ianareo; fa tsy ho avy izany, raha tsy efa tonga aloha ny fihemorana, ka hiseho ilay lehilahin’ ota, dia ilay zanaky ny fahaverezana,
35020400c8	ilay manohitra ka manandra-tena ho ambony noho izay rehetra atao hoe Andriamanitra, na izay ivavahana, ka dia mipetraka eo amin’ ny tempolin’ Andriamanitra izy ka manao ny tenany ho Andriamanitra.
3502050066	Tsy tsaroanareo va fa fony mbola teo aminareo ihany aho, dia efa nilaza izany zavatra izany taminareo?
3502060063	Ary ankehitriny fantatrareo ny zavatra misakana, mba hampisehoana azy amin’ ny fotoan’ androny.
350207007a	Fa miasa sahady ny zava-miafina, dia ny tsi-fankatoavan-dalàna, kanefa mandra-panaisotra ilay misakana ankehitriny ihany.
350208009f	Ary dia haseho ilay tena mpandika lalàna, izay holevonin’ i Jesosy Tompo amin’ ny fofonain’ ny vavany ary hofoanany amin’ ny fisehoan’ ny fihaviany;
350209007b	ny fihavin’ ilehiny dia araka ny fiàsan’ i Satana amin’ ny hery sy ny famantarana sy ny fahagagana mandainga rehetra
35020a0089	ary ny famitahana momba ny tsi-fahamarinana amin’ izay ho very, satria tsy nandray ny fitiavana ny fahamarinana izay hamonjena azy izy.
35020b0063	Koa izany no ampanateran’ Andriamanitra fiàsan’ ny fahadisoan-kevitra aminy hinoany ny lainga,
35020c0055	mba hohelohina avokoa izay rehetra tsy nino ny marina, fa nankasitraka ny tsy marina.
35020d00fb	Fa izahay tsy maintsy misaotra an’ Andriamanitra mandrakariva ny aminareo, ry rahalahy malalan’ ny Tompo, satria Andriamanitra efa nifidy anareo hatramin’ ny voalohany hahazo famonjena amin’ ny fanamasinan’ ny Fanahy sy ny finoana ny marina,
35020e0085	sady ho amin’ izany koa no niantsoany anareo tamin’ ny filazantsaranay hahazoanareo ny voninahitr’ i Jesosy Kristy Tompontsika.
35020f0092	Koa tomoera tsara, ry rahalahy, ka hazòny ny fampianarana natolotra izay nampianarina anareo, na tamin’ ny teninay, na tamin’ ny epistilinay.
