280000000c	מתתיהו
3d0111018c	ווארום ער האט באקומען פון ג‑ט דעם פאטער כבוד און הערלעכקייט, ווען אזא קול איז אראפגעקומען צו אים פון דער מאיעסטעטישער הערלעכקייט: (ציטירן ניטציטירן) דער דאזיקער איז מיין געליבטער זון, אין וועמען איך האב א וואוילגעפעלן;
3d011200b9	און מיר האבן געהערט דאס דאזיקע קול קומען פון הימל, בשעת מיר זענען געווען מיט אים אויף דעם הייליקן בארג.
3d01130175	און פעסטער איז דאס נביאיש ווארט, וואס מיר האבן; און איר וועט טאן גוט, האלטנדיק זיך דערצו, ווי צו א ליכט, וואס שיינט אויף א טונקל ארט, ביז דער טאג ברעכט אריין, און דער מארגנשטערן וועט אויפגיין אין אייערע הערצער;
3d011400ad	וויסנדיק דאס דאזיקע קודם כל, אז קיין נבואה פון די כתבי (הקודש) קען נישט האבן קיין פריוואטן פירוש.
3d01150107	ווארום קיינמאל איז נאך נישט געברענגט געווארן קיין נבואה פון א מענטשנס ווילן; נאר געטריבן פונם רוח הקודש, האבן מענטשן גערעדט פון ה׳. (שמואל ב כג, ג.)
3d020101ba	עס זענען אבער אויך געווען פאלשע נביאים צווישן דעם פאלק, ווי עס וועלן אויך זיין צווישן אייך פאלשע מורי תורה, וועלכע וועלן בשתיקה אריינפירן פארדארבלעכע כתות, און פארלייקענען דעם האר, וואס האט זיי אפגעקויפט, און ברענגען אויף זיך א גיכע פארדארבונג.
3d020200b3	און א סך וועלן נאכפאלגן זייערע אויסגעלאסנקייטן, דורך וועלכע דער וועג פון אמת וועט ווערן געלעסטערט.
3d02030113	און אויס געלטגיריקייט וועלן זיי אייך פארקויפן מיט באטריגערישע רייד; דאס משפט אויף זיי פון לאנג אָן זוימט זיך נישט און די פארדארבונג זייערע דרימלט נישט.
3d0204011e	ווארום אויב ה׳ האט נישט געשוינט די מלאכים, וועלכע האבן געזינדיקט, נאר האט זיי איבערגעגעבן אין היילן פון חשכות אין דער אונטערוועלט, אפגעהיטן צו ווערן צום משפט;
3d0205011d	און ווען ער האט נישט געשוינט די אלטע וועלט, נאר האט באהיט נוחן, א מבשר פון גערעכטיקייט, מיט זיבן אנדערע, בשעת ער האט אראפגעשיקט דאס מבול אויף א וועלט פון רשעים;
3d020600d8	און מאכנדיק צו אש די שטעט סדום און עמורה, האט ער זיי געמשפט מיט אן איבערקערונג, זעצנדיק זיי אלס א ביישפיל פאר רשעים להבא;
3d020700f1	און האט מציל געווען דעם צדיק לוט, וועלכער איז געקוועלט געווארן דורך דער פארשייטער אויפפירונג פון די שענדלעכע מענטשן מחוץ דעם געזעץ—
3d02080125	ווארום ער, דער צדיק, וואוינענדיק צווישן זיי, האט געפלאגט זיין גערעכט נפש מיט וואס ער האט געזען און געהערט טאג אויס טאג איין פון זייערע בייזע מעשים מחוץ דעם געזעץ—
3d020900cb	אזוי ווייסט דער האר מציל צו זיין די ג‑טספארכטיקע פון א נסיון, רשעים אבער צו באהאלטן צו באשטראפונג אינם יום הדין;
3d020a00fa	און איבערהויפט די, וועלכע גייען נאך שמוציקע תאוות פון דעם פלייש, און פאראכטן הערשאפט; עזות פנימער, פרעכע, זיי ציטערן נישט צו לעסטערן מאכטן;
3d020b00b7	וואס מלאכים, גרעסער ווי זיי אין כוח און גבורה, ברענגען נישט קיין לעסטערנדיק משפט קעגן זיי פאר דעם האר.
3d020c0135	זיי אבער, ווי אומפארשטאנדיקע חיות, בטבע געבוירן דערצו, געפאנגען און אומגעברענגט צו ווערן, לעסטערן דאס, וואס זיי פארשטייען נישט, זיי וועלן אומקומען אין זייער פארדארבנקייט,
3d020d0158	ליידנדיק דעם שכר פון אומגערעכטיקייט; (זיי), וואס האלטן עס פאר א תענוג זיך צו לאזן פרעסן בייטאג, (זענען) פלעקן און פעלערן, שכורן זיך אָן הוליען אין זייערע שקרים, עסנדיק (און טרינקענדיק) מיט אייך;
3d020e0109	האבן אויגן פול מיט זנות און נישט געזעטיקטע פון זינד; לאקן צו זיך אומסטאביל נפשות; האבן אן הארץ געוואוינט צו געלטגייציקייט; זענען קינדער פון א קללה;
3d020f00fd	פארלאזנדיק דעם דרך הישר, האבן זיי פארבלאנדזשעט, און נאכגעפאלגט אין דעם וועג פון בלעם בן בעור, וואס האט ליב געהאט דעם שכר פון אומגערעכטיקייט;
3d021000f8	ער האט אבער געהאט א שטראף פאר זיין אייגענעם חטא; א שטומע בהמה אין געשפאן, רעדנדיק מיט א מענטשלעך קול, האט פארווערט דאס משוגעת פון דעם נביא.
3d021100e1	די דאזיקע זענען קוואלן אָן וואסער, און וואלקנדלעך געטריבן פון א שטורמווינט; פאר זיי איז אנגעגרייט די טונקלקייט פון דעם חושך.
3d02120114	ווארום רעדנדיק שטאלצע רייד אָן א זין, לאקן זיי מיט די תאוות פון דעם לייב דורך צעלאזנקייט די יעניקע, וואס זענען קוים אנטרונען פון די, וועלכע לעבן אין טעות;
3d0213010b	בשעת זיי זענען זיי מבטיח פרייהייט, זענען זיי אליין קנעכט פון פארדארבונג; ווארום פון וועמען איינער ווערט בייגעקומען, צו דעם ווערט ער אויך פארשקלאפט.
3d021401bf	ווארום אויב נאך דעם ווי זיי זענען אנטרונען פון די באפלעקונגען פון דער וועלט דורך דער דערקענטעניש פון אונדזער האר און גואל יהושע/ישוע המשיח, זענען זיי ווידער פארוויקלט אין די דאזיקע און זענען בייגעקומען געווארן, איז זייער סוף ערגער ווי דער אנהויב.
3d0215013e	ווארום עס וואלט געווען בעסער פאר זיי נישט צו האבן דערקענט דעם וועג פון גערעכטיקייט, ווי, נאכן דערקענען, זיך אפצוקערן פון דעם הייליקן געבאט, וואס איז איבערגעגעבן געווארן צו זיי.
3d02160138	ביי זיי האט זיך באשטעטיקט דאס ווארהאפטיקע שפריכווארט: א הונט האט זיך אומגעקערט צו דעם, וואס ער האט אויסגעבראכן, און אן אפגעוואשן חזיר זיך צו וואלגערן אין בלאטע! (משלי כו, יא.)
3d030100f4	דאס דאזיקע, געליבטע, איז שוין דער צווייטער בריוו, וואס איך שרייב אייך; אין וועלכע איך דערוועק דורך א דערינערונג אייער לויטערן פארשטאנד;
3d03020117	צו געדענקען די ווערטער, וואס די הייליקע נביאים האבן פריער גערעדט, און דאס געבאט פון אונדזער האר און רעטער דורך די שליחים אייערע; דאס דאזיקע זאלט איר וויסן,
3d030300b8	קודם כל, אז אין די לעצטע טעג וועלן קומען אפשפעטער מיט שפאט, וואס גייען לויט זייערע אייגענע גלוסטונגען,
3d03040105	און וועלן זאגן: וואו איז די הבטחה פון זיין קומען (ביאת המשיח)? ווארום זינט די אבות זענען איינגעשלאפן, בלייבט אלץ ווי ביים אנהויב פון דער באשאפונג!
3d0305010c	ווארום בכיוון פארגעסן זיי דאס דאזיקע, אז דורך ה׳ס ווארט שוין פארצייטנס זענען געווען הימלען, און אז אן ערד איז אנטשטאנען אויס וואסער און דורך וואסער;
3d03060084	דורך וועלכע די דעמאלטיקע וועלט איז אונטערגעגאנגען אין א וואסער פון מבול;
3d0307011c	די איצטיקע הימלען אבער און די ערד ווערן אויפבאווארט דורך דעם זעלביקן ווארט און ווערן באהאלטן פאר דעם פייער צום יום הדין און דעם אונטערגאנג פון מענטשן רשעים.
3d030800c7	פארגעסט אבער נישט אין דעם דאזיקן, געליבטע, אז איין טאג ביים האר איז ווי טויזנט יאר, און טויזנט יאר ווי איין טאג.
3d03090144	דער האר זוימט זיך נישט מיט דער הבטחה, ווי אייניקע האלטן עס פאר א פארזאמונג; נאר ער איז געדולדיק צו אייך, ווייל ער וויל נישט עמיצער זאל פארלוירן ווערן, נאר אז אלע זאלן קומען צו תשובה.
3d030a0160	דער טאג פון דעם האר וועט אבער קומען ווי א גנב; אין דעם זעלביקן טאג וועלן די הימלען פארגיין מיט א רעש, און די יסודות וועלן זיך צעשמעלצן פון היץ, און די ערד און די מעשים אויף איר וועלן פארברענט ווערן.
3d030b00f6	אזויווי אלע די דאזיקע זאכן וועלן צעגיין אויף אזא אופן, היינט וואס פאר א (מענטשן) דארפט איר שוין זיין אין א הייליקן לעבן און אין יראת שמים,
3d030c010f	דערווארטנדיק און צואיילנדיק דאס קומען פון ה׳ס טאג, דורך וועלכן די הימלען וועלן פארברענט ווערן און צעגיין, און די יסודות וועלן צעשמאלצן ווערן פון היץ!
3d030d00cc	לויט זיין הבטחה אבער דערווארטן מיר א נייעם הימל און א נייע ערד, אין וועלכע גערעכטיקייט וואוינט. (ישעיהו סה, יז-כה.)
3d030e00ea	דערפאר, געליבטע, ווייל איר דערווארט די דאזיקע זאכן, זאלט איר זיך פלייסן געפונען צו ווערן אין שלום, אָן א פלעק און אָן א מום פאר אים.
3d030f010e	און רעכנט די געדולד פון אונדזער האר ווי א ישועה; לויט ווי אונדזער געליבטער ברודער פוילוס האט אייך געשריבן, לויט דער חכמה, וואס איז אים געגעבן געווארן,
3d0310019b	ווי אויך אין אלע בריוו, ווען ער רעדט אין זיי דערפון; אין וועלכע עס זענען פאראן אייניקע שווערפארשטענדלעכע זאכן, וואס די אומגעלערנטע און נישט שטאנדהאפטיקע פארדרייען, ווי אויך די איבריקע כתבי (הקודש), צו זייער אייגענער פארדארבונג.
3d0311013a	און איר, געליבטע, וויסנדיק עס פארויס, זאלט זיך אפהיטן, כדי איר זאלט נישט מיטגעריסן ווערן דורך דער פארפירונג פון בייזע לייט, און נישט אוועקפאלן פון אייער אייגענעם פעסטן שטאנד.
3d031200f7	נאר וואקסט אין דעם חסד און דערקענטעניש פון אונדזער האר און גואל יהושע/ישוע המשיח. כבוד צו אים סאי איצט סאי אין דעם טאג פון אייביקייט. אמן.
3e00000018	א יוחנן בריוו
3e01010145	דאס, וואס איז געווען פונם אנהויב אָן, וואס מיר האבן געהערט, וואס מיר האבן געזען מיט אונדזערע אויגן, וואס מיר האבן באטראכט און אונדזערע הענט האבן אנגערירט, וועגן דעם ווארט פון לעבן—
3e01020126	און דאס לעבן איז אנטפלעקט געווארן, און מיר האבן געזען און זאגן עדות און זאגן אייך אָן דאס אייביקע לעבן, וואס איז געווען ביי דעם פאטער און האט זיך באוויזן צו אונדז—
3e0103013a	וואס מיר האבן געזען און געהערט, דאס זאגן מיר אייך אָן, כדי אויך איר זאלט האבן חברותאשאפט מיט אונדז; און אונדזער חברותאשאפט איז מיט דעם פאטער און מיט זיין זון יהושע/ישוע המשיח;
3e0104005b	און דאס שרייבן מיר, כדי אונדזער שמחה זאל ווערן פול.
3e010500ec	און דאס דאזיקע איז די שמועה, וואס מיר האבן געהערט פון אים און זאגן אייך אָן, אז ה׳ איז ליכט, און קיין שום חושך איז אין אים נישט פאראן.
3e010600c8	ווען מיר זאגן, אז מיר האבן חברותאשאפט מיט אים, און גייען אין דער פינצטערניש, זאגן מיר ליגן, און טאן נישט דעם אמת;
3e0107012a	ווען אבער מיר גייען אין דעם ליכט, ווי ער איז אין דעם ליכט, האבן מיר חברותאשאפט איינער מיט דעם אנדערן, און דאס בלוט פון יהושע/ישוע, זיין זון, רייניקט אונדז פון יעדן חטא.
3e010800a9	ווען מיר זאגן, אז מיר האבן נישט קיין חטא, באטריגן מיר זיך אליין, און דער אמת איז נישט אין אונדז.
3e01090123	ווען מיר זענען זיך מתוודה אויף אונדזערע זינד, איז ער געטריי און גערעכט אז ער זאל אונדז מוחל זיין די זינד און אונדז רייניקן פון יעדער אומגערעכטיקייט. (משלי כח, יג.)
3e010a00b8	ווען מיר זאגן, אז מיר האבן נישט געזינדיקט, מאכן מיר אים פאר א ליגנער, און זיין ווארט איז נישט אין אונדז.
3e02010111	קינדער מיינע, דאס שרייב איך אייך, כדי איר זאלט נישט זינדיקן. און ווען עמיצער זינדיקט יא, האבן מיר א מליץ (יושר) ביי דעם פאטער, יהושע/ישוע המשיחן, דעם צדיק;
3e020200c1	און ער איז דאס (קרבן) כפרה פאר אונדזערע זינד, און נישט נאר פאר אונדזערע אליין, נאר אויך פאר דער גאנצער וועלט.
3e02030081	און דורך דעם ווייסן מיר, אז מיר קענען אים: ווען מיר היטן אפ זיינע געבאטן.
3e020400b5	ווער עס זאגט: איך קען אים, און היט נישט אפ זיינע געבאטן, דער איז א ליגנער, און דער אמת איז נישט אין אים;
3e020500cf	ווער אבער עס היט יא אפ זיין ווארט, ווערט ה׳ס ליבע באמת פארפאלקאמט אין אים. דורך דעם ווייסן מיר, אז מיר זענען אין אים:
3e0206008f	ווער עס זאגט, אז ער בלייבט אין אים, דער איז מחייב צו לעבן אזוי, ווי ער האט געלעבט.
3e02070106	געליבטע, איך שרייב אייך נישט קיין ניי געבאט, נאר אן אלט געבאט, וואס איר האט געהאט פון אנהויב אָן; דאס אלטע געבאט איז דאס ווארט, וואס איר האט געהערט.
3e020800f2	ווידער שרייב איך אייך א ניי געבאט, וואס איז אמת אין אים און אין אייך; ווייל די פינצטערניש פארגייט, און דאס ווארהאפטיקע ליכט שיינט שוין.
3e020900c6	ווער עס זאגט, אז ער איז אין דעם ליכט, און האט פיינט דעם ברודער זיינעם, דער איז (נאך) אין דער פינצטערניש ביז איצט.
3e020a00a5	ווער עס האט ליב זיין ברודער, דער בלייבט אין דעם ליכט, און קיין מיכשול איז אין אים נישט פאראן.
3e020b0131	ווער אבער עס האסט זיין ברודער, דער איז אין דער פינצטערניש, און גייט אין דער פינצטערניש, און ווייסט נישט וואו אהין ער גייט, ווייל די פינצטערניש האט אים פארבלענדט די אויגן.
3e020c0099	איך שרייב צו אייך, קינדער, ווייל די זינד זענען אייך פארגעבן געווארן צוליב זיין נאמען.
3e020d0163	איך שרייב צו אייך, אבות, ווייל איר קענט אים, וואס איז פון אנהויב אָן. איך שרייב צו אייך, יונגעלייט, ווייל איר האט גובר געווען דעם בייזן (שׂטן). איך האב געשריבן צו אייך, קינדער, ווייל איר קענט דעם פאטער.
3e020e017b	איך האב געשריבן צו אייך, פאטערס, ווייל איר קענט אים, וועלכער איז פון אנהויב אָן. איך האב געשריבן צו אייך, יונגעלייט, ווייל איר זענט שטארק, און ה׳ס ווארט פארבלייבט אין אייך, און איר האט גובר געווען דעם בייזן (שׂטן).
3e020f00e7	האט נישט ליב די וועלט, אויך נישט די זאכן, וואס זענען אין דער וועלט. אויב איינער האט ליב די וועלט, איז דעם פאטערס ליבע נישט אין אים.
3e0210011f	ווייל אלץ, וואס געפינט זיך אין דער וועלט, די גלוסטיקייט פון דעם פלייש און די תאווה פון די אויגן און דער שטאלץ פון לעבן, איז נישט פון דעם פאטער, נאר פון דער וועלט.
3e021100b4	און די וועלט פארגייט און די גלוסטיקייט דערפון; ווער אבער עס טוט ה׳ס רצון, דער האט א קיום אויף אייביק.
3e02120120	קינדער, עס איז די לעצטע שעה; און ווי איר האט געהערט, אז דער אנטי‑משיח קומט, אזוי זענען איצט פאראן א סך קעגנער פונם משיח; דערפאר ווייסן מיר, אז עס איז די לעצטע שעה.
3e021301a1	פון אונדז זענען זיי ארויסגעגאנגען, נאר זיי זענען נישט געווען פון אונדז; ווארום אויב זיי וואלטן געווען פון אונדז, וואלטן זיי געבליבן מיט אונדז; נאר (זיי זענען ארויסגעגאנגען) כדי זיי זאלן באקאנט ווערן, אז זיי אלע זענען נישט פון אונדז.
3e02140086	און איר האט א זאלבונג פון הקדוש ברוך הוא, און אלע פון איר האבן דערקענטעניש.
3e021500f2	איך האב אייך נישט געשריבן, ווייל איר קענט נישט דעם אמת, נאר ווייל איר קענט אים, און ווייל (איר ווייסט, אז) קיין שקר איז נישט אויס דעם אמת.
3e02160114	ווער איז דער ליגנער, אויב נישט דער, וועלכער לייקנט אפ, אז יהושע/ישוע איז דער משיח? דער דאזיקער איז דער אנטי‑משיח, וועלכער פארלייקנט דעם פאטער און דעם זון.
3e021700ca	יעדער, וועלכער פארלייקנט דעם זון, האט אויך נישט דעם פאטער; ווער וואס איז מודה אין דעם זון, דער האט דעם פאטער אויך.
3e02180143	זאל בלייבן אין אייך דאס, וואס איר האט געהערט פון אנהויב אָן. אויב עס וועט בלייבן אין אייך דאס, וואס איר האט געהערט פון אנהויב אָן, וועט איר אויך בלייבן אין דעם זון און אין דעם פאטער.
3e02190088	און דאס דאזיקע איז די הבטחה, וועלכע ער האט אונדז צוגעזאגט: דאס אייביקע לעבן.
3e021a0061	דאס האבן איך אייך געשריבן וועגן די, וואס פארפירן אייך.
3e021b01c5	און איר, די זאלבונג, וואס איר האט באקומען פון אים, בלייבט אין אייך, און איר דארפט נישט, אז עמיצער זאל אייך לערנען; נאר ווי זיין זאלבונג לערנט אייך וועגן אלעם, און איז ווארהאפטיק, און נישט קיין שקר, און ווי זי האט אייך געלערנט, אזוי זאלט איר בלייבן אין אים.
3e021c00f9	און איצט, קינדער, בלייבט אין אים; כדי ווען ער וועט נתגלה ווערן, זאלן מיר האבן דרייסטקייט, און זיך נישט דארפן שעמען פאר אים ביי זיין אנקומען.
3e021d00da	אויב איר ווייסט, אז ער איז גערעכט, זאלט איר וויסן, אז אפילו יעדער איינער, וואס טוט עוסק זיין אין צדקות איז געבוירן פון אים.
3e03010125	זעט וואס פאר א ליבע דער פאטער האט אונדז געשענקט, אז מיר זאלן גערופן ווערן ה׳ס קינדער; און מיר זענען עס. דערפאר קען אונדז די וועלט נישט, ווייל זי האט אים נישט געקענט.
3e03020175	געליבטע, איצט זענען מיר ה׳ס קינדער, און עס איז נאך נישט אנטפלעקט געווארן, וואס מיר וועלן זיין. מיר ווייסן אבער, אז ווען ער וועט נתגלה ווערן, וועלן מיר זיין גלייך צו אים; ווייל מיר וועלן אים זען אזוי, ווי ער איז.
3e030300a6	און יעדער איינער, וועלכער האט די דאזיקע האפענונג אויף אים, רייניקט זיך אזוי, ווי ער איז ריין.
3e030400a1	יעדער איינער, וועלכער טוט זינד, איז עובר די תורה; און זינד איז דאס עובר זיין אויף דער תורה.
3e030500c8	און איר ווייסט, אז ער איז אנטפלעקט געווארן, כדי ער זאל אוועקנעמען אונדזערע זינד; און אין אים איז נישטא קיין חטא.
3e030600c9	יעדער איינער, וועלכער בלייבט אין אים, זינדיקט נישט; ווער עס זינדיקט, דער האט אים נישט געזען, און אים נישט געקענט.
3e030700b8	קינדער, זאל אייך קיינער נישט פארפירן; ווער עס טוט עוסק זיין אין צדקות, דער איז א צדיק, ווי ער איז א צדיק;
3e03080138	ווער עס טוט זינד, דער איז פון דעם שׂטן; ווייל דער שׂטן זינדיקט פון אנהויב אָן. דערצו איז דער זון פון דער אויבערשטער אנטפלעקט געווארן, כדי ער זאל צעשטערן די מעשים פון דעם שׂטן.
3e03090125	יעדער איינער, וועלכער איז געבוירן געווארן פון ה׳, טוט נישט קיין זינד, ווייל זיין זאמען בלייבט אין אים; און ער קען נישט זינדיקן, ווייל ער איז געבוירן געווארן פון ה׳.
3e030a0148	דורך דעם דאזיקן ווערן אנטפלעקט די קינדער פון ה׳, און די קינדער פון דעם שׂטן: יעדער איינער, וועלכער טוט נישט עוסק זיין אין צדקות, איז נישט פון ה׳, און דער, וואס האט נישט ליב זיין ברודער.
3e030b00c1	ווייל דאס דאזיקע איז די שמועה, וועלכע איר האט געהערט פון אנהויב אָן: אז מיר זאלן ליב האבן איינער דעם אנדערן;
3e030c0171	נישט ווי קין, וועלכער איז געווען פון דעם בייזן און האט געהרגעט זיין ברודער. און פארוואס האט ער אים געהרגעט? ווייל זיינע מעשים זענען געווען בייז, זיין ברודערס (מעשים) אבער זענען געווען גערעכט. (בראשית ד, ד-ח.)
3e030d0066	וואונדערט זיך נישט, ברידער, אויב די וועלט האט אייך פיינט.
3e030e00f5	מיר ווייסן אז מיר זענען אריבערגעגאנגען פון טויט צום לעבן, ווייל מיר האבן ליב די ברידער. ווער עס האט נישט ליב, דער פארבלייבט אין דעם טויט.
3e030f00ed	יעדער איינער, וועלכער האסט דעם ברודער זיינעם, איז א רוצח; און איר ווייסט, אז קיין מענטשנמערדער דאס אייביקע לעבן בלייבט אין אים נישט.
3e0310012f	דורך דעם דאזיקן האבן מיר דערקענט די ליבע: ווייל ער האט אנידערגעלייגט זיין לעבן פאר אונדזערטוועגן; און מיר זענען אויך מחייב אנידערצולייגן אונדזערע לעבנס פאר די ברידער.
3e031100f6	ווער אבער עס האט נכסים אין דער וועלט, און זעט זיין ברודער האבן נויט, און פארשליסט זיין הארץ קעגן אים, וויאזוי זשע בלייבט ה׳ס ליבע אין אים?
3e0312009c	קינדער, לאמיר נישט ליב האבן מיט ווערטער, אויך נישט מיט דער צונג, נאר בפועל ממש און באמת.
3e031300b7	דורך דעם דאזיקן וועלן מיר דערקענען, אז מיר זענען פון דעם אמת, און וועלן בארואיקן אונדזער הארץ פאר אים,
3e03140095	אז ווען אונדזער הארץ פארמשפט אונדז, איז ה׳ גרעסער ווי אונדזער הארץ, און ווייסט אלץ.
3e03150086	געליבטע, ווען אונדזער הארץ פארמשפט אונדז נישט, האבן מיר דרייסטקייט פאר ה׳;
3e031600d3	און וואס מיר בעטן, דאס באקומען מיר פון אים, ווייל מיר היטן אפ זיינע געבאטן, און טאן דאס, וואס איז וואוילגעפעלן פאר אים.
3e03170122	און אָט דאס דאזיקע איז זיין געבאט, אז מיר זאלן גלויבן אין דעם נאמען פון זיין זון יהושע/ישוע המשיח, און ליב האבן איינער דעם אנדערן, ווי ער האט אונדז געגעבן א געבאט.
3e03180129	און ווער עס היט זיינע געבאטן, דער בלייבט אין אים, און ער אין אים. און דורך דעם דאזיקן דערקענען מיר, אז ער בלייבט אין אונדז: דורך דעם גייסט, וועלכן ער האט אונדז געשענקט.
3e04010108	געליבטע, גלויבט נישט יעדן גייסט, נאר פרובירט אויס די גייסטער, צי זיי זענען פון ה׳; ווייל א סך פאלשע נביאים זענען ארויסגעגאנגען אין דער וועלט אריין.
3e040200d9	דורך דעם דאזיקן דערקענט איר ה׳ס גייסט: יעדער גייסט, וואס איז מודה, אז יהושע/ישוע המשיח איז געקומען אינם פלייש, איז פון ה׳;
3e04030140	און יעדער גייסט, וואס באקענט נישט יהושען/ישוען, איז נישט פון ה׳; און דער דאזיקער איז דער (גייסט) פון דעם אנטי‑משיח, וואס איר האט געהערט, אז ער קומט; און איז שוין איצט אין דער וועלט.
3e040400e3	קינדער, איר זענט פון ה׳, און האט זיי מנצח געווען; ווייל גרעסער איז דער, וועלכער איז אין אייך, ווי דער, וועלכער איז אין דער וועלט.
3e0405008f	זיי זענען פון דער וועלט; צוליב דעם רעדן זיי פון דער וועלט, און די וועלט הערט זיי.
3e04060131	מיר זענען פון ה׳; ווער עס קען ה׳, דער הערט אונדז; ווער עס איז נישט פון ה׳, דער הערט אונדז נישט. דורך דער דאזיקער זאך דערקענען מיר דעם גייסט פון אמת און דעם גייסט פון באטרוג.
3e040700fc	געליבטע, לאמיר ליב האבן איינער דעם אנדערן; ווייל די ליבע איז פון ה׳; און יעדער איינער, וועלכער האט ליב, איז געבוירן געווארן פון ה׳ און קען ה׳.
3e04080072	ווער עס האט נישט ליב, דער האט נישט דערקענט ה׳, ווייל ה׳ איז ליבע.
3e040900ef	דורך דעם דאזיקן האט זיך ארויסגעוויזן ה׳ס ליבע צו אונדז: אז ה׳ האט געשיקט זיין בן יחיד אין דער וועלט אריין, כדי מיר זאלן לעבן דורך אים.
3e040a0108	אין דעם דאזיקן באשטייט די ליבע, נישט אז מיר האבן ליב געהאט ה׳, נאר אז ער האט אונדז ליב געהאט, און געשיקט זיין זון אלס א (קרבן) כפרה פאר אונדזערע זינד.
3e040b009d	געליבטע, אויב ה׳ האט אונדז אזוי ליב, זענען מיר אויך מחייב ליב צו האבן איינער דעם אנדערן.
3e040c00f5	ה׳ האט קיינער קיינמאל נישט געזען; ווען מיר האבן ליב איינער דעם אנדערן, בלייבט ה׳ צווישן אונדז, און זיין ליבע ווערט פארפאלקאמט אין אונדז;
3e040d00c3	דורך דעם דאזיקן ווייסן מיר, אז מיר בלייבן אין אים, און ער אין אונדז: ווייל ער האט אונדז געגעבן פון זיין גייסט.
3e040e00a0	און מיר האבן געזען און זאגן עדות, אז דער פאטער האט געשיקט דעם זון אלס רעטער פון דער וועלט.
3e040f00b5	ווער עס וועט מודה זיין, אז יהושע/ישוע איז דער זון פון דער אויבערשטער, בלייבט ה׳ אין אים, און ער אין ה׳.
3e04100110	און מיר האבן דערקענט און גלויבן אין דער ליבע, וואס ה׳ האט צו אונדז. ה׳ איז ליבע; און ווער עס בלייבט אין דער ליבע, דער בלייבט אין ה׳, און ה׳ בלייבט אין אים.
3e04110108	דורך דעם דאזיקן איז די ליבע פארפאלקאמט ביי אונדז: וואס מיר האבן בטחון אין דעם יום הדין; ווייל ווי ער איז, אזוי זענען מיר אויך אין דער דאזיקער וועלט.
3e04120132	מורא עקזיסטירט נישט אין דער ליבע; נאר די פאלקאמענע ליבע טרייבט ארויס מורא, ווייל מורא האט (צו טאן מיט) עונש; דער אבער, וועלכער האט מורא, ווערט נישט פארפאלקאמט אין דער ליבע.
3e0413005a	מיר האבן ליב, ווייל ער קודם כל האט אונדז ליב געהאט.
3e0414013b	ווען עמיצער זאגט: איך האב ליב ה׳, און האט פיינט זיין ברודער—איז ער א ליגנער; ווארום ווער עס האט נישט ליב זיין ברודער, וועמען ער זעט, דער קען נישט ליב האבן ה׳, וועמען ער זעט נישט.
3e041500a9	און דאס דאזיקע געבאט האבן מיר פון אים; אז ווער עס האט ליב ה׳, דער זאל אויך ליב האבן זיין ברודער.
3e05010151	יעדער איינער, וועלכער גלויבט, אז יהושע/ישוע איז דער משיח, דער איז געבוירן פון ה׳; און יעדער איינער, וועלכער האט ליב דעם, וואס האט געבוירן, האט אויך ליב דעם, וואס איז געבוירן געווארן פון אים.
3e050200b2	דורך דעם דאזיקן דערקענען מיר, אז מיר האבן ליב ה׳ס קינדער, ווען מיר האבן ליב ה׳ און טאן זיינע געבאטן.
3e050300ba	ווארום דאס דאזיקע איז די ליבע צו ה׳: אז מיר זאלן אפהיטן זיינע געבאטן; און זיינע געבאטן זענען נישט שווער.
3e050400ec	ווייל אלץ, וואס איז געבוירן געווארן פון ה׳, איז מנצח די וועלט; און דאס דאזיקע איז דער נצחון, וואס האט באזיגט די וועלט: אונדזער אמונה.
3e050500d5	און ווער איז עס, וועלכער איז מנצח די וועלט, אויב נישט דער, וועלכער גלויבט, אז יהושע/ישוע איז דער זון פון דער אויבערשטער?
3e0506016e	ער איז עס, וועלכער איז געקומען דורך וואסער און בלוט, יהושע/ישוע המשיח; נישט בלויז מיט דעם וואסער אליין, נאר מיט דעם וואסער און מיט דעם בלוט. און עס איז דער גייסט, וואס זאגט עדות, ווייל דער גייסט איז דער אמת.
3e05070044	ווייל עס זענען דריי, וועלכע זאגן עדות:
3e05080074	דער גייסט, און דאס וואסער, און דאס בלוט; און די דריי זענען אייניק.
3e05090125	אויב מיר נעמען אָן דאס עדות זאגן פון מענטשן, אזוי איז גרעסער דאס עדות זאגן פון ה׳; ווייל דאס דאזיקע איז דאס עדות זאגן פון ה׳, וואס ער האט עדות געזאגט וועגן זיין זון.
3e050a017f	ווער עס גלויבט אין דעם זון פון דער אויבערשטער, דער האט דאס עדות אין זיך אליין; ווער עס גלויבט נישט ה׳, דער האט אים געמאכט פאר א ליגנער, ווייל ער האט נישט געגלויבט אין דעם עדות, וואס ה׳ האט עדות געזאגט וועגן זיין זון.
3e050b00c0	און דאס דאזיקע איז דאס עדות: אז ה׳ האט אונדז געגעבן אייביק לעבן; און דאס דאזיקע לעבן איז אין דעם זון זיינעם.
3e050c00ba	ווער עס האט דעם זון, דער האט דאס לעבן; ווער עס האט נישט דעם זון פון דער אויבערשטער, דער האט נישט דאס לעבן.
3e050d0100	די דאזיקע זאכן האב איך אייך געשריבן, כדי איר זאלט וויסן, אז איר האט אייביק לעבן; די, וועלכע גלויבן אין דעם נאמען פון דעם זון פון דער אויבערשטער.
