2800000003	Mat
29092300c4	Ka ndzǝga Yasu, ɗakhgan ad furakh sar kǝlatǝm mits, niya tsitar, “Ɗeghwa ude ǝn na nǝga kǝ dǝg chak, barari tsin nǝga kǝ dǝg ngiɗangiɗ, nalin kǝ dadak manara tlǝr kǝ itsawar.”
2909240066	Ka ɓadǝghǝr ad zǝr khǝɗikan ghitsanan ǝn tǝb tar, ka ɓǝlarghǝr ad dǝv sar, ka niya tsitar,
29092500a0	“Itsawar ǝn chauga zǝr khǝɗikan ndǝk inan ǝn ɗakhar, ka chaukayin. Dadake chaukaya, ka kitakul ba chaukayin bi, zǝva dadake a ɓǝlokondagh a chaugin.
29092600a2	Ka nǝv Yukhan, “Malǝm, nǝgha tsǝkǝnda udanen ǝn ɓado sǝɗikw bǝzan ǝn vǝgh kǝ udakh ǝn ɗakhagh. Ka gadlar khai kǝnd, wirva na ba zǝ kiyam bi.”
2909270095	Ka nǝv Yasu tsitar, “Gadlamara bi. Wirva na ude ǝn man dǝg ndawak ǝn ɗakhara, tǝvin tǝvin tsuguna ka kwar lav bǝzan ǝn tǝghǝr tsǝka bi.
2909280030	Wirva ude kwal man tlughuma dǝ kiyama dǝg mar.
29092900ad	Ən tǝkha kura tǝkha kǝ, ɗaga ude ǝn kakuru yu itsǝn kwat khǝɗikan, wirva a fadǝghǝro kur ǝn tǝ ka, ka Kristu. Naba da bǝghǝn dǝg siga sar tsa khǝɗikǝn bi.
29092a00a5	Ɗeghwa ude a ba fang ǝn tǝb kǝ zar mbisan nan, liye fadǝghǝro ǝn tǝ kǝ da man khaip, a dara nguɗarǝmud zikan na kǝ vǝr ǝn kwind, kǝɗ daghud da dǝlv.
29092b00c0	Da dǝva ǝn bǝgkhan da man khaip, ǝntlars ǝntla dǝgal. Adara da dǝ dǝv kitakul kha da vake da mbǝladu kha safa kǝ ngǝɗ, tǝghǝr kǝ daks tsǝkha dǝ dǝv mits da kara tsakaitsakai.
29092c0068	[Vake, “‘Kwaɗe ǝn zutǝr zuwa naba itar ǝmtsa bi. Karen tsuguna da tǝkh bud kǝ kǝɗgan bi.’]
29092d00bb	Da ka sigagh ǝn bǝgkhan da man khaip, ǝntlars ǝntl. Azǝgha da ghurɗik kha da vake da mbǝladu kha safa kǝ ngǝɗ, tǝghǝr kǝ tlǝvkhǝdaghud dǝ sigakh mits da kara tsakaitsakai.
29092e0068	[Vake, “‘Kwaɗe ǝn zutǝr zuwa naba itar ǝmtsa bi. Karen tsuguna da tǝkh bud kǝ kǝɗgan bi.’]
29092f00ad	Da ka diyagh ǝn bǝgkhan da man khaip, ndǝɗdu khǝ. Azǝgha da dǝ di kitakul kha da tlǝksa Yazhigǝl, tǝghǝr kǝ tlǝvǝghǝdaghud dǝ diya mits da kara tsakaitsakai.
2909300067	Vake, “‘Kwaɗe ǝn zutǝr zuwa naba itar ǝmtsa bi. Karen tsuguna da tǝkh bud kǝ kǝɗgan bi.’]
2909310056	Da chuwaɗa chuwaɗud ad itsawar dǝ kar, ndǝkve ǝn chuwaɗud dǝg tsufa dǝ tlugul.
29093200b4	Tlugula khwar, da tǝkaghǝrin dǝ nashnasha sara, da gwiyondǝghǝr ndarud ad nashnasha sari? Nalnǝg giɗura zǝ tlǝrur ndǝk tlugul. Tsuguna, ka giɗa gabǝr kur ǝn tǝbur.”
290a0100ac	Ka ɗuwars Yasu ad yanen kǝ vak, ka dal da ǝntla khaya Yakhudi, zǝ ghǝdzǝva zagha Urdun. Ka gwidǝn sawala dzakhava udakh da vak sar. A tsagatǝrdu ndǝkve a kwiyalin.
290a020081	Ka saks kǝ yakhaya kǝ Farisakh da kura kura dǝ ndiɗ. Ka ndiɗarwal itar, “Kalkal nagh tǝkaghǝra kǝ udan zǝ nus sara?”
290a03002d	Ka niya tsitar, “Uɗa tǝkha kurna Musi?”
290a04006d	Ka nǝv itar tsin, “A khayarnǝf Mus ad vindzara kaɗkaɗ pǝcha sǝba kǝ ud, kǝ lakwars lakwa dǝgal.”
290a050066	Ka nǝv Yasu tsitar, “Tsa wirva ɓengɓeng rǝvakhuɗur, tsa vindza kurkhai Mus adina kǝ ndzikh.”
290a060050	“Ai gwil farsa vǝrɗ lard, ‘A vǝrɗtǝrkhai Yazhigǝl kǝ zila zǝ nus.’
290a07004e	Wirva yan, ka da ɗuwars udan ad dadsar zǝ babsar kǝ khǝmbarva kǝ nus sar.
290a080060	Ka mits dagha tara da nǝga kǝ vǝgh kitakul. Aghba itar mits bi, anala kǝ vǝgh kitakul itar.
290a09004c	Wirva yan, dǝge audzala Yazhigǝl ǝn matlanǝf matla, tǝka ba udan bi.”
290a0a0061	Gwiyoghǝr tsitar saks da mǝgh, ka ndiɗarwar furakh sar kǝ Yasu ǝn tǝghǝr kǝ tǝkaghǝren.
290a0b0073	Ka nggawa tǝrkhai Yasu, “Ɗeghwa ude tǝkaghǝra zǝ nus sar, ka zǝɓu ad tlǝrna nus, gwaragwar ǝn manin zin.
290a0c0058	Ai da ka tǝkaghǝra nus zǝ zil sar, ka zǝɓuwin tlǝrna zil, gwaragwar ǝn manin zin.
290a0d0092	Tsǝn zaɓakhado zar mbisan udakh da vak Yasu, kǝ bakhatǝrghǝr dǝv tsin, kǝ batǝrghǝr bark. Ai ka tavatǝrghǝr furakh sar ad di kǝ zaren.
290a0e00b6	Vazga kǝ Yasu ad dǝge a mangga furakh sar, ka bazala rǝv tsin. Niya tsitar, “Ɗuwamada ɗuwa zar mbisan saks da vakar, gadlamatra bi. Wirva tlǝksa Yazhigǝla, dǝg khutsak tar.
290a0f0097	Ən tǝkha kura tǝkha kǝ, itsawar kwal khayanǝf dǝ tlǝksa Yazhigǝl, ndǝkve a khayanǝf zar mbisan, a tǝkh ba kǝ da da tlǝksa Yazhigǝl bi.”
290a10004d	Ka tsakwatrǝf dǝ fang fang, ɓalatǝrghǝr ad dǝv, ka batǝrghǝr ad bark.
290a1100c3	Tsif kǝ Yasu da ɗuwars yanen kǝ vak, ka khwayoghǝr udanen da vak sar, kǝlgan ad juguv ǝn tǝvuk sar. Ka ndiɗarwal kwarne, “Malǝm charan, uɗa da mana ka kǝ gǝmadu safa kǝ ngǝɗi?”
290a120065	Ka nǝv Yasu tsin, “Uɗa lava tsǝkhǝn ɗakhka dǝ charani? Na ud charan bi, uk Yazhigǝl kitakul.
290a1300d3	Tsa tsǝkha dǝ ndzikha ndzikhen, ai kwarne, ‘Kǝɗ ba safa bi. Man ba gwaragwar bi. A ɗuwa man gǝl. Man ba shida dǝge kwal nǝgha tsǝkha bi. Biɗ ba dǝ ud bi. Farghǝra fǝg kǝ dadagha zǝ babagh.’”
290a140062	Ka nǝv daghwalen tsin, “Malǝm, gwil ǝn zara tsǝka ǝn tsufa tsufa ka dǝgakhan na daghan.”
290a1500eb	Ka vazga Yasu dǝ vaza waiv. Niya tsin, “Digit kitakul kǝ khǝtsakhu. Daks sakwdu sakwa daghan dǝge din khǝ, batra kha kwaɓ sar kǝ talagakh. Ka da gǝmadu gǝma kha tluwandal ǝn gharazhigǝl. Tǝkhal kǝ yana ka gataks khǝ.”
290a160074	Tsǝna kǝ dakhwalen ad lave kwarga Yasu, ka bazala rǝv tsin. Tǝkavala dǝ baza rǝv, wirva nǝg lǝman tsin char.
290a17006d	Ka vazakhga Yasu ad furakh sar, ka niya tsitar, “Da bǝza daks kǝ dadak tluwandal da tlǝksa Yazhigǝl.”
290a180093	A ndawatǝrǝf kǝ furakh sar, tsǝna tsitar ad lave kwargin. Ai ka nǝv Yasu tsugun, “Zar mbisan nakhar, bǝza daks kǝ ud da tlǝksa Yazhigǝl.
290a190071	Da lakhlakh kǝ dlǝgwam daks ǝn tǝ ɗul lipǝr, tǝghǝr kǝ daks kǝ dadak tluwandal da tlǝksa Yazhigǝl.”
290a1a009d	Tsǝna kǝ furakh sar ad laven, ka gwidǝn ndawatǝrǝf char. Ka nǝv itar ǝn tǝb tar, “Ai da ka ndǝkyanina, war da gǝmadu safa nǝn vak Yazhigǝli?”
290a1b0074	Ka vaztǝrkhai Yasu, ka ni, “Ən vak ud dǝg siga ǝn manawa bi, ai ǝn vak Yazhigǝla itsauɗa ǝn manawa man.”
290a1c0053	Ka nǝv Bitrus tsin, “Ai kǝnda ma, a ɗuwars kǝnda itsauɗa a gatakhs kǝnd.”
290a1d00de	Ka nggawa tǝrkhai Yasu, “Ən tǝkha kura tǝkha kǝ, na ude a ɗuwars fǝta sara, itsa zarbabakh sara, zǝ dǝghaubabakh sar, zǝ bab sar, itsa dad sar, itsa zar sar, awana gukhakh sar, wirva ka, zǝ lav zǝɗan tsugun,
290a1e010f	ka piyarwala gǝmadu dǝg siga sar sig dǝrmǝk dǝrmǝk ǝn kwargǝna bi. Da gǝmadu gǝma dǝ mǝghakha, zǝ zarbabakh, zǝ dǝghaubabakh, zǝ babakh, zǝ zar, zǝ gukhakh. Gǝmadu yaken tsuguna khekwa dǝ dlaɗ. Ən kwarge da saks, da gǝmadu gǝma ad safa kǝ ngǝɗ.
290a1f0076	Wirva zikǝn liye tsa dǝg chaka, da nǝga itar kǝ dǝg khal. Liye dǝg khal tsuguna, itar da nǝga kǝ dǝg chak.”
290a20013a	Ən tǝghǝr kǝ ɗul dǝgo da Wurshalim Yasu zǝ furakh sar, Yasu ǝn mǝlatra vuk. Lave tsa kwarga Yasu, ǝn ndawatra ndawa kǝ furakh sar, ka liye ǝn gatatǝrs gata tsuguna ǝn gǝdza itar. Ka gwidǝn ndǝɗtǝraga Yasu kǝ furakh sar na kǝlatǝm mits da tǝ kalam, ka kwara tǝrkhai ad dǝge da dzoghǝr din.
290a2100e2	Ka ni, “Tǝkhina ǝn dǝgo da Wurshalim kiyam, da bǝdu bǝgud Zǝr Ud da dǝv kǝ zik zikan na kǝ zil kǝsakh, zǝ li tsagdu ndzikha ndzikh. Da ǝntlara lav ǝmtsud. Ka da barǝm bǝg itar ǝn dǝv kǝ liye kwal Yakhudakh.
290a220082	Da nenenena itar, zǝ tafarva shaghwvai. Wadzaru itar kiɓa, zǝ kǝɗga kǝɗa tsitar. Ən tǝkhal kǝ khǝna khǝkǝrɗa da tsi.
290a23008e	Ka sagh Yakuba zǝ Yukhan zar ya Zabadi da vak Yasu. Ka nǝv itar, “Malǝm, ǝn na kǝnda mana kǝndkhe kha ɗaga dǝge a takaɗga kǝnd.”
290a240046	Ka ndiɗatǝrwal Yasu, “Uɗǝn nagh kur mana kurkhai mana tsǝki?”
290a2500bc	Ka nggawar khai itar, “Khaya kǝndanǝf khaya ndzǝga ndzǝg tlǝrna udǝnd ǝn tǝ dǝva kafagh, tlǝrna udǝnda tsuguna ǝn tǝ dǝva dleɓagh, ǝn sarte da sǝgdagh khǝn ndangagh.”
290a2600cb	Ai ka nǝv Yasu tsitar, “Ən tsa bakur dǝge ǝn takaɗa kur bi, da tǝkha kur kǝ khǝɓga dlaɗe da khǝɓa ka? Awana da khayanǝf khaya khǝ kur ad mana kura para tsud dǝ khulf pare da manakuda?”
290a27009d	Ka nggauga itar, “Da tǝkha kǝnd,” Ka nǝv Yasu tsitar, “Da tǝkha kur kǝ khǝɓga dlaɗe da khǝɓa kǝ, parakuralud dǝ khulf pare a parakadud. ...
290a28008c	Ndzǝgan ǝn tǝ dǝva kafara zǝ dǝva dleɓara, na ka dǝ ndzǝɗa bǝdu bǝg bi. Yan kǝ vakakha dǝg liye audzalud ǝn ɗikatǝrna ɗik.
290a29006c	Tsǝna kǝ chalǝm furakh kǝlɗǝk ad yan kǝ lav, ka bazala rǝv tsitar ǝn tǝghǝr kǝ Yakub zǝ Yukhan.
290a2a00e1	Ka ɗakh tǝrkhai Yasu da tǝ dǝva kitakw, ka ni, “Tsa tsukur liye a bǝgud kǝ man tlǝks ǝn tǝghǝr kǝ liye kwal Yakhudakh, ǝn mǝdlatra tlǝks itar kǝ udakh tar. Zik zikanakh tar tsuguna ǝn mǝdlatra ndzǝɗe tar.
290a2b007b	Da ndǝkyan bǝn tǝbura bi. Ai ɗaga ude ǝn nagh nǝga kǝ zikan ǝn tǝbur, barari tsin nǝga kǝ dadak mana kura tlǝr.
290a2c0072	Tsugun ɗaga ude ǝn nagh nǝga kǝ mal ǝn tǝghǝr tsukur, barari tsin nǝga kǝ dadak mana tlǝr kǝ itsawarur.
290a2d00a3	Wirva itsa ka Zǝr Uda dǝ ghǝrar, a sodagh ba kǝ wirva ɗaba ka ɗaba tsud bi. Ai a sodagh kǝ ɗaba udakh kǝ, zǝ bǝdu safara tsǝka kǝ kat da udakh daghan.
290a2e0106	Khalak yana, ka sagh Yasu zǝ furakh sar da Yariko. Madǝv Yasu zǝ furakh sar zǝ dzakhava udakh zikǝn, ǝn ɗuwars khuɗ kǝs, ka nǝg ngulfen ɗakha sara Batamawus (dǝge ǝn tuku Batamawus na, “Zǝr Timawus.”) Ən ndzǝgan ǝn tǝ kalam ɗul ǝn takaɗ.
290a2f0070	Tsǝna tsin kwarne, Yasu ud Nazarat ǝn dǝgal, ka farsa tlǝkha tsin kwarne, “Yasu Zǝr Dod, ziwakdal ziw.”
290a300084	Zikǝn liye tavarghǝr di kwarne, “Tǝriɗ nikh.” Ai ka gwidǝn tlǝkha tsin char, ǝn kwar kwarne “Zǝr Dod, ziwakdal ziw.”
290a31009b	Ghitsga Yasu, ka ni, “Ɗakhamakdǝghǝr ɗakh.” Ka ɗakhga itar ad ngulfen. Ka nǝv itar tsin, khǝnana rǝvagh, “Tsiyiftsi, ǝn ɗakha ɗakh.” ...
290a320058	Ka tlǝvars ad lǝgwit sar da tǝ kalam. Ɗǝkut niya ghǝdzǝvǝf, khwayal da vak Yasu.
290a330077	Ka ndiɗarwal Yasu, “Uɗǝn nakha manakha mana tsǝki? Ka nggawar khai ngulfen, “Malǝm, ǝn na ka nǝgha nǝgh.”
290a340083	Ka nǝv Yasu tsin, “Dǝg dǝgal, fadǝghǝrofǝgagh kǝ mbakhu.” Tǝvin tǝvina ka ǝn nǝgha nǝgh. Ka gatars kǝ Yasu dǝgal.
290b01008e	Sa kǝ Yasu zǝ furakh sar khef dǝ Wurshalima, da da dlǝmdla kǝs Betfaji zǝ Betani, ǝn tǝ ghuɓa Olive. Ka ɓalanǝf ad furakh sar mits.
290b0200c4	Niya tsitar, “Damdǝgal da gǝdzǝr kǝsin ǝn tǝvukur. Ba kur ǝn daksa, da nǝgha nǝgha kur gǝlaɓa dlingw ngguɗan ǝn vin, ai kwal taɓa tsud ngala ngal. Vǝdamadǝghǝr vǝd saks da van.
290b0300a6	Itsawar ǝn ndiɗakurwal, kwarne, ‘Uɗa lava tsukur ǝn zǝɓ gǝlaɓa dlingwna? Nikur tsina, ‘Dad Zikan ǝn naghan, da guyondǝghǝr guya zula khǝɗikǝn.’”
290b040071	Ka dala itar, tlarghǝr itar ad gǝlaɓa dlingwen nguɗan ǝn tǝ ghay rang da tǝ baram. Da itar ǝn vǝdavǝda,
290b05005c	ka ndiɗatǝrwal liye ghits ǝn tǝ vin, kwarne, “Uɗa lava tsukur ǝn vǝda dlingw ni?”
290b060061	Ka nggawa tǝrkhai itar ndǝkve tsa kwara tǝrkhai Yasu, ka ɗuwatǝrs udakhen dǝgal dǝ dlingw.
290b07006e	Ɓadǝghǝr tsitsar gǝlaɓa dligwen da vak Yasu, ka ɓalo itar lǝgwitakh tar da tǝf, ka ndzo Yasu ǝn tǝf.
290b080084	Zikǝn udakhe a ɓalga lǝgwitakh tar ǝn tǝ ɗul, yakhaya tsuguna a ɓalakhga itar tlim ufakhe tsa patsadǝghǝr itar ǝn tǝghal.
290b090097	Liye ǝn tǝvuk sara zǝ liye gatars gatǝn tǝlg, ǝn ɗichau itar kwarne, “Bark kǝ Zǝr Dod” “Bark kǝ dadake ǝn saks ǝn ɗakha Dad Zikan”
290b0a0063	“A ndzawa bark kǝ tlǝksa Dad mar Dod ai da saks” “Bark kǝ Yazhigǝl ai ǝn gharazhigǝl”
290b0b00a9	Sa kǝ Yasu da Wurshalima, ka da da Fǝta Yazhigǝl. Ka vazarvala kǝ itsauɗ, fatsiye tsatsin kwarne a sawal ba dura bi, ka dal da Betani zǝ furakh sar kǝlatǝm mits.
290b0c0056	Tǝkǝtla sar, madv Yasu zǝ furakh sar ǝn ɗuda Betani. Ka ndzikǝnǝf way kǝ Yasu.
290b0d00c3	Ka nǝgha Yasu ad ufa ghǝdiv ngudǝv kǝ bit, ka dǝgal tsin da vaza zǝr ǝn tǝf. Da tsǝn da tǝ vǝgh, na dǝge a mbǝladuwin ǝn tǝ bi, uk mas, wirva sarta yig zǝr ba yanen kǝ gǝdiv bi.
290b0e0073	Ka nǝv Yasu kǝ ufa ghǝdiven, “Na ude da gwidǝn zu zǝr ufagh bi.” A tsǝna kǝ furakh sar ad dǝge kwargin.
290b0f00ca	Da kǝ Yasu zǝ furakh sar da Wurshalim, ka da Yasu da fǝta Yazhighǝl. Ka farsan ad lakw li sakw digita zǝ li dzaw ǝn vin. Ka tlagars ad vǝleng li mɓaɗdu kwaɓ, zǝ vǝleng li sakwdu takalamasar.
290b100045	Ka gadlarkhai ad zǝɓ itsauɗ kǝ udakh dǝgal diwa Fǝta Yazhigǝl.
290b1100d4	Ka farsa tsagatǝrdu lava tsin kǝ udakh, ni, “Vindzan ǝn kaɗkaɗ lav Yazhigǝl kwarne, ‘Fǝtara da ɗakha dǝ vak ɗǝgawa kǝ daghan kǝsakhud. Ai tsuguna ka nandal kur kǝ vak ɓǝghava sǝnkarakh.’”
290b1200cd	Tsǝna kǝ zikzikan na kǝ zil kǝsakh zǝ li tsagdu ndzikha ndzikh ad yan, ka gat ɗul kǝɗ Yasu tsitar kǝmts. Wirvǝn gǝdza gǝdza itar, wirva ɗeghwa dzakhava udakh a batra tsagdutsaga sar ad ndawak.
290b130046	Ɓǝlga kǝ khagwa, ka sawala Yasu zǝ furakh sar ǝn dlǝmdla kǝsen.
290b140087	Tǝkǝdla pǝrt, madv Yasu zǝ furakh sar ǝn dǝgal. Ka nǝgha nǝgha tsitar ufa ghǝdive tsa tlapga Yasu a ghulal tangw da tǝ tlǝl.
290b15005f	Ka dzamana Bitrus, niya kǝ Yasu, “Malǝm, vaza dǝ ufa ghǝdive tsa tlapgakh a ghulkaval.”
290b160046	Ka nggawa tǝrkhai Yasu kwarne, “Famadǝghǝrofǝg dǝ Yazhigǝl.”
290b1700f4	Ən tǝkha kura tǝkha kǝ. Itsawar ǝn kwarar khai kǝ ghuɓ nǝ, ‘Dǝg dǝgal, tlǝvdagh tlǝva ghǝra da dǝlv.’ Da bǝga bin dǝ tsugu ǝn rǝvakhuɗ sar bi, a fǝdghǝro tsugun ǝn tǝ dǝge kwargin da dzoghǝr ndzǝg, da manara manud.
290b180089	Wirva yan, ǝn kwara kura kwara kǝ, itsauɗa ǝn takaɗga kur ǝn ɗǝgau, famadǝghǝro fǝg nggwaɗa gǝmadu kur. Da nǝga kǝ dǝgur.
290b19009e	Da ghitsaga kur kǝ ɗǝgau, da ka nǝg ude a khutana kur ǝn khuɗur, ɓisatǝrna kur. Ki ziɗa ɓisa kura ɓisa kǝ Dadur ai ǝn gharazhigǝl ad khaipakhur.
290b1a0065	Ai da ka ɓisana ba kur bi. Ndǝkyan kǝ Dadar ai ǝn gharazhigǝl na ba da ɓisa kura khaipakhur bi.
290b1b00c7	Ka guyoghǝr Yasu zǝ furakh sar da Wurshalim, madv Yasu ǝn gwayav ǝn Fǝta Yazhigǝl. Ka sa zikzikan na kǝ zil kǝsakh, zǝ li tsagdu ndzikha ndzikh, zǝ malakha ǝn tǝghǝr kǝ dlam da vak sar.
290b1c0070	Ka nǝv itar tsin, “Ən mana dǝ ira kǝ ndzǝɗakha dǝ dǝgakhani? War kǝ bakha ndzǝɗa man dǝgakhani?”
290b1d009d	Ka nggawa tǝrkhai Yasu kwarne, “Da ndiɗakurwal ndiɗa ka digit kitakul. Da nggawake kur, ka da kwara kura kwara kǝ ad khulf ndzǝɗe manda ka dǝgakhan.
290b1e005b	Kwarama ke kwar, para ude tsǝn mana Yukhan, a so ǝn gharazhigǝle awan ǝn vak ud khi?”
290b1f00a2	Ka kwara kava kwara tsitar ǝn tar kwarne, “Da ka ǝn ghǝrazhigǝla, nikiyam,’ Da ndiɗakiyamwal ndiɗa kwarne, ‘Uɗa lava tsukur kwal fadǝghǝro dini?’
290b20007b	‘Da ka ǝn vak uda, nikiyam,’ Ən gǝdza kiyam kǝ udakh, wirva itsawara a khayanǝf kwarne, Yukhana tlayang Yazhigǝl.
290b2100a0	Ka nggawar khai itar kǝ Yasu, “Ən tsa bakǝnda bi.” Ka nǝv Yasu tsitar, “Na ghǝrar ǝn kwara kura khulf ndzǝɗe ǝn manakha da ka dǝgakhan na bi.”
290c010140	Khalakyana, ka farsa Yasu ad kwaratra lava dǝ jakva lav, ni, “Nǝg udanen a tukhgan ad inabi ǝn gukh sar. Ka tsarghǝran dǝ ghǝrgh. Tǝfgan ad fik pǝrts yu inabiyen, ndǝrar khai ad vak uf chaw kǝ dadak uf gukhen. Ən tǝkhal kǝ yana, ka bǝdu ad mbucha gukhen kǝ yakhaya kǝ li wus, ka dakaval da tlǝrna vak.
290c020078	Sa kǝ sarta tsǝg inabi, ka ɓǝlandal ad zǝr tlǝr sar da vak li wus gukhen, kǝ chawardǝghǝr tleva sar ǝn gukhen.
290c03004a	Ka vige tara, mbakǝn itar dǝ kǝɗ. Ɓǝlars itar dǝgal dǝ dǝv dliɓ.
290c04005f	Ka ɓǝlanǝf ad tlǝrna zǝr tlǝr sar da vak tar, kǝɗǝf itar ǝn ghǝr, ka tsafanǝf itar.
290c0500ac	Ka gwidǝn ɓǝlanǝf ad tlǝrn zǝr tlǝr, ka kǝɗga itar. Ka gwidǝn ɓǝlanǝf ad yakhaya tsugun zikǝn, mbakǝn itar kǝ yakhay dǝ kǝɗ, kǝɗga itar chalǝm kǝmts.
290c060090	“Tǝma ud fang a tǝmgan kǝ ude da ɓǝlin, in zǝr sar ai ǝn wayin. Ka ɓǝlandal kǝ dǝg mbas, ni, ‘Da farghǝrfǝg itar kǝ zǝrar.’
290c070084	“Ka kwarakav khai li wus gukhen ǝn tǝb tar, ‘Auna makajen. Ausǝgam, kǝɗyamga kǝɗ, dǝg wura sara da nǝga kǝ dǝgmar.’
290c08005a	Ka viga itar ad zǝr saren kǝɗge tar. Ka tlǝval itar da tǝlg ghǝrgh ad tluvǝgha sar.
290c090074	“Uɗa da mana dadak gukh kini? Da saks da khadz li tsa wus gukhen, ka da batra kǝ tlǝrna udakh ad gukh inabiyen.
290c0a0085	Atsuk a tugwa bakh kur vindzan na kǝ lav Yazhigǝl ai ǝn kwar kwarne, “Kure a ɗuda li khǝg, in kǝ nala kǝ kur khǝga khwaran.
290c0b004d	Dad Zikan kǝ mangga yan, A nala kǝ dǝg ndawak ǝn diyakh mar tsugun.’”
290c0c00e4	Ka gat ɗul vi Yasu kǝ zik zikan na kǝ zil kǝsakh, zǝ li tsagdu ndzikha ndzikh, wirva tsa tsitar kwarne ǝn tǝghǝr tsitar a kwarga Yasu ad jakva laven. Ai ǝn gǝdza itar kǝ dzakhava udakh, ka ɗuwars itara, dakaval itar.
290c0d0093	Ən tǝkhal kǝ yana, ka ɓǝlandal itar ad chalǝm Farisakh zǝ udakh ya Khiridus da vak Yasu, ki zǝɗa viya vi ǝn tǝ dǝva dǝ lave da kwarin.
290c0e0102	Ka sa itar da vak Yasu, nǝv itar tsin, “Malǝm, tsa tsǝkǝnda kwarne dadak jirkh. Itsawar wikitakw ǝn vakagh. Na khǝn bǝg ghal ǝn udakh bi. Ən tsagdu lav Yazhigǝle jir kha kǝ udakh. Kalkale, awana kalkal bakh pǝlara khadam tsǝkǝnda kǝ Kaisari?
290c0f00bd	Pǝla nagh kǝnda pǝl bakh kǝndi? Wirva tsa kǝ Yasu kwarne mbaɗirakh itar. Ka ndiɗatǝrwal ni, “Uɗa lava tsukur ǝn na nggaka dlǝgdi? A nakam kwaɓ dawanen nǝgha nǝgha kǝ” ...
290c10007a	Ɓardǝrghǝr itar ad kwaɓen, ka ndiɗatǝrwal, “Vakdiya zǝ ɗakhǝng inǝn tǝfi?” Ka nǝv itar, “Dǝg Kaisar.”
290c11007c	Ka nǝv Yasu tsitar, “Bamara bǝg kǝ Kaisar ad dǝg Kaisar, kǝ Yazhigǝl tsugun ad dǝg Yazhigǝl.” Ka a ndawatǝrǝf.
290c12005d	Ka tǝkǝn Sadukiyakh, liye ǝn kwar kwarne na tsiyǝn nggitl bi, sara da vak Yasu dǝ ndiɗ.
290c1300c4	Nǝv itar, “Malǝm, a vindza kǝnd khai Mus kwarne, da mǝtsǝga zǝrbab sar kǝ udan ɗuwars ad nusar kwal zǝr. Barari wura wura kǝ zǝrbab sar ad widǝgen, kǝ yarkhai zar kǝ zǝrbab saren.
290c140046	Ai nǝg zǝrbabakhen uɗif. Ka ɓu dǝg chak ad nus mǝtsgan kwal zar.
290c15006d	Ka ɓu dǝg mits ad widǝgen. Ka mǝtsǝga ghǝr sar tsugun, kwal zǝr. Ndǝkyan kǝ dǝg khǝkhǝrɗ tsugun.
290c160059	Ndǝkvayan kǝ uɗif dagha tar, na ai yakhga zara bi. Kǝ dǝg mbasa, ka mǝtsǝga nusen.
290c17005a	Kina fitsa tsiyen nggitla da nǝga kǝ nusǝngini, fatsiye uɗifdagh tara a zǝɓaruwi?”
290c180082	Ka nggawa tǝrkhai Yasu, ni, “A zaɗga ba kur bi, fatsiye ǝn tsa ba kur ad kaɗkaɗ lav Yazhigǝla awana ndzǝɗa Yazhigǝl bi.
290c190079	Da tsiyifud ǝn nggitla, na lav zǝɓ nus zǝ bǝdu sǝba bi, da nǝga ndǝk zar ɓǝla Yazhigǝl ǝn ghǝrazhigǝl itar.
290c1a00ee	Ai ǝn tǝghǝr kǝ tsiyen nggitla, a tugwa bakh kur ǝn kaɗkaɗe vindzga Mus? Ən tǝghǝr kǝ lave kwararkhai Yazhigǝl ǝn tǝghǝr kǝ ndǝgha kar ǝn suya? ‘Ai ka Yazhigǝl Brahim, zǝ Yazhigǝl Ishaku, zǝ Yazhigǝl Yakub kǝ.’
290c1b004b	Yazhigǝl tlamtsakh ba ka bi, dǝg liye dǝ safa kǝ. A mangga kur tleɓ”
290c1c00f1	Fang ǝn tǝb kǝ li tsagdu ndzikha ndzikhe ǝn vak tar, ǝn tsǝnatǝrval tsǝna ad bǝg tsuguwe ǝn mane tar, ka katlgan kwarne a nggawa tǝrkhai Yasu khwaraniyan. Ka ndiɗarwal, “Ən tǝb kǝ ndzikha ndzikh daghan, ira khwaran ǝmbi?”
290c1d008e	Ka nggawar khai Yasu, kwarne, “Ai khwaran na kǝ ndzikha, in ‘Tsǝnam tsǝn, Udakh ya Izrail. Yazhigǝl Dad Zikan mara, Dad Zikan kitakul.
290c1e007d	Waya dǝ Dad Zikan Yazhigǝlagh dǝ rǝvakhuɗagh daghan. Dǝ vǝgha daghan. Dǝ mǝkǝnagh daghan. Zǝ ndzǝɗagh daghan.’
290c1f0076	Dǝg mitsa in kwarne, “Waya dǝ tlǝghǝrwitǝghagh ndǝkva ghǝragh.’ Na ndzikha ndzikhe malgan ad yakhana bi.”
290c200078	Ka nǝv dadak tsagdu ndzikha ndzikh, kǝ Yasu, “Kalkal dǝge a kwargakha,” uk Yazhigǝl kitakul na tlǝr bi uk inen.
290c2100c8	Waya dǝ Yazhigǝlen dǝ rǝvagha daghan, zǝ mǝkǝnagh daghan, zǝ daghan ndzǝɗagh, zǝ way tlǝghǝrwitǝghagh ndǝkva ghǝragh. In khwaran tǝghǝr kǝ bara digit kǝ Yazhigǝl zǝ dǝg tsuf.”
