2800000008	Maatoosa
3405030096	Asay, “Sa7i saro, aykkoyka hanenna” yaagishin, maccas iqethi oykkeyssada dhayoy entti qopponna entta bolla yaana. Entti ay ogenkka kessi ekkokona.
3405040053	Shin nu ishato, he gallasay hinttew kaysoy yeyssada yaanaw hintte dhuman de7ekketa.
3405050058	Hintte ubbay poo7o asinne gallasan de7iya asi; nuuni qamma asi woykko dhuma asi gidokko.
3405060067	Hessa gisho, nuuni harati dhiskkeyssada dhiskkanaw bessenna; nuuni barkkanwunne giigidi daanaw bessees.
3405070044	Dhiskkeyssati qamma dhiskkoosona; mathotteyssati qamma mathottosona.
34050800b4	Shin nuuni gallasa asi gidiya gisho giigidi daanaw bessees. Ammanonne siiqo xurureda tiran ma77idi, atotethaa ufayssaa huu7en wothiya ola biraata barneexada wothidi daanaw bessees.
3405090071	Xoossay nuna nu Godaa Yesuus Kiristtoosa baggara kumetha atotethi ekkana mela doorisppe attin hanqos dooribeenna.
34050a006b	Nuuni paxa de7in woykko hayqqin, Kiristtoosi yaa wode iyara issife daana mela Kiristtoosi nu gisho hayqqis.
34050b004c	Hessa gisho, hintte kase ootheyssada, issoy issuwa minthethitenne dichchite.
34050c0083	Nu ishato, hintte giddon ootheyssata, hinttena kaalethana melanne zorana mela Goday dooridayssata bonchchana mela hinttena woossos.
34050d005f	Entti oothiya oosuwa gisho, entta daro bonchchitenne siiqite. Issoy issuwara sarotethan de7ite.
34050e007b	Nu ishato, nuuni hinttena zoroos. Boozata hanqite; babbeyssata minthethite; daaburanchchota maaddite; ase ubbaa dandda7ite.
34050f0068	Oonikka iita gisho iita zaaronna mela naagettite. Hintte wolisinne asa ubbaas lo77obaa oothanaw minnite.
3405100014	Ubba wode ufayttite.
340511001b	Ubba wode Xoossaa woossite.
340512004a	Ubbaban galatite. Kiristtoos Yesuusa baggara Xoossay hinttefe koyey hessa.
3405130023	Geeshsha Ayyaana oosuwa toysoppite.
340514001a	Tinbbite qaala kadhoppite.
3405150022	Ubbabaa paaccite; lo77obaa ekkite.
340516001b	Iita ooso ubbaafe haakkite.
34051700bc	Saro immiya Xoossay ba huu7en hinttena polo geeshsho. Nu Goday Yesuus Kiristtoosi yaana gallasaas, Xoossay hintte ayyaanaa, hintte shemppuwanne hintte kumetha asatethaa borey baynna naago.
3405180040	Hinttena xeegeyssi ammanettidayssa gidiya gisho, hessa I polana.
3405190021	Nu ishato, nuus Xoossaa woossite.
34051a0037	Ammaniya asa ubbaa geeshsha yeeretethan woli sarothite.
34051b0053	Hintte ha kiitaa ammaniyaa asa ubbaas nabbabanaada Godaa sunthan hinttena woossays.
34051c004b	Nu Godaa Yesuus Kiristtoosa aadho keehatethay hinttera issife gido. Amin7i.
350000000b	2 Teselonqe
3501010093	Phawuloosi, Sillaaseynne Ximotiyoosi Teselonqe woosa keethan de7iya, Xoossaa Aawabaanne Godaa Yesuus Kiristtoosabaa gidida asaas xaafettida kiitaa.
350102005f	Xoossaa nu Aawappenne Godaa Yesuus Kiristtoosappe aadho keehatethaynne sarotethay hinttew gido.
350103008f	Nu ishato, hintte ammanoynne hintte issoy issuwanne harata siiqiya siiqoy daro dicciya gisho, nuuni hessas Xoossaa ubba wode galatanaw bessees.
35010400a6	Hinttena gakkida goodaninne waaye ubban genccaninne ammanon minnidi eqqida gisho, nuuni nu huu7en Xoossaa woosa keethatan hinttebaa markkattishe hinttenan ceeqettoos.
350105007d	Hintte iya gisho gidi meto ekkiya Xoossaa kawotethaas besseyssata gididi taybettana mela Xoossaa xillo pirddaas hayssi malla.
350106004f	Xoossay tuma pirddaa pirddana. Xoossay hinttena waayseyssata bolla waaye ehana.
3501070071	Goday Yesuusi ba wolqqaama kiitanchchotara, tama lacora saloppe yaa wode waayettiya hinttenanne nuna shemppisana.
3501080064	Qassi Xoossay bana eronnayssatanne nu Godaa Yesuus Kiristtoosa Wonggelaas kiitettonayssata pirddana.
350109005a	Entti Godaa sinthafenne iya bonchchuwa wolqqaafe shaakettidi merinaa dhayuwan pirddettana.
35010a00c6	He gallas, I bayssataninne bana ammaneyssata ubban bonchchettanwunne sabettanaw yaa wode nu hinttew odida kiitaa hintte ammanida gisho, hintte iya bonchcheyssata giddoninne sabbeyssata giddon daana.
35010b00db	Nuuni hinttew ubba wode Xoossaa woossey hessassa. Nu Xoossay hinttena xeegida de7uwas besseyssata gididi taybettana mela nuuni woossos. Hintte lo77obaa oothanaw amottiya amuwaanne hintte ammano oosuwa I ba wolqqan polo.
35010c0086	Hessan nu Xoossaanne nu Godaa Yesuus Kiristtoosa aadho keehatethan, Godaa Yesuusa sunthaa hintte bonchchana; hinttenakka I bonchchana.
3502010067	Nu ishato, nu Godaa Yesuus Kiristtoosa yuussabaanne nu iyara gayttanaw shiiqanabas nu hinttena woossos.
350202009a	Tinbbiten woykko hara asappe si7ida qaalan woykko nuuppe ekkida kiitada oothidi, “Godaa gallasay gakkis” gidi hintte wozanay dagammofonne waabbaqoppo.
350203009d	Hinttena oonikka ay ogenkka balethofo. Kasetidi wurssetha uraa geellatethay qoncconnanne dhayoy bessiya geella uray yoonna de7ishin, Godaa gallasay gakkenna.
3502040087	Asi goynniyabanne xoossayaba ubbaa I ixxananne bana dhoqqu oothana. Hari attoshin, Xoossa keethi geli uttidi, “Taani Xoosse” gaana.
3502050036	Taani hinttera de7ashe hinttew odidayssa akeekekketii?
350206004c	I ba gallas yaanappe attin ha77i yaanayssa aybi iya teqqiyako hintte ereeta.
3502070093	Asaas qoncciboonna geellatetha xuura wolqqay ha77ika oothees, shin ha77i iya teqqeyssi de7ees. Iya teqqeyssi ogeppe kichchana gakkanaw I qonccenna.
3502080074	Hessafe guye, geella uray qonccana, shin Godaa Yesuusi ba doonappe keyaa shemppuwan ba bonchcho yuussan iya wodhana.
350209004e	Geella uray Xalahiya wolqqan yidi worddo malaatatanne malaalisiyabata oothana.
35020a0087	Hessadakka, dhayos de7iya asata dumma dumma cimmiya iita ooson balethana. Entti dhayiday ashshiya tumaa dosidi ekkonna ixxida gishossa.
35020b005f	Hessa gisho, entti worddo gidiyabaa ammanana mela Xoossay wolqqaama baleso entta bolla yeddana.
35020c0054	Hessika, tumaa ammanonna asati, nagara ooson ufayttessati ubbay pirddettana melassa.
35020d00d7	Goday dosiya nu ishato, nuuni Xoossaa hintte gisho, ubba wode galatanaw bessees. Hintte attana mela Xoossay Geeshsha Ayyaana wolqqan hinttena geeshshidayssanne hintteka tumaa ammanidayssan I hinttena bayrada dooris.
35020e007c	Xoossay, nu hinttew odida Wonggelaa baggara hinttena xeegiday, hintte nu Godaa Yesuus Kiristtoosara issife bonchchettanassa.
35020f007a	Hiza, nu ishato, minnidi eqqite. Nuuni hinttena nu doonan gidin woykko dabddaabbiyan gidin tamaarssida timirttiya oykkite.
35021000e8	Xoossay nu aaway nuna dosees. I nuus keeha; I merinaa minthethonne lo77o ufayssaa nuus immis. Hintte ubba wode lo77obaa oothanawunne odettanaw minthethana melanne maaddana mela nu Godaa Yesuus Kiristtoosanne Xoossaa nu aawa woossos.
3503010067	Wurssethan nu ishato, Godaa qaalay hintte giddon ellesidi aakkanaadanne bonchchettanaada nuus woossite.
350302007b	Hessadakka, asi ubbay qaalaa si7idi ammanonna gisho, Xoossay geellatappenne iita asatappe nuna ashshana mela nuus woossite.
3503030048	Shin Goday ammanettidayssa; I hinttena minthethananne Xalaheppe naagana.
3503040059	Nuuni hinttena kiitteyssa ha77ika sinthafekka hintte oothanayssas Godan nuuni ammanettos.
350305004d	Goday hintte wozanaa Xoossaa siiquwakkonne Kiristtoosa dandda7aakko kaaletho.
35030600ad	Nu ishato, hintte nuuppe ekkida kiitaa kaallonnayssatappenne ooso billiya azalla ammaniyaa asatappe hintte shaakettanaada Godaa Yesuus Kiristtoosa sunthan hinttena kiittoos.
3503070069	Nuuda hanidi daanaw besseyssa hinttee, hintte huu7en ereeta. Nuuni hinttera de7iya wode ooso billibookko.
3503080087	Nuuni oodefekka kathi mela mibookko. Nuus dandda7ettida mela qammanne gallas oothi daaburidi de7idappe attin oodeskka tooho gidibookko.
350309006e	Nuuni hessa oothiday, hinttew leemiso gidanaassafe attin hinttefe maade oychchanaw nuus maati dhayina gidenna.
35030a0057	Nu hinttera de7iya wodekka, “Oothanaw koyonna asi oonikka mooppo” yaagidi kiittida.
35030b009e	Nuuni hessa giday, hintte giddon issi issi azallati de7eyssa si7ida gishossa. He asati gelssonnaban gelidi harata ooso bilisoosonappe attin aykkoka oothokona.
35030c0090	Nuuni hessa mela asati maara de7o daanadanne banttana koshshiyabaa oothidi demmanaada Godaa Yesuus Kiristtoosa sunthan entta kiittosinne zoroos.
35030d002f	Shin nu ishato, lo77o ooso oothanaw azallofite.
35030e0081	Ha77i nuuni ha dabddaabbiyan kiittida kiitas kiitettonna asi oonikka de7ikko he uraa erite. I yeellatana mela iyappe shaakettite.
35030f0035	Shin iya ishada seeriteppe attin morkkeda xeellofite.
3503100064	Saro immiya Goday, ba huu7en hinttew ubba wodenne ubba baggara saro immo. Goday hintte ubbaara gido.
3503110063	Taani Phawuloosi, ha kiitaa ta kushen xaafas. Ta kiita ubbaas mallay hayssa; taani hessada xaafays.
3503120042	Nu Godaa Yesuus Kiristtoosa aadho keehatethay hintte ubbaara gido.
360000000d	1 Ximotiyoosa
3601010080	Nuna ashshiya Xoossaaninne nu ufayssan naagiya Yesuus Kiristtoosan kiitettida, Yesuus Kiristtoosa hawaare gidida, Phawuloosappe,
3601020086	ammanon ta tuma na7a gidida Ximotiyoosas. Xoossaa nu Aawa, nu Godaa Kiristtoosa aadho keehatethay, maarotethaynne sarotethay new gido.
360103008f	Taani Maqedooniya bashe nena hadaridayssada, issi issi asati worddo timirttiya tamaarsseyssa ne diggana mela ne Efesoonan gam77ana mela koyays.
360104009c	Entti go77i baynna hayse odanne bantta kochcha taybuwa agganaada oda. Hessa melabay palama kaaletheesippe attin ammanon oosettiya Xoossaa oosuwas maaddenna.
360105006d	Ha kiitaa huu7e qofay geeshsha wozanappe, lo77o kahappenne tuma ammanuwappe benttiya siiquwa denthethanaassa.
360106003b	Issi issi asati hayssa aggidi, pathonna odakko simmidosona.
360107007b	Entti Xoossaa higgiya asttamaare gidanaw koyoosona. Shin entti ay odiyakko woykko tuma oothidi odeyssi i aybeekko erokkona.
360108003f	Asi besseyssada higgiyan go7ettiko higgey lo77o gideyssa eroos.
3601090100	Issibaa akeekanaw koshshees. Higgey lo77o asaas medhettibeenna. Shin higgey, higge mentheyssata, worandzota, Xoosse yayyonnayssata, shemppo wodheyssata, nagaranchchota, geeshshatethi baynnayssata, tunata, hari attoshin bantta aayiw woykko aawa wodheyssata,
36010a00a7	laammeyssata, addey addera laymateyssata, ase bayzeyssata, worddanchchota, worddon caaqqeyssata, woykko tuma timirttiyara gayttonna ay ooso ootheyssata seeranaw keyis.
36010b006b	He timirttey bonchchonne anjjettida Xoossay taani awaajjana mela taw hadara immida Wonggelaa giddon de7ees.
36010c009d	Taani oothiya oosuwan taw wolqqaa immida nu Godaa Kiristtoos Yesuusa galatays. Tana ba oosuwas shuumidi he oosuwas besseyssa gidi taybida gisho iya galatays.
36010d008e	Taani hayssafe kase iya cayeyssa, iya yedetheyssanne metootheyssa gidikkoka taani hessa eronnanne ammanonna oothida gisho Xoossay tana maaris.
36010e007c	Nu Goday ba aadho keehatethaa ta bolla gussidi, he aadho keehatethaara ammanonne siiqo Kiristtoos Yesuusa baggara taw immis.
36010f009f	“Kiristtoos Yesuusi nagaranchchota ashshanaw ha alamiya yis” giya qaalay ammantheyssanne asa ubbay ekkanaw besseyssa. Ubbaafe aadhdhida nagaranchchoy tana.
36011000ae	Shin merinaa de7uwa ekkanaw iya ammaniyaa asaas taani leemiso gidana mela Yesuus Kiristtoosi daro dandda7is. Taw ubbaafe aadhdhida nagaranchchuwas Xoossay ba maarota darssis.
3601110084	Ayfen benttonnayssas, issi Xoossaas, hayqqonnayssas, merinaa Kawuwas, merinaappe merinaa gakkanaw galataynne bonchchoy gido. Amin7i.
3601120088	Ximotiyoosa, ta na7aw, kase nebaa nabeti odida qaala bolla eqqada ha kiitaa hadara new immays. Ne he qaala kaalliko lo77o olaa olettana.
3601130076	Ammanoynne lo77o kahi new de7o. Issoti issoti kaha dhayidi markkabey hobben dhayeyssada bantta ammanuwa dhayssidosona.
3601140090	Hessa hanidayssata giddon Hemeneyoosinne Iskkinddirey de7oosona. Entti tamaaridi Xoossaa cayeyssa aggana mela taani Xalahes enttana aatha immas.
3602010078	Ubbaafe sinthatada, asa ubbaas Xoossaa oychchanaw, woossanaw, gaannatanawunne galatanaw besseyssa taani nena akeekisays.
360202008e	Nuuni tuma ayyaana de7oninne geeshshatethan Xoossaa goynnishe sarotethaninne woppu gida de7on daana mela kawotasinne shuumata ubbaas woossite.
3602030046	Hessa mela woosay nuna ashshiya Xoossaa sinthan lo77onne ufayssiyabaa.
3602040035	Xoossay asi ubbay attanaadanne tumaa eranaada koyees.
3602050070	Issi Xoossi de7ees. Xoossafenne asappe giddon gididi sigethiya issoy de7ees; ikka ase gidida Kiristtoos Yesuusa.
360206006b	I asa ubbaa wozanaw bana aathi immis. Xoossay ba wodiyan asa ubbaa wozanaw koyeyssa bessiya markkay hayssa.
36020700b3	Xoossay tana Wonggelaas asttamaarenne hawaare oothidi dooriday hessassa. Taani tuma odays; worddotikke; Xoossay tana ammanonne tumaa Ayhude gidonna asaas markkattana mela shuumis.
3602080097	Hessa gisho, ubba bessan de7iya addeti, bantana Xoossaas dummayidi, hanqonne palama diggidi, bantta kushiya pude denthidi Xoossaa woossana mela koyays.
36020900c6	Hessada maccasay banttana haaridayssa qonccisiya, bonchchoynne maari de7iya ma7uwa ma77anaw bessees. Entti maari baynna huu7e dathan, worqqan woykko inqon, woykko al77o afilan banttana alleeqisoppo.
36020a004b	Shin Xoossaas goynnays giya maccasay banttaw besseyssada lo77obaa oothonna.
36020b0026	Maccasi kiitetethan si7i gidi tamaaro.
36020c0069	Taani maccasay tamaarssana mela woykko adde bolla aawatana mela gidonnashin, si7i gidi daana mela koyays.
36020d0035	Addaamey koyro medhettis; guyeppe Hewaana medhettasu.
36020e004b	Qassi cimettada Xoossaa higgiya menthiday maccasippe attin Addaame gidenna.
36020f005c	Shin maccasi ammanon, siiqoninne geeshshatethan banttana haaridi de7ikko nayta yelon attana.
360301005b	Oonikka, “Woosa keethi kaalethiya asi gidanaw koykko lo77obaa amottees” giya oday tuma.
36030200b1	Woosa keethaa kaalethiya asi borettonnayssa, issi machche xalaali de7eyssa, maaran de7eyssa, bana haareyssa, besseyssada ootheyssa, imathe mookkeyssa, tamaarssanaw dandda7eyssa,
3603030042	mathottonayssa, ooyettonayssa, palamonnayssa, miishe siiqonnayssa,
360304005d	iya nayti iyaw kiitetteyssanne bonchcheyssa, ba keethaa aysanaw dandda7eyssa gidanaw bessees.
360305005e	Issi asi ba keethaa aysanaw dandda7onnaa ixxiko, Xoossaa woosa keethi waati aysanaw dandda7ii?
360306006f	Otoron sugettidi, Xalahey Xoossaa pirddan kunddidayssada kunddonna mela, oorathi ammanida asi gidanaw bessenna.
360307005d	Boreninne Xalahe xihen gelonna mela he uray ammanonna asa matan nashetteyssa gidanaw bessees.
3603080091	Hessada qassi woosa keethaa daaqoneti bonchchettidayssata, nam77a doona odettonayssata, daro woyne ushshaa uyonnayssata, miishe yaaretonnayssata,
360309003b	ammanuwa xuuraa geeshsha kahan naageyssata gidanaw bessees.
36030a006c	Entti koyrottidi paacettanaw koshshees; bntta bolla borey baynna ixxiko, woosa keethaa daaqone gididi ootho.
36030b007d	Hessadakka, entta maccasati bonchchettidayssata, zigironnayssata, maaran de7eyssata, ubbaban ammanetteyssata gidanaw bessees.
36030c0073	Woosa keethaa daaqoneti issi machchi xalaali de7eyssa gido. Ba naytanne ba keethaa loythi ayseyssa gidanaw bessees.
36030d009d	Woosa keethaa daaqone gididi, lo77o ooso ootheyssati banttaw gita bonchcho qassi Kiristtoos Yesuusan bantaw de7iya ammanuwabaa odanaw daro minotethi demmana.
36030e0049	Taani ha kiitaa new xaafashe, ellesada neekko baana gada ufayssi wothays.
36030f009a	Shin taani boonna gam77iko, Xoossaa Keethan asay waanidi daanaw bessiyako erana mela hayssa new xaafays. De7o Xoossaa keethay tumatethaas tuussinne baaso.
36031000e3	Nu ammanuwa xuuray sidhey baynna gita. Kiristtoosi asho ma7idi qonccis. Iya tumatethaa Geeshsha Ayyaanay markkattis. Kiitanchchotas benttis; I kawotetha ubbaas sabbakettis. Alamen de7iya asan ammanettis; bonchchon salo ekettis.
360401008f	Yaana wodiyan balethiya ayyaanatanne tuna ayyaanata timirttiya kaallidi, issi issi asay ammanuwa kaddanayssa Geeshsha Ayyaanay qonccisidi odis.
360402005a	Hessa mela timirttey entta kahay doccin, asaa balethiya worddanchcho asttamaaretappe yees.
36040300ad	Hessa mela asati ekkonne gelo qassi issi issi kathata moonna mela diggoosona. Shin ammaneyssatinne tumaa ereyssati Xoossaa galati woossidi maana mela Xoossay kathi medhdhis.
3604040059	Xoossay medhdhida ubbabay lo77o. Xoossaa galatidi miikko wora wodhdhiyabay aybikka baawa.
3604050032	Ubbabay Xoossaa qaalaninne woosan geeshshi gidees.
3604060096	Hessa gisho, neeni ha timirttiya ammaneyssata tamaarssiko, nu ammanuwaninne lo77o timirttiya kiitettada diccida Kiristtoos Yesuusa lo77o aylle gidana.
3604070071	Shin go77i baynna tuma gidonna odappenne cima maccasaa haysiyappe baqata. Tuma ayyaana de7on daanaw nena loohisa.
36040800a2	Asi ba bolla miinthanaw oothiya oosoy guuthi maaddees. Shin tuma ayyaana de7on bana loohisoy ha77ika merinawukka de7o immiya ufayssi de7iya gisho ubbaas maaddees.
360409002d	Ha qaalay asa ubbay ekkanaw bessiya tuma oda.
36040a0094	Nuuni asa ubbaa, ubbaafe aathidi ammaneyssata ashshiya de7o Xoossaafe ekkana gidi ufayssan naagiya gisho, hessas nuuni ooson daaburosinne baaxetoos.
36040b001b	Hayssa kiittanne tamaarssa.
36040c0088	Neeni yalaga gidiya gisho, nena oonikka kadhoppo. Shin ammaneyssatas neeni odan, ooson, siiqon, ammanoninne geeshshatethan leemiso gida.
36040d0055	Taani yaana gakkanaw asaas Geeshsha maxaafaa nabbabon, sabbakoninne tamaarsson minna.
36040e007b	Tinbbitey odettin, cimati bantta kushiya ne bolla wothida wode neeni ekkida, nenan de7iya Geeshsha Ayyaana imotaa kadhoppa.
36040f0050	Ne dichchay asa ubbaas qonccana mela hessa mintha qoppa; hayssa ubba wode ootha.
3604100067	Ne huu7esinne ne timirttiyas naageeta. Neeni hessa ubba wode oothiko nenanne nena si7eyssata ashshaasa.
360501005a	Cima addeta ne aawada bonchchafe attin hanqettofa. Yalaga addeta ne ishada oothada xeella.
3605020053	Cima maccasata ne aayida, yalaga maccasata ne michchida, polo geeshshatethan oykka.
3605030025	Azini hayqqida tuma am77eta bonchcha.
36050400d2	Shin am77ees nayti woykko nayta nayti de7ikko, he nayti tuma ayyaana de7on de7eyssa bessanaw banttana yelidayssatanne, bantta wogga aayiwunne wogga aawa maaddidi kushe zaaro tamaaro. Hessi Xoossaa ufayssiyabaa.
360505008b	Barkka de7iya tuma am77iya Xoossafe maade demmanaw ufayssan naagasu. Gallasinne qamma Xoossay bana maaddana mela woossawusunne oychchawusu.
360506004e	Shin ha alamiyan lo77o duussaa xalaala koyaa am77iya paxa de7ashe hayqqidaaro.
3605070031	Oonikka entta boronna mela ha kiitaa enttaw imma.
360508007b	Shin ba dabbotas, ubbaafe aathidi ba soo asaas qopponna oonikka ba ammanuwa kaddidayssa; ammanonna asappeka aadhdhida iita.
3605090085	Laythi usuppun tammu kumiboonna am77ee sunthaa mazggaban xaafoppa. Qassi hessa bolla iya ba azinaas ammanettidaaro gidanaw koshshees.
36050a00a2	Nayta dishon, imatha mokon, geeshshata tohuwa meechchan, metootiya asaa maaden, lo77o ooso ubbaas bana aatha immidaaronne lo77o ooson erettidaaro gidanaw bessees.
36050b0077	Shin yalaga am77eta sunthaa mazggaban xaafoppa. Enttana azina gelo gelo giya asho amoy oykkiya wode Kiristtoosa aggana.
36050c0034	Entti koyro gelida qaala menthida gisho pirddettana.
36050d0097	Hessa bolla entti ooso dhayidi keethafe keethe yuuyana. Yuushsha xalaala gidonnashin, zigirssaninne bantana gathonnaban gelidi bessonnabaa odettoosona.
36050e008d	Hessa gisho, nu morkketi nu bolla odettiya iitabaa demmonna mela yalaga am77eti azina gelidi, na7a yelidi, bantta keethaa aysana mela zorays.
36050f003f	Hayssafe kase guutha am77eti Xalahe kaallanaw guye simmidosona.
36051000cf	Issi ammaniyaa maccasees soo asaa giddon am77eti de7ikko iya entta maaddanaw bessees. Hessada oothiko, woosa keethaas toohoy kawuyees. He wode woosa keethay maade bessiya tuma am77eta maaddanaw dandda7awusu.
3605110081	Woosa keethi loythi heemmiya cimati, ubbaafe aathidi, qaala sabbakoninne tamaarsson daabureyssati dakko bonchcho ekkanaw bessees.
360512008d	Geeshsha Maxaafay, “Wudumman kathaa yedhdhiya booraa doona qachchofa” hessadakka, “Oosanchchoy ba damooziya ekkanaw bessees” yaagees.
3605130049	Nam77u woykko heedzu markki baynna, woosa keetha cima mootiyabaa si7oppa.
3605140046	Harati yayyana mela nagara oothiya oonakka asa ubbaa sinthan hanqetta.
36051500a1	Neeni asa som77o be7onna, issuwa issuwafe dummayonna ha kiitaa naagana mela Xoossaa, Godaa Yesuus Kiristtoosanne doorettida kiitanchchota sinthan ta nena zorays.
3605160068	Oode bollaka ne kushiya wothada shuumanaw ellessoppa. Harata nagaran geloppa; nena geeshshatethan naaga.
3605170063	Neeni ubba wode harggettiya gishonne ne ulo harggiya gisho haatha xalaala uyoppa; guutha woyne uya.
3605180086	Issi issi asata nagaray qoncce; entta nagaray entta pirddanaw enttafe sinthe aadhdhees, shin harata nagaray guyeppe gam77idi qonccees.
360519004a	Hessada, lo77o oosoykka qoncce; qoncconna ixxikokka geemmanaw dandda7enna.
3606010068	Xoossaa sunthaynne nu timirttey cayettonna mela aylletethan de7eyssati banttana haariya godata bonchcho.
3606020111	Ammaniya godati de7iya aylleti, entta godati enttaw isha gidiya gisho entta kadhoppo. Entta oosuwan maaddettiya godati, ammaneyssatanne dosettidayssata gidiya gisho entti kaseyssafe aathidi oothanaw bessees. Neeni hayssa tamaarssanawunne entti oothana mela zoranaw bessees.
360603007f	Oonikka dumma timirttiya tamaarssiyaba gidikko, nu Godaa Yesuus Kiristtoosa tuma qaalaranne nu ammanuwa timirttiyara gayttenna.
36060400a1	He uray otoron sugetteesippe attin aykkoka erenna. Enttaw issi qofa bolla palamanawunne ooyettanaw iita amoy de7ees. Hessi qanaate, ooshshi, cashshe, iita sidhe,
3606050088	giigonna palamaa kaalethees. Qassi enttaw iita wozani de7ees; tumaakka balidosona; entti Xoossaa ammanoy duretethas oge gidi qoppoosona.
3606060042	Shin taw de7iyabay gidana giya asas tuma ayyaana de7oy gita wodhe.
3606070047	Nuuni ha alamiya aykkoka ehibookko; qassi iyappe aykkoka ekkidi bookko.
3606080029	Nuus kathinne ma7oy de7ikko hessi gidana.
3606090082	Shin duretethi koyeyssati paaceninne xihen geloosona. Qassi enttana duge dafiyanne dhayssiya eeyatethinne qohiya amon kunddoosona.
36060a007a	Miishe siiqoy iitatetha ubbaas pultto. Issoti issoti miishe amottishe ammanoppe balettidi daro meton banttana yeggidosona.
36060b0074	Shin neno, Xoossaa asoo, hessafe baqata. Xillotethaa, Xoossaa daano, ammano, siiqo, dandda7anne ashkketethaa kaalla.
36060c007f	Ammano baaxiya loytha baaxeta. Daro asaa sinthan ne markkattida ne ammanuwabaa, Xoossay nena iyaw xeegida merinaa de7uwa oykka.
36060d0088	Ubbaas de7o immiya Xoossaa sinthaninne, Phenxe Philaaxoosa sinthan lo77o markka markkattida Kiristtoos Yesuusa sinthan ta nena kiittays.
36060e0053	Nu Godaa Yesuus Kiristtoosi qonccana gakkanaw ha kiitaa balinne borey baynna naaga.
36060f007b	Ba xalaala ubbaa haariya bonchcho Xoossay, kawota kawoy, godata Goday, ba qoppida qamman Yesuus Kiristtoosa zaari kiittana.
36061000af	Issi iya xalaali hayqqenna. Oonikka shiiqanaw dandda7onna poo7on de7ees. Oonikka iya be7ibeenna; qassi be7anawukka dandda7enna. Bonchchoynne merinaa wolqqay iyaw gido. Amin7i.
36061100a9	Ha alamiya dureti coo dhayiya shalon otorttonna melanne ceeqqonna mela oda. Nuus koshshiyabaa palahisidi immiya nuna anjjiya, dure Xoossan ammanettana mela entta kiitta.
3606120069	Entti lo77o ooso oothanaada lo77o ooson duretanaada, keehatanne haratas shaakkeyssata gidana mela kiitta.
360613005b	Hessi enttaw sinthas mino baaso gidiya gisho, he wode entti tuma de7oy ay daaniyakko erana.
3606140072	Ximotiyoosa, issi issi asay, “Eratethi” giya eeya palamappenne hada odappe baqata; new imettida hadaraa naaga.
360615006f	Issoti issoti nuus eratethi de7ees yaagishe ammanuwa aggidosona. Xoossaa aadho keehatethay hintte ubbaara gido.
370000000d	2 Ximotiyoosa
3701010078	Xoossaa shenen, Yesuus Kiristtoosan benttida de7o ufayssaa markkattanaw Yesuus Kiristtoosa hawaare gidida Phawuloosappe,
3701020097	ta dosiya na7aa Ximotiyoosas kiitettida kiita. Xoossaa Aawappenne nu Godaa Kiristtoos Yesuusappe aadho keehatethay, maarotethaynne sarotethay new gido.
3701030090	Taani, ta woosan qammanne gallas nena qoppays. Taani woossiya wode ta mayzata Xoossaanne taani lo77o kahan haggaaziya Xoossaa ne gisho galatays.
3701040040	Taani ne afuthaa qoppays; nena be7ada ufayttanaw daro laamotays.
3701050075	Qassi new de7iya tuma ammanuwa erays. He ammanoy beni ne wogga aaye Loydininne ne aaye Ewuniqin de7iya ammanuwa mela.
3701060072	Hessa gisho, taani ta kushiya ne bolla wothida wode Xoossay new immida imotaa neeni zaara eethana mela akeekisays.
370107006e	Ays giikko, Xoossay nuus wolqqaa, siiqonne nu huu7e haariya Ayyaana immisppe attin yashsha ayyaana immibeenna.
370108009c	Hiza, nu Godaas markkattanaw yeellatoppa; qassi iya gisho qashettida tanankka yeellatoppa. Shin Xoossay new immiya wolqqan Wonggelaa gisho, taara meto ekka.
37010900e5	Xoossay ba sheneninne ba aadho keehatethan nuna ashshidi, ba geeshsha dere oothanaw nuna doorisppe attin nuuni oothida oosuwa gisho gidenna. Ha aadho keehatethaa Kiristtoos Yesuusa baggara alamey medhettanaappe sinthe nuus immis.
37010a0097	Ha77i ha aadho keehatethay nuna ashshiya Kiristtoos Yesuusa yuussan qonccis. I hayqo wolqqaa dhayssidi, Wonggelaa baggara dhayonna de7o nuus qonccisis.
37010b004f	Taani Wonggelaa sabaake, hawaarenne asttamaare gidana mela Xoossay tana dooris.
37010c009e	Taani hessa gisho ha metuwa ekkays; shin ta ammaney ooneekko eriya gisho yeellatikke. Taw imettida hadaraa he gallasay gakkanaw I naaganaw dandda7eyssa erays.
37010d007c	Taani nena tamaarssida tuma qaala leemiso ootha oykkada Kiristtoos Yesuusa baggara nubaa gidida ammanuwaninne siiquwan de7a.
37010e004b	Nu giddon de7iya Geeshsha Ayyaana wolqqan new imettida lo77o hadaraa naaga.
37010f0068	Iisiya biittan de7iya ubbay taappe haakkidayssa eraasa; entta giddon Figeluusinne Hermmogenes de7oosona.
3701100080	Anesfoori tana daro wode minthethida gisho Goday iya soo asaas qadhetto. Taani qasho keethan de7iya wode I tanan yeellatibeenna.
3701110040	Hessa bolla I Roome katamaa yida wode tana minthi koyidi demmis.
3701120081	Wurssetha gallasan Goday iyaw qadhettana mela taani Godaa woossays. Efesoona kataman I tana ay mela maaddidaakko ne loytha eraasa
